ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5ec5-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5ec5-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_ratio,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5ec5-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_q124,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5ec5-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5ec5-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_ratio
834555.88,21.34,2.49,171953.45,4.4
834363.29,21.34,2.49,172060.59,4.4
834363.29,21.34,2.49,172060.59,4.4
834203.75,21.34,2.49,172055.77,4.4
834011.16,21.34,2.49,172030.25,4.4
834006.53,21.35,2.5,172513.66,4.42
833813.94,21.35,2.5,172643.08,4.42
833621.35,21.35,2.5,172585.23,4.42
833621.35,21.35,2.5,172677.45,4.42
833981.66,21.36,2.51,174465.53,4.47
833986.46,21.36,2.51,174324.97,4.47
833784.45,21.36,2.51,174224.28,4.46
833624.9,21.37,2.52,174229.69,4.47
833432.31,21.37,2.52,174203.07,4.47
833427.68,21.37,2.52,174185.09,4.47
833427.68,21.37,2.52,174322.31,4.47
833235.09,21.37,2.52,174281.36,4.47
832996.99,21.37,2.52,172567.79,4.43
832804.4,21.37,2.52,172530.17,4.43
832630.66,21.37,2.52,172640.71,4.43
832646.17,21.37,2.52,172617.89,4.43
832602.56,21.38,2.53,173015.99,4.44
832443.01,21.38,2.53,173021.41,4.44
835404.55,21.46,2.61,173705.48,4.46
835211.96,21.46,2.61,173669.72,4.46
835457.08,21.47,2.62,173489.05,4.46
835264.49,21.47,2.62,173479.4,4.46
834742.6,21.46,2.61,172915.04,4.45
834742.6,21.46,2.61,173176.0,4.45
834550.01,21.47,2.62,173132.17,4.45
834357.42,21.47,2.62,173070.88,4.45
834352.8,21.47,2.62,173075.22,4.45
834199.19,21.47,2.62,173358.56,4.46
834424.96,21.48,2.63,173493.73,4.47
834424.96,21.48,2.63,173493.73,4.47
834265.41,21.48,2.63,173488.47,4.47
834505.54,21.49,2.64,173460.28,4.47
834312.95,21.49,2.64,173546.03,4.47
834498.29,21.5,2.65,173495.11,4.47
834498.29,21.5,2.65,173792.5,4.48
834493.66,21.5,2.65,173696.73,4.48
834489.03,21.51,2.66,173658.81,4.48
834489.03,21.51,2.66,173658.81,4.48
834489.03,21.51,2.66,173658.81,4.48
834116.32,21.5,2.65,173589.94,4.47
834007.86,21.5,2.65,173481.73,4.47
834202.62,21.51,2.66,174614.75,4.5
834011.3,21.51,2.66,174498.5,4.5
833874.86,21.51,2.66,175424.36,4.53
833874.86,21.51,2.66,175424.36,4.53
833690.66,21.51,2.66,174748.22,4.51
833756.3,21.52,2.67,174874.31,4.51
833784.72,21.52,2.67,174884.17,4.51
833592.13,21.52,2.67,174896.47,4.52
833399.54,21.52,2.67,174864.73,4.52
833206.95,21.52,2.67,174830.96,4.52
833014.36,21.52,2.67,174862.76,4.52
832821.77,21.52,2.67,174836.38,4.52
833061.89,21.53,2.68,174820.28,4.52
833193.77,21.54,2.69,175755.79,4.54
832456.46,21.54,2.69,176372.08,4.56
832456.46,21.54,2.69,176372.08,4.56
832251.73,21.54,2.69,176021.48,4.56
831879.02,21.53,2.68,175796.11,4.55
831686.43,21.53,2.68,175693.55,4.55
831686.43,21.53,2.68,175693.55,4.55
831528.46,21.53,2.68,175535.58,4.54
831542.68,21.53,2.68,175327.48,4.54
831383.14,21.54,2.69,175349.8,4.54
831383.14,21.54,2.69,175349.8,4.54
831378.51,21.54,2.69,175327.8,4.54
831185.92,21.54,2.69,175290.49,4.54
831185.92,21.54,2.69,175378.05,4.55
830993.33,21.54,2.69,175313.8,4.54
832045.24,21.57,2.72,174764.96,4.53
832045.24,21.57,2.72,174764.96,4.53
831852.65,21.57,2.72,174734.18,4.53
832100.94,21.58,2.73,175179.37,4.54
831908.35,21.58,2.73,175000.94,4.54
831908.35,21.58,2.73,175000.94,4.54
831715.76,21.58,2.73,175242.26,4.55
831731.27,21.59,2.74,175010.42,4.54
831731.27,21.59,2.74,175010.42,4.54
831571.72,21.59,2.74,175015.83,4.54
831340.15,21.59,2.74,175257.5,4.55
831147.56,21.59,2.74,175229.13,4.55
830954.97,21.59,2.74,175212.09,4.55
830762.38,21.59,2.74,175292.98,4.56
830762.38,21.59,2.74,175973.19,4.57
830602.83,21.59,2.74,175975.71,4.58
830602.83,21.59,2.74,175945.51,4.57
830602.83,21.59,2.74,176233.41,4.58
830598.21,21.6,2.75,176129.64,4.58
830227.33,21.59,2.74,175862.09,4.57
830222.7,21.6,2.75,175731.61,4.57
830030.11,21.6,2.75,175710.62,4.57
830431.59,21.61,2.76,176810.23,4.6
830155.37,21.6,2.75,177198.26,4.61
830155.37,21.6,2.75,177198.26,4.61
830155.37,21.6,2.75,177198.26,4.61
829991.05,21.61,2.75,176717.01,4.6
829831.5,21.61,2.76,176713.0,4.6
829826.88,21.61,2.76,176690.63,4.6
829634.29,21.61,2.76,176775.99,4.6
829441.69,21.61,2.76,176761.03,4.61
829249.1,21.61,2.76,176807.99,4.61
829056.51,21.61,2.76,177278.8,4.62
829056.51,21.61,2.76,177278.8,4.62
829430.77,21.63,2.77,176938.25,4.61
829497.64,21.63,2.78,177767.0,4.64
829413.37,21.63,2.78,177585.86,4.63
829253.82,21.63,2.78,177581.18,4.63
829253.82,21.63,2.78,177554.43,4.63
829061.23,21.63,2.78,177770.23,4.64
829301.36,21.64,2.79,177560.03,4.63
829301.36,21.64,2.79,180230.5,4.7
829466.29,21.65,2.8,180229.42,4.7
829273.69,21.65,2.8,180196.22,4.7
829081.1,21.65,2.8,180474.71,4.71
828888.51,21.65,2.8,180499.66,4.71
828695.92,21.65,2.8,180329.98,4.71
828536.38,21.65,2.8,180332.5,4.71
828343.79,21.65,2.8,180294.34,4.71
828343.79,21.65,2.8,180411.39,4.72
828151.2,21.65,2.8,180404.73,4.72
828151.2,21.65,2.8,180404.73,4.72
828146.57,21.66,2.81,180398.98,4.72
828141.94,21.66,2.81,180318.57,4.72
827977.62,21.66,2.81,181804.18,4.76
827824.01,21.67,2.82,182392.0,4.77
827662.35,21.66,2.81,182514.46,4.78
827854.59,21.67,2.82,182528.81,4.78
827695.05,21.67,2.82,182531.33,4.78
827265.43,21.67,2.82,182282.27,4.77
827265.43,21.67,2.82,182282.27,4.77
827265.43,21.67,2.82,182282.27,4.77
827072.84,21.67,2.82,182245.27,4.77
826880.25,21.67,2.82,182475.85,4.78
826687.66,21.67,2.82,182442.01,4.78
826495.07,21.67,2.82,182343.74,4.78
826302.48,21.67,2.82,182687.98,4.79
826142.93,21.67,2.82,182682.72,4.79
825950.34,21.67,2.82,182655.36,4.79
825950.34,21.67,2.82,182655.36,4.79
825757.75,21.67,2.82,182716.61,4.8
825757.75,21.67,2.82,182716.61,4.8
825997.88,21.68,2.83,182682.27,4.8
825805.28,21.68,2.83,182666.57,4.8
825805.28,21.68,2.83,182666.57,4.8
825805.28,21.68,2.83,182782.36,4.8
825970.21,21.69,2.84,182781.28,4.8
825777.62,21.69,2.84,182748.07,4.8
825521.85,21.69,2.84,184431.48,4.84
825329.26,21.69,2.84,184638.73,4.85
825146.1,21.69,2.84,184319.98,4.84
824851.62,21.68,2.83,184145.43,4.84
824677.98,21.68,2.83,184000.39,4.84
824475.97,21.68,2.83,183849.78,4.83
824283.38,21.68,2.83,183957.72,4.84
824283.38,21.68,2.83,183957.72,4.84
824123.83,21.68,2.83,183953.71,4.84
823931.24,21.68,2.83,183921.95,4.84
823926.62,21.69,2.84,184693.22,4.86
823734.02,21.69,2.84,185123.4,4.87
823560.28,21.69,2.84,184536.77,4.86
823367.69,21.69,2.84,184361.41,4.86
823203.37,21.69,2.84,184234.18,4.85
823416.15,21.7,2.85,184685.57,4.87
823214.14,21.7,2.85,184469.0,4.86
823054.59,21.7,2.85,184463.43,4.86
823294.72,21.71,2.86,184435.48,4.86
823294.72,21.71,2.86,184583.34,4.87
823102.13,21.71,2.86,184567.65,4.87
822909.54,21.71,2.86,184456.28,4.87
822909.54,21.71,2.86,184456.28,4.87
822710.71,21.71,2.86,184303.2,4.86
822518.12,21.71,2.86,185035.74,4.88
822518.12,21.71,2.86,185035.74,4.88
822518.12,21.71,2.86,185035.74,4.88
822513.49,21.71,2.86,184603.33,4.87
822359.88,21.71,2.86,184400.55,4.87
822152.94,21.71,2.86,184921.39,4.88
822317.86,21.72,2.87,184920.31,4.88
822023.39,21.72,2.87,184889.98,4.88
822023.39,21.72,2.87,184980.11,4.89
822155.27,21.72,2.87,184923.55,4.89
822150.65,21.73,2.88,184889.42,4.89
822150.65,21.73,2.88,184889.42,4.89
821958.06,21.73,2.88,185402.14,4.9
821958.06,21.73,2.88,185402.14,4.9
821800.09,21.73,2.87,185244.17,4.9
821640.55,21.73,2.88,185235.58,4.9
821640.55,21.73,2.88,185345.65,4.9
821342.39,21.72,2.87,185026.2,4.89
821342.39,21.72,2.87,185025.58,4.89
821337.77,21.73,2.88,184683.18,4.89
821337.77,21.73,2.88,184660.23,4.88
821180.02,21.72,2.87,184512.21,4.88
820987.42,21.72,2.87,185128.61,4.9
821227.55,21.73,2.88,185079.2,4.9
820844.83,21.72,2.87,186597.24,4.94
820685.29,21.73,2.88,186602.65,4.94
820419.08,21.72,2.87,188095.83,4.98
823228.28,21.8,2.95,188418.62,4.99
823560.33,21.81,2.96,188388.32,4.99
823560.33,21.81,2.96,188388.32,4.99
823367.74,21.81,2.96,188376.09,4.99
823367.74,21.81,2.96,188376.09,4.99
823175.15,21.81,2.96,187162.2,4.96
823170.52,21.82,2.97,187213.1,4.96
822977.93,21.82,2.97,187195.16,4.96
822785.34,21.82,2.97,187160.96,4.96
822780.71,21.82,2.97,187883.5,4.98
822780.71,21.82,2.97,187883.5,4.98
822776.09,21.83,2.98,188167.55,4.99
822616.54,21.83,2.98,188170.07,4.99
822616.54,21.83,2.98,188170.07,4.99
822423.95,21.83,2.98,188134.81,4.99
822231.36,21.83,2.98,188191.79,5.0
822121.52,21.83,2.98,187995.45,4.99
821928.93,21.83,2.98,188068.15,5.0
821928.93,21.83,2.98,188231.85,5.0
821928.93,21.83,2.98,189990.93,5.05
821952.57,21.84,2.99,189609.69,5.04
821793.03,21.84,2.99,189605.01,5.04
821924.91,21.84,2.99,189575.49,5.04
822165.04,21.85,3.0,189655.96,5.04
821797.2,21.85,3.0,189286.87,5.03
821792.57,21.85,3.0,189236.0,5.03
821792.57,21.85,3.0,189236.0,5.03
821599.98,21.85,3.0,189200.04,5.03
821595.35,21.86,3.01,189194.57,5.03
821431.03,21.86,3.01,188319.82,5.01
821416.98,21.86,3.01,188030.32,5.0
821224.39,21.86,3.01,188980.17,5.03
821219.76,21.87,3.02,189277.08,5.04
820936.17,21.86,3.01,188974.66,5.03
820776.62,21.86,3.01,188969.83,5.03
820482.15,21.86,3.01,188504.38,5.02
820289.56,21.86,3.01,188527.15,5.02
820289.56,21.86,3.01,188506.32,5.02
820289.56,21.86,3.01,188486.65,5.02
820064.59,21.85,3.0,188496.71,5.02
820059.97,21.86,3.01,188480.17,5.02
820392.01,21.87,3.02,188913.54,5.04
820199.42,21.87,3.02,188870.79,5.04
820025.68,21.87,3.02,188604.45,5.03
820298.85,21.88,3.03,188609.14,5.03
820298.85,21.88,3.03,188582.2,5.03
820106.26,21.88,3.03,188570.92,5.03
820106.26,21.88,3.03,188570.92,5.03
819913.66,21.88,3.03,188984.68,5.04
819754.12,21.88,3.03,188987.2,5.05
819576.32,21.88,3.03,191184.77,5.1
819403.86,21.88,3.03,191991.01,5.13
819451.12,21.89,3.04,191990.1,5.13
818855.4,21.88,3.03,191435.61,5.11
818987.29,21.88,3.03,191402.03,5.11
819227.41,21.89,3.04,191531.63,5.12
818932.94,21.89,3.04,191430.17,5.12
818740.35,21.89,3.04,191392.87,5.12
818547.76,21.89,3.04,191945.7,5.13
818389.79,21.89,3.03,191788.59,5.13
818197.2,21.89,3.04,191691.49,5.13
818037.66,21.89,3.04,191686.23,5.13
817845.07,21.89,3.04,191655.36,5.13
817840.44,21.89,3.04,191711.17,5.13
818072.07,21.9,3.05,191337.01,5.12
817879.48,21.9,3.05,191298.44,5.12
817702.1,21.9,3.05,192151.47,5.15
817702.1,21.9,3.05,192195.33,5.15
817542.55,21.91,3.06,192190.95,5.15
817378.23,21.91,3.06,192267.47,5.15
817618.35,21.92,3.07,192238.66,5.15
817604.3,21.92,3.07,192197.36,5.15
817231.59,21.91,3.06,192371.08,5.16
817226.96,21.92,3.07,192300.67,5.16
817226.96,21.92,3.07,192295.52,5.16
817034.37,21.92,3.07,192196.16,5.16
817166.25,21.93,3.08,192317.94,5.16
817161.63,21.93,3.08,193178.99,5.18
817002.08,21.93,3.08,193173.11,5.19
816997.46,21.94,3.09,193149.16,5.19
816804.87,21.94,3.09,193308.39,5.19
816562.84,21.93,3.08,193024.85,5.18
816370.25,21.93,3.08,192940.65,5.18
816370.25,21.93,3.08,192940.65,5.18
816370.25,21.93,3.08,192940.65,5.18
816177.66,21.93,3.08,192847.48,5.18
816173.03,21.94,3.09,193327.35,5.2
815897.41,21.93,3.08,192841.94,5.18
815714.24,21.93,3.08,192801.22,5.18
815700.19,21.94,3.09,192356.55,5.17
815930.89,21.95,3.1,192572.48,5.18
815562.25,21.94,3.09,192344.23,5.17
815817.58,21.95,3.1,193396.39,5.2
815817.58,21.95,3.1,193396.39,5.2
815658.03,21.95,3.1,193392.39,5.2
815266.79,21.94,3.09,192975.58,5.19
815074.2,21.95,3.09,192943.82,5.19
815314.33,21.95,3.1,192977.16,5.2
815121.74,21.96,3.1,193254.5,5.21
814749.02,21.95,3.1,193292.0,5.21
814749.02,21.95,3.1,193292.0,5.21
814749.02,21.95,3.1,193292.0,5.21
814556.43,21.95,3.1,193045.63,5.2
814382.69,21.95,3.1,193785.51,5.22
814223.14,21.95,3.1,193781.5,5.22
814030.55,21.95,3.1,193749.74,5.22
814362.6,21.96,3.11,193848.76,5.23
814170.01,21.96,3.11,193829.4,5.23
814170.01,21.96,3.11,193829.4,5.23
813861.34,21.96,3.11,193742.24,5.23
813993.22,21.97,3.12,194512.77,5.25
813819.47,21.97,3.12,194532.87,5.25
813855.38,21.97,3.12,193942.23,5.24
813791.38,21.98,3.13,194346.38,5.25
813791.38,21.98,3.13,194346.38,5.25
813631.83,21.98,3.13,194341.99,5.25
813627.2,21.98,3.13,194317.74,5.25
813434.61,21.98,3.13,194372.99,5.25
813242.02,21.98,3.13,194382.47,5.25
813237.4,21.99,3.14,194333.71,5.25
813422.73,22.0,3.15,194747.06,5.27
813230.14,22.0,3.15,194868.11,5.27
813037.55,22.0,3.15,195039.49,5.28
813073.46,22.0,3.15,195798.16,5.3
812913.91,22.01,3.16,195794.15,5.3
812663.42,22.0,3.15,195479.5,5.29
812470.82,22.01,3.16,195448.18,5.29
812466.2,22.01,3.16,195612.91,5.3
812273.61,22.01,3.16,195596.76,5.3
812521.9,22.02,3.17,195942.5,5.31
812329.31,22.02,3.17,195627.09,5.3
812365.21,22.03,3.18,195252.18,5.29
812301.21,22.03,3.18,195163.39,5.29
812128.75,22.03,3.18,194485.4,5.28
812128.75,22.03,3.18,194485.4,5.28
812128.75,22.03,3.18,194483.09,5.28
811902.28,22.03,3.18,194904.42,5.29
811902.28,22.03,3.18,194904.42,5.29
811742.74,22.03,3.18,194906.94,5.29
811449.82,22.03,3.18,195848.88,5.32
811272.08,22.03,3.18,195055.28,5.3
811079.49,22.03,3.18,195017.12,5.3
810969.73,22.03,3.18,194930.79,5.29
810686.37,22.03,3.18,194837.73,5.29
810493.78,22.03,3.18,195050.99,5.3
810301.19,22.03,3.18,195047.64,5.3
810108.6,22.03,3.18,195033.76,5.3
810108.6,22.03,3.18,195033.76,5.3
810367.57,22.04,3.19,195830.68,5.33
810208.02,22.04,3.19,195825.86,5.33
810203.4,22.04,3.19,195803.04,5.33
810203.4,22.04,3.19,195803.04,5.33
810203.4,22.04,3.19,195803.04,5.33
809987.06,22.04,3.19,195516.92,5.32
809691.52,22.03,3.18,195215.08,5.31
809691.52,22.03,3.18,195223.78,5.31
809691.52,22.03,3.18,195223.78,5.31
809541.37,22.03,3.18,195065.39,5.31
809541.37,22.03,3.18,195065.39,5.31
809348.78,22.03,3.18,195120.3,5.31
809348.78,22.03,3.18,195120.3,5.31
809156.19,22.03,3.18,195192.72,5.32
808963.6,22.03,3.18,195760.95,5.33
808963.6,22.03,3.18,195760.95,5.33
808963.6,22.03,3.18,195760.95,5.33
809222.57,22.04,3.19,196049.7,5.34
809063.03,22.05,3.2,196055.12,5.34
809303.15,22.05,3.2,196030.28,5.34
809303.15,22.05,3.2,196030.28,5.34
809303.15,22.05,3.2,196030.28,5.34
809110.56,22.06,3.21,196126.63,5.35
808737.84,22.05,3.2,196066.72,5.35
808737.84,22.05,3.2,196066.72,5.35
808537.99,22.04,3.19,195809.29,5.34
808345.4,22.04,3.19,196097.77,5.35
808345.4,22.04,3.19,196097.77,5.35
808340.77,22.05,3.2,195912.91,5.34
808148.18,22.05,3.2,195741.22,5.34
808148.18,22.05,3.2,195741.22,5.34
808388.31,22.06,3.21,196409.85,5.36
808195.71,22.06,3.21,196400.71,5.36
808195.71,22.06,3.21,196400.71,5.36
808036.17,22.06,3.21,196406.13,5.36
808258.38,22.07,3.22,196366.85,5.36
808258.38,22.07,3.22,196366.85,5.36
808258.38,22.07,3.22,196366.85,5.36
808498.5,22.08,3.23,196423.01,5.36
808498.5,22.08,3.23,196423.01,5.36
808498.5,22.08,3.23,196423.01,5.36
808305.91,22.08,3.23,196407.63,5.37
808301.29,22.09,3.24,196403.54,5.37
808301.29,22.09,3.24,196403.54,5.37
808301.29,22.09,3.24,196403.54,5.37
808108.69,22.09,3.24,196378.8,5.37
807916.1,22.09,3.24,197158.39,5.39
807543.39,22.08,3.23,196770.05,5.38
807350.8,22.08,3.23,197000.05,5.39
807191.25,22.08,3.23,196994.18,5.39
807431.38,22.09,3.24,196966.62,5.39
807431.38,22.09,3.24,196966.62,5.39
807146.31,22.09,3.24,196643.26,5.38
807146.31,22.09,3.24,196643.26,5.38
807146.31,22.09,3.24,196643.26,5.38
807141.68,22.09,3.24,196708.05,5.38
806758.97,22.08,3.23,196335.26,5.37
806758.97,22.08,3.23,196335.26,5.37
806566.38,22.08,3.23,196296.01,5.37
806566.38,22.08,3.23,196296.01,5.37
806373.79,22.09,3.24,196259.46,5.38
806181.2,22.09,3.24,196699.56,5.39
806027.3,22.08,3.23,196541.17,5.38
806027.3,22.08,3.23,196541.17,5.38
806027.3,22.08,3.23,196541.17,5.38
805664.59,22.08,3.23,196215.99,5.38
805664.59,22.08,3.23,196215.99,5.38
805664.59,22.08,3.23,196215.99,5.38
805468.64,22.07,3.22,195576.84,5.36
805464.02,22.08,3.23,195505.49,5.36
805459.39,22.08,3.23,196078.64,5.38
805459.39,22.08,3.23,196078.64,5.38
805299.85,22.08,3.23,196073.38,5.38
805107.26,22.09,3.23,196042.94,5.38
804914.67,22.09,3.24,196093.59,5.38
804722.07,22.09,3.24,196049.61,5.38
804529.48,22.09,3.24,196030.8,5.38
804336.89,22.09,3.24,196171.58,5.39
804577.02,22.1,3.25,196247.01,5.39
804572.39,22.1,3.25,196497.99,5.4
804389.4,22.1,3.25,195905.77,5.38
804229.86,22.11,3.26,195891.6,5.38
804037.26,22.11,3.26,195871.61,5.39
804037.26,22.11,3.26,195871.61,5.39
803812.3,22.1,3.25,195782.59,5.38
803655.39,22.1,3.25,195624.49,5.38
803462.8,22.1,3.25,195684.79,5.38
803270.21,22.1,3.25,195639.55,5.38
803270.21,22.1,3.25,195700.19,5.38
803402.09,22.11,3.26,195672.11,5.38
803402.09,22.11,3.26,195672.11,5.38
803209.5,22.11,3.26,195995.05,5.39
803449.63,22.12,3.27,196091.57,5.4
803257.03,22.12,3.27,196439.82,5.41
803097.49,22.12,3.27,196434.25,5.41
803092.86,22.13,3.28,196410.48,5.41
802900.27,22.13,3.28,196465.81,5.41
803032.16,22.13,3.28,196422.03,5.41
801524.48,22.14,3.29,196360.89,5.42
801331.88,22.14,3.29,196334.65,5.42
801139.29,22.14,3.29,197099.04,5.45
801139.29,22.14,3.29,197099.04,5.45
800979.75,22.14,3.29,197101.56,5.45
800979.75,22.14,3.29,197101.56,5.45
800787.16,22.14,3.29,197076.91,5.45
800492.68,22.14,3.29,196706.46,5.44
800309.52,22.14,3.29,196392.93,5.43
800309.52,22.14,3.29,196392.93,5.43
800107.5,22.14,3.29,196440.54,5.44
800107.5,22.14,3.29,196440.54,5.44
799914.91,22.14,3.29,196422.67,5.44
799722.32,22.14,3.29,196519.95,5.44
799529.73,22.14,3.29,196420.72,5.44
799529.73,22.14,3.29,196420.72,5.44
799529.73,22.14,3.29,196420.72,5.44
799529.73,22.14,3.29,196420.72,5.44
799337.14,22.14,3.29,196655.82,5.45
799337.14,22.14,3.29,196655.82,5.45
799337.14,22.14,3.29,196655.82,5.45
799332.51,22.15,3.3,196647.46,5.45
799139.92,22.15,3.3,196572.4,5.45
798845.45,22.14,3.29,196274.47,5.44
798873.87,22.15,3.3,196284.33,5.44
798648.9,22.14,3.29,196110.52,5.44
798644.28,22.15,3.3,196088.15,5.44
798451.68,22.15,3.3,196062.27,5.44
798259.09,22.15,3.3,196111.54,5.44
798259.09,22.15,3.3,196111.54,5.44
798066.5,22.15,3.3,196056.46,5.44
798306.63,22.16,3.31,196054.07,5.44
798306.63,22.16,3.31,196054.07,5.44
798202.74,22.16,3.31,195945.72,5.44
798010.14,22.16,3.31,196658.45,5.46
798005.52,22.16,3.31,196706.44,5.46
798033.94,22.17,3.32,196716.29,5.47
798033.94,22.17,3.32,196716.29,5.47
797841.35,22.17,3.32,196686.4,5.47
797841.35,22.17,3.32,196686.4,5.47
797648.76,22.17,3.32,196709.16,5.47
797644.13,22.18,3.33,196684.76,5.47
797644.13,22.18,3.33,196684.76,5.47
797451.54,22.18,3.33,196670.64,5.47
797451.54,22.18,3.33,196670.64,5.47
797258.95,22.18,3.33,196940.75,5.48
797254.32,22.18,3.33,197121.74,5.48
797061.73,22.18,3.33,197150.99,5.49
797061.73,22.18,3.33,197150.99,5.49
797061.73,22.18,3.33,197150.99,5.49
797226.66,22.19,3.34,197149.91,5.49
797070.94,22.19,3.34,196994.51,5.48
796698.23,22.18,3.33,196846.46,5.48
796505.64,22.18,3.33,196816.48,5.48
796637.52,22.19,3.34,196904.78,5.48
796444.93,22.19,3.34,196829.63,5.48
796444.93,22.19,3.34,196829.63,5.48
796252.34,22.19,3.34,196801.68,5.49
796492.47,22.2,3.35,197454.03,5.5
796197.99,22.2,3.35,196962.29,5.49
796044.38,22.2,3.35,197820.83,5.52
795871.42,22.2,3.35,197619.46,5.51
795747.5,22.2,3.35,196668.9,5.49
795587.96,22.2,3.35,196671.42,5.49
795330.65,22.2,3.35,196426.69,5.48
795138.06,22.2,3.35,196402.96,5.48
795269.94,22.21,3.36,196496.67,5.49
795265.32,22.21,3.36,196435.52,5.49
795072.73,22.21,3.36,196447.04,5.49
795072.73,22.21,3.36,196447.04,5.49
795072.73,22.21,3.36,196447.04,5.49
794880.14,22.21,3.36,196392.46,5.49
794830.14,22.21,3.36,196342.46,5.49
794646.97,22.21,3.36,196969.79,5.51
794444.95,22.21,3.36,196780.87,5.5
794718.12,22.22,3.37,196785.57,5.5
794525.53,22.23,3.37,196747.68,5.5
794332.94,22.23,3.38,196898.2,5.51
794140.35,22.23,3.38,196774.55,5.51
793845.88,22.22,3.37,196523.97,5.5
793653.29,22.22,3.37,196500.58,5.5
793460.7,22.22,3.37,197226.48,5.52
793165.95,22.22,3.37,197147.47,5.52
793439.12,22.23,3.38,197152.16,5.52
793246.53,22.23,3.38,197128.04,5.52
793053.94,22.23,3.38,197248.22,5.53
793049.83,22.23,3.38,196817.3,5.52
792780.79,22.23,3.38,196819.91,5.52
792408.07,22.23,3.38,196728.71,5.52
792215.48,22.23,3.38,196677.93,5.52
792215.47,22.23,3.38,195663.46,5.49
792022.88,22.23,3.38,196530.5,5.52
791863.33,22.23,3.38,196524.93,5.52
791670.74,22.23,3.38,196558.79,5.52
792021.63,22.24,3.39,196293.52,5.51
792021.63,22.24,3.39,196293.52,5.51
791829.04,22.24,3.39,196243.5,5.51
791627.03,22.24,3.39,196408.63,5.52
791434.44,22.25,3.39,196386.57,5.52
791241.85,22.25,3.4,196701.8,5.53
791241.85,22.25,3.4,196701.8,5.53
791049.26,22.25,3.4,196587.28,5.53
790889.71,22.25,3.4,196621.88,5.53
790822.87,22.25,3.4,197941.54,5.57
790630.28,22.25,3.4,197917.13,5.57
790428.26,22.25,3.4,197659.58,5.56
789933.63,22.24,3.39,197220.32,5.55
789933.63,22.24,3.39,197220.32,5.55
790173.75,22.25,3.4,197177.53,5.55
789801.04,22.25,3.4,197502.42,5.56
789801.04,22.25,3.4,197502.42,5.56
789608.44,22.25,3.4,197363.61,5.56
789603.82,22.25,3.4,197162.41,5.56
789420.65,22.25,3.4,197175.55,5.56
789218.64,22.25,3.4,196944.34,5.55
789214.01,22.26,3.41,197452.59,5.57
789030.84,22.26,3.41,197147.45,5.56
789261.55,22.27,3.42,197689.06,5.58
789036.58,22.26,3.41,197579.3,5.58
788877.03,22.27,3.42,197584.72,5.58
788877.03,22.27,3.42,197584.72,5.58
788877.03,22.27,3.42,197584.72,5.58
788684.44,22.27,3.42,197545.15,5.58
788924.57,22.28,3.43,197613.37,5.58
788731.98,22.28,3.43,197556.28,5.58
788539.39,22.28,3.43,197542.05,5.58
788346.8,22.28,3.43,197742.91,5.59
787974.08,22.27,3.42,197597.0,5.58
787781.49,22.27,3.42,197522.54,5.58
787781.49,22.27,3.42,197522.54,5.58
787588.9,22.27,3.42,197578.16,5.59
787429.35,22.27,3.42,197569.57,5.59
787429.35,22.27,3.42,197569.57,5.59
787236.76,22.28,3.43,197542.4,5.59
787232.14,22.28,3.43,197606.29,5.59
787480.43,22.29,3.44,197566.12,5.59
787480.43,22.29,3.44,197566.12,5.59
787287.84,22.29,3.44,197576.99,5.59
787095.24,22.29,3.44,197956.69,5.61
787095.24,22.29,3.44,197956.69,5.61
786937.28,22.29,3.44,197799.05,5.6
786937.28,22.29,3.44,197799.05,5.6
786937.28,22.29,3.44,197799.05,5.6
786744.69,22.29,3.44,197601.68,5.6
786552.1,22.29,3.44,197993.84,5.61
786279.4,22.29,3.43,197678.76,5.6
786119.85,22.29,3.44,197673.94,5.6
786115.23,22.29,3.44,197651.12,5.6
786355.35,22.3,3.45,197695.5,5.61
786162.76,22.3,3.45,197668.95,5.61
786294.64,22.31,3.46,197636.25,5.61
786290.02,22.32,3.47,197631.09,5.61
785917.3,22.31,3.46,198172.8,5.63
785724.71,22.31,3.46,197742.38,5.61
785519.99,22.3,3.45,198315.77,5.63
785515.36,22.31,3.46,198354.25,5.63
785788.53,22.32,3.47,198358.94,5.63
785783.91,22.33,3.47,198337.08,5.64
785779.28,22.33,3.48,198318.1,5.64
785774.65,22.34,3.48,198359.68,5.64
785582.06,22.34,3.49,198323.73,5.64
785582.06,22.34,3.49,198323.73,5.64
785713.95,22.34,3.49,198307.39,5.64
785521.36,22.34,3.49,199349.94,5.67
785328.76,22.35,3.5,199529.92,5.68
785357.18,22.35,3.5,199539.78,5.68
785164.59,22.35,3.5,199512.26,5.68
