ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5ec5-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5ec5-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_ratio,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5ec5-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_q124,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5ec5-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5ec5-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_ratio
667755.8,24.68,5.83,238418.01,8.81
667995.92,24.69,5.84,238402.18,8.81
667995.92,24.69,5.84,238426.63,8.81
667623.21,24.68,5.83,238396.37,8.81
667863.33,24.7,5.84,238860.47,8.83
667670.74,24.7,5.85,238608.18,8.83
667670.74,24.7,5.85,238608.18,8.83
667478.15,24.7,5.85,238468.61,8.82
667478.15,24.7,5.85,238456.88,8.82
667473.53,24.71,5.86,239553.18,8.87
667501.95,24.72,5.86,239563.04,8.87
667501.95,24.72,5.86,239563.04,8.87
667129.23,24.71,5.85,239111.68,8.86
667124.6,24.71,5.86,239089.31,8.86
667124.6,24.71,5.86,239089.31,8.86
666932.01,24.72,5.86,239063.44,8.86
666739.42,24.72,5.87,239093.33,8.86
666546.83,24.72,5.87,239070.17,8.87
666354.24,24.72,5.87,239227.97,8.88
666161.65,24.72,5.87,239120.45,8.87
666161.65,24.72,5.87,239120.45,8.87
665969.06,24.73,5.87,239412.17,8.89
665809.51,24.73,5.88,239417.58,8.89
665616.92,24.73,5.88,239376.47,8.89
665616.92,24.73,5.88,239376.47,8.89
665616.92,24.73,5.88,239441.44,8.9
665424.33,24.73,5.88,239498.13,8.9
665129.86,24.73,5.87,239288.34,8.9
664937.27,24.73,5.88,239258.8,8.9
664744.68,24.73,5.88,239236.64,8.9
664876.56,24.74,5.89,239914.87,8.93
664717.01,24.74,5.89,239920.28,8.93
664717.01,24.74,5.89,239920.28,8.93
664439.24,24.74,5.88,239588.61,8.92
664246.65,24.74,5.89,239550.92,8.92
664242.02,24.75,5.89,239544.08,8.92
664242.02,24.75,5.89,239562.21,8.92
663966.39,24.74,5.89,239234.64,8.91
663961.77,24.75,5.89,239266.16,8.92
663769.18,24.75,5.9,239249.43,8.92
663764.55,24.76,5.9,239224.29,8.92
664004.68,24.77,5.92,239990.58,8.95
663832.22,24.77,5.92,239695.12,8.94
663607.26,24.77,5.91,239049.03,8.92
663841.66,24.78,5.93,239477.43,8.94
663592.19,24.77,5.92,239209.44,8.93
663832.32,24.79,5.93,240270.45,8.97
663860.73,24.79,5.94,240280.31,8.97
663668.14,24.8,5.94,240241.11,8.98
663663.52,24.8,5.95,240232.06,8.98
663470.93,24.81,5.95,240276.46,8.98
663098.21,24.8,5.94,239868.07,8.97
662905.62,24.8,5.95,239850.36,8.97
662713.03,24.8,5.95,239824.17,8.97
662555.07,24.8,5.94,239679.99,8.97
662362.47,24.8,5.95,240115.41,8.99
662169.88,24.8,5.95,240010.01,8.99
662169.88,24.8,5.95,240071.74,8.99
662010.34,24.8,5.95,240074.26,8.99
661817.75,24.81,5.95,240039.0,9.0
661817.75,24.81,5.95,240039.0,9.0
661659.78,24.8,5.95,239881.35,8.99
661467.19,24.8,5.95,240040.43,9.0
661274.6,24.81,5.95,239969.96,9.0
661274.6,24.81,5.95,239969.96,9.0
661082.01,24.81,5.96,239886.45,9.0
661077.38,24.81,5.96,240157.63,9.01
661077.38,24.81,5.96,240205.32,9.02
661077.38,24.81,5.96,240205.32,9.02
661072.76,24.82,5.97,240287.99,9.02
661072.76,24.82,5.97,240287.99,9.02
660880.17,24.82,5.97,240249.01,9.02
660720.62,24.83,5.98,240243.13,9.03
660528.03,24.83,5.98,240212.73,9.03
660659.91,24.84,5.99,240255.44,9.03
660791.8,24.85,6.0,240476.44,9.04
661031.92,24.87,6.01,240394.17,9.04
661027.3,24.87,6.02,240214.58,9.04
661022.67,24.88,6.03,240198.64,9.04
660830.08,24.88,6.03,241649.62,9.1
660858.5,24.89,6.04,241659.48,9.1
660665.91,24.89,6.04,241621.14,9.1
660665.91,24.89,6.04,241621.14,9.1
660473.32,24.9,6.04,241657.46,9.11
660605.2,24.91,6.05,241635.44,9.11
660605.2,24.91,6.05,241635.44,9.11
660412.61,24.91,6.06,241614.7,9.11
660412.61,24.91,6.06,241614.7,9.11
660220.02,24.91,6.06,242004.89,9.13
660220.02,24.91,6.06,242004.89,9.13
660220.02,24.91,6.06,242004.89,9.13
660027.43,24.91,6.06,241759.79,9.13
660159.31,24.92,6.07,242452.3,9.15
659999.77,24.93,6.07,242454.82,9.16
659807.18,24.93,6.08,242417.89,9.16
659614.59,24.93,6.08,242493.25,9.17
659836.79,24.94,6.09,242409.6,9.16
659836.79,24.94,6.09,242409.6,9.16
659644.2,24.95,6.09,242526.16,9.17
659451.61,24.95,6.1,242493.93,9.17
659451.61,24.95,6.1,242493.93,9.17
659451.61,24.95,6.1,242493.93,9.17
659166.21,24.95,6.1,241346.1,9.13
658793.5,24.94,6.09,240893.09,9.12
659004.27,24.95,6.1,241345.71,9.14
658811.68,24.95,6.1,241303.19,9.14
658807.05,24.96,6.11,241846.44,9.16
658647.5,24.96,6.11,241851.85,9.17
658647.5,24.96,6.11,241992.07,9.17
658454.91,24.97,6.11,241965.45,9.17
658262.32,24.97,6.12,241946.66,9.18
658069.73,24.97,6.12,242110.24,9.19
657865.01,24.96,6.11,241982.19,9.18
658087.22,24.98,6.13,241839.0,9.18
657894.63,24.98,6.13,242195.68,9.2
657702.04,24.98,6.13,242187.93,9.2
657509.45,24.98,6.13,242178.28,9.2
657349.9,24.99,6.14,242164.11,9.21
657157.31,24.99,6.14,242142.56,9.21
657157.31,24.99,6.14,242118.86,9.21
656964.72,24.99,6.14,242166.34,9.21
656772.13,24.99,6.14,242143.29,9.22
656772.13,24.99,6.14,242143.29,9.22
656579.54,25.0,6.14,242133.12,9.22
656386.95,25.0,6.15,242361.95,9.23
656386.95,25.0,6.15,242361.95,9.23
656194.36,25.0,6.15,242199.28,9.23
656194.36,25.0,6.15,242199.28,9.23
656001.77,25.0,6.15,242093.44,9.23
655842.22,25.01,6.15,242095.96,9.23
655732.47,25.0,6.15,241986.21,9.23
655727.84,25.01,6.16,241966.03,9.23
655859.73,25.02,6.17,241945.98,9.23
655855.1,25.03,6.18,241992.21,9.24
655662.51,25.03,6.18,241953.33,9.24
655378.48,25.02,6.17,241652.96,9.23
655173.76,25.02,6.17,241395.66,9.22
654981.17,25.02,6.17,241761.79,9.24
654976.54,25.03,6.18,242009.91,9.25
654783.95,25.03,6.18,242086.67,9.25
654812.37,25.04,6.19,242096.52,9.26
654619.78,25.04,6.19,242066.63,9.26
654427.19,25.04,6.19,242047.47,9.26
654234.6,25.05,6.19,242077.53,9.27
654474.72,25.06,6.21,242053.79,9.27
654474.72,25.06,6.21,242077.29,9.27
654474.72,25.06,6.21,242060.9,9.27
654474.72,25.06,6.21,242079.46,9.27
654180.25,25.05,6.2,241728.77,9.26
653987.66,25.05,6.2,241715.69,9.26
653987.66,25.05,6.2,241715.69,9.26
653614.94,25.04,6.19,241997.94,9.27
653431.77,25.05,6.19,241797.31,9.27
653127.3,25.04,6.19,241521.61,9.26
652925.29,25.04,6.19,241671.77,9.27
652953.7,25.05,6.2,241681.63,9.27
652949.08,25.06,6.2,241659.25,9.27
652756.49,25.06,6.21,241633.38,9.28
652563.9,25.06,6.21,241678.26,9.28
652786.11,25.08,6.22,241626.45,9.28
652593.51,25.08,6.22,241622.32,9.28
652833.64,25.09,6.24,242626.53,9.33
652641.05,25.09,6.24,242571.19,9.33
652481.5,25.1,6.24,242566.51,9.33
652481.5,25.1,6.24,242566.51,9.33
652481.5,25.1,6.24,242566.51,9.33
652288.91,25.1,6.25,242535.51,9.33
652284.29,25.11,6.25,242572.08,9.34
651911.57,25.1,6.24,242475.38,9.33
652151.7,25.11,6.26,242456.48,9.34
652151.7,25.11,6.26,242456.48,9.34
652147.07,25.12,6.27,242438.3,9.34
652147.07,25.12,6.27,242438.3,9.34
651954.48,25.12,6.27,242674.46,9.35
651761.89,25.12,6.27,242520.54,9.35
651761.89,25.12,6.27,242520.54,9.35
651569.3,25.13,6.27,243200.59,9.38
651411.33,25.12,6.27,243019.73,9.37
651126.27,25.11,6.26,242700.12,9.36
650966.72,25.12,6.26,242694.86,9.36
651188.93,25.13,6.28,242666.26,9.36
650903.86,25.12,6.27,242415.17,9.36
650903.86,25.12,6.27,242415.17,9.36
650711.27,25.12,6.27,242464.63,9.36
650711.27,25.12,6.27,242464.63,9.36
650557.38,25.12,6.27,242327.46,9.36
650352.66,25.11,6.26,242286.71,9.36
650160.06,25.12,6.26,242231.15,9.36
649967.47,25.12,6.27,242224.25,9.36
649962.85,25.13,6.27,242635.46,9.38
649600.13,25.12,6.26,242230.6,9.37
649407.54,25.12,6.27,242028.97,9.36
649402.91,25.13,6.27,242482.99,9.38
649243.37,25.13,6.28,242465.52,9.39
649243.37,25.13,6.28,242465.52,9.39
649483.49,25.14,6.29,242548.04,9.39
649290.9,25.15,6.29,242483.31,9.39
649286.28,25.15,6.3,242447.4,9.39
649286.28,25.15,6.3,242447.4,9.39
649093.69,25.16,6.3,242676.42,9.41
649093.69,25.16,6.3,242676.42,9.41
649089.06,25.16,6.31,242567.91,9.4
649084.43,25.17,6.32,242745.07,9.41
648711.72,25.16,6.31,242428.58,9.4
648426.65,25.15,6.3,242128.61,9.39
648227.82,25.15,6.3,242042.15,9.39
648035.23,25.15,6.3,242661.78,9.42
647875.68,25.15,6.3,242667.2,9.42
647683.09,25.16,6.3,242640.58,9.42
647678.47,25.16,6.31,242622.59,9.43
647485.87,25.17,6.31,242701.1,9.43
647293.28,25.17,6.32,242641.6,9.43
647288.66,25.18,6.32,242613.62,9.44
647096.07,25.18,6.33,243039.55,9.46
647227.95,25.19,6.34,243200.7,9.47
647227.95,25.19,6.34,243200.7,9.47
647068.4,25.19,6.34,243203.22,9.47
646875.81,25.2,6.34,243167.96,9.47
646875.81,25.2,6.34,243167.96,9.47
647007.7,25.21,6.36,243376.37,9.48
646815.11,25.21,6.36,243206.96,9.48
646810.48,25.22,6.37,243160.06,9.48
646617.89,25.22,6.37,243628.66,9.5
646464.28,25.22,6.37,243611.89,9.51
646238.67,25.23,6.37,243647.0,9.51
646238.67,25.23,6.37,243647.0,9.51
646079.12,25.23,6.38,243652.42,9.51
646319.24,25.24,6.39,243627.58,9.52
646319.24,25.24,6.39,243627.58,9.52
646024.77,25.23,6.38,243431.19,9.51
645652.05,25.23,6.37,243415.11,9.51
645647.43,25.23,6.38,243472.68,9.52
645454.84,25.24,6.38,243412.32,9.52
645450.21,25.24,6.39,243404.03,9.52
645450.21,25.24,6.39,243404.03,9.52
645690.34,25.26,6.4,243876.1,9.54
645381.94,25.25,6.4,243578.65,9.53
645381.94,25.25,6.4,243578.65,9.53
645165.43,25.24,6.39,243362.62,9.52
644972.84,25.24,6.39,242910.02,9.51
645104.73,25.26,6.4,244072.03,9.56
645104.73,25.26,6.4,244072.03,9.56
644732.01,25.25,6.39,243641.19,9.54
644572.47,25.25,6.4,243643.71,9.54
644572.47,25.25,6.4,243643.71,9.54
644572.47,25.25,6.4,243643.71,9.54
644572.47,25.25,6.4,243643.71,9.54
644379.87,25.25,6.4,243605.78,9.55
644270.12,25.25,6.4,243496.03,9.54
644265.5,25.26,6.4,243558.05,9.55
644265.5,25.26,6.4,243558.05,9.55
644072.91,25.26,6.41,243567.53,9.55
643880.31,25.26,6.41,243648.11,9.56
643143.0,25.27,6.42,243610.33,9.57
643138.37,25.28,6.43,243531.44,9.57
643378.5,25.29,6.44,243625.23,9.58
643005.78,25.28,6.43,243545.88,9.58
642715.38,25.28,6.42,243310.7,9.57
642499.41,25.27,6.42,243062.3,9.56
642306.82,25.27,6.42,243044.65,9.56
642306.82,25.27,6.42,243044.65,9.56
642123.65,25.27,6.42,243308.89,9.58
641921.64,25.28,6.42,243084.49,9.57
641762.09,25.28,6.43,243080.11,9.58
642002.22,25.29,6.44,243051.3,9.58
641809.63,25.3,6.44,243192.6,9.59
641809.63,25.3,6.44,243192.6,9.59
641626.46,25.3,6.45,243659.77,9.61
641626.46,25.3,6.45,243659.77,9.61
641626.46,25.3,6.45,243659.77,9.61
641341.06,25.3,6.45,242958.39,9.58
641341.06,25.3,6.45,242958.39,9.58
641055.66,25.3,6.44,242582.09,9.57
641041.61,25.3,6.45,242571.63,9.58
641041.61,25.3,6.45,242571.63,9.58
640849.02,25.31,6.45,242473.49,9.58
640656.43,25.31,6.46,242464.27,9.58
640463.84,25.31,6.46,242615.66,9.59
640463.84,25.31,6.46,242604.04,9.59
640468.63,25.32,6.47,243080.55,9.61
640454.58,25.33,6.47,243177.69,9.62
640295.04,25.33,6.48,243172.44,9.62
640295.04,25.33,6.48,243172.44,9.62
640102.45,25.33,6.48,243141.96,9.62
639909.86,25.34,6.48,243170.81,9.63
639717.27,25.34,6.49,243169.89,9.63
639524.68,25.34,6.49,243155.05,9.63
639332.08,25.34,6.49,243450.27,9.65
639327.46,25.35,6.5,243388.99,9.65
639134.87,25.35,6.5,243287.79,9.65
638772.15,25.34,6.49,242947.02,9.64
638453.32,25.33,6.48,242627.92,9.63
638324.88,25.34,6.49,242461.14,9.62
638324.88,25.34,6.49,242461.14,9.62
637902.91,25.33,6.48,241965.57,9.61
637902.91,25.33,6.48,241965.57,9.61
637902.91,25.33,6.48,241965.57,9.61
638345.15,25.35,6.5,241956.67,9.61
638059.75,25.35,6.5,242211.66,9.62
638059.75,25.35,6.5,242211.66,9.62
637867.16,25.35,6.5,242248.65,9.63
637564.61,25.35,6.49,242220.4,9.63
637467.17,25.35,6.5,242031.92,9.63
637467.17,25.35,6.5,242031.92,9.63
637274.58,25.35,6.5,241995.02,9.63
637514.71,25.37,6.51,242552.5,9.65
637357.98,25.36,6.51,242394.51,9.65
637193.66,25.37,6.51,242974.91,9.67
637179.61,25.37,6.52,241967.44,9.64
637344.54,25.39,6.53,241966.36,9.64
637584.67,25.4,6.55,241935.4,9.64
637584.67,25.4,6.55,241932.11,9.64
637392.08,25.4,6.55,242008.1,9.65
637199.48,25.41,6.55,241962.86,9.65
637006.89,25.41,6.56,241951.54,9.65
636814.3,25.41,6.56,242058.68,9.66
636955.61,25.42,6.57,243172.61,9.71
636753.6,25.43,6.57,242806.26,9.7
636594.05,25.43,6.58,242801.01,9.7
636413.96,25.42,6.57,242841.7,9.7
636413.96,25.42,6.57,242808.82,9.7
636545.84,25.44,6.58,242779.79,9.7
636353.25,25.44,6.59,242829.08,9.71
636160.66,25.44,6.59,242792.63,9.71
635968.07,25.44,6.59,242768.19,9.71
635775.48,25.45,6.59,242984.15,9.73
635592.31,25.45,6.6,242828.75,9.72
635578.26,25.46,6.6,243266.47,9.74
635418.72,25.46,6.61,243261.22,9.75
635226.12,25.46,6.61,243230.83,9.75
635033.53,25.47,6.61,243306.09,9.76
634840.94,25.47,6.61,243274.35,9.76
634840.94,25.47,6.61,243337.26,9.76
634840.94,25.47,6.61,243372.14,9.76
634648.35,25.47,6.62,243796.69,9.78
634648.35,25.47,6.62,243796.69,9.78
634474.61,25.47,6.62,243405.09,9.77
634490.12,25.48,6.63,243432.27,9.78
634446.51,25.49,6.64,243679.7,9.79
634446.51,25.49,6.64,243679.7,9.79
634446.51,25.49,6.64,243679.7,9.79
634286.96,25.49,6.64,243674.13,9.79
634509.17,25.51,6.65,243697.91,9.8
634316.58,25.51,6.66,243664.14,9.8
634022.11,25.5,6.65,243362.68,9.79
633829.52,25.5,6.65,243338.17,9.79
633636.93,25.51,6.65,243331.57,9.8
633636.93,25.51,6.65,243331.57,9.8
633636.93,25.51,6.65,243331.57,9.8
633444.34,25.51,6.66,243680.0,9.81
633251.75,25.51,6.66,243657.29,9.82
633059.15,25.51,6.66,243736.06,9.82
633332.32,25.53,6.68,243740.76,9.83
633139.73,25.53,6.68,243710.37,9.83
633135.11,25.54,6.69,243699.11,9.83
632942.52,25.54,6.69,243741.89,9.84
632749.93,25.55,6.69,243728.61,9.84
632749.93,25.55,6.69,243728.61,9.84
632557.34,25.55,6.7,243686.15,9.84
632698.64,25.56,6.71,244710.75,9.89
632496.63,25.56,6.71,244466.86,9.88
632337.08,25.57,6.71,244462.04,9.88
632144.49,25.57,6.72,244431.09,9.89
632144.49,25.57,6.72,244431.09,9.89
631951.9,25.57,6.72,244460.41,9.89
631759.31,25.57,6.72,244436.07,9.9
631759.31,25.57,6.72,244436.07,9.9
631474.24,25.57,6.71,244143.55,9.88
631606.13,25.58,6.72,244127.03,9.89
631311.65,25.57,6.72,244006.27,9.88
631311.65,25.57,6.72,244006.27,9.88
631119.06,25.57,6.72,244211.96,9.9
630926.47,25.57,6.72,244234.69,9.9
630926.47,25.57,6.72,244234.69,9.9
631058.35,25.59,6.73,244567.83,9.92
631058.35,25.59,6.73,244567.83,9.92
631058.35,25.59,6.73,244567.83,9.92
631058.35,25.59,6.73,244567.83,9.92
630898.81,25.59,6.74,244563.15,9.92
631138.93,25.61,6.75,244535.17,9.92
631138.93,25.61,6.75,244535.17,9.92
631361.14,25.62,6.77,244580.41,9.92
630988.43,25.61,6.76,244550.21,9.93
630795.84,25.61,6.76,244525.31,9.93
630795.84,25.61,6.76,244525.31,9.93
630795.84,25.61,6.76,244525.31,9.93
630603.25,25.61,6.76,244870.76,9.95
630410.65,25.62,6.76,244691.31,9.94
630302.2,25.61,6.76,244582.86,9.94
630109.61,25.62,6.76,244460.99,9.94
630241.49,25.63,6.78,245230.08,9.97
630269.91,25.64,6.79,245239.93,9.98
630065.19,25.63,6.78,245102.89,9.97
629872.6,25.64,6.78,245064.27,9.97
629867.97,25.64,6.79,245054.64,9.98
629675.38,25.65,6.79,245082.79,9.98
629293.5,25.64,6.78,244646.29,9.97
629293.5,25.64,6.78,244646.29,9.97
629100.91,25.64,6.78,244617.39,9.97
628908.32,25.64,6.79,244608.19,9.97
628715.73,25.64,6.79,244868.54,9.99
628523.14,25.65,6.79,244972.0,10.0
628363.59,25.65,6.8,244962.23,10.0
628363.59,25.65,6.8,245017.95,10.0
628171.0,25.65,6.8,244995.1,10.0
627978.41,25.65,6.8,245072.22,10.01
627823.05,25.65,6.8,244917.34,10.01
627630.46,25.65,6.8,245027.3,10.01
627437.87,25.66,6.8,244827.95,10.01
626700.55,25.67,6.81,244834.35,10.03
626507.96,25.67,6.82,244781.22,10.03
626315.37,25.67,6.82,244860.36,10.04
626141.62,25.68,6.82,245553.72,10.07
625949.03,25.68,6.83,245649.26,10.08
625776.58,25.68,6.83,245051.89,10.06
625732.97,25.69,6.84,245127.3,10.06
625732.97,25.69,6.84,245127.3,10.06
625438.5,25.68,6.83,244823.33,10.05
625281.75,25.68,6.82,244667.8,10.05
625521.87,25.69,6.84,244884.67,10.06
625550.29,25.7,6.85,244894.53,10.06
625550.29,25.7,6.85,244894.53,10.06
625358.04,25.69,6.84,244675.73,10.05
624985.32,25.68,6.83,244329.77,10.04
624792.73,25.69,6.83,244302.25,10.04
624792.73,25.69,6.83,244316.72,10.04
624495.71,25.68,6.82,244013.67,10.03
624303.12,25.68,6.83,243992.14,10.04
624224.54,25.68,6.83,245626.6,10.11
624031.95,25.68,6.83,245641.04,10.11
624031.95,25.68,6.83,245641.04,10.11
624433.43,25.7,6.85,245664.33,10.11
624240.84,25.7,6.85,245696.86,10.12
624240.84,25.7,6.85,245686.88,10.12
624236.21,25.71,6.86,245821.81,10.13
623917.49,25.7,6.85,245502.72,10.11
623724.9,25.71,6.85,246261.12,10.15
623724.9,25.71,6.85,246272.9,10.15
623724.9,25.71,6.85,246273.37,10.15
623724.9,25.71,6.85,246273.37,10.15
623724.9,25.71,6.85,246269.67,10.15
623565.35,25.71,6.86,246272.2,10.15
623372.76,25.71,6.86,246235.27,10.16
623180.17,25.72,6.86,246271.58,10.16
622987.58,25.72,6.86,246261.12,10.17
622808.31,25.71,6.86,245986.63,10.16
622803.68,25.72,6.87,245959.76,10.16
622611.09,25.73,6.87,246124.99,10.17
622418.5,25.73,6.87,246128.98,10.17
622658.62,25.74,6.89,246421.48,10.19
622499.08,25.75,6.89,246426.9,10.19
622306.49,25.75,6.9,246391.14,10.2
622113.9,25.75,6.9,246428.47,10.2
621921.31,25.75,6.9,246403.56,10.2
621728.72,25.76,6.9,246383.86,10.21
621536.12,25.76,6.91,246567.75,10.22
621531.5,25.77,6.92,246600.6,10.22
621526.87,25.78,6.92,246697.47,10.23
621367.33,25.78,6.93,246702.89,10.24
621174.74,25.78,6.93,246695.19,10.24
620982.15,25.79,6.93,246668.44,10.24
620609.43,25.78,6.92,246426.35,10.24
620416.84,25.78,6.93,246504.26,10.24
620416.84,25.78,6.93,246504.26,10.24
620054.12,25.77,6.92,246119.97,10.23
619861.53,25.77,6.92,246188.71,10.24
619687.79,25.78,6.92,246826.75,10.27
619528.24,25.78,6.93,246832.16,10.27
619528.24,25.78,6.93,246973.24,10.28
619660.13,25.79,6.94,246939.33,10.28
619467.53,25.79,6.94,247040.94,10.29
619462.91,25.8,6.95,247020.09,10.29
619270.32,25.81,6.95,246928.27,10.29
619510.44,25.82,6.97,246919.36,10.29
619317.85,25.82,6.97,247734.22,10.33
619313.23,25.83,6.98,247794.71,10.34
619313.23,25.83,6.98,247794.71,10.34
619153.68,25.84,6.98,247797.24,10.34
618910.81,25.83,6.98,247543.2,10.33
618538.09,25.82,6.96,247424.13,10.33
618533.47,25.83,6.97,247403.95,10.33
618533.47,25.83,6.97,247403.95,10.33
618340.88,25.83,6.98,247382.42,10.33
618148.29,25.83,6.98,247411.16,10.34
618148.29,25.83,6.98,247435.62,10.34
618388.41,25.85,6.99,247408.17,10.34
618195.82,25.85,7.0,247396.43,10.35
618003.23,25.85,7.0,247935.44,10.37
617810.64,25.86,7.0,247976.59,10.38
617437.92,25.85,6.99,247614.11,10.36
617278.38,25.85,7.0,247609.29,10.37
617518.5,25.86,7.01,247580.59,10.37
617518.5,25.86,7.01,247580.59,10.37
617325.91,25.87,7.01,247679.03,10.38
617133.32,25.87,7.02,247656.68,10.38
616940.73,25.87,7.02,247568.69,10.38
616655.66,25.86,7.01,247360.04,10.38
616605.66,25.86,7.01,247310.04,10.37
616242.95,25.85,7.0,247632.98,10.39
616374.83,25.87,7.01,247570.5,10.39
616648.0,25.88,7.03,247575.2,10.39
616842.76,25.9,7.04,248200.07,10.42
616504.83,25.89,7.03,247373.46,10.39
616307.38,25.89,7.04,247740.64,10.41
616114.79,25.89,7.04,247716.52,10.41
615752.08,25.88,7.03,247781.87,10.41
615992.2,25.9,7.04,247737.28,10.41
615629.48,25.89,7.03,247696.03,10.42
615629.48,25.89,7.03,247696.03,10.42
615814.82,25.9,7.05,248065.05,10.43
615814.82,25.9,7.05,248065.05,10.43
616054.95,25.92,7.06,248023.73,10.43
616054.95,25.92,7.06,248023.73,10.43
615895.4,25.92,7.07,248019.73,10.44
615570.93,25.91,7.06,247687.74,10.43
615566.3,25.92,7.07,247501.32,10.42
615516.3,25.92,7.06,247451.32,10.42
615323.71,25.92,7.07,247419.86,10.42
615131.12,25.92,7.07,247689.75,10.44
614947.95,25.93,7.07,247642.98,10.44
614562.77,25.93,7.08,248072.5,10.47
614481.01,25.93,7.08,249291.01,10.52
613988.04,25.92,7.07,248691.8,10.5
613983.42,25.93,7.08,248347.01,10.49
614019.32,25.94,7.09,247976.87,10.48
613955.32,25.95,7.1,247879.12,10.48
613960.11,25.96,7.1,248067.53,10.49
613758.1,25.96,7.11,247874.76,10.48
613758.1,25.96,7.11,247874.76,10.48
613786.52,25.97,7.12,247884.61,10.49
613786.52,25.97,7.12,247916.04,10.49
613593.93,25.97,7.12,247877.42,10.49
613725.81,25.99,7.13,247934.97,10.5
613516.77,25.98,7.13,247723.35,10.49
613324.18,25.98,7.13,247694.75,10.49
613324.18,25.98,7.13,247641.58,10.49
613135.2,25.98,7.12,247484.36,10.49
613130.57,25.99,7.13,247455.87,10.49
612937.98,25.99,7.13,247434.31,10.49
612745.39,25.99,7.14,248170.68,10.53
612740.77,26.0,7.15,248284.82,10.54
612581.22,26.0,7.15,248287.34,10.54
612821.35,26.02,7.17,248259.12,10.54
612628.76,26.02,7.17,248336.36,10.55
612814.09,26.04,7.18,248264.13,10.55
612814.09,26.04,7.18,248264.13,10.55
612621.5,26.04,7.19,248651.0,10.57
612616.88,26.05,7.2,248511.95,10.57
612616.88,26.05,7.2,248511.95,10.57
612424.29,26.05,7.2,248546.65,10.57
612419.66,26.06,7.21,249154.0,10.6
612067.52,26.07,7.21,249188.55,10.61
611874.93,26.07,7.22,249153.99,10.62
611682.34,26.07,7.22,249120.93,10.62
611682.34,26.07,7.22,249120.93,10.62
611489.75,26.08,7.22,249250.12,10.63
611297.16,26.08,7.23,249136.03,10.63
611297.16,26.08,7.23,249136.03,10.63
611104.57,26.08,7.23,249147.94,10.63
610911.98,26.08,7.23,249092.85,10.64
610617.5,26.08,7.22,248828.28,10.63
610244.79,26.07,7.21,248722.1,10.62
610085.24,26.07,7.22,248724.62,10.63
610080.62,26.08,7.22,248704.44,10.63
610080.62,26.08,7.22,248696.87,10.63
610075.99,26.09,7.23,248676.14,10.63
610316.12,26.1,7.25,248721.48,10.64
609943.4,26.09,7.24,248695.36,10.64
609743.54,26.09,7.23,248468.89,10.63
609983.67,26.1,7.25,248443.31,10.63
609983.67,26.1,7.25,248443.31,10.63
609791.08,26.1,7.25,248966.52,10.66
608283.4,26.13,7.28,248905.37,10.69
608283.4,26.13,7.28,248905.37,10.69
608090.81,26.13,7.28,248973.69,10.7
608090.81,26.13,7.28,248973.69,10.7
608086.18,26.14,7.29,249183.33,10.71
607926.63,26.15,7.29,249185.85,10.72
607768.67,26.14,7.29,249028.53,10.71
607764.04,26.15,7.3,249008.35,10.71
607759.42,26.16,7.3,248987.62,10.72
607759.42,26.16,7.3,248987.62,10.72
607386.7,26.15,7.29,248857.17,10.71
607386.7,26.15,7.29,248857.17,10.71
607382.08,26.16,7.3,248894.93,10.72
607382.08,26.16,7.3,248894.93,10.72
607189.48,26.16,7.31,248871.22,10.72
607521.53,26.18,7.32,248849.57,10.72
607328.94,26.18,7.33,249630.07,10.76
607136.35,26.18,7.33,249847.79,10.77
606819.46,26.18,7.32,249526.42,10.76
606659.92,26.18,7.33,249528.94,10.77
606659.92,26.18,7.33,249528.94,10.77
606467.33,26.18,7.33,249505.22,10.77
606274.74,26.19,7.33,249486.42,10.78
606082.15,26.19,7.33,249517.86,10.78
605889.55,26.19,7.34,249481.57,10.78
606111.76,26.21,7.35,249781.37,10.8
606111.76,26.21,7.35,249781.37,10.8
606111.76,26.21,7.35,249781.37,10.8
605816.72,26.2,7.34,249692.38,10.8
605624.13,26.2,7.35,249511.83,10.79
605624.13,26.2,7.35,249489.82,10.79
605956.17,26.22,7.37,250103.17,10.82
605956.17,26.22,7.37,250100.69,10.82
605639.28,26.21,7.36,249743.31,10.81
605920.62,26.23,7.37,249740.16,10.81
605728.03,26.23,7.38,249709.83,10.81
605535.44,26.23,7.38,249744.25,10.82
605393.79,26.23,7.38,249720.53,10.82
605201.2,26.23,7.38,249699.97,10.82
605008.61,26.24,7.38,249756.22,10.83
605248.74,26.25,7.4,249712.4,10.83
605056.15,26.26,7.4,249689.77,10.83
604863.56,26.26,7.41,250412.84,10.87
604638.59,26.25,7.4,250131.02,10.86
