ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6f7c-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_nodes,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6f7c-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_gpus,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6f7c-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_gpu_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6f7c-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-total_gpus,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6f7c-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-arrived_gpu_milli
722,2284,2074420,6212,2074420
722,2284,2074420,6212,2074420
723,2292,2082420,6212,2082420
723,2292,2082420,6212,2082420
723,2292,2083420,6212,2083420
724,2300,2083890,6212,2083890
724,2300,2084890,6212,2084890
724,2300,2085890,6212,2085890
724,2300,2086360,6212,2086360
724,2300,2087360,6212,2087360
724,2300,2088010,6212,2088010
724,2300,2089010,6212,2089010
724,2300,2089010,6212,2089010
724,2300,2089010,6212,2089010
724,2300,2090010,6212,2090010
724,2300,2090330,6212,2090330
724,2300,2091330,6212,2091330
724,2300,2091980,6212,2091980
725,2308,2092790,6212,2092790
725,2308,2093790,6212,2093790
725,2308,2095790,6212,2095790
725,2308,2096110,6212,2096110
725,2308,2096660,6212,2096660
725,2308,2097660,6212,2097660
725,2308,2098660,6212,2098660
725,2308,2099660,6212,2099660
726,2316,2100660,6212,2100660
726,2316,2100880,6212,2100880
726,2316,2101100,6212,2101100
726,2316,2101100,6212,2101100
726,2316,2102100,6212,2102100
726,2316,2102420,6212,2102420
726,2316,2102420,6212,2102420
726,2316,2103420,6212,2103420
726,2316,2103420,6212,2103420
726,2316,2104420,6212,2104420
726,2316,2105230,6212,2105230
726,2316,2106230,6212,2106230
726,2316,2106230,6212,2106230
726,2316,2107230,6212,2107230
726,2316,2108230,6212,2108230
727,2324,2109230,6212,2109230
727,2324,2109450,6212,2109450
727,2324,2109920,6212,2109920
727,2324,2110920,6212,2110920
727,2324,2111920,6212,2111920
727,2324,2112920,6212,2112920
727,2324,2113730,6212,2113730
727,2324,2114730,6212,2114730
727,2324,2115730,6212,2115730
727,2324,2115960,6212,2115960
727,2324,2116280,6212,2116280
728,2332,2117090,6212,2117090
728,2332,2118090,6212,2118090
728,2332,2118410,6212,2118410
728,2332,2118640,6212,2118640
728,2332,2119640,6212,2119640
728,2332,2120190,6212,2120190
728,2332,2121190,6212,2121190
728,2332,2122190,6212,2122190
728,2332,2122190,6212,2122190
728,2332,2123190,6212,2123190
729,2340,2124190,6212,2124190
729,2340,2125190,6212,2125190
729,2340,2125190,6212,2125190
729,2340,2126190,6212,2126190
729,2340,2127190,6212,2127190
729,2340,2128190,6212,2128190
729,2340,2129000,6212,2129000
729,2340,2130000,6212,2130000
729,2340,2131000,6212,2131000
730,2348,2132000,6212,2132000
731,2356,2140000,6212,2140000
731,2356,2141000,6212,2141000
731,2356,2141590,6212,2141590
731,2356,2141700,6212,2141700
731,2356,2141700,6212,2141700
731,2356,2142700,6212,2142700
731,2356,2143700,6212,2143700
731,2356,2144700,6212,2144700
731,2356,2145020,6212,2145020
731,2356,2145340,6212,2145340
731,2356,2146340,6212,2146340
732,2364,2150340,6212,2150340
732,2364,2151340,6212,2151340
732,2364,2151660,6212,2151660
733,2372,2159660,6212,2159660
733,2372,2160660,6212,2160660
734,2380,2161660,6212,2161660
734,2380,2162660,6212,2162660
734,2380,2164660,6212,2164660
735,2388,2172660,6212,2172660
735,2388,2173660,6212,2173660
736,2396,2177660,6212,2177660
736,2396,2177660,6212,2177660
736,2396,2178470,6212,2178470
736,2396,2178940,6212,2178940
737,2404,2186940,6212,2186940
737,2404,2186940,6212,2186940
737,2404,2187590,6212,2187590
737,2404,2188400,6212,2188400
737,2404,2190400,6212,2190400
737,2404,2191400,6212,2191400
737,2404,2191720,6212,2191720
737,2404,2192720,6212,2192720
737,2404,2193530,6212,2193530
737,2404,2193530,6212,2193530
737,2404,2194340,6212,2194340
738,2412,2195340,6212,2195340
738,2412,2196340,6212,2196340
738,2412,2197340,6212,2197340
738,2412,2198340,6212,2198340
738,2412,2199340,6212,2199340
738,2412,2200150,6212,2200150
738,2412,2201150,6212,2201150
739,2420,2203150,6212,2203150
739,2420,2204150,6212,2204150
739,2420,2204620,6212,2204620
740,2428,2212620,6212,2212620
740,2428,2212850,6212,2212850
740,2428,2213660,6212,2213660
740,2428,2213660,6212,2213660
740,2428,2214130,6212,2214130
740,2428,2215130,6212,2215130
740,2428,2215290,6212,2215290
740,2428,2216290,6212,2216290
740,2428,2217100,6212,2217100
741,2436,2225100,6212,2225100
741,2436,2225100,6212,2225100
741,2436,2226100,6212,2226100
742,2444,2227100,6212,2227100
742,2444,2227910,6212,2227910
742,2444,2228560,6212,2228560
742,2444,2229370,6212,2229370
742,2444,2231370,6212,2231370
742,2444,2232370,6212,2232370
742,2444,2232690,6212,2232690
742,2444,2233340,6212,2233340
743,2452,2234340,6212,2234340
743,2452,2238340,6212,2238340
743,2452,2239340,6212,2239340
743,2452,2240340,6212,2240340
743,2452,2241340,6212,2241340
744,2460,2242340,6212,2242340
744,2460,2243340,6212,2243340
744,2460,2244340,6212,2244340
744,2460,2245340,6212,2245340
745,2468,2253340,6212,2253340
746,2476,2261340,6212,2261340
746,2476,2262340,6212,2262340
746,2476,2263150,6212,2263150
746,2476,2264150,6212,2264150
746,2476,2265150,6212,2265150
747,2484,2266150,6212,2266150
747,2484,2267150,6212,2267150
747,2484,2267150,6212,2267150
747,2484,2267620,6212,2267620
747,2484,2268620,6212,2268620
748,2492,2276620,6212,2276620
748,2492,2277620,6212,2277620
748,2492,2277620,6212,2277620
749,2500,2285620,6212,2285620
749,2500,2286430,6212,2286430
749,2500,2287430,6212,2287430
749,2500,2288430,6212,2288430
750,2508,2296430,6212,2296430
751,2516,2304430,6212,2304430
751,2516,2304430,6212,2304430
752,2524,2305430,6212,2305430
752,2524,2306430,6212,2306430
752,2524,2306590,6212,2306590
752,2524,2307590,6212,2307590
752,2524,2309590,6212,2309590
752,2524,2309810,6212,2309810
752,2524,2310810,6212,2310810
752,2524,2311460,6212,2311460
752,2524,2312460,6212,2312460
753,2532,2313460,6212,2313460
753,2532,2313930,6212,2313930
753,2532,2314390,6212,2314390
753,2532,2315390,6212,2315390
753,2532,2315710,6212,2315710
753,2532,2316520,6212,2316520
754,2540,2324520,6212,2324520
754,2540,2325520,6212,2325520
754,2540,2325520,6212,2325520
754,2540,2326520,6212,2326520
754,2540,2327520,6212,2327520
754,2540,2327990,6212,2327990
755,2548,2335990,6212,2335990
755,2548,2336800,6212,2336800
756,2556,2337800,6212,2337800
756,2556,2338800,6212,2338800
756,2556,2339800,6212,2339800
756,2556,2340610,6212,2340610
756,2556,2340960,6212,2340960
756,2556,2341960,6212,2341960
756,2556,2341960,6212,2341960
756,2556,2342960,6212,2342960
756,2556,2343430,6212,2343430
756,2556,2344240,6212,2344240
756,2556,2344240,6212,2344240
757,2564,2345240,6212,2345240
757,2564,2346050,6212,2346050
757,2564,2347050,6212,2347050
757,2564,2348050,6212,2348050
757,2564,2348860,6212,2348860
757,2564,2349860,6212,2349860
757,2564,2350090,6212,2350090
757,2564,2351090,6212,2351090
757,2564,2352090,6212,2352090
757,2564,2353090,6212,2353090
757,2564,2353090,6212,2353090
757,2564,2353090,6212,2353090
758,2572,2354090,6212,2354090
758,2572,2354360,6212,2354360
758,2572,2355360,6212,2355360
758,2572,2355360,6212,2355360
758,2572,2356170,6212,2356170
758,2572,2357170,6212,2357170
758,2572,2358170,6212,2358170
758,2572,2358400,6212,2358400
758,2572,2359400,6212,2359400
758,2572,2360400,6212,2360400
758,2572,2361400,6212,2361400
759,2580,2362400,6212,2362400
759,2580,2363400,6212,2363400
759,2580,2364210,6212,2364210
759,2580,2365210,6212,2365210
759,2580,2366020,6212,2366020
759,2580,2367020,6212,2367020
759,2580,2367020,6212,2367020
759,2580,2367490,6212,2367490
759,2580,2368300,6212,2368300
760,2588,2369110,6212,2369110
760,2588,2369480,6212,2369480
760,2588,2369480,6212,2369480
760,2588,2370480,6212,2370480
760,2588,2371480,6212,2371480
760,2588,2372480,6212,2372480
760,2588,2372480,6212,2372480
760,2588,2373480,6212,2373480
760,2588,2373950,6212,2373950
760,2588,2373950,6212,2373950
760,2588,2374760,6212,2374760
761,2596,2378760,6212,2378760
761,2596,2379760,6212,2379760
762,2604,2387760,6212,2387760
762,2604,2387990,6212,2387990
762,2604,2388990,6212,2388990
763,2612,2389990,6212,2389990
763,2612,2390990,6212,2390990
763,2612,2390990,6212,2390990
763,2612,2391990,6212,2391990
763,2612,2392990,6212,2392990
763,2612,2393990,6212,2393990
763,2612,2394800,6212,2394800
763,2612,2395030,6212,2395030
763,2612,2395030,6212,2395030
763,2612,2395260,6212,2395260
763,2612,2395730,6212,2395730
763,2612,2396200,6212,2396200
764,2620,2397200,6212,2397200
764,2620,2398200,6212,2398200
764,2620,2398670,6212,2398670
764,2620,2398670,6212,2398670
764,2620,2399670,6212,2399670
764,2620,2401670,6212,2401670
764,2620,2402670,6212,2402670
765,2628,2410670,6212,2410670
765,2628,2411480,6212,2411480
765,2628,2412480,6212,2412480
766,2636,2413480,6212,2413480
766,2636,2414480,6212,2414480
766,2636,2415290,6212,2415290
766,2636,2416290,6212,2416290
766,2636,2417100,6212,2417100
766,2636,2417570,6212,2417570
766,2636,2418040,6212,2418040
766,2636,2419040,6212,2419040
766,2636,2419500,6212,2419500
766,2636,2419500,6212,2419500
766,2636,2420150,6212,2420150
767,2644,2420800,6212,2420800
767,2644,2420800,6212,2420800
767,2644,2422800,6212,2422800
767,2644,2423260,6212,2423260
767,2644,2424260,6212,2424260
767,2644,2425260,6212,2425260
767,2644,2425910,6212,2425910
767,2644,2426720,6212,2426720
767,2644,2426950,6212,2426950
768,2652,2427950,6212,2427950
768,2652,2427950,6212,2427950
768,2652,2427950,6212,2427950
768,2652,2428420,6212,2428420
768,2652,2429070,6212,2429070
768,2652,2430070,6212,2430070
768,2652,2430540,6212,2430540
768,2652,2430540,6212,2430540
768,2652,2431010,6212,2431010
768,2652,2431660,6212,2431660
768,2652,2432660,6212,2432660
768,2652,2433470,6212,2433470
768,2652,2434470,6212,2434470
769,2660,2442470,6212,2442470
769,2660,2442790,6212,2442790
770,2668,2443790,6212,2443790
770,2668,2444790,6212,2444790
770,2668,2445020,6212,2445020
770,2668,2445240,6212,2445240
770,2668,2445560,6212,2445560
770,2668,2446370,6212,2446370
770,2668,2450370,6212,2450370
770,2668,2450370,6212,2450370
771,2676,2451370,6212,2451370
771,2676,2452370,6212,2452370
771,2676,2453370,6212,2453370
771,2676,2454370,6212,2454370
771,2676,2455180,6212,2455180
771,2676,2455500,6212,2455500
771,2676,2456150,6212,2456150
771,2676,2457150,6212,2457150
771,2676,2457960,6212,2457960
772,2684,2459960,6212,2459960
772,2684,2460430,6212,2460430
772,2684,2460800,6212,2460800
772,2684,2461030,6212,2461030
772,2684,2462030,6212,2462030
772,2684,2463030,6212,2463030
772,2684,2465030,6212,2465030
772,2684,2466030,6212,2466030
773,2692,2466840,6212,2466840
773,2692,2467160,6212,2467160
773,2692,2468160,6212,2468160
773,2692,2469160,6212,2469160
773,2692,2469160,6212,2469160
773,2692,2469970,6212,2469970
773,2692,2470970,6212,2470970
773,2692,2471200,6212,2471200
773,2692,2472200,6212,2472200
773,2692,2473200,6212,2473200
774,2700,2474200,6212,2474200
774,2700,2474520,6212,2474520
774,2700,2475520,6212,2475520
774,2700,2476330,6212,2476330
774,2700,2477330,6212,2477330
774,2700,2477650,6212,2477650
775,2708,2485650,6212,2485650
775,2708,2486650,6212,2486650
775,2708,2487650,6212,2487650
775,2708,2488460,6212,2488460
775,2708,2488690,6212,2488690
775,2708,2489010,6212,2489010
776,2716,2490010,6212,2490010
776,2716,2490010,6212,2490010
776,2716,2490820,6212,2490820
776,2716,2491820,6212,2491820
776,2716,2492820,6212,2492820
776,2716,2493140,6212,2493140
776,2716,2493140,6212,2493140
776,2716,2494140,6212,2494140
776,2716,2495140,6212,2495140
776,2716,2496140,6212,2496140
777,2724,2497140,6212,2497140
777,2724,2497610,6212,2497610
777,2724,2498080,6212,2498080
778,2732,2506080,6212,2506080
779,2740,2514080,6212,2514080
779,2740,2515080,6212,2515080
779,2740,2516080,6212,2516080
779,2740,2517080,6212,2517080
779,2740,2518080,6212,2518080
779,2740,2519080,6212,2519080
780,2748,2520080,6212,2520080
780,2748,2520080,6212,2520080
780,2748,2520730,6212,2520730
780,2748,2521730,6212,2521730
780,2748,2522730,6212,2522730
780,2748,2523730,6212,2523730
780,2748,2524730,6212,2524730
780,2748,2525200,6212,2525200
780,2748,2526200,6212,2526200
781,2756,2527200,6212,2527200
781,2756,2527200,6212,2527200
781,2756,2528200,6212,2528200
781,2756,2529200,6212,2529200
781,2756,2529670,6212,2529670
781,2756,2529830,6212,2529830
781,2756,2530830,6212,2530830
781,2756,2531640,6212,2531640
781,2756,2532450,6212,2532450
782,2764,2540450,6212,2540450
782,2764,2541450,6212,2541450
782,2764,2542450,6212,2542450
783,2772,2543260,6212,2543260
783,2772,2544070,6212,2544070
784,2780,2552070,6212,2552070
784,2780,2553070,6212,2553070
784,2780,2554070,6212,2554070
784,2780,2558070,6212,2558070
785,2788,2559070,6212,2559070
785,2788,2559070,6212,2559070
785,2788,2559300,6212,2559300
785,2788,2560300,6212,2560300
785,2788,2562300,6212,2562300
785,2788,2562770,6212,2562770
785,2788,2563580,6212,2563580
785,2788,2564050,6212,2564050
785,2788,2565050,6212,2565050
785,2788,2566050,6212,2566050
786,2796,2566600,6212,2566600
786,2796,2567410,6212,2567410
786,2796,2568410,6212,2568410
786,2796,2568410,6212,2568410
786,2796,2568410,6212,2568410
786,2796,2569410,6212,2569410
786,2796,2570220,6212,2570220
786,2796,2571030,6212,2571030
786,2796,2572030,6212,2572030
786,2796,2573030,6212,2573030
786,2796,2573030,6212,2573030
786,2796,2573500,6212,2573500
786,2796,2573730,6212,2573730
787,2804,2574540,6212,2574540
787,2804,2575190,6212,2575190
787,2804,2576000,6212,2576000
787,2804,2576000,6212,2576000
787,2804,2576810,6212,2576810
787,2804,2577810,6212,2577810
787,2804,2577810,6212,2577810
787,2804,2578810,6212,2578810
787,2804,2579280,6212,2579280
787,2804,2579280,6212,2579280
787,2804,2580090,6212,2580090
788,2812,2580900,6212,2580900
788,2812,2581710,6212,2581710
788,2812,2582180,6212,2582180
788,2812,2582340,6212,2582340
788,2812,2583340,6212,2583340
788,2812,2584340,6212,2584340
789,2820,2592340,6212,2592340
789,2820,2593150,6212,2593150
789,2820,2593370,6212,2593370
789,2820,2594370,6212,2594370
789,2820,2594370,6212,2594370
789,2820,2595370,6212,2595370
789,2820,2596370,6212,2596370
790,2828,2596840,6212,2596840
790,2828,2597650,6212,2597650
790,2828,2598650,6212,2598650
790,2828,2599110,6212,2599110
790,2828,2600110,6212,2600110
790,2828,2600110,6212,2600110
790,2828,2600920,6212,2600920
791,2836,2601470,6212,2601470
791,2836,2601790,6212,2601790
791,2836,2602790,6212,2602790
791,2836,2603600,6212,2603600
791,2836,2603600,6212,2603600
791,2836,2603820,6212,2603820
791,2836,2604820,6212,2604820
791,2836,2605630,6212,2605630
791,2836,2606280,6212,2606280
791,2836,2607280,6212,2607280
791,2836,2608090,6212,2608090
791,2836,2608900,6212,2608900
792,2844,2609710,6212,2609710
792,2844,2609710,6212,2609710
792,2844,2610710,6212,2610710
792,2844,2611710,6212,2611710
792,2844,2612520,6212,2612520
792,2844,2613520,6212,2613520
792,2844,2613990,6212,2613990
792,2844,2614800,6212,2614800
792,2844,2614800,6212,2614800
792,2844,2615800,6212,2615800
792,2844,2615800,6212,2615800
793,2852,2617800,6212,2617800
793,2852,2618270,6212,2618270
793,2852,2618270,6212,2618270
793,2852,2620270,6212,2620270
793,2852,2620740,6212,2620740
793,2852,2620900,6212,2620900
793,2852,2621220,6212,2621220
793,2852,2622220,6212,2622220
794,2860,2630220,6212,2630220
794,2860,2630440,6212,2630440
794,2860,2630670,6212,2630670
794,2860,2630670,6212,2630670
794,2860,2631670,6212,2631670
794,2860,2631670,6212,2631670
795,2868,2631990,6212,2631990
795,2868,2631990,6212,2631990
795,2868,2632800,6212,2632800
795,2868,2632800,6212,2632800
795,2868,2633800,6212,2633800
795,2868,2634800,6212,2634800
795,2868,2634800,6212,2634800
796,2876,2642800,6212,2642800
796,2876,2642800,6212,2642800
796,2876,2643800,6212,2643800
796,2876,2644800,6212,2644800
796,2876,2645800,6212,2645800
796,2876,2646800,6212,2646800
796,2876,2647270,6212,2647270
796,2876,2647270,6212,2647270
796,2876,2648080,6212,2648080
796,2876,2648240,6212,2648240
797,2884,2649240,6212,2649240
797,2884,2649710,6212,2649710
797,2884,2650710,6212,2650710
797,2884,2651710,6212,2651710
797,2884,2655710,6212,2655710
798,2892,2656710,6212,2656710
798,2892,2657180,6212,2657180
798,2892,2658180,6212,2658180
798,2892,2658180,6212,2658180
798,2892,2658400,6212,2658400
798,2892,2658870,6212,2658870
798,2892,2659870,6212,2659870
798,2892,2660460,6212,2660460
798,2892,2661460,6212,2661460
798,2892,2662270,6212,2662270
798,2892,2663270,6212,2663270
798,2892,2663590,6212,2663590
799,2900,2664590,6212,2664590
799,2900,2665060,6212,2665060
799,2900,2665870,6212,2665870
799,2900,2666870,6212,2666870
799,2900,2667330,6212,2667330
799,2900,2668330,6212,2668330
799,2900,2669140,6212,2669140
799,2900,2669300,6212,2669300
799,2900,2670300,6212,2670300
799,2900,2671300,6212,2671300
799,2900,2671300,6212,2671300
800,2908,2672300,6212,2672300
800,2908,2673300,6212,2673300
800,2908,2674110,6212,2674110
800,2908,2675110,6212,2675110
800,2908,2676110,6212,2676110
800,2908,2676430,6212,2676430
800,2908,2677240,6212,2677240
800,2908,2677240,6212,2677240
800,2908,2678240,6212,2678240
801,2916,2679240,6212,2679240
801,2916,2680050,6212,2680050
801,2916,2681050,6212,2681050
801,2916,2681520,6212,2681520
801,2916,2682520,6212,2682520
801,2916,2683330,6212,2683330
801,2916,2684330,6212,2684330
801,2916,2685330,6212,2685330
802,2924,2689330,6212,2689330
802,2924,2689800,6212,2689800
802,2924,2690800,6212,2690800
802,2924,2691610,6212,2691610
802,2924,2692610,6212,2692610
802,2924,2693420,6212,2693420
803,2932,2694420,6212,2694420
803,2932,2694890,6212,2694890
803,2932,2695700,6212,2695700
803,2932,2696700,6212,2696700
803,2932,2697700,6212,2697700
803,2932,2697700,6212,2697700
803,2932,2698700,6212,2698700
803,2932,2699700,6212,2699700
803,2932,2699700,6212,2699700
803,2932,2700700,6212,2700700
803,2932,2701170,6212,2701170
804,2940,2701980,6212,2701980
805,2948,2709980,6212,2709980
805,2948,2709980,6212,2709980
806,2956,2717980,6212,2717980
806,2956,2718450,6212,2718450
806,2956,2722450,6212,2722450
806,2956,2723450,6212,2723450
806,2956,2724450,6212,2724450
806,2956,2725260,6212,2725260
806,2956,2725480,6212,2725480
807,2964,2727480,6212,2727480
807,2964,2731480,6212,2731480
807,2964,2732480,6212,2732480
807,2964,2732480,6212,2732480
807,2964,2733290,6212,2733290
808,2972,2734290,6212,2734290
808,2972,2736290,6212,2736290
808,2972,2737290,6212,2737290
808,2972,2737760,6212,2737760
808,2972,2738760,6212,2738760
808,2972,2738760,6212,2738760
808,2972,2738760,6212,2738760
808,2972,2738760,6212,2738760
808,2972,2739410,6212,2739410
808,2972,2740410,6212,2740410
808,2972,2740780,6212,2740780
809,2980,2741780,6212,2741780
809,2980,2742780,6212,2742780
809,2980,2743780,6212,2743780
809,2980,2744780,6212,2744780
809,2980,2745780,6212,2745780
809,2980,2745780,6212,2745780
809,2980,2746780,6212,2746780
809,2980,2747780,6212,2747780
810,2988,2755780,6212,2755780
810,2988,2756780,6212,2756780
811,2996,2757250,6212,2757250
811,2996,2757900,6212,2757900
811,2996,2758900,6212,2758900
811,2996,2759710,6212,2759710
811,2996,2759710,6212,2759710
811,2996,2760710,6212,2760710
811,2996,2761710,6212,2761710
811,2996,2762710,6212,2762710
811,2996,2763710,6212,2763710
811,2996,2763710,6212,2763710
812,3004,2764520,6212,2764520
812,3004,2765520,6212,2765520
812,3004,2765520,6212,2765520
812,3004,2766520,6212,2766520
812,3004,2767520,6212,2767520
812,3004,2768330,6212,2768330
812,3004,2769330,6212,2769330
812,3004,2770330,6212,2770330
812,3004,2771330,6212,2771330
813,3012,2772330,6212,2772330
813,3012,2773330,6212,2773330
813,3012,2773650,6212,2773650
813,3012,2774110,6212,2774110
813,3012,2774920,6212,2774920
814,3020,2782920,6212,2782920
814,3020,2782920,6212,2782920
814,3020,2783390,6212,2783390
814,3020,2784390,6212,2784390
814,3020,2785200,6212,2785200
814,3020,2785430,6212,2785430
815,3028,2786430,6212,2786430
815,3028,2787430,6212,2787430
815,3028,2788430,6212,2788430
815,3028,2789430,6212,2789430
815,3028,2789660,6212,2789660
815,3028,2789660,6212,2789660
815,3028,2790660,6212,2790660
815,3028,2791310,6212,2791310
815,3028,2792310,6212,2792310
815,3028,2792310,6212,2792310
815,3028,2793120,6212,2793120
815,3028,2793590,6212,2793590
816,3036,2794400,6212,2794400
816,3036,2794950,6212,2794950
816,3036,2795950,6212,2795950
816,3036,2796420,6212,2796420
816,3036,2797420,6212,2797420
816,3036,2801420,6212,2801420
817,3044,2802420,6212,2802420
817,3044,2802420,6212,2802420
817,3044,2802890,6212,2802890
817,3044,2803890,6212,2803890
817,3044,2804890,6212,2804890
817,3044,2805210,6212,2805210
817,3044,2806210,6212,2806210
817,3044,2807020,6212,2807020
817,3044,2808020,6212,2808020
817,3044,2808020,6212,2808020
817,3044,2808490,6212,2808490
818,3052,2809300,6212,2809300
818,3052,2810300,6212,2810300
818,3052,2811300,6212,2811300
818,3052,2812300,6212,2812300
818,3052,2813110,6212,2813110
818,3052,2814110,6212,2814110
819,3060,2818110,6212,2818110
819,3060,2819110,6212,2819110
819,3060,2820110,6212,2820110
819,3060,2821110,6212,2821110
819,3060,2822110,6212,2822110
819,3060,2822920,6212,2822920
819,3060,2823920,6212,2823920
819,3060,2823920,6212,2823920
820,3068,2824570,6212,2824570
820,3068,2825570,6212,2825570
820,3068,2826380,6212,2826380
820,3068,2827380,6212,2827380
820,3068,2827750,6212,2827750
820,3068,2828750,6212,2828750
820,3068,2829400,6212,2829400
820,3068,2829720,6212,2829720
820,3068,2830720,6212,2830720
821,3076,2831530,6212,2831530
821,3076,2832340,6212,2832340
821,3076,2833150,6212,2833150
821,3076,2834150,6212,2834150
821,3076,2835150,6212,2835150
821,3076,2836150,6212,2836150
821,3076,2836150,6212,2836150
821,3076,2837150,6212,2837150
821,3076,2838150,6212,2838150
822,3084,2839150,6212,2839150
823,3092,2847150,6212,2847150
823,3092,2848150,6212,2848150
823,3092,2849150,6212,2849150
823,3092,2850150,6212,2850150
823,3092,2850150,6212,2850150
823,3092,2851150,6212,2851150
824,3100,2859150,6212,2859150
824,3100,2860150,6212,2860150
824,3100,2861150,6212,2861150
824,3100,2861150,6212,2861150
824,3100,2862150,6212,2862150
824,3100,2862370,6212,2862370
825,3108,2863370,6212,2863370
825,3108,2863840,6212,2863840
825,3108,2864840,6212,2864840
825,3108,2865300,6212,2865300
825,3108,2865620,6212,2865620
825,3108,2866080,6212,2866080
825,3108,2866890,6212,2866890
825,3108,2867700,6212,2867700
826,3116,2875700,6212,2875700
826,3116,2875700,6212,2875700
826,3116,2876700,6212,2876700
826,3116,2877510,6212,2877510
827,3124,2878510,6212,2878510
827,3124,2879510,6212,2879510
827,3124,2880510,6212,2880510
827,3124,2881510,6212,2881510
827,3124,2882510,6212,2882510
827,3124,2883510,6212,2883510
827,3124,2884510,6212,2884510
827,3124,2885510,6212,2885510
828,3132,2886510,6212,2886510
828,3132,2886980,6212,2886980
828,3132,2890980,6212,2890980
829,3140,2891980,6212,2891980
829,3140,2892980,6212,2892980
829,3140,2892980,6212,2892980
830,3148,2900980,6212,2900980
830,3148,2901980,6212,2901980
830,3148,2902980,6212,2902980
830,3148,2903440,6212,2903440
830,3148,2904440,6212,2904440
830,3148,2905440,6212,2905440
831,3156,2913440,6212,2913440
831,3156,2914440,6212,2914440
832,3164,2922440,6212,2922440
832,3164,2923440,6212,2923440
832,3164,2924440,6212,2924440
832,3164,2925440,6212,2925440
833,3172,2926440,6212,2926440
833,3172,2927250,6212,2927250
833,3172,2927720,6212,2927720
833,3172,2928720,6212,2928720
833,3172,2929720,6212,2929720
833,3172,2930200,6212,2930200
834,3180,2931200,6212,2931200
834,3180,2932200,6212,2932200
834,3180,2932670,6212,2932670
834,3180,2933480,6212,2933480
834,3180,2933480,6212,2933480
834,3180,2933800,6212,2933800
835,3188,2941800,6212,2941800
835,3188,2942270,6212,2942270
835,3188,2942590,6212,2942590
835,3188,2943050,6212,2943050
835,3188,2944050,6212,2944050
835,3188,2944050,6212,2944050
835,3188,2944050,6212,2944050
835,3188,2945050,6212,2945050
835,3188,2945050,6212,2945050
835,3188,2945400,6212,2945400
835,3188,2946210,6212,2946210
836,3196,2950210,6212,2950210
836,3196,2951210,6212,2951210
836,3196,2952020,6212,2952020
836,3196,2952020,6212,2952020
836,3196,2953020,6212,2953020
837,3204,2954020,6212,2954020
837,3204,2958020,6212,2958020
837,3204,2958830,6212,2958830
837,3204,2960830,6212,2960830
837,3204,2961150,6212,2961150
837,3204,2962150,6212,2962150
838,3212,2963150,6212,2963150
838,3212,2963150,6212,2963150
838,3212,2964150,6212,2964150
838,3212,2964620,6212,2964620
838,3212,2965430,6212,2965430
838,3212,2966430,6212,2966430
838,3212,2967430,6212,2967430
838,3212,2968430,6212,2968430
839,3220,2976430,6212,2976430
839,3220,2977430,6212,2977430
839,3220,2978430,6212,2978430
839,3220,2978900,6212,2978900
839,3220,2978900,6212,2978900
840,3228,2979900,6212,2979900
840,3228,2980900,6212,2980900
840,3228,2981900,6212,2981900
840,3228,2983900,6212,2983900
840,3228,2984900,6212,2984900
840,3228,2985710,6212,2985710
840,3228,2986180,6212,2986180
841,3236,2987180,6212,2987180
841,3236,2991180,6212,2991180
841,3236,2991730,6212,2991730
841,3236,2991730,6212,2991730
841,3236,2992730,6212,2992730
841,3236,2993540,6212,2993540
841,3236,2993540,6212,2993540
841,3236,2993540,6212,2993540
842,3244,3001540,6212,3001540
843,3252,3002190,6212,3002190
843,3252,3003190,6212,3003190
843,3252,3004190,6212,3004190
843,3252,3005190,6212,3005190
843,3252,3005300,6212,3005300
843,3252,3006300,6212,3006300
843,3252,3007300,6212,3007300
843,3252,3007300,6212,3007300
844,3260,3009300,6212,3009300
844,3260,3010300,6212,3010300
844,3260,3011300,6212,3011300
844,3260,3011770,6212,3011770
844,3260,3011770,6212,3011770
844,3260,3011880,6212,3011880
844,3260,3011880,6212,3011880
844,3260,3012880,6212,3012880
844,3260,3013880,6212,3013880
844,3260,3014100,6212,3014100
844,3260,3015100,6212,3015100
844,3260,3015470,6212,3015470
844,3260,3016470,6212,3016470
844,3260,3017470,6212,3017470
844,3260,3017470,6212,3017470
845,3268,3018280,6212,3018280
845,3268,3019280,6212,3019280
845,3268,3019600,6212,3019600
845,3268,3019760,6212,3019760
845,3268,3020760,6212,3020760
845,3268,3021760,6212,3021760
845,3268,3022760,6212,3022760
845,3268,3023760,6212,3023760
845,3268,3024080,6212,3024080
845,3268,3024890,6212,3024890
845,3268,3025050,6212,3025050
846,3276,3026050,6212,3026050
846,3276,3027050,6212,3027050
