ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6f7c-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6f7c-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_ratio,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6f7c-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_q124,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6f7c-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6f7c-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_ratio
770940.15,16.21,3.52,466633.99,9.81
770771.16,16.21,3.52,466509.62,9.81
770577.65,16.21,3.52,466369.8,9.81
770577.65,16.21,3.52,466369.8,9.81
770279.65,16.21,3.52,466077.4,9.81
770299.42,16.21,3.52,466072.66,9.81
770294.68,16.21,3.52,466142.51,9.81
770294.68,16.21,3.52,466142.51,9.81
770572.49,16.22,3.53,466045.21,9.81
770205.69,16.22,3.52,466128.9,9.81
770012.18,16.22,3.52,465958.31,9.81
770281.72,16.22,3.53,465984.09,9.81
769903.19,16.22,3.52,465764.7,9.81
769709.68,16.22,3.52,465754.12,9.81
769540.69,16.22,3.52,465630.72,9.81
769332.69,16.21,3.52,465451.72,9.81
769139.18,16.21,3.52,465310.92,9.81
769416.99,16.22,3.53,465213.62,9.81
769412.25,16.22,3.53,465558.08,9.82
769412.25,16.22,3.53,465558.08,9.82
769243.26,16.22,3.53,465450.89,9.81
769049.75,16.22,3.53,465293.89,9.81
769049.75,16.22,3.53,465293.89,9.81
768702.15,16.23,3.53,465020.43,9.82
768608.4,16.23,3.54,466139.79,9.84
767593.02,16.23,3.54,465656.32,9.85
767424.03,16.23,3.54,465532.91,9.85
767059.6,16.24,3.55,465231.64,9.85
767390.92,16.25,3.56,465573.73,9.86
767028.42,16.25,3.56,465309.54,9.86
766834.91,16.25,3.55,465168.74,9.86
766653.66,16.25,3.55,464977.39,9.85
766673.43,16.25,3.56,464846.88,9.85
766479.92,16.25,3.56,465277.13,9.86
766101.4,16.24,3.55,464869.82,9.86
766102.63,16.24,3.55,464894.46,9.86
765813.35,16.24,3.55,464569.39,9.85
765644.36,16.24,3.55,464371.79,9.85
764628.98,16.24,3.55,463888.31,9.85
764435.47,16.24,3.55,463821.73,9.86
764266.48,16.24,3.55,463627.05,9.85
764072.97,16.24,3.55,463557.53,9.85
764070.39,16.25,3.55,462988.88,9.84
763705.97,16.25,3.56,462757.23,9.85
763536.98,16.25,3.56,462562.18,9.85
763536.98,16.25,3.56,462562.18,9.85
763441.06,16.25,3.56,462063.92,9.84
763247.55,16.25,3.56,461994.78,9.84
763578.87,16.26,3.57,461934.73,9.84
763586.38,16.26,3.57,462282.84,9.85
762571.0,16.27,3.58,461799.37,9.85
762434.31,16.27,3.58,461409.47,9.84
762703.85,16.27,3.58,462189.1,9.86
762510.34,16.27,3.58,462170.64,9.86
762341.35,16.27,3.58,461973.04,9.86
761962.82,16.27,3.58,461594.69,9.85
761596.03,16.26,3.57,461335.76,9.85
760580.64,16.27,3.58,460852.29,9.86
760387.13,16.27,3.57,460785.71,9.86
760218.14,16.27,3.57,460661.33,9.86
760024.63,16.27,3.57,460521.51,9.86
759855.64,16.27,3.57,460414.33,9.86
759633.8,16.26,3.57,460210.48,9.85
759629.06,16.26,3.57,460218.12,9.85
759629.06,16.26,3.57,460218.12,9.85
759648.83,16.27,3.58,460213.38,9.86
759455.32,16.27,3.57,460125.82,9.86
759286.33,16.27,3.57,459928.22,9.85
759281.59,16.27,3.58,460026.28,9.86
759301.37,16.27,3.58,460021.54,9.86
758959.36,16.27,3.57,459683.52,9.85
758959.36,16.27,3.57,459683.52,9.85
759185.13,16.27,3.58,460026.43,9.86
758169.74,16.28,3.59,459542.96,9.87
758000.75,16.28,3.59,459346.12,9.87
757807.24,16.28,3.59,459278.77,9.87
757638.25,16.28,3.59,459086.41,9.86
757444.74,16.28,3.59,459014.58,9.86
757275.75,16.28,3.59,458907.39,9.86
757520.77,16.29,3.59,459121.64,9.87
757351.78,16.28,3.59,458998.24,9.87
756983.25,16.28,3.59,458696.98,9.86
756789.74,16.28,3.59,458556.19,9.86
756789.74,16.28,3.59,458556.19,9.86
756620.75,16.28,3.59,458449.0,9.86
756616.01,16.28,3.59,458456.65,9.86
756447.02,16.28,3.59,458333.24,9.86
756692.03,16.29,3.6,458563.71,9.87
756313.51,16.28,3.59,458252.45,9.86
756333.29,16.28,3.59,458067.5,9.86
756139.78,16.28,3.59,458173.81,9.87
756139.78,16.28,3.59,458173.81,9.87
755970.79,16.28,3.59,458049.43,9.87
756105.28,16.29,3.6,458232.01,9.87
755936.28,16.29,3.6,458108.61,9.87
756231.84,16.3,3.6,458657.39,9.88
756227.09,16.3,3.61,458681.25,9.89
756246.87,16.3,3.61,458676.51,9.89
756053.36,16.3,3.61,458581.71,9.89
755884.37,16.3,3.61,458389.35,9.89
755690.86,16.3,3.61,458317.51,9.89
754675.48,16.31,3.61,457834.04,9.89
754675.48,16.31,3.61,457834.04,9.89
754695.25,16.31,3.62,457829.3,9.89
754690.51,16.31,3.62,457899.15,9.9
754581.74,16.31,3.62,457795.47,9.9
754851.28,16.32,3.63,457819.77,9.9
754657.77,16.32,3.63,457970.57,9.9
754677.54,16.32,3.63,457965.82,9.9
753662.16,16.33,3.63,457482.35,9.91
753662.16,16.33,3.63,457482.35,9.91
753662.16,16.33,3.63,457482.35,9.91
753657.42,16.33,3.64,457552.2,9.91
753657.42,16.33,3.64,457552.2,9.91
753488.43,16.33,3.64,457357.53,9.91
753483.68,16.33,3.64,457473.56,9.92
753503.46,16.34,3.64,457468.82,9.92
753503.46,16.34,3.64,457468.82,9.92
753503.46,16.34,3.64,457468.82,9.92
753309.95,16.34,3.64,457394.92,9.92
753140.96,16.34,3.64,457198.07,9.92
752762.44,16.33,3.64,456818.78,9.91
752554.44,16.32,3.63,456655.2,9.91
752360.93,16.32,3.63,456587.86,9.91
752630.46,16.33,3.64,456612.16,9.91
752436.95,16.33,3.64,456765.75,9.91
752267.96,16.33,3.64,456641.38,9.91
752074.45,16.33,3.64,456501.56,9.91
752094.23,16.33,3.64,456496.82,9.91
752089.49,16.34,3.64,456566.67,9.92
751920.5,16.34,3.64,456442.29,9.92
751726.99,16.34,3.64,456302.47,9.92
751558.0,16.34,3.64,456178.1,9.92
751364.49,16.33,3.64,456038.28,9.91
751384.26,16.34,3.65,456033.54,9.92
751190.75,16.34,3.65,455959.63,9.92
751021.76,16.34,3.65,455881.09,9.92
750828.25,16.34,3.64,455695.44,9.92
749812.87,16.34,3.65,455237.48,9.92
749832.64,16.35,3.65,455232.73,9.92
749639.13,16.35,3.65,455158.83,9.92
749470.14,16.35,3.65,455035.43,9.92
749276.63,16.34,3.65,454894.64,9.92
749107.64,16.34,3.65,454787.45,9.92
748914.13,16.34,3.65,454630.44,9.92
748745.14,16.34,3.65,454523.26,9.92
748551.63,16.34,3.65,454366.25,9.92
748382.64,16.34,3.65,454259.06,9.92
748189.13,16.34,3.65,454102.06,9.92
748020.14,16.34,3.65,453978.65,9.92
747641.62,16.34,3.64,453596.57,9.91
747867.39,16.34,3.65,453874.16,9.92
748136.92,16.35,3.66,453899.93,9.92
747943.41,16.35,3.66,454049.32,9.93
747578.99,16.36,3.66,453817.67,9.93
747471.78,16.36,3.66,453728.83,9.93
747290.53,16.36,3.66,453905.66,9.94
747121.54,16.36,3.66,453667.29,9.93
746928.03,16.36,3.66,453565.85,9.93
746947.81,16.36,3.67,453380.9,9.93
746569.28,16.35,3.66,453001.54,9.92
746375.77,16.35,3.66,453107.85,9.93
746395.55,16.36,3.66,453103.11,9.93
746640.56,16.36,3.67,453348.0,9.94
746262.04,16.36,3.66,453087.8,9.93
746093.05,16.36,3.66,452964.4,9.93
745899.54,16.36,3.66,452823.61,9.93
745730.55,16.36,3.66,452700.2,9.93
745537.04,16.35,3.66,452559.41,9.93
745368.05,16.35,3.66,452361.8,9.93
745174.54,16.35,3.66,452295.22,9.93
745005.55,16.35,3.66,452170.85,9.93
745250.56,16.36,3.67,452402.28,9.93
744235.18,16.37,3.67,451918.81,9.94
744235.18,16.37,3.67,451918.81,9.94
744066.19,16.37,3.67,451795.41,9.94
743872.68,16.37,3.67,451654.61,9.94
743703.69,16.37,3.67,451459.94,9.93
743703.69,16.37,3.67,451459.94,9.93
743510.18,16.37,3.67,451390.42,9.94
743510.18,16.37,3.67,451390.42,9.94
743212.18,16.36,3.67,451167.75,9.93
743043.19,16.36,3.67,450970.14,9.93
743268.96,16.37,3.67,451322.0,9.94
743099.97,16.37,3.67,451198.6,9.94
743095.22,16.37,3.68,451222.46,9.94
743115.0,16.37,3.68,451037.5,9.94
742921.49,16.37,3.68,451143.9,9.94
742752.5,16.37,3.68,450951.54,9.94
742558.99,16.37,3.68,450879.7,9.94
742682.79,16.38,3.69,450927.41,9.94
742708.82,16.38,3.69,450757.5,9.94
742708.82,16.38,3.69,450757.5,9.94
742546.08,16.38,3.69,450582.12,9.94
742400.16,16.38,3.69,450906.2,9.95
742276.12,16.38,3.69,450679.67,9.95
742094.87,16.38,3.69,450517.85,9.95
741925.88,16.38,3.69,450760.04,9.95
741921.14,16.39,3.69,450761.38,9.95
741921.14,16.39,3.69,450773.77,9.96
742044.94,16.39,3.7,450754.68,9.96
741882.2,16.39,3.7,450547.4,9.95
741719.46,16.39,3.7,450469.38,9.96
741762.31,16.4,3.7,450804.66,9.96
741457.02,16.4,3.7,450450.73,9.96
740457.02,16.38,3.68,449450.73,9.94
740457.02,16.38,3.68,449450.73,9.94
740288.03,16.38,3.68,449703.29,9.95
740094.52,16.38,3.68,449466.48,9.95
740218.32,16.38,3.69,449539.48,9.95
740055.58,16.38,3.69,449346.22,9.95
739892.84,16.38,3.69,449162.09,9.95
739514.32,16.38,3.68,448850.84,9.94
739790.1,16.38,3.69,449175.06,9.95
739682.89,16.39,3.69,448915.51,9.94
739332.65,16.38,3.69,449165.24,9.95
739139.14,16.38,3.69,449061.48,9.95
739262.94,16.39,3.7,449093.67,9.96
739100.2,16.39,3.7,448792.91,9.95
739126.22,16.39,3.7,449129.06,9.96
738989.54,16.39,3.7,449042.16,9.96
738843.63,16.39,3.7,448837.4,9.96
738719.59,16.39,3.7,448664.42,9.96
738560.82,16.39,3.7,448505.46,9.95
738399.76,16.39,3.7,449217.81,9.97
738515.15,16.4,3.7,449052.18,9.97
739077.47,16.41,3.72,449125.0,9.97
739077.47,16.41,3.72,449125.0,9.97
738751.99,16.41,3.72,449154.56,9.98
738255.14,16.4,3.71,448624.53,9.97
738109.23,16.4,3.71,448440.01,9.97
737730.71,16.4,3.7,448240.86,9.96
737606.67,16.4,3.71,448915.84,9.98
737773.61,16.4,3.71,448794.84,9.98
738017.48,16.41,3.72,449162.53,9.99
738141.28,16.42,3.73,449180.93,9.99
737706.51,16.41,3.72,448624.55,9.98
737376.72,16.41,3.71,448307.07,9.97
737541.97,16.41,3.72,448032.65,9.97
737817.76,16.42,3.73,448457.59,9.98
737671.84,16.42,3.73,448186.39,9.98
737547.81,16.42,3.73,448759.71,9.99
737366.56,16.42,3.73,448548.36,9.99
736351.17,16.43,3.74,448090.4,10.0
736747.06,16.44,3.75,448669.12,10.01
736870.86,16.45,3.75,448657.59,10.01
737146.64,16.46,3.76,448425.61,10.01
737146.64,16.46,3.76,448425.61,10.01
736983.9,16.46,3.76,448765.13,10.02
736837.99,16.46,3.76,448539.53,10.02
736713.95,16.46,3.76,448377.43,10.02
736412.92,16.45,3.76,448401.82,10.02
735939.04,16.44,3.75,447805.55,10.01
735831.5,16.44,3.75,447698.02,10.0
735978.25,16.45,3.75,448323.55,10.02
736147.36,16.45,3.76,448348.13,10.02
735943.75,16.45,3.76,448496.6,10.03
736256.32,16.46,3.77,448596.82,10.03
735240.93,16.47,3.78,448113.35,10.04
735078.19,16.47,3.78,447806.78,10.03
735078.19,16.47,3.78,447806.78,10.03
734743.67,16.46,3.77,447576.42,10.03
734580.93,16.46,3.77,447813.33,10.04
734606.96,16.47,3.77,447682.5,10.04
734606.96,16.47,3.77,447682.5,10.04
734606.96,16.47,3.77,447682.5,10.04
734606.96,16.47,3.77,447682.5,10.04
734499.75,16.47,3.78,447577.72,10.04
734849.75,16.48,3.78,447465.54,10.03
734485.32,16.48,3.79,447233.89,10.04
734316.33,16.48,3.79,447901.02,10.05
734317.56,16.48,3.79,447914.84,10.05
734312.82,16.49,3.79,448146.55,10.06
734205.61,16.49,3.8,448057.71,10.06
734024.36,16.49,3.8,448236.91,10.07
733855.37,16.49,3.8,447996.17,10.07
733661.86,16.49,3.79,447894.73,10.07
733785.66,16.49,3.8,447942.43,10.07
733463.05,16.49,3.8,447580.48,10.06
733463.05,16.49,3.8,447580.48,10.06
733300.31,16.49,3.8,447349.29,10.06
732284.92,16.49,3.8,446865.82,10.07
732122.18,16.49,3.8,446744.92,10.07
731959.44,16.49,3.8,446993.97,10.07
732383.48,16.51,3.81,446907.37,10.07
732019.06,16.51,3.82,446606.1,10.07
731837.81,16.51,3.82,446782.44,10.08
731857.58,16.52,3.82,446779.65,10.08
731664.07,16.51,3.82,446833.82,10.09
731341.46,16.51,3.82,446661.69,10.08
731234.25,16.51,3.82,446928.05,10.09
731053.0,16.51,3.82,446681.75,10.09
731330.81,16.52,3.83,446582.03,10.09
731330.81,16.52,3.83,446582.03,10.09
731178.97,16.52,3.82,446429.2,10.08
731174.22,16.52,3.83,446965.25,10.1
731298.02,16.52,3.83,446926.08,10.1
731488.52,16.53,3.84,446735.93,10.1
731321.57,16.53,3.84,447336.76,10.11
731154.63,16.53,3.84,447153.98,10.11
731030.59,16.53,3.84,446672.31,10.1
730869.53,16.53,3.84,447556.66,10.12
730486.84,16.53,3.84,446781.55,10.11
730610.63,16.54,3.85,446766.95,10.11
730015.2,16.54,3.85,446715.36,10.12
728999.82,16.55,3.85,446231.89,10.13
729007.33,16.55,3.86,446061.35,10.13
728777.97,16.55,3.85,445790.23,10.12
728608.98,16.55,3.85,445622.73,10.12
728854.0,16.55,3.86,446173.12,10.13
728977.79,16.56,3.87,446205.32,10.14
728382.36,16.56,3.87,445852.63,10.14
728003.84,16.55,3.86,445448.36,10.13
728011.35,16.56,3.86,445632.63,10.13
727842.36,16.56,3.86,445466.95,10.13
727648.85,16.56,3.86,445472.42,10.14
727772.65,16.56,3.87,445520.13,10.14
727609.91,16.56,3.87,445248.27,10.14
727320.63,16.56,3.87,444923.2,10.13
727157.89,16.56,3.87,445203.78,10.14
726887.94,16.56,3.87,444844.26,10.13
726895.46,16.56,3.87,444802.08,10.13
726726.47,16.56,3.87,445003.47,10.14
725711.08,16.57,3.88,444520.0,10.15
726048.82,16.58,3.89,444749.68,10.16
726172.62,16.58,3.89,444822.68,10.16
726009.88,16.58,3.89,444588.98,10.16
726009.88,16.58,3.89,444588.98,10.16
725847.14,16.58,3.89,444445.3,10.16
725847.14,16.58,3.89,444436.68,10.16
725873.17,16.59,3.9,444720.04,10.16
725714.4,16.59,3.89,444633.29,10.16
725607.19,16.59,3.89,444449.88,10.16
725105.94,16.58,3.89,444097.34,10.15
725107.17,16.58,3.89,444100.29,10.15
725107.17,16.58,3.89,444086.11,10.15
724925.92,16.58,3.89,443937.93,10.15
725084.93,16.58,3.89,444477.35,10.17
725080.19,16.59,3.89,444494.63,10.17
725080.19,16.59,3.89,444494.63,10.17
725080.19,16.59,3.89,444494.63,10.17
725203.98,16.59,3.9,444542.34,10.17
725041.24,16.59,3.9,444226.07,10.17
724899.54,16.59,3.9,444693.96,10.18
724899.54,16.59,3.9,444716.97,10.18
724732.59,16.59,3.9,444380.53,10.17
724427.3,16.59,3.9,444411.94,10.18
724696.84,16.6,3.91,444419.96,10.18
724831.32,16.61,3.92,444704.02,10.19
724955.12,16.61,3.92,444751.72,10.19
724657.12,16.61,3.92,444433.75,10.19
724494.38,16.61,3.92,444226.52,10.18
724331.64,16.61,3.92,444081.66,10.18
724185.73,16.61,3.92,444470.4,10.19
724061.69,16.61,3.92,444300.81,10.19
723705.17,16.6,3.91,444040.97,10.19
723523.92,16.6,3.91,443824.04,10.19
723553.79,16.61,3.92,444094.04,10.19
723350.19,16.61,3.91,443814.01,10.19
723473.98,16.61,3.92,443984.96,10.2
723311.24,16.61,3.92,443767.0,10.19
723169.54,16.61,3.92,443580.24,10.19
722154.15,16.62,3.93,443096.77,10.2
721138.77,16.63,3.94,442613.3,10.21
720123.38,16.64,3.94,442129.83,10.21
720284.43,16.64,3.95,442901.86,10.23
720160.4,16.64,3.95,442960.91,10.24
720437.86,16.65,3.96,443155.86,10.24
720813.56,16.66,3.97,443202.0,10.25
720937.36,16.67,3.98,443187.4,10.25
720937.36,16.67,3.98,443226.76,10.25
720729.36,16.67,3.97,443024.36,10.24
720566.62,16.67,3.97,442793.79,10.24
720403.88,16.67,3.97,443091.97,10.25
720257.96,16.67,3.98,442915.68,10.25
719613.05,16.66,3.96,442473.8,10.24
719489.01,16.66,3.96,442279.88,10.24
719489.01,16.66,3.96,442279.88,10.24
719307.76,16.66,3.96,442701.74,10.25
719618.04,16.67,3.97,442669.92,10.25
719618.04,16.67,3.97,442687.41,10.25
719840.49,16.67,3.98,443130.96,10.26
719840.49,16.67,3.98,443130.96,10.26
719809.59,16.67,3.98,442975.82,10.26
720122.16,16.68,3.99,443076.05,10.26
719106.77,16.69,4.0,442592.58,10.27
718712.44,16.68,3.99,442217.86,10.26
718738.47,16.69,3.99,442038.94,10.26
718575.73,16.69,3.99,441826.87,10.26
717560.34,16.69,4.0,441343.4,10.27
717560.34,16.69,4.0,441343.4,10.27
717033.42,16.7,4.01,441937.89,10.29
717157.22,16.7,4.01,442010.9,10.3
716141.84,16.71,4.02,441527.43,10.3
716043.82,16.71,4.02,441306.53,10.3
716069.85,16.72,4.02,440971.77,10.29
716345.63,16.72,4.03,441330.93,10.3
716199.72,16.73,4.03,441091.21,10.3
716075.68,16.73,4.03,440958.54,10.3
715894.43,16.73,4.03,441539.5,10.32
717624.64,16.77,4.07,443470.06,10.36
717624.64,16.77,4.07,443470.06,10.36
717748.44,16.77,4.08,443455.46,10.36
717585.7,16.77,4.08,443224.88,10.36
717861.48,16.78,4.09,443568.94,10.37
717715.57,16.78,4.09,443347.8,10.37
717591.53,16.78,4.09,443178.36,10.37
717213.01,16.78,4.08,443595.66,10.38
717031.76,16.78,4.08,443260.74,10.37
717031.76,16.78,4.08,443260.74,10.37
716872.86,16.78,4.08,443104.82,10.37
716858.02,16.78,4.09,443234.8,10.37
716699.26,16.78,4.08,443091.58,10.37
716699.26,16.78,4.08,443091.58,10.37
716823.05,16.78,4.09,443052.4,10.37
716660.31,16.78,4.09,442823.01,10.37
716707.37,16.79,4.09,443261.79,10.38
716978.95,16.8,4.1,443023.16,10.38
716854.91,16.8,4.1,442945.19,10.38
716693.85,16.8,4.1,444108.94,10.41
716833.96,16.8,4.11,443653.27,10.4
716403.87,16.8,4.11,443328.11,10.39
715388.49,16.81,4.11,442844.63,10.4
715512.28,16.81,4.12,442777.96,10.4
715538.31,16.82,4.12,442596.26,10.4
715703.57,16.82,4.13,442948.14,10.41
714688.19,16.83,4.14,442464.67,10.42
714542.27,16.83,4.14,442258.51,10.42
714418.23,16.83,4.14,442070.01,10.42
714236.98,16.83,4.14,442631.57,10.43
714406.09,16.84,4.15,442636.09,10.43
714208.54,16.84,4.14,442719.45,10.44
714099.77,16.84,4.14,442619.06,10.43
714223.57,16.84,4.15,442607.53,10.44
713208.19,16.85,4.16,442149.56,10.45
713208.19,16.85,4.16,442149.56,10.45
713045.45,16.85,4.16,441892.53,10.44
712882.71,16.85,4.16,442197.04,10.45
712736.79,16.85,4.16,442007.96,10.45
712940.75,16.86,4.17,441859.62,10.45
712759.5,16.86,4.17,442351.7,10.46
713039.13,16.87,4.17,442482.61,10.47
712023.75,16.87,4.18,441999.14,10.47
712008.91,16.88,4.18,441993.18,10.48
711710.91,16.87,4.18,441723.41,10.47
711834.71,16.88,4.19,441755.6,10.47
711671.97,16.88,4.19,441497.05,10.47
711697.99,16.88,4.19,441425.83,10.47
711329.47,16.88,4.18,441219.31,10.47
711166.73,16.88,4.18,441490.53,10.48
711059.52,16.88,4.18,441354.79,10.48
711060.75,16.88,4.18,441356.57,10.48
711318.03,16.88,4.19,441198.98,10.47
710955.53,16.88,4.19,441667.88,10.49
711268.09,16.9,4.2,441768.1,10.49
710889.57,16.89,4.2,441367.25,10.49
711165.35,16.9,4.2,441146.85,10.48
711002.61,16.9,4.2,441375.99,10.49
710705.84,16.89,4.2,441073.48,10.48
710559.93,16.89,4.2,440925.86,10.48
710435.89,16.89,4.2,440707.81,10.48
710289.47,16.89,4.2,441616.7,10.5
710128.41,16.89,4.2,441516.19,10.5
710186.77,16.89,4.2,440769.39,10.49
709934.49,16.89,4.2,441155.49,10.5
710058.29,16.9,4.21,441187.69,10.5
710059.52,16.9,4.21,441205.87,10.5
710085.55,16.9,4.21,441040.88,10.5
709922.81,16.9,4.21,440876.09,10.5
710198.59,16.91,4.22,441205.95,10.51
710091.38,16.91,4.22,441006.07,10.5
710098.89,16.92,4.22,440848.29,10.5
709881.46,16.91,4.22,440668.89,10.5
709901.24,16.92,4.22,441418.79,10.52
709707.73,16.92,4.22,441472.56,10.52
709707.73,16.92,4.22,441472.56,10.52
709831.52,16.92,4.23,441520.26,10.53
709453.0,16.92,4.22,441126.41,10.52
709453.0,16.92,4.22,441126.41,10.52
709453.0,16.92,4.22,441127.11,10.52
709618.26,16.92,4.23,440868.47,10.51
709455.52,16.92,4.23,440787.56,10.51
709498.37,16.93,4.23,441159.54,10.52
708482.99,16.93,4.24,440676.06,10.53
708202.16,16.93,4.24,440404.31,10.53
708202.16,16.93,4.24,440404.31,10.53
707904.17,16.92,4.23,440133.16,10.52
707968.89,16.93,4.24,440025.96,10.52
706953.51,16.94,4.24,439542.49,10.53
706772.26,16.94,4.24,439917.21,10.54
706772.26,16.94,4.24,439917.21,10.54
706603.27,16.94,4.24,439516.56,10.53
706409.76,16.94,4.24,439764.53,10.54
706409.76,16.94,4.24,439764.53,10.54
706533.56,16.94,4.25,439812.23,10.55
706370.82,16.94,4.25,439519.35,10.54
706396.84,16.95,4.25,439466.95,10.54
706250.93,16.95,4.26,439829.82,10.55
706658.14,16.96,4.27,439650.49,10.55
706464.26,16.96,4.26,439999.72,10.56
706471.78,16.96,4.27,439763.88,10.56
706302.79,16.96,4.27,439556.46,10.55
706134.38,16.96,4.27,440021.05,10.57
706696.7,16.97,4.28,440093.88,10.57
706533.96,16.97,4.28,439771.47,10.57
706559.98,16.98,4.29,440133.31,10.58
706414.07,16.98,4.29,439730.36,10.57
706478.8,16.98,4.29,439861.43,10.57
706486.31,16.99,4.29,439706.0,10.57
706317.32,16.99,4.29,440511.86,10.59
706312.58,16.99,4.3,440696.57,10.6
706855.66,17.01,4.31,440671.93,10.6
706692.92,17.01,4.31,440444.12,10.6
706314.39,17.0,4.31,440024.32,10.59
706151.65,17.0,4.31,440334.41,10.6
706427.44,17.01,4.32,440176.48,10.6
706320.23,17.01,4.32,440014.32,10.6
706138.98,17.01,4.32,440413.87,10.61
706158.75,17.01,4.32,439937.79,10.6
705811.16,17.02,4.33,439664.33,10.6
704795.77,17.03,4.34,439206.36,10.61
704417.25,17.02,4.33,439796.15,10.63
704412.5,17.02,4.33,439896.59,10.63
704412.5,17.02,4.33,439896.59,10.63
703397.12,17.03,4.34,439413.12,10.64
703397.12,17.03,4.34,439400.4,10.64
703273.08,17.03,4.34,440480.47,10.67
703835.4,17.05,4.36,440544.36,10.67
703857.04,17.05,4.36,440368.08,10.67
703694.3,17.05,4.36,440054.61,10.67
703315.77,17.05,4.36,440432.81,10.68
703153.03,17.05,4.36,440170.19,10.67
703335.12,17.05,4.36,439997.23,10.67
703211.08,17.06,4.36,440724.91,10.69
703212.31,17.06,4.36,440740.91,10.69
703212.31,17.06,4.36,440801.79,10.69
703051.26,17.06,4.36,440662.43,10.69
702761.98,17.05,4.36,440321.67,10.68
702666.06,17.05,4.36,439867.81,10.67
702751.29,17.06,4.36,440316.83,10.69
703063.85,17.07,4.38,440417.05,10.69
702901.11,17.07,4.38,440184.03,10.69
702575.63,17.07,4.38,440291.01,10.7
702255.63,17.06,4.37,439971.01,10.69
702567.7,17.07,4.38,439795.15,10.69
702386.45,17.07,4.38,439656.78,10.69
702217.46,17.07,4.38,440219.85,10.7
702023.95,17.07,4.38,440050.75,10.7
702147.75,17.08,4.39,439988.37,10.7
701952.41,17.07,4.38,439863.82,10.7
701742.78,17.07,4.38,439649.37,10.69
701742.78,17.07,4.38,439724.38,10.7
701580.03,17.07,4.38,439518.19,10.69
701290.76,17.06,4.37,439229.8,10.69
701290.76,17.06,4.37,439220.74,10.69
701149.05,17.07,4.37,439611.92,10.7
701149.05,17.07,4.37,439691.67,10.7
700982.1,17.07,4.37,439415.62,10.7
701046.83,17.07,4.38,439258.89,10.7
700865.58,17.07,4.38,439526.38,10.71
700865.58,17.07,4.38,439522.48,10.7
700696.59,17.07,4.38,439394.54,10.7
700503.08,17.07,4.38,439252.96,10.7
700626.88,17.08,4.38,439325.97,10.71
700431.55,17.07,4.38,439126.99,10.7
700707.33,17.08,4.39,438915.36,10.7
700544.59,17.08,4.39,439156.68,10.71
700398.68,17.08,4.39,438990.04,10.71
700274.64,17.08,4.39,438762.29,10.7
700282.15,17.09,4.39,438718.29,10.7
700113.16,17.09,4.4,439257.02,10.72
699919.65,17.09,4.39,439124.07,10.72
699696.94,17.08,4.39,438905.13,10.72
699467.05,17.08,4.39,438750.05,10.71
699779.62,17.09,4.4,438850.27,10.72
699616.88,17.09,4.4,438653.51,10.71
699985.39,17.1,4.41,438873.33,10.72
699873.42,17.1,4.41,438626.76,10.72
699727.5,17.1,4.41,438892.2,10.72
700022.74,17.11,4.42,438598.59,10.72
699841.49,17.11,4.42,439241.82,10.74
699672.5,17.11,4.42,439141.08,10.74
699675.1,17.11,4.42,439142.6,10.74
699481.59,17.11,4.41,439183.34,10.74
699605.39,17.11,4.42,439215.53,10.74
699442.65,17.11,4.42,438999.86,10.74
699442.65,17.11,4.42,439017.35,10.74
699279.91,17.11,4.42,438896.44,10.74
699117.17,17.12,4.42,439138.53,10.75
699009.96,17.12,4.42,439005.28,10.75
699017.47,17.12,4.43,438847.9,10.75
698848.48,17.12,4.43,439086.93,10.76
698654.97,17.12,4.43,438888.63,10.75
698778.77,17.13,4.43,438907.02,10.76
697763.39,17.14,4.44,438423.55,10.77
697600.65,17.14,4.44,438136.59,10.76
697819.91,17.14,4.45,438484.71,10.77
697711.15,17.14,4.45,438376.34,10.77
697711.15,17.14,4.45,438376.34,10.77
697565.23,17.14,4.45,438202.79,10.77
697441.2,17.14,4.45,438002.2,10.77
697259.95,17.14,4.45,438475.61,10.78
696970.67,17.14,4.44,438299.9,10.78
696681.39,17.13,4.44,437966.03,10.77
696522.49,17.13,4.44,437792.12,10.77
696174.9,17.14,4.45,437518.66,10.77
695971.29,17.14,4.45,437418.35,10.77
695651.29,17.13,4.44,437098.35,10.77
694635.91,17.14,4.45,436640.39,10.78
694511.87,17.14,4.45,437720.46,10.8
694635.67,17.15,4.46,437723.41,10.81
694472.93,17.15,4.46,437496.31,10.8
694164.27,17.15,4.46,437761.5,10.82
693148.89,17.16,4.47,437278.03,10.83
692987.83,17.16,4.47,436629.93,10.81
692623.41,17.17,4.48,436398.28,10.82
692623.41,17.17,4.48,436441.59,10.82
