ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b45b-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_milli,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b45b-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_ratio,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b45b-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_q124,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b45b-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_milli,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b45b-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_ratio
477700.87,27.17,13.57,318846.1,18.13
477969.7,27.19,13.6,319033.78,18.15
477777.51,27.19,13.59,318921.87,18.15
477829.2,27.2,13.6,318904.95,18.15
477829.2,27.2,13.6,318927.22,18.16
477673.9,27.19,13.6,318769.23,18.15
477329.12,27.18,13.59,318617.0,18.14
477380.81,27.2,13.6,318598.46,18.15
477244.85,27.21,13.61,319289.72,18.2
477244.85,27.21,13.61,319274.55,18.2
477108.89,27.21,13.62,319274.35,18.21
476972.93,27.22,13.62,319274.35,18.22
476836.97,27.23,13.63,319274.35,18.23
476701.01,27.24,13.64,319302.32,18.24
476544.11,27.23,13.63,319141.48,18.24
476408.16,27.24,13.64,319113.55,18.24
475864.32,27.27,13.67,319140.2,18.29
475864.32,27.27,13.67,319140.2,18.29
475916.01,27.28,13.69,319458.71,18.31
475916.01,27.28,13.69,319458.71,18.31
476312.81,27.31,13.71,319394.72,18.31
476364.5,27.33,13.73,319779.49,18.34
476239.73,27.32,13.73,319924.39,18.36
476508.56,27.35,13.75,319918.06,18.36
476372.6,27.35,13.76,319897.55,18.37
476435.36,27.37,13.78,319513.0,18.36
476410.06,27.38,13.79,319335.3,18.35
476274.1,27.39,13.79,319701.26,18.39
476325.8,27.41,13.81,319906.38,18.41
476189.84,27.41,13.82,319803.47,18.41
476053.88,27.42,13.83,319803.47,18.42
476325.91,27.45,13.85,319803.28,18.43
476189.95,27.45,13.86,319803.28,18.44
476053.99,27.46,13.87,319879.01,18.45
476105.68,27.48,13.88,319803.3,18.46
476105.68,27.48,13.88,319822.04,18.46
476157.37,27.49,13.9,319822.01,18.47
476021.41,27.5,13.91,319822.01,18.48
476073.11,27.52,13.92,320791.65,18.54
476256.82,27.54,13.94,321045.44,18.56
475922.04,27.53,13.93,320728.3,18.55
476105.75,27.55,13.95,320728.11,18.56
476377.78,27.57,13.98,320728.11,18.56
476220.13,27.57,13.97,320571.25,18.56
476403.85,27.59,13.99,320597.37,18.56
476267.89,27.6,14.0,320581.04,18.57
476131.93,27.6,14.01,320571.25,18.58
476131.93,27.6,14.01,320571.25,18.58
475995.97,27.61,14.02,321520.14,18.65
475860.01,27.62,14.02,321519.94,18.66
475731.51,27.63,14.03,321274.74,18.66
475731.51,27.63,14.03,321274.74,18.66
475441.84,27.62,14.02,321068.73,18.65
475298.41,27.62,14.03,321478.01,18.68
475298.41,27.62,14.03,321478.01,18.68
475162.45,27.63,14.04,321478.01,18.69
475026.49,27.64,14.04,321524.52,18.71
474890.53,27.65,14.05,321617.5,18.72
474942.23,27.66,14.07,321492.22,18.73
474993.92,27.68,14.08,321478.01,18.73
474993.92,27.68,14.08,321478.01,18.73
474865.43,27.69,14.09,321681.38,18.76
474673.24,27.68,14.09,321428.8,18.74
474529.81,27.69,14.09,321602.43,18.77
474529.81,27.69,14.09,321602.43,18.77
474393.85,27.7,14.1,321650.65,18.78
474577.56,27.72,14.12,321771.61,18.79
474441.6,27.73,14.13,321771.42,18.8
474625.32,27.75,14.15,321771.42,18.81
474809.03,27.77,14.17,321800.14,18.82
474673.07,27.78,14.18,321776.4,18.83
474537.11,27.79,14.19,321771.43,18.84
474379.46,27.78,14.18,321618.3,18.83
474563.17,27.8,14.21,322171.31,18.87
474273.5,27.79,14.19,321791.1,18.85
474545.53,27.81,14.22,321857.55,18.86
474353.35,27.81,14.21,321624.97,18.85
474405.04,27.82,14.23,322307.98,18.9
474673.86,27.85,14.25,322382.46,18.91
474537.9,27.85,14.26,322612.07,18.94
474401.94,27.86,14.27,322612.34,18.95
474265.98,27.87,14.28,322509.17,18.95
474317.68,27.89,14.29,322632.27,18.97
473972.89,27.88,14.28,322285.27,18.95
474249.35,27.9,14.3,322517.54,18.97
474301.05,27.92,14.32,322635.85,18.99
474165.09,27.92,14.33,322570.0,19.0
474400.85,27.95,14.35,322569.8,19.0
474185.05,27.94,14.34,322347.7,18.99
474049.09,27.95,14.35,322347.7,19.0
473913.13,27.96,14.36,322479.91,19.02
473913.13,27.96,14.36,322479.91,19.02
474148.9,27.98,14.38,322355.76,19.02
474012.94,27.99,14.39,322672.52,19.05
474064.63,28.0,14.41,322691.91,19.06
474064.63,28.0,14.41,322691.91,19.06
473928.67,28.01,14.42,322655.42,19.07
473586.25,28.0,14.4,322448.68,19.06
473450.29,28.01,14.41,323110.28,19.11
473719.11,28.03,14.44,323184.75,19.12
473770.8,28.05,14.45,323459.37,19.15
473634.84,28.06,14.46,323459.18,19.16
473634.84,28.06,14.46,323459.18,19.16
473290.06,28.04,14.45,323249.04,19.15
473154.1,28.05,14.46,323249.04,19.17
473154.1,28.05,14.46,323249.04,19.17
473205.79,28.07,14.47,323249.04,19.17
472922.78,28.06,14.46,323003.54,19.16
473191.61,28.08,14.49,323134.82,19.18
473055.65,28.09,14.49,323080.64,19.18
473055.65,28.09,14.49,323080.64,19.18
472934.62,28.1,14.5,323942.2,19.25
472777.8,28.09,14.5,323786.14,19.24
472641.84,28.1,14.51,323785.94,19.25
472505.88,28.11,14.51,323785.94,19.26
472222.08,28.1,14.51,323445.53,19.25
472490.91,28.13,14.53,323478.93,19.26
472354.95,28.13,14.54,323456.68,19.27
472010.16,28.12,14.53,323445.53,19.27
472193.88,28.14,14.55,324184.04,19.32
472059.72,28.15,14.56,323756.91,19.31
472059.72,28.15,14.56,323756.91,19.31
471858.38,28.16,14.56,323845.79,19.32
471737.36,28.17,14.57,323859.49,19.34
472006.18,28.19,14.59,323859.49,19.34
471870.22,28.2,14.6,323859.49,19.35
471939.94,28.22,14.62,323388.55,19.34
471585.16,28.2,14.61,323388.55,19.34
471422.18,28.21,14.61,323687.94,19.37
471286.22,28.22,14.62,323687.94,19.38
471150.26,28.23,14.63,323687.94,19.39
471333.97,28.25,14.65,323726.79,19.4
471385.66,28.27,14.67,323807.56,19.42
471249.7,28.28,14.68,323792.86,19.43
471518.53,28.3,14.7,324635.94,19.48
471570.22,28.32,14.72,324231.74,19.47
471621.91,28.33,14.74,323995.19,19.46
471332.24,28.32,14.73,323753.1,19.45
471391.4,28.34,14.74,323583.16,19.45
471435.62,28.36,14.76,324269.12,19.5
471487.31,28.37,14.78,324269.3,19.51
471197.64,28.36,14.76,324268.54,19.52
471197.64,28.36,14.76,324268.54,19.52
471061.68,28.37,14.77,324268.17,19.53
470716.9,28.36,14.76,323874.7,19.51
470716.9,28.36,14.76,323874.7,19.51
470768.59,28.37,14.78,323874.7,19.52
470768.59,28.37,14.78,323874.7,19.52
470632.63,28.38,14.79,323874.93,19.53
470496.67,28.39,14.8,324007.29,19.55
470765.49,28.42,14.82,324005.05,19.56
470420.71,28.4,14.81,324000.36,19.56
470284.75,28.41,14.82,324461.96,19.6
469995.08,28.4,14.8,324067.08,19.58
469859.12,28.41,14.81,323870.99,19.58
469910.81,28.43,14.83,323871.17,19.59
470179.63,28.45,14.85,323870.79,19.6
470363.34,28.47,14.88,323870.79,19.61
470018.56,28.46,14.86,323920.62,19.61
470287.39,28.48,14.89,323904.62,19.62
470151.43,28.49,14.9,323870.79,19.63
470151.43,28.49,14.9,323870.79,19.63
470151.43,28.49,14.9,323818.71,19.63
469861.75,28.48,14.89,323474.48,19.61
469516.97,28.47,14.87,324506.56,19.68
469381.01,28.48,14.88,324506.37,19.69
469245.05,28.49,14.89,324506.37,19.7
469480.82,28.51,14.92,323730.63,19.66
469664.53,28.53,14.94,323730.63,19.67
469528.57,28.54,14.95,323878.48,19.69
469587.73,28.56,14.96,323723.39,19.69
469452.52,28.57,14.97,324859.68,19.77
469721.35,28.59,15.0,324885.46,19.78
469585.39,28.6,15.01,324822.44,19.79
469637.08,28.62,15.02,325615.58,19.84
469501.12,28.63,15.03,325591.02,19.85
469552.81,28.65,15.05,325591.2,19.86
469416.85,28.66,15.06,325590.82,19.88
469072.07,28.64,15.05,325207.81,19.86
469340.89,28.67,15.07,325207.81,19.86
469204.93,28.68,15.08,325249.61,19.88
469476.97,28.7,15.11,325213.63,19.88
469341.01,28.71,15.12,325207.81,19.9
469392.7,28.73,15.13,326148.01,19.96
469256.74,28.74,15.14,326112.38,19.97
469528.77,28.77,15.17,326112.18,19.98
469528.77,28.77,15.17,326112.18,19.98
469528.77,28.77,15.17,326112.18,19.98
469183.99,28.75,15.16,326060.61,19.98
469048.03,28.76,15.17,326060.61,19.99
469048.03,28.76,15.17,326060.61,19.99
469099.72,28.78,15.18,326065.7,20.0
468907.53,28.77,15.18,325994.61,20.0
468771.57,28.78,15.19,325991.92,20.01
468955.29,28.8,15.21,325990.7,20.02
468819.33,28.81,15.22,325989.52,20.04
468683.37,28.82,15.23,327029.97,20.11
468867.08,28.85,15.25,327236.6,20.13
468573.82,28.83,15.24,326935.94,20.12
468842.64,28.86,15.26,327010.42,20.13
468552.97,28.85,15.25,326779.87,20.12
468604.66,28.86,15.27,327054.49,20.14
468656.35,28.88,15.29,327054.67,20.15
468366.68,28.87,15.27,326836.04,20.15
468366.68,28.87,15.27,326836.04,20.15
468418.37,28.89,15.29,326835.66,20.16
468073.59,28.87,15.28,326625.53,20.15
467937.63,28.88,15.29,326625.53,20.16
467801.67,28.89,15.3,326625.94,20.17
468078.13,28.92,15.32,326686.26,20.18
468078.13,28.92,15.32,326686.26,20.18
467942.17,28.93,15.33,326625.98,20.19
467599.75,28.91,15.32,327182.83,20.23
467471.25,28.92,15.33,326833.23,20.22
467327.83,28.93,15.34,327073.55,20.25
467038.15,28.92,15.33,326726.97,20.23
467306.98,28.95,15.35,326801.45,20.24
467542.75,28.97,15.38,327400.14,20.29
467406.79,28.98,15.39,327399.94,20.3
467270.83,28.99,15.39,327399.94,20.31
467134.87,29.0,15.4,327437.98,20.33
466790.08,28.99,15.39,327054.79,20.31
466654.12,29.0,15.4,327748.05,20.37
466518.16,29.01,15.41,327645.15,20.37
466382.2,29.02,15.42,327645.15,20.38
466382.2,29.02,15.42,327645.15,20.38
466246.24,29.03,15.43,327644.95,20.4
466246.24,29.03,15.43,327644.95,20.4
466110.28,29.04,15.44,327025.66,20.37
465974.32,29.04,15.45,327025.66,20.38
465838.36,29.05,15.46,327025.66,20.4
465890.06,29.07,15.48,327040.47,20.41
465949.22,29.09,15.49,327004.24,20.42
465805.79,29.1,15.5,327290.78,20.45
465805.79,29.1,15.5,327290.78,20.45
466066.98,29.12,15.53,327359.02,20.46
465931.02,29.13,15.54,327338.5,20.47
465982.71,29.15,15.56,327346.31,20.48
465982.71,29.15,15.56,327346.31,20.48
466254.74,29.18,15.58,328123.69,20.54
466438.46,29.2,15.61,328537.82,20.57
466438.46,29.2,15.61,328537.82,20.57
466302.5,29.21,15.62,328537.63,20.58
466166.54,29.22,15.63,328537.63,20.6
466030.58,29.23,15.64,328602.9,20.61
466030.58,29.23,15.64,328602.9,20.61
465710.58,29.22,15.62,328282.9,20.6
465710.58,29.22,15.62,328355.93,20.6
465428.32,29.21,15.61,328133.63,20.59
465292.37,29.22,15.62,328181.76,20.61
465156.41,29.23,15.63,328707.14,20.65
464809.26,29.21,15.62,328329.24,20.64
465078.08,29.24,15.64,328329.04,20.64
465129.77,29.26,15.66,328052.81,20.63
464993.81,29.27,15.67,328052.81,20.65
465273.32,29.29,15.7,327763.74,20.64
464928.53,29.28,15.69,327763.74,20.64
465197.36,29.31,15.71,327930.57,20.66
464914.29,29.29,15.7,327632.39,20.64
464770.86,29.3,15.71,328172.35,20.69
464634.9,29.31,15.72,328059.1,20.7
464300.12,29.3,15.71,328981.78,20.76
464164.16,29.31,15.72,328981.58,20.77
464432.98,29.34,15.74,328981.58,20.78
464297.02,29.35,15.75,328293.03,20.75
464103.07,29.34,15.74,327975.57,20.73
463758.29,29.33,15.73,327975.57,20.74
463468.61,29.31,15.72,327799.44,20.73
463332.65,29.32,15.73,327981.58,20.76
463196.69,29.33,15.74,328062.62,20.78
463248.38,29.35,15.76,327873.65,20.77
463119.89,29.36,15.77,328314.86,20.82
462838.16,29.35,15.75,328120.98,20.81
462882.39,29.37,15.77,328084.0,20.82
462604.39,29.36,15.76,327780.38,20.8
462468.43,29.37,15.77,327631.45,20.8
462332.47,29.38,15.78,327631.26,20.82
462211.45,29.39,15.79,328173.24,20.87
462211.45,29.39,15.79,328151.73,20.86
462068.02,29.4,15.8,327691.49,20.85
461924.59,29.41,15.81,327555.49,20.85
462201.05,29.43,15.84,327555.49,20.86
462065.09,29.44,15.85,327563.13,20.87
461722.67,29.43,15.83,327565.86,20.88
461991.5,29.46,15.86,327555.49,20.88
461991.5,29.46,15.86,327537.05,20.88
461855.54,29.47,15.87,327881.98,20.92
462039.25,29.49,15.89,327840.8,20.92
462039.25,29.49,15.89,327840.8,20.92
462039.25,29.49,15.89,327859.24,20.93
462090.94,29.51,15.91,327788.47,20.93
461875.13,29.5,15.9,327633.33,20.93
461739.17,29.51,15.91,328427.52,20.99
461484.25,29.5,15.9,328129.97,20.97
461348.29,29.51,15.91,328027.06,20.98
461399.98,29.53,15.93,328211.9,21.0
461399.98,29.53,15.93,328204.51,21.0
461264.02,29.54,15.94,328204.32,21.02
461264.02,29.54,15.94,328186.35,21.02
461315.71,29.56,15.96,328186.35,21.03
461179.75,29.57,15.97,328186.35,21.04
461179.75,29.57,15.97,328164.04,21.04
461231.45,29.59,15.99,328164.28,21.05
460892.6,29.57,15.98,327758.97,21.03
460756.64,29.58,15.99,327891.33,21.05
460808.33,29.6,16.01,327934.91,21.07
460860.03,29.62,16.02,328225.19,21.1
460724.07,29.63,16.03,328510.77,21.13
460724.07,29.63,16.03,328536.33,21.13
460996.1,29.66,16.06,328536.13,21.14
460860.14,29.67,16.07,328536.13,21.15
461095.91,29.7,16.1,328542.34,21.16
460959.95,29.71,16.11,328536.46,21.17
460823.99,29.72,16.12,328536.13,21.19
461096.03,29.74,16.15,329230.15,21.24
460960.07,29.75,16.16,329148.46,21.25
461011.76,29.77,16.18,329692.18,21.29
460875.8,29.78,16.19,329691.98,21.31
460739.84,29.79,16.2,329691.98,21.32
460739.84,29.79,16.2,329691.98,21.32
461008.66,29.82,16.23,329720.95,21.33
461192.38,29.85,16.25,329730.07,21.34
461428.15,29.87,16.28,329691.98,21.34
461083.36,29.86,16.26,330099.76,21.38
461267.07,29.88,16.29,330007.87,21.38
461450.79,29.91,16.31,330092.51,21.39
461450.79,29.91,16.31,330115.45,21.4
461450.79,29.91,16.31,330115.73,21.4
461502.48,29.93,16.33,330104.68,21.41
461366.52,29.94,16.34,331120.9,21.49
461034.79,29.92,16.33,330828.01,21.47
461086.48,29.94,16.35,331060.26,21.5
460950.52,29.95,16.36,331040.65,21.51
461013.29,29.97,16.38,330656.1,21.5
461013.29,29.97,16.38,330656.1,21.5
460800.33,29.98,16.38,330295.27,21.49
460852.03,30.0,16.4,330373.79,21.5
460903.72,30.02,16.42,330373.97,21.52
460903.72,30.02,16.42,330373.97,21.52
461087.43,30.04,16.45,330373.6,21.52
461087.43,30.04,16.45,330373.6,21.52
460794.17,30.03,16.43,330101.73,21.51
460977.88,30.05,16.46,330101.73,21.52
461213.65,30.08,16.48,330126.13,21.53
461077.69,30.09,16.49,330110.93,21.54
461338.88,30.12,16.52,330762.07,21.59
461001.73,30.1,16.51,330175.71,21.56
461053.42,30.12,16.53,330333.78,21.58
461105.11,30.14,16.55,331442.74,21.67
461105.11,30.14,16.55,331461.26,21.67
460969.15,30.15,16.56,331427.09,21.68
461245.61,30.18,16.59,331697.35,21.7
461297.31,30.2,16.6,331697.53,21.72
461297.31,30.2,16.6,331697.53,21.72
461161.35,30.21,16.62,331697.16,21.73
461161.35,30.21,16.62,331697.16,21.73
461213.04,30.23,16.63,331697.16,21.74
461077.08,30.24,16.65,331710.74,21.76
460941.12,30.25,16.66,331698.27,21.77
460992.81,30.27,16.68,331697.16,21.78
461176.52,30.3,16.7,332540.25,21.85
461040.56,30.31,16.71,332516.95,21.86
460904.6,30.32,16.72,332414.04,21.87
460956.3,30.34,16.74,332597.86,21.89
460820.34,30.35,16.75,332578.25,21.9
461056.11,30.38,16.78,331926.76,21.87
460920.15,30.39,16.79,331843.47,21.88
461103.86,30.41,16.82,331843.27,21.89
460761.44,30.4,16.8,331574.27,21.88
460761.44,30.4,16.8,331616.77,21.88
461030.26,30.43,16.83,331616.77,21.89
460894.3,30.44,16.84,331674.87,21.9
460773.28,30.45,16.85,332620.47,21.98
460723.28,30.45,16.85,332570.47,21.98
459635.6,30.54,16.94,332570.28,22.1
459819.31,30.56,16.97,332538.47,22.1
459683.35,30.57,16.98,332524.69,22.12
459338.57,30.56,16.97,333990.08,22.22
459522.28,30.59,16.99,334074.72,22.24
459705.99,30.61,17.02,334431.35,22.27
459513.81,30.6,17.01,334219.0,22.26
459782.63,30.63,17.04,334218.81,22.27
459849.26,30.65,17.06,333802.18,22.25
459504.47,30.64,17.04,333802.18,22.26
459368.51,30.65,17.05,333802.18,22.27
459061.28,30.64,17.04,333477.39,22.26
459105.5,30.66,17.06,333295.29,22.26
458969.64,30.67,17.07,333469.66,22.28
458833.68,30.68,17.08,333694.88,22.31
459017.4,30.7,17.11,333495.14,22.31
459069.09,30.73,17.13,333604.08,22.33
458933.13,30.74,17.14,333603.88,22.34
458797.17,30.75,17.15,333603.88,22.36
458676.14,30.76,17.16,334697.93,22.45
458540.18,30.77,17.18,334700.27,22.46
458540.18,30.77,17.18,334700.27,22.46
458609.9,30.79,17.2,334398.98,22.45
458772.54,30.82,17.22,334529.91,22.47
458824.23,30.84,17.24,334535.32,22.48
459093.05,30.87,17.27,334561.58,22.49
459093.05,30.87,17.27,334561.58,22.49
458957.09,30.88,17.28,334527.57,22.51
458828.6,30.89,17.29,334608.94,22.53
458828.6,30.89,17.29,334608.94,22.53
458692.64,30.9,17.31,334608.75,22.54
458692.64,30.9,17.31,334608.75,22.54
457604.96,31.0,17.4,334608.55,22.66
457469.0,31.01,17.41,334608.55,22.68
457333.04,31.02,17.42,334661.67,22.7
457197.08,31.03,17.43,334622.02,22.71
456877.08,31.02,17.42,334302.02,22.69
456741.12,31.03,17.43,335047.63,22.76
456456.59,31.02,17.42,335582.83,22.8
456440.56,31.03,17.44,335400.81,22.8
456440.56,31.03,17.44,335400.81,22.8
456492.25,31.05,17.46,335207.08,22.8
456761.08,31.08,17.49,335281.56,22.82
456625.12,31.09,17.5,335436.89,22.84
456625.12,31.09,17.5,335436.89,22.84
456469.81,31.09,17.49,335278.9,22.83
456333.85,31.1,17.5,335278.9,22.85
455989.07,31.09,17.49,335006.17,22.84
456172.78,31.11,17.52,335213.46,22.86
456231.94,31.13,17.54,335187.01,22.87
456276.17,31.15,17.56,335176.04,22.89
456276.17,31.15,17.56,335176.04,22.89
456140.21,31.17,17.57,335041.39,22.89
456412.24,31.2,17.6,335712.28,22.95
456276.28,31.21,17.61,335609.38,22.95
456151.4,31.22,17.62,334886.96,22.92
455938.44,31.23,17.63,334680.87,22.92
456207.27,31.26,17.66,335088.55,22.96
456071.31,31.27,17.67,334985.64,22.97
456071.31,31.27,17.67,334959.95,22.96
455935.35,31.28,17.68,334959.95,22.98
455998.11,31.3,17.71,334575.4,22.97
455653.33,31.29,17.69,334227.73,22.95
455653.33,31.29,17.69,334255.64,22.95
455628.03,31.3,17.71,334077.93,22.95
455811.74,31.33,17.73,334162.56,22.97
455483.75,31.32,17.72,334077.12,22.97
455347.79,31.33,17.73,334165.52,22.99
455211.83,31.34,17.74,334165.33,23.01
455075.87,31.35,17.76,334165.33,23.02
454939.91,31.36,17.77,334217.59,23.04
454939.91,31.36,17.77,334197.9,23.04
454803.95,31.38,17.78,334159.75,23.05
454855.64,31.4,17.8,334152.53,23.07
454697.99,31.39,17.79,333994.88,23.06
454881.7,31.42,17.82,333987.98,23.07
454745.74,31.43,17.83,334531.56,23.12
454609.78,31.44,17.85,334427.94,23.13
454320.11,31.43,17.83,334211.76,23.12
454184.15,31.44,17.85,334211.56,23.14
454184.15,31.44,17.85,334182.61,23.13
454452.97,31.47,17.87,334182.61,23.14
454452.97,31.47,17.87,334214.06,23.14
454452.97,31.47,17.87,334235.75,23.15
454108.19,31.46,17.86,334235.75,23.15
454159.88,31.48,17.88,334281.19,23.17
454428.7,31.51,17.91,334321.97,23.18
454292.74,31.52,17.92,334369.52,23.2
454098.79,31.51,17.92,334156.12,23.19
454150.48,31.53,17.94,334022.35,23.19
454021.99,31.55,17.95,335035.69,23.28
453732.32,31.53,17.94,334658.22,23.26
453588.89,31.54,17.95,334450.18,23.26
453640.58,31.57,17.97,334573.28,23.28
453692.27,31.59,17.99,334670.91,23.3
453556.31,31.6,18.0,334651.29,23.32
453211.53,31.59,17.99,334327.9,23.3
453075.57,31.6,18.0,334244.61,23.31
453075.57,31.6,18.0,334244.61,23.31
452939.61,31.61,18.01,334244.41,23.33
452991.3,31.63,18.04,334244.41,23.34
453042.99,31.65,18.06,334244.41,23.35
452907.03,31.67,18.07,334271.03,23.37
452771.07,31.68,18.08,334253.57,23.39
452635.11,31.69,18.1,334244.41,23.4
451547.43,31.79,18.2,334244.41,23.53
451411.47,31.81,18.21,334746.94,23.59
451275.51,31.82,18.22,334618.48,23.59
451139.55,31.83,18.24,334618.74,23.61
451003.59,31.85,18.25,334515.57,23.62
451003.59,31.85,18.25,334500.38,23.62
451239.36,31.88,18.28,334477.49,23.63
451291.06,31.9,18.3,334859.89,23.67
451155.1,31.91,18.31,334859.89,23.68
451019.14,31.92,18.33,334859.89,23.7
450883.18,31.94,18.34,335008.77,23.73
450883.18,31.94,18.34,335008.77,23.73
450945.94,31.96,18.36,334624.23,23.71
450809.98,31.97,18.38,334475.35,23.72
451086.16,32.0,18.41,334594.84,23.74
450950.2,32.01,18.42,334590.32,23.75
451001.89,32.04,18.44,334647.29,23.77
450865.93,32.05,18.45,334544.39,23.78
450729.97,32.06,18.47,334544.39,23.8
450998.8,32.09,18.5,334544.19,23.81
450664.01,32.08,18.48,334544.19,23.81
450528.05,32.09,18.5,334568.78,23.83
450796.88,32.12,18.53,334554.91,23.84
450511.64,32.11,18.51,334271.91,23.83
450166.86,32.1,18.5,334261.19,23.83
450166.86,32.1,18.5,334261.19,23.83
450435.68,32.13,18.53,334755.7,23.88
450090.9,32.11,18.52,334749.31,23.88
449954.94,32.13,18.53,334693.73,23.9
449818.98,32.14,18.54,334897.24,23.93
449870.67,32.16,18.56,334493.05,23.91
449922.36,32.18,18.59,334256.5,23.91
449981.52,32.21,18.61,334086.55,23.91
449981.52,32.21,18.61,334104.29,23.91
449838.09,32.22,18.62,334601.62,23.97
449622.28,32.21,18.61,334414.76,23.96
449302.28,32.19,18.6,334094.76,23.94
449166.32,32.21,18.61,334094.57,23.96
449030.36,32.22,18.62,334094.57,23.97
449214.08,32.25,18.65,334223.52,23.99
449449.85,32.28,18.68,333869.82,23.98
449166.03,32.27,18.67,333609.24,23.96
449030.07,32.28,18.68,333571.98,23.98
448894.11,32.29,18.7,333625.06,24.0
448894.11,32.29,18.7,333625.06,24.0
448758.15,32.31,18.71,333625.33,24.02
448622.19,32.32,18.72,333522.16,24.03
448486.23,32.33,18.74,333521.96,24.04
448350.27,32.35,18.75,333521.96,24.06
448229.25,32.36,18.77,334532.55,24.15
448229.25,32.36,18.77,334532.55,24.15
448229.25,32.36,18.77,334532.55,24.15
448498.07,32.39,18.8,334574.54,24.16
448362.11,32.41,18.81,334564.41,24.18
448017.33,32.39,18.8,334684.14,24.2
448017.33,32.39,18.8,334684.14,24.2
447881.37,32.4,18.81,334683.95,24.21
447444.58,32.38,18.79,334260.5,24.19
447444.58,32.38,18.79,334260.5,24.19
447308.62,32.4,18.8,334260.5,24.21
447018.95,32.38,18.79,334281.15,24.22
446875.52,32.4,18.8,333690.63,24.19
446585.85,32.38,18.79,333307.56,24.17
446449.89,32.4,18.8,333478.04,24.2
446310.9,32.41,18.82,333501.09,24.22
446362.59,32.43,18.84,335880.01,24.41
446362.59,32.43,18.84,335858.17,24.4
446425.35,32.46,18.86,335473.62,24.39
446233.17,32.45,18.85,335207.58,24.38
446233.17,32.45,18.85,335232.18,24.38
446097.21,32.46,18.87,335242.55,24.4
445886.6,32.47,18.88,334888.59,24.39
445750.64,32.48,18.89,334840.41,24.4
445817.27,32.51,18.91,334809.44,24.41
446086.09,32.54,18.94,334809.25,24.42
445950.13,32.55,18.96,334809.25,24.44
445638.4,32.54,18.94,334573.86,24.43
445502.44,32.55,18.96,334592.53,24.45
445157.66,32.54,18.94,334584.78,24.46
445021.7,32.55,18.96,334584.8,24.47
445065.93,32.58,18.98,335379.6,24.55
445249.74,32.6,19.01,335498.36,24.57
445113.78,32.62,19.02,336417.67,24.65
445063.78,32.62,19.02,336367.67,24.65
444774.11,32.6,19.01,336058.89,24.63
444638.15,32.62,19.02,336058.69,24.65
444502.19,32.63,19.03,336058.69,24.67
444774.22,32.66,19.07,336064.48,24.68
445043.05,32.69,19.1,336065.99,24.69
444698.26,32.68,19.08,336058.69,24.7
444562.3,32.69,19.1,336457.71,24.74
444426.34,32.71,19.11,337369.62,24.83
444290.38,32.72,19.13,337145.43,24.83
444559.21,32.75,19.16,337219.91,24.85
444423.25,32.77,19.17,337375.25,24.87
444287.29,32.78,19.19,337375.06,24.89
444287.29,32.78,19.19,337375.06,24.89
444151.33,32.8,19.2,337375.06,24.91
444335.04,32.83,19.23,337485.75,24.93
444401.67,32.85,19.25,337083.37,24.92
444401.67,32.85,19.25,337083.37,24.92
444145.59,32.84,19.24,336821.02,24.9
443855.92,32.82,19.23,336620.11,24.89
443734.9,32.84,19.24,337067.43,24.95
443390.11,32.82,19.23,336794.7,24.93
443254.15,32.84,19.24,336798.19,24.95
443522.98,32.87,19.27,336739.67,24.96
443401.95,32.89,19.29,336868.66,24.98
443670.78,32.92,19.32,336868.46,24.99
443527.35,32.93,19.34,336462.63,24.98
443391.39,32.95,19.35,336462.63,25.0
443056.6,32.93,19.34,336541.56,25.01
443056.6,32.93,19.34,336541.56,25.01
442913.18,32.95,19.35,336367.42,25.02
442913.18,32.95,19.35,336367.42,25.02
442982.89,32.97,19.37,336181.64,25.02
442813.97,32.98,19.39,336144.06,25.04
443082.8,33.01,19.42,336127.03,25.05
442793.12,33.0,19.4,335843.77,25.03
442859.75,33.03,19.43,335572.37,25.02
442531.76,33.01,19.41,335163.12,25.0
442531.76,33.01,19.41,335163.12,25.0
442395.8,33.02,19.43,335130.85,25.02
442395.8,33.02,19.43,335130.85,25.02
442051.01,33.01,19.41,335255.42,25.04
442095.24,33.03,19.44,335063.22,25.04
441951.81,33.05,19.45,335031.12,25.05
441815.85,33.06,19.47,334928.22,25.06
441815.85,33.06,19.47,334928.22,25.06
441679.89,33.08,19.48,334928.22,25.08
441543.93,33.09,19.5,334825.31,25.09
441603.09,33.12,19.52,334726.65,25.1
441467.08,33.13,19.53,335328.67,25.17
441252.81,33.13,19.53,336679.04,25.28
441315.57,33.15,19.55,336294.5,25.26
441104.97,33.16,19.56,335940.54,25.25
440815.3,33.15,19.55,335716.26,25.24
