ow,dr,tn,ts,if,ccmd,policy,de,gs,scmd,unscheduled,origin_pods,memory_init_schedule,gpu_init_schedule,milli_gpu_init_schedule,memory_amount_init_schedule,gpu_amount_init_schedule,milli_gpu_amount_init_schedule,q1_lack_both_init_schedule,q2_lack_gpu_init_schedule,q3_satisfied_init_schedule,q4_lack_cpu_init_schedule,xl_satisfied_init_schedule,xr_lack_cpu_init_schedule,no_access_init_schedule,frag_gpu_milli_init_schedule,memory_total,gpu_total,milli_gpu_total
gpushare80,0.0,1.3,42,1.0,f4b4,FGDPredictor1000desharemd6126,share,FGDPredictorScore,6126,4033,8152,63.1,99.5,89.0,333534601412608.0,6179.0,5526820.0,55.64,26.14,0.2,6.91,1.0,10.11,0.0,99.8,528302452244480.0,6212.0,6212000.0
