ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_23e2-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-used_nodes,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_23e2-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-used_gpus,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_23e2-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-used_gpu_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_23e2-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-total_gpus,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_23e2-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-arrived_gpu_milli
640,1628,1320580,6212,1320580
640,1628,1320580,6212,1320580
641,1636,1321580,6212,1321580
641,1636,1322390,6212,1322390
641,1636,1323390,6212,1323390
641,1636,1324390,6212,1324390
641,1636,1325390,6212,1325390
641,1636,1325620,6212,1325620
641,1636,1326620,6212,1326620
641,1636,1327620,6212,1327620
641,1636,1328620,6212,1328620
641,1636,1328620,6212,1328620
641,1636,1329170,6212,1329170
641,1636,1329170,6212,1329170
642,1644,1330170,6212,1330170
642,1644,1330980,6212,1330980
642,1644,1331980,6212,1331980
642,1644,1332980,6212,1332980
642,1644,1333980,6212,1333980
642,1644,1333980,6212,1333980
642,1644,1334980,6212,1334980
642,1644,1335790,6212,1335790
642,1644,1336250,6212,1336250
642,1644,1337060,6212,1337060
642,1644,1337060,6212,1337060
643,1652,1337710,6212,1337710
643,1652,1338520,6212,1338520
643,1652,1338520,6212,1338520
643,1652,1339520,6212,1339520
643,1652,1340520,6212,1340520
643,1652,1341520,6212,1341520
643,1652,1343520,6212,1343520
643,1652,1344520,6212,1344520
644,1660,1345520,6212,1345520
644,1660,1346520,6212,1346520
644,1660,1346520,6212,1346520
644,1660,1347520,6212,1347520
644,1660,1347520,6212,1347520
644,1660,1348520,6212,1348520
644,1660,1349330,6212,1349330
644,1660,1350330,6212,1350330
644,1660,1351330,6212,1351330
644,1660,1352330,6212,1352330
645,1668,1353330,6212,1353330
645,1668,1353330,6212,1353330
645,1668,1353800,6212,1353800
645,1668,1353800,6212,1353800
645,1668,1354800,6212,1354800
645,1668,1355270,6212,1355270
645,1668,1356270,6212,1356270
645,1668,1357080,6212,1357080
645,1668,1357300,6212,1357300
645,1668,1357300,6212,1357300
645,1668,1358300,6212,1358300
645,1668,1358300,6212,1358300
645,1668,1359300,6212,1359300
645,1668,1360300,6212,1360300
646,1676,1361300,6212,1361300
646,1676,1362300,6212,1362300
646,1676,1363110,6212,1363110
647,1684,1371110,6212,1371110
647,1684,1372110,6212,1372110
647,1684,1372580,6212,1372580
647,1684,1373580,6212,1373580
647,1684,1374040,6212,1374040
647,1684,1374850,6212,1374850
647,1684,1375850,6212,1375850
647,1684,1376320,6212,1376320
648,1692,1377320,6212,1377320
648,1692,1377910,6212,1377910
648,1692,1378560,6212,1378560
648,1692,1379560,6212,1379560
648,1692,1380560,6212,1380560
648,1692,1381030,6212,1381030
649,1700,1385030,6212,1385030
649,1700,1386030,6212,1386030
649,1700,1387030,6212,1387030
650,1708,1395030,6212,1395030
650,1708,1396030,6212,1396030
650,1708,1397030,6212,1397030
651,1716,1397680,6212,1397680
651,1716,1398330,6212,1398330
651,1716,1399140,6212,1399140
651,1716,1400140,6212,1400140
651,1716,1401140,6212,1401140
651,1716,1401140,6212,1401140
651,1716,1402140,6212,1402140
651,1716,1402140,6212,1402140
651,1716,1402950,6212,1402950
651,1716,1402950,6212,1402950
651,1716,1403950,6212,1403950
651,1716,1404760,6212,1404760
651,1716,1405760,6212,1405760
651,1716,1406310,6212,1406310
652,1724,1406780,6212,1406780
652,1724,1407780,6212,1407780
652,1724,1408010,6212,1408010
652,1724,1409010,6212,1409010
652,1724,1410010,6212,1410010
652,1724,1410820,6212,1410820
652,1724,1411630,6212,1411630
652,1724,1412630,6212,1412630
652,1724,1413280,6212,1413280
653,1732,1414280,6212,1414280
654,1740,1422280,6212,1422280
654,1740,1423090,6212,1423090
654,1740,1423560,6212,1423560
654,1740,1423880,6212,1423880
654,1740,1424880,6212,1424880
654,1740,1425200,6212,1425200
654,1740,1425200,6212,1425200
654,1740,1426200,6212,1426200
654,1740,1427200,6212,1427200
654,1740,1427200,6212,1427200
654,1740,1428010,6212,1428010
654,1740,1428470,6212,1428470
654,1740,1429470,6212,1429470
654,1740,1429930,6212,1429930
654,1740,1430740,6212,1430740
655,1748,1431210,6212,1431210
655,1748,1432210,6212,1432210
655,1748,1433210,6212,1433210
655,1748,1433680,6212,1433680
655,1748,1434680,6212,1434680
655,1748,1435680,6212,1435680
655,1748,1436680,6212,1436680
655,1748,1437000,6212,1437000
656,1756,1438000,6212,1438000
656,1756,1439000,6212,1439000
656,1756,1440000,6212,1440000
656,1756,1441000,6212,1441000
656,1756,1441810,6212,1441810
656,1756,1442620,6212,1442620
656,1756,1443080,6212,1443080
656,1756,1443240,6212,1443240
656,1756,1444240,6212,1444240
656,1756,1445240,6212,1445240
656,1756,1445350,6212,1445350
656,1756,1445350,6212,1445350
656,1756,1446160,6212,1446160
656,1756,1446970,6212,1446970
657,1764,1447970,6212,1447970
657,1764,1447970,6212,1447970
657,1764,1448970,6212,1448970
657,1764,1449200,6212,1449200
657,1764,1450010,6212,1450010
657,1764,1451010,6212,1451010
657,1764,1451820,6212,1451820
657,1764,1452820,6212,1452820
657,1764,1452820,6212,1452820
657,1764,1453630,6212,1453630
657,1764,1454630,6212,1454630
658,1772,1455630,6212,1455630
658,1772,1456630,6212,1456630
658,1772,1457440,6212,1457440
658,1772,1458250,6212,1458250
658,1772,1458250,6212,1458250
658,1772,1458720,6212,1458720
658,1772,1459720,6212,1459720
658,1772,1459720,6212,1459720
658,1772,1460720,6212,1460720
658,1772,1461720,6212,1461720
658,1772,1462190,6212,1462190
659,1780,1463190,6212,1463190
659,1780,1464190,6212,1464190
659,1780,1464190,6212,1464190
659,1780,1465000,6212,1465000
659,1780,1466000,6212,1466000
659,1780,1466810,6212,1466810
659,1780,1467810,6212,1467810
659,1780,1468280,6212,1468280
659,1780,1469280,6212,1469280
659,1780,1470280,6212,1470280
660,1788,1471280,6212,1471280
660,1788,1472280,6212,1472280
660,1788,1473280,6212,1473280
660,1788,1473750,6212,1473750
660,1788,1474750,6212,1474750
660,1788,1475750,6212,1475750
660,1788,1475750,6212,1475750
660,1788,1476750,6212,1476750
660,1788,1476750,6212,1476750
660,1788,1476750,6212,1476750
660,1788,1477220,6212,1477220
660,1788,1478220,6212,1478220
661,1796,1479220,6212,1479220
661,1796,1480220,6212,1480220
661,1796,1481220,6212,1481220
661,1796,1481380,6212,1481380
661,1796,1481970,6212,1481970
661,1796,1482970,6212,1482970
661,1796,1483290,6212,1483290
661,1796,1483760,6212,1483760
661,1796,1483760,6212,1483760
661,1796,1484760,6212,1484760
661,1796,1485570,6212,1485570
661,1796,1485570,6212,1485570
661,1796,1486380,6212,1486380
661,1796,1486850,6212,1486850
662,1804,1487850,6212,1487850
662,1804,1488310,6212,1488310
662,1804,1488310,6212,1488310
662,1804,1489310,6212,1489310
662,1804,1490310,6212,1490310
662,1804,1491120,6212,1491120
662,1804,1491590,6212,1491590
662,1804,1492590,6212,1492590
662,1804,1493590,6212,1493590
662,1804,1494590,6212,1494590
662,1804,1494590,6212,1494590
663,1812,1495590,6212,1495590
663,1812,1496590,6212,1496590
663,1812,1497400,6212,1497400
663,1812,1498400,6212,1498400
663,1812,1498950,6212,1498950
663,1812,1499420,6212,1499420
663,1812,1499890,6212,1499890
663,1812,1499890,6212,1499890
663,1812,1500210,6212,1500210
663,1812,1500210,6212,1500210
663,1812,1501210,6212,1501210
663,1812,1502210,6212,1502210
664,1820,1503210,6212,1503210
664,1820,1503860,6212,1503860
664,1820,1504180,6212,1504180
664,1820,1504180,6212,1504180
664,1820,1505180,6212,1505180
664,1820,1506180,6212,1506180
664,1820,1507180,6212,1507180
664,1820,1507990,6212,1507990
664,1820,1507990,6212,1507990
664,1820,1508990,6212,1508990
664,1820,1509640,6212,1509640
664,1820,1510190,6212,1510190
665,1828,1511190,6212,1511190
665,1828,1512190,6212,1512190
665,1828,1512190,6212,1512190
665,1828,1512190,6212,1512190
665,1828,1513190,6212,1513190
665,1828,1513190,6212,1513190
665,1828,1513660,6212,1513660
665,1828,1514660,6212,1514660
665,1828,1514980,6212,1514980
665,1828,1515450,6212,1515450
665,1828,1516450,6212,1516450
665,1828,1516920,6212,1516920
665,1828,1517390,6212,1517390
666,1836,1517860,6212,1517860
666,1836,1518670,6212,1518670
666,1836,1519670,6212,1519670
666,1836,1520670,6212,1520670
666,1836,1520670,6212,1520670
666,1836,1521670,6212,1521670
666,1836,1522670,6212,1522670
666,1836,1523220,6212,1523220
666,1836,1524220,6212,1524220
666,1836,1525220,6212,1525220
666,1836,1525680,6212,1525680
666,1836,1525680,6212,1525680
666,1836,1525680,6212,1525680
667,1844,1526680,6212,1526680
667,1844,1527680,6212,1527680
667,1844,1528490,6212,1528490
667,1844,1528960,6212,1528960
667,1844,1529960,6212,1529960
667,1844,1530330,6212,1530330
667,1844,1531330,6212,1531330
667,1844,1531330,6212,1531330
667,1844,1532330,6212,1532330
667,1844,1532800,6212,1532800
667,1844,1533390,6212,1533390
668,1852,1534390,6212,1534390
668,1852,1535200,6212,1535200
668,1852,1535200,6212,1535200
668,1852,1536200,6212,1536200
668,1852,1536420,6212,1536420
668,1852,1537420,6212,1537420
668,1852,1537650,6212,1537650
668,1852,1538120,6212,1538120
668,1852,1539120,6212,1539120
668,1852,1539440,6212,1539440
668,1852,1540440,6212,1540440
668,1852,1541440,6212,1541440
669,1860,1542440,6212,1542440
669,1860,1542440,6212,1542440
669,1860,1543440,6212,1543440
669,1860,1544440,6212,1544440
669,1860,1545250,6212,1545250
669,1860,1545300,6212,1545300
669,1860,1546300,6212,1546300
669,1860,1546620,6212,1546620
669,1860,1547620,6212,1547620
669,1860,1548620,6212,1548620
669,1860,1549620,6212,1549620
670,1868,1550620,6212,1550620
670,1868,1551620,6212,1551620
670,1868,1552620,6212,1552620
670,1868,1552620,6212,1552620
670,1868,1553620,6212,1553620
670,1868,1554620,6212,1554620
670,1868,1555090,6212,1555090
670,1868,1555310,6212,1555310
670,1868,1557310,6212,1557310
670,1868,1557310,6212,1557310
671,1876,1558310,6212,1558310
671,1876,1559310,6212,1559310
671,1876,1560120,6212,1560120
671,1876,1561120,6212,1561120
671,1876,1561120,6212,1561120
671,1876,1561440,6212,1561440
671,1876,1562440,6212,1562440
671,1876,1563250,6212,1563250
671,1876,1563250,6212,1563250
671,1876,1563250,6212,1563250
671,1876,1563720,6212,1563720
671,1876,1564190,6212,1564190
671,1876,1564190,6212,1564190
671,1876,1565190,6212,1565190
672,1884,1566190,6212,1566190
672,1884,1567000,6212,1567000
672,1884,1567810,6212,1567810
672,1884,1568810,6212,1568810
672,1884,1569810,6212,1569810
672,1884,1570810,6212,1570810
672,1884,1571810,6212,1571810
672,1884,1572810,6212,1572810
673,1892,1573270,6212,1573270
673,1892,1574270,6212,1574270
673,1892,1574740,6212,1574740
673,1892,1575210,6212,1575210
673,1892,1576210,6212,1576210
673,1892,1577020,6212,1577020
673,1892,1578020,6212,1578020
673,1892,1578020,6212,1578020
673,1892,1578830,6212,1578830
673,1892,1579830,6212,1579830
674,1900,1580830,6212,1580830
674,1900,1581640,6212,1581640
674,1900,1582640,6212,1582640
674,1900,1583290,6212,1583290
674,1900,1584290,6212,1584290
674,1900,1584880,6212,1584880
674,1900,1585880,6212,1585880
674,1900,1586690,6212,1586690
675,1908,1587690,6212,1587690
675,1908,1587690,6212,1587690
675,1908,1587690,6212,1587690
675,1908,1587690,6212,1587690
675,1908,1588160,6212,1588160
675,1908,1588710,6212,1588710
675,1908,1589300,6212,1589300
675,1908,1590300,6212,1590300
675,1908,1590300,6212,1590300
675,1908,1590300,6212,1590300
675,1908,1590770,6212,1590770
675,1908,1591580,6212,1591580
675,1908,1592580,6212,1592580
675,1908,1593580,6212,1593580
675,1908,1593810,6212,1593810
676,1916,1594810,6212,1594810
676,1916,1594810,6212,1594810
676,1916,1594970,6212,1594970
676,1916,1595440,6212,1595440
676,1916,1595660,6212,1595660
676,1916,1596660,6212,1596660
676,1916,1597470,6212,1597470
676,1916,1598280,6212,1598280
676,1916,1599280,6212,1599280
676,1916,1599930,6212,1599930
676,1916,1599930,6212,1599930
676,1916,1600930,6212,1600930
676,1916,1600930,6212,1600930
677,1924,1601930,6212,1601930
677,1924,1602930,6212,1602930
677,1924,1603930,6212,1603930
677,1924,1603930,6212,1603930
677,1924,1604930,6212,1604930
677,1924,1605930,6212,1605930
677,1924,1605930,6212,1605930
677,1924,1606930,6212,1606930
677,1924,1607930,6212,1607930
677,1924,1608250,6212,1608250
678,1932,1609250,6212,1609250
678,1932,1610060,6212,1610060
678,1932,1610870,6212,1610870
678,1932,1611330,6212,1611330
678,1932,1615330,6212,1615330
678,1932,1616330,6212,1616330
678,1932,1616330,6212,1616330
678,1932,1616980,6212,1616980
679,1940,1617980,6212,1617980
679,1940,1617980,6212,1617980
679,1940,1617980,6212,1617980
679,1940,1618530,6212,1618530
679,1940,1619530,6212,1619530
679,1940,1619530,6212,1619530
679,1940,1620180,6212,1620180
679,1940,1621180,6212,1621180
679,1940,1621660,6212,1621660
679,1940,1622660,6212,1622660
679,1940,1623660,6212,1623660
679,1940,1624130,6212,1624130
680,1948,1625130,6212,1625130
680,1948,1626130,6212,1626130
680,1948,1626600,6212,1626600
680,1948,1626820,6212,1626820
680,1948,1627630,6212,1627630
680,1948,1628630,6212,1628630
680,1948,1629100,6212,1629100
680,1948,1629570,6212,1629570
680,1948,1630570,6212,1630570
680,1948,1630570,6212,1630570
680,1948,1630890,6212,1630890
680,1948,1631700,6212,1631700
680,1948,1631860,6212,1631860
681,1956,1632670,6212,1632670
681,1956,1633670,6212,1633670
681,1956,1634130,6212,1634130
681,1956,1634130,6212,1634130
681,1956,1635130,6212,1635130
681,1956,1635780,6212,1635780
681,1956,1636780,6212,1636780
681,1956,1637590,6212,1637590
681,1956,1638590,6212,1638590
681,1956,1638590,6212,1638590
681,1956,1639590,6212,1639590
681,1956,1639590,6212,1639590
681,1956,1639590,6212,1639590
682,1964,1640590,6212,1640590
682,1964,1641240,6212,1641240
682,1964,1642240,6212,1642240
682,1964,1643240,6212,1643240
682,1964,1644240,6212,1644240
682,1964,1645240,6212,1645240
682,1964,1646240,6212,1646240
682,1964,1646240,6212,1646240
682,1964,1646710,6212,1646710
683,1972,1647710,6212,1647710
684,1980,1655710,6212,1655710
684,1980,1656710,6212,1656710
684,1980,1656710,6212,1656710
684,1980,1656710,6212,1656710
684,1980,1657030,6212,1657030
684,1980,1658030,6212,1658030
684,1980,1658030,6212,1658030
684,1980,1659030,6212,1659030
684,1980,1659030,6212,1659030
684,1980,1660030,6212,1660030
684,1980,1661030,6212,1661030
684,1980,1661350,6212,1661350
684,1980,1661460,6212,1661460
684,1980,1662460,6212,1662460
684,1980,1662780,6212,1662780
685,1988,1663780,6212,1663780
685,1988,1664250,6212,1664250
685,1988,1665060,6212,1665060
685,1988,1665060,6212,1665060
685,1988,1666060,6212,1666060
685,1988,1667060,6212,1667060
685,1988,1667060,6212,1667060
685,1988,1668060,6212,1668060
685,1988,1669060,6212,1669060
685,1988,1670060,6212,1670060
685,1988,1670280,6212,1670280
685,1988,1671280,6212,1671280
685,1988,1672090,6212,1672090
686,1996,1672560,6212,1672560
686,1996,1673030,6212,1673030
686,1996,1674030,6212,1674030
686,1996,1675030,6212,1675030
686,1996,1675680,6212,1675680
686,1996,1676680,6212,1676680
686,1996,1677680,6212,1677680
686,1996,1678490,6212,1678490
686,1996,1679490,6212,1679490
686,1996,1679810,6212,1679810
687,2004,1680130,6212,1680130
687,2004,1681130,6212,1681130
687,2004,1682130,6212,1682130
687,2004,1683130,6212,1683130
687,2004,1684130,6212,1684130
687,2004,1684780,6212,1684780
687,2004,1685250,6212,1685250
687,2004,1686250,6212,1686250
687,2004,1687250,6212,1687250
688,2012,1688060,6212,1688060
688,2012,1689060,6212,1689060
688,2012,1690060,6212,1690060
688,2012,1690870,6212,1690870
688,2012,1691330,6212,1691330
688,2012,1692330,6212,1692330
688,2012,1693330,6212,1693330
688,2012,1693800,6212,1693800
688,2012,1694800,6212,1694800
689,2020,1695610,6212,1695610
689,2020,1696420,6212,1696420
689,2020,1697420,6212,1697420
689,2020,1697420,6212,1697420
689,2020,1698420,6212,1698420
689,2020,1699230,6212,1699230
689,2020,1700230,6212,1700230
689,2020,1700230,6212,1700230
689,2020,1701230,6212,1701230
689,2020,1702230,6212,1702230
690,2028,1703230,6212,1703230
690,2028,1703700,6212,1703700
690,2028,1704700,6212,1704700
690,2028,1705510,6212,1705510
690,2028,1706160,6212,1706160
690,2028,1706630,6212,1706630
690,2028,1706950,6212,1706950
690,2028,1707950,6212,1707950
690,2028,1708950,6212,1708950
691,2036,1709950,6212,1709950
691,2036,1709950,6212,1709950
691,2036,1710420,6212,1710420
691,2036,1710420,6212,1710420
691,2036,1711420,6212,1711420
691,2036,1712420,6212,1712420
691,2036,1713230,6212,1713230
691,2036,1714230,6212,1714230
691,2036,1715230,6212,1715230
691,2036,1716230,6212,1716230
691,2036,1716700,6212,1716700
692,2044,1717700,6212,1717700
692,2044,1718020,6212,1718020
692,2044,1719020,6212,1719020
692,2044,1720020,6212,1720020
692,2044,1720020,6212,1720020
692,2044,1720490,6212,1720490
692,2044,1721300,6212,1721300
692,2044,1721300,6212,1721300
692,2044,1722300,6212,1722300
692,2044,1722770,6212,1722770
692,2044,1723000,6212,1723000
692,2044,1723470,6212,1723470
692,2044,1723470,6212,1723470
692,2044,1724470,6212,1724470
693,2052,1724930,6212,1724930
693,2052,1725400,6212,1725400
693,2052,1726400,6212,1726400
693,2052,1726860,6212,1726860
693,2052,1727670,6212,1727670
693,2052,1727670,6212,1727670
693,2052,1728670,6212,1728670
693,2052,1729670,6212,1729670
693,2052,1730670,6212,1730670
693,2052,1731670,6212,1731670
694,2060,1732670,6212,1732670
694,2060,1732670,6212,1732670
694,2060,1732670,6212,1732670
694,2060,1733140,6212,1733140
694,2060,1733140,6212,1733140
694,2060,1733950,6212,1733950
694,2060,1734950,6212,1734950
694,2060,1735950,6212,1735950
694,2060,1736760,6212,1736760
694,2060,1737230,6212,1737230
694,2060,1738040,6212,1738040
694,2060,1739040,6212,1739040
695,2068,1740040,6212,1740040
695,2068,1740690,6212,1740690
695,2068,1741690,6212,1741690
695,2068,1741690,6212,1741690
695,2068,1742690,6212,1742690
695,2068,1743690,6212,1743690
695,2068,1744690,6212,1744690
695,2068,1745010,6212,1745010
695,2068,1745330,6212,1745330
695,2068,1746330,6212,1746330
695,2068,1747330,6212,1747330
696,2076,1748330,6212,1748330
696,2076,1749330,6212,1749330
696,2076,1750140,6212,1750140
696,2076,1750140,6212,1750140
696,2076,1750610,6212,1750610
696,2076,1751610,6212,1751610
696,2076,1752610,6212,1752610
696,2076,1752930,6212,1752930
696,2076,1753930,6212,1753930
696,2076,1754400,6212,1754400
697,2084,1755210,6212,1755210
697,2084,1755530,6212,1755530
697,2084,1755530,6212,1755530
697,2084,1755530,6212,1755530
697,2084,1755530,6212,1755530
697,2084,1756530,6212,1756530
697,2084,1757530,6212,1757530
697,2084,1758340,6212,1758340
697,2084,1758340,6212,1758340
697,2084,1759150,6212,1759150
697,2084,1759150,6212,1759150
697,2084,1759620,6212,1759620
697,2084,1759620,6212,1759620
697,2084,1760620,6212,1760620
697,2084,1761620,6212,1761620
697,2084,1761620,6212,1761620
698,2092,1762430,6212,1762430
698,2092,1762900,6212,1762900
698,2092,1763900,6212,1763900
698,2092,1764490,6212,1764490
698,2092,1764810,6212,1764810
698,2092,1764810,6212,1764810
698,2092,1765810,6212,1765810
698,2092,1766810,6212,1766810
698,2092,1767810,6212,1767810
698,2092,1768810,6212,1768810
698,2092,1769360,6212,1769360
698,2092,1769360,6212,1769360
699,2100,1770360,6212,1770360
699,2100,1771360,6212,1771360
699,2100,1771360,6212,1771360
699,2100,1771360,6212,1771360
699,2100,1771910,6212,1771910
699,2100,1772910,6212,1772910
699,2100,1773910,6212,1773910
699,2100,1774910,6212,1774910
699,2100,1775130,6212,1775130
699,2100,1775590,6212,1775590
699,2100,1776590,6212,1776590
700,2108,1777180,6212,1777180
700,2108,1778180,6212,1778180
700,2108,1779180,6212,1779180
700,2108,1780180,6212,1780180
700,2108,1781180,6212,1781180
700,2108,1782180,6212,1782180
700,2108,1782500,6212,1782500
700,2108,1782500,6212,1782500
700,2108,1783090,6212,1783090
700,2108,1783090,6212,1783090
700,2108,1783090,6212,1783090
700,2108,1783090,6212,1783090
700,2108,1783560,6212,1783560
700,2108,1784560,6212,1784560
701,2116,1785370,6212,1785370
701,2116,1785370,6212,1785370
701,2116,1785690,6212,1785690
701,2116,1786690,6212,1786690
701,2116,1787690,6212,1787690
701,2116,1788690,6212,1788690
701,2116,1789690,6212,1789690
701,2116,1790500,6212,1790500
701,2116,1791500,6212,1791500
701,2116,1792500,6212,1792500
702,2124,1793500,6212,1793500
702,2124,1794500,6212,1794500
702,2124,1795500,6212,1795500
702,2124,1796050,6212,1796050
702,2124,1796860,6212,1796860
702,2124,1796860,6212,1796860
702,2124,1797860,6212,1797860
702,2124,1797860,6212,1797860
702,2124,1798860,6212,1798860
702,2124,1799860,6212,1799860
703,2132,1800510,6212,1800510
703,2132,1800510,6212,1800510
703,2132,1801510,6212,1801510
703,2132,1802510,6212,1802510
703,2132,1802510,6212,1802510
703,2132,1803320,6212,1803320
703,2132,1803320,6212,1803320
703,2132,1804320,6212,1804320
703,2132,1804640,6212,1804640
703,2132,1805640,6212,1805640
703,2132,1806640,6212,1806640
704,2140,1814640,6212,1814640
704,2140,1815640,6212,1815640
705,2148,1816290,6212,1816290
705,2148,1817290,6212,1817290
705,2148,1817290,6212,1817290
705,2148,1818290,6212,1818290
705,2148,1819290,6212,1819290
705,2148,1820290,6212,1820290
705,2148,1821290,6212,1821290
705,2148,1821290,6212,1821290
705,2148,1822100,6212,1822100
705,2148,1823100,6212,1823100
706,2156,1824100,6212,1824100
706,2156,1825100,6212,1825100
706,2156,1825450,6212,1825450
706,2156,1825920,6212,1825920
706,2156,1826920,6212,1826920
706,2156,1827240,6212,1827240
706,2156,1827890,6212,1827890
706,2156,1828210,6212,1828210
706,2156,1829210,6212,1829210
706,2156,1830210,6212,1830210
706,2156,1830580,6212,1830580
707,2164,1831050,6212,1831050
707,2164,1832050,6212,1832050
707,2164,1832640,6212,1832640
707,2164,1833450,6212,1833450
707,2164,1833450,6212,1833450
707,2164,1834450,6212,1834450
707,2164,1835450,6212,1835450
707,2164,1836450,6212,1836450
707,2164,1837260,6212,1837260
707,2164,1838260,6212,1838260
708,2172,1839260,6212,1839260
708,2172,1840260,6212,1840260
708,2172,1840910,6212,1840910
708,2172,1841910,6212,1841910
708,2172,1842910,6212,1842910
708,2172,1843910,6212,1843910
708,2172,1844380,6212,1844380
708,2172,1845380,6212,1845380
708,2172,1846380,6212,1846380
709,2180,1847380,6212,1847380
709,2180,1847380,6212,1847380
709,2180,1848380,6212,1848380
709,2180,1849190,6212,1849190
709,2180,1850190,6212,1850190
709,2180,1851000,6212,1851000
709,2180,1851810,6212,1851810
709,2180,1851810,6212,1851810
709,2180,1852810,6212,1852810
709,2180,1853810,6212,1853810
710,2188,1854460,6212,1854460
710,2188,1855460,6212,1855460
710,2188,1856270,6212,1856270
710,2188,1856740,6212,1856740
710,2188,1857060,6212,1857060
710,2188,1857290,6212,1857290
710,2188,1858290,6212,1858290
710,2188,1859290,6212,1859290
710,2188,1860100,6212,1860100
710,2188,1861100,6212,1861100
711,2196,1861910,6212,1861910
711,2196,1861910,6212,1861910
711,2196,1862910,6212,1862910
711,2196,1863560,6212,1863560
711,2196,1863560,6212,1863560
711,2196,1863560,6212,1863560
711,2196,1864030,6212,1864030
711,2196,1864490,6212,1864490
711,2196,1864810,6212,1864810
711,2196,1865810,6212,1865810
711,2196,1866620,6212,1866620
711,2196,1867620,6212,1867620
711,2196,1868090,6212,1868090
711,2196,1869090,6212,1869090
712,2204,1869740,6212,1869740
712,2204,1870740,6212,1870740
712,2204,1871740,6212,1871740
712,2204,1872740,6212,1872740
712,2204,1873550,6212,1873550
712,2204,1874360,6212,1874360
712,2204,1875360,6212,1875360
712,2204,1876360,6212,1876360
712,2204,1876690,6212,1876690
713,2212,1877690,6212,1877690
713,2212,1878690,6212,1878690
713,2212,1879690,6212,1879690
713,2212,1879690,6212,1879690
713,2212,1880690,6212,1880690
713,2212,1881690,6212,1881690
713,2212,1882500,6212,1882500
713,2212,1883500,6212,1883500
714,2220,1884500,6212,1884500
714,2220,1884660,6212,1884660
714,2220,1885660,6212,1885660
714,2220,1886470,6212,1886470
714,2220,1887470,6212,1887470
714,2220,1887470,6212,1887470
714,2220,1888470,6212,1888470
714,2220,1889470,6212,1889470
714,2220,1890470,6212,1890470
714,2220,1891470,6212,1891470
714,2220,1891470,6212,1891470
714,2220,1891790,6212,1891790
714,2220,1892110,6212,1892110
714,2220,1893110,6212,1893110
714,2220,1893110,6212,1893110
714,2220,1893110,6212,1893110
714,2220,1893330,6212,1893330
715,2228,1893920,6212,1893920
715,2228,1894920,6212,1894920
715,2228,1895920,6212,1895920
715,2228,1896730,6212,1896730
715,2228,1897380,6212,1897380
715,2228,1898030,6212,1898030
715,2228,1898840,6212,1898840
715,2228,1898840,6212,1898840
715,2228,1899840,6212,1899840
716,2236,1900840,6212,1900840
716,2236,1901310,6212,1901310
716,2236,1902120,6212,1902120
716,2236,1902120,6212,1902120
716,2236,1902350,6212,1902350
716,2236,1903350,6212,1903350
716,2236,1903350,6212,1903350
716,2236,1904160,6212,1904160
716,2236,1905160,6212,1905160
716,2236,1905640,6212,1905640
716,2236,1906100,6212,1906100
716,2236,1906910,6212,1906910
717,2244,1907720,6212,1907720
717,2244,1908530,6212,1908530
717,2244,1909530,6212,1909530
717,2244,1910530,6212,1910530
717,2244,1911530,6212,1911530
717,2244,1912530,6212,1912530
717,2244,1913530,6212,1913530
717,2244,1914530,6212,1914530
717,2244,1914690,6212,1914690
718,2252,1915500,6212,1915500
718,2252,1916500,6212,1916500
718,2252,1916960,6212,1916960
718,2252,1917960,6212,1917960
718,2252,1918960,6212,1918960
718,2252,1919960,6212,1919960
718,2252,1920550,6212,1920550
718,2252,1921550,6212,1921550
718,2252,1922360,6212,1922360
719,2260,1923360,6212,1923360
719,2260,1923590,6212,1923590
719,2260,1923590,6212,1923590
719,2260,1923910,6212,1923910
719,2260,1924720,6212,1924720
719,2260,1925720,6212,1925720
719,2260,1926040,6212,1926040
719,2260,1926410,6212,1926410
719,2260,1926730,6212,1926730
719,2260,1926730,6212,1926730
719,2260,1926730,6212,1926730
719,2260,1927200,6212,1927200
719,2260,1927200,6212,1927200
719,2260,1928200,6212,1928200
719,2260,1929200,6212,1929200
719,2260,1930200,6212,1930200
719,2260,1930670,6212,1930670
720,2268,1931670,6212,1931670
720,2268,1932140,6212,1932140
720,2268,1933140,6212,1933140
720,2268,1934140,6212,1934140
720,2268,1934610,6212,1934610
720,2268,1935610,6212,1935610
720,2268,1936610,6212,1936610
720,2268,1937610,6212,1937610
720,2268,1938610,6212,1938610
720,2268,1938610,6212,1938610
720,2268,1938610,6212,1938610
721,2276,1939610,6212,1939610
721,2276,1940260,6212,1940260
721,2276,1941260,6212,1941260
721,2276,1942260,6212,1942260
721,2276,1943260,6212,1943260
721,2276,1943260,6212,1943260
721,2276,1943260,6212,1943260
