ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fb5a-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_nodes,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fb5a-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fb5a-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpu_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fb5a-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-total_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fb5a-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-arrived_gpu_milli
722,2284,2050210,6212,2050210
722,2284,2051210,6212,2051210
723,2292,2051860,6212,2051860
723,2292,2052860,6212,2052860
723,2292,2053180,6212,2053180
723,2292,2054180,6212,2054180
723,2292,2054990,6212,2054990
723,2292,2055990,6212,2055990
723,2292,2056640,6212,2056640
723,2292,2057450,6212,2057450
723,2292,2058100,6212,2058100
723,2292,2059100,6212,2059100
723,2292,2059690,6212,2059690
723,2292,2060040,6212,2060040
723,2292,2060850,6212,2060850
723,2292,2061850,6212,2061850
723,2292,2062080,6212,2062080
723,2292,2062730,6212,2062730
724,2300,2063540,6212,2063540
725,2308,2064540,6212,2064540
726,2316,2072540,6212,2072540
726,2316,2072770,6212,2072770
726,2316,2073000,6212,2073000
726,2316,2073590,6212,2073590
726,2316,2074590,6212,2074590
726,2316,2075590,6212,2075590
726,2316,2076400,6212,2076400
726,2316,2077400,6212,2077400
726,2316,2078210,6212,2078210
726,2316,2079210,6212,2079210
726,2316,2080210,6212,2080210
726,2316,2081210,6212,2081210
726,2316,2082210,6212,2082210
726,2316,2083020,6212,2083020
727,2324,2084020,6212,2084020
727,2324,2085020,6212,2085020
727,2324,2085480,6212,2085480
727,2324,2086130,6212,2086130
727,2324,2087130,6212,2087130
727,2324,2087600,6212,2087600
727,2324,2088600,6212,2088600
727,2324,2089600,6212,2089600
727,2324,2090600,6212,2090600
727,2324,2091600,6212,2091600
727,2324,2092190,6212,2092190
728,2332,2093000,6212,2093000
728,2332,2093000,6212,2093000
728,2332,2094000,6212,2094000
729,2340,2095000,6212,2095000
729,2340,2096000,6212,2096000
729,2340,2097000,6212,2097000
729,2340,2098000,6212,2098000
729,2340,2099000,6212,2099000
729,2340,2099810,6212,2099810
729,2340,2100810,6212,2100810
729,2340,2101810,6212,2101810
729,2340,2102810,6212,2102810
729,2340,2103620,6212,2103620
730,2348,2104620,6212,2104620
730,2348,2105170,6212,2105170
730,2348,2106170,6212,2106170
730,2348,2106490,6212,2106490
730,2348,2107490,6212,2107490
730,2348,2108490,6212,2108490
730,2348,2109490,6212,2109490
730,2348,2110490,6212,2110490
730,2348,2111490,6212,2111490
730,2348,2112490,6212,2112490
730,2348,2112950,6212,2112950
731,2356,2113950,6212,2113950
731,2356,2114950,6212,2114950
731,2356,2115950,6212,2115950
731,2356,2116950,6212,2116950
731,2356,2117950,6212,2117950
731,2356,2118420,6212,2118420
731,2356,2119420,6212,2119420
731,2356,2120420,6212,2120420
731,2356,2121420,6212,2121420
731,2356,2122230,6212,2122230
731,2356,2123040,6212,2123040
731,2356,2123040,6212,2123040
732,2364,2124040,6212,2124040
732,2364,2125040,6212,2125040
732,2364,2126040,6212,2126040
732,2364,2127040,6212,2127040
732,2364,2127510,6212,2127510
733,2372,2128320,6212,2128320
733,2372,2129320,6212,2129320
733,2372,2130320,6212,2130320
733,2372,2131320,6212,2131320
733,2372,2132320,6212,2132320
733,2372,2132790,6212,2132790
733,2372,2133250,6212,2133250
734,2380,2134250,6212,2134250
734,2380,2134800,6212,2134800
734,2380,2135020,6212,2135020
734,2380,2135670,6212,2135670
734,2380,2136670,6212,2136670
734,2380,2137670,6212,2137670
734,2380,2138670,6212,2138670
734,2380,2139480,6212,2139480
734,2380,2139940,6212,2139940
734,2380,2140940,6212,2140940
734,2380,2141590,6212,2141590
734,2380,2142590,6212,2142590
734,2380,2143590,6212,2143590
734,2380,2144060,6212,2144060
734,2380,2144530,6212,2144530
734,2380,2144900,6212,2144900
734,2380,2145900,6212,2145900
735,2388,2146900,6212,2146900
735,2388,2147900,6212,2147900
735,2388,2148710,6212,2148710
736,2396,2149520,6212,2149520
736,2396,2150520,6212,2150520
736,2396,2150840,6212,2150840
736,2396,2151840,6212,2151840
736,2396,2152840,6212,2152840
736,2396,2153840,6212,2153840
736,2396,2154310,6212,2154310
736,2396,2154310,6212,2154310
737,2404,2162310,6212,2162310
737,2404,2163310,6212,2163310
737,2404,2163770,6212,2163770
737,2404,2164420,6212,2164420
738,2412,2165420,6212,2165420
738,2412,2166420,6212,2166420
738,2412,2167420,6212,2167420
738,2412,2168420,6212,2168420
738,2412,2168890,6212,2168890
738,2412,2169440,6212,2169440
738,2412,2170440,6212,2170440
738,2412,2171440,6212,2171440
738,2412,2171910,6212,2171910
738,2412,2172910,6212,2172910
738,2412,2173720,6212,2173720
738,2412,2174720,6212,2174720
738,2412,2175530,6212,2175530
739,2420,2183530,6212,2183530
739,2420,2184530,6212,2184530
739,2420,2185180,6212,2185180
740,2428,2186180,6212,2186180
740,2428,2186500,6212,2186500
740,2428,2187500,6212,2187500
740,2428,2188500,6212,2188500
740,2428,2189500,6212,2189500
740,2428,2190500,6212,2190500
740,2428,2191500,6212,2191500
740,2428,2192500,6212,2192500
740,2428,2193500,6212,2193500
741,2436,2194500,6212,2194500
742,2444,2194970,6212,2194970
742,2444,2195970,6212,2195970
742,2444,2195970,6212,2195970
742,2444,2197970,6212,2197970
742,2444,2198440,6212,2198440
742,2444,2199440,6212,2199440
742,2444,2200440,6212,2200440
742,2444,2201440,6212,2201440
742,2444,2202440,6212,2202440
742,2444,2202440,6212,2202440
742,2444,2203250,6212,2203250
742,2444,2204250,6212,2204250
743,2452,2205250,6212,2205250
743,2452,2205250,6212,2205250
743,2452,2206250,6212,2206250
743,2452,2206900,6212,2206900
743,2452,2207370,6212,2207370
744,2460,2215370,6212,2215370
744,2460,2215690,6212,2215690
744,2460,2216690,6212,2216690
744,2460,2217150,6212,2217150
744,2460,2217610,6212,2217610
744,2460,2217930,6212,2217930
744,2460,2218930,6212,2218930
744,2460,2219930,6212,2219930
744,2460,2220740,6212,2220740
744,2460,2221740,6212,2221740
744,2460,2222740,6212,2222740
745,2468,2223740,6212,2223740
745,2468,2224740,6212,2224740
745,2468,2225200,6212,2225200
745,2468,2226200,6212,2226200
745,2468,2227200,6212,2227200
745,2468,2228200,6212,2228200
745,2468,2229200,6212,2229200
745,2468,2230200,6212,2230200
745,2468,2231010,6212,2231010
745,2468,2232010,6212,2232010
745,2468,2233010,6212,2233010
745,2468,2233820,6212,2233820
746,2476,2234820,6212,2234820
746,2476,2235820,6212,2235820
746,2476,2236820,6212,2236820
746,2476,2237820,6212,2237820
747,2484,2241820,6212,2241820
747,2484,2242820,6212,2242820
747,2484,2243820,6212,2243820
747,2484,2244820,6212,2244820
747,2484,2245820,6212,2245820
748,2492,2253820,6212,2253820
749,2500,2254290,6212,2254290
749,2500,2254760,6212,2254760
749,2500,2255570,6212,2255570
750,2508,2256570,6212,2256570
750,2508,2257380,6212,2257380
750,2508,2258190,6212,2258190
750,2508,2258660,6212,2258660
750,2508,2259660,6212,2259660
750,2508,2260470,6212,2260470
750,2508,2261470,6212,2261470
750,2508,2262470,6212,2262470
750,2508,2263470,6212,2263470
750,2508,2263580,6212,2263580
750,2508,2264580,6212,2264580
750,2508,2265230,6212,2265230
750,2508,2265390,6212,2265390
750,2508,2265860,6212,2265860
750,2508,2266860,6212,2266860
751,2516,2274860,6212,2274860
751,2516,2275860,6212,2275860
751,2516,2276670,6212,2276670
752,2524,2277670,6212,2277670
753,2532,2278140,6212,2278140
753,2532,2279140,6212,2279140
753,2532,2280140,6212,2280140
753,2532,2280950,6212,2280950
753,2532,2281950,6212,2281950
753,2532,2282950,6212,2282950
753,2532,2283760,6212,2283760
753,2532,2284760,6212,2284760
753,2532,2285570,6212,2285570
753,2532,2286030,6212,2286030
753,2532,2286840,6212,2286840
753,2532,2287650,6212,2287650
753,2532,2288460,6212,2288460
753,2532,2289460,6212,2289460
753,2532,2290460,6212,2290460
753,2532,2291270,6212,2291270
754,2540,2292270,6212,2292270
754,2540,2293270,6212,2293270
754,2540,2294270,6212,2294270
754,2540,2294270,6212,2294270
754,2540,2295270,6212,2295270
755,2548,2297270,6212,2297270
756,2556,2298080,6212,2298080
756,2556,2298550,6212,2298550
756,2556,2299550,6212,2299550
757,2564,2300550,6212,2300550
757,2564,2301550,6212,2301550
757,2564,2302100,6212,2302100
757,2564,2302910,6212,2302910
757,2564,2303720,6212,2303720
757,2564,2304310,6212,2304310
757,2564,2305310,6212,2305310
757,2564,2305780,6212,2305780
757,2564,2306250,6212,2306250
757,2564,2307250,6212,2307250
757,2564,2308060,6212,2308060
757,2564,2309060,6212,2309060
757,2564,2309530,6212,2309530
757,2564,2310530,6212,2310530
757,2564,2311530,6212,2311530
757,2564,2312530,6212,2312530
758,2572,2313000,6212,2313000
758,2572,2314000,6212,2314000
759,2580,2315000,6212,2315000
759,2580,2315000,6212,2315000
759,2580,2316000,6212,2316000
759,2580,2317000,6212,2317000
759,2580,2318000,6212,2318000
759,2580,2318220,6212,2318220
759,2580,2318540,6212,2318540
759,2580,2318910,6212,2318910
759,2580,2319720,6212,2319720
759,2580,2320720,6212,2320720
759,2580,2320720,6212,2320720
759,2580,2321720,6212,2321720
759,2580,2322720,6212,2322720
759,2580,2323370,6212,2323370
760,2588,2324370,6212,2324370
760,2588,2325370,6212,2325370
760,2588,2326180,6212,2326180
760,2588,2327180,6212,2327180
760,2588,2328180,6212,2328180
760,2588,2328180,6212,2328180
760,2588,2328340,6212,2328340
760,2588,2329340,6212,2329340
760,2588,2330340,6212,2330340
760,2588,2331150,6212,2331150
760,2588,2331960,6212,2331960
760,2588,2332960,6212,2332960
760,2588,2333960,6212,2333960
760,2588,2334610,6212,2334610
760,2588,2335420,6212,2335420
761,2596,2336420,6212,2336420
761,2596,2337420,6212,2337420
761,2596,2337880,6212,2337880
761,2596,2338200,6212,2338200
762,2604,2338660,6212,2338660
762,2604,2339660,6212,2339660
762,2604,2340660,6212,2340660
762,2604,2341660,6212,2341660
762,2604,2342660,6212,2342660
762,2604,2343130,6212,2343130
762,2604,2343940,6212,2343940
762,2604,2344940,6212,2344940
762,2604,2345750,6212,2345750
763,2612,2346750,6212,2346750
763,2612,2347400,6212,2347400
763,2612,2347720,6212,2347720
763,2612,2348720,6212,2348720
763,2612,2349530,6212,2349530
763,2612,2350340,6212,2350340
763,2612,2351340,6212,2351340
763,2612,2352340,6212,2352340
763,2612,2352660,6212,2352660
763,2612,2353660,6212,2353660
763,2612,2354660,6212,2354660
763,2612,2355310,6212,2355310
763,2612,2356310,6212,2356310
763,2612,2357310,6212,2357310
763,2612,2357630,6212,2357630
763,2612,2358630,6212,2358630
764,2620,2359630,6212,2359630
764,2620,2360630,6212,2360630
764,2620,2360950,6212,2360950
764,2620,2361950,6212,2361950
764,2620,2362950,6212,2362950
764,2620,2363950,6212,2363950
764,2620,2364950,6212,2364950
764,2620,2364950,6212,2364950
764,2620,2365950,6212,2365950
764,2620,2366760,6212,2366760
765,2628,2367570,6212,2367570
765,2628,2367890,6212,2367890
765,2628,2368700,6212,2368700
765,2628,2369020,6212,2369020
765,2628,2370020,6212,2370020
765,2628,2371020,6212,2371020
765,2628,2371830,6212,2371830
766,2636,2372830,6212,2372830
766,2636,2373150,6212,2373150
766,2636,2373470,6212,2373470
766,2636,2374470,6212,2374470
766,2636,2374700,6212,2374700
766,2636,2375700,6212,2375700
766,2636,2376510,6212,2376510
766,2636,2377510,6212,2377510
766,2636,2378510,6212,2378510
766,2636,2378830,6212,2378830
766,2636,2378830,6212,2378830
766,2636,2379830,6212,2379830
766,2636,2380830,6212,2380830
766,2636,2381830,6212,2381830
766,2636,2382290,6212,2382290
767,2644,2383290,6212,2383290
767,2644,2383760,6212,2383760
767,2644,2384760,6212,2384760
767,2644,2385410,6212,2385410
767,2644,2385880,6212,2385880
767,2644,2386880,6212,2386880
767,2644,2387880,6212,2387880
767,2644,2388880,6212,2388880
767,2644,2389880,6212,2389880
767,2644,2390470,6212,2390470
768,2652,2391470,6212,2391470
769,2660,2391940,6212,2391940
769,2660,2392750,6212,2392750
769,2660,2393750,6212,2393750
769,2660,2394220,6212,2394220
769,2660,2395030,6212,2395030
769,2660,2395840,6212,2395840
769,2660,2396840,6212,2396840
769,2660,2397840,6212,2397840
769,2660,2398650,6212,2398650
769,2660,2399650,6212,2399650
769,2660,2400650,6212,2400650
769,2660,2401650,6212,2401650
769,2660,2402650,6212,2402650
769,2660,2403650,6212,2403650
769,2660,2404120,6212,2404120
769,2660,2404930,6212,2404930
769,2660,2405400,6212,2405400
769,2660,2406400,6212,2406400
770,2668,2407400,6212,2407400
770,2668,2407870,6212,2407870
771,2676,2408680,6212,2408680
771,2676,2409680,6212,2409680
771,2676,2410150,6212,2410150
771,2676,2411150,6212,2411150
771,2676,2411610,6212,2411610
771,2676,2412610,6212,2412610
771,2676,2413610,6212,2413610
771,2676,2414610,6212,2414610
771,2676,2415260,6212,2415260
771,2676,2416260,6212,2416260
771,2676,2416910,6212,2416910
771,2676,2417230,6212,2417230
771,2676,2418230,6212,2418230
772,2684,2419230,6212,2419230
772,2684,2420230,6212,2420230
772,2684,2421230,6212,2421230
772,2684,2422230,6212,2422230
772,2684,2423230,6212,2423230
772,2684,2424040,6212,2424040
772,2684,2424850,6212,2424850
772,2684,2425660,6212,2425660
772,2684,2425980,6212,2425980
772,2684,2426980,6212,2426980
772,2684,2427210,6212,2427210
772,2684,2428020,6212,2428020
772,2684,2429020,6212,2429020
773,2692,2429830,6212,2429830
773,2692,2430830,6212,2430830
774,2700,2431830,6212,2431830
774,2700,2432640,6212,2432640
774,2700,2433640,6212,2433640
774,2700,2434450,6212,2434450
774,2700,2434920,6212,2434920
774,2700,2435920,6212,2435920
774,2700,2436240,6212,2436240
774,2700,2437240,6212,2437240
774,2700,2438240,6212,2438240
774,2700,2438710,6212,2438710
774,2700,2439710,6212,2439710
774,2700,2440710,6212,2440710
774,2700,2441710,6212,2441710
774,2700,2442520,6212,2442520
775,2708,2443520,6212,2443520
775,2708,2444520,6212,2444520
775,2708,2444990,6212,2444990
775,2708,2445990,6212,2445990
775,2708,2446990,6212,2446990
775,2708,2447990,6212,2447990
775,2708,2448460,6212,2448460
775,2708,2448620,6212,2448620
775,2708,2448850,6212,2448850
775,2708,2449660,6212,2449660
775,2708,2450660,6212,2450660
775,2708,2451130,6212,2451130
775,2708,2451600,6212,2451600
775,2708,2452600,6212,2452600
775,2708,2453600,6212,2453600
775,2708,2454070,6212,2454070
776,2716,2455070,6212,2455070
777,2724,2455880,6212,2455880
777,2724,2456880,6212,2456880
777,2724,2457690,6212,2457690
777,2724,2458690,6212,2458690
777,2724,2459690,6212,2459690
777,2724,2460690,6212,2460690
777,2724,2461690,6212,2461690
777,2724,2462340,6212,2462340
777,2724,2463340,6212,2463340
777,2724,2464340,6212,2464340
778,2732,2465340,6212,2465340
778,2732,2466340,6212,2466340
778,2732,2467150,6212,2467150
778,2732,2468150,6212,2468150
778,2732,2468150,6212,2468150
778,2732,2468520,6212,2468520
778,2732,2469330,6212,2469330
778,2732,2469920,6212,2469920
778,2732,2470730,6212,2470730
778,2732,2471200,6212,2471200
778,2732,2472200,6212,2472200
778,2732,2473200,6212,2473200
778,2732,2474200,6212,2474200
779,2740,2475010,6212,2475010
779,2740,2476010,6212,2476010
780,2748,2477010,6212,2477010
780,2748,2478010,6212,2478010
780,2748,2479010,6212,2479010
780,2748,2480010,6212,2480010
780,2748,2480820,6212,2480820
780,2748,2481470,6212,2481470
780,2748,2482470,6212,2482470
780,2748,2483470,6212,2483470
780,2748,2484120,6212,2484120
780,2748,2485120,6212,2485120
780,2748,2485580,6212,2485580
781,2756,2486580,6212,2486580
781,2756,2487050,6212,2487050
781,2756,2488050,6212,2488050
781,2756,2488370,6212,2488370
781,2756,2489180,6212,2489180
781,2756,2489650,6212,2489650
781,2756,2490460,6212,2490460
781,2756,2491460,6212,2491460
781,2756,2492270,6212,2492270
781,2756,2493270,6212,2493270
781,2756,2493270,6212,2493270
781,2756,2494270,6212,2494270
781,2756,2495270,6212,2495270
781,2756,2496270,6212,2496270
782,2764,2497080,6212,2497080
782,2764,2498080,6212,2498080
782,2764,2498730,6212,2498730
782,2764,2499540,6212,2499540
783,2772,2500540,6212,2500540
783,2772,2501540,6212,2501540
783,2772,2502090,6212,2502090
783,2772,2502090,6212,2502090
783,2772,2503090,6212,2503090
783,2772,2504090,6212,2504090
783,2772,2504900,6212,2504900
783,2772,2505900,6212,2505900
783,2772,2506900,6212,2506900
783,2772,2507900,6212,2507900
784,2780,2508900,6212,2508900
784,2780,2509900,6212,2509900
784,2780,2510900,6212,2510900
784,2780,2511710,6212,2511710
784,2780,2511710,6212,2511710
784,2780,2512520,6212,2512520
784,2780,2513520,6212,2513520
784,2780,2513840,6212,2513840
784,2780,2514650,6212,2514650
784,2780,2515650,6212,2515650
784,2780,2516650,6212,2516650
785,2788,2517120,6212,2517120
785,2788,2517350,6212,2517350
785,2788,2518350,6212,2518350
785,2788,2518820,6212,2518820
785,2788,2518930,6212,2518930
785,2788,2519390,6212,2519390
785,2788,2520390,6212,2520390
786,2796,2521390,6212,2521390
786,2796,2522390,6212,2522390
786,2796,2522710,6212,2522710
786,2796,2523710,6212,2523710
786,2796,2524710,6212,2524710
786,2796,2525710,6212,2525710
786,2796,2525930,6212,2525930
786,2796,2526930,6212,2526930
786,2796,2527740,6212,2527740
786,2796,2528740,6212,2528740
786,2796,2529740,6212,2529740
786,2796,2530740,6212,2530740
786,2796,2531060,6212,2531060
786,2796,2532060,6212,2532060
786,2796,2533060,6212,2533060
786,2796,2533380,6212,2533380
787,2804,2534380,6212,2534380
787,2804,2535380,6212,2535380
787,2804,2536380,6212,2536380
787,2804,2537190,6212,2537190
787,2804,2538000,6212,2538000
787,2804,2538810,6212,2538810
787,2804,2539280,6212,2539280
787,2804,2540280,6212,2540280
787,2804,2540750,6212,2540750
787,2804,2541560,6212,2541560
787,2804,2541880,6212,2541880
788,2812,2542530,6212,2542530
788,2812,2543530,6212,2543530
788,2812,2543750,6212,2543750
788,2812,2543750,6212,2543750
789,2820,2551750,6212,2551750
789,2820,2552750,6212,2552750
789,2820,2553560,6212,2553560
789,2820,2554560,6212,2554560
789,2820,2555560,6212,2555560
790,2828,2556560,6212,2556560
790,2828,2557560,6212,2557560
790,2828,2558560,6212,2558560
790,2828,2559560,6212,2559560
790,2828,2560560,6212,2560560
790,2828,2561560,6212,2561560
790,2828,2562030,6212,2562030
790,2828,2562500,6212,2562500
790,2828,2563500,6212,2563500
790,2828,2564500,6212,2564500
790,2828,2565050,6212,2565050
790,2828,2565520,6212,2565520
790,2828,2565840,6212,2565840
791,2836,2566840,6212,2566840
791,2836,2567650,6212,2567650
791,2836,2568120,6212,2568120
791,2836,2569120,6212,2569120
791,2836,2570120,6212,2570120
791,2836,2570930,6212,2570930
791,2836,2571740,6212,2571740
791,2836,2572740,6212,2572740
792,2844,2573550,6212,2573550
793,2852,2581550,6212,2581550
793,2852,2582550,6212,2582550
793,2852,2583550,6212,2583550
793,2852,2584550,6212,2584550
793,2852,2585550,6212,2585550
794,2860,2586550,6212,2586550
794,2860,2587550,6212,2587550
794,2860,2588550,6212,2588550
794,2860,2589200,6212,2589200
794,2860,2590200,6212,2590200
794,2860,2590200,6212,2590200
794,2860,2591200,6212,2591200
794,2860,2592200,6212,2592200
794,2860,2592520,6212,2592520
794,2860,2593520,6212,2593520
794,2860,2594330,6212,2594330
795,2868,2595330,6212,2595330
795,2868,2596330,6212,2596330
795,2868,2597330,6212,2597330
795,2868,2597490,6212,2597490
795,2868,2598490,6212,2598490
795,2868,2599490,6212,2599490
795,2868,2600490,6212,2600490
795,2868,2601490,6212,2601490
795,2868,2602490,6212,2602490
795,2868,2602810,6212,2602810
795,2868,2603810,6212,2603810
796,2876,2604810,6212,2604810
796,2876,2605460,6212,2605460
796,2876,2606460,6212,2606460
796,2876,2606930,6212,2606930
796,2876,2607930,6212,2607930
796,2876,2608400,6212,2608400
796,2876,2609400,6212,2609400
796,2876,2610400,6212,2610400
796,2876,2611400,6212,2611400
796,2876,2611870,6212,2611870
796,2876,2612870,6212,2612870
796,2876,2613100,6212,2613100
796,2876,2614100,6212,2614100
797,2884,2615100,6212,2615100
797,2884,2616100,6212,2616100
797,2884,2617100,6212,2617100
797,2884,2618100,6212,2618100
797,2884,2619100,6212,2619100
797,2884,2619650,6212,2619650
797,2884,2620650,6212,2620650
797,2884,2621650,6212,2621650
797,2884,2622650,6212,2622650
797,2884,2623120,6212,2623120
798,2892,2624120,6212,2624120
798,2892,2625120,6212,2625120
798,2892,2625930,6212,2625930
799,2900,2633930,6212,2633930
799,2900,2634930,6212,2634930
799,2900,2635150,6212,2635150
799,2900,2636150,6212,2636150
799,2900,2636470,6212,2636470
799,2900,2637470,6212,2637470
800,2908,2637940,6212,2637940
800,2908,2638750,6212,2638750
800,2908,2639220,6212,2639220
800,2908,2640220,6212,2640220
800,2908,2641220,6212,2641220
800,2908,2641690,6212,2641690
800,2908,2642500,6212,2642500
801,2916,2643500,6212,2643500
801,2916,2644310,6212,2644310
801,2916,2645310,6212,2645310
801,2916,2646310,6212,2646310
801,2916,2647310,6212,2647310
801,2916,2648120,6212,2648120
801,2916,2649120,6212,2649120
801,2916,2649120,6212,2649120
801,2916,2650120,6212,2650120
801,2916,2651120,6212,2651120
801,2916,2651930,6212,2651930
801,2916,2652930,6212,2652930
801,2916,2653930,6212,2653930
801,2916,2654740,6212,2654740
801,2916,2654900,6212,2654900
801,2916,2655130,6212,2655130
802,2924,2656130,6212,2656130
802,2924,2657130,6212,2657130
802,2924,2658130,6212,2658130
802,2924,2659130,6212,2659130
802,2924,2660130,6212,2660130
803,2932,2664130,6212,2664130
803,2932,2665130,6212,2665130
804,2940,2665780,6212,2665780
805,2948,2666780,6212,2666780
805,2948,2667250,6212,2667250
805,2948,2667720,6212,2667720
805,2948,2668720,6212,2668720
805,2948,2669040,6212,2669040
805,2948,2669150,6212,2669150
805,2948,2669470,6212,2669470
805,2948,2669790,6212,2669790
805,2948,2670790,6212,2670790
805,2948,2671790,6212,2671790
805,2948,2672790,6212,2672790
805,2948,2673260,6212,2673260
806,2956,2674260,6212,2674260
806,2956,2675070,6212,2675070
806,2956,2676070,6212,2676070
806,2956,2676880,6212,2676880
806,2956,2677880,6212,2677880
806,2956,2678880,6212,2678880
806,2956,2679690,6212,2679690
806,2956,2680690,6212,2680690
806,2956,2681690,6212,2681690
806,2956,2682010,6212,2682010
806,2956,2682010,6212,2682010
806,2956,2682600,6212,2682600
807,2964,2683070,6212,2683070
807,2964,2683540,6212,2683540
807,2964,2684540,6212,2684540
807,2964,2685000,6212,2685000
807,2964,2685470,6212,2685470
807,2964,2686470,6212,2686470
807,2964,2687470,6212,2687470
808,2972,2688470,6212,2688470
808,2972,2688790,6212,2688790
808,2972,2689790,6212,2689790
808,2972,2690440,6212,2690440
808,2972,2691440,6212,2691440
808,2972,2692440,6212,2692440
808,2972,2693030,6212,2693030
808,2972,2693500,6212,2693500
808,2972,2694500,6212,2694500
808,2972,2695500,6212,2695500
808,2972,2695730,6212,2695730
808,2972,2696540,6212,2696540
808,2972,2697540,6212,2697540
808,2972,2697860,6212,2697860
808,2972,2698860,6212,2698860
808,2972,2699020,6212,2699020
809,2980,2700020,6212,2700020
809,2980,2701020,6212,2701020
809,2980,2702020,6212,2702020
809,2980,2703020,6212,2703020
809,2980,2703490,6212,2703490
809,2980,2704490,6212,2704490
809,2980,2704490,6212,2704490
809,2980,2705490,6212,2705490
809,2980,2706490,6212,2706490
809,2980,2707300,6212,2707300
809,2980,2708300,6212,2708300
809,2980,2709110,6212,2709110
809,2980,2709110,6212,2709110
809,2980,2709430,6212,2709430
810,2988,2710430,6212,2710430
810,2988,2711430,6212,2711430
810,2988,2711430,6212,2711430
811,2996,2712240,6212,2712240
811,2996,2713240,6212,2713240
811,2996,2714240,6212,2714240
811,2996,2714470,6212,2714470
811,2996,2714470,6212,2714470
811,2996,2715470,6212,2715470
811,2996,2716280,6212,2716280
811,2996,2717280,6212,2717280
811,2996,2718280,6212,2718280
811,2996,2718750,6212,2718750
811,2996,2719560,6212,2719560
811,2996,2720370,6212,2720370
811,2996,2720840,6212,2720840
811,2996,2721840,6212,2721840
811,2996,2722650,6212,2722650
811,2996,2722970,6212,2722970
811,2996,2723970,6212,2723970
812,3004,2724970,6212,2724970
812,3004,2725440,6212,2725440
812,3004,2725910,6212,2725910
812,3004,2726910,6212,2726910
812,3004,2727910,6212,2727910
813,3012,2728720,6212,2728720
813,3012,2729530,6212,2729530
813,3012,2730530,6212,2730530
813,3012,2731530,6212,2731530
813,3012,2732340,6212,2732340
813,3012,2732340,6212,2732340
813,3012,2732990,6212,2732990
813,3012,2733990,6212,2733990
813,3012,2734460,6212,2734460
813,3012,2735460,6212,2735460
813,3012,2736270,6212,2736270
814,3020,2737270,6212,2737270
814,3020,2738270,6212,2738270
814,3020,2738590,6212,2738590
814,3020,2739590,6212,2739590
814,3020,2739910,6212,2739910
814,3020,2740720,6212,2740720
814,3020,2740720,6212,2740720
814,3020,2741190,6212,2741190
814,3020,2742190,6212,2742190
814,3020,2743190,6212,2743190
814,3020,2744190,6212,2744190
814,3020,2744660,6212,2744660
815,3028,2745470,6212,2745470
815,3028,2746280,6212,2746280
815,3028,2746870,6212,2746870
815,3028,2747190,6212,2747190
815,3028,2748000,6212,2748000
815,3028,2749000,6212,2749000
815,3028,2749810,6212,2749810
816,3036,2750810,6212,2750810
816,3036,2751130,6212,2751130
816,3036,2752130,6212,2752130
816,3036,2752360,6212,2752360
816,3036,2753170,6212,2753170
816,3036,2754170,6212,2754170
816,3036,2755170,6212,2755170
816,3036,2756170,6212,2756170
816,3036,2757170,6212,2757170
816,3036,2757490,6212,2757490
816,3036,2757960,6212,2757960
816,3036,2758960,6212,2758960
816,3036,2759960,6212,2759960
817,3044,2760960,6212,2760960
817,3044,2761960,6212,2761960
817,3044,2762960,6212,2762960
817,3044,2763960,6212,2763960
817,3044,2764430,6212,2764430
817,3044,2765430,6212,2765430
818,3052,2766240,6212,2766240
818,3052,2766460,6212,2766460
818,3052,2767460,6212,2767460
818,3052,2767460,6212,2767460
818,3052,2768110,6212,2768110
819,3060,2772110,6212,2772110
820,3068,2773110,6212,2773110
820,3068,2773920,6212,2773920
820,3068,2774920,6212,2774920
820,3068,2775920,6212,2775920
820,3068,2776240,6212,2776240
820,3068,2777050,6212,2777050
820,3068,2777860,6212,2777860
820,3068,2778860,6212,2778860
820,3068,2779670,6212,2779670
820,3068,2780670,6212,2780670
820,3068,2781670,6212,2781670
820,3068,2782220,6212,2782220
820,3068,2783220,6212,2783220
820,3068,2783690,6212,2783690
820,3068,2784690,6212,2784690
820,3068,2785010,6212,2785010
820,3068,2786010,6212,2786010
820,3068,2787010,6212,2787010
821,3076,2787820,6212,2787820
821,3076,2788290,6212,2788290
821,3076,2789290,6212,2789290
822,3084,2790290,6212,2790290
822,3084,2791290,6212,2791290
822,3084,2792100,6212,2792100
822,3084,2792560,6212,2792560
822,3084,2792780,6212,2792780
822,3084,2796780,6212,2796780
822,3084,2797780,6212,2797780
822,3084,2798250,6212,2798250
822,3084,2798570,6212,2798570
