ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fb5a-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_nodes,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fb5a-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fb5a-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpu_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fb5a-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-total_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fb5a-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-arrived_gpu_milli
936,3996,3661980,6212,3661980
936,3996,3662450,6212,3662450
936,3996,3663450,6212,3663450
936,3996,3664450,6212,3664450
936,3996,3665450,6212,3665450
937,4004,3666450,6212,3666450
937,4004,3667450,6212,3667450
937,4004,3668450,6212,3668450
937,4004,3669450,6212,3669450
937,4004,3670260,6212,3670260
937,4004,3670580,6212,3670580
937,4004,3671580,6212,3671580
937,4004,3672580,6212,3672580
937,4004,3673130,6212,3673130
937,4004,3674130,6212,3674130
938,4012,3675130,6212,3675130
938,4012,3675130,6212,3675130
938,4012,3676130,6212,3676130
938,4012,3676130,6212,3676130
938,4012,3677130,6212,3677130
938,4012,3677130,6212,3677130
938,4012,3677130,6212,3677130
938,4012,3678130,6212,3678130
938,4012,3679130,6212,3679130
938,4012,3680130,6212,3680130
938,4012,3680360,6212,3680360
939,4020,3680830,6212,3680830
939,4020,3681640,6212,3681640
939,4020,3682290,6212,3682290
940,4028,3683290,6212,3683290
940,4028,3684100,6212,3684100
940,4028,3684260,6212,3684260
940,4028,3685260,6212,3685260
940,4028,3686260,6212,3686260
940,4028,3687260,6212,3687260
940,4028,3688260,6212,3688260
940,4028,3689260,6212,3689260
940,4028,3690260,6212,3690260
940,4028,3691260,6212,3691260
941,4036,3692260,6212,3692260
941,4036,3693260,6212,3693260
941,4036,3694260,6212,3694260
941,4036,3695070,6212,3695070
941,4036,3696070,6212,3696070
941,4036,3696420,6212,3696420
941,4036,3696420,6212,3696420
941,4036,3697230,6212,3697230
941,4036,3698230,6212,3698230
941,4036,3699230,6212,3699230
941,4036,3700230,6212,3700230
941,4036,3701230,6212,3701230
941,4036,3702230,6212,3702230
942,4044,3703230,6212,3703230
942,4044,3703230,6212,3703230
942,4044,3704230,6212,3704230
942,4044,3704550,6212,3704550
942,4044,3705550,6212,3705550
942,4044,3706020,6212,3706020
942,4044,3707020,6212,3707020
942,4044,3707830,6212,3707830
942,4044,3708830,6212,3708830
942,4044,3709300,6212,3709300
942,4044,3710300,6212,3710300
942,4044,3711300,6212,3711300
943,4052,3712110,6212,3712110
943,4052,3713110,6212,3713110
944,4060,3714110,6212,3714110
944,4060,3714330,6212,3714330
944,4060,3715140,6212,3715140
944,4060,3715460,6212,3715460
944,4060,3716460,6212,3716460
945,4068,3718460,6212,3718460
945,4068,3719270,6212,3719270
945,4068,3720270,6212,3720270
945,4068,3721270,6212,3721270
945,4068,3722080,6212,3722080
945,4068,3723080,6212,3723080
945,4068,3723890,6212,3723890
945,4068,3724700,6212,3724700
945,4068,3725700,6212,3725700
945,4068,3726170,6212,3726170
945,4068,3726640,6212,3726640
945,4068,3727640,6212,3727640
945,4068,3728110,6212,3728110
945,4068,3729110,6212,3729110
946,4076,3730110,6212,3730110
946,4076,3731110,6212,3731110
946,4076,3732110,6212,3732110
946,4076,3733110,6212,3733110
946,4076,3734110,6212,3734110
947,4084,3734430,6212,3734430
947,4084,3734900,6212,3734900
947,4084,3735900,6212,3735900
947,4084,3736550,6212,3736550
947,4084,3737550,6212,3737550
947,4084,3738550,6212,3738550
948,4092,3739550,6212,3739550
948,4092,3740550,6212,3740550
948,4092,3741550,6212,3741550
948,4092,3742360,6212,3742360
948,4092,3743170,6212,3743170
948,4092,3743490,6212,3743490
948,4092,3744490,6212,3744490
948,4092,3745490,6212,3745490
948,4092,3745540,6212,3745540
948,4092,3746540,6212,3746540
948,4092,3747350,6212,3747350
948,4092,3747350,6212,3747350
948,4092,3748160,6212,3748160
948,4092,3748810,6212,3748810
948,4092,3749620,6212,3749620
949,4100,3750090,6212,3750090
949,4100,3751090,6212,3751090
949,4100,3752090,6212,3752090
950,4108,3753090,6212,3753090
950,4108,3754090,6212,3754090
950,4108,3755090,6212,3755090
950,4108,3756090,6212,3756090
950,4108,3757090,6212,3757090
950,4108,3757740,6212,3757740
950,4108,3758210,6212,3758210
950,4108,3758680,6212,3758680
950,4108,3759680,6212,3759680
950,4108,3760680,6212,3760680
950,4108,3761680,6212,3761680
951,4116,3762680,6212,3762680
951,4116,3763680,6212,3763680
951,4116,3764680,6212,3764680
951,4116,3765680,6212,3765680
951,4116,3766000,6212,3766000
951,4116,3767000,6212,3767000
951,4116,3768000,6212,3768000
951,4116,3768320,6212,3768320
951,4116,3769320,6212,3769320
952,4124,3770320,6212,3770320
952,4124,3771320,6212,3771320
952,4124,3772130,6212,3772130
952,4124,3772940,6212,3772940
952,4124,3772940,6212,3772940
952,4124,3773750,6212,3773750
952,4124,3773980,6212,3773980
952,4124,3774980,6212,3774980
952,4124,3775980,6212,3775980
952,4124,3776980,6212,3776980
952,4124,3777980,6212,3777980
952,4124,3778980,6212,3778980
953,4132,3779980,6212,3779980
953,4132,3780450,6212,3780450
953,4132,3780920,6212,3780920
953,4132,3781920,6212,3781920
953,4132,3782510,6212,3782510
953,4132,3782510,6212,3782510
953,4132,3783510,6212,3783510
953,4132,3783860,6212,3783860
953,4132,3784860,6212,3784860
954,4140,3785670,6212,3785670
954,4140,3786670,6212,3786670
954,4140,3787040,6212,3787040
954,4140,3788040,6212,3788040
954,4140,3789040,6212,3789040
955,4148,3790040,6212,3790040
955,4148,3791040,6212,3791040
955,4148,3792040,6212,3792040
955,4148,3792690,6212,3792690
955,4148,3793010,6212,3793010
955,4148,3794010,6212,3794010
955,4148,3794820,6212,3794820
956,4156,3802820,6212,3802820
956,4156,3802980,6212,3802980
956,4156,3803790,6212,3803790
956,4156,3804790,6212,3804790
956,4156,3805260,6212,3805260
956,4156,3806260,6212,3806260
956,4156,3807070,6212,3807070
956,4156,3807530,6212,3807530
956,4156,3807530,6212,3807530
956,4156,3808530,6212,3808530
956,4156,3809530,6212,3809530
956,4156,3809530,6212,3809530
956,4156,3810340,6212,3810340
956,4156,3811340,6212,3811340
956,4156,3811810,6212,3811810
957,4164,3812810,6212,3812810
958,4172,3813620,6212,3813620
958,4172,3813780,6212,3813780
958,4172,3814780,6212,3814780
958,4172,3815780,6212,3815780
958,4172,3816780,6212,3816780
958,4172,3817370,6212,3817370
958,4172,3818180,6212,3818180
958,4172,3818500,6212,3818500
958,4172,3819150,6212,3819150
958,4172,3819960,6212,3819960
958,4172,3820960,6212,3820960
958,4172,3821960,6212,3821960
958,4172,3822280,6212,3822280
958,4172,3823280,6212,3823280
958,4172,3824280,6212,3824280
959,4180,3825280,6212,3825280
959,4180,3826280,6212,3826280
959,4180,3827280,6212,3827280
959,4180,3831280,6212,3831280
959,4180,3832280,6212,3832280
959,4180,3833090,6212,3833090
959,4180,3834090,6212,3834090
959,4180,3834550,6212,3834550
959,4180,3835360,6212,3835360
960,4188,3836360,6212,3836360
960,4188,3837360,6212,3837360
961,4196,3838170,6212,3838170
961,4196,3839170,6212,3839170
961,4196,3840170,6212,3840170
961,4196,3840170,6212,3840170
961,4196,3841170,6212,3841170
961,4196,3841640,6212,3841640
961,4196,3842110,6212,3842110
961,4196,3842110,6212,3842110
961,4196,3843110,6212,3843110
961,4196,3844110,6212,3844110
961,4196,3845110,6212,3845110
961,4196,3846110,6212,3846110
962,4204,3847110,6212,3847110
962,4204,3847920,6212,3847920
962,4204,3848920,6212,3848920
962,4204,3849920,6212,3849920
962,4204,3850920,6212,3850920
962,4204,3851920,6212,3851920
962,4204,3852920,6212,3852920
962,4204,3853390,6212,3853390
962,4204,3854390,6212,3854390
962,4204,3855200,6212,3855200
962,4204,3855670,6212,3855670
963,4212,3856670,6212,3856670
963,4212,3857480,6212,3857480
963,4212,3858480,6212,3858480
963,4212,3859480,6212,3859480
963,4212,3860290,6212,3860290
963,4212,3861290,6212,3861290
963,4212,3862290,6212,3862290
963,4212,3863290,6212,3863290
963,4212,3864290,6212,3864290
963,4212,3865290,6212,3865290
963,4212,3866290,6212,3866290
964,4220,3867290,6212,3867290
964,4220,3867290,6212,3867290
964,4220,3867760,6212,3867760
964,4220,3868220,6212,3868220
964,4220,3869220,6212,3869220
965,4228,3870030,6212,3870030
965,4228,3871030,6212,3871030
965,4228,3871350,6212,3871350
965,4228,3872160,6212,3872160
965,4228,3873160,6212,3873160
965,4228,3874160,6212,3874160
965,4228,3874810,6212,3874810
965,4228,3875270,6212,3875270
965,4228,3875590,6212,3875590
965,4228,3876400,6212,3876400
965,4228,3877400,6212,3877400
965,4228,3878400,6212,3878400
965,4228,3879400,6212,3879400
965,4228,3880400,6212,3880400
965,4228,3880400,6212,3880400
965,4228,3881400,6212,3881400
966,4236,3882400,6212,3882400
966,4236,3883400,6212,3883400
966,4236,3884400,6212,3884400
966,4236,3885400,6212,3885400
966,4236,3886210,6212,3886210
966,4236,3887210,6212,3887210
966,4236,3888210,6212,3888210
966,4236,3889210,6212,3889210
966,4236,3890020,6212,3890020
966,4236,3891020,6212,3891020
967,4244,3892020,6212,3892020
967,4244,3893020,6212,3893020
967,4244,3894020,6212,3894020
967,4244,3894350,6212,3894350
967,4244,3895350,6212,3895350
967,4244,3896160,6212,3896160
968,4252,3896970,6212,3896970
968,4252,3897970,6212,3897970
968,4252,3898440,6212,3898440
968,4252,3899090,6212,3899090
968,4252,3899900,6212,3899900
968,4252,3900900,6212,3900900
968,4252,3901370,6212,3901370
968,4252,3901830,6212,3901830
968,4252,3902640,6212,3902640
968,4252,3903640,6212,3903640
969,4260,3904640,6212,3904640
969,4260,3904640,6212,3904640
969,4260,3905640,6212,3905640
969,4260,3906640,6212,3906640
969,4260,3907110,6212,3907110
969,4260,3908110,6212,3908110
969,4260,3909110,6212,3909110
969,4260,3910110,6212,3910110
969,4260,3910580,6212,3910580
969,4260,3910910,6212,3910910
969,4260,3911910,6212,3911910
969,4260,3912910,6212,3912910
969,4260,3913230,6212,3913230
969,4260,3913700,6212,3913700
969,4260,3914700,6212,3914700
970,4268,3915700,6212,3915700
970,4268,3916700,6212,3916700
970,4268,3917700,6212,3917700
970,4268,3917700,6212,3917700
970,4268,3918700,6212,3918700
971,4276,3919170,6212,3919170
971,4276,3919640,6212,3919640
971,4276,3920110,6212,3920110
971,4276,3921110,6212,3921110
971,4276,3921330,6212,3921330
971,4276,3921980,6212,3921980
971,4276,3922980,6212,3922980
971,4276,3923980,6212,3923980
971,4276,3924980,6212,3924980
971,4276,3925530,6212,3925530
972,4284,3926530,6212,3926530
972,4284,3927530,6212,3927530
972,4284,3928010,6212,3928010
972,4284,3929010,6212,3929010
972,4284,3929820,6212,3929820
972,4284,3930410,6212,3930410
972,4284,3930880,6212,3930880
972,4284,3931880,6212,3931880
972,4284,3932350,6212,3932350
972,4284,3933350,6212,3933350
972,4284,3933900,6212,3933900
972,4284,3934900,6212,3934900
972,4284,3935370,6212,3935370
972,4284,3936370,6212,3936370
972,4284,3937370,6212,3937370
972,4284,3937370,6212,3937370
973,4292,3938370,6212,3938370
973,4292,3939370,6212,3939370
973,4292,3940370,6212,3940370
974,4300,3941180,6212,3941180
974,4300,3942180,6212,3942180
974,4300,3942650,6212,3942650
974,4300,3942880,6212,3942880
974,4300,3943110,6212,3943110
974,4300,3944110,6212,3944110
974,4300,3944430,6212,3944430
974,4300,3944750,6212,3944750
974,4300,3945750,6212,3945750
974,4300,3946750,6212,3946750
974,4300,3947750,6212,3947750
974,4300,3948300,6212,3948300
975,4308,3949300,6212,3949300
975,4308,3950300,6212,3950300
975,4308,3950890,6212,3950890
975,4308,3951890,6212,3951890
975,4308,3952890,6212,3952890
975,4308,3953890,6212,3953890
975,4308,3954360,6212,3954360
975,4308,3954730,6212,3954730
975,4308,3955730,6212,3955730
975,4308,3956540,6212,3956540
975,4308,3957540,6212,3957540
975,4308,3957910,6212,3957910
976,4316,3958910,6212,3958910
976,4316,3959720,6212,3959720
976,4316,3960190,6212,3960190
976,4316,3961190,6212,3961190
976,4316,3962190,6212,3962190
977,4324,3963000,6212,3963000
977,4324,3964000,6212,3964000
977,4324,3964320,6212,3964320
977,4324,3965130,6212,3965130
977,4324,3966130,6212,3966130
977,4324,3966940,6212,3966940
977,4324,3967940,6212,3967940
977,4324,3968590,6212,3968590
977,4324,3969590,6212,3969590
977,4324,3969810,6212,3969810
977,4324,3970810,6212,3970810
978,4332,3971810,6212,3971810
978,4332,3972810,6212,3972810
978,4332,3973280,6212,3973280
978,4332,3974280,6212,3974280
978,4332,3974440,6212,3974440
978,4332,3975440,6212,3975440
978,4332,3976250,6212,3976250
978,4332,3977250,6212,3977250
978,4332,3978060,6212,3978060
978,4332,3978060,6212,3978060
978,4332,3978870,6212,3978870
978,4332,3979100,6212,3979100
979,4340,3979910,6212,3979910
979,4340,3980460,6212,3980460
979,4340,3981460,6212,3981460
979,4340,3982460,6212,3982460
979,4340,3983460,6212,3983460
979,4340,3984110,6212,3984110
979,4340,3985110,6212,3985110
980,4348,3986110,6212,3986110
980,4348,3987110,6212,3987110
980,4348,3987110,6212,3987110
980,4348,3987340,6212,3987340
980,4348,3988150,6212,3988150
980,4348,3989150,6212,3989150
980,4348,3989620,6212,3989620
980,4348,3990430,6212,3990430
980,4348,3991430,6212,3991430
980,4348,3992430,6212,3992430
980,4348,3992660,6212,3992660
980,4348,3993130,6212,3993130
980,4348,3993940,6212,3993940
980,4348,3994940,6212,3994940
980,4348,3995940,6212,3995940
980,4348,3996260,6212,3996260
980,4348,3997260,6212,3997260
981,4356,3998260,6212,3998260
981,4356,3999070,6212,3999070
981,4356,4000070,6212,4000070
981,4356,4001070,6212,4001070
981,4356,4001390,6212,4001390
981,4356,4002390,6212,4002390
981,4356,4003390,6212,4003390
981,4356,4004390,6212,4004390
981,4356,4005390,6212,4005390
981,4356,4006390,6212,4006390
982,4364,4007390,6212,4007390
983,4372,4008040,6212,4008040
983,4372,4008850,6212,4008850
983,4372,4009080,6212,4009080
983,4372,4009550,6212,4009550
983,4372,4009780,6212,4009780
983,4372,4010780,6212,4010780
983,4372,4011780,6212,4011780
983,4372,4012780,6212,4012780
983,4372,4013000,6212,4013000
983,4372,4013810,6212,4013810
983,4372,4014270,6212,4014270
983,4372,4014590,6212,4014590
983,4372,4015400,6212,4015400
983,4372,4016400,6212,4016400
983,4372,4017400,6212,4017400
983,4372,4017950,6212,4017950
983,4372,4018180,6212,4018180
983,4372,4018990,6212,4018990
983,4372,4018990,6212,4018990
983,4372,4019990,6212,4019990
983,4372,4020990,6212,4020990
984,4380,4021990,6212,4021990
984,4380,4022990,6212,4022990
984,4380,4023990,6212,4023990
984,4380,4024990,6212,4024990
985,4388,4025220,6212,4025220
985,4388,4026030,6212,4026030
985,4388,4027030,6212,4027030
985,4388,4027500,6212,4027500
985,4388,4028500,6212,4028500
985,4388,4028970,6212,4028970
985,4388,4029780,6212,4029780
985,4388,4030780,6212,4030780
985,4388,4032780,6212,4032780
985,4388,4033780,6212,4033780
985,4388,4034010,6212,4034010
985,4388,4034820,6212,4034820
986,4396,4035820,6212,4035820
986,4396,4036470,6212,4036470
986,4396,4037470,6212,4037470
986,4396,4038470,6212,4038470
986,4396,4039470,6212,4039470
986,4396,4039940,6212,4039940
986,4396,4040260,6212,4040260
986,4396,4041260,6212,4041260
986,4396,4041260,6212,4041260
986,4396,4042260,6212,4042260
986,4396,4042730,6212,4042730
986,4396,4043050,6212,4043050
986,4396,4043520,6212,4043520
987,4404,4043990,6212,4043990
987,4404,4044800,6212,4044800
987,4404,4045270,6212,4045270
987,4404,4046270,6212,4046270
987,4404,4047080,6212,4047080
987,4404,4047890,6212,4047890
987,4404,4048700,6212,4048700
987,4404,4049700,6212,4049700
987,4404,4050510,6212,4050510
988,4412,4051510,6212,4051510
988,4412,4052320,6212,4052320
988,4412,4053130,6212,4053130
989,4420,4053600,6212,4053600
989,4420,4053600,6212,4053600
989,4420,4054600,6212,4054600
989,4420,4054600,6212,4054600
989,4420,4055600,6212,4055600
989,4420,4056600,6212,4056600
989,4420,4057070,6212,4057070
989,4420,4057440,6212,4057440
989,4420,4058440,6212,4058440
989,4420,4058600,6212,4058600
989,4420,4059600,6212,4059600
989,4420,4060600,6212,4060600
989,4420,4060920,6212,4060920
989,4420,4060920,6212,4060920
989,4420,4061920,6212,4061920
990,4428,4062920,6212,4062920
990,4428,4063730,6212,4063730
990,4428,4064730,6212,4064730
990,4428,4064950,6212,4064950
990,4428,4065600,6212,4065600
990,4428,4066410,6212,4066410
990,4428,4067220,6212,4067220
990,4428,4068220,6212,4068220
990,4428,4068380,6212,4068380
990,4428,4069380,6212,4069380
990,4428,4070380,6212,4070380
990,4428,4071380,6212,4071380
990,4428,4072380,6212,4072380
990,4428,4072380,6212,4072380
990,4428,4073380,6212,4073380
990,4428,4074190,6212,4074190
990,4428,4074190,6212,4074190
990,4428,4074840,6212,4074840
990,4428,4075310,6212,4075310
991,4436,4076310,6212,4076310
991,4436,4076530,6212,4076530
992,4444,4077340,6212,4077340
992,4444,4078340,6212,4078340
992,4444,4078570,6212,4078570
992,4444,4078570,6212,4078570
992,4444,4079040,6212,4079040
992,4444,4080040,6212,4080040
992,4444,4080850,6212,4080850
992,4444,4081320,6212,4081320
992,4444,4081610,6212,4081610
992,4444,4082610,6212,4082610
992,4444,4083610,6212,4083610
992,4444,4083930,6212,4083930
992,4444,4084930,6212,4084930
992,4444,4085930,6212,4085930
992,4444,4086740,6212,4086740
992,4444,4086740,6212,4086740
992,4444,4086900,6212,4086900
992,4444,4087710,6212,4087710
993,4452,4088710,6212,4088710
993,4452,4089710,6212,4089710
993,4452,4090710,6212,4090710
993,4452,4091710,6212,4091710
993,4452,4092710,6212,4092710
993,4452,4093710,6212,4093710
993,4452,4094260,6212,4094260
993,4452,4094730,6212,4094730
993,4452,4095730,6212,4095730
993,4452,4096200,6212,4096200
993,4452,4096520,6212,4096520
993,4452,4097520,6212,4097520
994,4460,4098520,6212,4098520
994,4460,4098840,6212,4098840
994,4460,4099490,6212,4099490
994,4460,4100490,6212,4100490
995,4468,4100960,6212,4100960
995,4468,4101770,6212,4101770
995,4468,4102360,6212,4102360
995,4468,4102910,6212,4102910
995,4468,4103910,6212,4103910
995,4468,4104380,6212,4104380
995,4468,4105380,6212,4105380
995,4468,4106380,6212,4106380
995,4468,4107380,6212,4107380
995,4468,4108190,6212,4108190
995,4468,4108420,6212,4108420
995,4468,4109420,6212,4109420
995,4468,4109420,6212,4109420
995,4468,4110420,6212,4110420
996,4476,4111420,6212,4111420
996,4476,4111890,6212,4111890
996,4476,4112890,6212,4112890
996,4476,4113360,6212,4113360
996,4476,4114010,6212,4114010
996,4476,4114280,6212,4114280
996,4476,4114600,6212,4114600
996,4476,4115600,6212,4115600
996,4476,4116600,6212,4116600
996,4476,4117600,6212,4117600
996,4476,4118600,6212,4118600
996,4476,4119410,6212,4119410
997,4484,4119730,6212,4119730
997,4484,4120200,6212,4120200
997,4484,4121200,6212,4121200
997,4484,4121670,6212,4121670
997,4484,4122260,6212,4122260
997,4484,4122730,6212,4122730
997,4484,4123540,6212,4123540
997,4484,4124540,6212,4124540
997,4484,4124540,6212,4124540
997,4484,4125350,6212,4125350
997,4484,4126160,6212,4126160
998,4492,4127160,6212,4127160
998,4492,4128160,6212,4128160
998,4492,4129160,6212,4129160
998,4492,4130160,6212,4130160
998,4492,4131160,6212,4131160
998,4492,4131160,6212,4131160
998,4492,4132160,6212,4132160
998,4492,4132390,6212,4132390
998,4492,4132710,6212,4132710
998,4492,4133710,6212,4133710
998,4492,4134710,6212,4134710
999,4500,4135710,6212,4135710
999,4500,4136030,6212,4136030
999,4500,4137030,6212,4137030
999,4500,4138030,6212,4138030
1000,4508,4146030,6212,4146030
1000,4508,4147030,6212,4147030
1000,4508,4148030,6212,4148030
1000,4508,4149030,6212,4149030
1000,4508,4149030,6212,4149030
1000,4508,4149030,6212,4149030
1000,4508,4150030,6212,4150030
1000,4508,4150500,6212,4150500
1001,4516,4151310,6212,4151310
1001,4516,4152310,6212,4152310
1001,4516,4153310,6212,4153310
1001,4516,4153630,6212,4153630
1001,4516,4153950,6212,4153950
1001,4516,4154420,6212,4154420
1001,4516,4155230,6212,4155230
1001,4516,4155700,6212,4155700
1002,4524,4156700,6212,4156700
1002,4524,4157510,6212,4157510
1002,4524,4158320,6212,4158320
1002,4524,4158550,6212,4158550
1002,4524,4159550,6212,4159550
1002,4524,4160550,6212,4160550
1002,4524,4161550,6212,4161550
1002,4524,4162360,6212,4162360
1002,4524,4162830,6212,4162830
1002,4524,4163640,6212,4163640
1002,4524,4164640,6212,4164640
1002,4524,4164960,6212,4164960
1002,4524,4165960,6212,4165960
1002,4524,4166960,6212,4166960
1002,4524,4167960,6212,4167960
1003,4532,4168960,6212,4168960
1003,4532,4169960,6212,4169960
1004,4540,4170430,6212,4170430
1004,4540,4170900,6212,4170900
1004,4540,4170900,6212,4170900
1004,4540,4171450,6212,4171450
1004,4540,4172450,6212,4172450
1004,4540,4172450,6212,4172450
1004,4540,4173450,6212,4173450
1004,4540,4173450,6212,4173450
1004,4540,4174450,6212,4174450
1004,4540,4175450,6212,4175450
1005,4548,4183450,6212,4183450
1005,4548,4184450,6212,4184450
1006,4556,4185450,6212,4185450
1006,4556,4185770,6212,4185770
1006,4556,4186770,6212,4186770
1006,4556,4187770,6212,4187770
1006,4556,4188770,6212,4188770
1006,4556,4189770,6212,4189770
1006,4556,4190090,6212,4190090
1007,4564,4191090,6212,4191090
1007,4564,4191410,6212,4191410
1007,4564,4192220,6212,4192220
1007,4564,4193030,6212,4193030
1007,4564,4194030,6212,4194030
1007,4564,4194840,6212,4194840
1007,4564,4195840,6212,4195840
1007,4564,4196840,6212,4196840
1007,4564,4197840,6212,4197840
1007,4564,4198840,6212,4198840
1007,4564,4199430,6212,4199430
1007,4564,4200430,6212,4200430
1008,4572,4201430,6212,4201430
1008,4572,4201750,6212,4201750
1008,4572,4202560,6212,4202560
1008,4572,4203560,6212,4203560
1008,4572,4204560,6212,4204560
1009,4580,4205370,6212,4205370
1009,4580,4206370,6212,4206370
1009,4580,4206840,6212,4206840
1009,4580,4207310,6212,4207310
1009,4580,4208310,6212,4208310
1009,4580,4208540,6212,4208540
1009,4580,4209540,6212,4209540
1009,4580,4210540,6212,4210540
1009,4580,4211540,6212,4211540
1009,4580,4212540,6212,4212540
1009,4580,4212700,6212,4212700
1009,4580,4213350,6212,4213350
1009,4580,4214350,6212,4214350
1009,4580,4214830,6212,4214830
1009,4580,4214830,6212,4214830
1010,4588,4215830,6212,4215830
1010,4588,4216830,6212,4216830
1010,4588,4217830,6212,4217830
1010,4588,4218060,6212,4218060
1010,4588,4218390,6212,4218390
1010,4588,4218870,6212,4218870
1010,4588,4219870,6212,4219870
1010,4588,4220100,6212,4220100
1010,4588,4220570,6212,4220570
1010,4588,4221040,6212,4221040
1010,4588,4222040,6212,4222040
1010,4588,4223040,6212,4223040
1010,4588,4223270,6212,4223270
1010,4588,4224270,6212,4224270
1011,4596,4225270,6212,4225270
1011,4596,4225500,6212,4225500
1011,4596,4226310,6212,4226310
1012,4604,4226780,6212,4226780
1012,4604,4227430,6212,4227430
1012,4604,4228430,6212,4228430
1012,4604,4229430,6212,4229430
1012,4604,4229900,6212,4229900
1012,4604,4230900,6212,4230900
1012,4604,4231900,6212,4231900
1012,4604,4232900,6212,4232900
1012,4604,4233710,6212,4233710
1012,4604,4234190,6212,4234190
1012,4604,4234560,6212,4234560
1012,4604,4234560,6212,4234560
1012,4604,4235210,6212,4235210
1012,4604,4236210,6212,4236210
1012,4604,4237020,6212,4237020
1012,4604,4238020,6212,4238020
1012,4604,4238570,6212,4238570
1012,4604,4239120,6212,4239120
1012,4604,4240120,6212,4240120
1012,4604,4240590,6212,4240590
1013,4612,4241400,6212,4241400
1013,4612,4241870,6212,4241870
1013,4612,4242870,6212,4242870
1013,4612,4243340,6212,4243340
1013,4612,4243340,6212,4243340
1013,4612,4243710,6212,4243710
1014,4620,4244710,6212,4244710
1014,4620,4245710,6212,4245710
1014,4620,4246710,6212,4246710
1014,4620,4247710,6212,4247710
1014,4620,4248710,6212,4248710
1014,4620,4249710,6212,4249710
1015,4628,4250710,6212,4250710
1015,4628,4251710,6212,4251710
1015,4628,4252710,6212,4252710
1015,4628,4253710,6212,4253710
1015,4628,4254180,6212,4254180
1015,4628,4255180,6212,4255180
1015,4628,4255400,6212,4255400
1015,4628,4256400,6212,4256400
1015,4628,4257400,6212,4257400
1015,4628,4258400,6212,4258400
1015,4628,4259400,6212,4259400
1015,4628,4259720,6212,4259720
1016,4636,4260720,6212,4260720
1016,4636,4261370,6212,4261370
1016,4636,4262370,6212,4262370
1016,4636,4263370,6212,4263370
1016,4636,4264370,6212,4264370
1016,4636,4265180,6212,4265180
1016,4636,4265650,6212,4265650
1016,4636,4266300,6212,4266300
1016,4636,4267300,6212,4267300
1016,4636,4268300,6212,4268300
1016,4636,4269110,6212,4269110
1016,4636,4269570,6212,4269570
1016,4636,4270570,6212,4270570
1016,4636,4271380,6212,4271380
1017,4644,4271850,6212,4271850
1017,4644,4272850,6212,4272850
1018,4652,4273850,6212,4273850
1018,4652,4274850,6212,4274850
1018,4652,4275850,6212,4275850
1018,4652,4276850,6212,4276850
1018,4652,4277660,6212,4277660
1018,4652,4278660,6212,4278660
1018,4652,4279470,6212,4279470
1018,4652,4279940,6212,4279940
1018,4652,4280590,6212,4280590
1018,4652,4281060,6212,4281060
1018,4652,4282060,6212,4282060
1018,4652,4283060,6212,4283060
1018,4652,4284060,6212,4284060
1019,4660,4285060,6212,4285060
1019,4660,4286060,6212,4286060
1019,4660,4286380,6212,4286380
1019,4660,4287380,6212,4287380
1019,4660,4288380,6212,4288380
1019,4660,4289380,6212,4289380
1019,4660,4289850,6212,4289850
1019,4660,4290850,6212,4290850
1019,4660,4291320,6212,4291320
1020,4668,4299320,6212,4299320
1020,4668,4300130,6212,4300130
1020,4668,4300600,6212,4300600
1020,4668,4301600,6212,4301600
1020,4668,4302600,6212,4302600
1020,4668,4302830,6212,4302830
1020,4668,4303300,6212,4303300
1020,4668,4304300,6212,4304300
1020,4668,4304300,6212,4304300
1021,4676,4305300,6212,4305300
1021,4676,4306300,6212,4306300
1021,4676,4307300,6212,4307300
1021,4676,4307620,6212,4307620
1022,4684,4308270,6212,4308270
1022,4684,4309270,6212,4309270
1022,4684,4309270,6212,4309270
1022,4684,4309590,6212,4309590
1022,4684,4310590,6212,4310590
1022,4684,4311590,6212,4311590
1022,4684,4312590,6212,4312590
1022,4684,4313590,6212,4313590
1023,4692,4314590,6212,4314590
1023,4692,4315060,6212,4315060
1023,4692,4315290,6212,4315290
1023,4692,4316100,6212,4316100
1023,4692,4316580,6212,4316580
1023,4692,4317580,6212,4317580
1023,4692,4318580,6212,4318580
1023,4692,4319580,6212,4319580
1023,4692,4320580,6212,4320580
1023,4692,4320580,6212,4320580
1023,4692,4321580,6212,4321580
1023,4692,4322580,6212,4322580
1023,4692,4323050,6212,4323050
1024,4700,4324050,6212,4324050
1024,4700,4324860,6212,4324860
1024,4700,4325860,6212,4325860
1024,4700,4326860,6212,4326860
1024,4700,4327860,6212,4327860
1024,4700,4328670,6212,4328670
