ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d18b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d18b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_ratio,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d18b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_q124,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d18b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d18b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_ratio
1006791.76,20.92,7.33,406342.79,8.44
1006536.15,20.92,7.33,406190.24,8.44
1006715.85,20.92,7.33,406189.86,8.44
1006579.95,20.92,7.33,406189.86,8.44
1006818.63,20.93,7.34,406218.81,8.45
1006563.02,20.93,7.34,406205.66,8.45
1006387.44,20.93,7.33,406124.27,8.44
1006547.11,20.93,7.34,406121.04,8.45
1006411.21,20.93,7.34,406969.65,8.46
1006649.89,20.94,7.35,406876.11,8.46
1006700.34,20.94,7.35,407348.68,8.48
1006564.44,20.95,7.36,407348.25,8.48
1006614.89,20.95,7.36,407352.15,8.48
1006320.29,20.95,7.36,407333.47,8.48
1006320.29,20.95,7.36,407251.17,8.48
1006500.0,20.95,7.36,407254.3,8.48
1006364.09,20.95,7.36,407247.27,8.48
1006108.48,20.95,7.36,407393.31,8.48
1006347.16,20.96,7.37,407255.15,8.48
1006397.61,20.96,7.37,407247.27,8.48
1006448.06,20.97,7.38,407247.27,8.48
1006633.72,20.97,7.38,408549.38,8.51
1006684.17,20.98,7.39,408549.33,8.51
1006432.6,20.97,7.38,408271.35,8.51
1006592.28,20.98,7.39,408270.98,8.51
1006642.73,20.99,7.39,408270.98,8.51
1006848.12,20.99,7.4,408329.33,8.51
1006712.21,20.99,7.4,408270.98,8.51
1006891.92,21.0,7.41,408270.98,8.51
1006756.01,21.0,7.41,409320.19,8.54
1006500.4,21.0,7.41,409105.22,8.53
1006550.85,21.0,7.41,409388.69,8.54
1006285.26,21.0,7.41,409020.28,8.54
1006335.71,21.0,7.41,409020.23,8.54
1006335.71,21.0,7.41,409059.72,8.54
1006386.16,21.01,7.42,409059.35,8.54
1006436.61,21.01,7.42,409059.35,8.54
1006616.32,21.02,7.43,409059.35,8.54
1006666.76,21.02,7.43,409059.35,8.54
1006717.21,21.03,7.44,409478.84,8.55
1006767.66,21.03,7.44,409903.91,8.56
1006818.11,21.04,7.45,410484.4,8.58
1006573.52,21.03,7.44,410250.03,8.57
1006255.63,21.03,7.44,409927.82,8.57
1006000.02,21.02,7.43,409677.2,8.56
1006050.47,21.03,7.44,409677.15,8.56
1005914.56,21.03,7.44,409676.78,8.56
1005965.01,21.03,7.44,409676.78,8.57
1005802.89,21.03,7.44,409450.46,8.56
1005853.34,21.04,7.45,409450.46,8.56
1005903.79,21.04,7.45,409611.9,8.57
1006083.49,21.05,7.46,409558.12,8.57
1005907.9,21.04,7.45,409525.45,8.57
1005907.9,21.04,7.45,409729.88,8.57
1005958.35,21.05,7.46,409910.29,8.58
1005958.35,21.05,7.46,409714.77,8.57
1006008.8,21.05,7.46,411073.15,8.6
1006168.48,21.06,7.47,411072.73,8.6
1006032.57,21.06,7.47,411072.73,8.61
1005766.96,21.06,7.47,410671.65,8.6
1005631.05,21.06,7.47,410708.27,8.6
1005329.76,21.06,7.46,410320.21,8.59
1005329.76,21.06,7.46,410842.48,8.6
1005380.21,21.06,7.47,410453.04,8.6
1005279.82,21.06,7.47,412839.28,8.65
1005279.82,21.06,7.47,412839.28,8.65
1006880.42,21.1,7.51,412808.22,8.65
1007066.08,21.11,7.52,412807.8,8.65
1006956.98,21.11,7.51,412807.8,8.65
1007136.69,21.11,7.52,412807.8,8.65
1006881.07,21.11,7.52,412848.07,8.65
1006931.52,21.11,7.52,412821.62,8.66
1006981.97,21.12,7.53,412814.29,8.66
1007220.66,21.12,7.53,412807.8,8.66
1007426.05,21.13,7.54,413592.39,8.68
1007476.5,21.14,7.55,414060.55,8.69
1007225.2,21.13,7.54,413397.18,8.67
1007275.65,21.14,7.55,413908.31,8.69
1007031.06,21.13,7.54,414042.7,8.69
1006895.15,21.13,7.54,414042.28,8.69
1006796.08,21.13,7.54,413935.35,8.69
1006803.37,21.13,7.54,413996.61,8.69
1006963.04,21.14,7.55,413996.61,8.69
1007013.49,21.14,7.55,414067.07,8.69
1006801.02,21.14,7.55,413963.64,8.69
1006980.73,21.15,7.56,413972.27,8.69
1006981.89,21.15,7.56,413960.89,8.69
1006726.28,21.14,7.55,414043.5,8.7
1006776.73,21.15,7.56,413989.66,8.7
1006601.14,21.15,7.55,414479.1,8.71
1006786.8,21.15,7.56,414194.07,8.7
1006535.23,21.15,7.56,414001.79,8.7
1006546.16,21.15,7.56,414007.41,8.7
1006347.11,21.15,7.55,413823.89,8.7
1006551.14,21.15,7.56,415012.63,8.72
1006511.18,21.15,7.56,414636.93,8.71
1006813.26,21.16,7.57,414736.99,8.72
1006992.97,21.17,7.57,414736.96,8.72
1006782.29,21.16,7.57,414853.87,8.72
1006941.97,21.17,7.58,414853.48,8.72
1006686.35,21.17,7.58,414853.48,8.72
1006866.06,21.17,7.58,415089.95,8.73
1006730.15,21.17,7.58,414856.74,8.73
1006780.6,21.18,7.59,414853.48,8.73
1006524.99,21.17,7.58,415547.28,8.74
1006740.65,21.18,7.59,415108.09,8.73
1006546.01,21.18,7.59,414958.73,8.73
1006737.56,21.18,7.59,416438.74,8.76
1006831.01,21.19,7.6,416257.73,8.76
1006583.21,21.19,7.6,415917.01,8.75
1006779.77,21.19,7.6,415917.01,8.76
1006830.22,21.2,7.61,415916.96,8.76
1006833.23,21.2,7.61,416007.77,8.76
1006788.89,21.2,7.61,416007.77,8.76
1006948.57,21.2,7.61,416007.39,8.76
1007128.28,21.21,7.62,416007.39,8.76
1007128.28,21.21,7.62,415991.42,8.76
1007178.72,21.22,7.62,415991.42,8.76
1006923.11,21.21,7.62,416080.34,8.77
1007082.79,21.22,7.63,416111.03,8.77
1007242.47,21.22,7.63,416046.74,8.77
1007292.92,21.23,7.64,416103.07,8.77
1007472.62,21.24,7.64,417935.74,8.81
1007207.04,21.23,7.64,417564.4,8.8
1007257.49,21.24,7.64,417564.4,8.8
1007021.42,21.23,7.64,417230.31,8.8
1006865.07,21.23,7.64,417124.41,8.8
1006865.07,21.23,7.64,417124.41,8.8
1007044.77,21.24,7.65,417125.66,8.8
1006789.16,21.23,7.64,417124.41,8.8
1006651.02,21.23,7.64,416967.48,8.79
1006701.47,21.24,7.64,416967.48,8.8
1006751.92,21.24,7.65,416967.48,8.8
1006948.49,21.25,7.65,417283.33,8.8
1006821.98,21.25,7.65,417253.75,8.8
1007001.69,21.25,7.66,417262.13,8.81
1006746.08,21.25,7.66,416967.48,8.8
1006610.17,21.25,7.66,418136.56,8.83
1006789.88,21.26,7.66,418136.53,8.83
1006840.32,21.26,7.67,418136.14,8.83
1006594.71,21.26,7.67,418136.14,8.83
1006645.16,21.26,7.67,418136.14,8.83
1006648.8,21.26,7.67,418139.2,8.83
1006828.51,21.27,7.68,418170.83,8.83
1006878.96,21.27,7.68,418179.06,8.83
1006929.41,21.28,7.69,418233.57,8.84
1006979.86,21.28,7.69,418413.73,8.84
1006724.24,21.28,7.69,419285.94,8.86
1006903.95,21.28,7.69,419412.86,8.87
1006648.34,21.28,7.69,419144.96,8.86
1006698.79,21.29,7.69,419144.91,8.86
1006895.35,21.29,7.7,419144.53,8.86
1006592.88,21.29,7.7,419144.53,8.86
1006643.33,21.29,7.7,419166.11,8.87
1006882.02,21.3,7.71,419144.53,8.87
1007061.72,21.31,7.72,419144.53,8.87
1007061.72,21.31,7.72,419128.06,8.87
1006806.11,21.3,7.71,419450.91,8.87
1006809.18,21.3,7.71,419434.96,8.87
1006859.63,21.31,7.72,419580.11,8.88
1006866.65,21.31,7.72,419587.91,8.88
1006644.74,21.3,7.71,419447.08,8.88
1006448.49,21.3,7.71,419290.43,8.87
1006203.89,21.3,7.71,418948.1,8.87
1006383.6,21.3,7.71,418822.42,8.87
1006588.99,21.31,7.72,420240.4,8.9
1006333.38,21.31,7.72,419981.65,8.89
1006538.77,21.31,7.72,419981.23,8.89
1006718.47,21.32,7.73,419981.23,8.89
1006768.92,21.32,7.73,419981.23,8.9
1006819.37,21.33,7.74,420012.24,8.9
1006869.82,21.33,7.74,420029.97,8.9
1006618.52,21.33,7.74,419711.54,8.89
1006362.91,21.33,7.74,419668.46,8.89
1006413.36,21.33,7.74,419662.8,8.9
1006573.04,21.34,7.75,419662.8,8.9
1006437.13,21.34,7.75,421129.87,8.93
1006301.22,21.34,7.75,421129.45,8.93
1006460.9,21.35,7.76,421129.45,8.93
1006640.61,21.35,7.76,421172.53,8.93
1006384.99,21.35,7.76,421150.39,8.93
1006435.44,21.36,7.76,421137.32,8.94
1006615.15,21.36,7.77,421129.45,8.94
1006359.54,21.36,7.77,421820.42,8.95
1006519.21,21.36,7.77,421997.97,8.96
1006253.63,21.36,7.77,421630.13,8.95
1006446.75,21.37,7.78,421151.46,8.94
1006310.85,21.37,7.78,421151.04,8.94
1006490.88,21.38,7.79,422309.21,8.97
1006354.97,21.38,7.79,422351.8,8.97
1006593.66,21.39,7.79,422316.86,8.97
1006644.11,21.39,7.8,422309.21,8.97
1006823.81,21.4,7.81,422309.21,8.97
1007062.5,21.4,7.81,422887.43,8.99
1007062.5,21.4,7.81,423024.3,8.99
1007112.95,21.41,7.82,423335.69,9.0
1006977.04,21.41,7.82,423345.49,9.0
1006725.74,21.41,7.82,423075.56,9.0
1006776.19,21.41,7.82,423075.51,9.0
1006826.64,21.42,7.82,423075.14,9.0
1006664.52,21.41,7.82,423460.55,9.01
1006824.19,21.42,7.83,423460.55,9.01
1006824.19,21.42,7.83,423591.73,9.01
1006846.06,21.42,7.83,423595.0,9.01
1006856.99,21.42,7.83,423694.2,9.01
1006907.44,21.43,7.83,423694.2,9.02
1006745.31,21.42,7.83,423409.48,9.01
1006795.76,21.43,7.84,423409.48,9.01
1006846.21,21.43,7.84,424083.9,9.03
1006846.21,21.43,7.84,423806.64,9.02
1006710.3,21.43,7.84,423495.32,9.02
1006454.69,21.43,7.84,423282.69,9.01
1006454.69,21.43,7.84,423389.46,9.02
1006505.14,21.44,7.84,424720.21,9.05
1006239.55,21.43,7.84,424368.21,9.04
1006239.55,21.43,7.84,424368.21,9.04
1006399.23,21.44,7.85,424367.79,9.04
1006449.68,21.44,7.85,424367.79,9.04
1006500.13,21.45,7.86,424367.79,9.04
1006234.54,21.44,7.85,424389.36,9.04
1006450.2,21.45,7.86,424367.79,9.04
1006464.78,21.45,7.86,424371.71,9.04
1006464.78,21.45,7.86,424371.71,9.04
1006270.14,21.45,7.86,424371.71,9.04
1006429.82,21.45,7.86,424782.02,9.05
1006480.27,21.46,7.87,424888.37,9.06
1006530.72,21.46,7.87,425197.6,9.07
1006581.17,21.47,7.88,425588.9,9.08
1006603.52,21.47,7.88,425681.43,9.08
1006467.61,21.47,7.88,425686.66,9.08
1006627.29,21.48,7.89,425685.31,9.08
1006485.5,21.47,7.88,425528.37,9.08
1006333.43,21.47,7.88,425370.6,9.08
1006519.09,21.48,7.89,425366.3,9.08
1006253.5,21.47,7.88,425137.66,9.07
1005987.92,21.47,7.88,425317.02,9.08
1005736.35,21.47,7.88,425316.65,9.08
1005758.21,21.47,7.88,425422.05,9.08
1005616.7,21.46,7.87,425281.37,9.08
1005802.36,21.47,7.88,425132.76,9.08
1005802.36,21.47,7.88,425305.12,9.08
1005666.45,21.47,7.88,426275.31,9.1
1005299.66,21.47,7.88,425913.9,9.09
1005350.1,21.47,7.88,425605.65,9.09
1005400.55,21.48,7.88,425540.24,9.09
1005451.0,21.48,7.89,425752.09,9.1
1005501.45,21.49,7.89,425752.04,9.1
1005661.13,21.49,7.9,425751.66,9.1
1005711.58,21.5,7.91,425751.66,9.1
1005871.26,21.5,7.91,425751.66,9.1
1005871.26,21.5,7.91,425692.39,9.1
1005735.35,21.5,7.91,425974.57,9.11
1005785.8,21.51,7.92,426164.75,9.11
1005630.97,21.51,7.92,426162.0,9.11
1005681.42,21.51,7.92,426548.59,9.12
1005841.1,21.52,7.93,426972.24,9.13
1005841.1,21.52,7.93,427418.07,9.14
1005841.1,21.52,7.93,427418.07,9.14
1006000.78,21.53,7.93,427417.65,9.15
1005735.19,21.52,7.93,427067.37,9.14
1005735.19,21.52,7.93,427067.37,9.14
1005785.64,21.53,7.94,427067.37,9.14
1005836.09,21.53,7.94,427067.37,9.14
1005857.38,21.53,7.94,427135.73,9.14
1006017.05,21.54,7.95,427135.73,9.14
1005881.15,21.54,7.95,427267.2,9.15
1006060.85,21.55,7.95,427281.75,9.15
1006111.3,21.55,7.96,427448.97,9.16
1005855.69,21.55,7.96,427135.73,9.15
1005906.14,21.55,7.96,428556.27,9.18
1006065.82,21.56,7.97,428555.84,9.18
1006080.01,21.56,7.97,428559.86,9.18
1005924.2,21.56,7.97,428417.54,9.18
1006103.9,21.56,7.97,428417.54,9.18
1005967.99,21.56,7.97,428435.82,9.18
1005712.38,21.56,7.97,428434.98,9.18
1005451.59,21.56,7.97,428149.14,9.18
1005631.3,21.56,7.97,428138.6,9.18
1005375.69,21.56,7.97,428131.7,9.18
1005555.39,21.57,7.97,429133.99,9.2
1005398.31,21.56,7.97,428978.16,9.2
1005398.31,21.56,7.97,428810.82,9.2
1005152.7,21.56,7.97,428440.46,9.19
1005356.08,21.57,7.98,428254.62,9.19
1005542.13,21.57,7.98,429860.91,9.22
1005406.23,21.57,7.98,429860.48,9.22
1005110.64,21.57,7.98,429726.77,9.22
1004974.73,21.57,7.98,429769.37,9.22
1005154.44,21.58,7.99,429783.11,9.23
1004888.85,21.57,7.98,429497.33,9.22
1004888.85,21.57,7.98,429497.33,9.22
1004633.24,21.57,7.98,429550.97,9.22
1004812.94,21.58,7.98,429650.09,9.23
1005670.2,21.6,8.01,429737.71,9.23
1005720.65,21.6,8.01,429669.69,9.23
1005465.04,21.6,8.01,431263.57,9.26
1008042.81,21.65,8.06,432818.59,9.3
1008057.39,21.65,8.06,432834.89,9.3
1008237.09,21.66,8.07,432834.86,9.3
1008452.75,21.67,8.07,432834.86,9.3
1008343.11,21.66,8.07,432834.47,9.3
1008343.11,21.66,8.07,432871.46,9.3
1008393.56,21.67,8.08,432871.46,9.3
1008394.67,21.67,8.08,432874.11,9.3
1008574.38,21.68,8.08,432929.89,9.3
1008438.47,21.68,8.09,433204.45,9.31
1008438.47,21.68,8.09,432874.11,9.31
1008182.86,21.67,8.08,433154.8,9.31
1008233.31,21.68,8.09,433010.34,9.31
1008233.31,21.68,8.09,433010.34,9.31
1008097.4,21.68,8.09,434107.46,9.34
1008155.31,21.69,8.09,433931.71,9.33
1008386.54,21.69,8.1,433856.47,9.33
1008476.9,21.7,8.1,434164.11,9.34
1008527.35,21.7,8.11,434164.07,9.34
1008215.78,21.7,8.11,434164.07,9.34
1008215.78,21.7,8.11,434164.07,9.34
1008215.78,21.7,8.11,434164.07,9.34
1008266.23,21.7,8.11,434164.07,9.34
1008316.68,21.71,8.12,434164.07,9.35
1008367.13,21.71,8.12,434164.07,9.35
1008552.79,21.72,8.13,434164.07,9.35
1008443.69,21.72,8.13,434319.46,9.35
1008494.14,21.72,8.13,434539.96,9.36
1008494.14,21.72,8.13,434539.96,9.36
1008176.25,21.72,8.12,434224.13,9.35
1008226.7,21.72,8.13,434648.63,9.36
1008406.41,21.73,8.14,434647.92,9.36
1008270.5,21.73,8.14,434647.55,9.37
1008320.95,21.73,8.14,434647.55,9.37
1008284.18,21.73,8.14,435304.43,9.38
1007740.55,21.74,8.15,435820.65,9.4
1007920.26,21.75,8.16,435948.03,9.41
1007664.64,21.74,8.15,435692.62,9.4
1007715.09,21.75,8.16,435692.57,9.4
1007911.66,21.75,8.16,435692.2,9.4
1007699.19,21.75,8.16,435259.33,9.39
1007699.19,21.75,8.16,435307.73,9.4
1007749.64,21.76,8.16,435307.73,9.4
1007547.17,21.75,8.16,435322.94,9.4
1007411.26,21.76,8.16,435308.15,9.4
1007461.71,21.76,8.17,435309.16,9.4
1007641.41,21.77,8.18,435309.04,9.4
1007505.51,21.77,8.18,436101.97,9.42
1007744.19,21.78,8.18,436381.79,9.43
1007794.64,21.78,8.19,436381.74,9.43
1007845.09,21.79,8.19,436381.37,9.43
1008004.77,21.79,8.2,436381.37,9.43
1007868.86,21.79,8.2,436432.36,9.44
1007624.27,21.79,8.2,435983.35,9.43
1007368.66,21.79,8.2,436238.76,9.43
1007548.36,21.79,8.2,436246.33,9.44
1007282.77,21.79,8.2,436187.76,9.44
1007333.22,21.79,8.2,436187.76,9.44
1007077.61,21.79,8.2,436889.36,9.45
1007318.18,21.8,8.21,436544.71,9.45
1007318.18,21.8,8.21,436544.71,9.45
1007368.63,21.8,8.21,436920.45,9.46
1007366.75,21.8,8.21,437405.45,9.47
1007374.03,21.8,8.21,437408.86,9.47
1007238.13,21.8,8.21,437408.44,9.47
1007077.31,21.8,8.21,437088.1,9.46
1007257.02,21.81,8.22,437088.1,9.46
1007307.47,21.81,8.22,437088.1,9.47
1007171.56,21.82,8.22,437137.85,9.47
1007171.56,21.82,8.22,437053.48,9.47
1006915.95,21.81,8.22,437054.78,9.47
1006926.88,21.81,8.22,437148.7,9.47
1006977.33,21.82,8.23,437116.99,9.47
1006870.97,21.82,8.22,437170.87,9.47
1006898.12,21.82,8.22,437189.63,9.47
1006948.57,21.82,8.23,437178.64,9.47
1007187.26,21.83,8.24,438158.53,9.5
1007392.65,21.84,8.24,438362.72,9.5
1007237.71,21.83,8.24,438339.01,9.5
1007417.41,21.84,8.25,438338.98,9.5
1007161.8,21.84,8.25,438338.59,9.5
1007341.5,21.84,8.25,438338.59,9.5
1007341.5,21.84,8.25,438101.86,9.5
1007179.38,21.84,8.25,438201.66,9.5
1006933.77,21.84,8.25,438303.54,9.51
1007113.47,21.84,8.25,438409.77,9.51
1007163.92,21.85,8.26,438306.83,9.51
1007163.92,21.85,8.26,438306.83,9.51
1006908.31,21.84,8.25,438201.66,9.51
1006958.76,21.85,8.26,438334.9,9.51
1006965.09,21.85,8.26,438318.49,9.51
1007144.79,21.86,8.26,439361.07,9.53
1006940.57,21.85,8.26,439165.7,9.53
1006708.64,21.85,8.26,439573.52,9.54
1006708.64,21.85,8.26,439573.52,9.54
1007392.48,21.87,8.28,439091.08,9.53
1007034.29,21.86,8.27,439236.4,9.54
1006898.38,21.86,8.27,439235.98,9.54
1006762.48,21.87,8.28,439277.13,9.54
1006922.16,21.87,8.28,439269.85,9.54
1006972.6,21.88,8.29,439242.3,9.54
1006398.74,21.87,8.28,438665.78,9.53
1006262.83,21.87,8.28,438659.46,9.53
1006126.93,21.87,8.28,439177.68,9.55
1006306.63,21.88,8.29,439215.98,9.55
1006062.86,21.88,8.28,439161.99,9.55
1006323.17,21.88,8.29,439609.46,9.56
1006373.62,21.89,8.3,439609.41,9.56
1006533.3,21.9,8.3,439609.03,9.56
1006713.0,21.9,8.31,439609.03,9.56
1006872.68,21.91,8.32,439760.25,9.57
1006627.07,21.9,8.31,439652.66,9.57
1006491.16,21.91,8.32,439609.03,9.57
1006491.16,21.91,8.32,440502.46,9.59
1006650.84,21.91,8.32,440677.72,9.59
1006650.84,21.91,8.32,440677.72,9.59
1007382.86,21.93,8.34,441575.69,9.61
1007382.86,21.93,8.34,441404.16,9.61
1007382.86,21.93,8.34,441599.06,9.61
1007246.96,21.93,8.34,441598.63,9.62
1006994.79,21.93,8.34,440953.09,9.6
1007230.0,21.94,8.35,441761.98,9.62
1007426.57,21.94,8.35,441761.98,9.62
1007300.07,21.94,8.35,441791.27,9.62
1007350.52,21.95,8.36,441782.24,9.62
1007214.61,21.95,8.36,441761.98,9.63
1007265.06,21.95,8.36,441761.98,9.63
1007056.22,21.95,8.36,441778.93,9.63
1007106.67,21.95,8.36,441778.93,9.63
1007345.35,21.96,8.37,442860.06,9.66
1007189.0,21.96,8.37,442575.13,9.65
1007380.76,21.96,8.37,442935.23,9.66
1007667.53,21.97,8.38,443243.36,9.67
1007717.97,21.98,8.39,443243.31,9.67
1007768.42,21.98,8.39,443242.94,9.67
1007948.13,21.99,8.4,443242.94,9.67
1007692.52,21.99,8.39,443242.94,9.67
1007872.22,21.99,8.4,443288.45,9.67
1007736.31,21.99,8.4,443249.57,9.67
1007579.96,21.99,8.4,443222.98,9.67
1007739.64,22.0,8.41,443216.34,9.67
1007484.02,21.99,8.4,444090.64,9.69
1007669.68,22.0,8.41,443779.21,9.69
1007425.58,22.0,8.41,443302.33,9.68
1007862.89,22.01,8.42,444854.51,9.71
1008059.45,22.01,8.42,444854.09,9.71
1007932.95,22.01,8.42,444854.09,9.72
1008093.98,22.02,8.43,444815.92,9.72
1007958.07,22.02,8.43,444848.74,9.72
1008131.82,22.03,8.43,444815.92,9.72
1007872.16,22.02,8.43,444815.92,9.72
1008057.82,22.03,8.44,445175.12,9.73
1008057.82,22.03,8.44,445163.59,9.73
1007948.72,22.03,8.44,444980.64,9.72
1007967.71,22.03,8.44,445001.25,9.72
1007811.35,22.03,8.43,444721.03,9.72
1007991.06,22.03,8.44,444788.59,9.72
1008196.45,22.04,8.45,445725.39,9.74
1008367.96,22.05,8.45,446153.92,9.75
1008909.36,22.06,8.47,446651.96,9.77
1009089.06,22.07,8.48,446651.54,9.77
1009139.51,22.07,8.48,446651.54,9.77
1008823.75,22.07,8.48,446333.47,9.76
1008714.11,22.07,8.47,446333.47,9.76
1008578.2,22.07,8.48,446336.15,9.77
1008442.29,22.07,8.48,446333.47,9.77
1008601.97,22.08,8.49,446697.08,9.78
1008781.68,22.08,8.49,446716.57,9.78
1008516.09,22.08,8.49,446498.65,9.77
1008479.32,22.08,8.49,447336.8,9.79
1008684.71,22.09,8.49,447026.9,9.79
1008923.4,22.09,8.5,447833.65,9.81
1008787.49,22.1,8.5,447835.28,9.81
1008967.2,22.1,8.51,447837.0,9.81
1008967.2,22.1,8.51,447965.14,9.81
1009126.87,22.11,8.52,447969.56,9.81
1008918.03,22.1,8.51,447676.7,9.81
1008968.48,22.11,8.52,447668.51,9.81
1008832.57,22.11,8.52,448111.58,9.82
1008576.96,22.11,8.52,448143.37,9.82
1008815.65,22.12,8.53,447804.74,9.82
1008866.1,22.12,8.53,447752.11,9.82
1008916.55,22.13,8.54,449010.03,9.85
1008665.25,22.12,8.53,448643.68,9.84
1008715.7,22.13,8.54,448643.63,9.84
1008766.15,22.13,8.54,448643.25,9.84
1008630.24,22.13,8.54,448653.3,9.85
1008809.95,22.14,8.55,448650.91,9.85
1008634.36,22.14,8.55,448330.66,9.84
1008498.45,22.14,8.55,448323.01,9.84
1008548.9,22.14,8.55,448717.22,9.85
1008293.29,22.14,8.55,448607.98,9.85
1008343.74,22.15,8.56,448853.13,9.86
1008343.74,22.15,8.56,448758.58,9.86
1008099.14,22.14,8.55,448634.55,9.85
1008278.85,22.15,8.56,448775.26,9.86
1008278.85,22.15,8.56,448878.17,9.86
1008142.94,22.15,8.56,448877.75,9.86
1007897.33,22.15,8.56,449092.84,9.87
1007897.33,22.15,8.56,449092.84,9.87
1008077.03,22.15,8.56,449092.84,9.87
1007821.42,22.15,8.56,449092.84,9.87
1007566.83,22.15,8.56,448938.26,9.87
1007763.39,22.15,8.56,448972.94,9.87
1007636.89,22.15,8.56,448947.07,9.87
1007651.47,22.15,8.56,448951.15,9.87
1007890.15,22.16,8.57,449343.16,9.88
1008069.86,22.17,8.58,449258.6,9.88
1008069.86,22.17,8.58,449243.34,9.88
1007836.64,22.16,8.57,449157.85,9.88
1009565.86,22.2,8.61,452479.44,9.95
1009725.54,22.21,8.62,452479.02,9.95
1009459.95,22.2,8.61,452479.02,9.95
1009314.53,22.2,8.61,452322.09,9.95
1009555.1,22.21,8.62,452322.09,9.95
1009734.8,22.21,8.62,452322.09,9.95
1009844.9,22.22,8.63,451754.98,9.94
1009895.35,22.23,8.63,451798.84,9.94
1010055.03,22.23,8.64,451795.52,9.94
1010105.48,22.24,8.65,451786.37,9.95
1009839.89,22.23,8.64,451754.98,9.95
1009730.25,22.23,8.64,452297.79,9.96
1010910.97,22.26,8.67,455017.1,10.02
1012097.03,22.29,8.69,455164.24,10.02
1011961.12,22.29,8.7,455164.24,10.02
1011961.12,22.29,8.7,455164.24,10.02
1011863.48,22.29,8.7,455164.24,10.03
1012043.19,22.29,8.7,455164.24,10.03
1012093.64,22.3,8.71,455164.24,10.03
1012144.09,22.3,8.71,455164.24,10.03
1011888.47,22.3,8.71,455301.96,10.03
1011888.47,22.3,8.71,455301.96,10.03
1012104.14,22.31,8.72,455217.23,10.03
1012040.7,22.31,8.72,455164.24,10.03
1012091.15,22.31,8.72,456309.77,10.06
1012141.6,22.32,8.73,456523.6,10.07
1011985.25,22.31,8.72,456172.06,10.06
1012170.91,22.32,8.73,456171.64,10.06
1012221.36,22.33,8.74,456171.64,10.06
1011969.79,22.32,8.73,456171.64,10.06
1012129.47,22.33,8.74,456196.05,10.06
1012309.17,22.34,8.75,456191.22,10.07
1012053.56,22.33,8.74,456185.03,10.07
1011917.65,22.33,8.74,456549.01,10.08
1012097.36,22.34,8.75,456569.84,10.08
1012147.81,22.35,8.76,456603.87,10.08
1012198.25,22.35,8.76,456956.76,10.09
1011942.64,22.35,8.76,457224.76,10.1
1011993.09,22.35,8.76,457224.72,10.1
1012178.75,22.36,8.77,457224.34,10.1
1011913.17,22.35,8.76,456945.81,10.09
1011963.62,22.36,8.77,456945.81,10.1
1011712.05,22.36,8.77,456945.81,10.1
1011576.14,22.36,8.77,456988.6,10.1
1011626.59,22.36,8.77,457052.4,10.1
1011786.27,22.37,8.78,456968.43,10.1
1011650.36,22.37,8.78,457809.12,10.12
1011810.04,22.38,8.79,458127.31,10.13
1011860.49,22.38,8.79,458127.26,10.13
1011910.94,22.39,8.8,458126.89,10.14
1011921.87,22.39,8.8,458130.2,10.14
1011972.32,22.39,8.8,458130.2,10.14
1012022.77,22.4,8.81,458130.2,10.14
1012182.44,22.41,8.82,458130.2,10.14
1011916.86,22.4,8.81,457671.49,10.13
1011967.31,22.41,8.82,458345.91,10.15
1011967.31,22.41,8.82,458578.69,10.15
1011970.32,22.41,8.82,458583.12,10.15
1011834.41,22.41,8.82,458355.59,10.15
1011635.57,22.41,8.82,458354.17,10.15
1011815.27,22.41,8.82,458748.34,10.16
1011549.69,22.41,8.82,458429.7,10.16
1011600.14,22.41,8.82,458429.65,10.16
1011354.52,22.41,8.82,458876.23,10.17
1011404.97,22.42,8.82,458875.85,10.17
1011139.39,22.41,8.82,458514.58,10.16
1011003.48,22.41,8.82,458521.09,10.17
1011053.93,22.42,8.83,458519.41,10.17
1011250.49,22.42,8.83,458514.58,10.17
1011123.99,22.42,8.83,458514.58,10.17
1011174.44,22.43,8.84,458514.58,10.17
1010966.31,22.43,8.83,458233.63,10.16
1011171.7,22.43,8.84,459368.76,10.19
1011016.76,22.43,8.84,458816.94,10.18
1011222.15,22.44,8.85,459673.04,10.2
1011057.4,22.44,8.84,459365.82,10.19
1011237.1,22.44,8.85,459365.79,10.19
1011287.55,22.45,8.86,459365.4,10.2
1010976.81,22.44,8.85,459047.34,10.19
1011027.25,22.45,8.86,459047.34,10.19
1010771.64,22.44,8.85,459047.34,10.19
1011012.21,22.45,8.86,459126.18,10.2
1010914.58,22.45,8.86,459047.34,10.19
1011094.28,22.46,8.87,459047.34,10.2
