ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a7bf-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_milli,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a7bf-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_ratio,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a7bf-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_q124,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a7bf-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_milli,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a7bf-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_ratio
1382984.39,28.75,2.71,238740.0,4.96
1382984.39,28.75,2.71,238740.0,4.96
1382966.23,28.76,2.71,238836.39,4.97
1382966.23,28.76,2.71,238836.39,4.97
1382760.03,28.76,2.71,238825.28,4.97
1382741.87,28.76,2.72,238921.67,4.97
1382509.33,28.76,2.72,238926.13,4.97
1382663.23,28.77,2.73,238890.78,4.97
1382890.75,28.78,2.73,239199.33,4.98
1382626.19,28.78,2.73,239246.56,4.98
1382421.23,28.78,2.73,238950.73,4.97
1382156.68,28.78,2.73,238918.78,4.97
1381895.6,28.78,2.73,239557.95,4.99
1381818.19,28.78,2.73,239169.44,4.98
1381800.03,28.79,2.74,239265.83,4.98
1381593.83,28.79,2.74,239254.72,4.99
1381712.37,28.79,2.74,239243.26,4.99
1381483.71,28.79,2.75,239086.84,4.98
1379399.27,28.8,2.75,239029.52,4.99
1379284.8,28.8,2.75,239698.65,5.01
1378911.08,28.8,2.75,239458.97,5.0
1378634.12,28.79,2.74,239200.62,5.0
1378427.92,28.79,2.74,239451.03,5.0
1378133.19,28.79,2.74,239096.35,4.99
1378133.19,28.79,2.74,239096.35,4.99
1377926.99,28.79,2.74,239025.52,4.99
1377720.79,28.79,2.74,239020.12,5.0
1377720.79,28.79,2.74,239060.68,5.0
1377702.63,28.8,2.74,239157.07,5.0
1377938.33,28.81,2.75,239472.31,5.01
1378048.47,28.81,2.76,239223.96,5.0
1377686.57,28.81,2.75,238996.93,5.0
1377160.36,28.8,2.75,238507.26,4.99
1377387.88,28.81,2.75,238591.66,4.99
1377181.69,28.81,2.75,238853.63,5.0
1376975.49,28.81,2.76,238851.6,5.0
1376601.77,28.81,2.75,238489.0,4.99
1376395.57,28.81,2.75,238414.79,4.99
1376523.27,28.82,2.76,238231.32,4.99
1375789.51,28.81,2.75,237486.78,4.97
1375494.77,28.81,2.74,237248.08,4.97
1375622.46,28.81,2.75,237064.61,4.97
1375416.26,28.82,2.75,237062.44,4.97
1375210.07,28.82,2.75,236988.37,4.97
1375003.87,28.82,2.75,236986.2,4.97
1374460.11,28.81,2.75,236431.67,4.96
1374441.95,28.82,2.75,236519.12,4.96
1374677.65,28.83,2.76,236516.6,4.96
1374518.88,28.82,2.76,236358.8,4.96
1374312.68,28.83,2.76,236717.92,4.96
1374057.67,28.83,2.76,236726.7,4.97
1373949.17,28.82,2.76,236618.19,4.96
1373949.17,28.82,2.76,236577.63,4.96
1373901.07,28.83,2.76,235830.42,4.95
1373824.82,28.83,2.76,236397.97,4.96
1373466.55,28.83,2.76,236028.88,4.95
1373466.55,28.83,2.76,236074.95,4.96
1373260.35,28.83,2.76,236003.87,4.95
1373055.4,28.83,2.76,235791.71,4.95
1373037.24,28.83,2.76,235970.09,4.96
1372831.04,28.83,2.76,235968.06,4.96
1372812.88,28.84,2.77,236055.37,4.96
1372606.68,28.84,2.77,236053.2,4.96
1372606.68,28.84,2.77,236055.99,4.96
1372588.52,28.85,2.77,236143.44,4.96
1372382.32,28.85,2.77,236141.27,4.96
1372176.13,28.85,2.77,236067.2,4.96
1371969.93,28.85,2.77,235996.13,4.96
1371951.77,28.86,2.78,236174.51,4.97
1371933.61,28.86,2.78,236270.9,4.97
1371933.61,28.86,2.78,236270.9,4.97
1371561.71,28.86,2.77,235908.06,4.96
1371355.51,28.86,2.77,235920.99,4.96
1371355.51,28.86,2.77,235920.99,4.96
1371149.31,28.86,2.78,235918.97,4.97
1370943.12,28.86,2.78,235844.76,4.96
1371170.64,28.87,2.78,235908.48,4.97
1370915.63,28.87,2.78,235899.11,4.97
1370628.61,28.87,2.78,235880.36,4.97
1370628.61,28.87,2.78,235880.36,4.97
1370610.45,28.87,2.79,236221.57,4.98
1370323.42,28.87,2.79,236249.77,4.98
1370224.71,28.88,2.79,236234.23,4.98
1369941.17,28.88,2.79,236214.03,4.98
1369567.45,28.87,2.79,235974.36,4.97
1369279.27,28.87,2.79,236092.54,4.98
1368991.08,28.87,2.79,236010.18,4.98
1368702.89,28.87,2.79,236142.78,4.98
1368496.7,28.87,2.79,236089.83,4.98
1368290.5,28.87,2.79,236066.54,4.98
1368518.02,28.88,2.8,236130.27,4.98
1368311.82,28.88,2.8,236356.73,4.99
1368105.62,28.89,2.8,236285.66,4.99
1368105.62,28.89,2.8,236285.66,4.99
1367899.43,28.89,2.8,236280.5,4.99
1367899.43,28.89,2.8,236280.5,4.99
1367899.43,28.89,2.8,236280.5,4.99
1367525.71,28.88,2.79,235974.07,4.98
1367319.51,28.88,2.79,235972.05,4.98
1367113.31,28.89,2.79,235897.84,4.98
1366907.12,28.89,2.79,235895.67,4.99
1366700.92,28.89,2.79,235821.6,4.98
1366544.53,28.89,2.79,235665.22,4.98
1366716.95,28.89,2.8,235596.27,4.98
1366510.75,28.9,2.8,235959.83,4.99
1366222.06,28.89,2.79,235647.31,4.98
1366449.58,28.9,2.8,235731.7,4.99
1366449.58,28.9,2.8,235731.7,4.99
1366243.38,28.9,2.8,235925.27,4.99
1366225.22,28.91,2.81,236021.66,4.99
1366225.22,28.91,2.81,236021.66,4.99
1366207.06,28.91,2.81,236172.07,5.0
1365833.35,28.91,2.8,235877.87,4.99
1365600.81,28.91,2.8,235872.84,4.99
1365836.51,28.91,2.81,235870.32,4.99
1365836.51,28.91,2.81,235847.17,4.99
1365571.95,28.92,2.81,235951.66,5.0
1365307.4,28.92,2.81,235862.31,5.0
1365231.15,28.92,2.82,235834.8,5.0
1364859.25,28.91,2.81,235940.09,5.0
1364598.17,28.91,2.81,236205.73,5.0
1364332.45,28.92,2.81,236126.54,5.0
1364103.79,28.92,2.81,236021.96,5.0
1364103.79,28.92,2.81,236021.96,5.0
1363801.01,28.92,2.81,236111.35,5.01
1363594.82,28.92,2.81,236002.35,5.0
1363576.66,28.92,2.82,236098.74,5.01
1363370.46,28.92,2.82,236087.63,5.01
1363579.81,28.93,2.82,236018.88,5.01
1363807.33,28.94,2.83,236846.98,5.03
1363433.61,28.93,2.83,236410.05,5.02
1363433.61,28.93,2.83,236410.05,5.02
1363145.0,28.93,2.82,236200.18,5.01
1363148.62,28.93,2.82,236217.63,5.01
1362882.64,28.93,2.82,236140.02,5.01
1362616.67,28.93,2.82,236134.78,5.01
1362410.47,28.93,2.82,236132.75,5.01
1362884.56,28.95,2.84,236242.49,5.02
1362595.95,28.94,2.83,235961.64,5.01
1362595.95,28.94,2.83,235961.64,5.01
1362389.75,28.95,2.83,235887.43,5.01
1362183.55,28.95,2.83,235885.4,5.01
1361977.35,28.95,2.83,235811.19,5.01
1361437.2,28.94,2.83,235313.45,5.0
1361437.2,28.94,2.83,235313.45,5.0
1361231.0,28.94,2.83,235311.28,5.0
1361349.54,28.95,2.83,235551.46,5.01
1361558.89,28.96,2.84,235482.72,5.01
1361352.69,28.96,2.84,235885.17,5.02
1361094.85,28.96,2.84,235216.79,5.0
1361094.85,28.96,2.84,235194.76,5.0
1361094.85,28.96,2.84,235218.56,5.0
1360746.62,28.96,2.84,234958.93,5.0
1360746.62,28.96,2.84,234958.93,5.0
1361390.06,28.98,2.86,235288.62,5.01
1361183.86,28.98,2.86,235217.56,5.01
1360889.13,28.97,2.85,234933.3,5.0
1361116.65,28.98,2.86,235351.85,5.01
1360910.45,28.98,2.86,235349.68,5.01
1360536.73,28.98,2.85,234985.96,5.0
1360764.25,28.99,2.86,235266.09,5.01
1360390.53,28.98,2.86,234971.89,5.01
1359861.03,28.97,2.85,234434.2,5.0
1359654.83,28.98,2.85,234432.03,5.0
1359448.63,28.98,2.85,234357.96,5.0
1359448.63,28.98,2.85,234341.29,5.0
1359216.1,28.98,2.85,234343.37,5.0
1358951.54,28.98,2.85,234308.55,5.0
1359235.88,28.99,2.86,233901.38,4.99
1358971.32,28.99,2.86,233960.0,4.99
1358706.77,28.99,2.86,233920.55,4.99
1358897.08,29.0,2.87,234148.21,5.0
1358897.08,29.0,2.87,234167.62,5.0
1358897.08,29.0,2.87,234182.52,5.0
1358631.36,29.0,2.87,234019.27,4.99
1358375.06,29.0,2.87,233991.23,5.0
1358288.23,29.0,2.87,234550.94,5.01
1357906.84,29.0,2.87,234168.41,5.0
1357700.65,29.0,2.87,234166.24,5.0
1357365.1,28.99,2.86,233907.59,5.0
1357158.9,28.99,2.86,233833.53,5.0
1357158.9,28.99,2.86,233832.34,5.0
1356952.7,29.0,2.87,233761.27,5.0
1357180.22,29.0,2.87,234178.71,5.0
1357087.63,29.01,2.87,234493.97,5.01
1356881.43,29.01,2.87,234441.02,5.01
1356863.27,29.01,2.88,234601.28,5.02
1356863.27,29.01,2.88,234586.52,5.02
1356657.07,29.01,2.88,234584.35,5.02
1356463.9,29.01,2.88,234390.31,5.01
1356257.7,29.01,2.88,234316.25,5.01
1356035.33,29.01,2.87,234100.34,5.01
1355661.61,29.01,2.87,233737.74,5.0
1355455.42,29.01,2.87,233666.67,5.0
1355773.38,29.02,2.88,234185.27,5.01
1355540.84,29.02,2.88,234181.04,5.01
1355276.28,29.02,2.88,234152.86,5.01
1355011.72,29.02,2.88,234206.44,5.02
1355011.72,29.02,2.88,234222.76,5.02
1354747.17,29.02,2.88,234191.23,5.02
1354486.09,29.02,2.88,234160.17,5.02
1354408.68,29.02,2.88,234373.34,5.02
1354358.68,29.02,2.88,234323.34,5.02
1354092.96,29.02,2.88,234262.42,5.02
1353835.14,29.02,2.88,233966.32,5.01
1353569.42,29.02,2.88,233985.3,5.02
1353363.23,29.02,2.88,233983.13,5.02
1353157.03,29.02,2.88,233909.07,5.02
1352891.05,29.02,2.88,233831.38,5.02
1353290.66,29.04,2.9,233037.31,5.0
1353024.69,29.04,2.9,233032.15,5.0
1353024.69,29.04,2.9,233034.49,5.0
1353418.62,29.05,2.91,233106.49,5.0
1353818.23,29.07,2.93,232312.42,4.99
1353501.9,29.06,2.92,231967.17,4.98
1353854.46,29.07,2.93,231424.81,4.97
1353442.07,29.08,2.93,231348.57,4.97
1353442.07,29.08,2.93,231348.57,4.97
1353235.87,29.08,2.93,231277.74,4.97
1353007.59,29.08,2.93,231649.28,4.98
1352989.43,29.08,2.94,231827.41,4.98
1352783.23,29.09,2.94,231756.34,4.98
1352783.23,29.09,2.94,231756.34,4.98
1352512.88,29.08,2.93,231459.16,4.98
1352280.35,29.08,2.93,231454.93,4.98
1352204.1,29.09,2.94,231430.96,4.98
1352204.1,29.09,2.94,231430.96,4.98
1352204.1,29.09,2.94,231430.96,4.98
1352204.1,29.09,2.94,231430.96,4.98
1352382.56,29.09,2.94,231480.93,4.98
1352382.56,29.09,2.94,231480.93,4.98
1352118.01,29.09,2.95,231456.5,4.98
1351856.93,29.1,2.95,231422.03,4.98
1351838.77,29.1,2.95,231600.41,4.99
1351761.36,29.1,2.95,232011.67,5.0
1351495.64,29.1,2.95,231847.82,4.99
1351229.92,29.1,2.95,232409.41,5.01
1351028.37,29.11,2.95,232390.33,5.01
1350822.17,29.11,2.96,232376.44,5.01
1350615.98,29.11,2.96,232489.69,5.01
1350242.95,29.11,2.95,232095.09,5.0
1350036.76,29.11,2.95,231971.51,5.0
1350268.92,29.11,2.96,231959.93,5.0
1349895.21,29.11,2.95,231944.01,5.0
1349689.01,29.11,2.95,232027.02,5.0
1349670.85,29.12,2.96,232139.27,5.01
1349464.65,29.12,2.96,232171.49,5.01
1349481.18,29.12,2.96,232165.67,5.01
1349467.67,29.12,2.96,232152.35,5.01
1349235.13,29.12,2.96,232148.93,5.01
1348970.57,29.13,2.96,232119.91,5.01
1348894.32,29.13,2.97,232236.39,5.02
1348629.76,29.13,2.97,232173.51,5.01
1348695.69,29.13,2.97,232113.31,5.01
1348489.49,29.14,2.97,232094.64,5.01
1348661.9,29.14,2.98,232593.68,5.03
1348415.03,29.14,2.98,233565.08,5.05
1348328.19,29.15,2.98,233324.78,5.04
1348053.05,29.15,2.98,233232.64,5.04
1348055.01,29.15,2.98,233234.6,5.04
1348070.51,29.15,2.98,233224.27,5.04
1348070.51,29.15,2.98,235091.02,5.08
1348298.03,29.16,2.99,235467.41,5.09
1348512.02,29.16,3.0,235447.62,5.09
1348684.43,29.17,3.01,235781.26,5.1
1348478.23,29.17,3.01,235874.95,5.1
1348552.61,29.18,3.01,237772.52,5.14
1348552.61,29.18,3.01,237772.52,5.14
1348178.89,29.17,3.0,237401.67,5.14
1348160.73,29.18,3.01,237771.58,5.15
1347905.72,29.18,3.01,237780.36,5.15
1347669.31,29.18,3.01,237017.4,5.13
1347462.1,29.17,3.01,236857.06,5.13
1347429.43,29.18,3.01,237633.32,5.15
1347429.43,29.18,3.01,237633.32,5.15
1347270.66,29.18,3.01,237475.52,5.14
1347762.91,29.19,3.02,238524.57,5.17
1347572.34,29.19,3.02,238435.77,5.16
1348479.12,29.21,3.05,238731.28,5.17
1348048.77,29.21,3.04,238200.5,5.16
1347957.67,29.21,3.05,237677.28,5.15
1347702.67,29.21,3.05,237682.87,5.15
1347742.65,29.22,3.05,237650.56,5.15
1347742.65,29.22,3.05,237628.54,5.15
1347510.11,29.22,3.05,237633.0,5.15
1347510.11,29.22,3.05,237640.11,5.15
1347245.55,29.22,3.05,237615.44,5.15
1347044.0,29.22,3.05,237595.8,5.15
1346779.44,29.22,3.06,237579.18,5.16
1346782.83,29.22,3.06,237592.18,5.16
1346518.27,29.22,3.06,237755.0,5.16
1346312.07,29.23,3.06,237741.67,5.16
1349811.62,29.3,3.13,239507.74,5.2
1349550.55,29.3,3.13,239340.04,5.2
1349344.35,29.3,3.13,239451.01,5.2
1349047.35,29.3,3.13,239489.09,5.2
1348781.63,29.3,3.13,239766.65,5.21
1348763.47,29.31,3.13,239814.5,5.21
1348686.06,29.31,3.14,239769.37,5.21
1348871.72,29.32,3.14,240036.53,5.22
1347725.95,29.32,3.15,239983.51,5.22
1347437.77,29.32,3.15,240110.94,5.22
1347437.77,29.32,3.15,240110.94,5.22
1347476.58,29.32,3.15,240271.73,5.23
1347213.44,29.32,3.15,239988.94,5.22
1347213.44,29.32,3.15,239989.83,5.22
1347213.44,29.32,3.15,239989.83,5.22
1347369.92,29.33,3.16,240708.98,5.24
1347056.81,29.33,3.16,240449.2,5.24
1347056.81,29.33,3.16,240468.6,5.24
1347056.81,29.33,3.16,240468.6,5.24
1347024.15,29.33,3.17,241244.86,5.25
1346632.76,29.33,3.16,240975.98,5.25
1347539.54,29.36,3.19,241271.49,5.26
1347284.54,29.36,3.19,241302.87,5.26
1347284.54,29.36,3.19,241302.87,5.26
1347728.31,29.37,3.2,241491.09,5.26
1347526.76,29.37,3.21,241472.01,5.26
1347750.37,29.38,3.21,241862.44,5.27
1347553.13,29.38,3.21,241720.99,5.27
1347534.97,29.38,3.21,241708.08,5.27
1347328.78,29.39,3.21,241959.33,5.28
1347556.3,29.39,3.22,242220.04,5.28
1347182.58,29.39,3.22,241940.05,5.28
1346907.82,29.39,3.22,241778.32,5.28
1346907.82,29.39,3.22,241778.32,5.28
1346619.21,29.38,3.21,241639.7,5.27
1346528.11,29.39,3.22,241586.86,5.27
1346369.81,29.39,3.21,241428.82,5.27
1346369.81,29.39,3.21,241428.82,5.27
1346090.4,29.39,3.21,241746.99,5.28
1346262.38,29.39,3.22,242059.42,5.28
1346262.38,29.39,3.22,242059.42,5.28
1346007.38,29.39,3.22,242136.13,5.29
1346130.56,29.4,3.23,242120.47,5.29
1346574.33,29.42,3.24,242372.39,5.29
1346182.4,29.41,3.24,241932.59,5.29
1345976.2,29.42,3.24,241917.08,5.29
1345976.2,29.42,3.24,241917.08,5.29
1345770.0,29.42,3.24,242229.65,5.29
1345770.0,29.42,3.24,242232.68,5.29
1345770.0,29.42,3.24,242232.68,5.29
1345563.8,29.42,3.24,242183.1,5.29
1345635.8,29.42,3.25,242209.37,5.3
1345403.26,29.43,3.25,242211.45,5.3
1345138.7,29.43,3.25,242189.16,5.3
1344874.15,29.43,3.25,242172.54,5.3
1344609.59,29.43,3.25,242269.78,5.3
1344348.52,29.43,3.25,242187.3,5.3
1344348.52,29.43,3.25,242187.3,5.3
1343967.13,29.42,3.25,241796.23,5.29
1343720.26,29.42,3.25,242446.66,5.31
1341526.33,29.43,3.25,242391.54,5.32
1341627.95,29.44,3.26,242275.64,5.32
1341627.95,29.44,3.26,242275.64,5.32
1341627.95,29.44,3.26,242320.82,5.32
1341417.71,29.43,3.26,241673.08,5.3
1342460.06,29.46,3.29,243402.03,5.34
1342460.06,29.46,3.29,243356.85,5.34
1342185.31,29.46,3.29,243300.2,5.34
1342185.31,29.46,3.29,243300.2,5.34
1341905.9,29.46,3.29,243215.91,5.34
1341708.74,29.47,3.29,243301.51,5.34
1341414.0,29.46,3.29,243056.39,5.34
1341304.22,29.46,3.29,242946.61,5.34
1341102.67,29.46,3.29,242927.52,5.34
1340816.89,29.46,3.28,242593.93,5.33
1340455.24,29.46,3.28,242423.12,5.33
1340682.76,29.46,3.29,242411.96,5.33
1340219.16,29.46,3.28,242030.22,5.32
1340222.54,29.46,3.28,242045.61,5.32
1340016.35,29.46,3.29,242349.12,5.33
1339810.15,29.46,3.29,242386.75,5.33
1339814.07,29.46,3.29,242443.71,5.33
1339795.74,29.47,3.29,241258.25,5.31
1339594.19,29.47,3.29,241241.68,5.31
1338869.74,29.46,3.28,240622.88,5.3
1338676.38,29.46,3.28,240462.3,5.29
1338470.18,29.46,3.28,240446.01,5.29
1338884.84,29.48,3.3,240245.9,5.29
1338884.84,29.48,3.3,240245.9,5.29
1338511.12,29.47,3.29,239951.7,5.28
1338304.93,29.47,3.29,240064.26,5.29
1338098.73,29.47,3.29,239941.27,5.29
1338221.92,29.48,3.3,239916.0,5.29
1338015.72,29.48,3.3,240054.65,5.29
1337783.18,29.48,3.3,240049.28,5.29
1337706.93,29.49,3.3,240025.33,5.29
1337442.38,29.49,3.3,240062.67,5.29
1337147.64,29.48,3.3,239921.26,5.29
1336859.52,29.48,3.29,239637.21,5.28
1336594.96,29.48,3.29,239605.29,5.28
1336333.89,29.48,3.3,239588.34,5.29
1336068.17,29.48,3.3,239771.39,5.29
1335861.97,29.48,3.3,239761.43,5.29
1335923.25,29.49,3.3,239569.86,5.29
1336100.56,29.5,3.31,240510.02,5.31
1335894.36,29.5,3.31,240534.7,5.31
1335726.12,29.5,3.31,240562.53,5.31
1335688.35,29.51,3.32,239985.72,5.3
1335962.6,29.52,3.33,240801.84,5.32
1335707.6,29.52,3.33,240810.61,5.32
1335659.5,29.52,3.34,240063.4,5.31
1335899.85,29.53,3.34,240048.0,5.31
1336016.39,29.54,3.35,240836.14,5.33
1335810.19,29.54,3.35,240949.4,5.33
1335427.17,29.54,3.35,240532.12,5.32
1335220.97,29.54,3.35,240598.08,5.32
1334669.91,29.53,3.34,240008.4,5.31
1334651.75,29.54,3.35,240289.14,5.32
1334396.75,29.54,3.35,240365.85,5.32
1334396.75,29.54,3.35,240365.85,5.32
1335018.7,29.56,3.37,240766.46,5.33
1334724.13,29.56,3.37,240559.17,5.33
1334522.58,29.56,3.37,240542.6,5.33
1334546.46,29.56,3.37,240610.37,5.33
1334340.26,29.56,3.37,240593.97,5.33
1334134.06,29.56,3.37,240705.36,5.33
1333927.87,29.57,3.37,240583.64,5.33
1333555.97,29.56,3.36,240347.3,5.33
1333323.43,29.56,3.37,240351.77,5.33
1333247.18,29.57,3.37,240315.39,5.33
1333309.62,29.57,3.37,240364.33,5.33
1333488.08,29.58,3.38,240338.83,5.33
1333191.09,29.57,3.38,240308.99,5.33
1332930.01,29.58,3.38,240671.33,5.34
1332930.01,29.58,3.38,240671.33,5.34
1332664.29,29.58,3.38,240536.59,5.34
1332841.18,29.58,3.38,240755.83,5.34
1333233.32,29.59,3.39,242347.74,5.38
1333249.85,29.59,3.39,242342.01,5.38
1333000.78,29.59,3.4,242319.11,5.38
1332736.22,29.59,3.4,242408.22,5.38
1332440.3,29.59,3.4,241814.38,5.37
1332175.74,29.59,3.4,241790.72,5.37
1331911.18,29.59,3.4,241864.31,5.37
1331650.11,29.59,3.4,241712.45,5.37
1331827.41,29.6,3.4,242300.42,5.39
1331561.69,29.6,3.4,241971.37,5.38
1331561.69,29.6,3.4,241971.37,5.38
1331344.29,29.6,3.41,242196.46,5.39
1331344.29,29.6,3.41,242196.46,5.39
1331344.29,29.6,3.41,242173.76,5.39
1331509.07,29.61,3.41,242092.68,5.38
1331419.13,29.61,3.42,242064.49,5.38
1331420.82,29.61,3.42,242092.98,5.38
1331142.58,29.61,3.42,242064.6,5.39
1330765.36,29.61,3.41,243899.54,5.43
1330541.97,29.61,3.41,243676.79,5.42
1330840.38,29.62,3.42,244142.95,5.43
1330872.4,29.62,3.42,244156.46,5.43
1330676.28,29.62,3.42,242430.34,5.4
1330254.94,29.61,3.42,242000.47,5.39
1330994.06,29.63,3.44,244440.95,5.44
1330729.5,29.63,3.44,244398.88,5.44
1331092.76,29.64,3.45,244210.53,5.44
1331092.76,29.64,3.45,244210.53,5.44
1331092.76,29.64,3.45,245409.44,5.47
1330835.17,29.64,3.45,245101.35,5.46
1330771.52,29.65,3.45,245077.19,5.46
1332206.89,29.69,3.49,246976.34,5.5
1331974.36,29.69,3.49,246971.52,5.5
1331995.92,29.7,3.5,247174.39,5.51
1331997.88,29.7,3.5,247176.35,5.51
1331997.88,29.7,3.5,247176.35,5.51
1332176.35,29.7,3.51,247150.61,5.51
1332176.35,29.7,3.51,247173.49,5.51
1332100.1,29.71,3.51,247221.83,5.51
1331835.54,29.71,3.51,247170.16,5.51
1331574.47,29.71,3.51,247167.93,5.51
1331497.05,29.71,3.52,247568.55,5.52
1331114.03,29.71,3.51,247389.21,5.52
1331036.62,29.71,3.51,247258.56,5.52
1330790.4,29.71,3.52,247257.44,5.52
1330535.39,29.71,3.52,247263.03,5.52
1330596.67,29.72,3.52,248101.67,5.54
1330318.43,29.72,3.52,248071.69,5.54
1330318.43,29.72,3.52,248048.81,5.54
1330040.18,29.72,3.52,248107.01,5.54
1329761.94,29.72,3.53,248079.54,5.54
1329487.18,29.72,3.53,248040.32,5.54
1329190.18,29.72,3.52,247695.13,5.54
1329451.62,29.72,3.53,248245.65,5.55
1329172.21,29.72,3.53,247986.07,5.55
1328892.8,29.72,3.53,248125.62,5.55
1328605.78,29.72,3.53,248094.72,5.55
1328605.78,29.72,3.53,248094.72,5.55
1328507.06,29.73,3.54,248088.67,5.55
1328507.06,29.73,3.54,248112.47,5.55
1328174.35,29.72,3.53,247873.94,5.55
1327887.33,29.72,3.53,247890.05,5.55
1327603.79,29.72,3.53,247869.64,5.55
1327856.44,29.73,3.54,248047.65,5.55
1327568.26,29.73,3.54,248140.02,5.56
1327235.55,29.73,3.54,247860.4,5.55
1327135.67,29.73,3.54,248431.84,5.57
1328755.5,29.77,3.58,248530.64,5.57
1328755.5,29.77,3.58,248513.96,5.57
1328755.5,29.77,3.58,248513.96,5.57
1328755.5,29.77,3.58,248509.1,5.57
1328522.96,29.77,3.58,248505.25,5.57
1328258.41,29.77,3.58,248477.17,5.57
1328182.16,29.78,3.58,248512.09,5.57
1328182.16,29.78,3.58,248512.09,5.57
1328105.91,29.78,3.59,248494.1,5.57
1328106.37,29.78,3.59,248513.97,5.57
1328288.32,29.79,3.6,248498.05,5.57
1328288.32,29.79,3.6,248498.05,5.57
1328022.6,29.79,3.6,248505.73,5.57
1327756.88,29.79,3.6,249137.31,5.59
1327797.3,29.79,3.6,248663.26,5.58
1327679.47,29.79,3.6,249491.34,5.6
1327301.53,29.79,3.6,249101.64,5.59
1327068.99,29.79,3.6,249106.11,5.59
1327185.69,29.79,3.6,249070.66,5.59
1326894.43,29.79,3.6,249112.26,5.59
1326894.43,29.79,3.6,249164.35,5.59
1326894.43,29.79,3.6,249164.35,5.59
1326616.19,29.79,3.6,249067.36,5.59
1326351.63,29.79,3.6,248967.71,5.59
1326087.07,29.79,3.6,249433.92,5.6
1326244.45,29.8,3.61,249146.49,5.6
1326272.73,29.8,3.61,250881.47,5.64
1326751.1,29.82,3.63,250992.04,5.64
1326472.86,29.82,3.63,250952.51,5.64
1326477.93,29.82,3.63,251007.22,5.64
1326477.93,29.82,3.63,251007.22,5.64
1326346.75,29.82,3.63,250352.81,5.63
1326114.99,29.82,3.63,253266.91,5.7
1327211.05,29.85,3.66,253509.1,5.7
1326519.97,29.84,3.65,253108.79,5.69
1327752.0,29.87,3.68,253705.89,5.71
1327752.0,29.87,3.68,253705.89,5.71
1327519.47,29.87,3.68,253700.68,5.71
1327636.16,29.88,3.69,253719.85,5.71
1327371.6,29.88,3.69,253693.47,5.71
1327107.05,29.88,3.69,253676.51,5.71
1326845.98,29.88,3.69,253726.54,5.71
1326580.26,29.88,3.69,253732.26,5.72
1326314.54,29.88,3.69,254060.38,5.72
1326023.28,29.88,3.69,253689.27,5.72
1326023.8,29.88,3.69,253690.12,5.72
1326139.33,29.89,3.7,254114.08,5.73
1326139.33,29.89,3.7,254114.08,5.73
1326139.33,29.89,3.7,254114.08,5.73
1326139.33,29.89,3.7,254114.08,5.73
1326139.33,29.89,3.7,254114.08,5.73
1325906.79,29.89,3.7,254118.54,5.73
1325830.54,29.89,3.7,254097.99,5.73
1325830.54,29.89,3.7,254120.28,5.73
1325539.29,29.89,3.7,253835.62,5.72
1325274.73,29.89,3.7,253815.65,5.72
1325010.17,29.89,3.7,253889.14,5.73
1324749.1,29.89,3.7,253862.68,5.73
1324483.38,29.89,3.7,253812.15,5.73
1324405.97,29.89,3.7,254276.77,5.74
1324140.25,29.89,3.7,254142.88,5.74
1323907.71,29.9,3.71,254144.97,5.74
1323643.15,29.9,3.71,254122.68,5.74
1323378.6,29.9,3.71,254106.05,5.74
1323114.04,29.9,3.71,254108.2,5.74
1323271.42,29.91,3.71,254105.22,5.74
1323194.01,29.91,3.72,254099.2,5.74
1323194.01,29.91,3.72,254099.2,5.74
1323194.01,29.91,3.72,254099.2,5.74
1323194.01,29.91,3.72,254099.2,5.74
1322928.29,29.91,3.72,254677.61,5.76
1322662.57,29.91,3.72,254609.79,5.76
1322757.03,29.92,3.73,254609.21,5.76
1322757.03,29.92,3.73,254594.04,5.76
1322492.47,29.92,3.73,254563.32,5.76
1322227.91,29.92,3.73,254596.56,5.76
1322227.91,29.92,3.73,254596.56,5.76
1322151.66,29.92,3.73,254577.48,5.76
1322151.66,29.92,3.73,254596.58,5.76
1321890.59,29.92,3.73,254578.01,5.76
1321593.59,29.92,3.73,254607.57,5.76
1321327.87,29.92,3.73,254577.35,5.76
1321081.65,29.92,3.73,254574.19,5.77
1318997.21,29.93,3.74,254516.86,5.77
1318731.49,29.93,3.74,254794.48,5.78
1318792.76,29.93,3.74,254943.95,5.79
1318514.52,29.93,3.74,254916.02,5.79
1318514.52,29.93,3.74,254916.02,5.79
1318236.28,29.94,3.74,254959.37,5.79
1317958.03,29.94,3.75,254930.05,5.79
1317683.27,29.94,3.75,254907.5,5.79
1317403.87,29.94,3.75,255070.4,5.8
1317405.83,29.94,3.75,255072.67,5.8
1317314.73,29.94,3.75,255106.2,5.8
