ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a7bf-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_milli,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a7bf-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_ratio,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a7bf-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_q124,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a7bf-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_milli,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a7bf-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_ratio
1599003.38,25.99,0.53,221921.84,3.61
1598534.57,25.98,0.53,221393.34,3.6
1598328.37,25.98,0.53,221322.71,3.6
1598122.17,25.98,0.53,221317.11,3.6
1601799.38,26.04,0.59,227397.21,3.7
1601330.57,26.04,0.59,226868.71,3.69
1601064.59,26.04,0.59,226791.03,3.69
1600858.4,26.04,0.59,226720.17,3.69
1600592.42,26.04,0.59,226715.0,3.69
1600386.22,26.04,0.59,226709.62,3.69
1599875.38,26.04,0.58,226384.39,3.68
1599406.57,26.03,0.58,225855.89,3.68
1598748.98,26.02,0.57,225138.89,3.66
1598542.79,26.03,0.57,225067.82,3.66
1598770.3,26.03,0.58,225485.25,3.67
1598544.42,26.03,0.57,225241.17,3.67
1598544.42,26.03,0.57,225241.17,3.67
1598526.26,26.03,0.58,225337.56,3.67
1598508.1,26.04,0.58,225487.97,3.67
1598299.47,26.03,0.58,225219.92,3.67
1597830.65,26.03,0.57,224691.43,3.66
1597830.65,26.03,0.57,224691.43,3.66
1597830.65,26.03,0.57,224691.43,3.66
1597624.46,26.03,0.57,224620.6,3.66
1599542.47,26.07,0.61,227243.42,3.7
1599336.27,26.07,0.61,227238.01,3.7
1598867.46,26.06,0.6,226709.51,3.7
1598977.59,26.07,0.61,226461.17,3.69
1599205.11,26.07,0.62,226545.56,3.69
1598998.92,26.08,0.62,226807.53,3.7
1599126.61,26.08,0.62,226624.06,3.7
1598600.41,26.08,0.62,226134.4,3.69
1598394.21,26.08,0.62,226132.37,3.69
1598188.01,26.08,0.62,226058.16,3.69
1597981.82,26.08,0.62,225987.16,3.69
1597981.82,26.08,0.62,225987.16,3.69
1597981.82,26.08,0.62,225987.16,3.69
1597981.82,26.08,0.62,225987.16,3.69
1597998.34,26.08,0.62,225974.94,3.69
1597792.14,26.08,0.62,225969.71,3.69
1597134.56,26.07,0.61,225252.71,3.68
1596928.36,26.08,0.61,225250.68,3.68
1596910.2,26.08,0.61,225337.99,3.68
1596925.7,26.08,0.61,225330.32,3.68
1596925.7,26.08,0.61,225761.31,3.69
1596719.5,26.08,0.61,225759.14,3.69
1596719.5,26.08,0.61,226098.51,3.69
1596728.79,26.08,0.61,226214.52,3.69
1597436.35,26.09,0.63,232203.38,3.79
1597554.89,26.1,0.63,232443.57,3.8
1597011.12,26.09,0.62,231889.03,3.79
1602144.76,26.17,0.71,232955.96,3.81
1601912.22,26.17,0.71,232960.43,3.81
1601647.66,26.17,0.71,232923.35,3.81
1601273.95,26.17,0.7,232560.75,3.8
1601009.39,26.17,0.7,232556.53,3.8
1600744.83,26.17,0.7,232695.03,3.8
1600672.07,26.17,0.71,232552.53,3.8
1600406.35,26.17,0.71,232815.95,3.81
1600200.15,26.17,0.71,232745.12,3.81
1600200.15,26.17,0.71,232783.87,3.81
1600674.24,26.18,0.72,232893.61,3.81
1600408.52,26.18,0.72,232798.7,3.81
1600408.52,26.18,0.72,232759.95,3.81
1599787.44,26.18,0.71,232112.5,3.8
1599964.74,26.18,0.72,232435.64,3.8
1599758.54,26.18,0.72,232430.23,3.8
1599218.39,26.18,0.71,231932.48,3.8
1598763.52,26.17,0.71,231546.81,3.79
1598557.32,26.17,0.71,231475.98,3.79
1598539.16,26.18,0.71,231654.11,3.79
1598666.86,26.18,0.72,231470.64,3.79
1598283.84,26.18,0.71,231209.92,3.79
1597550.07,26.17,0.7,230465.39,3.78
1597317.54,26.17,0.7,230461.2,3.78
1597241.28,26.17,0.71,230436.93,3.78
1596976.73,26.17,0.71,230466.46,3.78
1597075.16,26.18,0.71,230197.74,3.77
1597229.05,26.18,0.71,230168.8,3.77
1596967.98,26.18,0.71,230158.14,3.77
1596702.26,26.18,0.71,230483.78,3.78
1596887.92,26.19,0.72,230394.07,3.78
1596622.2,26.19,0.72,231173.8,3.79
1596106.49,26.18,0.71,230842.96,3.79
1596249.42,26.19,0.72,230629.74,3.78
1596358.39,26.19,0.73,230380.23,3.78
1596063.66,26.19,0.72,230095.98,3.78
1595857.46,26.19,0.72,230024.92,3.78
1595568.77,26.19,0.72,229565.2,3.77
1595362.57,26.19,0.72,229560.02,3.77
1595043.62,26.19,0.72,229241.07,3.76
1595043.62,26.19,0.72,229241.07,3.76
1594294.62,26.18,0.71,228526.29,3.75
1594294.62,26.18,0.71,228570.85,3.75
1594088.42,26.18,0.71,228499.78,3.75
1593882.23,26.18,0.71,228494.61,3.75
1593355.96,26.17,0.7,228004.61,3.75
1593149.76,26.18,0.7,228002.59,3.75
1593151.62,26.18,0.7,228006.13,3.75
1592945.42,26.18,0.7,227931.92,3.75
1592564.04,26.17,0.7,227741.66,3.74
1592545.88,26.18,0.7,227838.05,3.74
1592339.68,26.18,0.7,227848.96,3.75
1592458.22,26.18,0.71,227837.5,3.75
1592458.22,26.18,0.71,227859.79,3.75
1592458.22,26.18,0.71,227837.5,3.75
1592236.32,26.18,0.7,227616.79,3.74
1591941.58,26.17,0.7,227687.97,3.74
1592259.54,26.18,0.71,227991.12,3.75
1591790.73,26.18,0.7,227462.62,3.74
1591584.53,26.18,0.7,227391.8,3.74
1591566.37,26.18,0.7,227569.93,3.74
1591566.37,26.18,0.7,227593.88,3.74
1591566.37,26.18,0.7,227596.14,3.74
1591360.17,26.18,0.7,227594.11,3.74
1591342.01,26.19,0.71,227703.45,3.75
1591342.48,26.19,0.71,227704.22,3.75
1591342.48,26.19,0.71,227704.22,3.75
1590873.67,26.18,0.7,227175.72,3.74
1590683.52,26.18,0.7,227090.41,3.74
1590025.94,26.17,0.7,226373.4,3.73
1589819.74,26.17,0.7,226302.33,3.73
1589613.54,26.17,0.7,226297.17,3.73
1590087.63,26.19,0.71,226406.91,3.73
1589881.43,26.19,0.71,226335.84,3.73
1589341.28,26.18,0.7,225838.09,3.72
1589341.28,26.18,0.7,225838.09,3.72
1589135.08,26.18,0.7,225832.92,3.72
1589262.78,26.19,0.71,225649.45,3.72
1588529.01,26.18,0.7,224904.92,3.71
1588510.85,26.18,0.7,225001.31,3.71
1588809.06,26.19,0.71,225511.34,3.72
1588463.0,26.19,0.7,225126.21,3.71
1588256.8,26.19,0.7,225055.14,3.71
1588484.32,26.19,0.71,225472.58,3.72
1588612.02,26.2,0.72,225289.11,3.72
1588405.82,26.2,0.72,225287.08,3.72
1588032.1,26.2,0.71,224924.48,3.71
1587825.91,26.2,0.71,224850.27,3.71
1587282.14,26.19,0.71,224295.73,3.7
1587263.98,26.2,0.71,224392.12,3.7
1587057.79,26.2,0.71,224403.04,3.7
1587057.79,26.2,0.71,224403.04,3.7
1586783.03,26.2,0.71,224346.39,3.7
1586946.65,26.2,0.71,224284.68,3.7
1586700.94,26.2,0.71,224866.17,3.71
1586658.01,26.2,0.72,224814.29,3.71
1586588.44,26.2,0.72,224836.08,3.71
1586716.14,26.21,0.72,224652.61,3.71
1586172.38,26.2,0.72,224098.07,3.7
1586102.84,26.21,0.72,223659.68,3.7
1585707.58,26.2,0.72,223301.21,3.69
1585547.66,26.2,0.72,223178.59,3.69
1585666.2,26.21,0.72,223167.13,3.69
1585446.49,26.2,0.72,222991.05,3.69
1585446.49,26.2,0.72,222972.67,3.69
1585446.49,26.2,0.72,222972.67,3.69
1585446.49,26.2,0.72,222972.67,3.69
1585240.29,26.21,0.72,223222.15,3.69
1585222.13,26.21,0.72,223318.54,3.69
1584401.99,26.21,0.72,223275.23,3.69
1584195.79,26.21,0.72,223286.74,3.69
1583963.25,26.21,0.72,223276.93,3.7
1583698.69,26.21,0.72,223254.01,3.7
1583434.14,26.21,0.72,223536.13,3.7
1583174.23,26.21,0.72,223609.09,3.7
1583462.7,26.22,0.73,223522.03,3.7
1583256.5,26.22,0.73,223450.96,3.7
1584425.65,26.25,0.75,225685.77,3.74
1584653.17,26.25,0.76,226103.2,3.75
1584446.98,26.25,0.76,226101.03,3.75
1584240.78,26.25,0.76,226026.97,3.75
1584222.62,26.26,0.76,226123.36,3.75
1584016.42,26.26,0.76,226134.27,3.75
1583642.7,26.25,0.76,225771.67,3.74
1583384.86,26.25,0.76,225103.28,3.73
1583129.86,26.25,0.76,225134.66,3.73
1583573.63,26.26,0.77,225322.89,3.74
1583225.4,26.26,0.77,225063.26,3.73
1583019.2,26.26,0.77,224992.26,3.73
1583076.35,26.27,0.77,225216.27,3.74
1582252.81,26.26,0.76,224392.69,3.72
1582284.83,26.26,0.76,224405.43,3.72
1582078.64,26.26,0.76,224400.19,3.72
1581872.44,26.26,0.76,224398.16,3.73
1581666.24,26.26,0.76,224323.95,3.72
1581372.22,26.26,0.76,224040.16,3.72
1581354.06,26.26,0.76,224136.55,3.72
1581335.9,26.26,0.76,224286.96,3.73
1580832.27,26.26,0.76,223767.76,3.72
1581331.07,26.27,0.77,223920.45,3.72
1581331.07,26.27,0.77,223941.6,3.72
1581126.11,26.27,0.76,223730.38,3.72
1581769.55,26.28,0.78,224060.07,3.72
1581716.08,26.28,0.78,224078.06,3.72
1580974.68,26.27,0.77,223289.36,3.71
1580445.18,26.27,0.76,222751.67,3.7
1580238.98,26.27,0.76,222749.64,3.7
1580220.82,26.27,0.77,222836.95,3.7
1580230.12,26.27,0.77,222851.71,3.7
1580457.64,26.28,0.77,222915.44,3.71
1580251.44,26.28,0.77,223198.08,3.71
1580361.57,26.28,0.78,222949.73,3.71
1579835.37,26.28,0.77,222460.07,3.7
1579629.17,26.28,0.77,222389.07,3.7
1579422.97,26.28,0.77,222383.83,3.7
1579049.26,26.28,0.77,222021.23,3.69
1578843.06,26.28,0.77,222019.06,3.7
1578824.9,26.28,0.77,222106.51,3.7
1578618.7,26.28,0.77,222035.44,3.7
1578846.22,26.29,0.78,222452.88,3.7
1578911.3,26.29,0.78,228255.62,3.8
1578841.76,26.29,0.78,227817.23,3.79
1578681.84,26.29,0.78,227694.61,3.79
1582441.69,26.35,0.84,229390.46,3.82
1582569.38,26.36,0.85,229206.99,3.82
1582363.19,26.36,0.85,229204.82,3.82
1582219.51,26.36,0.85,229030.04,3.82
1581807.12,26.36,0.85,228953.8,3.82
1581807.58,26.36,0.85,228957.65,3.82
1581263.82,26.36,0.84,228403.11,3.81
1581295.84,26.36,0.84,228416.63,3.81
1581089.64,26.36,0.84,228342.56,3.81
1580883.45,26.36,0.85,228289.61,3.81
1580865.29,26.36,0.85,228449.87,3.81
1580659.09,26.36,0.85,228379.04,3.81
1580452.89,26.36,0.85,228373.63,3.81
1580846.82,26.37,0.86,228445.62,3.81
1580777.29,26.38,0.86,228007.23,3.8
1581009.06,26.38,0.87,228226.08,3.81
1580939.52,26.38,0.87,227787.69,3.8
1580591.76,26.38,0.87,227486.58,3.8
1580325.79,26.38,0.87,227411.78,3.8
1580325.79,26.38,0.87,227411.78,3.8
1580119.59,26.38,0.87,227409.61,3.8
1580179.84,26.39,0.87,227718.31,3.8
1580179.84,26.39,0.87,227687.54,3.8
1579973.64,26.39,0.87,227613.47,3.8
1579519.16,26.39,0.87,227680.13,3.8
1579299.11,26.39,0.87,227502.3,3.8
1579989.53,26.4,0.88,227857.98,3.81
1579165.97,26.39,0.88,227045.68,3.79
1579147.81,26.4,0.88,227142.07,3.8
1578941.62,26.4,0.88,227152.98,3.8
1578735.42,26.4,0.88,227081.98,3.8
1578529.22,26.4,0.88,227076.75,3.8
1578511.06,26.4,0.88,227173.14,3.8
1578511.06,26.4,0.88,227172.04,3.8
1578492.9,26.4,0.88,227322.45,3.8
1578003.37,26.4,0.88,226891.78,3.8
1577707.14,26.4,0.87,226605.02,3.79
1577500.94,26.4,0.87,226552.07,3.79
1579189.77,26.42,0.9,233718.99,3.91
1579189.77,26.42,0.9,233693.18,3.91
1579417.29,26.43,0.91,234024.1,3.92
1579399.13,26.43,0.91,234120.48,3.92
1579399.13,26.43,0.91,234147.97,3.92
1579192.93,26.43,0.91,234158.88,3.92
1579049.26,26.43,0.91,234086.3,3.92
1579176.96,26.44,0.92,233902.83,3.92
1579304.65,26.45,0.92,233719.36,3.91
1579098.46,26.45,0.92,233717.33,3.91
1581893.55,26.49,0.97,234305.52,3.92
1582211.51,26.5,0.98,234756.2,3.93
1581895.18,26.5,0.97,234409.83,3.93
1581688.99,26.5,0.97,234407.66,3.93
1581688.99,26.5,0.97,234388.41,3.93
1581807.53,26.5,0.98,234628.6,3.93
1581263.76,26.5,0.97,234074.06,3.92
1579179.32,26.5,0.97,234016.74,3.93
1578946.78,26.5,0.97,234013.31,3.93
1578682.23,26.5,0.97,233984.0,3.93
1578417.67,26.5,0.97,234327.73,3.93
1578536.21,26.5,0.98,234316.28,3.93
1578271.65,26.5,0.98,233982.27,3.93
1578453.6,26.51,0.98,234778.55,3.94
1578187.88,26.51,0.98,234229.07,3.93
1577959.22,26.51,0.98,234093.55,3.93
1577753.02,26.51,0.98,234343.02,3.94
1577506.57,26.51,0.98,234706.82,3.94
1577300.37,26.51,0.98,234635.75,3.94
1577080.32,26.51,0.98,234424.13,3.94
1576874.13,26.51,0.98,234418.97,3.94
1576140.36,26.5,0.97,233674.43,3.93
1576070.83,26.51,0.98,233236.04,3.92
1576052.66,26.51,0.98,233165.95,3.92
1576236.13,26.51,0.98,233396.33,3.93
1576029.94,26.51,0.98,233573.96,3.93
1575823.74,26.52,0.98,233503.32,3.93
1575617.54,26.52,0.98,233497.72,3.93
1576011.47,26.53,1.0,233569.71,3.93
1576011.47,26.53,1.0,233553.48,3.93
1576220.82,26.53,1.0,233484.73,3.93
1576448.34,26.54,1.01,234313.55,3.94
1576922.43,26.55,1.02,234423.29,3.95
1576922.43,26.55,1.02,234445.4,3.95
1577050.12,26.56,1.02,234261.93,3.94
1576843.92,26.56,1.02,234259.9,3.95
1576303.77,26.55,1.02,233762.16,3.94
1575930.05,26.55,1.01,233324.5,3.93
1575697.51,26.55,1.01,233319.47,3.93
1574963.75,26.54,1.01,232574.93,3.92
1574699.19,26.54,1.01,232547.23,3.92
1574622.94,26.54,1.01,232591.33,3.92
1574358.38,26.54,1.01,232559.92,3.92
1572273.94,26.54,1.01,232502.59,3.93
1572201.18,26.55,1.01,232482.78,3.93
1571994.98,26.55,1.01,232408.57,3.92
1572204.33,26.55,1.02,232339.82,3.92
1571938.61,26.55,1.02,232572.17,3.93
1571672.63,26.55,1.02,232565.34,3.93
1571849.94,26.56,1.02,232681.07,3.93
1571584.22,26.56,1.02,233108.42,3.94
1571566.06,26.56,1.03,233694.68,3.95
1571626.31,26.57,1.03,233935.42,3.95
1571420.11,26.57,1.03,233933.39,3.95
1571213.91,26.57,1.03,233859.18,3.95
1571007.71,26.57,1.03,233788.55,3.95
1570801.52,26.57,1.03,233782.95,3.95
1570944.45,26.58,1.04,233569.72,3.95
1570738.25,26.58,1.04,233499.09,3.95
1570532.05,26.58,1.04,233493.49,3.95
1570325.86,26.58,1.04,233491.32,3.95
1569942.83,26.58,1.03,233088.94,3.95
1569736.63,26.58,1.03,233014.87,3.95
1569737.1,26.58,1.03,233015.77,3.95
1569530.9,26.58,1.03,233013.6,3.95
1569534.29,26.58,1.03,233050.98,3.95
1569328.09,26.58,1.03,232976.92,3.95
1569121.89,26.58,1.03,232905.85,3.95
1569121.89,26.58,1.03,232905.85,3.95
1568915.7,26.58,1.03,232900.68,3.95
1568710.74,26.58,1.03,232689.46,3.94
1568504.54,26.58,1.03,232687.43,3.94
1568298.34,26.58,1.03,232613.23,3.94
1568298.34,26.58,1.03,232613.23,3.94
1568298.34,26.58,1.03,232613.23,3.94
1568534.05,26.59,1.04,232858.94,3.95
1568327.85,26.59,1.04,232898.52,3.95
1567768.85,26.58,1.03,232373.74,3.94
1567768.85,26.58,1.03,232373.74,3.94
1567562.65,26.58,1.03,232302.88,3.94
1567367.68,26.58,1.03,232115.47,3.94
1567161.48,26.58,1.03,232110.09,3.94
1567143.32,26.58,1.03,232206.48,3.94
1566888.32,26.58,1.03,232237.86,3.94
1567372.71,26.6,1.04,232240.63,3.94
1567324.61,26.6,1.05,231500.24,3.93
1566921.11,26.59,1.04,231237.81,3.92
1567369.57,26.61,1.05,232344.71,3.94
1567163.38,26.61,1.05,232355.89,3.94
1566964.17,26.6,1.05,232225.71,3.94
1566757.97,26.61,1.05,232154.71,3.94
1566868.1,26.61,1.06,231906.36,3.94
1566661.91,26.61,1.06,231901.13,3.94
1565945.7,26.6,1.05,231221.46,3.93
1565573.8,26.6,1.05,230929.93,3.92
1566072.6,26.61,1.06,231082.62,3.93
1565866.4,26.61,1.06,231011.55,3.93
1565660.21,26.61,1.06,231006.39,3.93
1565454.01,26.61,1.06,231004.36,3.93
1565247.81,26.62,1.06,230930.15,3.93
1564951.58,26.61,1.05,230643.4,3.92
1564745.38,26.61,1.05,230641.23,3.92
1564727.22,26.62,1.06,230728.68,3.92
1564309.31,26.61,1.05,230320.1,3.92
1564103.11,26.61,1.05,230249.03,3.92
1563896.91,26.61,1.05,230243.87,3.92
1563690.72,26.62,1.05,230241.84,3.92
1563672.56,26.62,1.06,230329.15,3.92
1563654.4,26.62,1.06,230425.54,3.92
1563448.2,26.62,1.06,230437.12,3.92
1563675.72,26.63,1.06,230521.52,3.93
1563469.52,26.63,1.06,230783.74,3.93
1563469.52,26.63,1.06,230783.74,3.93
1563469.52,26.63,1.06,230829.61,3.93
1563263.32,26.63,1.06,230776.67,3.93
1563263.32,26.63,1.06,230776.67,3.93
1563057.13,26.63,1.06,230753.38,3.93
1563057.13,26.63,1.06,230778.21,3.93
1563038.97,26.64,1.07,230874.6,3.93
1562832.77,26.64,1.07,230863.49,3.93
1562633.56,26.63,1.06,230664.14,3.93
1562427.36,26.64,1.06,230593.06,3.93
1562409.2,26.64,1.07,230771.62,3.93
1562391.04,26.64,1.07,230868.01,3.94
1562391.04,26.64,1.07,230853.62,3.94
1562184.84,26.64,1.07,230865.21,3.94
1561865.5,26.64,1.07,230535.82,3.93
1561659.3,26.64,1.07,230464.99,3.93
1561453.11,26.64,1.07,230459.59,3.93
1561453.11,26.64,1.07,230459.59,3.93
1561134.34,26.64,1.06,230133.04,3.93
1560928.14,26.64,1.06,230130.87,3.93
1560695.6,26.64,1.06,230125.66,3.93
1560695.6,26.64,1.06,230125.66,3.93
1560431.04,26.64,1.06,230098.54,3.93
1560166.49,26.64,1.06,230140.23,3.93
1560096.95,26.64,1.07,229701.84,3.92
1559832.39,26.64,1.07,229670.2,3.92
1559832.39,26.64,1.07,229670.2,3.92
1559571.32,26.64,1.07,229753.8,3.92
1559305.6,26.64,1.07,229716.87,3.92
1559039.88,26.64,1.07,229640.32,3.92
1558666.16,26.64,1.06,229277.46,3.92
1558459.97,26.64,1.06,229203.4,3.92
1558194.25,26.64,1.06,229198.23,3.92
1558034.33,26.64,1.06,229075.61,3.92
1557964.79,26.64,1.07,228637.22,3.91
1557618.26,26.64,1.06,228337.61,3.91
1557619.19,26.64,1.06,228337.75,3.91
1557619.19,26.64,1.06,228337.75,3.91
1557344.44,26.64,1.06,228281.1,3.91
1557157.47,26.64,1.06,228112.75,3.9
1556951.28,26.64,1.06,228041.75,3.9
1556671.87,26.64,1.06,227965.8,3.9
1556588.91,26.64,1.06,227934.16,3.9
1557062.99,26.65,1.08,228043.9,3.9
1557065.16,26.65,1.08,228064.94,3.9
1556777.62,26.65,1.08,228190.19,3.91
1556571.42,26.65,1.08,228184.96,3.91
1556807.13,26.66,1.08,228182.44,3.91
1556788.97,26.66,1.08,228596.58,3.92
1556582.77,26.66,1.08,228594.56,3.92
1556376.57,26.66,1.08,228520.35,3.92
1556170.37,26.67,1.08,228449.52,3.91
1555964.18,26.67,1.08,228444.11,3.92
1555424.02,26.66,1.08,227946.36,3.91
1555424.02,26.66,1.08,227946.36,3.91
1555217.82,26.66,1.08,227875.29,3.91
1555011.63,26.66,1.08,227870.13,3.91
1554805.43,26.66,1.08,227799.06,3.91
1554433.53,26.66,1.07,227562.37,3.9
1554227.33,26.66,1.07,227557.2,3.9
1554021.13,26.66,1.07,227504.25,3.9
1554021.13,26.66,1.07,227504.25,3.9
1553814.93,26.66,1.07,227480.96,3.9
1553796.77,26.67,1.08,227577.35,3.91
1553599.82,26.66,1.08,227395.22,3.9
1553367.28,26.67,1.08,227399.69,3.9
1553102.73,26.67,1.08,227370.5,3.9
1552838.17,26.67,1.08,227393.19,3.9
1552573.61,26.67,1.08,227372.98,3.91
1552755.56,26.67,1.08,227358.03,3.91
1552489.84,26.67,1.08,227615.67,3.91
1552224.12,26.67,1.08,227475.35,3.91
1551958.4,26.67,1.08,227779.82,3.91
1551752.21,26.67,1.08,227790.74,3.92
1551734.05,26.67,1.08,227887.13,3.92
1551501.51,26.68,1.09,227891.59,3.92
1551236.95,26.68,1.09,227866.92,3.92
1550245.21,26.66,1.07,226876.05,3.9
1550589.95,26.67,1.08,226436.9,3.89
1550589.95,26.67,1.08,226436.9,3.89
1550323.97,26.67,1.08,226359.46,3.89
1550247.72,26.67,1.08,226343.62,3.89
1549983.16,26.67,1.08,226362.64,3.9
1549722.09,26.67,1.08,226340.48,3.9
1549487.2,26.67,1.08,226087.89,3.89
1549221.48,26.67,1.08,226349.68,3.9
1549221.48,26.67,1.08,226349.68,3.9
1548955.76,26.67,1.08,226305.83,3.9
1548878.34,26.67,1.08,226407.03,3.9
1548859.63,26.67,1.09,226903.26,3.91
1548859.63,26.67,1.09,226903.26,3.91
1548701.32,26.67,1.08,226745.85,3.91
1549019.28,26.68,1.09,227274.25,3.91
1548493.55,26.67,1.08,226694.08,3.91
1548177.23,26.67,1.08,226333.08,3.9
1547911.25,26.67,1.08,226327.67,3.9
1547893.09,26.67,1.08,226424.06,3.9
1548120.61,26.68,1.09,226732.61,3.91
1547756.89,26.68,1.08,226502.6,3.9
1547550.69,26.68,1.08,226500.43,3.9
1547344.5,26.68,1.08,226426.36,3.9
1547138.3,26.68,1.09,226424.19,3.9
1546921.96,26.68,1.08,226215.72,3.9
1546921.96,26.68,1.08,226215.72,3.9
1547315.89,26.69,1.09,226287.72,3.9
1545231.45,26.69,1.1,226230.39,3.91
1545025.26,26.69,1.1,226156.33,3.91
1545007.09,26.69,1.1,226252.72,3.91
1545007.09,26.69,1.1,226252.72,3.91
1544800.9,26.69,1.1,226263.63,3.91
1544568.36,26.7,1.1,226268.09,3.91
1544352.02,26.69,1.1,226057.24,3.91
1544414.46,26.7,1.1,226024.61,3.91
1544149.91,26.7,1.1,226096.31,3.91
1543885.35,26.7,1.1,226034.48,3.91
