ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3956-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3956-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_ratio,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3956-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_q124,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3956-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3956-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_ratio
1121050.57,22.91,9.34,311759.69,6.37
1121050.57,22.91,9.34,311684.79,6.37
1120952.41,22.91,9.34,311665.2,6.37
1121003.94,22.91,9.35,311318.89,6.36
1121055.47,22.92,9.35,311319.57,6.36
1120952.73,22.92,9.35,311187.48,6.36
1121113.05,22.92,9.36,311187.1,6.36
1121273.37,22.93,9.36,311189.51,6.36
1121324.9,22.93,9.37,311189.13,6.36
1121479.16,22.94,9.37,311183.87,6.36
1121242.64,22.93,9.37,310903.88,6.36
1121473.5,22.94,9.38,310888.51,6.36
1121473.5,22.94,9.38,311026.15,6.36
1121525.03,22.95,9.38,311025.92,6.36
1121680.97,22.95,9.39,311098.26,6.37
1121841.28,22.96,9.39,311098.27,6.37
1122001.6,22.96,9.4,311663.27,6.38
1122053.13,22.97,9.4,311874.29,6.38
1122222.52,22.97,9.41,311873.69,6.38
1122382.84,22.98,9.41,311878.48,6.38
1122543.16,22.98,9.42,312012.76,6.39
1122712.55,22.99,9.42,311982.76,6.39
1122872.87,22.99,9.43,313016.99,6.41
1122636.89,22.99,9.43,312994.28,6.41
1122797.21,23.0,9.43,312994.28,6.41
1122561.23,22.99,9.43,312918.1,6.41
1122612.76,23.0,9.43,312977.14,6.41
1122612.76,23.0,9.43,312907.22,6.41
1122664.29,23.0,9.44,313379.73,6.42
1122824.6,23.01,9.44,313445.12,6.42
1122726.45,23.01,9.44,313478.21,6.42
1122886.76,23.02,9.45,313488.63,6.43
1122879.32,23.02,9.45,313638.9,6.43
1122930.85,23.02,9.45,313638.68,6.43
1123100.24,23.03,9.46,313638.09,6.43
1122930.31,23.02,9.46,313540.84,6.43
1122981.84,23.03,9.46,313650.41,6.43
1122975.06,23.03,9.46,315556.05,6.47
1123135.38,23.03,9.47,315569.06,6.47
1123295.69,23.04,9.47,315568.85,6.47
1123456.01,23.05,9.48,315568.85,6.47
1123456.01,23.05,9.48,315568.85,6.47
1123507.54,23.05,9.48,315687.33,6.48
1123507.54,23.05,9.48,315676.42,6.48
1123559.07,23.06,9.49,315456.33,6.47
1123559.07,23.06,9.49,315270.64,6.47
1123323.09,23.05,9.49,315175.83,6.47
1123477.36,23.06,9.49,315294.29,6.47
1123819.15,23.07,9.5,315386.59,6.47
1123734.31,23.07,9.5,315141.27,6.47
1123894.63,23.07,9.51,315195.53,6.47
1123946.16,23.08,9.51,315370.49,6.48
1124100.42,23.09,9.52,315427.48,6.48
1124011.62,23.08,9.52,315319.29,6.48
1124063.15,23.09,9.52,315319.07,6.48
1124223.47,23.1,9.53,315290.3,6.48
1124275.0,23.1,9.53,315290.3,6.48
1124444.39,23.11,9.54,315295.16,6.48
1124604.71,23.11,9.54,315308.68,6.48
1124656.24,23.12,9.55,315248.16,6.48
1124866.01,23.12,9.55,315250.03,6.48
1125026.33,23.13,9.56,315276.61,6.48
1125213.73,23.13,9.57,315163.84,6.48
1125374.05,23.14,9.57,315163.84,6.48
1125539.95,23.14,9.58,315176.93,6.48
1125700.27,23.15,9.58,315176.93,6.48
1125751.8,23.15,9.59,315176.93,6.48
1125961.57,23.16,9.59,315186.23,6.48
1126130.96,23.16,9.6,318067.89,6.54
1126917.89,23.18,9.62,319136.89,6.57
1126969.42,23.19,9.62,319136.89,6.57
1127020.95,23.19,9.63,319136.5,6.57
1127579.48,23.21,9.64,319234.28,6.57
1127739.8,23.21,9.65,319236.95,6.57
1127479.87,23.21,9.64,319008.07,6.57
1127634.13,23.21,9.65,319008.07,6.57
1127685.66,23.22,9.65,319309.62,6.57
1127737.19,23.22,9.66,319309.65,6.58
1127788.72,23.23,9.66,319428.12,6.58
1127788.72,23.23,9.66,319423.3,6.58
1127949.04,23.24,9.67,319428.09,6.58
1128109.36,23.24,9.67,319507.06,6.58
1128278.75,23.25,9.68,320229.02,6.6
1128439.07,23.25,9.68,320235.09,6.6
1128750.61,23.26,9.69,320257.17,6.6
1128580.68,23.26,9.69,320091.49,6.6
1128790.45,23.26,9.7,320226.55,6.6
1128790.45,23.26,9.7,320510.57,6.61
1128790.45,23.26,9.7,320884.24,6.61
1128790.45,23.26,9.7,321061.82,6.62
1128950.77,23.27,9.7,321061.82,6.62
1129002.3,23.27,9.71,321061.82,6.62
1129162.62,23.28,9.71,321067.04,6.62
1129322.93,23.28,9.72,321089.66,6.62
1131191.44,23.32,9.76,324456.19,6.69
1131345.7,23.33,9.76,324456.19,6.69
1131397.23,23.33,9.77,324456.19,6.69
1131397.23,23.33,9.77,324354.49,6.69
1131557.55,23.34,9.77,324798.79,6.7
1131609.08,23.34,9.78,324807.34,6.7
1131609.08,23.34,9.78,324801.75,6.7
1131660.61,23.35,9.78,324801.38,6.7
1131712.14,23.35,9.79,324821.3,6.7
1131881.54,23.36,9.79,324853.57,6.7
1132071.56,23.37,9.8,324853.2,6.7
1132302.41,23.37,9.81,324853.2,6.71
1132302.41,23.37,9.81,324883.81,6.71
1132302.41,23.37,9.81,324883.42,6.71
1132468.32,23.38,9.81,324883.05,6.71
1132628.63,23.38,9.82,325135.37,6.71
1132788.95,23.39,9.82,325153.1,6.71
1132840.48,23.39,9.83,325158.42,6.71
1133000.8,23.4,9.83,326125.72,6.74
1133000.8,23.4,9.83,326098.52,6.74
1133215.05,23.41,9.84,326142.7,6.74
1133266.58,23.41,9.84,326167.8,6.74
1133497.44,23.42,9.85,326147.52,6.74
1133657.76,23.42,9.86,326152.73,6.74
1133818.08,23.43,9.86,326205.87,6.74
1133987.47,23.43,9.87,326205.87,6.74
1134147.79,23.44,9.87,326179.13,6.74
1134199.32,23.44,9.88,326238.18,6.74
1134199.32,23.44,9.88,326237.58,6.74
1134250.85,23.45,9.88,326246.24,6.74
1134302.38,23.45,9.89,326276.91,6.75
1134302.38,23.45,9.89,325985.92,6.74
1134353.91,23.46,9.89,325985.92,6.74
1134563.68,23.47,9.9,326221.03,6.75
1134723.99,23.47,9.9,326971.29,6.76
1134889.89,23.48,9.91,326971.29,6.76
1135050.21,23.48,9.92,326984.81,6.76
1135101.74,23.49,9.92,326984.81,6.77
1135256.01,23.49,9.93,326984.44,6.77
1135425.4,23.5,9.93,327481.01,6.78
1135476.93,23.5,9.94,327487.67,6.78
1135476.93,23.5,9.94,327484.14,6.78
1136550.34,23.53,9.96,328950.87,6.81
1136488.96,23.53,9.96,329188.42,6.82
1136540.49,23.53,9.97,329282.57,6.82
1136941.92,23.54,9.98,329340.74,6.82
1137102.24,23.55,9.98,329846.75,6.83
1137102.24,23.55,9.98,329836.07,6.83
1137102.24,23.55,9.98,329800.81,6.83
1137256.5,23.56,9.99,329799.42,6.83
1137267.62,23.56,9.99,329914.7,6.83
1137267.62,23.56,9.99,335938.91,6.96
1137206.24,23.56,10.0,336103.91,6.96
1137375.63,23.57,10.0,336140.65,6.97
1137375.63,23.57,10.0,336140.28,6.97
1138079.59,23.58,10.02,336946.58,6.98
1138248.99,23.59,10.02,338024.74,7.01
1138300.52,23.59,10.03,338199.7,7.01
1138352.05,23.6,10.03,338268.12,7.01
1138403.58,23.6,10.04,338443.08,7.02
1138314.49,23.6,10.04,338404.65,7.02
1139138.15,23.63,10.06,335562.73,6.96
1139138.15,23.63,10.06,335610.87,6.96
1139336.43,23.63,10.07,335600.45,6.96
1139387.96,23.64,10.07,335597.21,6.96
1139602.22,23.64,10.08,335297.52,6.96
1139653.75,23.65,10.08,335296.82,6.96
1139814.06,23.65,10.09,335296.45,6.96
1139983.46,23.66,10.09,335320.78,6.96
1139939.59,23.66,10.09,335320.78,6.96
1139991.12,23.66,10.1,335331.58,6.96
1140145.39,23.67,10.1,335330.19,6.96
1140145.39,23.67,10.1,335234.33,6.96
1140355.15,23.68,10.11,335239.78,6.96
1140406.68,23.68,10.11,335239.55,6.96
1140385.34,23.68,10.12,335410.48,6.97
1140436.87,23.69,10.12,335943.88,6.98
1140591.14,23.69,10.13,335943.88,6.98
1140800.9,23.7,10.13,336040.65,6.98
1140961.22,23.7,10.14,336040.44,6.98
1141127.12,23.71,10.14,336123.0,6.98
1141127.12,23.71,10.14,336122.4,6.98
1141281.39,23.72,10.15,336122.4,6.98
1141332.92,23.72,10.16,336032.19,6.98
1141384.45,23.73,10.16,336241.04,6.99
1141435.98,23.73,10.17,336256.46,6.99
1141487.51,23.74,10.17,336141.22,6.99
1141487.51,23.74,10.17,336141.22,6.99
1141487.51,23.74,10.17,335973.35,6.99
1141539.04,23.74,10.18,336067.89,6.99
1141590.57,23.75,10.18,335998.52,6.99
1141759.96,23.75,10.19,335997.93,6.99
1143488.64,23.79,10.22,337066.17,7.01
1143540.17,23.79,10.23,337066.92,7.01
1143540.17,23.79,10.23,337098.78,7.01
1143591.7,23.8,10.23,337098.78,7.02
1143801.47,23.8,10.24,337120.91,7.02
1143801.47,23.8,10.24,337120.57,7.02
1143853.0,23.81,10.24,336933.39,7.01
1143904.53,23.81,10.25,336933.39,7.01
1143904.53,23.81,10.25,336968.75,7.02
1144064.84,23.82,10.25,336968.37,7.02
1144116.37,23.82,10.26,336968.37,7.02
1144167.9,23.83,10.26,336939.45,7.02
1144167.9,23.83,10.26,337017.64,7.02
1144366.18,23.84,10.27,337626.67,7.03
1144564.46,23.84,10.28,337587.43,7.03
1144564.46,23.84,10.28,338079.27,7.04
1144564.46,23.84,10.28,337909.04,7.04
1144615.99,23.85,10.28,337872.92,7.04
1144776.31,23.85,10.29,338111.98,7.05
1144945.7,23.86,10.29,338111.98,7.05
1145106.02,23.87,10.3,338161.38,7.05
1145157.55,23.87,10.3,338157.25,7.05
1145209.08,23.88,10.31,338156.88,7.05
1145209.08,23.88,10.31,338277.74,7.05
1145369.4,23.88,10.32,338282.6,7.05
1145420.93,23.89,10.32,338282.6,7.05
1145472.46,23.89,10.33,337936.29,7.05
1145523.99,23.9,10.33,337983.62,7.05
1145502.28,23.9,10.33,337999.53,7.05
1145553.81,23.9,10.34,338024.45,7.05
1145743.83,23.91,10.34,338102.81,7.06
1145913.22,23.91,10.35,338107.66,7.06
1145964.75,23.92,10.35,338106.99,7.06
1146016.28,23.92,10.36,338108.81,7.06
1146067.81,23.93,10.36,338594.08,7.07
1146228.13,23.93,10.37,338594.08,7.07
1146228.13,23.93,10.37,338492.38,7.07
1146279.66,23.94,10.37,338492.38,7.07
1146489.43,23.95,10.38,338421.55,7.07
1146649.75,23.95,10.38,339138.07,7.08
1146701.28,23.96,10.39,339136.41,7.08
1146680.8,23.96,10.39,339158.3,7.09
1146659.1,23.96,10.39,339188.18,7.09
1146710.63,23.96,10.4,339486.87,7.09
1146762.16,23.97,10.4,339486.87,7.1
1147046.31,23.98,10.41,340063.21,7.11
1147244.59,23.98,10.42,340691.42,7.12
1147296.12,23.99,10.42,340750.47,7.12
1147138.92,23.99,10.42,340612.69,7.12
1147141.71,23.99,10.42,340635.09,7.12
1146866.66,23.99,10.42,340340.71,7.12
1147064.94,23.99,10.43,340697.45,7.13
1147116.47,24.0,10.43,340697.45,7.13
1147024.17,24.0,10.43,340433.28,7.12
1147848.59,24.02,10.45,341111.22,7.14
1147848.59,24.02,10.45,341067.42,7.14
1147900.12,24.02,10.46,342511.65,7.17
1147951.65,24.03,10.46,342511.43,7.17
1147951.65,24.03,10.46,342498.09,7.17
1148003.18,24.03,10.47,342497.72,7.17
1148163.5,24.04,10.47,342494.81,7.17
1148215.03,24.04,10.48,342494.42,7.17
1148627.16,24.06,10.49,342282.81,7.17
1148787.48,24.06,10.49,342282.81,7.17
1148787.48,24.06,10.49,342110.29,7.17
1148839.01,24.07,10.5,342099.94,7.17
1148839.01,24.07,10.5,342101.04,7.17
1148795.14,24.07,10.5,342147.25,7.17
1148846.67,24.07,10.51,342104.78,7.17
1148846.67,24.07,10.51,341970.13,7.17
1149056.44,24.08,10.51,341969.53,7.17
1149107.97,24.08,10.52,342211.93,7.17
1148842.89,24.08,10.51,342043.87,7.17
1149052.66,24.08,10.52,342043.87,7.17
1149283.52,24.09,10.53,342081.7,7.17
1149199.83,24.09,10.53,342189.11,7.17
1149409.6,24.1,10.53,342654.71,7.18
1149409.6,24.1,10.53,342834.4,7.19
1149387.89,24.1,10.53,342836.18,7.19
1149162.46,24.1,10.53,342836.18,7.19
1149397.1,24.1,10.54,342668.74,7.19
1149627.96,24.11,10.55,342757.73,7.19
1149627.96,24.11,10.55,342761.83,7.19
1149788.28,24.12,10.55,342761.83,7.19
1149839.81,24.12,10.56,342761.83,7.19
1149839.81,24.12,10.56,343011.42,7.2
1149967.81,24.13,10.56,342882.93,7.19
1150019.34,24.13,10.57,342918.09,7.2
1150179.65,24.14,10.57,342994.46,7.2
1150179.65,24.14,10.57,343004.07,7.2
1150090.57,24.14,10.57,342873.11,7.2
1150142.1,24.14,10.58,342878.52,7.2
1150464.85,24.15,10.59,342967.59,7.2
1150516.38,24.16,10.59,342967.59,7.2
1150567.91,24.16,10.6,343077.15,7.2
1150722.17,24.17,10.6,343076.81,7.21
1150876.44,24.18,10.61,343379.56,7.21
1151036.75,24.18,10.61,343573.49,7.22
1151021.83,24.18,10.62,343576.93,7.22
1151073.36,24.19,10.62,343576.93,7.22
1151057.47,24.19,10.62,343721.14,7.22
1151109.0,24.19,10.63,343724.33,7.22
1151263.26,24.2,10.63,343724.33,7.22
1151314.79,24.2,10.64,343723.95,7.23
1151513.07,24.21,10.65,343831.47,7.23
1151500.04,24.21,10.65,343525.59,7.22
1151654.77,24.22,10.65,343526.47,7.22
1151815.09,24.22,10.66,344072.45,7.24
1151815.09,24.22,10.66,344046.85,7.24
1151975.41,24.23,10.66,344231.01,7.24
1151975.41,24.23,10.66,344231.01,7.24
1151975.41,24.23,10.66,344230.42,7.24
1151975.41,24.23,10.66,343939.42,7.23
1151975.41,24.23,10.66,343795.66,7.23
1152135.72,24.24,10.67,343795.66,7.23
1152296.04,24.24,10.67,343823.39,7.23
1152505.81,24.25,10.68,343832.82,7.23
1152660.07,24.25,10.69,343832.23,7.23
1152890.93,24.26,10.69,343861.54,7.24
1152942.46,24.27,10.7,344036.51,7.24
1153152.23,24.27,10.71,343115.17,7.22
1153312.55,24.28,10.71,343126.5,7.22
1153472.87,24.28,10.72,343325.77,7.23
1153627.13,24.29,10.72,343521.45,7.23
1153818.23,24.29,10.73,343533.6,7.23
1153972.5,24.3,10.74,343718.42,7.24
1153972.5,24.3,10.74,344311.99,7.25
1154288.26,24.31,10.74,344381.46,7.25
1154448.58,24.32,10.75,344381.46,7.25
1154441.8,24.32,10.75,345062.73,7.27
1154493.33,24.32,10.75,345062.73,7.27
1154662.72,24.33,10.76,345081.66,7.27
1154714.25,24.33,10.76,345081.66,7.27
1154883.64,24.34,10.77,345062.93,7.27
1155043.96,24.34,10.78,345062.55,7.27
1155209.86,24.35,10.78,345186.14,7.28
1155379.26,24.35,10.79,345188.54,7.28
1155533.52,24.36,10.79,345659.04,7.29
1155693.84,24.37,10.8,345746.62,7.29
1155693.84,24.37,10.8,345746.62,7.29
1155854.16,24.37,10.8,345746.41,7.29
1156014.47,24.38,10.81,345759.94,7.29
1156066.0,24.38,10.82,345539.85,7.29
1156117.53,24.39,10.82,345542.23,7.29
1156169.06,24.39,10.83,345546.51,7.29
1156334.97,24.4,10.83,345554.52,7.29
1156103.4,24.4,10.83,345197.48,7.28
1156103.4,24.4,10.83,345196.53,7.28
1156272.79,24.4,10.83,345196.53,7.28
1156272.79,24.4,10.83,345178.34,7.28
1156324.32,24.41,10.84,345176.83,7.29
1156375.85,24.41,10.85,344893.53,7.28
1156381.24,24.41,10.85,345032.14,7.28
1156432.77,24.42,10.85,345079.18,7.29
1156587.03,24.42,10.86,345079.18,7.29
1156741.3,24.43,10.86,345079.18,7.29
1156931.32,24.44,10.87,345015.67,7.29
1156982.85,24.44,10.88,345015.67,7.29
1157143.16,24.45,10.88,345015.67,7.29
1157297.43,24.45,10.89,345703.48,7.31
1157463.33,24.46,10.89,345703.11,7.31
1157623.65,24.47,10.9,346011.02,7.31
1157666.46,24.47,10.91,345738.43,7.31
1157717.99,24.48,10.91,345358.5,7.3
1157878.31,24.48,10.92,345414.73,7.3
1157637.91,24.48,10.91,345088.45,7.3
1157803.81,24.49,10.92,345675.01,7.31
1157855.34,24.49,10.92,345328.71,7.3
1158086.2,24.5,10.93,345328.71,7.31
1158086.2,24.5,10.93,345331.29,7.31
1158020.0,24.5,10.93,345356.47,7.31
1158071.53,24.51,10.94,345356.47,7.31
1158123.06,24.51,10.94,345474.94,7.31
1158353.92,24.52,10.95,345886.58,7.32
1158523.31,24.52,10.96,345886.58,7.32
1158721.69,24.53,10.96,345582.16,7.32
1158664.79,24.53,10.96,346093.08,7.33
1158716.32,24.54,10.97,346050.08,7.33
1158767.85,24.54,10.97,345697.27,7.32
1158937.25,24.55,10.98,345696.67,7.32
1158988.78,24.55,10.99,345333.39,7.32
1158899.69,24.55,10.98,345189.63,7.31
1158951.22,24.56,10.99,345189.63,7.31
1159111.54,24.56,11.0,345190.48,7.31
1159163.07,24.57,11.0,345194.57,7.32
1159214.6,24.57,11.01,345172.13,7.32
1159266.13,24.58,11.01,345179.56,7.32
1159426.45,24.58,11.02,345609.75,7.33
1159426.45,24.58,11.02,345609.36,7.33
1159586.77,24.59,11.02,345609.36,7.33
1159638.3,24.6,11.03,345614.58,7.33
1159638.3,24.6,11.03,345540.21,7.33
1159689.83,24.6,11.03,345539.99,7.33
1159528.46,24.6,11.03,345414.08,7.33
1159528.46,24.6,11.03,346735.02,7.36
1159697.86,24.6,11.04,346645.5,7.35
1159858.18,24.61,11.04,346645.5,7.35
1160027.57,24.61,11.05,346647.5,7.36
1159767.64,24.61,11.04,346369.28,7.35
1159819.17,24.62,11.05,346369.28,7.35
1159819.17,24.62,11.05,346586.88,7.36
1159988.57,24.62,11.06,346637.06,7.36
1160040.1,24.63,11.06,346637.06,7.36
1160040.1,24.63,11.06,346579.42,7.36
1160018.39,24.63,11.06,346579.42,7.36
1160018.39,24.63,11.06,346477.73,7.36
1160172.65,24.63,11.07,346736.04,7.36
1160338.56,24.64,11.07,346874.14,7.37
1160390.09,24.65,11.08,346874.14,7.37
1160550.4,24.65,11.08,346874.14,7.37
1160719.8,24.66,11.09,346873.54,7.37
1160874.06,24.66,11.1,346873.54,7.37
1161039.96,24.67,11.1,346873.17,7.37
1161091.49,24.67,11.11,346873.58,7.37
1161143.02,24.68,11.11,346870.99,7.37
1160907.04,24.68,11.11,346870.99,7.37
1160671.06,24.67,11.11,346888.82,7.37
1160671.06,24.67,11.11,347146.71,7.38
1161058.3,24.69,11.12,347216.8,7.38
1161212.57,24.69,11.13,347228.56,7.38
1161212.57,24.69,11.13,347491.67,7.39
1161422.34,24.7,11.13,347495.08,7.39
1161473.87,24.7,11.14,347495.08,7.39
1161385.07,24.7,11.14,347414.33,7.39
1161545.38,24.71,11.14,347414.33,7.39
1161456.3,24.71,11.14,347406.82,7.39
1161456.3,24.71,11.14,347337.03,7.39
1161507.83,24.71,11.15,347336.08,7.39
1161400.35,24.71,11.15,347186.38,7.39
1161451.88,24.72,11.15,347186.38,7.39
1161617.78,24.72,11.16,347198.15,7.39
1161669.31,24.73,11.16,347100.14,7.39
1161720.84,24.73,11.17,347266.18,7.39
1161772.37,24.74,11.17,347265.96,7.4
1161941.76,24.75,11.18,347284.64,7.4
1162151.53,24.75,11.18,347308.13,7.4
1162203.06,24.76,11.19,347367.18,7.4
1161904.74,24.75,11.19,347157.49,7.4
1162074.14,24.76,11.19,347156.68,7.4
1162125.67,24.76,11.2,347156.68,7.4
1162177.2,24.77,11.2,347156.68,7.4
1162346.59,24.77,11.21,347183.83,7.4
1162901.6,24.79,11.22,347723.05,7.41
1163061.92,24.79,11.23,347736.5,7.41
1163113.45,24.8,11.23,347736.11,7.41
1162862.09,24.8,11.23,347516.5,7.41
1162763.93,24.8,11.23,347507.56,7.41
1162742.22,24.8,11.23,347596.64,7.41
1162505.7,24.79,11.23,347473.78,7.41
1162675.09,24.8,11.23,351258.39,7.49
1162829.36,24.8,11.24,351263.21,7.49
1162880.89,24.81,11.24,354210.02,7.56
1162874.11,24.81,11.24,354186.18,7.56
1162925.64,24.82,11.25,354186.18,7.56
1162757.59,24.81,11.25,355617.96,7.59
1162757.59,24.81,11.25,355709.97,7.59
1162917.91,24.82,11.25,355920.52,7.6
1162969.44,24.83,11.26,355914.07,7.6
1163138.83,24.83,11.26,356140.51,7.6
1163122.08,24.83,11.27,356282.74,7.61
1163173.61,24.84,11.27,356300.33,7.61
1163173.61,24.84,11.27,356300.33,7.61
1163173.61,24.84,11.27,356300.33,7.61
1163383.37,24.84,11.28,356378.01,7.61
1163543.69,24.85,11.28,356377.64,7.61
1163506.54,24.85,11.28,356248.96,7.61
1163558.07,24.86,11.29,356449.21,7.61
1163609.6,24.86,11.29,356448.84,7.62
1163779.0,24.87,11.3,356448.84,7.62
1163830.53,24.87,11.31,356448.84,7.62
1163882.06,24.88,11.31,356448.84,7.62
1163656.63,24.88,11.31,356449.71,7.62
1163420.64,24.87,11.31,356449.71,7.62
1163580.96,24.88,11.31,356453.44,7.62
1163741.28,24.88,11.32,356994.05,7.63
1163895.54,24.89,11.33,357416.2,7.64
1163762.88,24.89,11.33,357411.9,7.64
1163923.2,24.9,11.33,357411.9,7.65
1164140.34,24.91,11.34,357366.46,7.65
1164191.87,24.91,11.34,357366.46,7.65
1164352.19,24.92,11.35,357377.78,7.65
1164518.09,24.92,11.36,357387.97,7.65
1164678.41,24.93,11.36,357387.97,7.65
1164442.43,24.93,11.36,357314.05,7.65
1164611.82,24.93,11.37,357313.45,7.65
1164766.08,24.94,11.37,357370.86,7.65
1164817.61,24.94,11.38,357545.82,7.66
1164971.88,24.95,11.38,357821.51,7.66
1165132.2,24.96,11.39,358096.69,7.67
1164896.22,24.95,11.39,358090.61,7.67
1165065.61,24.96,11.39,358262.78,7.68
1165225.93,24.97,11.4,358272.25,7.68
1165386.24,24.97,11.41,358294.6,7.68
1165555.64,24.98,11.41,358721.51,7.69
1165725.03,24.98,11.42,358702.78,7.69
1165776.56,24.99,11.42,358781.95,7.69
1165776.56,24.99,11.42,358779.16,7.69
1165945.96,24.99,11.43,359408.78,7.7
1165997.49,25.0,11.43,359408.39,7.71
1165827.56,25.0,11.43,359390.62,7.71
1165987.88,25.0,11.44,359390.62,7.71
1166039.41,25.01,11.44,359393.75,7.71
1166199.72,25.01,11.45,359393.54,7.71
1166067.06,25.01,11.45,359486.24,7.71
1166227.37,25.02,11.45,359494.92,7.71
1166278.9,25.02,11.46,359727.85,7.72
1166330.43,25.03,11.46,359727.63,7.72
1166381.96,25.04,11.47,359990.13,7.73
1166542.28,25.04,11.48,359990.13,7.73
1166593.81,25.05,11.48,359989.76,7.73
1166645.34,25.05,11.49,359989.76,7.73
1166855.11,25.06,11.49,359993.11,7.73
1166906.64,25.06,11.5,360111.59,7.73
1166958.17,25.07,11.5,360218.85,7.74
1167148.19,25.08,11.51,360799.64,7.75
1167317.58,25.08,11.51,360799.04,7.75
1167369.11,25.09,11.52,360799.04,7.75
1167420.64,25.09,11.53,360804.36,7.75
1167420.64,25.09,11.53,360804.36,7.75
1167420.64,25.09,11.53,361580.85,7.77
1167580.96,25.1,11.53,361585.71,7.77
1167632.49,25.1,11.54,361585.71,7.77
1167684.02,25.11,11.54,361585.71,7.78
1167684.02,25.11,11.54,361655.08,7.78
1167735.55,25.11,11.55,361662.33,7.78
1167787.08,25.12,11.55,361662.33,7.78
1167517.15,25.12,11.55,361522.81,7.78
1167568.68,25.12,11.55,361522.81,7.78
1167470.52,25.12,11.56,361395.22,7.78
1167234.54,25.12,11.55,361041.16,7.77
1167234.54,25.12,11.55,361041.16,7.77
1167403.94,25.12,11.56,361574.79,7.78
1167455.47,25.13,11.56,361574.79,7.78
1167180.41,25.13,11.56,361372.6,7.78
1167004.28,25.13,11.56,361352.9,7.78
1167004.28,25.13,11.56,361374.81,7.78
1167235.14,25.13,11.57,361862.05,7.79
1167466.0,25.14,11.58,361940.02,7.79
1167517.53,25.15,11.58,361940.02,7.8
1167715.81,25.15,11.59,361953.94,7.8
1167490.37,25.15,11.59,361947.35,7.8
1167650.69,25.16,11.59,361947.14,7.8
1167410.3,25.16,11.59,361698.09,7.79
1167461.83,25.16,11.6,361697.86,7.8
1167622.14,25.17,11.6,361697.49,7.8
1167622.14,25.17,11.6,361960.6,7.8
1167622.14,25.17,11.6,362194.31,7.81
1167782.46,25.17,11.61,362194.31,7.81
1167936.73,25.18,11.62,362206.48,7.81
1167988.26,25.19,11.62,362206.09,7.81
1168039.79,25.19,11.63,362683.94,7.82
1168091.32,25.2,11.63,362802.41,7.83
1167958.65,25.2,11.63,362564.71,7.82
1167958.65,25.2,11.63,362489.43,7.82
1168010.18,25.2,11.64,362489.43,7.82
1168061.71,25.21,11.64,362488.73,7.82
1168113.24,25.21,11.65,362483.87,7.82
1168164.77,25.22,11.65,362862.79,7.83
1168276.15,25.23,11.66,363932.87,7.86
1168436.47,25.23,11.67,363885.83,7.86
1168650.72,25.24,11.67,363207.47,7.84
1168860.49,25.24,11.68,363296.36,7.85
1168912.02,25.25,11.68,363296.36,7.85
1168912.02,25.25,11.68,363541.86,7.85
1168743.97,25.25,11.68,363340.64,7.85
1168795.5,25.25,11.69,363381.81,7.85
1168964.9,25.26,11.69,364794.69,7.88
1169134.23,25.27,11.7,364301.31,7.87
1169134.23,25.27,11.7,364298.92,7.87
1169123.59,25.27,11.7,364165.35,7.87
1169319.14,25.28,11.71,364252.48,7.87
1169479.45,25.28,11.71,364275.42,7.87
1169639.77,25.29,11.72,364324.82,7.88
1169639.77,25.29,11.72,364324.82,7.88
1169573.57,25.29,11.72,364296.95,7.88
1169625.1,25.29,11.73,364595.65,7.88
1169823.37,25.3,11.74,364620.32,7.89
1169926.01,25.31,11.74,364618.87,7.89
1170124.29,25.31,11.75,364548.05,7.89
1170284.61,25.32,11.75,364552.84,7.89
1170336.14,25.33,11.76,364552.84,7.89
1170329.3,25.33,11.76,364706.33,7.89
1171709.57,25.36,11.79,363112.07,7.86
1171771.03,25.36,11.8,363172.23,7.86
1171822.56,25.37,11.8,362959.14,7.86
1171874.09,25.37,11.81,362955.1,7.86
1171643.7,25.37,11.8,362560.95,7.85
1171695.23,25.38,11.81,362210.67,7.84
1171746.76,25.38,11.82,362232.28,7.85
1171798.29,25.39,11.82,362232.28,7.85
1171952.55,25.39,11.83,362294.14,7.85
1171658.61,25.39,11.82,361997.83,7.84
1171856.89,25.4,11.83,362028.54,7.85
1171840.37,25.4,11.83,362226.01,7.85
1171891.9,25.4,11.84,361879.71,7.85
1172052.21,25.41,11.84,361886.54,7.85
1172103.74,25.42,11.85,361886.54,7.85
1172258.01,25.42,11.86,361873.43,7.85
1173236.3,25.45,11.88,363329.25,7.88
1173108.11,25.45,11.88,362954.49,7.87
1173065.15,25.45,11.88,362684.36,7.87
1173234.55,25.46,11.89,362683.76,7.87
1173008.57,25.45,11.89,362427.04,7.86
1173198.59,25.46,11.89,362399.44,7.86
