ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3956-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_nodes,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3956-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpus,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3956-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpu_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3956-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-total_gpus,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3956-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-arrived_gpu_milli
1213,6212,4761170,6212,4916080
1213,6212,4761170,6212,4916890
1213,6212,4761390,6212,4917110
1213,6212,4761860,6212,4917580
1213,6212,4762320,6212,4918040
1213,6212,4762790,6212,4918510
1213,6212,4762790,6212,4918510
1213,6212,4762790,6212,4919320
1213,6212,4763110,6212,4919640
1213,6212,4763340,6212,4919870
1213,6212,4763660,6212,4920190
1213,6212,4764250,6212,4920780
1213,6212,4764840,6212,4921370
1213,6212,4764840,6212,4922180
1213,6212,4765310,6212,4922650
1213,6212,4765310,6212,4923460
1213,6212,4765470,6212,4923620
1213,6212,4765790,6212,4923940
1213,6212,4766260,6212,4924410
1213,6212,4766260,6212,4924410
1213,6212,4766720,6212,4924870
1213,6212,4766720,6212,4925520
1213,6212,4766720,6212,4926330
1213,6212,4766720,6212,4927140
1213,6212,4766720,6212,4927140
1213,6212,4766720,6212,4927950
1213,6212,4767190,6212,4928420
1213,6212,4767510,6212,4928740
1213,6212,4767740,6212,4928970
1213,6212,4768330,6212,4929560
1213,6212,4768330,6212,4929560
1213,6212,4768800,6212,4930030
1213,6212,4768800,6212,4930840
1213,6212,4769070,6212,4931110
1213,6212,4769070,6212,4931920
1213,6212,4769620,6212,4932470
1213,6212,4769620,6212,4933120
1213,6212,4769620,6212,4933120
1213,6212,4769620,6212,4933120
1213,6212,4770080,6212,4933580
1213,6212,4770080,6212,4934390
1213,6212,4770080,6212,4935200
1213,6212,4770080,6212,4936010
1213,6212,4770670,6212,4936600
1213,6212,4771140,6212,4937070
1213,6212,4771140,6212,4937070
1213,6212,4771610,6212,4937540
1213,6212,4771830,6212,4937760
1213,6212,4771830,6212,4937760
1213,6212,4772150,6212,4938080
1213,6212,4772620,6212,4938550
1213,6212,4773090,6212,4939020
1213,6212,4773560,6212,4939490
1213,6212,4773560,6212,4939960
1213,6212,4774020,6212,4940420
1213,6212,4774020,6212,4940420
1213,6212,4774020,6212,4941230
1213,6212,4774020,6212,4941230
1213,6212,4774340,6212,4941550
1213,6212,4774930,6212,4942140
1213,6212,4774930,6212,4942950
1213,6212,4774930,6212,4943420
1213,6212,4774930,6212,4944230
1213,6212,4775250,6212,4944550
1213,6212,4775250,6212,4945360
1213,6212,4775570,6212,4945680
1213,6212,4775570,6212,4946490
1213,6212,4775570,6212,4947140
1213,6212,4775570,6212,4947140
1213,6212,4775570,6212,4947950
1213,6212,4775570,6212,4947950
1213,6212,4775790,6212,4948170
1213,6212,4775790,6212,4948980
1213,6212,4775790,6212,4949790
1213,6212,4775790,6212,4950440
1213,6212,4776260,6212,4950910
1213,6212,4776260,6212,4950910
1213,6212,4776730,6212,4951380
1213,6212,4776730,6212,4952190
1213,6212,4776730,6212,4953000
1213,6212,4776730,6212,4953470
1213,6212,4776730,6212,4953470
1213,6212,4777190,6212,4953930
1213,6212,4777190,6212,4954740
1213,6212,4777190,6212,4955550
1213,6212,4777190,6212,4956360
1213,6212,4777190,6212,4957170
1213,6212,4777510,6212,4957490
1213,6212,4777510,6212,4957490
1213,6212,4778100,6212,4958080
1213,6212,4778100,6212,4958550
1213,6212,4778100,6212,4959360
1213,6212,4778100,6212,4959360
1213,6212,4778100,6212,4960170
1213,6212,4778750,6212,4960820
1213,6212,4779220,6212,4961290
1213,6212,4779220,6212,4962100
1213,6212,4779220,6212,4962910
1213,6212,4779220,6212,4963720
1213,6212,4779450,6212,4963950
1213,6212,4779450,6212,4964760
1213,6212,4779450,6212,4965230
1213,6212,4779450,6212,4965230
1213,6212,4779450,6212,4965230
1213,6212,4779450,6212,4965700
1213,6212,4779450,6212,4966350
1213,6212,4779450,6212,4966350
1213,6212,4779450,6212,4966350
1213,6212,4779450,6212,4966350
1213,6212,4779450,6212,4967160
1213,6212,4779450,6212,4967970
1213,6212,4779450,6212,4968780
1213,6212,4779450,6212,4969590
1213,6212,4779680,6212,4969820
1213,6212,4779680,6212,4970630
1213,6212,4779680,6212,4971440
1213,6212,4779680,6212,4972250
1213,6212,4779680,6212,4972900
1213,6212,4779680,6212,4973370
1213,6212,4779680,6212,4973840
1213,6212,4779680,6212,4974310
1213,6212,4780150,6212,4974780
1213,6212,4780150,6212,4974780
1213,6212,4780150,6212,4975250
1213,6212,4780620,6212,4975720
1213,6212,4780620,6212,4976530
1213,6212,4780620,6212,4976530
1213,6212,4780620,6212,4976530
1213,6212,4780620,6212,4977340
1213,6212,4780940,6212,4977660
1213,6212,4780940,6212,4978470
1213,6212,4780940,6212,4979280
1213,6212,4781310,6212,4979650
1213,6212,4781310,6212,4980240
1213,6212,4781310,6212,4980240
1213,6212,4781310,6212,4980710
1213,6212,4781310,6212,4981360
1213,6212,4781310,6212,4982170
1213,6212,4781310,6212,4982820
1213,6212,4781310,6212,4983290
1213,6212,4781630,6212,4983610
1213,6212,4781630,6212,4984420
1213,6212,4781630,6212,4984890
1213,6212,4781630,6212,4985700
1213,6212,4781630,6212,4986510
1213,6212,4781630,6212,4986510
1213,6212,4781630,6212,4987320
1213,6212,4781630,6212,4987320
1213,6212,4781630,6212,4987790
1213,6212,4781630,6212,4988340
1213,6212,4781630,6212,4988810
1213,6212,4781630,6212,4989280
1213,6212,4781630,6212,4990090
1213,6212,4781630,6212,4990090
1213,6212,4781630,6212,4990900
1213,6212,4781630,6212,4990900
1213,6212,4781950,6212,4991220
1213,6212,4781950,6212,4991690
1213,6212,4781950,6212,4992160
1213,6212,4781950,6212,4992160
1213,6212,4781950,6212,4992160
1213,6212,4782270,6212,4992480
1213,6212,4782270,6212,4993290
1213,6212,4782730,6212,4993750
1213,6212,4782890,6212,4993910
1213,6212,4782890,6212,4994720
1213,6212,4783120,6212,4994950
1213,6212,4783120,6212,4995760
1213,6212,4783580,6212,4996220
1213,6212,4783580,6212,4996220
1213,6212,4783900,6212,4996540
1213,6212,4784220,6212,4996860
1213,6212,4784220,6212,4996860
1213,6212,4784220,6212,4997670
1213,6212,4784680,6212,4998130
1213,6212,4784910,6212,4998360
1213,6212,4784910,6212,4998830
1213,6212,4784910,6212,4999640
1213,6212,4784910,6212,5000450
1213,6212,4784960,6212,5000500
1213,6212,4784960,6212,5000970
1213,6212,4785280,6212,5001290
1213,6212,4785280,6212,5002100
1213,6212,4785280,6212,5002910
1213,6212,4785280,6212,5003720
1213,6212,4785500,6212,5003940
1213,6212,4785720,6212,5004160
1213,6212,4785720,6212,5004710
1213,6212,4786040,6212,5005030
1213,6212,4786040,6212,5005620
1213,6212,4786150,6212,5005730
1213,6212,4786150,6212,5005730
1213,6212,4786150,6212,5006200
1213,6212,4786150,6212,5007010
1213,6212,4786150,6212,5007480
1213,6212,4786150,6212,5007950
1213,6212,4786150,6212,5007950
1213,6212,4786150,6212,5008600
1213,6212,4786150,6212,5009250
1213,6212,4786150,6212,5010060
1213,6212,4786150,6212,5010060
1213,6212,4786370,6212,5010280
1213,6212,4786370,6212,5010280
1213,6212,4786370,6212,5010280
1213,6212,4786370,6212,5011090
1213,6212,4786370,6212,5011560
1213,6212,4786370,6212,5012030
1213,6212,4786370,6212,5012840
1213,6212,4786370,6212,5013390
1213,6212,4786370,6212,5014200
1213,6212,4786370,6212,5015010
1213,6212,4786370,6212,5015480
1213,6212,4786370,6212,5016130
1213,6212,4786370,6212,5016600
1213,6212,4786370,6212,5017410
1213,6212,4786370,6212,5018220
1213,6212,4786370,6212,5018220
1213,6212,4786530,6212,5018380
1213,6212,4786530,6212,5019190
1213,6212,4786530,6212,5019660
1213,6212,4786530,6212,5020310
1213,6212,4786850,6212,5020630
1213,6212,4786850,6212,5021100
1213,6212,4786850,6212,5021100
1213,6212,4787170,6212,5021420
1213,6212,4787490,6212,5021740
1213,6212,4787490,6212,5022210
1213,6212,4787490,6212,5023020
1213,6212,4787490,6212,5023490
1213,6212,4787490,6212,5023490
1213,6212,4787490,6212,5024300
1213,6212,4787490,6212,5025110
1213,6212,4787650,6212,5025270
1213,6212,4787650,6212,5025270
1213,6212,4787650,6212,5026080
1213,6212,4787880,6212,5026310
1213,6212,4787880,6212,5027120
1213,6212,4787880,6212,5027120
1213,6212,4787880,6212,5027120
1213,6212,4787880,6212,5027590
1213,6212,4787880,6212,5028400
1213,6212,4787880,6212,5028950
1213,6212,4787880,6212,5029420
1213,6212,4787880,6212,5029890
1213,6212,4787880,6212,5030360
1213,6212,4787880,6212,5031170
1213,6212,4788200,6212,5031490
1213,6212,4788200,6212,5031960
1213,6212,4788420,6212,5032180
1213,6212,4788420,6212,5032990
1213,6212,4788420,6212,5033800
1213,6212,4788420,6212,5034270
1213,6212,4788420,6212,5035080
1213,6212,4788420,6212,5035550
1213,6212,4788420,6212,5035550
1213,6212,4788420,6212,5036360
1213,6212,4788420,6212,5037010
1213,6212,4788420,6212,5037820
1213,6212,4788420,6212,5038290
1213,6212,4788420,6212,5039100
1213,6212,4788530,6212,5039210
1213,6212,4788530,6212,5040020
1213,6212,4788530,6212,5040490
1213,6212,4788530,6212,5040960
1213,6212,4788850,6212,5041280
1213,6212,4788850,6212,5042090
1213,6212,4788850,6212,5042900
1213,6212,4788850,6212,5043550
1213,6212,4788850,6212,5044200
1213,6212,4788850,6212,5044670
1213,6212,4789170,6212,5044990
1213,6212,4789170,6212,5045640
1213,6212,4789170,6212,5046110
1213,6212,4789170,6212,5046920
1213,6212,4789170,6212,5047730
1213,6212,4789390,6212,5047950
1213,6212,4789390,6212,5048420
1213,6212,4789390,6212,5049070
1213,6212,4789390,6212,5049540
1213,6212,4789710,6212,5049860
1213,6212,4789710,6212,5050670
1213,6212,4789710,6212,5051480
1213,6212,4789710,6212,5052130
1213,6212,4789710,6212,5052600
1213,6212,4789710,6212,5053250
1213,6212,4789710,6212,5053900
1213,6212,4789710,6212,5054450
1213,6212,4789710,6212,5054450
1213,6212,4789710,6212,5055260
1213,6212,4790030,6212,5055580
1213,6212,4790030,6212,5056230
1213,6212,4790030,6212,5056700
1213,6212,4790250,6212,5056920
1213,6212,4790250,6212,5057510
1213,6212,4790250,6212,5058320
1213,6212,4790250,6212,5059130
1213,6212,4790250,6212,5059600
1213,6212,4790250,6212,5060410
1213,6212,4790710,6212,5060870
1213,6212,4790710,6212,5061680
1213,6212,4790710,6212,5062270
1213,6212,4790710,6212,5063080
1213,6212,4790710,6212,5063730
1213,6212,4790710,6212,5064200
1213,6212,4790710,6212,5065010
1213,6212,4790870,6212,5065170
1213,6212,4791240,6212,5065540
1213,6212,4791240,6212,5066350
1213,6212,4791240,6212,5066820
1213,6212,4791460,6212,5067040
1213,6212,4791460,6212,5067510
1213,6212,4791460,6212,5067510
1213,6212,4791460,6212,5068320
1213,6212,4791620,6212,5068480
1213,6212,4791620,6212,5069290
1213,6212,4791850,6212,5069520
1213,6212,4792010,6212,5069680
1213,6212,4792010,6212,5070150
1213,6212,4792010,6212,5070960
1213,6212,4792010,6212,5071430
1213,6212,4792010,6212,5071900
1213,6212,4792010,6212,5072710
1213,6212,4792330,6212,5073030
1213,6212,4792330,6212,5073500
1213,6212,4792330,6212,5074310
1213,6212,4792330,6212,5075120
1213,6212,4792330,6212,5075590
1213,6212,4792330,6212,5076400
1213,6212,4792650,6212,5076720
1213,6212,4792650,6212,5077190
1213,6212,4792650,6212,5077840
1213,6212,4793020,6212,5078210
1213,6212,4793020,6212,5079020
1213,6212,4793340,6212,5079340
1213,6212,4793340,6212,5079340
1213,6212,4793340,6212,5080150
1213,6212,4793340,6212,5080960
1213,6212,4793800,6212,5081420
1213,6212,4793800,6212,5081890
1213,6212,4793800,6212,5081890
1213,6212,4793800,6212,5082360
1213,6212,4793800,6212,5082830
1213,6212,4793800,6212,5083640
1213,6212,4793800,6212,5084190
1213,6212,4793800,6212,5084660
1213,6212,4793800,6212,5085250
1213,6212,4794030,6212,5085480
1213,6212,4794030,6212,5086290
1213,6212,4794030,6212,5086290
1213,6212,4794030,6212,5087100
1213,6212,4794030,6212,5087910
1213,6212,4794350,6212,5088230
1213,6212,4794350,6212,5088880
1213,6212,4794350,6212,5088880
1213,6212,4794350,6212,5089350
1213,6212,4794670,6212,5089670
1213,6212,4794670,6212,5090140
1213,6212,4794670,6212,5090610
1213,6212,4794670,6212,5090610
1213,6212,4794670,6212,5091420
1213,6212,4794670,6212,5092230
1213,6212,4794670,6212,5093040
1213,6212,4794670,6212,5093510
1213,6212,4794890,6212,5093730
1213,6212,4794890,6212,5094320
1213,6212,4795350,6212,5094780
1213,6212,4795510,6212,5094940
1213,6212,4795830,6212,5095260
1213,6212,4796160,6212,5095590
1213,6212,4796160,6212,5096400
1213,6212,4796160,6212,5096870
1213,6212,4796160,6212,5097680
1213,6212,4796480,6212,5098000
1213,6212,4796480,6212,5098810
1213,6212,4796480,6212,5098810
1213,6212,4796480,6212,5098810
1213,6212,4796800,6212,5099130
1213,6212,4796800,6212,5099780
1213,6212,4796800,6212,5099780
1213,6212,4796800,6212,5100430
1213,6212,4797120,6212,5100750
1213,6212,4797440,6212,5101070
1213,6212,4797440,6212,5101880
1213,6212,4797920,6212,5102360
1213,6212,4797920,6212,5103010
1213,6212,4797920,6212,5103480
1213,6212,4797920,6212,5104290
1213,6212,4798240,6212,5104610
1213,6212,4798240,6212,5105080
1213,6212,4798240,6212,5105550
1213,6212,4798240,6212,5106200
1213,6212,4798240,6212,5106200
1213,6212,4798240,6212,5107010
1213,6212,4798240,6212,5107820
1213,6212,4798240,6212,5108290
1213,6212,4798240,6212,5109100
1213,6212,4798240,6212,5109910
1213,6212,4798240,6212,5110560
1213,6212,4798700,6212,5111020
1213,6212,4798700,6212,5111830
1213,6212,4798700,6212,5112300
1213,6212,4798700,6212,5112300
1213,6212,4798700,6212,5113110
1213,6212,4798700,6212,5113920
1213,6212,4798700,6212,5113920
1213,6212,4799020,6212,5114240
1213,6212,4799480,6212,5114700
1213,6212,4799480,6212,5115170
1213,6212,4799800,6212,5115490
1213,6212,4799800,6212,5116300
1213,6212,4800020,6212,5116520
1213,6212,4800020,6212,5117330
1213,6212,4800020,6212,5118140
1213,6212,4800020,6212,5118140
1213,6212,4800020,6212,5118950
1213,6212,4800020,6212,5119760
1213,6212,4800020,6212,5120570
1213,6212,4800020,6212,5121380
1213,6212,4800020,6212,5122190
1213,6212,4800020,6212,5123000
1213,6212,4800020,6212,5123470
1213,6212,4800020,6212,5124280
1213,6212,4800020,6212,5125090
1213,6212,4800020,6212,5125560
1213,6212,4800020,6212,5125560
1213,6212,4800020,6212,5126110
1213,6212,4800340,6212,5126430
1213,6212,4800800,6212,5126890
1213,6212,4800800,6212,5127360
1213,6212,4800800,6212,5128010
1213,6212,4800800,6212,5128480
1213,6212,4800800,6212,5129290
1213,6212,4800800,6212,5130100
1213,6212,4800800,6212,5130690
1213,6212,4800800,6212,5131500
1213,6212,4800800,6212,5131500
1213,6212,4801030,6212,5131730
1213,6212,4801030,6212,5132190
1213,6212,4801030,6212,5132190
1213,6212,4801030,6212,5133000
1213,6212,4801350,6212,5133320
1213,6212,4801350,6212,5133790
1213,6212,4801510,6212,5133950
1213,6212,4801510,6212,5134760
1213,6212,4801860,6212,5135110
1213,6212,4802180,6212,5135430
1213,6212,4802500,6212,5135750
1213,6212,4802500,6212,5136560
1213,6212,4802720,6212,5136780
1213,6212,4802720,6212,5137590
1213,6212,4802950,6212,5137820
1213,6212,4802950,6212,5138290
1213,6212,4802950,6212,5139100
1213,6212,4803270,6212,5139420
1213,6212,4803270,6212,5139890
1213,6212,4803590,6212,5140210
1213,6212,4803590,6212,5140680
1213,6212,4803910,6212,5141000
1213,6212,4803910,6212,5141650
1213,6212,4803910,6212,5141650
1213,6212,4803910,6212,5142300
1213,6212,4803910,6212,5142300
1213,6212,4803910,6212,5143110
1213,6212,4803910,6212,5143760
1213,6212,4803910,6212,5144230
1213,6212,4804140,6212,5144460
1213,6212,4804140,6212,5145050
1213,6212,4804140,6212,5145520
1213,6212,4804140,6212,5145990
1213,6212,4804140,6212,5146800
1213,6212,4804460,6212,5147120
1213,6212,4804460,6212,5147930
1213,6212,4804460,6212,5148400
1213,6212,4804460,6212,5148870
1213,6212,4804460,6212,5149680
1213,6212,4804460,6212,5149680
1213,6212,4804460,6212,5150490
1213,6212,4804460,6212,5151300
1213,6212,4804460,6212,5152110
1213,6212,4804460,6212,5152920
1213,6212,4804460,6212,5153730
1213,6212,4804460,6212,5154540
1213,6212,4804460,6212,5155190
1213,6212,4804460,6212,5156000
1213,6212,4804780,6212,5156320
1213,6212,4804780,6212,5157130
1213,6212,4804780,6212,5157780
1213,6212,4804780,6212,5158430
1213,6212,4805100,6212,5158750
1213,6212,4805100,6212,5159220
1213,6212,4805330,6212,5159450
1213,6212,4805330,6212,5159450
1213,6212,4805330,6212,5159920
1213,6212,4805330,6212,5160730
1213,6212,4805330,6212,5161540
1213,6212,4805330,6212,5162350
1213,6212,4805330,6212,5163160
1213,6212,4805330,6212,5163970
1213,6212,4805330,6212,5164620
1213,6212,4805330,6212,5164620
1213,6212,4805330,6212,5165430
1213,6212,4805560,6212,5165660
1213,6212,4805880,6212,5165980
1213,6212,4805880,6212,5166570
1213,6212,4805880,6212,5167380
1213,6212,4805880,6212,5168190
1213,6212,4805880,6212,5169000
1213,6212,4806250,6212,5169370
1213,6212,4806730,6212,5169850
1213,6212,4806730,6212,5170660
1213,6212,4806730,6212,5171130
1213,6212,4806730,6212,5171940
1213,6212,4806730,6212,5172400
1213,6212,4807050,6212,5172720
1213,6212,4807050,6212,5173530
1213,6212,4807210,6212,5173690
1213,6212,4807210,6212,5173690
1213,6212,4807210,6212,5174500
1213,6212,4807210,6212,5175310
1213,6212,4807210,6212,5175780
1213,6212,4807210,6212,5175780
1213,6212,4807530,6212,5176100
1213,6212,4807530,6212,5176100
1213,6212,4807530,6212,5176570
1213,6212,4807530,6212,5177380
1213,6212,4807880,6212,5177730
1213,6212,4807880,6212,5178200
1213,6212,4808250,6212,5178570
1213,6212,4808250,6212,5179030
1213,6212,4808250,6212,5179840
1213,6212,4808250,6212,5180650
1213,6212,4808250,6212,5180650
1213,6212,4808250,6212,5181460
1213,6212,4808570,6212,5181780
1213,6212,4808570,6212,5181780
1213,6212,4808570,6212,5182430
1213,6212,4808790,6212,5182650
1213,6212,4808790,6212,5183120
1213,6212,4808790,6212,5183590
1213,6212,4808790,6212,5184060
1213,6212,4808790,6212,5184870
1213,6212,4808790,6212,5185520
1213,6212,4809020,6212,5185750
1213,6212,4809020,6212,5186220
1213,6212,4809180,6212,5186380
1213,6212,4809180,6212,5186850
1213,6212,4809180,6212,5187320
1213,6212,4809180,6212,5188130
1213,6212,4809180,6212,5188600
1213,6212,4809180,6212,5188600
1213,6212,4809180,6212,5189410
1213,6212,4809180,6212,5190060
1213,6212,4809180,6212,5190530
1213,6212,4809180,6212,5190530
1213,6212,4809180,6212,5191000
1213,6212,4809410,6212,5191230
1213,6212,4809410,6212,5191820
1213,6212,4809410,6212,5192470
1213,6212,4809570,6212,5192630
1213,6212,4809570,6212,5193220
1213,6212,4809570,6212,5193690
1213,6212,4809570,6212,5194500
1213,6212,4809570,6212,5194500
1213,6212,4809570,6212,5195090
1213,6212,4809570,6212,5195550
1213,6212,4809570,6212,5196360
1213,6212,4809570,6212,5196360
1213,6212,4809570,6212,5196950
1213,6212,4809570,6212,5197420
1213,6212,4809570,6212,5197890
1213,6212,4809570,6212,5198540
1213,6212,4809570,6212,5198540
1213,6212,4809570,6212,5199010
1213,6212,4809570,6212,5199010
1213,6212,4809570,6212,5199820
1213,6212,4809570,6212,5200630
1213,6212,4809800,6212,5200860
1213,6212,4809800,6212,5201410
1213,6212,4809800,6212,5201880
1213,6212,4809800,6212,5201880
1213,6212,4809800,6212,5202690
1213,6212,4809800,6212,5203500
1213,6212,4809800,6212,5204050
1213,6212,4810030,6212,5204280
1213,6212,4810260,6212,5204510
1213,6212,4810480,6212,5204730
1213,6212,4810480,6212,5205380
1213,6212,4810480,6212,5205970
1213,6212,4810800,6212,5206290
1213,6212,4810800,6212,5206940
1213,6212,4811120,6212,5207260
1213,6212,4811120,6212,5207910
1213,6212,4811120,6212,5208720
1213,6212,4811440,6212,5209040
1213,6212,4811440,6212,5209040
1213,6212,4811440,6212,5209040
1213,6212,4811440,6212,5209510
1213,6212,4811440,6212,5210160
1213,6212,4811670,6212,5210390
1213,6212,4811670,6212,5210390
1213,6212,4811670,6212,5211200
1213,6212,4811670,6212,5211790
1213,6212,4811670,6212,5212600
1213,6212,4811890,6212,5212820
1213,6212,4811890,6212,5213630
1213,6212,4811890,6212,5213630
1213,6212,4811890,6212,5213630
1213,6212,4812050,6212,5213790
1213,6212,4812050,6212,5214260
1213,6212,4812050,6212,5214260
1213,6212,4812050,6212,5214850
1213,6212,4812050,6212,5215320
1213,6212,4812210,6212,5215480
1213,6212,4812210,6212,5215950
1213,6212,4812210,6212,5215950
1213,6212,4812370,6212,5216110
1213,6212,4812600,6212,5216340
1213,6212,4812600,6212,5216800
1213,6212,4812600,6212,5217610
1213,6212,4812920,6212,5217930
1213,6212,4812920,6212,5218740
1213,6212,4812920,6212,5218740
1213,6212,4812920,6212,5219390
1213,6212,4812920,6212,5219860
1213,6212,4812920,6212,5220330
1213,6212,4812920,6212,5221140
1213,6212,4812920,6212,5221610
1213,6212,4813240,6212,5221930
1213,6212,4813470,6212,5222160
1213,6212,4813470,6212,5222160
1213,6212,4813470,6212,5222710
1213,6212,4813470,6212,5222710
1213,6212,4813630,6212,5222870
1213,6212,4813630,6212,5223340
1213,6212,4813630,6212,5223990
1213,6212,4813950,6212,5224310
1213,6212,4813950,6212,5224780
1213,6212,4813950,6212,5225250
1213,6212,4813950,6212,5226060
1213,6212,4813950,6212,5226870
1213,6212,4813950,6212,5227340
1213,6212,4813950,6212,5228150
1213,6212,4813950,6212,5228610
1213,6212,4814270,6212,5228930
1213,6212,4814270,6212,5229740
1213,6212,4814270,6212,5229740
1213,6212,4814270,6212,5230200
1213,6212,4814590,6212,5230520
1213,6212,4814910,6212,5230840
1213,6212,4815380,6212,5231310
1213,6212,4815380,6212,5232120
1213,6212,4815380,6212,5232670
1213,6212,4815380,6212,5233480
1213,6212,4815600,6212,5233700
1213,6212,4815830,6212,5233930
1213,6212,4815830,6212,5234400
1213,6212,4815830,6212,5234870
1213,6212,4815830,6212,5235330
1213,6212,4815830,6212,5236140
1213,6212,4815830,6212,5236610
1213,6212,4815830,6212,5236610
1213,6212,4815830,6212,5237200
1213,6212,4815830,6212,5238010
1213,6212,4815830,6212,5238820
1213,6212,4816150,6212,5239140
1213,6212,4816150,6212,5239950
1213,6212,4816150,6212,5240760
1213,6212,4816150,6212,5241570
1213,6212,4816150,6212,5242120
1213,6212,4816470,6212,5242440
1213,6212,4816470,6212,5242910
1213,6212,4816470,6212,5243380
1213,6212,4816470,6212,5244190
1213,6212,4816630,6212,5244350
1213,6212,4816630,6212,5245000
1213,6212,4816630,6212,5245000
1213,6212,4816630,6212,5245470
1213,6212,4816630,6212,5245940
1213,6212,4816630,6212,5246750
1213,6212,4816630,6212,5247220
1213,6212,4816630,6212,5248030
1213,6212,4816630,6212,5248840
1213,6212,4816950,6212,5249160
1213,6212,4816950,6212,5249160
1213,6212,4816950,6212,5249970
1213,6212,4816950,6212,5249970
1213,6212,4817270,6212,5250290
1213,6212,4817270,6212,5251100
1213,6212,4817270,6212,5251570
1213,6212,4817270,6212,5252380
1213,6212,4817270,6212,5253190
1213,6212,4817590,6212,5253510
1213,6212,4817590,6212,5254320
1213,6212,4817590,6212,5254320
1213,6212,4817590,6212,5254870
1213,6212,4817590,6212,5255680
1213,6212,4817590,6212,5256270
1213,6212,4817590,6212,5256740
1213,6212,4817590,6212,5257210
1213,6212,4817590,6212,5258020
1213,6212,4817910,6212,5258340
1213,6212,4817910,6212,5258340
1213,6212,4817910,6212,5258800
1213,6212,4817910,6212,5259610
1213,6212,4817910,6212,5260080
1213,6212,4817910,6212,5260550
1213,6212,4818140,6212,5260780
1213,6212,4818140,6212,5261370
1213,6212,4818620,6212,5261850
1213,6212,4818620,6212,5262660
1213,6212,4818940,6212,5262980
1213,6212,4818940,6212,5263790
1213,6212,4818940,6212,5264600
1213,6212,4818940,6212,5265060
1213,6212,4818940,6212,5265870
1213,6212,4818940,6212,5266680
1213,6212,4818990,6212,5266730
1213,6212,4818990,6212,5267540
1213,6212,4819220,6212,5267770
1213,6212,4819220,6212,5268240
1213,6212,4819220,6212,5269050
1213,6212,4819220,6212,5269860
1213,6212,4819220,6212,5270320
1213,6212,4819220,6212,5271130
1213,6212,4819220,6212,5271780
1213,6212,4819220,6212,5272590
1213,6212,4819540,6212,5272910
1213,6212,4819540,6212,5272910
1213,6212,4819540,6212,5273720
1213,6212,4819540,6212,5274370
1213,6212,4819540,6212,5275020
1213,6212,4819540,6212,5275020
1213,6212,4819540,6212,5275830
1213,6212,4819860,6212,5276150
1213,6212,4819860,6212,5276620
1213,6212,4819860,6212,5277090
1213,6212,4819860,6212,5277900
1213,6212,4819860,6212,5278370
1213,6212,4820190,6212,5278700
1213,6212,4820190,6212,5278700
1213,6212,4820190,6212,5279510
1213,6212,4820190,6212,5280320
1213,6212,4820190,6212,5281130
1213,6212,4820190,6212,5281680
1213,6212,4820190,6212,5282330
1213,6212,4820190,6212,5283140
1213,6212,4820190,6212,5283610
1213,6212,4820190,6212,5284420
1213,6212,4820190,6212,5285230
1213,6212,4820420,6212,5285460
1213,6212,4820650,6212,5285690
1213,6212,4820650,6212,5286160
1213,6212,4820650,6212,5286630
1213,6212,4820650,6212,5286630
1213,6212,4820650,6212,5287280
1213,6212,4820970,6212,5287600
1213,6212,4820970,6212,5287600
1213,6212,4820970,6212,5288410
1213,6212,4821290,6212,5288730
1213,6212,4821290,6212,5289540
1213,6212,4821290,6212,5290350
1213,6212,4821290,6212,5291160
1213,6212,4821290,6212,5291970
1213,6212,4821290,6212,5291970
1213,6212,4821290,6212,5292780
1213,6212,4821290,6212,5292780
1213,6212,4821290,6212,5293250
1213,6212,4821290,6212,5294060
1213,6212,4821290,6212,5294870
1213,6212,4821290,6212,5295340
1213,6212,4821290,6212,5295990
1213,6212,4821290,6212,5296800
1213,6212,4821290,6212,5297450
1213,6212,4821450,6212,5297610
1213,6212,4821450,6212,5298420
1213,6212,4821450,6212,5299230
1213,6212,4821670,6212,5299450
1213,6212,4821670,6212,5300260
1213,6212,4821670,6212,5301070
1213,6212,4821670,6212,5301880
1213,6212,4821670,6212,5302350
1213,6212,4821670,6212,5303160
1213,6212,4821670,6212,5303630
1213,6212,4821670,6212,5304280
1213,6212,4821670,6212,5305090
1213,6212,4821670,6212,5305900
1213,6212,4821670,6212,5306360
1213,6212,4821670,6212,5306830
1213,6212,4821670,6212,5306830
1213,6212,4821670,6212,5307380
1213,6212,4821670,6212,5308190
1213,6212,4821670,6212,5309000
1213,6212,4821670,6212,5309810
1213,6212,4821670,6212,5310620
1213,6212,4821670,6212,5311090
1213,6212,4821670,6212,5311560
1213,6212,4821900,6212,5311790
1213,6212,4821900,6212,5312260
