ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3956-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_nodes,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3956-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpus,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3956-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpu_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3956-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-total_gpus,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3956-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-arrived_gpu_milli
1208,6182,2477070,6212,2477070
1208,6182,2477720,6212,2477720
1208,6182,2478190,6212,2478190
1208,6182,2478660,6212,2478660
1208,6182,2478980,6212,2478980
1208,6182,2479450,6212,2479450
1208,6182,2479920,6212,2479920
1208,6182,2480390,6212,2480390
1208,6182,2480710,6212,2480710
1208,6182,2481180,6212,2481180
1208,6182,2481770,6212,2481770
1208,6182,2482240,6212,2482240
1208,6182,2482710,6212,2482710
1208,6182,2483520,6212,2483520
1208,6182,2484170,6212,2484170
1208,6182,2484980,6212,2484980
1208,6182,2484980,6212,2484980
1208,6182,2485450,6212,2485450
1208,6182,2485680,6212,2485680
1208,6182,2485680,6212,2485680
1208,6182,2486490,6212,2486490
1208,6182,2486960,6212,2486960
1208,6182,2487280,6212,2487280
1208,6182,2487510,6212,2487510
1208,6182,2487740,6212,2487740
1208,6182,2487900,6212,2487900
1208,6182,2488220,6212,2488220
1208,6182,2488680,6212,2488680
1208,6182,2489150,6212,2489150
1208,6182,2489960,6212,2489960
1208,6182,2489960,6212,2489960
1208,6182,2490280,6212,2490280
1208,6182,2490750,6212,2490750
1208,6182,2491220,6212,2491220
1208,6182,2491870,6212,2491870
1208,6182,2492460,6212,2492460
1208,6182,2493270,6212,2493270
1208,6182,2493920,6212,2493920
1208,6182,2494240,6212,2494240
1208,6182,2494240,6212,2494240
1208,6182,2494710,6212,2494710
1208,6182,2495180,6212,2495180
1208,6182,2495180,6212,2495180
1208,6182,2495180,6212,2495180
1208,6182,2495990,6212,2495990
1208,6182,2496150,6212,2496150
1208,6182,2496800,6212,2496800
1208,6182,2496800,6212,2496800
1208,6182,2497610,6212,2497610
1208,6182,2498420,6212,2498420
1208,6182,2498640,6212,2498640
1208,6182,2498800,6212,2498800
1208,6182,2499120,6212,2499120
1208,6182,2499770,6212,2499770
1208,6182,2499770,6212,2499770
1208,6182,2500580,6212,2500580
1208,6182,2501390,6212,2501390
1208,6182,2501860,6212,2501860
1208,6182,2502450,6212,2502450
1208,6182,2502770,6212,2502770
1208,6182,2503580,6212,2503580
1208,6182,2504050,6212,2504050
1208,6182,2504520,6212,2504520
1208,6182,2505330,6212,2505330
1208,6182,2505800,6212,2505800
1208,6182,2506270,6212,2506270
1208,6182,2506920,6212,2506920
1208,6182,2506920,6212,2506920
1208,6182,2506920,6212,2506920
1208,6182,2507240,6212,2507240
1208,6182,2507710,6212,2507710
1208,6182,2507710,6212,2507710
1208,6182,2508520,6212,2508520
1208,6182,2509330,6212,2509330
1208,6182,2509980,6212,2509980
1208,6182,2509980,6212,2509980
1208,6182,2510790,6212,2510790
1208,6182,2511440,6212,2511440
1208,6182,2511910,6212,2511910
1208,6182,2512500,6212,2512500
1208,6182,2512500,6212,2512500
1208,6182,2512940,6212,2512940
1208,6182,2513750,6212,2513750
1208,6182,2514070,6212,2514070
1208,6182,2514880,6212,2514880
1208,6182,2515110,6212,2515110
1208,6182,2515580,6212,2515580
1208,6182,2516050,6212,2516050
1208,6182,2516700,6212,2516700
1208,6182,2517510,6212,2517510
1208,6182,2518160,6212,2518160
1208,6182,2518160,6212,2518160
1208,6182,2518160,6212,2518160
1208,6182,2518160,6212,2518160
1208,6182,2518620,6212,2518620
1208,6182,2518620,6212,2518620
1208,6182,2519430,6212,2519430
1208,6182,2519900,6212,2519900
1208,6182,2520370,6212,2520370
1208,6182,2520690,6212,2520690
1208,6182,2521150,6212,2521150
1208,6182,2521960,6212,2521960
1208,6182,2522420,6212,2522420
1208,6182,2523230,6212,2523230
1208,6182,2524040,6212,2524040
1208,6182,2524690,6212,2524690
1208,6182,2525500,6212,2525500
1208,6182,2525730,6212,2525730
1208,6182,2526540,6212,2526540
1208,6182,2526540,6212,2526540
1208,6182,2527010,6212,2527010
1208,6182,2527010,6212,2527010
1208,6182,2527820,6212,2527820
1208,6182,2527820,6212,2527820
1208,6182,2527820,6212,2527820
1208,6182,2528290,6212,2528290
1208,6182,2528610,6212,2528610
1208,6182,2529420,6212,2529420
1208,6182,2529640,6212,2529640
1208,6182,2530110,6212,2530110
1208,6182,2530570,6212,2530570
1208,6182,2530730,6212,2530730
1208,6182,2530960,6212,2530960
1208,6182,2531280,6212,2531280
1208,6182,2531600,6212,2531600
1208,6182,2532070,6212,2532070
1208,6182,2532070,6212,2532070
1208,6182,2532880,6212,2532880
1208,6182,2533690,6212,2533690
1208,6182,2534500,6212,2534500
1208,6182,2534970,6212,2534970
1208,6182,2535440,6212,2535440
1208,6182,2535440,6212,2535440
1208,6182,2535440,6212,2535440
1208,6182,2535440,6212,2535440
1208,6182,2535760,6212,2535760
1208,6182,2536220,6212,2536220
1208,6182,2536690,6212,2536690
1208,6182,2536690,6212,2536690
1208,6182,2537500,6212,2537500
1208,6182,2537970,6212,2537970
1208,6182,2538780,6212,2538780
1208,6182,2538780,6212,2538780
1208,6182,2539590,6212,2539590
1208,6182,2539590,6212,2539590
1208,6182,2540400,6212,2540400
1208,6182,2540400,6212,2540400
1208,6182,2540400,6212,2540400
1208,6182,2540870,6212,2540870
1208,6182,2541330,6212,2541330
1208,6182,2541920,6212,2541920
1208,6182,2542240,6212,2542240
1208,6182,2542400,6212,2542400
1208,6182,2543210,6212,2543210
1208,6182,2543480,6212,2543480
1208,6182,2544070,6212,2544070
1208,6182,2544540,6212,2544540
1208,6182,2545350,6212,2545350
1208,6182,2546160,6212,2546160
1208,6182,2546380,6212,2546380
1208,6182,2547190,6212,2547190
1208,6182,2548000,6212,2548000
1208,6182,2548000,6212,2548000
1208,6182,2548320,6212,2548320
1208,6182,2548780,6212,2548780
1208,6182,2549590,6212,2549590
1208,6182,2549820,6212,2549820
1208,6182,2550630,6212,2550630
1208,6182,2551090,6212,2551090
1208,6182,2551900,6212,2551900
1208,6182,2552370,6212,2552370
1208,6182,2553180,6212,2553180
1208,6182,2553770,6212,2553770
1208,6182,2554580,6212,2554580
1208,6182,2554740,6212,2554740
1208,6182,2555210,6212,2555210
1208,6182,2555210,6212,2555210
1208,6182,2555430,6212,2555430
1208,6182,2555540,6212,2555540
1208,6182,2556010,6212,2556010
1208,6182,2556820,6212,2556820
1208,6182,2557290,6212,2557290
1208,6182,2558100,6212,2558100
1208,6182,2558690,6212,2558690
1208,6182,2559340,6212,2559340
1208,6182,2560150,6212,2560150
1208,6182,2560960,6212,2560960
1208,6182,2561430,6212,2561430
1208,6182,2561430,6212,2561430
1208,6182,2561900,6212,2561900
1208,6182,2562370,6212,2562370
1208,6182,2562370,6212,2562370
1208,6182,2563180,6212,2563180
1208,6182,2563770,6212,2563770
1208,6182,2564580,6212,2564580
1208,6182,2565390,6212,2565390
1208,6182,2566200,6212,2566200
1208,6182,2566850,6212,2566850
1208,6182,2567440,6212,2567440
1208,6182,2567660,6212,2567660
1208,6182,2568120,6212,2568120
1208,6182,2568590,6212,2568590
1208,6182,2569140,6212,2569140
1208,6182,2569950,6212,2569950
1208,6182,2570270,6212,2570270
1208,6182,2570740,6212,2570740
1208,6182,2571550,6212,2571550
1208,6182,2572360,6212,2572360
1208,6182,2573170,6212,2573170
1208,6182,2573980,6212,2573980
1208,6182,2574450,6212,2574450
1208,6182,2574920,6212,2574920
1208,6182,2575080,6212,2575080
1208,6182,2575890,6212,2575890
1208,6182,2576540,6212,2576540
1208,6182,2577190,6212,2577190
1208,6182,2577420,6212,2577420
1208,6182,2578230,6212,2578230
1208,6182,2578780,6212,2578780
1208,6182,2579590,6212,2579590
1208,6182,2580400,6212,2580400
1208,6182,2580400,6212,2580400
1208,6182,2580870,6212,2580870
1208,6182,2581680,6212,2581680
1208,6182,2582000,6212,2582000
1208,6182,2582590,6212,2582590
1208,6182,2583400,6212,2583400
1208,6182,2584210,6212,2584210
1208,6182,2584680,6212,2584680
1208,6182,2584680,6212,2584680
1208,6182,2585000,6212,2585000
1208,6182,2585000,6212,2585000
1208,6182,2585320,6212,2585320
1208,6182,2585640,6212,2585640
1208,6182,2585640,6212,2585640
1208,6182,2586450,6212,2586450
1208,6182,2586820,6212,2586820
1208,6182,2587630,6212,2587630
1208,6182,2587950,6212,2587950
1208,6182,2588760,6212,2588760
1208,6182,2589570,6212,2589570
1208,6182,2590040,6212,2590040
1208,6182,2590360,6212,2590360
1208,6182,2591170,6212,2591170
1208,6182,2591170,6212,2591170
1208,6182,2591490,6212,2591490
1208,6182,2591490,6212,2591490
1208,6182,2591490,6212,2591490
1208,6182,2591960,6212,2591960
1208,6182,2592770,6212,2592770
1208,6182,2593090,6212,2593090
1208,6182,2593090,6212,2593090
1208,6182,2593900,6212,2593900
1208,6182,2594710,6212,2594710
1208,6182,2594710,6212,2594710
1208,6182,2595180,6212,2595180
1208,6182,2595730,6212,2595730
1208,6182,2596200,6212,2596200
1208,6182,2597010,6212,2597010
1208,6182,2597330,6212,2597330
1208,6182,2598140,6212,2598140
1209,6190,2598790,6212,2598790
1209,6190,2599600,6212,2599600
1209,6190,2600410,6212,2600410
1209,6190,2601220,6212,2601220
1209,6190,2601590,6212,2601590
1209,6190,2602060,6212,2602060
1209,6190,2602280,6212,2602280
1209,6190,2602740,6212,2602740
1209,6190,2602960,6212,2602960
1209,6190,2603770,6212,2603770
1209,6190,2603770,6212,2603770
1209,6190,2604240,6212,2604240
1209,6190,2604240,6212,2604240
1209,6190,2605050,6212,2605050
1209,6190,2605370,6212,2605370
1209,6190,2605840,6212,2605840
1209,6190,2606000,6212,2606000
1209,6190,2606810,6212,2606810
1209,6190,2607280,6212,2607280
1209,6190,2608090,6212,2608090
1209,6190,2608410,6212,2608410
1209,6190,2608880,6212,2608880
1209,6190,2609340,6212,2609340
1209,6190,2609810,6212,2609810
1209,6190,2610040,6212,2610040
1209,6190,2610410,6212,2610410
1209,6190,2611220,6212,2611220
1209,6190,2611870,6212,2611870
1210,6198,2612340,6212,2612340
1210,6198,2612340,6212,2612340
1210,6198,2613150,6212,2613150
1210,6198,2613610,6212,2613610
1210,6198,2613610,6212,2613610
1210,6198,2614080,6212,2614080
1210,6198,2614300,6212,2614300
1210,6198,2615110,6212,2615110
1210,6198,2615580,6212,2615580
1210,6198,2616050,6212,2616050
1210,6198,2616860,6212,2616860
1210,6198,2617090,6212,2617090
1210,6198,2617410,6212,2617410
1210,6198,2618220,6212,2618220
1210,6198,2619030,6212,2619030
1210,6198,2619260,6212,2619260
1210,6198,2619260,6212,2619260
1210,6198,2619850,6212,2619850
1210,6198,2620320,6212,2620320
1210,6198,2620910,6212,2620910
1210,6198,2620910,6212,2620910
1210,6198,2621380,6212,2621380
1210,6198,2621850,6212,2621850
1210,6198,2622320,6212,2622320
1210,6198,2623130,6212,2623130
1210,6198,2623940,6212,2623940
1210,6198,2624750,6212,2624750
1210,6198,2625340,6212,2625340
1210,6198,2625340,6212,2625340
1210,6198,2626150,6212,2626150
1210,6198,2626960,6212,2626960
1210,6198,2627770,6212,2627770
1210,6198,2627990,6212,2627990
1210,6198,2628800,6212,2628800
1210,6198,2629270,6212,2629270
1210,6198,2630080,6212,2630080
1210,6198,2630080,6212,2630080
1210,6198,2630400,6212,2630400
1210,6198,2630720,6212,2630720
1210,6198,2631530,6212,2631530
1210,6198,2631580,6212,2631580
1210,6198,2631900,6212,2631900
1210,6198,2632710,6212,2632710
1210,6198,2633180,6212,2633180
1210,6198,2633650,6212,2633650
1210,6198,2634120,6212,2634120
1210,6198,2634350,6212,2634350
1210,6198,2635160,6212,2635160
1210,6198,2635810,6212,2635810
1210,6198,2636620,6212,2636620
1210,6198,2637170,6212,2637170
1210,6198,2637640,6212,2637640
1210,6198,2638110,6212,2638110
1210,6198,2638920,6212,2638920
1210,6198,2639140,6212,2639140
1210,6198,2639140,6212,2639140
1210,6198,2639360,6212,2639360
1210,6198,2639360,6212,2639360
1210,6198,2639820,6212,2639820
1210,6198,2639820,6212,2639820
1210,6198,2640630,6212,2640630
1210,6198,2641440,6212,2641440
1210,6198,2641910,6212,2641910
1210,6198,2642380,6212,2642380
1210,6198,2642860,6212,2642860
1210,6198,2643510,6212,2643510
1210,6198,2643510,6212,2643510
1210,6198,2644320,6212,2644320
1210,6198,2644320,6212,2644320
1210,6198,2644320,6212,2644320
1210,6198,2644780,6212,2644780
1210,6198,2645070,6212,2645070
1210,6198,2645550,6212,2645550
1210,6198,2645550,6212,2645550
1210,6198,2646360,6212,2646360
1210,6198,2647170,6212,2647170
1210,6198,2647640,6212,2647640
1210,6198,2647870,6212,2647870
1210,6198,2648680,6212,2648680
1210,6198,2649000,6212,2649000
1210,6198,2649230,6212,2649230
1210,6198,2649820,6212,2649820
1210,6198,2650290,6212,2650290
1210,6198,2650610,6212,2650610
1210,6198,2651420,6212,2651420
1210,6198,2652230,6212,2652230
1210,6198,2653040,6212,2653040
1210,6198,2653630,6212,2653630
1210,6198,2654090,6212,2654090
1210,6198,2654090,6212,2654090
1210,6198,2654640,6212,2654640
1210,6198,2655110,6212,2655110
1210,6198,2655430,6212,2655430
1210,6198,2655890,6212,2655890
1210,6198,2656700,6212,2656700
1210,6198,2656700,6212,2656700
1210,6198,2657350,6212,2657350
1210,6198,2657820,6212,2657820
1210,6198,2658410,6212,2658410
1210,6198,2659220,6212,2659220
1210,6198,2660030,6212,2660030
1210,6198,2660490,6212,2660490
1210,6198,2660490,6212,2660490
1210,6198,2661300,6212,2661300
1210,6198,2662110,6212,2662110
1210,6198,2662110,6212,2662110
1210,6198,2662580,6212,2662580
1210,6198,2663230,6212,2663230
1210,6198,2663880,6212,2663880
1210,6198,2664690,6212,2664690
1210,6198,2665500,6212,2665500
1210,6198,2666310,6212,2666310
1210,6198,2666310,6212,2666310
1210,6198,2666630,6212,2666630
1210,6198,2667280,6212,2667280
1210,6198,2668090,6212,2668090
1210,6198,2668900,6212,2668900
1210,6198,2669370,6212,2669370
1210,6198,2669840,6212,2669840
1210,6198,2670650,6212,2670650
1210,6198,2671120,6212,2671120
1210,6198,2671930,6212,2671930
1210,6198,2672250,6212,2672250
1210,6198,2673060,6212,2673060
1210,6198,2673530,6212,2673530
1210,6198,2673990,6212,2673990
1210,6198,2674150,6212,2674150
1210,6198,2674260,6212,2674260
1210,6198,2674260,6212,2674260
1210,6198,2674730,6212,2674730
1210,6198,2675540,6212,2675540
1210,6198,2676010,6212,2676010
1210,6198,2676820,6212,2676820
1210,6198,2677290,6212,2677290
1210,6198,2678100,6212,2678100
1210,6198,2678570,6212,2678570
1211,6206,2678570,6212,2678570
1211,6206,2679380,6212,2679380
1211,6206,2679380,6212,2679380
1211,6206,2679380,6212,2679380
1211,6206,2679930,6212,2679930
1211,6206,2680250,6212,2680250
1211,6206,2680250,6212,2680250
1211,6206,2680720,6212,2680720
1211,6206,2681190,6212,2681190
1211,6206,2681420,6212,2681420
1211,6206,2682230,6212,2682230
1211,6206,2682700,6212,2682700
1211,6206,2683170,6212,2683170
1211,6206,2683980,6212,2683980
1211,6206,2684300,6212,2684300
1211,6206,2685110,6212,2685110
1211,6206,2685920,6212,2685920
1211,6206,2686470,6212,2686470
1211,6206,2686940,6212,2686940
1211,6206,2687590,6212,2687590
1211,6206,2687590,6212,2687590
1211,6206,2688060,6212,2688060
1211,6206,2688870,6212,2688870
1211,6206,2688870,6212,2688870
1211,6206,2689680,6212,2689680
1211,6206,2690000,6212,2690000
1211,6206,2690810,6212,2690810
1211,6206,2691620,6212,2691620
1211,6206,2692430,6212,2692430
1211,6206,2692660,6212,2692660
1211,6206,2693470,6212,2693470
1211,6206,2694280,6212,2694280
1211,6206,2694600,6212,2694600
1211,6206,2695070,6212,2695070
1211,6206,2695880,6212,2695880
1211,6206,2696200,6212,2696200
1211,6206,2696670,6212,2696670
1211,6206,2696670,6212,2696670
1211,6206,2697480,6212,2697480
1211,6206,2697940,6212,2697940
1211,6206,2698170,6212,2698170
1211,6206,2698980,6212,2698980
1211,6206,2699790,6212,2699790
1211,6206,2700250,6212,2700250
1211,6206,2701060,6212,2701060
1211,6206,2701380,6212,2701380
1211,6206,2702030,6212,2702030
1211,6206,2702500,6212,2702500
1211,6206,2702500,6212,2702500
1211,6206,2703150,6212,2703150
1211,6206,2703960,6212,2703960
1211,6206,2704430,6212,2704430
1211,6206,2705080,6212,2705080
1211,6206,2705890,6212,2705890
1211,6206,2706700,6212,2706700
1211,6206,2707170,6212,2707170
1211,6206,2707980,6212,2707980
1211,6206,2708790,6212,2708790
1211,6206,2709440,6212,2709440
1211,6206,2709440,6212,2709440
1211,6206,2709600,6212,2709600
1211,6206,2709920,6212,2709920
1211,6206,2710730,6212,2710730
1211,6206,2711540,6212,2711540
1211,6206,2712350,6212,2712350
1211,6206,2713000,6212,2713000
1211,6206,2713000,6212,2713000
1211,6206,2713650,6212,2713650
1211,6206,2713650,6212,2713650
1211,6206,2713650,6212,2713650
1211,6206,2714300,6212,2714300
1211,6206,2714620,6212,2714620
1211,6206,2715090,6212,2715090
1211,6206,2715320,6212,2715320
1211,6206,2715640,6212,2715640
1211,6206,2715960,6212,2715960
1211,6206,2716770,6212,2716770
1211,6206,2717580,6212,2717580
1211,6206,2717580,6212,2717580
1211,6206,2717900,6212,2717900
1211,6206,2718550,6212,2718550
1211,6206,2719360,6212,2719360
1211,6206,2719950,6212,2719950
1211,6206,2720760,6212,2720760
1211,6206,2720760,6212,2720760
1211,6206,2721570,6212,2721570
1211,6206,2721890,6212,2721890
1211,6206,2722210,6212,2722210
1211,6206,2722210,6212,2722210
1211,6206,2723020,6212,2723020
1211,6206,2723830,6212,2723830
1211,6206,2724300,6212,2724300
1211,6206,2724460,6212,2724460
1211,6206,2724460,6212,2724460
1211,6206,2724780,6212,2724780
1211,6206,2725250,6212,2725250
1211,6206,2726060,6212,2726060
1211,6206,2726060,6212,2726060
1211,6206,2726430,6212,2726430
1211,6206,2726900,6212,2726900
1211,6206,2727550,6212,2727550
1211,6206,2728140,6212,2728140
1211,6206,2728460,6212,2728460
1211,6206,2729110,6212,2729110
1211,6206,2729920,6212,2729920
1211,6206,2730730,6212,2730730
1211,6206,2731320,6212,2731320
1211,6206,2731640,6212,2731640
1211,6206,2731640,6212,2731640
1211,6206,2731960,6212,2731960
1211,6206,2732190,6212,2732190
1211,6206,2732660,6212,2732660
1211,6206,2732660,6212,2732660
1211,6206,2733120,6212,2733120
1211,6206,2733580,6212,2733580
1211,6206,2734050,6212,2734050
1211,6206,2734860,6212,2734860
1211,6206,2735180,6212,2735180
1211,6206,2735990,6212,2735990
1211,6206,2736800,6212,2736800
1211,6206,2737120,6212,2737120
1211,6206,2737930,6212,2737930
1211,6206,2738520,6212,2738520
1211,6206,2739170,6212,2739170
1211,6206,2739820,6212,2739820
1211,6206,2740470,6212,2740470
1211,6206,2740470,6212,2740470
1211,6206,2740470,6212,2740470
1211,6206,2740940,6212,2740940
1211,6206,2741590,6212,2741590
1211,6206,2742060,6212,2742060
1211,6206,2742060,6212,2742060
1211,6206,2742060,6212,2742060
1211,6206,2742650,6212,2742650
1211,6206,2743120,6212,2743120
1211,6206,2743590,6212,2743590
1211,6206,2744060,6212,2744060
1211,6206,2744870,6212,2744870
1211,6206,2745680,6212,2745680
1211,6206,2745680,6212,2745680
1211,6206,2745900,6212,2745900
1211,6206,2746370,6212,2746370
1211,6206,2746600,6212,2746600
1211,6206,2746600,6212,2746600
1211,6206,2747070,6212,2747070
1211,6206,2747880,6212,2747880
1211,6206,2748350,6212,2748350
1211,6206,2748580,6212,2748580
1211,6206,2749050,6212,2749050
1211,6206,2749370,6212,2749370
1211,6206,2749840,6212,2749840
1211,6206,2750310,6212,2750310
1211,6206,2750780,6212,2750780
1211,6206,2751100,6212,2751100
1211,6206,2751910,6212,2751910
1211,6206,2752380,6212,2752380
1211,6206,2753190,6212,2753190
1211,6206,2753190,6212,2753190
1211,6206,2754000,6212,2754000
1211,6206,2754470,6212,2754470
1211,6206,2754940,6212,2754940
1211,6206,2755750,6212,2755750
1211,6206,2756210,6212,2756210
1211,6206,2757020,6212,2757020
1211,6206,2757830,6212,2757830
1211,6206,2758640,6212,2758640
1211,6206,2758640,6212,2758640
1211,6206,2758640,6212,2758640
1211,6206,2759110,6212,2759110
1211,6206,2759920,6212,2759920
1211,6206,2759920,6212,2759920
1211,6206,2760390,6212,2760390
1211,6206,2760860,6212,2760860
1211,6206,2760860,6212,2760860
1211,6206,2760860,6212,2760860
1211,6206,2761180,6212,2761180
1211,6206,2761650,6212,2761650
1211,6206,2762120,6212,2762120
1211,6206,2762590,6212,2762590
1211,6206,2763240,6212,2763240
1211,6206,2764050,6212,2764050
1211,6206,2764860,6212,2764860
1211,6206,2765080,6212,2765080
1211,6206,2765400,6212,2765400
1211,6206,2766050,6212,2766050
1211,6206,2766860,6212,2766860
1211,6206,2767330,6212,2767330
1211,6206,2767330,6212,2767330
1211,6206,2767560,6212,2767560
1211,6206,2768210,6212,2768210
1211,6206,2768680,6212,2768680
1211,6206,2768680,6212,2768680
1211,6206,2769490,6212,2769490
1211,6206,2770300,6212,2770300
1211,6206,2770300,6212,2770300
1211,6206,2770300,6212,2770300
1211,6206,2771110,6212,2771110
1211,6206,2771580,6212,2771580
1211,6206,2771900,6212,2771900
1211,6206,2772220,6212,2772220
1211,6206,2773030,6212,2773030
1211,6206,2773490,6212,2773490
1211,6206,2774300,6212,2774300
1211,6206,2774300,6212,2774300
1211,6206,2774950,6212,2774950
1211,6206,2775600,6212,2775600
1211,6206,2776410,6212,2776410
1211,6206,2776410,6212,2776410
1211,6206,2776730,6212,2776730
1211,6206,2776950,6212,2776950
1211,6206,2777420,6212,2777420
1211,6206,2778230,6212,2778230
1211,6206,2778700,6212,2778700
1211,6206,2778860,6212,2778860
1211,6206,2779090,6212,2779090
1211,6206,2779900,6212,2779900
1211,6206,2780370,6212,2780370
1211,6206,2780840,6212,2780840
1211,6206,2781160,6212,2781160
1211,6206,2781630,6212,2781630
1211,6206,2782100,6212,2782100
1211,6206,2782330,6212,2782330
1211,6206,2782330,6212,2782330
1211,6206,2783140,6212,2783140
1211,6206,2783460,6212,2783460
1211,6206,2784010,6212,2784010
1211,6206,2784820,6212,2784820
1211,6206,2785290,6212,2785290
1211,6206,2785880,6212,2785880
1211,6206,2786200,6212,2786200
1211,6206,2786670,6212,2786670
1211,6206,2787480,6212,2787480
1211,6206,2788290,6212,2788290
1211,6206,2788610,6212,2788610
1211,6206,2788840,6212,2788840
1211,6206,2789310,6212,2789310
1211,6206,2790120,6212,2790120
1211,6206,2790590,6212,2790590
1211,6206,2790810,6212,2790810
1211,6206,2791620,6212,2791620
1211,6206,2792090,6212,2792090
1211,6206,2792560,6212,2792560
1211,6206,2793370,6212,2793370
1211,6206,2794180,6212,2794180
1211,6206,2794770,6212,2794770
1211,6206,2794770,6212,2794770
1211,6206,2795580,6212,2795580
1211,6206,2795580,6212,2795580
1211,6206,2795900,6212,2795900
1211,6206,2796710,6212,2796710
1211,6206,2797030,6212,2797030
1211,6206,2797350,6212,2797350
1211,6206,2797820,6212,2797820
1211,6206,2798630,6212,2798630
1211,6206,2799440,6212,2799440
1211,6206,2800250,6212,2800250
1211,6206,2801060,6212,2801060
1211,6206,2801290,6212,2801290
1211,6206,2801760,6212,2801760
1211,6206,2801760,6212,2801760
1211,6206,2801760,6212,2801760
1211,6206,2802230,6212,2802230
1211,6206,2802460,6212,2802460
1211,6206,2803270,6212,2803270
1211,6206,2804080,6212,2804080
1211,6206,2804300,6212,2804300
1211,6206,2805110,6212,2805110
1211,6206,2805580,6212,2805580
1211,6206,2805580,6212,2805580
1211,6206,2805810,6212,2805810
1211,6206,2805810,6212,2805810
1211,6206,2806280,6212,2806280
1211,6206,2807090,6212,2807090
1211,6206,2807560,6212,2807560
1211,6206,2808370,6212,2808370
1211,6206,2809020,6212,2809020
1211,6206,2809830,6212,2809830
1211,6206,2810640,6212,2810640
1211,6206,2810640,6212,2810640
1211,6206,2810640,6212,2810640
1211,6206,2811450,6212,2811450
1211,6206,2811770,6212,2811770
1211,6206,2812090,6212,2812090
1211,6206,2812090,6212,2812090
1211,6206,2812680,6212,2812680
1211,6206,2813490,6212,2813490
1211,6206,2813720,6212,2813720
1211,6206,2813720,6212,2813720
1211,6206,2814190,6212,2814190
1211,6206,2814190,6212,2814190
1211,6206,2814510,6212,2814510
1211,6206,2814980,6212,2814980
1211,6206,2815300,6212,2815300
1211,6206,2815770,6212,2815770
1211,6206,2816360,6212,2816360
1211,6206,2817170,6212,2817170
1211,6206,2817980,6212,2817980
1211,6206,2817980,6212,2817980
1211,6206,2817980,6212,2817980
1211,6206,2817980,6212,2817980
1211,6206,2818790,6212,2818790
1211,6206,2819340,6212,2819340
1212,6208,2819810,6212,2819810
1212,6208,2820280,6212,2820280
1212,6208,2821090,6212,2821090
1212,6208,2821420,6212,2821420
1212,6208,2822230,6212,2822230
1212,6208,2823040,6212,2823040
1212,6208,2823270,6212,2823270
1212,6208,2824080,6212,2824080
1212,6208,2824670,6212,2824670
1212,6208,2824830,6212,2824830
1212,6208,2825060,6212,2825060
1212,6208,2825060,6212,2825060
1212,6208,2825220,6212,2825220
1212,6208,2825680,6212,2825680
1212,6208,2825680,6212,2825680
1212,6208,2826330,6212,2826330
1212,6208,2826330,6212,2826330
1212,6208,2826810,6212,2826810
1212,6208,2827620,6212,2827620
1212,6208,2827940,6212,2827940
1212,6208,2827940,6212,2827940
1212,6208,2827940,6212,2827940
1212,6208,2828750,6212,2828750
1212,6208,2829560,6212,2829560
1212,6208,2830370,6212,2830370
1212,6208,2831180,6212,2831180
1212,6208,2831640,6212,2831640
1212,6208,2832450,6212,2832450
1212,6208,2833260,6212,2833260
1212,6208,2833610,6212,2833610
1212,6208,2834080,6212,2834080
1212,6208,2834890,6212,2834890
1212,6208,2835700,6212,2835700
1212,6208,2836510,6212,2836510
1212,6208,2837320,6212,2837320
1212,6208,2837650,6212,2837650
1212,6208,2837970,6212,2837970
1212,6208,2838290,6212,2838290
1212,6208,2838760,6212,2838760
1212,6208,2839220,6212,2839220
1212,6208,2839690,6212,2839690
1212,6208,2840060,6212,2840060
1212,6208,2840530,6212,2840530
1212,6208,2841120,6212,2841120
1212,6208,2841590,6212,2841590
1212,6208,2842240,6212,2842240
1212,6208,2842240,6212,2842240
1212,6208,2842240,6212,2842240
1212,6208,2842790,6212,2842790
1212,6208,2843260,6212,2843260
1212,6208,2843850,6212,2843850
1212,6208,2844170,6212,2844170
1212,6208,2844980,6212,2844980
1212,6208,2845440,6212,2845440
1212,6208,2845670,6212,2845670
1212,6208,2846130,6212,2846130
1212,6208,2846780,6212,2846780
1212,6208,2847590,6212,2847590
1212,6208,2848400,6212,2848400
1212,6208,2848720,6212,2848720
1212,6208,2849190,6212,2849190
1212,6208,2849410,6212,2849410
1212,6208,2849780,6212,2849780
1212,6208,2850250,6212,2850250
1212,6208,2850720,6212,2850720
1212,6208,2851040,6212,2851040
1212,6208,2851500,6212,2851500
1212,6208,2851660,6212,2851660
1212,6208,2851880,6212,2851880
1212,6208,2852350,6212,2852350
1212,6208,2852720,6212,2852720
