ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_683b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_683b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_ratio,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_683b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_q124,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_683b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_683b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_ratio
1157155.06,22.3,3.48,261335.31,5.04
1156988.03,22.3,3.48,261580.27,5.04
1156988.03,22.3,3.48,261580.27,5.04
1156821.0,22.3,3.48,261558.77,5.04
1156653.96,22.3,3.48,261498.65,5.04
1156486.93,22.3,3.48,261421.35,5.04
1156319.9,22.31,3.48,261417.02,5.04
1156152.87,22.31,3.49,261408.08,5.04
1155985.83,22.31,3.49,261335.4,5.04
1155818.8,22.31,3.49,261333.39,5.04
1155651.77,22.31,3.49,261253.77,5.04
1155651.77,22.31,3.49,261253.77,5.04
1155651.77,22.31,3.49,261253.77,5.04
1155672.7,22.31,3.49,261351.1,5.05
1155672.7,22.31,3.49,261351.1,5.05
1155693.63,22.32,3.49,261495.05,5.05
1155526.6,22.32,3.49,261493.04,5.05
1155359.57,22.32,3.49,261413.43,5.05
1155359.57,22.32,3.49,261413.43,5.05
1155201.6,22.32,3.49,261259.97,5.05
1154914.36,22.31,3.49,260979.47,5.04
1154747.33,22.31,3.49,260957.97,5.04
1154747.33,22.31,3.49,260957.97,5.04
1154580.3,22.31,3.49,260897.84,5.04
1154413.27,22.32,3.49,260820.35,5.04
1154246.23,22.32,3.49,260816.22,5.04
1153952.35,22.31,3.49,260531.72,5.04
1153785.31,22.31,3.49,260510.22,5.04
1153618.28,22.31,3.49,260450.1,5.04
1153639.21,22.32,3.49,260547.42,5.04
1153472.18,22.32,3.49,260551.93,5.04
1153493.11,22.32,3.49,260649.25,5.04
1153326.08,22.32,3.5,260653.77,5.05
1153123.42,22.33,3.5,260637.26,5.05
1152956.39,22.33,3.5,260559.77,5.05
1153113.24,22.33,3.5,260870.14,5.05
1152946.21,22.33,3.5,260861.19,5.05
1152967.14,22.34,3.51,260949.96,5.06
1152967.39,22.34,3.51,260953.08,5.06
1153124.25,22.34,3.51,260990.69,5.06
1152957.21,22.34,3.51,261186.05,5.06
1152790.18,22.35,3.51,261184.05,5.06
1152623.15,22.35,3.51,261104.43,5.06
1152456.12,22.35,3.51,261026.93,5.06
1152477.05,22.35,3.52,261206.26,5.07
1152108.03,22.35,3.51,260844.33,5.06
1151940.99,22.35,3.51,260767.03,5.06
1151773.96,22.35,3.51,260762.7,5.06
1151794.89,22.35,3.52,260860.03,5.06
1151794.89,22.35,3.52,260860.03,5.06
1151627.86,22.35,3.52,260864.54,5.06
1151648.79,22.36,3.52,260961.86,5.07
1151648.79,22.36,3.52,260961.86,5.07
1151354.91,22.35,3.52,260677.26,5.06
1151187.87,22.35,3.52,260683.55,5.06
1151187.87,22.35,3.52,260683.55,5.06
1151020.84,22.36,3.52,260606.06,5.06
1150029.36,22.34,3.5,259614.58,5.04
1149862.33,22.34,3.5,259610.45,5.04
1149695.3,22.34,3.5,259601.5,5.04
1149957.29,22.35,3.51,259882.52,5.05
1149790.25,22.35,3.51,259805.02,5.05
1149623.22,22.35,3.51,259800.89,5.05
1149644.15,22.36,3.52,259898.22,5.05
1149441.49,22.36,3.52,259917.75,5.06
1149274.46,22.36,3.52,259900.25,5.06
1149295.39,22.36,3.52,259997.58,5.06
1149128.36,22.36,3.52,259980.08,5.06
1149128.36,22.36,3.52,259980.08,5.06
1148961.33,22.36,3.52,259902.76,5.06
1148794.3,22.36,3.52,259898.46,5.06
1148591.64,22.37,3.52,259880.34,5.06
1148399.05,22.37,3.52,259903.69,5.06
1148030.02,22.36,3.52,259610.0,5.06
1147837.43,22.36,3.52,259589.11,5.06
1147959.25,22.37,3.52,259576.75,5.06
1147756.59,22.37,3.53,259911.58,5.06
1147553.93,22.37,3.53,259841.64,5.06
1147259.46,22.36,3.52,259597.04,5.06
1147280.39,22.37,3.52,259694.37,5.06
1147113.36,22.37,3.53,259699.26,5.06
1147113.36,22.37,3.53,259699.26,5.06
1146920.77,22.37,3.53,259678.82,5.06
1146920.77,22.37,3.53,259678.82,5.06
1146728.17,22.37,3.53,259866.16,5.07
1146723.55,22.37,3.53,259884.83,5.07
1146530.96,22.37,3.53,259850.54,5.07
1146530.96,22.37,3.53,259850.54,5.07
1146363.93,22.37,3.53,259848.54,5.07
1146625.91,22.38,3.54,260122.61,5.08
1146646.85,22.39,3.54,260219.94,5.08
1146646.85,22.39,3.54,260219.94,5.08
1146479.81,22.39,3.54,260202.44,5.08
1146312.78,22.39,3.54,260124.95,5.08
1146333.71,22.39,3.55,260290.13,5.08
1146354.65,22.4,3.55,260387.45,5.09
1146511.5,22.4,3.56,260632.16,5.09
1146532.43,22.41,3.56,260729.49,5.1
1146553.36,22.41,3.56,260873.44,5.1
1146553.36,22.41,3.56,260873.44,5.1
1146553.36,22.41,3.56,260873.44,5.1
1146386.33,22.41,3.56,260871.44,5.1
1146386.33,22.41,3.56,260871.44,5.1
1146092.44,22.41,3.56,260586.93,5.09
1145925.41,22.41,3.56,260507.31,5.09
1145758.38,22.41,3.56,260430.02,5.09
1145591.35,22.41,3.56,260425.69,5.09
1145612.28,22.41,3.56,260523.01,5.1
1145445.25,22.41,3.56,260505.52,5.1
1145655.46,22.42,3.57,260429.73,5.1
1145655.46,22.42,3.57,260429.73,5.1
1145655.46,22.42,3.57,260429.73,5.1
1145488.42,22.42,3.57,260797.35,5.1
1145321.39,22.42,3.57,260795.35,5.11
1145321.39,22.42,3.57,260795.35,5.11
1145154.36,22.42,3.57,260715.73,5.11
1144987.33,22.43,3.57,260713.72,5.11
1144716.59,22.42,3.57,260514.52,5.1
1144497.35,22.42,3.57,260362.35,5.1
1144330.32,22.42,3.57,260282.73,5.1
1144163.29,22.42,3.57,260205.41,5.1
1144184.22,22.42,3.57,260386.35,5.1
1144341.08,22.43,3.58,260423.96,5.1
1144341.08,22.43,3.58,260423.96,5.1
1144362.01,22.43,3.58,260728.39,5.11
1144382.94,22.44,3.58,260825.71,5.11
1144215.91,22.44,3.58,260830.45,5.12
1143878.67,22.43,3.58,260496.99,5.11
1143878.67,22.43,3.58,260496.99,5.11
1143711.63,22.44,3.58,260419.49,5.11
1143973.62,22.44,3.59,260769.06,5.12
1143806.59,22.44,3.59,260691.76,5.12
1143806.59,22.44,3.59,260691.76,5.12
1143639.56,22.45,3.59,260687.43,5.12
1143472.53,22.45,3.59,260609.94,5.12
1143305.49,22.45,3.59,260605.81,5.12
1143011.61,22.44,3.59,260321.21,5.11
1142846.38,22.44,3.59,260317.64,5.11
1141854.9,22.43,3.57,259326.16,5.09
1141687.87,22.43,3.57,259324.16,5.09
1141708.8,22.43,3.58,259405.99,5.1
1142136.41,22.44,3.58,259385.1,5.1
1141842.52,22.44,3.58,259173.86,5.09
1141863.45,22.44,3.58,259271.18,5.1
1141494.43,22.44,3.58,258977.49,5.09
1141327.4,22.44,3.58,258982.0,5.09
1141160.37,22.44,3.58,258904.67,5.09
1140864.96,22.44,3.58,258920.36,5.09
1140697.93,22.44,3.58,258916.06,5.09
1140959.92,22.45,3.58,258901.42,5.09
1140792.89,22.45,3.58,258889.43,5.09
1140625.86,22.45,3.58,259594.03,5.11
1140646.79,22.45,3.59,259691.36,5.11
1140277.77,22.45,3.58,259284.68,5.1
1140298.7,22.45,3.59,259428.63,5.11
1140004.81,22.45,3.58,259217.4,5.1
1140004.81,22.45,3.58,259217.4,5.1
1139837.78,22.45,3.58,259215.39,5.1
1139858.71,22.45,3.59,259297.22,5.11
1139691.68,22.45,3.59,259295.22,5.11
1139524.65,22.45,3.59,259215.6,5.11
1139315.41,22.45,3.58,259060.08,5.1
1139148.38,22.45,3.58,258982.64,5.1
1139169.31,22.46,3.59,259162.29,5.11
1139501.67,22.46,3.6,259087.4,5.11
1139393.39,22.46,3.59,259005.95,5.11
1139393.39,22.46,3.59,259005.95,5.11
1139226.36,22.46,3.6,259504.43,5.12
1139059.32,22.46,3.6,259427.13,5.12
1138892.29,22.47,3.6,259422.8,5.12
1138725.26,22.47,3.6,259345.31,5.12
1138558.23,22.47,3.6,259341.18,5.12
1138391.19,22.47,3.6,259332.23,5.12
1138224.16,22.47,3.6,259259.55,5.12
1138057.13,22.47,3.6,259250.6,5.12
1137890.1,22.47,3.6,259177.92,5.12
1137691.83,22.47,3.6,259147.53,5.12
1137524.79,22.47,3.6,259145.52,5.12
1137183.68,22.47,3.6,258776.27,5.11
1137183.68,22.47,3.6,258776.27,5.11
1137204.61,22.47,3.6,258858.1,5.12
1137204.61,22.47,3.6,258858.1,5.12
1137361.47,22.48,3.61,258895.71,5.12
1137361.47,22.48,3.61,258895.71,5.12
1137194.44,22.48,3.61,259090.97,5.12
1137194.44,22.48,3.61,259090.97,5.12
1137027.4,22.48,3.61,259088.96,5.12
1136860.37,22.48,3.61,259009.35,5.12
1136566.49,22.48,3.6,258724.85,5.12
1136723.34,22.48,3.61,258762.46,5.12
1136933.55,22.49,3.62,259353.24,5.13
1136954.48,22.49,3.62,259450.56,5.13
1137188.92,22.5,3.63,259520.74,5.14
1137209.86,22.51,3.63,259664.7,5.14
1136984.89,22.5,3.63,259613.05,5.14
1136817.86,22.5,3.63,259604.1,5.14
1136650.83,22.5,3.63,259531.42,5.14
1136313.59,22.5,3.62,259127.39,5.13
1136548.03,22.51,3.63,259103.57,5.13
1136568.96,22.51,3.63,259200.89,5.13
1136435.48,22.51,3.63,259580.38,5.14
1136237.21,22.51,3.63,259338.57,5.14
1136057.79,22.51,3.63,259309.8,5.14
1136240.57,22.52,3.64,260374.94,5.16
1136073.54,22.52,3.64,260357.44,5.16
1136484.12,22.53,3.65,260677.34,5.17
1136317.09,22.53,3.65,260599.9,5.17
1136338.02,22.53,3.65,260779.55,5.17
1136170.99,22.53,3.65,260702.41,5.17
1135877.1,22.53,3.65,260466.43,5.17
1136139.09,22.54,3.66,260883.92,5.18
1135972.06,22.54,3.66,260806.77,5.17
1135806.84,22.54,3.66,260810.04,5.18
1135806.84,22.54,3.66,260810.04,5.18
1135806.84,22.54,3.66,260810.04,5.18
1135963.69,22.55,3.66,261120.05,5.18
1135796.66,22.55,3.67,261042.75,5.18
1136043.67,22.55,3.67,261447.28,5.19
1136064.6,22.56,3.68,261544.6,5.19
1135897.57,22.56,3.68,261527.11,5.19
1135730.54,22.56,3.68,261449.81,5.19
1135730.54,22.56,3.68,261449.81,5.19
1135887.39,22.57,3.68,261759.98,5.2
1135720.36,22.57,3.68,261738.47,5.2
1135553.33,22.57,3.68,261678.35,5.2
1135386.29,22.57,3.69,261601.03,5.2
1135092.41,22.57,3.68,261316.53,5.19
1134723.39,22.56,3.68,260954.56,5.19
1134556.35,22.56,3.68,260950.26,5.19
1134389.32,22.56,3.68,260948.25,5.19
1134229.78,22.56,3.68,260944.69,5.19
1134062.74,22.57,3.68,260865.07,5.19
1134062.74,22.57,3.68,260865.07,5.19
1134062.74,22.57,3.68,260865.07,5.19
1133870.15,22.57,3.68,260835.63,5.19
1133891.08,22.57,3.68,260932.95,5.19
1133912.02,22.57,3.69,261076.91,5.2
1133744.98,22.57,3.69,260999.61,5.2
1133744.98,22.57,3.69,260999.61,5.2
1133744.98,22.57,3.69,260999.61,5.2
1133577.95,22.58,3.69,260995.28,5.2
1133293.64,22.57,3.68,260698.02,5.19
1132999.75,22.57,3.68,260413.52,5.19
1132832.72,22.57,3.68,260336.38,5.19
1132853.65,22.57,3.68,260515.59,5.19
1132686.62,22.57,3.68,260438.29,5.19
1132519.59,22.58,3.68,260433.96,5.19
1132759.71,22.58,3.69,260577.19,5.19
1132780.64,22.59,3.69,260674.52,5.2
1132407.93,22.58,3.69,260606.91,5.2
1132215.34,22.58,3.69,260674.22,5.2
1132057.37,22.58,3.69,260517.77,5.2
1132057.37,22.58,3.69,260517.77,5.2
1132267.58,22.59,3.69,260894.46,5.2
1132100.55,22.59,3.69,260872.96,5.2
1132368.94,22.59,3.7,262864.21,5.25
1132363.55,22.6,3.7,262554.61,5.24
1132196.51,22.6,3.7,262494.49,5.24
1132562.33,22.61,3.72,261944.55,5.23
1132395.3,22.61,3.72,261942.55,5.23
1132228.27,22.61,3.72,261862.93,5.23
1131923.65,22.61,3.71,261789.66,5.23
1131756.62,22.61,3.72,261780.71,5.23
1132018.61,22.62,3.72,262061.73,5.24
1131772.77,22.61,3.72,261741.95,5.23
1131605.74,22.62,3.72,261664.8,5.23
1131605.74,22.62,3.72,261664.8,5.23
1131438.7,22.62,3.72,261660.32,5.23
1131438.7,22.62,3.72,261660.32,5.23
1131271.67,22.62,3.72,261582.83,5.23
1131104.64,22.62,3.72,261578.7,5.23
1130937.61,22.62,3.72,261501.55,5.23
1130568.58,22.62,3.72,261207.85,5.23
1130568.58,22.62,3.72,261207.85,5.23
1130996.19,22.63,3.73,261186.96,5.22
1131153.05,22.63,3.73,261497.81,5.23
1131153.05,22.63,3.73,261497.81,5.23
1131173.98,22.64,3.74,261595.13,5.23
1131006.95,22.64,3.74,261600.01,5.24
1131027.88,22.64,3.74,261697.33,5.24
1130860.85,22.64,3.74,261679.83,5.24
1131017.7,22.65,3.75,261633.2,5.24
1130819.43,22.65,3.75,261642.38,5.24
1131066.44,22.66,3.76,262355.66,5.26
1131336.53,22.66,3.76,262346.34,5.26
1131169.49,22.66,3.76,262706.06,5.26
1131002.46,22.67,3.76,262628.76,5.26
1131002.46,22.67,3.76,262628.76,5.26
1130835.43,22.67,3.76,262624.43,5.26
1130668.4,22.67,3.77,262615.48,5.27
1130501.36,22.67,3.77,262542.8,5.26
1130334.33,22.67,3.77,262465.31,5.26
1130167.3,22.67,3.77,262461.18,5.27
1130188.23,22.68,3.77,262454.91,5.27
1130021.2,22.68,3.77,262966.17,5.28
1128513.52,22.68,3.78,262907.34,5.28
1128218.11,22.68,3.77,262390.01,5.27
1128059.66,22.68,3.77,262231.55,5.27
1127892.63,22.68,3.77,262638.23,5.28
1127725.59,22.68,3.77,262619.15,5.28
1127558.56,22.68,3.77,262680.7,5.28
1127391.53,22.68,3.77,262603.12,5.28
1127224.5,22.68,3.77,262598.79,5.28
1126857.38,22.68,3.77,262236.77,5.28
1126690.35,22.68,3.77,262218.03,5.28
1126523.31,22.68,3.77,262205.6,5.28
1126356.28,22.68,3.77,262319.78,5.28
1126189.25,22.68,3.77,262197.33,5.28
1125902.01,22.68,3.77,261879.63,5.27
1125743.55,22.68,3.77,261721.17,5.27
1125764.49,22.68,3.77,261706.18,5.27
1125597.45,22.68,3.77,261691.55,5.27
1125948.83,22.69,3.78,262154.99,5.28
1125969.76,22.69,3.78,262519.36,5.29
1125659.1,22.69,3.78,262183.09,5.28
1125492.07,22.69,3.78,262165.32,5.29
1125513.0,22.69,3.78,262154.01,5.29
1125345.97,22.7,3.78,262402.23,5.29
1125178.94,22.7,3.78,262327.38,5.29
1125305.14,22.7,3.79,262296.9,5.29
1125106.87,22.7,3.79,262274.29,5.29
1125096.57,22.71,3.79,262475.75,5.3
1124898.3,22.71,3.79,262411.46,5.3
1124700.03,22.71,3.79,262329.03,5.3
1124504.73,22.71,3.79,262760.54,5.31
1124297.03,22.71,3.79,262555.39,5.3
1123944.9,22.71,3.79,262563.67,5.3
1123944.9,22.71,3.79,262563.67,5.3
1123835.64,22.71,3.79,262462.77,5.3
1123643.05,22.71,3.79,262429.49,5.3
1123450.45,22.71,3.79,262563.71,5.31
1123257.86,22.71,3.79,262510.88,5.31
1123038.63,22.7,3.79,262359.1,5.3
1122846.04,22.71,3.79,262705.52,5.31
1123456.6,22.72,3.81,263239.61,5.32
1123297.05,22.72,3.81,263245.79,5.33
1123292.42,22.73,3.81,263225.88,5.33
1123099.83,22.73,3.81,263202.22,5.33
1122907.24,22.73,3.81,263256.67,5.33
1122907.24,22.73,3.81,263256.67,5.33
1122714.65,22.73,3.82,263315.09,5.33
1122522.06,22.73,3.82,263279.15,5.33
1122526.86,22.73,3.82,263749.44,5.34
1122324.84,22.73,3.82,263547.64,5.34
1122165.3,22.74,3.82,263553.81,5.34
1121972.71,22.74,3.82,263518.77,5.34
1122374.19,22.75,3.83,263569.63,5.34
1122069.7,22.74,3.83,263538.07,5.34
1121911.74,22.74,3.83,263388.86,5.34
1121911.74,22.74,3.83,263388.86,5.34
1121719.15,22.74,3.83,263359.3,5.34
1121526.55,22.74,3.83,263507.43,5.34
1121858.6,22.75,3.83,263393.71,5.34
1121666.01,22.75,3.84,263347.78,5.34
1121661.38,22.75,3.84,264343.99,5.36
1121501.84,22.75,3.84,264350.17,5.36
1121116.66,22.76,3.84,264353.78,5.37
1121112.03,22.76,3.85,264323.79,5.37
1120919.44,22.76,3.85,264308.7,5.37
1120919.44,22.76,3.85,264308.7,5.37
1120919.44,22.76,3.85,264106.71,5.36
1120947.71,22.76,3.85,264245.82,5.37
1121533.1,22.78,3.86,265857.12,5.4
1121533.1,22.78,3.86,265857.12,5.4
1121373.55,22.78,3.86,265852.45,5.4
1121180.96,22.78,3.87,265823.07,5.4
1121180.96,22.78,3.87,265801.53,5.4
1119990.02,22.76,3.85,264216.04,5.37
1119797.43,22.77,3.85,264289.29,5.37
1119604.84,22.77,3.85,264268.43,5.37
1119412.25,22.77,3.85,264205.2,5.37
1119219.66,22.77,3.85,264653.92,5.38
1118917.48,22.76,3.85,264551.52,5.38
1119240.21,22.77,3.86,264762.17,5.39
1119177.6,22.77,3.86,264688.68,5.39
1118928.01,22.77,3.86,264486.02,5.38
1118928.01,22.77,3.86,264486.02,5.38
1118928.01,22.77,3.86,264486.02,5.38
1118768.46,22.77,3.86,264482.9,5.38
1118768.46,22.77,3.86,264467.74,5.38
1118575.87,22.77,3.86,264436.81,5.38
1118571.25,22.78,3.86,264481.67,5.39
1118972.73,22.79,3.87,264447.25,5.39
1118968.1,22.79,3.88,264429.17,5.39
1118968.1,22.79,3.88,264429.17,5.39
1117460.42,22.8,3.88,264370.34,5.39
1117460.42,22.8,3.88,264370.34,5.39
1117267.83,22.8,3.88,264704.22,5.4
1117263.21,22.8,3.89,264898.37,5.41
1117070.61,22.8,3.89,265182.42,5.41
1116911.07,22.8,3.89,265188.6,5.41
1116718.48,22.8,3.89,265153.55,5.41
1116565.28,22.8,3.89,265316.68,5.42
1116400.06,22.8,3.89,265319.94,5.42
1116207.47,22.8,3.89,265374.75,5.42
1116014.88,22.8,3.89,265371.85,5.42
1116014.88,22.8,3.89,265200.32,5.42
1116014.88,22.8,3.89,265200.32,5.42
1116386.12,22.81,3.9,265977.63,5.43
1118244.52,22.85,3.94,268118.46,5.48
1118272.93,22.86,3.94,268129.1,5.48
1118074.66,22.86,3.94,268091.79,5.48
1117876.39,22.86,3.95,268207.56,5.48
1117876.39,22.86,3.95,268207.56,5.48
1117876.39,22.86,3.95,268201.86,5.48
1117678.12,22.86,3.95,268159.54,5.48
1117667.82,22.86,3.95,268174.22,5.49
1117306.94,22.86,3.94,268007.48,5.48
1117296.63,22.86,3.95,267904.4,5.48
1118302.7,22.88,3.97,269966.27,5.52
1118434.58,22.89,3.97,269932.54,5.52
1117939.49,22.88,3.97,269184.67,5.51
1117939.49,22.88,3.97,269212.24,5.51
1117746.9,22.88,3.97,269199.38,5.51
1117033.45,22.87,3.96,268445.56,5.5
1116840.86,22.87,3.96,268504.26,5.5
1116455.68,22.88,3.96,269027.75,5.51
1116272.51,22.88,3.96,268757.97,5.51
1116112.97,22.88,3.96,268748.47,5.51
1115910.96,22.88,3.96,268899.29,5.51
1115910.96,22.88,3.96,268918.69,5.51
1115910.96,22.88,3.96,268918.69,5.51
1115912.99,22.88,3.96,268921.58,5.51
1115720.4,22.88,3.97,268904.94,5.51
1115715.77,22.88,3.97,268893.69,5.51
1115523.18,22.88,3.97,269040.24,5.52
1115330.59,22.88,3.97,269069.0,5.52
1115330.59,22.88,3.97,269069.0,5.52
1115138.0,22.89,3.97,269039.54,5.52
1115156.85,22.89,3.97,268983.92,5.52
1115470.94,22.89,3.98,269895.88,5.54
1115470.94,22.89,3.98,269895.88,5.54
1115210.17,22.89,3.98,269472.08,5.53
1115483.34,22.9,3.99,269477.41,5.53
1115290.74,22.9,3.99,269440.96,5.53
1115286.12,22.91,3.99,269479.97,5.53
1115152.64,22.9,3.99,269441.97,5.53
1115152.64,22.9,3.99,269441.97,5.53
1114960.05,22.9,3.99,269529.89,5.54
1114960.05,22.9,3.99,269516.41,5.54
1114794.82,22.91,3.99,269519.67,5.54
1114602.23,22.91,3.99,269561.99,5.54
1114574.87,22.91,4.0,271079.7,5.57
1114620.17,22.92,4.0,270461.94,5.56
1114212.42,22.91,4.0,270066.08,5.55
1112704.74,22.92,4.0,270007.25,5.56
1112506.47,22.92,4.01,269975.12,5.56
1112740.92,22.93,4.01,270038.97,5.56
1112542.65,22.93,4.01,269998.52,5.56
1112155.79,22.92,4.01,269656.57,5.56
1112145.49,22.92,4.01,269618.58,5.56
1111947.22,22.93,4.01,270152.49,5.57
1111574.5,22.92,4.01,269880.8,5.56
1111457.42,22.92,4.01,269798.61,5.56
1111555.89,22.93,4.01,270237.66,5.57
1111720.82,22.93,4.02,270237.45,5.57
1111528.23,22.93,4.02,270205.06,5.58
1111335.64,22.94,4.02,270275.38,5.58
1111575.76,22.94,4.03,270237.93,5.58
1110838.44,22.95,4.03,270218.56,5.58
1110645.85,22.95,4.03,270724.57,5.59
1110472.11,22.95,4.03,270702.23,5.59
1108964.43,22.95,4.04,270643.4,5.6
1108771.84,22.96,4.04,270615.3,5.6
1108579.25,22.96,4.04,270704.01,5.61
1108770.51,22.96,4.05,271998.69,5.63
1108770.51,22.96,4.05,271998.69,5.63
1108706.5,22.97,4.05,271877.1,5.63
1108534.05,22.97,4.05,271437.1,5.62
1108374.5,22.97,4.05,271427.18,5.62
1108374.5,22.97,4.05,271427.18,5.62
1108209.28,22.97,4.06,271426.29,5.63
1108359.65,22.97,4.06,271553.49,5.63
1108316.04,22.98,4.06,271658.01,5.63
1108316.04,22.98,4.06,271658.01,5.63
1108123.45,22.98,4.06,271636.77,5.63
1108118.83,22.98,4.07,271630.54,5.63
1107926.23,22.98,4.07,271626.48,5.63
1108148.44,22.99,4.07,271809.19,5.64
1108148.44,22.99,4.07,271809.19,5.64
1107955.85,22.99,4.08,271758.22,5.64
1107737.6,22.99,4.07,271566.73,5.64
1107545.01,22.99,4.07,271485.78,5.63
1107388.37,22.99,4.07,272055.8,5.65
1107416.79,22.99,4.08,272066.43,5.65
1107412.17,23.0,4.08,272044.55,5.65
1107219.58,23.0,4.08,272019.19,5.65
1107351.46,23.0,4.09,272068.55,5.65
1107158.87,23.0,4.09,272038.04,5.65
1105651.19,23.01,4.1,271979.21,5.66
1105646.56,23.01,4.1,271960.54,5.66
1105886.69,23.02,4.11,271948.26,5.66
1105598.76,23.02,4.1,271650.17,5.66
1105406.17,23.02,4.1,272938.77,5.68
1105111.69,23.01,4.1,272436.46,5.67
1105111.69,23.01,4.1,272436.46,5.67
1104913.42,23.01,4.1,272403.31,5.67
1104715.15,23.01,4.1,272600.21,5.68
1104715.15,23.01,4.1,272853.1,5.68
1104704.85,23.02,4.1,272720.5,5.68
1104342.13,23.01,4.1,272334.02,5.68
1104143.86,23.01,4.1,272258.11,5.67
1104386.47,23.02,4.11,272819.95,5.69
1104376.17,23.02,4.11,272809.59,5.69
1104042.85,23.02,4.11,272365.48,5.68
1103811.09,23.02,4.11,272694.94,5.69
1103651.54,23.02,4.11,272701.12,5.69
1103891.67,23.03,4.12,272676.54,5.69
1103699.08,23.03,4.12,272792.29,5.69
1103506.49,23.03,4.12,272732.85,5.69
1103313.89,23.03,4.12,272663.1,5.69
1103088.93,23.03,4.11,272971.09,5.7
1102896.34,23.03,4.12,272876.5,5.7
1102736.79,23.03,4.12,272879.76,5.7
1102736.79,23.03,4.12,272879.76,5.7
1102586.41,23.03,4.12,272758.7,5.7
1102539.58,23.03,4.12,273035.85,5.7
1102534.95,23.04,4.13,273016.25,5.7
1102783.24,23.05,4.13,273044.83,5.71
1102624.78,23.04,4.13,272886.38,5.7
1102432.19,23.04,4.13,272858.08,5.7
1102239.6,23.05,4.13,272833.78,5.7
1102129.85,23.04,4.13,272740.78,5.7
1102129.85,23.04,4.13,272740.78,5.7
1102125.22,23.05,4.13,272734.35,5.7
1102120.6,23.05,4.14,273504.07,5.72
1101928.01,23.05,4.14,273614.37,5.72
1102031.7,23.05,4.14,273829.14,5.73
1101872.15,23.06,4.14,273825.31,5.73
1101668.02,23.05,4.14,273612.99,5.73
1101663.39,23.06,4.14,273590.54,5.73
1101470.8,23.06,4.14,273579.43,5.73
1101466.18,23.06,4.15,273615.78,5.73
1101273.59,23.06,4.15,273589.62,5.73
1101273.59,23.06,4.15,273589.62,5.73
1101268.96,23.07,4.15,273571.57,5.73
1101076.37,23.07,4.15,274180.66,5.74
1100883.78,23.07,4.15,274087.57,5.74
1100724.23,23.07,4.15,274079.32,5.74
1100719.61,23.07,4.16,274054.31,5.74
1100719.61,23.07,4.16,274054.31,5.74
1100719.61,23.07,4.16,275369.25,5.77
1100959.73,23.08,4.17,275452.93,5.77
1100804.83,23.08,4.17,274288.29,5.75
1102495.66,23.12,4.2,278356.59,5.84
1102495.66,23.12,4.2,278356.59,5.84
1102207.1,23.12,4.2,277273.69,5.81
1102480.27,23.12,4.21,277279.01,5.82
1102287.68,23.12,4.21,277241.88,5.82
1102095.09,23.12,4.21,277308.22,5.82
1102095.09,23.12,4.21,277344.99,5.82
1102164.06,23.13,4.22,276997.65,5.81
1102164.06,23.13,4.22,276997.65,5.81
1102164.06,23.13,4.22,276997.65,5.81
1101971.47,23.13,4.22,276955.19,5.81
1101598.76,23.13,4.21,276922.87,5.81
1101406.16,23.13,4.21,277682.45,5.83
1101291.54,23.13,4.21,277576.34,5.83
1101544.02,23.14,4.22,277643.57,5.83
1100828.39,23.13,4.21,276964.29,5.82
1100668.85,23.13,4.22,276963.4,5.82
1100908.97,23.14,4.22,276935.62,5.82
1100716.38,23.14,4.22,276993.97,5.82
1100523.79,23.14,4.23,276946.42,5.82
1100561.48,23.14,4.23,277136.44,5.83
1100561.48,23.14,4.23,277136.44,5.83
1100561.48,23.14,4.23,277136.44,5.83
1100567.59,23.14,4.23,277140.08,5.83
1101769.68,23.17,4.25,280527.27,5.9
1101610.13,23.17,4.26,280533.45,5.9
1102227.27,23.19,4.27,279975.28,5.89
1102034.68,23.19,4.27,279948.96,5.89
1101842.09,23.19,4.27,280008.32,5.89
1101686.38,23.19,4.27,279851.15,5.89
1101871.72,23.19,4.28,279786.69,5.89
1101679.12,23.19,4.28,279767.22,5.89
1101391.2,23.19,4.28,279886.86,5.89
1101631.32,23.2,4.28,279880.3,5.89
1102697.89,23.22,4.3,281536.41,5.93
1102538.34,23.22,4.31,281542.59,5.93
1102073.21,23.21,4.3,281358.03,5.93
1102073.21,23.21,4.3,281358.03,5.93
1101563.88,23.21,4.29,280759.28,5.92
1101804.0,23.22,4.3,280734.71,5.92
1101611.41,23.22,4.3,280783.15,5.92
1101248.7,23.21,4.3,280737.93,5.92
1101248.7,23.21,4.3,280715.22,5.92
1101056.11,23.21,4.3,281554.11,5.94
1100863.52,23.21,4.3,280967.79,5.92
1100858.89,23.22,4.3,280796.33,5.92
