ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b34c-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_milli,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b34c-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_ratio,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b34c-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_q124,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b34c-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_milli,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b34c-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_ratio
538613.31,12.35,2.13,227636.82,5.22
538511.09,12.35,2.13,227643.3,5.22
538597.5,12.35,2.13,227621.39,5.22
538495.28,12.35,2.13,228331.78,5.24
538498.02,12.35,2.13,228333.05,5.24
538178.02,12.35,2.12,228013.05,5.23
538264.43,12.35,2.13,228111.59,5.23
538265.8,12.35,2.13,228116.19,5.23
538163.58,12.35,2.13,228116.32,5.24
538061.36,12.35,2.13,228116.47,5.24
538284.65,12.36,2.14,228116.0,5.24
538610.59,12.37,2.15,228228.85,5.24
538508.37,12.37,2.15,228137.17,5.24
538508.37,12.37,2.15,228137.17,5.24
538406.15,12.37,2.15,228137.17,5.24
538110.64,12.36,2.14,228151.4,5.24
537906.2,12.36,2.14,228059.71,5.24
537803.98,12.36,2.14,228229.16,5.25
537803.98,12.36,2.14,228229.16,5.25
537701.76,12.36,2.14,228214.93,5.25
537599.54,12.37,2.14,228396.28,5.25
537497.32,12.37,2.14,228272.27,5.25
537280.17,12.36,2.14,228057.71,5.25
537503.46,12.37,2.15,228454.18,5.26
537780.08,12.38,2.15,228672.21,5.26
537866.49,12.38,2.16,228672.02,5.26
537866.49,12.38,2.16,228672.02,5.26
537952.89,12.39,2.16,228672.02,5.26
537584.72,12.38,2.16,228358.03,5.26
537482.5,12.38,2.16,228364.81,5.26
537380.28,12.38,2.16,228266.34,5.26
537278.06,12.38,2.16,228266.34,5.26
537175.84,12.38,2.16,228321.74,5.26
537073.62,12.38,2.16,228266.35,5.26
536971.4,12.38,2.16,228673.97,5.27
536869.18,12.38,2.16,228582.28,5.27
536955.58,12.39,2.16,228219.6,5.26
537041.99,12.39,2.17,228388.81,5.27
536884.88,12.39,2.16,228232.35,5.27
536971.28,12.39,2.17,228942.86,5.28
537046.45,12.4,2.17,229318.88,5.29
536934.36,12.4,2.17,229107.31,5.29
537020.77,12.4,2.18,229107.12,5.29
537107.18,12.4,2.18,229220.97,5.29
537107.18,12.4,2.18,229220.97,5.29
537004.96,12.4,2.18,229220.97,5.29
537091.36,12.41,2.19,229220.97,5.3
537314.65,12.42,2.19,229238.51,5.3
537212.43,12.42,2.19,229202.18,5.3
537212.43,12.42,2.19,229236.58,5.3
537110.21,12.42,2.19,229222.15,5.3
537007.99,12.42,2.2,229220.1,5.3
536905.77,12.42,2.2,229926.38,5.32
536803.54,12.42,2.2,229844.24,5.32
536889.95,12.42,2.2,229844.24,5.32
536787.73,12.42,2.2,229848.41,5.32
536685.51,12.42,2.2,229748.8,5.32
536583.29,12.42,2.2,229748.8,5.32
536481.07,12.42,2.2,229740.28,5.32
536378.85,12.43,2.2,229740.3,5.32
536083.34,12.42,2.2,229514.12,5.32
535883.2,12.42,2.19,229294.22,5.31
536209.14,12.42,2.2,229585.05,5.32
536106.92,12.42,2.2,229585.05,5.32
536004.7,12.43,2.2,229585.05,5.32
535902.48,12.43,2.2,229585.05,5.32
535800.26,12.43,2.2,229585.05,5.32
535800.26,12.43,2.2,229585.05,5.32
535442.09,12.42,2.2,229281.05,5.32
535665.38,12.43,2.2,229348.01,5.32
535563.16,12.43,2.2,229348.02,5.32
535460.94,12.43,2.21,229347.99,5.32
535165.43,12.42,2.2,229130.5,5.32
534959.92,12.42,2.2,229194.59,5.32
534959.92,12.42,2.2,229207.12,5.32
535372.11,12.43,2.21,229507.79,5.33
535269.89,12.43,2.21,229416.1,5.33
535269.89,12.43,2.21,229389.26,5.33
535167.67,12.43,2.21,229389.26,5.33
535254.07,12.43,2.21,229503.11,5.33
535151.85,12.43,2.21,229675.57,5.34
535238.26,12.44,2.22,229881.96,5.34
535136.04,12.44,2.22,229841.52,5.34
535033.82,12.44,2.22,229841.52,5.34
534549.4,12.43,2.21,229468.1,5.34
534961.6,12.44,2.22,229831.78,5.34
534964.34,12.44,2.22,229860.91,5.35
534964.34,12.44,2.22,229860.91,5.35
534862.12,12.44,2.22,229957.86,5.35
534759.9,12.44,2.22,229861.92,5.35
534661.29,12.44,2.22,229896.32,5.35
534747.69,12.44,2.22,230082.77,5.35
534461.89,12.44,2.22,229764.13,5.35
534359.67,12.44,2.22,229790.8,5.35
534693.7,12.45,2.23,230053.5,5.36
534327.45,12.44,2.22,229742.45,5.35
534213.99,12.44,2.22,230023.23,5.36
534100.53,12.44,2.22,229811.29,5.35
534494.88,12.45,2.23,229719.6,5.35
534392.65,12.45,2.23,229746.27,5.35
534290.43,12.45,2.23,229627.91,5.35
534188.21,12.45,2.23,229597.36,5.35
534188.21,12.45,2.23,229627.64,5.35
533850.49,12.45,2.22,229873.53,5.36
533936.9,12.45,2.23,229959.23,5.36
533834.68,12.45,2.23,229959.32,5.36
533732.46,12.45,2.23,229959.51,5.37
534212.73,12.46,2.24,229972.44,5.37
534110.51,12.46,2.24,229911.3,5.37
534008.29,12.47,2.24,229819.62,5.36
533906.07,12.47,2.24,229819.62,5.37
533803.85,12.47,2.24,229802.87,5.37
533701.63,12.47,2.24,229727.93,5.37
533410.34,12.46,2.24,229719.59,5.37
533308.12,12.46,2.24,229627.91,5.37
533149.49,12.46,2.24,229469.06,5.36
533475.44,12.47,2.25,229905.99,5.37
533107.27,12.46,2.24,229529.06,5.36
533005.05,12.46,2.24,229526.7,5.37
532902.83,12.46,2.24,230356.46,5.39
532989.23,12.47,2.24,229937.74,5.38
532887.01,12.47,2.24,229937.57,5.38
532973.42,12.47,2.25,229937.56,5.38
532871.2,12.47,2.25,229937.56,5.38
533197.15,12.48,2.26,229979.18,5.38
533094.93,12.48,2.26,229887.49,5.38
533181.33,12.49,2.26,230056.69,5.39
533267.74,12.49,2.27,230015.08,5.39
533365.38,12.49,2.27,230500.41,5.4
533251.92,12.49,2.27,230319.91,5.4
533149.7,12.49,2.27,230323.05,5.4
533047.48,12.5,2.27,230995.89,5.41
532945.26,12.5,2.27,231104.96,5.42
533258.84,12.5,2.28,231104.77,5.42
533156.62,12.51,2.28,231096.25,5.42
533243.03,12.51,2.29,231182.29,5.42
533245.77,12.51,2.29,231209.29,5.42
533026.08,12.51,2.28,230966.56,5.42
533352.03,12.51,2.29,231079.41,5.42
533438.44,12.52,2.3,231079.41,5.42
533336.22,12.52,2.3,231092.35,5.42
533422.62,12.52,2.3,231082.59,5.43
533320.4,12.52,2.3,231083.78,5.43
533218.18,12.53,2.3,231690.29,5.44
532850.01,12.52,2.3,231485.75,5.44
532936.42,12.52,2.3,231731.18,5.44
532939.16,12.52,2.3,231753.75,5.45
533025.57,12.53,2.3,231753.56,5.45
532923.35,12.53,2.31,231778.69,5.45
532821.13,12.53,2.31,231848.53,5.45
533147.08,12.54,2.31,231848.53,5.45
532778.91,12.53,2.31,231848.53,5.45
532865.31,12.53,2.31,231848.53,5.45
533088.6,12.54,2.32,231906.89,5.46
533422.63,12.55,2.33,231853.47,5.46
533320.41,12.55,2.33,231848.53,5.46
533218.19,12.55,2.33,232873.9,5.48
533304.59,12.56,2.33,233215.35,5.49
533202.37,12.56,2.33,233215.48,5.49
533100.15,12.56,2.33,233215.16,5.49
533100.15,12.56,2.33,233215.16,5.49
532997.93,12.56,2.34,233271.57,5.5
532895.71,12.56,2.34,233228.16,5.5
532793.49,12.56,2.34,233218.92,5.5
532691.27,12.56,2.34,233456.32,5.5
532600.28,12.56,2.34,233341.94,5.5
532234.04,12.55,2.33,232874.38,5.49
532120.58,12.55,2.33,232747.6,5.49
532206.98,12.56,2.34,232861.44,5.49
532104.76,12.56,2.34,232861.27,5.5
532002.54,12.56,2.34,232861.26,5.5
532007.81,12.56,2.34,232862.66,5.5
532094.22,12.56,2.34,232862.66,5.5
531992.0,12.56,2.34,232843.62,5.5
531889.78,12.56,2.34,232850.41,5.5
531976.18,12.57,2.35,232887.06,5.5
532302.13,12.58,2.36,233162.58,5.51
532199.91,12.58,2.36,233169.37,5.51
532097.69,12.58,2.36,233070.9,5.51
532184.1,12.58,2.36,233184.74,5.51
532270.5,12.59,2.37,233298.59,5.52
532168.28,12.59,2.37,233263.37,5.52
532066.06,12.59,2.37,233261.93,5.52
531963.84,12.59,2.37,233739.67,5.53
531963.84,12.59,2.37,233739.67,5.53
532187.13,12.6,2.37,233739.49,5.53
532084.91,12.6,2.38,233703.16,5.53
532090.4,12.6,2.38,233704.34,5.53
532090.4,12.6,2.38,233704.34,5.53
531988.18,12.6,2.38,233685.45,5.53
531885.96,12.6,2.38,233685.45,5.54
531527.79,12.59,2.37,233381.45,5.53
531425.56,12.59,2.37,233253.0,5.53
531323.34,12.59,2.37,233244.48,5.53
531221.12,12.59,2.37,233161.32,5.53
531118.9,12.59,2.37,233161.32,5.53
531016.68,12.59,2.37,233175.62,5.53
530914.46,12.59,2.37,233175.62,5.53
530812.24,12.6,2.37,233168.88,5.53
531138.19,12.6,2.38,233165.23,5.53
531035.97,12.61,2.38,233284.56,5.54
531259.25,12.61,2.39,233454.96,5.54
530891.08,12.61,2.38,233999.68,5.56
531136.85,12.61,2.39,234121.59,5.56
531034.63,12.61,2.39,234121.69,5.56
531121.03,12.62,2.4,234121.41,5.56
531018.81,12.62,2.4,234121.41,5.56
531344.76,12.63,2.41,234121.41,5.56
531568.05,12.63,2.41,234464.32,5.57
531199.88,12.63,2.41,234452.82,5.57
531120.14,12.63,2.41,234381.68,5.57
531017.92,12.63,2.41,234384.08,5.57
531104.32,12.63,2.41,234392.44,5.58
531430.27,12.64,2.42,234393.33,5.58
531062.1,12.64,2.41,234393.41,5.58
531062.1,12.64,2.41,234393.41,5.58
530959.88,12.64,2.41,234392.25,5.58
531046.29,12.64,2.42,234392.25,5.58
530750.78,12.63,2.41,234221.1,5.58
530837.18,12.64,2.42,234298.46,5.58
530912.35,12.64,2.42,233705.67,5.57
530987.52,12.65,2.43,233424.4,5.56
530875.43,12.65,2.43,233274.69,5.56
530676.77,12.64,2.42,233164.5,5.56
530751.94,12.65,2.43,234200.61,5.58
530751.94,12.65,2.43,234197.22,5.58
530649.72,12.65,2.43,234197.03,5.58
530547.5,12.65,2.43,234197.03,5.58
530445.28,12.65,2.43,235018.93,5.6
530343.06,12.65,2.43,234963.79,5.6
530240.84,12.65,2.43,235030.79,5.61
530138.62,12.65,2.43,235142.47,5.61
530036.39,12.65,2.43,235142.28,5.61
529934.17,12.65,2.43,235142.28,5.61
529831.95,12.65,2.43,235142.28,5.62
529729.73,12.65,2.43,235309.5,5.62
529627.51,12.65,2.43,235365.24,5.62
529547.77,12.66,2.43,235327.06,5.62
529622.93,12.66,2.44,235239.18,5.62
529520.71,12.66,2.44,235228.42,5.62
529520.71,12.66,2.44,235214.77,5.62
529418.49,12.66,2.44,235214.87,5.63
529316.27,12.66,2.44,235215.06,5.63
529214.05,12.66,2.44,235240.1,5.63
529300.46,12.67,2.44,235222.43,5.63
529187.0,12.67,2.44,235314.16,5.63
529084.78,12.67,2.45,235500.81,5.64
529171.18,12.67,2.45,235495.77,5.64
529068.96,12.67,2.45,235479.02,5.64
529155.37,12.68,2.46,235573.29,5.64
529098.5,12.68,2.46,236174.72,5.66
528950.92,12.68,2.46,235913.41,5.65
528848.7,12.68,2.46,235910.62,5.66
528746.48,12.68,2.46,236397.1,5.67
528644.26,12.68,2.46,236281.42,5.67
528644.26,12.68,2.46,236281.42,5.67
528542.04,12.68,2.46,236281.23,5.67
528439.82,12.68,2.46,236281.23,5.67
528337.6,12.68,2.46,236281.23,5.67
528424.0,12.69,2.46,236286.04,5.67
528510.41,12.69,2.47,236286.04,5.67
528844.44,12.7,2.48,236543.15,5.68
529067.73,12.71,2.49,236541.26,5.68
528965.5,12.71,2.49,236538.33,5.68
528806.88,12.7,2.48,236379.71,5.68
528806.88,12.7,2.48,236339.19,5.68
528704.66,12.71,2.48,236873.93,5.69
528546.03,12.7,2.48,236719.25,5.69
528443.81,12.7,2.48,236663.26,5.69
528341.59,12.7,2.48,236695.52,5.69
528239.37,12.7,2.48,236695.52,5.69
528325.77,12.71,2.49,236695.52,5.69
528234.79,12.71,2.49,236344.62,5.69
528121.33,12.71,2.49,236764.17,5.7
528030.35,12.71,2.49,237047.1,5.71
527916.89,12.71,2.49,236859.48,5.7
528003.29,12.72,2.49,236859.29,5.7
527901.07,12.72,2.49,237233.71,5.71
527987.48,12.72,2.5,237347.55,5.72
527621.23,12.71,2.49,237036.51,5.71
527519.01,12.71,2.49,237017.47,5.71
527416.79,12.71,2.49,237024.26,5.71
527121.28,12.71,2.49,236659.09,5.71
527447.23,12.72,2.5,236934.61,5.71
527345.01,12.72,2.5,236934.61,5.71
527431.41,12.72,2.5,236934.61,5.72
527329.19,12.72,2.5,236943.45,5.72
527415.6,12.73,2.51,236948.41,5.72
527415.6,12.73,2.51,236948.41,5.72
527313.38,12.73,2.51,236961.97,5.72
527399.78,12.73,2.51,237082.37,5.72
527031.61,12.73,2.5,236768.38,5.72
527254.9,12.73,2.51,237690.74,5.74
527580.85,12.74,2.52,237690.56,5.74
527478.63,12.74,2.52,237690.55,5.74
527376.41,12.74,2.52,237843.23,5.75
527274.19,12.74,2.52,237820.46,5.75
526906.02,12.74,2.51,237690.55,5.75
526992.42,12.74,2.52,238383.96,5.76
527078.83,12.75,2.52,237991.43,5.76
527416.02,12.76,2.53,237888.42,5.75
527120.51,12.75,2.53,237638.58,5.75
527034.56,12.75,2.53,238358.23,5.77
526932.34,12.75,2.53,238358.04,5.77
526715.2,12.75,2.52,238154.87,5.76
526612.98,12.75,2.53,238161.65,5.76
526836.26,12.75,2.53,238352.91,5.77
526734.04,12.76,2.53,238352.91,5.77
526734.04,12.76,2.53,238390.68,5.77
526631.82,12.76,2.53,238534.71,5.78
526529.6,12.76,2.53,238531.88,5.78
526308.39,12.75,2.53,238294.04,5.77
526394.8,12.76,2.53,238294.04,5.77
526001.86,12.75,2.53,237876.52,5.77
526327.81,12.76,2.54,237766.86,5.76
526225.59,12.76,2.54,237766.86,5.76
526123.37,12.76,2.54,237766.86,5.77
525827.86,12.75,2.53,237506.08,5.76
525725.64,12.75,2.53,237512.87,5.76
525623.42,12.75,2.53,237414.39,5.76
525709.82,12.76,2.54,237525.46,5.76
525414.31,12.75,2.53,237227.96,5.76
525312.09,12.75,2.53,237190.66,5.76
525209.87,12.75,2.53,237160.11,5.76
525004.36,12.75,2.53,236873.67,5.75
524708.85,12.74,2.52,236613.94,5.75
524606.63,12.74,2.52,236552.81,5.75
524606.63,12.74,2.52,236552.81,5.75
524526.89,12.74,2.52,237460.14,5.77
524424.67,12.75,2.52,237563.82,5.77
524647.96,12.75,2.53,237558.89,5.77
524352.45,12.75,2.52,237988.91,5.79
524250.23,12.75,2.53,237897.23,5.78
524148.01,12.75,2.53,237897.23,5.79
524045.79,12.75,2.53,237904.01,5.79
524379.81,12.76,2.54,238217.38,5.8
524277.59,12.76,2.54,238224.16,5.8
524500.88,12.77,2.54,238433.92,5.8
524398.66,12.77,2.54,238440.7,5.8
524296.44,12.77,2.55,238342.23,5.8
524382.84,12.77,2.55,238046.72,5.8
523565.07,12.78,2.55,238046.53,5.81
523462.85,12.78,2.56,238046.63,5.81
523360.63,12.78,2.56,238046.82,5.81
523091.31,12.77,2.55,237213.7,5.79
523034.44,12.77,2.55,237084.76,5.79
523265.71,12.78,2.56,237776.85,5.81
523265.71,12.78,2.56,237776.85,5.81
523352.11,12.79,2.56,237290.52,5.8
523249.89,12.79,2.57,237290.05,5.8
523147.67,12.79,2.57,237364.95,5.8
523234.08,12.79,2.57,237475.45,5.81
523320.48,12.8,2.58,237589.29,5.81
523218.26,12.8,2.58,237403.9,5.81
523304.67,12.8,2.58,237890.5,5.82
523527.96,12.81,2.59,238029.1,5.82
523425.73,12.81,2.59,238010.17,5.83
523425.73,12.81,2.59,238105.28,5.83
523425.73,12.81,2.59,238105.28,5.83
523425.73,12.81,2.59,238105.28,5.83
523323.51,12.81,2.59,238105.42,5.83
523221.29,12.81,2.59,238105.1,5.83
523119.07,12.81,2.59,238105.1,5.83
523016.85,12.81,2.59,238133.15,5.83
522914.63,12.81,2.59,238109.2,5.83
522812.41,12.81,2.59,238105.1,5.84
522812.41,12.81,2.59,238105.1,5.84
522446.16,12.81,2.58,237763.25,5.83
522780.19,12.82,2.59,238169.1,5.84
522780.19,12.82,2.59,238169.1,5.84
522677.97,12.82,2.6,238138.54,5.84
522382.46,12.81,2.59,237860.32,5.83
522605.75,12.82,2.6,238235.84,5.84
522503.52,12.82,2.6,238174.71,5.84
522137.28,12.81,2.59,237757.15,5.83
522035.05,12.81,2.59,237763.93,5.84
521839.55,12.81,2.59,237600.13,5.83
522062.83,12.82,2.59,237599.94,5.83
521773.99,12.81,2.59,237291.41,5.83
521671.77,12.81,2.59,237192.94,5.82
521569.55,12.81,2.59,237192.94,5.83
521467.33,12.81,2.59,237203.63,5.83
521793.28,12.82,2.6,237197.54,5.83
521879.68,12.83,2.6,237197.35,5.83
521777.46,12.83,2.6,237197.35,5.83
521675.24,12.83,2.6,237197.35,5.83
521573.02,12.83,2.61,237192.82,5.83
521204.85,12.82,2.6,237461.79,5.84
521530.8,12.83,2.61,237574.64,5.84
521428.58,12.83,2.61,237566.12,5.85
521326.36,12.83,2.61,237482.96,5.84
521224.14,12.83,2.61,237310.95,5.84
521121.92,12.83,2.61,237302.42,5.84
521019.69,12.83,2.61,237403.4,5.85
521106.1,12.84,2.62,237352.19,5.85
521192.51,12.84,2.62,237438.23,5.85
520897.0,12.84,2.61,237221.78,5.85
520794.78,12.84,2.61,237453.31,5.85
520692.56,12.84,2.62,237986.99,5.87
520324.39,12.83,2.61,237610.92,5.86
520222.17,12.83,2.61,237594.17,5.86
520222.17,12.83,2.61,237594.17,5.86
520114.91,12.83,2.61,237485.33,5.86
520201.32,12.83,2.61,237485.14,5.86
520099.1,12.83,2.61,237485.14,5.86
520185.5,12.84,2.62,237485.14,5.86
520083.28,12.84,2.62,237569.56,5.86
519265.51,12.84,2.62,237569.56,5.88
519163.29,12.84,2.62,237569.37,5.88
519249.7,12.85,2.63,237569.18,5.88
519147.48,12.85,2.63,237494.24,5.88
519045.26,12.85,2.63,237376.31,5.88
519382.44,12.86,2.64,237398.99,5.88
519280.22,12.86,2.64,237390.47,5.88
519280.22,12.86,2.64,237390.47,5.88
519178.0,12.86,2.64,237307.31,5.88
519075.78,12.86,2.64,237298.79,5.88
518973.56,12.86,2.64,237307.27,5.88
518871.34,12.86,2.64,237224.11,5.88
519147.96,12.87,2.65,237216.2,5.88
519034.5,12.87,2.65,237767.87,5.9
518932.28,12.87,2.65,237676.18,5.9
519245.86,12.88,2.66,238095.23,5.91
519245.86,12.88,2.66,238095.23,5.91
519332.27,12.89,2.67,237873.7,5.9
519230.04,12.89,2.67,237873.7,5.9
519316.45,12.89,2.67,237873.11,5.91
519316.45,12.89,2.67,237873.11,5.91
519539.74,12.9,2.68,239064.76,5.94
519437.52,12.9,2.68,239071.54,5.94
519335.3,12.9,2.68,238973.07,5.94
519558.58,12.91,2.69,239037.82,5.94
519456.36,12.91,2.69,238977.23,5.94
519354.14,12.91,2.69,238977.23,5.94
519148.63,12.91,2.68,238758.78,5.94
519462.21,12.92,2.69,239356.72,5.95
519359.99,12.92,2.69,239367.57,5.95
519257.77,12.92,2.7,239356.79,5.95
519155.55,12.92,2.7,239356.93,5.96
519053.33,12.92,2.7,239467.68,5.96
518695.16,12.91,2.69,239083.98,5.95
518592.94,12.91,2.69,238982.53,5.95
518354.1,12.91,2.68,238880.15,5.95
518251.88,12.91,2.69,238870.64,5.95
518585.9,12.92,2.7,238870.64,5.95
518483.68,12.92,2.7,238874.82,5.95
518117.43,12.91,2.69,238991.53,5.96
518015.21,12.91,2.69,238932.41,5.96
518341.16,12.92,2.7,239298.2,5.97
518238.94,12.92,2.7,239198.59,5.96
518462.23,12.93,2.71,239265.55,5.97
518360.01,12.93,2.71,239245.87,5.97
518257.79,12.93,2.71,239170.11,5.97
518155.56,12.93,2.71,239170.11,5.97
518053.34,12.93,2.71,239174.51,5.97
518139.75,12.94,2.71,239170.48,5.97
518226.16,12.94,2.72,239458.85,5.98
518123.93,12.94,2.72,239458.7,5.98
518021.71,12.94,2.72,239736.55,5.99
518108.12,12.95,2.73,239981.87,6.0
518005.9,12.95,2.73,239974.72,6.0
517903.68,12.95,2.73,239883.03,6.0
517903.68,12.95,2.73,239822.17,6.0
517698.17,12.94,2.72,239683.2,5.99
517330.0,12.94,2.71,239389.81,5.99
517416.41,12.94,2.72,239389.62,5.99
517502.81,12.95,2.72,239389.62,5.99
517400.59,12.95,2.72,239394.24,5.99
517298.37,12.95,2.73,239394.92,5.99
517196.15,12.95,2.73,239391.23,5.99
517093.93,12.95,2.73,239791.15,6.0
516991.71,12.95,2.73,239793.81,6.01
516889.49,12.95,2.73,239752.19,6.01
516593.98,12.94,2.72,239388.52,6.0
516593.98,12.94,2.72,239446.9,6.0
516919.93,12.95,2.73,239882.84,6.01
516817.71,12.95,2.73,239889.62,6.01
516904.11,12.96,2.74,239960.35,6.02
516801.89,12.96,2.74,239960.17,6.02
516699.67,12.96,2.74,239960.17,6.02
516786.08,12.97,2.74,239980.57,6.02
516872.48,12.97,2.75,240094.42,6.02
516958.89,12.98,2.75,240208.27,6.03
516623.09,12.97,2.75,239865.42,6.02
516709.49,12.97,2.75,239851.56,6.02
516607.27,12.97,2.75,239849.39,6.02
516607.27,12.97,2.75,239800.15,6.02
516505.05,12.97,2.75,239795.77,6.02
516402.83,12.97,2.75,240312.65,6.04
516300.61,12.98,2.75,240166.57,6.04
516523.9,12.98,2.76,240166.38,6.04
516415.2,12.98,2.76,240058.12,6.03
516312.98,12.98,2.76,240021.79,6.03
516027.17,12.98,2.75,239781.99,6.03
515924.95,12.98,2.75,239745.66,6.03
515822.73,12.98,2.75,239653.97,6.03
515822.73,12.98,2.75,239653.97,6.03
515720.51,12.98,2.76,239653.97,6.03
515618.29,12.98,2.76,239660.76,6.03
515931.87,12.99,2.77,239660.76,6.03
515829.65,12.99,2.77,239562.28,6.03
515727.43,12.99,2.77,239569.07,6.03
515625.21,12.99,2.77,239470.6,6.03
515522.99,12.99,2.77,239477.38,6.03
515420.77,12.99,2.77,239378.91,6.03
515318.54,12.99,2.77,239287.22,6.03
514950.37,12.98,2.76,238911.29,6.02
515036.78,12.99,2.77,239097.79,6.03
514934.56,12.99,2.77,239097.6,6.03
515020.97,12.99,2.77,239105.02,6.03
515346.91,13.0,2.78,239217.87,6.04
515346.91,13.0,2.78,239217.87,6.04
515244.69,13.01,2.78,239224.66,6.04
515558.27,13.01,2.79,239545.23,6.05
515190.1,13.01,2.78,239340.69,6.04
515087.88,13.01,2.79,239400.69,6.05
515174.29,13.01,2.79,239395.43,6.05
515500.24,13.02,2.8,239394.61,6.05
515132.07,13.01,2.79,239393.27,6.05
515132.07,13.01,2.79,239393.27,6.05
515029.85,13.02,2.79,240437.51,6.08
514871.22,13.01,2.79,240279.38,6.07
515208.41,13.02,2.8,240550.79,6.08
514872.61,13.01,2.79,240211.74,6.07
515137.99,13.02,2.8,240496.83,6.08
515224.39,13.03,2.81,240496.83,6.08
515122.17,13.03,2.81,240499.54,6.08
515208.58,13.03,2.81,240503.62,6.08
515106.36,13.03,2.81,240498.14,6.09
515106.36,13.03,2.81,240542.91,6.09
515004.14,13.04,2.81,240552.77,6.09
514647.62,13.03,2.81,240643.71,6.09
514545.4,13.03,2.81,241102.12,6.1
514631.81,13.03,2.81,241183.69,6.11
514529.59,13.03,2.81,241183.51,6.11
514427.37,13.03,2.81,241183.51,6.11
514325.15,13.04,2.81,241247.23,6.11
513507.38,13.04,2.82,241247.04,6.13
513405.16,13.04,2.82,241247.17,6.13
513302.94,13.04,2.82,241246.99,6.13
513200.71,13.04,2.82,241246.68,6.13
513526.66,13.05,2.83,241233.86,6.13
513424.44,13.05,2.83,241142.17,6.13
513185.38,13.05,2.83,240840.51,6.12
512817.21,13.04,2.82,240794.45,6.12
512714.99,13.04,2.82,240794.45,6.12
513040.94,13.05,2.83,241404.49,6.14
512938.72,13.05,2.83,241387.74,6.14
513025.12,13.06,2.83,241482.01,6.15
512922.9,13.06,2.84,241482.01,6.15
512820.68,13.06,2.84,241508.75,6.15
512907.09,13.06,2.84,241502.19,6.15
512827.34,13.06,2.84,241665.67,6.16
512531.84,13.06,2.84,241421.47,6.15
512348.84,13.06,2.83,241068.63,6.14
512435.25,13.06,2.84,241068.62,6.14
512333.03,13.06,2.84,241068.62,6.15
512419.43,13.07,2.84,241106.87,6.15
512813.78,13.08,2.85,241457.6,6.16
512696.05,13.07,2.85,241092.2,6.15
512696.05,13.07,2.85,241085.31,6.15
512593.83,13.08,2.85,241126.93,6.15
512491.61,13.08,2.85,241654.46,6.17
512817.56,13.09,2.86,241767.31,6.17
513094.18,13.1,2.87,241675.62,6.17
512991.96,13.1,2.87,242054.95,6.18
512703.12,13.09,2.87,241743.64,6.17
512600.9,13.09,2.87,241913.1,6.18
512498.68,13.09,2.87,241821.41,6.18
512396.45,13.09,2.87,241821.41,6.18
512294.23,13.09,2.87,241794.53,6.18
512192.01,13.09,2.87,241783.16,6.18
512101.03,13.09,2.87,242337.28,6.2
511896.59,13.1,2.87,242346.79,6.2
511971.76,13.1,2.88,242345.97,6.2
511973.13,13.1,2.88,242362.61,6.2
511604.96,13.09,2.87,242048.61,6.19
511691.36,13.1,2.88,242042.71,6.2
511777.77,13.1,2.88,242040.17,6.2
511675.55,13.1,2.88,242045.23,6.2
511573.33,13.1,2.88,242369.25,6.21
511899.28,13.11,2.89,242528.15,6.21
511081.51,13.12,2.9,242527.97,6.23
510979.29,13.12,2.9,242527.78,6.23
510877.07,13.12,2.9,242527.78,6.23
510774.85,13.12,2.9,242527.78,6.23
510672.63,13.12,2.9,242542.77,6.23
510570.4,13.12,2.9,242543.82,6.23
510213.47,13.12,2.89,242117.33,6.22
509924.63,13.11,2.89,241828.01,6.22
509924.63,13.11,2.89,241828.01,6.22
510011.04,13.11,2.89,241827.82,6.22
509875.82,13.11,2.89,242922.91,6.25
509762.36,13.11,2.89,243299.0,6.26
509660.14,13.11,2.89,243207.31,6.26
509557.92,13.11,2.89,243207.31,6.26
509834.54,13.12,2.9,243456.02,6.27
510057.82,13.13,2.91,243522.98,6.27
509955.6,13.13,2.91,243407.68,6.27
509853.38,13.13,2.91,243642.17,6.28
509751.16,13.13,2.91,243654.69,6.28
509837.57,13.14,2.92,243647.86,6.28
509837.57,13.14,2.92,243647.86,6.28
509923.97,13.14,2.92,243644.73,6.28
509923.97,13.14,2.92,243644.73,6.28
509821.75,13.14,2.92,243642.75,6.28
509719.53,13.14,2.92,243642.17,6.28
509805.94,13.15,2.93,244437.42,6.3
509805.94,13.15,2.93,244437.42,6.3
509703.72,13.15,2.93,244568.5,6.31
510029.67,13.16,2.94,244865.0,6.32
509927.44,13.16,2.94,244773.31,6.32
509825.22,13.16,2.94,244773.31,6.32
509529.72,13.16,2.93,244513.58,6.31
509427.49,13.16,2.93,244507.75,6.31
