ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_aa9a-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_milli,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_aa9a-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_ratio,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_aa9a-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_q124,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_aa9a-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_milli,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_aa9a-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_ratio
586060.9,33.61,23.39,453131.13,25.98
585958.68,33.62,23.4,453131.13,26.0
585856.46,33.63,23.41,453186.56,26.02
585856.46,33.63,23.41,453186.56,26.02
585754.24,33.65,23.43,453217.03,26.03
585859.67,33.67,23.45,454319.62,26.11
585757.45,33.69,23.46,454319.62,26.13
586282.39,33.73,23.51,453894.24,26.11
585916.77,33.72,23.5,453712.8,26.11
586242.72,33.75,23.53,453712.8,26.12
586140.5,33.76,23.54,453723.35,26.14
586038.28,33.78,23.56,453716.11,26.15
585936.06,33.79,23.57,453719.2,26.17
585577.89,33.78,23.56,453712.8,26.17
585911.91,33.81,23.59,454093.9,26.2
585911.91,33.81,23.59,454093.9,26.2
585809.69,33.82,23.6,454036.89,26.21
585707.47,33.84,23.61,454160.71,26.24
585707.47,33.84,23.61,454160.71,26.24
585605.25,33.85,23.63,454160.71,26.25
585691.66,33.87,23.65,454160.71,26.26
585589.44,33.88,23.66,454160.71,26.28
585487.21,33.9,23.68,454166.07,26.29
585384.99,33.91,23.69,454162.98,26.31
585282.77,33.93,23.7,454161.72,26.32
585089.98,33.92,23.7,453980.17,26.32
584987.76,33.93,23.71,454315.32,26.35
585211.05,33.96,23.74,454453.19,26.37
584802.16,34.01,23.79,454453.19,26.43
584699.94,34.03,23.8,455384.9,26.5
584808.83,34.05,23.83,454809.39,26.48
584517.41,34.04,23.82,454507.73,26.47
584415.19,34.05,23.83,454507.73,26.48
584312.97,34.07,23.84,454507.73,26.5
584210.75,34.08,23.86,454561.4,26.52
584210.75,34.08,23.86,454561.4,26.52
584108.52,34.09,23.87,454702.84,26.54
583108.52,34.06,23.83,453702.84,26.5
582949.9,34.05,23.83,453544.21,26.49
583206.9,34.08,23.86,453482.67,26.5
582840.65,34.07,23.84,453174.76,26.49
583222.51,34.11,23.89,454719.44,26.59
583558.97,34.14,23.92,454492.54,26.59
583456.75,34.15,23.93,454492.54,26.6
583497.8,34.17,23.95,455169.49,26.66
583395.58,34.19,23.96,455169.49,26.67
583293.36,34.2,23.98,455225.77,26.69
583912.61,34.25,24.02,455232.31,26.7
584246.63,34.27,24.05,455457.87,26.72
584144.41,34.29,24.07,455666.25,26.75
583767.42,34.28,24.06,455271.47,26.73
583712.65,34.28,24.06,455253.61,26.74
584792.36,34.35,24.13,457084.43,26.85
584690.14,34.37,24.15,457084.43,26.87
584416.12,34.37,24.15,456423.97,26.84
583995.96,34.36,24.14,455850.4,26.82
584219.25,34.39,24.17,455850.4,26.83
584219.25,34.39,24.17,455850.4,26.83
584117.03,34.4,24.18,455934.08,26.85
584014.81,34.42,24.19,456019.98,26.87
583197.04,34.53,24.31,456019.98,27.0
583001.53,34.52,24.3,455864.79,26.99
583087.94,34.54,24.32,455695.21,27.0
582985.72,34.56,24.34,456392.95,27.05
583072.12,34.58,24.36,456384.0,27.07
583295.41,34.61,24.39,456643.28,27.09
583381.82,34.63,24.41,456643.28,27.11
583279.59,34.64,24.42,456643.28,27.12
583177.37,34.66,24.44,456643.28,27.14
582881.87,34.65,24.43,456435.57,27.13
582968.27,34.67,24.45,456466.86,27.15
583294.22,34.7,24.48,456459.63,27.15
583185.59,34.69,24.47,456362.28,27.15
583272.0,34.72,24.49,456338.22,27.16
582903.83,34.7,24.48,457028.83,27.21
583241.02,34.73,24.51,457221.01,27.23
583194.21,34.75,24.53,457421.24,27.26
583091.99,34.77,24.54,457421.24,27.27
582989.77,34.78,24.56,457421.24,27.29
582887.55,34.8,24.57,457443.41,27.31
582785.33,34.81,24.59,457531.82,27.33
582871.74,34.83,24.61,457428.57,27.34
582769.52,34.85,24.62,457737.55,27.37
583140.82,34.88,24.66,457659.52,27.37
583096.45,34.9,24.68,458141.24,27.42
582994.23,34.91,24.69,458141.24,27.44
582892.0,34.93,24.7,458141.24,27.45
582789.78,34.94,24.72,458141.24,27.47
582789.78,34.94,24.72,458141.24,27.47
582687.56,34.96,24.73,458180.13,27.49
582585.34,34.97,24.75,458153.52,27.5
582671.75,34.99,24.77,458143.32,27.51
582580.77,35.01,24.79,458523.16,27.55
582467.31,35.02,24.8,458315.89,27.56
582690.59,35.05,24.83,458315.89,27.57
582588.37,35.07,24.84,458315.89,27.59
582486.15,35.08,24.86,458402.38,27.61
582486.15,35.08,24.86,458402.38,27.61
582709.44,35.11,24.89,458360.68,27.62
582607.22,35.12,24.9,458337.91,27.63
582401.71,35.11,24.89,458123.71,27.62
582750.14,35.15,24.92,459790.25,27.73
583434.44,35.2,24.98,460170.63,27.76
583332.22,35.22,24.99,460170.63,27.78
583555.51,35.24,25.02,460170.63,27.79
583675.09,35.26,25.04,460211.69,27.8
583572.87,35.28,25.05,460408.48,27.83
583382.16,35.27,25.05,460255.46,27.83
583468.57,35.29,25.07,460205.86,27.84
583366.35,35.31,25.08,460173.74,27.85
583264.13,35.32,25.1,460150.1,27.87
583227.33,35.34,25.12,460218.57,27.89
583085.55,35.35,25.13,460598.68,27.93
583411.5,35.38,25.16,460598.68,27.94
583043.33,35.37,25.15,460598.68,27.94
582886.08,35.37,25.14,460442.14,27.94
582783.85,35.38,25.16,460442.14,27.95
582681.63,35.4,25.17,460618.95,27.98
582681.63,35.4,25.17,460666.13,27.98
582681.63,35.4,25.17,460647.96,27.98
582768.04,35.42,25.2,460531.62,27.99
582665.82,35.43,25.21,460564.2,28.01
583081.39,35.48,25.26,462059.67,28.12
583360.53,35.52,25.3,461721.15,28.11
583694.56,35.55,25.33,461721.15,28.12
583592.33,35.57,25.34,461721.15,28.14
583226.09,35.55,25.33,461748.44,28.15
583226.09,35.55,25.33,462185.03,28.17
583560.11,35.58,25.36,461881.78,28.16
583873.2,35.62,25.4,465446.07,28.4
585018.55,35.71,25.49,464989.87,28.38
584916.32,35.73,25.51,464989.87,28.4
585139.61,35.76,25.53,464989.87,28.41
585037.39,35.77,25.55,465109.79,28.44
584843.4,35.78,25.55,464264.63,28.4
584259.72,35.75,25.53,463685.47,28.38
583967.93,35.76,25.54,463251.9,28.37
583865.71,35.77,25.55,463131.99,28.38
583952.11,35.8,25.57,463132.43,28.39
583756.6,35.79,25.57,463483.63,28.42
584090.63,35.82,25.6,463271.66,28.41
583999.65,35.84,25.61,463206.15,28.42
583954.1,35.86,25.63,463973.65,28.49
584280.05,35.89,25.66,463973.65,28.5
584366.46,35.91,25.69,463973.65,28.51
584008.29,35.9,25.68,463984.3,28.52
583906.07,35.91,25.69,463978.38,28.54
583803.85,35.93,25.71,463974.7,28.55
583701.63,35.94,25.72,463973.65,28.57
583508.84,35.94,25.72,463761.99,28.56
583406.61,35.95,25.73,464238.09,28.61
583886.89,35.99,25.77,464155.55,28.61
583784.67,36.0,25.78,464487.42,28.65
583682.45,36.02,25.8,464487.42,28.66
583580.23,36.04,25.81,464487.42,28.68
583214.88,36.03,25.8,464239.52,28.68
583112.65,36.04,25.82,464239.52,28.69
583524.85,36.07,25.85,464239.52,28.7
583422.63,36.09,25.87,464378.99,28.73
583320.4,36.11,25.88,464362.46,28.74
583140.8,36.1,25.88,464309.76,28.75
583038.58,36.12,25.9,464656.55,28.78
582936.36,36.13,25.91,464547.84,28.8
583270.39,36.17,25.94,464547.84,28.8
583168.16,36.18,25.96,464547.84,28.82
583065.94,36.2,25.98,464576.82,28.84
582065.94,36.16,25.94,463576.82,28.8
581963.72,36.17,25.95,463561.6,28.81
581861.5,36.19,25.97,463803.67,28.85
581781.76,36.21,25.99,464176.33,28.89
582445.58,36.27,26.05,464759.81,28.94
582759.17,36.3,26.08,464759.81,28.95
582656.94,36.32,26.1,464759.81,28.97
582554.72,36.34,26.11,464771.23,28.99
582452.5,36.35,26.13,464770.4,29.01
581855.51,36.33,26.11,464288.43,28.99
582181.46,36.36,26.14,464277.84,29.0
581886.65,36.35,26.13,464009.52,28.99
581784.43,36.37,26.15,465061.88,29.07
581785.8,36.37,26.15,465077.23,29.07
581770.14,36.39,26.17,465124.92,29.1
582067.39,36.43,26.2,465354.88,29.12
581965.16,36.44,26.22,465354.88,29.14
581862.94,36.46,26.24,465354.88,29.16
582188.89,36.49,26.27,465409.43,29.17
582086.67,36.51,26.28,465359.29,29.19
581718.5,36.49,26.27,465355.21,29.19
581616.28,36.51,26.29,465656.84,29.23
581566.28,36.51,26.29,465606.84,29.23
581464.06,36.52,26.3,465400.42,29.23
581361.84,36.54,26.32,465335.95,29.25
581842.11,36.58,26.35,465999.19,29.29
581739.89,36.59,26.37,465999.19,29.31
581448.61,36.59,26.36,465627.84,29.3
581774.55,36.62,26.39,465627.84,29.31
581672.33,36.63,26.41,465627.84,29.32
581570.11,36.65,26.43,465658.09,29.35
581201.94,36.64,26.42,465638.38,29.35
581614.13,36.67,26.45,466125.69,29.39
581700.54,36.7,26.47,465995.24,29.4
581394.61,36.69,26.46,465741.48,29.39
581721.72,36.72,26.5,466738.06,29.46
581724.47,36.72,26.5,466747.26,29.46
582047.69,36.75,26.53,466822.33,29.48
581945.47,36.77,26.55,466822.33,29.49
581843.25,36.79,26.56,466822.33,29.51
581741.03,36.8,26.58,466822.33,29.53
581638.81,36.82,26.6,466822.36,29.55
581536.59,36.84,26.61,466822.33,29.57
581194.7,36.83,26.6,466607.04,29.56
581520.65,36.86,26.63,466607.04,29.57
581362.02,36.85,26.63,466448.63,29.57
580993.85,36.84,26.62,466560.13,29.58
580891.63,36.85,26.63,466448.63,29.59
580789.41,36.87,26.65,466508.63,29.62
580687.19,36.89,26.67,466508.63,29.64
580584.97,36.91,26.68,466508.63,29.65
580482.75,36.92,26.7,466508.63,29.67
580380.52,36.94,26.72,466624.59,29.7
580603.81,36.97,26.75,466637.9,29.71
580501.59,36.99,26.76,466515.87,29.72
580410.61,37.0,26.78,466980.12,29.77
580297.15,37.02,26.8,466808.38,29.78
580194.93,37.04,26.82,466808.38,29.8
580092.71,37.05,26.83,466808.38,29.82
579990.49,37.07,26.85,467030.34,29.85
580304.07,37.1,26.88,466808.69,29.85
580390.47,37.13,26.91,466808.38,29.86
580716.42,37.16,26.94,467816.46,29.94
580802.83,37.19,26.96,467748.92,29.95
580526.04,37.18,26.96,467212.9,29.92
580332.44,37.19,26.97,467676.21,29.97
580230.22,37.21,26.99,467676.21,29.99
580316.62,37.23,27.01,467676.21,30.01
580214.4,37.25,27.03,467676.21,30.03
580112.18,37.27,27.05,467708.54,30.05
580009.96,37.29,27.06,467677.36,30.06
579907.74,37.3,27.08,467676.21,30.08
579994.14,37.33,27.11,467676.9,30.1
579891.92,37.35,27.12,468053.76,30.14
579789.7,37.36,27.14,468053.76,30.16
579687.48,37.38,27.16,468053.76,30.18
579466.27,37.37,27.15,467860.8,30.17
579364.05,37.39,27.17,467863.95,30.19
579068.54,37.38,27.16,467594.2,30.18
579154.95,37.4,27.18,467592.09,30.2
579052.73,37.42,27.2,467592.08,30.22
578950.51,37.44,27.22,467813.66,30.25
579036.91,37.46,27.24,468008.36,30.28
578934.69,37.48,27.26,467929.46,30.29
578832.47,37.5,27.28,467929.46,30.31
578730.25,37.52,27.29,467929.46,30.33
578628.03,37.53,27.31,467929.46,30.35
578525.81,37.55,27.33,468002.47,30.38
578423.59,37.57,27.35,467957.44,30.39
578749.53,37.6,27.38,468001.9,30.41
578463.73,37.59,27.37,467699.96,30.39
578326.77,37.59,27.37,468268.89,30.43
578315.94,37.61,27.39,468182.4,30.45
578569.42,37.64,27.42,468393.9,30.47
578655.82,37.67,27.44,468393.9,30.49
578742.23,37.69,27.47,468393.9,30.5
579068.18,37.72,27.5,468393.9,30.51
579154.58,37.75,27.53,468406.27,30.53
579052.36,37.77,27.55,468405.79,30.55
578950.14,37.79,27.56,468393.9,30.57
578950.14,37.79,27.56,468419.12,30.57
578952.89,37.79,27.56,468421.57,30.57
579266.47,37.82,27.6,469594.85,30.66
579164.25,37.84,27.62,469740.12,30.69
579440.87,37.87,27.65,469740.12,30.7
579440.87,37.87,27.65,469740.12,30.7
579338.65,37.89,27.67,469740.12,30.72
579425.05,37.91,27.69,469740.12,30.74
579511.46,37.94,27.72,469740.12,30.75
579143.29,37.93,27.71,469340.02,30.74
579147.62,37.93,27.71,469483.23,30.75
579045.4,37.95,27.72,469483.23,30.77
578943.18,37.96,27.74,469483.23,30.79
578840.96,37.98,27.76,469483.23,30.81
578927.37,38.01,27.79,470353.65,30.88
578825.15,38.03,27.8,470400.05,30.9
578827.89,38.03,27.8,470441.64,30.91
578725.67,38.04,27.82,470441.64,30.93
578623.45,38.06,27.84,470495.63,30.95
578374.92,38.05,27.83,470214.6,30.94
578272.7,38.07,27.85,470208.49,30.96
578272.7,38.07,27.85,470208.49,30.96
578598.65,38.11,27.88,470186.86,30.97
578230.48,38.09,27.87,471228.03,31.04
578230.48,38.09,27.87,471228.03,31.04
578335.91,38.13,27.9,471323.15,31.07
579923.81,38.23,28.01,472220.61,31.13
579821.59,38.25,28.03,472220.61,31.15
579719.37,38.27,28.05,472220.61,31.17
579720.74,38.27,28.05,472221.98,31.17
579618.52,38.29,28.06,472226.01,31.19
579704.93,38.31,28.09,472224.82,31.21
580018.51,38.35,28.12,472221.99,31.22
579916.29,38.37,28.14,472590.54,31.27
579098.52,38.52,28.29,472590.54,31.43
578996.3,38.53,28.31,472516.3,31.45
579082.71,38.56,28.34,472904.06,31.49
579169.11,38.59,28.37,472904.06,31.51
579066.89,38.61,28.38,472904.06,31.53
579069.64,38.61,28.38,472914.71,31.53
578967.42,38.63,28.4,472964.54,31.55
578967.42,38.63,28.4,473085.03,31.56
579053.82,38.65,28.43,473052.55,31.58
579387.85,38.69,28.46,473035.69,31.58
579474.25,38.71,28.49,473494.47,31.63
579372.03,38.73,28.51,473699.93,31.67
579269.81,38.75,28.53,473850.25,31.7
579493.1,38.78,28.56,473850.25,31.71
579579.51,38.81,28.59,473850.25,31.73
579665.91,38.84,28.61,473850.25,31.75
579942.53,38.87,28.65,473855.99,31.76
579586.28,38.86,28.64,473688.19,31.76
579300.48,38.85,28.63,473383.27,31.74
579303.23,38.85,28.63,473384.44,31.74
579201.01,38.87,28.64,473382.1,31.77
579004.99,38.86,28.64,473170.44,31.76
578902.77,38.88,28.66,473167.04,31.78
578800.55,38.9,28.68,474243.05,31.87
578698.33,38.92,28.7,474245.79,31.89
578596.11,38.94,28.71,474245.79,31.91
578682.51,38.96,28.74,474245.79,31.93
578580.29,38.98,28.76,474246.84,31.95
578478.07,39.0,28.78,474245.8,31.98
578375.85,39.02,28.8,474338.06,32.0
578462.25,39.05,28.83,474353.18,32.02
578360.03,39.07,28.85,474325.43,32.04
578257.81,39.09,28.87,474624.28,32.08
578257.81,39.09,28.87,474622.34,32.08
578155.59,39.11,28.89,474622.34,32.1
578053.37,39.13,28.91,474622.34,32.13
577951.15,39.15,28.92,474633.48,32.15
577951.15,39.15,28.92,474588.73,32.15
577848.93,39.17,28.94,474580.1,32.17
577746.71,39.19,28.96,474578.3,32.19
577746.71,39.19,28.96,474578.26,32.19
577666.96,39.21,28.99,475163.95,32.25
578556.45,39.27,29.05,475975.66,32.31
578454.23,39.29,29.07,475975.66,32.33
578780.18,39.32,29.1,475975.66,32.34
578677.95,39.34,29.12,475975.66,32.36
578764.36,39.37,29.15,476046.12,32.38
578764.36,39.37,29.15,475981.14,32.38
578850.77,39.4,29.18,475994.42,32.4
578884.48,39.4,29.18,477758.4,32.52
578506.31,39.39,29.16,477893.59,32.54
579014.28,39.43,29.21,477574.71,32.53
579495.67,39.49,29.27,477763.38,32.56
579393.45,39.51,29.29,477763.38,32.58
579393.45,39.51,29.29,477763.38,32.58
578796.46,39.49,29.27,477135.66,32.56
578694.24,39.51,29.29,477135.66,32.58
578488.73,39.51,29.28,476989.62,32.57
578814.68,39.54,29.32,477057.25,32.59
578446.51,39.53,29.31,477027.05,32.6
578107.67,39.52,29.29,476675.2,32.58
578005.45,39.54,29.31,476675.42,32.6
577903.22,39.56,29.33,476725.38,32.63
577983.77,39.59,29.37,477772.79,32.72
578876.66,39.66,29.44,477931.7,32.74
578774.44,39.68,29.46,477931.7,32.77
578672.22,39.7,29.48,477931.7,32.79
578570.0,39.72,29.5,478037.77,32.82
578467.78,39.74,29.52,477947.95,32.83
578365.56,39.76,29.54,478021.12,32.86
578354.05,39.79,29.56,478782.5,32.94
578847.44,39.83,29.6,478639.19,32.93
578828.89,39.85,29.63,478701.7,32.96
578228.79,39.84,29.62,478147.76,32.94
578126.57,39.86,29.64,478147.76,32.97
578024.35,39.88,29.66,478147.76,32.99
578350.3,39.91,29.69,478147.76,33.0
578240.3,39.91,29.69,478037.76,32.99
578326.71,39.94,29.72,478047.35,33.01
578326.71,39.94,29.72,478047.35,33.01
578224.48,39.96,29.74,478040.9,33.04
577856.32,39.95,29.72,478037.76,33.05
577754.09,39.97,29.75,478424.92,33.1
577663.11,39.99,29.77,478281.65,33.11
577549.65,40.01,29.79,478285.79,33.13
577447.43,40.03,29.81,478285.79,33.16
577345.21,40.05,29.83,478285.79,33.18
577671.16,40.09,29.86,478296.34,33.19
577568.94,40.11,29.88,478290.19,33.21
577466.72,40.13,29.9,478292.3,33.24
577466.72,40.13,29.9,478292.46,33.24
577364.5,40.15,29.93,478286.0,33.26
577450.9,40.18,29.95,478805.39,33.31
577313.94,40.17,29.95,478368.69,33.29
577211.72,40.19,29.97,478765.36,33.34
577298.13,40.22,30.0,478765.36,33.36
577080.98,40.21,29.99,478545.94,33.35
576978.76,40.23,30.01,478545.94,33.37
577202.05,40.27,30.05,478545.94,33.39
577528.0,40.3,30.08,478622.57,33.4
577614.4,40.33,30.11,478574.85,33.42
577614.4,40.33,30.11,478574.85,33.42
577837.69,40.37,30.15,478560.67,33.43
577780.83,40.39,30.17,480225.09,33.57
577698.14,40.41,30.19,480114.75,33.59
578024.09,40.45,30.23,480114.75,33.6
578247.38,40.48,30.26,480114.75,33.61
578333.78,40.51,30.29,480126.33,33.63
578231.56,40.53,30.31,480120.87,33.66
578129.34,40.56,30.33,480124.41,33.68
577918.13,40.55,30.33,479893.19,33.67
577815.91,40.57,30.35,480610.85,33.74
577625.7,40.56,30.34,480443.89,33.74
579548.95,40.7,30.47,482786.58,33.9
579446.73,40.72,30.5,482786.58,33.93
579533.13,40.75,30.52,482786.58,33.94
579859.08,40.78,30.56,482791.17,33.96
579756.86,40.8,30.58,482788.1,33.98
579388.69,40.79,30.57,482786.88,33.99
579388.69,40.79,30.57,484125.92,34.09
579257.36,40.79,30.57,483947.11,34.08
579616.72,40.83,30.61,484203.72,34.11
579586.62,40.84,30.62,483126.3,34.04
580273.51,40.91,30.69,484748.72,34.18
580171.28,40.93,30.71,484748.72,34.2
580069.06,40.95,30.73,484748.72,34.22
579810.81,40.96,30.74,484115.94,34.2
579708.59,40.98,30.76,484120.91,34.22
579233.18,40.97,30.75,483552.73,34.2
579130.96,40.99,30.77,483565.68,34.23
579028.74,41.01,30.79,483557.91,34.25
579440.93,41.05,30.83,483905.02,34.28
579135.0,41.04,30.82,483805.28,34.29
579044.02,41.07,30.84,483599.18,34.3
578394.02,41.04,30.82,482949.18,34.27
578291.8,41.06,30.84,482949.18,34.29
578366.97,41.09,30.87,483296.25,34.34
578366.97,41.09,30.87,483315.93,34.34
578779.16,41.13,30.91,483315.93,34.35
578676.94,41.15,30.93,483373.66,34.37
578676.94,41.15,30.93,483300.62,34.37
578371.01,41.14,30.92,483272.17,34.38
578696.96,41.18,30.96,483242.89,34.39
578477.27,41.17,30.95,483901.69,34.44
578889.46,41.21,30.99,483515.34,34.42
578809.72,41.24,31.01,483366.49,34.44
578919.0,41.27,31.05,484585.0,34.54
578878.51,41.29,31.07,484452.02,34.56
578776.29,41.32,31.09,484452.02,34.58
578862.7,41.35,31.12,484452.02,34.6
578949.1,41.38,31.15,484452.02,34.62
578846.88,41.4,31.18,484472.88,34.65
578744.66,41.42,31.2,484462.53,34.67
578642.44,41.44,31.22,484452.02,34.7
578968.39,41.48,31.26,485124.22,34.76
578866.17,41.5,31.28,485142.5,34.78
578952.57,41.53,31.31,485142.5,34.8
578850.35,41.56,31.33,485142.5,34.83
578492.18,41.54,31.32,484900.44,34.82
578389.96,41.57,31.34,484911.04,34.85
578715.91,41.6,31.38,484901.63,34.86
578802.32,41.63,31.41,484900.44,34.88
578700.1,41.66,31.43,484904.22,34.91
578786.5,41.69,31.47,485717.68,34.98
578529.41,41.68,31.46,485478.55,34.98
578427.19,41.7,31.48,485614.92,35.01
578513.6,41.73,31.51,485614.92,35.03
578827.18,41.77,31.55,485614.92,35.04
578827.18,41.77,31.55,485613.25,35.04
578724.96,41.79,31.57,485619.24,35.07
578811.36,41.82,31.6,485615.95,35.09
579034.65,41.86,31.64,485616.68,35.11
579040.14,41.86,31.64,485699.86,35.11
579126.55,41.89,31.67,485696.43,35.13
579024.33,41.91,31.69,486954.86,35.25
579025.7,41.91,31.69,486959.46,35.25
578657.53,41.9,31.68,486584.93,35.24
578880.82,41.94,31.72,486877.65,35.27
578778.6,41.96,31.74,486877.65,35.3
579104.54,42.0,31.78,486877.65,35.31
579002.32,42.02,31.8,486877.65,35.34
579089.62,42.03,31.81,487046.5,35.35
578987.4,42.05,31.83,487056.55,35.37
578885.18,42.07,31.85,487046.5,35.4
578665.49,42.07,31.85,487388.11,35.43
579077.69,42.11,31.89,487194.1,35.43
578920.56,42.11,31.88,488207.94,35.51
579277.93,42.16,31.94,488222.48,35.54
579175.71,42.19,31.96,488222.48,35.56
579073.49,42.21,31.99,488222.48,35.59
578971.27,42.23,32.01,488263.18,35.62
578815.39,42.23,32.0,488104.33,35.61
578713.17,42.25,32.03,488109.28,35.64
578685.58,42.26,32.04,488033.3,35.64
578771.99,42.29,32.07,487998.65,35.66
578858.39,42.33,32.1,487987.66,35.68
578756.17,42.35,32.13,488476.26,35.74
579168.36,42.39,32.17,488737.01,35.77
578862.44,42.38,32.16,488575.93,35.77
578948.84,42.41,32.19,488575.93,35.79
579274.79,42.45,32.23,488575.93,35.8
579172.57,42.47,32.25,488591.57,35.83
578952.88,42.47,32.25,488575.93,35.84
579266.46,42.51,32.29,488575.93,35.85
579164.24,42.53,32.31,488749.2,35.89
579062.02,42.56,32.33,488689.28,35.91
578959.8,42.58,32.36,488628.9,35.94
578857.58,42.6,32.38,489401.64,36.02
578571.78,42.59,32.37,489093.09,36.01
578469.56,42.62,32.39,489093.09,36.03
578367.33,42.64,32.42,489093.09,36.06
578265.11,42.66,32.44,489093.09,36.09
578745.39,42.71,32.49,489248.62,36.1
578643.17,42.73,32.51,489209.93,36.13
578540.95,42.76,32.53,489094.77,36.14
578449.97,42.78,32.56,489734.95,36.22
578212.87,42.78,32.56,489504.24,36.21
578045.22,42.8,32.57,489384.3,36.23
578371.17,42.84,32.61,489384.3,36.25
578268.95,42.86,32.64,489384.3,36.27
578166.72,42.88,32.66,489392.52,36.3
578253.13,42.92,32.69,489388.12,36.32
578150.91,42.94,32.72,489384.42,36.35
578048.69,42.96,32.74,489384.3,36.37
577946.47,42.99,32.77,489403.82,36.4
577787.84,42.98,32.76,489243.26,36.4
577791.96,42.98,32.76,489294.18,36.4
577435.03,42.97,32.75,489714.51,36.44
577749.74,43.01,32.79,489891.54,36.47
577391.57,43.0,32.78,489593.5,36.46
577289.35,43.02,32.8,489593.5,36.49
577289.35,43.02,32.8,489593.5,36.49
577607.22,43.06,32.84,489594.16,36.5
577693.62,43.09,32.87,489593.5,36.52
577780.03,43.13,32.9,489593.5,36.54
577409.94,43.11,32.89,489593.5,36.56
577822.13,43.15,32.93,489659.17,36.57
577719.91,43.18,32.96,489679.41,36.6
577617.69,43.2,32.98,489593.5,36.62
577704.09,43.24,33.01,490735.14,36.73
577398.16,43.23,33.01,490383.27,36.71
577295.94,43.25,33.03,490383.27,36.74
577708.13,43.3,33.07,490383.27,36.75
577605.91,43.32,33.1,490402.33,36.78
577308.65,43.31,33.09,490383.27,36.79
577395.05,43.35,33.12,490383.31,36.81
577395.05,43.35,33.12,490422.35,36.82
577721.0,43.39,33.16,490627.22,36.84
577618.78,43.41,33.19,490638.93,36.87
577514.27,43.41,33.18,490530.09,36.87
577423.29,43.43,33.21,490390.82,36.89
577367.98,43.46,33.24,491227.74,36.98
577265.76,43.49,33.26,491227.74,37.0
577591.7,43.53,33.3,491227.74,37.02
577489.48,43.55,33.33,491227.74,37.04
577387.26,43.58,33.35,491304.61,37.08
577285.04,43.6,33.38,491279.69,37.1
577205.3,43.63,33.41,491328.62,37.14
576987.78,43.63,33.4,492130.44,37.21
577971.12,43.71,33.49,492791.85,37.27
577326.02,43.69,33.47,491999.33,37.24
577053.93,43.68,33.46,491705.05,37.22
576733.93,43.67,33.45,491385.05,37.21
576733.93,43.67,33.45,491385.05,37.21
576631.71,43.69,33.47,491385.05,37.23
576529.49,43.72,33.5,491385.05,37.26
576529.49,43.72,33.5,491382.52,37.26
576427.27,43.75,33.52,491410.12,37.29
576430.01,43.75,33.52,491420.05,37.29
576327.79,43.77,33.55,491450.3,37.32
576225.57,43.8,33.57,491480.1,37.36
575959.76,43.79,33.56,491218.51,37.34
575141.99,43.99,33.77,491218.51,37.57
575062.25,44.02,33.8,491210.61,37.6
575002.98,44.05,33.83,491431.89,37.65
575185.33,44.08,33.86,491480.87,37.67
575083.11,44.11,33.89,491487.25,37.7
574980.89,44.14,33.91,491486.94,37.73
574878.66,44.16,33.94,491485.85,37.76
574581.16,44.15,33.93,491181.96,37.74
575061.43,44.2,33.97,491202.5,37.75
574959.21,44.22,34.0,491207.05,37.78
574963.47,44.22,34.0,491224.49,37.78
574963.47,44.22,34.0,491224.49,37.78
574861.25,44.25,34.03,491213.65,37.81
574759.03,44.27,34.05,491245.09,37.84
574656.81,44.3,34.08,491850.16,37.92
574336.81,44.29,34.06,491530.16,37.9
574234.59,44.31,34.09,491530.16,37.93
574132.37,44.34,34.12,491530.16,37.96
574218.78,44.37,34.15,491530.16,37.98
574116.55,44.4,34.18,491535.81,38.01
574014.33,44.43,34.2,491530.16,38.04
573912.11,44.45,34.23,491769.84,38.09
573998.52,44.49,34.27,491944.78,38.13
573896.3,44.51,34.29,491879.45,38.15
573794.08,44.54,34.32,491879.45,38.18
573880.48,44.58,34.35,491879.45,38.21
573966.89,44.61,34.39,491879.45,38.23
573864.67,44.64,34.42,491995.39,38.27
573951.07,44.67,34.45,491911.7,38.29
573848.85,44.7,34.48,491954.96,38.32
573746.63,44.73,34.5,491924.4,38.35
573465.05,44.72,34.5,491564.31,38.33
573877.24,44.76,34.54,492631.83,38.43
573571.31,44.76,34.53,492280.46,38.41
573983.51,44.8,34.58,492280.46,38.42
573881.28,44.83,34.6,492280.46,38.45
573881.28,44.83,34.6,492280.46,38.45
573779.06,44.85,34.63,492287.76,38.48
573676.84,44.88,34.66,492284.39,38.51
573676.84,44.88,34.66,492284.39,38.51
573574.62,44.91,34.69,492280.54,38.54
573472.4,44.93,34.71,492280.46,38.57
573166.47,44.93,34.71,492851.47,38.63
573155.63,44.96,34.74,492768.75,38.66
572963.55,44.98,34.76,492490.46,38.66
