ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_aa9a-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_milli,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_aa9a-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_ratio,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_aa9a-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_q124,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_aa9a-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_milli,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_aa9a-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_ratio
676100.74,16.23,6.01,277147.71,6.65
676187.15,16.24,6.01,277147.71,6.66
675828.98,16.23,6.01,277045.04,6.65
676052.27,16.24,6.02,277045.04,6.65
675950.05,16.24,6.02,277706.01,6.67
675794.09,16.24,6.01,277550.93,6.67
675796.84,16.24,6.01,277577.92,6.67
675694.62,16.24,6.02,277571.15,6.67
675541.48,16.23,6.01,277418.01,6.67
675439.26,16.24,6.01,277418.01,6.67
675337.04,16.24,6.02,277418.01,6.67
675234.82,16.24,6.02,277440.05,6.67
675321.22,16.24,6.02,277424.96,6.67
675219.0,16.25,6.02,277422.4,6.67
675116.78,16.25,6.03,277623.11,6.68
675014.56,16.25,6.03,277469.03,6.68
674912.34,16.25,6.03,277605.51,6.68
674998.74,16.26,6.03,277605.51,6.69
674896.52,16.26,6.03,277605.51,6.69
674982.93,16.26,6.04,277605.51,6.69
675308.88,16.27,6.05,277608.73,6.69
675206.66,16.27,6.05,277616.73,6.69
675104.44,16.27,6.05,277605.53,6.69
674808.93,16.27,6.05,277307.08,6.69
674440.76,16.26,6.04,277802.18,6.7
674338.54,16.26,6.04,277816.54,6.7
674424.94,16.27,6.05,277886.15,6.7
674322.72,16.27,6.05,277886.15,6.7
674409.13,16.28,6.05,277886.15,6.71
674413.25,16.28,6.05,277937.06,6.71
674311.03,16.28,6.05,277937.06,6.71
674397.43,16.28,6.06,277945.21,6.71
674723.38,16.29,6.07,277940.87,6.71
674946.67,16.3,6.08,277937.06,6.71
674578.5,16.29,6.07,278509.4,6.73
674476.28,16.29,6.07,278396.9,6.73
674374.06,16.3,6.07,278707.4,6.73
674271.84,16.3,6.08,278707.4,6.74
674597.78,16.31,6.08,278707.4,6.74
674684.19,16.31,6.09,278718.62,6.74
674770.6,16.32,6.1,278711.0,6.74
674402.43,16.31,6.09,278707.48,6.74
674109.66,16.3,6.08,278407.14,6.73
674007.44,16.31,6.08,278407.06,6.74
673905.22,16.31,6.09,278834.43,6.75
673709.71,16.3,6.08,278683.09,6.74
673607.49,16.31,6.08,278744.87,6.75
673830.78,16.31,6.09,278932.31,6.75
673728.56,16.31,6.09,278932.31,6.75
673729.93,16.31,6.09,278934.81,6.75
673627.71,16.32,6.09,278934.81,6.76
673525.49,16.32,6.1,279191.01,6.76
673319.98,16.31,6.09,279073.13,6.76
673406.39,16.32,6.1,279065.57,6.76
673732.34,16.33,6.11,278956.81,6.76
673364.17,16.32,6.1,278909.99,6.76
673352.66,16.33,6.1,279892.36,6.79
673727.02,16.34,6.12,279789.39,6.79
674139.22,16.35,6.13,279789.39,6.79
674036.99,16.35,6.13,279789.39,6.79
673934.77,16.35,6.13,279808.71,6.79
673456.63,16.34,6.12,279276.24,6.78
673277.02,16.34,6.12,279261.33,6.78
673174.8,16.34,6.12,279256.93,6.78
673072.58,16.34,6.12,279576.11,6.79
672867.77,16.34,6.12,279405.42,6.79
673279.96,16.35,6.13,279337.39,6.78
673177.74,16.35,6.13,279886.37,6.8
673177.74,16.35,6.13,279915.92,6.8
673075.52,16.35,6.13,279839.63,6.8
672973.3,16.36,6.13,279839.63,6.8
672488.89,16.35,6.12,279446.48,6.79
672901.08,16.36,6.14,279446.48,6.79
672798.86,16.36,6.14,279541.91,6.8
672696.64,16.36,6.14,279604.08,6.8
672594.42,16.36,6.14,279648.69,6.8
672297.15,16.36,6.13,280616.92,6.83
672377.69,16.36,6.14,280734.18,6.83
672988.89,16.38,6.16,280778.56,6.83
672886.66,16.38,6.16,280778.56,6.84
672241.12,16.37,6.15,280016.48,6.82
672327.52,16.38,6.15,280016.48,6.82
671509.76,16.39,6.17,280016.48,6.83
671407.54,16.39,6.17,280016.48,6.84
671305.31,16.39,6.17,280069.49,6.84
671699.66,16.4,6.18,280017.4,6.84
671597.44,16.4,6.18,280016.48,6.84
671140.87,16.39,6.17,280311.3,6.85
671140.87,16.39,6.17,280311.3,6.85
671227.28,16.4,6.18,280462.77,6.85
671125.06,16.4,6.18,280402.54,6.85
671022.84,16.4,6.18,280402.54,6.85
671109.24,16.41,6.19,280402.54,6.86
671195.65,16.41,6.19,280402.54,6.86
671093.43,16.41,6.19,280412.78,6.86
671179.83,16.42,6.2,280403.92,6.86
671403.12,16.43,6.21,280402.54,6.86
671300.9,16.43,6.21,281241.26,6.88
671346.26,16.43,6.21,281160.92,6.88
671346.26,16.43,6.21,281112.24,6.88
671349.0,16.43,6.21,281168.05,6.88
671204.8,16.43,6.21,281274.17,6.89
671102.58,16.43,6.21,281274.17,6.89
671000.35,16.43,6.21,281274.17,6.89
670898.13,16.44,6.21,281284.05,6.89
670795.91,16.44,6.22,281274.17,6.89
670693.69,16.44,6.22,281274.17,6.89
670696.44,16.44,6.22,281275.46,6.89
671022.39,16.45,6.23,281537.55,6.9
670664.22,16.44,6.22,281288.18,6.9
670664.22,16.44,6.22,281320.96,6.9
670561.99,16.44,6.22,281543.19,6.9
670974.19,16.46,6.23,281820.41,6.91
670489.77,16.45,6.22,281408.23,6.9
670387.55,16.45,6.23,281408.23,6.9
670713.5,16.46,6.24,281408.23,6.9
670611.28,16.46,6.24,281429.77,6.91
670416.52,16.45,6.23,281265.28,6.9
670639.81,16.46,6.24,281267.53,6.9
670344.3,16.46,6.23,281243.77,6.9
670242.08,16.46,6.24,281532.12,6.91
670139.86,16.46,6.24,281328.16,6.91
670037.63,16.46,6.24,281688.51,6.92
669714.82,16.46,6.23,281459.64,6.92
669755.87,16.46,6.24,281507.11,6.92
669653.65,16.46,6.24,281507.11,6.92
669551.43,16.46,6.24,281507.11,6.92
669449.21,16.46,6.24,281642.77,6.93
669775.16,16.47,6.25,281552.83,6.93
669406.99,16.47,6.25,281520.15,6.93
669338.48,16.47,6.25,282842.6,6.96
670337.14,16.5,6.28,283153.16,6.97
670234.92,16.5,6.28,283153.16,6.97
670132.7,16.5,6.28,283153.16,6.97
670030.48,16.5,6.28,283153.16,6.97
669668.43,16.5,6.28,282490.86,6.96
669071.44,16.49,6.26,281947.11,6.95
669483.63,16.5,6.28,282041.26,6.95
669381.41,16.5,6.28,282067.33,6.95
669279.19,16.5,6.28,282057.34,6.95
669605.14,16.51,6.29,282057.34,6.95
669502.92,16.51,6.29,282477.4,6.97
669502.92,16.51,6.29,282477.4,6.97
669395.66,16.51,6.29,282368.56,6.96
669482.07,16.52,6.29,282546.76,6.97
669379.85,16.52,6.29,282546.76,6.97
669466.25,16.52,6.3,282546.76,6.97
669364.03,16.52,6.3,282576.51,6.98
668546.26,16.54,6.31,282576.51,6.99
668444.04,16.54,6.32,282554.29,6.99
668530.45,16.54,6.32,282559.0,6.99
668428.23,16.54,6.32,282701.4,7.0
668326.01,16.55,6.32,283354.9,7.02
667957.84,16.54,6.32,282951.2,7.01
667855.62,16.54,6.32,282951.2,7.01
667855.62,16.54,6.32,282951.2,7.01
667753.4,16.54,6.32,282951.2,7.01
667651.17,16.54,6.32,283061.21,7.01
667548.95,16.55,6.32,282951.22,7.01
667446.73,16.55,6.32,282951.91,7.01
667022.32,16.54,6.32,282521.22,7.01
666920.1,16.54,6.32,282712.51,7.01
666817.88,16.54,6.32,282549.14,7.01
667131.46,16.55,6.33,282944.63,7.02
667131.46,16.55,6.33,282944.63,7.02
667217.86,16.56,6.34,282944.63,7.02
667115.64,16.56,6.34,282944.63,7.02
667202.05,16.56,6.34,282944.63,7.02
667204.8,16.56,6.34,282953.83,7.02
667428.08,16.57,6.35,282971.42,7.03
667325.86,16.57,6.35,282968.96,7.03
667223.64,16.58,6.35,282953.83,7.03
667446.93,16.58,6.36,284014.34,7.06
667351.45,16.59,6.36,283968.66,7.06
667249.23,16.59,6.37,283968.66,7.06
667050.57,16.58,6.36,283745.49,7.05
667364.15,16.59,6.37,283745.49,7.06
667261.93,16.6,6.37,283753.05,7.06
667159.71,16.6,6.37,283745.56,7.06
667057.49,16.6,6.38,283745.53,7.06
666955.27,16.6,6.38,284045.13,7.07
666569.59,16.59,6.37,283659.45,7.06
666467.36,16.59,6.37,283361.91,7.06
666242.35,16.59,6.37,283157.08,7.05
666140.13,16.59,6.37,283578.35,7.06
666474.16,16.6,6.38,283578.35,7.06
666371.93,16.6,6.38,283578.35,7.07
666005.69,16.6,6.37,283605.64,7.07
665903.47,16.6,6.38,283601.78,7.07
666229.41,16.61,6.39,283578.35,7.07
666127.19,16.61,6.39,285047.69,7.11
666558.13,16.62,6.4,285384.49,7.12
666731.75,16.63,6.41,284633.71,7.1
666629.53,16.63,6.41,284633.71,7.1
666527.31,16.63,6.41,284633.71,7.1
665527.31,16.61,6.39,283633.71,7.08
665191.74,16.61,6.39,283692.63,7.08
665278.15,16.61,6.39,283692.63,7.08
665175.93,16.62,6.39,283708.28,7.09
665073.71,16.62,6.39,283854.88,7.09
665160.11,16.62,6.4,283692.63,7.09
665057.89,16.62,6.4,283767.47,7.09
664955.67,16.63,6.4,284070.58,7.1
664955.67,16.63,6.4,284086.77,7.1
664757.01,16.62,6.4,283864.35,7.1
665082.96,16.63,6.41,283864.35,7.1
665169.37,16.64,6.42,283864.35,7.1
665255.78,16.64,6.42,283867.45,7.1
665153.55,16.64,6.42,283867.08,7.1
665051.33,16.65,6.42,283868.94,7.11
664949.11,16.65,6.43,283865.03,7.11
664846.89,16.65,6.43,284605.91,7.13
664744.67,16.65,6.43,284665.22,7.13
664642.45,16.65,6.43,284665.22,7.13
664422.76,16.65,6.43,284453.17,7.13
664422.76,16.65,6.43,284487.47,7.13
664748.71,16.66,6.44,284487.47,7.13
664646.49,16.66,6.44,284487.47,7.13
664732.9,16.67,6.44,284544.67,7.13
664630.68,16.67,6.44,284509.08,7.13
664528.45,16.67,6.45,284487.47,7.14
664614.86,16.67,6.45,284487.47,7.14
664701.27,16.68,6.46,285482.59,7.16
664787.67,16.69,6.46,285482.59,7.17
664483.85,16.68,6.46,285138.31,7.16
664570.25,16.68,6.46,285138.31,7.16
664468.03,16.69,6.46,285138.31,7.16
664468.03,16.69,6.46,285138.31,7.16
664365.81,16.69,6.47,285155.39,7.16
664263.59,16.69,6.47,285157.8,7.16
664161.37,16.69,6.47,285138.31,7.17
664384.66,16.7,6.48,285927.5,7.19
664276.03,16.7,6.48,285818.87,7.18
664173.81,16.7,6.48,285720.27,7.18
663954.12,16.69,6.47,285442.12,7.18
663851.9,16.7,6.47,285442.12,7.18
663749.68,16.7,6.48,285442.12,7.18
663749.68,16.7,6.48,285441.42,7.18
663647.46,16.7,6.48,285441.42,7.18
663545.24,16.7,6.48,285545.73,7.19
663858.82,16.71,6.49,285441.42,7.19
663756.6,16.71,6.49,285441.42,7.19
663654.38,16.71,6.49,285951.28,7.2
663552.16,16.72,6.49,285824.11,7.2
663449.93,16.72,6.5,285824.11,7.2
663347.71,16.72,6.5,285824.11,7.2
663245.49,16.72,6.5,285835.38,7.21
663571.44,16.73,6.51,285828.29,7.21
663657.85,16.74,6.52,285824.98,7.21
663555.63,16.74,6.52,285824.11,7.21
663642.03,16.74,6.52,286472.46,7.23
663273.86,16.74,6.52,286166.45,7.22
663857.22,16.75,6.53,286811.34,7.24
663755.0,16.75,6.53,286811.34,7.24
663522.17,16.75,6.53,286714.11,7.24
663848.11,16.76,6.54,286714.11,7.24
663745.89,16.76,6.54,286714.11,7.24
663832.3,16.77,6.55,286771.31,7.24
663464.13,16.76,6.54,286774.58,7.24
663790.08,16.77,6.55,286748.36,7.24
666586.62,16.84,6.62,290494.11,7.34
666484.4,16.84,6.62,290494.11,7.34
666326.93,16.84,6.62,290336.64,7.34
666652.88,16.85,6.63,290336.64,7.34
666317.07,16.84,6.62,290033.95,7.33
666593.69,16.85,6.63,290059.65,7.33
666680.1,16.86,6.64,290043.02,7.33
666577.88,16.86,6.64,290148.61,7.34
666664.29,16.87,6.64,290239.1,7.34
666562.06,16.87,6.64,290189.27,7.34
666562.06,16.87,6.64,290205.46,7.34
666459.84,16.87,6.65,291251.9,7.37
666091.67,16.86,6.64,290821.1,7.36
665989.45,16.86,6.64,290821.1,7.36
666075.86,16.87,6.65,290821.1,7.37
665973.64,16.87,6.65,290821.1,7.37
665871.42,16.87,6.65,290872.05,7.37
665769.2,16.87,6.65,290862.65,7.37
664951.43,16.89,6.66,290862.65,7.39
664849.21,16.89,6.67,290828.86,7.39
664792.34,16.89,6.67,291263.16,7.4
664644.76,16.89,6.67,291009.73,7.4
664970.71,16.9,6.68,291009.73,7.4
664868.49,16.9,6.68,291009.73,7.4
664572.98,16.9,6.68,290719.21,7.39
664204.81,16.89,6.67,290774.17,7.39
664102.59,16.89,6.67,290728.36,7.4
664428.54,16.9,6.68,290719.78,7.4
664326.32,16.9,6.68,290989.14,7.4
664412.73,16.91,6.69,290920.43,7.4
664310.51,16.91,6.69,291003.73,7.41
664208.28,16.91,6.69,291420.34,7.42
664294.69,16.92,6.7,291420.34,7.42
664192.47,16.92,6.7,291420.34,7.42
663906.37,16.91,6.69,291179.38,7.42
663538.2,16.91,6.69,290786.01,7.41
663624.61,16.91,6.69,290786.01,7.41
663522.39,16.92,6.69,290812.47,7.41
663608.8,16.92,6.7,290801.29,7.41
664003.14,16.93,6.71,290786.01,7.42
663786.0,16.93,6.71,290568.87,7.41
663786.0,16.93,6.71,290630.54,7.41
663683.77,16.93,6.71,290630.54,7.41
663581.55,16.93,6.71,291701.72,7.44
663243.83,16.92,6.7,291325.16,7.43
663520.45,16.93,6.71,291325.16,7.44
663418.23,16.94,6.71,291325.16,7.44
663830.42,16.95,6.73,291325.16,7.44
663728.2,16.95,6.73,291325.16,7.44
663625.98,16.95,6.73,291329.29,7.44
663523.76,16.95,6.73,291325.16,7.44
663421.54,16.95,6.73,291578.46,7.45
663319.32,16.96,6.73,291668.83,7.46
663217.1,16.96,6.74,291789.53,7.46
663012.65,16.96,6.74,291789.99,7.46
663099.06,16.97,6.75,291790.25,7.47
663104.7,16.97,6.75,291791.61,7.47
662798.77,16.96,6.74,291535.72,7.46
662885.17,16.97,6.75,291535.0,7.46
662971.58,16.97,6.75,291590.7,7.47
662869.36,16.97,6.75,291538.14,7.47
662767.14,16.98,6.75,292174.73,7.48
663093.09,16.99,6.76,292451.34,7.49
662275.32,17.0,6.78,292451.34,7.51
662173.1,17.0,6.78,292451.34,7.51
662070.88,17.0,6.78,292451.34,7.51
661968.65,17.01,6.78,292451.34,7.51
661866.43,17.01,6.79,292481.22,7.52
661764.21,17.01,6.79,292472.72,7.52
661396.04,17.0,6.78,292135.47,7.51
661808.23,17.01,6.79,292114.09,7.51
661808.23,17.01,6.79,292114.09,7.51
661894.64,17.02,6.8,292688.72,7.53
661715.04,17.02,6.79,292438.93,7.52
661612.82,17.02,6.8,292641.09,7.53
661510.59,17.02,6.8,292641.09,7.53
661408.37,17.02,6.8,292641.09,7.53
661684.99,17.03,6.81,292641.09,7.53
661908.28,17.04,6.82,292641.09,7.53
661806.06,17.04,6.82,293283.37,7.55
661703.84,17.04,6.82,293484.08,7.56
661601.62,17.05,6.82,293760.52,7.57
661688.02,17.05,6.83,293760.52,7.57
661688.02,17.05,6.83,293671.08,7.57
661774.43,17.06,6.84,293671.08,7.57
661778.55,17.06,6.84,293722.0,7.57
661676.33,17.06,6.84,293722.0,7.57
661574.11,17.06,6.84,293731.21,7.57
661660.51,17.07,6.84,293724.56,7.58
661663.98,17.07,6.84,293714.37,7.58
661561.76,17.07,6.85,293711.81,7.58
661887.71,17.08,6.86,293771.07,7.58
661785.49,17.08,6.86,294708.31,7.61
661683.27,17.08,6.86,294708.31,7.61
661387.76,17.08,6.85,294493.82,7.6
661285.54,17.08,6.86,294493.82,7.61
661183.32,17.08,6.86,294493.82,7.61
661183.32,17.08,6.86,294493.82,7.61
661269.72,17.09,6.86,294497.05,7.61
661356.13,17.09,6.87,294495.45,7.61
661253.91,17.09,6.87,294584.23,7.61
660253.91,17.07,6.85,293584.23,7.59
659885.74,17.06,6.84,293188.45,7.58
660211.69,17.07,6.85,293099.63,7.58
660109.46,17.08,6.85,293817.88,7.6
659820.62,17.07,6.85,293453.08,7.59
659463.69,17.06,6.84,293153.42,7.59
659259.25,17.07,6.84,293153.42,7.59
659145.79,17.07,6.85,293162.6,7.59
659043.57,17.07,6.85,293162.6,7.59
659043.57,17.07,6.85,293162.6,7.59
658941.35,17.07,6.85,293164.07,7.6
658839.13,17.07,6.85,293162.6,7.6
659165.08,17.08,6.86,293162.6,7.6
659165.08,17.08,6.86,293162.6,7.6
659441.7,17.09,6.87,293974.84,7.62
659339.48,17.1,6.87,293974.84,7.62
659237.25,17.1,6.88,293974.84,7.62
659135.03,17.1,6.88,293974.9,7.63
658776.86,17.09,6.87,293557.12,7.62
658863.27,17.1,6.88,293557.21,7.62
658949.68,17.1,6.88,293557.07,7.62
658847.46,17.11,6.88,293557.05,7.62
658851.4,17.11,6.88,293617.03,7.62
658749.18,17.11,6.89,294051.45,7.64
658646.96,17.11,6.89,293955.44,7.64
658354.17,17.1,6.88,293654.74,7.63
658354.17,17.1,6.88,293668.77,7.63
658577.46,17.11,6.89,293668.77,7.63
658475.24,17.11,6.89,293668.77,7.63
658475.24,17.11,6.89,293726.49,7.63
658373.02,17.12,6.89,293729.0,7.64
658270.8,17.12,6.9,293727.35,7.64
658168.58,17.12,6.9,293828.55,7.64
658066.35,17.12,6.9,293801.49,7.64
658289.64,17.13,6.91,293775.16,7.64
658623.67,17.14,6.92,294853.34,7.67
658257.42,17.13,6.91,294429.52,7.66
657968.58,17.13,6.9,294137.35,7.66
657866.36,17.13,6.91,294137.35,7.66
657764.14,17.13,6.91,294137.35,7.66
657661.92,17.13,6.91,294342.67,7.67
657748.32,17.14,6.92,294226.26,7.67
657753.81,17.14,6.92,294246.12,7.67
657977.1,17.15,6.92,294180.0,7.67
657965.59,17.15,6.93,295494.19,7.7
657864.04,17.15,6.93,294879.0,7.69
657859.06,17.16,6.93,294823.72,7.69
657756.84,17.16,6.94,294823.72,7.69
657654.62,17.16,6.94,294823.72,7.69
657654.62,17.16,6.94,294861.76,7.69
657552.4,17.16,6.94,294861.76,7.7
657450.18,17.16,6.94,294873.27,7.7
657673.47,17.17,6.95,295143.13,7.71
657571.25,17.17,6.95,295189.55,7.71
657560.41,17.18,6.96,295123.8,7.71
657458.19,17.18,6.96,295123.8,7.71
657355.97,17.18,6.96,295123.8,7.71
657253.75,17.18,6.96,295568.77,7.73
657151.53,17.19,6.96,295626.5,7.73
656957.92,17.18,6.96,295692.91,7.73
657115.4,17.19,6.97,295600.03,7.73
657149.76,17.2,6.98,296582.19,7.76
657510.58,17.21,6.99,296252.85,7.75
657408.36,17.21,6.99,296252.85,7.76
657206.23,17.21,6.99,296073.7,7.75
657210.34,17.21,6.99,296074.88,7.75
657210.34,17.21,6.99,296074.88,7.75
656913.44,17.2,6.98,295788.07,7.75
656913.44,17.2,6.98,295788.07,7.75
656916.19,17.2,6.98,295791.62,7.75
656817.38,17.2,6.98,295610.64,7.74
656903.79,17.21,6.99,295610.64,7.74
656801.57,17.21,6.99,295610.64,7.75
656801.57,17.21,6.99,295610.64,7.75
657024.86,17.22,7.0,295652.9,7.75
656922.64,17.22,7.0,295615.95,7.75
657009.04,17.23,7.0,295610.64,7.75
656906.82,17.23,7.01,295610.64,7.75
656749.57,17.22,7.0,295453.39,7.75
656643.68,17.22,7.0,295348.01,7.75
656643.68,17.22,7.0,295348.01,7.75
656730.09,17.23,7.01,296236.15,7.77
656627.87,17.23,7.01,296236.15,7.77
656418.99,17.23,7.0,296022.25,7.77
656316.77,17.23,7.01,296022.25,7.77
656214.55,17.23,7.01,296053.39,7.77
656112.33,17.23,7.01,296035.13,7.77
656438.28,17.24,7.02,296024.28,7.78
656358.53,17.24,7.02,297128.93,7.81
656337.66,17.25,7.03,296836.68,7.8
656663.61,17.26,7.04,296836.68,7.8
656485.07,17.26,7.04,296468.93,7.79
656382.85,17.26,7.04,296468.93,7.8
656469.26,17.27,7.04,296470.96,7.8
655651.49,17.28,7.06,296470.96,7.81
655549.27,17.28,7.06,296473.78,7.82
655635.68,17.29,7.07,296482.57,7.82
655533.46,17.29,7.07,296468.93,7.82
655165.29,17.28,7.06,296974.37,7.83
655510.55,17.3,7.07,297387.67,7.85
655425.13,17.3,7.08,297319.43,7.85
655322.9,17.3,7.08,297319.43,7.85
655220.68,17.3,7.08,297319.43,7.85
654777.94,17.29,7.07,296857.77,7.84
654675.72,17.29,7.07,296883.84,7.84
654380.21,17.29,7.07,296626.17,7.84
654466.61,17.29,7.07,296617.35,7.84
654364.39,17.3,7.07,296689.47,7.84
654388.89,17.3,7.07,296711.02,7.84
654286.66,17.3,7.08,296927.63,7.85
654195.68,17.3,7.08,296923.01,7.85
654082.22,17.3,7.08,296810.28,7.85
653980.0,17.3,7.08,296810.28,7.85
653684.49,17.3,7.07,296473.66,7.84
653442.96,17.29,7.07,296283.16,7.84
653442.96,17.29,7.07,296259.55,7.84
653756.54,17.3,7.08,296282.09,7.84
653436.54,17.3,7.07,295962.09,7.83
653334.32,17.3,7.08,295967.47,7.84
653334.32,17.3,7.08,296354.62,7.85
653087.12,17.29,7.07,296116.43,7.84
652857.51,17.29,7.07,298996.07,7.92
654627.38,17.34,7.12,298674.38,7.91
654953.33,17.35,7.13,298674.38,7.91
655176.61,17.36,7.14,298674.38,7.91
654896.17,17.36,7.13,298600.81,7.91
654793.95,17.36,7.14,298600.81,7.92
654691.73,17.36,7.14,298970.12,7.93
654589.51,17.36,7.14,298749.36,7.92
654594.79,17.36,7.14,298808.35,7.93
654594.79,17.36,7.14,298808.35,7.93
654728.06,17.37,7.15,298228.89,7.91
654814.46,17.38,7.15,298168.25,7.91
654912.11,17.38,7.16,299223.7,7.94
654912.11,17.38,7.16,299223.7,7.94
654798.65,17.38,7.16,299073.12,7.94
654798.65,17.38,7.16,299073.12,7.94
654696.43,17.39,7.16,299073.12,7.94
654428.43,17.38,7.16,298967.76,7.94
654754.38,17.39,7.17,298967.76,7.94
654652.16,17.39,7.17,298967.76,7.94
654549.94,17.39,7.17,299121.12,7.95
654863.52,17.41,7.18,298967.76,7.95
654761.3,17.41,7.18,299646.72,7.97
654847.7,17.41,7.19,299690.44,7.97
654807.97,17.42,7.19,300041.33,7.98
654705.75,17.42,7.2,300041.33,7.98
654603.52,17.42,7.2,300041.33,7.98
654689.93,17.43,7.2,300041.33,7.99
654776.34,17.43,7.21,300050.86,7.99
654674.12,17.43,7.21,300046.21,7.99
654571.89,17.44,7.21,300041.33,7.99
654469.67,17.44,7.22,300567.97,8.01
654367.45,17.44,7.22,300420.16,8.01
654265.23,17.44,7.22,300420.16,8.01
654163.01,17.44,7.22,300420.16,8.01
654476.59,17.45,7.23,300422.1,8.01
654374.37,17.46,7.23,300421.6,8.01
654460.78,17.46,7.24,300423.85,8.02
654684.06,17.47,7.25,300478.42,8.02
654436.86,17.47,7.24,300206.53,8.01
654334.64,17.47,7.25,300875.24,8.03
654232.42,17.47,7.25,300990.18,8.04
654130.2,17.47,7.25,300990.18,8.04
654027.98,17.47,7.25,300990.18,8.04
653210.21,17.49,7.27,300990.18,8.06
653536.16,17.5,7.28,300990.18,8.06
653167.99,17.49,7.27,301111.81,8.06
653065.77,17.5,7.27,301130.11,8.07
652963.55,17.5,7.28,301108.2,8.07
652883.8,17.5,7.28,301704.27,8.09
653241.18,17.51,7.29,301706.09,8.09
653138.96,17.52,7.29,301706.09,8.09
653036.73,17.52,7.3,301706.09,8.09
652452.44,17.51,7.28,301050.18,8.08
652778.39,17.52,7.3,301078.8,8.08
652778.39,17.52,7.3,301078.8,8.08
652864.8,17.52,7.3,301063.65,8.08
652864.8,17.52,7.3,301281.16,8.09
652796.29,17.53,7.3,303170.28,8.14
653249.29,17.54,7.32,302217.03,8.12
653077.76,17.54,7.32,301460.43,8.1
652975.54,17.54,7.32,301460.43,8.1
652680.46,17.54,7.32,301186.86,8.09
652611.81,17.54,7.32,301946.61,8.12
652611.81,17.54,7.32,301993.62,8.12
652698.22,17.55,7.32,301993.62,8.12
652402.71,17.54,7.32,301793.02,8.11
652300.49,17.54,7.32,301858.09,8.12
652101.83,17.54,7.32,301618.69,8.11
651999.61,17.54,7.32,301566.47,8.11
650999.61,17.52,7.3,300566.47,8.09
650897.39,17.52,7.3,300553.62,8.09
650900.14,17.52,7.3,300563.55,8.09
650797.92,17.52,7.3,301113.41,8.11
650706.93,17.52,7.3,300798.91,8.1
650593.47,17.53,7.3,300748.95,8.1
650679.88,17.53,7.31,300748.95,8.1
651005.83,17.54,7.32,300748.95,8.1
650903.61,17.54,7.32,300764.51,8.11
650801.39,17.55,7.32,300754.53,8.11
650887.79,17.55,7.33,300749.31,8.11
650785.57,17.55,7.33,300750.36,8.11
650694.59,17.56,7.34,301636.68,8.14
650934.15,17.57,7.34,301848.91,8.15
651020.56,17.57,7.35,301848.91,8.15
651024.68,17.57,7.35,301850.39,8.15
650922.46,17.57,7.35,301850.39,8.15
650820.23,17.58,7.35,301850.39,8.15
650906.64,17.58,7.36,301858.07,8.15
650804.42,17.59,7.36,301850.44,8.16
650702.2,17.59,7.37,302133.45,8.17
650333.75,17.58,7.36,301823.49,8.16
650231.53,17.58,7.36,301868.13,8.16
650317.94,17.59,7.37,302048.04,8.17
650215.72,17.59,7.37,302048.04,8.17
650113.49,17.59,7.37,302048.04,8.17
650011.27,17.59,7.37,302048.57,8.18
649909.05,17.6,7.37,302292.25,8.18
650321.24,17.61,7.39,302071.14,8.18
650219.02,17.61,7.39,302144.91,8.18
649401.26,17.63,7.4,302144.91,8.2
649364.46,17.63,7.41,302877.42,8.22
649303.9,17.63,7.41,302680.71,8.22
649390.31,17.64,7.42,302680.71,8.22
649476.71,17.65,7.42,302680.71,8.22
649888.9,17.66,7.44,302680.71,8.22
649504.49,17.65,7.43,302683.4,8.23
649402.27,17.65,7.43,302681.83,8.23
649814.46,17.67,7.44,302680.71,8.23
649900.87,17.67,7.45,303060.58,8.24
649900.87,17.67,7.45,303096.24,8.24
649798.65,17.67,7.45,303286.45,8.25
649492.72,17.67,7.45,302716.38,8.23
649390.5,17.67,7.45,303620.48,8.26
649476.9,17.68,7.45,303620.48,8.26
649563.31,17.68,7.46,303620.48,8.26
649461.09,17.68,7.46,303620.48,8.27
649684.37,17.69,7.47,303670.67,8.27
650010.32,17.7,7.48,303665.07,8.27
650096.73,17.71,7.49,303632.52,8.27
649687.84,17.72,7.5,303642.12,8.28
649585.62,17.72,7.5,303702.9,8.29
649483.4,17.72,7.5,304953.58,8.32
649187.89,17.72,7.49,304459.81,8.31
648968.21,17.71,7.49,304438.7,8.31
649380.4,17.72,7.5,304433.15,8.31
649278.18,17.73,7.5,304429.11,8.31
649364.58,17.73,7.51,304958.68,8.33
649262.36,17.74,7.51,305121.45,8.33
649160.14,17.74,7.52,305121.45,8.34
649160.14,17.74,7.52,305121.45,8.34
649057.92,17.74,7.52,305121.45,8.34
648955.7,17.74,7.52,305132.42,8.34
648853.48,17.74,7.52,305121.45,8.34
648751.26,17.75,7.52,305131.59,8.35
