ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a906-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_nodes,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a906-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a906-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_gpu_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a906-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-total_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a906-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-arrived_gpu_milli
746,2476,2197960,6212,2197960
746,2476,2198430,6212,2198430
747,2484,2199430,6212,2199430
747,2484,2199900,6212,2199900
747,2484,2200900,6212,2200900
747,2484,2201900,6212,2201900
747,2484,2202370,6212,2202370
747,2484,2202690,6212,2202690
747,2484,2203160,6212,2203160
747,2484,2203390,6212,2203390
747,2484,2204200,6212,2204200
747,2484,2204670,6212,2204670
747,2484,2205670,6212,2205670
748,2492,2206670,6212,2206670
748,2492,2207480,6212,2207480
748,2492,2208480,6212,2208480
748,2492,2209290,6212,2209290
748,2492,2210290,6212,2210290
748,2492,2211290,6212,2211290
748,2492,2211750,6212,2211750
748,2492,2212220,6212,2212220
748,2492,2212540,6212,2212540
749,2500,2213350,6212,2213350
749,2500,2213350,6212,2213350
749,2500,2213350,6212,2213350
749,2500,2214160,6212,2214160
749,2500,2215160,6212,2215160
749,2500,2216160,6212,2216160
749,2500,2216160,6212,2216160
749,2500,2216810,6212,2216810
749,2500,2217810,6212,2217810
749,2500,2218810,6212,2218810
749,2500,2219810,6212,2219810
749,2500,2219810,6212,2219810
749,2500,2219810,6212,2219810
749,2500,2219810,6212,2219810
749,2500,2220810,6212,2220810
750,2508,2221810,6212,2221810
750,2508,2222620,6212,2222620
750,2508,2223620,6212,2223620
750,2508,2223940,6212,2223940
750,2508,2224940,6212,2224940
750,2508,2225940,6212,2225940
750,2508,2226940,6212,2226940
750,2508,2227940,6212,2227940
751,2516,2228750,6212,2228750
751,2516,2228980,6212,2228980
751,2516,2229980,6212,2229980
751,2516,2230980,6212,2230980
751,2516,2231790,6212,2231790
751,2516,2232790,6212,2232790
751,2516,2233260,6212,2233260
751,2516,2234070,6212,2234070
752,2524,2242070,6212,2242070
752,2524,2242300,6212,2242300
752,2524,2243300,6212,2243300
752,2524,2243570,6212,2243570
753,2532,2244570,6212,2244570
753,2532,2245570,6212,2245570
753,2532,2246040,6212,2246040
753,2532,2246040,6212,2246040
753,2532,2246360,6212,2246360
753,2532,2246680,6212,2246680
753,2532,2246910,6212,2246910
753,2532,2247910,6212,2247910
753,2532,2247910,6212,2247910
753,2532,2248380,6212,2248380
753,2532,2248380,6212,2248380
753,2532,2248970,6212,2248970
753,2532,2249970,6212,2249970
754,2540,2253970,6212,2253970
754,2540,2254780,6212,2254780
754,2540,2255780,6212,2255780
754,2540,2256000,6212,2256000
754,2540,2256650,6212,2256650
754,2540,2257650,6212,2257650
755,2548,2258460,6212,2258460
755,2548,2258920,6212,2258920
755,2548,2259080,6212,2259080
755,2548,2259890,6212,2259890
755,2548,2260360,6212,2260360
755,2548,2260680,6212,2260680
755,2548,2261150,6212,2261150
755,2548,2261960,6212,2261960
755,2548,2262550,6212,2262550
755,2548,2262780,6212,2262780
755,2548,2263590,6212,2263590
755,2548,2264060,6212,2264060
756,2556,2265060,6212,2265060
756,2556,2266060,6212,2266060
756,2556,2266870,6212,2266870
756,2556,2267870,6212,2267870
756,2556,2268680,6212,2268680
756,2556,2268680,6212,2268680
756,2556,2269490,6212,2269490
756,2556,2270490,6212,2270490
756,2556,2271490,6212,2271490
756,2556,2271860,6212,2271860
757,2564,2272860,6212,2272860
757,2564,2272860,6212,2272860
757,2564,2273670,6212,2273670
757,2564,2274140,6212,2274140
757,2564,2274250,6212,2274250
757,2564,2275250,6212,2275250
757,2564,2276250,6212,2276250
757,2564,2277250,6212,2277250
757,2564,2278250,6212,2278250
757,2564,2278250,6212,2278250
757,2564,2279250,6212,2279250
757,2564,2279480,6212,2279480
757,2564,2279700,6212,2279700
758,2572,2280510,6212,2280510
758,2572,2281510,6212,2281510
758,2572,2282510,6212,2282510
758,2572,2283510,6212,2283510
758,2572,2283510,6212,2283510
758,2572,2284510,6212,2284510
758,2572,2285510,6212,2285510
758,2572,2286510,6212,2286510
758,2572,2287510,6212,2287510
759,2580,2288510,6212,2288510
759,2580,2288510,6212,2288510
759,2580,2288510,6212,2288510
759,2580,2289510,6212,2289510
759,2580,2289510,6212,2289510
759,2580,2289730,6212,2289730
759,2580,2290200,6212,2290200
759,2580,2291200,6212,2291200
759,2580,2292200,6212,2292200
759,2580,2293200,6212,2293200
759,2580,2294010,6212,2294010
760,2588,2295010,6212,2295010
760,2588,2296010,6212,2296010
760,2588,2296470,6212,2296470
760,2588,2296930,6212,2296930
760,2588,2297930,6212,2297930
760,2588,2298740,6212,2298740
760,2588,2299740,6212,2299740
760,2588,2300740,6212,2300740
760,2588,2301550,6212,2301550
760,2588,2302360,6212,2302360
761,2596,2303360,6212,2303360
761,2596,2303360,6212,2303360
761,2596,2304360,6212,2304360
761,2596,2304830,6212,2304830
761,2596,2305290,6212,2305290
761,2596,2305760,6212,2305760
761,2596,2305760,6212,2305760
761,2596,2306570,6212,2306570
761,2596,2307570,6212,2307570
761,2596,2308380,6212,2308380
761,2596,2308850,6212,2308850
762,2604,2309850,6212,2309850
762,2604,2310850,6212,2310850
762,2604,2311660,6212,2311660
762,2604,2312470,6212,2312470
762,2604,2312940,6212,2312940
762,2604,2313260,6212,2313260
762,2604,2314070,6212,2314070
762,2604,2314540,6212,2314540
762,2604,2315540,6212,2315540
762,2604,2316010,6212,2316010
762,2604,2316010,6212,2316010
763,2612,2317010,6212,2317010
763,2612,2317480,6212,2317480
763,2612,2318480,6212,2318480
763,2612,2318950,6212,2318950
763,2612,2319950,6212,2319950
763,2612,2320420,6212,2320420
764,2620,2321420,6212,2321420
764,2620,2322420,6212,2322420
764,2620,2323420,6212,2323420
764,2620,2323420,6212,2323420
764,2620,2323580,6212,2323580
764,2620,2323900,6212,2323900
764,2620,2324710,6212,2324710
764,2620,2325180,6212,2325180
764,2620,2325180,6212,2325180
764,2620,2326180,6212,2326180
764,2620,2327180,6212,2327180
764,2620,2328180,6212,2328180
764,2620,2328650,6212,2328650
764,2620,2329650,6212,2329650
765,2628,2330120,6212,2330120
765,2628,2331120,6212,2331120
765,2628,2332120,6212,2332120
765,2628,2333120,6212,2333120
765,2628,2333930,6212,2333930
765,2628,2333930,6212,2333930
765,2628,2334930,6212,2334930
765,2628,2335930,6212,2335930
765,2628,2336930,6212,2336930
766,2636,2337740,6212,2337740
766,2636,2338330,6212,2338330
766,2636,2339330,6212,2339330
766,2636,2340330,6212,2340330
766,2636,2341140,6212,2341140
766,2636,2341140,6212,2341140
766,2636,2342140,6212,2342140
766,2636,2343140,6212,2343140
766,2636,2343460,6212,2343460
766,2636,2343460,6212,2343460
766,2636,2344270,6212,2344270
766,2636,2344270,6212,2344270
767,2644,2345080,6212,2345080
767,2644,2345400,6212,2345400
767,2644,2346400,6212,2346400
767,2644,2347050,6212,2347050
767,2644,2348050,6212,2348050
767,2644,2348520,6212,2348520
767,2644,2348520,6212,2348520
767,2644,2349520,6212,2349520
767,2644,2349680,6212,2349680
767,2644,2350680,6212,2350680
767,2644,2351150,6212,2351150
767,2644,2351960,6212,2351960
767,2644,2351960,6212,2351960
768,2652,2352960,6212,2352960
768,2652,2353960,6212,2353960
768,2652,2354960,6212,2354960
768,2652,2355960,6212,2355960
768,2652,2356770,6212,2356770
768,2652,2357230,6212,2357230
768,2652,2358230,6212,2358230
768,2652,2359040,6212,2359040
768,2652,2359040,6212,2359040
768,2652,2359040,6212,2359040
768,2652,2359360,6212,2359360
768,2652,2360360,6212,2360360
769,2660,2361360,6212,2361360
769,2660,2362360,6212,2362360
769,2660,2362360,6212,2362360
769,2660,2363360,6212,2363360
769,2660,2364360,6212,2364360
769,2660,2365360,6212,2365360
769,2660,2366360,6212,2366360
769,2660,2366820,6212,2366820
770,2668,2370820,6212,2370820
770,2668,2371290,6212,2371290
770,2668,2372290,6212,2372290
771,2676,2373290,6212,2373290
772,2684,2381290,6212,2381290
772,2684,2382290,6212,2382290
772,2684,2382290,6212,2382290
772,2684,2383290,6212,2383290
772,2684,2384290,6212,2384290
772,2684,2385290,6212,2385290
772,2684,2386290,6212,2386290
772,2684,2387290,6212,2387290
772,2684,2387760,6212,2387760
773,2692,2388760,6212,2388760
773,2692,2389570,6212,2389570
773,2692,2390570,6212,2390570
773,2692,2391570,6212,2391570
773,2692,2392570,6212,2392570
773,2692,2393380,6212,2393380
773,2692,2394380,6212,2394380
773,2692,2395380,6212,2395380
773,2692,2396380,6212,2396380
773,2692,2396850,6212,2396850
774,2700,2397660,6212,2397660
775,2708,2405660,6212,2405660
775,2708,2406660,6212,2406660
775,2708,2407310,6212,2407310
775,2708,2407310,6212,2407310
775,2708,2408120,6212,2408120
775,2708,2409120,6212,2409120
775,2708,2409590,6212,2409590
775,2708,2409590,6212,2409590
775,2708,2410590,6212,2410590
775,2708,2411400,6212,2411400
776,2716,2413400,6212,2413400
776,2716,2414210,6212,2414210
776,2716,2415210,6212,2415210
776,2716,2416020,6212,2416020
776,2716,2416830,6212,2416830
776,2716,2417300,6212,2417300
776,2716,2418300,6212,2418300
776,2716,2419300,6212,2419300
776,2716,2419300,6212,2419300
776,2716,2419300,6212,2419300
777,2724,2420110,6212,2420110
777,2724,2421110,6212,2421110
777,2724,2421110,6212,2421110
777,2724,2421580,6212,2421580
777,2724,2422580,6212,2422580
777,2724,2422580,6212,2422580
777,2724,2422900,6212,2422900
777,2724,2423900,6212,2423900
777,2724,2424370,6212,2424370
777,2724,2424370,6212,2424370
777,2724,2425370,6212,2425370
777,2724,2426370,6212,2426370
777,2724,2427370,6212,2427370
778,2732,2428180,6212,2428180
778,2732,2429180,6212,2429180
778,2732,2429770,6212,2429770
778,2732,2430580,6212,2430580
778,2732,2431580,6212,2431580
778,2732,2432390,6212,2432390
778,2732,2432860,6212,2432860
778,2732,2432860,6212,2432860
778,2732,2433860,6212,2433860
779,2740,2434860,6212,2434860
779,2740,2435860,6212,2435860
779,2740,2436860,6212,2436860
779,2740,2437670,6212,2437670
779,2740,2438670,6212,2438670
779,2740,2439480,6212,2439480
779,2740,2439950,6212,2439950
779,2740,2440420,6212,2440420
779,2740,2441420,6212,2441420
779,2740,2441420,6212,2441420
780,2748,2442230,6212,2442230
780,2748,2442700,6212,2442700
780,2748,2443700,6212,2443700
780,2748,2445700,6212,2445700
780,2748,2446510,6212,2446510
780,2748,2446830,6212,2446830
780,2748,2447830,6212,2447830
780,2748,2448830,6212,2448830
780,2748,2449830,6212,2449830
781,2756,2450640,6212,2450640
781,2756,2451640,6212,2451640
781,2756,2451640,6212,2451640
781,2756,2452640,6212,2452640
781,2756,2453640,6212,2453640
781,2756,2454640,6212,2454640
781,2756,2454640,6212,2454640
781,2756,2455290,6212,2455290
781,2756,2455750,6212,2455750
781,2756,2456560,6212,2456560
782,2764,2457560,6212,2457560
782,2764,2457560,6212,2457560
782,2764,2458370,6212,2458370
782,2764,2458960,6212,2458960
782,2764,2459770,6212,2459770
782,2764,2460240,6212,2460240
782,2764,2460240,6212,2460240
782,2764,2460790,6212,2460790
782,2764,2461790,6212,2461790
782,2764,2462020,6212,2462020
782,2764,2463020,6212,2463020
782,2764,2464020,6212,2464020
782,2764,2464020,6212,2464020
783,2772,2464830,6212,2464830
783,2772,2465830,6212,2465830
783,2772,2466830,6212,2466830
783,2772,2466830,6212,2466830
783,2772,2466830,6212,2466830
783,2772,2467830,6212,2467830
783,2772,2468300,6212,2468300
783,2772,2468300,6212,2468300
783,2772,2469300,6212,2469300
783,2772,2469770,6212,2469770
784,2780,2470770,6212,2470770
784,2780,2471770,6212,2471770
784,2780,2472770,6212,2472770
784,2780,2473770,6212,2473770
784,2780,2474580,6212,2474580
784,2780,2475580,6212,2475580
784,2780,2476050,6212,2476050
784,2780,2476860,6212,2476860
784,2780,2477670,6212,2477670
784,2780,2478670,6212,2478670
785,2788,2479670,6212,2479670
785,2788,2480670,6212,2480670
785,2788,2481140,6212,2481140
785,2788,2481140,6212,2481140
785,2788,2482140,6212,2482140
785,2788,2482140,6212,2482140
786,2796,2490140,6212,2490140
786,2796,2491140,6212,2491140
786,2796,2492140,6212,2492140
786,2796,2492950,6212,2492950
786,2796,2493600,6212,2493600
786,2796,2493600,6212,2493600
786,2796,2494600,6212,2494600
787,2804,2495600,6212,2495600
787,2804,2496410,6212,2496410
787,2804,2497410,6212,2497410
787,2804,2498410,6212,2498410
787,2804,2498730,6212,2498730
787,2804,2499730,6212,2499730
787,2804,2499730,6212,2499730
787,2804,2500540,6212,2500540
787,2804,2501540,6212,2501540
787,2804,2502540,6212,2502540
788,2812,2503540,6212,2503540
788,2812,2503860,6212,2503860
788,2812,2504860,6212,2504860
788,2812,2504860,6212,2504860
788,2812,2504860,6212,2504860
788,2812,2505860,6212,2505860
788,2812,2506860,6212,2506860
788,2812,2507860,6212,2507860
788,2812,2508860,6212,2508860
788,2812,2509860,6212,2509860
788,2812,2510670,6212,2510670
789,2820,2511140,6212,2511140
789,2820,2512140,6212,2512140
789,2820,2513140,6212,2513140
789,2820,2514140,6212,2514140
789,2820,2514140,6212,2514140
789,2820,2514610,6212,2514610
790,2828,2518610,6212,2518610
791,2836,2519610,6212,2519610
791,2836,2520610,6212,2520610
791,2836,2521610,6212,2521610
791,2836,2521830,6212,2521830
791,2836,2522830,6212,2522830
791,2836,2523830,6212,2523830
791,2836,2524830,6212,2524830
791,2836,2524830,6212,2524830
791,2836,2524830,6212,2524830
791,2836,2525830,6212,2525830
791,2836,2526830,6212,2526830
791,2836,2526830,6212,2526830
791,2836,2527480,6212,2527480
791,2836,2528290,6212,2528290
791,2836,2528610,6212,2528610
791,2836,2529420,6212,2529420
792,2844,2530420,6212,2530420
792,2844,2530420,6212,2530420
792,2844,2530420,6212,2530420
792,2844,2531420,6212,2531420
792,2844,2532230,6212,2532230
792,2844,2532390,6212,2532390
792,2844,2533390,6212,2533390
792,2844,2534200,6212,2534200
792,2844,2534200,6212,2534200
792,2844,2535200,6212,2535200
792,2844,2536200,6212,2536200
792,2844,2537200,6212,2537200
792,2844,2538200,6212,2538200
793,2852,2539200,6212,2539200
793,2852,2539200,6212,2539200
793,2852,2539200,6212,2539200
793,2852,2540200,6212,2540200
793,2852,2541200,6212,2541200
793,2852,2541570,6212,2541570
793,2852,2542570,6212,2542570
793,2852,2542570,6212,2542570
793,2852,2543570,6212,2543570
793,2852,2544040,6212,2544040
793,2852,2545040,6212,2545040
793,2852,2546040,6212,2546040
794,2860,2547040,6212,2547040
794,2860,2548040,6212,2548040
794,2860,2548270,6212,2548270
794,2860,2549270,6212,2549270
794,2860,2550270,6212,2550270
794,2860,2551080,6212,2551080
794,2860,2552080,6212,2552080
794,2860,2553080,6212,2553080
794,2860,2554080,6212,2554080
794,2860,2554080,6212,2554080
795,2868,2554670,6212,2554670
795,2868,2554670,6212,2554670
795,2868,2555670,6212,2555670
795,2868,2556670,6212,2556670
795,2868,2557670,6212,2557670
795,2868,2558140,6212,2558140
795,2868,2558610,6212,2558610
795,2868,2559420,6212,2559420
795,2868,2560230,6212,2560230
795,2868,2561230,6212,2561230
796,2876,2562230,6212,2562230
796,2876,2562460,6212,2562460
796,2876,2563460,6212,2563460
796,2876,2564460,6212,2564460
796,2876,2565270,6212,2565270
796,2876,2565730,6212,2565730
796,2876,2565730,6212,2565730
796,2876,2566730,6212,2566730
796,2876,2566730,6212,2566730
796,2876,2567200,6212,2567200
796,2876,2567670,6212,2567670
796,2876,2568670,6212,2568670
796,2876,2569130,6212,2569130
796,2876,2569130,6212,2569130
797,2884,2569450,6212,2569450
797,2884,2570100,6212,2570100
797,2884,2571100,6212,2571100
797,2884,2572100,6212,2572100
797,2884,2573100,6212,2573100
797,2884,2574100,6212,2574100
797,2884,2575100,6212,2575100
797,2884,2575570,6212,2575570
797,2884,2576570,6212,2576570
798,2892,2577570,6212,2577570
798,2892,2577890,6212,2577890
798,2892,2577890,6212,2577890
798,2892,2578050,6212,2578050
798,2892,2578700,6212,2578700
798,2892,2579170,6212,2579170
798,2892,2579330,6212,2579330
798,2892,2580330,6212,2580330
798,2892,2581330,6212,2581330
798,2892,2582330,6212,2582330
798,2892,2583330,6212,2583330
798,2892,2583490,6212,2583490
798,2892,2583810,6212,2583810
799,2900,2584280,6212,2584280
799,2900,2585280,6212,2585280
799,2900,2586280,6212,2586280
799,2900,2587280,6212,2587280
799,2900,2588280,6212,2588280
799,2900,2589280,6212,2589280
799,2900,2590280,6212,2590280
799,2900,2590280,6212,2590280
799,2900,2590600,6212,2590600
799,2900,2591600,6212,2591600
799,2900,2592600,6212,2592600
800,2908,2593410,6212,2593410
800,2908,2594220,6212,2594220
800,2908,2595220,6212,2595220
800,2908,2595680,6212,2595680
800,2908,2596680,6212,2596680
800,2908,2597680,6212,2597680
800,2908,2598680,6212,2598680
800,2908,2599000,6212,2599000
800,2908,2599000,6212,2599000
800,2908,2599000,6212,2599000
800,2908,2599000,6212,2599000
800,2908,2599810,6212,2599810
801,2916,2600280,6212,2600280
801,2916,2600750,6212,2600750
801,2916,2601750,6212,2601750
801,2916,2602750,6212,2602750
801,2916,2603750,6212,2603750
801,2916,2603750,6212,2603750
801,2916,2604220,6212,2604220
801,2916,2604380,6212,2604380
801,2916,2605380,6212,2605380
801,2916,2606190,6212,2606190
801,2916,2607000,6212,2607000
802,2924,2608000,6212,2608000
802,2924,2609000,6212,2609000
802,2924,2610000,6212,2610000
802,2924,2610000,6212,2610000
802,2924,2610470,6212,2610470
802,2924,2611280,6212,2611280
802,2924,2612280,6212,2612280
802,2924,2613280,6212,2613280
802,2924,2614090,6212,2614090
802,2924,2615090,6212,2615090
802,2924,2615090,6212,2615090
803,2932,2616090,6212,2616090
803,2932,2616560,6212,2616560
803,2932,2617030,6212,2617030
803,2932,2617510,6212,2617510
803,2932,2618510,6212,2618510
803,2932,2619510,6212,2619510
803,2932,2620060,6212,2620060
803,2932,2621060,6212,2621060
803,2932,2622060,6212,2622060
803,2932,2622060,6212,2622060
804,2940,2622610,6212,2622610
804,2940,2622930,6212,2622930
804,2940,2623930,6212,2623930
804,2940,2623930,6212,2623930
804,2940,2624930,6212,2624930
804,2940,2625740,6212,2625740
804,2940,2626740,6212,2626740
804,2940,2627740,6212,2627740
804,2940,2628740,6212,2628740
804,2940,2629740,6212,2629740
805,2948,2630740,6212,2630740
806,2956,2638740,6212,2638740
806,2956,2639740,6212,2639740
806,2956,2640210,6212,2640210
806,2956,2640210,6212,2640210
806,2956,2640680,6212,2640680
806,2956,2641680,6212,2641680
807,2964,2649680,6212,2649680
807,2964,2650140,6212,2650140
807,2964,2650610,6212,2650610
807,2964,2651260,6212,2651260
807,2964,2651480,6212,2651480
807,2964,2652070,6212,2652070
807,2964,2653070,6212,2653070
808,2972,2654070,6212,2654070
808,2972,2655070,6212,2655070
808,2972,2656070,6212,2656070
808,2972,2657070,6212,2657070
808,2972,2658070,6212,2658070
808,2972,2659070,6212,2659070
808,2972,2660070,6212,2660070
808,2972,2661070,6212,2661070
808,2972,2661300,6212,2661300
809,2980,2662300,6212,2662300
809,2980,2663300,6212,2663300
809,2980,2663620,6212,2663620
809,2980,2664270,6212,2664270
809,2980,2664740,6212,2664740
809,2980,2665550,6212,2665550
809,2980,2666360,6212,2666360
809,2980,2666680,6212,2666680
809,2980,2667680,6212,2667680
809,2980,2668490,6212,2668490
810,2988,2669490,6212,2669490
810,2988,2669960,6212,2669960
810,2988,2670960,6212,2670960
810,2988,2671770,6212,2671770
810,2988,2671770,6212,2671770
810,2988,2672770,6212,2672770
810,2988,2673420,6212,2673420
810,2988,2673970,6212,2673970
810,2988,2674970,6212,2674970
810,2988,2675560,6212,2675560
811,2996,2683560,6212,2683560
812,3004,2684030,6212,2684030
812,3004,2684030,6212,2684030
812,3004,2685030,6212,2685030
812,3004,2686030,6212,2686030
812,3004,2686840,6212,2686840
812,3004,2687650,6212,2687650
812,3004,2688650,6212,2688650
812,3004,2689650,6212,2689650
812,3004,2690650,6212,2690650
813,3012,2691460,6212,2691460
813,3012,2691780,6212,2691780
813,3012,2692780,6212,2692780
813,3012,2693780,6212,2693780
813,3012,2694250,6212,2694250
813,3012,2694570,6212,2694570
813,3012,2695570,6212,2695570
813,3012,2696160,6212,2696160
813,3012,2697160,6212,2697160
813,3012,2697380,6212,2697380
813,3012,2698380,6212,2698380
813,3012,2699380,6212,2699380
813,3012,2699380,6212,2699380
814,3020,2700380,6212,2700380
814,3020,2700850,6212,2700850
815,3028,2708850,6212,2708850
815,3028,2709400,6212,2709400
815,3028,2710400,6212,2710400
815,3028,2711400,6212,2711400
815,3028,2712400,6212,2712400
815,3028,2713400,6212,2713400
815,3028,2714210,6212,2714210
816,3036,2715020,6212,2715020
816,3036,2716020,6212,2716020
816,3036,2716830,6212,2716830
816,3036,2717830,6212,2717830
816,3036,2718640,6212,2718640
816,3036,2719450,6212,2719450
816,3036,2720450,6212,2720450
816,3036,2720450,6212,2720450
816,3036,2721260,6212,2721260
816,3036,2721730,6212,2721730
816,3036,2721730,6212,2721730
817,3044,2722540,6212,2722540
817,3044,2722860,6212,2722860
817,3044,2723860,6212,2723860
817,3044,2724860,6212,2724860
817,3044,2724860,6212,2724860
817,3044,2725180,6212,2725180
817,3044,2725990,6212,2725990
817,3044,2726990,6212,2726990
817,3044,2727990,6212,2727990
817,3044,2728460,6212,2728460
817,3044,2728780,6212,2728780
817,3044,2728780,6212,2728780
818,3052,2729780,6212,2729780
818,3052,2730430,6212,2730430
818,3052,2730900,6212,2730900
818,3052,2731370,6212,2731370
818,3052,2732370,6212,2732370
818,3052,2733370,6212,2733370
818,3052,2733370,6212,2733370
818,3052,2733690,6212,2733690
818,3052,2734160,6212,2734160
818,3052,2735160,6212,2735160
819,3060,2736160,6212,2736160
819,3060,2737160,6212,2737160
819,3060,2737160,6212,2737160
819,3060,2738160,6212,2738160
819,3060,2739160,6212,2739160
819,3060,2740160,6212,2740160
819,3060,2741160,6212,2741160
819,3060,2741750,6212,2741750
819,3060,2742750,6212,2742750
819,3060,2743560,6212,2743560
820,3068,2744030,6212,2744030
820,3068,2745030,6212,2745030
820,3068,2746030,6212,2746030
820,3068,2747030,6212,2747030
820,3068,2748030,6212,2748030
820,3068,2749030,6212,2749030
820,3068,2749840,6212,2749840
820,3068,2750840,6212,2750840
820,3068,2751840,6212,2751840
821,3076,2752840,6212,2752840
821,3076,2753650,6212,2753650
821,3076,2753650,6212,2753650
821,3076,2754650,6212,2754650
821,3076,2755120,6212,2755120
821,3076,2755930,6212,2755930
821,3076,2756930,6212,2756930
821,3076,2757930,6212,2757930
821,3076,2758740,6212,2758740
821,3076,2758740,6212,2758740
822,3084,2762740,6212,2762740
822,3084,2763740,6212,2763740
822,3084,2763740,6212,2763740
822,3084,2763740,6212,2763740
822,3084,2764740,6212,2764740
822,3084,2765740,6212,2765740
822,3084,2766740,6212,2766740
822,3084,2766740,6212,2766740
822,3084,2767740,6212,2767740
823,3092,2768740,6212,2768740
823,3092,2769740,6212,2769740
823,3092,2769740,6212,2769740
823,3092,2769740,6212,2769740
823,3092,2770210,6212,2770210
823,3092,2770210,6212,2770210
823,3092,2771210,6212,2771210
823,3092,2771680,6212,2771680
823,3092,2772490,6212,2772490
823,3092,2773490,6212,2773490
823,3092,2773490,6212,2773490
823,3092,2774490,6212,2774490
823,3092,2775300,6212,2775300
823,3092,2776110,6212,2776110
824,3100,2784110,6212,2784110
825,3108,2784920,6212,2784920
825,3108,2785920,6212,2785920
825,3108,2786510,6212,2786510
825,3108,2786510,6212,2786510
825,3108,2787510,6212,2787510
825,3108,2788510,6212,2788510
825,3108,2789160,6212,2789160
825,3108,2789810,6212,2789810
825,3108,2790810,6212,2790810
826,3116,2798810,6212,2798810
827,3124,2799810,6212,2799810
827,3124,2800620,6212,2800620
827,3124,2801210,6212,2801210
827,3124,2802210,6212,2802210
827,3124,2803210,6212,2803210
827,3124,2803210,6212,2803210
827,3124,2804210,6212,2804210
827,3124,2805210,6212,2805210
827,3124,2805860,6212,2805860
828,3132,2806330,6212,2806330
828,3132,2807140,6212,2807140
828,3132,2808140,6212,2808140
828,3132,2808610,6212,2808610
828,3132,2809080,6212,2809080
828,3132,2810080,6212,2810080
828,3132,2810080,6212,2810080
828,3132,2810890,6212,2810890
828,3132,2810890,6212,2810890
828,3132,2810890,6212,2810890
828,3132,2811890,6212,2811890
828,3132,2812890,6212,2812890
829,3140,2813700,6212,2813700
829,3140,2813700,6212,2813700
829,3140,2814700,6212,2814700
829,3140,2814700,6212,2814700
829,3140,2815700,6212,2815700
829,3140,2816700,6212,2816700
829,3140,2816700,6212,2816700
829,3140,2817700,6212,2817700
829,3140,2818700,6212,2818700
829,3140,2819700,6212,2819700
829,3140,2820290,6212,2820290
829,3140,2820290,6212,2820290
830,3148,2821290,6212,2821290
830,3148,2822290,6212,2822290
830,3148,2823290,6212,2823290
830,3148,2823760,6212,2823760
830,3148,2824570,6212,2824570
830,3148,2825040,6212,2825040
830,3148,2826040,6212,2826040
830,3148,2828040,6212,2828040
831,3156,2829040,6212,2829040
831,3156,2830040,6212,2830040
831,3156,2830360,6212,2830360
831,3156,2830360,6212,2830360
831,3156,2831360,6212,2831360
831,3156,2832360,6212,2832360
831,3156,2833360,6212,2833360
831,3156,2834170,6212,2834170
831,3156,2834980,6212,2834980
831,3156,2835980,6212,2835980
832,3164,2836790,6212,2836790
832,3164,2836790,6212,2836790
832,3164,2837600,6212,2837600
832,3164,2838250,6212,2838250
832,3164,2838720,6212,2838720
832,3164,2839720,6212,2839720
832,3164,2840190,6212,2840190
832,3164,2841190,6212,2841190
832,3164,2841840,6212,2841840
832,3164,2841840,6212,2841840
832,3164,2842840,6212,2842840
833,3172,2843840,6212,2843840
833,3172,2844840,6212,2844840
833,3172,2845300,6212,2845300
833,3172,2846300,6212,2846300
833,3172,2846300,6212,2846300
833,3172,2847300,6212,2847300
833,3172,2847620,6212,2847620
833,3172,2848430,6212,2848430
833,3172,2848430,6212,2848430
833,3172,2849430,6212,2849430
833,3172,2850430,6212,2850430
833,3172,2850900,6212,2850900
834,3180,2851900,6212,2851900
834,3180,2851900,6212,2851900
834,3180,2852710,6212,2852710
834,3180,2853710,6212,2853710
834,3180,2854710,6212,2854710
834,3180,2855520,6212,2855520
834,3180,2856170,6212,2856170
834,3180,2856640,6212,2856640
834,3180,2856960,6212,2856960
834,3180,2857960,6212,2857960
834,3180,2858960,6212,2858960
835,3188,2859960,6212,2859960
835,3188,2860770,6212,2860770
835,3188,2861770,6212,2861770
835,3188,2862770,6212,2862770
835,3188,2863580,6212,2863580
836,3196,2867580,6212,2867580
836,3196,2868050,6212,2868050
836,3196,2868600,6212,2868600
836,3196,2869070,6212,2869070
836,3196,2870070,6212,2870070
836,3196,2870880,6212,2870880
836,3196,2871880,6212,2871880
836,3196,2872350,6212,2872350
836,3196,2873160,6212,2873160
837,3204,2874160,6212,2874160
837,3204,2875160,6212,2875160
837,3204,2876160,6212,2876160
837,3204,2876160,6212,2876160
837,3204,2876380,6212,2876380
837,3204,2877190,6212,2877190
837,3204,2878190,6212,2878190
837,3204,2879190,6212,2879190
837,3204,2879190,6212,2879190
837,3204,2880190,6212,2880190
