ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a906-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a906-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_ratio,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a906-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_q124,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a906-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a906-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_ratio
870575.11,14.02,0.67,344694.92,5.55
869962.52,14.01,0.67,343969.33,5.54
870020.14,14.01,0.67,343941.51,5.54
869871.67,14.01,0.67,343810.73,5.54
869447.79,14.0,0.66,343273.84,5.53
869299.32,14.0,0.66,343143.06,5.53
868875.44,14.0,0.66,342606.17,5.52
869160.8,14.0,0.66,342693.46,5.52
869012.32,14.0,0.66,342841.14,5.53
869075.0,14.01,0.66,342797.4,5.52
869075.0,14.01,0.66,345151.2,5.56
868849.73,14.0,0.66,344992.73,5.56
868701.26,14.0,0.66,344950.07,5.56
868741.5,14.01,0.66,345027.94,5.56
869073.31,14.01,0.67,344813.79,5.56
868761.55,14.01,0.67,344476.9,5.55
873347.86,14.08,0.74,349769.43,5.64
873405.48,14.08,0.74,349714.49,5.64
873242.89,14.08,0.74,349438.9,5.64
872819.01,14.08,0.73,348902.02,5.63
872206.42,14.07,0.73,348176.43,5.62
871593.84,14.06,0.72,347587.22,5.61
871511.25,14.06,0.72,347391.63,5.61
871428.67,14.06,0.72,347196.04,5.6
870816.08,14.05,0.71,346470.45,5.59
870667.61,14.05,0.71,346357.34,5.59
870730.29,14.06,0.71,346332.54,5.59
870581.81,14.06,0.71,346317.51,5.59
870433.34,14.05,0.71,346274.85,5.59
870284.87,14.05,0.71,346189.36,5.59
870894.93,14.07,0.72,346228.32,5.59
870471.05,14.06,0.72,345691.44,5.58
870048.46,14.06,0.71,345155.85,5.58
869899.99,14.06,0.71,345042.74,5.58
869306.11,14.06,0.71,344898.86,5.58
869157.64,14.06,0.71,344883.83,5.58
869009.17,14.06,0.71,344770.72,5.58
869294.53,14.06,0.72,345188.99,5.58
868920.69,14.06,0.71,344815.68,5.58
868838.11,14.06,0.71,344620.09,5.58
868689.64,14.06,0.71,344507.68,5.57
868983.18,14.06,0.72,344934.58,5.58
869161.58,14.07,0.72,344973.53,5.58
869013.11,14.07,0.72,345126.95,5.59
868400.53,14.06,0.72,344401.36,5.58
868400.53,14.06,0.72,347050.63,5.62
867976.65,14.05,0.71,346513.74,5.61
867828.17,14.05,0.71,346471.08,5.61
867456.16,14.05,0.71,346098.44,5.61
867541.07,14.05,0.71,346624.66,5.61
867392.6,14.05,0.71,346539.18,5.61
867244.13,14.05,0.71,346426.76,5.61
867095.66,14.05,0.71,346411.03,5.61
866947.19,14.05,0.71,346298.62,5.61
867240.73,14.06,0.71,346725.52,5.62
870827.29,14.11,0.77,348084.22,5.64
870403.41,14.11,0.76,347683.71,5.64
869335.93,14.11,0.77,347465.93,5.64
868723.34,14.1,0.76,346876.73,5.63
868574.87,14.1,0.76,346850.19,5.63
868202.86,14.1,0.75,346477.55,5.63
868054.39,14.1,0.75,346375.94,5.62
867630.5,14.09,0.75,345839.06,5.62
867017.92,14.08,0.74,345113.47,5.61
866594.04,14.08,0.74,344576.58,5.6
866445.57,14.08,0.74,344550.05,5.6
866445.57,14.08,0.74,344550.05,5.6
866297.1,14.08,0.74,344448.43,5.6
865873.21,14.07,0.73,343911.55,5.59
866186.33,14.08,0.74,343710.51,5.59
865889.46,14.08,0.73,343419.99,5.58
865186.4,14.07,0.72,342659.99,5.57
865037.93,14.07,0.72,342548.13,5.57
865315.1,14.07,0.73,342954.84,5.58
864929.46,14.07,0.72,342571.85,5.57
865214.82,14.07,0.73,342644.01,5.57
865393.22,14.08,0.73,343046.6,5.58
864325.74,14.08,0.74,342828.82,5.58
864935.8,14.09,0.75,342867.79,5.59
864787.33,14.09,0.75,342754.68,5.58
864638.86,14.09,0.75,342739.64,5.59
864265.03,14.09,0.74,342516.64,5.58
864578.14,14.09,0.75,342303.73,5.58
864065.09,14.09,0.74,341745.6,5.57
863768.22,14.08,0.74,341455.7,5.57
864081.33,14.09,0.75,341254.66,5.56
863487.45,14.09,0.75,341110.78,5.57
863338.98,14.09,0.75,340997.67,5.57
862825.92,14.08,0.74,340427.68,5.56
862677.45,14.08,0.74,340412.64,5.56
862909.55,14.09,0.74,340305.69,5.56
862909.55,14.09,0.74,340305.69,5.56
862761.08,14.09,0.74,340661.18,5.56
863046.44,14.09,0.75,340748.47,5.56
866187.2,14.15,0.8,344076.24,5.62
865896.63,14.14,0.8,343789.55,5.61
865671.36,14.14,0.79,343592.31,5.61
865522.89,14.14,0.79,343778.82,5.62
865374.42,14.14,0.79,343752.29,5.62
865659.78,14.14,0.8,344013.79,5.62
865285.95,14.14,0.8,343710.68,5.62
865285.95,14.14,0.8,343710.68,5.62
865137.48,14.14,0.8,343668.02,5.62
864989.01,14.14,0.79,343582.53,5.62
865274.37,14.14,0.8,343654.69,5.62
865125.9,14.14,0.8,343887.7,5.62
864850.98,14.14,0.8,343610.3,5.62
864850.98,14.14,0.8,343610.3,5.62
864891.21,14.14,0.8,343690.41,5.62
865176.57,14.15,0.81,343975.43,5.63
864802.74,14.14,0.8,343725.77,5.62
864851.69,14.15,0.8,343290.1,5.62
864602.8,14.14,0.8,342954.73,5.61
864643.03,14.15,0.8,343034.84,5.61
864494.56,14.15,0.8,342989.93,5.61
864534.79,14.15,0.81,343070.05,5.61
864534.79,14.15,0.81,343045.96,5.61
864804.02,14.16,0.81,343438.86,5.62
864655.55,14.16,0.81,343325.75,5.62
864507.08,14.15,0.81,343310.71,5.62
864507.08,14.15,0.81,343335.08,5.62
864507.08,14.15,0.81,343310.71,5.62
864358.61,14.15,0.81,343284.17,5.62
864210.14,14.15,0.81,343182.56,5.62
864479.37,14.16,0.82,343076.22,5.62
864330.9,14.16,0.82,343470.4,5.63
864330.9,14.16,0.82,343470.4,5.63
864182.43,14.16,0.82,343427.51,5.63
864033.96,14.16,0.82,343342.26,5.63
863885.48,14.16,0.82,343229.15,5.63
863737.01,14.16,0.82,343214.11,5.63
863588.54,14.16,0.82,343101.7,5.63
863440.07,14.16,0.82,343085.96,5.63
863106.66,14.16,0.81,342428.16,5.62
863404.61,14.16,0.82,342155.01,5.61
863210.55,14.16,0.82,341906.19,5.61
863388.95,14.16,0.82,341940.86,5.61
863240.48,14.16,0.82,342094.3,5.61
863092.0,14.16,0.82,342067.76,5.61
863092.0,14.16,0.82,342093.79,5.61
862943.53,14.16,0.82,341992.18,5.61
862795.06,14.16,0.82,341949.52,5.61
862795.06,14.16,0.82,341933.71,5.61
862795.06,14.16,0.82,341955.76,5.61
862498.19,14.16,0.82,341662.89,5.61
861986.43,14.15,0.81,341202.44,5.6
862271.79,14.16,0.82,341480.06,5.61
862123.32,14.16,0.82,341437.4,5.61
861974.85,14.16,0.82,341351.91,5.61
861826.38,14.16,0.82,341325.38,5.61
861529.44,14.16,0.82,341197.23,5.61
861380.96,14.16,0.82,341095.62,5.61
861232.49,14.16,0.82,340982.51,5.61
860638.61,14.16,0.81,340642.92,5.6
860264.78,14.15,0.81,340339.81,5.6
860550.14,14.16,0.82,340758.09,5.61
860401.67,14.16,0.82,340644.98,5.61
860401.67,14.16,0.82,340629.89,5.61
859334.19,14.16,0.82,340422.15,5.61
858646.3,14.15,0.81,339734.26,5.6
858497.83,14.15,0.81,339719.22,5.6
858349.35,14.15,0.81,339606.81,5.6
858200.88,14.15,0.81,339591.07,5.6
858052.41,14.15,0.81,339564.54,5.6
858092.64,14.15,0.81,339626.28,5.6
857944.17,14.15,0.81,339583.62,5.6
857795.7,14.15,0.81,339498.13,5.6
857637.0,14.15,0.81,339357.82,5.6
857906.23,14.16,0.81,339251.48,5.6
857757.76,14.16,0.81,339645.66,5.61
857609.29,14.16,0.81,339533.24,5.6
857460.82,14.16,0.81,339517.51,5.61
857312.35,14.16,0.81,339404.4,5.6
857163.88,14.16,0.81,339389.37,5.6
857015.4,14.16,0.81,339362.83,5.61
856866.93,14.16,0.81,339261.22,5.6
856987.23,14.16,0.81,339299.55,5.61
856838.76,14.16,0.81,339273.01,5.61
856690.28,14.16,0.81,339171.4,5.61
856730.52,14.16,0.82,339061.15,5.6
856582.05,14.16,0.82,339228.4,5.61
856433.57,14.16,0.82,339201.86,5.61
856059.74,14.15,0.81,338828.55,5.6
856345.1,14.16,0.82,339090.05,5.61
856196.63,14.16,0.82,339063.51,5.61
855129.16,14.16,0.82,338845.74,5.61
854980.69,14.16,0.82,338744.13,5.61
854832.22,14.16,0.82,338701.24,5.61
854683.74,14.16,0.82,338615.98,5.61
854460.11,14.16,0.81,338448.79,5.61
854509.06,14.16,0.82,338013.12,5.6
854260.17,14.16,0.82,337677.75,5.6
854260.17,14.16,0.82,337695.56,5.6
854111.7,14.16,0.82,337652.9,5.6
854111.7,14.16,0.82,337652.9,5.6
853963.22,14.16,0.82,337567.41,5.6
853814.75,14.16,0.82,337540.88,5.6
853666.28,14.16,0.81,337439.27,5.6
853517.81,14.16,0.81,337412.73,5.6
853517.81,14.16,0.81,337276.92,5.59
853369.34,14.16,0.81,337175.31,5.59
853682.46,14.17,0.82,336962.4,5.59
853169.4,14.16,0.82,336404.27,5.58
853169.4,14.16,0.82,336404.27,5.58
853501.22,14.17,0.82,336164.99,5.58
853352.74,14.17,0.82,336052.58,5.58
853204.27,14.17,0.82,336036.85,5.58
852830.44,14.16,0.82,335733.74,5.58
852830.44,14.16,0.82,338329.92,5.62
852681.97,14.16,0.82,338217.51,5.62
851614.5,14.16,0.82,337999.73,5.62
851466.02,14.16,0.82,337984.0,5.62
851317.55,14.16,0.82,337911.55,5.62
850785.79,14.16,0.81,337379.79,5.61
857598.03,14.27,0.93,342663.31,5.7
857310.32,14.26,0.92,342377.32,5.7
857161.85,14.26,0.92,342321.63,5.7
857013.38,14.26,0.92,342295.09,5.7
856864.91,14.26,0.92,342193.48,5.7
856716.44,14.26,0.92,342166.95,5.7
856557.74,14.26,0.92,342008.24,5.69
856409.26,14.26,0.92,341906.63,5.69
856650.09,14.27,0.92,341200.19,5.68
856501.61,14.27,0.92,341087.08,5.68
855434.14,14.27,0.93,340869.3,5.69
855213.38,14.27,0.92,341024.71,5.69
855213.38,14.27,0.92,341024.71,5.69
855064.91,14.27,0.92,341009.67,5.69
855105.14,14.27,0.93,341089.78,5.69
855145.37,14.27,0.93,341208.23,5.69
855145.37,14.27,0.93,341208.23,5.69
854996.9,14.27,0.93,341135.78,5.69
854848.43,14.27,0.93,341080.08,5.69
854848.43,14.27,0.93,341080.08,5.69
855117.66,14.28,0.93,340973.74,5.69
854969.19,14.28,0.93,341367.92,5.7
854820.72,14.28,0.93,341295.47,5.7
854672.25,14.28,0.93,341239.77,5.7
854672.25,14.28,0.93,341239.77,5.7
854523.78,14.28,0.93,341197.11,5.7
854375.3,14.28,0.93,341111.63,5.7
854226.83,14.28,0.93,341085.09,5.7
854078.36,14.28,0.93,340983.48,5.7
853929.89,14.28,0.93,340956.95,5.7
853781.42,14.28,0.93,340855.33,5.7
854442.73,14.29,0.95,340844.81,5.7
854294.26,14.29,0.95,340818.28,5.7
854294.26,14.29,0.95,340818.28,5.7
854313.01,14.29,0.95,340937.76,5.7
854313.01,14.29,0.95,340937.76,5.7
854353.24,14.29,0.95,340999.5,5.7
854353.24,14.29,0.95,340999.5,5.7
854065.54,14.29,0.95,340713.51,5.7
854748.0,14.3,0.96,340882.34,5.7
854172.38,14.29,0.95,340249.26,5.69
854172.38,14.29,0.95,340249.26,5.69
853884.68,14.29,0.95,339963.27,5.69
853933.63,14.29,0.95,339527.6,5.68
853683.44,14.29,0.95,339186.5,5.68
853861.84,14.3,0.95,339225.44,5.68
853713.36,14.3,0.95,339378.87,5.68
853936.01,14.3,0.96,339007.04,5.68
854597.88,14.31,0.97,339091.81,5.68
854597.88,14.31,0.97,339091.81,5.68
854911.0,14.32,0.98,338878.9,5.68
855742.61,14.34,0.99,339184.36,5.68
855742.61,14.34,0.99,339184.36,5.68
855583.7,14.34,0.99,339028.44,5.68
855435.23,14.33,0.99,338955.99,5.68
855720.59,14.34,1.0,339263.41,5.69
855572.12,14.34,1.0,339150.3,5.68
855148.24,14.34,0.99,338749.79,5.68
854999.77,14.34,0.99,338734.76,5.68
854999.77,14.34,0.99,338734.76,5.68
854999.77,14.34,0.99,338734.76,5.68
854851.3,14.34,0.99,338708.22,5.68
854149.48,14.33,0.98,338012.41,5.67
854001.01,14.33,0.98,337910.8,5.67
854001.01,14.33,0.98,337910.8,5.67
853627.18,14.32,0.98,337607.69,5.66
853627.18,14.32,0.98,337607.69,5.66
853374.12,14.32,0.97,337309.56,5.66
852306.65,14.32,0.98,337091.78,5.66
852009.78,14.32,0.97,336801.26,5.66
851861.31,14.31,0.97,336774.73,5.66
851702.6,14.31,0.97,336621.11,5.66
851554.13,14.31,0.97,336519.5,5.66
851839.49,14.32,0.98,336591.66,5.66
851337.94,14.31,0.97,336045.17,5.65
851189.46,14.31,0.97,336207.97,5.65
850902.68,14.31,0.96,335921.19,5.65
851134.78,14.31,0.97,335814.25,5.65
851175.02,14.32,0.97,336355.62,5.66
851836.89,14.33,0.99,336440.4,5.66
851135.07,14.32,0.98,335744.59,5.65
850771.24,14.31,0.97,335451.48,5.64
850622.77,14.31,0.97,335424.94,5.64
850916.32,14.32,0.98,335765.97,5.65
851094.72,14.32,0.98,335804.92,5.65
850946.25,14.32,0.98,335958.34,5.66
850574.23,14.32,0.98,335585.7,5.65
850806.33,14.32,0.98,335478.76,5.65
850984.73,14.33,0.99,336173.69,5.66
850687.86,14.33,0.98,335883.17,5.66
850687.86,14.33,0.98,335883.17,5.66
850973.22,14.33,0.99,335955.33,5.66
850824.75,14.33,0.99,336118.14,5.66
850676.28,14.33,0.99,336091.6,5.66
850716.51,14.33,0.99,336153.34,5.66
850894.91,14.34,0.99,336192.29,5.67
850746.44,14.34,0.99,336345.71,5.67
850597.97,14.34,0.99,336233.3,5.67
850449.5,14.34,0.99,336217.57,5.67
850290.79,14.34,0.99,336084.22,5.67
850142.32,14.34,0.99,336011.77,5.67
849993.85,14.34,0.99,335956.07,5.67
849845.38,14.34,0.99,335842.96,5.67
849845.38,14.34,0.99,335842.96,5.67
849696.91,14.34,0.99,335827.92,5.67
849548.44,14.34,0.99,335780.71,5.67
849241.57,14.33,0.99,335461.34,5.66
849093.1,14.33,0.99,335373.8,5.66
849133.33,14.33,0.99,335453.92,5.66
848984.86,14.33,0.99,335409.01,5.66
848836.39,14.33,0.99,335297.14,5.66
848727.68,14.33,0.99,335191.99,5.66
848353.85,14.33,0.98,334888.88,5.66
848205.38,14.33,0.98,334872.6,5.66
847137.91,14.33,0.98,334654.82,5.66
847316.31,14.33,0.99,334874.25,5.66
847494.7,14.34,0.99,335087.01,5.67
847346.23,14.34,0.99,334973.9,5.67
847197.76,14.34,0.99,334958.87,5.67
847859.63,14.35,1.01,335043.64,5.67
848157.59,14.36,1.01,334770.5,5.67
847645.77,14.35,1.01,334264.68,5.66
847348.9,14.35,1.0,333974.17,5.65
847200.43,14.35,1.0,333947.63,5.65
847200.43,14.35,1.0,333947.63,5.65
847051.96,14.35,1.0,333846.02,5.65
846552.77,14.34,1.0,333346.83,5.65
846884.59,14.35,1.0,333107.55,5.64
846352.83,14.34,1.0,332575.79,5.64
846204.36,14.34,1.0,332532.9,5.64
846244.59,14.34,1.0,332611.0,5.64
846529.95,14.35,1.01,332679.19,5.64
846570.18,14.35,1.01,332969.52,5.64
846421.71,14.35,1.01,332926.86,5.64
846273.24,14.35,1.01,332841.38,5.64
846124.77,14.35,1.01,332798.72,5.64
845976.3,14.35,1.01,332713.23,5.64
846289.41,14.36,1.02,332500.32,5.64
846140.94,14.36,1.02,332388.46,5.64
845437.88,14.35,1.01,331640.33,5.63
845289.41,14.35,1.01,331624.04,5.63
845082.54,14.35,1.0,331503.59,5.63
844934.07,14.35,1.0,331391.17,5.63
844934.07,14.35,1.0,331391.17,5.63
844934.07,14.35,1.0,331391.17,5.63
844934.07,14.35,1.0,331391.17,5.63
844785.6,14.35,1.0,331375.44,5.63
844825.83,14.35,1.01,331455.55,5.63
844677.36,14.35,1.01,331432.44,5.63
844717.6,14.35,1.01,331512.56,5.63
844569.12,14.35,1.01,331467.65,5.63
844420.65,14.35,1.01,331424.75,5.63
844272.18,14.35,1.01,331339.5,5.63
843908.35,14.35,1.0,331100.44,5.63
843908.35,14.35,1.0,331100.44,5.63
843611.48,14.34,1.0,330810.57,5.62
843463.01,14.34,1.0,330738.12,5.62
843695.11,14.35,1.0,331059.23,5.63
843735.34,14.35,1.01,331139.34,5.63
843586.87,14.35,1.01,331116.25,5.63
843872.23,14.36,1.01,331203.54,5.63
843723.76,14.36,1.01,331351.22,5.64
843575.29,14.36,1.01,331238.11,5.64
843426.82,14.36,1.01,331223.07,5.64
843287.07,14.36,1.01,330506.31,5.63
843036.88,14.35,1.01,330262.03,5.62
842888.41,14.35,1.01,330219.37,5.62
842888.41,14.35,1.01,330219.37,5.62
842739.94,14.35,1.01,330133.89,5.62
842600.18,14.35,1.01,329505.52,5.61
842538.7,14.35,1.01,329357.11,5.61
842198.12,14.35,1.01,329018.66,5.61
842039.42,14.35,1.0,328885.31,5.6
841890.95,14.35,1.0,328858.77,5.6
841742.48,14.35,1.0,328757.16,5.6
840742.48,14.33,0.99,327757.16,5.59
840540.68,14.33,0.99,327532.34,5.58
840540.68,14.33,0.99,327532.34,5.58
840220.68,14.32,0.98,327212.34,5.58
840072.21,14.32,0.98,327180.92,5.58
839923.74,14.32,0.98,327077.58,5.58
839775.26,14.32,0.98,326965.16,5.58
839626.79,14.32,0.98,326949.43,5.58
839262.96,14.32,0.98,326656.32,5.57
838669.08,14.32,0.98,326316.73,5.57
838982.19,14.33,0.98,326115.69,5.57
838833.72,14.33,0.98,325995.96,5.57
839119.08,14.33,0.99,326417.85,5.58
838826.02,14.33,0.99,326067.85,5.57
838452.19,14.32,0.98,325690.93,5.56
838765.31,14.33,0.99,325489.89,5.56
838616.84,14.33,0.99,325376.78,5.56
838468.37,14.33,0.99,325361.74,5.56
838319.9,14.33,0.99,325335.21,5.56
838029.32,14.33,0.98,325048.4,5.56
837880.85,14.33,0.98,324946.79,5.56
837367.79,14.32,0.98,324376.79,5.55
837812.24,14.33,0.99,324411.47,5.55
837663.77,14.33,0.99,324868.19,5.56
837704.01,14.33,0.99,324948.31,5.56
837402.78,14.33,0.98,324580.43,5.55
837688.14,14.33,0.99,324865.45,5.56
837539.67,14.33,0.99,324822.56,5.56
837539.67,14.33,0.99,324822.56,5.56
837391.2,14.33,0.99,324737.3,5.56
837569.6,14.34,0.99,324776.25,5.56
837195.77,14.33,0.99,324526.58,5.56
837236.0,14.34,0.99,324791.75,5.56
837236.0,14.34,0.99,324791.75,5.56
837087.53,14.34,0.99,324765.21,5.56
836939.06,14.34,0.99,324663.6,5.56
836790.59,14.33,0.99,324551.74,5.56
836642.12,14.33,0.99,324535.46,5.56
836642.12,14.33,0.99,324535.46,5.56
836493.65,14.33,0.99,324422.35,5.56
836779.01,14.34,1.0,324840.62,5.57
836630.53,14.34,1.0,324797.73,5.57
836670.77,14.34,1.0,324875.83,5.57
836670.77,14.34,1.0,324875.83,5.57
836522.3,14.34,1.0,324849.29,5.57
836562.53,14.35,1.0,324932.83,5.57
836562.53,14.35,1.0,324932.83,5.57
836414.06,14.35,1.0,324819.72,5.57
836265.59,14.35,1.0,324804.68,5.57
836117.12,14.35,1.0,324778.15,5.57
835968.64,14.35,1.0,324676.54,5.57
835594.81,14.34,1.0,324303.22,5.57
835446.34,14.34,1.0,324276.69,5.57
835731.7,14.35,1.0,324538.19,5.57
835583.23,14.35,1.0,324542.22,5.57
835583.23,14.35,1.0,324542.22,5.57
835286.36,14.34,1.0,324324.34,5.57
835137.89,14.34,1.0,324192.16,5.57
834989.42,14.34,1.0,324165.63,5.57
834840.95,14.34,1.0,324064.02,5.57
834692.48,14.34,1.0,323952.44,5.57
834732.71,14.34,1.0,324121.26,5.57
834358.88,14.34,1.0,323818.15,5.57
834210.41,14.34,1.0,323705.04,5.56
834495.77,14.35,1.0,324123.32,5.57
834347.3,14.34,1.0,324046.61,5.57
834198.82,14.34,1.0,323988.56,5.57
834421.47,14.35,1.01,323616.73,5.57
834273.0,14.35,1.01,323503.62,5.56
833660.41,14.34,1.0,322914.41,5.56
833286.58,14.34,0.99,322541.1,5.55
833580.13,14.34,1.0,322968.7,5.56
833431.66,14.34,1.0,322855.59,5.56
833283.18,14.34,1.0,322840.55,5.56
833134.71,14.34,1.0,322728.97,5.56
832986.24,14.34,1.0,322712.4,5.56
832614.23,14.34,0.99,322339.77,5.55
832614.23,14.34,0.99,322339.77,5.55
832465.75,14.34,0.99,322227.35,5.55
832317.28,14.34,0.99,322211.62,5.55
832317.28,14.34,0.99,322211.62,5.55
832366.23,14.34,1.0,321775.95,5.54
832217.76,14.34,1.0,321663.54,5.54
832156.28,14.34,1.0,321506.7,5.54
832196.51,14.34,1.0,321670.77,5.54
832048.04,14.34,1.0,321557.66,5.54
831899.57,14.34,1.0,321542.63,5.54
831751.1,14.34,1.0,321429.52,5.54
831602.63,14.34,1.0,321414.48,5.54
831642.86,14.35,1.0,321494.59,5.55
831494.39,14.35,1.0,321449.68,5.55
831672.79,14.35,1.01,321669.11,5.55
831524.32,14.35,1.01,321624.93,5.55
831375.84,14.35,1.01,321513.35,5.55
831227.37,14.35,1.01,321496.78,5.55
831496.6,14.36,1.01,321390.44,5.55
831348.13,14.36,1.01,321784.62,5.56
831199.66,14.36,1.01,321671.51,5.56
830902.79,14.35,1.01,321398.12,5.55
831188.15,14.36,1.02,321816.4,5.56
831039.68,14.36,1.02,321769.19,5.56
830891.21,14.36,1.02,321681.64,5.56
830891.21,14.36,1.02,321681.64,5.56
830603.51,14.35,1.01,321395.66,5.55
830652.46,14.36,1.01,320959.99,5.55
830652.46,14.36,1.01,320959.99,5.55
830403.57,14.36,1.01,320624.62,5.54
830581.96,14.36,1.02,320663.56,5.54
830622.2,14.36,1.02,320928.73,5.55
830671.15,14.37,1.02,320493.06,5.54
829603.67,14.37,1.02,320275.28,5.55
829353.48,14.37,1.02,319938.62,5.54
829205.01,14.37,1.02,319912.08,5.54
829205.01,14.37,1.02,319912.08,5.54
829245.25,14.37,1.02,319973.82,5.54
829023.55,14.36,1.02,319792.15,5.54
829255.65,14.37,1.03,319685.21,5.54
829107.18,14.37,1.03,320040.9,5.55
828958.71,14.37,1.03,319998.01,5.55
828584.88,14.36,1.02,319624.7,5.54
828436.41,14.36,1.02,319539.44,5.54
828436.41,14.36,1.02,319539.44,5.54
828721.77,14.37,1.03,319626.73,5.54
828573.29,14.37,1.03,319774.41,5.55
828424.82,14.37,1.03,319662.54,5.55
828465.06,14.37,1.03,319831.41,5.55
828091.22,14.37,1.02,319528.3,5.54
828140.18,14.37,1.03,319092.63,5.54
828421.28,14.38,1.03,319287.26,5.54
828272.81,14.38,1.03,319214.81,5.54
827975.94,14.37,1.03,318997.14,5.54
827975.94,14.37,1.03,318997.14,5.54
828016.17,14.38,1.03,319104.8,5.54
827867.7,14.38,1.03,319078.26,5.54
827719.23,14.38,1.03,318976.65,5.54
827719.23,14.38,1.03,318976.65,5.54
827988.46,14.38,1.04,318870.31,5.54
828028.7,14.38,1.04,319449.66,5.55
827880.22,14.38,1.04,319338.08,5.55
827731.75,14.38,1.04,319321.52,5.55
827583.28,14.38,1.04,319209.1,5.55
827434.81,14.38,1.04,319193.37,5.55
827286.34,14.38,1.04,319080.26,5.55
827326.57,14.39,1.04,319250.37,5.55
827366.81,14.39,1.05,319330.49,5.55
827218.33,14.39,1.05,319307.37,5.55
827069.86,14.39,1.05,319234.92,5.55
826921.39,14.39,1.05,319179.23,5.55
826772.92,14.39,1.05,319152.69,5.55
826813.15,14.39,1.05,319214.43,5.56
827098.51,14.4,1.05,319301.72,5.56
826950.04,14.4,1.05,319449.4,5.56
826801.57,14.4,1.05,319422.86,5.56
826801.57,14.4,1.05,319422.86,5.56
826801.57,14.4,1.05,319422.86,5.56
826841.8,14.4,1.06,319484.6,5.56
826731.8,14.4,1.05,319374.6,5.56
826772.04,14.4,1.06,319454.72,5.56
826623.57,14.4,1.06,319409.81,5.56
826663.8,14.4,1.06,319489.92,5.57
826515.33,14.4,1.06,319466.83,5.57
826555.56,14.41,1.06,319546.95,5.57
826595.79,14.41,1.07,319665.39,5.57
826305.22,14.4,1.06,319378.49,5.57
826527.86,14.41,1.07,319006.66,5.56
826379.39,14.41,1.07,318894.8,5.56
825955.51,14.41,1.06,318494.3,5.55
826224.74,14.41,1.07,318894.0,5.56
826224.74,14.41,1.07,318894.0,5.56
826076.27,14.41,1.07,318851.11,5.56
825927.8,14.41,1.07,318765.85,5.56
825779.33,14.41,1.07,318652.74,5.56
825482.39,14.41,1.07,318524.6,5.56
825482.39,14.41,1.07,318524.6,5.56
825118.55,14.41,1.06,318231.49,5.56
824970.08,14.41,1.06,318216.45,5.56
824970.08,14.41,1.06,318216.45,5.56
824821.61,14.41,1.06,318189.91,5.56
824673.14,14.41,1.06,318088.3,5.56
824673.14,14.41,1.06,318088.3,5.56
824524.67,14.41,1.06,317975.19,5.56
824524.67,14.41,1.06,317975.19,5.56
824236.97,14.4,1.06,317649.15,5.55
824088.5,14.4,1.06,317634.12,5.55
824088.5,14.4,1.06,317634.12,5.55
823940.03,14.4,1.06,317521.01,5.55
822872.55,14.4,1.06,317313.27,5.55
822724.08,14.4,1.06,317298.23,5.55
822902.48,14.41,1.06,317337.18,5.56
822754.01,14.41,1.06,317450.25,5.56
822605.54,14.41,1.06,317337.14,5.56
822645.77,14.41,1.07,317507.26,5.56
822497.3,14.41,1.07,317394.15,5.56
822782.66,14.42,1.07,317812.42,5.57
822634.19,14.42,1.07,317785.89,5.57
822485.72,14.42,1.07,317684.28,5.57
822337.24,14.42,1.07,317641.62,5.57
822377.48,14.42,1.08,317719.48,5.57
822237.72,14.42,1.08,317002.72,5.56
822237.72,14.42,1.08,317002.72,5.56
821987.53,14.42,1.07,316758.44,5.56
822319.35,14.43,1.08,316544.3,5.55
821787.59,14.42,1.07,315987.41,5.54
822100.71,14.43,1.08,315774.5,5.54
821587.65,14.42,1.08,315216.37,5.53
821627.88,14.42,1.08,315296.48,5.53
821806.28,14.43,1.08,315520.48,5.54
822119.4,14.43,1.09,315319.44,5.54
821606.34,14.43,1.08,314749.44,5.53
821457.87,14.43,1.08,314706.55,5.53
821094.04,14.42,1.08,314343.24,5.52
821094.04,14.42,1.08,314343.24,5.52
820945.57,14.42,1.08,314257.98,5.52
821214.8,14.43,1.09,314151.64,5.52
821214.8,14.43,1.09,314151.64,5.52
821214.8,14.43,1.09,314151.64,5.52
821255.03,14.43,1.09,314730.99,5.53
821540.39,14.44,1.09,314803.15,5.53
821391.92,14.44,1.09,314965.96,5.54
821432.15,14.44,1.1,315046.07,5.54
821058.32,14.44,1.09,314742.96,5.53
821115.94,14.44,1.09,314715.14,5.53
820967.47,14.44,1.09,314670.23,5.53
821016.42,14.44,1.1,314234.56,5.53
821297.53,14.45,1.1,314429.2,5.53
821979.99,14.46,1.11,314598.02,5.53
821683.12,14.45,1.11,314347.85,5.53
821386.25,14.45,1.11,314130.19,5.53
