ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a906-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a906-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_ratio,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a906-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_q124,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a906-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a906-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_ratio
814039.62,16.11,2.77,342667.17,6.78
813891.15,16.11,2.77,342624.51,6.78
813710.54,16.11,2.76,342352.79,6.78
820522.77,16.24,2.9,349104.64,6.91
819928.89,16.24,2.9,348765.04,6.91
819780.41,16.24,2.9,348679.56,6.91
819780.41,16.24,2.9,348679.56,6.91
819820.65,16.25,2.9,348759.67,6.91
819400.64,16.24,2.9,348401.04,6.9
819252.17,16.24,2.9,348377.95,6.91
819696.62,16.25,2.91,348412.63,6.91
819548.15,16.25,2.91,348869.35,6.92
819399.67,16.25,2.91,348826.69,6.92
819098.45,16.25,2.9,348458.81,6.91
818949.98,16.25,2.9,348373.33,6.91
819235.34,16.25,2.91,348460.61,6.91
819086.87,16.25,2.91,348679.41,6.92
819135.82,16.26,2.91,348243.73,6.91
818886.93,16.26,2.91,347908.37,6.91
818738.46,16.26,2.91,347835.92,6.91
818589.98,16.26,2.91,347780.22,6.91
818903.1,16.27,2.92,347567.31,6.9
818390.04,16.26,2.91,347009.18,6.89
818241.57,16.26,2.91,346982.65,6.89
818093.1,16.26,2.91,346881.04,6.89
818703.16,16.27,2.93,346920.0,6.9
821843.92,16.34,2.99,347641.01,6.91
821695.45,16.34,2.99,347614.47,6.91
821735.68,16.34,3.0,347676.21,6.91
822067.5,16.35,3.01,347462.07,6.91
822067.5,16.35,3.01,347462.07,6.91
822067.5,16.35,3.01,347462.07,6.91
821919.03,16.35,3.01,347349.14,6.91
821770.56,16.35,3.01,347333.92,6.91
821238.8,16.34,3.0,346777.03,6.9
821090.33,16.34,3.0,346745.61,6.9
820941.86,16.34,3.0,346642.27,6.9
820793.39,16.34,3.0,346594.11,6.9
820833.62,16.35,3.0,346670.86,6.9
820685.15,16.35,3.0,346628.2,6.9
820311.32,16.34,3.0,346253.98,6.9
820162.85,16.34,3.0,346168.49,6.9
820994.46,16.36,3.02,346473.94,6.9
821288.0,16.37,3.02,346436.19,6.9
821139.53,16.37,3.02,346788.57,6.91
820777.52,16.36,3.02,346425.8,6.91
820629.05,16.36,3.02,346313.38,6.9
820480.57,16.36,3.02,346297.65,6.91
820793.69,16.37,3.03,346096.61,6.9
820793.69,16.37,3.03,346096.61,6.9
820645.22,16.37,3.03,345984.2,6.9
820823.62,16.38,3.03,346248.63,6.91
820322.06,16.37,3.03,345702.14,6.9
819809.01,16.36,3.02,345132.14,6.89
820126.21,16.37,3.03,345375.85,6.89
819829.34,16.37,3.02,345125.68,6.89
819829.34,16.37,3.02,345125.68,6.89
819742.02,16.37,3.02,344125.27,6.87
819849.81,16.37,3.03,343723.26,6.86
820555.93,16.39,3.05,345071.92,6.89
820555.93,16.39,3.05,345071.92,6.89
820555.93,16.39,3.05,345071.92,6.89
819906.03,16.38,3.04,344289.64,6.88
819789.41,16.38,3.04,344022.62,6.87
819789.41,16.38,3.04,344022.62,6.87
820804.55,16.4,3.06,344533.89,6.88
822274.35,16.43,3.09,345814.45,6.91
822274.35,16.43,3.09,345814.45,6.91
822811.95,16.45,3.1,346529.89,6.93
822663.48,16.45,3.1,346442.21,6.93
822194.61,16.44,3.1,345631.01,6.91
822194.61,16.44,3.1,345631.01,6.91
822249.58,16.44,3.1,345740.24,6.91
822452.26,16.45,3.11,346160.64,6.92
822237.44,16.45,3.11,346000.94,6.92
822088.97,16.45,3.11,345929.45,6.92
822088.97,16.45,3.11,345929.45,6.92
822267.37,16.46,3.11,345892.4,6.92
821970.5,16.45,3.11,345996.42,6.92
821822.03,16.45,3.11,345873.27,6.92
821118.97,16.44,3.1,345091.74,6.91
820970.5,16.44,3.1,345105.53,6.91
821287.7,16.45,3.11,345349.24,6.92
821139.23,16.45,3.11,345269.68,6.92
822758.14,16.49,3.14,346485.66,6.94
822609.67,16.49,3.14,346451.41,6.94
822461.2,16.49,3.14,346557.62,6.95
822312.73,16.49,3.14,346421.33,6.95
823782.53,16.52,3.18,347701.9,6.97
823313.66,16.51,3.17,346890.71,6.96
823165.19,16.51,3.17,346729.46,6.96
823450.55,16.52,3.18,346589.16,6.95
823495.73,16.52,3.18,346689.46,6.96
823495.73,16.52,3.18,346689.46,6.96
823274.04,16.52,3.18,346507.79,6.95
823136.18,16.52,3.18,347058.69,6.97
823165.8,16.52,3.18,347087.92,6.97
823017.33,16.52,3.18,346399.77,6.95
822954.53,16.53,3.18,346206.64,6.95
822822.1,16.53,3.18,346401.44,6.96
822571.91,16.52,3.18,346017.6,6.95
822612.15,16.53,3.18,345964.16,6.95
822386.88,16.52,3.18,345715.41,6.95
822672.24,16.53,3.19,345672.53,6.95
822672.24,16.53,3.19,345672.53,6.95
822523.77,16.53,3.19,346108.82,6.96
822375.3,16.53,3.19,346118.26,6.96
822226.83,16.53,3.19,346002.16,6.96
822078.36,16.53,3.19,345811.15,6.95
821853.09,16.53,3.19,345710.4,6.95
821893.33,16.53,3.19,346021.14,6.96
821893.33,16.53,3.19,346021.14,6.96
821744.85,16.53,3.19,345850.5,6.96
822038.4,16.54,3.2,345249.51,6.95
821911.16,16.54,3.2,344938.41,6.94
821697.85,16.54,3.2,345984.41,6.96
821400.9,16.54,3.2,345973.43,6.97
821924.03,16.55,3.21,345839.2,6.97
822209.39,16.56,3.22,345936.8,6.97
822060.92,16.56,3.22,346069.41,6.97
822060.92,16.56,3.22,346069.41,6.97
822101.15,16.56,3.22,345891.69,6.97
822279.55,16.57,3.23,345768.01,6.97
821905.72,16.56,3.22,345464.9,6.96
821767.86,16.56,3.22,346112.35,6.98
822026.48,16.57,3.23,346249.83,6.98
822343.68,16.58,3.24,346493.54,6.99
823117.58,16.6,3.26,346670.21,6.99
822820.71,16.59,3.25,346496.41,6.99
822335.56,16.59,3.24,346317.98,6.99
822187.09,16.59,3.24,346256.39,6.99
822472.45,16.6,3.25,346215.57,6.99
821992.61,16.59,3.24,345623.3,6.97
822050.23,16.59,3.25,345595.48,6.97
822282.34,16.6,3.25,346196.45,6.99
822322.57,16.6,3.26,346514.92,6.99
822362.8,16.6,3.26,346461.48,6.99
822425.47,16.6,3.26,346417.74,6.99
822277.0,16.6,3.26,346366.48,6.99
822317.24,16.61,3.26,346348.06,7.0
822208.53,16.61,3.26,346239.36,6.99
822049.83,16.6,3.26,346085.23,6.99
821901.36,16.6,3.26,346436.06,7.0
822133.46,16.61,3.27,346365.97,7.0
821759.63,16.6,3.26,346025.72,6.99
821799.86,16.61,3.26,345991.03,6.99
821651.39,16.61,3.27,346507.49,7.0
821363.69,16.6,3.26,346205.78,7.0
821448.6,16.61,3.26,351761.88,7.11
821733.96,16.61,3.27,352167.23,7.12
821585.49,16.61,3.27,352079.23,7.12
821437.02,16.61,3.27,352151.03,7.12
821288.55,16.61,3.27,352041.37,7.12
823188.98,16.65,3.31,353000.02,7.14
823229.21,16.66,3.31,353167.41,7.15
823070.51,16.65,3.31,353008.71,7.14
823110.74,16.66,3.31,352453.16,7.13
823830.85,16.67,3.33,353163.45,7.15
823540.28,16.67,3.33,352835.11,7.14
823597.9,16.67,3.33,352780.18,7.14
823439.13,16.67,3.32,352648.23,7.14
823322.5,16.67,3.33,352693.98,7.14
824060.05,16.69,3.34,352854.26,7.15
823771.12,16.68,3.34,352784.5,7.15
823654.49,16.69,3.34,352830.25,7.15
826872.08,16.75,3.41,352559.97,7.14
826575.14,16.75,3.41,352545.87,7.14
828097.88,16.79,3.44,353429.8,7.16
827724.05,16.78,3.44,352993.45,7.16
827228.75,16.77,3.43,352408.15,7.15
827228.75,16.77,3.43,352302.93,7.14
827138.8,16.77,3.43,352258.85,7.14
827201.47,16.77,3.43,352976.16,7.16
827201.47,16.77,3.43,352976.16,7.16
827286.38,16.78,3.43,355519.98,7.21
827137.91,16.78,3.43,355405.25,7.21
826989.44,16.78,3.43,355390.21,7.21
826872.81,16.78,3.43,355123.18,7.21
826387.96,16.77,3.43,354530.91,7.19
826047.38,16.76,3.42,354289.33,7.19
827167.8,16.79,3.45,355083.71,7.21
827619.95,16.8,3.46,355093.11,7.21
827619.95,16.8,3.46,355093.11,7.21
827471.48,16.8,3.46,355064.02,7.21
827063.81,16.8,3.45,354656.34,7.2
830453.24,16.86,3.52,356467.03,7.24
830304.77,16.86,3.52,356369.61,7.24
830156.3,16.87,3.52,356971.91,7.25
833494.18,16.93,3.59,359842.47,7.31
833194.98,16.93,3.59,359473.46,7.3
833078.36,16.93,3.59,359418.33,7.3
833078.36,16.93,3.59,359418.33,7.3
833078.36,16.93,3.59,359418.33,7.3
832983.71,16.93,3.59,358592.17,7.29
832825.01,16.93,3.59,358458.82,7.29
833145.45,16.94,3.6,359051.32,7.3
833122.4,16.94,3.6,358949.79,7.3
832973.93,16.94,3.6,358906.8,7.3
832825.45,16.94,3.6,358854.56,7.3
832825.45,16.94,3.6,358854.56,7.3
832676.98,16.94,3.6,358820.95,7.3
832676.98,16.94,3.6,358820.95,7.3
832676.98,16.94,3.6,358820.95,7.3
832528.51,16.94,3.6,358805.91,7.3
832935.5,16.95,3.61,358238.58,7.29
832935.5,16.95,3.61,358238.58,7.29
832748.09,16.95,3.6,359597.71,7.32
832599.62,16.95,3.6,359518.15,7.32
832504.98,16.95,3.61,358632.92,7.3
832504.98,16.95,3.61,358632.92,7.3
832828.7,16.96,3.62,358612.19,7.3
833007.1,16.97,3.62,358797.83,7.31
833292.46,16.97,3.63,358901.03,7.31
833143.99,16.97,3.63,359150.77,7.32
833354.23,16.98,3.64,359239.86,7.32
832980.4,16.97,3.63,359022.14,7.32
834526.27,17.01,3.67,360212.72,7.34
834377.8,17.01,3.67,360138.61,7.34
834269.1,17.01,3.66,360055.26,7.34
834120.63,17.01,3.66,360015.57,7.34
833438.08,17.0,3.65,359419.41,7.33
833438.08,17.0,3.65,359419.41,7.33
833216.66,16.99,3.65,359239.35,7.33
833068.19,16.99,3.65,359341.95,7.33
833300.29,17.0,3.66,359535.15,7.34
833300.29,17.0,3.66,359535.15,7.34
833183.67,17.0,3.66,359580.9,7.34
834381.03,17.03,3.68,360102.4,7.35
834264.41,17.03,3.69,360148.15,7.35
834659.78,17.04,3.7,360580.57,7.36
835857.15,17.06,3.72,361102.08,7.37
836067.39,17.07,3.73,361191.17,7.38
836452.77,17.08,3.74,361613.6,7.38
836294.06,17.08,3.73,361454.89,7.38
836317.19,17.08,3.74,360828.49,7.37
836424.21,17.09,3.74,361345.17,7.38
836580.9,17.09,3.75,362192.9,7.4
835976.68,17.09,3.74,361473.27,7.39
837129.01,17.11,3.77,361333.95,7.39
837414.37,17.12,3.78,361270.35,7.39
837265.9,17.12,3.78,361139.28,7.38
837219.14,17.12,3.78,361848.36,7.4
837210.17,17.12,3.78,361876.16,7.4
837289.21,17.13,3.78,361800.47,7.4
837106.31,17.13,3.78,361741.74,7.4
836512.43,17.13,3.79,361597.86,7.4
836512.43,17.13,3.79,361500.19,7.4
836669.11,17.14,3.79,362347.93,7.42
837820.37,17.16,3.82,362901.99,7.43
837811.4,17.16,3.82,362927.48,7.44
837108.34,17.15,3.81,362209.16,7.42
837165.96,17.16,3.81,362404.22,7.43
838765.39,17.19,3.85,362836.16,7.44
839556.27,17.21,3.87,363515.65,7.45
839170.1,17.21,3.86,363213.47,7.45
838958.82,17.21,3.86,363801.04,7.46
839776.05,17.23,3.88,364111.75,7.47
839479.11,17.23,3.88,363547.69,7.46
839807.31,17.24,3.89,363558.3,7.46
839963.99,17.24,3.9,364406.04,7.48
839963.99,17.24,3.9,364335.6,7.48
839667.12,17.24,3.89,364040.42,7.47
839729.79,17.24,3.9,364031.95,7.47
841329.23,17.27,3.93,364463.89,7.48
840988.65,17.27,3.93,364178.03,7.48
841145.34,17.28,3.93,365025.76,7.5
840996.87,17.28,3.93,364957.8,7.5
840996.87,17.28,3.93,366209.65,7.52
840848.39,17.28,3.93,366163.8,7.52
842097.83,17.31,3.96,366245.74,7.53
841912.04,17.3,3.96,365660.44,7.52
841763.56,17.31,3.96,365771.54,7.52
841760.96,17.31,3.96,365793.89,7.52
841612.49,17.31,3.97,365652.73,7.52
841464.02,17.31,3.97,366207.66,7.53
841925.86,17.32,3.98,366862.22,7.55
844436.79,17.38,4.03,369476.91,7.6
844408.62,17.38,4.04,369502.48,7.6
844693.98,17.39,4.04,369409.29,7.6
844320.15,17.38,4.04,369350.26,7.6
844605.51,17.39,4.04,369709.34,7.61
844457.03,17.39,4.04,369594.48,7.61
844083.2,17.38,4.04,369472.06,7.61
844254.55,17.39,4.04,372177.85,7.66
844962.47,17.4,4.06,371585.57,7.65
848197.25,17.47,4.13,372786.86,7.68
848169.07,17.47,4.13,372773.48,7.68
848169.07,17.47,4.13,372773.48,7.68
847101.59,17.48,4.14,372555.71,7.69
846953.12,17.48,4.14,372452.19,7.69
845885.65,17.49,4.14,372234.41,7.7
845925.88,17.49,4.15,372211.57,7.7
845777.41,17.49,4.15,372334.14,7.7
845628.94,17.49,4.15,372249.33,7.7
845807.34,17.5,4.15,372171.72,7.7
845658.87,17.5,4.15,372720.7,7.71
845510.39,17.5,4.16,372585.57,7.71
845482.22,17.5,4.16,372578.32,7.71
845333.75,17.5,4.16,372476.64,7.71
845185.27,17.5,4.16,372442.98,7.71
845036.8,17.5,4.16,372834.52,7.72
845077.04,17.51,4.16,372606.13,7.72
844780.17,17.5,4.16,372372.36,7.71
845012.27,17.51,4.17,372173.12,7.71
844863.8,17.51,4.17,372816.64,7.73
844715.33,17.51,4.17,372690.08,7.73
843647.85,17.52,4.17,372472.3,7.73
843619.67,17.52,4.18,372487.26,7.74
843471.2,17.52,4.18,372369.41,7.74
843471.2,17.52,4.18,372369.41,7.74
843171.15,17.52,4.17,372069.35,7.73
843171.15,17.52,4.17,372069.35,7.73
842103.67,17.52,4.18,371851.57,7.74
842389.03,17.53,4.19,372017.02,7.74
842240.56,17.53,4.19,371950.66,7.74
841866.73,17.53,4.18,371844.6,7.74
841576.16,17.52,4.18,371566.63,7.74
841427.69,17.52,4.18,372645.53,7.76
841482.65,17.53,4.18,372667.82,7.76
841454.47,17.53,4.19,372607.77,7.76
841739.83,17.54,4.19,372548.23,7.76
842010.92,17.54,4.2,372038.37,7.75
841637.09,17.54,4.2,372271.12,7.76
841243.03,17.53,4.19,372010.79,7.75
841094.56,17.53,4.19,371840.11,7.75
840946.09,17.53,4.19,371740.9,7.75
840797.62,17.54,4.19,372231.25,7.76
840797.62,17.54,4.19,372231.25,7.76
840670.37,17.54,4.19,372134.41,7.76
840748.84,17.54,4.2,372075.51,7.76
841154.5,17.55,4.21,372098.85,7.76
840946.56,17.55,4.21,371951.49,7.76
840798.09,17.55,4.21,371811.34,7.76
840523.17,17.55,4.2,371968.25,7.77
840374.7,17.55,4.2,371866.97,7.76
840226.22,17.55,4.2,371772.92,7.76
840511.58,17.56,4.21,372214.25,7.77
840363.11,17.56,4.21,372068.19,7.77
840261.14,17.56,4.21,372578.34,7.79
840129.12,17.56,4.21,372367.97,7.78
840100.95,17.56,4.22,372393.54,7.78
839507.06,17.56,4.22,372324.85,7.79
839507.06,17.56,4.22,372324.85,7.79
839358.59,17.56,4.22,372201.93,7.79
839358.59,17.56,4.22,372202.16,7.79
838885.0,17.57,4.23,372173.94,7.79
838925.23,17.57,4.23,372140.52,7.8
838925.23,17.57,4.23,372140.52,7.8
839103.63,17.58,4.24,372634.66,7.81
839103.63,17.58,4.24,372634.66,7.81
838955.16,17.58,4.24,372536.92,7.81
838748.29,17.58,4.23,372302.35,7.8
838599.82,17.58,4.23,372307.77,7.8
838640.05,17.58,4.24,372228.42,7.8
838491.58,17.58,4.24,372397.67,7.81
838011.74,17.57,4.23,371879.79,7.8
839237.67,17.6,4.26,371087.24,7.78
839209.49,17.61,4.26,371062.6,7.78
839441.59,17.61,4.27,371138.73,7.79
839726.95,17.62,4.28,371051.97,7.79
839578.48,17.62,4.28,370958.5,7.79
839430.01,17.62,4.28,371064.59,7.79
839281.54,17.62,4.28,370965.37,7.79
839133.07,17.62,4.28,370898.63,7.79
839173.3,17.63,4.28,371878.78,7.81
839145.12,17.63,4.29,371818.73,7.81
838996.65,17.63,4.29,371910.98,7.82
838632.82,17.63,4.28,371458.72,7.81
838918.18,17.63,4.29,371384.73,7.81
838918.18,17.63,4.29,371384.73,7.81
838769.71,17.63,4.29,371280.1,7.81
838621.24,17.63,4.29,371666.5,7.82
838621.24,17.63,4.29,371666.5,7.82
838257.41,17.63,4.28,371463.81,7.81
838130.16,17.63,4.29,371337.69,7.81
838159.78,17.63,4.29,371696.46,7.82
838159.78,17.63,4.29,371696.46,7.82
838131.6,17.64,4.29,371722.03,7.82
837983.13,17.64,4.29,371638.91,7.82
837834.66,17.64,4.29,371553.87,7.82
838156.33,17.65,4.3,371830.99,7.83
838007.85,17.65,4.3,372030.88,7.83
837859.38,17.65,4.3,371966.93,7.83
837710.91,17.65,4.3,371867.3,7.83
837420.34,17.64,4.3,371656.78,7.83
837420.34,17.64,4.3,371656.78,7.83
837460.57,17.65,4.3,371606.78,7.83
837745.93,17.65,4.31,372190.59,7.84
837717.75,17.66,4.31,372189.3,7.84
837569.28,17.66,4.31,372063.03,7.84
837420.81,17.66,4.31,372263.33,7.85
837272.34,17.66,4.32,372045.03,7.85
836986.65,17.65,4.31,371757.42,7.84
836986.65,17.65,4.31,371757.42,7.84
837026.88,17.66,4.31,371733.18,7.84
836654.35,17.65,4.31,371337.87,7.83
836939.71,17.66,4.32,372091.27,7.85
836979.94,17.66,4.32,371944.31,7.85
836848.42,17.66,4.32,371394.55,7.84
836689.34,17.66,4.32,371963.9,7.85
838186.18,17.7,4.35,371268.77,7.84
838158.0,17.7,4.36,371267.48,7.84
838158.0,17.7,4.36,371267.48,7.84
838009.53,17.7,4.36,371165.87,7.84
837861.06,17.7,4.36,371293.03,7.84
837901.29,17.71,4.36,371200.26,7.84
837752.82,17.71,4.36,371109.18,7.84
837752.82,17.71,4.36,371109.18,7.84
837752.82,17.71,4.36,371139.89,7.84
837604.35,17.71,4.36,371114.64,7.85
837604.35,17.71,4.36,371114.64,7.85
837466.49,17.71,4.36,371485.13,7.85
837496.11,17.71,4.37,371448.4,7.86
837467.93,17.71,4.37,371435.03,7.86
837508.16,17.72,4.37,371351.53,7.86
837359.69,17.72,4.38,371308.66,7.86
837645.05,17.73,4.38,371435.89,7.86
837496.58,17.73,4.38,371333.45,7.86
837496.58,17.73,4.38,371333.45,7.86
837496.58,17.73,4.38,371318.89,7.86
837348.11,17.73,4.38,371256.97,7.86
837199.64,17.73,4.38,371883.49,7.87
837199.64,17.73,4.38,371883.49,7.87
837106.08,17.73,4.39,371880.03,7.88
836947.38,17.73,4.38,371721.53,7.87
837246.07,17.74,4.39,371724.86,7.87
837097.6,17.74,4.39,371599.23,7.87
836949.13,17.74,4.39,371745.77,7.88
836727.43,17.73,4.39,371518.69,7.87
837012.79,17.74,4.4,371431.1,7.87
837014.09,17.74,4.4,371448.51,7.87
837054.32,17.75,4.4,371381.05,7.87
837094.55,17.75,4.41,371343.1,7.87
836887.68,17.75,4.4,371903.11,7.89
836749.83,17.75,4.4,371972.94,7.89
836779.44,17.75,4.41,372174.63,7.89
836779.44,17.75,4.41,372151.33,7.89
837078.14,17.76,4.42,372154.66,7.9
837118.37,17.76,4.42,372076.92,7.9
837158.6,17.77,4.42,372019.72,7.9
836861.73,17.76,4.42,372158.69,7.9
836713.26,17.76,4.42,372078.18,7.9
836753.49,17.77,4.42,372023.53,7.9
836605.02,17.77,4.42,372422.42,7.91
836456.55,17.77,4.42,372433.95,7.91
836496.78,17.77,4.43,372612.75,7.92
835915.03,17.76,4.42,371068.93,7.89
835541.2,17.76,4.41,370937.27,7.88
835178.66,17.75,4.41,370658.04,7.88
836447.26,17.78,4.44,370987.17,7.89
836419.08,17.78,4.44,371002.13,7.89
836141.63,17.78,4.44,370738.17,7.88
836141.63,17.78,4.44,370738.17,7.88
835993.16,17.78,4.44,370654.73,7.88
835844.69,17.78,4.44,370580.62,7.88
835696.22,17.78,4.44,370680.33,7.89
835547.75,17.78,4.44,370587.59,7.89
835399.27,17.78,4.44,370535.51,7.89
835250.8,17.78,4.44,370708.99,7.89
835102.33,17.78,4.44,370505.44,7.89
835074.15,17.79,4.44,370520.39,7.89
835114.39,17.79,4.45,370448.22,7.89
835154.62,17.79,4.45,370368.55,7.89
835155.92,17.79,4.45,370395.31,7.89
835441.28,17.8,4.46,370527.61,7.9
835292.81,17.8,4.46,370448.01,7.9
835144.33,17.8,4.46,370359.19,7.9
835144.33,17.8,4.46,370359.19,7.9
834995.86,17.8,4.46,371070.53,7.91
834615.11,17.8,4.45,370663.24,7.9
834466.64,17.8,4.46,370662.43,7.91
834438.47,17.8,4.46,370687.99,7.91
834289.99,17.8,4.46,370604.87,7.91
834141.52,17.8,4.46,370521.59,7.91
833777.69,17.8,4.45,370213.47,7.9
834063.05,17.8,4.46,370343.62,7.91
834332.28,17.81,4.47,370230.82,7.9
834183.81,17.81,4.47,370181.34,7.9
834035.34,17.81,4.47,370931.05,7.92
833886.87,17.81,4.47,370947.14,7.92
833513.04,17.81,4.47,370560.56,7.92
833484.86,17.81,4.47,370547.18,7.92
833336.39,17.81,4.47,370443.67,7.92
833514.79,17.82,4.48,370589.29,7.92
833555.02,17.82,4.48,370499.32,7.92
833595.26,17.83,4.48,370437.29,7.92
833635.49,17.83,4.49,370386.69,7.92
833675.72,17.83,4.49,371359.17,7.94
833677.02,17.83,4.49,371360.87,7.94
833677.02,17.83,4.49,371360.87,7.94
833528.55,17.84,4.49,371313.03,7.95
833617.25,17.84,4.5,370028.68,7.92
834025.39,17.85,4.51,369617.9,7.91
834324.08,17.86,4.52,369621.23,7.91
834609.44,17.87,4.53,369515.65,7.91
834460.97,17.87,4.53,369651.27,7.92
834087.14,17.86,4.52,369562.94,7.92
833938.67,17.87,4.52,369491.1,7.92
833978.9,17.87,4.53,369454.25,7.92
833830.43,17.87,4.53,369955.31,7.93
833681.96,17.87,4.53,369898.47,7.93
833533.48,17.87,4.53,369976.66,7.93
833812.19,17.88,4.54,369236.84,7.92
834220.33,17.89,4.55,368471.53,7.9
834192.15,17.9,4.55,368470.24,7.9
834461.38,17.9,4.56,368350.74,7.9
834746.74,17.91,4.57,368512.88,7.91
834598.27,17.91,4.57,368405.05,7.91
834638.5,17.92,4.57,368332.01,7.91
834490.03,17.92,4.57,368301.42,7.91
834341.56,17.92,4.57,369335.18,7.93
834193.09,17.92,4.58,369257.38,7.93
834164.91,17.92,4.58,369232.74,7.93
834016.44,17.92,4.58,369129.82,7.93
833867.97,17.92,4.58,369239.38,7.94
833870.56,17.92,4.58,369252.69,7.94
833496.73,17.92,4.57,368850.08,7.93
833348.26,17.92,4.57,368757.74,7.93
833199.79,17.92,4.57,368696.47,7.93
833485.15,17.93,4.58,369025.99,7.94
833525.38,17.93,4.59,369099.17,7.94
833376.91,17.93,4.59,369169.97,7.94
833348.73,17.93,4.59,369162.71,7.94
833200.26,17.93,4.59,369042.41,7.94
833432.36,17.94,4.6,369263.8,7.95
833283.89,17.94,4.6,369191.17,7.95
833285.19,17.94,4.6,369192.58,7.95
833136.72,17.94,4.6,369161.96,7.95
832939.85,17.94,4.6,369074.73,7.95
832939.85,17.94,4.6,369074.73,7.95
832566.02,17.93,4.59,368803.32,7.94
832269.15,17.93,4.59,368481.12,7.94
832141.9,17.93,4.59,369410.04,7.96
832431.14,17.94,4.6,369318.85,7.96
832402.96,17.94,4.6,369344.42,7.96
831824.98,17.93,4.59,368708.33,7.95
831676.51,17.94,4.59,368599.33,7.95
831528.04,17.94,4.59,368694.08,7.95
831379.57,17.94,4.59,368532.9,7.95
831231.1,17.94,4.59,368540.48,7.95
831271.33,17.94,4.6,368497.92,7.95
831556.69,17.95,4.61,369125.59,7.97
831408.22,17.95,4.61,369012.76,7.97
831408.22,17.95,4.61,369012.76,7.97
831034.39,17.94,4.6,368713.28,7.96
831034.39,17.94,4.6,368713.28,7.96
832599.92,17.98,4.64,368121.01,7.95
832599.92,17.98,4.64,368121.01,7.95
834096.77,18.02,4.67,367425.88,7.94
834096.77,18.02,4.67,367425.88,7.94
834068.59,18.02,4.68,367408.89,7.94
833780.88,18.01,4.67,367174.86,7.93
833632.41,18.02,4.67,367082.91,7.93
833483.94,18.02,4.67,367049.25,7.93
833335.47,18.02,4.67,367194.74,7.94
833335.47,18.02,4.67,367194.74,7.94
833375.7,18.02,4.68,367096.89,7.94
833088.0,18.02,4.67,366874.78,7.93
833373.36,18.02,4.68,366809.18,7.93
833224.89,18.02,4.68,367325.38,7.95
833224.89,18.02,4.68,367325.38,7.95
833265.12,18.03,4.69,367534.41,7.95
834064.42,18.05,4.71,368333.71,7.97
834224.95,18.06,4.71,368371.53,7.97
834224.95,18.06,4.71,368371.53,7.97
834076.48,18.06,4.71,368239.58,7.97
833928.01,18.06,4.71,368321.93,7.98
833554.17,18.05,4.71,367933.87,7.97
833554.17,18.05,4.71,367933.87,7.97
833594.41,18.06,4.71,367865.72,7.97
833772.81,18.06,4.72,367794.31,7.97
834058.17,18.07,4.73,368269.77,7.98
833909.7,18.07,4.73,368330.47,7.98
833909.7,18.07,4.73,368438.9,7.98
833535.86,18.06,4.72,367928.82,7.97
833387.39,18.06,4.72,368605.95,7.99
833359.22,18.07,4.72,368569.29,7.99
833210.74,18.07,4.73,368497.02,7.99
833062.27,18.07,4.73,368463.36,7.99
832913.8,18.07,4.73,368752.56,8.0
833199.16,18.08,4.73,368456.98,7.99
833199.16,18.08,4.73,368453.97,7.99
833050.69,18.08,4.74,368423.2,8.0
832902.22,18.08,4.74,368895.36,8.01
832743.52,18.08,4.73,368737.27,8.0
832412.52,18.07,4.73,368455.46,8.0
832551.27,18.08,4.73,368621.85,8.0
832551.27,18.08,4.73,368621.85,8.0
832711.79,18.08,4.74,368659.67,8.01
832997.15,18.09,4.75,368569.52,8.0
833229.26,18.1,4.76,368658.18,8.01
833080.79,18.1,4.76,368572.26,8.01
832932.31,18.1,4.76,368510.74,8.01
832972.55,18.1,4.76,369011.45,8.02
832824.08,18.11,4.76,369163.99,8.03
832864.31,18.11,4.77,369438.6,8.03
833024.83,18.12,4.77,369476.41,8.04
832876.36,18.12,4.77,369388.74,8.03
832916.6,18.12,4.78,369310.81,8.03
832768.12,18.12,4.78,369410.04,8.04
832768.12,18.12,4.78,369410.04,8.04
832946.52,18.13,4.78,369471.84,8.04
832986.76,18.13,4.79,369453.58,8.04
833026.99,18.14,4.79,369724.55,8.05
833205.39,18.14,4.8,370633.8,8.07
833177.21,18.15,4.8,370620.52,8.07
833217.44,18.15,4.81,370538.96,8.07
832843.61,18.14,4.8,370508.94,8.07
832695.14,18.14,4.8,370601.09,8.08
832546.67,18.14,4.8,370516.09,8.08
832398.2,18.15,4.8,370442.49,8.08
832249.73,18.15,4.8,370679.29,8.08
832101.26,18.15,4.8,370458.31,8.08
831894.39,18.14,4.8,370247.58,8.08
831934.62,18.15,4.8,370551.45,8.08
830867.14,18.16,4.81,370333.67,8.09
830547.14,18.15,4.81,370013.67,8.09
