ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7f77-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7f77-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_ratio,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7f77-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_q124,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7f77-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7f77-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_ratio
827516.98,58.6,38.1,674875.84,47.79
827751.41,58.64,38.14,674865.69,47.81
827546.43,58.66,38.17,675669.32,47.9
827167.03,58.66,38.16,675274.74,47.88
827167.03,58.66,38.16,675253.74,47.88
826962.05,58.68,38.19,675250.51,47.92
826757.08,58.71,38.21,675250.51,47.95
826757.08,58.71,38.21,675321.43,47.96
826991.51,58.75,38.25,675330.57,47.97
826612.1,58.74,38.24,675494.01,48.0
826407.12,58.77,38.27,675523.8,48.04
826202.15,58.79,38.3,675570.21,48.07
826232.14,58.8,38.3,675520.31,48.07
827006.58,58.89,38.39,677106.24,48.22
826801.6,58.92,38.42,677103.01,48.25
826801.6,58.92,38.42,677103.01,48.25
826801.6,58.92,38.42,677103.01,48.25
826596.63,58.95,38.45,677103.01,48.29
826391.65,58.97,38.48,677406.08,48.34
825696.26,58.97,38.47,676440.26,48.31
825491.28,58.99,38.5,676418.1,48.34
825537.32,59.01,38.51,676429.11,48.35
825537.32,59.01,38.51,676576.41,48.36
825865.03,59.04,38.55,677526.39,48.44
826108.93,59.06,38.56,676810.96,48.39
825903.95,59.09,38.59,676809.1,48.42
824264.15,59.31,38.81,676805.87,48.7
824059.17,59.34,38.84,676804.49,48.74
824059.17,59.34,38.84,676804.49,48.74
823854.2,59.37,38.87,676838.24,48.77
824267.24,59.44,38.94,677880.46,48.88
823979.38,59.45,38.96,677806.37,48.91
824213.81,59.49,38.99,678097.17,48.94
824375.22,59.5,39.01,680328.95,49.11
823864.04,59.5,39.0,679709.42,49.09
825187.38,59.61,39.11,679664.26,49.1
824982.41,59.64,39.14,679661.03,49.13
824764.8,59.66,39.16,680341.18,49.21
824658.47,59.65,39.16,680235.23,49.21
824453.49,59.68,39.19,680235.23,49.24
824576.73,59.72,39.22,680251.8,49.27
824576.73,59.72,39.22,681086.44,49.33
824371.75,59.75,39.25,680474.45,49.32
825383.77,59.87,39.37,683193.38,49.55
825573.64,59.92,39.42,682585.23,49.54
825637.18,59.96,39.46,681983.91,49.53
825620.98,60.0,39.5,681981.88,49.56
825863.7,60.03,39.54,681980.68,49.57
825486.01,60.03,39.53,682027.54,49.6
825281.03,60.06,39.56,682010.67,49.63
825264.83,60.09,39.59,681995.69,49.66
825264.83,60.09,39.59,681991.77,49.66
825059.86,60.12,39.62,681977.07,49.69
825180.91,60.13,39.63,684357.04,49.87
826616.81,60.23,39.73,685224.65,49.93
826447.37,60.26,39.77,684426.76,49.91
826775.08,60.3,39.8,684423.53,49.92
826570.11,60.33,39.83,684423.53,49.96
826365.13,60.36,39.86,684529.94,50.0
826041.1,60.36,39.86,684495.66,50.01
826041.1,60.36,39.86,684495.66,50.01
825836.12,60.39,39.89,684618.49,50.06
825836.12,60.39,39.89,684618.49,50.06
826070.55,60.42,39.93,684432.7,50.06
825885.57,60.45,39.96,685854.66,50.2
826090.74,60.51,40.02,685825.81,50.24
826077.57,60.53,40.04,685693.53,50.25
825872.59,60.56,40.07,685691.67,50.28
825667.62,60.59,40.1,685690.3,50.32
825462.64,60.62,40.12,685690.3,50.36
825446.44,60.66,40.16,685726.17,50.39
825446.44,60.66,40.16,685726.17,50.39
825241.47,60.69,40.19,685707.83,50.43
825241.47,60.69,40.19,685707.83,50.43
825241.47,60.69,40.19,685920.72,50.44
825245.27,60.72,40.23,686492.41,50.51
825525.0,60.79,40.29,686858.6,50.58
825004.1,60.79,40.29,686256.63,50.56
824799.12,60.82,40.32,686253.4,50.6
824594.15,60.85,40.35,686253.4,50.64
824594.15,60.85,40.35,686253.4,50.64
824389.17,60.88,40.38,686299.54,50.68
824184.2,60.91,40.41,686285.2,50.71
823979.22,60.94,40.44,686278.26,50.75
823963.02,60.97,40.47,686253.4,50.78
823758.05,61.0,40.5,686591.3,50.84
823553.07,61.03,40.53,686413.69,50.87
823348.1,61.06,40.56,686410.45,50.91
823348.1,61.06,40.56,686410.45,50.91
823190.67,61.06,40.56,686251.48,50.9
822985.69,61.09,40.59,686251.48,50.94
822985.69,61.09,40.59,686251.48,50.94
822780.72,61.12,40.62,686614.71,51.0
822764.52,61.15,40.65,686502.64,51.02
822559.55,61.18,40.68,686259.65,51.04
822354.57,61.21,40.72,686740.74,51.12
822682.28,61.25,40.75,686698.19,51.13
822682.28,61.25,40.75,686726.68,51.13
822774.65,61.26,40.76,686944.09,51.15
823155.84,61.31,40.81,687679.98,51.22
823139.64,61.34,40.85,687677.94,51.25
822934.67,61.37,40.88,687676.75,51.29
822935.89,61.37,40.88,687678.61,51.29
822919.69,61.41,40.91,687678.61,51.32
822714.72,61.44,40.94,687753.86,51.36
822509.74,61.47,40.97,687693.22,51.4
822493.54,61.51,41.01,687678.61,51.43
822493.54,61.51,41.01,688324.44,51.47
822513.54,61.51,41.01,688418.68,51.48
822380.94,61.55,41.05,687982.48,51.49
822380.94,61.55,41.05,687951.76,51.48
822083.59,61.57,41.07,688216.85,51.54
822083.59,61.57,41.07,688248.14,51.55
821878.62,61.6,41.1,688246.29,51.58
821673.64,61.63,41.13,688244.91,51.62
821916.36,61.67,41.17,688410.19,51.65
821916.36,61.67,41.17,688378.9,51.65
821900.17,61.71,41.21,688275.26,51.67
821522.47,61.7,41.2,688270.22,51.69
821317.49,61.73,41.23,688343.41,51.74
821112.52,61.76,41.26,688728.67,51.8
821112.52,61.76,41.26,688766.19,51.81
820947.89,61.8,41.3,688450.32,51.82
820947.89,61.8,41.3,688450.32,51.82
820702.57,61.82,41.33,688509.47,51.87
820497.59,61.86,41.36,688509.47,51.91
820497.59,61.86,41.36,688509.47,51.91
820732.02,61.89,41.4,688507.72,51.92
820715.82,61.93,41.43,688507.72,51.96
820510.85,61.96,41.47,688506.24,51.99
820305.87,61.99,41.5,688602.55,52.04
820429.11,62.03,41.54,688506.24,52.06
820109.11,62.02,41.53,688186.24,52.05
819904.13,62.06,41.56,688186.24,52.09
821145.61,62.15,41.65,691670.97,52.35
820940.63,62.18,41.68,691670.97,52.39
820940.63,62.18,41.68,691670.97,52.39
820735.66,62.21,41.72,691670.97,52.43
820735.66,62.21,41.72,691672.4,52.43
820580.54,62.21,41.71,691518.12,52.42
820580.54,62.21,41.71,691518.12,52.42
820375.57,62.24,41.74,691518.12,52.46
820170.59,62.27,41.77,691518.12,52.5
819965.62,62.3,41.81,691778.91,52.56
819760.64,62.34,41.84,691688.97,52.6
819555.66,62.37,41.87,691687.14,52.64
819020.15,62.35,41.86,691145.78,52.62
818815.18,62.39,41.89,691144.38,52.66
819049.61,62.43,41.93,691171.36,52.68
818667.29,62.45,41.95,690095.54,52.64
818667.29,62.45,41.95,690106.36,52.64
818462.32,62.48,41.98,690314.71,52.7
818257.34,62.51,42.01,690387.41,52.74
817706.14,62.52,42.02,689502.24,52.71
817521.16,62.55,42.05,690349.2,52.82
816900.66,62.54,42.04,689895.46,52.82
816663.86,62.54,42.05,689841.47,52.83
816458.88,62.58,42.08,689838.24,52.87
816321.63,62.61,42.12,689159.05,52.86
816321.63,62.61,42.12,689159.05,52.86
816586.4,62.65,42.15,689534.32,52.9
816709.63,62.69,42.19,689534.32,52.93
816504.66,62.72,42.22,689655.85,52.98
816299.68,62.75,42.25,689675.5,53.02
816669.16,62.78,42.28,690778.8,53.1
818501.57,62.97,42.47,692884.32,53.3
818829.28,63.01,42.51,692881.09,53.32
818505.24,63.01,42.51,692881.09,53.34
818506.46,63.01,42.51,692889.42,53.34
818301.49,63.04,42.54,693134.76,53.4
816661.68,63.3,42.81,693131.53,53.73
816661.68,63.3,42.81,693131.53,53.73
816456.71,63.34,42.84,693201.06,53.78
818601.09,63.5,43.01,695993.83,53.99
818396.12,63.54,43.04,695990.6,54.03
818191.14,63.57,43.07,696024.3,54.08
818032.36,63.57,43.07,695865.33,54.07
817890.59,63.6,43.1,696918.02,54.19
817890.59,63.6,43.1,696918.02,54.19
817685.61,63.63,43.13,697231.5,54.26
817685.61,63.63,43.13,697478.71,54.27
818245.24,63.7,43.2,697700.15,54.31
818859.1,63.77,43.27,697389.82,54.31
818700.32,63.77,43.27,697231.05,54.31
820014.53,63.89,43.39,699296.49,54.49
820014.53,63.89,43.39,699296.49,54.49
820248.96,63.93,43.44,699294.74,54.51
820031.74,63.96,43.46,699501.29,54.56
820031.74,63.96,43.46,699501.29,54.56
819826.77,63.99,43.49,699499.81,54.6
819621.79,64.02,43.53,699499.81,54.64
819380.3,64.05,43.55,698851.97,54.63
819175.32,64.08,43.58,699153.25,54.69
818970.34,64.11,43.62,699092.1,54.73
818823.12,64.11,43.62,698851.97,54.72
819065.84,64.16,43.66,699828.15,54.82
819065.84,64.16,43.66,699828.15,54.82
819065.84,64.16,43.66,699828.15,54.82
818835.6,64.15,43.66,699266.9,54.79
819110.38,64.2,43.7,699047.43,54.79
818905.41,64.23,43.74,699044.2,54.83
818700.43,64.27,43.77,699044.2,54.88
818934.86,64.31,43.81,699459.63,54.93
818878.31,64.35,43.85,700426.34,55.04
818498.91,64.34,43.84,700014.1,55.03
818293.93,64.38,43.88,699907.84,55.06
818417.17,64.42,43.92,699812.04,55.08
818328.61,64.46,43.96,701498.65,55.26
818845.19,64.53,44.03,701632.83,55.29
818640.21,64.56,44.06,701631.0,55.33
818435.24,64.6,44.1,701629.6,55.38
818435.24,64.6,44.1,701629.6,55.38
818230.26,64.63,44.13,701629.6,55.42
818464.69,64.67,44.18,701932.41,55.47
818259.72,64.71,44.21,701636.86,55.49
817753.1,64.71,44.21,700761.03,55.45
817499.15,64.72,44.22,700652.69,55.47
817129.75,64.71,44.21,701450.69,55.55
817113.55,64.75,44.26,701041.98,55.55
817366.27,64.8,44.3,700801.72,55.56
817913.68,64.84,44.34,702216.5,55.67
817708.7,64.87,44.38,702213.27,55.71
817708.7,64.87,44.38,702213.27,55.71
817503.73,64.91,44.41,702213.27,55.76
817298.75,64.95,44.45,702224.54,55.8
817298.75,64.95,44.45,702224.54,55.8
817093.78,64.98,44.48,702314.31,55.85
817093.78,64.98,44.48,702314.31,55.85
816580.59,64.98,44.48,701704.33,55.84
816375.62,65.02,44.52,701621.13,55.88
816190.64,65.05,44.56,701788.85,55.94
816190.64,65.05,44.56,701788.85,55.94
816773.9,65.1,44.6,703097.03,56.04
817101.19,65.15,44.65,702843.36,56.04
816896.21,65.19,44.69,702841.5,56.09
816275.71,65.18,44.68,702321.44,56.08
816070.74,65.22,44.72,702320.06,56.12
815865.76,65.25,44.75,702497.0,56.18
815660.79,65.29,44.79,702413.32,56.22
815660.79,65.29,44.79,702595.34,56.24
815674.59,65.33,44.83,702689.0,56.28
816297.37,65.43,44.94,704167.6,56.44
816381.38,65.46,44.97,703836.88,56.44
816176.41,65.5,45.0,703833.65,56.48
816574.62,65.54,45.05,703879.24,56.5
816369.64,65.58,45.08,703833.65,56.54
816058.64,65.58,45.08,703834.7,56.56
815772.96,65.57,45.08,703543.61,56.55
815567.99,65.61,45.11,703542.56,56.6
815567.99,65.61,45.11,704790.04,56.7
815607.98,65.61,45.12,705516.19,56.76
815607.98,65.61,45.12,705516.19,56.76
814987.48,65.61,45.11,704919.37,56.75
814863.57,65.65,45.15,703362.96,56.67
815859.18,65.75,45.26,705437.26,56.85
815328.4,65.76,45.27,704502.51,56.82
815328.4,65.76,45.27,704502.51,56.82
815115.41,65.78,45.28,704225.74,56.83
814910.43,65.81,45.31,704223.91,56.87
814894.23,65.85,45.36,704222.51,56.91
814689.26,65.89,45.39,704224.54,56.96
814484.28,65.93,45.43,704222.96,57.0
814279.31,65.96,45.47,704240.68,57.05
814074.33,66.0,45.5,704227.01,57.1
813869.35,66.04,45.54,704525.54,57.17
813664.38,66.08,45.58,704382.79,57.2
813664.38,66.08,45.58,704382.79,57.2
813664.38,66.08,45.58,704382.79,57.2
813664.38,66.08,45.58,704411.29,57.2
813459.4,66.11,45.61,704411.29,57.25
813254.43,66.15,45.65,704411.29,57.3
813254.43,66.15,45.65,704411.29,57.3
813497.15,66.19,45.7,704411.29,57.32
813266.91,66.19,45.69,704411.29,57.33
813061.94,66.23,45.73,704411.29,57.38
812856.96,66.27,45.77,704413.25,57.43
812651.99,66.3,45.81,704411.29,57.47
812242.03,66.38,45.88,704620.52,57.58
812037.06,66.42,45.92,704617.29,57.63
812020.86,66.46,45.96,704617.29,57.67
812198.17,66.51,46.01,704656.23,57.7
812181.97,66.55,46.05,704635.91,57.74
812165.77,66.59,46.09,704617.29,57.77
812149.58,66.63,46.14,704617.29,57.81
812149.58,66.63,46.14,704617.29,57.81
811944.6,66.67,46.17,705610.07,57.94
811741.16,66.67,46.17,704815.64,57.89
811724.97,66.71,46.21,705508.41,57.98
811519.99,66.75,46.25,705506.57,58.03
811643.23,66.8,46.3,705515.99,58.06
811438.25,66.83,46.34,705539.6,58.11
811422.05,66.88,46.38,705535.86,58.15
810422.05,66.85,46.35,704535.86,58.12
810664.77,66.89,46.4,704505.18,58.13
810459.8,66.93,46.44,705242.61,58.24
810254.82,66.97,46.47,705286.85,58.3
810049.85,67.01,46.51,705285.9,58.34
809844.87,67.05,46.55,705284.04,58.39
809639.9,67.09,46.59,705282.67,58.44
809639.9,67.09,46.59,705282.67,58.44
809763.13,67.13,46.64,705341.33,58.48
809408.45,67.13,46.63,705170.61,58.48
809203.47,67.17,46.67,705254.73,58.54
809203.47,67.17,46.67,705254.73,58.54
809187.27,67.21,46.72,705189.7,58.57
809171.08,67.26,46.76,705126.4,58.61
809171.08,67.26,46.76,705089.53,58.61
809154.88,67.3,46.8,705075.07,58.64
809138.68,67.34,46.85,706139.7,58.77
808933.71,67.38,46.89,706136.47,58.82
808933.71,67.38,46.89,706179.02,58.82
808728.73,67.42,46.93,706253.93,58.88
808728.73,67.42,46.93,706248.25,58.88
808430.52,67.42,46.92,705894.01,58.87
808225.54,67.45,46.96,705904.94,58.92
808020.57,67.49,47.0,705875.48,58.96
808020.57,67.49,47.0,706109.24,58.98
807815.59,67.53,47.04,706052.85,59.03
807815.59,67.53,47.04,706048.37,59.03
807630.62,67.57,47.08,706859.58,59.14
807445.99,67.62,47.12,706334.2,59.15
807389.45,67.66,47.16,706216.98,59.18
807512.68,67.7,47.21,706213.75,59.21
807747.11,67.75,47.25,706213.75,59.23
807542.14,67.79,47.29,706218.48,59.28
807243.92,67.78,47.29,706264.9,59.3
807038.95,67.82,47.33,706230.54,59.35
807046.21,67.82,47.33,706240.15,59.35
806841.24,67.86,47.37,706223.37,59.4
806636.26,67.9,47.41,706693.2,59.49
806759.5,67.95,47.45,706678.24,59.52
806554.52,67.99,47.49,707056.36,59.6
806349.55,68.03,47.53,707054.5,59.65
806144.57,68.07,47.57,707053.13,59.7
806128.37,68.12,47.62,707058.18,59.75
805923.4,68.16,47.66,707054.23,59.8
805718.42,68.2,47.7,707159.86,59.85
805360.8,68.19,47.7,706766.86,59.85
805155.83,68.23,47.74,706738.36,59.89
805279.06,68.28,47.78,706773.81,59.93
805279.06,68.28,47.78,706773.81,59.93
805074.09,68.32,47.83,707181.19,60.02
804869.11,68.36,47.87,707179.33,60.07
804869.11,68.36,47.87,707224.34,60.07
804892.12,68.37,47.87,707243.28,60.07
804687.15,68.41,47.91,707241.91,60.12
804482.17,68.45,47.95,707241.91,60.17
804482.17,68.45,47.95,707861.17,60.23
804724.89,68.49,48.0,707489.76,60.22
804724.89,68.49,48.0,707500.27,60.22
806086.73,68.67,48.17,710540.35,60.53
806447.29,68.73,48.23,710231.91,60.53
806242.32,68.77,48.28,710228.67,60.58
806037.34,68.81,48.32,710228.67,60.63
806037.34,68.81,48.32,710228.67,60.63
805832.37,68.86,48.36,710471.64,60.71
805627.39,68.9,48.4,710524.86,60.76
807250.06,69.04,48.54,712803.88,60.96
807045.08,69.08,48.58,712800.65,61.01
806840.1,69.12,48.62,712800.65,61.06
806840.1,69.12,48.62,712800.65,61.06
806526.57,69.15,48.65,712984.47,61.13
806526.57,69.15,48.65,712984.47,61.13
806208.54,69.17,48.67,712253.28,61.11
806003.56,69.21,48.72,712560.43,61.19
805798.58,69.26,48.76,712413.77,61.23
805593.61,69.3,48.8,712467.43,61.29
805408.63,69.34,48.84,712405.6,61.33
805589.32,69.42,48.92,712968.52,61.44
805384.35,69.46,48.96,712966.67,61.49
805281.82,69.48,48.98,712759.54,61.49
805281.82,69.48,48.98,712759.54,61.49
805281.82,69.48,48.98,712759.54,61.49
805281.82,69.48,48.98,712759.54,61.49
805516.26,69.53,49.03,712758.17,61.52
805136.85,69.52,49.02,712758.17,61.54
805535.06,69.57,49.07,712916.75,61.57
805535.06,69.57,49.07,713991.34,61.66
805149.33,69.57,49.07,713048.53,61.61
805150.55,69.57,49.07,713049.76,61.61
805754.46,69.65,49.15,716804.1,61.96
808188.22,69.89,49.39,717099.39,62.01
807977.22,69.91,49.41,716671.55,62.01
807772.24,69.95,49.45,716668.32,62.06
808006.67,70.0,49.5,716668.32,62.08
807801.7,70.04,49.54,716784.44,62.15
807422.29,70.04,49.54,716746.85,62.17
807217.32,70.08,49.58,716892.56,62.24
805577.51,70.43,49.93,716889.33,62.67
805561.32,70.47,49.98,717808.42,62.8
805437.04,70.52,50.03,717677.87,62.84
805437.04,70.52,50.03,717677.87,62.84
805670.35,70.61,50.11,717570.04,62.89
805465.37,70.65,50.15,717566.81,62.94
805469.04,70.65,50.15,717567.85,62.94
805592.27,70.7,50.21,717567.85,62.98
805826.7,70.75,50.25,717612.0,63.01
805826.7,70.75,50.25,717612.0,63.01
805457.3,70.75,50.25,717864.58,63.05
805457.3,70.75,50.25,717864.58,63.05
805252.32,70.79,50.3,717568.77,63.08
804719.58,70.8,50.3,717103.82,63.09
804719.58,70.8,50.3,717103.82,63.09
804514.61,70.84,50.34,717290.98,63.16
804769.03,70.89,50.39,718867.17,63.33
805103.49,70.98,50.49,718799.21,63.37
804898.52,71.03,50.53,718795.98,63.43
804693.54,71.07,50.58,718795.98,63.49
804488.57,71.12,50.62,718802.93,63.54
803975.24,71.12,50.63,718179.31,63.53
804152.54,71.18,50.68,718322.24,63.58
803947.57,71.22,50.72,718270.05,63.63
803742.59,71.27,50.77,718183.14,63.68
803742.59,71.27,50.77,718183.14,63.68
803762.59,71.27,50.77,718329.0,63.69
803474.47,71.26,50.77,718040.88,63.69
801834.67,71.63,51.13,718040.88,64.14
802015.36,71.71,51.21,718990.02,64.28
801597.01,71.72,51.22,718450.77,64.28
801597.01,71.72,51.22,718450.77,64.28
801597.01,71.72,51.22,718450.77,64.28
801392.04,71.77,51.27,718448.91,64.34
801187.06,71.81,51.31,718447.54,64.4
801170.86,71.86,51.37,718447.54,64.44
801170.86,71.86,51.37,718447.54,64.44
800965.89,71.91,51.41,718501.47,64.51
800760.91,71.96,51.46,718465.21,64.56
800555.94,72.0,51.5,718454.6,64.62
800350.96,72.05,51.55,718756.54,64.7
800082.26,72.04,51.55,718503.84,64.7
799877.29,72.09,51.59,718361.12,64.74
799672.31,72.14,51.64,718357.88,64.8
799656.11,72.19,51.69,718357.88,64.85
799451.14,72.24,51.74,718488.71,64.92
799665.74,72.29,51.79,718374.31,64.94
799460.76,72.34,51.84,718357.88,65.0
799255.79,72.38,51.89,718939.84,65.11
799053.67,72.38,51.88,719039.96,65.13
799053.67,72.38,51.88,719039.96,65.13
799037.48,72.43,51.94,718955.59,65.17
798832.5,72.48,51.98,718860.97,65.22
798627.52,72.53,52.03,718857.74,65.28
798627.52,72.53,52.03,718857.74,65.28
798422.55,72.57,52.08,718857.74,65.34
798422.55,72.57,52.08,718880.2,65.34
798406.35,72.63,52.13,719000.94,65.4
798406.35,72.63,52.13,719862.91,65.48
798691.0,72.7,52.2,719313.07,65.47
799541.61,72.84,52.34,722025.9,65.78
799336.63,72.89,52.39,722024.07,65.84
799115.84,72.92,52.42,721292.56,65.82
798528.22,72.93,52.44,720280.53,65.79
798323.24,72.98,52.48,720279.13,65.85
798324.46,72.98,52.48,720280.39,65.85
797703.97,72.98,52.48,719798.23,65.85
797498.99,73.03,52.53,719798.23,65.91
797498.99,73.03,52.53,719892.51,65.92
797482.79,73.08,52.58,719892.51,65.97
797697.39,73.14,52.64,719978.36,66.01
797697.39,73.14,52.64,719978.36,66.01
797492.42,73.18,52.69,719983.84,66.07
797287.44,73.23,52.74,719926.24,66.13
797287.44,73.23,52.74,719926.24,66.13
797082.47,73.28,52.78,720496.05,66.24
797114.11,73.28,52.79,720532.51,66.24
796909.14,73.33,52.84,720529.28,66.3
796704.56,73.33,52.83,720332.76,66.3
796654.56,73.33,52.83,720282.76,66.3
796897.28,73.38,52.88,720282.76,66.33
796692.31,73.43,52.93,720298.05,66.39
796869.61,73.49,52.99,720282.77,66.42
796664.64,73.54,53.04,720349.42,66.49
796286.94,73.53,53.04,720293.28,66.52
796081.97,73.58,53.08,720282.76,66.58
795876.99,73.63,53.13,720836.99,66.69
795672.01,73.68,53.18,720679.34,66.74
795467.04,73.73,53.23,720677.49,66.8
795467.04,73.73,53.23,720677.49,66.8
795249.58,73.72,53.23,720468.25,66.79
795249.58,73.72,53.23,720468.25,66.79
795044.6,73.77,53.28,720466.87,66.85
795028.41,73.83,53.33,720466.87,66.9
794823.43,73.88,53.38,720560.59,66.97
794618.45,73.93,53.43,720494.06,67.03
794326.18,73.92,53.42,720257.48,67.03
794121.2,73.97,53.47,720241.91,67.09
794121.2,73.97,53.47,720352.4,67.1
793997.52,74.03,53.53,720526.48,67.18
793900.03,74.08,53.58,720609.25,67.24
793695.05,74.13,53.63,720606.02,67.3
793695.05,74.13,53.63,720606.02,67.3
793695.05,74.13,53.63,720606.02,67.3
793695.05,74.13,53.63,720606.02,67.3
793695.05,74.13,53.63,720606.02,67.3
793490.08,74.18,53.68,720606.02,67.36
793473.88,74.23,53.73,720606.02,67.41
793478.76,74.23,53.73,720640.63,67.42
793478.76,74.23,53.73,720640.63,67.42
793462.57,74.29,53.79,720643.0,67.47
793257.59,74.34,53.84,720656.27,67.53
793241.4,74.39,53.89,720640.63,67.58
793036.42,74.44,53.94,721183.04,67.7
793270.85,74.5,54.0,721520.8,67.76
793065.87,74.55,54.05,721517.57,67.82
793065.87,74.55,54.05,721517.57,67.82
792860.9,74.6,54.1,721517.57,67.89
792860.9,74.6,54.1,721517.57,67.89
792713.67,74.6,54.1,721487.13,67.9
792697.48,74.66,54.16,721565.97,67.96
792931.91,74.71,54.21,721592.41,67.99
792726.93,74.76,54.26,721690.35,68.06
792496.17,74.76,54.27,721517.16,68.07
792291.2,74.81,54.32,722322.97,68.21
792126.58,74.87,54.37,721824.38,68.22
791881.25,74.92,54.42,721886.1,68.3
791061.35,75.12,54.63,721922.4,68.56
791389.05,75.18,54.68,721951.57,68.58
790986.37,75.18,54.68,721894.06,68.61
790781.39,75.23,54.73,722095.3,68.7
790576.42,75.28,54.79,722054.5,68.76
790371.44,75.34,54.84,722012.87,68.82
790494.68,75.39,54.9,722009.64,68.86
790289.7,75.45,54.95,722009.64,68.93
790289.7,75.45,54.95,722009.64,68.93
790084.73,75.5,55.0,722024.7,68.99
789879.75,75.55,55.05,722017.08,69.06
789674.78,75.6,55.11,722020.91,69.13
789909.21,75.66,55.16,722208.52,69.18
789796.6,75.72,55.22,723231.27,69.34
789796.6,75.72,55.22,723251.44,69.34
790611.64,75.8,55.3,723909.82,69.41
790854.36,75.86,55.36,723906.58,69.44
790476.66,75.85,55.36,723906.58,69.47
790476.66,75.85,55.36,723888.11,69.47
790711.09,75.91,55.41,723950.53,69.5
790506.12,75.96,55.47,723917.95,69.57
790126.71,75.96,55.47,723888.11,69.59
790126.71,75.96,55.47,723888.11,69.59
789921.74,76.02,55.52,724330.84,69.7
789921.74,76.02,55.52,724314.38,69.7
790246.93,76.05,55.55,726774.55,69.94
791533.33,76.24,55.75,726697.65,70.0
791101.83,76.28,55.78,726001.65,70.0
791225.07,76.34,55.84,725998.42,70.04
791020.09,76.39,55.89,725998.42,70.11
790815.12,76.44,55.95,726213.91,70.2
790516.91,76.44,55.94,726021.99,70.2
790311.93,76.49,56.0,726007.46,70.27
790489.23,76.55,56.06,726493.74,70.36
790473.04,76.61,56.11,726247.92,70.39
790493.04,76.61,56.12,726169.35,70.38
790211.46,76.61,56.12,727268.77,70.51
790211.46,76.61,56.12,727268.77,70.51
791343.03,76.72,56.23,728096.26,70.59
791138.05,76.78,56.28,728093.03,70.66
790318.15,77.0,56.5,728305.54,70.96
790441.38,77.06,56.56,728244.1,71.0
790675.81,77.12,56.62,728196.41,71.02
790495.32,77.17,56.68,728925.19,71.16
790495.32,77.17,56.68,728925.19,71.16
790495.32,77.17,56.68,728925.19,71.16
790290.34,77.23,56.73,728923.34,71.23
789859.34,77.25,56.75,728275.5,71.23
789843.15,77.31,56.81,728274.12,71.28
789461.05,77.31,56.81,727851.96,71.27
789256.08,77.36,56.87,728082.6,71.37
789239.88,77.42,56.93,727954.43,71.41
789034.9,77.48,56.98,727851.96,71.47
789018.71,77.54,57.04,727851.96,71.53
788813.73,77.59,57.1,728545.45,71.67
788608.75,77.65,57.15,728417.11,71.72
788608.75,77.65,57.15,728417.11,71.72
788403.78,77.71,57.21,728413.88,71.79
788638.21,77.77,57.27,728413.88,71.83
788815.51,77.83,57.33,728450.26,71.87
788436.11,77.83,57.33,728414.37,71.9
788439.77,77.83,57.33,728419.22,71.9
788234.8,77.88,57.39,728418.73,71.97
788234.8,77.88,57.39,728418.73,71.97
788234.8,77.88,57.39,728418.73,71.97
788469.23,77.94,57.45,728855.44,72.05
788264.25,78.0,57.5,728721.21,72.11
788069.27,78.06,57.56,728548.71,72.16
787878.78,78.12,57.62,729370.46,72.32
787673.8,78.17,57.68,729367.23,72.39
787468.83,78.23,57.73,729367.23,72.46
787468.83,78.23,57.73,729362.94,72.46
787468.83,78.23,57.73,729362.94,72.46
787263.85,78.29,57.79,729363.25,72.53
787058.88,78.35,57.85,729469.9,72.61
787058.88,78.35,57.85,729469.9,72.61
786853.9,78.4,57.91,729362.94,72.68
786853.9,78.4,57.91,729703.79,72.71
787108.33,78.47,57.97,730544.32,72.83
786975.72,78.53,58.03,729698.1,72.82
786768.97,78.59,58.09,729892.94,72.91
786564.0,78.65,58.15,729889.71,72.98
786359.02,78.71,58.21,729889.71,73.05
786154.05,78.76,58.27,729889.71,73.13
785949.07,78.82,58.33,730062.29,73.22
785949.07,78.82,58.33,730062.29,73.22
785949.07,78.82,58.33,730062.29,73.22
785744.09,78.88,58.38,729920.56,73.28
785744.09,78.88,58.38,729920.56,73.28
785998.52,78.94,58.45,730361.71,73.36
786814.34,79.03,58.53,731389.98,73.46
786937.57,79.09,58.59,731386.75,73.51
786732.59,79.15,58.65,731386.75,73.58
786248.24,79.18,58.68,731207.79,73.64
786371.48,79.24,58.75,731363.44,73.7
786114.02,79.24,58.75,731051.55,73.69
785909.05,79.3,58.81,731043.41,73.77
785620.34,79.3,58.8,730763.56,73.76
785415.36,79.36,58.86,730639.02,73.82
784934.55,79.38,58.88,730037.71,73.82
785057.78,79.44,58.94,731449.51,74.02
785273.39,79.51,59.02,731503.92,74.07
