ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7f77-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7f77-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_ratio,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7f77-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_q124,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7f77-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7f77-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_ratio
1143339.85,27.91,7.42,380624.23,9.29
1143339.85,27.91,7.42,380593.52,9.29
1143339.85,27.91,7.42,380628.16,9.29
1143134.88,27.92,7.42,380850.2,9.3
1142929.9,27.92,7.42,380805.47,9.3
1142724.92,27.92,7.42,380646.56,9.3
1142519.95,27.92,7.42,381451.72,9.32
1142011.91,27.92,7.42,380386.72,9.3
1141805.11,27.91,7.42,380831.05,9.31
1142232.56,27.93,7.43,380633.16,9.31
1142027.58,27.93,7.44,380629.93,9.31
1141822.61,27.93,7.44,380629.93,9.31
1141617.63,27.94,7.44,380651.51,9.31
1141412.65,27.94,7.44,381106.32,9.33
1141412.65,27.94,7.44,381088.12,9.33
1141535.89,27.95,7.45,381047.31,9.33
1141350.91,27.95,7.45,380816.29,9.33
1141350.91,27.95,7.45,380810.29,9.32
1141531.6,27.96,7.46,381652.66,9.35
1140942.75,27.95,7.45,380955.74,9.33
1140737.78,27.95,7.46,380952.51,9.34
1140532.8,27.96,7.46,380952.51,9.34
1140327.83,27.96,7.46,380970.21,9.34
1140562.26,27.97,7.47,380998.89,9.34
1140357.28,27.97,7.47,380959.54,9.34
1139926.28,27.96,7.47,380528.54,9.33
1139721.31,27.96,7.47,381491.13,9.36
1139721.31,27.96,7.47,381491.13,9.36
1139721.31,27.96,7.47,381491.13,9.36
1139969.69,27.98,7.48,381599.93,9.37
1139370.66,27.97,7.47,381034.34,9.35
1139165.68,27.97,7.47,381034.34,9.36
1138960.71,27.97,7.48,381031.11,9.36
1138755.73,27.98,7.48,381031.11,9.36
1138435.73,27.97,7.47,380711.11,9.35
1138678.45,27.98,7.48,380831.97,9.36
1138300.76,27.97,7.48,380788.79,9.36
1138515.36,27.98,7.48,380711.11,9.36
1138310.38,27.98,7.49,381469.55,9.38
1140157.37,28.03,7.53,384068.94,9.44
1140157.37,28.03,7.53,384097.44,9.44
1139725.88,28.03,7.53,383259.6,9.42
1139520.9,28.03,7.53,383259.6,9.43
1139315.93,28.03,7.53,383259.98,9.43
1139110.95,28.03,7.53,383260.27,9.43
1139094.75,28.04,7.54,383259.6,9.43
1138889.78,28.04,7.54,383373.75,9.44
1138889.78,28.04,7.54,383373.75,9.44
1138684.8,28.04,7.54,383323.94,9.44
1138479.83,28.04,7.54,383443.86,9.44
1138479.83,28.04,7.54,383448.38,9.44
1138274.85,28.04,7.55,383448.38,9.45
1138258.65,28.05,7.55,383448.38,9.45
1138259.88,28.05,7.55,383449.6,9.45
1138494.31,28.06,7.56,383449.6,9.45
1138289.33,28.06,7.56,383449.83,9.45
1138289.33,28.06,7.56,383449.83,9.45
1138084.36,28.06,7.56,383450.42,9.45
1138068.16,28.07,7.57,383449.6,9.46
1137837.4,28.06,7.57,383705.41,9.46
1137632.43,28.07,7.57,383604.62,9.46
1137427.45,28.07,7.57,383914.87,9.47
1137222.48,28.07,7.57,383911.64,9.48
1137017.5,28.07,7.57,383911.64,9.48
1137001.3,28.08,7.58,383916.33,9.48
1137124.54,28.08,7.59,383992.25,9.48
1136835.83,28.08,7.58,383689.42,9.48
1136630.85,28.08,7.58,383628.6,9.48
1136425.88,28.08,7.59,383608.81,9.48
1136220.9,28.08,7.59,384161.33,9.5
1136015.93,28.09,7.59,384102.3,9.5
1135810.95,28.09,7.59,384100.44,9.5
1135934.19,28.1,7.6,384099.07,9.5
1135729.21,28.1,7.6,384135.2,9.5
1135729.21,28.1,7.6,384090.76,9.5
1135730.43,28.1,7.6,384091.98,9.5
1135964.86,28.11,7.61,384074.84,9.5
1136088.1,28.11,7.62,384055.85,9.5
1135883.12,28.12,7.62,384854.66,9.53
1135678.15,28.12,7.62,384909.24,9.53
1135473.17,28.12,7.62,384945.0,9.53
1135174.96,28.11,7.62,384714.54,9.53
1135158.76,28.12,7.62,384712.51,9.53
1134953.79,28.12,7.62,384711.31,9.53
1134748.81,28.12,7.63,384711.31,9.53
1134748.81,28.12,7.63,384831.24,9.54
1133109.01,28.14,7.64,384828.0,9.56
1132925.28,28.14,7.64,384889.63,9.56
1132909.08,28.14,7.64,384932.53,9.56
1132638.12,28.14,7.64,384611.89,9.55
1132433.15,28.14,7.64,384570.31,9.56
1132228.17,28.14,7.64,384568.99,9.56
1132228.17,28.14,7.64,384569.86,9.56
1132231.96,28.14,7.64,384573.79,9.56
1132026.99,28.14,7.65,385004.92,9.57
1131822.01,28.14,7.65,384936.52,9.57
1131540.87,28.14,7.64,384666.38,9.57
1131335.9,28.14,7.64,384663.15,9.57
1131130.92,28.14,7.65,384708.17,9.57
1131114.73,28.15,7.65,384688.47,9.57
1131117.17,28.15,7.65,384705.75,9.57
1130912.19,28.15,7.65,384681.38,9.58
1130912.19,28.15,7.65,384681.38,9.58
1131146.62,28.16,7.66,384849.07,9.58
1131130.43,28.17,7.67,384780.89,9.58
1131307.73,28.17,7.68,384680.42,9.58
1131311.39,28.17,7.68,384684.09,9.58
1130931.99,28.17,7.67,385482.76,9.6
1130931.99,28.17,7.67,385482.76,9.6
1131166.42,28.18,7.68,385847.7,9.61
1130961.44,28.18,7.68,385845.84,9.61
1130945.25,28.18,7.69,385844.47,9.62
1130945.25,28.18,7.69,385617.99,9.61
1129945.25,28.17,7.67,384617.99,9.59
1129740.27,28.17,7.67,384617.99,9.59
1129740.27,28.17,7.67,384617.99,9.59
1129724.07,28.17,7.68,384660.89,9.59
1129519.1,28.18,7.68,384641.25,9.59
1129315.66,28.17,7.67,384780.43,9.6
1129110.69,28.17,7.68,385027.47,9.61
1129287.99,28.18,7.68,384846.02,9.6
1129083.01,28.18,7.69,385502.8,9.62
1129066.82,28.19,7.69,385500.76,9.62
1129066.82,28.19,7.69,385500.76,9.62
1128861.84,28.19,7.69,385499.56,9.63
1128861.84,28.19,7.69,385499.56,9.63
1128861.84,28.19,7.69,385499.56,9.63
1128656.87,28.19,7.7,385499.56,9.63
1128660.66,28.19,7.7,385525.41,9.63
1128644.46,28.2,7.7,385600.59,9.63
1128628.26,28.2,7.71,385543.93,9.63
1128423.29,28.21,7.71,385525.41,9.64
1128229.79,28.2,7.71,385229.29,9.63
1128213.59,28.21,7.71,385985.64,9.65
1128197.39,28.21,7.72,386136.82,9.66
1128201.06,28.21,7.72,386257.32,9.66
1128184.86,28.22,7.72,386255.29,9.66
1127979.89,28.22,7.72,386254.09,9.66
1127979.89,28.22,7.72,386095.73,9.66
1127774.91,28.22,7.72,386119.75,9.66
1127758.71,28.23,7.73,386110.75,9.66
1127553.74,28.23,7.73,386095.77,9.67
1127553.74,28.23,7.73,386293.85,9.67
1127553.74,28.23,7.73,386290.49,9.67
1127348.76,28.23,7.73,386568.92,9.68
1127348.76,28.23,7.73,386568.92,9.68
1127143.79,28.23,7.74,386513.66,9.68
1126938.81,28.24,7.74,386590.12,9.69
1126733.84,28.24,7.74,386588.29,9.69
1126528.86,28.24,7.74,386586.89,9.69
1126528.86,28.24,7.74,386666.19,9.69
1126512.66,28.24,7.75,386666.19,9.69
1126496.47,28.25,7.75,386700.56,9.7
1126496.47,28.25,7.75,387052.26,9.71
1126480.27,28.26,7.76,386666.19,9.7
1126601.33,28.26,7.76,389169.09,9.76
1127313.27,28.28,7.79,389034.08,9.76
1127313.27,28.28,7.79,389034.08,9.76
1127108.29,28.29,7.79,389030.85,9.76
1126288.39,28.29,7.8,389130.71,9.78
1126524.13,28.3,7.8,389012.82,9.77
1126319.15,28.3,7.81,389036.2,9.78
1126114.18,28.31,7.81,388967.96,9.78
1125909.2,28.31,7.81,388912.96,9.78
1125909.2,28.31,7.81,388912.96,9.78
1125704.23,28.31,7.81,388911.11,9.78
1125499.25,28.31,7.81,388909.73,9.78
1125294.27,28.31,7.82,388925.85,9.79
1125528.7,28.32,7.82,389407.08,9.8
1125323.73,28.32,7.83,389107.29,9.79
1125122.97,28.32,7.82,390831.23,9.84
1126228.61,28.35,7.86,391035.87,9.84
1126228.61,28.35,7.86,391035.87,9.84
1126023.64,28.36,7.86,391034.02,9.85
1125818.66,28.36,7.86,391032.64,9.85
1125818.66,28.36,7.86,390992.91,9.85
1125419.94,28.35,7.86,390285.14,9.83
1125214.97,28.36,7.86,390406.01,9.84
1125009.99,28.36,7.86,390291.61,9.84
1125408.2,28.37,7.87,390825.38,9.85
1125408.2,28.37,7.87,390492.47,9.84
1125387.97,28.38,7.88,390820.93,9.85
1125394.07,28.38,7.88,390827.04,9.85
1125966.2,28.4,7.9,392061.25,9.89
1125966.2,28.4,7.9,392106.0,9.89
1126200.63,28.41,7.91,392102.77,9.89
1125821.22,28.4,7.9,392102.77,9.89
1125010.72,28.39,7.89,391434.4,9.88
1124994.53,28.39,7.9,391434.4,9.88
1125228.96,28.4,7.9,391493.99,9.88
1125023.98,28.4,7.91,391441.15,9.88
1125025.2,28.4,7.91,391448.25,9.88
1124887.71,28.4,7.9,391242.93,9.88
1124682.74,28.4,7.91,391236.18,9.88
1124682.74,28.4,7.91,391236.18,9.88
1124477.76,28.41,7.91,392122.16,9.91
1124282.79,28.41,7.91,391743.44,9.9
1124092.29,28.41,7.91,391889.72,9.9
1124076.09,28.42,7.92,391887.68,9.91
1124199.33,28.42,7.93,391886.49,9.91
1124199.33,28.42,7.93,391886.49,9.91
1123986.98,28.42,7.92,391681.01,9.9
1123731.75,28.42,7.92,391486.44,9.9
1123715.55,28.42,7.92,391486.44,9.9
1123949.98,28.43,7.93,391571.12,9.91
1123949.98,28.43,7.93,391571.12,9.91
1123933.78,28.44,7.94,391514.19,9.91
1123917.59,28.44,7.94,391497.45,9.91
1123538.18,28.44,7.94,391486.44,9.91
1123333.2,28.44,7.94,392592.44,9.94
1123128.23,28.44,7.94,392575.46,9.94
1123128.23,28.44,7.94,392575.46,9.94
1123128.23,28.44,7.94,392575.46,9.94
1123112.03,28.45,7.95,392575.53,9.94
1123112.03,28.45,7.95,392575.53,9.94
1122907.06,28.45,7.95,392575.46,9.95
1122702.08,28.45,7.95,392575.46,9.95
1122497.11,28.45,7.95,392575.88,9.95
1122292.13,28.45,7.96,392575.58,9.95
1122526.56,28.46,7.97,392575.46,9.95
1122510.36,28.47,7.97,393135.97,9.97
1122305.39,28.47,7.97,393248.15,9.98
1122097.18,28.47,7.97,393096.89,9.97
1121892.2,28.47,7.97,393093.66,9.97
1121687.23,28.47,7.97,393093.66,9.98
1121671.03,28.48,7.98,393093.66,9.98
1121654.83,28.48,7.98,393151.92,9.98
1121654.83,28.48,7.98,393148.11,9.98
1121654.83,28.48,7.98,393148.11,9.98
1121275.43,28.48,7.98,392903.25,9.98
1121070.45,28.48,7.98,392906.84,9.98
1121070.45,28.48,7.98,392906.84,9.98
1121070.45,28.48,7.98,392825.99,9.98
1120865.47,28.48,7.98,392775.2,9.98
1120660.5,28.48,7.98,392764.15,9.98
1120455.52,28.48,7.99,393134.72,9.99
1120783.23,28.49,8.0,393131.48,9.99
1120578.26,28.5,8.0,393131.48,10.0
1120373.28,28.5,8.0,393520.82,10.01
1120168.3,28.5,8.0,393584.81,10.01
1119665.62,28.49,7.99,393398.95,10.01
1119635.27,28.5,8.0,395177.66,10.06
1120293.64,28.52,8.03,394903.65,10.05
1120528.07,28.53,8.03,394901.9,10.06
1120148.67,28.53,8.03,394900.42,10.06
1119943.69,28.53,8.03,394900.42,10.06
1119738.71,28.53,8.03,395139.98,10.07
1119741.16,28.53,8.03,395232.99,10.07
1119483.23,28.53,8.03,394680.83,10.06
1119278.26,28.53,8.03,394487.26,10.06
1119103.28,28.53,8.04,396037.54,10.1
1119077.08,28.54,8.04,395362.66,10.08
1120066.49,28.56,8.07,396183.5,10.1
1119861.51,28.57,8.07,396180.27,10.11
1119656.54,28.57,8.07,396180.27,10.11
1119984.25,28.58,8.08,396202.6,10.11
1119779.27,28.58,8.08,396211.18,10.11
1120141.14,28.59,8.09,396498.95,10.12
1120124.94,28.6,8.1,396468.04,10.12
1120108.74,28.6,8.11,396865.99,10.13
1119903.77,28.61,8.11,396917.51,10.14
1119903.77,28.61,8.11,396884.16,10.14
1119698.79,28.61,8.11,397389.79,10.15
1119682.6,28.61,8.12,397387.76,10.16
1119477.62,28.62,8.12,397386.56,10.16
1119153.59,28.61,8.11,397017.66,10.15
1118994.81,28.61,8.11,396859.59,10.15
1118994.81,28.61,8.11,396859.59,10.15
1118789.83,28.61,8.11,396859.59,10.15
1119024.26,28.62,8.12,396949.62,10.15
1118877.04,28.62,8.12,396873.17,10.15
1118860.84,28.62,8.12,396859.59,10.15
1118655.86,28.62,8.13,397394.84,10.17
1118450.89,28.63,8.13,397184.36,10.17
1118248.71,28.62,8.13,397543.86,10.18
1118743.41,28.64,8.14,397976.2,10.19
1118743.41,28.64,8.14,397976.2,10.19
1118977.84,28.64,8.15,397972.97,10.19
1118772.87,28.65,8.15,397972.97,10.19
1118251.97,28.64,8.14,397502.18,10.18
1118251.97,28.64,8.14,397502.18,10.18
1118235.77,28.65,8.15,397502.18,10.18
1118030.79,28.65,8.15,397549.19,10.19
1117825.82,28.65,8.15,397502.24,10.19
1117620.84,28.65,8.15,397837.97,10.2
1117415.87,28.65,8.16,397797.46,10.2
1117456.22,28.65,8.16,398440.25,10.22
1117601.4,28.66,8.17,398509.0,10.22
1117603.85,28.66,8.17,398551.8,10.22
1117603.85,28.66,8.17,398551.8,10.22
1117603.85,28.66,8.17,398551.8,10.22
1117931.56,28.67,8.18,398548.56,10.22
1117726.58,28.68,8.18,398548.56,10.23
1117726.58,28.68,8.18,398548.56,10.23
1117402.55,28.67,8.17,398596.38,10.23
1117197.57,28.67,8.18,398557.71,10.23
1117432.0,28.68,8.19,398566.14,10.23
1117432.0,28.68,8.19,398566.14,10.23
1117227.03,28.68,8.19,398548.56,10.23
1116877.62,28.68,8.18,400353.56,10.28
1116672.64,28.68,8.18,400350.33,10.28
1116646.44,28.69,8.19,399652.62,10.27
1116668.46,28.69,8.2,399014.65,10.25
1116409.07,28.69,8.2,399195.33,10.26
1116532.3,28.7,8.2,399195.33,10.26
1116327.33,28.7,8.21,399367.36,10.27
1116122.35,28.71,8.21,399220.26,10.27
1116106.15,28.71,8.21,399195.88,10.27
1116340.58,28.72,8.22,399920.43,10.29
1116517.89,28.73,8.23,399588.7,10.28
1116312.91,28.73,8.23,400547.33,10.31
1116312.91,28.73,8.23,400547.33,10.31
1116107.94,28.73,8.24,400545.5,10.31
1115902.96,28.74,8.24,400544.1,10.31
1115697.99,28.74,8.24,400544.1,10.32
1115493.01,28.74,8.24,400666.14,10.32
1115493.01,28.74,8.24,400666.14,10.32
1115288.03,28.74,8.25,400609.97,10.32
1115083.06,28.74,8.25,400654.08,10.33
1115066.86,28.75,8.25,400907.62,10.34
1115066.86,28.75,8.25,400907.62,10.34
1114888.16,28.75,8.25,400740.8,10.33
1114888.16,28.75,8.25,400730.33,10.33
1114508.76,28.74,8.24,400292.76,10.32
1114303.78,28.74,8.25,400110.91,10.32
1114098.81,28.75,8.25,400109.06,10.32
1114333.24,28.76,8.26,400107.68,10.32
1114283.24,28.75,8.26,400057.68,10.32
1114078.26,28.76,8.26,400057.68,10.33
1113873.29,28.76,8.26,400328.35,10.34
1113996.52,28.77,8.27,400057.68,10.33
1113657.24,28.76,8.26,399779.39,10.32
1113657.24,28.76,8.26,399992.76,10.33
1113661.04,28.77,8.27,401247.33,10.36
1113342.34,28.76,8.26,401134.44,10.36
1113578.65,28.78,8.28,401036.18,10.36
1113373.67,28.78,8.28,401032.95,10.37
1113373.67,28.78,8.28,401032.95,10.37
1113373.67,28.78,8.28,401032.95,10.37
1113168.7,28.78,8.28,401032.95,10.37
1113291.93,28.79,8.29,401322.15,10.38
1113086.96,28.79,8.29,401197.61,10.38
1112881.98,28.79,8.29,401032.95,10.38
1112808.03,28.79,8.3,401006.16,10.38
1112623.05,28.8,8.3,402143.65,10.41
1112323.06,28.79,8.29,401837.98,10.4
1112327.22,28.8,8.3,401449.36,10.39
1112327.22,28.8,8.3,401449.36,10.39
1112081.89,28.8,8.3,401168.63,10.39
1112316.32,28.81,8.31,401165.4,10.39
1112439.56,28.81,8.32,401165.4,10.39
1112439.56,28.81,8.32,401435.18,10.4
1112423.36,28.82,8.32,401275.38,10.4
1112043.96,28.81,8.32,401200.64,10.4
1111838.98,28.82,8.32,401165.4,10.4
1111630.77,28.81,8.32,401005.26,10.39
1111332.56,28.81,8.31,402283.4,10.43
1111316.36,28.81,8.32,401675.76,10.41
1111300.17,28.82,8.32,401322.95,10.41
1111300.17,28.82,8.32,401322.95,10.41
1111300.17,28.82,8.32,401322.95,10.41
1111293.97,28.82,8.33,401125.5,10.4
1111078.99,28.83,8.33,401854.21,10.43
1110874.02,28.83,8.33,401854.21,10.43
1111240.89,28.84,8.34,401857.1,10.43
1111035.92,28.84,8.34,401857.1,10.43
1111035.92,28.84,8.34,401857.1,10.43
1110830.94,28.84,8.35,401857.41,10.43
1111065.37,28.85,8.36,401857.1,10.44
1110860.4,28.86,8.36,401857.1,10.44
1110655.42,28.86,8.36,401965.23,10.44
1110450.45,28.86,8.36,402018.17,10.45
1110627.75,28.87,8.37,402658.49,10.47
1110248.34,28.86,8.37,402242.73,10.46
1110043.37,28.87,8.37,402242.73,10.46
1109751.09,28.86,8.36,402007.1,10.45
1109546.11,28.86,8.36,402001.25,10.46
1109341.14,28.86,8.37,402000.98,10.46
1109341.14,28.86,8.37,402000.98,10.46
1109136.16,28.87,8.37,402175.98,10.47
1109119.97,28.87,8.37,402084.39,10.47
1109119.97,28.87,8.37,402084.39,10.47
1108914.99,28.87,8.38,402000.98,10.47
1108596.36,28.87,8.37,402854.49,10.49
1108796.61,28.88,8.38,402903.66,10.49
1108514.62,28.88,8.38,402782.73,10.49
1108498.42,28.89,8.39,402782.73,10.5
1108293.45,28.89,8.39,402783.17,10.5
1108088.47,28.89,8.39,402782.77,10.5
1107883.5,28.89,8.39,402782.73,10.5
1107678.52,28.89,8.4,402894.22,10.51
1107912.95,28.9,8.41,402994.03,10.51
1107707.98,28.91,8.41,403383.82,10.53
1107328.57,28.9,8.4,402979.88,10.52
1107123.59,28.9,8.4,402978.03,10.52
1107123.59,28.9,8.4,402978.03,10.52
1107107.4,28.91,8.41,402976.65,10.52
1106902.42,28.91,8.41,402976.65,10.52
1106682.2,28.91,8.41,402734.29,10.52
1106477.22,28.91,8.41,402788.23,10.52
1106461.03,28.91,8.42,402751.96,10.52
1106256.05,28.92,8.42,402734.62,10.53
1106256.05,28.92,8.42,402734.62,10.53
1105946.06,28.91,8.41,402435.22,10.52
1105741.09,28.91,8.42,402942.38,10.54
1105975.52,28.92,8.42,403167.42,10.54
1106034.82,28.92,8.43,403291.17,10.55
1106018.62,28.93,8.43,403289.13,10.55
1106018.62,28.93,8.43,403289.13,10.55
1105813.65,28.93,8.43,403287.94,10.55
1105608.67,28.93,8.44,403332.25,10.56
1105403.69,28.94,8.44,403313.62,10.56
1105403.69,28.94,8.44,403313.62,10.56
1105198.72,28.94,8.44,403287.94,10.56
1105182.52,28.94,8.45,403287.94,10.56
1104977.55,28.95,8.45,403794.4,10.58
1104772.57,28.95,8.45,403608.5,10.58
1104772.57,28.95,8.45,403666.9,10.58
1104567.6,28.95,8.45,403666.9,10.58
1104362.62,28.95,8.46,403663.67,10.58
1104157.64,28.96,8.46,403663.67,10.59
1104141.45,28.96,8.46,403744.76,10.59
1103936.47,28.96,8.47,403677.13,10.59
1103731.5,28.97,8.47,403663.67,10.59
1103526.52,28.97,8.47,404152.98,10.61
1103321.55,28.97,8.47,403868.17,10.6
1103321.55,28.97,8.47,403868.17,10.6
1103321.55,28.97,8.47,403919.35,10.61
1103116.57,28.97,8.47,403903.23,10.61
1103117.79,28.97,8.47,403904.85,10.61
1103117.79,28.97,8.47,403904.85,10.61
1102912.82,28.97,8.48,403901.62,10.61
1102914.04,28.97,8.48,403909.94,10.61
1102897.84,28.98,8.48,403909.94,10.61
1102899.06,28.98,8.48,403911.61,10.61
1102694.09,28.98,8.49,403911.61,10.62
1102489.11,28.98,8.49,404065.16,10.62
1102723.54,28.99,8.5,404014.12,10.62
1102723.54,28.99,8.5,404014.12,10.62
1102344.13,28.99,8.49,403932.67,10.62
1102057.87,28.98,8.49,403666.4,10.62
1102292.3,28.99,8.5,404329.1,10.63
1102276.1,29.0,8.5,404026.37,10.63
1102081.12,29.0,8.5,403942.96,10.63
1102218.84,29.01,8.51,404725.47,10.65
1102013.86,29.01,8.51,404725.51,10.65
1102013.86,29.01,8.51,404725.51,10.65
1102013.86,29.01,8.51,404725.51,10.65
1101808.89,29.01,8.52,404725.47,10.66
1101603.91,29.02,8.52,404725.47,10.66
1101605.13,29.02,8.52,404726.89,10.66
1101605.13,29.02,8.52,404726.89,10.66
1101400.16,29.02,8.52,404829.4,10.67
1101195.18,29.02,8.52,404730.49,10.67
1100990.21,29.02,8.53,404908.01,10.67
1100785.23,29.03,8.53,404904.78,10.68
1100769.03,29.03,8.53,404904.78,10.68
1100769.03,29.03,8.53,404904.78,10.68
1100769.03,29.03,8.53,404883.94,10.68
1101003.47,29.04,8.54,405000.35,10.68
1100798.49,29.04,8.55,405047.8,10.69
1100798.49,29.04,8.55,405076.3,10.69
1100496.58,29.04,8.54,404715.36,10.68
1100496.58,29.04,8.54,404715.36,10.68
1100291.6,29.04,8.54,404600.52,10.68
1100291.6,29.04,8.54,404600.52,10.68
1100275.4,29.05,8.55,404727.5,10.68
1100070.43,29.05,8.55,404722.98,10.69
1100147.44,29.05,8.55,404887.3,10.69
1100054.23,29.05,8.56,405578.6,10.71
1099849.26,29.06,8.56,405575.37,10.71
1099833.06,29.06,8.56,405575.37,10.72
1098193.25,29.08,8.58,405572.14,10.74
1097817.51,29.07,8.58,405175.03,10.73
1097801.32,29.08,8.58,405204.58,10.73
1098035.75,29.09,8.59,405183.94,10.73
1097830.77,29.09,8.59,405465.81,10.74
1097625.79,29.09,8.6,405194.71,10.74
1097803.1,29.1,8.61,405175.03,10.74
1098718.88,29.13,8.63,407495.03,10.8
1098702.68,29.13,8.64,407493.0,10.81
1098937.11,29.14,8.65,407491.8,10.81
1098938.33,29.14,8.65,407493.8,10.81
1098733.36,29.15,8.65,407598.07,10.81
1098528.38,29.15,8.65,407513.78,10.81
1098323.41,29.15,8.65,407493.8,10.82
1098328.29,29.15,8.65,407494.85,10.82
1098220.74,29.15,8.65,407385.89,10.81
1098204.54,29.15,8.66,407385.89,10.81
1097999.56,29.16,8.66,408034.8,10.84
1097983.37,29.16,8.66,408312.6,10.84
1097778.39,29.16,8.67,408310.74,10.85
1097778.39,29.16,8.67,408310.74,10.85
1097573.42,29.17,8.67,408309.37,10.85
1097557.22,29.17,8.68,408309.37,10.85
1097326.46,29.17,8.67,407997.76,10.85
1097027.5,29.16,8.67,407718.56,10.84
1097150.74,29.17,8.67,407812.12,10.84
1097150.74,29.17,8.67,407812.12,10.84
1097134.54,29.18,8.68,407740.29,10.84
1097257.78,29.19,8.69,407718.56,10.85
1097052.8,29.19,8.69,408704.85,10.87
1097036.6,29.19,8.7,408895.76,10.88
1097271.03,29.2,8.71,408894.01,10.88
1097254.84,29.21,8.71,408892.53,10.89
1097432.14,29.22,8.72,408925.48,10.89
1097062.73,29.21,8.72,408892.54,10.89
1096857.76,29.22,8.72,408892.62,10.89
1096652.78,29.22,8.72,409016.66,10.9
1096636.59,29.22,8.73,409011.33,10.9
1096620.39,29.23,8.73,409237.41,10.91
1096415.41,29.23,8.73,409901.55,10.93
1096415.41,29.23,8.73,410059.19,10.93
1096399.22,29.24,8.74,410057.15,10.94
1096633.65,29.25,8.75,410055.95,10.94
1096428.67,29.25,8.75,410080.64,10.94
1096223.7,29.25,8.75,410060.4,10.94
1096223.7,29.25,8.75,410046.64,10.94
1095844.29,29.25,8.75,410090.33,10.94
1095639.31,29.25,8.75,410955.54,10.97
1095623.12,29.25,8.76,410441.68,10.96
1095606.92,29.26,8.76,410297.64,10.96
1095401.95,29.26,8.76,410670.88,10.97
1095644.67,29.27,8.77,410667.64,10.97
1095439.69,29.27,8.78,410667.64,10.97
1095234.71,29.28,8.78,410667.82,10.98
1095029.74,29.28,8.78,410919.9,10.99
1095013.54,29.29,8.79,410765.54,10.99
1094997.35,29.29,8.79,410667.64,10.99
1094792.37,29.29,8.8,410753.98,10.99
1094587.39,29.3,8.8,411488.17,11.01
1094219.7,29.29,8.79,411055.7,11.0
1094203.5,29.3,8.8,411053.66,11.01
1093998.53,29.3,8.8,411052.46,11.01
1093793.55,29.3,8.8,411052.46,11.01
1093588.57,29.3,8.81,411100.87,11.02
1093593.59,29.3,8.81,411121.89,11.02
1093388.61,29.31,8.81,411116.06,11.02
1093183.64,29.31,8.81,411073.49,11.02
1092978.66,29.31,8.81,411151.29,11.03
1092981.1,29.31,8.81,411223.24,11.03
1092776.13,29.31,8.81,411333.79,11.03
1092571.15,29.31,8.82,411330.56,11.04
1092574.82,29.31,8.82,411331.87,11.04
1092369.84,29.32,8.82,411331.87,11.04
1092164.86,29.32,8.82,411634.94,11.05
1091959.89,29.32,8.82,411599.31,11.05
1092194.32,29.33,8.83,411335.94,11.05
1092009.34,29.33,8.84,412341.14,11.08
1092242.6,29.35,8.85,412336.38,11.08
1092477.03,29.36,8.86,412334.63,11.08
1092061.9,29.35,8.86,412007.61,11.07
1091903.25,29.35,8.85,411848.96,11.07
1091904.48,29.35,8.85,411850.61,11.07
1091699.5,29.35,8.86,411849.13,11.07
1091699.5,29.35,8.86,411815.4,11.07
1091494.52,29.36,8.86,411815.4,11.08
1091478.33,29.36,8.86,411993.28,11.08
1091478.33,29.36,8.86,411972.77,11.08
1091098.92,29.36,8.86,411861.79,11.08
1090893.95,29.36,8.86,411810.11,11.08
1092408.05,29.4,8.9,414836.21,11.16
1092203.08,29.4,8.9,414834.37,11.17
1092326.31,29.41,8.91,414832.98,11.17
1092326.31,29.41,8.91,414832.98,11.17
1092357.7,29.41,8.91,414894.46,11.17
1092357.7,29.41,8.91,414894.46,11.17
1092152.72,29.41,8.92,414908.93,11.17
1091947.74,29.42,8.92,415260.33,11.19
1092009.93,29.42,8.93,414659.02,11.17
1092244.36,29.43,8.94,414743.79,11.18
1092120.09,29.44,8.94,414700.16,11.18
1092346.36,29.45,8.95,415983.52,11.21
1092191.82,29.45,8.95,415623.15,11.21
1091986.84,29.45,8.96,415621.29,11.21
1091970.65,29.46,8.96,415619.92,11.21
1091970.65,29.46,8.96,415619.92,11.21
1091970.65,29.46,8.96,415619.92,11.21
1092213.37,29.47,8.97,415619.92,11.21
1091213.37,29.45,8.95,414619.92,11.19
1090835.67,29.45,8.95,414680.18,11.19
1090630.7,29.45,8.95,414640.18,11.2
1090425.72,29.45,8.95,414631.58,11.2
1090266.94,29.45,8.95,414473.0,11.19
1090250.75,29.45,8.96,415186.81,11.22
1088610.94,29.47,8.98,415186.81,11.24
1088774.53,29.48,8.98,415191.86,11.24
1088553.43,29.48,8.99,415261.33,11.25
1088787.86,29.49,9.0,415259.58,11.25
1088408.46,29.49,8.99,415258.1,11.25
