ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ed03-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-used_nodes,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ed03-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-used_gpus,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ed03-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-used_gpu_milli,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ed03-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-total_gpus,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ed03-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-arrived_gpu_milli
260,1310,1089860,6212,1089860
260,1310,1089860,6212,1089860
261,1318,1090860,6212,1090860
261,1318,1091860,6212,1091860
261,1318,1092860,6212,1092860
261,1318,1093670,6212,1093670
261,1318,1093670,6212,1093670
261,1318,1094320,6212,1094320
262,1326,1102320,6212,1102320
262,1326,1103130,6212,1103130
262,1326,1103130,6212,1103130
262,1326,1104130,6212,1104130
262,1326,1104450,6212,1104450
262,1326,1105450,6212,1105450
263,1328,1106450,6212,1106450
263,1328,1106920,6212,1106920
263,1328,1106920,6212,1106920
263,1328,1106920,6212,1106920
263,1328,1107730,6212,1107730
263,1328,1108730,6212,1108730
264,1330,1109730,6212,1109730
264,1330,1110730,6212,1110730
265,1338,1111200,6212,1111200
265,1338,1111200,6212,1111200
265,1338,1111520,6212,1111520
265,1338,1112520,6212,1112520
265,1338,1112520,6212,1112520
265,1338,1113520,6212,1113520
265,1338,1114520,6212,1114520
265,1338,1115330,6212,1115330
265,1338,1116330,6212,1116330
265,1338,1116800,6212,1116800
266,1340,1117450,6212,1117450
266,1340,1118450,6212,1118450
266,1340,1118450,6212,1118450
266,1340,1118450,6212,1118450
267,1348,1119450,6212,1119450
267,1348,1119770,6212,1119770
267,1348,1120770,6212,1120770
267,1348,1120770,6212,1120770
267,1348,1120770,6212,1120770
267,1348,1120770,6212,1120770
267,1348,1121770,6212,1121770
267,1348,1122580,6212,1122580
267,1348,1123580,6212,1123580
267,1348,1124580,6212,1124580
267,1348,1124580,6212,1124580
268,1350,1125390,6212,1125390
268,1350,1125390,6212,1125390
268,1350,1126390,6212,1126390
268,1350,1127390,6212,1127390
268,1350,1128390,6212,1128390
268,1350,1129390,6212,1129390
268,1350,1129760,6212,1129760
268,1350,1129760,6212,1129760
269,1352,1130760,6212,1130760
269,1352,1131760,6212,1131760
269,1352,1131760,6212,1131760
269,1352,1132570,6212,1132570
269,1352,1133570,6212,1133570
269,1352,1134380,6212,1134380
269,1352,1135190,6212,1135190
269,1352,1136190,6212,1136190
269,1352,1136350,6212,1136350
270,1360,1137160,6212,1137160
270,1360,1137510,6212,1137510
270,1360,1137980,6212,1137980
270,1360,1138790,6212,1138790
270,1360,1142790,6212,1142790
270,1360,1143790,6212,1143790
270,1360,1144790,6212,1144790
270,1360,1144790,6212,1144790
271,1368,1145790,6212,1145790
271,1368,1145790,6212,1145790
271,1368,1146600,6212,1146600
271,1368,1147600,6212,1147600
271,1368,1148410,6212,1148410
271,1368,1149410,6212,1149410
271,1368,1150410,6212,1150410
271,1368,1151410,6212,1151410
271,1368,1151410,6212,1151410
271,1368,1152410,6212,1152410
272,1376,1153410,6212,1153410
272,1376,1154410,6212,1154410
272,1376,1154730,6212,1154730
272,1376,1155730,6212,1155730
272,1376,1156730,6212,1156730
272,1376,1157320,6212,1157320
272,1376,1158320,6212,1158320
272,1376,1158790,6212,1158790
272,1376,1158790,6212,1158790
272,1376,1159010,6212,1159010
272,1376,1159010,6212,1159010
272,1376,1159010,6212,1159010
272,1376,1159010,6212,1159010
272,1376,1159480,6212,1159480
272,1376,1159800,6212,1159800
273,1384,1160800,6212,1160800
274,1386,1161800,6212,1161800
274,1386,1162800,6212,1162800
274,1386,1162800,6212,1162800
274,1386,1163610,6212,1163610
274,1386,1164610,6212,1164610
274,1386,1165080,6212,1165080
274,1386,1165890,6212,1165890
274,1386,1166890,6212,1166890
274,1386,1167700,6212,1167700
274,1386,1168020,6212,1168020
274,1386,1168830,6212,1168830
275,1394,1169150,6212,1169150
275,1394,1170150,6212,1170150
275,1394,1171150,6212,1171150
275,1394,1171150,6212,1171150
275,1394,1172150,6212,1172150
275,1394,1172150,6212,1172150
275,1394,1173150,6212,1173150
275,1394,1173960,6212,1173960
275,1394,1174960,6212,1174960
276,1396,1176960,6212,1176960
276,1396,1177430,6212,1177430
276,1396,1177900,6212,1177900
277,1398,1178900,6212,1178900
277,1398,1179130,6212,1179130
277,1398,1180130,6212,1180130
278,1400,1181130,6212,1181130
278,1400,1182130,6212,1182130
278,1400,1182130,6212,1182130
279,1402,1183130,6212,1183130
279,1402,1183610,6212,1183610
279,1402,1183610,6212,1183610
279,1402,1183610,6212,1183610
279,1402,1184080,6212,1184080
280,1410,1185080,6212,1185080
280,1410,1186080,6212,1186080
280,1410,1186080,6212,1186080
280,1410,1186080,6212,1186080
280,1410,1187080,6212,1187080
280,1410,1187080,6212,1187080
280,1410,1188080,6212,1188080
280,1410,1189080,6212,1189080
280,1410,1189890,6212,1189890
280,1410,1190110,6212,1190110
281,1418,1191110,6212,1191110
281,1418,1191110,6212,1191110
281,1418,1192110,6212,1192110
281,1418,1193110,6212,1193110
281,1418,1193580,6212,1193580
281,1418,1194580,6212,1194580
281,1418,1195580,6212,1195580
282,1426,1203580,6212,1203580
283,1428,1204580,6212,1204580
283,1428,1204580,6212,1204580
283,1428,1204580,6212,1204580
283,1428,1205050,6212,1205050
283,1428,1205370,6212,1205370
283,1428,1205690,6212,1205690
283,1428,1206160,6212,1206160
284,1430,1206810,6212,1206810
284,1430,1206810,6212,1206810
284,1430,1207810,6212,1207810
285,1432,1208810,6212,1208810
285,1432,1209130,6212,1209130
285,1432,1210130,6212,1210130
286,1440,1211130,6212,1211130
286,1440,1211600,6212,1211600
286,1440,1212600,6212,1212600
286,1440,1213410,6212,1213410
286,1440,1213880,6212,1213880
286,1440,1214110,6212,1214110
286,1440,1214580,6212,1214580
287,1444,1215580,6212,1215580
287,1444,1216390,6212,1216390
287,1444,1217200,6212,1217200
287,1444,1218200,6212,1218200
287,1444,1218200,6212,1218200
287,1444,1218200,6212,1218200
288,1448,1219200,6212,1219200
288,1448,1219520,6212,1219520
289,1450,1220520,6212,1220520
289,1450,1221520,6212,1221520
289,1450,1222520,6212,1222520
289,1450,1223520,6212,1223520
289,1450,1224330,6212,1224330
289,1450,1225140,6212,1225140
289,1450,1225370,6212,1225370
289,1450,1226370,6212,1226370
290,1452,1227370,6212,1227370
290,1452,1227840,6212,1227840
290,1452,1227840,6212,1227840
291,1454,1228650,6212,1228650
291,1454,1228650,6212,1228650
291,1454,1229460,6212,1229460
292,1456,1230270,6212,1230270
292,1456,1230270,6212,1230270
292,1456,1230270,6212,1230270
292,1456,1230270,6212,1230270
292,1456,1231080,6212,1231080
292,1456,1231400,6212,1231400
292,1456,1231400,6212,1231400
293,1464,1232400,6212,1232400
293,1464,1232870,6212,1232870
293,1464,1233870,6212,1233870
293,1464,1234870,6212,1234870
293,1464,1235870,6212,1235870
293,1464,1236420,6212,1236420
293,1464,1237420,6212,1237420
293,1464,1237420,6212,1237420
293,1464,1238230,6212,1238230
294,1468,1239230,6212,1239230
294,1468,1240230,6212,1240230
294,1468,1240230,6212,1240230
295,1476,1241230,6212,1241230
296,1484,1249230,6212,1249230
296,1484,1250230,6212,1250230
296,1484,1251230,6212,1251230
296,1484,1252230,6212,1252230
296,1484,1253040,6212,1253040
296,1484,1253850,6212,1253850
296,1484,1254170,6212,1254170
296,1484,1254980,6212,1254980
296,1484,1254980,6212,1254980
296,1484,1255300,6212,1255300
296,1484,1255300,6212,1255300
296,1484,1256110,6212,1256110
296,1484,1256110,6212,1256110
296,1484,1256920,6212,1256920
296,1484,1257920,6212,1257920
296,1484,1257920,6212,1257920
297,1486,1258920,6212,1258920
297,1486,1258920,6212,1258920
297,1486,1259920,6212,1259920
298,1488,1260920,6212,1260920
298,1488,1261920,6212,1261920
299,1490,1262390,6212,1262390
299,1490,1262390,6212,1262390
299,1490,1263200,6212,1263200
300,1498,1264200,6212,1264200
300,1498,1264670,6212,1264670
300,1498,1265670,6212,1265670
300,1498,1265670,6212,1265670
300,1498,1266670,6212,1266670
300,1498,1267670,6212,1267670
300,1498,1268670,6212,1268670
301,1500,1269320,6212,1269320
301,1500,1269790,6212,1269790
302,1508,1270790,6212,1270790
302,1508,1270840,6212,1270840
302,1508,1270840,6212,1270840
302,1508,1271840,6212,1271840
302,1508,1272840,6212,1272840
302,1508,1272840,6212,1272840
302,1508,1273430,6212,1273430
302,1508,1273430,6212,1273430
302,1508,1273430,6212,1273430
302,1508,1273430,6212,1273430
302,1508,1274430,6212,1274430
302,1508,1274430,6212,1274430
302,1508,1275240,6212,1275240
302,1508,1276240,6212,1276240
302,1508,1276240,6212,1276240
302,1508,1277050,6212,1277050
302,1508,1277280,6212,1277280
302,1508,1278280,6212,1278280
302,1508,1278750,6212,1278750
302,1508,1279750,6212,1279750
302,1508,1280750,6212,1280750
303,1516,1281750,6212,1281750
303,1516,1281750,6212,1281750
303,1516,1282750,6212,1282750
303,1516,1283750,6212,1283750
303,1516,1284750,6212,1284750
303,1516,1285750,6212,1285750
303,1516,1285750,6212,1285750
303,1516,1286750,6212,1286750
303,1516,1287220,6212,1287220
304,1524,1288220,6212,1288220
304,1524,1289220,6212,1289220
304,1524,1290220,6212,1290220
304,1524,1290220,6212,1290220
304,1524,1291220,6212,1291220
304,1524,1292220,6212,1292220
304,1524,1292220,6212,1292220
304,1524,1292220,6212,1292220
304,1524,1292690,6212,1292690
304,1524,1293690,6212,1293690
304,1524,1293690,6212,1293690
305,1526,1294690,6212,1294690
305,1526,1295500,6212,1295500
305,1526,1295500,6212,1295500
306,1534,1296500,6212,1296500
306,1534,1297500,6212,1297500
306,1534,1297970,6212,1297970
306,1534,1297970,6212,1297970
306,1534,1298440,6212,1298440
306,1534,1298440,6212,1298440
306,1534,1298760,6212,1298760
306,1534,1299760,6212,1299760
306,1534,1300760,6212,1300760
306,1534,1301760,6212,1301760
306,1534,1302760,6212,1302760
306,1534,1302760,6212,1302760
306,1534,1303760,6212,1303760
306,1534,1303760,6212,1303760
306,1534,1304760,6212,1304760
306,1534,1305570,6212,1305570
306,1534,1306570,6212,1306570
307,1536,1307380,6212,1307380
307,1536,1307380,6212,1307380
307,1536,1307380,6212,1307380
307,1536,1307380,6212,1307380
307,1536,1307380,6212,1307380
307,1536,1308380,6212,1308380
308,1538,1309380,6212,1309380
308,1538,1309380,6212,1309380
308,1538,1309380,6212,1309380
308,1538,1310380,6212,1310380
309,1540,1310700,6212,1310700
309,1540,1310700,6212,1310700
309,1540,1310700,6212,1310700
309,1540,1310700,6212,1310700
309,1540,1311700,6212,1311700
309,1540,1311700,6212,1311700
310,1542,1312700,6212,1312700
311,1544,1313700,6212,1313700
311,1544,1314700,6212,1314700
311,1544,1314700,6212,1314700
311,1544,1314700,6212,1314700
311,1544,1315020,6212,1315020
311,1544,1316020,6212,1316020
311,1544,1316340,6212,1316340
312,1552,1317150,6212,1317150
312,1552,1318150,6212,1318150
312,1552,1319150,6212,1319150
312,1552,1319150,6212,1319150
312,1552,1320150,6212,1320150
312,1552,1320150,6212,1320150
312,1552,1321150,6212,1321150
312,1552,1321960,6212,1321960
312,1552,1322960,6212,1322960
312,1552,1323960,6212,1323960
313,1560,1324960,6212,1324960
313,1560,1325550,6212,1325550
313,1560,1326550,6212,1326550
313,1560,1326550,6212,1326550
313,1560,1327550,6212,1327550
313,1560,1328550,6212,1328550
313,1560,1328550,6212,1328550
313,1560,1328550,6212,1328550
313,1560,1328550,6212,1328550
313,1560,1329020,6212,1329020
313,1560,1330020,6212,1330020
313,1560,1331020,6212,1331020
313,1560,1331020,6212,1331020
314,1568,1332020,6212,1332020
314,1568,1332490,6212,1332490
314,1568,1332490,6212,1332490
314,1568,1333490,6212,1333490
314,1568,1333810,6212,1333810
314,1568,1334810,6212,1334810
314,1568,1335810,6212,1335810
314,1568,1335970,6212,1335970
314,1568,1336440,6212,1336440
314,1568,1337440,6212,1337440
314,1568,1337440,6212,1337440
314,1568,1338250,6212,1338250
314,1568,1339250,6212,1339250
315,1570,1340250,6212,1340250
315,1570,1340720,6212,1340720
316,1572,1341720,6212,1341720
316,1572,1342720,6212,1342720
316,1572,1342720,6212,1342720
316,1572,1342720,6212,1342720
316,1572,1343720,6212,1343720
316,1572,1343830,6212,1343830
317,1580,1344830,6212,1344830
318,1582,1345640,6212,1345640
318,1582,1346640,6212,1346640
318,1582,1347100,6212,1347100
318,1582,1347210,6212,1347210
318,1582,1347530,6212,1347530
318,1582,1347530,6212,1347530
318,1582,1348530,6212,1348530
318,1582,1349530,6212,1349530
318,1582,1350530,6212,1350530
318,1582,1350530,6212,1350530
318,1582,1350530,6212,1350530
318,1582,1351530,6212,1351530
318,1582,1352530,6212,1352530
318,1582,1352850,6212,1352850
319,1590,1353850,6212,1353850
319,1590,1353850,6212,1353850
319,1590,1354320,6212,1354320
319,1590,1354320,6212,1354320
319,1590,1354970,6212,1354970
319,1590,1355780,6212,1355780
319,1590,1356590,6212,1356590
319,1590,1356590,6212,1356590
319,1590,1357400,6212,1357400
319,1590,1358210,6212,1358210
319,1590,1358800,6212,1358800
319,1590,1359610,6212,1359610
320,1598,1360420,6212,1360420
320,1598,1361230,6212,1361230
320,1598,1361700,6212,1361700
320,1598,1362160,6212,1362160
320,1598,1363160,6212,1363160
320,1598,1363270,6212,1363270
320,1598,1364080,6212,1364080
320,1598,1365080,6212,1365080
320,1598,1365080,6212,1365080
320,1598,1365080,6212,1365080
320,1598,1365240,6212,1365240
320,1598,1366240,6212,1366240
320,1598,1366240,6212,1366240
320,1598,1366700,6212,1366700
320,1598,1366700,6212,1366700
321,1606,1367700,6212,1367700
321,1606,1368700,6212,1368700
321,1606,1369700,6212,1369700
321,1606,1369700,6212,1369700
322,1614,1377700,6212,1377700
322,1614,1377700,6212,1377700
322,1614,1377700,6212,1377700
322,1614,1378700,6212,1378700
322,1614,1379700,6212,1379700
322,1614,1380700,6212,1380700
322,1614,1381700,6212,1381700
322,1614,1382700,6212,1382700
322,1614,1382700,6212,1382700
322,1614,1383170,6212,1383170
323,1618,1384170,6212,1384170
323,1618,1385170,6212,1385170
323,1618,1386170,6212,1386170
323,1618,1386980,6212,1386980
323,1618,1386980,6212,1386980
324,1620,1387980,6212,1387980
324,1620,1387980,6212,1387980
324,1620,1387980,6212,1387980
324,1620,1387980,6212,1387980
324,1620,1388980,6212,1388980
324,1620,1388980,6212,1388980
325,1628,1389980,6212,1389980
325,1628,1389980,6212,1389980
325,1628,1389980,6212,1389980
325,1628,1390300,6212,1390300
325,1628,1390300,6212,1390300
325,1628,1391300,6212,1391300
325,1628,1392300,6212,1392300
325,1628,1393300,6212,1393300
325,1628,1394110,6212,1394110
325,1628,1395110,6212,1395110
325,1628,1395110,6212,1395110
325,1628,1395760,6212,1395760
325,1628,1396760,6212,1396760
325,1628,1396870,6212,1396870
326,1632,1397870,6212,1397870
327,1634,1398870,6212,1398870
327,1634,1399870,6212,1399870
327,1634,1400680,6212,1400680
327,1634,1401680,6212,1401680
327,1634,1401680,6212,1401680
327,1634,1402680,6212,1402680
328,1638,1403490,6212,1403490
328,1638,1404490,6212,1404490
328,1638,1405300,6212,1405300
328,1638,1406300,6212,1406300
328,1638,1406300,6212,1406300
328,1638,1406300,6212,1406300
329,1640,1407300,6212,1407300
329,1640,1407770,6212,1407770
330,1642,1408580,6212,1408580
330,1642,1408800,6212,1408800
330,1642,1408800,6212,1408800
330,1642,1408800,6212,1408800
330,1642,1409800,6212,1409800
331,1644,1410610,6212,1410610
331,1644,1410840,6212,1410840
331,1644,1410840,6212,1410840
331,1644,1411490,6212,1411490
331,1644,1411490,6212,1411490
332,1652,1412490,6212,1412490
332,1652,1412650,6212,1412650
332,1652,1412650,6212,1412650
332,1652,1413650,6212,1413650
332,1652,1414460,6212,1414460
332,1652,1415110,6212,1415110
332,1652,1415920,6212,1415920
332,1652,1416920,6212,1416920
332,1652,1417730,6212,1417730
332,1652,1418730,6212,1418730
333,1660,1419730,6212,1419730
333,1660,1420380,6212,1420380
333,1660,1420380,6212,1420380
333,1660,1421380,6212,1421380
333,1660,1421380,6212,1421380
333,1660,1421380,6212,1421380
333,1660,1422190,6212,1422190
333,1660,1422410,6212,1422410
333,1660,1423410,6212,1423410
334,1668,1424410,6212,1424410
334,1668,1424410,6212,1424410
334,1668,1425410,6212,1425410
334,1668,1425730,6212,1425730
334,1668,1426730,6212,1426730
334,1668,1427730,6212,1427730
334,1668,1428730,6212,1428730
334,1668,1429280,6212,1429280
334,1668,1429280,6212,1429280
334,1668,1429280,6212,1429280
334,1668,1430090,6212,1430090
334,1668,1431090,6212,1431090
334,1668,1431090,6212,1431090
334,1668,1432090,6212,1432090
334,1668,1433090,6212,1433090
334,1668,1433250,6212,1433250
334,1668,1434250,6212,1434250
334,1668,1434250,6212,1434250
335,1676,1435250,6212,1435250
335,1676,1436250,6212,1436250
335,1676,1437250,6212,1437250
335,1676,1437250,6212,1437250
335,1676,1437570,6212,1437570
335,1676,1438380,6212,1438380
335,1676,1438850,6212,1438850
335,1676,1438850,6212,1438850
335,1676,1439850,6212,1439850
335,1676,1440850,6212,1440850
335,1676,1441500,6212,1441500
335,1676,1442310,6212,1442310
335,1676,1442310,6212,1442310
336,1678,1443310,6212,1443310
336,1678,1444120,6212,1444120
337,1686,1444930,6212,1444930
337,1686,1445930,6212,1445930
337,1686,1445930,6212,1445930
337,1686,1447930,6212,1447930
337,1686,1447930,6212,1447930
337,1686,1448930,6212,1448930
337,1686,1449740,6212,1449740
337,1686,1450550,6212,1450550
337,1686,1451020,6212,1451020
337,1686,1451490,6212,1451490
337,1686,1451490,6212,1451490
337,1686,1451810,6212,1451810
337,1686,1452810,6212,1452810
337,1686,1452810,6212,1452810
337,1686,1453270,6212,1453270
337,1686,1453740,6212,1453740
337,1686,1453740,6212,1453740
337,1686,1454060,6212,1454060
338,1694,1454530,6212,1454530
338,1694,1455180,6212,1455180
338,1694,1456180,6212,1456180
338,1694,1457180,6212,1457180
338,1694,1458180,6212,1458180
338,1694,1458180,6212,1458180
338,1694,1458650,6212,1458650
338,1694,1458650,6212,1458650
338,1694,1459460,6212,1459460
338,1694,1459460,6212,1459460
338,1694,1460460,6212,1460460
338,1694,1461460,6212,1461460
339,1696,1462460,6212,1462460
339,1696,1463460,6212,1463460
340,1698,1464460,6212,1464460
340,1698,1465460,6212,1465460
341,1706,1466460,6212,1466460
341,1706,1466460,6212,1466460
341,1706,1466930,6212,1466930
341,1706,1467930,6212,1467930
341,1706,1468400,6212,1468400
341,1706,1468400,6212,1468400
341,1706,1469050,6212,1469050
342,1714,1470050,6212,1470050
342,1714,1470050,6212,1470050
342,1714,1471050,6212,1471050
342,1714,1471050,6212,1471050
342,1714,1471520,6212,1471520
342,1714,1472330,6212,1472330
342,1714,1472980,6212,1472980
342,1714,1473450,6212,1473450
342,1714,1473920,6212,1473920
342,1714,1474730,6212,1474730
342,1714,1475050,6212,1475050
342,1714,1475860,6212,1475860
342,1714,1476860,6212,1476860
342,1714,1477670,6212,1477670
343,1722,1478670,6212,1478670
343,1722,1479480,6212,1479480
343,1722,1480480,6212,1480480
343,1722,1481290,6212,1481290
343,1722,1482290,6212,1482290
343,1722,1482290,6212,1482290
343,1722,1483290,6212,1483290
343,1722,1484100,6212,1484100
343,1722,1484570,6212,1484570
343,1722,1484570,6212,1484570
343,1722,1485570,6212,1485570
343,1722,1486030,6212,1486030
343,1722,1486030,6212,1486030
343,1722,1487030,6212,1487030
343,1722,1487030,6212,1487030
344,1730,1488030,6212,1488030
344,1730,1488500,6212,1488500
344,1730,1489310,6212,1489310
344,1730,1489770,6212,1489770
344,1730,1490770,6212,1490770
344,1730,1491580,6212,1491580
344,1730,1492580,6212,1492580
344,1730,1492580,6212,1492580
344,1730,1492900,6212,1492900
344,1730,1493130,6212,1493130
344,1730,1493780,6212,1493780
344,1730,1494370,6212,1494370
344,1730,1494370,6212,1494370
345,1732,1495370,6212,1495370
345,1732,1495840,6212,1495840
345,1732,1496840,6212,1496840
345,1732,1496840,6212,1496840
346,1740,1497310,6212,1497310
346,1740,1497310,6212,1497310
346,1740,1497310,6212,1497310
346,1740,1497310,6212,1497310
346,1740,1498310,6212,1498310
346,1740,1499310,6212,1499310
346,1740,1499310,6212,1499310
346,1740,1500310,6212,1500310
346,1740,1501310,6212,1501310
346,1740,1501310,6212,1501310
346,1740,1502120,6212,1502120
347,1748,1503120,6212,1503120
347,1748,1503930,6212,1503930
347,1748,1503930,6212,1503930
347,1748,1503930,6212,1503930
347,1748,1504740,6212,1504740
347,1748,1504740,6212,1504740
347,1748,1505740,6212,1505740
347,1748,1505740,6212,1505740
347,1748,1506210,6212,1506210
347,1748,1507210,6212,1507210
347,1748,1507530,6212,1507530
347,1748,1507530,6212,1507530
347,1748,1508530,6212,1508530
347,1748,1509000,6212,1509000
347,1748,1509000,6212,1509000
347,1748,1509000,6212,1509000
347,1748,1509320,6212,1509320
347,1748,1509550,6212,1509550
347,1748,1510550,6212,1510550
347,1748,1511550,6212,1511550
347,1748,1512550,6212,1512550
347,1748,1513020,6212,1513020
348,1756,1514020,6212,1514020
348,1756,1515020,6212,1515020
348,1756,1515020,6212,1515020
348,1756,1516020,6212,1516020
348,1756,1516490,6212,1516490
348,1756,1516490,6212,1516490
348,1756,1517490,6212,1517490
348,1756,1518490,6212,1518490
348,1756,1518490,6212,1518490
348,1756,1518490,6212,1518490
349,1764,1519490,6212,1519490
349,1764,1520490,6212,1520490
349,1764,1521140,6212,1521140
349,1764,1522140,6212,1522140
349,1764,1522460,6212,1522460
349,1764,1522930,6212,1522930
349,1764,1523930,6212,1523930
349,1764,1524400,6212,1524400
350,1766,1525050,6212,1525050
350,1766,1525050,6212,1525050
350,1766,1525050,6212,1525050
350,1766,1526050,6212,1526050
351,1774,1527050,6212,1527050
351,1774,1527370,6212,1527370
351,1774,1528370,6212,1528370
351,1774,1528590,6212,1528590
351,1774,1528590,6212,1528590
351,1774,1528590,6212,1528590
351,1774,1529400,6212,1529400
351,1774,1530210,6212,1530210
351,1774,1531210,6212,1531210
351,1774,1532020,6212,1532020
351,1774,1532240,6212,1532240
351,1774,1532240,6212,1532240
351,1774,1532240,6212,1532240
351,1774,1532240,6212,1532240
351,1774,1532240,6212,1532240
351,1774,1533240,6212,1533240
351,1774,1534240,6212,1534240
351,1774,1535050,6212,1535050
351,1774,1535860,6212,1535860
351,1774,1536410,6212,1536410
351,1774,1536410,6212,1536410
351,1774,1536410,6212,1536410
351,1774,1537410,6212,1537410
351,1774,1537410,6212,1537410
351,1774,1537410,6212,1537410
351,1774,1537410,6212,1537410
351,1774,1537410,6212,1537410
352,1776,1538410,6212,1538410
352,1776,1539410,6212,1539410
353,1778,1540410,6212,1540410
353,1778,1541410,6212,1541410
353,1778,1541410,6212,1541410
353,1778,1541410,6212,1541410
353,1778,1541410,6212,1541410
354,1780,1542410,6212,1542410
354,1780,1543410,6212,1543410
355,1788,1544410,6212,1544410
355,1788,1545000,6212,1545000
355,1788,1545000,6212,1545000
355,1788,1545000,6212,1545000
355,1788,1545810,6212,1545810
355,1788,1546810,6212,1546810
355,1788,1547810,6212,1547810
355,1788,1547810,6212,1547810
355,1788,1548810,6212,1548810
356,1796,1549810,6212,1549810
356,1796,1549810,6212,1549810
356,1796,1549810,6212,1549810
356,1796,1550810,6212,1550810
356,1796,1551810,6212,1551810
356,1796,1552810,6212,1552810
356,1796,1552810,6212,1552810
356,1796,1553620,6212,1553620
356,1796,1554090,6212,1554090
356,1796,1555090,6212,1555090
356,1796,1555090,6212,1555090
356,1796,1555090,6212,1555090
357,1798,1556090,6212,1556090
357,1798,1556090,6212,1556090
357,1798,1557090,6212,1557090
357,1798,1557090,6212,1557090
357,1798,1557900,6212,1557900
357,1798,1557900,6212,1557900
357,1798,1558900,6212,1558900
357,1798,1559900,6212,1559900
357,1798,1559900,6212,1559900
357,1798,1560370,6212,1560370
358,1806,1561370,6212,1561370
358,1806,1561920,6212,1561920
358,1806,1562920,6212,1562920
358,1806,1563390,6212,1563390
358,1806,1564390,6212,1564390
358,1806,1565200,6212,1565200
359,1814,1565200,6212,1565200
360,1822,1569200,6212,1569200
360,1822,1570200,6212,1570200
360,1822,1571010,6212,1571010
361,1824,1571820,6212,1571820
361,1824,1571820,6212,1571820
361,1824,1572290,6212,1572290
361,1824,1573290,6212,1573290
362,1832,1573290,6212,1573290
362,1832,1574290,6212,1574290
362,1832,1574290,6212,1574290
362,1832,1575100,6212,1575100
362,1832,1575910,6212,1575910
363,1834,1576910,6212,1576910
363,1834,1577910,6212,1577910
364,1842,1578910,6212,1578910
365,1846,1579720,6212,1579720
365,1846,1580530,6212,1580530
365,1846,1581530,6212,1581530
365,1846,1582530,6212,1582530
365,1846,1583340,6212,1583340
365,1846,1584150,6212,1584150
365,1846,1584150,6212,1584150
365,1846,1584620,6212,1584620
365,1846,1585620,6212,1585620
365,1846,1585620,6212,1585620
365,1846,1586620,6212,1586620
365,1846,1587620,6212,1587620
366,1848,1588620,6212,1588620
366,1848,1588620,6212,1588620
366,1848,1588620,6212,1588620
366,1848,1588620,6212,1588620
366,1848,1589430,6212,1589430
366,1848,1590430,6212,1590430
366,1848,1591240,6212,1591240
367,1856,1592240,6212,1592240
367,1856,1593240,6212,1593240
367,1856,1593710,6212,1593710
367,1856,1594710,6212,1594710
367,1856,1595080,6212,1595080
367,1856,1596080,6212,1596080
367,1856,1597080,6212,1597080
367,1856,1597730,6212,1597730
367,1856,1598540,6212,1598540
368,1858,1599540,6212,1599540
368,1858,1599540,6212,1599540
368,1858,1599540,6212,1599540
368,1858,1599540,6212,1599540
368,1858,1600350,6212,1600350
368,1858,1601350,6212,1601350
368,1858,1602350,6212,1602350
368,1858,1603350,6212,1603350
369,1860,1603820,6212,1603820
369,1860,1603820,6212,1603820
369,1860,1604630,6212,1604630
370,1868,1605630,6212,1605630
370,1868,1606630,6212,1606630
370,1868,1607630,6212,1607630
370,1868,1608630,6212,1608630
370,1868,1609630,6212,1609630
370,1868,1610090,6212,1610090
370,1868,1610560,6212,1610560
370,1868,1610560,6212,1610560
370,1868,1611370,6212,1611370
370,1868,1612180,6212,1612180
371,1876,1613180,6212,1613180
371,1876,1613990,6212,1613990
371,1876,1614990,6212,1614990
371,1876,1615990,6212,1615990
371,1876,1615990,6212,1615990
371,1876,1616990,6212,1616990
371,1876,1617990,6212,1617990
371,1876,1618800,6212,1618800
371,1876,1619610,6212,1619610
372,1884,1620260,6212,1620260
372,1884,1621260,6212,1621260
372,1884,1622260,6212,1622260
372,1884,1623260,6212,1623260
372,1884,1624260,6212,1624260
372,1884,1625070,6212,1625070
372,1884,1625880,6212,1625880
372,1884,1625880,6212,1625880
372,1884,1625880,6212,1625880
372,1884,1625880,6212,1625880
372,1884,1626880,6212,1626880
372,1884,1626880,6212,1626880
373,1886,1627880,6212,1627880
373,1886,1628880,6212,1628880
373,1886,1628880,6212,1628880
373,1886,1628880,6212,1628880
373,1886,1628880,6212,1628880
374,1888,1629880,6212,1629880
374,1888,1629880,6212,1629880
374,1888,1630350,6212,1630350
374,1888,1630350,6212,1630350
374,1888,1631350,6212,1631350
375,1896,1632350,6212,1632350
375,1896,1633350,6212,1633350
375,1896,1634350,6212,1634350
375,1896,1635160,6212,1635160
375,1896,1635160,6212,1635160
