ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5d8b-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5d8b-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_ratio,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5d8b-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_q124,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5d8b-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5d8b-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_ratio
652076.45,16.47,3.78,397150.76,10.03
651061.06,16.48,3.79,396667.29,10.04
650879.81,16.48,3.79,396858.94,10.05
650899.59,16.48,3.79,396799.22,10.05
650706.08,16.48,3.79,396675.58,10.05
650829.88,16.49,3.8,396748.59,10.05
650667.14,16.49,3.8,396490.92,10.05
650504.4,16.49,3.8,396371.2,10.05
650504.4,16.49,3.8,396371.2,10.05
650125.87,16.48,3.79,396140.99,10.04
649979.96,16.48,3.79,396129.91,10.05
648964.57,16.49,3.8,395646.44,10.05
648840.54,16.49,3.8,396110.38,10.07
648840.54,16.49,3.8,396110.38,10.07
647825.15,16.5,3.81,395626.91,10.08
647832.67,16.5,3.81,395357.59,10.07
647673.77,16.5,3.81,395469.74,10.08
647470.17,16.5,3.81,395183.73,10.07
646454.78,16.51,3.82,394700.26,10.08
645439.4,16.52,3.83,394216.79,10.09
645439.4,16.52,3.83,394216.79,10.09
645563.2,16.53,3.83,394289.79,10.09
645400.46,16.53,3.83,393971.61,10.09
645241.69,16.52,3.83,393812.85,10.08
645099.98,16.52,3.83,394144.5,10.09
644809.0,16.52,3.83,394086.16,10.1
644611.0,16.52,3.83,393920.39,10.09
644429.75,16.52,3.83,393725.71,10.09
644598.85,16.53,3.83,393559.35,10.09
644395.25,16.52,3.83,393739.07,10.1
644519.05,16.53,3.84,393699.9,10.1
644820.07,16.54,3.85,393516.95,10.1
644451.55,16.53,3.84,394108.66,10.11
644284.6,16.53,3.84,393675.01,10.1
643986.6,16.53,3.84,393374.72,10.1
644008.42,16.53,3.84,393244.68,10.09
642993.03,16.54,3.85,392761.21,10.1
642869.0,16.54,3.85,392648.94,10.1
642870.23,16.54,3.85,392662.76,10.1
642688.98,16.54,3.85,393179.84,10.12
642519.99,16.54,3.85,392805.63,10.11
642765.0,16.55,3.86,393086.98,10.12
641749.62,16.56,3.86,392603.51,10.13
642062.18,16.57,3.88,392703.73,10.13
641899.44,16.57,3.88,392481.31,10.13
641736.7,16.57,3.88,392305.93,10.13
641573.96,16.57,3.88,392592.84,10.14
641655.52,16.57,3.88,392469.73,10.14
641395.83,16.57,3.88,392307.35,10.13
641214.58,16.57,3.88,392155.36,10.13
641214.58,16.57,3.88,392172.86,10.13
641045.59,16.57,3.88,392067.04,10.13
641290.6,16.58,3.88,392795.11,10.15
641603.16,16.59,3.9,392895.34,10.16
641603.16,16.59,3.9,392895.34,10.16
641440.42,16.59,3.9,392672.91,10.16
641466.45,16.59,3.9,392504.34,10.15
641303.71,16.59,3.9,392787.71,10.16
640303.71,16.57,3.88,391787.71,10.14
640385.27,16.58,3.88,391678.21,10.14
640204.02,16.58,3.88,391451.26,10.14
640057.59,16.57,3.88,391230.79,10.13
639888.6,16.57,3.88,391800.78,10.15
639695.09,16.57,3.88,391639.02,10.15
639818.89,16.58,3.89,391686.73,10.15
639818.89,16.58,3.89,391686.73,10.15
639818.89,16.58,3.89,391686.73,10.15
639656.15,16.58,3.89,391501.63,10.15
639394.05,16.57,3.88,391310.78,10.14
639231.31,16.57,3.88,391143.8,10.14
639233.78,16.57,3.88,391145.15,10.14
639259.8,16.58,3.89,391414.17,10.15
639152.59,16.58,3.89,391283.06,10.15
638971.34,16.58,3.89,391102.3,10.15
638763.34,16.58,3.88,390956.57,10.15
638594.35,16.58,3.88,391161.8,10.15
638400.84,16.57,3.88,391007.03,10.15
638524.64,16.58,3.89,391080.03,10.16
638361.9,16.58,3.89,390846.32,10.15
638199.16,16.58,3.89,390702.64,10.15
638225.19,16.59,3.89,390983.0,10.16
638117.97,16.59,3.9,390848.79,10.16
638125.49,16.59,3.9,390652.85,10.16
637956.5,16.59,3.9,391088.59,10.17
637956.5,16.59,3.9,391106.06,10.17
638201.51,16.6,3.91,391248.04,10.18
638514.08,16.61,3.92,391348.26,10.18
638540.11,16.62,3.92,391169.34,10.18
638260.54,16.61,3.92,391001.14,10.18
638260.54,16.61,3.92,390998.97,10.18
638097.8,16.61,3.92,390786.9,10.17
637935.06,16.61,3.92,391061.5,10.18
637827.85,16.61,3.92,390790.35,10.18
637827.85,16.61,3.92,390790.35,10.18
637646.6,16.61,3.92,390723.5,10.18
637916.13,16.62,3.93,391419.48,10.2
637917.37,16.62,3.93,391420.74,10.2
637912.63,16.62,3.93,391569.18,10.2
637565.03,16.63,3.94,391295.72,10.21
637440.99,16.63,3.94,391881.57,10.23
636425.61,16.64,3.95,391398.09,10.23
636279.19,16.64,3.95,391191.38,10.23
636118.13,16.64,3.95,391062.74,10.23
636241.93,16.65,3.95,391135.75,10.23
636093.49,16.65,3.95,390610.71,10.22
636093.49,16.65,3.95,390647.03,10.22
635859.23,16.65,3.95,390504.84,10.22
635696.49,16.65,3.95,390205.48,10.22
635554.79,16.65,3.95,390555.54,10.23
635576.61,16.65,3.96,390353.71,10.23
635354.5,16.65,3.95,390223.0,10.22
635354.5,16.65,3.95,390215.4,10.22
635152.66,16.64,3.95,389988.65,10.22
635467.14,16.65,3.96,389849.55,10.22
635088.62,16.64,3.95,390688.03,10.24
635110.25,16.65,3.96,390707.72,10.24
635234.05,16.66,3.96,390780.72,10.25
635509.84,16.67,3.97,390569.08,10.24
635509.84,16.67,3.97,390569.08,10.24
635347.1,16.67,3.97,390795.14,10.25
635077.14,16.67,3.97,390508.33,10.25
634895.89,16.67,3.97,390782.4,10.26
633880.51,16.68,3.98,390298.93,10.27
634107.02,16.68,3.99,390011.0,10.26
633938.03,16.68,3.99,389819.54,10.26
633744.52,16.68,3.99,389856.27,10.26
633868.31,16.69,4.0,389929.27,10.27
633453.96,16.68,3.99,389721.75,10.26
633291.22,16.68,3.99,389511.35,10.26
633317.24,16.69,4.0,389351.17,10.26
632938.72,16.68,3.99,389007.75,10.25
633214.5,16.69,4.0,389360.14,10.26
633107.29,16.69,4.0,389245.86,10.26
632738.77,16.68,3.99,388998.96,10.26
632738.77,16.68,3.99,388998.96,10.26
632885.52,16.69,4.0,389895.2,10.28
633137.79,16.7,4.01,389956.7,10.29
633137.79,16.7,4.01,389956.7,10.29
633098.85,16.71,4.02,389817.47,10.29
633318.15,16.72,4.02,390159.52,10.3
633155.41,16.72,4.02,390309.94,10.3
633009.5,16.72,4.02,390158.68,10.3
633213.46,16.72,4.03,389997.27,10.3
633220.97,16.73,4.04,390455.74,10.32
633070.13,16.73,4.03,390248.85,10.31
632901.14,16.73,4.03,390171.8,10.31
632901.14,16.73,4.03,390171.8,10.31
632901.14,16.73,4.03,390171.8,10.31
633146.16,16.73,4.04,390395.19,10.32
633597.95,16.75,4.06,390422.28,10.32
633435.21,16.75,4.06,390184.26,10.32
633056.69,16.74,4.05,389978.8,10.31
633079.92,16.74,4.05,389997.45,10.31
633355.71,16.75,4.06,390367.93,10.32
633537.79,16.76,4.07,390159.81,10.32
633413.75,16.76,4.07,390010.26,10.32
633421.27,16.76,4.07,389910.71,10.32
633262.38,16.76,4.07,391253.44,10.36
632246.99,16.77,4.08,390769.96,10.37
632016.66,16.77,4.08,390361.11,10.36
632140.46,16.78,4.08,390364.06,10.36
631932.09,16.77,4.08,390278.81,10.36
631753.89,16.77,4.08,390114.39,10.36
631536.46,16.77,4.07,389920.66,10.35
631904.97,16.78,4.08,389673.5,10.35
631931.0,16.78,4.09,390063.43,10.36
631310.8,16.78,4.09,389558.76,10.36
631314.31,16.78,4.09,389559.95,10.36
631120.8,16.78,4.09,390195.59,10.38
631244.6,16.79,4.1,390268.59,10.38
631081.86,16.79,4.1,390075.32,10.38
630919.12,16.79,4.1,389891.2,10.38
630961.97,16.8,4.1,390220.87,10.39
630768.09,16.79,4.1,389939.72,10.38
630972.05,16.8,4.11,389785.49,10.38
630790.8,16.8,4.11,389568.95,10.38
630810.58,16.8,4.11,390256.25,10.4
630771.63,16.81,4.12,390117.02,10.4
631016.65,16.82,4.13,390379.52,10.41
630737.09,16.81,4.12,390162.15,10.4
630529.72,16.81,4.12,390002.11,10.4
630366.97,16.81,4.12,390160.14,10.4
630204.23,16.81,4.12,389959.41,10.4
629915.77,16.81,4.12,389956.11,10.41
629746.78,16.81,4.12,389764.24,10.4
629742.04,16.81,4.12,389845.04,10.41
629444.04,16.81,4.12,389528.25,10.4
629567.84,16.82,4.12,389531.2,10.4
629405.1,16.82,4.12,389318.5,10.4
629405.1,16.82,4.12,389318.5,10.4
629431.13,16.82,4.13,389230.67,10.4
629285.21,16.82,4.13,389453.17,10.41
629762.74,16.83,4.14,389853.23,10.42
629581.49,16.83,4.14,389379.48,10.41
629422.59,16.83,4.14,389263.39,10.41
629276.83,16.84,4.14,389945.88,10.43
629068.66,16.83,4.14,389684.78,10.43
629192.45,16.84,4.15,389703.17,10.43
629218.48,16.84,4.15,389534.77,10.43
629055.74,16.84,4.15,389708.57,10.43
629424.25,16.85,4.16,389563.03,10.43
628408.87,16.86,4.17,389079.56,10.44
628301.65,16.87,4.17,388928.08,10.44
628120.4,16.87,4.17,389581.42,10.46
628140.18,16.87,4.18,389438.36,10.46
628028.21,16.87,4.18,388903.47,10.45
627779.68,16.86,4.17,389544.46,10.46
627545.42,16.86,4.17,389224.52,10.46
627545.42,16.86,4.17,389224.52,10.46
627857.99,16.87,4.18,389324.75,10.46
627695.25,16.87,4.18,389019.92,10.46
627532.5,16.87,4.18,388926.95,10.46
627901.01,16.88,4.19,389289.89,10.47
627901.01,16.88,4.19,389289.89,10.47
627793.8,16.89,4.19,389069.79,10.46
627612.55,16.89,4.19,388896.97,10.46
627443.56,16.89,4.19,389437.67,10.48
627250.05,16.88,4.19,389340.64,10.48
626927.44,16.88,4.19,389139.53,10.48
627489.76,16.9,4.2,389212.35,10.48
626474.38,16.9,4.21,388728.88,10.49
625458.99,16.91,4.22,388245.41,10.5
625296.25,16.91,4.22,387937.27,10.49
625154.55,16.91,4.22,388462.68,10.51
624987.6,16.91,4.22,388133.49,10.5
624863.56,16.92,4.22,387880.89,10.5
624702.5,16.92,4.22,388938.03,10.53
625097.24,16.93,4.24,388786.97,10.53
625099.83,16.93,4.24,388788.49,10.53
625551.63,16.95,4.25,388815.58,10.53
625388.89,16.95,4.25,388577.56,10.53
624702.94,16.93,4.24,388009.71,10.52
624540.2,16.93,4.24,388360.87,10.53
624394.28,16.93,4.24,388448.09,10.53
624708.77,16.94,4.25,388283.07,10.53
624527.52,16.94,4.25,388059.73,10.53
624440.62,16.95,4.25,388930.58,10.55
624440.62,16.95,4.25,388930.58,10.55
624220.28,16.95,4.25,388552.02,10.55
624344.08,16.95,4.26,388570.41,10.55
624619.87,16.96,4.27,388328.21,10.55
624461.1,16.96,4.27,388169.25,10.54
624298.36,16.96,4.27,388528.36,10.55
624341.21,16.96,4.27,388352.33,10.55
624405.94,16.97,4.28,388250.68,10.55
623390.56,16.98,4.29,387767.21,10.56
623209.31,16.98,4.29,387584.2,10.56
623040.32,16.98,4.29,388251.63,10.58
623035.57,16.98,4.29,388400.42,10.59
623348.14,16.99,4.3,388500.64,10.59
622332.75,17.0,4.31,388017.17,10.6
622170.01,17.0,4.31,387820.4,10.6
622007.27,17.0,4.31,387619.37,10.6
621387.08,17.01,4.31,387697.64,10.61
621193.57,17.01,4.31,387622.07,10.61
621193.57,17.01,4.31,387622.07,10.61
621021.78,17.0,4.31,387457.22,10.61
621145.58,17.01,4.32,387450.73,10.61
620820.1,17.01,4.32,387152.84,10.61
620441.58,17.0,4.31,386746.44,10.6
620484.43,17.01,4.31,387054.19,10.61
620798.92,17.02,4.33,386791.11,10.6
620617.67,17.02,4.33,386715.12,10.6
620448.68,17.02,4.33,387236.79,10.62
620674.44,17.03,4.33,387427.7,10.63
620987.01,17.04,4.35,387527.92,10.63
620824.27,17.04,4.35,387294.9,10.63
620824.27,17.04,4.35,387294.9,10.63
620824.27,17.04,4.35,387294.9,10.63
620661.53,17.04,4.35,387462.89,10.64
620687.56,17.04,4.35,387330.72,10.64
620769.11,17.05,4.36,387247.19,10.64
620587.86,17.05,4.36,387083.85,10.63
620418.87,17.05,4.36,387635.21,10.65
620420.1,17.05,4.36,387636.61,10.65
620041.58,17.04,4.35,387450.59,10.65
619839.74,17.04,4.34,387202.89,10.64
619834.99,17.04,4.35,387258.73,10.65
620286.79,17.06,4.36,387285.82,10.65
620312.82,17.06,4.37,387102.11,10.65
620312.82,17.06,4.37,387102.11,10.65
620338.84,17.06,4.37,386980.49,10.65
620176.1,17.07,4.37,387320.36,10.66
620176.1,17.07,4.37,387320.36,10.66
620068.89,17.07,4.37,387102.08,10.65
620326.16,17.08,4.38,386952.36,10.65
620326.16,17.08,4.38,386943.71,10.65
620345.94,17.08,4.39,388044.27,10.68
620341.2,17.08,4.39,388244.81,10.69
620653.76,17.1,4.4,388345.03,10.7
620275.24,17.09,4.4,387855.56,10.69
620116.47,17.08,4.39,387701.02,10.68
619953.73,17.08,4.39,387388.7,10.68
619790.99,17.09,4.39,387303.22,10.68
618775.61,17.09,4.4,386819.75,10.69
618801.63,17.1,4.41,387117.07,10.7
618584.2,17.09,4.4,386938.8,10.69
618476.99,17.1,4.4,386803.63,10.69
618476.99,17.1,4.4,386803.63,10.69
618295.74,17.1,4.4,386590.38,10.69
618126.75,17.1,4.4,387016.0,10.7
618371.76,17.1,4.41,387161.8,10.71
618684.33,17.12,4.43,387262.03,10.71
618521.59,17.12,4.43,386943.82,10.71
618153.06,17.11,4.42,386686.55,10.7
618011.35,17.11,4.42,387043.2,10.72
618011.35,17.11,4.42,387043.2,10.72
618033.17,17.11,4.42,386844.28,10.71
618328.41,17.13,4.43,386645.28,10.71
618030.42,17.12,4.43,386504.25,10.71
617849.17,17.12,4.43,387132.04,10.73
617868.94,17.12,4.43,387168.29,10.73
617868.94,17.12,4.43,387168.29,10.73
617673.61,17.12,4.43,387230.64,10.73
617480.1,17.12,4.43,387036.51,10.73
617792.66,17.13,4.44,387136.73,10.73
617957.92,17.14,4.45,386879.89,10.73
617795.18,17.14,4.45,386751.47,10.73
617821.21,17.14,4.45,387073.38,10.74
617902.76,17.15,4.46,386959.9,10.74
617910.28,17.15,4.46,386827.12,10.74
617910.28,17.15,4.46,386827.12,10.74
617741.29,17.15,4.46,386693.54,10.74
617547.78,17.15,4.46,387619.74,10.77
617860.35,17.17,4.47,387719.96,10.77
617697.61,17.17,4.47,387444.95,10.77
617973.39,17.18,4.48,387767.52,10.78
617999.42,17.18,4.49,387605.45,10.78
617999.42,17.18,4.49,387627.91,10.78
617892.2,17.18,4.49,387493.5,10.78
617892.2,17.18,4.49,387477.6,10.77
617552.06,17.18,4.49,387686.46,10.79
617596.49,17.19,4.49,388013.07,10.8
617596.49,17.19,4.49,388074.1,10.8
617557.55,17.19,4.5,387889.95,10.8
617463.45,17.19,4.5,387989.72,10.8
617305.92,17.19,4.5,387833.03,10.8
617007.92,17.18,4.49,387450.93,10.79
616845.18,17.18,4.49,387332.74,10.79
615829.8,17.19,4.5,386849.27,10.8
616276.43,17.21,4.51,387196.99,10.81
616117.37,17.2,4.51,386967.07,10.81
616117.37,17.2,4.51,386967.07,10.81
616010.16,17.21,4.51,387184.56,10.81
616010.16,17.21,4.51,387184.56,10.81
615783.79,17.2,4.51,386972.31,10.81
615783.79,17.2,4.51,386972.31,10.81
615791.31,17.2,4.51,386799.61,10.81
615791.31,17.2,4.51,386799.61,10.81
615622.32,17.2,4.51,387219.58,10.82
615428.81,17.2,4.51,387055.18,10.82
615428.81,17.2,4.51,387055.18,10.82
614413.42,17.21,4.52,386571.71,10.83
614413.42,17.21,4.52,386571.71,10.83
614537.22,17.22,4.53,386603.91,10.83
614374.48,17.22,4.53,386326.54,10.83
614211.74,17.22,4.53,386628.97,10.84
614065.83,17.22,4.53,386315.99,10.84
614380.31,17.23,4.54,386700.61,10.85
614380.31,17.23,4.54,386700.61,10.85
614387.83,17.24,4.55,386474.69,10.84
614229.0,17.24,4.54,386313.93,10.84
614060.01,17.24,4.54,386048.26,10.84
613681.48,17.23,4.53,386369.86,10.85
613487.97,17.23,4.53,386152.84,10.84
613611.77,17.23,4.54,386225.84,10.85
613016.34,17.24,4.55,385832.35,10.85
612835.09,17.24,4.54,385975.51,10.86
613104.62,17.25,4.55,386008.25,10.86
612911.11,17.25,4.55,386128.99,10.87
612911.11,17.25,4.55,386128.99,10.87
612700.87,17.24,4.55,385930.04,10.86
612322.34,17.23,4.54,385530.42,10.85
612446.14,17.24,4.55,385578.13,10.85
612665.41,17.25,4.56,385276.54,10.85
612502.67,17.25,4.56,385610.5,10.86
612528.7,17.26,4.56,385457.11,10.86
612421.48,17.26,4.57,385354.95,10.86
612129.47,17.25,4.56,385570.33,10.87
611948.22,17.25,4.56,385350.73,10.86
612217.76,17.26,4.57,385230.56,10.86
612213.02,17.26,4.57,385958.63,10.88
612336.81,17.27,4.58,386031.64,10.89
611968.29,17.26,4.57,385620.69,10.88
611805.55,17.26,4.57,385337.94,10.87
611831.58,17.27,4.58,385250.11,10.87
611672.81,17.27,4.57,385089.6,10.87
611526.9,17.27,4.57,385479.94,10.88
611402.86,17.27,4.58,385394.59,10.88
611402.86,17.27,4.58,385394.59,10.88
611221.61,17.27,4.58,385099.01,10.88
611860.34,17.29,4.6,386093.7,10.91
612172.91,17.3,4.61,386193.93,10.92
612010.16,17.3,4.61,385997.16,10.91
611847.42,17.3,4.61,385796.13,10.91
612215.93,17.32,4.62,386145.66,10.92
612297.49,17.32,4.63,386043.83,10.92
612299.96,17.32,4.63,386083.1,10.92
612118.71,17.32,4.63,385815.74,10.92
611949.72,17.32,4.63,386525.75,10.94
611944.97,17.33,4.63,386720.56,10.95
612068.77,17.33,4.64,386793.57,10.95
611746.16,17.33,4.64,386425.63,10.95
611583.42,17.33,4.64,386215.23,10.94
611609.44,17.33,4.64,386055.05,10.94
611463.53,17.33,4.64,386381.93,10.95
611339.49,17.33,4.64,386170.21,10.95
610991.9,17.34,4.65,385896.75,10.95
611306.38,17.36,4.66,387026.28,10.99
611125.13,17.36,4.66,386257.03,10.97
611155.0,17.36,4.67,385958.98,10.96
610951.4,17.36,4.67,386331.03,10.98
610958.91,17.36,4.67,386162.56,10.97
610789.92,17.36,4.67,386583.51,10.99
611034.94,17.37,4.68,386733.23,11.0
611347.5,17.39,4.69,386623.28,11.0
611184.76,17.39,4.69,386875.37,11.01
611022.02,17.39,4.69,386655.26,11.0
611022.02,17.39,4.69,386682.6,11.0
610876.11,17.39,4.7,386567.12,11.0
610752.07,17.39,4.7,386886.86,11.02
610752.07,17.39,4.7,386875.91,11.01
610570.82,17.39,4.7,386643.28,11.01
610192.3,17.38,4.69,386378.87,11.01
610212.07,17.38,4.69,386160.99,11.0
609196.69,17.4,4.7,385677.52,11.01
609197.92,17.4,4.7,385691.34,11.01
608182.54,17.41,4.71,385233.38,11.03
608427.55,17.42,4.72,385904.91,11.05
608063.13,17.43,4.73,385673.26,11.05
607955.92,17.43,4.73,385584.42,11.05
607774.67,17.43,4.73,385771.72,11.06
607794.44,17.43,4.74,385715.39,11.06
607657.76,17.43,4.74,385524.82,11.06
607618.82,17.44,4.75,385259.68,11.06
607004.88,17.44,4.75,385470.08,11.08
606811.37,17.44,4.75,385347.41,11.07
606811.37,17.44,4.75,385347.41,11.07
606831.14,17.44,4.75,385241.02,11.07
606637.63,17.44,4.75,385107.36,11.07
606598.69,17.45,4.76,384923.21,11.07
606435.95,17.45,4.76,384805.02,11.07
606057.43,17.44,4.75,384401.6,11.06
605894.69,17.44,4.75,384655.66,11.07
605894.69,17.44,4.75,384759.78,11.08
605894.69,17.44,4.75,384759.78,11.08
605894.69,17.44,4.75,384777.28,11.08
606115.47,17.45,4.76,384659.76,11.08
605934.22,17.45,4.76,384469.76,11.07
606275.37,17.47,4.77,385159.7,11.1
606081.86,17.47,4.77,385143.63,11.1
606205.65,17.47,4.78,385076.95,11.1
606042.91,17.47,4.78,385299.27,11.11
605901.21,17.48,4.78,385142.41,11.11
605734.26,17.48,4.78,385026.03,11.11
605734.26,17.48,4.78,385026.03,11.11
605610.22,17.48,4.78,385038.81,11.11
605449.16,17.48,4.78,384861.76,11.11
604433.78,17.49,4.8,384378.29,11.12
604654.21,17.5,4.81,384880.4,11.14
604303.04,17.49,4.8,384509.85,11.13
604754.84,17.51,4.82,384536.94,11.13
604592.1,17.51,4.82,384253.82,11.13
604177.74,17.5,4.81,383734.64,11.12
604177.74,17.5,4.81,383757.62,11.12
604015.0,17.5,4.81,384113.8,11.13
603869.08,17.5,4.81,383988.93,11.13
603745.05,17.5,4.81,383903.62,11.13
603583.99,17.5,4.81,384681.47,11.16
603585.22,17.5,4.81,384683.13,11.16
603625.55,17.51,4.82,384307.02,11.15
603394.32,17.51,4.82,384048.71,11.14
603394.32,17.51,4.82,384048.71,11.14
603518.12,17.52,4.82,384096.41,11.15
603355.38,17.52,4.82,383911.31,11.15
603381.41,17.52,4.83,383751.13,11.14
603235.5,17.52,4.83,383784.24,11.15
603111.46,17.52,4.83,384106.63,11.16
602930.21,17.52,4.83,383940.33,11.16
602771.31,17.52,4.83,383718.57,11.16
602567.71,17.52,4.83,383754.0,11.16
602267.91,17.52,4.82,383457.14,11.15
602838.51,17.54,4.84,383464.18,11.15
602864.53,17.54,4.85,383262.96,11.15
601849.15,17.55,4.86,382779.49,11.16
601849.15,17.55,4.86,382779.49,11.16
601472.35,17.54,4.85,383097.49,11.17
601309.61,17.54,4.85,382844.33,11.17
601335.64,17.55,4.86,382709.54,11.17
601127.64,17.54,4.85,382556.46,11.16
601020.43,17.55,4.85,382524.54,11.17
600839.18,17.54,4.85,382942.16,11.18
600670.19,17.55,4.85,382765.49,11.18
600476.68,17.54,4.85,382742.76,11.18
601202.04,17.57,4.87,382768.01,11.18
601202.04,17.57,4.87,382768.3,11.18
601039.3,17.57,4.88,382528.92,11.18
600557.74,17.56,4.86,382884.38,11.19
600416.03,17.56,4.87,382637.57,11.19
600417.26,17.56,4.87,382656.29,11.19
600439.08,17.56,4.87,382506.57,11.19
600753.57,17.57,4.88,383016.16,11.2
600761.08,17.58,4.89,382781.06,11.2
601011.37,17.59,4.9,382443.43,11.19
600817.86,17.59,4.9,383640.63,11.23
600439.34,17.58,4.89,383218.01,11.22
600563.14,17.59,4.9,383236.4,11.22
599967.7,17.59,4.9,382897.52,11.23
599786.45,17.59,4.9,382986.37,11.23
599786.45,17.59,4.9,382986.37,11.23
600055.99,17.6,4.91,382889.74,11.23
599887.19,17.6,4.91,383217.13,11.24
600010.99,17.61,4.92,383202.52,11.25
599757.75,17.6,4.91,382929.93,11.24
599595.01,17.61,4.91,382675.97,11.24
599621.04,17.61,4.92,383011.57,11.25
599475.13,17.61,4.92,382792.77,11.25
599475.13,17.61,4.92,382792.77,11.25
599789.61,17.62,4.93,382663.16,11.24
599797.13,17.63,4.93,383194.41,11.26
599628.14,17.63,4.94,382920.69,11.26
599459.34,17.63,4.94,383323.97,11.27
599583.14,17.64,4.94,383312.44,11.27
599609.17,17.64,4.95,383111.87,11.27
599446.43,17.64,4.95,383356.65,11.28
598826.24,17.64,4.95,382946.56,11.28
598632.73,17.64,4.95,383028.12,11.29
598756.52,17.65,4.96,383016.59,11.29
598593.78,17.65,4.96,382759.56,11.29
598431.04,17.65,4.96,383066.97,11.3
598473.9,17.66,4.97,382744.85,11.29
598349.86,17.66,4.97,382721.89,11.3
598349.86,17.66,4.97,382721.89,11.3
598496.61,17.67,4.98,382682.64,11.3
598327.62,17.67,4.98,383240.9,11.32
598322.87,17.67,4.98,383233.22,11.32
598446.67,17.68,4.99,383280.92,11.32
598142.39,17.67,4.98,382954.52,11.32
597979.65,17.67,4.98,382638.24,11.31
598165.94,17.68,4.99,383068.53,11.32
597876.67,17.68,4.98,382817.76,11.32
597709.72,17.68,4.98,382528.07,11.31
597774.45,17.68,4.99,382383.85,11.31
597781.96,17.69,5.0,382323.3,11.31
597801.74,17.69,5.0,383134.1,11.34
597608.23,17.69,5.0,382950.04,11.34
597732.03,17.7,5.01,382933.7,11.34
597569.29,17.7,5.01,382681.47,11.34
597569.29,17.7,5.01,382681.47,11.34
597427.58,17.7,5.01,383048.52,11.35
597260.63,17.7,5.01,382713.77,11.34
597136.6,17.7,5.01,383395.37,11.37
596121.21,17.72,5.02,382911.9,11.38
596021.45,17.72,5.03,382831.26,11.38
596280.59,17.73,5.04,382686.22,11.38
596404.38,17.74,5.05,382759.22,11.39
596404.38,17.74,5.05,382759.22,11.39
596241.64,17.74,5.05,382565.96,11.38
595226.26,17.75,5.06,382082.49,11.4
594523.13,17.74,5.04,381379.36,11.38
594381.43,17.74,5.05,381608.98,11.39
594381.43,17.74,5.05,381608.98,11.39
594214.48,17.74,5.05,381339.0,11.38
594016.48,17.73,5.04,381159.25,11.38
593892.44,17.74,5.04,380999.39,11.38
594149.72,17.75,5.05,381792.94,11.4
594062.82,17.75,5.06,381659.55,11.4
594045.26,17.75,5.06,381483.04,11.4
594046.14,17.75,5.06,381559.86,11.4
594616.74,17.77,5.08,381566.9,11.4
594642.76,17.78,5.08,381365.68,11.4
594668.79,17.78,5.09,381288.43,11.4
593653.41,17.79,5.1,380804.96,11.41
593653.41,17.79,5.1,380804.96,11.41
593490.66,17.79,5.1,381163.5,11.43
593572.22,17.8,5.11,381041.44,11.43
593390.97,17.8,5.11,380766.39,11.42
593221.98,17.8,5.11,381518.69,11.45
593028.47,17.8,5.11,381567.28,11.45
593152.27,17.81,5.12,381552.67,11.46
592989.53,17.81,5.12,381298.71,11.45
592826.79,17.81,5.12,381606.12,11.46
592680.87,17.81,5.12,381402.67,11.46
592556.84,17.81,5.12,381256.82,11.46
592375.59,17.81,5.12,381501.62,11.47
591998.79,17.8,5.11,381104.18,11.46
591651.19,17.82,5.12,380830.72,11.47
591492.3,17.82,5.12,380550.0,11.46
591288.69,17.82,5.12,380412.91,11.46
591291.16,17.82,5.12,380414.06,11.46
590275.77,17.83,5.14,379930.59,11.47
590151.73,17.83,5.14,380981.55,11.51
590275.53,17.84,5.15,381054.55,11.52
590622.57,17.85,5.16,380597.02,11.5
590459.83,17.85,5.16,380255.45,11.5
590318.12,17.85,5.16,380620.15,11.51
589302.74,17.87,5.17,380136.67,11.52
589130.02,17.87,5.17,379649.02,11.51
588114.64,17.88,5.19,379165.55,11.53
587843.36,17.88,5.18,379319.27,11.53
587676.42,17.88,5.18,379142.81,11.53
587552.38,17.88,5.19,378931.02,11.53
587391.32,17.88,5.19,379555.35,11.55
587431.65,17.88,5.19,379189.93,11.54
587695.8,17.89,5.2,379416.74,11.55
587819.6,17.9,5.21,379624.17,11.56
587656.86,17.9,5.21,379408.73,11.56
587229.41,17.89,5.2,378955.28,11.55
587087.7,17.89,5.2,378736.73,11.54
586920.76,17.9,5.2,378881.46,11.55
587235.24,17.91,5.21,378671.59,11.55
587242.76,17.91,5.22,379259.67,11.57
587245.22,17.91,5.22,379260.85,11.57
586958.05,17.9,5.21,378983.77,11.56
585942.67,17.92,5.23,378500.3,11.57
585584.34,17.91,5.22,378301.82,11.57
585286.34,17.9,5.21,378122.55,11.57
