ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5d8b-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5d8b-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_ratio,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5d8b-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_q124,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5d8b-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5d8b-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_ratio
413298.41,26.89,14.19,324403.31,21.1
413432.89,26.91,14.21,324623.47,21.13
413054.37,26.89,14.2,324318.91,21.11
413178.17,26.91,14.22,324337.3,21.13
412880.17,26.9,14.21,324033.71,21.11
412880.17,26.9,14.21,324033.71,21.11
413045.43,26.92,14.23,323759.29,21.1
413071.45,26.94,14.25,324123.2,21.14
413097.48,26.95,14.26,323962.2,21.14
412990.27,26.97,14.27,323837.72,21.14
412990.27,26.97,14.27,323837.72,21.14
412990.27,26.97,14.27,323837.72,21.14
412997.79,26.98,14.29,323693.48,21.15
412997.79,26.98,14.29,323693.48,21.15
411982.4,27.06,14.36,323235.51,21.23
411982.4,27.06,14.36,323235.51,21.23
411813.41,27.06,14.37,323991.27,21.29
411469.09,27.05,14.35,323657.04,21.27
411275.58,27.05,14.36,323493.93,21.28
411588.14,27.09,14.39,323594.15,21.3
411425.4,27.09,14.4,323371.73,21.29
411262.66,27.1,14.41,323196.35,21.3
411288.69,27.12,14.42,323497.6,21.33
411181.48,27.13,14.43,323358.2,21.33
411181.48,27.13,14.43,323358.2,21.33
411000.23,27.13,14.44,323182.59,21.34
411000.23,27.13,14.44,323166.12,21.33
410831.24,27.14,14.45,323133.98,21.35
410637.73,27.15,14.45,323369.62,21.38
410761.52,27.17,14.48,323417.32,21.39
410556.55,27.16,14.47,323253.69,21.39
410393.81,27.17,14.48,323068.59,21.39
410231.07,27.18,14.48,323232.24,21.41
410121.07,27.17,14.48,323122.24,21.41
410405.13,27.2,14.51,322918.9,21.4
410405.13,27.2,14.51,322918.9,21.4
410407.6,27.2,14.51,322938.14,21.4
410300.39,27.21,14.52,322824.07,21.41
410300.39,27.21,14.52,322824.07,21.41
409923.59,27.19,14.5,322810.34,21.41
409742.34,27.2,14.51,322744.21,21.42
408726.95,27.28,14.58,322260.74,21.51
408568.06,27.28,14.59,322492.66,21.54
408691.86,27.31,14.62,322473.58,21.55
408488.25,27.31,14.62,322199.2,21.54
408325.51,27.32,14.63,321949.72,21.54
408325.51,27.32,14.63,321933.82,21.54
408162.77,27.33,14.64,322239.43,21.58
408382.04,27.36,14.66,322001.28,21.57
408274.83,27.37,14.67,321911.08,21.58
408065.03,27.36,14.66,321695.55,21.57
408065.03,27.36,14.66,321695.55,21.57
408065.03,27.36,14.66,321695.55,21.57
407883.78,27.36,14.67,321974.37,21.6
407714.79,27.37,14.68,321903.57,21.61
407968.08,27.4,14.7,322168.85,21.63
408091.88,27.42,14.73,322201.04,21.65
407929.14,27.43,14.74,321985.37,21.65
407766.4,27.44,14.74,321864.46,21.66
407603.66,27.44,14.75,322064.83,21.68
407496.45,27.46,14.76,321953.19,21.69
407496.45,27.46,14.76,321970.68,21.69
407119.65,27.44,14.75,321760.57,21.69
407119.65,27.44,14.75,321741.78,21.68
407119.65,27.44,14.75,321741.78,21.68
406938.4,27.45,14.75,321586.66,21.69
407097.41,27.47,14.78,321908.21,21.72
407058.47,27.5,14.81,321724.06,21.74
406043.08,27.58,14.89,321240.59,21.82
406043.08,27.58,14.89,321388.61,21.83
405849.57,27.59,14.9,321237.94,21.84
405686.83,27.6,14.9,321119.75,21.84
405524.09,27.6,14.91,321373.81,21.88
405416.88,27.62,14.92,321251.16,21.88
405235.63,27.62,14.93,321054.05,21.88
405235.63,27.62,14.93,321054.05,21.88
405505.16,27.65,14.96,321431.33,21.92
405126.64,27.63,14.94,321126.22,21.9
404834.63,27.62,14.93,320849.66,21.89
404829.89,27.63,14.94,320887.42,21.9
404832.91,27.63,14.94,320937.87,21.91
404674.15,27.63,14.93,320778.91,21.9
404674.15,27.63,14.93,320801.92,21.9
405236.47,27.67,14.98,320865.82,21.91
404935.44,27.66,14.97,320561.8,21.9
404772.7,27.67,14.97,320359.27,21.9
404609.96,27.67,14.98,320212.5,21.9
404447.22,27.68,14.99,320509.54,21.94
404340.01,27.69,15.0,320382.59,21.94
404158.76,27.7,15.01,320151.88,21.94
403999.87,27.71,15.02,320659.79,21.99
403985.03,27.72,15.03,320637.88,22.0
404108.82,27.75,15.06,320656.27,22.02
403946.08,27.76,15.07,320375.94,22.02
403783.34,27.77,15.07,320644.51,22.05
403783.34,27.77,15.07,320644.51,22.05
403637.43,27.77,15.08,320323.83,22.04
403258.91,27.76,15.07,319943.21,22.02
403134.87,27.77,15.08,319957.25,22.04
403142.38,27.78,15.09,320208.23,22.07
402983.49,27.79,15.1,319913.52,22.06
402968.65,27.81,15.11,320116.33,22.09
403281.22,27.84,15.15,320216.55,22.11
403557.0,27.87,15.18,319996.15,22.1
403394.26,27.88,15.19,319837.73,22.11
402378.87,27.96,15.27,319354.26,22.19
401363.49,28.05,15.36,318870.79,22.28
401200.75,28.06,15.37,319212.08,22.32
401093.54,28.07,15.38,319021.77,22.33
401240.29,28.09,15.4,318832.7,22.32
401240.29,28.09,15.4,318832.7,22.32
401260.06,28.11,15.42,319760.13,22.4
401066.55,28.12,15.42,319735.48,22.42
401379.12,28.15,15.46,319835.7,22.44
401216.38,28.16,15.47,319613.28,22.44
401053.64,28.17,15.48,319698.57,22.46
400675.11,28.15,15.46,319296.61,22.44
400701.14,28.17,15.48,319104.18,22.44
400921.93,28.2,15.51,319153.47,22.45
400740.68,28.21,15.52,319539.73,22.49
400581.91,28.2,15.51,319380.96,22.48
400581.91,28.2,15.51,319380.96,22.48
400383.91,28.19,15.5,319174.12,22.47
400214.92,28.2,15.51,318979.13,22.47
400021.41,28.2,15.51,319191.02,22.51
400473.21,28.25,15.56,319218.11,22.52
400310.47,28.26,15.57,318940.04,22.51
400147.73,28.27,15.57,319247.69,22.55
400440.34,28.3,15.6,319159.22,22.55
400440.34,28.3,15.6,319159.22,22.55
400440.34,28.3,15.6,319159.22,22.55
400316.3,28.31,15.62,319102.13,22.56
400135.05,28.31,15.62,318987.33,22.57
400006.81,28.33,15.63,319744.89,22.64
399827.81,28.33,15.64,319547.54,22.64
399463.39,28.39,15.7,319315.88,22.69
399356.18,28.4,15.71,319227.05,22.7
399174.93,28.41,15.72,319261.67,22.72
399005.94,28.42,15.72,319130.65,22.73
398812.43,28.42,15.73,319064.07,22.74
398936.23,28.45,15.76,319067.02,22.76
398514.44,28.43,15.74,318627.02,22.73
398351.7,28.44,15.75,318414.33,22.73
398648.52,28.47,15.78,318834.86,22.77
398481.57,28.48,15.79,318588.0,22.77
398357.53,28.49,15.8,318364.47,22.77
398595.56,28.52,15.83,319222.23,22.84
398436.67,28.53,15.84,319157.97,22.85
398421.83,28.54,15.85,319014.31,22.85
398545.63,28.57,15.88,319046.5,22.87
398171.0,28.56,15.86,318856.32,22.87
398008.26,28.56,15.87,318578.96,22.86
397866.55,28.57,15.88,318560.2,22.88
397699.6,28.58,15.89,318531.9,22.89
397575.56,28.59,15.9,319311.48,22.97
398137.89,28.64,15.95,319375.37,22.98
397975.15,28.65,15.96,319122.74,22.98
397812.41,28.66,15.97,319427.74,23.01
397819.92,28.68,15.99,318948.51,22.99
397462.43,28.66,15.97,318739.61,22.99
397295.48,28.67,15.98,318579.61,22.99
397171.45,28.68,15.99,319408.03,23.07
397201.32,28.7,16.01,319135.02,23.06
397592.49,28.74,16.05,319335.82,23.08
398187.57,28.8,16.11,319665.77,23.12
397995.63,28.8,16.1,319462.24,23.11
398119.43,28.83,16.13,319535.25,23.14
398119.43,28.83,16.13,319535.25,23.14
398104.59,28.84,16.15,319830.49,23.17
398130.61,28.86,16.17,319660.94,23.17
398156.64,28.88,16.19,319466.71,23.17
398321.9,28.9,16.21,319819.14,23.21
398214.69,28.92,16.23,319632.95,23.21
398033.44,28.93,16.23,319973.47,23.25
397744.16,28.91,16.22,319669.28,23.24
397396.56,28.97,16.28,319395.82,23.28
397227.57,28.98,16.29,319162.56,23.28
397034.06,28.99,16.29,319397.35,23.32
397032.26,29.01,16.31,320055.44,23.38
396824.26,29.0,16.3,319946.64,23.38
397378.31,29.05,16.35,320201.3,23.41
397277.71,29.06,16.37,320425.39,23.44
396897.46,29.04,16.35,320202.14,23.43
396923.48,29.06,16.37,320025.07,23.43
396760.74,29.07,16.38,319876.12,23.44
396614.83,29.08,16.39,320274.23,23.48
396929.32,29.12,16.42,320083.74,23.48
396929.32,29.12,16.42,320083.74,23.48
396550.79,29.1,16.41,319866.54,23.47
396369.54,29.11,16.41,320522.13,23.54
396372.01,29.11,16.41,320523.33,23.54
396612.63,29.15,16.45,320443.61,23.55
395597.25,29.24,16.55,319960.14,23.65
395417.3,29.24,16.55,319938.51,23.66
395541.09,29.27,16.58,320011.52,23.68
395349.16,29.26,16.57,319807.99,23.67
395375.18,29.28,16.59,319638.44,23.67
395401.21,29.3,16.61,319444.21,23.67
395685.27,29.33,16.64,319780.97,23.71
395578.05,29.35,16.65,319653.86,23.71
395578.05,29.35,16.65,319690.26,23.72
395201.26,29.33,16.64,319475.35,23.71
395020.01,29.34,16.64,319941.45,23.76
394004.62,29.44,16.74,319457.98,23.87
393845.73,29.45,16.75,319077.33,23.86
394088.92,29.47,16.78,319721.89,23.91
394212.72,29.51,16.81,319769.59,23.93
393617.28,29.55,16.86,319438.45,23.98
393436.03,29.56,16.87,319613.83,24.01
393267.04,29.57,16.88,319440.38,24.02
393108.28,29.56,16.87,319281.62,24.01
392914.77,29.57,16.88,319079.65,24.01
393038.57,29.6,16.91,319152.65,24.03
392840.57,29.59,16.9,318955.03,24.02
392840.57,29.59,16.9,318955.03,24.02
392866.59,29.61,16.92,318785.48,24.03
392489.8,29.59,16.9,318384.66,24.0
392327.06,29.6,16.91,318183.63,24.01
392602.84,29.63,16.94,318454.0,24.04
392495.63,29.65,16.95,318292.89,24.04
392495.63,29.65,16.95,318292.89,24.04
392503.14,29.67,16.97,318229.8,24.05
392662.15,29.69,17.0,319121.29,24.13
392468.64,29.7,17.01,318975.41,24.14
392781.21,29.74,17.05,319075.64,24.16
392618.47,29.75,17.06,318723.4,24.15
392783.73,29.78,17.09,319114.86,24.19
392965.81,29.81,17.12,318913.77,24.19
392841.77,29.82,17.13,318703.27,24.19
392660.52,29.83,17.14,319612.45,24.28
392312.93,29.89,17.2,319338.99,24.33
392184.68,29.91,17.21,319251.18,24.35
392332.44,29.93,17.24,319491.55,24.37
392397.16,29.96,17.26,319454.85,24.39
392236.11,29.97,17.27,320055.73,24.45
392236.11,29.97,17.27,320055.73,24.45
392359.91,30.0,17.31,320128.73,24.48
392603.78,30.04,17.35,320130.14,24.49
392441.03,30.05,17.36,319833.23,24.49
392278.29,30.06,17.37,319752.75,24.5
391899.77,30.04,17.35,319497.85,24.49
391925.8,30.06,17.37,319630.5,24.52
391818.59,30.08,17.39,319495.47,24.53
392019.34,30.11,17.42,319996.69,24.58
391850.35,30.12,17.43,319813.32,24.58
391656.84,30.13,17.43,319824.38,24.6
392210.89,30.18,17.49,320079.03,24.63
391830.64,30.16,17.47,319886.29,24.62
391667.9,30.17,17.48,319669.72,24.63
391510.37,30.16,17.47,319512.19,24.62
391347.63,30.17,17.48,319379.01,24.63
391347.63,30.17,17.48,319379.01,24.63
391640.24,30.21,17.52,319879.12,24.67
391342.24,30.19,17.5,319625.31,24.66
391406.97,30.22,17.52,319399.79,24.66
391607.73,30.25,17.55,319102.32,24.65
391309.73,30.23,17.54,318720.55,24.62
391140.74,30.24,17.55,319572.95,24.71
391136.0,30.26,17.57,319767.6,24.74
391136.0,30.26,17.57,319767.6,24.74
391259.79,30.29,17.6,319728.42,24.75
391259.79,30.29,17.6,319713.75,24.75
391097.05,30.3,17.61,319484.35,24.75
390955.35,30.32,17.62,320200.23,24.83
390576.82,30.3,17.6,319736.13,24.8
390368.65,30.37,17.68,319409.67,24.85
390492.45,30.41,17.72,319482.67,24.88
390768.23,30.44,17.75,319278.79,24.87
390605.49,30.45,17.76,319124.27,24.88
389978.93,30.43,17.73,318519.94,24.85
389833.02,30.44,17.75,318958.76,24.91
389708.98,30.45,17.76,318699.16,24.9
389527.73,30.46,17.77,318547.5,24.91
389527.73,30.46,17.77,318547.5,24.91
388512.34,30.57,17.88,318089.54,25.03
388801.12,30.62,17.93,318788.53,25.11
388924.92,30.66,17.96,318791.48,25.13
388325.88,30.63,17.94,318372.88,25.11
388601.66,30.67,17.97,318146.13,25.11
388459.95,30.68,17.99,318654.85,25.17
388293.01,30.69,18.0,318526.82,25.18
388168.97,30.7,18.01,318142.19,25.16
388168.97,30.7,18.01,318138.97,25.16
388007.91,30.72,18.02,319117.89,25.26
388604.5,30.78,18.09,319035.19,25.27
389056.29,30.83,18.14,319062.28,25.28
388897.53,30.82,18.13,318903.9,25.27
387882.14,30.94,18.24,318420.43,25.4
387719.4,30.95,18.26,318182.41,25.4
387528.64,30.94,18.25,317976.38,25.39
387129.04,30.93,18.24,317830.64,25.39
386987.33,30.94,18.25,318285.52,25.45
386987.33,30.94,18.25,318285.52,25.45
386719.13,30.93,18.24,318029.31,25.43
386740.95,30.95,18.26,317793.19,25.43
386616.91,30.96,18.27,317695.78,25.44
386455.86,30.98,18.28,317800.72,25.47
386455.86,30.98,18.28,317800.72,25.47
386727.12,31.01,18.32,318623.36,25.55
386446.4,31.02,18.32,318191.89,25.54
386570.2,31.05,18.36,318399.32,25.58
386365.75,31.04,18.35,318241.55,25.57
386641.53,31.07,18.38,318059.04,25.56
386478.79,31.09,18.39,317797.31,25.56
386186.78,31.07,18.38,317620.41,25.55
386406.05,31.1,18.41,317964.6,25.59
386298.84,31.12,18.43,317822.38,25.6
386094.51,31.11,18.42,317608.85,25.59
386096.98,31.11,18.42,317610.05,25.59
386104.5,31.13,18.44,317440.03,25.59
386124.27,31.15,18.46,317315.9,25.6
385930.76,31.16,18.47,318368.23,25.71
385930.76,31.16,18.47,318411.42,25.71
386054.56,31.2,18.5,318429.81,25.73
385891.82,31.21,18.52,318142.85,25.73
385750.11,31.22,18.53,318527.13,25.78
385771.93,31.24,18.55,318202.96,25.77
385647.89,31.26,18.57,318284.64,25.8
385655.41,31.28,18.59,318796.48,25.86
385286.89,31.26,18.57,318311.79,25.83
385627.51,31.32,18.62,318434.89,25.86
385751.31,31.35,18.66,318482.6,25.88
385751.31,31.35,18.66,318544.64,25.89
385751.31,31.35,18.66,318544.64,25.89
385588.57,31.36,18.67,318228.36,25.88
385446.86,31.38,18.69,318217.23,25.9
385420.07,31.38,18.69,318280.27,25.92
385253.13,31.4,18.7,318244.51,25.93
385253.13,31.4,18.7,318244.51,25.93
384237.74,31.52,18.83,317761.03,26.07
384237.74,31.52,18.83,317820.12,26.07
384552.23,31.56,18.86,318077.82,26.1
384552.23,31.56,18.86,318077.82,26.1
384442.23,31.55,18.86,317967.82,26.09
384260.98,31.56,18.87,317779.47,26.1
384549.76,31.61,18.92,318783.42,26.2
384346.58,31.6,18.91,318690.09,26.2
384470.38,31.64,18.94,318708.48,26.23
384067.75,31.62,18.93,318155.41,26.2
383905.0,31.64,18.94,317868.45,26.19
383742.26,31.65,18.96,318161.48,26.24
383998.8,31.69,18.99,317954.77,26.24
383891.59,31.7,19.01,318183.34,26.28
383710.34,31.71,19.02,317972.93,26.28
382694.96,31.84,19.15,317489.46,26.42
382525.97,31.85,19.16,317266.63,26.42
382521.22,31.87,19.18,317780.17,26.48
383083.55,31.93,19.24,317844.06,26.49
382068.16,32.06,19.37,317360.59,26.63
381052.78,32.19,19.5,316877.12,26.77
381055.24,32.19,19.5,316878.28,26.77
380852.06,32.18,19.49,316739.94,26.77
381108.6,32.22,19.53,316442.58,26.75
381134.63,32.24,19.55,316819.43,26.8
381160.66,32.27,19.58,316693.5,26.81
381053.44,32.29,19.59,316618.08,26.83
381053.44,32.29,19.59,316610.18,26.83
380764.17,32.27,19.58,316288.55,26.81
380582.92,32.28,19.59,316045.58,26.81
380413.93,32.3,19.6,317016.55,26.91
380220.42,32.31,19.61,317056.49,26.94
380181.47,32.36,19.67,316917.27,26.97
380018.73,32.37,19.68,316752.11,26.98
379872.82,32.39,19.69,316976.65,27.02
379937.55,32.41,19.72,316861.51,27.03
379569.02,32.4,19.7,316535.34,27.02
379387.77,32.41,19.72,316371.71,27.03
379407.55,32.43,19.74,316763.79,27.08
379407.55,32.43,19.74,316763.79,27.08
379214.04,32.44,19.75,316622.87,27.09
379337.84,32.48,19.79,316670.57,27.12
379000.67,32.46,19.77,316332.34,27.1
378837.93,32.48,19.78,316147.24,27.1
378548.65,32.46,19.77,315802.79,27.08
378574.68,32.49,19.79,315642.61,27.09
378428.76,32.5,19.81,315675.72,27.11
378139.48,32.49,19.79,315502.82,27.1
378453.97,32.53,19.83,315548.42,27.12
378272.72,32.54,19.85,315442.79,27.13
378103.73,32.55,19.86,315915.45,27.2
378103.73,32.55,19.86,315971.56,27.2
377910.22,32.56,19.87,315891.16,27.22
378222.78,32.61,19.92,315991.38,27.25
377924.78,32.6,19.9,315659.98,27.23
377762.04,32.61,19.92,315341.78,27.22
377599.3,32.62,19.93,315262.18,27.24
377452.88,32.62,19.93,315189.29,27.24
377306.97,32.63,19.94,315482.55,27.29
377371.7,32.66,19.97,315357.2,27.29
377371.7,32.66,19.97,315357.2,27.29
377190.45,32.67,19.98,315164.38,27.3
377190.45,32.67,19.98,315194.83,27.3
377349.46,32.71,20.01,315858.83,27.38
377349.46,32.71,20.01,315858.83,27.38
377155.95,32.72,20.03,315695.98,27.39
377279.75,32.76,20.07,315768.98,27.42
377445.0,32.79,20.1,315498.84,27.41
377469.47,32.79,20.1,315566.72,27.41
377306.73,32.81,20.11,315867.46,27.46
377306.73,32.81,20.11,315867.46,27.46
377332.76,32.83,20.14,315725.66,27.47
377225.55,32.85,20.16,315612.27,27.49
377044.3,32.86,20.17,315418.37,27.49
376875.31,32.88,20.19,315894.05,27.56
376681.8,32.89,20.2,315736.72,27.57
376805.59,32.93,20.24,315784.43,27.6
376642.85,32.94,20.25,315599.32,27.6
376668.88,32.97,20.28,315439.14,27.61
376522.97,32.99,20.29,315744.24,27.66
376398.93,33.0,20.31,315598.57,27.67
376545.68,33.04,20.34,315391.24,27.67
376545.68,33.04,20.34,315391.24,27.67
376386.78,33.05,20.36,315503.7,27.7
376178.78,33.04,20.35,315354.05,27.7
375975.18,33.05,20.36,315624.72,27.75
374959.79,33.19,20.5,315141.25,27.9
374751.79,33.18,20.49,314921.22,27.89
374875.59,33.22,20.53,314968.93,27.91
374712.85,33.24,20.55,314707.75,27.92
374571.15,33.26,20.56,315056.45,27.97
374404.2,33.27,20.58,314965.74,27.99
374413.33,33.27,20.58,314977.39,27.99
374411.53,33.3,20.61,314968.01,28.01
375143.62,33.4,20.7,316194.32,28.15
375267.41,33.44,20.74,316242.03,28.18
375409.34,33.46,20.77,316037.11,28.17
375685.12,33.5,20.81,315813.17,28.16
375850.38,33.54,20.84,316231.18,28.22
375704.47,33.55,20.86,315751.03,28.2
375325.94,33.53,20.84,315685.3,28.2
375201.9,33.55,20.86,315836.13,28.24
375201.9,33.55,20.86,315836.13,28.24
375662.06,33.61,20.91,317687.42,28.42
375662.06,33.61,20.91,317687.42,28.42
375785.86,33.65,20.96,317648.25,28.44
376037.08,33.69,21.0,317241.16,28.43
375711.6,33.73,21.03,317322.63,28.48
375565.69,33.74,21.05,317154.65,28.49
375732.56,33.77,21.08,317190.26,28.51
375608.52,33.79,21.09,316998.34,28.51
375608.52,33.79,21.09,316992.75,28.51
375427.27,33.8,21.11,317257.67,28.56
375299.03,33.82,21.13,316969.06,28.56
375064.77,33.83,21.14,316826.87,28.58
375188.57,33.87,21.18,316829.82,28.6
375188.57,33.87,21.18,316819.78,28.6
375557.08,33.91,21.22,316572.62,28.59
375415.37,33.93,21.24,317212.03,28.67
375415.37,33.93,21.24,317212.03,28.67
375248.42,33.95,21.26,316764.52,28.66
375248.42,33.95,21.26,316764.52,28.66
375124.39,33.97,21.27,316533.28,28.66
374810.57,33.95,21.26,317413.38,28.75
375038.81,33.99,21.3,317328.65,28.76
374691.21,34.09,21.39,317055.19,28.84
374953.38,34.14,21.45,317163.81,28.88
375051.79,34.16,21.46,317409.9,28.91
374927.75,34.18,21.48,318460.86,29.03
374927.75,34.18,21.48,318456.9,29.03
375490.07,34.24,21.55,318520.79,29.05
375327.33,34.26,21.57,318207.31,29.04
375164.59,34.27,21.58,318588.97,29.11
375018.68,34.29,21.6,318228.25,29.1
375018.68,34.29,21.6,318214.06,29.1
374894.64,34.31,21.62,318415.29,29.14
374695.04,34.3,21.61,319628.61,29.26
374695.04,34.3,21.61,319628.61,29.26
374695.04,34.3,21.61,319621.73,29.26
375319.08,34.39,21.7,319727.76,29.3
375441.77,34.41,21.72,319281.26,29.27
375252.37,34.41,21.72,319292.35,29.28
375213.42,34.47,21.78,319153.12,29.32
375241.13,34.5,21.81,318666.34,29.3
375078.39,34.52,21.83,318501.18,29.31
375440.09,34.56,21.87,317985.78,29.27
375440.09,34.56,21.87,317985.78,29.27
375294.18,34.58,21.89,318148.95,29.32
375170.14,34.6,21.91,318018.92,29.33
374988.89,34.62,21.93,318348.54,29.39
374990.12,34.62,21.93,318358.16,29.39
375362.48,34.66,21.97,318336.11,29.4
375284.18,34.68,21.98,318577.86,29.44
374700.31,34.64,21.95,317993.18,29.4
374262.52,34.63,21.93,317450.2,29.37
373247.13,34.79,22.1,316992.24,29.55
373012.88,34.8,22.11,317470.9,29.62
373136.68,34.85,22.15,317543.9,29.65
372973.94,34.86,22.17,317310.2,29.66
373249.72,34.9,22.21,317185.5,29.66
372881.19,34.88,22.19,317504.27,29.7
372735.28,34.9,22.21,317332.45,29.72
372611.24,34.92,22.23,317157.85,29.73
372429.99,34.94,22.25,317638.35,29.8
372694.06,35.0,22.31,317789.51,29.84
373349.1,35.07,22.38,317842.94,29.86
373349.1,35.07,22.38,317842.94,29.86
373349.1,35.07,22.38,317879.25,29.86
373186.36,35.09,22.4,317629.44,29.86
372559.8,35.06,22.37,316897.36,29.82
372397.06,35.08,22.39,316813.72,29.84
372423.09,35.11,22.42,317139.54,29.9
372315.87,35.13,22.44,316972.47,29.91
372134.62,35.15,22.46,316767.51,29.92
371965.63,35.16,22.47,317404.57,30.01
371772.12,35.18,22.49,317324.01,30.03
372084.69,35.24,22.54,317424.23,30.06
371972.72,35.23,22.54,317329.61,30.06
371809.98,35.25,22.56,317079.38,30.06
371520.7,35.23,22.54,316771.07,30.04
371796.48,35.28,22.58,316642.49,30.04
371822.51,35.31,22.61,316756.65,30.08
371822.51,35.31,22.61,316756.65,30.08
371715.3,35.33,22.64,316938.75,30.12
371336.77,35.31,22.62,316768.93,30.12
371155.52,35.33,22.63,316982.36,30.17
371157.99,35.33,22.63,316983.49,30.17
370989.0,35.34,22.65,316536.59,30.16
369973.62,35.52,22.83,316053.12,30.34
369780.11,35.53,22.84,316392.72,30.4
369415.68,35.63,22.94,316161.06,30.5
369747.0,35.68,22.99,316101.02,30.51
369565.75,35.7,23.01,316340.43,30.56
369565.75,35.7,23.01,316330.35,30.56
369396.75,35.72,23.03,316311.27,30.59
369203.25,35.73,23.04,316288.89,30.61
369327.04,35.78,23.09,316321.09,30.65
369164.3,35.8,23.11,316128.19,30.66
369329.56,35.84,23.15,316392.5,30.7
368951.04,35.82,23.13,316062.78,30.68
369243.65,35.86,23.17,315938.94,30.69
368865.12,35.84,23.15,315717.85,30.68
368865.12,35.84,23.15,315717.85,30.68
367849.74,36.02,23.33,315259.89,30.87
367914.47,36.06,23.37,315263.75,30.9
367733.22,36.08,23.38,315194.76,30.92
368012.85,36.12,23.43,316162.42,31.03
367809.24,36.14,23.44,315887.0,31.03
367933.04,36.18,23.49,315872.39,31.06
367933.04,36.18,23.49,315872.39,31.06
367554.52,36.16,23.47,315645.61,31.06
367391.78,36.18,23.49,315391.65,31.06
367667.56,36.23,23.53,315771.15,31.11
367693.59,36.26,23.57,315557.93,31.12
367480.53,36.25,23.56,315352.85,31.11
367356.49,36.27,23.58,315841.25,31.19
367175.24,36.29,23.6,315514.09,31.18
367016.34,36.31,23.62,315332.9,31.2
367143.76,36.35,23.65,315912.27,31.27
367267.56,36.39,23.7,315959.98,31.31
367267.56,36.39,23.7,315959.98,31.31
367104.82,36.41,23.72,315698.8,31.31
367104.82,36.41,23.72,315698.8,31.31
367130.85,36.45,23.75,315614.69,31.33
367156.87,36.48,23.79,315641.67,31.36
367049.66,36.5,23.81,315704.01,31.4
366868.41,36.52,23.83,315674.47,31.43
366888.19,36.55,23.86,315545.1,31.44
367204.81,36.6,23.91,316502.21,31.54
367204.81,36.6,23.91,316541.47,31.55
367207.28,36.6,23.91,316542.62,31.55
367098.51,36.59,23.9,316434.04,31.54
367222.31,36.64,23.95,316481.75,31.58
367064.78,36.63,23.94,316324.41,31.57
367064.78,36.63,23.94,316362.69,31.57
366902.04,36.65,23.96,316046.42,31.57
366902.04,36.65,23.96,316017.3,31.57
366760.33,36.67,23.98,316261.86,31.62
366593.38,36.69,24.0,316002.05,31.63
366242.21,36.68,23.98,315615.79,31.61
366537.45,36.73,24.03,316203.39,31.68
366376.39,36.75,24.05,316044.88,31.7
366011.97,36.86,24.17,315813.23,31.8
365361.01,36.94,24.25,315561.41,31.91
365699.76,37.01,24.32,316175.57,32.0
365199.04,36.99,24.3,315572.67,31.97
365322.84,37.04,24.35,315591.06,32.0
365598.62,37.09,24.4,315369.67,31.99
364984.68,37.18,24.48,315298.85,32.12
364616.15,37.16,24.46,315553.74,32.16
364978.41,37.21,24.51,315348.24,32.15
364784.9,37.22,24.53,315737.87,32.22
364908.7,37.27,24.58,315740.82,32.25
364745.96,37.3,24.6,315528.13,32.26
364604.25,37.32,24.63,315650.61,32.31
364604.25,37.32,24.63,315650.61,32.31
364437.31,37.34,24.65,315585.75,32.33
364313.27,37.37,24.67,315442.12,32.35
364132.02,37.39,24.69,315763.85,32.42
364132.02,37.39,24.69,315763.85,32.42
363902.61,37.38,24.68,315476.72,32.4
363922.39,37.41,24.72,315316.97,32.41
363728.88,37.43,24.74,315156.01,32.43
364041.44,37.49,24.8,315046.06,32.45
363878.7,37.51,24.82,314894.25,32.46
363878.7,37.51,24.82,314894.25,32.46
363715.96,37.54,24.84,315198.06,32.53
363417.96,37.52,24.82,314893.37,32.51
363272.05,37.54,24.85,314748.15,32.53
363336.78,37.58,24.89,314585.99,32.54
363016.78,37.56,24.87,314265.99,32.51
362666.54,37.6,24.91,314654.45,32.62
362666.54,37.6,24.91,314654.45,32.62
362911.55,37.64,24.95,314767.43,32.65
363035.35,37.7,25.0,314785.83,32.69
362897.85,37.72,25.03,314524.11,32.69
362897.85,37.72,25.03,314599.92,32.7
362730.9,37.74,25.05,314978.48,32.77
361730.9,37.68,24.98,313978.48,32.7
361519.06,37.66,24.97,313776.93,32.69
361680.11,37.71,25.01,313713.18,32.71
361744.84,37.74,25.05,313356.45,32.7
361583.78,37.77,25.07,314406.99,32.84
360568.4,37.98,25.29,313923.52,33.07
360199.87,37.96,25.27,313652.89,33.05
360433.45,38.01,25.31,312809.23,32.98
360205.77,38.02,25.33,313337.65,33.08
360329.57,38.08,25.38,313326.12,33.11
