ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d977-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_nodes,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d977-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpus,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d977-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpu_milli,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d977-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-total_gpus,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d977-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-arrived_gpu_milli
641,1636,1454230,6212,1494590
641,1636,1455230,6212,1495590
641,1636,1456230,6212,1496590
641,1636,1457040,6212,1497400
641,1636,1458040,6212,1498400
641,1636,1458590,6212,1498950
641,1636,1458590,6212,1499420
641,1636,1459060,6212,1499890
641,1636,1459060,6212,1499890
641,1636,1459060,6212,1500210
641,1636,1459060,6212,1500210
641,1636,1460060,6212,1501210
641,1636,1461060,6212,1502210
641,1636,1462060,6212,1503210
641,1636,1462060,6212,1503860
641,1636,1462380,6212,1504180
641,1636,1462380,6212,1504180
642,1644,1463380,6212,1505180
642,1644,1464380,6212,1506180
642,1644,1465380,6212,1507180
642,1644,1465380,6212,1507990
642,1644,1465380,6212,1507990
643,1652,1466380,6212,1508990
643,1652,1467030,6212,1509640
643,1652,1467030,6212,1510190
643,1652,1468030,6212,1511190
643,1652,1469030,6212,1512190
643,1652,1469030,6212,1512190
643,1652,1469030,6212,1512190
643,1652,1470030,6212,1513190
643,1652,1470030,6212,1513190
643,1652,1470500,6212,1513660
643,1652,1471500,6212,1514660
643,1652,1471820,6212,1514980
643,1652,1472290,6212,1515450
643,1652,1473290,6212,1516450
643,1652,1473760,6212,1516920
644,1660,1474230,6212,1517390
644,1660,1474230,6212,1517860
644,1660,1475040,6212,1518670
644,1660,1476040,6212,1519670
645,1668,1477040,6212,1520670
645,1668,1477040,6212,1520670
645,1668,1478040,6212,1521670
645,1668,1479040,6212,1522670
645,1668,1479040,6212,1523220
645,1668,1479040,6212,1524220
645,1668,1480040,6212,1525220
645,1668,1480500,6212,1525680
645,1668,1480500,6212,1525680
645,1668,1480500,6212,1525680
645,1668,1481500,6212,1526680
645,1668,1482500,6212,1527680
645,1668,1483310,6212,1528490
645,1668,1483780,6212,1528960
645,1668,1484780,6212,1529960
645,1668,1485150,6212,1530330
645,1668,1486150,6212,1531330
645,1668,1486150,6212,1531330
645,1668,1486150,6212,1532330
645,1668,1486150,6212,1532800
645,1668,1486740,6212,1533390
645,1668,1487740,6212,1534390
645,1668,1488550,6212,1535200
645,1668,1488550,6212,1535200
646,1676,1489550,6212,1536200
646,1676,1489550,6212,1536420
646,1676,1490550,6212,1537420
646,1676,1490780,6212,1537650
646,1676,1491250,6212,1538120
646,1676,1492250,6212,1539120
646,1676,1492570,6212,1539440
646,1676,1493570,6212,1540440
646,1676,1493570,6212,1541440
646,1676,1494570,6212,1542440
646,1676,1494570,6212,1542440
647,1684,1495570,6212,1543440
647,1684,1496570,6212,1544440
647,1684,1496570,6212,1545250
647,1684,1496620,6212,1545300
647,1684,1497620,6212,1546300
647,1684,1497620,6212,1546620
647,1684,1498620,6212,1547620
647,1684,1499620,6212,1548620
647,1684,1500620,6212,1549620
647,1684,1501620,6212,1550620
647,1684,1502620,6212,1551620
647,1684,1503620,6212,1552620
647,1684,1503620,6212,1552620
647,1684,1504620,6212,1553620
647,1684,1505620,6212,1554620
647,1684,1505620,6212,1555090
648,1692,1505840,6212,1555310
648,1692,1507840,6212,1557310
648,1692,1507840,6212,1557310
649,1700,1508840,6212,1558310
649,1700,1509840,6212,1559310
649,1700,1510650,6212,1560120
649,1700,1511650,6212,1561120
649,1700,1511650,6212,1561120
649,1700,1511970,6212,1561440
649,1700,1511970,6212,1562440
649,1700,1511970,6212,1563250
649,1700,1511970,6212,1563250
649,1700,1511970,6212,1563250
649,1700,1512440,6212,1563720
649,1700,1512910,6212,1564190
649,1700,1512910,6212,1564190
649,1700,1512910,6212,1565190
649,1700,1513910,6212,1566190
649,1700,1514720,6212,1567000
649,1700,1515530,6212,1567810
649,1700,1515530,6212,1568810
649,1700,1516530,6212,1569810
649,1700,1517530,6212,1570810
650,1708,1518530,6212,1571810
650,1708,1519530,6212,1572810
650,1708,1519990,6212,1573270
650,1708,1520990,6212,1574270
650,1708,1521460,6212,1574740
650,1708,1521930,6212,1575210
650,1708,1522930,6212,1576210
650,1708,1522930,6212,1577020
650,1708,1523930,6212,1578020
650,1708,1523930,6212,1578020
650,1708,1523930,6212,1578830
650,1708,1524930,6212,1579830
651,1716,1525930,6212,1580830
651,1716,1526740,6212,1581640
651,1716,1527740,6212,1582640
651,1716,1528390,6212,1583290
651,1716,1529390,6212,1584290
651,1716,1529980,6212,1584880
651,1716,1530980,6212,1585880
651,1716,1530980,6212,1586690
651,1716,1531980,6212,1587690
651,1716,1531980,6212,1587690
651,1716,1531980,6212,1587690
651,1716,1531980,6212,1587690
651,1716,1532450,6212,1588160
651,1716,1533000,6212,1588710
651,1716,1533000,6212,1589300
651,1716,1533000,6212,1590300
651,1716,1533000,6212,1590300
651,1716,1533000,6212,1590300
651,1716,1533000,6212,1590770
651,1716,1533810,6212,1591580
652,1724,1534810,6212,1592580
652,1724,1535810,6212,1593580
652,1724,1536040,6212,1593810
652,1724,1537040,6212,1594810
652,1724,1537040,6212,1594810
652,1724,1537200,6212,1594970
652,1724,1537670,6212,1595440
652,1724,1537890,6212,1595660
652,1724,1537890,6212,1596660
652,1724,1537890,6212,1597470
652,1724,1538700,6212,1598280
652,1724,1539700,6212,1599280
652,1724,1540350,6212,1599930
652,1724,1540350,6212,1599930
652,1724,1541350,6212,1600930
652,1724,1541350,6212,1600930
652,1724,1542350,6212,1601930
653,1732,1543350,6212,1602930
653,1732,1544350,6212,1603930
653,1732,1544350,6212,1603930
653,1732,1545350,6212,1604930
653,1732,1546350,6212,1605930
653,1732,1546350,6212,1605930
653,1732,1547350,6212,1606930
653,1732,1548350,6212,1607930
653,1732,1548350,6212,1608250
653,1732,1549350,6212,1609250
653,1732,1550160,6212,1610060
653,1732,1550970,6212,1610870
653,1732,1551430,6212,1611330
654,1740,1555430,6212,1615330
654,1740,1556430,6212,1616330
654,1740,1556430,6212,1616330
654,1740,1557080,6212,1616980
654,1740,1558080,6212,1617980
654,1740,1558080,6212,1617980
654,1740,1558080,6212,1617980
654,1740,1558630,6212,1618530
654,1740,1558630,6212,1619530
654,1740,1558630,6212,1619530
654,1740,1559280,6212,1620180
654,1740,1560280,6212,1621180
654,1740,1560760,6212,1621660
654,1740,1561760,6212,1622660
654,1740,1562760,6212,1623660
655,1748,1563230,6212,1624130
655,1748,1564230,6212,1625130
655,1748,1565230,6212,1626130
655,1748,1565230,6212,1626600
655,1748,1565450,6212,1626820
655,1748,1566260,6212,1627630
655,1748,1567260,6212,1628630
655,1748,1567730,6212,1629100
655,1748,1567730,6212,1629570
655,1748,1568730,6212,1630570
655,1748,1568730,6212,1630570
655,1748,1569050,6212,1630890
655,1748,1569860,6212,1631700
655,1748,1570020,6212,1631860
655,1748,1570830,6212,1632670
655,1748,1571830,6212,1633670
656,1756,1572290,6212,1634130
656,1756,1572290,6212,1634130
656,1756,1573290,6212,1635130
656,1756,1573940,6212,1635780
656,1756,1574940,6212,1636780
656,1756,1575750,6212,1637590
656,1756,1576750,6212,1638590
656,1756,1576750,6212,1638590
656,1756,1576750,6212,1639590
656,1756,1576750,6212,1639590
656,1756,1576750,6212,1639590
656,1756,1577750,6212,1640590
656,1756,1578400,6212,1641240
657,1764,1579400,6212,1642240
657,1764,1580400,6212,1643240
658,1772,1581400,6212,1644240
658,1772,1582400,6212,1645240
658,1772,1582400,6212,1646240
658,1772,1582400,6212,1646240
658,1772,1582870,6212,1646710
658,1772,1583870,6212,1647710
659,1780,1591870,6212,1655710
659,1780,1592870,6212,1656710
659,1780,1592870,6212,1656710
659,1780,1592870,6212,1656710
659,1780,1592870,6212,1657030
659,1780,1593870,6212,1658030
659,1780,1593870,6212,1658030
659,1780,1594870,6212,1659030
659,1780,1594870,6212,1659030
659,1780,1595870,6212,1660030
659,1780,1596870,6212,1661030
659,1780,1597190,6212,1661350
659,1780,1597300,6212,1661460
659,1780,1598300,6212,1662460
659,1780,1598620,6212,1662780
659,1780,1599620,6212,1663780
659,1780,1599620,6212,1664250
659,1780,1600430,6212,1665060
659,1780,1600430,6212,1665060
659,1780,1601430,6212,1666060
659,1780,1601430,6212,1667060
659,1780,1601430,6212,1667060
659,1780,1602430,6212,1668060
659,1780,1603430,6212,1669060
660,1788,1604430,6212,1670060
660,1788,1604650,6212,1670280
660,1788,1605650,6212,1671280
660,1788,1606460,6212,1672090
660,1788,1606930,6212,1672560
660,1788,1607400,6212,1673030
660,1788,1608400,6212,1674030
660,1788,1608400,6212,1675030
660,1788,1609050,6212,1675680
660,1788,1609050,6212,1676680
660,1788,1610050,6212,1677680
660,1788,1610050,6212,1678490
660,1788,1610050,6212,1679490
660,1788,1610370,6212,1679810
660,1788,1610690,6212,1680130
661,1796,1611690,6212,1681130
661,1796,1612690,6212,1682130
661,1796,1613690,6212,1683130
662,1804,1614690,6212,1684130
662,1804,1614690,6212,1684780
662,1804,1615160,6212,1685250
662,1804,1616160,6212,1686250
662,1804,1617160,6212,1687250
662,1804,1617160,6212,1688060
662,1804,1617160,6212,1689060
662,1804,1618160,6212,1690060
662,1804,1618970,6212,1690870
662,1804,1619430,6212,1691330
662,1804,1620430,6212,1692330
662,1804,1621430,6212,1693330
662,1804,1621900,6212,1693800
662,1804,1622900,6212,1694800
662,1804,1623710,6212,1695610
662,1804,1623710,6212,1696420
662,1804,1624710,6212,1697420
662,1804,1624710,6212,1697420
662,1804,1624710,6212,1698420
662,1804,1625520,6212,1699230
663,1812,1626520,6212,1700230
663,1812,1626520,6212,1700230
663,1812,1626520,6212,1701230
663,1812,1627520,6212,1702230
663,1812,1628520,6212,1703230
663,1812,1628990,6212,1703700
663,1812,1629990,6212,1704700
663,1812,1629990,6212,1705510
663,1812,1630640,6212,1706160
663,1812,1631110,6212,1706630
663,1812,1631430,6212,1706950
663,1812,1632430,6212,1707950
663,1812,1633430,6212,1708950
664,1820,1634430,6212,1709950
664,1820,1634430,6212,1709950
664,1820,1634900,6212,1710420
664,1820,1634900,6212,1710420
664,1820,1635900,6212,1711420
664,1820,1636900,6212,1712420
664,1820,1637710,6212,1713230
664,1820,1638710,6212,1714230
664,1820,1639710,6212,1715230
664,1820,1640710,6212,1716230
664,1820,1641180,6212,1716700
665,1828,1642180,6212,1717700
665,1828,1642500,6212,1718020
665,1828,1643500,6212,1719020
665,1828,1644500,6212,1720020
665,1828,1644500,6212,1720020
665,1828,1644970,6212,1720490
665,1828,1645780,6212,1721300
665,1828,1645780,6212,1721300
666,1836,1646780,6212,1722300
666,1836,1646780,6212,1722770
666,1836,1647010,6212,1723000
666,1836,1647480,6212,1723470
666,1836,1647480,6212,1723470
666,1836,1648480,6212,1724470
666,1836,1648940,6212,1724930
666,1836,1649410,6212,1725400
666,1836,1650410,6212,1726400
666,1836,1650870,6212,1726860
666,1836,1651680,6212,1727670
666,1836,1651680,6212,1727670
666,1836,1652680,6212,1728670
666,1836,1653680,6212,1729670
666,1836,1653680,6212,1730670
666,1836,1654680,6212,1731670
666,1836,1655680,6212,1732670
666,1836,1655680,6212,1732670
666,1836,1655680,6212,1732670
666,1836,1656150,6212,1733140
666,1836,1656150,6212,1733140
667,1844,1656960,6212,1733950
668,1852,1657960,6212,1734950
668,1852,1658960,6212,1735950
668,1852,1659770,6212,1736760
668,1852,1660240,6212,1737230
668,1852,1661050,6212,1738040
668,1852,1662050,6212,1739040
668,1852,1663050,6212,1740040
668,1852,1663050,6212,1740690
668,1852,1664050,6212,1741690
668,1852,1664050,6212,1741690
668,1852,1665050,6212,1742690
668,1852,1666050,6212,1743690
668,1852,1666050,6212,1744690
668,1852,1666370,6212,1745010
668,1852,1666690,6212,1745330
668,1852,1667690,6212,1746330
668,1852,1668690,6212,1747330
668,1852,1669690,6212,1748330
668,1852,1670690,6212,1749330
668,1852,1670690,6212,1750140
668,1852,1670690,6212,1750140
668,1852,1671160,6212,1750610
668,1852,1672160,6212,1751610
669,1860,1673160,6212,1752610
669,1860,1673480,6212,1752930
669,1860,1674480,6212,1753930
669,1860,1674950,6212,1754400
669,1860,1675760,6212,1755210
669,1860,1676080,6212,1755530
669,1860,1676080,6212,1755530
669,1860,1676080,6212,1755530
669,1860,1676080,6212,1755530
669,1860,1677080,6212,1756530
670,1868,1678080,6212,1757530
670,1868,1678890,6212,1758340
670,1868,1678890,6212,1758340
670,1868,1678890,6212,1759150
670,1868,1678890,6212,1759150
670,1868,1679360,6212,1759620
670,1868,1679360,6212,1759620
670,1868,1680360,6212,1760620
670,1868,1680360,6212,1761620
670,1868,1680360,6212,1761620
670,1868,1681170,6212,1762430
670,1868,1681640,6212,1762900
670,1868,1682640,6212,1763900
670,1868,1683230,6212,1764490
670,1868,1683550,6212,1764810
670,1868,1683550,6212,1764810
670,1868,1683550,6212,1765810
670,1868,1684550,6212,1766810
670,1868,1685550,6212,1767810
670,1868,1686550,6212,1768810
671,1876,1687100,6212,1769360
671,1876,1687100,6212,1769360
671,1876,1688100,6212,1770360
671,1876,1689100,6212,1771360
671,1876,1689100,6212,1771360
671,1876,1689100,6212,1771360
671,1876,1689650,6212,1771910
671,1876,1690650,6212,1772910
672,1884,1691650,6212,1773910
672,1884,1692650,6212,1774910
672,1884,1692870,6212,1775130
672,1884,1693330,6212,1775590
672,1884,1694330,6212,1776590
672,1884,1694920,6212,1777180
672,1884,1695920,6212,1778180
672,1884,1696920,6212,1779180
672,1884,1697920,6212,1780180
672,1884,1697920,6212,1781180
672,1884,1698920,6212,1782180
672,1884,1699240,6212,1782500
672,1884,1699240,6212,1782500
672,1884,1699240,6212,1783090
672,1884,1699240,6212,1783090
672,1884,1699240,6212,1783090
672,1884,1699240,6212,1783090
672,1884,1699710,6212,1783560
672,1884,1700710,6212,1784560
673,1892,1701520,6212,1785370
673,1892,1701520,6212,1785370
673,1892,1701840,6212,1785690
673,1892,1701840,6212,1786690
673,1892,1702840,6212,1787690
673,1892,1703840,6212,1788690
673,1892,1703840,6212,1789690
673,1892,1703840,6212,1790500
673,1892,1704840,6212,1791500
673,1892,1705840,6212,1792500
674,1900,1706840,6212,1793500
674,1900,1707840,6212,1794500
674,1900,1708840,6212,1795500
674,1900,1709390,6212,1796050
674,1900,1709390,6212,1796860
674,1900,1709390,6212,1796860
675,1908,1710390,6212,1797860
675,1908,1710390,6212,1797860
675,1908,1711390,6212,1798860
675,1908,1712390,6212,1799860
675,1908,1713040,6212,1800510
675,1908,1713040,6212,1800510
675,1908,1714040,6212,1801510
675,1908,1715040,6212,1802510
675,1908,1715040,6212,1802510
675,1908,1715850,6212,1803320
675,1908,1715850,6212,1803320
675,1908,1716850,6212,1804320
675,1908,1717170,6212,1804640
675,1908,1718170,6212,1805640
675,1908,1719170,6212,1806640
676,1916,1727170,6212,1814640
676,1916,1728170,6212,1815640
676,1916,1728820,6212,1816290
676,1916,1729820,6212,1817290
676,1916,1729820,6212,1817290
676,1916,1730820,6212,1818290
676,1916,1731820,6212,1819290
677,1924,1732820,6212,1820290
677,1924,1732820,6212,1821290
677,1924,1732820,6212,1821290
677,1924,1732820,6212,1822100
677,1924,1732820,6212,1823100
677,1924,1733820,6212,1824100
677,1924,1734820,6212,1825100
677,1924,1735170,6212,1825450
677,1924,1735640,6212,1825920
677,1924,1736640,6212,1826920
677,1924,1736960,6212,1827240
677,1924,1737610,6212,1827890
677,1924,1737930,6212,1828210
677,1924,1737930,6212,1829210
677,1924,1737930,6212,1830210
677,1924,1738300,6212,1830580
677,1924,1738300,6212,1831050
677,1924,1739300,6212,1832050
677,1924,1739890,6212,1832640
678,1932,1740700,6212,1833450
678,1932,1740700,6212,1833450
678,1932,1741700,6212,1834450
679,1940,1742700,6212,1835450
679,1940,1742700,6212,1836450
679,1940,1743510,6212,1837260
679,1940,1743510,6212,1838260
679,1940,1743510,6212,1839260
679,1940,1744510,6212,1840260
679,1940,1745160,6212,1840910
679,1940,1746160,6212,1841910
679,1940,1747160,6212,1842910
679,1940,1748160,6212,1843910
679,1940,1748630,6212,1844380
679,1940,1749630,6212,1845380
679,1940,1750630,6212,1846380
679,1940,1751630,6212,1847380
679,1940,1751630,6212,1847380
679,1940,1752630,6212,1848380
679,1940,1753440,6212,1849190
679,1940,1754440,6212,1850190
680,1948,1755250,6212,1851000
680,1948,1756060,6212,1851810
680,1948,1756060,6212,1851810
680,1948,1756060,6212,1852810
680,1948,1757060,6212,1853810
680,1948,1757710,6212,1854460
680,1948,1758710,6212,1855460
680,1948,1758710,6212,1856270
680,1948,1758710,6212,1856740
680,1948,1759030,6212,1857060
680,1948,1759260,6212,1857290
680,1948,1760260,6212,1858290
680,1948,1761260,6212,1859290
680,1948,1762070,6212,1860100
681,1956,1763070,6212,1861100
681,1956,1763880,6212,1861910
681,1956,1763880,6212,1861910
681,1956,1763880,6212,1862910
681,1956,1764530,6212,1863560
681,1956,1764530,6212,1863560
681,1956,1764530,6212,1863560
681,1956,1765000,6212,1864030
681,1956,1765460,6212,1864490
681,1956,1765780,6212,1864810
681,1956,1766780,6212,1865810
681,1956,1766780,6212,1866620
681,1956,1766780,6212,1867620
681,1956,1767250,6212,1868090
682,1964,1768250,6212,1869090
682,1964,1768900,6212,1869740
682,1964,1768900,6212,1870740
682,1964,1769900,6212,1871740
682,1964,1770900,6212,1872740
682,1964,1771710,6212,1873550
682,1964,1772520,6212,1874360
682,1964,1772520,6212,1875360
682,1964,1773520,6212,1876360
682,1964,1773850,6212,1876690
682,1964,1774850,6212,1877690
682,1964,1775850,6212,1878690
682,1964,1776850,6212,1879690
682,1964,1776850,6212,1879690
683,1972,1777850,6212,1880690
683,1972,1778850,6212,1881690
683,1972,1779660,6212,1882500
683,1972,1780660,6212,1883500
683,1972,1781660,6212,1884500
683,1972,1781820,6212,1884660
683,1972,1782820,6212,1885660
683,1972,1783630,6212,1886470
683,1972,1784630,6212,1887470
683,1972,1784630,6212,1887470
684,1980,1785630,6212,1888470
684,1980,1786630,6212,1889470
684,1980,1786630,6212,1890470
684,1980,1787630,6212,1891470
684,1980,1787630,6212,1891470
684,1980,1787950,6212,1891790
684,1980,1788270,6212,1892110
684,1980,1789270,6212,1893110
684,1980,1789270,6212,1893110
684,1980,1789270,6212,1893110
684,1980,1789490,6212,1893330
684,1980,1790080,6212,1893920
684,1980,1791080,6212,1894920
684,1980,1792080,6212,1895920
684,1980,1792890,6212,1896730
685,1988,1793540,6212,1897380
685,1988,1794190,6212,1898030
685,1988,1795000,6212,1898840
685,1988,1795000,6212,1898840
685,1988,1795000,6212,1899840
685,1988,1796000,6212,1900840
685,1988,1796470,6212,1901310
685,1988,1797280,6212,1902120
685,1988,1797280,6212,1902120
685,1988,1797510,6212,1902350
685,1988,1798510,6212,1903350
685,1988,1798510,6212,1903350
685,1988,1799320,6212,1904160
686,1996,1800320,6212,1905160
686,1996,1800320,6212,1905640
686,1996,1800320,6212,1906100
686,1996,1800320,6212,1906910
686,1996,1801130,6212,1907720
686,1996,1801130,6212,1908530
686,1996,1802130,6212,1909530
686,1996,1803130,6212,1910530
686,1996,1804130,6212,1911530
686,1996,1805130,6212,1912530
686,1996,1806130,6212,1913530
686,1996,1807130,6212,1914530
686,1996,1807290,6212,1914690
687,2004,1808100,6212,1915500
687,2004,1809100,6212,1916500
687,2004,1809560,6212,1916960
687,2004,1810560,6212,1917960
687,2004,1810560,6212,1918960
688,2012,1811560,6212,1919960
688,2012,1812150,6212,1920550
688,2012,1813150,6212,1921550
688,2012,1813960,6212,1922360
688,2012,1814960,6212,1923360
688,2012,1814960,6212,1923590
688,2012,1814960,6212,1923590
688,2012,1815280,6212,1923910
688,2012,1816090,6212,1924720
688,2012,1816090,6212,1925720
688,2012,1816410,6212,1926040
688,2012,1816410,6212,1926410
688,2012,1816730,6212,1926730
688,2012,1816730,6212,1926730
688,2012,1816730,6212,1926730
688,2012,1817200,6212,1927200
688,2012,1817200,6212,1927200
689,2020,1818200,6212,1928200
689,2020,1818200,6212,1929200
689,2020,1818200,6212,1930200
689,2020,1818670,6212,1930670
689,2020,1818670,6212,1931670
689,2020,1819140,6212,1932140
689,2020,1820140,6212,1933140
689,2020,1821140,6212,1934140
689,2020,1821610,6212,1934610
689,2020,1822610,6212,1935610
689,2020,1823610,6212,1936610
689,2020,1824610,6212,1937610
690,2028,1825610,6212,1938610
690,2028,1825610,6212,1938610
690,2028,1825610,6212,1938610
690,2028,1826610,6212,1939610
690,2028,1827260,6212,1940260
690,2028,1827260,6212,1941260
690,2028,1828260,6212,1942260
690,2028,1829260,6212,1943260
690,2028,1829260,6212,1943260
690,2028,1829260,6212,1943260
690,2028,1829260,6212,1943260
690,2028,1830070,6212,1944070
690,2028,1830530,6212,1944530
690,2028,1830530,6212,1945340
690,2028,1831530,6212,1946340
690,2028,1832530,6212,1947340
690,2028,1832530,6212,1947930
690,2028,1833000,6212,1948400
690,2028,1833000,6212,1948400
690,2028,1833460,6212,1948860
690,2028,1834270,6212,1949670
690,2028,1835270,6212,1950670
690,2028,1835740,6212,1951140
690,2028,1836550,6212,1951950
690,2028,1837550,6212,1952950
690,2028,1838550,6212,1953950
691,2036,1839550,6212,1954950
691,2036,1839550,6212,1955420
691,2036,1840550,6212,1956420
691,2036,1841550,6212,1957420
691,2036,1842200,6212,1958070
691,2036,1843200,6212,1959070
691,2036,1844200,6212,1960070
691,2036,1844660,6212,1960530
691,2036,1845660,6212,1961530
691,2036,1846130,6212,1962000
691,2036,1846360,6212,1962230
691,2036,1847010,6212,1962880
692,2044,1848010,6212,1963880
692,2044,1849010,6212,1964880
692,2044,1849660,6212,1965530
692,2044,1850470,6212,1966340
692,2044,1851470,6212,1967340
693,2052,1859470,6212,1975340
693,2052,1860280,6212,1976150
693,2052,1860280,6212,1976800
693,2052,1861280,6212,1977800
693,2052,1862280,6212,1978800
694,2060,1863090,6212,1979610
694,2060,1863320,6212,1979840
694,2060,1864320,6212,1980840
694,2060,1864320,6212,1981650
695,2068,1872320,6212,1989650
695,2068,1872320,6212,1990650
695,2068,1873130,6212,1991460
695,2068,1874130,6212,1992460
695,2068,1874600,6212,1992930
695,2068,1875410,6212,1993740
695,2068,1875410,6212,1994550
695,2068,1876060,6212,1995200
695,2068,1876060,6212,1996200
695,2068,1877060,6212,1997200
696,2076,1878060,6212,1998200
696,2076,1878290,6212,1998430
696,2076,1879290,6212,1999430
696,2076,1880290,6212,2000430
696,2076,1880750,6212,2000890
696,2076,1881220,6212,2001360
696,2076,1882220,6212,2002360
696,2076,1883220,6212,2003360
696,2076,1883490,6212,2003630
696,2076,1883490,6212,2003630
696,2076,1883490,6212,2004630
696,2076,1883600,6212,2004740
696,2076,1883600,6212,2004740
696,2076,1884600,6212,2005740
696,2076,1885600,6212,2006740
697,2084,1886600,6212,2007740
697,2084,1887070,6212,2008210
697,2084,1888070,6212,2009210
697,2084,1888880,6212,2010020
697,2084,1889880,6212,2011020
697,2084,1890690,6212,2011830
697,2084,1890690,6212,2012640
697,2084,1891690,6212,2013640
697,2084,1892690,6212,2014640
697,2084,1893010,6212,2014960
697,2084,1893010,6212,2014960
698,2092,1894010,6212,2015960
698,2092,1894480,6212,2016430
698,2092,1894480,6212,2017430
698,2092,1895480,6212,2018430
698,2092,1896290,6212,2019240
698,2092,1896290,6212,2019240
698,2092,1897290,6212,2020240
698,2092,1897290,6212,2021240
698,2092,1897290,6212,2021240
698,2092,1898290,6212,2022240
698,2092,1899290,6212,2023240
698,2092,1900290,6212,2024240
698,2092,1900290,6212,2024240
699,2100,1901100,6212,2025050
699,2100,1902100,6212,2026050
699,2100,1902100,6212,2027050
699,2100,1903100,6212,2028050
699,2100,1904100,6212,2029050
699,2100,1904750,6212,2029700
699,2100,1905750,6212,2030700
699,2100,1905750,6212,2031700
699,2100,1906750,6212,2032700
699,2100,1907750,6212,2033700
699,2100,1907750,6212,2033700
700,2108,1908560,6212,2034510
700,2108,1909150,6212,2035100
700,2108,1910150,6212,2036100
700,2108,1911150,6212,2037100
700,2108,1911150,6212,2038100
700,2108,1911150,6212,2038650
700,2108,1912150,6212,2039650
701,2116,1913150,6212,2040650
701,2116,1914150,6212,2041650
701,2116,1914150,6212,2041650
701,2116,1914960,6212,2042460
701,2116,1915770,6212,2043270
701,2116,1915770,6212,2043740
702,2124,1916770,6212,2044740
702,2124,1917770,6212,2045740
702,2124,1918240,6212,2046210
702,2124,1918700,6212,2046670
702,2124,1919510,6212,2047480
702,2124,1919980,6212,2047950
702,2124,1920450,6212,2048420
702,2124,1921450,6212,2049420
702,2124,1921450,6212,2049890
703,2132,1922450,6212,2050890
703,2132,1922920,6212,2051360
703,2132,1922920,6212,2051360
703,2132,1923920,6212,2052360
703,2132,1923920,6212,2052360
703,2132,1924920,6212,2053360
703,2132,1924920,6212,2054360
703,2132,1924920,6212,2055170
703,2132,1925920,6212,2056170
703,2132,1926400,6212,2056650
703,2132,1926870,6212,2057120
703,2132,1926870,6212,2057120
703,2132,1927870,6212,2058120
703,2132,1927870,6212,2058120
704,2140,1931870,6212,2062120
704,2140,1931870,6212,2062120
704,2140,1932330,6212,2062580
704,2140,1933330,6212,2063580
704,2140,1934330,6212,2064580
704,2140,1934800,6212,2065050
704,2140,1935450,6212,2065700
704,2140,1936450,6212,2066700
705,2148,1937450,6212,2067700
705,2148,1937450,6212,2068170
705,2148,1938260,6212,2068980
705,2148,1938260,6212,2068980
705,2148,1939070,6212,2069790
705,2148,1939070,6212,2069790
705,2148,1939540,6212,2070260
705,2148,1940350,6212,2071070
705,2148,1941350,6212,2072070
705,2148,1942160,6212,2072880
705,2148,1942160,6212,2073350
705,2148,1942630,6212,2073820
705,2148,1943630,6212,2074820
706,2156,1944630,6212,2075820
706,2156,1945630,6212,2076820
706,2156,1946100,6212,2077290
706,2156,1946100,6212,2077290
706,2156,1946100,6212,2077610
706,2156,1946570,6212,2078080
706,2156,1947040,6212,2078550
706,2156,1947850,6212,2079360
706,2156,1948310,6212,2079820
706,2156,1949120,6212,2080630
706,2156,1949670,6212,2081180
706,2156,1950670,6212,2082180
706,2156,1951670,6212,2083180
706,2156,1952670,6212,2084180
706,2156,1953670,6212,2085180
706,2156,1954480,6212,2085990
706,2156,1954480,6212,2085990
706,2156,1954590,6212,2086100
706,2156,1955060,6212,2086570
706,2156,1956060,6212,2087570
706,2156,1956060,6212,2088570
706,2156,1956710,6212,2089220
706,2156,1957710,6212,2090220
706,2156,1957710,6212,2090220
706,2156,1957710,6212,2090220
706,2156,1957820,6212,2090330
707,2164,1958630,6212,2091140
707,2164,1958850,6212,2091360
707,2164,1959850,6212,2092360
707,2164,1959850,6212,2092360
707,2164,1960320,6212,2092830
707,2164,1960790,6212,2093300
707,2164,1961790,6212,2094300
707,2164,1962790,6212,2095300
707,2164,1963790,6212,2096300
707,2164,1964790,6212,2097300
707,2164,1965790,6212,2098300
708,2172,1966600,6212,2099110
708,2172,1967600,6212,2100110
708,2172,1967600,6212,2101110
708,2172,1967760,6212,2101270
708,2172,1967760,6212,2101740
708,2172,1968760,6212,2102740
708,2172,1968760,6212,2102740
708,2172,1969760,6212,2103740
708,2172,1970410,6212,2104390
708,2172,1970410,6212,2105200
708,2172,1971410,6212,2106200
708,2172,1972410,6212,2107200
708,2172,1973410,6212,2108200
