ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3ea7-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_milli,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3ea7-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_ratio,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3ea7-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_q124,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3ea7-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_milli,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3ea7-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_ratio
170457.07,94.75,82.48,169478.61,94.2
170457.07,94.75,82.48,169463.29,94.19
170457.07,94.75,82.48,169463.29,94.19
170457.07,94.75,82.48,169463.29,94.19
170457.07,94.75,82.48,169463.29,94.19
170457.07,94.75,82.48,169439.79,94.18
170457.07,94.75,82.48,169439.79,94.18
170457.07,94.75,82.48,169466.15,94.19
170457.07,94.75,82.48,169466.15,94.19
170457.07,94.75,82.48,169466.15,94.19
170457.07,94.75,82.48,169466.15,94.19
170457.07,94.75,82.48,169466.15,94.19
170457.07,94.75,82.48,169466.15,94.19
170137.07,94.74,82.47,169146.15,94.18
170137.07,94.74,82.47,169146.15,94.18
170137.07,94.74,82.47,169146.15,94.18
170137.07,94.74,82.47,169163.05,94.19
170137.07,94.74,82.47,169163.05,94.19
170137.07,94.74,82.47,169163.05,94.19
170137.07,94.74,82.47,169163.05,94.19
170137.07,94.74,82.47,169163.05,94.19
170137.07,94.74,82.47,169163.05,94.19
170137.07,94.74,82.47,169163.05,94.19
170137.07,94.74,82.47,169163.05,94.19
170137.07,94.74,82.47,169163.05,94.19
170137.07,94.74,82.47,169163.05,94.19
170137.07,94.74,82.47,169163.05,94.19
170137.07,94.74,82.47,169163.05,94.19
170137.07,94.74,82.47,169163.05,94.19
170137.07,94.74,82.47,169163.05,94.19
170137.07,94.74,82.47,169163.05,94.19
170137.07,94.74,82.47,169163.05,94.19
170137.07,94.74,82.47,169163.05,94.19
170137.07,94.74,82.47,169163.05,94.19
170137.07,94.74,82.47,169163.05,94.19
170137.07,94.74,82.47,169163.05,94.19
170137.07,94.74,82.47,169163.05,94.19
170137.07,94.74,82.47,169163.05,94.19
170137.07,94.74,82.47,169163.05,94.19
170137.07,94.74,82.47,169163.05,94.19
170137.07,94.74,82.47,169163.05,94.19
170137.07,94.74,82.47,169163.05,94.19
170137.07,94.74,82.47,169163.05,94.19
170137.07,94.74,82.47,169163.05,94.19
170137.07,94.74,82.47,169163.05,94.19
170137.07,94.74,82.47,169163.05,94.19
170137.07,94.74,82.47,169163.05,94.19
170137.07,94.74,82.47,169163.05,94.19
170137.07,94.74,82.47,169163.05,94.19
170137.07,94.74,82.47,169163.05,94.19
170137.07,94.74,82.47,169163.05,94.19
170137.07,94.74,82.47,169163.05,94.19
170137.07,94.74,82.47,169148.64,94.19
170137.07,94.74,82.47,169148.64,94.19
170137.07,94.74,82.47,169148.64,94.19
170137.07,94.74,82.47,169148.64,94.19
170137.07,94.74,82.47,169148.64,94.19
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
170137.07,94.74,82.47,169185.53,94.21
169978.26,94.73,82.47,169026.72,94.2
169978.26,94.73,82.47,169026.72,94.2
169978.26,94.73,82.47,169026.72,94.2
169978.26,94.73,82.47,169026.72,94.2
169978.26,94.73,82.47,169026.72,94.2
169978.26,94.73,82.47,169026.72,94.2
169978.26,94.73,82.47,169026.72,94.2
169978.26,94.73,82.47,169026.72,94.2
169978.26,94.73,82.47,169026.72,94.2
169978.26,94.73,82.47,169026.72,94.2
169978.26,94.73,82.47,169026.72,94.2
169978.26,94.73,82.47,169026.72,94.2
169978.26,94.73,82.47,169026.72,94.2
169978.26,94.73,82.47,169026.72,94.2
169978.26,94.73,82.47,169026.72,94.2
169978.26,94.73,82.47,169026.72,94.2
169978.26,94.73,82.47,169026.72,94.2
169978.26,94.73,82.47,169026.72,94.2
169978.26,94.73,82.47,169026.72,94.2
169978.26,94.73,82.47,169026.72,94.2
169978.26,94.73,82.47,169026.72,94.2
169978.26,94.73,82.47,169026.72,94.2
169978.26,94.73,82.47,169026.72,94.2
169978.26,94.73,82.47,169026.72,94.2
169978.26,94.73,82.47,169026.72,94.2
169978.26,94.73,82.47,169026.72,94.2
169978.26,94.73,82.47,169026.72,94.2
169978.26,94.73,82.47,169026.72,94.2
169978.26,94.73,82.47,169026.72,94.2
169978.26,94.73,82.47,169026.72,94.2
169978.26,94.73,82.47,169026.72,94.2
169978.26,94.73,82.47,169026.72,94.2
169978.26,94.73,82.47,169026.72,94.2
169978.26,94.73,82.47,169026.72,94.2
169978.26,94.73,82.47,168994.67,94.18
169978.26,94.73,82.47,168994.67,94.18
169978.26,94.73,82.47,168994.67,94.18
169978.26,94.73,82.47,168994.67,94.18
169978.26,94.73,82.47,168994.67,94.18
169978.26,94.73,82.47,168994.67,94.18
169978.26,94.73,82.47,168994.67,94.18
169978.26,94.73,82.47,168994.67,94.18
169978.26,94.73,82.47,168994.67,94.18
169978.26,94.73,82.47,168994.67,94.18
169978.26,94.73,82.47,168994.67,94.18
169978.26,94.73,82.47,168994.67,94.18
169978.26,94.73,82.47,168994.67,94.18
169978.26,94.73,82.47,168994.67,94.18
169978.26,94.73,82.47,168994.67,94.18
169978.26,94.73,82.47,168994.67,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,168995.3,94.18
169978.26,94.73,82.47,169029.59,94.2
169978.26,94.73,82.47,169029.59,94.2
169978.26,94.73,82.47,169029.59,94.2
169978.26,94.73,82.47,169005.4,94.19
169978.26,94.73,82.47,169005.4,94.19
169978.26,94.73,82.47,169005.4,94.19
169978.26,94.73,82.47,169005.4,94.19
169978.26,94.73,82.47,169005.4,94.19
169978.26,94.73,82.47,169005.4,94.19
169978.26,94.73,82.47,169005.4,94.19
169978.26,94.73,82.47,169005.4,94.19
169978.26,94.73,82.47,169005.4,94.19
169978.26,94.73,82.47,169005.4,94.19
169978.26,94.73,82.47,169032.09,94.21
169978.26,94.73,82.47,169032.09,94.21
169978.26,94.73,82.47,169032.09,94.21
169978.26,94.73,82.47,169011.79,94.19
169978.26,94.73,82.47,169010.14,94.19
169978.26,94.73,82.47,169010.14,94.19
169978.26,94.73,82.47,169010.14,94.19
169978.26,94.73,82.47,169010.14,94.19
169978.26,94.73,82.47,169010.14,94.19
169978.26,94.73,82.47,169010.14,94.19
169978.26,94.73,82.47,169010.14,94.19
169978.26,94.73,82.47,169010.14,94.19
169978.26,94.73,82.47,169010.14,94.19
169978.26,94.73,82.47,169010.14,94.19
169978.26,94.73,82.47,169010.14,94.19
169978.26,94.73,82.47,169010.14,94.19
169978.26,94.73,82.47,169010.14,94.19
169978.26,94.73,82.47,169010.14,94.19
169978.26,94.73,82.47,169033.28,94.21
169978.26,94.73,82.47,169033.28,94.21
169978.26,94.73,82.47,169033.28,94.21
169978.26,94.73,82.47,169033.28,94.21
169978.26,94.73,82.47,169033.28,94.21
169978.26,94.73,82.47,169033.28,94.21
169978.26,94.73,82.47,169033.28,94.21
169978.26,94.73,82.47,169033.28,94.21
169978.26,94.73,82.47,169033.28,94.21
169978.26,94.73,82.47,169033.28,94.21
169978.26,94.73,82.47,169053.58,94.22
169869.45,94.73,82.46,168944.77,94.21
169869.45,94.73,82.46,168944.77,94.21
169869.45,94.73,82.46,168944.94,94.21
169869.45,94.73,82.46,168944.94,94.21
169869.45,94.73,82.46,168944.94,94.21
169869.45,94.73,82.46,168944.94,94.21
169869.45,94.73,82.46,168944.94,94.21
169869.45,94.73,82.46,168944.94,94.21
169869.45,94.73,82.46,168944.94,94.21
169869.45,94.73,82.46,168944.94,94.21
169869.45,94.73,82.46,168944.94,94.21
169869.45,94.73,82.46,168944.94,94.21
169869.45,94.73,82.46,168944.94,94.21
169869.45,94.73,82.46,168944.94,94.21
169869.45,94.73,82.46,168944.94,94.21
169869.45,94.73,82.46,168944.94,94.21
169869.45,94.73,82.46,168924.64,94.2
169869.45,94.73,82.46,168924.64,94.2
169869.45,94.73,82.46,168924.64,94.2
169869.45,94.73,82.46,168924.64,94.2
169869.45,94.73,82.46,168924.64,94.2
169869.45,94.73,82.46,168946.63,94.22
169869.45,94.73,82.46,168946.63,94.22
169869.45,94.73,82.46,168946.63,94.22
169869.45,94.73,82.46,168946.63,94.22
169869.45,94.73,82.46,168946.63,94.22
169869.45,94.73,82.46,168946.63,94.22
169869.45,94.73,82.46,168946.63,94.22
169869.45,94.73,82.46,168946.63,94.22
169869.45,94.73,82.46,168946.63,94.22
169869.45,94.73,82.46,168946.63,94.22
169869.45,94.73,82.46,168946.63,94.22
169869.45,94.73,82.46,168946.63,94.22
169869.45,94.73,82.46,168946.63,94.22
169869.45,94.73,82.46,168946.63,94.22
169869.45,94.73,82.46,168946.63,94.22
169869.45,94.73,82.46,168946.63,94.22
169869.45,94.73,82.46,168946.63,94.22
169869.45,94.73,82.46,168946.63,94.22
169869.45,94.73,82.46,168946.63,94.22
169869.45,94.73,82.46,168946.63,94.22
169869.45,94.73,82.46,168946.63,94.22
169869.45,94.73,82.46,168946.63,94.22
169869.45,94.73,82.46,168946.63,94.22
169869.45,94.73,82.46,168946.63,94.22
169869.45,94.73,82.46,168946.63,94.22
169710.64,94.73,82.46,168788.13,94.21
169710.64,94.73,82.46,168788.13,94.21
169390.64,94.72,82.45,168468.13,94.2
169390.64,94.72,82.45,168468.13,94.2
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.64,94.72,82.45,168457.29,94.19
169390.41,95.25,82.98,167646.68,94.27
169390.41,95.25,82.98,167646.68,94.27
169390.41,95.25,82.98,167646.68,94.27
169390.41,95.25,82.98,167646.68,94.27
169390.41,95.25,82.98,167646.68,94.27
169390.41,95.25,82.98,167646.68,94.27
169390.41,95.25,82.98,167646.68,94.27
169390.41,95.25,82.98,167646.68,94.27
169390.41,95.25,82.98,167646.68,94.27
169390.41,95.25,82.98,167646.68,94.27
169390.41,95.25,82.98,167646.68,94.27
169390.41,95.25,82.98,167646.68,94.27
169390.41,95.25,82.98,167646.68,94.27
169390.41,95.25,82.98,167646.68,94.27
169390.41,95.25,82.98,167646.68,94.27
169390.41,95.25,82.98,167688.48,94.29
169390.41,95.25,82.98,167688.48,94.29
169390.41,95.25,82.98,167688.48,94.29
169390.41,95.25,82.98,167688.48,94.29
169390.41,95.25,82.98,167688.48,94.29
169390.41,95.25,82.98,167688.48,94.29
169390.41,95.25,82.98,167688.48,94.29
169390.41,95.25,82.98,167688.48,94.29
169390.41,95.25,82.98,167688.48,94.29
169390.41,95.25,82.98,167688.48,94.29
169390.41,95.25,82.98,167688.48,94.29
169390.41,95.25,82.98,167688.48,94.29
169390.41,95.25,82.98,167688.48,94.29
169390.41,95.25,82.98,167688.48,94.29
169390.41,95.25,82.98,167688.48,94.29
169390.41,95.25,82.98,167688.48,94.29
169390.41,95.25,82.98,167688.48,94.29
169390.41,95.25,82.98,167688.48,94.29
169390.41,95.25,82.98,167688.48,94.29
169390.41,95.25,82.98,167688.48,94.29
169390.41,95.25,82.98,167688.48,94.29
169390.41,95.25,82.98,167688.48,94.29
169390.41,95.25,82.98,167688.48,94.29
169390.41,95.25,82.98,167688.48,94.29
169390.41,95.25,82.98,167688.48,94.29
169390.41,95.25,82.98,167688.48,94.29
169390.41,95.25,82.98,167688.48,94.29
169390.41,95.25,82.98,167689.55,94.29
169390.41,95.25,82.98,167689.55,94.29
169390.41,95.25,82.98,167689.55,94.29
169390.41,95.25,82.98,167689.55,94.29
169390.41,95.25,82.98,167689.55,94.29
169390.41,95.25,82.98,167689.55,94.29
169390.41,95.25,82.98,167689.55,94.29
169390.41,95.25,82.98,167689.55,94.29
169390.41,95.25,82.98,167689.55,94.29
169390.41,95.25,82.98,167689.55,94.29
169390.41,95.25,82.98,167689.55,94.29
169390.41,95.25,82.98,167689.55,94.29
169390.41,95.25,82.98,167689.55,94.29
169390.41,95.25,82.98,167689.55,94.29
169390.41,95.25,82.98,167689.55,94.29
169390.41,95.25,82.98,167689.55,94.29
169390.41,95.25,82.98,167686.13,94.29
169390.41,95.25,82.98,167686.13,94.29
169390.41,95.25,82.98,167686.13,94.29
169390.41,95.25,82.98,167686.13,94.29
169390.41,95.25,82.98,167656.06,94.27
169390.41,95.25,82.98,167656.06,94.27
169390.41,95.25,82.98,167656.06,94.27
169390.41,95.25,82.98,167656.06,94.27
169390.41,95.25,82.98,167656.06,94.27
169390.41,95.25,82.98,167656.06,94.27
169390.41,95.25,82.98,167690.99,94.29
169390.41,95.25,82.98,167689.86,94.29
169390.41,95.25,82.98,167689.86,94.29
169390.41,95.25,82.98,167689.86,94.29
169390.41,95.25,82.98,167689.86,94.29
169390.41,95.25,82.98,167689.86,94.29
169390.41,95.25,82.98,167689.86,94.29
169390.41,95.25,82.98,167689.86,94.29
169390.41,95.25,82.98,167689.86,94.29
169390.41,95.25,82.98,167689.86,94.29
169390.41,95.25,82.98,167689.86,94.29
169390.41,95.25,82.98,167689.86,94.29
169390.41,95.25,82.98,167689.86,94.29
169390.41,95.25,82.98,167689.86,94.29
169390.41,95.25,82.98,167689.86,94.29
169390.41,95.25,82.98,167689.86,94.29
169390.41,95.25,82.98,167689.86,94.29
169390.41,95.25,82.98,167689.86,94.29
169390.41,95.25,82.98,167689.86,94.29
169390.41,95.25,82.98,167689.86,94.29
169390.41,95.25,82.98,167689.86,94.29
169390.41,95.25,82.98,167689.86,94.29
169390.41,95.25,82.98,167689.86,94.29
169390.41,95.25,82.98,167689.86,94.29
169390.41,95.25,82.98,167689.86,94.29
169390.41,95.25,82.98,167689.86,94.29
169390.41,95.25,82.98,167689.86,94.29
169390.41,95.25,82.98,167689.86,94.29
169390.41,95.25,82.98,167689.86,94.29
169390.41,95.25,82.98,167689.86,94.29
169390.41,95.25,82.98,167689.86,94.29
169390.41,95.25,82.98,167689.86,94.29
169390.41,95.25,82.98,167689.86,94.29
169390.41,95.25,82.98,167689.86,94.29
169390.41,95.25,82.98,167712.71,94.31
169390.41,95.25,82.98,167712.71,94.31
169390.41,95.25,82.98,167712.71,94.31
169390.41,95.25,82.98,167712.71,94.31
169390.41,95.25,82.98,167712.71,94.31
169390.41,95.25,82.98,167712.71,94.31
169390.41,95.25,82.98,167712.71,94.31
169390.41,95.25,82.98,167724.87,94.31
169390.41,95.25,82.98,167724.87,94.31
169390.41,95.25,82.98,167724.87,94.31
169390.41,95.25,82.98,167698.16,94.3
169390.41,95.25,82.98,167698.16,94.3
169390.41,95.25,82.98,167698.16,94.3
169390.41,95.25,82.98,167698.16,94.3
169390.41,95.25,82.98,167698.16,94.3
169390.41,95.25,82.98,167698.16,94.3
169390.41,95.25,82.98,167698.16,94.3
169390.41,95.25,82.98,167698.16,94.3
169390.41,95.25,82.98,167698.16,94.3
169390.41,95.25,82.98,167698.16,94.3
169390.41,95.25,82.98,167698.16,94.3
169390.41,95.25,82.98,167698.16,94.3
169390.41,95.25,82.98,167698.16,94.3
169390.41,95.25,82.98,167698.16,94.3
169390.41,95.25,82.98,167698.62,94.3
169390.41,95.25,82.98,167698.62,94.3
169390.41,95.25,82.98,167720.86,94.31
169390.41,95.25,82.98,167720.86,94.31
169390.41,95.25,82.98,167720.86,94.31
169390.41,95.25,82.98,167749.35,94.33
169390.41,95.25,82.98,167749.35,94.33
169390.41,95.25,82.98,167749.35,94.33
169390.41,95.25,82.98,167749.35,94.33
169390.41,95.25,82.98,167749.35,94.33
169390.41,95.25,82.98,167749.35,94.33
169390.41,95.25,82.98,167749.35,94.33
169390.41,95.25,82.98,167749.35,94.33
169390.41,95.25,82.98,167729.28,94.31
169390.41,95.25,82.98,167729.28,94.31
169390.41,95.25,82.98,167729.28,94.31
169390.41,95.25,82.98,167751.52,94.33
169390.41,95.25,82.98,167751.52,94.33
169390.41,95.25,82.98,167751.52,94.33
169390.41,95.25,82.98,167794.33,94.35
169390.41,95.25,82.98,167794.33,94.35
169390.41,95.25,82.98,167794.33,94.35
169390.41,95.25,82.98,167794.33,94.35
169390.41,95.25,82.98,167794.33,94.35
169390.41,95.25,82.98,167794.33,94.35
169390.41,95.25,82.98,167794.33,94.35
169390.41,95.25,82.98,167794.33,94.35
169390.41,95.25,82.98,167794.33,94.35
169390.41,95.25,82.98,167794.33,94.35
169390.41,95.25,82.98,167794.33,94.35
169390.41,95.25,82.98,167794.33,94.35
169390.41,95.25,82.98,167794.33,94.35
169390.41,95.25,82.98,167794.33,94.35
169390.41,95.25,82.98,167794.33,94.35
169390.41,95.25,82.98,167794.33,94.35
169390.41,95.25,82.98,167794.33,94.35
169390.41,95.25,82.98,167794.33,94.35
169390.41,95.25,82.98,167794.33,94.35
169390.41,95.25,82.98,167794.33,94.35
169390.41,95.25,82.98,167794.33,94.35
169390.41,95.25,82.98,167794.33,94.35
169390.41,95.25,82.98,167794.33,94.35
169390.41,95.25,82.98,167794.33,94.35
169390.41,95.25,82.98,167794.33,94.35
169390.41,95.25,82.98,167794.33,94.35
169390.41,95.25,82.98,167794.33,94.35
169390.41,95.25,82.98,167794.33,94.35
169390.41,95.25,82.98,167794.33,94.35
169390.41,95.25,82.98,167794.33,94.35
169390.41,95.25,82.98,167794.33,94.35
169390.41,95.25,82.98,167794.33,94.35
169390.41,95.25,82.98,167794.33,94.35
169390.41,95.25,82.98,167794.33,94.35
169390.41,95.25,82.98,167794.33,94.35
169390.41,95.25,82.98,167794.33,94.35
169390.41,95.25,82.98,167794.33,94.35
169390.41,95.25,82.98,167794.33,94.35
169390.41,95.25,82.98,167794.33,94.35
169281.6,95.25,82.98,167685.52,94.35
169281.6,95.25,82.98,167685.52,94.35
169281.6,95.25,82.98,167685.52,94.35
169281.6,95.25,82.98,167685.52,94.35
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167527.08,94.34
169122.79,95.24,82.98,167539.24,94.35
169122.79,95.24,82.98,167539.24,94.35
168963.98,95.24,82.97,167381.0,94.35
168963.98,95.24,82.97,167381.0,94.35
168963.98,95.24,82.97,167381.0,94.35
168963.98,95.24,82.97,167381.0,94.35
168963.98,95.24,82.97,167381.0,94.35
168963.98,95.24,82.97,167381.0,94.35
168963.98,95.24,82.97,167381.0,94.35
168963.98,95.24,82.97,167381.0,94.35
168963.98,95.24,82.97,167381.0,94.35
168963.98,95.24,82.97,167381.0,94.35
168963.98,95.24,82.97,167381.0,94.35
168963.98,95.24,82.97,167381.0,94.35
168963.98,95.24,82.97,167381.0,94.35
168963.98,95.24,82.97,167381.0,94.35
