ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_71c5-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_milli,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_71c5-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_ratio,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_71c5-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_q124,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_71c5-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_milli,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_71c5-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_ratio
527766.29,12.64,2.42,216816.46,5.19
527664.07,12.64,2.42,216816.59,5.2
527561.85,12.65,2.42,216816.27,5.2
527459.63,12.65,2.42,216816.27,5.2
527357.41,12.65,2.42,216839.9,5.2
527255.19,12.65,2.42,216904.87,5.2
527255.19,12.65,2.42,216904.87,5.2
527152.97,12.65,2.43,217236.97,5.21
527050.75,12.65,2.43,217237.06,5.21
526959.76,12.65,2.43,216959.05,5.21
527034.93,12.65,2.43,216991.01,5.21
527121.34,12.66,2.44,216990.73,5.21
526763.17,12.65,2.43,216686.74,5.2
526986.45,12.66,2.44,216686.74,5.2
526884.23,12.66,2.44,216734.98,5.21
526725.61,12.65,2.43,216576.14,5.2
526725.61,12.65,2.43,216576.14,5.2
526623.39,12.66,2.43,216556.7,5.2
526464.76,12.65,2.43,216398.07,5.2
526362.54,12.65,2.43,216383.02,5.2
526271.55,12.65,2.43,216992.18,5.22
526158.09,12.65,2.43,216862.3,5.22
526244.5,12.66,2.44,216862.12,5.22
526142.28,12.66,2.44,216862.12,5.22
526040.06,12.66,2.44,216865.25,5.22
525937.84,12.66,2.44,216862.45,5.22
525835.62,12.66,2.44,216862.21,5.22
525922.02,12.67,2.44,216862.33,5.22
525819.8,12.67,2.44,217303.67,5.23
525906.21,12.67,2.45,217418.05,5.24
526232.16,12.68,2.46,217417.87,5.24
526129.94,12.68,2.46,217417.96,5.24
526027.71,12.68,2.46,217417.87,5.24
525732.21,12.67,2.45,217121.93,5.23
525364.04,12.67,2.45,217427.35,5.24
525261.82,12.67,2.45,217459.73,5.24
525348.22,12.67,2.45,217216.96,5.24
525246.0,12.67,2.45,217186.35,5.24
525332.41,12.68,2.46,217694.94,5.25
525332.41,12.68,2.46,217694.94,5.25
525230.19,12.68,2.46,217551.28,5.25
525316.59,12.68,2.46,217662.34,5.26
525642.54,12.69,2.47,217963.9,5.26
525865.83,12.7,2.48,218030.86,5.27
525497.66,12.69,2.47,217769.21,5.26
525395.44,12.69,2.47,217933.09,5.26
525293.22,12.69,2.47,217933.46,5.27
525191.0,12.69,2.47,217932.9,5.27
525516.94,12.7,2.48,217932.9,5.27
525603.35,12.71,2.49,217961.39,5.27
525689.76,12.71,2.49,217932.9,5.27
525321.59,12.7,2.48,217932.9,5.27
525027.45,12.7,2.48,217659.86,5.26
524925.23,12.7,2.48,218429.44,5.28
524823.01,12.7,2.48,218429.25,5.29
524605.86,12.7,2.47,218216.36,5.28
524503.64,12.7,2.47,218216.36,5.28
524726.93,12.7,2.48,218241.85,5.28
524624.71,12.7,2.48,218245.91,5.28
524624.71,12.7,2.48,218245.91,5.28
524522.49,12.7,2.48,218359.17,5.29
524420.27,12.71,2.48,218359.3,5.29
524214.76,12.7,2.48,218156.77,5.29
524312.4,12.71,2.48,218125.58,5.29
524627.11,12.71,2.49,218263.8,5.29
524258.94,12.71,2.49,218076.05,5.29
524156.72,12.71,2.49,218075.73,5.29
524054.5,12.71,2.49,218075.73,5.29
523792.71,12.7,2.48,219265.34,5.32
523690.49,12.7,2.48,219390.41,5.32
523588.27,12.7,2.48,219349.32,5.32
523674.67,12.71,2.49,219268.91,5.32
524086.87,12.72,2.5,219869.04,5.34
523984.65,12.72,2.5,219884.67,5.34
523882.42,12.72,2.5,219854.11,5.34
523783.81,12.72,2.5,219849.02,5.34
523498.01,12.71,2.49,219535.78,5.33
523395.79,12.71,2.49,219474.65,5.33
523395.79,12.71,2.49,219474.65,5.33
523293.57,12.71,2.49,219474.46,5.33
523191.35,12.72,2.49,219474.46,5.33
523414.64,12.72,2.5,219531.61,5.34
523119.13,12.72,2.49,219489.05,5.34
523016.91,12.72,2.5,220238.53,5.36
522914.69,12.72,2.5,220306.28,5.36
522812.46,12.72,2.5,220313.06,5.36
523146.49,12.73,2.51,220660.16,5.37
523044.27,12.73,2.51,220666.94,5.37
523267.56,12.74,2.51,220891.0,5.38
523165.34,12.74,2.51,220897.78,5.38
523076.23,12.74,2.52,220301.46,5.36
523058.81,12.74,2.52,220191.46,5.36
522241.04,12.74,2.52,220191.27,5.37
522138.82,12.75,2.52,220092.8,5.37
522036.6,12.75,2.52,220099.58,5.37
521769.12,12.74,2.52,219805.41,5.37
521666.9,12.74,2.52,219706.94,5.37
521943.52,12.75,2.53,219615.25,5.36
521943.52,12.75,2.53,219611.04,5.36
522052.4,12.75,2.53,219126.46,5.35
521950.18,12.76,2.53,219505.79,5.36
521847.96,12.76,2.53,219410.34,5.36
521923.13,12.76,2.54,219196.59,5.36
521998.3,12.76,2.54,219614.62,5.37
521909.19,12.77,2.54,219018.29,5.36
521891.77,12.77,2.55,218908.29,5.36
522115.05,12.78,2.55,219233.33,5.36
522012.83,12.78,2.55,219142.68,5.36
522012.83,12.78,2.55,219142.68,5.36
522012.83,12.78,2.55,219142.68,5.36
522012.83,12.78,2.55,219142.68,5.36
521910.61,12.78,2.55,219141.64,5.36
521808.39,12.78,2.56,219124.89,5.37
521706.17,12.78,2.56,219049.95,5.37
521603.95,12.78,2.56,218959.3,5.36
521501.73,12.78,2.56,218958.26,5.37
521399.51,12.78,2.56,218958.08,5.37
521399.51,12.78,2.56,218958.08,5.37
521725.46,12.79,2.57,218958.08,5.37
521367.29,12.78,2.56,218973.35,5.37
521367.29,12.78,2.56,218921.59,5.37
521265.07,12.78,2.56,218916.5,5.37
520969.56,12.78,2.55,218623.97,5.36
521192.84,12.78,2.56,218811.26,5.37
521103.74,12.78,2.56,218121.03,5.35
521427.69,12.79,2.57,218449.53,5.36
521325.47,12.79,2.57,218430.17,5.36
521135.25,12.79,2.57,218220.05,5.36
521358.54,12.8,2.58,218132.21,5.35
521063.03,12.79,2.57,217837.17,5.35
520960.81,12.79,2.57,217745.49,5.35
520869.83,12.79,2.57,218516.47,5.37
520756.37,12.79,2.57,218331.17,5.36
521082.32,12.8,2.58,218766.13,5.38
521168.72,12.81,2.59,218879.98,5.38
521066.5,12.81,2.59,218861.0,5.38
520964.28,12.81,2.59,218861.0,5.38
520862.06,12.81,2.59,218861.0,5.38
520493.89,12.8,2.58,218486.04,5.37
520819.84,12.81,2.59,218486.04,5.37
520717.62,12.81,2.59,218662.14,5.38
520615.4,12.81,2.59,218668.53,5.38
520513.18,12.81,2.59,218576.85,5.38
520410.96,12.81,2.59,218576.85,5.38
520308.73,12.82,2.59,218583.63,5.38
520395.14,12.82,2.6,218479.01,5.38
520481.55,12.82,2.6,219179.93,5.4
520189.41,12.82,2.6,218937.88,5.4
520087.19,12.82,2.6,218878.78,5.39
519984.97,12.82,2.6,218780.31,5.39
519616.8,12.81,2.59,218499.46,5.39
519527.69,12.81,2.59,217903.13,5.37
519527.69,12.81,2.59,217903.13,5.37
519420.43,12.81,2.59,217794.29,5.37
519403.01,12.81,2.59,217684.29,5.37
519300.79,12.81,2.59,217684.42,5.37
519387.2,12.82,2.6,217684.1,5.37
519284.98,12.82,2.6,217684.1,5.37
518467.21,12.82,2.6,217683.91,5.38
518364.99,12.82,2.6,217699.25,5.39
518451.4,12.83,2.61,217691.5,5.39
518349.17,12.83,2.61,217683.91,5.39
518246.95,12.83,2.61,218151.23,5.4
518572.9,12.84,2.62,218430.74,5.41
518470.68,12.84,2.62,218422.22,5.41
518470.68,12.84,2.62,218482.48,5.41
518368.46,12.84,2.62,218399.32,5.41
518266.24,12.84,2.62,218399.41,5.41
518164.02,12.84,2.62,218399.13,5.41
518061.8,12.84,2.62,218406.25,5.41
518338.42,12.85,2.63,218399.13,5.42
518236.2,12.85,2.63,218444.76,5.42
518133.98,12.85,2.63,218401.92,5.42
518447.56,12.86,2.64,219177.6,5.44
518447.56,12.86,2.64,219177.6,5.44
518533.96,12.87,2.65,219381.97,5.44
518431.74,12.87,2.65,219373.45,5.45
518518.15,12.87,2.65,219459.49,5.45
518518.15,12.87,2.65,219498.83,5.45
518741.43,12.88,2.66,219565.79,5.45
518639.21,12.88,2.66,219696.87,5.46
518536.99,12.88,2.66,219696.69,5.46
518760.28,12.89,2.67,219696.69,5.46
518658.06,12.89,2.67,220064.89,5.47
518555.84,12.89,2.67,219952.48,5.47
518346.96,12.89,2.66,219738.58,5.46
518660.54,12.9,2.67,219591.6,5.46
518558.32,12.9,2.67,219591.43,5.46
518456.1,12.9,2.68,220471.76,5.48
518353.87,12.9,2.68,220471.74,5.49
518262.89,12.9,2.68,220051.23,5.48
517904.72,12.89,2.67,219751.28,5.47
517798.97,12.89,2.67,219964.33,5.48
517553.46,12.89,2.66,219754.59,5.47
517451.24,12.89,2.67,219781.46,5.47
517785.27,12.9,2.68,219246.67,5.46
517683.05,12.9,2.68,219229.09,5.46
517628.28,12.9,2.68,219354.35,5.47
517526.06,12.9,2.68,219486.4,5.47
517874.48,12.91,2.69,219455.09,5.47
517772.26,12.91,2.69,219455.22,5.47
517995.55,12.92,2.7,219454.9,5.47
517882.09,12.92,2.7,219934.3,5.49
517779.87,12.92,2.7,220072.85,5.49
517693.92,12.92,2.7,219939.11,5.49
517487.88,12.92,2.7,220739.03,5.51
517574.28,12.92,2.7,220661.45,5.51
517660.69,12.93,2.71,220616.03,5.51
517558.47,12.93,2.71,220678.64,5.51
517456.25,12.93,2.71,221340.53,5.53
517542.65,12.93,2.71,221475.66,5.53
517440.43,12.93,2.71,221475.47,5.54
517338.21,12.93,2.71,221475.47,5.54
517338.21,12.93,2.71,221475.47,5.54
517132.7,12.93,2.71,221234.53,5.53
517458.65,12.94,2.72,221234.53,5.53
517545.06,12.94,2.72,221260.84,5.53
517631.46,12.95,2.73,221236.16,5.53
517529.24,12.95,2.73,221662.1,5.55
517427.02,12.95,2.73,221816.4,5.55
517324.8,12.95,2.73,221939.43,5.56
517222.58,12.95,2.73,221908.88,5.56
517120.36,12.95,2.73,221847.74,5.56
517018.14,12.95,2.73,221839.22,5.56
516729.29,12.95,2.73,221551.53,5.55
516729.29,12.95,2.73,221588.24,5.55
516361.13,12.94,2.72,221322.17,5.55
516258.9,12.94,2.72,221239.0,5.55
516345.31,12.95,2.72,221352.85,5.55
516243.09,12.95,2.72,221334.16,5.55
516140.87,12.95,2.72,221242.47,5.55
516227.27,12.95,2.73,221429.03,5.56
516313.68,12.96,2.73,221428.85,5.56
516400.09,12.96,2.74,221428.85,5.56
516064.29,12.95,2.73,221054.3,5.55
516150.69,12.96,2.74,221054.3,5.55
516048.47,12.96,2.74,221061.27,5.55
516048.47,12.96,2.74,221042.15,5.55
515946.25,12.96,2.74,221036.77,5.55
515844.03,12.96,2.74,221051.36,5.55
515741.81,12.96,2.74,221046.33,5.56
515965.09,12.97,2.75,221926.2,5.58
515856.47,12.97,2.74,221817.36,5.58
515754.25,12.97,2.75,221817.49,5.58
515458.74,12.96,2.74,221477.98,5.57
515356.52,12.96,2.74,221478.13,5.57
515254.3,12.96,2.74,221477.66,5.57
515254.3,12.96,2.74,221507.2,5.57
515152.08,12.96,2.74,221613.57,5.58
515049.85,12.96,2.74,221634.78,5.58
515363.43,12.97,2.75,221509.91,5.58
515261.21,12.97,2.75,222017.13,5.59
515158.99,12.97,2.75,221915.36,5.59
515069.88,12.98,2.75,221319.03,5.58
514863.84,12.97,2.75,221023.63,5.57
514761.61,12.97,2.75,221006.89,5.57
514659.39,12.98,2.75,220931.94,5.57
514985.34,12.99,2.76,220932.83,5.57
515071.75,12.99,2.77,220931.76,5.57
514969.53,12.99,2.77,220931.76,5.57
515055.93,13.0,2.77,220931.76,5.57
514687.76,12.99,2.77,220950.62,5.58
514687.76,12.99,2.77,220971.95,5.58
514585.54,12.99,2.77,220965.8,5.58
514899.12,13.0,2.78,220953.08,5.58
515225.07,13.01,2.79,222093.1,5.61
515122.85,13.01,2.79,222219.02,5.61
515209.26,13.01,2.79,222218.83,5.61
514841.09,13.01,2.78,221814.56,5.6
515167.04,13.02,2.79,221814.56,5.6
515167.04,13.02,2.79,221850.57,5.6
515064.82,13.02,2.79,221850.57,5.61
514906.19,13.01,2.79,221690.59,5.6
514538.02,13.0,2.78,221853.57,5.61
514202.22,13.0,2.78,221525.42,5.6
514478.84,13.01,2.78,221375.88,5.6
514565.24,13.01,2.79,221362.43,5.6
514463.02,13.01,2.79,221980.12,5.61
514549.43,13.02,2.79,222185.27,5.62
514447.21,13.02,2.8,222246.86,5.62
514447.21,13.02,2.8,222247.0,5.62
514344.99,13.02,2.8,222247.13,5.63
514670.94,13.03,2.81,222249.12,5.63
514568.71,13.03,2.81,222251.35,5.63
514655.12,13.03,2.81,222246.82,5.63
514552.9,13.03,2.81,222416.33,5.63
514450.68,13.04,2.81,222250.89,5.63
514359.7,13.04,2.81,222899.93,5.65
513541.93,13.04,2.82,222899.74,5.66
513428.47,13.04,2.82,222864.53,5.66
513326.25,13.04,2.82,222772.84,5.66
513224.03,13.04,2.82,222772.84,5.66
512828.34,13.04,2.81,222377.16,5.65
512726.12,13.04,2.81,222376.98,5.65
512440.32,13.03,2.81,222144.14,5.65
512072.15,13.02,2.8,221774.43,5.64
511969.93,13.02,2.8,221774.42,5.64
512295.88,13.03,2.81,221774.42,5.64
512193.66,13.03,2.81,221812.54,5.64
512280.06,13.04,2.82,221774.42,5.64
512177.84,13.04,2.82,221774.42,5.65
512075.62,13.04,2.82,221898.86,5.65
512162.03,13.04,2.82,222584.54,5.67
512059.81,13.05,2.82,222591.32,5.67
511770.96,13.04,2.82,222425.71,5.67
511402.8,13.03,2.81,222020.03,5.66
511489.2,13.04,2.81,222090.77,5.66
511386.98,13.04,2.81,222082.24,5.66
511473.39,13.04,2.82,222168.28,5.66
511154.37,13.03,2.81,221816.62,5.66
511118.86,13.03,2.81,220727.13,5.63
511118.86,13.03,2.81,220691.12,5.63
511016.64,13.04,2.81,220691.12,5.63
510914.42,13.04,2.81,220691.12,5.63
511240.37,13.05,2.82,220691.12,5.63
511516.99,13.05,2.83,220691.24,5.63
511414.77,13.06,2.83,220691.12,5.63
511125.93,13.05,2.83,220691.12,5.63
511023.7,13.05,2.83,220888.57,5.64
510921.48,13.05,2.83,220857.41,5.64
510819.26,13.05,2.83,221213.91,5.65
510717.04,13.05,2.83,221214.04,5.65
510614.82,13.05,2.83,221214.2,5.65
510512.6,13.05,2.83,221213.73,5.66
510308.16,13.06,2.83,221314.76,5.66
510394.56,13.06,2.84,221219.53,5.66
510394.56,13.06,2.84,221257.08,5.66
510026.39,13.05,2.83,220884.29,5.65
510112.8,13.06,2.83,220879.72,5.65
510199.21,13.06,2.84,221443.96,5.67
510096.99,13.06,2.84,221413.41,5.67
509994.76,13.06,2.84,221352.27,5.67
510320.71,13.07,2.85,221465.12,5.67
509502.94,13.08,2.86,221464.94,5.69
509400.72,13.08,2.86,221634.39,5.69
509298.5,13.08,2.86,221669.35,5.69
509196.28,13.08,2.86,221590.42,5.69
509094.06,13.08,2.86,221572.83,5.69
508991.84,13.08,2.86,223088.85,5.73
508623.67,13.07,2.85,222774.86,5.73
509069.58,13.09,2.87,222197.65,5.71
509069.58,13.09,2.87,222170.98,5.71
509144.75,13.09,2.87,221367.95,5.69
509115.8,13.09,2.87,222714.35,5.73
509013.58,13.09,2.87,222714.17,5.73
508911.36,13.09,2.87,222714.17,5.73
508809.13,13.09,2.87,222730.19,5.73
509016.45,13.1,2.88,221807.96,5.71
509218.12,13.11,2.89,222558.0,5.73
509115.9,13.11,2.89,222551.82,5.73
509013.68,13.11,2.89,222542.02,5.73
508911.46,13.11,2.89,222783.76,5.74
508997.87,13.12,2.89,222807.19,5.74
508997.87,13.12,2.89,222788.99,5.74
509084.27,13.12,2.9,222873.06,5.74
509084.27,13.12,2.9,222902.53,5.75
508982.05,13.12,2.9,222902.62,5.75
508879.83,13.12,2.9,222902.34,5.75
508966.24,13.13,2.91,222912.12,5.75
508966.24,13.13,2.91,222956.47,5.75
508864.02,13.13,2.91,222964.18,5.75
509189.96,13.14,2.92,222968.44,5.75
509087.74,13.14,2.92,222956.84,5.75
508985.52,13.14,2.92,223503.05,5.77
508765.83,13.14,2.91,223200.63,5.76
508663.61,13.14,2.91,223345.45,5.77
508561.39,13.14,2.92,223345.58,5.77
508561.39,13.14,2.92,223345.58,5.77
508647.8,13.14,2.92,223345.26,5.77
508734.21,13.15,2.93,223350.03,5.77
508631.98,13.15,2.93,223346.47,5.77
508518.52,13.15,2.93,223179.12,5.77
508844.47,13.16,2.94,223178.13,5.77
508476.3,13.15,2.93,223309.89,5.78
508374.08,13.15,2.93,223281.51,5.78
508786.27,13.16,2.94,223238.62,5.78
508491.58,13.16,2.93,223993.31,5.8
508079.49,13.15,2.93,222996.03,5.77
507966.03,13.15,2.93,222814.89,5.77
507863.81,13.15,2.93,222723.21,5.77
507863.81,13.15,2.93,222743.63,5.77
507761.59,13.16,2.93,222743.63,5.77
507659.36,13.16,2.93,222732.69,5.77
507985.31,13.17,2.94,223022.18,5.78
507985.31,13.17,2.94,223022.18,5.78
508261.93,13.18,2.95,222930.49,5.78
508159.71,13.18,2.95,223309.82,5.79
508057.49,13.18,2.95,223301.29,5.79
507955.27,13.18,2.96,223218.13,5.79
507597.1,13.17,2.95,222914.14,5.78
507683.51,13.17,2.95,223027.98,5.79
507769.91,13.18,2.96,223160.86,5.79
507667.69,13.18,2.96,223122.37,5.79
507667.69,13.18,2.96,223119.96,5.79
507565.47,13.18,2.96,223002.74,5.79
507474.49,13.18,2.96,223203.86,5.8
507185.65,13.18,2.95,222914.54,5.79
507185.65,13.18,2.95,222914.54,5.79
507397.7,13.18,2.96,223032.98,5.8
507295.47,13.18,2.96,223032.79,5.8
507295.47,13.18,2.96,223032.79,5.8
507193.25,13.19,2.96,223032.79,5.8
507091.03,13.19,2.96,223037.08,5.8
506988.81,13.19,2.96,223033.28,5.8
506886.59,13.19,2.97,223101.97,5.8
507109.88,13.2,2.97,223105.66,5.81
507443.91,13.21,2.98,223720.88,5.82
507077.66,13.2,2.98,223346.81,5.81
506782.15,13.19,2.97,223057.25,5.81
506683.3,13.19,2.97,223147.12,5.81
506581.08,13.19,2.97,223147.12,5.81
506478.86,13.19,2.97,223147.12,5.81
506565.26,13.2,2.98,223147.2,5.81
506565.26,13.2,2.98,223168.62,5.81
506788.55,13.21,2.98,223169.37,5.82
506686.33,13.21,2.99,223168.54,5.82
506584.11,13.21,2.99,223486.02,5.83
506670.52,13.21,2.99,223730.92,5.83
506568.29,13.21,2.99,223772.83,5.84
506466.07,13.21,2.99,223772.97,5.84
506466.07,13.21,2.99,223772.97,5.84
506363.85,13.22,2.99,223773.12,5.84
506261.63,13.22,2.99,223772.65,5.84
506484.92,13.22,3.0,223918.27,5.85
506382.7,13.23,3.0,223906.57,5.85
506280.48,13.23,3.0,223855.66,5.85
506178.26,13.23,3.0,223855.48,5.85
506076.03,13.23,3.01,223855.48,5.85
505973.81,13.23,3.01,224251.84,5.86
505871.59,13.23,3.01,224210.74,5.86
505758.13,13.23,3.01,225014.61,5.89
505655.91,13.23,3.01,225014.75,5.89
505753.56,13.24,3.01,225555.92,5.9
505828.72,13.24,3.02,225618.46,5.91
505726.5,13.24,3.02,225618.61,5.91
505520.99,13.24,3.01,225509.32,5.9
505520.99,13.24,3.01,225505.26,5.9
505520.99,13.24,3.01,225522.61,5.91
505222.11,13.23,3.01,225218.72,5.9
505222.11,13.23,3.01,225228.64,5.9
505222.11,13.23,3.01,225213.46,5.9
505539.98,13.24,3.02,225224.24,5.9
505660.11,13.25,3.02,225019.63,5.89
505557.89,13.25,3.02,225014.15,5.9
505557.89,13.25,3.02,225030.26,5.9
505781.17,13.26,3.03,225024.49,5.9
505667.71,13.26,3.03,225711.74,5.92
505777.0,13.26,3.04,225466.16,5.91
505629.42,13.26,3.04,225251.09,5.91
505472.31,13.26,3.04,225092.25,5.9
505365.06,13.25,3.03,224983.41,5.9
505365.06,13.25,3.03,224970.55,5.9
505451.46,13.26,3.04,225492.39,5.92
505362.35,13.26,3.04,224802.16,5.9
505156.85,13.26,3.03,224575.02,5.89
504950.8,13.25,3.03,224373.53,5.89
504848.58,13.26,3.03,224515.19,5.89
504746.36,13.26,3.03,224515.01,5.9
504421.62,13.25,3.03,223969.16,5.88
504319.4,13.25,3.03,223969.15,5.88
504171.82,13.25,3.03,224421.04,5.9
504497.77,13.26,3.04,224421.04,5.9
504395.55,13.26,3.04,224718.14,5.91
504293.33,13.26,3.04,224541.65,5.9
504379.74,13.27,3.04,224498.92,5.9
503561.97,13.27,3.05,224498.73,5.92
503459.75,13.27,3.05,224498.73,5.92
503557.39,13.28,3.06,225308.37,5.94
503443.93,13.28,3.06,225179.53,5.94
503075.76,13.27,3.05,224857.68,5.93
503409.79,13.28,3.06,224868.68,5.93
503307.57,13.28,3.06,224862.24,5.93
503205.35,13.28,3.06,224857.68,5.94
503103.13,13.28,3.06,225118.04,5.94
502726.88,13.28,3.05,225151.31,5.95
502624.66,13.28,3.05,224967.46,5.94
502329.15,13.27,3.05,224661.39,5.94
502415.55,13.28,3.05,224594.16,5.93
502314.71,13.28,3.05,224801.61,5.94
502314.71,13.28,3.05,224815.59,5.94
502212.48,13.28,3.06,224815.4,5.94
502110.26,13.28,3.06,224815.4,5.95
502008.04,13.28,3.06,224820.44,5.95
501905.82,13.28,3.06,224838.11,5.95
502318.01,13.29,3.07,225273.8,5.96
502138.41,13.29,3.07,225003.01,5.95
502138.41,13.29,3.07,224985.66,5.95
502451.99,13.3,3.08,224985.47,5.95
502131.99,13.29,3.07,224665.47,5.95
502029.77,13.29,3.07,224665.47,5.95
502029.77,13.29,3.07,224683.73,5.95
501734.96,13.28,3.06,225577.18,5.97
501449.16,13.28,3.06,225580.39,5.97
501346.94,13.28,3.06,225577.21,5.97
501672.89,13.29,3.07,225577.18,5.98
501896.17,13.3,3.08,225960.16,5.99
501793.95,13.3,3.08,225681.18,5.98
501691.73,13.3,3.08,225637.26,5.98
501589.51,13.3,3.08,225637.09,5.98
501487.29,13.3,3.08,226500.13,6.01
501487.29,13.3,3.08,226487.32,6.01
501487.29,13.3,3.08,226501.3,6.01
501596.17,13.31,3.08,226027.19,6.0
501705.46,13.31,3.09,225605.67,5.99
501746.51,13.32,3.09,225993.99,6.0
501746.51,13.32,3.09,225993.99,6.0
501644.29,13.32,3.1,225993.98,6.0
501644.29,13.32,3.1,225993.98,6.0
501542.07,13.32,3.1,226050.33,6.0
501325.75,13.31,3.09,225801.1,6.0
501651.7,13.32,3.1,225789.38,6.0
501549.48,13.32,3.1,225796.61,6.0
501447.26,13.33,3.1,225872.48,6.0
501760.84,13.34,3.11,225872.29,6.0
501658.62,13.34,3.11,225872.29,6.0
501745.02,13.34,3.12,226379.66,6.02
501642.8,13.34,3.12,226469.06,6.02
501540.58,13.34,3.12,226451.87,6.02
501438.36,13.34,3.12,226457.02,6.03
501524.77,13.35,3.13,226387.56,6.03
501611.17,13.35,3.13,226362.46,6.03
501508.95,13.36,3.13,227218.3,6.05
501406.73,13.36,3.13,227143.9,6.05
501304.51,13.36,3.14,227052.21,6.05
501202.29,13.36,3.14,227052.21,6.05
501100.07,13.36,3.14,227052.02,6.05
500997.85,13.36,3.14,227052.02,6.05
501311.43,13.37,3.15,227053.55,6.06
501209.21,13.37,3.15,227052.02,6.06
501295.61,13.38,3.15,227052.02,6.06
501518.9,13.38,3.16,227052.02,6.06
501233.1,13.38,3.16,226768.24,6.05
501130.88,13.38,3.16,227688.26,6.08
501028.66,13.38,3.16,227610.15,6.08
500926.43,13.38,3.16,227610.28,6.08
500824.21,13.38,3.16,227610.43,6.08
500006.45,13.39,3.17,227610.25,6.09
499639.65,13.38,3.16,227242.34,6.09
499965.6,13.39,3.17,227241.87,6.09
499863.38,13.39,3.17,227338.47,6.09
499761.15,13.39,3.17,227340.37,6.09
499658.93,13.39,3.17,227241.87,6.09
499567.95,13.39,3.17,227783.99,6.11
499465.73,13.39,3.17,227783.81,6.11
499352.27,13.4,3.17,227661.03,6.11
499250.05,13.4,3.17,227677.78,6.11
499576.0,13.41,3.18,227674.45,6.11
499576.0,13.41,3.18,227738.73,6.11
499662.4,13.41,3.19,227726.19,6.11
499662.4,13.41,3.19,227726.19,6.11
499560.18,13.41,3.19,227868.7,6.12
499873.76,13.42,3.2,227728.84,6.12
499771.54,13.42,3.2,227725.32,6.12
499669.32,13.42,3.2,228791.23,6.15
499333.52,13.42,3.2,228544.06,6.14
499231.3,13.42,3.2,228535.53,6.14
499231.3,13.42,3.2,228535.53,6.14
499317.71,13.42,3.2,228621.57,6.15
499022.2,13.42,3.19,228302.59,6.14
498919.98,13.42,3.2,228210.91,6.14
498721.32,13.41,3.19,227855.34,6.13
498619.1,13.41,3.19,227855.34,6.13
498413.05,13.41,3.19,226919.19,6.11
498310.83,13.41,3.19,226919.28,6.11
498310.83,13.41,3.19,226916.74,6.11
498208.61,13.41,3.19,226916.93,6.11
498106.39,13.41,3.19,226916.46,6.11
498004.17,13.42,3.19,226950.18,6.11
498090.57,13.42,3.2,226921.66,6.11
497726.63,13.41,3.19,226681.31,6.11
497624.41,13.41,3.19,226677.77,6.11
497522.19,13.41,3.19,226994.19,6.12
497608.6,13.42,3.2,227037.82,6.12
497506.37,13.42,3.2,227037.64,6.12
497404.15,13.42,3.2,227037.64,6.13
497627.44,13.43,3.21,227237.1,6.13
497713.85,13.43,3.21,227092.48,6.13
497713.85,13.43,3.21,227156.28,6.13
497611.63,13.44,3.21,227101.44,6.13
497509.4,13.44,3.21,227647.6,6.15
497595.81,13.44,3.22,227754.76,6.15
497493.59,13.44,3.22,227805.13,6.16
497404.48,13.44,3.22,227208.81,6.14
497036.31,13.44,3.21,226849.46,6.13
496830.26,13.43,3.21,226554.06,6.13
496916.67,13.44,3.22,226554.06,6.13
496814.45,13.44,3.22,226554.06,6.13
496712.23,13.44,3.22,226554.06,6.13
496610.01,13.44,3.22,226554.29,6.13
496507.79,13.44,3.22,226554.06,6.13
496212.28,13.44,3.21,226227.23,6.13
496110.06,13.44,3.21,226227.23,6.13
495292.29,13.44,3.22,226227.05,6.14
495190.07,13.44,3.22,226227.05,6.14
495087.85,13.45,3.22,226414.5,6.15
495174.25,13.45,3.23,226414.32,6.15
495260.66,13.46,3.23,226414.32,6.15
495672.85,13.47,3.25,226414.32,6.15
495288.44,13.46,3.24,226414.99,6.15
495186.22,13.46,3.24,226414.32,6.15
495598.41,13.47,3.25,226414.32,6.16
495684.81,13.48,3.26,226794.18,6.17
495684.81,13.48,3.26,226789.63,6.17
495582.59,13.48,3.26,226979.84,6.17
495276.66,13.47,3.25,226409.76,6.16
495174.44,13.47,3.25,227313.86,6.19
495260.85,13.48,3.26,227313.67,6.19
495347.25,13.48,3.26,227313.67,6.19
495245.03,13.48,3.26,227313.67,6.19
495468.32,13.49,3.27,227354.99,6.19
495794.27,13.5,3.28,227342.96,6.19
495880.68,13.51,3.29,227313.67,6.19
495471.79,13.51,3.29,227316.11,6.2
495369.57,13.51,3.29,227316.11,6.2
495267.35,13.51,3.29,228640.96,6.24
494971.84,13.51,3.29,228145.85,6.23
494752.15,13.5,3.28,228124.74,6.23
