ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fc42-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_milli,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fc42-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_ratio,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fc42-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_q124,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fc42-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_milli,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fc42-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_ratio
658288.22,10.6,0.38,178740.99,2.88
657887.07,10.59,0.37,178220.43,2.87
657485.92,10.59,0.37,177699.87,2.86
657876.34,10.6,0.37,177549.48,2.86
658286.57,10.6,0.38,177385.21,2.86
658660.93,10.61,0.39,177158.47,2.85
658165.35,10.61,0.38,176602.6,2.85
658355.58,10.61,0.39,176809.81,2.85
658316.05,10.61,0.39,176770.29,2.85
659020.9,10.62,0.4,176874.03,2.85
659411.32,10.63,0.41,176723.64,2.85
658895.94,10.62,0.4,176181.64,2.84
662487.06,10.68,0.46,179299.75,2.89
662897.28,10.69,0.47,179135.48,2.89
663307.5,10.7,0.47,179562.69,2.9
664586.33,10.72,0.49,180470.01,2.91
664484.11,10.72,0.49,180375.06,2.91
664587.94,10.72,0.5,180724.48,2.91
663902.36,10.71,0.49,179978.61,2.9
663386.98,10.7,0.48,179436.61,2.89
663284.76,10.7,0.48,179341.66,2.89
663078.71,10.7,0.48,178992.25,2.89
663488.94,10.71,0.48,179283.06,2.89
663879.36,10.71,0.49,179132.66,2.89
663819.58,10.71,0.49,178953.48,2.89
664210.0,10.72,0.5,178803.08,2.89
663714.42,10.72,0.49,178247.21,2.88
664088.79,10.72,0.5,178020.47,2.87
664029.01,10.72,0.5,177841.28,2.87
663969.23,10.72,0.5,177662.1,2.87
663839.71,10.72,0.5,177532.57,2.87
664230.13,10.73,0.51,177382.18,2.87
663734.55,10.72,0.5,176826.31,2.86
664124.97,10.73,0.51,176675.92,2.85
664515.39,10.74,0.52,176525.53,2.85
664413.17,10.74,0.52,176525.53,2.85
664803.59,10.75,0.53,176375.13,2.85
664308.02,10.74,0.52,175819.26,2.84
663622.44,10.73,0.51,175073.39,2.83
663622.44,10.73,0.51,175073.39,2.83
664530.68,10.75,0.53,175487.47,2.84
664921.1,10.76,0.53,175337.08,2.84
665311.52,10.76,0.54,175186.69,2.83
665311.52,10.76,0.54,175186.69,2.83
664625.94,10.75,0.53,174440.82,2.82
665016.36,10.76,0.54,174290.42,2.82
665721.21,10.78,0.55,174394.16,2.82
666021.43,10.78,0.56,174711.38,2.83
666411.85,10.79,0.57,174560.98,2.83
670002.96,10.85,0.62,177679.09,2.88
670742.07,10.86,0.64,177842.7,2.88
671132.49,10.87,0.65,177692.31,2.88
671216.91,10.87,0.65,177716.44,2.88
670531.33,10.86,0.64,176970.57,2.87
670921.75,10.87,0.65,176820.18,2.86
670236.18,10.86,0.64,176074.31,2.85
669960.6,10.86,0.63,175738.44,2.85
669900.82,10.86,0.63,175559.25,2.84
670291.24,10.86,0.64,175408.86,2.84
670996.09,10.88,0.65,175512.59,2.85
670500.51,10.87,0.65,174956.72,2.84
670910.73,10.88,0.66,174765.84,2.83
671301.15,10.89,0.66,174615.45,2.83
671675.52,10.89,0.67,174388.7,2.83
671355.52,10.89,0.67,174068.7,2.82
671745.94,10.9,0.68,173918.31,2.82
672136.36,10.91,0.68,173767.92,2.82
671450.78,10.9,0.67,173022.05,2.81
671391.0,10.9,0.67,172842.86,2.81
671801.22,10.9,0.68,173133.67,2.81
671115.65,10.89,0.67,172387.8,2.8
671525.87,10.9,0.68,172223.54,2.8
671030.29,10.9,0.67,171667.67,2.79
671404.66,10.9,0.68,171440.92,2.78
671795.08,10.91,0.69,171290.53,2.78
671665.56,10.91,0.69,171161.01,2.78
671150.18,10.9,0.68,170645.63,2.77
671540.6,10.91,0.69,170495.24,2.77
673245.44,10.94,0.72,171598.98,2.79
673239.86,10.94,0.72,171533.11,2.79
672744.29,10.93,0.71,170977.24,2.78
672642.07,10.93,0.71,170882.29,2.78
672582.29,10.93,0.71,170703.1,2.77
672576.71,10.93,0.71,170637.23,2.77
674281.56,10.96,0.74,171740.97,2.79
674221.78,10.96,0.74,171561.78,2.79
674612.2,10.97,0.75,171411.39,2.79
674096.82,10.96,0.74,170869.39,2.78
673861.24,10.96,0.74,170573.52,2.77
674769.48,10.98,0.75,170987.6,2.78
674449.48,10.97,0.75,170667.6,2.78
674859.71,10.98,0.76,170476.72,2.77
674269.93,10.97,0.75,169767.53,2.76
674660.35,10.98,0.76,169617.14,2.76
674164.77,10.97,0.75,169061.27,2.75
674555.19,10.98,0.76,168910.87,2.75
674659.02,10.98,0.76,169260.29,2.76
674452.97,10.98,0.76,168910.87,2.75
674452.97,10.98,0.76,168901.47,2.75
675361.21,11.0,0.77,169315.55,2.76
675751.63,11.0,0.78,169165.16,2.75
676490.73,11.02,0.8,169328.78,2.76
676881.15,11.03,0.8,169178.38,2.76
677586.0,11.04,0.82,169282.12,2.76
677090.42,11.03,0.81,168726.25,2.75
677480.84,11.04,0.82,168575.86,2.75
676965.46,11.03,0.81,168060.48,2.74
677355.88,11.04,0.82,167910.09,2.74
677766.1,11.05,0.83,167745.82,2.74
678176.33,11.06,0.84,168036.63,2.74
678566.75,11.07,0.84,167886.24,2.74
679271.59,11.08,0.86,167989.97,2.74
679736.67,11.09,0.87,168573.95,2.75
679031.29,11.08,0.86,167841.95,2.74
679421.71,11.09,0.86,167691.56,2.74
679831.93,11.1,0.87,167527.29,2.73
679242.15,11.09,0.87,166818.1,2.72
679632.57,11.1,0.87,166667.71,2.72
679978.84,11.1,0.88,167507.53,2.73
680369.26,11.11,0.89,167357.14,2.73
680759.68,11.12,0.9,167206.75,2.73
680699.9,11.12,0.9,167027.56,2.73
681439.01,11.13,0.91,167191.17,2.73
681309.48,11.13,0.91,167061.65,2.73
682909.16,11.16,0.94,168484.87,2.75
682589.16,11.15,0.93,168164.87,2.75
682093.59,11.15,0.92,167609.0,2.74
682503.81,11.15,0.93,167418.12,2.74
682914.03,11.16,0.94,167227.23,2.73
683822.27,11.18,0.96,167641.31,2.74
684196.64,11.19,0.96,167414.57,2.74
684571.0,11.19,0.97,167187.83,2.73
683885.42,11.19,0.96,166441.96,2.72
684590.27,11.2,0.98,166545.7,2.72
684431.64,11.2,0.97,166387.07,2.72
684371.86,11.2,0.97,166207.88,2.72
685076.71,11.21,0.99,166311.62,2.72
685486.93,11.22,1.0,166147.35,2.72
686765.76,11.24,1.02,167054.66,2.73
687175.98,11.25,1.02,167345.48,2.74
687385.24,11.25,1.03,168308.43,2.75
687759.61,11.26,1.04,168081.69,2.75
688667.85,11.27,1.05,168495.77,2.76
689058.27,11.28,1.06,168345.38,2.76
688562.69,11.28,1.05,167789.51,2.75
688953.11,11.28,1.06,167639.11,2.75
688247.73,11.27,1.05,166907.12,2.73
688242.16,11.28,1.05,166841.25,2.73
688652.38,11.28,1.06,166676.98,2.73
689026.74,11.29,1.07,166450.24,2.73
690305.58,11.31,1.09,167357.55,2.74
690245.8,11.31,1.09,167178.36,2.74
690636.22,11.32,1.1,167027.97,2.74
691341.06,11.33,1.11,167131.71,2.74
691751.28,11.34,1.12,166967.44,2.74
691045.9,11.33,1.11,166235.45,2.73
690550.33,11.33,1.1,165679.58,2.72
690448.11,11.33,1.1,165584.63,2.72
691187.21,11.34,1.12,165748.25,2.72
691597.43,11.35,1.13,165583.98,2.72
691987.85,11.36,1.14,165433.58,2.72
692362.22,11.37,1.14,165206.84,2.71
693270.46,11.38,1.16,165620.92,2.72
693975.3,11.39,1.17,165724.66,2.72
693289.72,11.39,1.16,164978.79,2.71
693284.15,11.39,1.16,164912.92,2.71
692598.57,11.38,1.15,164167.05,2.7
691912.99,11.37,1.14,163421.18,2.68
693191.83,11.39,1.17,164328.49,2.7
693203.07,11.39,1.17,164531.38,2.7
693089.61,11.39,1.17,164328.49,2.7
692499.83,11.38,1.16,163619.31,2.69
692564.45,11.38,1.16,163683.93,2.69
693472.69,11.4,1.18,164098.01,2.7
693882.91,11.41,1.18,163907.12,2.69
694293.13,11.41,1.19,163716.24,2.69
693797.56,11.41,1.19,163160.37,2.68
693791.98,11.41,1.19,163094.5,2.68
695070.81,11.43,1.21,164001.81,2.7
694775.43,11.43,1.2,163706.43,2.69
695683.68,11.44,1.22,164120.51,2.7
695554.15,11.44,1.22,163990.99,2.7
695964.38,11.45,1.23,163826.73,2.7
695468.8,11.44,1.22,163270.86,2.69
694973.22,11.44,1.21,162714.99,2.68
695363.64,11.44,1.22,162564.59,2.68
695315.02,11.44,1.22,162515.97,2.67
695705.44,11.45,1.23,162365.57,2.67
695680.06,11.45,1.23,162313.58,2.67
695550.54,11.45,1.23,162184.06,2.67
696458.78,11.47,1.24,162598.14,2.68
697197.88,11.48,1.26,162761.75,2.68
696512.3,11.47,1.25,162015.88,2.67
696576.92,11.47,1.25,162053.89,2.67
696397.37,11.47,1.25,161605.16,2.66
695691.99,11.46,1.24,160873.16,2.65
696396.83,11.47,1.25,160976.9,2.65
699987.95,11.53,1.31,164095.0,2.7
700334.22,11.54,1.32,164934.82,2.72
700724.64,11.55,1.33,164784.43,2.72
700245.12,11.54,1.32,164304.91,2.71
700635.54,11.55,1.33,164154.52,2.71
701025.96,11.56,1.34,164004.12,2.7
701730.8,11.57,1.35,164107.86,2.71
702141.02,11.58,1.36,163943.59,2.7
701645.44,11.57,1.35,163387.72,2.7
702035.86,11.58,1.36,163237.33,2.69
702446.09,11.59,1.37,163046.45,2.69
703724.92,11.61,1.39,163953.76,2.71
704135.14,11.62,1.4,163789.49,2.7
703955.59,11.62,1.4,163340.76,2.7
704660.43,11.63,1.41,163444.5,2.7
704145.05,11.63,1.4,162929.12,2.69
703629.67,11.62,1.4,162413.74,2.68
703114.29,11.61,1.39,161871.75,2.67
703114.29,11.61,1.39,161871.75,2.67
703864.6,11.63,1.4,162095.65,2.68
705143.43,11.65,1.42,163002.96,2.69
705297.86,11.65,1.43,163097.09,2.69
706658.84,11.67,1.45,163491.51,2.7
709040.7,11.71,1.49,164646.66,2.72
710401.68,11.74,1.52,165041.07,2.73
709906.11,11.73,1.51,164485.2,2.72
709410.53,11.72,1.5,163929.33,2.71
709342.02,11.73,1.5,164025.09,2.71
710170.23,11.74,1.52,164293.65,2.72
709484.65,11.73,1.51,163547.78,2.7
709549.27,11.73,1.51,163585.78,2.71
709583.12,11.74,1.51,163174.61,2.7
708897.55,11.73,1.5,162428.74,2.69
708211.97,11.72,1.49,161682.87,2.67
708211.97,11.72,1.49,161590.21,2.67
709140.39,11.73,1.51,162888.94,2.7
709466.34,11.74,1.52,162886.66,2.7
709364.12,11.74,1.52,163331.47,2.7
708848.74,11.73,1.51,162816.09,2.7
709058.0,11.74,1.52,163779.05,2.71
710439.85,11.76,1.54,163934.19,2.71
710371.35,11.76,1.54,163812.6,2.71
713962.47,11.82,1.6,166930.7,2.76
714738.49,11.84,1.62,167252.82,2.77
714033.11,11.83,1.61,166520.83,2.76
713930.89,11.83,1.61,166525.49,2.76
713801.37,11.83,1.61,166395.97,2.76
713481.37,11.82,1.6,166075.97,2.75
713113.2,11.82,1.6,165691.16,2.75
713010.98,11.82,1.6,165591.54,2.74
712908.76,11.82,1.6,165580.9,2.75
712806.54,11.82,1.6,165496.6,2.74
712810.19,11.82,1.6,165500.25,2.74
712707.97,11.82,1.6,165489.61,2.74
712038.45,11.81,1.59,164820.09,2.73
711455.27,11.8,1.58,164236.91,2.72
711353.05,11.8,1.58,164152.61,2.72
711438.79,11.8,1.58,164212.73,2.72
710944.53,11.8,1.58,163692.85,2.72
711030.28,11.8,1.58,163752.97,2.72
711030.28,11.8,1.58,163752.97,2.72
710928.05,11.8,1.58,163658.02,2.72
710825.83,11.8,1.58,163658.02,2.72
710757.33,11.8,1.58,163753.78,2.72
711585.53,11.82,1.59,164022.33,2.72
711091.28,11.81,1.59,163502.45,2.72
710989.05,11.81,1.59,163407.51,2.71
710886.83,11.81,1.59,163407.51,2.71
711092.57,11.81,1.59,163587.63,2.72
711107.11,11.82,1.59,163527.46,2.72
711004.89,11.82,1.59,163432.51,2.72
711366.31,11.82,1.6,163716.3,2.72
710882.91,11.82,1.59,163125.96,2.71
711208.86,11.82,1.6,163563.87,2.72
711140.35,11.82,1.6,163659.63,2.72
710466.96,11.81,1.59,162879.28,2.71
711620.67,11.83,1.61,163234.78,2.71
711620.67,11.83,1.61,163234.78,2.71
711620.67,11.83,1.61,163234.78,2.71
711552.17,11.84,1.61,163287.65,2.72
711184.0,11.83,1.61,162909.74,2.71
711015.41,11.83,1.61,162663.53,2.71
711843.62,11.85,1.62,162863.37,2.71
711727.21,11.85,1.62,162780.95,2.71
711243.82,11.84,1.62,162190.61,2.7
711243.82,11.84,1.62,162190.61,2.7
710760.42,11.83,1.61,161600.27,2.69
710087.02,11.82,1.6,160819.92,2.68
709603.62,11.82,1.59,160229.58,2.67
709535.12,11.82,1.6,160099.47,2.67
710363.32,11.83,1.61,160482.28,2.67
710363.32,11.83,1.61,160482.28,2.67
709689.93,11.82,1.6,159701.94,2.66
709206.53,11.82,1.6,159111.6,2.65
709104.31,11.82,1.6,159116.26,2.65
709002.09,11.82,1.6,159016.65,2.65
709008.69,11.82,1.6,158916.31,2.65
708906.47,11.82,1.6,158821.36,2.65
708913.07,11.82,1.6,158721.02,2.65
708749.08,11.82,1.6,158327.44,2.64
708749.08,11.82,1.6,158327.44,2.64
708912.65,11.82,1.6,158802.3,2.65
709274.07,11.83,1.61,159197.7,2.65
709659.98,11.84,1.61,159744.54,2.66
709557.75,11.84,1.61,159744.54,2.66
709489.25,11.84,1.61,159622.95,2.66
709489.25,11.84,1.61,159622.95,2.66
709187.1,11.83,1.61,159043.49,2.65
709963.12,11.85,1.63,159365.61,2.66
709860.9,11.85,1.63,159332.94,2.66
709286.91,11.84,1.62,158529.36,2.65
709286.91,11.84,1.62,158529.36,2.65
709184.69,11.84,1.62,158467.09,2.65
708800.7,11.84,1.61,157853.51,2.64
709057.7,11.84,1.62,158015.25,2.64
710741.81,11.87,1.65,159321.61,2.66
710741.81,11.87,1.65,159321.61,2.66
710357.82,11.87,1.65,158708.04,2.65
709910.94,11.86,1.64,158386.9,2.65
709842.44,11.86,1.64,158256.79,2.64
709362.92,11.86,1.63,157685.51,2.64
710393.69,11.88,1.65,158703.18,2.65
710719.64,11.88,1.66,158814.51,2.66
710617.42,11.88,1.66,158982.22,2.66
710515.2,11.88,1.66,158887.27,2.66
710441.61,11.89,1.66,158954.85,2.66
711262.15,11.9,1.68,159201.29,2.66
711159.93,11.9,1.68,159201.29,2.66
711091.09,11.9,1.68,159028.47,2.66
711124.94,11.9,1.68,159853.0,2.68
711433.78,11.91,1.69,159763.54,2.67
711214.1,11.9,1.68,159596.74,2.67
712142.52,11.92,1.7,159634.78,2.67
711978.53,11.92,1.7,159241.21,2.67
712012.38,11.92,1.7,159380.6,2.67
712940.79,11.94,1.72,159730.46,2.68
712940.79,11.94,1.72,159730.46,2.68
713249.64,11.95,1.72,160039.31,2.68
713249.64,11.95,1.72,160039.31,2.68
712865.65,11.94,1.72,159425.73,2.67
712797.15,11.94,1.72,159577.08,2.67
713297.03,11.95,1.73,159248.72,2.67
713950.9,11.96,1.74,159902.59,2.68
714487.7,11.97,1.75,161020.46,2.7
715000.63,11.98,1.76,161087.7,2.7
714616.64,11.98,1.76,160474.12,2.69
714873.65,11.98,1.76,160635.86,2.69
714502.49,11.98,1.76,159891.4,2.68
715330.7,11.99,1.77,160180.92,2.69
715228.48,11.99,1.77,160170.28,2.69
715126.26,12.0,1.77,160085.97,2.69
715057.75,12.0,1.77,160237.32,2.69
715443.66,12.0,1.78,160784.16,2.7
716271.86,12.02,1.8,161070.82,2.7
716633.28,12.03,1.8,161280.92,2.71
716564.77,12.03,1.81,160572.32,2.7
716564.77,12.03,1.81,160572.32,2.7
716987.86,12.04,1.81,161835.51,2.72
717404.8,12.04,1.82,161640.92,2.71
717302.58,12.04,1.82,161545.97,2.71
716652.17,12.04,1.81,160834.07,2.7
716549.95,12.04,1.81,160834.07,2.7
716101.17,12.03,1.81,160030.37,2.69
716411.39,12.04,1.81,160398.96,2.69
716497.8,12.04,1.82,159912.63,2.69
716486.29,12.04,1.82,160035.09,2.69
715668.52,12.04,1.82,160035.09,2.69
716413.34,12.06,1.83,160492.82,2.7
716311.12,12.06,1.84,160497.48,2.7
716208.9,12.06,1.84,160397.87,2.7
716327.29,12.06,1.84,160799.84,2.71
716225.07,12.06,1.84,160704.89,2.71
716122.85,12.06,1.84,160704.89,2.71
716346.13,12.07,1.84,160770.13,2.71
715559.14,12.05,1.83,159952.41,2.69
715456.92,12.05,1.83,160116.17,2.7
715354.7,12.05,1.83,159502.24,2.69
715343.19,12.06,1.83,159405.83,2.69
715254.08,12.06,1.84,159583.69,2.69
715048.03,12.06,1.83,159234.27,2.68
714945.81,12.06,1.83,159100.68,2.68
714843.59,12.06,1.83,159078.56,2.68
714752.61,12.06,1.83,159279.32,2.69
714827.78,12.06,1.84,159253.21,2.69
714725.56,12.06,1.84,159247.38,2.69
714623.34,12.06,1.84,159154.76,2.69
714709.74,12.06,1.84,159435.03,2.69
714709.74,12.06,1.84,159449.01,2.69
715035.69,12.07,1.85,159663.81,2.7
714933.47,12.07,1.85,159641.16,2.7
714831.25,12.07,1.85,159565.37,2.69
714740.27,12.07,1.85,159731.95,2.7
714626.81,12.07,1.85,159508.1,2.69
714524.59,12.07,1.85,159494.51,2.69
714422.36,12.07,1.85,159434.3,2.69
714423.97,12.07,1.85,159701.81,2.7
714527.17,12.08,1.85,159869.47,2.7
714815.95,12.08,1.86,160014.88,2.7
714815.95,12.08,1.86,160014.88,2.7
714713.73,12.08,1.86,159976.4,2.7
714518.9,12.08,1.86,159781.57,2.7
714416.68,12.08,1.86,159721.61,2.7
714416.68,12.08,1.86,159721.61,2.7
714359.82,12.08,1.86,159929.34,2.7
714802.3,12.09,1.87,160213.71,2.71
714700.08,12.09,1.87,160175.22,2.71
714410.71,12.08,1.86,159929.17,2.71
714497.12,12.09,1.87,159830.4,2.7
714406.13,12.09,1.87,159859.4,2.7
714481.3,12.09,1.87,160190.45,2.71
714807.25,12.1,1.88,160187.03,2.71
714705.03,12.1,1.88,160034.74,2.71
714791.44,12.1,1.88,160606.95,2.72
714689.21,12.1,1.88,160578.83,2.72
714689.21,12.1,1.88,160577.59,2.72
714689.21,12.1,1.88,160577.59,2.72
714586.99,12.1,1.88,160564.0,2.72
714692.43,12.11,1.88,160729.61,2.72
715280.33,12.12,1.9,161421.88,2.73
715178.11,12.12,1.9,161378.63,2.73
715423.87,12.12,1.9,161359.86,2.73
715403.0,12.13,1.9,161933.33,2.74
715196.95,12.12,1.9,161585.73,2.74
715094.73,12.12,1.9,161494.04,2.74
714736.56,12.12,1.9,161208.07,2.73
714634.34,12.12,1.9,161208.07,2.73
714532.12,12.12,1.9,161116.38,2.73
714429.9,12.12,1.9,161116.38,2.73
714429.9,12.12,1.9,161116.38,2.73
714327.68,12.12,1.9,161024.69,2.73
714653.63,12.13,1.9,161459.66,2.74
714551.41,12.13,1.91,161367.97,2.74
714449.19,12.13,1.91,161367.97,2.74
714148.5,12.12,1.9,161064.65,2.73
713780.33,12.12,1.9,160689.69,2.73
714106.28,12.12,1.9,160802.54,2.73
713836.95,12.12,1.9,160843.43,2.73
713923.36,12.12,1.9,160929.59,2.73
714249.3,12.13,1.91,161042.44,2.73
714147.08,12.13,1.91,161211.89,2.74
714147.08,12.13,1.91,161211.89,2.74
714044.86,12.13,1.91,161195.15,2.74
714131.27,12.13,1.91,161289.41,2.74
714131.27,12.13,1.91,161289.41,2.74
713763.1,12.13,1.91,160975.42,2.74
713660.88,12.13,1.91,160958.67,2.74
713558.66,12.13,1.91,160883.73,2.73
713456.44,12.13,1.91,160910.4,2.74
713782.38,12.14,1.91,161166.03,2.74
713586.88,12.13,1.91,160976.47,2.74
713484.65,12.13,1.91,160967.95,2.74
713382.43,12.13,1.91,160884.78,2.74
713382.43,12.13,1.91,160870.62,2.74
713382.43,12.13,1.91,160886.08,2.74
713280.21,12.13,1.91,160855.52,2.74
713177.99,12.13,1.91,160794.39,2.74
713075.77,12.13,1.91,160785.87,2.74
712973.55,12.14,1.91,160702.7,2.74
713059.96,12.14,1.92,160816.55,2.74
712701.79,12.13,1.91,160512.55,2.73
712599.57,12.13,1.91,160493.52,2.73
712599.57,12.13,1.91,160493.52,2.73
712497.34,12.13,1.91,160401.84,2.73
712301.84,12.13,1.91,160207.88,2.73
712578.46,12.14,1.91,160587.21,2.74
712578.46,12.14,1.91,160587.21,2.74
712664.86,12.14,1.92,160495.52,2.73
712562.64,12.14,1.92,160682.02,2.74
712562.64,12.14,1.92,160682.02,2.74
712460.42,12.14,1.92,160590.34,2.74
712358.2,12.14,1.92,160590.34,2.74
712444.61,12.14,1.92,160704.18,2.74
712762.48,12.15,1.93,161103.84,2.75
712660.25,12.15,1.93,161110.63,2.75
712558.03,12.15,1.93,161012.15,2.75
712781.32,12.16,1.93,161079.11,2.75
712679.1,12.16,1.93,161243.0,2.75
712520.47,12.15,1.93,161084.37,2.75
712224.96,12.15,1.93,160791.84,2.74
712122.74,12.15,1.93,160783.32,2.74
712020.52,12.15,1.93,160700.15,2.74
712020.52,12.15,1.93,160700.15,2.74
711918.3,12.15,1.93,160608.46,2.74
711918.3,12.15,1.93,160608.46,2.74
711761.05,12.15,1.93,160451.21,2.74
711602.42,12.15,1.92,160293.09,2.74
711688.83,12.15,1.93,160479.59,2.74
711586.6,12.15,1.93,160486.37,2.74
711673.01,12.15,1.93,160557.11,2.74
711570.79,12.15,1.93,160548.59,2.74
711468.57,12.15,1.93,160465.42,2.74
711366.35,12.15,1.93,160472.2,2.74
711452.75,12.16,1.93,160542.94,2.74
711350.53,12.16,1.94,160526.19,2.74
710980.44,12.15,1.93,160134.73,2.74
710878.22,12.15,1.93,160059.79,2.74
710776.0,12.15,1.93,159968.1,2.74
710862.41,12.16,1.93,160154.6,2.74
710760.18,12.16,1.93,160161.38,2.74
710657.96,12.16,1.93,160062.91,2.74
710983.91,12.16,1.94,160175.76,2.74
710881.69,12.16,1.94,160345.22,2.74
710968.1,12.17,1.94,160459.06,2.75
710865.88,12.17,1.94,160422.74,2.75
710763.66,12.17,1.95,160331.05,2.74
710763.66,12.17,1.95,160331.05,2.74
710661.43,12.17,1.95,160331.05,2.75
710559.21,12.17,1.95,160239.36,2.74
710559.21,12.17,1.95,160239.36,2.74
710456.99,12.17,1.95,160239.36,2.74
710354.77,12.17,1.95,160208.8,2.74
710252.55,12.17,1.95,160147.67,2.74
710150.33,12.17,1.95,160055.98,2.74
710048.11,12.17,1.95,160055.98,2.74
709920.85,12.17,1.95,159981.13,2.74
709818.63,12.17,1.95,159889.44,2.74
709716.41,12.17,1.95,159889.44,2.74
709614.19,12.17,1.95,159880.92,2.74
709511.97,12.17,1.95,159797.75,2.74
709511.97,12.17,1.95,159797.75,2.74
709409.75,12.17,1.95,159706.07,2.74
709307.53,12.17,1.95,159706.07,2.74
709205.31,12.17,1.95,159697.55,2.74
709103.09,12.17,1.95,159614.38,2.74
708993.09,12.17,1.95,159504.38,2.74
709079.49,12.17,1.95,159618.22,2.74
708977.27,12.17,1.95,159581.9,2.74
708875.05,12.17,1.95,159490.21,2.74
708772.83,12.17,1.95,159490.21,2.74
708772.83,12.17,1.95,159490.21,2.74
708670.61,12.17,1.95,159398.52,2.74
708757.01,12.18,1.95,159585.02,2.74
709082.96,12.18,1.96,159697.87,2.74
709169.37,12.19,1.96,160001.4,2.75
709392.66,12.19,1.97,160068.36,2.75
709290.44,12.19,1.97,160199.44,2.75
709188.22,12.19,1.97,160206.23,2.75
708849.37,12.19,1.96,159866.9,2.75
708935.78,12.19,1.97,159937.64,2.75
708833.56,12.19,1.97,159907.08,2.75
708919.97,12.19,1.97,160015.15,2.75
708919.97,12.19,1.97,160015.15,2.75
708817.74,12.19,1.97,160006.63,2.75
708817.74,12.19,1.97,160006.63,2.75
708715.52,12.19,1.97,159923.47,2.75
708613.3,12.19,1.97,159930.25,2.75
708511.08,12.2,1.97,159831.78,2.75
708408.86,12.2,1.97,159815.03,2.75
708197.94,12.19,1.97,159605.89,2.75
707829.77,12.19,1.96,159343.23,2.74
707916.18,12.19,1.97,159437.49,2.75
707813.96,12.19,1.97,159406.93,2.75
707711.74,12.19,1.97,159345.8,2.74
707798.14,12.19,1.97,159459.65,2.75
707884.55,12.2,1.98,159592.52,2.75
707782.33,12.2,1.98,159500.84,2.75
707680.11,12.2,1.98,159500.84,2.75
707680.11,12.2,1.98,159500.84,2.75
707577.89,12.2,1.98,159507.62,2.75
707475.67,12.2,1.98,159409.15,2.75
707185.67,12.19,1.97,159119.15,2.74
707511.61,12.2,1.98,159232.0,2.75
707409.39,12.2,1.98,159401.45,2.75
707495.8,12.2,1.98,159515.3,2.75
707582.21,12.21,1.99,159648.18,2.75
707668.61,12.21,1.99,159762.02,2.76
707618.61,12.21,1.99,159712.02,2.76
707250.44,12.2,1.98,159398.03,2.75
707576.39,12.21,1.99,159700.56,2.76
707474.17,12.21,1.99,159670.01,2.76
707560.58,12.21,1.99,159778.08,2.76
707265.07,12.21,1.99,159518.35,2.75
707128.11,12.21,1.99,159486.57,2.75
707025.89,12.21,1.99,159394.88,2.75
707339.47,12.22,1.99,159813.93,2.76
707237.25,12.22,1.99,159797.18,2.76
707237.25,12.22,1.99,159797.18,2.76
707135.03,12.22,1.99,159722.24,2.76
707032.8,12.22,1.99,159729.02,2.76
707350.67,12.22,2.0,160055.02,2.77
707437.08,12.23,2.0,160168.86,2.77
707334.86,12.23,2.0,160149.83,2.77
707421.27,12.23,2.01,160263.68,2.77
707319.04,12.23,2.01,160244.64,2.77
706938.95,12.22,2.0,159860.18,2.76
706836.73,12.22,2.0,159866.96,2.76
706734.51,12.23,2.0,159768.49,2.76
706632.29,12.23,2.0,159775.27,2.76
706530.07,12.23,2.0,159676.8,2.76
706530.07,12.23,2.0,159676.8,2.76
706427.85,12.23,2.0,159683.59,2.76
706325.63,12.23,2.0,159585.12,2.76
706651.58,12.23,2.01,159697.96,2.76
706651.58,12.23,2.01,159697.96,2.76
706242.69,12.23,2.01,159697.96,2.77
706140.47,12.23,2.01,159867.42,2.77
706140.47,12.23,2.01,159867.42,2.77
706226.88,12.24,2.02,159981.27,2.77
706124.66,12.24,2.02,159944.94,2.77
705756.49,12.23,2.01,159630.94,2.77
705654.27,12.23,2.01,159539.26,2.77
705552.04,12.23,2.01,159539.26,2.77
705449.82,12.23,2.01,159447.57,2.77
705449.82,12.23,2.01,159447.57,2.77
705347.6,12.23,2.01,159447.57,2.77
705245.38,12.23,2.01,159417.01,2.77
704959.58,12.23,2.01,159127.97,2.76
704857.36,12.23,2.01,159066.84,2.76
704636.15,12.23,2.01,158845.76,2.76
704722.56,12.23,2.01,158959.61,2.76
704620.33,12.23,2.01,158923.28,2.76
704706.74,12.23,2.01,159037.13,2.76
704604.52,12.23,2.01,159000.8,2.76
705084.8,12.24,2.02,159096.38,2.76
704622.3,12.24,2.01,159131.71,2.76
704622.3,12.24,2.01,159131.71,2.76
705034.49,12.24,2.02,159432.52,2.77
704932.27,12.25,2.02,159424.0,2.77
704932.27,12.25,2.02,159424.0,2.77
704830.05,12.25,2.02,159340.84,2.77
704727.83,12.25,2.02,159310.28,2.77
