ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fc42-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_nodes,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fc42-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpus,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fc42-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpu_milli,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fc42-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-total_gpus,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fc42-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-arrived_gpu_milli
636,1596,1407980,6212,1407980
636,1596,1408530,6212,1408530
636,1596,1408690,6212,1408690
636,1596,1409160,6212,1409160
636,1596,1409390,6212,1409390
636,1596,1409390,6212,1409390
637,1604,1410390,6212,1410390
637,1604,1411390,6212,1411390
637,1604,1412200,6212,1412200
637,1604,1413200,6212,1413200
637,1604,1413200,6212,1413200
637,1604,1414200,6212,1414200
637,1604,1415200,6212,1415200
637,1604,1416200,6212,1416200
637,1604,1416360,6212,1416360
637,1604,1416800,6212,1416800
637,1604,1416800,6212,1416800
638,1612,1417800,6212,1417800
638,1612,1418390,6212,1418390
638,1612,1419040,6212,1419040
638,1612,1420040,6212,1420040
638,1612,1420260,6212,1420260
638,1612,1420260,6212,1420260
638,1612,1421070,6212,1421070
638,1612,1422070,6212,1422070
638,1612,1422550,6212,1422550
638,1612,1423550,6212,1423550
638,1612,1424550,6212,1424550
639,1620,1425020,6212,1425020
639,1620,1425340,6212,1425340
639,1620,1425340,6212,1425340
639,1620,1426150,6212,1426150
639,1620,1426150,6212,1426150
639,1620,1427150,6212,1427150
639,1620,1428150,6212,1428150
639,1620,1428150,6212,1428150
639,1620,1428620,6212,1428620
639,1620,1429620,6212,1429620
639,1620,1430620,6212,1430620
639,1620,1431620,6212,1431620
639,1620,1432620,6212,1432620
639,1620,1432850,6212,1432850
639,1620,1433070,6212,1433070
640,1628,1434070,6212,1434070
640,1628,1434540,6212,1434540
640,1628,1435540,6212,1435540
640,1628,1436540,6212,1436540
640,1628,1437540,6212,1437540
640,1628,1437540,6212,1437540
640,1628,1438350,6212,1438350
640,1628,1439350,6212,1439350
640,1628,1440350,6212,1440350
640,1628,1440350,6212,1440350
640,1628,1440350,6212,1440350
641,1636,1441350,6212,1441350
641,1636,1441350,6212,1441350
641,1636,1441810,6212,1441810
641,1636,1442810,6212,1442810
641,1636,1443130,6212,1443130
641,1636,1443600,6212,1443600
641,1636,1444600,6212,1444600
641,1636,1445600,6212,1445600
641,1636,1446600,6212,1446600
641,1636,1447600,6212,1447600
641,1636,1448600,6212,1448600
642,1644,1449070,6212,1449070
642,1644,1449720,6212,1449720
642,1644,1450310,6212,1450310
642,1644,1451310,6212,1451310
642,1644,1452120,6212,1452120
642,1644,1453120,6212,1453120
642,1644,1453590,6212,1453590
642,1644,1453590,6212,1453590
642,1644,1454590,6212,1454590
642,1644,1455400,6212,1455400
643,1652,1456400,6212,1456400
643,1652,1457400,6212,1457400
643,1652,1458400,6212,1458400
643,1652,1459400,6212,1459400
643,1652,1460210,6212,1460210
643,1652,1461210,6212,1461210
643,1652,1461210,6212,1461210
643,1652,1462210,6212,1462210
643,1652,1462800,6212,1462800
644,1660,1463800,6212,1463800
644,1660,1464270,6212,1464270
644,1660,1464920,6212,1464920
644,1660,1465920,6212,1465920
644,1660,1466290,6212,1466290
644,1660,1467290,6212,1467290
644,1660,1467760,6212,1467760
644,1660,1468760,6212,1468760
644,1660,1468760,6212,1468760
645,1668,1469760,6212,1469760
645,1668,1470230,6212,1470230
645,1668,1471230,6212,1471230
645,1668,1471230,6212,1471230
645,1668,1472230,6212,1472230
645,1668,1473230,6212,1473230
645,1668,1473450,6212,1473450
645,1668,1474260,6212,1474260
645,1668,1475260,6212,1475260
645,1668,1475730,6212,1475730
645,1668,1476320,6212,1476320
645,1668,1477130,6212,1477130
646,1676,1478130,6212,1478130
646,1676,1479130,6212,1479130
646,1676,1479600,6212,1479600
646,1676,1480410,6212,1480410
646,1676,1481410,6212,1481410
646,1676,1481410,6212,1481410
646,1676,1482410,6212,1482410
646,1676,1483410,6212,1483410
646,1676,1483960,6212,1483960
646,1676,1484430,6212,1484430
647,1684,1484900,6212,1484900
647,1684,1485710,6212,1485710
647,1684,1485710,6212,1485710
647,1684,1486710,6212,1486710
647,1684,1487710,6212,1487710
647,1684,1488180,6212,1488180
647,1684,1488650,6212,1488650
647,1684,1489650,6212,1489650
647,1684,1489970,6212,1489970
647,1684,1490970,6212,1490970
647,1684,1491340,6212,1491340
647,1684,1492150,6212,1492150
648,1692,1492380,6212,1492380
648,1692,1492380,6212,1492380
648,1692,1493380,6212,1493380
648,1692,1494380,6212,1494380
648,1692,1494930,6212,1494930
648,1692,1494930,6212,1494930
648,1692,1495930,6212,1495930
648,1692,1496400,6212,1496400
648,1692,1497400,6212,1497400
648,1692,1498210,6212,1498210
648,1692,1499020,6212,1499020
649,1700,1500020,6212,1500020
649,1700,1500670,6212,1500670
649,1700,1501140,6212,1501140
649,1700,1501790,6212,1501790
649,1700,1501950,6212,1501950
649,1700,1502950,6212,1502950
649,1700,1503760,6212,1503760
649,1700,1504760,6212,1504760
649,1700,1505760,6212,1505760
649,1700,1506570,6212,1506570
650,1708,1507570,6212,1507570
650,1708,1508570,6212,1508570
650,1708,1509570,6212,1509570
650,1708,1509570,6212,1509570
650,1708,1510570,6212,1510570
650,1708,1511570,6212,1511570
650,1708,1512570,6212,1512570
650,1708,1513570,6212,1513570
650,1708,1514570,6212,1514570
651,1716,1515570,6212,1515570
651,1716,1515570,6212,1515570
651,1716,1515570,6212,1515570
651,1716,1516040,6212,1516040
651,1716,1516850,6212,1516850
651,1716,1516850,6212,1516850
651,1716,1516850,6212,1516850
651,1716,1517850,6212,1517850
651,1716,1518170,6212,1518170
651,1716,1519170,6212,1519170
651,1716,1520170,6212,1520170
651,1716,1521170,6212,1521170
652,1724,1522170,6212,1522170
652,1724,1522820,6212,1522820
652,1724,1523290,6212,1523290
652,1724,1523520,6212,1523520
652,1724,1524330,6212,1524330
652,1724,1525330,6212,1525330
652,1724,1525560,6212,1525560
652,1724,1525670,6212,1525670
652,1724,1526480,6212,1526480
652,1724,1527290,6212,1527290
652,1724,1528290,6212,1528290
652,1724,1529290,6212,1529290
652,1724,1529520,6212,1529520
652,1724,1529990,6212,1529990
653,1732,1530990,6212,1530990
653,1732,1531460,6212,1531460
653,1732,1532460,6212,1532460
653,1732,1532460,6212,1532460
654,1740,1540460,6212,1540460
654,1740,1541460,6212,1541460
654,1740,1542460,6212,1542460
654,1740,1542830,6212,1542830
654,1740,1543830,6212,1543830
654,1740,1544640,6212,1544640
654,1740,1545640,6212,1545640
655,1748,1546640,6212,1546640
655,1748,1547640,6212,1547640
655,1748,1548640,6212,1548640
655,1748,1549640,6212,1549640
655,1748,1550450,6212,1550450
655,1748,1550920,6212,1550920
655,1748,1551390,6212,1551390
655,1748,1551710,6212,1551710
655,1748,1552710,6212,1552710
656,1756,1553710,6212,1553710
656,1756,1553980,6212,1553980
656,1756,1554450,6212,1554450
656,1756,1555450,6212,1555450
656,1756,1556450,6212,1556450
656,1756,1556920,6212,1556920
656,1756,1556920,6212,1556920
656,1756,1557920,6212,1557920
656,1756,1558390,6212,1558390
656,1756,1558620,6212,1558620
657,1764,1559620,6212,1559620
657,1764,1559890,6212,1559890
657,1764,1560210,6212,1560210
657,1764,1561210,6212,1561210
657,1764,1562210,6212,1562210
657,1764,1562800,6212,1562800
657,1764,1563800,6212,1563800
657,1764,1564270,6212,1564270
657,1764,1565080,6212,1565080
657,1764,1566080,6212,1566080
657,1764,1566080,6212,1566080
658,1772,1566890,6212,1566890
659,1780,1574890,6212,1574890
659,1780,1575700,6212,1575700
659,1780,1576700,6212,1576700
659,1780,1577700,6212,1577700
659,1780,1578700,6212,1578700
659,1780,1579350,6212,1579350
659,1780,1580350,6212,1580350
659,1780,1581350,6212,1581350
660,1788,1582000,6212,1582000
660,1788,1583000,6212,1583000
660,1788,1584000,6212,1584000
660,1788,1585000,6212,1585000
660,1788,1585810,6212,1585810
660,1788,1586810,6212,1586810
660,1788,1586810,6212,1586810
660,1788,1587810,6212,1587810
660,1788,1588810,6212,1588810
661,1796,1589810,6212,1589810
661,1796,1589810,6212,1589810
661,1796,1590810,6212,1590810
661,1796,1591620,6212,1591620
661,1796,1592620,6212,1592620
661,1796,1593620,6212,1593620
661,1796,1594270,6212,1594270
661,1796,1595080,6212,1595080
661,1796,1596080,6212,1596080
662,1804,1597080,6212,1597080
662,1804,1597890,6212,1597890
662,1804,1598890,6212,1598890
662,1804,1599890,6212,1599890
662,1804,1600890,6212,1600890
662,1804,1601890,6212,1601890
663,1812,1602890,6212,1602890
663,1812,1603890,6212,1603890
663,1812,1604890,6212,1604890
663,1812,1605360,6212,1605360
663,1812,1605910,6212,1605910
663,1812,1606500,6212,1606500
663,1812,1607150,6212,1607150
663,1812,1608150,6212,1608150
663,1812,1609150,6212,1609150
663,1812,1610150,6212,1610150
663,1812,1610960,6212,1610960
663,1812,1611280,6212,1611280
664,1820,1612280,6212,1612280
664,1820,1613280,6212,1613280
664,1820,1614280,6212,1614280
664,1820,1615280,6212,1615280
664,1820,1616280,6212,1616280
664,1820,1616280,6212,1616280
664,1820,1617280,6212,1617280
664,1820,1618280,6212,1618280
664,1820,1619280,6212,1619280
664,1820,1619280,6212,1619280
665,1828,1620280,6212,1620280
665,1828,1621280,6212,1621280
665,1828,1622280,6212,1622280
665,1828,1623280,6212,1623280
665,1828,1623930,6212,1623930
665,1828,1623930,6212,1623930
665,1828,1624740,6212,1624740
665,1828,1625740,6212,1625740
665,1828,1626740,6212,1626740
666,1836,1627740,6212,1627740
666,1836,1627740,6212,1627740
666,1836,1628740,6212,1628740
666,1836,1629740,6212,1629740
667,1844,1637740,6212,1637740
667,1844,1638740,6212,1638740
667,1844,1639740,6212,1639740
667,1844,1640550,6212,1640550
667,1844,1641550,6212,1641550
667,1844,1642360,6212,1642360
668,1852,1643170,6212,1643170
668,1852,1644170,6212,1644170
668,1852,1644400,6212,1644400
668,1852,1645400,6212,1645400
668,1852,1646400,6212,1646400
668,1852,1647400,6212,1647400
668,1852,1648400,6212,1648400
668,1852,1649400,6212,1649400
668,1852,1650400,6212,1650400
669,1860,1658400,6212,1658400
670,1868,1659400,6212,1659400
670,1868,1659870,6212,1659870
670,1868,1660870,6212,1660870
670,1868,1661870,6212,1661870
670,1868,1662190,6212,1662190
670,1868,1663190,6212,1663190
670,1868,1664190,6212,1664190
670,1868,1665000,6212,1665000
670,1868,1666000,6212,1666000
671,1876,1667000,6212,1667000
671,1876,1668000,6212,1668000
671,1876,1668650,6212,1668650
671,1876,1669650,6212,1669650
671,1876,1669650,6212,1669650
671,1876,1670650,6212,1670650
671,1876,1671650,6212,1671650
671,1876,1672460,6212,1672460
671,1876,1673460,6212,1673460
672,1884,1674460,6212,1674460
672,1884,1675110,6212,1675110
672,1884,1676110,6212,1676110
672,1884,1676570,6212,1676570
672,1884,1677570,6212,1677570
672,1884,1678570,6212,1678570
672,1884,1678570,6212,1678570
672,1884,1679380,6212,1679380
672,1884,1679850,6212,1679850
672,1884,1680500,6212,1680500
673,1892,1681310,6212,1681310
673,1892,1682310,6212,1682310
673,1892,1683310,6212,1683310
673,1892,1683680,6212,1683680
673,1892,1684680,6212,1684680
673,1892,1684680,6212,1684680
673,1892,1686680,6212,1686680
673,1892,1687680,6212,1687680
673,1892,1688680,6212,1688680
673,1892,1688680,6212,1688680
674,1900,1689680,6212,1689680
674,1900,1690330,6212,1690330
674,1900,1691330,6212,1691330
674,1900,1691330,6212,1691330
674,1900,1692330,6212,1692330
674,1900,1692800,6212,1692800
674,1900,1693800,6212,1693800
674,1900,1693800,6212,1693800
674,1900,1694800,6212,1694800
674,1900,1695610,6212,1695610
674,1900,1696080,6212,1696080
674,1900,1697080,6212,1697080
675,1908,1698080,6212,1698080
675,1908,1699080,6212,1699080
675,1908,1699540,6212,1699540
675,1908,1700540,6212,1700540
675,1908,1700760,6212,1700760
675,1908,1701760,6212,1701760
675,1908,1701760,6212,1701760
675,1908,1702760,6212,1702760
675,1908,1703080,6212,1703080
675,1908,1703400,6212,1703400
675,1908,1704400,6212,1704400
675,1908,1705400,6212,1705400
675,1908,1706400,6212,1706400
675,1908,1706400,6212,1706400
675,1908,1707400,6212,1707400
676,1916,1708400,6212,1708400
676,1916,1708400,6212,1708400
676,1916,1708870,6212,1708870
676,1916,1709870,6212,1709870
676,1916,1710870,6212,1710870
676,1916,1711870,6212,1711870
676,1916,1712340,6212,1712340
676,1916,1712340,6212,1712340
676,1916,1713340,6212,1713340
676,1916,1714340,6212,1714340
677,1924,1715340,6212,1715340
677,1924,1716150,6212,1716150
677,1924,1717150,6212,1717150
677,1924,1717470,6212,1717470
677,1924,1718280,6212,1718280
677,1924,1719280,6212,1719280
677,1924,1720280,6212,1720280
677,1924,1720600,6212,1720600
677,1924,1720600,6212,1720600
677,1924,1721600,6212,1721600
677,1924,1722600,6212,1722600
678,1932,1726600,6212,1726600
678,1932,1727070,6212,1727070
678,1932,1727070,6212,1727070
679,1940,1728070,6212,1728070
679,1940,1728880,6212,1728880
679,1940,1728880,6212,1728880
679,1940,1729690,6212,1729690
679,1940,1729690,6212,1729690
679,1940,1730160,6212,1730160
679,1940,1731160,6212,1731160
679,1940,1732160,6212,1732160
679,1940,1733160,6212,1733160
679,1940,1734160,6212,1734160
679,1940,1735160,6212,1735160
680,1948,1736160,6212,1736160
680,1948,1737160,6212,1737160
680,1948,1738160,6212,1738160
680,1948,1739160,6212,1739160
680,1948,1740160,6212,1740160
680,1948,1741160,6212,1741160
680,1948,1742160,6212,1742160
680,1948,1743160,6212,1743160
680,1948,1743970,6212,1743970
681,1956,1744970,6212,1744970
681,1956,1745970,6212,1745970
681,1956,1746780,6212,1746780
681,1956,1747780,6212,1747780
681,1956,1748780,6212,1748780
681,1956,1749780,6212,1749780
681,1956,1750780,6212,1750780
681,1956,1751780,6212,1751780
681,1956,1752250,6212,1752250
682,1964,1756250,6212,1756250
682,1964,1757250,6212,1757250
682,1964,1758250,6212,1758250
682,1964,1759060,6212,1759060
682,1964,1760060,6212,1760060
683,1972,1761060,6212,1761060
683,1972,1762060,6212,1762060
683,1972,1762870,6212,1762870
683,1972,1763870,6212,1763870
683,1972,1764870,6212,1764870
683,1972,1764870,6212,1764870
683,1972,1764870,6212,1764870
683,1972,1765870,6212,1765870
683,1972,1766680,6212,1766680
683,1972,1767680,6212,1767680
684,1980,1768490,6212,1768490
684,1980,1768960,6212,1768960
684,1980,1769960,6212,1769960
684,1980,1770960,6212,1770960
684,1980,1771770,6212,1771770
684,1980,1772770,6212,1772770
684,1980,1773770,6212,1773770
684,1980,1774770,6212,1774770
684,1980,1775240,6212,1775240
685,1988,1776240,6212,1776240
685,1988,1776710,6212,1776710
685,1988,1777520,6212,1777520
685,1988,1778520,6212,1778520
685,1988,1779520,6212,1779520
685,1988,1779520,6212,1779520
685,1988,1780520,6212,1780520
685,1988,1781520,6212,1781520
685,1988,1781520,6212,1781520
685,1988,1782520,6212,1782520
685,1988,1783520,6212,1783520
686,1996,1784330,6212,1784330
686,1996,1785140,6212,1785140
686,1996,1786140,6212,1786140
686,1996,1786610,6212,1786610
686,1996,1787080,6212,1787080
686,1996,1787080,6212,1787080
686,1996,1787080,6212,1787080
686,1996,1787550,6212,1787550
686,1996,1788360,6212,1788360
686,1996,1789360,6212,1789360
686,1996,1790170,6212,1790170
686,1996,1790170,6212,1790170
687,2004,1791170,6212,1791170
687,2004,1791980,6212,1791980
687,2004,1792790,6212,1792790
687,2004,1793790,6212,1793790
687,2004,1793790,6212,1793790
687,2004,1794260,6212,1794260
687,2004,1795070,6212,1795070
687,2004,1796070,6212,1796070
687,2004,1797070,6212,1797070
687,2004,1798070,6212,1798070
688,2012,1798540,6212,1798540
688,2012,1799350,6212,1799350
688,2012,1799820,6212,1799820
688,2012,1800820,6212,1800820
688,2012,1801820,6212,1801820
688,2012,1802630,6212,1802630
688,2012,1803630,6212,1803630
688,2012,1804000,6212,1804000
688,2012,1804320,6212,1804320
688,2012,1804790,6212,1804790
688,2012,1805600,6212,1805600
689,2020,1806600,6212,1806600
689,2020,1807600,6212,1807600
690,2028,1815600,6212,1815600
690,2028,1815600,6212,1815600
690,2028,1816410,6212,1816410
690,2028,1817410,6212,1817410
690,2028,1818410,6212,1818410
690,2028,1819410,6212,1819410
690,2028,1820410,6212,1820410
690,2028,1821410,6212,1821410
691,2036,1822410,6212,1822410
691,2036,1822780,6212,1822780
691,2036,1823100,6212,1823100
691,2036,1823910,6212,1823910
691,2036,1824910,6212,1824910
691,2036,1825380,6212,1825380
691,2036,1825380,6212,1825380
691,2036,1826380,6212,1826380
691,2036,1826850,6212,1826850
691,2036,1827500,6212,1827500
691,2036,1828500,6212,1828500
691,2036,1829310,6212,1829310
692,2044,1830120,6212,1830120
692,2044,1831120,6212,1831120
692,2044,1831440,6212,1831440
692,2044,1832440,6212,1832440
692,2044,1833440,6212,1833440
692,2044,1834440,6212,1834440
692,2044,1835440,6212,1835440
692,2044,1836440,6212,1836440
692,2044,1837440,6212,1837440
693,2052,1838090,6212,1838090
693,2052,1838250,6212,1838250
693,2052,1838720,6212,1838720
693,2052,1839720,6212,1839720
693,2052,1839720,6212,1839720
693,2052,1839720,6212,1839720
693,2052,1840720,6212,1840720
693,2052,1841720,6212,1841720
693,2052,1841880,6212,1841880
693,2052,1842100,6212,1842100
693,2052,1842100,6212,1842100
693,2052,1843100,6212,1843100
693,2052,1844100,6212,1844100
693,2052,1844100,6212,1844100
693,2052,1845100,6212,1845100
694,2060,1845570,6212,1845570
694,2060,1845890,6212,1845890
694,2060,1846890,6212,1846890
694,2060,1847890,6212,1847890
694,2060,1848360,6212,1848360
694,2060,1849170,6212,1849170
694,2060,1849980,6212,1849980
694,2060,1850980,6212,1850980
694,2060,1851790,6212,1851790
695,2068,1852790,6212,1852790
695,2068,1852790,6212,1852790
695,2068,1853110,6212,1853110
695,2068,1853920,6212,1853920
695,2068,1853920,6212,1853920
695,2068,1854920,6212,1854920
695,2068,1855920,6212,1855920
695,2068,1856570,6212,1856570
695,2068,1857040,6212,1857040
695,2068,1858040,6212,1858040
695,2068,1858040,6212,1858040
695,2068,1859040,6212,1859040
695,2068,1859360,6212,1859360
696,2076,1861360,6212,1861360
696,2076,1862360,6212,1862360
696,2076,1862360,6212,1862360
696,2076,1863360,6212,1863360
696,2076,1864360,6212,1864360
696,2076,1865360,6212,1865360
696,2076,1865580,6212,1865580
696,2076,1866230,6212,1866230
696,2076,1866820,6212,1866820
696,2076,1867630,6212,1867630
696,2076,1867630,6212,1867630
697,2084,1868440,6212,1868440
697,2084,1868910,6212,1868910
697,2084,1869910,6212,1869910
697,2084,1870910,6212,1870910
697,2084,1871910,6212,1871910
697,2084,1872910,6212,1872910
697,2084,1873910,6212,1873910
698,2092,1874910,6212,1874910
698,2092,1875910,6212,1875910
698,2092,1876720,6212,1876720
698,2092,1877530,6212,1877530
698,2092,1877690,6212,1877690
698,2092,1878500,6212,1878500
698,2092,1879310,6212,1879310
698,2092,1880310,6212,1880310
698,2092,1881120,6212,1881120
698,2092,1881930,6212,1881930
698,2092,1881930,6212,1881930
699,2100,1882930,6212,1882930
699,2100,1883740,6212,1883740
699,2100,1884390,6212,1884390
699,2100,1885390,6212,1885390
699,2100,1885390,6212,1885390
699,2100,1886390,6212,1886390
699,2100,1887390,6212,1887390
699,2100,1888390,6212,1888390
699,2100,1889390,6212,1889390
700,2108,1890200,6212,1890200
700,2108,1891200,6212,1891200
700,2108,1892200,6212,1892200
700,2108,1893200,6212,1893200
700,2108,1894200,6212,1894200
700,2108,1895200,6212,1895200
700,2108,1895520,6212,1895520
700,2108,1895750,6212,1895750
700,2108,1896220,6212,1896220
700,2108,1897220,6212,1897220
701,2116,1898220,6212,1898220
701,2116,1899220,6212,1899220
701,2116,1900220,6212,1900220
701,2116,1900220,6212,1900220
701,2116,1900680,6212,1900680
701,2116,1901330,6212,1901330
701,2116,1902330,6212,1902330
701,2116,1903330,6212,1903330
701,2116,1903650,6212,1903650
701,2116,1903880,6212,1903880
701,2116,1903880,6212,1903880
701,2116,1904200,6212,1904200
701,2116,1905200,6212,1905200
701,2116,1905200,6212,1905200
702,2124,1906200,6212,1906200
702,2124,1907010,6212,1907010
702,2124,1908010,6212,1908010
702,2124,1908820,6212,1908820
702,2124,1909820,6212,1909820
702,2124,1910820,6212,1910820
702,2124,1911470,6212,1911470
702,2124,1911790,6212,1911790
702,2124,1911790,6212,1911790
702,2124,1911790,6212,1911790
702,2124,1912790,6212,1912790
703,2132,1913790,6212,1913790
703,2132,1914020,6212,1914020
703,2132,1914830,6212,1914830
703,2132,1915150,6212,1915150
703,2132,1916150,6212,1916150
703,2132,1916610,6212,1916610
703,2132,1917080,6212,1917080
703,2132,1918080,6212,1918080
703,2132,1919080,6212,1919080
703,2132,1919450,6212,1919450
703,2132,1920450,6212,1920450
703,2132,1921450,6212,1921450
704,2140,1922450,6212,1922450
704,2140,1922450,6212,1922450
704,2140,1922920,6212,1922920
704,2140,1923730,6212,1923730
704,2140,1924730,6212,1924730
704,2140,1925730,6212,1925730
704,2140,1925960,6212,1925960
704,2140,1926960,6212,1926960
704,2140,1927960,6212,1927960
704,2140,1928960,6212,1928960
705,2148,1929960,6212,1929960
705,2148,1930960,6212,1930960
705,2148,1931430,6212,1931430
705,2148,1932430,6212,1932430
705,2148,1932590,6212,1932590
705,2148,1933060,6212,1933060
705,2148,1933530,6212,1933530
705,2148,1934530,6212,1934530
705,2148,1935530,6212,1935530
705,2148,1936340,6212,1936340
705,2148,1937340,6212,1937340
706,2156,1938150,6212,1938150
706,2156,1939150,6212,1939150
706,2156,1939620,6212,1939620
706,2156,1940620,6212,1940620
706,2156,1941430,6212,1941430
706,2156,1942240,6212,1942240
706,2156,1943050,6212,1943050
706,2156,1944050,6212,1944050
707,2164,1945050,6212,1945050
707,2164,1946050,6212,1946050
707,2164,1947050,6212,1947050
707,2164,1947600,6212,1947600
707,2164,1948600,6212,1948600
707,2164,1949410,6212,1949410
707,2164,1949410,6212,1949410
707,2164,1949730,6212,1949730
707,2164,1950200,6212,1950200
707,2164,1951010,6212,1951010
708,2172,1952010,6212,1952010
708,2172,1952820,6212,1952820
708,2172,1953820,6212,1953820
708,2172,1954820,6212,1954820
708,2172,1955290,6212,1955290
708,2172,1956100,6212,1956100
708,2172,1956100,6212,1956100
708,2172,1956910,6212,1956910
708,2172,1957910,6212,1957910
708,2172,1958910,6212,1958910
709,2180,1959380,6212,1959380
709,2180,1959850,6212,1959850
709,2180,1960660,6212,1960660
709,2180,1961310,6212,1961310
709,2180,1961770,6212,1961770
709,2180,1962770,6212,1962770
709,2180,1963770,6212,1963770
709,2180,1964580,6212,1964580
709,2180,1965580,6212,1965580
710,2188,1966580,6212,1966580
710,2188,1966580,6212,1966580
710,2188,1967580,6212,1967580
710,2188,1968580,6212,1968580
710,2188,1969580,6212,1969580
710,2188,1970580,6212,1970580
710,2188,1971580,6212,1971580
710,2188,1972050,6212,1972050
710,2188,1973050,6212,1973050
710,2188,1973860,6212,1973860
711,2196,1974860,6212,1974860
711,2196,1975860,6212,1975860
711,2196,1975860,6212,1975860
711,2196,1976670,6212,1976670
711,2196,1977670,6212,1977670
711,2196,1978670,6212,1978670
711,2196,1979480,6212,1979480
711,2196,1979950,6212,1979950
711,2196,1980950,6212,1980950
712,2204,1981950,6212,1981950
712,2204,1982760,6212,1982760
712,2204,1983570,6212,1983570
712,2204,1984570,6212,1984570
712,2204,1985570,6212,1985570
712,2204,1986570,6212,1986570
712,2204,1986570,6212,1986570
712,2204,1987220,6212,1987220
712,2204,1988220,6212,1988220
712,2204,1988220,6212,1988220
712,2204,1988220,6212,1988220
713,2212,1989220,6212,1989220
713,2212,1990220,6212,1990220
713,2212,1990680,6212,1990680
713,2212,1991680,6212,1991680
713,2212,1992680,6212,1992680
713,2212,1993680,6212,1993680
713,2212,1994680,6212,1994680
713,2212,1995680,6212,1995680
714,2220,1996680,6212,1996680
714,2220,1997680,6212,1997680
714,2220,1998150,6212,1998150
714,2220,1999150,6212,1999150
714,2220,1999800,6212,1999800
714,2220,2000270,6212,2000270
714,2220,2000920,6212,2000920
714,2220,2001920,6212,2001920
714,2220,2002730,6212,2002730
715,2228,2003730,6212,2003730
715,2228,2004200,6212,2004200
715,2228,2004850,6212,2004850
715,2228,2005320,6212,2005320
715,2228,2006320,6212,2006320
715,2228,2007320,6212,2007320
715,2228,2008130,6212,2008130
715,2228,2008600,6212,2008600
715,2228,2009070,6212,2009070
715,2228,2009070,6212,2009070
716,2236,2010070,6212,2010070
716,2236,2010880,6212,2010880
716,2236,2011200,6212,2011200
716,2236,2012010,6212,2012010
716,2236,2012820,6212,2012820
716,2236,2013630,6212,2013630
716,2236,2014630,6212,2014630
716,2236,2014860,6212,2014860
716,2236,2015670,6212,2015670
716,2236,2015670,6212,2015670
716,2236,2016670,6212,2016670
716,2236,2017670,6212,2017670
717,2244,2018670,6212,2018670
717,2244,2019670,6212,2019670
717,2244,2020670,6212,2020670
717,2244,2021670,6212,2021670
717,2244,2022670,6212,2022670
717,2244,2023670,6212,2023670
718,2252,2024670,6212,2024670
718,2252,2025670,6212,2025670
718,2252,2026670,6212,2026670
718,2252,2027670,6212,2027670
718,2252,2028480,6212,2028480
718,2252,2029480,6212,2029480
718,2252,2029480,6212,2029480
718,2252,2030480,6212,2030480
718,2252,2031480,6212,2031480
718,2252,2032480,6212,2032480
718,2252,2033290,6212,2033290
719,2260,2034290,6212,2034290
719,2260,2035290,6212,2035290
719,2260,2036100,6212,2036100
719,2260,2037100,6212,2037100
719,2260,2037910,6212,2037910
719,2260,2038910,6212,2038910
719,2260,2039910,6212,2039910
719,2260,2040910,6212,2040910
720,2268,2041910,6212,2041910
720,2268,2042910,6212,2042910
720,2268,2042910,6212,2042910
720,2268,2043910,6212,2043910
720,2268,2044910,6212,2044910
720,2268,2045910,6212,2045910
720,2268,2046720,6212,2046720
720,2268,2047530,6212,2047530
720,2268,2047990,6212,2047990
721,2276,2048640,6212,2048640
721,2276,2049640,6212,2049640
721,2276,2049800,6212,2049800
721,2276,2049800,6212,2049800
721,2276,2050800,6212,2050800
721,2276,2050960,6212,2050960
721,2276,2051960,6212,2051960
721,2276,2052960,6212,2052960
721,2276,2053960,6212,2053960
721,2276,2054770,6212,2054770
721,2276,2055770,6212,2055770
722,2284,2056770,6212,2056770
722,2284,2057770,6212,2057770
722,2284,2058770,6212,2058770
722,2284,2059580,6212,2059580
722,2284,2060580,6212,2060580
722,2284,2061390,6212,2061390
722,2284,2061860,6212,2061860
722,2284,2062860,6212,2062860
722,2284,2063860,6212,2063860
722,2284,2064180,6212,2064180
723,2292,2064650,6212,2064650
723,2292,2065650,6212,2065650
723,2292,2066460,6212,2066460
723,2292,2067460,6212,2067460
723,2292,2068270,6212,2068270
723,2292,2068270,6212,2068270
723,2292,2069270,6212,2069270
723,2292,2070080,6212,2070080
723,2292,2070550,6212,2070550
723,2292,2071200,6212,2071200
724,2300,2071670,6212,2071670
724,2300,2072670,6212,2072670
724,2300,2073670,6212,2073670
724,2300,2074670,6212,2074670
724,2300,2075140,6212,2075140
724,2300,2075950,6212,2075950
724,2300,2076760,6212,2076760
724,2300,2077230,6212,2077230
724,2300,2077550,6212,2077550
724,2300,2078550,6212,2078550
