ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2675-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2675-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_ratio,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2675-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_q124,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2675-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2675-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_ratio
858375.85,13.82,0.2,193024.44,3.11
859211.05,13.83,0.15,198122.71,3.19
859074.21,13.83,0.15,197901.67,3.19
858853.68,13.83,0.15,197709.21,3.18
858853.68,13.83,0.15,197708.69,3.18
859101.79,13.84,0.15,197708.69,3.18
858924.63,13.83,0.15,197761.68,3.19
858787.79,13.83,0.15,197729.28,3.19
858650.95,13.83,0.15,197708.69,3.19
858430.42,13.83,0.15,197290.03,3.18
858469.89,13.83,0.15,197131.37,3.18
858249.37,13.83,0.15,196712.71,3.17
858028.84,13.83,0.15,196520.26,3.17
857978.84,13.83,0.15,196470.26,3.17
857758.32,13.83,0.14,196051.6,3.16
858023.23,13.83,0.15,196148.37,3.16
857802.7,13.83,0.15,195729.71,3.16
858050.81,13.84,0.15,197711.32,3.19
858050.81,13.84,0.15,197575.11,3.19
857830.28,13.84,0.15,197156.45,3.18
857609.75,13.83,0.15,196737.79,3.17
857389.23,13.83,0.15,196319.13,3.17
856978.7,13.83,0.14,195936.68,3.16
856841.86,13.83,0.14,195908.53,3.16
856684.07,13.82,0.14,194877.31,3.14
856854.25,13.83,0.14,195181.18,3.15
856973.72,13.83,0.15,195102.52,3.15
856696.7,13.83,0.14,194828.65,3.14
856286.18,13.82,0.14,194219.99,3.14
856282.63,13.82,0.14,193605.4,3.13
856062.11,13.82,0.14,193186.74,3.12
855841.58,13.82,0.14,192768.08,3.11
855841.58,13.82,0.14,192768.08,3.11
856011.75,13.83,0.14,192767.88,3.11
855874.91,13.83,0.14,192767.88,3.11
855597.89,13.82,0.14,192805.31,3.11
855461.05,13.82,0.14,192774.56,3.11
855240.53,13.82,0.14,192355.9,3.11
855240.53,13.82,0.14,192355.9,3.11
855410.7,13.82,0.14,192349.21,3.11
855190.18,13.82,0.14,191930.55,3.1
854779.65,13.82,0.13,191321.89,3.09
854949.82,13.82,0.14,192714.06,3.12
855197.93,13.83,0.14,192713.86,3.12
855117.44,13.83,0.14,193244.57,3.12
854792.49,13.82,0.14,193244.57,3.12
854381.96,13.82,0.13,192635.91,3.12
854161.44,13.82,0.13,192217.25,3.11
854440.39,13.82,0.14,192988.1,3.12
854610.56,13.83,0.14,192988.1,3.12
854491.54,13.82,0.14,193074.27,3.12
854739.65,13.83,0.14,193091.3,3.12
854602.81,13.83,0.14,193025.05,3.12
854602.81,13.83,0.14,193029.08,3.12
854602.81,13.83,0.14,193029.08,3.12
854602.81,13.83,0.14,195453.96,3.16
854772.98,13.83,0.15,195449.73,3.16
854636.14,13.83,0.15,196856.04,3.19
854499.3,13.83,0.15,196979.78,3.19
854394.56,13.83,0.15,196370.04,3.18
854394.56,13.83,0.15,196369.84,3.18
854394.56,13.83,0.15,196369.84,3.18
854257.72,13.83,0.15,196557.18,3.18
854257.72,13.83,0.15,196634.68,3.18
853921.4,13.83,0.15,196388.36,3.18
853816.67,13.83,0.15,195778.63,3.17
853589.96,13.83,0.14,196008.52,3.18
853253.65,13.82,0.14,195762.21,3.17
853501.75,13.83,0.14,195550.61,3.17
853563.44,13.83,0.15,195227.43,3.16
853426.6,13.83,0.15,198103.41,3.21
853258.18,13.83,0.15,197710.53,3.2
853305.82,13.83,0.15,199955.73,3.24
853103.68,13.83,0.15,200239.44,3.25
853351.79,13.84,0.15,200259.98,3.25
853089.05,13.83,0.15,200036.54,3.24
852962.74,13.83,0.15,199555.4,3.24
853189.05,13.84,0.15,199559.79,3.24
853052.21,13.84,0.15,198240.32,3.22
852737.47,13.83,0.15,197925.59,3.21
852422.53,13.83,0.15,197740.7,3.21
852285.68,13.83,0.15,197810.7,3.21
852285.68,13.83,0.15,197810.7,3.21
852357.89,13.83,0.15,197346.08,3.2
852357.89,13.83,0.15,197346.08,3.2
852528.07,13.84,0.15,197425.27,3.2
852589.75,13.84,0.16,197190.09,3.2
852452.91,13.84,0.16,197250.42,3.2
852472.49,13.84,0.16,197092.54,3.2
852720.6,13.85,0.16,197100.21,3.2
852395.65,13.84,0.16,196923.66,3.2
852446.81,13.85,0.16,197167.45,3.2
852497.96,13.85,0.16,197167.25,3.2
852361.12,13.85,0.16,197167.25,3.2
852361.12,13.85,0.16,197167.25,3.2
852609.23,13.85,0.17,197181.28,3.2
851514.49,13.85,0.17,197181.28,3.21
851514.49,13.85,0.17,197136.54,3.21
851684.67,13.86,0.17,197130.07,3.21
851735.82,13.86,0.18,197126.76,3.21
851519.3,13.86,0.17,196988.16,3.21
851519.3,13.86,0.17,196988.16,3.21
851570.46,13.86,0.18,196983.91,3.21
851570.46,13.86,0.18,197039.82,3.21
851433.61,13.86,0.18,198070.59,3.22
851484.77,13.86,0.18,198406.69,3.23
851159.82,13.86,0.17,197942.98,3.22
851022.98,13.86,0.17,197848.97,3.22
851193.16,13.86,0.18,198082.7,3.23
851254.84,13.87,0.18,197762.13,3.22
850983.82,13.86,0.18,197475.53,3.22
850817.4,13.86,0.18,197114.62,3.21
850868.56,13.86,0.18,197114.64,3.21
850591.54,13.86,0.18,196829.6,3.21
850846.91,13.87,0.18,196829.38,3.21
850622.91,13.86,0.18,196830.34,3.21
850871.02,13.87,0.18,196829.38,3.21
850922.18,13.87,0.19,196829.38,3.21
851092.35,13.87,0.19,196829.38,3.21
850955.51,13.87,0.19,197491.1,3.22
850768.49,13.87,0.19,197521.47,3.22
850631.65,13.87,0.19,197545.54,3.22
850306.7,13.87,0.18,196921.64,3.21
850169.86,13.87,0.18,197781.74,3.23
850033.02,13.87,0.18,197617.39,3.22
850033.02,13.87,0.18,197617.39,3.22
849846.0,13.87,0.18,197433.32,3.22
849897.16,13.87,0.18,197617.49,3.22
849948.32,13.87,0.19,197617.52,3.23
849999.47,13.87,0.19,197617.29,3.23
849862.63,13.87,0.19,197617.29,3.23
849585.61,13.87,0.19,197328.56,3.22
849833.72,13.87,0.19,197370.49,3.22
850003.89,13.88,0.19,197362.67,3.22
849708.95,13.88,0.19,197734.48,3.23
849957.05,13.88,0.2,197702.07,3.23
850008.21,13.88,0.2,197874.16,3.23
849693.26,13.88,0.19,197394.24,3.22
849693.26,13.88,0.19,197371.5,3.22
849693.26,13.88,0.19,197397.82,3.22
849556.42,13.88,0.19,198373.52,3.24
849607.58,13.88,0.2,198373.55,3.24
849470.74,13.88,0.2,198373.32,3.24
848975.3,13.87,0.19,197847.88,3.23
848698.28,13.87,0.19,197558.49,3.23
848698.28,13.87,0.19,197558.49,3.23
848619.51,13.87,0.19,200341.53,3.27
848482.67,13.87,0.19,200341.53,3.28
848533.82,13.87,0.19,200392.02,3.28
848533.82,13.87,0.19,200325.55,3.28
848781.93,13.88,0.19,200304.87,3.28
848645.09,13.88,0.19,200275.07,3.28
848696.25,13.88,0.2,200275.07,3.28
848747.4,13.88,0.2,201406.03,3.29
848747.4,13.88,0.2,201469.08,3.3
848747.4,13.88,0.2,201469.08,3.3
848747.4,13.88,0.2,201469.08,3.3
848610.56,13.88,0.2,201468.88,3.3
848473.72,13.88,0.2,201489.69,3.3
848524.88,13.89,0.2,201483.21,3.3
848199.93,13.88,0.2,201141.26,3.29
848199.93,13.88,0.2,201141.26,3.29
848494.95,13.89,0.2,201131.79,3.29
848270.88,13.89,0.2,201126.93,3.29
848270.88,13.89,0.2,201126.93,3.29
848322.04,13.89,0.2,201126.93,3.29
848674.21,13.89,0.21,201705.82,3.3
848537.37,13.89,0.21,201625.88,3.3
848226.46,13.89,0.21,202103.15,3.31
848277.61,13.89,0.21,202079.43,3.31
848328.77,13.9,0.21,202201.37,3.31
848623.79,13.9,0.22,202538.57,3.32
848399.72,13.9,0.21,202256.13,3.31
848262.88,13.9,0.21,202255.93,3.31
848262.88,13.9,0.21,202255.93,3.31
848557.89,13.9,0.22,202255.93,3.31
848520.77,13.9,0.22,202262.5,3.31
848383.93,13.9,0.22,202256.08,3.31
848247.09,13.9,0.22,202255.93,3.32
848298.25,13.91,0.22,202428.82,3.32
848468.42,13.91,0.23,202495.3,3.32
848331.58,13.91,0.23,202255.93,3.32
848194.74,13.91,0.23,203188.15,3.33
848245.89,13.91,0.23,203310.09,3.33
848494.0,13.92,0.23,203448.22,3.34
848314.63,13.92,0.23,203228.0,3.33
848365.79,13.92,0.24,203349.94,3.34
848416.95,13.92,0.24,203410.38,3.34
848468.11,13.92,0.24,203410.41,3.34
848191.09,13.92,0.24,203092.1,3.33
848054.25,13.92,0.24,203091.88,3.33
847877.09,13.92,0.23,203057.33,3.33
847928.25,13.92,0.24,203057.33,3.33
848183.61,13.93,0.24,203092.42,3.33
848234.77,13.93,0.25,203135.45,3.34
848404.95,13.93,0.25,203155.0,3.34
848456.11,13.94,0.25,203377.01,3.34
848456.11,13.94,0.25,203377.01,3.34
848507.26,13.94,0.25,204141.96,3.35
848399.26,13.94,0.25,204034.6,3.35
848122.25,13.93,0.25,204306.8,3.36
848380.14,13.94,0.26,204282.11,3.36
848380.14,13.94,0.26,204259.94,3.36
848431.3,13.94,0.26,204594.11,3.36
848482.46,13.94,0.26,204594.14,3.36
848533.61,13.95,0.26,204593.91,3.36
848584.77,13.95,0.27,204593.91,3.36
848754.95,13.95,0.27,204593.91,3.36
848539.58,13.95,0.27,204417.91,3.36
848217.37,13.95,0.26,204086.87,3.36
848268.53,13.95,0.27,204086.87,3.36
848319.68,13.95,0.27,204848.62,3.37
848182.84,13.95,0.27,204412.0,3.36
848182.84,13.95,0.27,204437.72,3.36
848003.47,13.95,0.27,204360.33,3.36
848003.47,13.95,0.27,204360.61,3.36
847816.46,13.95,0.26,205177.5,3.38
848168.63,13.95,0.27,205427.03,3.38
848219.79,13.96,0.27,205548.97,3.38
848270.95,13.96,0.28,205609.42,3.38
848065.09,13.96,0.27,205323.48,3.38
848320.46,13.96,0.28,205323.28,3.38
848183.61,13.96,0.28,205323.28,3.38
848245.3,13.97,0.28,205002.7,3.38
847923.09,13.96,0.28,205026.15,3.38
847942.67,13.96,0.28,204840.57,3.37
847790.67,13.96,0.28,204690.46,3.37
847841.82,13.96,0.28,204681.18,3.37
847892.98,13.97,0.28,204673.6,3.37
848063.16,13.97,0.29,204667.02,3.37
848311.26,13.98,0.29,204667.02,3.37
847996.32,13.97,0.29,205561.02,3.39
848244.42,13.98,0.29,205604.58,3.39
848244.42,13.98,0.29,205632.72,3.39
848295.58,13.98,0.3,205907.89,3.39
848158.74,13.98,0.3,205907.69,3.39
847833.79,13.98,0.29,205677.42,3.39
847884.95,13.98,0.29,205677.42,3.39
848107.75,13.98,0.3,205680.28,3.39
848363.12,13.99,0.3,205677.42,3.39
848414.28,13.99,0.31,205677.42,3.39
848092.07,13.99,0.3,205677.42,3.39
848340.18,13.99,0.31,206210.84,3.4
848510.35,14.0,0.31,206587.32,3.41
848561.51,14.0,0.31,207183.6,3.42
848424.67,14.0,0.31,207183.4,3.42
848475.82,14.0,0.32,207183.4,3.42
848475.82,14.0,0.32,207183.4,3.42
848338.98,14.0,0.32,207204.75,3.42
848338.98,14.0,0.32,207175.2,3.42
848338.98,14.0,0.32,207175.2,3.42
848202.14,14.0,0.32,207153.85,3.42
848253.3,14.0,0.32,207153.85,3.42
848304.46,14.01,0.32,207153.85,3.42
848167.61,14.01,0.32,207873.22,3.43
848218.77,14.01,0.33,207901.72,3.43
848081.93,14.01,0.33,207851.58,3.43
848133.09,14.01,0.33,207808.93,3.43
848184.25,14.02,0.33,207753.99,3.43
848047.4,14.02,0.33,208087.05,3.44
848098.56,14.02,0.33,208208.99,3.44
847827.54,14.01,0.33,208026.53,3.44
847878.7,14.02,0.33,208086.98,3.44
847878.7,14.02,0.33,208135.81,3.44
847929.86,14.02,0.34,207916.13,3.44
847660.21,14.02,0.33,207359.0,3.43
847523.37,14.02,0.33,206965.97,3.42
847574.53,14.02,0.33,206912.55,3.42
847249.58,14.01,0.33,207049.72,3.42
847419.75,14.02,0.33,207701.54,3.44
847204.39,14.02,0.33,207467.11,3.43
847255.54,14.02,0.33,207467.13,3.43
847255.54,14.02,0.33,207418.31,3.43
847255.54,14.02,0.33,207475.04,3.43
847118.7,14.02,0.33,207474.81,3.43
846865.54,14.02,0.33,207457.36,3.43
846916.7,14.02,0.33,207464.18,3.43
846916.7,14.02,0.33,207415.35,3.43
847086.88,14.02,0.34,207410.97,3.43
846809.86,14.02,0.33,207118.55,3.43
847057.96,14.02,0.34,207116.12,3.43
847109.12,14.03,0.34,207116.12,3.43
847160.28,14.03,0.35,208258.46,3.45
846883.26,14.03,0.34,207968.75,3.44
846883.26,14.03,0.34,208017.97,3.45
846746.42,14.03,0.34,208158.35,3.45
846916.6,14.03,0.35,208237.55,3.45
846591.65,14.03,0.34,207857.98,3.44
846642.81,14.03,0.34,208014.23,3.45
846693.96,14.03,0.35,208014.26,3.45
846416.95,14.03,0.34,207954.28,3.45
846139.93,14.02,0.34,207767.74,3.44
846003.09,14.02,0.34,207767.51,3.44
846258.46,14.03,0.34,207767.51,3.44
846081.61,14.03,0.34,207771.21,3.44
846329.72,14.03,0.35,207767.51,3.44
846380.88,14.03,0.35,207767.51,3.45
846244.04,14.03,0.35,207767.51,3.45
846107.19,14.03,0.35,208635.62,3.46
846158.35,14.04,0.35,208890.98,3.47
846021.51,14.04,0.35,208774.38,3.46
969856.43,16.09,0.36,210934.43,3.5
969885.77,16.1,0.36,211069.72,3.5
969728.43,16.1,0.36,210985.24,3.5
969728.43,16.1,0.36,210976.25,3.5
969728.43,16.1,0.36,210955.79,3.5
969428.92,16.09,0.36,210632.22,3.5
969631.08,16.1,0.36,210631.99,3.5
969777.24,16.1,0.37,210631.1,3.5
969806.57,16.1,0.37,210631.1,3.5
969835.91,16.11,0.37,210631.1,3.5
969865.24,16.11,0.38,210736.66,3.5
969865.24,16.11,0.38,210680.3,3.5
969714.86,16.11,0.37,210523.25,3.5
969714.86,16.11,0.37,210583.85,3.5
969415.35,16.1,0.37,210556.09,3.5
969258.01,16.1,0.37,210478.29,3.5
969100.66,16.1,0.37,211469.34,3.51
968917.17,16.1,0.37,211091.83,3.51
968946.5,16.1,0.37,211299.97,3.51
969190.07,16.11,0.38,211473.18,3.52
969190.07,16.11,0.38,211432.16,3.51
969190.07,16.11,0.38,211476.76,3.52
969219.41,16.11,0.38,211740.38,3.52
969062.06,16.11,0.38,211795.24,3.52
969091.4,16.11,0.38,211791.18,3.52
969120.73,16.12,0.38,211790.9,3.52
969150.07,16.12,0.39,211790.06,3.52
968992.73,16.12,0.39,211790.06,3.52
968749.02,16.12,0.38,211511.39,3.52
968591.68,16.12,0.38,211562.59,3.52
968591.68,16.12,0.38,211543.16,3.52
968819.51,16.12,0.39,211505.04,3.52
968819.51,16.12,0.39,211505.04,3.52
968824.55,16.12,0.39,211491.97,3.52
968610.7,16.12,0.39,211315.42,3.52
968454.02,16.12,0.38,211158.74,3.51
968296.68,16.12,0.38,212034.28,3.53
968036.47,16.11,0.38,211512.7,3.52
968036.47,16.11,0.38,211460.19,3.52
968036.47,16.11,0.38,211513.61,3.52
968065.8,16.12,0.38,211242.87,3.52
968298.67,16.12,0.39,212264.82,3.53
968500.84,16.13,0.39,212596.82,3.54
968733.71,16.13,0.4,212596.82,3.54
968966.57,16.14,0.4,212596.82,3.54
969002.9,16.14,0.41,212221.95,3.53
968997.27,16.14,0.41,212016.49,3.53
969026.61,16.15,0.41,212016.49,3.53
968869.27,16.15,0.41,212016.49,3.53
968898.6,16.15,0.41,212016.49,3.53
969044.76,16.15,0.42,212715.95,3.55
969242.94,16.16,0.42,212791.41,3.55
969242.94,16.16,0.42,212756.59,3.55
969272.27,16.16,0.43,213564.51,3.56
969087.66,16.16,0.42,212894.5,3.55
969116.99,16.16,0.43,212894.22,3.55
969116.99,16.16,0.43,212888.98,3.55
969146.33,16.16,0.43,212888.14,3.55
969292.48,16.17,0.43,212888.14,3.55
969032.27,16.16,0.43,212598.46,3.55
968855.91,16.16,0.43,212895.35,3.55
969088.78,16.17,0.43,212931.89,3.55
968932.1,16.16,0.43,212764.38,3.55
969141.05,16.17,0.44,212727.84,3.55
968834.76,16.17,0.43,212894.6,3.55
968677.41,16.17,0.43,212735.6,3.55
968677.41,16.17,0.43,212780.09,3.55
968501.05,16.16,0.43,212554.4,3.55
968501.05,16.16,0.43,212529.73,3.55
968703.22,16.17,0.43,212521.96,3.55
968732.55,16.17,0.44,214213.48,3.58
968761.89,16.17,0.44,214213.2,3.58
968462.38,16.17,0.44,213901.79,3.57
968462.38,16.17,0.44,213929.84,3.57
968671.33,16.17,0.44,213929.0,3.57
968375.03,16.17,0.44,213929.0,3.57
968101.54,16.17,0.43,213515.31,3.57
968303.71,16.17,0.44,213552.39,3.57
968449.86,16.18,0.44,213536.44,3.57
968292.52,16.18,0.44,213515.31,3.57
968135.17,16.18,0.44,214156.49,3.58
968281.33,16.18,0.45,214311.33,3.58
968016.78,16.18,0.44,214017.05,3.58
968225.73,16.18,0.45,214015.93,3.58
968371.89,16.19,0.45,214015.93,3.58
968075.59,16.18,0.45,214064.32,3.58
968069.97,16.18,0.45,214556.8,3.59
967912.62,16.18,0.45,214526.69,3.59
968058.78,16.19,0.45,214508.42,3.59
968260.94,16.19,0.46,214508.42,3.59
968260.94,16.19,0.46,214501.62,3.59
968124.58,16.19,0.46,213382.72,3.57
967859.06,16.19,0.46,213062.98,3.56
967549.55,16.19,0.45,214074.51,3.58
967578.88,16.19,0.45,213823.28,3.58
967608.22,16.19,0.46,213829.23,3.58
967810.38,16.2,0.46,214048.96,3.58
967810.38,16.2,0.46,213996.44,3.58
967810.38,16.2,0.46,213993.14,3.58
967846.71,16.2,0.46,213618.27,3.58
967564.34,16.2,0.46,213864.81,3.58
967564.34,16.2,0.46,213833.66,3.58
967410.98,16.19,0.46,213684.15,3.58
967405.35,16.2,0.46,213478.69,3.57
967551.5,16.2,0.47,213478.43,3.57
967394.16,16.2,0.47,213477.57,3.57
967236.82,16.2,0.47,213515.73,3.58
967438.99,16.2,0.47,213495.95,3.58
967139.48,16.2,0.47,213491.16,3.58
967139.48,16.2,0.47,213499.79,3.58
967168.81,16.2,0.47,213486.21,3.58
967198.15,16.21,0.47,214067.57,3.59
967198.15,16.21,0.47,214125.54,3.59
967040.8,16.21,0.47,213994.99,3.59
967070.14,16.21,0.47,214239.77,3.59
966856.29,16.21,0.47,214209.21,3.59
967058.46,16.21,0.48,214238.76,3.59
967094.79,16.21,0.48,213863.89,3.59
966911.29,16.21,0.48,213439.8,3.58
966611.78,16.21,0.47,213279.61,3.58
966454.44,16.21,0.47,213339.61,3.58
966307.73,16.21,0.47,213193.95,3.58
966118.74,16.2,0.47,212801.36,3.57
966264.9,16.21,0.47,212799.98,3.57
966294.23,16.21,0.48,212799.98,3.57
966527.1,16.22,0.48,213627.46,3.58
966556.43,16.22,0.49,213856.28,3.59
966758.6,16.22,0.49,213878.97,3.59
966758.6,16.22,0.49,213852.22,3.59
966787.94,16.23,0.49,214073.98,3.59
966630.59,16.23,0.49,214072.86,3.59
966341.08,16.22,0.49,213947.81,3.59
966550.03,16.23,0.49,213947.81,3.59
966550.03,16.23,0.49,213944.66,3.59
966253.74,16.22,0.49,213984.76,3.59
966096.4,16.22,0.49,213944.66,3.59
966096.4,16.22,0.49,213905.29,3.59
966125.73,16.23,0.49,213905.29,3.59
966155.07,16.23,0.5,213905.29,3.59
966301.22,16.23,0.5,214390.45,3.6
966143.88,16.23,0.5,214404.73,3.6
965986.54,16.23,0.5,214473.12,3.6
966188.71,16.24,0.51,214472.88,3.6
966218.04,16.24,0.51,214472.0,3.61
966247.38,16.24,0.51,214472.0,3.61
965947.87,16.24,0.51,214472.0,3.61
966150.03,16.25,0.51,214589.42,3.61
965992.69,16.25,0.51,214483.37,3.61
965709.2,16.24,0.51,214429.86,3.61
965551.85,16.24,0.51,214898.72,3.61
965394.51,16.24,0.51,214735.99,3.61
965237.17,16.24,0.51,215249.67,3.62
965079.83,16.24,0.51,215248.55,3.62
965109.16,16.25,0.51,215248.55,3.62
965109.16,16.25,0.51,215196.04,3.62
965255.31,16.25,0.52,215196.04,3.62
965401.47,16.25,0.52,215320.83,3.63
965401.47,16.25,0.52,215364.85,3.63
965599.65,16.26,0.52,215250.36,3.62
965442.97,16.26,0.52,215090.6,3.62
965182.76,16.25,0.52,215070.18,3.62
965025.42,16.25,0.52,216000.49,3.64
964868.08,16.25,0.52,215739.33,3.63
964897.41,16.26,0.52,216190.4,3.64
964597.9,16.25,0.52,215850.48,3.64
964627.24,16.25,0.52,215985.77,3.64
964469.9,16.25,0.52,215903.21,3.64
964499.23,16.26,0.52,216038.49,3.64
964701.4,16.26,0.53,216147.66,3.64
964701.4,16.26,0.53,216139.16,3.64
964737.73,16.26,0.53,215764.29,3.64
964737.73,16.26,0.53,215822.26,3.64
964438.22,16.26,0.53,215687.48,3.64
964584.37,16.27,0.53,215783.78,3.64
964541.36,16.26,0.53,215758.95,3.64
964541.36,16.26,0.53,215756.13,3.64
964743.53,16.27,0.54,215987.64,3.64
964646.99,16.27,0.53,215880.44,3.64
964646.99,16.27,0.53,215862.88,3.64
964454.69,16.27,0.53,215458.33,3.63
964189.76,16.26,0.53,215326.48,3.63
964219.09,16.27,0.53,215326.2,3.63
963929.58,16.26,0.53,215234.33,3.63
963958.92,16.27,0.53,215233.49,3.63
963958.92,16.27,0.53,215203.88,3.63
963773.5,16.26,0.53,215001.49,3.63
963773.5,16.26,0.53,214962.12,3.63
963616.15,16.26,0.53,214962.12,3.63
963818.32,16.27,0.53,215021.84,3.63
963518.81,16.26,0.53,215042.2,3.63
963548.15,16.27,0.53,214977.04,3.63
963746.33,16.27,0.54,215649.38,3.64
963948.5,16.28,0.54,215792.18,3.64
963791.15,16.28,0.54,215856.92,3.65
963607.66,16.27,0.54,215474.92,3.64
963292.38,16.27,0.54,215158.28,3.63
963135.03,16.27,0.54,215157.16,3.63
962977.69,16.27,0.54,215157.16,3.64
962820.35,16.27,0.54,215184.19,3.64
962849.69,16.27,0.54,215170.52,3.64
962849.69,16.27,0.54,215204.4,3.64
962692.34,16.27,0.54,215191.04,3.64
962392.83,16.27,0.54,215357.99,3.64
962132.62,16.27,0.53,215302.83,3.64
961975.28,16.27,0.53,215620.21,3.65
961701.78,16.26,0.53,215522.48,3.64
961934.65,16.27,0.53,215517.85,3.64
961934.65,16.27,0.53,215493.19,3.64
962136.82,16.27,0.54,215847.24,3.65
961953.32,16.27,0.54,215910.11,3.65
961653.81,16.27,0.53,215890.24,3.65
961653.81,16.27,0.53,215934.73,3.65
961683.15,16.27,0.53,216070.01,3.66
961683.15,16.27,0.53,216061.92,3.66
961499.65,16.27,0.53,215774.14,3.65
961701.82,16.27,0.54,215883.31,3.65
961402.31,16.27,0.53,215748.54,3.65
961431.64,16.27,0.54,215883.82,3.65
961274.3,16.27,0.54,215774.67,3.65
961303.64,16.27,0.54,215774.39,3.65
961332.97,16.28,0.54,215773.55,3.65
961332.97,16.28,0.54,215770.25,3.65
961332.97,16.28,0.54,215770.98,3.65
961154.3,16.27,0.54,215615.02,3.65
960996.96,16.27,0.54,215615.02,3.65
960839.62,16.27,0.54,215656.66,3.65
961041.78,16.28,0.54,215657.1,3.65
960742.27,16.27,0.54,215723.84,3.65
960584.93,16.27,0.54,216223.94,3.66
960427.59,16.27,0.54,216035.33,3.66
960270.24,16.27,0.54,216052.14,3.66
960472.41,16.28,0.55,216051.9,3.66
960172.9,16.28,0.54,216051.02,3.66
960172.9,16.28,0.54,216045.05,3.66
960202.24,16.28,0.54,216045.05,3.66
960044.9,16.28,0.54,216129.92,3.66
960074.23,16.28,0.55,216095.96,3.66
959916.89,16.28,0.55,216064.45,3.66
960063.04,16.29,0.55,216698.81,3.68
960265.21,16.29,0.56,216653.58,3.68
960081.71,16.29,0.55,216476.99,3.67
959816.19,16.28,0.55,216181.62,3.67
959555.98,16.28,0.55,215866.83,3.66
959585.31,16.28,0.55,216196.86,3.67
959614.65,16.29,0.55,216196.59,3.67
959315.14,16.28,0.55,216054.39,3.67
959548.01,16.29,0.55,216053.55,3.67
959390.66,16.29,0.55,216094.44,3.67
959536.82,16.29,0.56,216074.03,3.67
959536.82,16.29,0.56,216100.32,3.67
959379.48,16.29,0.56,216079.84,3.67
959222.13,16.29,0.56,216928.91,3.68
959064.79,16.29,0.56,216725.81,3.68
958791.29,16.29,0.55,216645.47,3.68
959024.16,16.29,0.56,217092.08,3.69
959024.16,16.29,0.56,217065.79,3.69
959053.5,16.3,0.56,217201.07,3.69
958793.29,16.29,0.56,217156.36,3.69
958995.45,16.3,0.56,217265.53,3.69
958695.94,16.29,0.56,217130.75,3.69
958842.1,16.3,0.56,217227.05,3.69
958684.76,16.3,0.56,217297.6,3.69
958527.41,16.3,0.56,217296.48,3.69
958370.07,16.3,0.56,217340.87,3.7
958568.25,16.3,0.57,217296.48,3.7
958714.41,16.31,0.57,217296.48,3.7
958916.57,16.31,0.58,217748.28,3.7
958759.23,16.31,0.58,217672.64,3.7
958485.73,16.31,0.57,217289.86,3.7
958485.73,16.31,0.57,217317.71,3.7
958328.39,16.31,0.58,217053.64,3.69
958328.39,16.31,0.58,217036.42,3.69
958328.39,16.31,0.58,217011.75,3.69
958171.05,16.31,0.58,217999.2,3.71
958013.71,16.31,0.58,217998.08,3.71
957856.36,16.31,0.58,217998.08,3.71
957856.36,16.31,0.58,218023.32,3.71
957885.7,16.31,0.58,218036.67,3.71
957915.03,16.32,0.58,218033.03,3.71
957757.69,16.32,0.58,218031.42,3.71
957476.78,16.31,0.58,217712.43,3.71
957506.12,16.31,0.58,217704.33,3.71
957292.27,16.31,0.58,217383.66,3.7
957438.43,16.32,0.58,218208.88,3.72
957438.43,16.32,0.58,218191.56,3.72
957281.08,16.32,0.58,218064.39,3.72
956997.59,16.31,0.58,217786.89,3.71
957026.92,16.31,0.58,217922.17,3.71
957056.26,16.32,0.58,218022.32,3.72
957202.41,16.32,0.59,218022.06,3.72
956942.2,16.32,0.58,217832.41,3.71
957088.36,16.32,0.59,217831.55,3.71
956931.01,16.32,0.59,217919.97,3.72
957133.18,16.33,0.59,217975.34,3.72
957162.52,16.33,0.6,217859.7,3.72
956979.02,16.33,0.59,217846.36,3.72
956821.68,16.33,0.59,219190.66,3.74
956821.68,16.33,0.59,219239.68,3.74
956638.18,16.33,0.59,218648.2,3.73
956524.62,16.32,0.59,218167.37,3.72
946664.04,16.16,0.72,291224.95,4.97
946664.04,16.16,0.72,291212.07,4.97
946689.96,16.16,0.72,291424.21,4.97
946528.56,16.16,0.72,291325.09,4.97
946561.51,16.16,0.72,290946.89,4.97
946372.04,16.16,0.72,290544.68,4.96
946210.63,16.16,0.72,290442.73,4.96
946236.56,16.16,0.73,290049.73,4.95
946236.56,16.16,0.73,290035.92,4.95
946236.56,16.16,0.73,290011.53,4.95
945953.23,16.16,0.72,289716.18,4.95
945953.23,16.16,0.72,289699.21,4.95
945953.23,16.16,0.72,289717.51,4.95
946167.3,16.17,0.73,289253.02,4.94
