ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9c90-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9c90-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_ratio,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9c90-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_q124,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9c90-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9c90-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_ratio
964246.82,20.41,6.84,369037.67,7.81
964076.89,20.41,6.84,368572.09,7.8
964242.79,20.41,6.85,368460.04,7.8
964294.32,20.42,6.85,368437.5,7.8
964345.85,20.42,6.86,370351.19,7.84
964085.92,20.42,6.85,370433.37,7.85
964137.45,20.42,6.86,370433.14,7.85
963900.93,20.42,6.85,369851.81,7.84
963952.46,20.42,6.86,369851.44,7.84
963720.9,20.42,6.86,369605.21,7.83
963772.43,20.43,6.86,369605.21,7.83
963823.96,20.43,6.86,369605.21,7.83
963875.49,20.44,6.87,369605.21,7.84
964035.81,20.44,6.87,369605.21,7.84
964035.81,20.44,6.87,369605.21,7.84
963799.83,20.44,6.87,370148.2,7.85
963851.36,20.44,6.88,370548.31,7.86
963851.36,20.44,6.88,370536.31,7.86
963902.89,20.45,6.88,370875.55,7.87
963749.13,20.45,6.88,371132.78,7.87
963749.13,20.45,6.88,371113.53,7.87
963918.52,20.45,6.88,371112.93,7.87
963820.36,20.45,6.88,371112.93,7.87
963989.76,20.45,6.89,371112.93,7.87
963982.91,20.46,6.89,371145.03,7.88
964034.44,20.46,6.89,371123.04,7.88
964055.71,20.46,6.89,371168.93,7.88
963797.5,20.46,6.89,371166.38,7.88
963849.03,20.46,6.9,371158.83,7.88
963849.03,20.46,6.9,371158.83,7.88
963703.36,20.46,6.89,371016.41,7.88
963703.36,20.46,6.89,371016.41,7.88
963857.63,20.47,6.9,371541.62,7.89
964023.53,20.47,6.9,371944.82,7.9
964075.06,20.48,6.91,372067.55,7.9
963843.49,20.47,6.91,371868.2,7.9
963583.57,20.47,6.9,371087.94,7.88
963748.08,20.47,6.91,372247.35,7.91
963913.99,20.48,6.91,372246.75,7.91
963965.52,20.49,6.92,372246.75,7.91
964017.05,20.49,6.92,372246.75,7.91
963785.48,20.49,6.92,372246.75,7.91
963945.8,20.49,6.93,372307.02,7.91
963945.8,20.49,6.93,372307.02,7.91
963709.82,20.49,6.92,372282.28,7.92
963864.08,20.5,6.93,372330.91,7.92
963864.08,20.5,6.93,372330.91,7.92
963694.15,20.49,6.93,372932.9,7.93
963745.68,20.5,6.93,372942.16,7.93
963428.61,20.49,6.93,372624.83,7.93
963588.92,20.5,6.93,372518.29,7.92
963330.27,20.49,6.93,372237.35,7.92
963571.39,20.5,6.93,372337.42,7.92
963513.89,20.5,6.93,373127.62,7.94
963313.61,20.5,6.93,372912.41,7.93
963365.14,20.5,6.94,372912.18,7.94
963018.29,20.5,6.93,372513.05,7.93
963069.82,20.5,6.94,372512.68,7.93
963121.35,20.51,6.94,372512.68,7.93
963172.88,20.51,6.94,372512.68,7.93
962856.64,20.51,6.94,372195.35,7.93
963066.41,20.51,6.94,372195.35,7.93
963117.94,20.52,6.95,372195.35,7.93
962985.27,20.52,6.95,372984.59,7.95
963154.67,20.52,6.95,372833.98,7.94
963206.2,20.52,6.96,373449.33,7.96
963257.73,20.53,6.96,373449.1,7.96
962942.15,20.52,6.96,373141.21,7.95
962935.31,20.53,6.96,373497.18,7.96
963095.62,20.53,6.96,373496.81,7.96
963147.15,20.54,6.97,373496.81,7.96
962888.94,20.53,6.97,373152.38,7.96
962652.96,20.53,6.96,373152.38,7.96
962509.8,20.53,6.96,373010.99,7.95
962679.2,20.53,6.96,373062.67,7.96
962672.35,20.53,6.97,373023.93,7.96
962826.62,20.54,6.97,373010.99,7.96
962878.15,20.54,6.98,373010.99,7.96
962828.15,20.54,6.98,372960.99,7.96
962879.68,20.55,6.98,372960.99,7.96
963040.0,20.55,6.99,374656.14,8.0
963040.0,20.55,6.99,374656.14,8.0
962804.02,20.55,6.98,374425.96,7.99
962855.55,20.55,6.99,374425.73,7.99
962538.47,20.55,6.98,374118.76,7.99
962368.54,20.55,6.98,373663.14,7.98
962420.07,20.55,6.98,373662.76,7.98
962420.07,20.55,6.98,373778.84,7.98
962436.91,20.55,6.98,373781.45,7.98
962268.7,20.55,6.98,373899.53,7.98
962429.02,20.55,6.99,373899.53,7.99
962339.94,20.55,6.99,373899.53,7.99
962391.47,20.56,6.99,373899.53,7.99
962443.0,20.56,7.0,373969.1,7.99
962612.39,20.57,7.0,374111.34,7.99
962663.92,20.57,7.01,373899.53,7.99
962715.45,20.58,7.01,375312.92,8.02
962440.39,20.57,7.01,375071.93,8.02
962600.71,20.58,7.01,375071.72,8.02
962364.73,20.58,7.01,375071.33,8.02
962525.05,20.58,7.02,375071.33,8.02
962679.31,20.59,7.02,375265.07,8.03
962910.17,20.6,7.03,375093.0,8.02
962674.19,20.59,7.03,375071.33,8.02
962828.46,20.6,7.03,376217.19,8.05
962879.99,20.6,7.04,376189.51,8.05
963040.3,20.61,7.04,376536.73,8.06
962995.59,20.61,7.04,376255.48,8.05
963155.91,20.62,7.05,376255.27,8.05
963561.38,20.63,7.06,377128.33,8.07
963472.3,20.63,7.06,377127.94,8.07
963626.56,20.63,7.07,377127.94,8.07
963678.09,20.64,7.07,377208.84,8.08
963832.36,20.64,7.08,377200.63,8.08
963992.67,20.65,7.08,377261.24,8.08
963756.69,20.65,7.08,377326.3,8.08
963441.12,20.64,7.07,377008.97,8.08
963601.44,20.65,7.08,378771.09,8.12
963727.99,20.65,7.08,379295.84,8.13
963823.13,20.65,7.09,379045.25,8.12
963992.52,20.66,7.09,379044.66,8.12
964248.3,20.67,7.1,378882.57,8.12
964248.3,20.67,7.1,378821.66,8.12
964241.46,20.67,7.1,378821.66,8.12
964292.99,20.67,7.11,378821.66,8.12
964124.78,20.67,7.1,378821.66,8.12
964285.1,20.68,7.11,378871.2,8.12
964336.63,20.68,7.12,378857.28,8.13
964100.64,20.68,7.11,378832.91,8.13
964331.5,20.69,7.12,378821.66,8.13
964491.82,20.69,7.13,379539.53,8.14
964543.35,20.7,7.13,379777.12,8.15
964594.88,20.7,7.13,380204.28,8.16
964646.41,20.71,7.14,380204.05,8.16
964410.43,20.7,7.14,379866.92,8.15
964461.96,20.71,7.14,379866.55,8.16
964513.49,20.71,7.15,379866.55,8.16
964359.73,20.71,7.14,380038.7,8.16
964411.26,20.71,7.15,380038.7,8.16
964462.79,20.72,7.15,380038.7,8.16
964652.81,20.72,7.16,380406.41,8.17
964615.67,20.73,7.16,380182.26,8.17
964667.2,20.73,7.16,380436.22,8.18
964718.73,20.73,7.17,381342.65,8.2
964742.8,20.74,7.17,381421.97,8.2
964761.27,20.74,7.17,381434.34,8.2
964921.58,20.74,7.18,381434.13,8.2
964973.11,20.75,7.18,381433.74,8.2
965024.64,20.75,7.18,381433.74,8.2
965038.38,20.75,7.18,381530.42,8.2
965089.91,20.76,7.19,381530.42,8.21
965141.44,20.76,7.19,381530.42,8.21
965042.51,20.76,7.19,381850.93,8.21
965094.04,20.76,7.2,382144.12,8.22
965254.36,20.77,7.2,382122.67,8.22
965018.38,20.77,7.2,381893.01,8.22
965018.38,20.77,7.2,382091.57,8.22
965187.77,20.77,7.21,383229.43,8.25
965239.3,20.78,7.21,383229.21,8.25
964964.24,20.77,7.21,382950.96,8.24
965124.56,20.78,7.21,382950.58,8.25
965135.79,20.78,7.21,382953.16,8.25
965366.65,20.79,7.22,382953.16,8.25
965597.51,20.79,7.23,382987.02,8.25
965649.04,20.8,7.23,383012.34,8.25
965847.31,20.81,7.24,383103.95,8.25
966001.58,20.81,7.25,383308.9,8.26
965765.6,20.81,7.24,384753.38,8.29
965925.92,20.82,7.25,384964.39,8.3
965977.45,20.82,7.25,384964.17,8.3
965741.47,20.82,7.25,384674.61,8.29
965741.47,20.82,7.25,384662.78,8.29
965741.47,20.82,7.25,384663.26,8.29
965901.78,20.82,7.26,384662.89,8.29
966056.05,20.83,7.26,384662.89,8.29
966107.58,20.83,7.27,384662.89,8.29
966159.11,20.84,7.27,384876.79,8.3
966210.64,20.84,7.28,385060.72,8.31
966441.5,20.85,7.28,385063.55,8.31
966441.5,20.85,7.28,384941.0,8.3
966493.03,20.86,7.29,385563.82,8.32
966544.56,20.86,7.29,385563.59,8.32
966596.09,20.86,7.3,385563.22,8.32
966647.62,20.87,7.3,385563.22,8.32
966699.15,20.87,7.31,385563.22,8.33
966463.17,20.87,7.3,386212.79,8.34
966303.24,20.87,7.3,386330.83,8.34
966146.64,20.87,7.3,386024.42,8.34
966198.17,20.87,7.3,386024.42,8.34
966198.17,20.87,7.3,386162.4,8.34
966358.49,20.88,7.31,386162.4,8.34
966410.02,20.88,7.32,387241.02,8.37
966186.68,20.88,7.31,386880.57,8.36
966384.95,20.89,7.32,387150.84,8.37
966384.95,20.89,7.32,387065.22,8.37
966125.03,20.88,7.31,386645.21,8.36
965899.05,20.88,7.31,386396.02,8.35
966059.36,20.88,7.32,386395.82,8.35
965823.38,20.88,7.31,386395.43,8.35
965823.38,20.88,7.31,386395.43,8.35
965983.7,20.89,7.32,386395.43,8.35
966035.23,20.89,7.32,386395.43,8.36
966233.51,20.9,7.33,386427.65,8.36
966387.77,20.9,7.34,386401.73,8.36
966586.05,20.91,7.34,386395.43,8.36
966350.07,20.91,7.34,387498.76,8.38
966401.6,20.91,7.35,387777.88,8.39
966165.08,20.91,7.34,387777.12,8.39
965915.38,20.91,7.34,387671.9,8.39
965745.45,20.9,7.34,387033.06,8.38
965796.98,20.91,7.34,387456.67,8.39
965848.51,20.91,7.35,387456.44,8.39
966014.41,20.92,7.35,387456.07,8.39
966065.94,20.92,7.36,387456.07,8.39
966117.47,20.93,7.36,387456.07,8.39
966169.0,20.93,7.37,387456.07,8.39
966323.27,20.94,7.37,387924.78,8.41
966029.33,20.93,7.37,387932.67,8.41
966227.61,20.94,7.37,388069.26,8.41
965933.66,20.94,7.37,387683.42,8.4
965985.19,20.94,7.37,388353.75,8.42
965753.63,20.94,7.37,388286.43,8.42
965805.16,20.94,7.38,388286.21,8.42
965959.42,20.95,7.38,388285.84,8.42
965699.5,20.95,7.38,388436.67,8.42
965751.03,20.95,7.38,388436.67,8.43
965911.34,20.96,7.39,388436.67,8.43
965667.4,20.95,7.39,388093.56,8.42
965441.42,20.95,7.38,388104.27,8.42
965147.48,20.94,7.38,388237.38,8.42
965199.01,20.95,7.38,388257.28,8.43
965353.74,20.95,7.39,388685.66,8.44
965113.35,20.95,7.39,388564.72,8.44
965273.67,20.96,7.39,388555.29,8.44
965325.2,20.96,7.4,388970.78,8.45
965339.23,20.96,7.4,388974.13,8.45
965103.25,20.96,7.39,389438.78,8.46
965103.25,20.96,7.39,389438.78,8.46
965269.15,20.96,7.4,389438.18,8.46
965037.59,20.96,7.4,389438.18,8.46
964777.66,20.96,7.39,389166.16,8.45
964569.13,20.95,7.39,389253.91,8.46
964729.44,20.96,7.39,389253.91,8.46
964503.46,20.96,7.39,389325.29,8.46
964672.86,20.96,7.4,389278.41,8.46
964574.7,20.96,7.4,389290.8,8.46
964764.72,20.97,7.4,389888.19,8.47
964816.25,20.97,7.41,389739.61,8.47
964867.78,20.98,7.41,389718.94,8.47
964919.31,20.98,7.42,389821.84,8.48
964882.16,20.98,7.42,389336.99,8.47
965042.48,20.99,7.42,390805.8,8.5
965196.74,21.0,7.43,390805.21,8.5
965248.27,21.0,7.43,390805.21,8.5
965299.8,21.0,7.44,390805.21,8.5
965454.07,21.01,7.44,390805.21,8.51
965220.28,21.01,7.44,390530.15,8.5
965271.81,21.01,7.45,390862.13,8.51
965011.88,21.01,7.44,390625.32,8.5
965177.78,21.01,7.45,390530.15,8.5
965229.31,21.02,7.45,390530.15,8.5
965007.75,21.02,7.45,391649.58,8.53
965059.28,21.02,7.46,391818.06,8.53
965219.59,21.03,7.46,391817.86,8.54
965228.01,21.03,7.46,391918.59,8.54
965279.54,21.03,7.47,391918.2,8.54
965043.56,21.03,7.46,391918.2,8.54
964914.36,21.03,7.46,391771.35,8.54
964914.36,21.03,7.46,391771.35,8.54
965074.68,21.03,7.47,391771.35,8.54
964838.7,21.03,7.46,392057.08,8.55
964890.23,21.03,7.47,391968.16,8.54
964941.76,21.04,7.47,391928.29,8.55
964993.29,21.04,7.48,391949.94,8.55
965191.57,21.05,7.48,392983.43,8.57
965243.1,21.06,7.49,393135.07,8.58
965085.91,21.05,7.49,393003.51,8.57
965246.22,21.06,7.49,393003.3,8.57
965010.24,21.06,7.49,393002.91,8.58
965061.77,21.06,7.49,393002.91,8.58
965113.3,21.07,7.5,393002.91,8.58
965113.3,21.07,7.5,392995.76,8.58
965006.11,21.06,7.5,393002.44,8.58
965166.43,21.07,7.5,393098.88,8.58
965217.96,21.07,7.51,393133.41,8.58
964981.98,21.07,7.51,393059.45,8.58
965068.65,21.07,7.51,393163.37,8.59
965120.18,21.08,7.51,393211.16,8.59
965171.71,21.08,7.52,393432.7,8.59
965171.71,21.08,7.52,393371.12,8.59
965223.24,21.09,7.52,394115.24,8.61
965421.52,21.09,7.53,394114.64,8.61
965587.42,21.1,7.53,394114.64,8.61
965355.85,21.1,7.53,394136.95,8.61
965198.66,21.1,7.53,394042.74,8.61
965352.93,21.1,7.54,394037.14,8.61
965513.24,21.11,7.54,394027.87,8.61
965667.51,21.11,7.55,394020.43,8.61
965821.77,21.12,7.55,395691.93,8.65
965873.3,21.12,7.56,395646.48,8.65
965924.83,21.13,7.56,395916.64,8.66
965976.36,21.13,7.57,395916.42,8.66
966027.89,21.14,7.57,395916.04,8.66
966079.42,21.14,7.58,395916.04,8.67
966130.95,21.15,7.58,395916.04,8.67
966182.48,21.15,7.59,395916.04,8.67
965946.5,21.15,7.58,395677.54,8.66
965998.03,21.16,7.59,395677.54,8.67
966049.56,21.16,7.59,397016.11,8.7
966209.88,21.17,7.6,397190.71,8.7
966232.5,21.17,7.6,397270.33,8.7
966284.03,21.17,7.61,397270.1,8.7
966048.05,21.17,7.6,397039.28,8.7
966099.58,21.17,7.61,397038.91,8.7
966151.11,21.18,7.61,397038.91,8.7
966341.13,21.19,7.62,397038.91,8.7
966349.55,21.19,7.62,397041.98,8.7
966063.87,21.18,7.62,397043.82,8.71
966063.87,21.18,7.62,397224.93,8.71
965903.94,21.18,7.61,396948.0,8.7
966093.96,21.19,7.62,396946.16,8.7
966145.49,21.19,7.62,396946.16,8.71
966108.34,21.19,7.62,397675.02,8.72
966268.66,21.2,7.63,397685.11,8.72
966499.52,21.2,7.64,397829.79,8.73
966653.78,21.21,7.64,397829.19,8.73
966427.8,21.21,7.64,398453.4,8.74
966479.33,21.21,7.65,398453.4,8.75
966270.8,21.21,7.64,398108.15,8.74
965984.28,21.2,7.64,397963.35,8.74
966144.59,21.21,7.64,397963.35,8.74
966298.86,21.22,7.65,398131.21,8.74
966350.39,21.22,7.66,397969.75,8.74
966401.92,21.23,7.66,397963.35,8.74
966231.99,21.22,7.66,398616.34,8.76
965915.41,21.22,7.65,398308.7,8.75
965679.43,21.22,7.65,398174.67,8.75
965839.75,21.22,7.66,398119.74,8.75
965891.28,21.23,7.66,398492.99,8.76
965942.81,21.23,7.67,398492.77,8.76
965994.34,21.24,7.67,398492.4,8.76
966192.62,21.24,7.68,398492.4,8.76
966244.15,21.25,7.68,398492.4,8.76
966244.15,21.25,7.68,398498.23,8.76
966008.17,21.25,7.68,398952.36,8.77
966059.7,21.25,7.68,399239.5,8.78
965799.77,21.25,7.68,398962.87,8.78
965965.67,21.25,7.69,398812.48,8.77
966017.2,21.26,7.69,399042.9,8.78
965773.26,21.25,7.69,399674.46,8.8
965971.54,21.26,7.69,399962.05,8.8
965971.54,21.26,7.69,400135.48,8.81
965739.98,21.26,7.69,399888.79,8.8
965739.98,21.26,7.69,399885.79,8.8
965593.23,21.25,7.69,399950.6,8.8
965644.76,21.26,7.69,399950.37,8.81
965805.08,21.27,7.7,399950.0,8.81
965805.08,21.27,7.7,399938.0,8.81
965856.61,21.27,7.7,399938.0,8.81
965839.85,21.27,7.7,399938.0,8.81
965994.12,21.28,7.71,400073.37,8.81
965683.39,21.27,7.71,399756.04,8.81
965734.92,21.28,7.71,399872.54,8.81
965577.72,21.27,7.71,399725.39,8.81
965767.74,21.28,7.71,399552.55,8.8
965616.17,21.28,7.71,399404.52,8.8
965667.7,21.28,7.72,399584.71,8.81
965509.5,21.28,7.72,400709.88,8.83
965669.82,21.29,7.72,400872.66,8.84
965721.35,21.29,7.73,400872.44,8.84
965461.42,21.29,7.72,400323.71,8.83
965225.44,21.28,7.72,400423.97,8.83
965225.44,21.28,7.72,400624.9,8.83
965385.76,21.29,7.72,400624.53,8.84
965437.29,21.3,7.73,400624.53,8.84
965488.82,21.3,7.73,400624.53,8.84
965252.84,21.3,7.73,400624.53,8.84
965304.37,21.3,7.74,400913.93,8.85
965355.9,21.31,7.74,401167.52,8.85
965516.21,21.31,7.75,401136.17,8.85
965670.48,21.32,7.75,401423.61,8.86
965704.99,21.32,7.75,401443.97,8.86
965704.99,21.32,7.75,401636.93,8.87
965535.06,21.32,7.75,402249.04,8.88
965586.59,21.32,7.76,402248.81,8.88
965638.12,21.33,7.76,402248.44,8.88
965322.63,21.32,7.76,401942.38,8.88
965374.16,21.33,7.76,401942.38,8.88
965374.16,21.33,7.76,401672.64,8.87
965617.79,21.33,7.77,402188.53,8.89
965772.06,21.34,7.77,402188.53,8.89
965512.13,21.33,7.77,402188.66,8.89
965563.66,21.34,7.77,402332.56,8.89
965615.19,21.34,7.78,402530.95,8.9
965846.05,21.35,7.79,402188.53,8.89
966006.37,21.36,7.79,403156.41,8.91
966057.9,21.36,7.8,403156.18,8.92
966212.16,21.37,7.8,403155.81,8.92
965976.18,21.37,7.8,403574.61,8.93
965976.18,21.37,7.8,403528.93,8.93
965739.66,21.36,7.8,403340.65,8.92
965905.56,21.37,7.8,403340.65,8.92
965771.49,21.37,7.8,403375.34,8.92
965511.56,21.36,7.8,403347.53,8.92
965528.4,21.36,7.8,403350.13,8.92
965528.4,21.36,7.8,403303.63,8.92
965697.79,21.37,7.8,403296.75,8.92
965697.79,21.37,7.8,403218.97,8.92
965422.74,21.37,7.8,403590.94,8.93
965474.27,21.37,7.8,403543.34,8.93
965491.11,21.37,7.8,403545.95,8.93
965651.43,21.38,7.81,403474.67,8.93
965651.43,21.38,7.81,403612.73,8.93
965415.45,21.37,7.81,403480.23,8.93
965570.18,21.38,7.81,404474.82,8.96
965621.71,21.38,7.82,404489.65,8.96
965775.97,21.39,7.82,404499.93,8.96
965755.5,21.39,7.83,404327.12,8.96
965807.03,21.4,7.83,404337.62,8.96
965823.87,21.4,7.83,404341.05,8.96
965875.4,21.4,7.84,404366.92,8.96
966035.72,21.41,7.84,404375.54,8.96
965825.8,21.4,7.84,404335.22,8.96
965877.33,21.41,7.84,404375.81,8.96
965928.86,21.41,7.85,404454.22,8.97
965980.39,21.42,7.85,404652.43,8.97
965744.41,21.42,7.85,405399.72,8.99
965574.48,21.41,7.85,405009.82,8.98
965585.41,21.41,7.85,405012.94,8.98
965745.73,21.42,7.85,404984.29,8.98
965588.54,21.42,7.85,404917.65,8.98
965640.07,21.42,7.86,404917.42,8.98
965640.07,21.42,7.86,404913.12,8.98
965404.09,21.42,7.85,405387.64,8.99
965558.35,21.43,7.86,405387.27,9.0
965508.35,21.42,7.86,405337.27,8.99
965668.67,21.43,7.86,405337.27,9.0
965720.2,21.44,7.87,405337.27,9.0
965484.22,21.43,7.87,405426.09,9.0
965644.54,21.44,7.87,405541.86,9.0
965644.54,21.44,7.87,405500.04,9.0
965384.61,21.43,7.87,405429.16,9.0
965148.63,21.43,7.86,405426.97,9.0
965362.88,21.44,7.87,406548.83,9.03
965227.04,21.44,7.87,405700.25,9.01
965396.43,21.44,7.88,405386.36,9.0
965653.57,21.45,7.88,406938.98,9.04
965377.25,21.45,7.88,406455.45,9.03
965531.52,21.45,7.89,406465.74,9.03
965583.05,21.46,7.89,406476.24,9.03
965634.58,21.46,7.9,406502.12,9.04
965794.9,21.47,7.9,406454.86,9.04
965846.43,21.47,7.91,406646.16,9.04
965846.43,21.47,7.91,406655.76,9.04
965897.96,21.48,7.91,406846.9,9.05
965949.49,21.48,7.92,407208.83,9.06
966001.02,21.49,7.92,407783.91,9.07
966052.55,21.49,7.93,407783.69,9.07
966206.81,21.5,7.93,407783.32,9.07
966437.67,21.51,7.94,407783.32,9.08
966489.2,21.51,7.95,407896.86,9.08
966540.73,21.52,7.95,408006.15,9.08
966694.99,21.53,7.96,408245.66,9.09
966849.26,21.53,7.97,408605.06,9.1
966589.33,21.53,7.96,408116.17,9.09
966603.37,21.53,7.96,408162.03,9.09
966654.9,21.53,7.97,408874.44,9.11
966706.43,21.54,7.97,408874.22,9.11
966757.96,21.54,7.98,408873.84,9.11
966521.98,21.54,7.97,409259.04,9.12
966573.51,21.55,7.98,409259.04,9.12
966739.41,21.55,7.98,409259.04,9.12
966790.94,21.56,7.99,409259.04,9.13
966790.94,21.56,7.99,409259.47,9.13
966842.47,21.56,7.99,409760.17,9.14
966996.73,21.57,8.0,409934.87,9.14
967048.26,21.57,8.01,410601.82,9.16
966896.69,21.57,8.0,410444.18,9.16
966948.22,21.58,8.01,410443.96,9.16
967146.49,21.58,8.02,410443.59,9.16
967198.02,21.59,8.02,410443.59,9.16
966938.1,21.58,8.02,410708.99,9.17
966706.53,21.58,8.01,410447.26,9.16
966758.06,21.59,8.02,410447.26,9.16
966809.59,21.59,8.02,410734.39,9.17
966969.91,21.6,8.03,410691.2,9.17
966969.91,21.6,8.03,410617.51,9.17
966969.91,21.6,8.03,410566.22,9.17
967168.19,21.6,8.04,410618.73,9.17
967399.05,21.61,8.05,412387.18,9.21
967450.58,21.62,8.05,412386.95,9.21
967290.65,21.61,8.05,411826.98,9.2
967030.72,21.61,8.04,411589.92,9.2
966794.2,21.61,8.04,411659.86,9.2
966624.27,21.6,8.04,411893.98,9.21
966467.67,21.6,8.03,411625.17,9.2
966310.48,21.6,8.03,411601.12,9.2
966362.01,21.6,8.04,411600.75,9.2
966413.54,21.61,8.04,411600.75,9.2
966465.07,21.61,8.05,411600.75,9.2
966516.6,21.62,8.05,411600.75,9.21
966568.13,21.62,8.06,411600.75,9.21
966722.39,21.63,8.06,412816.46,9.24
966478.45,21.63,8.06,411870.19,9.22
966478.45,21.63,8.06,411865.8,9.22
966324.69,21.62,8.06,412508.66,9.23
966555.55,21.63,8.07,412688.85,9.24
966319.57,21.63,8.06,412469.27,9.23
966049.64,21.62,8.06,412571.01,9.24
966280.5,21.63,8.07,412570.42,9.24
966043.98,21.63,8.06,412333.36,9.23
966045.54,21.63,8.06,412336.45,9.23
965809.01,21.62,8.06,412336.45,9.23
966007.29,21.63,8.07,412338.0,9.23
966161.56,21.64,8.07,412338.15,9.23
966213.09,21.64,8.08,412336.45,9.24
965953.16,21.64,8.07,412336.52,9.24
965806.41,21.64,8.07,412336.45,9.24
965966.73,21.64,8.08,412764.21,9.25
966018.26,21.65,8.08,412824.53,9.25
966018.26,21.65,8.08,412811.98,9.25
966069.79,21.65,8.09,413063.31,9.26
965758.06,21.65,8.08,412758.34,9.25
965809.59,21.65,8.09,412712.3,9.25
965573.61,21.65,8.08,413182.51,9.26
965573.61,21.65,8.08,413065.92,9.26
965733.92,21.66,8.09,413065.71,9.26
965785.45,21.66,8.09,413065.32,9.26
965549.47,21.66,8.09,413065.32,9.27
965703.74,21.66,8.1,413065.32,9.27
965755.27,21.67,8.1,413196.27,9.27
965806.8,21.67,8.11,413311.81,9.28
965858.33,21.68,8.11,413468.73,9.28
965909.86,21.68,8.12,413713.46,9.29
965649.93,21.68,8.11,413568.53,9.29
965649.93,21.68,8.11,413711.93,9.29
965810.25,21.69,8.12,413872.5,9.29
965861.78,21.69,8.13,413872.27,9.29
965913.31,21.7,8.13,413871.9,9.3
965677.33,21.69,8.13,414299.27,9.31
965728.86,21.7,8.13,414299.27,9.31
965938.63,21.7,8.14,414299.27,9.31
965990.16,21.71,8.14,414299.27,9.31
965990.16,21.71,8.14,414288.4,9.31
966011.25,21.71,8.15,414288.4,9.31
965915.28,21.71,8.14,414194.21,9.31
966069.55,21.72,8.15,414995.32,9.33
965783.03,21.71,8.15,414299.71,9.31
965981.3,21.72,8.15,415505.55,9.34
966141.62,21.73,8.16,415694.85,9.35
965905.64,21.72,8.16,415389.97,9.34
965735.71,21.72,8.15,415538.83,9.35
965491.77,21.72,8.15,415230.0,9.34
965646.04,21.72,8.16,415229.4,9.34
965697.57,21.73,8.16,415229.4,9.34
965863.47,21.73,8.17,415229.4,9.34
965631.9,21.73,8.16,415232.67,9.34
965371.98,21.73,8.16,415262.83,9.35
965541.37,21.73,8.17,415246.4,9.35
965592.9,21.74,8.17,415250.53,9.35
965317.84,21.73,8.17,415229.55,9.35
965369.37,21.74,8.17,415229.4,9.35
965052.05,21.73,8.17,414900.4,9.34
965217.95,21.74,8.17,415834.02,9.37
965269.48,21.74,8.18,416040.82,9.37
965423.74,21.75,8.18,416040.22,9.37
965192.18,21.75,8.18,415794.55,9.37
965352.49,21.75,8.19,415794.55,9.37
965506.76,21.76,8.19,415794.55,9.37
965270.78,21.76,8.19,416004.01,9.38
965322.31,21.76,8.2,415822.73,9.37
965476.58,21.77,8.2,415944.81,9.38
965528.11,21.77,8.21,415972.72,9.38
965688.42,21.78,8.21,415907.06,9.38
965688.42,21.78,8.21,415857.4,9.38
965739.95,21.79,8.22,417634.86,9.42
965791.48,21.79,8.22,417634.63,9.42
965591.05,21.79,8.22,417448.46,9.42
965745.32,21.79,8.23,417448.09,9.42
965796.85,21.8,8.23,417448.09,9.42
965951.11,21.81,8.24,417448.09,9.42
966002.64,21.81,8.24,417780.07,9.43
966200.92,21.82,8.25,417719.23,9.43
966355.18,21.83,8.26,417448.09,9.43
966406.72,21.83,8.26,418955.08,9.46
966170.73,21.83,8.26,418726.58,9.46
966331.05,21.83,8.27,418726.37,9.46
966181.63,21.83,8.26,418359.97,9.45
966233.16,21.84,8.27,418359.58,9.45
966284.69,21.84,8.28,418359.58,9.46
966336.22,21.85,8.28,418359.58,9.46
966176.29,21.84,8.28,418712.03,9.47
965916.36,21.84,8.27,418220.82,9.46
965967.89,21.84,8.28,418220.82,9.46
965731.91,21.84,8.28,418526.58,9.47
965783.44,21.85,8.28,418778.02,9.47
965981.72,21.85,8.29,418672.14,9.47
965981.72,21.85,8.29,418729.95,9.47
965856.86,21.85,8.29,418712.22,9.47
965908.39,21.86,8.29,419353.81,9.49
965908.39,21.86,8.29,419292.96,9.49
966068.71,21.86,8.3,419292.75,9.49
965808.78,21.86,8.29,419202.15,9.49
965564.84,21.86,8.29,418934.78,9.48
965616.37,21.86,8.29,418934.39,9.48
965380.39,21.86,8.29,418934.39,9.49
965380.39,21.86,8.29,418948.76,9.49
965431.92,21.86,8.3,418948.76,9.49
965483.45,21.87,8.3,418948.76,9.49
965239.51,21.86,8.3,419128.54,9.49
965399.82,21.87,8.3,419325.18,9.5
965163.84,21.87,8.3,419349.19,9.5
965215.37,21.87,8.31,419344.51,9.5
965266.9,21.88,8.31,419469.19,9.51
965436.3,21.88,8.32,420529.24,9.53
965338.14,21.88,8.32,420398.86,9.53
965498.45,21.89,8.32,420398.65,9.53
