ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f4b4-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-used_nodes,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f4b4-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-used_gpus,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f4b4-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-used_gpu_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f4b4-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-total_gpus,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f4b4-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-arrived_gpu_milli
253,1276,1115720,6212,1115720
253,1276,1115720,6212,1115720
253,1276,1116370,6212,1116370
253,1276,1117020,6212,1117020
253,1276,1117830,6212,1117830
253,1276,1118640,6212,1118640
253,1276,1119640,6212,1119640
253,1276,1120110,6212,1120110
253,1276,1120660,6212,1120660
253,1276,1120660,6212,1120660
254,1284,1121660,6212,1121660
254,1284,1122130,6212,1122130
254,1284,1122350,6212,1122350
254,1284,1123350,6212,1123350
254,1284,1123350,6212,1123350
254,1284,1124000,6212,1124000
254,1284,1124470,6212,1124470
254,1284,1125470,6212,1125470
254,1284,1125470,6212,1125470
254,1284,1126120,6212,1126120
254,1284,1126120,6212,1126120
254,1284,1126930,6212,1126930
254,1284,1127740,6212,1127740
255,1292,1128390,6212,1128390
255,1292,1128850,6212,1128850
255,1292,1129500,6212,1129500
255,1292,1129500,6212,1129500
255,1292,1130150,6212,1130150
255,1292,1130150,6212,1130150
255,1292,1130380,6212,1130380
255,1292,1130490,6212,1130490
255,1292,1130960,6212,1130960
255,1292,1131430,6212,1131430
255,1292,1132430,6212,1132430
255,1292,1132430,6212,1132430
255,1292,1133430,6212,1133430
255,1292,1134240,6212,1134240
255,1292,1135050,6212,1135050
255,1292,1135280,6212,1135280
255,1292,1135600,6212,1135600
256,1294,1136250,6212,1136250
256,1294,1136360,6212,1136360
256,1294,1136830,6212,1136830
257,1302,1137480,6212,1137480
257,1302,1138480,6212,1138480
257,1302,1139480,6212,1139480
257,1302,1139950,6212,1139950
257,1302,1140760,6212,1140760
257,1302,1141570,6212,1141570
257,1302,1141890,6212,1141890
257,1302,1142360,6212,1142360
257,1302,1142590,6212,1142590
257,1302,1143060,6212,1143060
257,1302,1143530,6212,1143530
257,1302,1144340,6212,1144340
257,1302,1144570,6212,1144570
257,1302,1144570,6212,1144570
257,1302,1145040,6212,1145040
257,1302,1145270,6212,1145270
258,1304,1146080,6212,1146080
258,1304,1146450,6212,1146450
259,1306,1146920,6212,1146920
259,1306,1147730,6212,1147730
259,1306,1148200,6212,1148200
259,1306,1149010,6212,1149010
260,1314,1149820,6212,1149820
260,1314,1150280,6212,1150280
260,1314,1150760,6212,1150760
260,1314,1151310,6212,1151310
260,1314,1151960,6212,1151960
260,1314,1151960,6212,1151960
260,1314,1152430,6212,1152430
260,1314,1153240,6212,1153240
260,1314,1154050,6212,1154050
260,1314,1154860,6212,1154860
260,1314,1155330,6212,1155330
260,1314,1155650,6212,1155650
261,1316,1156460,6212,1156460
261,1316,1157270,6212,1157270
262,1324,1157740,6212,1157740
262,1324,1158550,6212,1158550
262,1324,1159550,6212,1159550
262,1324,1160360,6212,1160360
262,1324,1160680,6212,1160680
262,1324,1161330,6212,1161330
262,1324,1161800,6212,1161800
262,1324,1162270,6212,1162270
262,1324,1163270,6212,1163270
263,1332,1164080,6212,1164080
263,1332,1164310,6212,1164310
263,1332,1164960,6212,1164960
263,1332,1165770,6212,1165770
263,1332,1166580,6212,1166580
263,1332,1166580,6212,1166580
263,1332,1167050,6212,1167050
263,1332,1167520,6212,1167520
263,1332,1168330,6212,1168330
263,1332,1168380,6212,1168380
263,1332,1169190,6212,1169190
263,1332,1170000,6212,1170000
264,1340,1170810,6212,1170810
264,1340,1170810,6212,1170810
264,1340,1171270,6212,1171270
264,1340,1171740,6212,1171740
264,1340,1172060,6212,1172060
264,1340,1172530,6212,1172530
264,1340,1173000,6212,1173000
264,1340,1173470,6212,1173470
264,1340,1174060,6212,1174060
264,1340,1174060,6212,1174060
264,1340,1174870,6212,1174870
264,1340,1174870,6212,1174870
264,1340,1175340,6212,1175340
264,1340,1176150,6212,1176150
264,1340,1176260,6212,1176260
264,1340,1176730,6212,1176730
264,1340,1177190,6212,1177190
265,1348,1177840,6212,1177840
265,1348,1178390,6212,1178390
265,1348,1178610,6212,1178610
265,1348,1179080,6212,1179080
266,1350,1179670,6212,1179670
266,1350,1179890,6212,1179890
266,1350,1179940,6212,1179940
266,1350,1180750,6212,1180750
266,1350,1180980,6212,1180980
266,1350,1181300,6212,1181300
266,1350,1182300,6212,1182300
266,1350,1182890,6212,1182890
266,1350,1183700,6212,1183700
266,1350,1184510,6212,1184510
266,1350,1185320,6212,1185320
266,1350,1185800,6212,1185800
266,1350,1186260,6212,1186260
266,1350,1187260,6212,1187260
267,1358,1188070,6212,1188070
267,1358,1189070,6212,1189070
267,1358,1189540,6212,1189540
267,1358,1189540,6212,1189540
267,1358,1190350,6212,1190350
267,1358,1190810,6212,1190810
267,1358,1190810,6212,1190810
267,1358,1191280,6212,1191280
267,1358,1192090,6212,1192090
267,1358,1193090,6212,1193090
267,1358,1193900,6212,1193900
267,1358,1193900,6212,1193900
268,1362,1194710,6212,1194710
268,1362,1195180,6212,1195180
268,1362,1196180,6212,1196180
268,1362,1196180,6212,1196180
268,1362,1196410,6212,1196410
268,1362,1196410,6212,1196410
268,1362,1197220,6212,1197220
268,1362,1197810,6212,1197810
269,1364,1198620,6212,1198620
269,1364,1198940,6212,1198940
269,1364,1199410,6212,1199410
269,1364,1199410,6212,1199410
269,1364,1199880,6212,1199880
270,1366,1200350,6212,1200350
270,1366,1200900,6212,1200900
271,1368,1201550,6212,1201550
271,1368,1201710,6212,1201710
271,1368,1202180,6212,1202180
272,1370,1202990,6212,1202990
272,1370,1203310,6212,1203310
272,1370,1203770,6212,1203770
272,1370,1204000,6212,1204000
272,1370,1204470,6212,1204470
272,1370,1204520,6212,1204520
272,1370,1205330,6212,1205330
273,1374,1205800,6212,1205800
273,1374,1206350,6212,1206350
273,1374,1207160,6212,1207160
273,1374,1207810,6212,1207810
273,1374,1208280,6212,1208280
274,1382,1208760,6212,1208760
274,1382,1209570,6212,1209570
274,1382,1210040,6212,1210040
274,1382,1210850,6212,1210850
274,1382,1211320,6212,1211320
274,1382,1211790,6212,1211790
274,1382,1212260,6212,1212260
274,1382,1212720,6212,1212720
274,1382,1213370,6212,1213370
275,1390,1214020,6212,1214020
275,1390,1215020,6212,1215020
275,1390,1215830,6212,1215830
275,1390,1216150,6212,1216150
275,1390,1216620,6212,1216620
275,1390,1216620,6212,1216620
275,1390,1217090,6212,1217090
275,1390,1217250,6212,1217250
275,1390,1217570,6212,1217570
275,1390,1218040,6212,1218040
275,1390,1218510,6212,1218510
275,1390,1218510,6212,1218510
275,1390,1219160,6212,1219160
275,1390,1219480,6212,1219480
275,1390,1219710,6212,1219710
275,1390,1220710,6212,1220710
275,1390,1221030,6212,1221030
275,1390,1221840,6212,1221840
276,1392,1222650,6212,1222650
276,1392,1223200,6212,1223200
276,1392,1223200,6212,1223200
277,1400,1224010,6212,1224010
277,1400,1224820,6212,1224820
277,1400,1225050,6212,1225050
277,1400,1225700,6212,1225700
277,1400,1226170,6212,1226170
277,1400,1226640,6212,1226640
277,1400,1226870,6212,1226870
277,1400,1227340,6212,1227340
277,1400,1228340,6212,1228340
277,1400,1228340,6212,1228340
277,1400,1228340,6212,1228340
277,1400,1228810,6212,1228810
277,1400,1229280,6212,1229280
277,1400,1230090,6212,1230090
277,1400,1230090,6212,1230090
278,1404,1231090,6212,1231090
278,1404,1231680,6212,1231680
279,1412,1232330,6212,1232330
279,1412,1232920,6212,1232920
279,1412,1233570,6212,1233570
279,1412,1234380,6212,1234380
279,1412,1234700,6212,1234700
279,1412,1235020,6212,1235020
279,1412,1235830,6212,1235830
279,1412,1236150,6212,1236150
279,1412,1236380,6212,1236380
279,1412,1236850,6212,1236850
279,1412,1237320,6212,1237320
279,1412,1237320,6212,1237320
279,1412,1238130,6212,1238130
279,1412,1238940,6212,1238940
279,1412,1238940,6212,1238940
279,1412,1239750,6212,1239750
279,1412,1239970,6212,1239970
279,1412,1240290,6212,1240290
279,1412,1240450,6212,1240450
279,1412,1240680,6212,1240680
279,1412,1241490,6212,1241490
279,1412,1241490,6212,1241490
279,1412,1241490,6212,1241490
280,1414,1242300,6212,1242300
280,1414,1243110,6212,1243110
280,1414,1243580,6212,1243580
281,1418,1244390,6212,1244390
281,1418,1245200,6212,1245200
281,1418,1246010,6212,1246010
281,1418,1246820,6212,1246820
282,1420,1247290,6212,1247290
282,1420,1247770,6212,1247770
282,1420,1247930,6212,1247930
282,1420,1248250,6212,1248250
282,1420,1248720,6212,1248720
283,1422,1249720,6212,1249720
283,1422,1250530,6212,1250530
283,1422,1251000,6212,1251000
283,1422,1251810,6212,1251810
283,1422,1252180,6212,1252180
283,1422,1252650,6212,1252650
284,1430,1253460,6212,1253460
284,1430,1253930,6212,1253930
284,1430,1254400,6212,1254400
284,1430,1254750,6212,1254750
284,1430,1254910,6212,1254910
284,1430,1255380,6212,1255380
284,1430,1255850,6212,1255850
284,1430,1255850,6212,1255850
284,1430,1256500,6212,1256500
284,1430,1256870,6212,1256870
284,1430,1256870,6212,1256870
284,1430,1256870,6212,1256870
284,1430,1257190,6212,1257190
284,1430,1257660,6212,1257660
285,1432,1258660,6212,1258660
285,1432,1259470,6212,1259470
285,1432,1259940,6212,1259940
286,1440,1260750,6212,1260750
286,1440,1261400,6212,1261400
286,1440,1261870,6212,1261870
286,1440,1262340,6212,1262340
286,1440,1262660,6212,1262660
286,1440,1262660,6212,1262660
286,1440,1262660,6212,1262660
286,1440,1263120,6212,1263120
286,1440,1263770,6212,1263770
286,1440,1264420,6212,1264420
286,1440,1264880,6212,1264880
286,1440,1265690,6212,1265690
286,1440,1265690,6212,1265690
286,1440,1266500,6212,1266500
286,1440,1267310,6212,1267310
286,1440,1267780,6212,1267780
286,1440,1268250,6212,1268250
287,1448,1269060,6212,1269060
287,1448,1270060,6212,1270060
287,1448,1270530,6212,1270530
287,1448,1270690,6212,1270690
287,1448,1271340,6212,1271340
287,1448,1271810,6212,1271810
287,1448,1272280,6212,1272280
287,1448,1273280,6212,1273280
287,1448,1273510,6212,1273510
287,1448,1274320,6212,1274320
287,1448,1274320,6212,1274320
288,1452,1274970,6212,1274970
288,1452,1275520,6212,1275520
288,1452,1275990,6212,1275990
288,1452,1276310,6212,1276310
288,1452,1277120,6212,1277120
288,1452,1277930,6212,1277930
288,1452,1277930,6212,1277930
288,1452,1278580,6212,1278580
288,1452,1278580,6212,1278580
289,1454,1279390,6212,1279390
289,1454,1279860,6212,1279860
289,1454,1280330,6212,1280330
290,1462,1280800,6212,1280800
291,1464,1281610,6212,1281610
291,1464,1282200,6212,1282200
291,1464,1282670,6212,1282670
291,1464,1283320,6212,1283320
291,1464,1283790,6212,1283790
291,1464,1284790,6212,1284790
291,1464,1285060,6212,1285060
291,1464,1285870,6212,1285870
291,1464,1286340,6212,1286340
291,1464,1286810,6212,1286810
291,1464,1286810,6212,1286810
291,1464,1287620,6212,1287620
291,1464,1288090,6212,1288090
291,1464,1288560,6212,1288560
291,1464,1288790,6212,1288790
291,1464,1289260,6212,1289260
292,1466,1290070,6212,1290070
292,1466,1290540,6212,1290540
293,1474,1291540,6212,1291540
293,1474,1291540,6212,1291540
293,1474,1291540,6212,1291540
293,1474,1291860,6212,1291860
293,1474,1291860,6212,1291860
293,1474,1292860,6212,1292860
293,1474,1292860,6212,1292860
293,1474,1293670,6212,1293670
293,1474,1294320,6212,1294320
293,1474,1294550,6212,1294550
293,1474,1294870,6212,1294870
293,1474,1295340,6212,1295340
293,1474,1295810,6212,1295810
293,1474,1296620,6212,1296620
293,1474,1296780,6212,1296780
293,1474,1297590,6212,1297590
293,1474,1297910,6212,1297910
294,1476,1298380,6212,1298380
294,1476,1298380,6212,1298380
294,1476,1298700,6212,1298700
294,1476,1298930,6212,1298930
295,1478,1299740,6212,1299740
295,1478,1300740,6212,1300740
295,1478,1301210,6212,1301210
295,1478,1301210,6212,1301210
295,1478,1301210,6212,1301210
296,1486,1301860,6212,1301860
296,1486,1302180,6212,1302180
296,1486,1302500,6212,1302500
296,1486,1302970,6212,1302970
296,1486,1303780,6212,1303780
296,1486,1304250,6212,1304250
296,1486,1305060,6212,1305060
296,1486,1305060,6212,1305060
296,1486,1305870,6212,1305870
296,1486,1306870,6212,1306870
296,1486,1307340,6212,1307340
296,1486,1307340,6212,1307340
296,1486,1307610,6212,1307610
296,1486,1307610,6212,1307610
296,1486,1308420,6212,1308420
297,1488,1309230,6212,1309230
297,1488,1310040,6212,1310040
298,1496,1311040,6212,1311040
298,1496,1311040,6212,1311040
298,1496,1311590,6212,1311590
298,1496,1312240,6212,1312240
298,1496,1312470,6212,1312470
298,1496,1313280,6212,1313280
298,1496,1313600,6212,1313600
298,1496,1313920,6212,1313920
298,1496,1314730,6212,1314730
298,1496,1315540,6212,1315540
298,1496,1315540,6212,1315540
298,1496,1316350,6212,1316350
298,1496,1316820,6212,1316820
298,1496,1317290,6212,1317290
298,1496,1317400,6212,1317400
299,1504,1317870,6212,1317870
299,1504,1317870,6212,1317870
299,1504,1318680,6212,1318680
299,1504,1318910,6212,1318910
299,1504,1319910,6212,1319910
299,1504,1320230,6212,1320230
299,1504,1320230,6212,1320230
299,1504,1321230,6212,1321230
299,1504,1321780,6212,1321780
299,1504,1322780,6212,1322780
299,1504,1323150,6212,1323150
299,1504,1323740,6212,1323740
299,1504,1324200,6212,1324200
299,1504,1324200,6212,1324200
299,1504,1324570,6212,1324570
300,1512,1325040,6212,1325040
300,1512,1325510,6212,1325510
300,1512,1325980,6212,1325980
300,1512,1326980,6212,1326980
300,1512,1327300,6212,1327300
300,1512,1328110,6212,1328110
300,1512,1328110,6212,1328110
300,1512,1328430,6212,1328430
300,1512,1328900,6212,1328900
300,1512,1329360,6212,1329360
301,1520,1330360,6212,1330360
301,1520,1330680,6212,1330680
301,1520,1331150,6212,1331150
301,1520,1331960,6212,1331960
301,1520,1332550,6212,1332550
301,1520,1333020,6212,1333020
301,1520,1333340,6212,1333340
301,1520,1333810,6212,1333810
301,1520,1334460,6212,1334460
301,1520,1334680,6212,1334680
301,1520,1334680,6212,1334680
301,1520,1335150,6212,1335150
302,1522,1335620,6212,1335620
302,1522,1335850,6212,1335850
302,1522,1336850,6212,1336850
302,1522,1337330,6212,1337330
303,1524,1338140,6212,1338140
303,1524,1338950,6212,1338950
304,1526,1339420,6212,1339420
304,1526,1339420,6212,1339420
305,1528,1340230,6212,1340230
305,1528,1341230,6212,1341230
305,1528,1341880,6212,1341880
305,1528,1342110,6212,1342110
305,1528,1342580,6212,1342580
305,1528,1342720,6212,1342720
306,1536,1343180,6212,1343180
306,1536,1343990,6212,1343990
306,1536,1344460,6212,1344460
306,1536,1344460,6212,1344460
306,1536,1344930,6212,1344930
306,1536,1345580,6212,1345580
306,1536,1345580,6212,1345580
306,1536,1345580,6212,1345580
306,1536,1346580,6212,1346580
306,1536,1346900,6212,1346900
306,1536,1347370,6212,1347370
306,1536,1348180,6212,1348180
306,1536,1348990,6212,1348990
306,1536,1349460,6212,1349460
307,1544,1350270,6212,1350270
307,1544,1350270,6212,1350270
307,1544,1350740,6212,1350740
307,1544,1351550,6212,1351550
307,1544,1352020,6212,1352020
307,1544,1352830,6212,1352830
307,1544,1353300,6212,1353300
307,1544,1353300,6212,1353300
307,1544,1353770,6212,1353770
307,1544,1353770,6212,1353770
307,1544,1354240,6212,1354240
307,1544,1354700,6212,1354700
307,1544,1355160,6212,1355160
307,1544,1355160,6212,1355160
307,1544,1355630,6212,1355630
307,1544,1356100,6212,1356100
307,1544,1357100,6212,1357100
308,1552,1357910,6212,1357910
308,1552,1358720,6212,1358720
308,1552,1359720,6212,1359720
308,1552,1360530,6212,1360530
308,1552,1361340,6212,1361340
308,1552,1362150,6212,1362150
308,1552,1362960,6212,1362960
308,1552,1363770,6212,1363770
308,1552,1364090,6212,1364090
309,1554,1364900,6212,1364900
309,1554,1365710,6212,1365710
310,1556,1366520,6212,1366520
310,1556,1367330,6212,1367330
311,1558,1367650,6212,1367650
311,1558,1368200,6212,1368200
311,1558,1368660,6212,1368660
312,1566,1369130,6212,1369130
312,1566,1369600,6212,1369600
312,1566,1369600,6212,1369600
312,1566,1369710,6212,1369710
312,1566,1370520,6212,1370520
312,1566,1371330,6212,1371330
312,1566,1371550,6212,1371550
312,1566,1372360,6212,1372360
312,1566,1373010,6212,1373010
312,1566,1374010,6212,1374010
312,1566,1374010,6212,1374010
312,1566,1374480,6212,1374480
312,1566,1374950,6212,1374950
312,1566,1374950,6212,1374950
312,1566,1375270,6212,1375270
312,1566,1375920,6212,1375920
313,1568,1376730,6212,1376730
313,1568,1377200,6212,1377200
313,1568,1377200,6212,1377200
313,1568,1377200,6212,1377200
313,1568,1377670,6212,1377670
313,1568,1377990,6212,1377990
314,1576,1378640,6212,1378640
314,1576,1379110,6212,1379110
314,1576,1380110,6212,1380110
314,1576,1380580,6212,1380580
314,1576,1381050,6212,1381050
315,1578,1381860,6212,1381860
315,1578,1382670,6212,1382670
315,1578,1383480,6212,1383480
315,1578,1383950,6212,1383950
315,1578,1384760,6212,1384760
315,1578,1385760,6212,1385760
315,1578,1386230,6212,1386230
316,1580,1387040,6212,1387040
316,1580,1387850,6212,1387850
317,1588,1388660,6212,1388660
317,1588,1389470,6212,1389470
317,1588,1389470,6212,1389470
317,1588,1389790,6212,1389790
317,1588,1390600,6212,1390600
317,1588,1391070,6212,1391070
317,1588,1391390,6212,1391390
317,1588,1391710,6212,1391710
317,1588,1392180,6212,1392180
317,1588,1392640,6212,1392640
317,1588,1393110,6212,1393110
318,1596,1397110,6212,1397110
318,1596,1397920,6212,1397920
318,1596,1398570,6212,1398570
319,1598,1399380,6212,1399380
319,1598,1399850,6212,1399850
319,1598,1400320,6212,1400320
320,1600,1401320,6212,1401320
320,1600,1401870,6212,1401870
320,1600,1402340,6212,1402340
320,1600,1402570,6212,1402570
320,1600,1403220,6212,1403220
320,1600,1404220,6212,1404220
320,1600,1404770,6212,1404770
320,1600,1405580,6212,1405580
321,1608,1406580,6212,1406580
321,1608,1407390,6212,1407390
321,1608,1407760,6212,1407760
321,1608,1407760,6212,1407760
321,1608,1408230,6212,1408230
321,1608,1409230,6212,1409230
321,1608,1409700,6212,1409700
321,1608,1410250,6212,1410250
321,1608,1411060,6212,1411060
321,1608,1411870,6212,1411870
321,1608,1412330,6212,1412330
322,1616,1413140,6212,1413140
322,1616,1413610,6212,1413610
322,1616,1414260,6212,1414260
322,1616,1415070,6212,1415070
322,1616,1415660,6212,1415660
322,1616,1416660,6212,1416660
322,1616,1417130,6212,1417130
322,1616,1418130,6212,1418130
322,1616,1418600,6212,1418600
322,1616,1419410,6212,1419410
322,1616,1419730,6212,1419730
323,1618,1420540,6212,1420540
323,1618,1420540,6212,1420540
323,1618,1421350,6212,1421350
324,1626,1422160,6212,1422160
324,1626,1422630,6212,1422630
324,1626,1423440,6212,1423440
324,1626,1424250,6212,1424250
324,1626,1425060,6212,1425060
324,1626,1425870,6212,1425870
324,1626,1426190,6212,1426190
324,1626,1426510,6212,1426510
324,1626,1426980,6212,1426980
324,1626,1427790,6212,1427790
324,1626,1428790,6212,1428790
325,1634,1429600,6212,1429600
325,1634,1429830,6212,1429830
325,1634,1430640,6212,1430640
325,1634,1431450,6212,1431450
325,1634,1431920,6212,1431920
325,1634,1432150,6212,1432150
325,1634,1432150,6212,1432150
325,1634,1432960,6212,1432960
325,1634,1432960,6212,1432960
325,1634,1433770,6212,1433770
325,1634,1434420,6212,1434420
325,1634,1435420,6212,1435420
325,1634,1435900,6212,1435900
326,1642,1436900,6212,1436900
326,1642,1437270,6212,1437270
326,1642,1437270,6212,1437270
326,1642,1438080,6212,1438080
326,1642,1439080,6212,1439080
326,1642,1439080,6212,1439080
326,1642,1440080,6212,1440080
326,1642,1440540,6212,1440540
326,1642,1440860,6212,1440860
326,1642,1441330,6212,1441330
326,1642,1441800,6212,1441800
327,1644,1442610,6212,1442610
327,1644,1443420,6212,1443420
327,1644,1443970,6212,1443970
327,1644,1444560,6212,1444560
328,1646,1445370,6212,1445370
328,1646,1445690,6212,1445690
328,1646,1446500,6212,1446500
328,1646,1446820,6212,1446820
329,1654,1447820,6212,1447820
329,1654,1447930,6212,1447930
329,1654,1447930,6212,1447930
329,1654,1448580,6212,1448580
329,1654,1449390,6212,1449390
329,1654,1449610,6212,1449610
329,1654,1450080,6212,1450080
329,1654,1450080,6212,1450080
329,1654,1450550,6212,1450550
329,1654,1451360,6212,1451360
329,1654,1451590,6212,1451590
329,1654,1452050,6212,1452050
329,1654,1452520,6212,1452520
329,1654,1452520,6212,1452520
329,1654,1452740,6212,1452740
329,1654,1453060,6212,1453060
329,1654,1453430,6212,1453430
329,1654,1453750,6212,1453750
329,1654,1454220,6212,1454220
329,1654,1454690,6212,1454690
330,1662,1455340,6212,1455340
330,1662,1455810,6212,1455810
330,1662,1456280,6212,1456280
331,1664,1457280,6212,1457280
331,1664,1458090,6212,1458090
331,1664,1458560,6212,1458560
331,1664,1458930,6212,1458930
331,1664,1459400,6212,1459400
331,1664,1459870,6212,1459870
332,1666,1460680,6212,1460680
332,1666,1461150,6212,1461150
332,1666,1461470,6212,1461470
332,1666,1462280,6212,1462280
332,1666,1462280,6212,1462280
332,1666,1462650,6212,1462650
333,1668,1463300,6212,1463300
333,1668,1463770,6212,1463770
333,1668,1463770,6212,1463770
333,1668,1464580,6212,1464580
333,1668,1465050,6212,1465050
334,1676,1465700,6212,1465700
334,1676,1466350,6212,1466350
334,1676,1467160,6212,1467160
334,1676,1467630,6212,1467630
334,1676,1467950,6212,1467950
334,1676,1468760,6212,1468760
334,1676,1469230,6212,1469230
334,1676,1469390,6212,1469390
334,1676,1469390,6212,1469390
334,1676,1469860,6212,1469860
334,1676,1470330,6212,1470330
334,1676,1470490,6212,1470490
334,1676,1471300,6212,1471300
334,1676,1472110,6212,1472110
334,1676,1472430,6212,1472430
334,1676,1472900,6212,1472900
334,1676,1473370,6212,1473370
334,1676,1473840,6212,1473840
335,1684,1474840,6212,1474840
335,1684,1475310,6212,1475310
335,1684,1476120,6212,1476120
335,1684,1476580,6212,1476580
335,1684,1477390,6212,1477390
335,1684,1477390,6212,1477390
335,1684,1477860,6212,1477860
335,1684,1478670,6212,1478670
335,1684,1479480,6212,1479480
335,1684,1480290,6212,1480290
335,1684,1480760,6212,1480760
335,1684,1481230,6212,1481230
335,1684,1481700,6212,1481700
336,1692,1482510,6212,1482510
336,1692,1482830,6212,1482830
336,1692,1483480,6212,1483480
336,1692,1484290,6212,1484290
336,1692,1484840,6212,1484840
336,1692,1485310,6212,1485310
336,1692,1485310,6212,1485310
336,1692,1485780,6212,1485780
336,1692,1485780,6212,1485780
336,1692,1486590,6212,1486590
336,1692,1486590,6212,1486590
336,1692,1486910,6212,1486910
336,1692,1487140,6212,1487140
336,1692,1487460,6212,1487460
336,1692,1487930,6212,1487930
336,1692,1488520,6212,1488520
337,1694,1488990,6212,1488990
337,1694,1489580,6212,1489580
337,1694,1490050,6212,1490050
338,1696,1490860,6212,1490860
338,1696,1491670,6212,1491670
339,1698,1492480,6212,1492480
339,1698,1492800,6212,1492800
340,1700,1493270,6212,1493270
340,1700,1494080,6212,1494080
340,1700,1494730,6212,1494730
341,1708,1495730,6212,1495730
341,1708,1496730,6212,1496730
341,1708,1497380,6212,1497380
341,1708,1497850,6212,1497850
341,1708,1498320,6212,1498320
342,1710,1499130,6212,1499130
342,1710,1499600,6212,1499600
342,1710,1500070,6212,1500070
342,1710,1500720,6212,1500720
342,1710,1501040,6212,1501040
342,1710,1501500,6212,1501500
342,1710,1502500,6212,1502500
342,1710,1503500,6212,1503500
342,1710,1504500,6212,1504500
343,1712,1505050,6212,1505050
343,1712,1505860,6212,1505860
344,1720,1506330,6212,1506330
344,1720,1506880,6212,1506880
344,1720,1506880,6212,1506880
344,1720,1507690,6212,1507690
344,1720,1508690,6212,1508690
344,1720,1509010,6212,1509010
344,1720,1509820,6212,1509820
344,1720,1510630,6212,1510630
344,1720,1510860,6212,1510860
344,1720,1511510,6212,1511510
344,1720,1511510,6212,1511510
344,1720,1511510,6212,1511510
344,1720,1511510,6212,1511510
344,1720,1512320,6212,1512320
344,1720,1512550,6212,1512550
345,1728,1513360,6212,1513360
345,1728,1514170,6212,1514170
345,1728,1514170,6212,1514170
345,1728,1515170,6212,1515170
345,1728,1515640,6212,1515640
345,1728,1515640,6212,1515640
345,1728,1516450,6212,1516450
345,1728,1516770,6212,1516770
345,1728,1516770,6212,1516770
345,1728,1517420,6212,1517420
345,1728,1518230,6212,1518230
345,1728,1519040,6212,1519040
345,1728,1519360,6212,1519360
345,1728,1519730,6212,1519730
345,1728,1519730,6212,1519730
345,1728,1519730,6212,1519730
345,1728,1520200,6212,1520200
346,1730,1520850,6212,1520850
346,1730,1521660,6212,1521660
347,1732,1522470,6212,1522470
347,1732,1523280,6212,1523280
347,1732,1523280,6212,1523280
348,1734,1524280,6212,1524280
348,1734,1524930,6212,1524930
348,1734,1525090,6212,1525090
348,1734,1525250,6212,1525250
349,1736,1525710,6212,1525710
349,1736,1526030,6212,1526030
349,1736,1526350,6212,1526350
349,1736,1526820,6212,1526820
349,1736,1526820,6212,1526820
349,1736,1526980,6212,1526980
349,1736,1527440,6212,1527440
349,1736,1527440,6212,1527440
350,1744,1528440,6212,1528440
350,1744,1528810,6212,1528810
350,1744,1529620,6212,1529620
350,1744,1530430,6212,1530430
350,1744,1531240,6212,1531240
350,1744,1532050,6212,1532050
350,1744,1532700,6212,1532700
350,1744,1533510,6212,1533510
350,1744,1534160,6212,1534160
350,1744,1534160,6212,1534160
351,1748,1535160,6212,1535160
351,1748,1535970,6212,1535970
351,1748,1536340,6212,1536340
351,1748,1537150,6212,1537150
351,1748,1537800,6212,1537800
351,1748,1537800,6212,1537800
351,1748,1537800,6212,1537800
352,1756,1538450,6212,1538450
352,1756,1538770,6212,1538770
352,1756,1538770,6212,1538770
352,1756,1539580,6212,1539580
352,1756,1540390,6212,1540390
352,1756,1540390,6212,1540390
352,1756,1541040,6212,1541040
352,1756,1542040,6212,1542040
352,1756,1542510,6212,1542510
352,1756,1543320,6212,1543320
352,1756,1543790,6212,1543790
352,1756,1544600,6212,1544600
353,1764,1545250,6212,1545250
353,1764,1545250,6212,1545250
353,1764,1545470,6212,1545470
353,1764,1545940,6212,1545940
353,1764,1546940,6212,1546940
353,1764,1547410,6212,1547410
353,1764,1547730,6212,1547730
353,1764,1548200,6212,1548200
353,1764,1548670,6212,1548670
353,1764,1549140,6212,1549140
353,1764,1549300,6212,1549300
353,1764,1549300,6212,1549300
353,1764,1549760,6212,1549760
353,1764,1550230,6212,1550230
353,1764,1550690,6212,1550690
354,1772,1551690,6212,1551690
354,1772,1552040,6212,1552040
354,1772,1553040,6212,1553040
354,1772,1553510,6212,1553510
354,1772,1553830,6212,1553830
354,1772,1553830,6212,1553830
354,1772,1554300,6212,1554300
354,1772,1554770,6212,1554770
354,1772,1555240,6212,1555240
354,1772,1556050,6212,1556050
354,1772,1556520,6212,1556520
354,1772,1556520,6212,1556520
354,1772,1556520,6212,1556520
