ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f4b4-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f4b4-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_ratio,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f4b4-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_q124,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f4b4-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f4b4-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_ratio
810164.44,16.13,2.54,295458.48,5.88
810028.53,16.13,2.54,295458.11,5.88
810208.23,16.13,2.54,295458.11,5.88
810208.23,16.13,2.54,295458.11,5.88
810258.68,16.14,2.54,295488.53,5.88
810013.07,16.13,2.54,295462.0,5.88
810013.07,16.13,2.54,295462.0,5.88
810192.77,16.14,2.55,295463.65,5.88
810243.22,16.14,2.55,295458.11,5.89
810107.32,16.14,2.55,296198.98,5.9
810157.77,16.14,2.55,296520.63,5.91
810157.77,16.14,2.55,296520.63,5.91
810208.21,16.15,2.56,296283.81,5.91
809952.6,16.14,2.55,296043.46,5.9
809831.62,16.15,2.55,295755.34,5.9
809831.62,16.15,2.55,295755.34,5.9
809656.04,16.14,2.55,295960.09,5.9
809656.04,16.14,2.55,295960.09,5.9
809703.4,16.15,2.56,295845.58,5.9
809896.95,16.15,2.56,296480.17,5.91
809947.4,16.16,2.56,296606.78,5.92
809705.81,16.15,2.56,296324.49,5.91
809885.52,16.16,2.57,296381.46,5.91
809885.52,16.16,2.57,296381.46,5.91
809629.9,16.15,2.56,296292.53,5.91
809809.61,16.16,2.57,296283.66,5.91
810048.3,16.17,2.57,296595.61,5.92
810207.97,16.17,2.58,296689.02,5.92
810051.62,16.17,2.58,296541.05,5.92
809796.01,16.16,2.57,296530.43,5.92
809843.37,16.17,2.58,296188.72,5.91
809593.07,16.16,2.57,295981.32,5.91
809778.73,16.17,2.58,296149.64,5.91
809603.15,16.17,2.58,295811.33,5.91
809351.58,16.16,2.57,295763.62,5.91
809305.22,16.16,2.57,295717.27,5.91
809343.83,16.17,2.57,295508.15,5.9
809523.54,16.17,2.58,295501.32,5.9
809762.22,16.18,2.59,295491.6,5.9
809812.67,16.18,2.59,295491.6,5.9
809972.35,16.19,2.6,296653.89,5.93
809716.74,16.18,2.59,296390.72,5.92
809890.49,16.19,2.6,296390.3,5.92
809940.94,16.19,2.6,296390.3,5.92
809681.28,16.19,2.6,296396.18,5.93
809731.73,16.19,2.6,296397.9,5.93
809911.43,16.2,2.61,296400.84,5.93
809655.82,16.19,2.6,296397.94,5.93
809835.53,16.2,2.61,296390.3,5.93
809589.91,16.19,2.6,296830.81,5.94
809749.59,16.2,2.61,296852.77,5.94
809909.27,16.2,2.61,296852.35,5.94
809780.83,16.21,2.61,296475.43,5.93
809823.81,16.21,2.62,297439.94,5.95
809572.51,16.2,2.61,297244.81,5.95
809752.22,16.21,2.62,297244.81,5.95
809752.22,16.21,2.62,297120.82,5.95
809496.61,16.21,2.62,297120.82,5.95
809350.09,16.2,2.61,296963.04,5.95
809098.79,16.2,2.61,296683.41,5.94
809278.5,16.21,2.61,296960.64,5.95
809022.89,16.2,2.61,297043.15,5.95
809022.89,16.2,2.61,297014.01,5.95
809182.56,16.21,2.62,296965.2,5.95
808864.68,16.2,2.61,296650.95,5.94
808702.55,16.2,2.61,296443.54,5.94
808589.04,16.2,2.61,298538.34,5.98
808323.46,16.2,2.6,298277.01,5.98
808375.19,16.2,2.61,297812.97,5.97
808422.55,16.2,2.61,297471.26,5.96
808649.4,16.21,2.62,297416.0,5.96
808649.4,16.21,2.62,297549.54,5.96
808699.85,16.21,2.62,297549.5,5.97
808750.3,16.22,2.63,297549.12,5.97
808588.17,16.21,2.62,297387.65,5.96
808747.85,16.22,2.63,297387.65,5.96
808927.55,16.22,2.63,297387.65,5.96
808671.94,16.22,2.63,297435.26,5.97
808496.36,16.22,2.63,297187.24,5.96
808676.06,16.22,2.63,297177.45,5.96
808540.15,16.22,2.63,297139.62,5.96
808540.15,16.22,2.63,296983.17,5.96
808540.15,16.22,2.63,296967.86,5.96
808284.54,16.22,2.63,297842.4,5.98
808464.25,16.23,2.63,297806.66,5.98
808514.7,16.23,2.64,298052.75,5.98
808514.7,16.23,2.64,298212.53,5.99
808378.79,16.23,2.64,297856.31,5.98
808599.11,16.24,2.65,298691.89,6.0
808758.79,16.24,2.65,298691.47,6.0
808961.09,16.25,2.66,298274.09,5.99
809120.77,16.25,2.66,298274.09,5.99
809159.37,16.26,2.67,298287.48,5.99
808896.8,16.25,2.66,298006.58,5.99
808631.21,16.25,2.66,298058.47,5.99
808681.66,16.25,2.66,298032.32,5.99
808416.07,16.25,2.66,298006.58,5.99
808240.49,16.24,2.65,297624.63,5.98
807995.81,16.24,2.65,297791.69,5.99
808175.51,16.25,2.66,297791.69,5.99
808175.51,16.25,2.66,297674.08,5.98
808225.96,16.25,2.66,298085.49,5.99
808276.41,16.25,2.66,298072.95,5.99
808276.41,16.25,2.66,298045.84,5.99
808326.86,16.26,2.67,298252.34,6.0
808114.39,16.25,2.66,298079.98,6.0
807870.8,16.25,2.66,297880.24,5.99
807715.45,16.25,2.66,297720.29,5.99
807624.01,16.25,2.65,297677.51,5.99
807674.46,16.25,2.66,298123.13,6.0
807674.46,16.25,2.66,298249.8,6.0
807674.46,16.25,2.66,298300.75,6.0
807724.91,16.25,2.66,298427.37,6.0
807775.36,16.26,2.67,298501.62,6.01
807519.75,16.25,2.66,298394.62,6.01
807570.2,16.26,2.67,298427.28,6.01
807620.65,16.26,2.67,298515.49,6.01
807671.1,16.26,2.67,298720.61,6.02
807721.55,16.27,2.68,299020.21,6.02
807901.25,16.27,2.68,299011.34,6.02
807635.64,16.27,2.68,299110.82,6.03
807478.28,16.27,2.68,298953.88,6.02
807644.35,16.27,2.68,298686.63,6.02
807824.06,16.28,2.69,298787.75,6.02
807688.15,16.28,2.69,298640.44,6.02
807644.39,16.28,2.69,298166.88,6.01
807388.77,16.27,2.68,297937.84,6.01
807141.32,16.27,2.68,297800.48,6.0
807356.98,16.28,2.69,298179.11,6.01
807162.35,16.28,2.68,297935.67,6.01
807212.8,16.28,2.69,297935.62,6.01
807392.5,16.28,2.69,297935.25,6.01
807136.89,16.28,2.69,297935.25,6.01
807318.79,16.29,2.69,297975.11,6.01
807169.72,16.28,2.69,297831.41,6.01
807028.46,16.28,2.69,297840.07,6.01
807208.17,16.29,2.7,297805.77,6.01
807208.17,16.29,2.7,297805.77,6.01
807367.85,16.29,2.7,297791.55,6.01
807209.16,16.29,2.7,298597.51,6.03
807209.16,16.29,2.7,298602.14,6.03
807209.16,16.29,2.7,298565.37,6.03
806943.58,16.29,2.7,298139.32,6.02
807138.21,16.29,2.7,298283.17,6.02
807002.31,16.29,2.7,298135.85,6.02
807049.67,16.3,2.7,297791.89,6.01
807229.37,16.3,2.71,298072.63,6.02
807279.82,16.3,2.71,298072.59,6.02
807439.5,16.31,2.72,298072.21,6.02
807183.89,16.31,2.72,297851.46,6.02
807363.59,16.31,2.72,297851.46,6.02
807098.01,16.31,2.72,297894.93,6.02
807098.01,16.31,2.72,297857.35,6.02
807098.01,16.31,2.72,297905.15,6.02
806852.39,16.3,2.71,297861.69,6.02
807012.07,16.31,2.72,297861.69,6.02
807171.75,16.31,2.72,298967.48,6.04
807265.65,16.32,2.73,300334.23,6.07
806969.55,16.31,2.72,299855.46,6.06
806969.55,16.31,2.72,299793.31,6.06
807020.0,16.32,2.73,299658.47,6.06
807070.45,16.32,2.73,299708.08,6.06
807250.15,16.33,2.74,299684.22,6.06
807110.06,16.33,2.74,300115.54,6.07
807160.51,16.33,2.74,300115.49,6.07
807024.61,16.33,2.74,300115.12,6.07
807204.31,16.34,2.74,300115.12,6.07
807050.96,16.33,2.74,299947.74,6.07
807210.64,16.34,2.75,300043.04,6.07
806955.03,16.33,2.74,300112.6,6.07
807134.73,16.34,2.75,300078.81,6.07
806998.83,16.34,2.75,301007.57,6.09
806823.24,16.34,2.75,300476.66,6.08
806873.69,16.34,2.75,300329.14,6.08
806873.69,16.34,2.75,300391.9,6.08
807033.37,16.35,2.76,300387.88,6.08
807272.06,16.35,2.76,301324.38,6.1
807096.41,16.35,2.76,301070.01,6.1
806830.83,16.35,2.76,301057.49,6.1
806881.28,16.35,2.76,301299.92,6.11
806931.73,16.35,2.76,301494.55,6.11
806931.73,16.35,2.76,301536.23,6.11
807091.4,16.36,2.77,301637.72,6.11
807091.4,16.36,2.77,301587.81,6.11
807141.85,16.36,2.77,301714.43,6.12
807321.56,16.37,2.78,301771.4,6.12
807065.95,16.36,2.77,301682.43,6.12
807245.65,16.37,2.78,301682.4,6.12
807293.01,16.37,2.78,301340.7,6.11
807486.56,16.38,2.79,301253.09,6.11
807230.95,16.38,2.79,301252.69,6.11
807390.63,16.38,2.79,301252.69,6.11
807570.33,16.39,2.8,301386.19,6.12
807434.42,16.39,2.8,301253.65,6.11
807218.84,16.38,2.79,301192.36,6.11
807269.29,16.39,2.8,301191.41,6.11
807013.68,16.38,2.79,301628.75,6.12
807193.38,16.39,2.8,301549.59,6.12
807193.38,16.39,2.8,301501.81,6.12
807243.83,16.39,2.8,301535.95,6.12
806988.22,16.39,2.8,301214.91,6.12
807167.92,16.39,2.8,302374.39,6.14
807005.13,16.39,2.8,302256.99,6.14
806809.1,16.39,2.8,301990.36,6.13
806859.55,16.39,2.8,302112.58,6.14
807039.25,16.4,2.81,302168.63,6.14
806903.34,16.4,2.81,302168.21,6.14
806903.34,16.4,2.81,302168.21,6.14
806903.34,16.4,2.81,302128.63,6.14
806793.71,16.4,2.81,302186.9,6.14
806793.71,16.4,2.81,302230.67,6.14
806657.8,16.4,2.81,302230.67,6.14
806657.8,16.4,2.81,302186.1,6.14
806708.25,16.4,2.81,302209.43,6.14
806867.93,16.41,2.82,302200.14,6.15
806692.34,16.4,2.81,302186.1,6.15
806888.91,16.41,2.82,302489.34,6.15
806762.41,16.41,2.82,302417.73,6.15
806942.11,16.41,2.82,302383.41,6.15
806992.56,16.42,2.83,303331.48,6.17
806840.48,16.42,2.82,303182.18,6.17
806890.93,16.42,2.83,303247.86,6.17
806781.29,16.42,2.83,303046.8,6.17
806961.0,16.42,2.83,303037.94,6.17
806961.0,16.42,2.83,303037.94,6.17
806851.36,16.42,2.83,302899.49,6.16
807091.93,16.43,2.84,303517.15,6.18
807142.38,16.43,2.84,303643.76,6.18
807006.47,16.43,2.84,303547.74,6.18
806908.83,16.43,2.84,303378.61,6.18
806908.83,16.43,2.84,303378.61,6.18
806908.83,16.43,2.84,303362.94,6.18
807068.51,16.44,2.85,303362.52,6.18
806750.99,16.43,2.84,303044.45,6.17
806485.41,16.43,2.84,303044.45,6.17
806665.11,16.43,2.84,303106.5,6.17
806715.56,16.44,2.85,303074.81,6.17
806459.95,16.43,2.84,303056.47,6.18
806510.4,16.44,2.85,303051.92,6.18
806510.4,16.44,2.85,303003.09,6.17
806560.85,16.44,2.85,302995.62,6.18
806424.94,16.44,2.85,303843.34,6.19
806604.64,16.45,2.85,303779.7,6.19
806604.64,16.45,2.85,303757.89,6.19
806355.8,16.44,2.85,303540.81,6.19
806355.8,16.44,2.85,303676.77,6.19
806406.25,16.45,2.85,303865.67,6.2
806456.7,16.45,2.86,303992.29,6.2
806507.15,16.45,2.86,304066.54,6.2
806371.24,16.45,2.86,304066.11,6.2
806371.24,16.45,2.86,304089.74,6.2
806609.93,16.46,2.87,304089.74,6.21
806769.61,16.47,2.87,304115.18,6.21
806607.48,16.46,2.87,304119.26,6.21
806657.93,16.47,2.88,304089.74,6.21
806392.35,16.46,2.87,304089.74,6.21
806282.71,16.46,2.87,304173.5,6.21
806333.16,16.46,2.87,304378.43,6.22
806383.6,16.47,2.88,304528.56,6.22
806383.6,16.47,2.88,304514.3,6.22
806434.05,16.47,2.88,304833.3,6.23
806613.76,16.48,2.89,304867.01,6.23
806358.15,16.47,2.88,305215.11,6.24
806248.15,16.47,2.88,305105.11,6.23
806427.85,16.48,2.89,305104.68,6.23
806427.85,16.48,2.89,305081.52,6.23
806478.3,16.48,2.89,305081.52,6.23
806441.53,16.48,2.89,305081.52,6.23
806305.62,16.48,2.89,305107.09,6.24
806502.19,16.49,2.9,305086.13,6.24
806502.19,16.49,2.9,305102.58,6.24
806366.28,16.49,2.9,305350.62,6.24
806163.81,16.49,2.89,305115.28,6.24
806027.9,16.49,2.9,305989.95,6.26
806243.56,16.49,2.9,305546.05,6.25
805931.99,16.49,2.9,306021.48,6.26
806117.65,16.49,2.9,306016.54,6.26
806117.65,16.49,2.9,306082.87,6.26
805962.83,16.49,2.9,305978.71,6.26
806142.53,16.5,2.91,305978.68,6.26
805886.92,16.49,2.9,305978.29,6.26
806066.62,16.5,2.91,305978.29,6.26
805930.72,16.5,2.91,306287.02,6.27
805821.08,16.5,2.91,306110.27,6.27
805871.53,16.5,2.91,306082.83,6.27
805871.53,16.5,2.91,306110.09,6.27
806068.09,16.51,2.91,306005.55,6.27
805941.59,16.5,2.91,307290.72,6.29
806127.25,16.51,2.92,306790.0,6.28
805991.34,16.51,2.92,306817.03,6.29
805897.18,16.51,2.92,306240.15,6.27
806076.88,16.52,2.92,306236.74,6.27
806124.24,16.52,2.93,306188.98,6.27
806317.79,16.52,2.93,307464.97,6.3
806062.18,16.52,2.93,307454.21,6.3
805744.29,16.52,2.92,307140.69,6.3
805924.0,16.52,2.93,307127.4,6.3
806083.68,16.53,2.94,309297.94,6.34
805871.21,16.52,2.93,309168.74,6.34
805871.21,16.52,2.93,309123.86,6.34
805662.96,16.52,2.93,310042.0,6.36
805842.66,16.53,2.93,310033.13,6.36
805635.72,16.52,2.93,309810.38,6.35
805499.81,16.52,2.93,309997.41,6.36
805234.2,16.52,2.93,309721.93,6.35
805281.56,16.52,2.93,309380.23,6.35
805320.17,16.53,2.94,309171.11,6.34
805499.88,16.53,2.94,309162.24,6.34
805499.88,16.53,2.94,309139.39,6.34
805547.24,16.54,2.94,308797.69,6.34
805399.49,16.54,2.94,308411.26,6.33
805559.17,16.54,2.95,308677.25,6.34
805383.58,16.54,2.95,308582.98,6.34
805127.97,16.53,2.94,308452.81,6.33
804987.97,16.53,2.94,308312.81,6.33
805173.63,16.54,2.95,308312.81,6.33
805224.08,16.54,2.95,308312.81,6.33
804972.51,16.54,2.95,308312.81,6.33
804972.51,16.54,2.95,308304.93,6.33
805152.22,16.54,2.95,308306.24,6.33
805311.89,16.55,2.96,308304.93,6.34
805311.89,16.55,2.96,308277.82,6.33
805311.89,16.55,2.96,308235.65,6.33
805175.99,16.55,2.96,308235.65,6.34
804910.4,16.54,2.95,308308.04,6.34
804654.79,16.54,2.95,308262.24,6.34
804705.24,16.54,2.95,308294.95,6.34
804755.69,16.55,2.96,308443.84,6.34
804935.39,16.55,2.96,309257.32,6.36
804985.84,16.56,2.97,309257.27,6.36
804985.84,16.56,2.97,309212.9,6.36
804730.23,16.55,2.96,308950.33,6.36
804780.68,16.56,2.97,308949.95,6.36
804960.38,16.56,2.97,308949.95,6.36
805010.83,16.57,2.98,308949.95,6.36
804755.22,16.56,2.97,309012.88,6.36
804755.22,16.56,2.97,309046.97,6.36
804934.93,16.57,2.98,309033.39,6.36
804934.93,16.57,2.98,309027.32,6.36
804679.31,16.56,2.97,308984.19,6.36
804864.97,16.57,2.98,308977.98,6.36
804623.41,16.57,2.98,309772.24,6.38
804623.41,16.57,2.98,309821.09,6.38
804803.11,16.57,2.98,309893.23,6.38
804775.17,16.57,2.98,310042.62,6.38
804422.52,16.57,2.98,309856.83,6.38
804472.97,16.57,2.98,309856.41,6.38
804523.42,16.58,2.99,309856.41,6.38
804387.51,16.58,2.99,309864.28,6.39
804437.96,16.58,2.99,309867.44,6.39
804488.41,16.59,2.99,309879.36,6.39
804538.86,16.59,3.0,309939.56,6.39
804589.31,16.59,3.0,310157.38,6.4
804639.76,16.6,3.01,310980.15,6.41
804395.0,16.59,3.0,310686.64,6.41
804445.45,16.6,3.01,310813.25,6.41
804495.9,16.6,3.01,310887.5,6.41
804546.35,16.6,3.01,311014.12,6.42
804596.8,16.61,3.02,311088.37,6.42
804790.28,16.61,3.02,310916.32,6.42
804927.32,16.62,3.03,310724.48,6.41
804976.79,16.62,3.03,310841.94,6.42
805156.5,16.63,3.03,310841.52,6.42
804900.88,16.62,3.03,310841.52,6.42
804900.88,16.62,3.03,310806.85,6.42
804809.1,16.62,3.03,310699.92,6.42
804859.55,16.62,3.03,310699.92,6.42
804910.0,16.63,3.04,310699.92,6.42
804697.53,16.62,3.03,310393.97,6.41
804747.98,16.63,3.04,310456.9,6.41
804907.66,16.63,3.04,310462.61,6.42
804771.75,16.63,3.04,310393.97,6.42
804771.75,16.63,3.04,310427.84,6.42
804951.46,16.64,3.05,310427.84,6.42
804695.84,16.64,3.05,311504.1,6.44
804695.84,16.64,3.05,311545.74,6.44
804430.26,16.63,3.04,311121.21,6.43
804589.94,16.64,3.05,311347.65,6.44
804640.38,16.64,3.05,311474.26,6.44
804820.09,16.65,3.06,311531.24,6.44
804820.09,16.65,3.06,311531.24,6.44
804820.09,16.65,3.06,311531.24,6.44
804564.48,16.64,3.05,311441.52,6.44
804309.82,16.64,3.05,311313.35,6.44
804469.5,16.64,3.05,311312.93,6.44
804649.21,16.65,3.06,311312.93,6.44
804513.3,16.65,3.06,311360.96,6.44
804257.69,16.65,3.06,311345.22,6.44
804437.39,16.65,3.06,311321.19,6.44
804484.75,16.66,3.06,310979.48,6.44
804523.36,16.66,3.07,310770.36,6.44
804573.81,16.66,3.07,310762.11,6.44
804318.2,16.66,3.07,310762.11,6.44
804368.65,16.66,3.07,311636.65,6.46
804232.74,16.66,3.07,311174.47,6.45
804412.44,16.67,3.08,311464.72,6.45
804462.89,16.67,3.08,311591.33,6.46
804513.34,16.68,3.09,311665.58,6.46
804563.79,16.68,3.09,311665.53,6.46
804614.24,16.68,3.09,311665.16,6.46
804614.24,16.68,3.09,311665.16,6.46
804403.5,16.68,3.09,311906.97,6.47
804453.95,16.69,3.09,311906.97,6.47
804150.78,16.68,3.09,311552.55,6.46
804347.34,16.69,3.09,311552.55,6.46
804318.9,16.69,3.1,311593.7,6.46
804498.61,16.69,3.1,311572.64,6.46
804252.99,16.69,3.1,311552.55,6.46
804432.7,16.69,3.1,311552.55,6.47
803889.07,16.7,3.11,311591.98,6.47
803939.52,16.7,3.11,312541.8,6.49
804099.2,16.71,3.11,313088.73,6.5
804149.65,16.71,3.12,313215.34,6.51
803894.03,16.71,3.11,312852.39,6.5
804073.74,16.71,3.12,312909.37,6.5
803937.83,16.71,3.12,312762.05,6.5
804176.52,16.72,3.13,313143.24,6.51
803920.91,16.71,3.12,313054.31,6.51
803746.88,16.71,3.12,313208.47,6.51
803906.55,16.72,3.13,313191.95,6.51
803770.65,16.72,3.13,313168.62,6.51
804009.33,16.73,3.13,313939.73,6.53
804059.78,16.73,3.14,314051.68,6.53
803923.88,16.73,3.14,314051.26,6.54
803974.33,16.73,3.14,314054.31,6.54
803679.73,16.73,3.14,313753.12,6.53
803679.73,16.73,3.14,313760.9,6.53
803859.44,16.73,3.14,313765.75,6.53
803723.53,16.73,3.14,313757.85,6.53
803467.92,16.73,3.14,313904.08,6.54
803706.6,16.74,3.15,313766.47,6.53
803757.05,16.74,3.15,313757.85,6.54
803807.5,16.75,3.15,313757.85,6.54
803993.16,16.75,3.16,315059.96,6.56
804043.61,16.75,3.16,315059.91,6.57
803792.04,16.75,3.16,314781.93,6.56
803951.72,16.76,3.17,314781.56,6.56
804002.17,16.76,3.17,314781.56,6.56
804207.56,16.77,3.18,314837.41,6.56
804071.65,16.77,3.18,314781.56,6.56
804251.36,16.77,3.18,314781.56,6.56
804115.45,16.77,3.18,315830.76,6.59
803859.84,16.77,3.18,315615.8,6.58
803910.29,16.77,3.18,315899.27,6.59
803644.7,16.77,3.18,315604.71,6.59
803692.06,16.77,3.18,315263.01,6.58
803692.06,16.77,3.18,315263.01,6.58
803730.67,16.78,3.19,315053.89,6.58
803781.12,16.78,3.19,315053.84,6.58
803960.83,16.79,3.2,315053.47,6.58
804011.28,16.79,3.2,315053.47,6.58
804061.72,16.79,3.2,315053.47,6.58
804112.17,16.8,3.21,315053.47,6.58
804162.62,16.8,3.21,315473.95,6.59
803897.04,16.8,3.21,315082.57,6.58
803579.52,16.79,3.2,314764.51,6.58
803323.9,16.79,3.2,314629.83,6.58
803374.35,16.79,3.2,314983.81,6.58
803238.45,16.79,3.2,315525.17,6.6
803288.9,16.8,3.21,315525.12,6.6
803126.77,16.79,3.2,315461.68,6.6
803177.22,16.8,3.21,315461.31,6.6
803227.67,16.8,3.21,315461.31,6.6
803407.37,16.81,3.22,315461.31,6.6
803245.25,16.8,3.21,315234.98,6.6
803245.25,16.8,3.21,315365.05,6.6
803295.7,16.81,3.22,315365.05,6.6
803295.7,16.81,3.22,315387.13,6.6
803346.15,16.81,3.22,315807.61,6.61
803505.82,16.82,3.23,316048.48,6.62
803369.92,16.82,3.23,316228.18,6.62
803104.3,16.82,3.22,316646.31,6.63
802968.4,16.82,3.23,316645.89,6.63
802667.1,16.81,3.22,316483.76,6.63
802667.1,16.81,3.22,316468.77,6.63
802717.55,16.81,3.22,316473.58,6.63
802581.64,16.82,3.22,316468.77,6.63
802581.64,16.82,3.22,316468.77,6.63
802445.73,16.82,3.23,316550.53,6.63
802631.39,16.82,3.23,316480.6,6.63
802365.81,16.82,3.23,316191.06,6.63
802114.24,16.81,3.22,316179.22,6.63
802293.95,16.82,3.23,316852.82,6.64
802341.31,16.82,3.23,316511.11,6.64
802379.92,16.83,3.24,316302.0,6.63
802618.6,16.83,3.24,315998.53,6.63
802823.99,16.84,3.25,316990.04,6.65
802874.44,16.84,3.25,317116.65,6.65
802608.86,16.84,3.25,316828.06,6.65
802659.31,16.84,3.25,316902.31,6.65
802414.71,16.84,3.25,316601.24,6.64
802278.8,16.84,3.25,316601.24,6.65
802173.45,16.84,3.25,316492.13,6.64
802173.45,16.84,3.25,316510.86,6.64
802333.13,16.84,3.25,316510.86,6.64
802383.58,16.85,3.26,316512.8,6.65
802179.91,16.84,3.25,316320.51,6.64
801924.29,16.84,3.25,316027.5,6.64
801924.29,16.84,3.25,316027.5,6.64
802104.0,16.85,3.26,316025.56,6.64
802154.45,16.85,3.26,316025.56,6.64
801989.7,16.85,3.26,315875.91,6.64
801744.09,16.84,3.25,315875.91,6.64
801923.79,16.85,3.26,316203.86,6.64
801923.79,16.85,3.26,316225.68,6.64
801711.32,16.85,3.25,315991.53,6.64
801445.74,16.84,3.25,315741.64,6.63
801287.06,16.84,3.25,315663.58,6.63
801483.62,16.84,3.25,316304.69,6.65
801357.12,16.84,3.25,316336.74,6.65
801536.83,16.85,3.26,316297.81,6.65
801696.51,16.85,3.26,316297.39,6.65
801440.89,16.85,3.26,316566.4,6.66
801620.6,16.86,3.27,316566.4,6.66
801481.6,16.86,3.27,315789.35,6.64
801520.21,16.86,3.27,315838.27,6.64
801264.6,16.86,3.27,315838.27,6.64
801480.26,16.86,3.27,315880.07,6.65
801285.62,16.86,3.27,315850.29,6.65
801465.33,16.87,3.27,315838.27,6.65
801512.69,16.87,3.28,315496.56,6.64
801257.08,16.87,3.27,316200.6,6.66
800991.49,16.86,3.27,315914.1,6.65
801030.1,16.86,3.27,315704.99,6.65
801030.1,16.86,3.27,315704.99,6.65
801245.76,16.87,3.28,315434.5,6.64
801405.44,16.88,3.29,315527.91,6.64
801210.8,16.87,3.28,317126.05,6.68
801210.8,16.87,3.28,317133.2,6.68
801276.18,16.88,3.29,316676.2,6.67
801455.89,16.88,3.29,316839.92,6.67
801615.56,16.89,3.3,316839.5,6.68
801775.24,16.89,3.3,316839.5,6.68
801822.6,16.9,3.31,316645.61,6.67
801566.99,16.9,3.3,316590.92,6.67
801301.4,16.89,3.3,316331.18,6.67
801340.01,16.89,3.3,316232.15,6.67
801519.72,16.9,3.31,316232.15,6.67
801362.36,16.9,3.31,316074.38,6.66
801362.36,16.9,3.31,316052.56,6.66
801106.75,16.89,3.3,316166.74,6.67
801286.45,16.9,3.31,316141.85,6.67
801135.11,16.9,3.31,316003.78,6.66
801185.56,16.9,3.31,315933.97,6.66
801236.01,16.9,3.31,315926.86,6.67
800970.42,16.9,3.31,316670.37,6.68
800714.81,16.9,3.31,316537.3,6.68
800901.98,16.9,3.31,316528.06,6.68
800866.57,16.9,3.31,316573.65,6.68
800730.66,16.9,3.31,316581.29,6.68
800910.37,16.91,3.32,316573.25,6.68
800742.92,16.91,3.32,317010.03,6.69
800497.31,16.9,3.31,317010.47,6.69
800547.76,16.91,3.32,317010.23,6.7
800547.76,16.91,3.32,317109.38,6.7
800727.46,16.91,3.32,317438.96,6.71
800777.91,16.92,3.33,317320.44,6.7
800828.36,16.92,3.33,317306.89,6.7
800878.81,16.93,3.34,317427.77,6.71
800623.2,16.92,3.33,317179.69,6.7
800802.9,16.93,3.34,318338.01,6.73
800551.3,16.92,3.33,318056.93,6.72
800601.75,16.93,3.34,318056.88,6.72
800798.32,16.93,3.34,318056.51,6.73
800495.84,16.93,3.34,318056.51,6.73
800546.29,16.93,3.34,318076.57,6.73
800784.98,16.94,3.35,318056.51,6.73
800964.69,16.95,3.35,318056.51,6.73
800964.69,16.95,3.35,318082.33,6.73
800709.07,16.94,3.35,318082.33,6.73
800709.07,16.94,3.35,318082.33,6.73
800759.52,16.95,3.36,318782.05,6.75
800759.52,16.95,3.36,318782.05,6.75
800495.09,16.94,3.35,318496.12,6.74
800332.97,16.94,3.35,318016.02,6.73
800529.53,16.94,3.35,317796.4,6.73
800403.03,16.94,3.35,319012.03,6.75
800608.42,16.95,3.36,319013.27,6.75
800788.13,16.96,3.36,319004.4,6.75
800993.52,16.96,3.37,319297.97,6.76
800737.9,16.96,3.37,319267.06,6.76
800788.35,16.96,3.37,319393.68,6.77
800838.8,16.97,3.38,319467.93,6.77
800886.16,16.97,3.38,319126.22,6.76
800634.87,16.97,3.37,318932.63,6.76
800814.57,16.97,3.38,318923.76,6.76
800853.18,16.97,3.38,318714.64,6.76
801012.86,16.98,3.39,318980.63,6.76
800876.95,16.98,3.39,318980.63,6.76
800741.04,16.98,3.39,318980.63,6.76
800900.72,16.99,3.4,318982.37,6.77
800645.11,16.98,3.39,318929.24,6.77
800824.81,16.99,3.4,318927.5,6.77
800872.18,16.99,3.4,318585.8,6.76
800616.56,16.99,3.4,318585.8,6.76
800796.27,17.0,3.4,318585.8,6.76
800955.95,17.0,3.41,318955.07,6.77
800704.65,17.0,3.41,318703.96,6.77
800459.04,16.99,3.4,318478.42,6.76
800323.13,16.99,3.4,319195.98,6.78
800179.02,16.99,3.4,318813.19,6.77
800043.12,17.0,3.4,318571.04,6.77
800281.8,17.0,3.41,318631.0,6.77
800332.25,17.01,3.42,318869.51,6.78
800511.96,17.01,3.42,318869.08,6.78
800750.65,17.02,3.43,318869.08,6.78
800750.65,17.02,3.43,318869.08,6.78
800801.1,17.02,3.43,318869.08,6.78
800665.19,17.02,3.43,318869.34,6.78
800399.6,17.02,3.43,318608.03,6.77
800450.05,17.02,3.43,318607.78,6.78
800500.5,17.03,3.44,318607.78,6.78
800324.92,17.02,3.43,318544.56,6.78
800484.59,17.03,3.44,319637.09,6.8
800484.59,17.03,3.44,319637.09,6.8
