ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_1265-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_milli,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_1265-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_ratio,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_1265-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_q124,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_1265-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_milli,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_1265-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_ratio
960317.15,61.54,35.97,760205.31,48.72
960080.7,61.54,35.96,760123.41,48.72
959824.96,61.56,35.99,760532.23,48.78
960111.31,61.59,36.02,760526.85,48.79
959777.96,61.59,36.02,760803.9,48.82
959711.07,61.62,36.04,760626.65,48.84
959455.34,61.64,36.07,760285.08,48.84
959275.15,61.67,36.09,761152.95,48.93
959275.15,61.67,36.09,761152.95,48.93
959416.33,61.72,36.14,760848.45,48.94
959160.6,61.74,36.17,760917.96,48.98
959350.05,61.77,36.2,760878.64,48.99
959094.31,61.79,36.22,760982.13,49.03
959094.31,61.79,36.22,760982.13,49.03
959168.17,61.83,36.25,762282.5,49.13
959168.17,61.83,36.25,762282.5,49.13
959101.29,61.85,36.28,762113.91,49.15
958373.07,61.85,36.27,761345.95,49.13
958164.14,61.87,36.3,764234.2,49.35
958164.14,61.87,36.3,764234.2,49.35
957864.54,61.87,36.29,763213.78,49.29
959081.05,61.98,36.41,763335.94,49.33
959081.05,61.98,36.41,763335.94,49.33
958723.68,62.0,36.43,762169.16,49.29
958184.24,62.01,36.43,761643.22,49.29
958117.35,62.03,36.46,763087.79,49.41
958050.47,62.06,36.49,763082.67,49.43
957794.73,62.09,36.51,763075.27,49.46
957149.54,62.09,36.51,762227.08,49.44
957082.65,62.11,36.54,762224.8,49.47
957082.65,62.11,36.54,762224.8,49.47
956697.46,62.11,36.53,761840.92,49.46
956441.72,62.13,36.56,761840.92,49.49
956185.99,62.15,36.58,761976.7,49.53
956185.99,62.15,36.58,761976.7,49.53
955930.25,62.18,36.6,762112.8,49.57
953884.34,62.37,36.8,762105.41,49.83
953628.6,62.39,36.82,762409.98,49.88
953372.86,62.42,36.84,762141.54,49.9
953372.86,62.42,36.84,762141.54,49.9
953117.12,62.44,36.87,762141.54,49.93
953050.24,62.47,36.9,762141.54,49.96
952870.61,62.5,36.93,762140.04,49.99
953228.71,62.53,36.96,762165.01,50.0
953228.71,62.53,36.96,762165.01,50.0
953228.71,62.53,36.96,762165.01,50.0
952896.86,62.55,36.98,761858.49,50.01
952575.7,62.55,36.98,761833.52,50.03
952575.7,62.55,36.98,762174.41,50.05
952319.96,62.58,37.0,762174.41,50.08
952064.22,62.6,37.03,762193.25,50.12
952064.22,62.6,37.03,762193.25,50.12
951808.48,62.62,37.05,762176.96,50.15
951552.75,62.65,37.07,762407.67,50.2
951297.01,62.67,37.1,762299.52,50.22
951041.27,62.7,37.12,762242.6,50.25
951041.27,62.7,37.12,762242.6,50.25
951041.27,62.7,37.12,762246.96,50.25
950785.53,62.72,37.15,762178.77,50.28
950785.53,62.72,37.15,762178.77,50.28
950974.98,62.75,37.18,762178.77,50.3
950719.24,62.78,37.2,762173.94,50.33
950463.5,62.8,37.23,762171.37,50.36
950078.31,62.8,37.22,762709.97,50.41
949822.57,62.82,37.25,762709.97,50.45
949566.84,62.85,37.27,762713.61,50.48
949747.89,62.88,37.3,762987.02,50.51
949681.01,62.91,37.33,763076.07,50.55
949614.12,62.94,37.36,763524.39,50.6
949687.99,62.97,37.39,763516.99,50.62
949432.25,62.99,37.42,763514.22,50.66
949176.51,63.02,37.44,763857.75,50.71
949176.51,63.02,37.44,763857.75,50.71
948920.77,63.04,37.47,763591.18,50.73
948994.63,63.08,37.5,763591.18,50.75
948738.89,63.1,37.53,763513.35,50.78
948483.16,63.13,37.55,763506.18,50.81
948227.42,63.15,37.58,763505.96,50.85
948227.42,63.15,37.58,763505.96,50.85
948160.53,63.18,37.61,763633.63,50.88
947773.74,63.17,37.6,763629.5,50.9
947518.01,63.2,37.63,763717.41,50.94
947707.46,63.23,37.66,763614.95,50.95
947451.72,63.26,37.68,763600.98,50.98
947195.98,63.28,37.71,763532.59,51.01
946940.24,63.31,37.73,763782.8,51.06
946693.86,63.33,37.76,763767.38,51.1
946693.86,63.33,37.76,763767.38,51.1
946693.86,63.33,37.76,763767.38,51.1
946428.76,63.36,37.78,763527.03,51.11
946361.88,63.39,37.81,763501.82,51.14
946106.14,63.41,37.84,763497.0,51.17
946234.45,63.45,37.87,763497.0,51.19
946167.57,63.48,37.9,765053.67,51.33
945911.83,63.5,37.93,765051.09,51.36
945656.09,63.53,37.95,765174.91,51.4
945400.35,63.55,37.98,765097.09,51.43
945144.62,63.58,38.0,765058.96,51.46
944888.88,63.6,38.03,765577.79,51.53
944633.14,63.63,38.06,765214.46,51.54
944566.26,63.66,38.09,765707.64,51.61
944310.52,63.69,38.11,765544.27,51.63
944054.78,63.71,38.14,765539.45,51.66
943799.04,63.74,38.16,765536.87,51.7
943413.85,63.73,38.16,764801.29,51.67
943413.85,63.73,38.16,764801.29,51.67
943158.11,63.76,38.18,765066.3,51.72
942902.37,63.78,38.21,764855.55,51.74
943068.15,63.82,38.24,764848.15,51.76
942812.41,63.84,38.27,764793.89,51.79
942512.81,63.84,38.26,765039.84,51.82
942512.81,63.84,38.26,765039.84,51.82
942710.66,63.87,38.3,765074.96,51.84
942327.07,63.86,38.29,765071.67,51.85
942090.05,63.89,38.32,765256.93,51.9
942031.22,63.93,38.36,765602.99,51.96
942229.07,63.96,38.39,765571.15,51.97
941757.71,63.98,38.4,765039.84,51.97
941757.71,63.98,38.4,765039.84,51.97
941757.71,63.98,38.4,765039.84,51.97
941690.82,64.01,38.43,765184.34,52.01
941435.08,64.03,38.46,765184.34,52.05
941179.35,64.06,38.49,765184.34,52.08
940923.61,64.09,38.51,765201.36,52.12
940667.87,64.11,38.54,765185.62,52.15
940796.18,64.15,38.57,765062.79,52.16
940540.44,64.17,38.6,765061.51,52.2
940284.7,64.2,38.63,765136.12,52.24
940028.96,64.23,38.65,765107.96,52.27
939806.28,64.22,38.65,764771.36,52.26
939806.28,64.22,38.65,764856.63,52.27
939806.28,64.22,38.65,764838.94,52.26
939550.54,64.25,38.67,764792.48,52.3
939294.81,64.27,38.7,764787.31,52.33
939039.07,64.3,38.73,764785.09,52.37
939204.85,64.34,38.76,765408.67,52.43
938949.11,64.36,38.79,765428.26,52.47
938693.37,64.39,38.81,765423.15,52.5
938767.23,64.42,38.85,765635.43,52.54
938383.64,64.42,38.84,764777.89,52.5
938316.76,64.45,38.87,766904.94,52.67
938061.02,64.47,38.9,766890.46,52.71
938250.47,64.51,38.93,766885.77,52.73
938252.76,64.51,38.93,766917.67,52.73
937997.02,64.54,38.96,767013.68,52.77
937997.02,64.54,38.96,767013.68,52.77
937741.28,64.56,38.99,766975.83,52.81
937869.59,64.6,39.02,766973.12,52.83
937710.8,64.59,39.02,766827.97,52.82
937455.06,64.62,39.05,766769.8,52.85
937528.92,64.65,39.08,766849.34,52.88
937273.18,64.68,39.11,766841.94,52.92
936887.99,64.68,39.1,766789.47,52.93
936887.99,64.68,39.1,766789.47,52.93
936678.39,64.67,39.1,766374.85,52.91
936473.26,64.67,39.09,766375.84,52.92
936217.52,64.69,39.12,766468.11,52.96
935961.78,64.72,39.15,766400.96,53.0
935706.04,64.75,39.18,766410.95,53.03
935639.16,64.78,39.21,766383.88,53.06
935383.42,64.81,39.23,766775.63,53.13
935127.68,64.83,39.26,766726.36,53.16
934828.08,64.83,39.25,766306.3,53.14
934581.7,64.86,39.28,766169.06,53.17
934771.15,64.89,39.32,766198.3,53.19
934385.96,64.89,39.31,766593.16,53.23
934385.96,64.89,39.31,766593.16,53.23
934385.96,64.89,39.31,766593.16,53.23
934319.08,64.92,39.34,766391.38,53.25
934252.2,64.95,39.38,766336.14,53.28
934185.31,64.98,39.41,767760.45,53.4
933920.22,65.01,39.43,767520.1,53.43
933664.48,65.04,39.46,767515.23,53.46
933664.48,65.04,39.46,767515.23,53.46
933469.28,65.03,39.46,767402.31,53.46
933213.54,65.06,39.49,767399.78,53.5
933213.54,65.06,39.49,767399.78,53.5
932957.81,65.09,39.51,767466.36,53.54
932890.92,65.12,39.54,767461.24,53.57
932890.92,65.12,39.54,767461.24,53.57
932635.18,65.15,39.57,767479.95,53.61
932343.67,65.14,39.57,767041.15,53.59
932276.79,65.17,39.6,767038.87,53.62
932466.24,65.21,39.63,767038.87,53.64
932210.5,65.24,39.66,766976.29,53.67
931954.76,65.26,39.69,767671.55,53.76
931785.49,65.3,39.72,767367.68,53.77
931718.61,65.33,39.76,767427.45,53.81
931718.61,65.33,39.76,767427.45,53.81
931651.73,65.36,39.79,767380.17,53.84
931309.52,65.38,39.81,766966.07,53.85
931053.78,65.41,39.84,766966.07,53.88
931053.78,65.41,39.84,766966.07,53.88
930668.59,65.41,39.83,766974.63,53.9
930412.85,65.43,39.86,766974.63,53.94
930157.11,65.46,39.89,766992.08,53.98
929901.37,65.49,39.92,766994.18,54.02
929901.37,65.49,39.92,766994.18,54.02
929697.48,65.49,39.91,766925.84,54.02
929697.48,65.49,39.91,766925.84,54.02
929441.74,65.51,39.94,766910.38,54.06
929186.0,65.54,39.97,766907.89,54.1
928930.26,65.57,40.0,767087.41,54.15
929119.71,65.61,40.03,767665.13,54.21
928863.97,65.63,40.06,767484.01,54.23
928478.78,65.63,40.06,767183.54,54.23
928478.78,65.63,40.06,767183.54,54.23
928223.04,65.66,40.08,767176.14,54.27
928223.04,65.66,40.08,767176.14,54.27
928156.16,65.69,40.12,766906.13,54.28
927946.56,65.69,40.11,766485.23,54.26
927946.56,65.69,40.11,766485.23,54.26
927690.82,65.71,40.14,766485.23,54.3
927179.34,65.77,40.2,766455.54,54.37
926923.6,65.8,40.23,767018.19,54.45
926856.72,65.83,40.26,768240.02,54.57
926600.98,65.86,40.29,768201.4,54.6
926373.33,65.89,40.32,767989.89,54.63
926373.33,65.89,40.32,767989.89,54.63
926562.78,65.93,40.35,767985.2,54.64
926710.2,65.99,40.41,769139.62,54.77
926767.48,66.04,40.46,768672.69,54.77
926511.74,66.07,40.49,768667.82,54.81
926126.55,66.06,40.49,768665.1,54.83
925870.81,66.09,40.51,768766.97,54.87
925711.95,66.08,40.51,768619.91,54.87
925367.91,66.08,40.5,768487.9,54.88
925654.26,66.11,40.54,768571.55,54.89
925654.26,66.11,40.54,768571.55,54.89
925398.52,66.14,40.57,768537.32,54.93
925065.16,66.14,40.57,768486.48,54.95
925065.16,66.14,40.57,768486.48,54.95
924809.43,66.17,40.6,768520.02,54.99
924553.69,66.2,40.63,768800.31,55.05
924297.95,66.23,40.65,768786.88,55.09
924079.98,66.26,40.69,768668.86,55.12
923921.13,66.26,40.68,768519.82,55.11
923921.13,66.26,40.68,768519.82,55.11
923994.99,66.29,40.72,768487.02,55.14
923739.25,66.32,40.75,768479.62,55.17
923739.25,66.32,40.75,768479.62,55.17
923937.1,66.36,40.78,769109.09,55.24
924065.41,66.39,40.82,768549.15,55.22
923681.82,66.39,40.82,768479.62,55.23
923681.82,66.39,40.82,768479.62,55.23
923388.31,66.42,40.84,768227.08,55.26
923321.43,66.45,40.88,769525.17,55.38
923520.24,66.49,40.91,769485.48,55.4
923248.49,66.49,40.92,769010.59,55.38
922992.75,66.52,40.95,769010.59,55.42
922992.75,66.52,40.95,769010.59,55.42
922737.01,66.55,40.98,769122.63,55.47
922481.27,66.58,41.0,769099.3,55.51
922225.53,66.61,41.03,769017.56,55.54
921969.79,66.64,41.06,769523.01,55.62
921751.83,66.67,41.1,769116.56,55.63
921458.32,66.7,41.12,769010.59,55.66
921458.32,66.7,41.12,769010.59,55.66
921202.58,66.73,41.15,769003.19,55.7
921402.79,66.76,41.19,770099.68,55.8
921476.66,66.8,41.23,770092.28,55.83
921220.92,66.83,41.26,770092.28,55.87
920965.18,66.86,41.29,770190.05,55.92
920709.44,66.89,41.32,770526.96,55.98
920499.84,66.89,41.31,770526.96,55.99
920357.43,66.93,41.35,772066.29,56.14
920933.31,67.02,41.44,771868.41,56.17
921219.67,67.05,41.48,771937.4,56.19
921219.67,67.05,41.48,771937.4,56.19
921016.59,67.05,41.48,771873.88,56.2
921016.59,67.05,41.48,771873.88,56.2
920949.71,67.09,41.51,771868.41,56.23
921159.87,67.12,41.55,772074.38,56.26
921159.87,67.12,41.55,772074.38,56.26
920904.13,67.16,41.58,772066.98,56.3
920904.13,67.16,41.58,772066.98,56.3
920648.39,67.19,41.61,772066.98,56.34
920392.65,67.22,41.64,772489.39,56.41
920325.77,67.25,41.68,772352.3,56.44
920325.77,67.25,41.68,772352.3,56.44
920325.77,67.25,41.68,772372.17,56.44
920258.89,67.29,41.71,772322.38,56.47
920003.15,67.32,41.74,772174.62,56.5
919936.27,67.35,41.78,772155.53,56.53
919680.53,67.38,41.81,772722.13,56.61
919680.53,67.38,41.81,772722.13,56.61
920227.78,67.47,41.9,773459.58,56.71
919972.04,67.5,41.93,773454.71,56.75
919723.02,67.5,41.92,774532.67,56.84
919567.89,67.5,41.92,773869.44,56.8
919572.46,67.5,41.92,773872.08,56.8
919316.72,67.53,41.95,773869.55,56.84
919060.99,67.56,41.99,774540.49,56.94
919250.44,67.6,42.02,775319.72,57.01
918994.7,67.63,42.05,775068.18,57.04
918994.7,67.63,42.05,775068.18,57.04
918360.87,67.63,42.06,774136.82,57.01
917538.27,67.62,42.05,773292.06,56.99
917471.39,67.66,42.08,773286.94,57.02
917215.65,67.69,42.11,773594.31,57.09
916629.4,67.69,42.12,772743.81,57.07
916562.52,67.73,42.15,772741.53,57.1
916351.75,67.72,42.15,773045.11,57.13
916425.61,67.76,42.19,773045.11,57.16
916929.4,67.85,42.28,773980.64,57.27
916929.4,67.85,42.28,773980.64,57.27
916673.66,67.88,42.31,773975.77,57.31
916673.66,67.88,42.31,773975.77,57.31
916417.92,67.91,42.34,773973.24,57.36
916162.19,67.94,42.37,774326.73,57.43
915906.45,67.98,42.4,774290.99,57.47
915906.45,67.98,42.4,774290.99,57.47
915906.45,67.98,42.4,774290.99,57.47
915650.71,68.01,42.43,773973.24,57.48
914922.49,68.0,42.43,773245.03,57.47
914763.64,68.0,42.43,773130.97,57.47
914378.45,67.99,42.42,772753.21,57.46
914141.43,68.03,42.45,773760.91,57.58
914074.55,68.06,42.49,773809.01,57.62
914148.41,68.1,42.53,773780.77,57.65
914148.41,68.1,42.53,773780.77,57.65
914440.81,68.17,42.6,773595.67,57.67
914373.93,68.21,42.64,773575.81,57.71
914118.19,68.24,42.67,773570.94,57.75
914192.05,68.28,42.71,775133.74,57.9
913936.31,68.31,42.74,775131.22,57.94
913726.71,68.31,42.74,774144.69,57.87
913924.56,68.35,42.77,775529.03,58.0
913540.97,68.34,42.77,775076.51,57.98
913285.23,68.38,42.8,775076.51,58.03
913289.81,68.38,42.8,775130.72,58.03
912467.21,68.36,42.79,774308.12,58.01
912196.2,68.4,42.82,773645.83,58.01
912196.2,68.4,42.82,773645.83,58.01
911940.46,68.43,42.85,773729.79,58.06
911722.84,68.42,42.85,773511.9,58.05
911467.1,68.46,42.88,773632.99,58.1
911467.1,68.46,42.88,773632.99,58.1
911147.1,68.45,42.87,773312.99,58.09
911147.1,68.45,42.87,773312.99,58.09
911080.22,68.48,42.91,773307.87,58.13
911013.34,68.52,42.95,773305.59,58.16
911211.19,68.56,42.99,773305.59,58.18
911211.19,68.56,42.99,773305.59,58.18
911211.19,68.56,42.99,773305.59,58.18
911211.19,68.56,42.99,773305.59,58.18
911285.05,68.6,43.02,773344.81,58.21
911029.31,68.63,43.06,773276.16,58.25
911029.31,68.63,43.06,773276.16,58.25
910811.35,68.67,43.09,773372.68,58.3
910511.75,68.66,43.09,773162.27,58.3
910511.75,68.66,43.09,773162.27,58.3
910256.01,68.69,43.12,773154.87,58.35
910329.87,68.73,43.16,773137.14,58.37
910329.87,68.73,43.16,773137.14,58.37
910030.27,68.73,43.15,772788.38,58.36
909774.53,68.76,43.18,772788.38,58.41
909390.94,68.75,43.18,772766.89,58.42
909135.2,68.79,43.21,773091.81,58.49
909324.66,68.83,43.25,773613.82,58.55
909257.77,68.86,43.29,773683.36,58.6
908964.26,68.89,43.32,773450.45,58.62
908708.52,68.93,43.35,773227.51,58.65
908388.52,68.92,43.34,772907.51,58.64
908132.78,68.95,43.38,772805.53,58.68
907747.59,68.95,43.37,772377.65,58.66
907937.04,68.99,43.41,774036.31,58.81
907551.85,68.98,43.41,773612.01,58.8
907296.11,69.01,43.44,773757.7,58.86
907296.11,69.01,43.44,773757.7,58.86
906996.51,69.01,43.43,773381.79,58.84
904950.6,69.27,43.7,773374.39,59.2
904950.6,69.27,43.7,773374.39,59.2
904732.64,69.31,43.74,773595.24,59.26
904665.76,69.35,43.77,773590.12,59.3
904372.24,69.38,43.8,773223.58,59.32
904372.24,69.38,43.8,773223.58,59.32
904372.24,69.38,43.8,773223.58,59.32
904372.24,69.38,43.8,773223.58,59.32
904372.24,69.38,43.8,773223.58,59.32
904116.5,69.41,43.84,773218.7,59.36
903860.76,69.45,43.87,773216.18,59.41
903605.02,69.48,43.91,773216.18,59.45
903605.02,69.48,43.91,773216.18,59.45
903605.02,69.48,43.91,773221.25,59.45
903794.48,69.52,43.95,773218.97,59.48
903794.48,69.52,43.95,773218.97,59.48
903960.26,69.56,43.99,773260.38,59.5
903704.52,69.6,44.02,773372.67,59.56
903448.78,69.63,44.06,773287.13,59.6
903448.78,69.63,44.06,773287.13,59.6
903448.78,69.63,44.06,773287.13,59.6
903381.9,69.67,44.09,773250.87,59.63
903126.16,69.7,44.13,773502.1,59.7
903059.27,69.74,44.17,773496.97,59.73
903059.27,69.74,44.17,773496.97,59.73
902992.39,69.78,44.2,773893.72,59.8
902812.76,69.82,44.24,773811.63,59.84
902480.91,69.85,44.27,773615.73,59.87
902480.91,69.85,44.27,773856.44,59.89
902225.18,69.88,44.31,773851.26,59.94
901969.44,69.92,44.34,773849.04,59.98
901713.7,69.95,44.38,773868.88,60.03
901713.7,69.95,44.38,773868.88,60.03
901328.51,69.95,44.37,773509.65,60.03
901072.77,69.98,44.41,773497.26,60.07
901223.87,69.99,44.42,774674.58,60.16
900968.13,70.03,44.45,774667.51,60.21
900712.39,70.06,44.49,774876.4,60.27
900456.66,70.1,44.52,774816.7,60.32
900200.92,70.13,44.56,774667.14,60.35
900274.78,70.17,44.6,774629.59,60.38
900019.04,70.21,44.63,774622.2,60.42
901811.33,70.35,44.77,776115.77,60.54
901555.59,70.38,44.81,776115.77,60.59
901299.85,70.42,44.84,776355.71,60.65
901299.85,70.42,44.84,776355.71,60.65
901000.25,70.41,44.84,776152.63,60.65
900744.51,70.45,44.87,776016.32,60.69
900744.51,70.45,44.87,776016.32,60.69
900744.51,70.45,44.87,776016.32,60.69
900933.96,70.49,44.91,777994.88,60.87
900933.96,70.49,44.91,777994.88,60.87
900548.77,70.48,44.91,777541.76,60.85
900548.77,70.48,44.91,777541.76,60.85
900293.03,70.52,44.94,777553.33,60.9
900056.02,70.55,44.98,777593.26,60.95
900129.88,70.6,45.02,777585.86,60.98
899874.14,70.63,45.06,777578.46,61.03
899807.26,70.67,45.1,777578.46,61.07
899807.26,70.67,45.1,777578.46,61.07
899973.04,70.71,45.14,777638.18,61.1
899736.35,70.75,45.18,777589.03,61.15
899736.35,70.75,45.18,777596.77,61.15
899480.62,70.79,45.21,777596.77,61.19
899670.07,70.83,45.25,777537.05,61.21
899670.07,70.83,45.25,777537.05,61.21
899414.33,70.86,45.29,778125.58,61.31
899158.59,70.9,45.33,778062.99,61.35
898930.93,70.94,45.36,777769.73,61.38
898637.42,70.97,45.4,777663.75,61.42
899156.58,71.07,45.49,778673.56,61.54
899156.58,71.07,45.49,778673.56,61.54
899089.7,71.11,45.53,778836.77,61.6
899022.82,71.15,45.57,779245.18,61.67
898767.08,71.18,45.61,779240.31,61.72
898773.94,71.18,45.61,779248.04,61.72
898773.94,71.18,45.61,779333.06,61.72
898707.06,71.22,45.65,779722.13,61.79
898407.46,71.22,45.65,779215.55,61.77
898407.46,71.22,45.65,779192.4,61.77
898151.72,71.26,45.68,779189.87,61.82
897895.98,71.29,45.72,779189.87,61.87
898024.29,71.34,45.76,779689.79,61.94
897820.39,71.33,45.76,779794.59,61.95
897753.51,71.37,45.8,779789.47,61.99
897497.77,71.41,45.84,779998.18,62.06
897242.03,71.45,45.87,779789.47,62.09
897242.03,71.45,45.87,779740.26,62.09
897242.03,71.45,45.87,779740.26,62.09
897242.03,71.45,45.87,779816.46,62.1
897242.03,71.45,45.87,779795.62,62.09
897024.41,71.44,45.87,779580.52,62.09
896787.39,71.48,45.9,779905.97,62.16
896787.39,71.48,45.9,779863.87,62.16
896214.52,71.49,45.92,779432.18,62.17
896155.68,71.54,45.97,779570.08,62.24
895899.94,71.58,46.01,779562.68,62.28
895428.58,71.6,46.02,779099.33,62.3
895428.58,71.6,46.02,779171.92,62.3
895428.58,71.6,46.02,779171.92,62.3
895228.98,71.6,46.02,779805.87,62.36
895228.98,71.6,46.02,779805.87,62.36
894973.24,71.63,46.06,779805.87,62.41
894973.24,71.63,46.06,779805.87,62.41
894717.5,71.67,46.1,780151.4,62.49
893975.91,71.67,46.09,779340.61,62.48
893720.17,71.7,46.13,779272.78,62.52
893794.04,71.75,46.17,779284.07,62.56
893538.3,71.78,46.21,779006.36,62.58
893538.3,71.78,46.21,779006.36,62.58
893471.42,71.83,46.25,778995.85,62.62
893177.37,71.82,46.25,778505.96,62.6
893177.37,71.82,46.25,778505.96,62.6
892921.63,71.86,46.28,779091.74,62.7
892921.63,71.86,46.28,779091.74,62.7
892665.89,71.9,46.32,778671.51,62.71
892410.15,71.93,46.36,778505.96,62.75
892410.15,71.93,46.36,778591.22,62.76
892154.41,71.97,46.4,778586.04,62.81
891898.67,72.01,46.43,778583.82,62.86
891898.67,72.01,46.43,778583.82,62.86
891831.79,72.05,46.48,778580.89,62.9
890831.79,72.03,46.45,777580.89,62.87
890576.05,72.06,46.49,777697.48,62.93
890320.31,72.1,46.53,777613.4,62.97
890253.43,72.14,46.57,777613.31,63.02
890327.29,72.19,46.61,778138.82,63.09
890327.29,72.19,46.61,778121.13,63.09
890260.41,72.23,46.66,778540.98,63.17
890260.41,72.23,46.66,778540.98,63.17
890004.67,72.27,46.69,778517.64,63.21
890004.67,72.27,46.69,778475.98,63.21
889619.48,72.26,46.69,777987.56,63.2
889808.93,72.31,46.73,778370.8,63.25
889553.2,72.34,46.77,778639.82,63.32
889553.2,72.34,46.77,778712.4,63.33
889486.31,72.39,46.81,778707.29,63.37
889560.18,72.43,46.86,778705.01,63.41
889493.3,72.47,46.9,778705.01,63.45
889237.56,72.51,46.94,778575.91,63.49
888862.37,72.51,46.93,778898.2,63.54
888862.37,72.51,46.93,778898.2,63.54
888606.63,72.55,46.97,778749.1,63.58
888350.89,72.59,47.01,778743.92,63.63
888095.15,72.62,47.05,778741.7,63.68
888169.01,72.67,47.09,778864.06,63.73
887913.27,72.71,47.13,778919.2,63.78
887657.54,72.75,47.17,778888.02,63.83
887590.65,72.79,47.21,778808.38,63.87
887334.91,72.83,47.25,778973.01,63.93
887334.91,72.83,47.25,778973.01,63.93
887137.78,72.82,47.25,779112.68,63.96
887137.78,72.82,47.25,779112.68,63.96
886882.04,72.86,47.29,779393.85,64.03
886815.16,72.91,47.33,779377.99,64.07
886815.16,72.91,47.33,779377.99,64.07
886597.2,72.95,47.37,779014.19,64.1
886530.32,72.99,47.42,778987.34,64.14
886530.32,72.99,47.42,778987.34,64.14
886530.32,72.99,47.42,778987.34,64.14
886230.72,72.99,47.41,778547.41,64.12
885937.2,73.02,47.45,778441.43,64.16
885937.2,73.02,47.45,778441.43,64.16
885681.46,73.06,47.49,778434.04,64.21
885681.46,73.06,47.49,778434.04,64.21
885425.72,73.1,47.53,778434.04,64.27
885358.84,73.14,47.57,780054.55,64.44
885291.96,73.19,47.61,780049.43,64.49
885457.74,73.23,47.66,780047.15,64.52
885457.74,73.23,47.66,780047.15,64.52
885158.14,73.23,47.65,779904.59,64.52
885158.14,73.23,47.65,780222.77,64.55
885091.25,73.27,47.7,780249.46,64.59
884835.51,73.31,47.74,780354.99,64.66
884768.63,73.36,47.78,780331.13,64.7
884512.89,73.4,47.82,780276.03,64.75
884512.89,73.4,47.82,780272.08,64.75
884257.16,73.43,47.86,780230.89,64.8
884001.42,73.47,47.9,780687.68,64.89
884001.42,73.47,47.9,780687.68,64.89
883489.94,73.55,47.98,780764.71,65.0
883243.56,73.6,48.02,780442.37,65.03
883409.34,73.64,48.07,780439.54,65.06
883342.46,73.69,48.11,780987.19,65.15
883042.85,73.68,48.11,780409.37,65.12
883232.31,73.73,48.15,780620.91,65.16
882967.21,73.77,48.19,780477.22,65.2
882967.21,73.77,48.19,780477.22,65.2
882967.21,73.77,48.19,780477.22,65.2
882711.47,73.81,48.23,780472.04,65.26
882455.73,73.85,48.27,780469.82,65.31
882199.99,73.89,48.31,780524.96,65.37
882041.13,73.88,48.31,780376.94,65.37
882206.91,73.93,48.36,782012.23,65.53
881951.17,73.97,48.4,781962.95,65.59
881695.44,74.01,48.44,782732.83,65.71
881458.42,74.05,48.48,782421.5,65.73
881158.82,74.05,48.48,782564.92,65.76
881158.82,74.05,48.48,782564.92,65.76
881158.82,74.05,48.48,782561.6,65.76
880867.3,74.04,48.47,782015.19,65.74
880867.3,74.04,48.47,782015.19,65.74
880873.01,74.05,48.47,782021.92,65.74
880487.82,74.04,48.47,781433.62,65.71
880614.86,74.12,48.54,781626.45,65.78
880780.64,74.16,48.59,781619.06,65.81
880123.4,74.17,48.6,780961.82,65.81
879867.67,74.21,48.64,780954.43,65.87
879611.93,74.25,48.68,780954.43,65.92
879801.38,74.3,48.72,780954.43,65.95
879734.5,74.34,48.77,781026.51,66.0
879734.5,74.34,48.77,781026.51,66.0
879734.5,74.34,48.77,781026.51,66.0
879734.5,74.34,48.77,781026.51,66.0
879808.36,74.39,48.82,780954.43,66.03
879808.36,74.39,48.82,780954.43,66.03
879808.36,74.39,48.82,780954.43,66.03
879741.48,74.44,48.86,780954.43,66.08
879741.48,74.44,48.86,780954.43,66.08
879449.96,74.43,48.86,781168.77,66.11
879064.77,74.43,48.85,781168.77,66.14
878809.03,74.47,48.9,781235.48,66.2
878811.32,74.47,48.9,781236.45,66.2
878811.32,74.47,48.9,781236.45,66.2
879000.77,74.52,48.94,782054.23,66.3
878776.38,74.51,48.94,781726.62,66.28
878520.64,74.55,48.98,781702.77,66.34
878135.45,74.55,48.98,781108.23,66.31
877879.71,74.59,49.02,781281.3,66.38
877796.92,74.65,49.07,782309.48,66.53
877541.18,74.69,49.12,782304.66,66.58
877029.7,74.77,49.2,782265.21,66.69
876962.82,74.82,49.25,782041.98,66.72
876962.82,74.82,49.25,782041.98,66.72
877152.27,74.87,49.29,783939.29,66.91
876767.08,74.86,49.29,783518.36,66.9
876425.56,74.86,49.28,782900.58,66.87
876432.36,74.86,49.28,782901.59,66.87
876273.51,74.85,49.28,782753.57,66.87
876206.62,74.9,49.33,782748.45,66.91
876206.62,74.9,49.33,782748.45,66.91
876206.62,74.9,49.33,782748.45,66.91
876206.62,74.9,49.33,782748.45,66.91
876522.2,74.99,49.42,782504.34,66.95
876522.2,74.99,49.42,782504.34,66.95
876266.46,75.03,49.46,782501.77,67.0
