ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_1265-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_milli,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_1265-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_ratio,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_1265-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_q124,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_1265-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_milli,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_1265-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_ratio
1547920.7,35.81,10.24,600758.32,13.9
1547737.06,35.82,10.24,600618.84,13.9
1547670.17,35.82,10.25,600618.84,13.9
1547603.29,35.83,10.25,601010.89,13.91
1547792.74,35.84,10.26,601156.04,13.92
1547792.74,35.84,10.26,601156.04,13.92
1547464.91,35.84,10.26,600867.66,13.91
1547464.91,35.84,10.26,600867.66,13.91
1547312.4,35.83,10.26,601511.09,13.93
1547056.66,35.84,10.26,601503.69,13.93
1546946.66,35.84,10.26,601393.69,13.93
1546723.98,35.83,10.26,600449.59,13.91
1546468.24,35.83,10.26,600449.59,13.91
1546212.5,35.84,10.26,600527.81,13.92
1545956.76,35.84,10.27,600485.15,13.92
1545701.02,35.84,10.27,600471.38,13.92
1545701.02,35.84,10.27,600556.65,13.93
1545701.02,35.84,10.27,600556.65,13.93
1545445.28,35.84,10.27,600825.03,13.94
1545445.28,35.84,10.27,600739.77,13.93
1545227.32,35.85,10.27,600674.94,13.93
1545227.32,35.85,10.27,600766.71,13.94
1545227.32,35.85,10.27,600700.85,13.94
1545227.32,35.85,10.27,600700.85,13.94
1544933.81,35.85,10.27,600475.5,13.93
1544678.07,35.85,10.28,600468.33,13.94
1544422.33,35.85,10.28,600468.1,13.94
1544166.59,35.86,10.28,600514.88,13.94
1544099.71,35.86,10.29,601193.77,13.96
1543843.97,35.86,10.29,601151.62,13.96
1543588.23,35.87,10.29,601147.0,13.97
1543588.23,35.87,10.29,601147.0,13.97
1543332.49,35.87,10.29,601319.18,13.98
1543076.75,35.87,10.3,601210.42,13.98
1543009.87,35.88,10.3,601205.3,13.98
1542754.13,35.88,10.3,601141.88,13.98
1542498.39,35.88,10.31,601136.7,13.98
1542242.65,35.88,10.31,601134.48,13.99
1541986.92,35.89,10.31,601251.08,13.99
1541731.18,35.89,10.31,601142.84,13.99
1541920.63,35.9,10.32,601140.56,13.99
1541664.89,35.9,10.32,601141.38,14.0
1541598.01,35.9,10.33,601144.31,14.0
1541342.27,35.91,10.33,601328.55,14.01
1541105.81,35.9,10.33,601325.84,14.01
1540850.08,35.91,10.33,601252.81,14.01
1541039.53,35.91,10.34,601339.78,14.01
1540803.07,35.91,10.34,601254.59,14.01
1540736.19,35.92,10.34,601252.59,14.02
1540736.19,35.92,10.34,601252.59,14.02
1540669.31,35.92,10.35,601252.59,14.02
1540413.57,35.92,10.35,601132.2,14.02
1540603.02,35.93,10.36,602381.78,14.05
1540347.28,35.93,10.36,602376.9,14.05
1540280.4,35.94,10.37,602751.77,14.06
1540280.4,35.94,10.37,602751.77,14.06
1540024.66,35.94,10.37,602749.24,14.07
1539807.04,35.94,10.37,602909.31,14.07
1539809.33,35.94,10.37,602982.86,14.07
1539424.14,35.93,10.36,602414.11,14.06
1539168.4,35.94,10.36,602414.11,14.07
1539168.4,35.94,10.36,602414.11,14.07
1539454.75,35.95,10.37,602406.71,14.07
1539459.32,35.95,10.37,602409.31,14.07
1539459.32,35.95,10.37,602409.31,14.07
1539203.58,35.95,10.37,602816.33,14.08
1538947.84,35.95,10.38,602617.77,14.08
1538614.49,35.95,10.37,602617.77,14.08
1538614.49,35.95,10.37,602617.77,14.08
1538358.75,35.95,10.38,602545.71,14.08
1538432.62,35.96,10.38,602695.77,14.09
1538133.01,35.95,10.38,602548.65,14.08
1538133.01,35.95,10.38,602548.65,14.08
1537886.63,35.96,10.38,602743.19,14.09
1537886.63,35.96,10.38,602743.19,14.09
1537621.54,35.96,10.38,602412.26,14.09
1537979.63,35.97,10.39,602409.31,14.09
1537912.75,35.97,10.4,602745.51,14.1
1537912.75,35.97,10.4,602745.51,14.1
1537845.87,35.98,10.4,602569.05,14.1
1537845.87,35.98,10.4,602569.05,14.1
1537590.13,35.98,10.41,602564.23,14.1
1537590.13,35.98,10.41,602564.23,14.1
1537590.13,35.98,10.41,602564.23,14.1
1537334.39,35.98,10.41,602561.66,14.1
1537078.65,35.99,10.41,602711.41,14.11
1536682.44,35.98,10.41,602551.67,14.11
1536682.44,35.98,10.41,602551.67,14.11
1536426.7,35.98,10.41,602430.13,14.11
1536170.96,35.99,10.41,602418.0,14.11
1536104.08,35.99,10.42,603108.58,14.13
1536037.2,36.0,10.42,603278.12,14.14
1536315.58,36.01,10.43,604119.33,14.16
1535901.46,36.0,10.43,603400.82,14.14
1535975.32,36.01,10.43,603393.42,14.15
1535975.32,36.01,10.43,603393.42,14.15
1535719.58,36.01,10.44,603809.14,14.16
1535463.84,36.01,10.44,603809.14,14.16
1535217.46,36.02,10.44,603454.9,14.16
1535291.33,36.02,10.45,603454.9,14.16
1535035.59,36.02,10.45,603454.9,14.16
1535233.44,36.03,10.46,603644.62,14.17
1535307.3,36.04,10.47,603501.98,14.17
1535051.57,36.04,10.47,603508.07,14.17
1534751.96,36.04,10.46,603460.99,14.17
1534751.96,36.04,10.46,603460.99,14.17
1532706.05,36.06,10.48,603453.59,14.2
1532834.36,36.07,10.49,604157.86,14.22
1532834.36,36.07,10.49,604157.86,14.22
1532569.26,36.07,10.49,604080.3,14.22
1532313.53,36.07,10.5,604097.38,14.22
1532313.53,36.07,10.5,604097.38,14.22
1531929.94,36.07,10.49,603955.12,14.22
1531929.94,36.07,10.49,603955.12,14.22
1531932.22,36.07,10.49,603974.56,14.22
1531932.22,36.07,10.49,603974.56,14.22
1531932.22,36.07,10.49,603974.56,14.22
1531865.34,36.07,10.5,603707.1,14.22
1531609.6,36.07,10.5,603697.89,14.22
1531353.86,36.08,10.5,603810.88,14.22
1531353.86,36.08,10.5,603810.88,14.22
1531098.12,36.08,10.51,603773.74,14.23
1530842.38,36.08,10.51,603683.93,14.23
1531040.24,36.09,10.52,605261.19,14.27
1530784.5,36.09,10.52,605253.79,14.27
1530528.76,36.09,10.52,605253.79,14.27
1530273.02,36.1,10.52,605406.9,14.28
1530206.14,36.1,10.53,605485.51,14.29
1530280.0,36.11,10.54,605478.11,14.29
1530280.0,36.11,10.54,605478.11,14.29
1530024.26,36.11,10.54,605393.9,14.29
1529724.66,36.11,10.53,604624.4,14.27
1529468.92,36.11,10.54,604603.97,14.27
1529251.3,36.11,10.53,604736.09,14.28
1529251.3,36.11,10.53,604736.09,14.28
1528995.56,36.11,10.54,605196.09,14.29
1528749.18,36.11,10.54,604977.06,14.29
1528877.49,36.12,10.55,604977.06,14.29
1528612.39,36.12,10.55,604687.62,14.29
1528238.8,36.12,10.54,604831.03,14.29
1527983.06,36.12,10.55,604826.16,14.3
1527727.33,36.12,10.55,604823.64,14.3
1527427.72,36.12,10.54,604464.11,14.29
1527617.18,36.13,10.55,604543.65,14.3
1527231.98,36.12,10.55,604491.18,14.3
1527231.98,36.12,10.55,604491.18,14.3
1526976.25,36.12,10.55,604491.18,14.3
1526720.51,36.13,10.55,604517.83,14.3
1526426.46,36.12,10.55,604262.06,14.3
1526170.72,36.13,10.55,604923.3,14.32
1526170.72,36.13,10.55,604923.3,14.32
1526170.72,36.13,10.55,604923.3,14.32
1525914.98,36.13,10.55,604718.68,14.32
1526104.43,36.14,10.56,604691.61,14.32
1525894.83,36.13,10.56,605341.66,14.33
1525894.83,36.13,10.56,605341.66,14.33
1525894.83,36.13,10.56,605302.43,14.33
1525509.64,36.13,10.55,605186.29,14.33
1525442.76,36.13,10.56,604986.86,14.33
1525375.87,36.14,10.57,604859.02,14.33
1525206.61,36.14,10.57,604672.83,14.33
1524864.4,36.14,10.57,604375.75,14.33
1524864.4,36.14,10.57,604331.14,14.32
1524608.66,36.15,10.57,604325.96,14.33
1524352.92,36.15,10.58,604323.74,14.33
1524551.73,36.16,10.58,605740.93,14.37
1524295.99,36.16,10.59,605785.38,14.37
1524040.25,36.16,10.59,605809.83,14.37
1523784.52,36.17,10.59,605755.7,14.38
1523784.52,36.17,10.59,605845.86,14.38
1523708.27,36.17,10.6,605832.65,14.38
1523452.53,36.17,10.6,606281.11,14.4
1523385.65,36.18,10.6,606275.99,14.4
1523139.27,36.18,10.61,605952.69,14.39
1522874.17,36.18,10.61,605812.77,14.39
1522807.29,36.19,10.61,605810.48,14.4
1522551.55,36.19,10.62,605805.61,14.4
1522484.67,36.2,10.62,605805.61,14.4
1522089.48,36.19,10.62,605442.96,14.4
1521833.74,36.19,10.62,605440.44,14.4
1521578.0,36.2,10.62,605440.44,14.4
1521511.12,36.2,10.63,605459.4,14.41
1521255.38,36.2,10.63,605636.0,14.41
1520999.64,36.21,10.63,605729.03,14.42
1520999.64,36.21,10.63,605735.75,14.42
1520999.64,36.21,10.63,605736.05,14.42
1520932.76,36.21,10.64,605720.25,14.42
1520865.88,36.22,10.64,605717.09,14.42
1520610.14,36.22,10.65,605600.79,14.43
1520610.14,36.22,10.65,605600.79,14.43
1520610.14,36.22,10.65,605596.88,14.43
1520543.26,36.23,10.65,605596.88,14.43
1520296.88,36.23,10.65,605743.94,14.43
1520041.14,36.23,10.66,605736.54,14.44
1519776.04,36.23,10.66,605436.15,14.43
1519520.3,36.24,10.66,605436.15,14.44
1519264.56,36.24,10.66,607139.67,14.48
1519271.54,36.24,10.66,607147.34,14.48
1519015.81,36.24,10.67,606385.4,14.47
1518873.39,36.25,10.67,606151.39,14.47
1519062.85,36.25,10.68,607841.58,14.51
1519638.73,36.28,10.7,608910.14,14.54
1519182.3,36.27,10.7,608134.02,14.52
1518926.56,36.28,10.7,608129.14,14.52
1518670.82,36.28,10.71,608126.62,14.53
1518415.09,36.28,10.71,608126.62,14.53
1518488.95,36.29,10.72,608119.22,14.53
1518488.95,36.29,10.72,608119.22,14.53
1518233.21,36.29,10.72,608470.12,14.55
1518233.21,36.29,10.72,608470.12,14.55
1518166.33,36.3,10.72,608470.12,14.55
1518099.45,36.3,10.73,608470.12,14.55
1518099.45,36.3,10.73,608470.12,14.55
1517843.71,36.31,10.73,608444.97,14.55
1517843.71,36.31,10.73,608444.97,14.55
1517468.52,36.3,10.73,607959.17,14.54
1517231.5,36.3,10.73,607855.79,14.54
1516966.4,36.31,10.73,607940.9,14.55
1516701.3,36.31,10.73,607633.43,14.55
1516445.56,36.31,10.74,607628.6,14.55
1516189.82,36.31,10.74,607626.03,14.55
1516189.82,36.31,10.74,607626.03,14.55
1515934.08,36.32,10.74,608039.33,14.57
1515678.35,36.32,10.75,607689.02,14.56
1515422.61,36.32,10.75,607626.03,14.56
1515422.61,36.32,10.75,607626.03,14.56
1515166.87,36.32,10.75,608172.57,14.58
1515290.89,36.34,10.76,608261.53,14.59
1515035.15,36.34,10.76,608256.66,14.59
1514839.96,36.34,10.76,608004.98,14.58
1514839.96,36.34,10.76,608004.98,14.58
1514584.22,36.34,10.76,608002.45,14.59
1514328.48,36.34,10.77,608002.45,14.59
1514517.94,36.35,10.78,608059.22,14.59
1514132.74,36.34,10.77,608024.73,14.59
1513877.01,36.35,10.77,608446.82,14.61
1513621.27,36.35,10.78,608395.2,14.61
1513554.38,36.36,10.78,608372.92,14.61
1513628.25,36.36,10.79,609281.31,14.64
1513817.7,36.37,10.8,609353.65,14.64
1513608.1,36.37,10.79,608552.28,14.62
1513232.27,36.36,10.79,609791.12,14.65
1513052.08,36.37,10.79,609687.85,14.65
1512796.34,36.37,10.8,609680.45,14.66
1512984.83,36.38,10.8,609685.98,14.66
1513139.39,36.39,10.82,610229.57,14.68
1512883.65,36.39,10.82,610229.57,14.68
1512607.4,36.39,10.82,610141.61,14.68
1512351.66,36.39,10.82,610373.88,14.69
1512092.34,36.39,10.82,610086.66,14.68
1512092.34,36.39,10.82,610086.66,14.68
1511836.6,36.39,10.82,609960.82,14.68
1512026.06,36.4,10.83,609956.13,14.68
1511770.32,36.4,10.83,610072.96,14.69
1511611.46,36.4,10.83,609923.92,14.69
1511611.46,36.4,10.83,609923.92,14.69
1511431.27,36.41,10.83,610751.96,14.71
1511431.27,36.41,10.83,610751.96,14.71
1510795.77,36.4,10.82,610116.45,14.7
1511208.74,36.42,10.84,610065.17,14.7
1510953.0,36.42,10.85,610057.77,14.7
1510567.81,36.41,10.84,610055.06,14.71
1510748.86,36.42,10.85,610206.96,14.71
1508702.95,36.44,10.87,610199.56,14.74
1508464.96,36.44,10.87,610059.59,14.74
1508209.22,36.44,10.87,610059.59,14.74
1507953.48,36.45,10.87,610222.18,14.75
1508239.83,36.46,10.88,610210.26,14.75
1508242.12,36.46,10.88,610212.54,14.75
1507908.77,36.45,10.88,610773.07,14.76
1507653.03,36.46,10.88,610656.02,14.77
1507842.48,36.46,10.89,610558.46,14.76
1507586.74,36.47,10.89,610512.91,14.77
1507427.88,36.46,10.89,610364.83,14.76
1507427.88,36.46,10.89,610364.83,14.76
1507172.14,36.47,10.89,611025.74,14.78
1506786.95,36.46,10.89,610562.78,14.77
1506888.9,36.47,10.9,613095.18,14.84
1507034.65,36.48,10.91,613190.68,14.84
1506377.42,36.47,10.9,612434.26,14.83
1506121.68,36.48,10.9,612429.08,14.83
1505865.94,36.48,10.91,612426.86,14.84
1505610.2,36.48,10.91,612469.71,14.84
1505610.2,36.48,10.91,612469.71,14.84
1505354.47,36.49,10.91,612434.14,14.84
1505688.78,36.5,10.92,612320.71,14.84
1505688.78,36.5,10.92,612644.29,14.85
1505433.04,36.5,10.93,612637.01,14.85
1505617.62,36.51,10.94,611809.51,14.84
1505361.88,36.51,10.94,611967.93,14.84
1505030.94,36.51,10.94,612307.25,14.85
1504775.2,36.51,10.94,612263.19,14.86
1504849.07,36.52,10.95,612255.8,14.86
1504593.33,36.52,10.95,612141.43,14.86
1504593.33,36.52,10.95,612141.43,14.86
1504593.33,36.52,10.95,612141.43,14.86
1504434.47,36.52,10.95,612065.2,14.86
1503904.08,36.52,10.94,611444.41,14.85
1503604.48,36.51,10.94,611444.41,14.85
1503793.93,36.52,10.95,611534.96,14.85
1503538.19,36.52,10.95,611530.09,14.85
1503282.46,36.53,10.95,611527.57,14.86
1503026.72,36.53,10.95,611690.16,14.87
1502770.98,36.53,10.96,611564.53,14.87
1502618.47,36.53,10.96,611473.97,14.87
1502362.73,36.53,10.96,611437.01,14.87
1502125.71,36.53,10.96,612154.45,14.89
1502125.71,36.53,10.96,612154.45,14.89
1502125.71,36.53,10.96,612154.45,14.89
1502058.83,36.54,10.97,612154.45,14.89
1502132.69,36.55,10.97,612593.06,14.9
1502132.69,36.55,10.97,612593.06,14.9
1502065.81,36.55,10.98,612366.94,14.9
1502065.81,36.55,10.98,612366.94,14.9
1502263.66,36.56,10.99,612154.45,14.9
1502263.66,36.56,10.99,612154.45,14.9
1502263.66,36.56,10.99,612154.45,14.9
1502337.52,36.57,11.0,613842.45,14.94
1502149.54,36.57,11.0,613534.04,14.94
1501807.33,36.57,11.0,613125.01,14.93
1501740.44,36.58,11.01,613342.17,14.94
1501356.85,36.58,11.0,612696.49,14.93
1501101.11,36.58,11.0,612691.61,14.93
1500845.38,36.58,11.01,612689.09,14.93
1500589.64,36.58,11.01,612757.84,14.94
1500589.64,36.58,11.01,612757.84,14.94
1500333.9,36.59,11.01,612693.7,14.94
1500333.9,36.59,11.01,612693.7,14.94
1500034.3,36.58,11.01,612762.65,14.94
1499778.56,36.58,11.01,612970.47,14.95
1499711.67,36.59,11.02,612965.35,14.96
1499644.79,36.6,11.02,612963.07,14.96
1499718.66,36.6,11.03,612963.07,14.96
1499462.92,36.61,11.03,613453.91,14.98
1499396.04,36.61,11.04,613510.1,14.98
1499585.49,36.62,11.05,613497.06,14.98
1499416.22,36.62,11.05,613215.01,14.98
1499116.62,36.62,11.05,612891.44,14.97
1499123.48,36.62,11.05,612892.44,14.97
1498781.27,36.62,11.05,612471.23,14.97
1498714.38,36.63,11.05,612454.84,14.97
1498458.65,36.63,11.06,612447.44,14.97
1498202.91,36.63,11.06,612447.44,14.97
1498202.91,36.63,11.06,612447.44,14.97
1497903.31,36.63,11.05,612846.78,14.99
1497905.59,36.63,11.05,612866.21,14.99
1497649.85,36.63,11.06,613079.2,15.0
1497394.11,36.63,11.06,612894.87,14.99
1497394.11,36.63,11.06,612894.87,14.99
1497327.23,36.64,11.07,613140.95,15.0
1497071.49,36.64,11.07,613120.51,15.01
1497071.49,36.64,11.07,613120.51,15.01
1496815.75,36.64,11.07,613553.06,15.02
1496815.75,36.64,11.07,613553.06,15.02
1496430.56,36.64,11.07,613085.4,15.01
1496184.19,36.64,11.07,612775.8,15.01
1495919.09,36.64,11.07,612644.63,15.01
1495663.35,36.65,11.07,612644.63,15.01
1495444.1,36.64,11.07,612439.76,15.01
1495572.41,36.65,11.08,613626.83,15.04
1495572.41,36.65,11.08,613626.83,15.04
1495316.67,36.66,11.08,613626.83,15.04
1495060.93,36.66,11.08,613630.06,15.05
1495189.24,36.67,11.09,613622.66,15.05
1494933.5,36.67,11.1,613619.43,15.05
1494677.76,36.67,11.1,613619.43,15.06
1493654.81,36.68,11.11,613697.3,15.07
1493399.07,36.69,11.11,613835.64,15.08
1493332.19,36.69,11.12,613835.64,15.08
1493265.31,36.7,11.12,613858.43,15.09
1493198.42,36.7,11.13,613837.44,15.09
1493387.88,36.71,11.14,613835.64,15.09
1493553.66,36.72,11.15,614316.34,15.1
1493297.92,36.72,11.15,614227.6,15.11
1493463.7,36.73,11.16,614244.84,15.11
1493207.96,36.73,11.16,614195.24,15.11
1492952.22,36.74,11.16,614187.84,15.11
1492696.48,36.74,11.17,614534.59,15.13
1492440.74,36.74,11.17,614250.16,15.12
1492440.74,36.74,11.17,614250.16,15.12
1492185.0,36.75,11.17,614214.09,15.13
1492185.0,36.75,11.17,614214.09,15.13
1492350.78,36.75,11.18,616334.37,15.18
1492283.9,36.76,11.19,616329.25,15.18
1492357.76,36.77,11.19,616326.97,15.18
1492130.1,36.77,11.2,617960.55,15.23
1492130.1,36.77,11.2,617960.55,15.23
1491754.91,36.77,11.19,617321.44,15.21
1491754.91,36.77,11.19,617321.44,15.21
1491754.91,36.77,11.19,617321.44,15.21
1492274.08,36.79,11.21,617151.71,15.21
1492463.53,36.8,11.22,617253.34,15.22
1492463.53,36.8,11.22,617253.34,15.22
1492149.07,36.8,11.22,616763.25,15.21
1491893.33,36.8,11.23,616758.38,15.21
1491637.59,36.8,11.23,616755.85,15.22
1491252.4,36.8,11.23,616700.56,15.22
1490996.66,36.8,11.23,616846.72,15.23
1490740.92,36.8,11.23,616705.92,15.23
1490740.92,36.8,11.23,616705.92,15.23
1490396.87,36.8,11.23,616111.65,15.21
1490191.74,36.8,11.22,616222.09,15.22
1490191.74,36.8,11.22,616222.09,15.22
1489936.0,36.8,11.23,616596.61,15.23
1490125.45,36.81,11.23,616550.27,15.23
1490291.23,36.82,11.24,617324.1,15.25
1489999.71,36.81,11.24,616865.06,15.24
1489932.83,36.82,11.24,616645.56,15.24
1489941.08,36.82,11.25,617019.88,15.25
1489874.19,36.82,11.25,617076.8,15.25
1489618.45,36.83,11.25,616916.97,15.25
1489551.57,36.83,11.26,617561.82,15.27
1489260.05,36.83,11.25,616973.18,15.26
1488874.86,36.82,11.25,617349.76,15.27
1488874.86,36.82,11.25,617349.76,15.27
1488874.86,36.82,11.25,617349.76,15.27
1488619.13,36.83,11.25,617230.01,15.27
1488552.24,36.83,11.26,617224.89,15.27
1488485.36,36.84,11.26,617222.61,15.28
1488229.62,36.84,11.27,617122.32,15.28
1488419.07,36.85,11.28,617122.32,15.28
1488163.34,36.85,11.28,617117.5,15.28
1488163.34,36.85,11.28,617117.5,15.28
1487907.6,36.86,11.28,617114.93,15.29
1487840.71,36.86,11.29,617174.7,15.29
1487840.71,36.86,11.29,617174.7,15.29
1487840.71,36.86,11.29,617174.7,15.29
1487840.71,36.86,11.29,617174.7,15.29
1487584.98,36.86,11.29,617298.52,15.3
1487329.24,36.87,11.29,617196.08,15.3
1486954.05,36.86,11.29,617138.15,15.3
1486698.31,36.86,11.29,617116.77,15.3
1486698.31,36.86,11.29,617276.23,15.31
1486442.57,36.87,11.29,617660.14,15.32
1486442.57,36.87,11.29,617660.14,15.32
1486196.19,36.87,11.3,617449.37,15.32
1486196.19,36.87,11.3,617447.38,15.32
1485931.09,36.87,11.3,617274.24,15.32
1485931.09,36.87,11.3,617209.76,15.32
1485675.35,36.88,11.3,617204.88,15.32
1485419.61,36.88,11.3,617202.36,15.32
1485352.73,36.88,11.31,617216.3,15.33
1485096.99,36.89,11.31,617216.3,15.33
1484841.25,36.89,11.32,617306.12,15.34
1485030.71,36.9,11.32,617764.81,15.35
1484963.82,36.9,11.33,617987.55,15.36
1484896.94,36.91,11.34,618528.66,15.37
1484896.94,36.91,11.34,618528.66,15.37
1484521.75,36.91,11.33,618556.65,15.38
1484521.75,36.91,11.33,618556.65,15.38
1484266.01,36.91,11.33,618476.33,15.38
1484199.13,36.91,11.34,618471.21,15.38
1484132.25,36.92,11.35,618468.93,15.39
1483876.51,36.92,11.35,618874.73,15.4
1483630.13,36.93,11.35,618678.58,15.4
1483365.03,36.93,11.35,618459.43,15.4
1483554.48,36.94,11.36,618459.43,15.4
1483298.74,36.94,11.37,618454.56,15.4
1483298.74,36.94,11.37,618454.56,15.4
1483043.01,36.94,11.37,618452.04,15.41
1483116.87,36.95,11.38,618508.81,15.41
1482861.13,36.95,11.38,618670.67,15.42
1482605.39,36.96,11.38,618699.59,15.42
1482349.65,36.96,11.39,618536.26,15.42
1481964.46,36.95,11.38,618504.83,15.42
1481727.44,36.96,11.38,619187.82,15.44
1481733.28,36.96,11.38,619194.87,15.44
1481944.67,36.97,11.4,619226.0,15.45
1482134.12,36.98,11.41,619904.14,15.47
1482134.12,36.98,11.41,619978.33,15.47
1481878.38,36.98,11.41,619970.93,15.47
1481622.64,36.99,11.41,619970.93,15.48
1481555.76,36.99,11.42,619772.87,15.47
1481300.02,37.0,11.42,619914.24,15.48
1480958.5,36.99,11.42,620021.54,15.49
1480702.77,36.99,11.42,620017.25,15.49
1480635.88,37.0,11.42,620180.31,15.5
1480380.14,37.0,11.43,620062.67,15.5
1480380.14,37.0,11.43,620062.67,15.5
1480454.01,37.01,11.44,620731.69,15.52
1480454.01,37.01,11.44,620731.69,15.52
1480454.01,37.01,11.44,620731.69,15.52
1480216.99,37.01,11.44,621615.68,15.54
1480428.38,37.03,11.45,621453.83,15.54
1480128.78,37.02,11.45,621011.4,15.53
1479873.04,37.03,11.45,621004.0,15.54
1479873.04,37.03,11.45,621004.0,15.54
1479946.9,37.03,11.46,620996.6,15.54
1477900.99,37.06,11.48,620996.6,15.57
1477900.99,37.06,11.48,620996.6,15.57
1477834.11,37.06,11.49,620996.6,15.57
1477542.59,37.06,11.48,620844.82,15.57
1477542.59,37.06,11.48,620844.82,15.57
1477286.85,37.06,11.49,620844.82,15.58
1477072.66,37.06,11.48,620636.27,15.57
1477072.66,37.06,11.48,620636.27,15.57
1477146.52,37.07,11.49,620716.43,15.58
1476890.78,37.07,11.49,621166.23,15.59
1476149.2,37.06,11.49,620424.64,15.58
1475893.46,37.06,11.49,619989.49,15.57
1475683.86,37.06,11.48,620362.52,15.58
1475683.86,37.06,11.48,620362.52,15.58
1475683.86,37.06,11.48,620362.52,15.58
1475428.12,37.06,11.49,620725.41,15.59
1475324.6,37.07,11.49,621562.75,15.62
1475328.03,37.07,11.49,621563.73,15.62
1475261.14,37.07,11.5,621521.74,15.62
1475261.14,37.07,11.5,621521.74,15.62
1475420.05,37.09,11.51,621151.62,15.61
1475164.31,37.09,11.52,621146.75,15.62
1474779.12,37.09,11.51,620744.19,15.61
1474523.38,37.09,11.51,620741.67,15.61
1474267.64,37.09,11.52,621154.97,15.63
1474200.76,37.1,11.52,621117.67,15.63
1474200.76,37.1,11.52,621117.67,15.63
1474390.21,37.11,11.53,621116.8,15.63
1474323.33,37.11,11.54,622444.13,15.67
1474323.33,37.11,11.54,622444.13,15.67
1474256.45,37.12,11.54,622959.52,15.68
1474256.45,37.12,11.54,622959.52,15.68
1473514.86,37.11,11.53,622217.94,15.67
1473259.12,37.11,11.54,621907.04,15.67
1473259.12,37.11,11.54,621907.04,15.67
1473259.12,37.11,11.54,621907.04,15.67
1473003.38,37.11,11.54,621868.2,15.67
1472766.36,37.12,11.54,622511.18,15.69
1472699.48,37.12,11.55,622506.06,15.69
1472314.29,37.12,11.54,621836.37,15.68
1472441.32,37.13,11.56,621741.93,15.68
1472374.44,37.14,11.56,621739.65,15.68
1472118.7,37.14,11.57,621734.83,15.69
1471862.97,37.14,11.57,621732.25,15.69
1471862.97,37.14,11.57,621732.25,15.69
1471796.08,37.15,11.57,621732.25,15.69
1471729.2,37.15,11.58,621751.21,15.7
1471927.05,37.16,11.59,621732.94,15.7
1471927.05,37.16,11.59,621732.94,15.7
1471927.05,37.16,11.59,621732.94,15.7
1471927.05,37.16,11.59,621732.94,15.7
1471104.45,37.15,11.58,620888.17,15.68
1471104.45,37.15,11.58,620888.17,15.68
1470848.72,37.16,11.58,620888.17,15.68
1470191.48,37.15,11.57,620276.07,15.67
1469807.89,37.14,11.57,620275.39,15.67
1469741.01,37.15,11.57,620662.79,15.69
1469485.27,37.15,11.58,620752.61,15.69
1469418.39,37.16,11.58,621126.26,15.71
1468418.39,37.14,11.57,620126.26,15.69
1468162.65,37.14,11.57,620339.48,15.69
1467925.63,37.15,11.57,620529.32,15.7
1467716.03,37.14,11.57,620284.06,15.7
1467913.88,37.15,11.58,620545.43,15.71
1467658.14,37.16,11.58,620619.34,15.71
1467658.14,37.16,11.58,620619.34,15.71
1467458.54,37.15,11.58,620893.82,15.72
1467585.57,37.17,11.59,621013.05,15.73
1466928.34,37.16,11.59,620400.95,15.72
1466932.92,37.16,11.59,620454.65,15.72
1466549.33,37.15,11.58,620696.47,15.72
1466715.1,37.16,11.59,620689.07,15.73
1466715.1,37.16,11.59,620689.07,15.73
1466648.22,37.17,11.6,620689.07,15.73
1466722.09,37.18,11.6,620748.78,15.73
1466466.35,37.18,11.61,620792.8,15.74
1466124.83,37.18,11.6,620733.09,15.74
1465869.09,37.18,11.6,620699.64,15.74
1465613.35,37.18,11.61,620708.84,15.75
1465357.61,37.18,11.61,621208.46,15.76
1465547.06,37.19,11.62,621208.46,15.77
1465547.06,37.19,11.62,621208.46,15.77
1465161.87,37.19,11.61,621491.34,15.77
1465094.99,37.19,11.62,621344.43,15.77
1464839.25,37.2,11.62,620962.59,15.77
1464592.87,37.2,11.63,620821.28,15.77
1464337.14,37.2,11.63,620813.88,15.77
1464337.14,37.2,11.63,620813.88,15.77
1464337.14,37.2,11.63,620643.02,15.77
1464081.4,37.21,11.63,620643.02,15.77
1464014.52,37.21,11.64,620529.17,15.77
1464203.97,37.22,11.65,620507.05,15.77
1463948.23,37.22,11.65,620678.64,15.78
1463692.49,37.23,11.65,620579.25,15.78
1463766.35,37.24,11.66,622398.83,15.83
1463501.25,37.24,11.66,622321.27,15.83
1463245.51,37.24,11.67,622249.07,15.84
1462945.91,37.24,11.66,621745.1,15.83
1462690.17,37.24,11.67,622410.8,15.85
1462510.54,37.24,11.67,622142.88,15.84
1462178.7,37.25,11.67,621745.1,15.84
1461922.96,37.25,11.67,621737.7,15.84
