ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fb5a-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fb5a-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_ratio,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fb5a-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_q124,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fb5a-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fb5a-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_ratio
344574.08,5.55,0.38,171755.33,2.77
344007.37,5.54,0.37,171062.76,2.75
344378.09,5.55,0.37,171325.74,2.76
344246.37,5.54,0.37,171222.42,2.76
344246.37,5.54,0.37,171109.32,2.76
344166.52,5.54,0.37,171049.0,2.75
344114.79,5.54,0.37,170916.95,2.75
344063.07,5.54,0.37,171049.35,2.76
344011.35,5.54,0.37,170916.95,2.75
343444.64,5.53,0.36,170224.38,2.74
343913.27,5.54,0.37,170140.35,2.74
343861.54,5.54,0.37,170120.03,2.74
343809.82,5.54,0.37,170027.25,2.74
343431.66,5.54,0.37,169523.23,2.73
343379.94,5.54,0.37,169410.13,2.73
343328.22,5.54,0.37,169410.13,2.73
343328.22,5.54,0.37,169410.13,2.73
343276.49,5.54,0.37,169345.13,2.73
343224.77,5.54,0.37,169297.03,2.73
343224.77,5.54,0.37,169297.03,2.73
343188.06,5.54,0.37,169134.46,2.73
343988.8,5.55,0.38,169318.85,2.73
343988.8,5.55,0.38,169318.85,2.73
344261.21,5.56,0.38,169382.74,2.73
344729.83,5.57,0.39,169298.71,2.73
345167.17,5.57,0.4,169972.02,2.74
345115.44,5.57,0.4,169968.78,2.74
344894.73,5.57,0.4,169747.07,2.74
344843.0,5.57,0.4,169637.21,2.74
344512.72,5.56,0.39,169232.83,2.73
344785.13,5.57,0.4,169296.73,2.73
344218.43,5.56,0.39,168604.16,2.72
344589.14,5.57,0.4,169083.06,2.73
343921.25,5.56,0.39,168351.48,2.72
343869.53,5.56,0.39,168238.38,2.72
343817.8,5.56,0.39,168238.38,2.72
343149.91,5.55,0.38,167506.81,2.71
342771.76,5.54,0.37,167002.79,2.7
342409.32,5.54,0.36,166732.93,2.7
342357.59,5.54,0.37,166703.44,2.7
342330.89,5.54,0.36,166550.87,2.69
342136.76,5.53,0.36,166391.84,2.69
342033.31,5.53,0.36,166278.74,2.69
341981.58,5.53,0.36,166195.13,2.69
341603.43,5.53,0.36,165691.11,2.68
341603.43,5.53,0.36,165691.11,2.68
341576.73,5.53,0.36,165538.54,2.68
341849.13,5.53,0.36,165602.44,2.68
341797.41,5.53,0.36,165599.19,2.68
341745.68,5.53,0.36,165489.33,2.68
341882.51,5.54,0.36,165784.49,2.69
341830.79,5.54,0.36,165671.39,2.68
341779.06,5.54,0.36,165671.39,2.68
341742.36,5.54,0.36,165508.82,2.68
341364.2,5.53,0.36,165004.81,2.67
340797.5,5.52,0.35,164312.24,2.66
341069.91,5.53,0.36,164376.13,2.66
340503.2,5.52,0.35,163683.57,2.65
340954.87,5.53,0.36,163518.89,2.65
340660.74,5.52,0.35,163222.85,2.65
340456.61,5.52,0.35,163058.53,2.64
340827.32,5.53,0.35,163537.43,2.65
340775.6,5.53,0.35,163424.32,2.65
340397.45,5.52,0.35,162920.31,2.64
339746.51,5.51,0.34,162269.37,2.63
339384.07,5.51,0.33,161999.51,2.63
340201.31,5.52,0.35,162227.47,2.63
339724.81,5.51,0.34,161723.9,2.62
339688.1,5.51,0.34,161690.6,2.62
339636.38,5.51,0.34,161690.6,2.62
339908.78,5.52,0.35,161754.49,2.63
340279.5,5.52,0.35,162233.39,2.63
340227.78,5.53,0.35,162230.15,2.63
339849.62,5.52,0.35,161726.13,2.63
339797.9,5.52,0.35,161616.27,2.63
339503.77,5.52,0.34,161320.24,2.62
339452.04,5.52,0.34,161255.24,2.62
339400.32,5.52,0.34,161207.13,2.62
339348.6,5.52,0.34,161203.7,2.62
339296.87,5.52,0.34,161093.48,2.62
338918.72,5.51,0.34,160589.46,2.61
338540.56,5.5,0.33,160085.44,2.6
338178.12,5.5,0.33,159815.58,2.6
338126.4,5.5,0.33,159795.27,2.6
338089.69,5.5,0.33,159632.7,2.6
338037.97,5.5,0.33,159539.91,2.6
338855.2,5.51,0.34,159767.87,2.6
338378.7,5.51,0.33,159264.31,2.59
338326.98,5.51,0.33,159151.2,2.59
337880.12,5.5,0.33,158688.22,2.58
337585.99,5.49,0.32,158392.18,2.58
337207.84,5.49,0.32,158017.43,2.57
337480.24,5.49,0.32,158081.32,2.57
337850.96,5.5,0.33,158560.22,2.58
337799.24,5.5,0.33,158560.22,2.58
337747.51,5.5,0.33,158447.12,2.58
337695.79,5.5,0.33,158447.12,2.58
337644.07,5.5,0.33,158417.63,2.58
337592.34,5.5,0.33,158334.02,2.58
337540.62,5.5,0.33,158330.78,2.58
337178.18,5.5,0.32,158060.91,2.58
337548.89,5.5,0.33,158190.09,2.58
337186.45,5.5,0.32,157947.81,2.57
337134.73,5.5,0.32,157837.95,2.57
337083.0,5.5,0.32,157834.71,2.57
337031.28,5.5,0.32,157724.85,2.57
337356.64,5.5,0.33,158167.86,2.58
337304.92,5.5,0.33,158054.76,2.58
337253.2,5.5,0.33,158054.76,2.58
337201.47,5.5,0.33,158051.52,2.58
337149.75,5.5,0.33,157941.65,2.58
337098.02,5.5,0.33,157938.41,2.58
337046.3,5.5,0.33,157828.55,2.58
336994.57,5.5,0.33,157715.45,2.58
337980.34,5.52,0.35,158157.54,2.58
337735.31,5.52,0.34,157839.84,2.58
337683.59,5.52,0.34,157839.84,2.58
337631.86,5.52,0.34,157726.74,2.58
337768.69,5.52,0.35,157849.36,2.58
338041.09,5.52,0.35,158085.8,2.58
337989.37,5.52,0.35,158085.8,2.58
337937.65,5.52,0.35,157972.69,2.58
337885.92,5.52,0.35,157972.69,2.58
338256.64,5.53,0.36,158087.63,2.58
338204.92,5.53,0.36,158067.32,2.58
337852.47,5.53,0.35,158030.36,2.58
337800.75,5.53,0.35,157937.57,2.58
337749.02,5.53,0.35,157824.47,2.58
338119.74,5.53,0.36,158080.59,2.59
338068.02,5.53,0.36,158080.59,2.59
338068.02,5.53,0.36,158080.59,2.59
338204.84,5.53,0.36,158203.21,2.59
338153.12,5.54,0.36,158089.55,2.59
337790.68,5.53,0.36,157772.35,2.58
338169.37,5.54,0.36,158080.73,2.59
338117.64,5.54,0.36,158080.73,2.59
338065.92,5.54,0.36,158060.41,2.59
338014.19,5.54,0.36,157967.62,2.59
338151.02,5.54,0.37,158090.24,2.59
338099.3,5.54,0.37,157981.92,2.59
338047.57,5.54,0.37,157977.14,2.59
338047.57,5.54,0.37,157977.14,2.59
338184.4,5.54,0.37,158098.87,2.59
338132.67,5.54,0.37,158095.62,2.59
338080.95,5.54,0.37,157985.76,2.59
338217.78,5.55,0.37,158108.38,2.59
338166.05,5.55,0.37,158042.83,2.59
338114.33,5.55,0.37,157994.73,2.59
338062.6,5.55,0.37,157991.48,2.59
338010.88,5.55,0.37,157881.62,2.59
338479.51,5.55,0.38,157797.59,2.59
337811.61,5.54,0.37,157066.02,2.58
337759.89,5.54,0.37,157001.02,2.58
337896.72,5.55,0.37,157122.75,2.58
337896.72,5.55,0.37,157122.75,2.58
337536.3,5.54,0.37,156823.22,2.57
337861.67,5.55,0.38,156709.56,2.57
337809.94,5.55,0.38,156661.46,2.57
337758.22,5.55,0.38,156631.97,2.57
337706.5,5.55,0.38,156548.36,2.57
338077.21,5.55,0.38,157374.99,2.59
338077.21,5.55,0.38,157374.99,2.59
338214.04,5.56,0.39,157497.6,2.59
338162.31,5.56,0.39,157468.11,2.59
338434.72,5.56,0.39,157704.55,2.59
338230.59,5.56,0.39,157498.51,2.59
338555.96,5.57,0.39,157385.41,2.59
338193.51,5.56,0.39,156966.74,2.58
338330.34,5.56,0.39,157538.26,2.59
338701.06,5.57,0.4,157667.44,2.59
338837.88,5.57,0.4,157961.8,2.6
338988.56,5.58,0.4,157602.44,2.59
338936.83,5.58,0.4,157518.83,2.59
338885.11,5.58,0.4,157498.51,2.59
338522.67,5.57,0.4,157209.19,2.59
338470.94,5.57,0.4,157116.41,2.59
338470.94,5.57,0.4,157116.41,2.59
338419.22,5.57,0.4,157002.75,2.58
338446.38,5.57,0.4,156919.69,2.58
338583.21,5.57,0.4,156806.59,2.58
338531.48,5.57,0.4,156806.59,2.58
339021.02,5.58,0.41,156730.2,2.58
339021.02,5.58,0.41,156730.2,2.58
339157.85,5.59,0.41,157107.71,2.59
339647.39,5.6,0.42,157031.32,2.59
339784.22,5.6,0.43,157153.93,2.59
340273.76,5.61,0.44,157027.13,2.59
340410.59,5.61,0.44,157148.86,2.59
340358.86,5.61,0.44,157119.37,2.59
341176.1,5.62,0.45,157347.32,2.59
340699.6,5.62,0.45,156843.76,2.59
340647.87,5.62,0.45,156760.15,2.59
340596.15,5.62,0.45,156756.71,2.59
339907.34,5.61,0.43,156017.49,2.57
340044.17,5.61,0.44,156140.11,2.58
339355.36,5.6,0.43,155400.89,2.56
339492.18,5.6,0.43,155522.62,2.57
339440.46,5.6,0.43,155412.4,2.57
340257.7,5.62,0.44,155640.36,2.57
340628.41,5.62,0.45,155769.53,2.57
340576.69,5.62,0.45,155704.53,2.57
339887.88,5.61,0.44,155015.72,2.56
339836.16,5.61,0.44,154967.62,2.56
339359.66,5.61,0.43,154464.06,2.55
339496.48,5.61,0.44,154757.87,2.56
339633.31,5.61,0.44,154880.49,2.56
339581.59,5.61,0.44,154877.25,2.56
339529.86,5.61,0.44,154767.39,2.56
339167.42,5.61,0.43,154478.38,2.55
339115.7,5.61,0.43,154365.28,2.55
339063.97,5.61,0.43,154365.28,2.55
339012.25,5.61,0.43,154252.18,2.55
338960.52,5.61,0.43,154252.18,2.55
339429.15,5.62,0.44,154168.15,2.55
339799.87,5.62,0.45,154469.07,2.56
339799.87,5.62,0.45,154469.07,2.56
339601.4,5.62,0.45,154251.82,2.55
340418.64,5.63,0.46,154479.77,2.56
340124.51,5.63,0.46,154225.26,2.55
340072.78,5.63,0.46,154112.16,2.55
340072.78,5.63,0.46,154443.7,2.56
339720.34,5.62,0.45,154164.28,2.55
339668.62,5.62,0.45,154164.28,2.55
339616.89,5.62,0.45,154161.04,2.55
339565.17,5.62,0.45,154051.17,2.55
339932.61,5.63,0.46,153798.87,2.55
339264.72,5.62,0.45,153067.3,2.54
338788.22,5.61,0.44,152563.74,2.53
338736.49,5.61,0.44,152498.74,2.53
338873.32,5.62,0.44,152621.36,2.53
338821.6,5.62,0.44,152573.25,2.53
339192.31,5.62,0.45,152874.18,2.53
338625.61,5.61,0.44,152310.87,2.53
338263.17,5.61,0.44,152021.55,2.52
338731.79,5.62,0.45,151937.52,2.52
339004.2,5.62,0.45,152000.86,2.52
338952.48,5.62,0.45,151971.37,2.52
339089.3,5.63,0.45,152266.53,2.53
339037.58,5.63,0.45,152182.92,2.53
338985.85,5.63,0.45,152069.82,2.52
338827.07,5.62,0.45,151912.92,2.52
338775.35,5.62,0.45,151912.92,2.52
338926.03,5.63,0.45,151553.56,2.52
338727.56,5.62,0.45,151383.35,2.51
338433.43,5.62,0.45,151128.91,2.51
338381.71,5.62,0.45,151125.67,2.51
338634.2,5.62,0.45,151286.28,2.51
338582.47,5.62,0.45,151176.42,2.51
338733.15,5.63,0.46,150817.05,2.51
338760.31,5.63,0.46,150739.57,2.5
339131.02,5.64,0.46,150854.51,2.51
339582.69,5.64,0.47,150689.84,2.5
340051.32,5.65,0.48,150605.81,2.5
339999.59,5.65,0.48,150585.49,2.5
339947.87,5.65,0.48,150492.7,2.5
339896.15,5.65,0.48,150384.38,2.5
339844.42,5.65,0.48,150379.6,2.5
339792.7,5.65,0.48,150376.36,2.5
339430.26,5.65,0.47,150148.32,2.5
339378.53,5.65,0.47,150038.46,2.5
339378.53,5.65,0.47,149856.01,2.49
339650.94,5.65,0.48,150242.04,2.5
339599.21,5.65,0.48,150238.8,2.5
339547.49,5.65,0.48,150128.94,2.5
339909.64,5.66,0.49,150015.84,2.5
340046.47,5.66,0.49,150626.77,2.51
339994.75,5.66,0.49,150623.53,2.51
339943.02,5.66,0.49,150513.67,2.51
339891.3,5.66,0.49,150400.57,2.51
339839.57,5.66,0.49,150400.57,2.51
339787.85,5.66,0.49,150371.08,2.51
339649.3,5.66,0.49,150232.53,2.5
339597.57,5.66,0.49,150148.92,2.5
339545.85,5.66,0.49,150128.6,2.5
338877.96,5.65,0.48,149397.02,2.49
338826.24,5.65,0.48,149304.24,2.49
338774.51,5.65,0.48,149301.0,2.49
339760.27,5.67,0.5,149743.09,2.5
339708.55,5.67,0.5,149633.23,2.5
339656.82,5.67,0.5,149612.91,2.5
339449.93,5.67,0.5,149612.91,2.5
339398.2,5.67,0.5,149520.13,2.5
339153.18,5.66,0.49,149202.43,2.49
339520.62,5.67,0.5,148950.13,2.49
339362.07,5.67,0.5,148792.3,2.49
339074.98,5.66,0.49,148484.16,2.48
338916.35,5.66,0.49,148338.4,2.48
338864.63,5.66,0.49,148225.3,2.48
338812.9,5.66,0.49,148225.3,2.48
338161.97,5.65,0.48,147574.37,2.47
338110.25,5.65,0.48,147461.27,2.47
338480.96,5.66,0.49,147590.44,2.47
338753.37,5.66,0.49,148004.06,2.47
338701.65,5.66,0.49,148004.06,2.48
338339.2,5.66,0.49,147734.2,2.47
338287.48,5.66,0.49,147704.16,2.47
338235.76,5.66,0.49,147620.55,2.47
338725.3,5.67,0.5,147544.15,2.47
338673.57,5.67,0.5,147523.84,2.47
338621.85,5.67,0.5,147431.05,2.47
337953.96,5.66,0.49,146699.48,2.46
337387.25,5.65,0.48,146136.17,2.45
337093.12,5.64,0.47,145881.76,2.44
337041.4,5.64,0.47,145861.44,2.44
337178.22,5.65,0.48,145984.06,2.45
337315.05,5.65,0.48,146105.79,2.45
338300.81,5.67,0.5,146547.88,2.46
337835.79,5.66,0.49,146010.18,2.45
338206.5,5.67,0.5,146125.11,2.45
337922.63,5.66,0.49,145825.82,2.44
338059.45,5.67,0.49,146133.87,2.45
338007.73,5.67,0.49,146041.09,2.45
338346.94,5.67,0.5,145413.79,2.44
337658.13,5.66,0.49,144674.57,2.43
337606.41,5.66,0.49,144609.57,2.43
337633.57,5.66,0.49,144998.26,2.43
337581.85,5.66,0.49,144950.16,2.43
337530.12,5.66,0.49,144946.91,2.43
337802.53,5.67,0.5,145010.81,2.43
337750.8,5.67,0.5,144900.95,2.43
337699.08,5.67,0.5,144835.95,2.43
337835.91,5.67,0.5,145131.11,2.44
337483.46,5.67,0.49,144851.81,2.43
338300.7,5.68,0.51,145079.76,2.44
338248.97,5.68,0.51,145031.66,2.44
338717.6,5.69,0.52,144947.63,2.43
338665.88,5.69,0.52,144834.52,2.43
338615.88,5.69,0.52,144784.52,2.43
338564.15,5.69,0.52,144784.52,2.43
339383.09,5.7,0.53,145048.69,2.44
339753.81,5.71,0.54,145177.86,2.44
340026.22,5.72,0.54,145591.48,2.45
339358.33,5.7,0.53,144859.9,2.44
338995.89,5.7,0.53,144590.04,2.43
339813.12,5.71,0.54,144818.0,2.43
340302.66,5.72,0.55,144741.6,2.43
340250.94,5.72,0.55,144712.11,2.43
339774.44,5.72,0.54,144208.55,2.43
339722.71,5.72,0.54,144124.94,2.42
339033.91,5.7,0.53,143385.73,2.41
339502.53,5.71,0.54,143301.69,2.41
339165.72,5.71,0.54,142891.45,2.41
339165.72,5.71,0.54,147463.4,2.48
339114.0,5.71,0.54,147350.3,2.48
339484.72,5.72,0.54,147465.23,2.48
338816.83,5.71,0.53,146733.66,2.47
338765.1,5.71,0.53,146733.66,2.47
338470.97,5.7,0.53,146437.62,2.47
338419.25,5.7,0.53,146324.52,2.46
338367.52,5.7,0.53,146324.52,2.47
338111.02,5.7,0.52,146040.96,2.46
338059.3,5.7,0.52,146037.52,2.46
338007.58,5.7,0.53,145927.31,2.46
337955.85,5.7,0.53,145924.06,2.46
338228.26,5.7,0.53,146351.37,2.47
338176.53,5.7,0.53,146241.51,2.47
338138.66,5.7,0.53,145677.02,2.46
337977.27,5.7,0.53,145425.9,2.45
337925.55,5.7,0.53,145405.59,2.45
337873.82,5.7,0.53,145312.8,2.45
337873.82,5.7,0.53,145312.8,2.45
337511.38,5.7,0.52,145043.91,2.45
337882.1,5.7,0.53,145158.85,2.45
338018.92,5.71,0.53,145467.45,2.46
338487.55,5.71,0.54,145383.41,2.45
337819.66,5.7,0.53,144651.84,2.44
337767.93,5.7,0.53,144622.35,2.44
337904.76,5.71,0.54,144744.96,2.44
337542.32,5.7,0.53,144455.65,2.44
337679.14,5.7,0.53,144577.37,2.44
337829.82,5.71,0.54,144218.01,2.44
337856.98,5.71,0.54,144134.94,2.44
337805.25,5.71,0.54,144051.33,2.43
337753.53,5.71,0.54,143938.23,2.43
337890.36,5.71,0.54,144060.85,2.44
338027.18,5.72,0.54,144182.57,2.44
338164.01,5.72,0.55,144305.19,2.44
337880.13,5.71,0.54,143995.27,2.44
338258.82,5.72,0.55,144303.64,2.44
337898.41,5.72,0.54,144016.76,2.44
337484.61,5.72,0.54,144016.76,2.44
337846.77,5.72,0.55,143903.66,2.44
337795.04,5.72,0.55,143903.66,2.44
337931.87,5.73,0.55,144514.59,2.45
337880.14,5.73,0.55,144449.6,2.45
337676.01,5.72,0.55,144243.56,2.44
338046.73,5.73,0.56,144358.5,2.45
337684.29,5.72,0.55,144130.46,2.44
337821.12,5.73,0.55,144377.78,2.45
337769.39,5.73,0.55,144329.68,2.45
338140.11,5.73,0.56,144458.86,2.45
338088.38,5.73,0.56,144477.8,2.45
338036.66,5.73,0.56,144345.75,2.45
337984.94,5.73,0.56,144316.26,2.45
337933.21,5.73,0.56,144232.65,2.45
337881.49,5.73,0.56,144119.55,2.45
338018.31,5.74,0.57,144413.91,2.45
338155.14,5.74,0.57,144536.53,2.45
337792.7,5.74,0.56,144247.21,2.45
337740.97,5.74,0.56,144247.21,2.45
338124.24,5.74,0.57,143627.55,2.44
338072.52,5.74,0.57,143598.06,2.44
337658.72,5.74,0.57,143598.06,2.44
337607.0,5.74,0.57,143514.45,2.44
337977.72,5.75,0.58,143815.37,2.45
337925.99,5.75,0.58,143702.27,2.44
338062.82,5.75,0.58,143824.89,2.45
338011.1,5.75,0.58,143824.89,2.45
337648.65,5.75,0.57,143535.57,2.44
337596.93,5.75,0.57,143423.33,2.44
337545.2,5.75,0.57,143422.47,2.44
337493.48,5.75,0.57,143309.36,2.44
337441.76,5.75,0.58,143309.36,2.44
337812.47,5.75,0.58,143610.29,2.45
337760.75,5.75,0.58,143498.05,2.44
338086.12,5.76,0.59,143384.95,2.44
338034.39,5.76,0.59,143384.08,2.44
337982.67,5.76,0.59,143380.84,2.44
338119.49,5.76,0.59,143952.36,2.45
338067.77,5.76,0.59,143842.5,2.45
338016.04,5.76,0.59,143813.01,2.45
337653.6,5.76,0.59,143523.69,2.45
337601.88,5.76,0.59,143440.08,2.45
337188.09,5.76,0.59,143440.08,2.45
337136.36,5.76,0.59,143326.98,2.45
336849.27,5.75,0.58,143027.85,2.44
336797.55,5.75,0.58,143027.85,2.44
337069.95,5.76,0.59,143091.74,2.45
341783.35,5.84,0.67,144658.11,2.47
342584.09,5.86,0.68,144842.5,2.48
342720.91,5.86,0.69,145137.66,2.48
343091.63,5.87,0.69,145252.61,2.48
342660.23,5.86,0.69,144833.08,2.48
342608.51,5.86,0.69,144803.58,2.48
342556.78,5.86,0.69,144719.97,2.48
342505.06,5.86,0.69,144699.66,2.48
342505.06,5.86,0.69,144699.66,2.48
342453.34,5.86,0.69,144606.87,2.47
342401.61,5.86,0.69,144493.77,2.47
342349.89,5.86,0.69,144493.77,2.47
342298.16,5.86,0.69,144464.28,2.47
342246.44,5.86,0.69,144380.67,2.47
342194.71,5.86,0.69,144360.35,2.47
341832.27,5.85,0.68,144132.31,2.47
341927.24,5.86,0.68,148527.69,2.54
341875.52,5.86,0.68,148434.91,2.54
341581.39,5.85,0.68,148180.4,2.54
341952.1,5.86,0.69,148680.63,2.55
342088.93,5.86,0.69,148802.92,2.55
342037.21,5.86,0.69,148773.43,2.55
344129.91,5.9,0.72,150681.64,2.58
347923.02,5.96,0.79,153954.26,2.64
347871.29,5.96,0.79,153870.65,2.64
347819.57,5.96,0.79,153805.66,2.64
347767.84,5.96,0.79,153757.55,2.64
347716.12,5.96,0.79,153692.55,2.64
347664.4,5.96,0.79,153644.45,2.63
348133.02,5.97,0.8,153560.42,2.63
347465.13,5.96,0.79,152828.84,2.62
347465.13,5.96,0.79,152828.84,2.62
347790.5,5.97,0.79,153164.53,2.63
348280.04,5.98,0.8,153088.14,2.63
347985.91,5.97,0.8,152792.1,2.62
347934.18,5.97,0.8,152788.86,2.62
348084.86,5.98,0.8,152429.5,2.62
348033.13,5.98,0.8,152319.63,2.62
347981.41,5.98,0.8,152254.64,2.61
347929.69,5.98,0.8,152206.53,2.61
351528.33,6.04,0.87,152103.05,2.61
351528.33,6.04,0.87,152103.05,2.61
351476.61,6.04,0.87,152099.81,2.61
350787.8,6.03,0.85,151360.59,2.6
350736.07,6.03,0.85,151250.73,2.6
350541.94,6.02,0.85,151053.73,2.6
350569.1,6.03,0.85,150970.67,2.59
350206.66,6.02,0.85,150590.44,2.59
350343.49,6.02,0.85,150713.05,2.59
350795.15,6.03,0.86,150548.38,2.59
350795.15,6.03,0.86,150548.38,2.59
350743.43,6.03,0.86,150545.14,2.59
350691.71,6.03,0.86,150435.28,2.59
350407.83,6.03,0.85,150142.14,2.58
350778.55,6.03,0.86,150443.07,2.59
350580.08,6.03,0.86,150219.58,2.58
350905.45,6.04,0.86,150106.48,2.58
351042.27,6.04,0.87,150678.0,2.59
350391.34,6.03,0.86,150027.07,2.58
350528.17,6.03,0.86,150149.69,2.58
350165.72,6.03,0.86,149860.37,2.58
350536.44,6.03,0.86,150161.29,2.59
350174.0,6.03,0.86,149871.97,2.58
350642.63,6.04,0.87,149787.94,2.58
350779.45,6.04,0.87,149910.56,2.58
350442.36,6.04,0.86,149555.27,2.58
350390.64,6.04,0.86,149552.03,2.58
350196.51,6.03,0.86,149397.67,2.57
349528.62,6.02,0.85,148666.1,2.56
349801.02,6.03,0.86,148902.53,2.57
349642.47,6.03,0.85,148744.89,2.56
350013.19,6.03,0.86,148874.06,2.57
349961.47,6.03,0.86,148764.2,2.56
349923.59,6.03,0.86,148199.71,2.55
350285.75,6.04,0.87,148821.89,2.57
350422.57,6.04,0.87,148944.51,2.57
350370.85,6.04,0.87,148831.41,2.57
350319.13,6.04,0.87,148831.41,2.57
350157.73,6.04,0.87,148580.29,2.56
350106.01,6.04,0.87,148577.05,2.56
349743.57,6.04,0.86,148155.27,2.56
349743.57,6.04,0.86,148155.27,2.56
350114.29,6.04,0.87,148456.2,2.56
350386.69,6.05,0.88,148520.09,2.56
350228.14,6.05,0.87,148375.52,2.56
350176.42,6.05,0.87,148265.66,2.56
350124.69,6.05,0.87,148245.35,2.56
350261.52,6.05,0.88,148540.51,2.57
350209.8,6.05,0.88,148447.72,2.56
349847.35,6.04,0.87,148158.4,2.56
350648.09,6.06,0.89,148342.8,2.56
350596.37,6.06,0.89,148322.48,2.56
350975.05,6.07,0.89,148339.6,2.56
350624.64,6.06,0.89,148409.83,2.56
350572.92,6.06,0.89,148317.04,2.56
350285.83,6.06,0.88,148008.91,2.56
350234.1,6.06,0.88,147943.91,2.56
350604.82,6.06,0.89,148198.11,2.56
350553.1,6.06,0.89,148150.01,2.56
350501.37,6.06,0.89,148120.51,2.56
350652.05,6.07,0.89,147761.15,2.56
350600.33,6.07,0.89,147677.54,2.56
351068.95,6.08,0.9,147593.51,2.55
350706.51,6.07,0.9,147278.85,2.55
350654.79,6.07,0.9,147170.53,2.55
350603.06,6.07,0.9,147165.75,2.55
350551.34,6.07,0.9,147162.51,2.55
350499.61,6.07,0.9,147052.65,2.55
349831.72,6.06,0.89,146321.07,2.53
349417.93,6.06,0.89,146321.07,2.54
349445.09,6.06,0.89,146238.01,2.54
349393.36,6.06,0.89,146234.77,2.54
349341.64,6.06,0.89,146124.91,2.54
349289.92,6.06,0.89,146011.8,2.53
349238.19,6.06,0.89,146011.8,2.53
349563.56,6.07,0.9,145898.7,2.53
349404.93,6.07,0.89,145740.95,2.53
349353.21,6.07,0.89,145627.85,2.53
349301.48,6.07,0.89,145627.85,2.53
349094.58,6.07,0.89,145627.85,2.53
349042.86,6.07,0.9,145607.53,2.53
349315.27,6.07,0.9,146334.74,2.54
350301.03,6.09,0.92,146776.84,2.55
350106.9,6.09,0.91,146622.47,2.55
350055.17,6.09,0.92,146529.69,2.55
350003.45,6.09,0.92,146509.37,2.55
350003.45,6.09,0.92,146509.37,2.55
349951.73,6.09,0.92,146416.59,2.55
349900.0,6.09,0.92,146396.27,2.55
349900.0,6.09,0.92,146396.27,2.55
349848.28,6.09,0.92,146303.49,2.55
349383.25,6.08,0.91,145765.79,2.54
349331.53,6.08,0.91,145745.47,2.54
349279.8,6.08,0.91,145652.69,2.54
348995.92,6.08,0.9,145400.0,2.53
348944.2,6.08,0.9,145370.51,2.53
348892.48,6.08,0.9,145286.9,2.53
348840.75,6.08,0.9,145283.66,2.53
348546.62,6.07,0.9,145029.22,2.53
348436.62,6.07,0.9,144919.22,2.52
348384.9,6.07,0.9,144809.36,2.52
348333.17,6.07,0.9,144744.37,2.52
348703.89,6.08,0.91,144873.54,2.53
348703.89,6.08,0.91,144873.54,2.53
348652.17,6.08,0.91,144825.44,2.52
348977.53,6.08,0.91,145413.18,2.54
349446.16,6.09,0.92,145329.14,2.53
349287.61,6.09,0.92,145171.42,2.53
348925.17,6.09,0.91,144784.41,2.52
348638.08,6.08,0.91,144491.41,2.52
349008.79,6.09,0.91,144620.58,2.52
348957.07,6.09,0.92,144507.48,2.52
349229.48,6.09,0.92,144921.1,2.53
349177.75,6.09,0.92,144921.1,2.53
349516.97,6.1,0.93,144293.8,2.52
349738.49,6.1,0.93,144865.49,2.53
349738.49,6.1,0.93,144865.49,2.53
349686.76,6.1,0.93,144845.17,2.53
349635.04,6.1,0.93,144752.39,2.53
349583.32,6.1,0.93,144749.15,2.53
348915.42,6.09,0.92,144017.57,2.52
349187.83,6.1,0.93,144081.47,2.52
349136.11,6.1,0.93,143971.61,2.52
349084.38,6.1,0.93,143968.36,2.52
349032.66,6.1,0.93,143858.5,2.51
349169.48,6.1,0.93,144153.66,2.52
349659.03,6.11,0.94,144077.27,2.52
349795.85,6.12,0.94,144199.89,2.52
349932.68,6.12,0.95,144321.61,2.52
349595.59,6.11,0.94,143935.4,2.52
349595.59,6.11,0.94,143935.4,2.52
349233.15,6.11,0.94,143665.54,2.51
349369.97,6.11,0.94,143788.16,2.52
349318.25,6.11,0.94,143784.92,2.52
349455.07,6.11,0.94,143906.64,2.52
349591.9,6.12,0.95,144029.26,2.52
349540.18,6.12,0.95,143919.4,2.52
350008.8,6.13,0.96,143835.37,2.52
350145.63,6.13,0.96,143957.09,2.52
350145.63,6.13,0.96,143957.09,2.52
350946.36,6.15,0.97,144141.48,2.52
350742.23,6.14,0.97,143960.48,2.52
350690.51,6.14,0.97,143852.16,2.52
351509.45,6.16,0.99,144116.32,2.52
351457.73,6.16,0.99,144111.54,2.52
351120.92,6.15,0.98,143701.3,2.52
351069.19,6.15,0.98,143680.99,2.52
350865.06,6.15,0.98,143474.95,2.51
