ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_61dc-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-used_nodes,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_61dc-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-used_gpus,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_61dc-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-used_gpu_milli,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_61dc-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-total_gpus,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_61dc-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-arrived_gpu_milli
736,2396,2305050,6212,2305050
736,2396,2305700,6212,2305700
736,2396,2305700,6212,2305700
736,2396,2306700,6212,2306700
736,2396,2307700,6212,2307700
736,2396,2308170,6212,2308170
737,2404,2309170,6212,2309170
737,2404,2309640,6212,2309640
737,2404,2310640,6212,2310640
737,2404,2311640,6212,2311640
737,2404,2312640,6212,2312640
737,2404,2312960,6212,2312960
737,2404,2313960,6212,2313960
737,2404,2314190,6212,2314190
737,2404,2314660,6212,2314660
737,2404,2315660,6212,2315660
738,2412,2323660,6212,2323660
739,2420,2324660,6212,2324660
739,2420,2325660,6212,2325660
739,2420,2325820,6212,2325820
739,2420,2326820,6212,2326820
739,2420,2326820,6212,2326820
739,2420,2326820,6212,2326820
739,2420,2326820,6212,2326820
739,2420,2327820,6212,2327820
739,2420,2328470,6212,2328470
739,2420,2329280,6212,2329280
739,2420,2329750,6212,2329750
739,2420,2330750,6212,2330750
739,2420,2331750,6212,2331750
740,2428,2332750,6212,2332750
740,2428,2333750,6212,2333750
740,2428,2334400,6212,2334400
740,2428,2335210,6212,2335210
740,2428,2336210,6212,2336210
740,2428,2337210,6212,2337210
740,2428,2337760,6212,2337760
740,2428,2338570,6212,2338570
740,2428,2338570,6212,2338570
741,2436,2339380,6212,2339380
741,2436,2340380,6212,2340380
741,2436,2341190,6212,2341190
741,2436,2342190,6212,2342190
741,2436,2343000,6212,2343000
741,2436,2344000,6212,2344000
741,2436,2345000,6212,2345000
741,2436,2345220,6212,2345220
741,2436,2346220,6212,2346220
742,2444,2346810,6212,2346810
742,2444,2347810,6212,2347810
742,2444,2348810,6212,2348810
742,2444,2349810,6212,2349810
742,2444,2350810,6212,2350810
742,2444,2351810,6212,2351810
742,2444,2352620,6212,2352620
742,2444,2353620,6212,2353620
743,2452,2354620,6212,2354620
743,2452,2355620,6212,2355620
743,2452,2356430,6212,2356430
743,2452,2356750,6212,2356750
743,2452,2357750,6212,2357750
743,2452,2358750,6212,2358750
743,2452,2359750,6212,2359750
743,2452,2360220,6212,2360220
743,2452,2360870,6212,2360870
743,2452,2361190,6212,2361190
743,2452,2361190,6212,2361190
743,2452,2362190,6212,2362190
743,2452,2362190,6212,2362190
744,2460,2364190,6212,2364190
744,2460,2364190,6212,2364190
744,2460,2365190,6212,2365190
744,2460,2366000,6212,2366000
744,2460,2367000,6212,2367000
744,2460,2367470,6212,2367470
744,2460,2367470,6212,2367470
744,2460,2368470,6212,2368470
744,2460,2369470,6212,2369470
745,2468,2370470,6212,2370470
745,2468,2371280,6212,2371280
745,2468,2372280,6212,2372280
745,2468,2373090,6212,2373090
745,2468,2373560,6212,2373560
745,2468,2374110,6212,2374110
745,2468,2374110,6212,2374110
745,2468,2375110,6212,2375110
745,2468,2375110,6212,2375110
745,2468,2376110,6212,2376110
745,2468,2377110,6212,2377110
746,2476,2377920,6212,2377920
746,2476,2378390,6212,2378390
746,2476,2379390,6212,2379390
746,2476,2379390,6212,2379390
746,2476,2380390,6212,2380390
746,2476,2380860,6212,2380860
746,2476,2381860,6212,2381860
746,2476,2382860,6212,2382860
746,2476,2383320,6212,2383320
746,2476,2383790,6212,2383790
747,2484,2384260,6212,2384260
747,2484,2384490,6212,2384490
747,2484,2385040,6212,2385040
747,2484,2385510,6212,2385510
747,2484,2386100,6212,2386100
747,2484,2387100,6212,2387100
747,2484,2388100,6212,2388100
747,2484,2389100,6212,2389100
748,2492,2397100,6212,2397100
748,2492,2397100,6212,2397100
748,2492,2398100,6212,2398100
748,2492,2399100,6212,2399100
748,2492,2400100,6212,2400100
748,2492,2400100,6212,2400100
748,2492,2400570,6212,2400570
749,2500,2401040,6212,2401040
749,2500,2403040,6212,2403040
749,2500,2404040,6212,2404040
749,2500,2404850,6212,2404850
749,2500,2405850,6212,2405850
749,2500,2406660,6212,2406660
749,2500,2407130,6212,2407130
749,2500,2408130,6212,2408130
749,2500,2408130,6212,2408130
749,2500,2408130,6212,2408130
749,2500,2408450,6212,2408450
750,2508,2409260,6212,2409260
750,2508,2410070,6212,2410070
750,2508,2411070,6212,2411070
750,2508,2412070,6212,2412070
750,2508,2413070,6212,2413070
750,2508,2413880,6212,2413880
750,2508,2414880,6212,2414880
750,2508,2415880,6212,2415880
750,2508,2415880,6212,2415880
751,2516,2416880,6212,2416880
751,2516,2417880,6212,2417880
751,2516,2418690,6212,2418690
751,2516,2419500,6212,2419500
751,2516,2420500,6212,2420500
751,2516,2421500,6212,2421500
752,2524,2429500,6212,2429500
752,2524,2430500,6212,2430500
752,2524,2431150,6212,2431150
753,2532,2431960,6212,2431960
753,2532,2432770,6212,2432770
753,2532,2433770,6212,2433770
753,2532,2434770,6212,2434770
753,2532,2435770,6212,2435770
753,2532,2436580,6212,2436580
753,2532,2437580,6212,2437580
753,2532,2437580,6212,2437580
753,2532,2438390,6212,2438390
754,2540,2439390,6212,2439390
754,2540,2439620,6212,2439620
754,2540,2439940,6212,2439940
754,2540,2440100,6212,2440100
754,2540,2440750,6212,2440750
754,2540,2441750,6212,2441750
754,2540,2442750,6212,2442750
754,2540,2443750,6212,2443750
754,2540,2444220,6212,2444220
755,2548,2452220,6212,2452220
755,2548,2453220,6212,2453220
755,2548,2453220,6212,2453220
756,2556,2455220,6212,2455220
756,2556,2456220,6212,2456220
756,2556,2457030,6212,2457030
756,2556,2458030,6212,2458030
756,2556,2458030,6212,2458030
756,2556,2458030,6212,2458030
756,2556,2458840,6212,2458840
756,2556,2459110,6212,2459110
756,2556,2460110,6212,2460110
756,2556,2460110,6212,2460110
756,2556,2460660,6212,2460660
756,2556,2461660,6212,2461660
757,2564,2469660,6212,2469660
758,2572,2470660,6212,2470660
758,2572,2471660,6212,2471660
758,2572,2472130,6212,2472130
758,2572,2473130,6212,2473130
758,2572,2473600,6212,2473600
758,2572,2474600,6212,2474600
758,2572,2474600,6212,2474600
758,2572,2475600,6212,2475600
758,2572,2476060,6212,2476060
758,2572,2477060,6212,2477060
759,2580,2478060,6212,2478060
759,2580,2479060,6212,2479060
759,2580,2479870,6212,2479870
759,2580,2480870,6212,2480870
759,2580,2481870,6212,2481870
759,2580,2482520,6212,2482520
759,2580,2483520,6212,2483520
760,2588,2484520,6212,2484520
760,2588,2485520,6212,2485520
760,2588,2486330,6212,2486330
760,2588,2486560,6212,2486560
760,2588,2487370,6212,2487370
760,2588,2488370,6212,2488370
760,2588,2488370,6212,2488370
760,2588,2488370,6212,2488370
760,2588,2488370,6212,2488370
760,2588,2488600,6212,2488600
760,2588,2489600,6212,2489600
760,2588,2490600,6212,2490600
760,2588,2491600,6212,2491600
760,2588,2491970,6212,2491970
760,2588,2492970,6212,2492970
761,2596,2493970,6212,2493970
761,2596,2494780,6212,2494780
761,2596,2494780,6212,2494780
761,2596,2495780,6212,2495780
761,2596,2496250,6212,2496250
761,2596,2496250,6212,2496250
761,2596,2497060,6212,2497060
761,2596,2498060,6212,2498060
761,2596,2499060,6212,2499060
761,2596,2499870,6212,2499870
761,2596,2500870,6212,2500870
762,2604,2501870,6212,2501870
763,2612,2509870,6212,2509870
763,2612,2510190,6212,2510190
763,2612,2511190,6212,2511190
763,2612,2511190,6212,2511190
763,2612,2512190,6212,2512190
763,2612,2513190,6212,2513190
763,2612,2514190,6212,2514190
763,2612,2514190,6212,2514190
763,2612,2514660,6212,2514660
763,2612,2514660,6212,2514660
763,2612,2514980,6212,2514980
764,2620,2515980,6212,2515980
764,2620,2516980,6212,2516980
764,2620,2517790,6212,2517790
764,2620,2518790,6212,2518790
764,2620,2519260,6212,2519260
764,2620,2520260,6212,2520260
764,2620,2521260,6212,2521260
764,2620,2522260,6212,2522260
765,2628,2522910,6212,2522910
765,2628,2523230,6212,2523230
765,2628,2524230,6212,2524230
765,2628,2525230,6212,2525230
765,2628,2525780,6212,2525780
765,2628,2526780,6212,2526780
765,2628,2526780,6212,2526780
765,2628,2527780,6212,2527780
765,2628,2528780,6212,2528780
766,2636,2529780,6212,2529780
766,2636,2530370,6212,2530370
766,2636,2530840,6212,2530840
766,2636,2531840,6212,2531840
766,2636,2532840,6212,2532840
766,2636,2533840,6212,2533840
766,2636,2533840,6212,2533840
766,2636,2534840,6212,2534840
767,2644,2542840,6212,2542840
767,2644,2543840,6212,2543840
768,2652,2544310,6212,2544310
768,2652,2544960,6212,2544960
768,2652,2545430,6212,2545430
768,2652,2546240,6212,2546240
768,2652,2548240,6212,2548240
768,2652,2549240,6212,2549240
768,2652,2550240,6212,2550240
768,2652,2551050,6212,2551050
768,2652,2552050,6212,2552050
768,2652,2552050,6212,2552050
769,2660,2552860,6212,2552860
769,2660,2552860,6212,2552860
769,2660,2553860,6212,2553860
769,2660,2554330,6212,2554330
769,2660,2555140,6212,2555140
769,2660,2555460,6212,2555460
769,2660,2556460,6212,2556460
769,2660,2557460,6212,2557460
769,2660,2557780,6212,2557780
769,2660,2558590,6212,2558590
769,2660,2558590,6212,2558590
769,2660,2559240,6212,2559240
770,2668,2559890,6212,2559890
770,2668,2559890,6212,2559890
770,2668,2560890,6212,2560890
770,2668,2560890,6212,2560890
770,2668,2561890,6212,2561890
770,2668,2562360,6212,2562360
770,2668,2562680,6212,2562680
770,2668,2563490,6212,2563490
770,2668,2564490,6212,2564490
770,2668,2565300,6212,2565300
770,2668,2566110,6212,2566110
770,2668,2567110,6212,2567110
770,2668,2567430,6212,2567430
771,2676,2568430,6212,2568430
771,2676,2569430,6212,2569430
771,2676,2569590,6212,2569590
771,2676,2570400,6212,2570400
771,2676,2571210,6212,2571210
771,2676,2571210,6212,2571210
771,2676,2571210,6212,2571210
771,2676,2571530,6212,2571530
771,2676,2572530,6212,2572530
771,2676,2572850,6212,2572850
771,2676,2573660,6212,2573660
771,2676,2573820,6212,2573820
771,2676,2574630,6212,2574630
772,2684,2582630,6212,2582630
772,2684,2582630,6212,2582630
772,2684,2583630,6212,2583630
773,2692,2584630,6212,2584630
773,2692,2585440,6212,2585440
773,2692,2586030,6212,2586030
773,2692,2586350,6212,2586350
773,2692,2586620,6212,2586620
774,2700,2594620,6212,2594620
774,2700,2595270,6212,2595270
774,2700,2596080,6212,2596080
774,2700,2596540,6212,2596540
774,2700,2597540,6212,2597540
774,2700,2598540,6212,2598540
775,2708,2599540,6212,2599540
775,2708,2599860,6212,2599860
776,2716,2607860,6212,2607860
776,2716,2608320,6212,2608320
776,2716,2609130,6212,2609130
776,2716,2610130,6212,2610130
776,2716,2610590,6212,2610590
776,2716,2611590,6212,2611590
776,2716,2611590,6212,2611590
777,2724,2612590,6212,2612590
777,2724,2613590,6212,2613590
777,2724,2613910,6212,2613910
777,2724,2613910,6212,2613910
777,2724,2614910,6212,2614910
778,2732,2618910,6212,2618910
778,2732,2619560,6212,2619560
778,2732,2619790,6212,2619790
778,2732,2620790,6212,2620790
778,2732,2621440,6212,2621440
778,2732,2621660,6212,2621660
778,2732,2621660,6212,2621660
778,2732,2621660,6212,2621660
778,2732,2622660,6212,2622660
778,2732,2623130,6212,2623130
778,2732,2624130,6212,2624130
778,2732,2624590,6212,2624590
778,2732,2624590,6212,2624590
778,2732,2624910,6212,2624910
778,2732,2625500,6212,2625500
778,2732,2626500,6212,2626500
778,2732,2628500,6212,2628500
778,2732,2628500,6212,2628500
779,2740,2629500,6212,2629500
779,2740,2630310,6212,2630310
779,2740,2631310,6212,2631310
779,2740,2632310,6212,2632310
779,2740,2633310,6212,2633310
779,2740,2633310,6212,2633310
779,2740,2634310,6212,2634310
780,2748,2635310,6212,2635310
780,2748,2636120,6212,2636120
780,2748,2637120,6212,2637120
780,2748,2638120,6212,2638120
780,2748,2638930,6212,2638930
780,2748,2639930,6212,2639930
780,2748,2640930,6212,2640930
781,2756,2648930,6212,2648930
781,2756,2648930,6212,2648930
781,2756,2650930,6212,2650930
781,2756,2651930,6212,2651930
782,2764,2652930,6212,2652930
782,2764,2653930,6212,2653930
782,2764,2654930,6212,2654930
782,2764,2655250,6212,2655250
783,2772,2663250,6212,2663250
783,2772,2664250,6212,2664250
783,2772,2664570,6212,2664570
784,2780,2665570,6212,2665570
784,2780,2665570,6212,2665570
784,2780,2665730,6212,2665730
784,2780,2666730,6212,2666730
784,2780,2667730,6212,2667730
784,2780,2667950,6212,2667950
784,2780,2668760,6212,2668760
784,2780,2669760,6212,2669760
784,2780,2670760,6212,2670760
784,2780,2671760,6212,2671760
784,2780,2671760,6212,2671760
784,2780,2672760,6212,2672760
784,2780,2673760,6212,2673760
785,2788,2674760,6212,2674760
785,2788,2675570,6212,2675570
785,2788,2676570,6212,2676570
785,2788,2677570,6212,2677570
785,2788,2678570,6212,2678570
785,2788,2679570,6212,2679570
785,2788,2679570,6212,2679570
785,2788,2680570,6212,2680570
785,2788,2680570,6212,2680570
785,2788,2681570,6212,2681570
785,2788,2682570,6212,2682570
785,2788,2683570,6212,2683570
786,2796,2684570,6212,2684570
786,2796,2685380,6212,2685380
786,2796,2685750,6212,2685750
786,2796,2686750,6212,2686750
786,2796,2687220,6212,2687220
786,2796,2687690,6212,2687690
786,2796,2688500,6212,2688500
786,2796,2689500,6212,2689500
786,2796,2690500,6212,2690500
786,2796,2690970,6212,2690970
786,2796,2691970,6212,2691970
787,2804,2692970,6212,2692970
787,2804,2693970,6212,2693970
787,2804,2693970,6212,2693970
787,2804,2694440,6212,2694440
787,2804,2695090,6212,2695090
787,2804,2696090,6212,2696090
787,2804,2697090,6212,2697090
787,2804,2697090,6212,2697090
788,2812,2701090,6212,2701090
788,2812,2701740,6212,2701740
788,2812,2702550,6212,2702550
788,2812,2703550,6212,2703550
788,2812,2704360,6212,2704360
788,2812,2705360,6212,2705360
788,2812,2705360,6212,2705360
788,2812,2705680,6212,2705680
788,2812,2705680,6212,2705680
788,2812,2706680,6212,2706680
788,2812,2706680,6212,2706680
788,2812,2707050,6212,2707050
789,2820,2707520,6212,2707520
789,2820,2708520,6212,2708520
789,2820,2709520,6212,2709520
789,2820,2710520,6212,2710520
789,2820,2711520,6212,2711520
789,2820,2712330,6212,2712330
789,2820,2712330,6212,2712330
789,2820,2713330,6212,2713330
789,2820,2713560,6212,2713560
789,2820,2713560,6212,2713560
789,2820,2713560,6212,2713560
789,2820,2714560,6212,2714560
790,2828,2715560,6212,2715560
790,2828,2716030,6212,2716030
790,2828,2716030,6212,2716030
790,2828,2720030,6212,2720030
790,2828,2721030,6212,2721030
790,2828,2722030,6212,2722030
790,2828,2722350,6212,2722350
790,2828,2723350,6212,2723350
790,2828,2724160,6212,2724160
791,2836,2724810,6212,2724810
791,2836,2726810,6212,2726810
791,2836,2727810,6212,2727810
791,2836,2728810,6212,2728810
791,2836,2729810,6212,2729810
791,2836,2730270,6212,2730270
791,2836,2731270,6212,2731270
791,2836,2732080,6212,2732080
792,2844,2733080,6212,2733080
792,2844,2734080,6212,2734080
792,2844,2735080,6212,2735080
792,2844,2736080,6212,2736080
792,2844,2736300,6212,2736300
792,2844,2736950,6212,2736950
792,2844,2737420,6212,2737420
792,2844,2737890,6212,2737890
792,2844,2738700,6212,2738700
792,2844,2739700,6212,2739700
793,2852,2740510,6212,2740510
793,2852,2741510,6212,2741510
793,2852,2741980,6212,2741980
793,2852,2742350,6212,2742350
793,2852,2742720,6212,2742720
793,2852,2743720,6212,2743720
794,2860,2751720,6212,2751720
794,2860,2752530,6212,2752530
794,2860,2753530,6212,2753530
794,2860,2754530,6212,2754530
795,2868,2755530,6212,2755530
795,2868,2755850,6212,2755850
795,2868,2756850,6212,2756850
795,2868,2757850,6212,2757850
795,2868,2758850,6212,2758850
795,2868,2759320,6212,2759320
795,2868,2760320,6212,2760320
795,2868,2761320,6212,2761320
796,2876,2762320,6212,2762320
796,2876,2762780,6212,2762780
796,2876,2762780,6212,2762780
796,2876,2763780,6212,2763780
796,2876,2764590,6212,2764590
796,2876,2765400,6212,2765400
796,2876,2766400,6212,2766400
796,2876,2767210,6212,2767210
796,2876,2768210,6212,2768210
797,2884,2776210,6212,2776210
797,2884,2777210,6212,2777210
797,2884,2777370,6212,2777370
797,2884,2778370,6212,2778370
798,2892,2779370,6212,2779370
798,2892,2780180,6212,2780180
798,2892,2781180,6212,2781180
798,2892,2782180,6212,2782180
798,2892,2782990,6212,2782990
798,2892,2783460,6212,2783460
798,2892,2784460,6212,2784460
798,2892,2785460,6212,2785460
798,2892,2786460,6212,2786460
798,2892,2786690,6212,2786690
798,2892,2786850,6212,2786850
799,2900,2787170,6212,2787170
799,2900,2788170,6212,2788170
799,2900,2789170,6212,2789170
799,2900,2790170,6212,2790170
799,2900,2791170,6212,2791170
799,2900,2791630,6212,2791630
799,2900,2792630,6212,2792630
799,2900,2793630,6212,2793630
800,2908,2794630,6212,2794630
800,2908,2795630,6212,2795630
800,2908,2796630,6212,2796630
800,2908,2800630,6212,2800630
800,2908,2800630,6212,2800630
800,2908,2801630,6212,2801630
800,2908,2802100,6212,2802100
801,2916,2803100,6212,2803100
801,2916,2804100,6212,2804100
801,2916,2805100,6212,2805100
801,2916,2805100,6212,2805100
801,2916,2805910,6212,2805910
801,2916,2805910,6212,2805910
801,2916,2806230,6212,2806230
801,2916,2807230,6212,2807230
801,2916,2808040,6212,2808040
801,2916,2809040,6212,2809040
801,2916,2809040,6212,2809040
801,2916,2809510,6212,2809510
802,2924,2810510,6212,2810510
802,2924,2811510,6212,2811510
802,2924,2812510,6212,2812510
802,2924,2812830,6212,2812830
802,2924,2813640,6212,2813640
802,2924,2814640,6212,2814640
802,2924,2815640,6212,2815640
802,2924,2816290,6212,2816290
802,2924,2817290,6212,2817290
802,2924,2817290,6212,2817290
803,2932,2817750,6212,2817750
803,2932,2818750,6212,2818750
803,2932,2819750,6212,2819750
803,2932,2820750,6212,2820750
803,2932,2821750,6212,2821750
803,2932,2822750,6212,2822750
803,2932,2823560,6212,2823560
804,2940,2825560,6212,2825560
804,2940,2826560,6212,2826560
804,2940,2827110,6212,2827110
804,2940,2828110,6212,2828110
805,2948,2832110,6212,2832110
805,2948,2832920,6212,2832920
805,2948,2833730,6212,2833730
805,2948,2834320,6212,2834320
805,2948,2834790,6212,2834790
806,2956,2842790,6212,2842790
806,2956,2843790,6212,2843790
806,2956,2844790,6212,2844790
806,2956,2845790,6212,2845790
806,2956,2845790,6212,2845790
807,2964,2846790,6212,2846790
807,2964,2847260,6212,2847260
807,2964,2847730,6212,2847730
807,2964,2848540,6212,2848540
807,2964,2849010,6212,2849010
807,2964,2850010,6212,2850010
807,2964,2850480,6212,2850480
807,2964,2850480,6212,2850480
807,2964,2851130,6212,2851130
807,2964,2852130,6212,2852130
807,2964,2852720,6212,2852720
808,2972,2853720,6212,2853720
808,2972,2854720,6212,2854720
808,2972,2855530,6212,2855530
808,2972,2855530,6212,2855530
808,2972,2856080,6212,2856080
808,2972,2857080,6212,2857080
808,2972,2857080,6212,2857080
808,2972,2858080,6212,2858080
808,2972,2858550,6212,2858550
809,2980,2866550,6212,2866550
809,2980,2867550,6212,2867550
809,2980,2869550,6212,2869550
809,2980,2869550,6212,2869550
810,2988,2870550,6212,2870550
810,2988,2871550,6212,2871550
810,2988,2872550,6212,2872550
810,2988,2872780,6212,2872780
810,2988,2873780,6212,2873780
810,2988,2873780,6212,2873780
810,2988,2874780,6212,2874780
810,2988,2875780,6212,2875780
811,2996,2876780,6212,2876780
811,2996,2877100,6212,2877100
811,2996,2878100,6212,2878100
811,2996,2878570,6212,2878570
811,2996,2879570,6212,2879570
811,2996,2880570,6212,2880570
811,2996,2881380,6212,2881380
811,2996,2881380,6212,2881380
811,2996,2882190,6212,2882190
811,2996,2883190,6212,2883190
811,2996,2884190,6212,2884190
811,2996,2885000,6212,2885000
811,2996,2885810,6212,2885810
812,3004,2886810,6212,2886810
812,3004,2887620,6212,2887620
812,3004,2888430,6212,2888430
812,3004,2889430,6212,2889430
812,3004,2890430,6212,2890430
812,3004,2890430,6212,2890430
812,3004,2890430,6212,2890430
812,3004,2890980,6212,2890980
812,3004,2890980,6212,2890980
812,3004,2891450,6212,2891450
812,3004,2892450,6212,2892450
813,3012,2893260,6212,2893260
813,3012,2893580,6212,2893580
813,3012,2894580,6212,2894580
814,3020,2902580,6212,2902580
814,3020,2903580,6212,2903580
814,3020,2904580,6212,2904580
814,3020,2905050,6212,2905050
814,3020,2905860,6212,2905860
814,3020,2906670,6212,2906670
814,3020,2907480,6212,2907480
814,3020,2908130,6212,2908130
814,3020,2908360,6212,2908360
814,3020,2908360,6212,2908360
814,3020,2908590,6212,2908590
815,3028,2909590,6212,2909590
815,3028,2910590,6212,2910590
815,3028,2911590,6212,2911590
815,3028,2912400,6212,2912400
815,3028,2913400,6212,2913400
816,3036,2921400,6212,2921400
816,3036,2921400,6212,2921400
816,3036,2921870,6212,2921870
816,3036,2922870,6212,2922870
816,3036,2923680,6212,2923680
817,3044,2924490,6212,2924490
817,3044,2925140,6212,2925140
817,3044,2925730,6212,2925730
817,3044,2926540,6212,2926540
817,3044,2927540,6212,2927540
817,3044,2928350,6212,2928350
817,3044,2929350,6212,2929350
817,3044,2930160,6212,2930160
818,3052,2931160,6212,2931160
818,3052,2931620,6212,2931620
818,3052,2932090,6212,2932090
818,3052,2932090,6212,2932090
818,3052,2933090,6212,2933090
818,3052,2933570,6212,2933570
818,3052,2933570,6212,2933570
818,3052,2934570,6212,2934570
818,3052,2934800,6212,2934800
818,3052,2935020,6212,2935020
818,3052,2935350,6212,2935350
818,3052,2936350,6212,2936350
818,3052,2937350,6212,2937350
818,3052,2938350,6212,2938350
819,3060,2939350,6212,2939350
819,3060,2940000,6212,2940000
819,3060,2940470,6212,2940470
819,3060,2941470,6212,2941470
819,3060,2942470,6212,2942470
819,3060,2942470,6212,2942470
819,3060,2943280,6212,2943280
819,3060,2943280,6212,2943280
819,3060,2943280,6212,2943280
819,3060,2944090,6212,2944090
819,3060,2944560,6212,2944560
820,3068,2945030,6212,2945030
820,3068,2945500,6212,2945500
820,3068,2945970,6212,2945970
820,3068,2946440,6212,2946440
820,3068,2946440,6212,2946440
820,3068,2946440,6212,2946440
820,3068,2947440,6212,2947440
820,3068,2947440,6212,2947440
820,3068,2948440,6212,2948440
820,3068,2949440,6212,2949440
820,3068,2950250,6212,2950250
820,3068,2950900,6212,2950900
820,3068,2951900,6212,2951900
820,3068,2952370,6212,2952370
820,3068,2953370,6212,2953370
821,3076,2954370,6212,2954370
821,3076,2954370,6212,2954370
821,3076,2954370,6212,2954370
821,3076,2954740,6212,2954740
821,3076,2955740,6212,2955740
821,3076,2956740,6212,2956740
821,3076,2957060,6212,2957060
821,3076,2957220,6212,2957220
821,3076,2958220,6212,2958220
821,3076,2959030,6212,2959030
821,3076,2960030,6212,2960030
822,3084,2968030,6212,2968030
822,3084,2968840,6212,2968840
822,3084,2969840,6212,2969840
822,3084,2970000,6212,2970000
823,3092,2971000,6212,2971000
823,3092,2971470,6212,2971470
823,3092,2972470,6212,2972470
823,3092,2973470,6212,2973470
823,3092,2974470,6212,2974470
823,3092,2975470,6212,2975470
823,3092,2976470,6212,2976470
823,3092,2977470,6212,2977470
824,3100,2978280,6212,2978280
824,3100,2979090,6212,2979090
824,3100,2980090,6212,2980090
824,3100,2980680,6212,2980680
824,3100,2981680,6212,2981680
824,3100,2981680,6212,2981680
824,3100,2982490,6212,2982490
824,3100,2983490,6212,2983490
824,3100,2984490,6212,2984490
825,3108,2985490,6212,2985490
826,3116,2993490,6212,2993490
826,3116,2993960,6212,2993960
826,3116,2994960,6212,2994960
826,3116,2995430,6212,2995430
826,3116,2999430,6212,2999430
826,3116,3000430,6212,3000430
827,3124,3001430,6212,3001430
827,3124,3002240,6212,3002240
827,3124,3003240,6212,3003240
827,3124,3003560,6212,3003560
827,3124,3003560,6212,3003560
827,3124,3004560,6212,3004560
827,3124,3005560,6212,3005560
828,3132,3006560,6212,3006560
828,3132,3007560,6212,3007560
828,3132,3008030,6212,3008030
828,3132,3009030,6212,3009030
828,3132,3009350,6212,3009350
828,3132,3010350,6212,3010350
828,3132,3011000,6212,3011000
828,3132,3012000,6212,3012000
829,3140,3013000,6212,3013000
829,3140,3014000,6212,3014000
829,3140,3014810,6212,3014810
829,3140,3015280,6212,3015280
829,3140,3015280,6212,3015280
829,3140,3016280,6212,3016280
829,3140,3016930,6212,3016930
829,3140,3017930,6212,3017930
829,3140,3018930,6212,3018930
829,3140,3018930,6212,3018930
830,3148,3019930,6212,3019930
830,3148,3020740,6212,3020740
830,3148,3021740,6212,3021740
830,3148,3022740,6212,3022740
830,3148,3023740,6212,3023740
830,3148,3023970,6212,3023970
830,3148,3023970,6212,3023970
830,3148,3024970,6212,3024970
830,3148,3025970,6212,3025970
830,3148,3026970,6212,3026970
831,3156,3027970,6212,3027970
831,3156,3028970,6212,3028970
831,3156,3029970,6212,3029970
831,3156,3030970,6212,3030970
831,3156,3031970,6212,3031970
832,3164,3032970,6212,3032970
832,3164,3032970,6212,3032970
832,3164,3033440,6212,3033440
832,3164,3033440,6212,3033440
832,3164,3034250,6212,3034250
832,3164,3035250,6212,3035250
832,3164,3036250,6212,3036250
832,3164,3037250,6212,3037250
832,3164,3038060,6212,3038060
832,3164,3038870,6212,3038870
832,3164,3039870,6212,3039870
832,3164,3040030,6212,3040030
832,3164,3040250,6212,3040250
832,3164,3041250,6212,3041250
832,3164,3041250,6212,3041250
832,3164,3041720,6212,3041720
832,3164,3042720,6212,3042720
832,3164,3043040,6212,3043040
833,3172,3043690,6212,3043690
833,3172,3044690,6212,3044690
833,3172,3044690,6212,3044690
833,3172,3045010,6212,3045010
833,3172,3045010,6212,3045010
833,3172,3045660,6212,3045660
833,3172,3046470,6212,3046470
833,3172,3047470,6212,3047470
833,3172,3047790,6212,3047790
833,3172,3048600,6212,3048600
833,3172,3049410,6212,3049410
833,3172,3050410,6212,3050410
834,3180,3051410,6212,3051410
834,3180,3052410,6212,3052410
834,3180,3053220,6212,3053220
834,3180,3054220,6212,3054220
834,3180,3055220,6212,3055220
834,3180,3055220,6212,3055220
834,3180,3056220,6212,3056220
834,3180,3057220,6212,3057220
834,3180,3058220,6212,3058220
834,3180,3059220,6212,3059220
834,3180,3060220,6212,3060220
835,3188,3064220,6212,3064220
835,3188,3065220,6212,3065220
835,3188,3066220,6212,3066220
835,3188,3067220,6212,3067220
835,3188,3068220,6212,3068220
835,3188,3068220,6212,3068220
836,3196,3069220,6212,3069220
836,3196,3069690,6212,3069690
836,3196,3070340,6212,3070340
836,3196,3070340,6212,3070340
836,3196,3070340,6212,3070340
836,3196,3070800,6212,3070800
836,3196,3071610,6212,3071610
836,3196,3072610,6212,3072610
836,3196,3072930,6212,3072930
836,3196,3073400,6212,3073400
836,3196,3075400,6212,3075400
836,3196,3075860,6212,3075860
836,3196,3076180,6212,3076180
837,3204,3084180,6212,3084180
837,3204,3085180,6212,3085180
838,3212,3086180,6212,3086180
838,3212,3086830,6212,3086830
838,3212,3087830,6212,3087830
838,3212,3088830,6212,3088830
838,3212,3089830,6212,3089830
