ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_540b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_milli,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_540b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_ratio,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_540b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_q124,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_540b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_milli,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_540b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_ratio
711117.3,16.25,3.99,599531.19,13.7
710926.24,16.25,3.98,599271.52,13.7
710701.97,16.25,3.98,599169.9,13.7
710510.91,16.25,3.98,598985.2,13.7
709493.49,16.25,3.99,598173.8,13.7
709269.21,16.25,3.99,597997.2,13.7
709036.29,16.25,3.98,597878.07,13.7
709036.29,16.25,3.98,597878.07,13.7
709725.36,16.27,4.0,597809.47,13.7
709541.62,16.27,4.0,597460.71,13.7
708524.2,16.27,4.01,596649.3,13.7
708340.46,16.27,4.01,597206.93,13.72
707646.04,16.27,4.01,596521.34,13.72
707421.76,16.27,4.0,596683.81,13.72
707690.52,16.28,4.01,596750.71,13.73
707695.59,16.28,4.02,596473.21,13.72
706678.17,16.29,4.02,595661.8,13.73
706494.43,16.29,4.02,595378.06,13.73
706335.77,16.29,4.02,595829.81,13.74
706198.72,16.29,4.02,595553.77,13.74
705991.06,16.29,4.02,595264.24,13.73
705708.6,16.3,4.03,594756.07,13.73
705706.35,16.3,4.03,594693.07,13.74
705670.88,16.3,4.04,595118.67,13.75
705558.92,16.3,4.04,595364.22,13.76
705351.25,16.3,4.04,595088.86,13.75
705160.2,16.3,4.04,594917.06,13.75
704935.92,16.3,4.04,594815.44,13.75
704778.43,16.3,4.03,594656.44,13.75
703797.25,16.3,4.04,593917.15,13.76
704254.81,16.32,4.05,594067.26,13.76
704512.68,16.33,4.06,593718.15,13.76
704512.68,16.33,4.06,593718.15,13.76
703495.26,16.33,4.07,592906.74,13.76
703500.33,16.34,4.07,592655.4,13.76
703316.59,16.34,4.07,593152.34,13.78
703393.43,16.34,4.08,592962.55,13.77
703103.12,16.33,4.07,592664.01,13.77
702895.45,16.33,4.07,592287.65,13.76
702704.39,16.33,4.07,592986.16,13.78
702421.79,16.33,4.06,592171.61,13.76
701404.36,16.33,4.07,591360.21,13.77
701508.83,16.34,4.07,592233.29,13.79
702227.52,16.36,4.09,592232.17,13.8
702018.79,16.35,4.09,591952.32,13.79
701835.05,16.35,4.09,591541.58,13.78
701651.31,16.35,4.09,592074.01,13.8
701492.65,16.35,4.09,591734.76,13.79
700475.23,16.36,4.09,590923.36,13.8
700214.1,16.35,4.09,591215.06,13.81
700265.86,16.36,4.09,590900.01,13.8
699867.14,16.36,4.09,590899.27,13.81
700092.8,16.36,4.1,590984.36,13.81
699075.38,16.37,4.11,590172.95,13.82
699532.95,16.39,4.12,590323.06,13.83
699349.21,16.38,4.12,590006.94,13.82
699354.27,16.39,4.12,589690.22,13.82
699359.34,16.39,4.13,590160.43,13.83
699247.38,16.39,4.13,589882.79,13.83
699039.71,16.39,4.13,589580.04,13.82
698659.78,16.38,4.12,589372.56,13.82
698468.72,16.38,4.12,589897.12,13.84
698244.45,16.38,4.12,589669.78,13.83
698513.2,16.39,4.13,589775.02,13.84
698513.2,16.39,4.13,589775.02,13.84
698518.27,16.4,4.13,589503.77,13.84
698219.53,16.39,4.13,589210.16,13.83
698035.79,16.39,4.12,588881.84,13.83
697018.37,16.4,4.13,588070.44,13.83
696859.72,16.4,4.13,588521.48,13.85
697164.27,16.41,4.14,588305.69,13.84
696956.61,16.4,4.14,587984.62,13.84
696765.55,16.4,4.14,588488.91,13.85
696532.63,16.4,4.13,588120.34,13.85
696915.59,16.41,4.14,588798.73,13.86
697184.35,16.42,4.15,588814.28,13.87
697000.61,16.42,4.15,588361.76,13.86
697005.68,16.42,4.16,588814.25,13.87
697010.74,16.43,4.16,588593.9,13.87
696898.78,16.43,4.16,588336.14,13.87
696745.22,16.42,4.16,587989.86,13.86
696371.55,16.42,4.15,587769.77,13.86
696678.05,16.43,4.16,588182.59,13.87
696486.99,16.43,4.16,588004.21,13.87
695469.57,16.43,4.17,587192.81,13.87
695257.52,16.43,4.16,586781.31,13.87
695033.24,16.43,4.16,587285.07,13.88
695302.0,16.44,4.17,587351.97,13.89
695118.26,16.44,4.17,586912.96,13.88
694100.84,16.44,4.18,586101.55,13.89
693807.89,16.44,4.17,585812.1,13.88
693624.15,16.44,4.17,586226.07,13.89
693465.49,16.44,4.17,585928.14,13.89
693328.44,16.44,4.17,585660.01,13.89
693131.46,16.44,4.17,585946.57,13.9
693019.85,16.44,4.17,585623.21,13.89
692002.43,16.45,4.18,584811.81,13.9
691876.83,16.45,4.18,584750.21,13.9
692145.59,16.46,4.19,584798.18,13.9
692150.66,16.46,4.19,584529.34,13.9
691463.55,16.46,4.19,584152.24,13.9
691272.49,16.46,4.19,584247.63,13.91
691048.22,16.46,4.19,584104.31,13.91
691758.58,16.48,4.21,584209.88,13.91
691995.16,16.48,4.22,583719.33,13.9
691811.42,16.48,4.22,584263.47,13.92
691429.81,16.48,4.21,583942.57,13.91
691712.76,16.48,4.22,583632.42,13.91
691575.71,16.49,4.22,584416.21,13.93
690594.53,16.49,4.23,583676.92,13.94
689577.11,16.5,4.24,582865.52,13.95
689399.64,16.5,4.24,582901.45,13.95
689201.31,16.5,4.23,582385.76,13.94
690142.19,16.52,4.26,583852.22,13.98
690142.19,16.52,4.26,583852.22,13.98
690410.95,16.53,4.27,583822.48,13.98
690227.21,16.53,4.27,583476.93,13.97
690463.78,16.54,4.27,583939.8,13.99
690721.65,16.55,4.28,583672.46,13.98
690609.69,16.55,4.28,583379.18,13.98
690590.83,16.55,4.29,584069.21,14.0
690399.77,16.55,4.29,583967.38,14.0
690109.46,16.55,4.28,583291.13,13.98
689747.61,16.54,4.27,583729.46,14.0
689702.39,16.54,4.28,583608.75,14.0
689971.15,16.55,4.29,583624.29,14.0
689971.15,16.55,4.29,583624.29,14.0
689976.21,16.55,4.29,583333.45,14.0
689976.21,16.55,4.29,583321.79,14.0
688995.03,16.56,4.3,582582.5,14.0
689261.23,16.57,4.31,582966.0,14.02
689077.49,16.57,4.31,582645.45,14.01
688965.52,16.57,4.31,582393.69,14.01
688757.86,16.57,4.31,582728.25,14.02
688566.8,16.57,4.31,582518.78,14.02
688186.86,16.56,4.3,582174.44,14.01
688186.86,16.56,4.3,582254.36,14.01
688186.86,16.56,4.3,582254.36,14.01
687186.86,16.54,4.28,581254.36,13.99
686904.4,16.55,4.29,580870.75,14.0
687008.87,16.56,4.29,581328.61,14.01
687011.25,16.56,4.29,581340.68,14.01
686899.29,16.56,4.29,581654.7,14.02
686919.03,16.57,4.3,581534.14,14.03
686919.03,16.57,4.3,581534.14,14.03
687629.39,16.59,4.32,581636.86,14.03
687445.66,16.59,4.32,581164.15,14.02
687261.92,16.58,4.32,581635.57,14.04
686807.98,16.58,4.31,581203.12,14.03
686649.33,16.58,4.31,580947.28,14.03
685631.91,16.58,4.32,580135.88,14.03
685631.91,16.58,4.32,580108.01,14.03
685631.91,16.58,4.32,580108.01,14.03
685494.86,16.59,4.32,579760.55,14.03
685287.19,16.58,4.32,580099.41,14.04
685096.14,16.58,4.32,579861.0,14.04
684871.86,16.58,4.32,579845.47,14.04
685140.62,16.59,4.33,579912.37,14.04
684956.88,16.59,4.33,579408.49,14.04
684614.49,16.59,4.33,579798.29,14.05
684477.44,16.59,4.33,579473.76,14.05
684269.77,16.59,4.33,579204.74,14.04
684267.52,16.6,4.33,579451.36,14.05
684267.52,16.6,4.33,579433.48,14.05
684043.25,16.59,4.33,579188.08,14.05
684312.01,16.6,4.34,579293.32,14.06
684128.27,16.6,4.34,578850.72,14.05
683944.53,16.6,4.34,579241.55,14.06
682927.1,16.61,4.35,578430.14,14.07
682768.45,16.61,4.35,578070.0,14.06
682820.21,16.62,4.35,577862.56,14.06
682711.4,16.61,4.35,577765.91,14.06
682503.74,16.61,4.35,577984.3,14.07
682641.42,16.62,4.35,577909.71,14.07
682417.15,16.62,4.35,577985.57,14.07
682502.16,16.63,4.36,577735.12,14.07
682159.77,16.63,4.36,577962.25,14.09
682159.77,16.63,4.36,577962.25,14.09
682038.75,16.63,4.36,577803.91,14.09
682833.17,16.65,4.39,578939.57,14.12
683101.93,16.66,4.4,578955.12,14.12
682438.75,16.66,4.4,578383.22,14.12
682231.08,16.66,4.4,578379.64,14.12
681802.73,16.65,4.39,577640.79,14.11
681611.67,16.65,4.39,577490.94,14.11
681576.21,16.66,4.39,577576.51,14.11
681576.21,16.66,4.39,577576.51,14.11
682173.71,16.67,4.41,577614.49,14.12
681792.1,16.67,4.4,577280.04,14.11
681608.36,16.67,4.4,576859.74,14.1
681424.62,16.66,4.4,577277.73,14.12
681265.97,16.67,4.4,576980.62,14.11
680248.55,16.67,4.41,576169.22,14.12
680111.5,16.67,4.41,575904.06,14.12
680345.44,16.68,4.42,576516.05,14.14
680154.38,16.68,4.42,576371.9,14.14
679930.11,16.68,4.41,576274.19,14.14
679930.11,16.68,4.41,576274.19,14.14
680198.86,16.69,4.43,576379.42,14.14
679820.18,16.68,4.42,576119.55,14.14
679825.25,16.69,4.42,575848.3,14.13
679138.15,16.69,4.42,575414.27,14.14
678947.09,16.68,4.42,575603.6,14.15
678722.81,16.68,4.42,575391.18,14.14
679180.38,16.7,4.43,575541.29,14.15
678996.64,16.7,4.43,575170.31,14.14
679001.71,16.7,4.44,574908.45,14.14
678817.97,16.7,4.44,575323.21,14.15
678498.34,16.7,4.44,575148.32,14.16
678498.34,16.7,4.44,575201.58,14.16
678307.28,16.7,4.44,574985.88,14.16
678083.01,16.7,4.43,575006.92,14.16
678083.01,16.7,4.43,574980.86,14.16
678168.03,16.71,4.44,574778.61,14.16
678434.22,16.72,4.45,575067.64,14.17
678275.42,16.71,4.45,574922.46,14.17
678091.68,16.71,4.45,574631.83,14.16
677979.71,16.72,4.45,574383.71,14.16
678155.0,16.72,4.46,574851.12,14.17
678292.68,16.73,4.46,574815.73,14.18
678068.41,16.73,4.46,574991.8,14.18
678337.17,16.74,4.47,574960.35,14.19
678227.17,16.74,4.47,574850.35,14.18
678043.43,16.73,4.47,574436.94,14.18
677675.95,16.73,4.47,574729.33,14.19
677563.98,16.74,4.47,574338.28,14.19
677281.52,16.75,4.48,573954.67,14.19
677262.66,16.75,4.48,573922.14,14.19
677071.61,16.75,4.48,574120.83,14.2
677176.07,16.75,4.49,574151.9,14.2
677392.85,16.76,4.5,574008.91,14.2
677185.18,16.76,4.49,574347.39,14.21
677022.83,16.76,4.49,574921.67,14.23
676607.5,16.76,4.49,574627.28,14.23
676876.26,16.77,4.5,574732.51,14.24
676692.52,16.77,4.5,574403.26,14.23
676837.52,16.77,4.51,574142.72,14.23
676494.56,16.76,4.5,574018.07,14.23
676124.63,16.76,4.49,573586.56,14.22
676407.58,16.77,4.5,574334.95,14.24
676270.53,16.77,4.5,574090.45,14.23
676271.72,16.77,4.5,574093.25,14.23
676074.74,16.77,4.5,573699.51,14.23
675776.0,16.76,4.5,573427.86,14.22
675649.4,16.76,4.5,574195.46,14.24
675538.79,16.76,4.5,573967.47,14.24
675807.55,16.77,4.51,574034.37,14.25
675623.81,16.77,4.51,573528.43,14.24
675245.13,16.77,4.5,573120.4,14.23
675061.39,16.76,4.5,573578.97,14.24
674902.74,16.76,4.5,573292.55,14.24
675207.29,16.77,4.51,573062.56,14.24
674924.83,16.78,4.52,572678.95,14.24
675045.91,16.79,4.53,573385.15,14.26
675043.66,16.79,4.53,573401.66,14.26
675008.19,16.8,4.53,573488.93,14.27
674896.23,16.8,4.53,573316.18,14.27
674514.62,16.79,4.52,572883.14,14.26
674306.96,16.79,4.52,573071.02,14.27
674557.51,16.8,4.53,573056.08,14.27
674753.55,16.8,4.54,573506.34,14.28
675022.3,16.81,4.55,573611.58,14.29
674810.19,16.81,4.55,573422.95,14.28
674955.19,16.82,4.55,572991.32,14.28
674771.45,16.82,4.55,573392.1,14.29
674587.71,16.82,4.55,573058.17,14.29
674206.1,16.81,4.54,572610.9,14.28
674535.75,16.82,4.55,572388.9,14.27
674328.08,16.82,4.55,572841.02,14.29
674137.02,16.82,4.55,572620.74,14.28
674101.56,16.82,4.55,572819.35,14.29
674370.31,16.83,4.57,572924.58,14.3
673988.71,16.82,4.56,572738.59,14.3
674246.57,16.83,4.57,572403.55,14.29
674251.64,16.83,4.57,572171.4,14.29
674092.99,16.84,4.57,572694.19,14.3
673955.94,16.84,4.57,572298.96,14.3
673958.32,16.84,4.57,572330.58,14.3
673750.66,16.84,4.57,572084.82,14.29
673569.36,16.83,4.57,572703.48,14.31
673359.21,16.83,4.57,572470.46,14.31
673816.78,16.85,4.58,572620.58,14.32
673633.04,16.85,4.58,572259.87,14.31
673449.3,16.85,4.58,571976.13,14.31
673290.64,16.85,4.58,572404.45,14.32
673153.59,16.85,4.58,572156.55,14.32
672136.17,16.86,4.59,571345.14,14.33
672136.17,16.86,4.59,571345.14,14.33
671928.51,16.86,4.59,571033.84,14.33
672188.81,16.86,4.6,571697.13,14.34
672005.26,16.86,4.6,571516.14,14.34
672462.82,16.88,4.61,571666.25,14.35
672095.34,16.88,4.61,571021.81,14.34
671911.6,16.88,4.61,571374.24,14.35
671591.98,16.88,4.61,570969.12,14.35
671852.28,16.89,4.62,570954.25,14.35
671618.25,16.89,4.62,571349.38,14.36
670637.07,16.89,4.63,570610.09,14.37
671094.63,16.91,4.64,570943.76,14.39
671099.7,16.91,4.65,570792.94,14.39
670915.96,16.91,4.65,570295.43,14.38
670938.41,16.91,4.65,570321.12,14.38
670938.41,16.91,4.65,570321.12,14.38
670779.76,16.91,4.65,570649.33,14.39
670642.71,16.91,4.65,570282.55,14.38
670465.24,16.91,4.65,571039.83,14.41
670334.11,16.92,4.65,570304.18,14.39
669962.51,16.91,4.64,569917.91,14.38
670000.49,16.91,4.65,570168.1,14.39
668983.07,16.92,4.66,569356.69,14.4
669251.83,16.93,4.67,569231.81,14.4
669251.83,16.93,4.67,569231.81,14.4
669396.83,16.94,4.67,568933.22,14.4
669244.44,16.94,4.67,569549.55,14.41
669054.43,16.94,4.67,569160.63,14.41
668650.14,16.93,4.66,568793.74,14.4
668701.89,16.93,4.67,568479.36,14.4
668683.04,16.94,4.67,569108.71,14.41
668491.98,16.94,4.67,569047.24,14.42
668267.71,16.94,4.67,568807.16,14.41
668536.46,16.95,4.68,568806.59,14.42
668536.46,16.95,4.68,568823.49,14.42
668352.72,16.95,4.68,568379.21,14.41
668641.95,16.96,4.69,569017.47,14.43
668640.74,16.96,4.69,568721.51,14.42
668432.0,16.95,4.69,568485.03,14.42
668294.95,16.96,4.69,568176.3,14.42
668087.29,16.95,4.69,568575.51,14.43
667905.99,16.95,4.69,568363.39,14.43
667860.77,16.96,4.69,568453.46,14.43
666879.58,16.97,4.7,567714.17,14.44
667148.34,16.98,4.71,567819.41,14.45
667148.34,16.98,4.71,567846.99,14.45
666130.92,16.99,4.72,567035.58,14.46
665749.31,16.98,4.71,566797.3,14.45
665565.57,16.98,4.71,566343.39,14.45
665741.93,16.98,4.72,566889.51,14.46
665551.92,16.98,4.72,566609.77,14.46
665414.87,16.99,4.72,566326.51,14.46
665396.01,16.99,4.72,566120.87,14.45
665244.33,16.99,4.72,566728.18,14.47
665244.33,16.99,4.72,566724.64,14.47
664983.61,16.99,4.72,566388.83,14.47
665252.37,17.0,4.73,566366.63,14.47
665510.23,17.01,4.74,565976.36,14.46
665510.23,17.01,4.74,565999.66,14.46
665326.49,17.01,4.74,566537.21,14.48
665496.58,17.01,4.75,566237.29,14.48
664479.16,17.02,4.76,565425.89,14.48
664038.27,17.01,4.75,564997.4,14.48
663656.66,17.0,4.74,564657.91,14.47
663519.61,17.01,4.74,565504.23,14.49
663237.15,17.02,4.75,565120.62,14.5
663035.48,17.01,4.75,564915.55,14.49
663027.31,17.02,4.75,564420.57,14.48
663048.57,17.02,4.75,564479.19,14.49
663048.57,17.02,4.75,564458.61,14.49
662886.2,17.02,4.75,564173.78,14.48
662645.01,17.01,4.75,564410.21,14.49
662974.65,17.02,4.76,564282.53,14.49
662766.98,17.02,4.76,564567.06,14.5
662385.38,17.02,4.75,564307.1,14.5
662383.13,17.02,4.75,564109.45,14.49
662487.6,17.02,4.76,564558.47,14.51
662945.16,17.04,4.78,564708.58,14.52
662761.42,17.04,4.77,564197.38,14.51
662577.68,17.04,4.77,564604.31,14.52
662580.07,17.04,4.77,564631.02,14.52
662750.15,17.05,4.78,564357.37,14.52
662613.1,17.05,4.78,564112.43,14.51
662405.44,17.05,4.78,564563.96,14.53
662214.38,17.05,4.78,564391.68,14.53
662236.83,17.05,4.78,564466.56,14.53
662236.83,17.05,4.78,564466.56,14.53
662236.83,17.05,4.78,564466.56,14.53
662432.87,17.05,4.79,564805.13,14.54
661415.45,17.06,4.8,563993.73,14.55
661216.71,17.06,4.79,563794.83,14.55
661216.71,17.06,4.79,563794.83,14.55
661485.47,17.07,4.81,563842.79,14.55
661490.54,17.07,4.81,563573.95,14.55
661495.6,17.08,4.81,563312.1,14.54
661311.86,17.08,4.81,563715.82,14.56
661199.9,17.08,4.81,563461.67,14.55
660992.24,17.08,4.81,563185.77,14.55
660801.18,17.08,4.81,563578.63,14.56
660576.9,17.08,4.81,563327.23,14.56
661034.47,17.09,4.83,563477.34,14.57
660666.99,17.09,4.83,562832.9,14.56
660368.25,17.08,4.82,562610.44,14.56
660184.51,17.08,4.82,562966.8,14.57
660261.36,17.09,4.82,562830.68,14.57
660053.69,17.09,4.82,562511.32,14.56
659862.63,17.09,4.82,562889.07,14.58
660079.97,17.1,4.83,563003.78,14.58
660677.46,17.11,4.85,563041.76,14.59
660285.86,17.11,4.84,562759.86,14.58
660102.12,17.11,4.84,562298.4,14.57
659949.74,17.11,4.84,562927.49,14.59
659659.42,17.1,4.84,562686.5,14.59
659659.42,17.1,4.84,562686.5,14.59
659774.41,17.1,4.84,563561.09,14.61
659966.97,17.11,4.85,565272.36,14.66
661403.75,17.15,4.89,565292.33,14.66
661296.13,17.15,4.88,565183.33,14.66
661153.01,17.15,4.89,564440.49,14.64
661421.77,17.16,4.9,564545.73,14.65
661238.03,17.16,4.9,563995.64,14.64
661085.64,17.16,4.9,564553.24,14.66
661084.44,17.17,4.9,564267.32,14.65
660947.39,17.17,4.9,563930.51,14.65
660947.39,17.17,4.9,563930.51,14.65
661181.33,17.17,4.91,564567.96,14.67
661000.03,17.17,4.91,564343.41,14.66
660698.0,17.17,4.9,563930.99,14.65
660395.59,17.17,4.9,563889.09,14.66
660664.34,17.18,4.91,563955.99,14.66
660669.41,17.18,4.92,563678.49,14.66
660485.67,17.18,4.92,563953.96,14.67
659468.25,17.19,4.92,563142.56,14.68
659468.25,17.19,4.92,563142.56,14.68
659309.6,17.19,4.93,562833.8,14.67
659188.58,17.19,4.93,562676.8,14.67
658995.08,17.19,4.93,563285.56,14.69
658863.95,17.19,4.93,562564.26,14.68
658738.36,17.19,4.93,562645.27,14.68
658823.38,17.2,4.94,562772.26,14.7
658146.95,17.2,4.94,562147.06,14.69
658415.71,17.22,4.95,562078.38,14.7
658213.97,17.21,4.95,562042.42,14.7
658471.84,17.22,4.96,561698.62,14.69
658214.46,17.23,4.97,561289.98,14.7
658266.22,17.24,4.97,561158.42,14.7
658530.36,17.25,4.98,562370.95,14.73
658537.28,17.25,4.99,561950.25,14.72
658194.89,17.25,4.99,562420.87,14.74
657984.41,17.25,4.98,562219.15,14.74
657909.58,17.25,4.98,562002.26,14.74
657772.53,17.25,4.99,561432.82,14.72
659033.69,17.28,5.02,563245.79,14.77
659757.92,17.3,5.04,564182.71,14.8
660468.29,17.33,5.06,564288.28,14.8
660167.81,17.32,5.05,563999.71,14.8
660172.88,17.32,5.06,563695.14,14.79
659844.14,17.32,5.05,563366.8,14.78
659660.4,17.32,5.05,563687.72,14.8
659665.47,17.32,5.05,563467.99,14.79
659553.51,17.32,5.06,563224.77,14.79
659345.84,17.32,5.06,563001.8,14.79
659154.78,17.32,5.05,563574.23,14.81
658930.51,17.32,5.05,563425.63,14.81
658548.9,17.31,5.05,563189.69,14.8
659146.4,17.33,5.06,563226.19,14.81
659291.4,17.34,5.07,562786.12,14.8
659092.66,17.33,5.07,562480.34,14.79
658908.92,17.33,5.07,563029.04,14.81
658725.18,17.33,5.07,562676.39,14.8
659054.82,17.34,5.08,562466.01,14.8
658847.16,17.34,5.08,563261.81,14.83
658564.7,17.35,5.09,562753.64,14.83
658193.78,17.34,5.08,562260.48,14.82
658048.83,17.35,5.08,561920.38,14.81
657956.57,17.35,5.08,562491.93,14.83
657844.61,17.35,5.08,562443.75,14.83
657636.94,17.35,5.08,562477.73,14.84
657887.49,17.36,5.09,562344.19,14.84
657852.02,17.36,5.09,562819.89,14.85
658120.78,17.37,5.11,562867.86,14.86
657103.36,17.38,5.12,562056.45,14.87
656919.62,17.38,5.11,561654.45,14.86
656735.88,17.38,5.11,561972.94,14.87
656552.14,17.38,5.11,561661.8,14.87
656440.18,17.38,5.12,561726.85,14.87
656058.57,17.37,5.11,561321.85,14.86
656233.86,17.38,5.12,561031.29,14.86
656042.8,17.38,5.12,561299.78,14.87
656042.8,17.38,5.12,561295.12,14.87
655818.53,17.38,5.11,561120.09,14.87
656087.28,17.39,5.13,561186.99,14.87
655903.54,17.39,5.13,560683.11,14.87
655906.97,17.39,5.13,560743.37,14.87
655723.23,17.39,5.13,561200.73,14.88
655527.07,17.39,5.12,561094.08,14.88
655269.69,17.4,5.13,560685.45,14.89
655177.94,17.4,5.13,561299.51,14.91
655019.29,17.4,5.14,561058.98,14.9
655179.48,17.41,5.14,561269.26,14.91
655376.69,17.42,5.15,561077.94,14.91
654737.38,17.4,5.14,560435.07,14.9
653719.95,17.41,5.15,559623.67,14.91
653582.9,17.42,5.15,559293.3,14.9
653385.92,17.41,5.15,559608.6,14.92
652368.5,17.42,5.16,558797.19,14.93
652647.74,17.43,5.17,558824.69,14.93
652441.95,17.43,5.17,558720.47,14.93
653093.66,17.45,5.19,558661.02,14.93
652909.92,17.45,5.19,558300.67,14.92
652726.18,17.45,5.19,558802.79,14.94
652567.53,17.45,5.19,558415.01,14.94
652430.48,17.45,5.19,558638.7,14.95
652134.67,17.45,5.18,558306.63,14.94
651927.0,17.45,5.18,557965.19,14.93
651735.95,17.45,5.18,557767.78,14.93
651453.48,17.46,5.19,557384.16,14.94
651549.19,17.46,5.2,557431.17,14.94
651513.72,17.46,5.2,557814.45,14.95
651680.09,17.47,5.21,559341.91,15.0
652375.31,17.49,5.23,559443.6,15.0
652460.33,17.5,5.24,559550.89,15.01
652460.33,17.5,5.24,559550.89,15.01
652159.86,17.5,5.23,559263.89,15.0
652159.86,17.5,5.23,559263.89,15.0
652347.6,17.51,5.24,559039.94,15.0
652605.47,17.52,5.25,558786.43,15.0
652605.47,17.52,5.25,558785.23,15.0
652233.86,17.51,5.24,558438.02,14.99
652075.21,17.51,5.24,558398.16,14.99
651938.16,17.51,5.24,558837.23,15.01
651730.49,17.51,5.24,558526.47,15.0
651990.8,17.52,5.25,558352.15,15.0
651945.58,17.52,5.26,558839.42,15.02
652214.33,17.53,5.27,558944.65,15.03
651196.91,17.54,5.28,558133.25,15.04
650903.96,17.54,5.27,557815.6,15.03
650720.22,17.54,5.27,557473.39,15.02
650567.84,17.54,5.27,557833.84,15.04
650377.83,17.54,5.27,557479.36,15.03
650240.78,17.54,5.27,557183.4,15.03
651809.77,17.58,5.31,559090.95,15.08
652078.52,17.59,5.33,559157.86,15.08
652076.54,17.6,5.33,559155.87,15.09
651059.12,17.61,5.34,558344.47,15.1
651060.31,17.61,5.34,558368.04,15.1
651060.31,17.61,5.34,558368.04,15.1
650042.89,17.62,5.35,557556.64,15.11
649859.15,17.62,5.35,557252.75,15.11
649477.54,17.61,5.34,556844.5,15.1
649477.54,17.61,5.34,556844.5,15.1
649477.54,17.61,5.34,556844.5,15.1
649482.61,17.61,5.35,556587.14,15.09
649323.96,17.61,5.35,556908.31,15.11
649186.91,17.61,5.35,556675.56,15.1
648169.49,17.62,5.36,555864.16,15.11
647961.82,17.62,5.36,555644.86,15.11
646944.4,17.63,5.37,554833.45,15.12
646763.1,17.63,5.37,555127.8,15.14
646391.49,17.63,5.36,554920.64,15.13
646095.11,17.62,5.35,554617.71,15.13
645861.08,17.62,5.35,554321.9,15.12
645562.34,17.61,5.35,553966.68,15.11
645562.34,17.61,5.35,553966.68,15.11
645647.36,17.62,5.36,553764.44,15.12
645357.89,17.62,5.35,553474.97,15.11
645615.76,17.63,5.36,553203.64,15.1
645457.1,17.63,5.36,553201.98,15.11
645457.1,17.63,5.36,553201.98,15.11
645110.72,17.62,5.35,552849.06,15.1
644973.67,17.62,5.36,553284.39,15.12
644973.67,17.62,5.36,553319.49,15.12
644954.82,17.62,5.36,553024.76,15.11
644954.82,17.62,5.36,553024.76,15.11
644763.76,17.62,5.36,552724.56,15.11
644539.48,17.62,5.36,553178.13,15.12
644256.88,17.62,5.35,552852.86,15.12
644525.63,17.63,5.36,552919.76,15.12
643508.21,17.64,5.37,552108.36,15.13
643508.21,17.64,5.37,552108.36,15.13
643510.41,17.64,5.37,552153.48,15.13
643515.48,17.64,5.38,551875.98,15.13
643515.48,17.64,5.38,551875.98,15.13
643331.74,17.64,5.38,551592.24,15.13
643336.8,17.65,5.38,552017.62,15.14
643224.84,17.65,5.38,551567.23,15.13
643227.22,17.65,5.38,551568.32,15.13
643208.37,17.65,5.39,552066.25,15.15
643458.92,17.66,5.4,552033.63,15.15
642441.49,17.67,5.41,551222.22,15.16
642217.22,17.67,5.41,551494.56,15.17
642674.79,17.69,5.42,551644.67,15.18
642491.05,17.69,5.42,551328.54,15.18
642307.31,17.69,5.42,551000.22,15.17
642312.37,17.69,5.43,551452.19,15.19
642312.37,17.69,5.43,551452.19,15.19
641294.95,17.7,5.44,550640.79,15.2
640277.53,17.71,5.45,549829.38,15.21
639957.9,17.71,5.45,549301.06,15.2
639766.85,17.71,5.45,549603.39,15.22
639542.57,17.71,5.45,549391.36,15.22
638525.15,17.72,5.46,548579.95,15.23
637525.15,17.7,5.44,547579.95,15.2
637793.91,17.71,5.45,547595.5,15.21
637610.17,17.71,5.45,547204.66,15.2
637610.17,17.71,5.45,547204.66,15.2
637426.43,17.71,5.45,547570.49,15.22
637426.43,17.71,5.45,547570.49,15.22
637431.5,17.72,5.45,547369.46,15.21
637319.53,17.72,5.45,547143.18,15.21
637086.61,17.71,5.45,546888.58,15.21
636878.95,17.71,5.45,546700.14,15.2
635861.52,17.72,5.46,545888.74,15.22
635670.47,17.72,5.46,546122.19,15.23
635560.47,17.72,5.46,546012.22,15.22
635336.19,17.72,5.45,545766.58,15.22
636046.56,17.74,5.48,545869.3,15.23
636046.56,17.74,5.48,545869.3,15.23
635664.95,17.73,5.47,545470.49,15.22
635922.82,17.74,5.48,546106.35,15.24
635770.43,17.74,5.48,545536.61,15.23
635769.23,17.75,5.48,545299.53,15.22
635632.18,17.75,5.48,546078.32,15.25
635435.2,17.75,5.48,545530.35,15.24
635233.46,17.75,5.48,545196.02,15.23
635009.18,17.75,5.48,545666.78,15.25
635277.94,17.76,5.49,545644.58,15.25
635094.2,17.76,5.49,545260.49,15.25
634910.46,17.76,5.49,545673.82,15.26
634751.81,17.76,5.49,545417.92,15.26
