ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6db4-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6db4-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_ratio,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6db4-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_q124,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6db4-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6db4-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_ratio
858395.46,13.82,0.2,195024.54,3.14
858137.96,13.82,0.2,194570.44,3.13
858001.76,13.82,0.2,194391.26,3.13
857744.26,13.81,0.19,194157.63,3.13
857898.01,13.82,0.2,194450.04,3.13
858119.33,13.82,0.2,194587.15,3.13
857969.74,13.82,0.2,194474.63,3.13
858236.09,13.83,0.21,194208.19,3.13
858099.89,13.83,0.21,194077.77,3.13
857711.66,13.82,0.2,193611.07,3.12
857966.72,13.83,0.21,194004.75,3.13
857709.22,13.82,0.2,193550.65,3.12
857451.72,13.82,0.2,193096.55,3.11
857403.59,13.82,0.2,193048.41,3.11
857146.09,13.82,0.2,192594.31,3.1
856970.86,13.82,0.2,192386.69,3.1
856713.36,13.81,0.19,192153.06,3.1
856934.68,13.82,0.2,192184.84,3.1
856934.68,13.82,0.2,192184.57,3.1
856986.61,13.82,0.2,192410.01,3.1
856729.12,13.82,0.2,191955.91,3.1
856471.62,13.82,0.2,191501.81,3.09
856025.98,13.81,0.19,190859.57,3.08
855889.78,13.81,0.19,190840.23,3.08
855731.64,13.81,0.19,190843.36,3.08
855903.45,13.81,0.19,191035.85,3.08
855605.93,13.81,0.19,190735.09,3.08
855327.91,13.81,0.19,190461.52,3.07
854882.28,13.8,0.18,189819.29,3.06
855114.58,13.81,0.19,189854.98,3.07
854857.08,13.8,0.18,189400.88,3.06
854599.58,13.8,0.18,189167.25,3.05
856194.32,13.83,0.21,189073.55,3.05
856366.13,13.83,0.21,189150.13,3.05
856229.93,13.83,0.21,189245.22,3.06
855951.91,13.83,0.21,188967.01,3.05
856252.18,13.83,0.21,188656.02,3.05
855830.03,13.83,0.21,188233.87,3.04
855830.03,13.83,0.21,188233.87,3.04
856001.84,13.83,0.21,188314.44,3.04
856053.77,13.84,0.22,188505.13,3.05
855608.14,13.83,0.21,187862.89,3.04
855779.95,13.84,0.21,187943.46,3.04
856001.27,13.84,0.22,188206.24,3.04
855893.13,13.84,0.22,188185.22,3.04
855595.61,13.83,0.21,188072.96,3.04
855149.97,13.83,0.21,187430.72,3.03
854892.48,13.83,0.21,186976.62,3.02
854894.17,13.83,0.21,186781.71,3.02
855065.98,13.83,0.21,186862.28,3.02
854909.96,13.83,0.21,186736.22,3.02
855131.28,13.84,0.21,186999.0,3.03
854995.07,13.84,0.21,186979.66,3.03
855034.28,13.84,0.22,192798.79,3.12
859665.27,13.91,0.29,192739.5,3.12
859665.27,13.91,0.29,192739.5,3.12
859837.08,13.92,0.29,192931.98,3.12
859700.87,13.92,0.29,192801.57,3.12
859564.67,13.92,0.29,192801.57,3.12
859307.17,13.91,0.29,192347.47,3.11
859307.17,13.91,0.29,192347.47,3.11
859307.17,13.91,0.29,192347.47,3.11
859170.96,13.91,0.29,192217.05,3.11
859170.96,13.91,0.29,192217.05,3.11
859222.9,13.92,0.3,192401.41,3.12
858965.4,13.91,0.29,191947.31,3.11
858667.87,13.91,0.29,191835.04,3.11
858410.38,13.91,0.29,191380.94,3.1
858494.74,13.91,0.29,191268.7,3.1
858237.25,13.91,0.29,190814.6,3.09
858101.04,13.91,0.29,190784.75,3.09
857964.84,13.91,0.29,190684.18,3.09
858020.64,13.91,0.29,190326.01,3.09
858310.05,13.92,0.3,190398.11,3.09
858531.37,13.92,0.3,190429.89,3.09
858253.35,13.92,0.3,190159.23,3.08
858117.15,13.92,0.3,190360.3,3.09
858372.2,13.92,0.3,190425.66,3.09
858236.0,13.92,0.3,190623.55,3.09
857924.74,13.92,0.3,190309.88,3.09
857637.21,13.91,0.29,190016.62,3.08
857501.0,13.91,0.29,189886.2,3.08
857501.0,13.91,0.29,189886.2,3.08
857552.94,13.92,0.3,190070.56,3.08
857552.94,13.92,0.3,190070.3,3.08
857724.75,13.92,0.3,190150.87,3.09
857776.68,13.92,0.3,190341.56,3.09
857640.47,13.92,0.3,190211.14,3.09
857692.41,13.93,0.31,190395.5,3.09
857913.73,13.93,0.31,190427.27,3.09
857616.2,13.93,0.31,190265.08,3.09
857668.13,13.93,0.31,190507.66,3.09
857889.68,13.94,0.32,189967.01,3.09
857546.25,13.93,0.31,189774.52,3.08
857546.25,13.93,0.31,189774.52,3.08
858083.82,13.94,0.32,189923.75,3.09
856994.17,13.94,0.32,189923.48,3.09
857033.38,13.94,0.32,195742.61,3.18
857647.04,13.95,0.33,195856.41,3.19
857454.69,13.95,0.33,195421.11,3.18
857266.68,13.95,0.33,195239.61,3.18
860528.38,14.0,0.38,197013.66,3.21
860142.84,14.0,0.38,196516.73,3.2
860142.84,14.0,0.38,196521.12,3.2
860006.64,14.0,0.38,196491.27,3.2
860058.57,14.0,0.38,196552.96,3.2
860279.89,14.01,0.39,196584.74,3.2
860143.69,14.01,0.39,196707.88,3.2
860315.5,14.01,0.39,196788.46,3.2
860367.43,14.01,0.39,196979.14,3.21
860089.41,14.01,0.39,196707.64,3.2
859953.21,14.01,0.39,196577.22,3.2
860005.14,14.01,0.39,196761.58,3.21
859727.12,14.01,0.39,196488.01,3.2
859439.6,14.01,0.38,196272.67,3.2
859132.51,14.0,0.38,195985.61,3.19
859907.34,14.02,0.39,196308.03,3.2
859540.63,14.01,0.39,195782.47,3.19
859712.44,14.02,0.39,195863.04,3.19
859576.23,14.02,0.39,195955.72,3.2
859388.22,14.01,0.39,195856.31,3.19
859252.01,14.01,0.39,195836.97,3.19
859473.33,14.02,0.4,196011.23,3.2
859337.13,14.02,0.4,195991.89,3.2
859200.92,14.02,0.4,195880.81,3.2
859200.92,14.02,0.4,195880.81,3.2
859012.9,14.02,0.39,195781.4,3.19
859064.84,14.02,0.4,195650.99,3.19
859116.77,14.02,0.4,196021.55,3.2
859168.7,14.02,0.4,196144.52,3.2
859032.5,14.02,0.4,196075.49,3.2
858754.48,14.02,0.4,195801.82,3.2
858456.95,14.02,0.4,195576.48,3.19
858628.76,14.02,0.4,195657.05,3.19
858861.51,14.02,0.4,196114.92,3.2
858582.56,14.02,0.4,195801.05,3.2
858634.49,14.02,0.4,195924.02,3.2
858862.56,14.03,0.41,196063.64,3.2
858862.56,14.03,0.41,196058.99,3.2
858862.56,14.03,0.41,197741.06,3.23
859162.83,14.04,0.42,197430.07,3.23
858740.68,14.03,0.41,197007.92,3.22
858849.41,14.04,0.41,196708.46,3.21
859069.69,14.04,0.42,196763.48,3.22
858791.67,14.04,0.42,196528.49,3.21
858791.67,14.04,0.42,195851.94,3.2
858623.33,14.03,0.41,195984.29,3.2
858487.12,14.03,0.41,195828.76,3.2
858542.92,14.04,0.42,195470.59,3.2
858582.13,14.04,0.42,194917.82,3.19
858287.86,14.03,0.41,194777.09,3.18
858110.18,14.03,0.41,194402.13,3.18
858162.11,14.04,0.42,194525.1,3.18
858214.04,14.04,0.42,194596.23,3.18
861475.75,14.09,0.47,201724.19,3.3
861475.75,14.09,0.47,201723.93,3.3
861475.75,14.09,0.47,201723.93,3.3
861339.54,14.09,0.47,201593.52,3.3
861203.34,14.09,0.47,201593.52,3.3
861259.14,14.09,0.47,201235.34,3.29
861611.46,14.1,0.48,201390.38,3.3
861611.46,14.1,0.48,201634.62,3.3
861354.37,14.1,0.48,201397.56,3.3
861575.69,14.1,0.48,201429.33,3.3
861575.69,14.1,0.48,201770.45,3.3
861627.62,14.11,0.49,201995.89,3.31
861555.74,14.1,0.48,202008.07,3.31
861419.53,14.1,0.48,201984.2,3.31
861639.81,14.11,0.49,202227.58,3.31
861691.74,14.11,0.49,202350.55,3.31
861743.68,14.12,0.49,202421.68,3.32
861477.19,14.11,0.49,202155.63,3.31
862252.02,14.13,0.51,202478.06,3.32
862115.82,14.13,0.51,202458.72,3.32
862155.03,14.13,0.51,202310.07,3.31
862278.32,14.13,0.51,202274.51,3.31
862062.68,14.13,0.51,202126.98,3.31
861926.47,14.13,0.51,202015.9,3.31
861790.26,14.13,0.51,201970.2,3.31
861842.2,14.13,0.51,202047.74,3.31
862014.01,14.13,0.51,202128.31,3.31
861877.8,14.13,0.51,202220.89,3.32
861741.6,14.13,0.51,202084.35,3.31
861793.53,14.14,0.52,202270.04,3.32
862331.09,14.15,0.53,202419.27,3.32
862143.07,14.14,0.52,202235.7,3.32
861950.72,14.14,0.52,201800.4,3.31
862006.53,14.15,0.52,201442.23,3.31
862015.12,14.15,0.53,201244.47,3.3
861758.03,14.14,0.52,201007.4,3.3
862024.38,14.15,0.53,200763.91,3.3
862126.15,14.15,0.53,200764.26,3.3
862178.08,14.16,0.53,200887.24,3.3
862406.15,14.16,0.54,201026.86,3.3
862458.08,14.16,0.54,201149.83,3.3
862629.89,14.17,0.55,201298.12,3.31
862681.82,14.17,0.55,201421.09,3.31
862681.82,14.17,0.55,201421.09,3.31
862733.76,14.17,0.55,201492.21,3.31
862623.76,14.17,0.55,201382.21,3.31
862345.74,14.17,0.55,201194.01,3.31
862600.8,14.17,0.55,201259.37,3.31
862600.8,14.17,0.55,201259.37,3.31
862652.73,14.18,0.56,201532.88,3.31
862704.66,14.18,0.56,201655.86,3.31
862756.59,14.18,0.56,201726.98,3.32
862808.52,14.18,0.56,201849.95,3.32
862980.34,14.19,0.57,201998.24,3.32
862802.32,14.19,0.57,201908.63,3.32
862508.05,14.18,0.56,201767.9,3.32
862559.98,14.18,0.56,201890.87,3.32
862611.91,14.19,0.57,201962.0,3.32
862475.71,14.19,0.57,201831.58,3.32
862475.71,14.19,0.57,201831.58,3.32
862300.47,14.19,0.56,201759.69,3.32
864645.89,14.22,0.6,208673.78,3.43
864967.53,14.23,0.61,209182.88,3.44
864873.95,14.23,0.61,208964.5,3.44
864925.89,14.23,0.61,209087.47,3.44
864977.82,14.23,0.61,209158.6,3.44
864683.55,14.23,0.61,208937.88,3.44
864911.61,14.24,0.61,208921.91,3.44
864775.41,14.24,0.61,209179.56,3.44
864831.21,14.24,0.62,208821.39,3.44
864536.94,14.23,0.61,208519.29,3.43
864545.53,14.24,0.62,208321.53,3.43
864387.39,14.23,0.61,208167.17,3.43
864439.33,14.24,0.62,208290.14,3.43
864491.26,14.24,0.62,208361.27,3.43
864663.07,14.24,0.62,208441.84,3.43
864884.39,14.25,0.63,208704.62,3.44
864596.86,14.25,0.62,208601.93,3.44
864818.18,14.25,0.63,208633.71,3.44
864818.18,14.25,0.63,208633.71,3.44
864870.12,14.25,0.63,208859.14,3.44
864733.91,14.25,0.63,208813.45,3.44
864436.38,14.25,0.63,208668.4,3.44
864488.32,14.25,0.63,208745.93,3.44
864708.59,14.26,0.64,208800.95,3.44
864936.66,14.26,0.64,209332.71,3.45
864988.59,14.26,0.64,209455.68,3.45
864694.32,14.26,0.64,209128.64,3.45
864915.64,14.27,0.64,209262.87,3.45
865087.45,14.27,0.65,209343.44,3.45
865139.38,14.27,0.65,209534.13,3.46
865003.18,14.27,0.65,209403.71,3.46
865055.11,14.28,0.65,209588.07,3.46
869533.38,14.35,0.73,210235.09,3.47
870215.57,14.36,0.74,210306.02,3.47
870215.57,14.36,0.74,210306.02,3.47
870215.57,14.36,0.74,210306.02,3.47
870897.75,14.38,0.76,210376.94,3.47
870949.69,14.38,0.76,210499.92,3.48
871001.62,14.38,0.76,210571.04,3.48
870869.28,14.38,0.76,209928.96,3.47
870877.88,14.38,0.76,209831.51,3.47
870741.67,14.38,0.76,209812.17,3.47
870793.6,14.39,0.77,209863.35,3.47
870845.53,14.39,0.77,209986.32,3.47
870709.33,14.39,0.77,209901.23,3.47
870761.26,14.39,0.77,210024.21,3.47
870483.25,14.39,0.77,209753.13,3.47
870535.18,14.39,0.77,209824.25,3.47
870535.18,14.39,0.77,209824.25,3.47
870590.98,14.39,0.77,209466.08,3.46
870312.96,14.39,0.77,209277.87,3.46
870133.42,14.39,0.77,208896.51,3.45
870185.35,14.39,0.77,209019.49,3.46
869887.83,14.39,0.77,208874.43,3.46
870059.64,14.39,0.77,209022.72,3.46
869843.61,14.39,0.77,208787.58,3.45
869895.54,14.39,0.77,208910.56,3.46
869895.54,14.39,0.77,208914.95,3.46
869895.54,14.39,0.77,208914.95,3.46
869759.34,14.39,0.77,208823.81,3.46
869531.32,14.39,0.77,208685.2,3.45
869583.25,14.39,0.77,208554.78,3.45
869583.25,14.39,0.77,208550.13,3.45
869755.06,14.4,0.78,209033.89,3.46
869477.05,14.39,0.77,208738.01,3.46
869698.37,14.4,0.78,208769.79,3.46
869750.3,14.4,0.78,208995.22,3.46
869802.23,14.4,0.78,209118.2,3.46
869535.75,14.4,0.78,208888.05,3.46
869535.75,14.4,0.78,208888.05,3.46
869399.54,14.4,0.78,208796.92,3.46
870013.2,14.41,0.79,208910.71,3.46
869715.68,14.41,0.79,208765.66,3.46
869330.14,14.4,0.78,208268.73,3.45
869382.07,14.41,0.79,208391.7,3.45
869650.2,14.41,0.79,208537.12,3.46
869562.68,14.41,0.79,208631.53,3.46
869426.48,14.41,0.79,208585.84,3.46
869654.54,14.42,0.8,208873.22,3.46
869377.73,14.41,0.79,208576.41,3.46
869083.45,14.41,0.79,208274.31,3.45
869135.39,14.41,0.79,208397.28,3.46
868999.18,14.41,0.79,208306.15,3.45
868862.98,14.41,0.79,208175.73,3.45
868914.91,14.41,0.79,208360.09,3.46
868778.7,14.41,0.79,208229.67,3.45
868830.63,14.42,0.8,208414.03,3.46
868882.57,14.42,0.8,208532.55,3.46
868746.36,14.42,0.8,208462.12,3.46
868746.36,14.42,0.8,210144.19,3.49
868746.36,14.42,0.8,209467.63,3.48
868967.68,14.43,0.8,209499.41,3.48
868670.16,14.42,0.8,209337.22,3.48
868841.97,14.43,0.81,209698.72,3.48
868893.9,14.43,0.81,209821.69,3.48
868945.83,14.43,0.81,209892.82,3.49
868997.76,14.43,0.81,210015.79,3.49
869344.47,14.44,0.82,209952.11,3.49
869186.33,14.44,0.82,209797.75,3.48
872375.81,14.49,0.87,216572.22,3.6
872597.13,14.5,0.88,216706.45,3.6
872460.92,14.5,0.88,216576.03,3.6
872324.72,14.5,0.88,216576.03,3.6
872136.7,14.49,0.87,216394.53,3.6
872188.63,14.5,0.88,216517.51,3.6
871989.54,14.49,0.87,216471.08,3.6
871989.54,14.49,0.87,216471.08,3.6
871989.54,14.49,0.87,216471.08,3.6
872041.47,14.5,0.88,216542.2,3.6
871905.26,14.5,0.88,216591.27,3.6
871957.2,14.5,0.88,216591.64,3.6
872009.13,14.5,0.88,216714.62,3.6
872061.06,14.51,0.88,216785.74,3.61
871924.85,14.51,0.88,216766.41,3.61
872146.18,14.51,0.89,216940.66,3.61
872009.97,14.51,0.89,216810.25,3.61
872009.97,14.51,0.89,216810.25,3.61
871860.39,14.51,0.89,216728.67,3.61
871860.39,14.51,0.89,216729.8,3.61
872182.03,14.51,0.89,217238.9,3.62
872086.54,14.51,0.89,217017.25,3.61
871928.41,14.51,0.89,216859.11,3.61
871792.2,14.51,0.89,216728.69,3.61
871648.83,14.51,0.89,216654.47,3.61
871648.83,14.51,0.89,216655.19,3.61
871648.83,14.51,0.89,216653.35,3.61
871700.76,14.51,0.89,216837.71,3.61
871955.82,14.52,0.9,216903.07,3.61
872177.14,14.52,0.9,217234.89,3.62
872432.2,14.53,0.91,217300.26,3.62
872687.25,14.53,0.91,217923.1,3.63
872739.18,14.54,0.92,218046.08,3.63
872791.12,14.54,0.92,218117.2,3.63
872843.05,14.54,0.92,218240.18,3.64
872706.84,14.54,0.92,218171.15,3.64
872758.78,14.55,0.93,218289.66,3.64
872930.59,14.55,0.93,218436.28,3.64
873150.86,14.56,0.93,218491.3,3.64
873150.86,14.56,0.93,221200.66,3.69
873202.8,14.56,0.94,221455.18,3.69
872915.27,14.55,0.93,221389.89,3.69
872967.2,14.56,0.94,221512.86,3.69
872967.2,14.56,0.94,221512.86,3.69
873019.13,14.56,0.94,221583.99,3.7
873190.95,14.56,0.94,221664.56,3.7
872912.93,14.56,0.94,221477.89,3.69
872693.94,14.56,0.94,221264.67,3.69
872948.99,14.56,0.94,221775.48,3.7
872790.85,14.56,0.94,221623.21,3.7
873018.92,14.57,0.95,221607.24,3.7
872714.65,14.56,0.94,221715.52,3.7
872578.44,14.56,0.94,221552.79,3.7
872803.39,14.57,0.95,223423.11,3.73
872615.37,14.56,0.94,223119.27,3.72
872615.37,14.56,0.94,223119.27,3.72
872836.69,14.57,0.95,223151.04,3.72
872888.63,14.57,0.95,223376.48,3.73
872940.56,14.57,0.95,223499.45,3.73
872643.03,14.57,0.95,223354.4,3.73
872643.03,14.57,0.95,223358.79,3.73
872871.1,14.57,0.95,223498.41,3.73
872576.83,14.57,0.95,223357.68,3.73
872315.56,14.57,0.95,223095.36,3.73
872536.89,14.57,0.95,223127.14,3.73
872708.7,14.58,0.96,223438.71,3.73
872572.49,14.58,0.96,223408.86,3.73
872436.29,14.58,0.96,223308.3,3.73
872608.1,14.58,0.96,223384.88,3.73
872310.57,14.58,0.96,223272.62,3.73
872538.64,14.58,0.96,223538.64,3.74
872710.45,14.59,0.97,223619.22,3.74
872416.18,14.58,0.96,223515.08,3.74
872468.11,14.59,0.97,223705.76,3.74
872331.9,14.59,0.97,223675.91,3.74
872503.71,14.59,0.97,223879.01,3.74
872725.03,14.6,0.98,223910.79,3.74
877170.28,14.67,1.05,226752.83,3.79
877034.08,14.67,1.05,226875.97,3.79
876756.06,14.67,1.05,226604.47,3.79
876448.53,14.66,1.04,226369.13,3.79
876500.47,14.67,1.04,226492.11,3.79
876552.4,14.67,1.05,226563.23,3.79
876773.72,14.67,1.05,226595.01,3.79
876773.72,14.67,1.05,226652.52,3.79
876773.72,14.67,1.05,226652.52,3.79
876825.65,14.68,1.06,226877.95,3.8
876528.12,14.67,1.05,226732.9,3.8
876567.34,14.67,1.05,232489.87,3.89
876409.2,14.67,1.05,232335.51,3.89
876461.13,14.67,1.05,232458.48,3.89
876632.94,14.68,1.06,232606.77,3.89
876500.6,14.68,1.06,231964.68,3.88
876321.06,14.68,1.06,231683.63,3.88
876542.38,14.68,1.06,231715.4,3.88
876244.86,14.68,1.06,231553.21,3.88
877878.29,14.71,1.09,232053.65,3.89
877930.22,14.71,1.09,232296.23,3.89
877982.15,14.71,1.09,232419.21,3.89
877982.15,14.71,1.09,232419.21,3.89
877845.95,14.71,1.09,232328.07,3.89
877897.88,14.71,1.09,232451.05,3.9
877719.86,14.71,1.09,232276.03,3.89
877941.18,14.72,1.1,232410.27,3.9
877993.12,14.72,1.1,232533.24,3.9
877805.1,14.72,1.1,232433.84,3.9
877507.57,14.71,1.09,232288.78,3.89
877371.37,14.71,1.09,232219.75,3.89
877213.23,14.71,1.09,232067.17,3.89
877077.03,14.71,1.09,231936.76,3.89
877248.84,14.72,1.1,232240.32,3.9
877300.77,14.72,1.1,232363.3,3.9
877555.82,14.72,1.1,232579.2,3.9
877611.63,14.73,1.11,232221.02,3.9
877901.04,14.73,1.11,232293.13,3.9
880898.59,14.78,1.16,231733.39,3.89
880950.52,14.79,1.17,231856.37,3.89
880814.31,14.79,1.17,231765.23,3.89
881348.14,14.8,1.18,231793.59,3.89
881194.58,14.8,1.17,231659.74,3.89
881194.58,14.8,1.17,231659.74,3.89
881415.9,14.8,1.18,231691.52,3.89
880803.75,14.79,1.17,230953.87,3.88
880803.75,14.79,1.17,230953.61,3.88
880855.69,14.8,1.17,231179.04,3.88
880907.62,14.8,1.18,231302.02,3.89
881079.43,14.8,1.18,231450.3,3.89
880943.22,14.8,1.18,231420.45,3.89
880807.02,14.8,1.18,231319.88,3.89
880509.49,14.8,1.18,231174.83,3.89
880561.43,14.8,1.18,231297.81,3.89
880613.36,14.81,1.18,231368.93,3.89
880834.68,14.81,1.19,231397.01,3.89
880537.15,14.81,1.19,231232.39,3.89
880400.95,14.81,1.19,231292.39,3.89
880112.93,14.8,1.18,231008.73,3.89
879976.73,14.8,1.18,231057.57,3.89
879840.52,14.8,1.18,230872.19,3.88
879704.31,14.8,1.18,230842.33,3.88
879568.11,14.8,1.18,230741.77,3.88
879620.04,14.81,1.19,230864.74,3.89
879620.04,14.81,1.19,230864.74,3.89
879791.85,14.81,1.19,231013.03,3.89
879963.66,14.82,1.19,231093.6,3.89
879963.66,14.82,1.19,231675.01,3.9
880183.94,14.82,1.2,232148.35,3.91
880025.8,14.82,1.2,231990.21,3.91
879747.79,14.81,1.19,231802.0,3.9
879611.58,14.81,1.19,231671.59,3.9
879475.38,14.81,1.19,231671.59,3.9
879527.31,14.82,1.2,231794.56,3.91
879748.63,14.82,1.2,231928.8,3.91
879800.56,14.83,1.2,232051.77,3.91
879664.36,14.83,1.2,231983.7,3.91
879716.29,14.83,1.21,232106.67,3.91
879418.76,14.82,1.2,231961.62,3.91
879418.76,14.82,1.2,231442.37,3.9
879470.69,14.83,1.21,231513.5,3.9
886381.05,14.94,1.32,239451.34,4.04
886602.37,14.95,1.33,239483.11,4.04
886774.18,14.95,1.33,239794.69,4.04
886724.18,14.95,1.33,239744.69,4.04
886724.18,14.95,1.33,239744.43,4.04
886426.66,14.95,1.33,239632.16,4.04
886316.66,14.95,1.33,239522.16,4.04
886316.66,14.95,1.33,239522.16,4.04
886180.45,14.95,1.33,239476.47,4.04
885902.44,14.94,1.32,239202.9,4.03
885954.37,14.95,1.33,239280.43,4.04
886488.2,14.96,1.34,239308.79,4.04
886292.55,14.96,1.33,238981.75,4.03
886292.55,14.96,1.33,240194.43,4.05
886104.53,14.95,1.33,240095.02,4.05
886104.53,14.95,1.33,239843.75,4.05
885968.33,14.95,1.33,239707.22,4.05
886189.65,14.96,1.34,240079.56,4.05
885892.12,14.95,1.33,239767.22,4.05
885944.05,14.96,1.34,239890.19,4.05
886164.33,14.96,1.34,240076.76,4.05
886385.65,14.97,1.35,240108.53,4.05
886249.45,14.97,1.35,240231.68,4.06
886061.43,14.96,1.34,240132.27,4.06
885783.41,14.96,1.34,239772.13,4.05
885647.21,14.96,1.34,239641.71,4.05
885511.0,14.96,1.34,239641.71,4.05
885374.8,14.96,1.34,239596.02,4.05
885426.73,14.96,1.34,239673.55,4.05
885426.73,14.96,1.34,239677.94,4.05
885727.0,14.97,1.35,239366.95,4.05
885429.47,14.97,1.35,239141.62,4.04
885151.46,14.96,1.34,238870.11,4.04
885451.73,14.97,1.35,238559.13,4.03
885190.47,14.97,1.35,238201.78,4.03
885445.52,14.97,1.35,238261.02,4.03
885445.52,14.97,1.35,238318.53,4.03
885666.84,14.98,1.36,238650.35,4.04
885491.61,14.98,1.36,238528.34,4.03
885194.08,14.97,1.35,238458.32,4.03
885351.96,14.98,1.35,238849.63,4.04
884929.81,14.97,1.35,238427.48,4.03
888072.85,15.02,1.4,243117.33,4.11
887894.6,15.02,1.4,243038.14,4.11
888115.92,15.03,1.41,243069.92,4.11
887818.4,15.02,1.4,242907.72,4.11
887396.25,15.02,1.4,242485.57,4.1
887260.04,15.02,1.4,242545.57,4.11
887311.97,15.02,1.4,242668.55,4.11
887363.91,15.02,1.4,242739.67,4.11
887403.12,15.02,1.4,246942.37,4.18
890664.82,15.08,1.46,249454.75,4.22
890489.59,15.08,1.46,249365.27,4.22
890755.94,15.08,1.46,249121.77,4.22
890619.73,15.08,1.46,249102.44,4.22
890841.05,15.09,1.47,249276.69,4.22
890543.53,15.09,1.46,249051.36,4.22
890407.32,15.09,1.46,249021.5,4.22
890271.11,15.09,1.47,248920.94,4.22
890537.46,15.09,1.47,248677.44,4.21
890758.78,15.1,1.48,248709.22,4.22
890461.26,15.09,1.47,248547.03,4.21
890461.26,15.09,1.47,248547.03,4.21
890073.03,15.09,1.47,248057.38,4.21
889936.82,15.09,1.47,248117.38,4.21
889548.6,15.09,1.46,247627.74,4.2
889412.39,15.09,1.46,247597.89,4.2
889584.2,15.09,1.47,247800.89,4.2
889805.52,15.09,1.47,247832.67,4.2
889617.51,15.09,1.47,247649.1,4.2
889356.25,15.09,1.47,247491.88,4.2
889089.76,15.08,1.46,247287.69,4.2
889141.69,15.09,1.47,247513.12,4.2
889193.63,15.09,1.47,247636.1,4.2
888896.1,15.09,1.47,247491.05,4.2
889151.16,15.09,1.47,247706.95,4.2
889014.95,15.09,1.47,247576.53,4.2
889186.76,15.1,1.48,247880.1,4.21
889186.76,15.1,1.48,247880.1,4.21
889050.56,15.1,1.48,247749.68,4.21
888914.35,15.1,1.48,247749.68,4.21
888778.15,15.1,1.48,247703.98,4.21
888500.13,15.09,1.47,247430.42,4.2
888755.19,15.1,1.48,247739.37,4.21
888755.19,15.1,1.48,247739.37,4.21
888810.99,15.1,1.48,247381.2,4.2
888544.51,15.1,1.48,247214.1,4.2
888896.82,15.11,1.49,247369.13,4.2
889118.15,15.11,1.49,247400.91,4.2
889289.96,15.12,1.5,247712.48,4.21
889153.75,15.12,1.5,247682.63,4.21
889017.55,15.12,1.5,247582.07,4.21
889317.82,15.12,1.5,247271.08,4.21
889115.67,15.12,1.5,247068.93,4.2
889287.48,15.13,1.51,247149.5,4.2
888989.95,15.12,1.5,247037.23,4.2
888853.75,15.12,1.5,247129.81,4.2
888575.73,15.12,1.5,246858.31,4.2
888575.73,15.12,1.5,246858.31,4.2
888439.52,15.12,1.5,246828.46,4.2
888439.52,15.12,1.5,246828.46,4.2
888439.52,15.12,1.5,246828.2,4.2
888303.32,15.12,1.5,246727.63,4.2
888167.11,15.12,1.5,246591.09,4.2
888030.91,15.12,1.5,246591.09,4.2
888030.91,15.12,1.5,246591.09,4.2
888082.84,15.12,1.5,246714.07,4.2
888134.77,15.13,1.51,246785.19,4.2
887998.57,15.13,1.51,246765.86,4.2
888219.89,15.13,1.51,246940.11,4.21
888271.82,15.13,1.51,247063.09,4.21
888055.79,15.13,1.51,246853.83,4.21
888227.6,15.14,1.52,247002.11,4.21
888227.6,15.14,1.52,248740.12,4.24
888091.4,15.14,1.52,248609.7,4.24
887803.38,15.13,1.51,248326.13,4.23
887855.31,15.14,1.51,248510.49,4.24
887907.25,15.14,1.52,248633.47,4.24
888079.06,15.14,1.52,248781.75,4.24
887801.04,15.14,1.52,248593.54,4.24
887972.85,15.14,1.52,248674.12,4.24
887836.65,15.14,1.52,248766.7,4.24
887539.12,15.14,1.52,248541.36,4.24
887594.92,15.14,1.52,248183.19,4.23
887406.91,15.14,1.52,248083.78,4.23
887270.7,15.14,1.52,247953.36,4.23
894133.59,15.26,1.64,254167.88,4.34
893945.58,15.26,1.63,253984.32,4.33
893770.34,15.25,1.63,253799.65,4.33
894122.66,15.26,1.64,253954.69,4.33
894122.66,15.26,1.64,253954.69,4.33
894174.59,15.26,1.64,254139.05,4.34
894038.39,15.26,1.64,254008.63,4.34
894090.32,15.27,1.65,254192.99,4.34
893954.11,15.27,1.65,254147.29,4.34
893817.91,15.27,1.65,254062.57,4.34
893869.84,15.27,1.65,254185.54,4.34
893869.84,15.27,1.65,254185.54,4.34
893869.84,15.27,1.65,254185.54,4.34
893489.78,15.26,1.64,253831.09,4.34
893489.78,15.26,1.64,253831.09,4.34
893489.78,15.26,1.64,253831.09,4.34
893710.06,15.27,1.65,254017.66,4.34
892620.42,15.27,1.65,254017.4,4.35
892792.23,15.28,1.66,254097.97,4.35
