ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_23e2-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-origin_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_23e2-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-origin_ratio,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_23e2-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-origin_q124,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_23e2-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-bellman_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_23e2-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-bellman_ratio
874062.9,16.86,3.26,240710.29,4.64
874149.43,16.86,3.27,246489.7,4.76
875005.85,16.88,3.28,246836.03,4.76
874869.87,16.88,3.28,246756.72,4.76
874663.44,16.88,3.28,246556.95,4.76
873977.76,16.87,3.27,245805.05,4.74
873841.79,16.87,3.27,245805.05,4.75
873705.81,16.87,3.27,245725.74,4.74
873569.83,16.87,3.27,245725.74,4.75
873907.97,16.88,3.28,245533.51,4.74
873210.57,16.87,3.27,244790.18,4.73
873548.71,16.88,3.28,244610.04,4.73
873412.74,16.88,3.28,244530.73,4.73
876613.36,16.94,3.35,247884.96,4.79
881799.04,17.04,3.45,249838.41,4.83
881291.64,17.04,3.44,249272.98,4.82
881291.64,17.04,3.44,249272.57,4.82
881344.34,17.04,3.44,249435.41,4.82
881208.36,17.04,3.44,249441.64,4.82
881072.38,17.04,3.44,249356.1,4.82
881072.38,17.04,3.44,249356.08,4.82
880913.71,17.04,3.44,249223.23,4.82
880623.69,17.03,3.44,248937.39,4.82
880487.72,17.03,3.44,248927.49,4.82
880487.72,17.03,3.44,251554.06,4.87
880351.74,17.04,3.44,251484.65,4.87
880215.76,17.04,3.44,251405.34,4.87
880079.78,17.04,3.44,251405.34,4.87
880464.45,17.05,3.45,251507.01,4.87
880328.47,17.05,3.45,251754.2,4.87
880192.49,17.05,3.45,251674.02,4.87
880245.19,17.05,3.45,251854.17,4.88
880885.93,17.07,3.47,251918.6,4.88
880951.25,17.07,3.47,251495.34,4.87
880716.68,17.07,3.47,251173.04,4.87
880580.7,17.07,3.47,251163.14,4.87
880444.72,17.07,3.47,251093.73,4.87
879954.08,17.06,3.46,250695.55,4.86
879818.1,17.06,3.47,250685.66,4.86
879870.81,17.07,3.47,250779.09,4.86
879870.81,17.07,3.47,250261.72,4.85
880061.26,17.07,3.48,250329.36,4.86
879925.28,17.07,3.48,250502.18,4.86
879789.3,17.07,3.48,250508.41,4.86
879653.33,17.07,3.48,250422.87,4.86
880294.07,17.09,3.49,250487.31,4.86
880346.77,17.09,3.5,250598.39,4.87
880642.79,17.1,3.5,250896.96,4.87
880506.81,17.1,3.5,250817.65,4.87
880370.84,17.1,3.51,250817.65,4.87
880423.54,17.11,3.51,250928.73,4.88
881222.92,17.12,3.52,250418.9,4.87
881086.94,17.12,3.53,250413.49,4.87
881139.64,17.13,3.53,249880.32,4.86
881420.75,17.13,3.54,249536.59,4.85
881124.32,17.13,3.53,249246.82,4.85
880999.16,17.13,3.53,249904.42,4.86
880999.16,17.13,3.53,249904.0,4.86
880856.54,17.13,3.53,249746.94,4.86
880720.56,17.13,3.53,249424.54,4.85
880606.22,17.13,3.53,249162.27,4.85
880912.55,17.14,3.54,249347.56,4.85
880540.56,17.14,3.54,249102.0,4.85
880535.53,17.14,3.54,249174.78,4.85
881391.44,17.16,3.56,249521.31,4.86
880980.2,17.15,3.56,249133.88,4.85
880844.22,17.15,3.56,249076.82,4.85
880708.25,17.16,3.56,249002.78,4.85
880503.45,17.15,3.56,248797.98,4.85
880467.39,17.16,3.56,249095.01,4.85
884159.38,17.23,3.63,255273.75,4.97
883923.48,17.23,3.63,254902.03,4.97
883819.96,17.23,3.63,254918.74,4.97
884579.42,17.25,3.65,255078.75,4.97
884076.97,17.24,3.64,254703.91,4.97
884405.44,17.25,3.65,254432.05,4.96
884436.86,17.25,3.65,254279.34,4.96
885413.06,17.27,3.68,255608.42,4.99
885309.54,17.28,3.68,255405.81,4.98
886079.56,17.29,3.7,256267.45,5.0
885789.62,17.29,3.69,255988.32,5.0
885282.22,17.28,3.68,255400.96,4.99
885178.69,17.28,3.69,254915.28,4.98
885178.69,17.28,3.69,254915.25,4.98
885075.17,17.28,3.69,254954.48,4.98
885075.17,17.28,3.69,256886.01,5.02
885189.12,17.29,3.69,257200.38,5.02
884864.8,17.29,3.69,256499.58,5.01
885634.82,17.3,3.71,257644.27,5.03
885634.82,17.3,3.71,257067.78,5.02
886394.29,17.32,3.73,257314.66,5.03
886722.76,17.33,3.73,257597.55,5.03
886216.68,17.32,3.73,257043.84,5.02
886883.17,17.34,3.74,256804.2,5.02
887669.12,17.36,3.76,257165.09,5.03
887664.09,17.36,3.76,257237.87,5.03
887339.77,17.36,3.76,256537.06,5.02
887063.67,17.35,3.76,256117.33,5.01
888287.37,17.38,3.78,256752.74,5.02
887815.14,17.37,3.77,256463.21,5.02
887592.56,17.37,3.77,256319.54,5.02
893838.24,17.49,3.9,263204.14,5.15
893838.24,17.49,3.9,263204.14,5.15
893734.72,17.49,3.9,263298.07,5.15
893734.72,17.49,3.9,263298.07,5.15
894286.77,17.51,3.91,262670.72,5.14
894150.8,17.51,3.91,262946.06,5.15
894838.36,17.52,3.93,264183.99,5.17
894702.38,17.52,3.93,263780.22,5.17
894765.9,17.53,3.93,264098.43,5.17
894619.1,17.53,3.93,263887.02,5.17
894863.14,17.54,3.94,263887.02,5.17
894863.14,17.54,3.94,263887.02,5.17
894863.14,17.54,3.94,263887.02,5.17
894727.16,17.54,3.94,264087.94,5.18
894591.18,17.54,3.94,264155.21,5.18
894591.18,17.54,3.94,264155.21,5.18
894455.21,17.54,3.94,264263.41,5.18
894351.68,17.54,3.94,264357.34,5.18
894011.67,17.53,3.94,264020.94,5.18
894520.09,17.55,3.95,263175.88,5.16
894974.93,17.56,3.96,264499.65,5.19
894838.95,17.56,3.96,264499.65,5.19
894395.31,17.55,3.95,263911.53,5.18
894585.76,17.56,3.96,263911.53,5.18
894585.76,17.56,3.96,263911.53,5.18
894638.46,17.56,3.96,264400.82,5.19
894691.16,17.57,3.97,264589.41,5.19
894587.63,17.57,3.97,264606.13,5.2
895046.72,17.58,3.98,265179.3,5.21
895046.72,17.58,3.98,265179.3,5.21
894910.75,17.58,3.98,265179.3,5.21
895761.28,17.6,4.0,265583.34,5.22
895625.31,17.6,4.0,265670.56,5.22
895625.31,17.6,4.0,265670.56,5.22
895489.33,17.6,4.0,265654.58,5.22
895353.35,17.6,4.0,265583.34,5.22
895217.37,17.6,4.0,265583.34,5.22
894920.95,17.6,4.0,265256.86,5.22
894784.97,17.6,4.0,265256.86,5.22
893784.97,17.58,3.98,264256.86,5.2
893648.99,17.58,3.98,264374.03,5.2
893248.98,17.58,3.98,263754.61,5.19
893710.21,17.59,3.99,264128.58,5.2
893532.25,17.58,3.99,264055.44,5.2
893584.95,17.59,3.99,263522.26,5.19
893902.61,17.59,4.0,263343.31,5.18
894708.34,17.61,4.02,264799.95,5.21
894572.37,17.62,4.02,264151.54,5.2
894955.69,17.62,4.03,264095.36,5.2
895694.43,17.64,4.04,265354.46,5.23
896022.9,17.65,4.05,265082.6,5.22
896054.32,17.65,4.06,264796.29,5.22
895918.35,17.66,4.06,264796.29,5.22
896261.63,17.66,4.07,265778.66,5.24
896557.65,17.67,4.07,265778.66,5.24
896175.89,17.67,4.07,265245.1,5.23
895896.64,17.66,4.07,264967.1,5.22
895949.34,17.67,4.07,264967.1,5.22
895813.36,17.67,4.07,265577.09,5.24
895866.06,17.67,4.07,265577.09,5.24
895730.09,17.67,4.07,265577.09,5.24
895594.11,17.67,4.08,265838.5,5.25
895463.37,17.67,4.07,265646.42,5.24
895327.39,17.67,4.07,265547.86,5.24
895380.09,17.68,4.08,265014.68,5.23
895054.78,17.67,4.07,264688.55,5.23
894944.78,17.67,4.07,264578.55,5.22
894944.78,17.67,4.07,264578.55,5.22
894808.8,17.67,4.07,264247.47,5.22
894921.98,17.68,4.08,264816.94,5.23
894916.96,17.68,4.08,264721.12,5.23
896378.07,17.71,4.11,265841.45,5.25
895992.93,17.71,4.11,265344.9,5.24
895889.41,17.71,4.11,265384.14,5.25
896648.87,17.73,4.13,265521.62,5.25
896512.89,17.73,4.13,265464.55,5.25
896398.55,17.73,4.13,266041.78,5.26
896704.88,17.74,4.14,265984.39,5.26
896601.36,17.74,4.14,266078.31,5.26
897819.3,17.77,4.17,266628.15,5.28
897764.31,17.77,4.17,266997.03,5.28
897450.54,17.76,4.17,266812.95,5.28
897450.54,17.76,4.17,266812.95,5.28
897641.0,17.77,4.17,266812.95,5.28
897641.0,17.77,4.17,266812.95,5.28
897505.02,17.77,4.17,266812.95,5.28
897505.02,17.77,4.17,266819.93,5.28
897369.04,17.77,4.17,267156.08,5.29
897233.06,17.77,4.17,267122.81,5.29
896936.64,17.77,4.17,266849.93,5.29
897159.54,17.77,4.18,266981.48,5.29
896873.46,17.77,4.17,266613.35,5.28
896462.21,17.76,4.17,266133.47,5.27
897690.72,17.79,4.19,266700.81,5.29
897487.38,17.79,4.19,266112.68,5.27
898052.07,17.8,4.2,266998.31,5.29
897916.09,17.8,4.2,266941.24,5.29
897780.11,17.8,4.21,266874.93,5.29
898156.53,17.81,4.21,267433.18,5.3
897902.94,17.81,4.21,267188.58,5.3
897855.72,17.81,4.21,267131.75,5.3
897644.47,17.81,4.21,266986.84,5.3
897508.49,17.81,4.21,266324.43,5.28
898250.18,17.83,4.23,267113.33,5.3
898114.21,17.83,4.23,267034.91,5.3
897978.23,17.83,4.23,266982.22,5.3
897978.23,17.83,4.23,267005.2,5.3
897828.6,17.83,4.23,266903.22,5.3
897892.12,17.83,4.24,267223.17,5.31
897745.33,17.83,4.24,267012.68,5.3
898129.99,17.84,4.24,267012.68,5.3
897817.89,17.84,4.24,267012.68,5.3
897681.91,17.84,4.24,267165.67,5.31
897545.93,17.84,4.24,267012.68,5.31
897632.46,17.84,4.24,267544.18,5.32
897632.46,17.84,4.24,267551.16,5.32
897822.92,17.85,4.25,267997.3,5.33
897686.94,17.85,4.25,267958.99,5.33
897968.05,17.86,4.26,268421.43,5.34
898020.75,17.86,4.26,268384.4,5.34
897884.77,17.86,4.26,268339.29,5.34
897781.25,17.86,4.26,268148.93,5.33
897781.25,17.86,4.26,268233.23,5.34
898816.92,17.88,4.29,268742.93,5.35
898352.49,17.88,4.28,268569.12,5.35
897690.86,17.87,4.27,267798.1,5.33
897554.89,17.87,4.27,267149.69,5.32
897258.46,17.87,4.27,266939.38,5.32
897641.78,17.87,4.28,266883.21,5.31
897518.42,17.88,4.28,267460.06,5.33
897382.45,17.88,4.28,267460.06,5.33
897246.47,17.88,4.28,267460.06,5.33
897108.57,17.88,4.28,267142.3,5.32
900733.6,17.95,4.35,273869.87,5.46
907645.78,18.09,4.49,281778.15,5.62
907509.81,18.09,4.49,281895.1,5.62
907562.51,18.09,4.5,281948.66,5.62
907615.21,18.1,4.5,281817.6,5.62
907479.23,18.1,4.5,281742.87,5.62
907479.23,18.1,4.5,281742.56,5.62
907479.23,18.1,4.5,281742.56,5.62
907354.07,18.1,4.5,282134.49,5.63
907066.98,18.09,4.5,281905.6,5.62
907440.83,18.1,4.51,282130.94,5.63
907304.85,18.1,4.51,282130.94,5.63
907357.55,18.11,4.51,282130.94,5.63
907221.58,18.11,4.51,282392.4,5.64
907085.6,18.11,4.51,282293.78,5.64
906773.5,18.11,4.51,282075.4,5.63
906826.2,18.11,4.51,282075.4,5.63
907122.22,18.12,4.52,282075.4,5.63
906986.25,18.12,4.52,282537.18,5.64
906827.57,18.12,4.52,282378.5,5.64
906827.57,18.12,4.52,282653.35,5.65
907071.6,18.12,4.52,282958.97,5.65
906935.62,18.12,4.53,282958.97,5.65
906563.63,18.12,4.52,282812.31,5.65
906273.61,18.11,4.52,282482.97,5.65
906137.64,18.11,4.52,282482.97,5.65
906001.66,18.11,4.52,282599.02,5.65
905865.68,18.12,4.52,282482.97,5.65
905762.15,18.12,4.52,282576.9,5.65
905869.71,18.12,4.52,282056.11,5.64
906192.4,18.13,4.53,282319.0,5.65
906520.87,18.14,4.54,282047.14,5.64
906290.24,18.14,4.54,281875.62,5.64
907308.81,18.16,4.56,282936.42,5.66
907308.81,18.16,4.56,282961.99,5.66
906947.86,18.16,4.56,282727.57,5.66
907747.24,18.17,4.58,285244.78,5.71
907742.22,18.18,4.58,285351.96,5.71
908598.13,18.2,4.6,285664.09,5.72
908462.16,18.2,4.6,285664.09,5.72
908758.18,18.21,4.61,285664.09,5.72
911958.79,18.27,4.67,286374.62,5.74
911828.05,18.27,4.67,286567.06,5.74
912018.51,18.28,4.68,286678.29,5.74
912018.51,18.28,4.68,286677.88,5.74
911813.71,18.27,4.68,286473.08,5.74
911677.73,18.28,4.68,286793.78,5.75
911730.43,18.28,4.68,286793.78,5.75
911594.46,18.28,4.68,286793.78,5.75
911784.91,18.29,4.69,287284.6,5.76
911648.93,18.29,4.69,287298.62,5.76
913643.35,18.33,4.73,287060.86,5.76
915727.78,18.37,4.78,288175.94,5.78
920840.58,18.48,4.88,292358.3,5.87
920704.6,18.48,4.88,292358.27,5.87
920704.6,18.48,4.88,292694.29,5.88
920568.62,18.48,4.88,292775.4,5.88
920486.73,18.48,4.89,292700.52,5.88
920696.36,18.49,4.89,293018.07,5.89
922752.76,18.54,4.94,295358.27,5.93
922616.78,18.54,4.94,295357.82,5.93
922669.48,18.54,4.94,295357.82,5.94
922533.51,18.54,4.94,295357.82,5.94
921445.69,18.55,4.95,295357.37,5.95
921741.71,18.56,4.96,295530.01,5.95
921583.03,18.56,4.96,295371.16,5.95
921447.05,18.56,4.96,295357.37,5.95
921311.08,18.56,4.96,295680.23,5.96
921175.1,18.56,4.96,295572.22,5.95
921039.12,18.56,4.96,295833.13,5.96
920903.14,18.56,4.96,295833.27,5.96
920531.14,18.55,4.96,295447.5,5.96
920395.17,18.56,4.96,295446.92,5.96
920259.19,18.56,4.96,295446.92,5.96
920123.21,18.56,4.96,295619.75,5.96
919987.24,18.56,4.96,295605.86,5.96
919690.81,18.55,4.96,295265.67,5.96
919532.13,18.55,4.95,295132.83,5.95
919584.83,18.56,4.96,295050.5,5.95
919448.85,18.56,4.96,294973.89,5.95
919152.42,18.55,4.95,294657.59,5.95
919205.12,18.56,4.96,295032.65,5.96
919501.14,18.56,4.97,295032.2,5.96
919365.17,18.56,4.97,295032.2,5.96
919417.87,18.57,4.97,295032.2,5.96
919281.89,18.57,4.97,295087.15,5.96
919145.91,18.57,4.97,295315.34,5.97
919336.37,18.58,4.98,295258.02,5.97
919244.04,18.58,4.98,296240.65,5.99
919253.09,18.58,4.98,295969.82,5.98
919117.11,18.58,4.99,295969.37,5.98
918981.14,18.58,4.99,295969.37,5.99
918759.88,18.58,4.98,295795.19,5.98
918623.9,18.58,4.98,295795.19,5.98
918351.95,18.58,4.99,295916.56,5.99
918404.65,18.59,4.99,295824.85,5.99
918295.97,18.59,4.99,295716.02,5.99
918159.99,18.59,4.99,295730.79,5.99
918024.01,18.59,4.99,295875.0,5.99
917888.04,18.59,4.99,295874.55,5.99
918341.61,18.6,5.0,295874.55,5.99
918205.63,18.6,5.0,295912.72,5.99
918069.65,18.6,5.0,296032.45,6.0
917933.67,18.6,5.0,296015.33,6.0
917986.38,18.61,5.01,296809.48,6.02
917894.05,18.61,5.01,296596.64,6.01
917819.22,18.61,5.01,296740.23,6.02
917819.22,18.61,5.01,296740.23,6.02
917683.24,18.61,5.01,296740.25,6.02
917547.27,18.61,5.01,296739.78,6.02
917599.97,18.62,5.02,296856.7,6.02
917463.99,18.62,5.02,296874.0,6.02
917328.01,18.62,5.02,296921.96,6.03
917192.04,18.62,5.02,297364.9,6.04
917656.42,18.63,5.03,297215.79,6.03
917447.52,18.63,5.03,296985.56,6.03
917288.84,18.62,5.03,296829.34,6.03
917288.84,18.62,5.03,296829.34,6.03
917152.87,18.63,5.03,296828.89,6.03
916916.97,18.62,5.03,297067.07,6.03
916673.94,18.62,5.02,296841.39,6.03
916537.96,18.62,5.02,296841.38,6.03
916590.66,18.63,5.03,296841.38,6.03
916454.69,18.63,5.03,296900.0,6.03
916182.73,18.63,5.03,297106.58,6.04
916235.43,18.63,5.04,297234.83,6.04
916099.46,18.63,5.04,297181.26,6.04
916099.46,18.63,5.04,297181.26,6.04
916099.46,18.63,5.04,297181.26,6.04
916099.46,18.63,5.04,297181.26,6.04
915963.48,18.64,5.04,297181.39,6.05
915827.5,18.64,5.04,297180.81,6.05
915691.52,18.64,5.04,297231.42,6.05
915555.55,18.64,5.04,297209.06,6.05
915555.55,18.64,5.04,297209.06,6.05
915283.59,18.64,5.04,297343.69,6.06
915147.61,18.64,5.04,297313.71,6.06
915011.64,18.64,5.04,297180.81,6.05
914875.66,18.64,5.05,297180.36,6.06
914739.68,18.64,5.05,297180.36,6.06
915035.7,18.65,5.05,297247.32,6.06
914663.7,18.65,5.05,297220.98,6.06
914716.41,18.65,5.05,297206.54,6.06
915101.07,18.66,5.06,297605.16,6.07
915101.07,18.66,5.06,297605.16,6.07
915101.07,18.66,5.06,297605.16,6.07
914986.72,18.66,5.06,298008.63,6.08
914986.72,18.66,5.06,298008.63,6.08
914839.93,18.66,5.06,297273.31,6.06
914881.81,18.67,5.07,298182.58,6.08
914778.26,18.66,5.07,297984.06,6.08
915608.23,18.69,5.09,297349.48,6.07
916438.2,18.71,5.11,298179.45,6.09
915350.38,18.71,5.12,298179.0,6.1
915350.38,18.71,5.12,298179.0,6.1
915214.41,18.71,5.12,298179.14,6.1
915267.11,18.72,5.12,298178.55,6.1
915131.13,18.72,5.12,298178.55,6.1
914995.15,18.72,5.12,298239.84,6.1
914859.17,18.72,5.12,298191.89,6.1
914659.34,18.72,5.12,298045.79,6.1
914523.36,18.72,5.12,298041.04,6.1
914387.38,18.72,5.12,298384.42,6.11
914251.41,18.72,5.12,298221.14,6.11
914251.41,18.72,5.12,298221.14,6.11
916245.83,18.76,5.17,299444.93,6.13
916245.83,18.76,5.17,299444.93,6.13
916109.85,18.77,5.17,299444.48,6.13
916162.56,18.77,5.17,299444.48,6.13
916026.58,18.77,5.17,299444.48,6.14
915890.6,18.77,5.17,299574.57,6.14
915754.62,18.77,5.18,299490.53,6.14
915754.62,18.77,5.18,299490.53,6.14
915618.65,18.77,5.18,299444.48,6.14
915671.35,18.78,5.18,299950.83,6.15
915975.52,18.79,5.19,300103.62,6.16
916805.49,18.81,5.21,299469.04,6.14
916805.49,18.81,5.21,299469.04,6.14
916995.94,18.81,5.22,299468.73,6.14
917048.64,18.82,5.22,299468.73,6.14
917048.64,18.82,5.22,299468.73,6.14
916912.67,18.82,5.22,299468.73,6.15
916776.69,18.82,5.22,299493.21,6.15
916640.71,18.82,5.22,299468.73,6.15
916368.76,18.82,5.22,300065.18,6.16
916232.78,18.82,5.23,299919.1,6.16
916096.8,18.82,5.23,299918.65,6.16
915960.82,18.83,5.23,299918.65,6.16
915960.82,18.83,5.23,299918.65,6.16
915824.85,18.83,5.23,300003.81,6.17
915824.85,18.83,5.23,300003.81,6.17
915688.87,18.83,5.23,299975.37,6.17
915741.57,18.83,5.23,299951.4,6.17
915605.59,18.83,5.24,300000.43,6.17
915480.43,18.83,5.24,300334.32,6.18
915333.64,18.84,5.24,300102.8,6.18
915197.66,18.84,5.24,300102.94,6.18
915197.66,18.84,5.24,300102.94,6.18
914827.51,18.83,5.23,299892.55,6.17
914827.51,18.83,5.23,299892.55,6.17
914691.53,18.83,5.23,299891.96,6.17
914987.56,18.84,5.24,299891.96,6.17
914851.58,18.84,5.24,299918.08,6.18
914904.28,18.84,5.25,299900.15,6.18
914689.67,18.84,5.24,299682.54,6.17
914689.67,18.84,5.24,299682.54,6.17
914553.69,18.84,5.24,299674.35,6.17
914553.69,18.84,5.24,299674.35,6.17
914417.72,18.84,5.25,300204.93,6.19
914281.74,18.84,5.25,300221.44,6.19
914145.76,18.85,5.25,300221.58,6.19
914009.78,18.85,5.25,300220.99,6.19
914062.49,18.85,5.25,300220.99,6.19
912974.67,18.86,5.26,300220.54,6.2
912838.69,18.86,5.26,300241.24,6.2
912466.69,18.85,5.26,299942.37,6.2
912330.71,18.86,5.26,299935.26,6.2
911971.96,18.85,5.25,299782.14,6.2
912024.66,18.85,5.26,299768.55,6.2
911888.68,18.86,5.26,300244.14,6.21
912184.71,18.86,5.27,300487.24,6.21
912048.73,18.86,5.27,300487.38,6.22
912292.76,18.87,5.27,300486.79,6.22
912483.22,18.88,5.28,300507.26,6.22
912347.24,18.88,5.28,300488.28,6.22
912211.26,18.88,5.28,300486.79,6.22
911839.26,18.87,5.28,300167.03,6.21
911295.35,18.88,5.28,300835.43,6.23
911159.38,18.88,5.28,301355.32,6.24
911023.4,18.88,5.28,301441.56,6.25
909935.58,18.89,5.29,301441.11,6.26
909799.6,18.89,5.29,301464.44,6.26
909663.62,18.89,5.29,301426.51,6.26
909854.08,18.9,5.3,301426.51,6.26
910044.53,18.91,5.31,301426.51,6.26
910118.86,18.91,5.31,301168.43,6.26
910004.9,18.91,5.31,300891.96,6.25
909868.93,18.91,5.32,300892.49,6.25
909868.93,18.91,5.32,300892.49,6.25
909732.95,18.91,5.32,300891.96,6.26
909732.95,18.91,5.32,300891.96,6.26
909742.0,18.92,5.32,301174.36,6.26
909742.0,18.92,5.32,301174.36,6.26
909606.02,18.92,5.32,301174.36,6.26
909658.72,18.92,5.32,301174.36,6.27
909522.75,18.92,5.33,301975.8,6.28
909803.86,18.93,5.33,302234.14,6.29
910099.88,18.94,5.34,302233.69,6.29
909963.9,18.94,5.34,302233.69,6.29
909757.47,18.94,5.34,302092.16,6.29
909621.49,18.94,5.34,302135.53,6.29
909485.52,18.94,5.34,302250.3,6.29
909538.22,18.94,5.35,302092.16,6.29
909590.92,18.95,5.35,302775.8,6.31
909465.76,18.95,5.35,302840.57,6.31
909671.87,18.96,5.36,303152.11,6.32
909535.9,18.96,5.36,303152.24,6.32
908448.08,18.97,5.37,303151.79,6.33
908500.78,18.97,5.37,303151.21,6.33
908796.8,18.98,5.38,303151.21,6.33
908500.37,18.97,5.38,302937.86,6.33
908364.39,18.98,5.38,302963.07,6.33
908067.96,18.97,5.37,302875.8,6.33
908067.96,18.97,5.37,302875.8,6.33
907931.99,18.97,5.37,302873.8,6.33
907796.01,18.97,5.37,302853.2,6.33
907796.01,18.97,5.37,302853.2,6.33
907848.71,18.98,5.38,303575.67,6.35
907463.48,18.97,5.37,303300.22,6.34
907327.5,18.97,5.37,303263.18,6.34
906965.5,18.97,5.37,303023.88,6.34
907795.47,18.99,5.39,303853.85,6.36
908091.49,18.99,5.4,303853.4,6.36
907955.52,19.0,5.4,303853.4,6.36
907819.54,19.0,5.4,303979.82,6.36
907447.54,18.99,5.39,303949.28,6.36
907311.56,18.99,5.39,304005.01,6.36
907208.03,18.99,5.4,305411.12,6.39
907126.91,19.0,5.4,304495.5,6.38
906830.48,18.99,5.39,304076.61,6.37
906694.5,18.99,5.39,304076.17,6.37
906558.53,18.99,5.4,304076.16,6.37
906422.55,18.99,5.4,304076.16,6.37
906286.57,19.0,5.4,304078.22,6.37
906351.89,19.0,5.4,303663.07,6.37
906304.67,19.0,5.4,303874.99,6.37
906608.84,19.01,5.41,304139.28,6.38
906450.16,19.01,5.41,303980.63,6.37
906314.19,19.01,5.41,303931.44,6.37
906189.03,19.01,5.41,303788.45,6.37
906080.35,19.01,5.41,303715.55,6.37
906080.35,19.01,5.41,303716.69,6.37
906122.23,19.01,5.42,304290.48,6.38
906952.2,19.03,5.44,303655.91,6.37
906816.22,19.03,5.44,303655.46,6.37
906816.22,19.03,5.44,303655.46,6.37
906680.25,19.04,5.44,303655.46,6.38
906473.22,19.03,5.43,303440.96,6.37
906525.92,19.04,5.44,303458.37,6.37
906389.94,19.04,5.44,303451.62,6.37
906442.64,19.04,5.44,303445.68,6.37
906306.66,19.04,5.45,303440.96,6.38
906306.66,19.04,5.45,303440.96,6.38
906359.37,19.05,5.45,304077.1,6.39
906223.39,19.05,5.45,303993.37,6.39
906087.41,19.05,5.45,303992.93,6.39
905951.43,19.05,5.45,303992.93,6.39
906004.13,19.06,5.46,304109.84,6.4
906056.84,19.06,5.46,304052.3,6.4
906056.84,19.06,5.46,304052.3,6.4
905686.69,19.05,5.46,303662.54,6.39
905550.71,19.06,5.46,303603.56,6.39
905550.71,19.06,5.46,303603.56,6.39
905414.73,19.06,5.46,304017.04,6.4
905278.75,19.06,5.46,303738.6,6.39
905574.78,19.07,5.47,304413.83,6.41
905438.8,19.07,5.47,304413.38,6.41
905302.82,19.07,5.47,304413.38,6.41
905302.82,19.07,5.47,304413.38,6.41
905355.52,19.07,5.47,304437.72,6.41
905219.55,19.07,5.48,304419.81,6.41
905272.25,19.08,5.48,304413.38,6.42
905136.27,19.08,5.48,304413.38,6.42
904764.27,19.07,5.48,303996.25,6.41
904628.29,19.07,5.48,304502.92,6.42
904492.32,19.08,5.48,304336.13,6.42
904356.34,19.08,5.48,304335.68,6.42
904220.36,19.08,5.48,304335.68,6.42
904084.38,19.08,5.48,304351.91,6.42
904380.41,19.09,5.49,304344.3,6.42
904244.43,19.09,5.49,304335.68,6.42
904108.45,19.09,5.49,304673.94,6.43
904108.45,19.09,5.49,304673.94,6.43
903972.47,19.09,5.49,304516.89,6.43
903972.47,19.09,5.49,304516.89,6.43
903972.47,19.09,5.49,304516.89,6.43
903611.29,19.08,5.49,304386.73,6.43
903464.5,19.09,5.49,304395.68,6.43
903328.52,19.09,5.49,304395.23,6.43
903192.54,19.09,5.49,304395.23,6.43
903056.57,19.09,5.49,304427.77,6.44
902897.89,19.09,5.49,304269.65,6.43
903141.92,19.09,5.5,304243.26,6.43
903005.95,19.09,5.5,304237.11,6.43
902715.93,19.09,5.49,303941.01,6.43
903011.95,19.1,5.5,304381.52,6.44
903011.95,19.1,5.5,304381.52,6.44
902875.98,19.1,5.5,304513.24,6.44
902928.68,19.1,5.51,304750.6,6.45
902931.32,19.1,5.51,304751.85,6.45
903761.29,19.12,5.53,304117.27,6.44
903389.29,19.12,5.52,303937.55,6.43
903253.31,19.12,5.52,303937.1,6.43
903557.49,19.13,5.53,303937.1,6.43
903557.49,19.13,5.53,303937.1,6.43
903421.51,19.13,5.53,303945.16,6.44
903285.53,19.13,5.53,303938.5,6.44
903338.23,19.13,5.54,303942.3,6.44
902968.08,19.13,5.53,303937.1,6.44
902832.11,19.13,5.53,304276.63,6.45
902696.13,19.13,5.53,304240.48,6.45
902560.15,19.13,5.53,304172.83,6.45
902560.15,19.13,5.53,304171.84,6.45
902424.17,19.13,5.54,304171.97,6.45
902288.2,19.13,5.54,304171.39,6.45
902340.9,19.14,5.54,304171.39,6.45
902204.92,19.14,5.54,304231.04,6.45
902486.03,19.15,5.55,304177.93,6.45
902782.05,19.16,5.56,304171.39,6.45
902410.05,19.15,5.55,304851.05,6.47
902410.05,19.15,5.55,304851.05,6.47
902122.97,19.15,5.55,304672.65,6.47
902122.97,19.15,5.55,304672.65,6.47
901986.99,19.15,5.55,304394.51,6.46
901851.01,19.15,5.55,304662.06,6.47
901715.03,19.15,5.55,304662.22,6.47
901905.49,19.16,5.56,304661.75,6.47
901609.06,19.15,5.55,304710.11,6.47
901609.06,19.15,5.55,304710.11,6.47
901473.08,19.15,5.55,304724.67,6.47
901337.1,19.15,5.56,304793.53,6.48
901201.12,19.15,5.56,304776.86,6.48
901253.83,19.16,5.56,305206.24,6.49
901253.83,19.16,5.56,305206.24,6.49
