ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2113-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_nodes,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2113-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_gpus,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2113-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_gpu_milli,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2113-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-total_gpus,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2113-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-arrived_gpu_milli
615,1628,1326010,6212,1352330
615,1628,1327010,6212,1353330
615,1628,1327010,6212,1353330
615,1628,1327480,6212,1353800
615,1628,1327480,6212,1353800
616,1630,1328480,6212,1354800
616,1630,1328480,6212,1355270
616,1630,1329480,6212,1356270
617,1632,1330290,6212,1357080
617,1632,1330510,6212,1357300
617,1632,1330510,6212,1357300
617,1632,1331510,6212,1358300
617,1632,1331510,6212,1358300
618,1634,1332510,6212,1359300
618,1634,1333510,6212,1360300
619,1636,1334510,6212,1361300
619,1636,1335510,6212,1362300
620,1638,1336320,6212,1363110
621,1646,1344320,6212,1371110
621,1646,1345320,6212,1372110
622,1650,1345790,6212,1372580
622,1650,1346790,6212,1373580
622,1650,1347250,6212,1374040
622,1650,1347250,6212,1374850
622,1650,1348250,6212,1375850
622,1650,1348720,6212,1376320
622,1650,1349720,6212,1377320
622,1650,1349720,6212,1377910
623,1652,1350370,6212,1378560
623,1652,1351370,6212,1379560
624,1654,1352370,6212,1380560
624,1654,1352370,6212,1381030
624,1654,1356370,6212,1385030
624,1654,1357370,6212,1386030
624,1654,1358370,6212,1387030
625,1662,1366370,6212,1395030
626,1664,1367370,6212,1396030
626,1664,1368370,6212,1397030
627,1666,1369020,6212,1397680
627,1666,1369670,6212,1398330
628,1668,1370480,6212,1399140
629,1676,1371480,6212,1400140
629,1676,1372480,6212,1401140
629,1676,1372480,6212,1401140
630,1678,1373480,6212,1402140
630,1678,1373480,6212,1402140
630,1678,1374290,6212,1402950
630,1678,1374290,6212,1402950
631,1680,1375290,6212,1403950
631,1680,1376100,6212,1404760
631,1680,1377100,6212,1405760
632,1684,1377650,6212,1406310
632,1684,1378120,6212,1406780
632,1684,1379120,6212,1407780
632,1684,1379350,6212,1408010
632,1684,1380350,6212,1409010
632,1684,1381350,6212,1410010
633,1686,1382160,6212,1410820
633,1686,1382970,6212,1411630
634,1688,1383970,6212,1412630
634,1688,1384620,6212,1413280
635,1690,1385620,6212,1414280
636,1698,1393620,6212,1422280
636,1698,1394430,6212,1423090
637,1702,1394900,6212,1423560
637,1702,1395220,6212,1423880
638,1704,1396220,6212,1424880
638,1704,1396220,6212,1425200
638,1704,1396220,6212,1425200
638,1704,1397220,6212,1426200
638,1704,1398220,6212,1427200
638,1704,1398220,6212,1427200
638,1704,1399030,6212,1428010
638,1704,1399490,6212,1428470
638,1704,1400490,6212,1429470
638,1704,1400950,6212,1429930
639,1706,1401760,6212,1430740
639,1706,1401760,6212,1431210
639,1706,1402760,6212,1432210
640,1708,1403760,6212,1433210
640,1708,1404230,6212,1433680
640,1708,1405230,6212,1434680
640,1708,1406230,6212,1435680
640,1708,1407230,6212,1436680
640,1708,1407550,6212,1437000
640,1708,1408550,6212,1438000
641,1716,1409550,6212,1439000
642,1718,1410550,6212,1440000
642,1718,1411550,6212,1441000
643,1720,1412360,6212,1441810
643,1720,1412360,6212,1442620
643,1720,1412820,6212,1443080
643,1720,1412980,6212,1443240
643,1720,1413980,6212,1444240
644,1722,1414980,6212,1445240
644,1722,1415090,6212,1445350
644,1722,1415090,6212,1445350
644,1722,1415900,6212,1446160
645,1724,1416710,6212,1446970
645,1724,1417710,6212,1447970
645,1724,1417710,6212,1447970
646,1726,1418710,6212,1448970
646,1726,1418710,6212,1449200
646,1726,1419520,6212,1450010
647,1728,1420520,6212,1451010
647,1728,1420520,6212,1451820
647,1728,1421520,6212,1452820
647,1728,1421520,6212,1452820
648,1730,1422330,6212,1453630
648,1730,1423330,6212,1454630
649,1732,1424330,6212,1455630
649,1732,1425330,6212,1456630
649,1732,1426140,6212,1457440
650,1734,1426950,6212,1458250
650,1734,1426950,6212,1458250
651,1738,1427420,6212,1458720
651,1738,1428420,6212,1459720
651,1738,1428420,6212,1459720
651,1738,1429420,6212,1460720
652,1740,1430420,6212,1461720
652,1740,1430890,6212,1462190
652,1740,1431890,6212,1463190
652,1740,1432890,6212,1464190
652,1740,1432890,6212,1464190
652,1740,1433700,6212,1465000
653,1742,1434700,6212,1466000
653,1742,1435510,6212,1466810
653,1742,1436510,6212,1467810
653,1742,1436980,6212,1468280
653,1742,1437980,6212,1469280
653,1742,1438980,6212,1470280
654,1750,1439980,6212,1471280
655,1752,1440980,6212,1472280
655,1752,1441980,6212,1473280
655,1752,1442450,6212,1473750
655,1752,1443450,6212,1474750
655,1752,1444450,6212,1475750
655,1752,1444450,6212,1475750
655,1752,1445450,6212,1476750
655,1752,1445450,6212,1476750
655,1752,1445450,6212,1476750
655,1752,1445920,6212,1477220
655,1752,1446920,6212,1478220
656,1756,1447920,6212,1479220
656,1756,1448920,6212,1480220
656,1756,1449920,6212,1481220
656,1756,1450080,6212,1481380
656,1756,1450670,6212,1481970
656,1756,1451670,6212,1482970
656,1756,1451990,6212,1483290
656,1756,1452460,6212,1483760
656,1756,1452460,6212,1483760
656,1756,1453460,6212,1484760
656,1756,1454270,6212,1485570
656,1756,1454270,6212,1485570
656,1756,1455080,6212,1486380
656,1756,1455550,6212,1486850
656,1756,1456550,6212,1487850
656,1756,1456550,6212,1488310
656,1756,1456550,6212,1488310
657,1764,1457550,6212,1489310
657,1764,1458550,6212,1490310
657,1764,1459360,6212,1491120
657,1764,1459830,6212,1491590
657,1764,1460830,6212,1492590
657,1764,1461830,6212,1493590
657,1764,1462830,6212,1494590
657,1764,1462830,6212,1494590
657,1764,1463830,6212,1495590
658,1772,1464830,6212,1496590
658,1772,1465640,6212,1497400
658,1772,1466640,6212,1498400
658,1772,1467190,6212,1498950
658,1772,1467190,6212,1499420
658,1772,1467660,6212,1499890
658,1772,1467660,6212,1499890
658,1772,1467980,6212,1500210
658,1772,1467980,6212,1500210
658,1772,1468980,6212,1501210
658,1772,1469980,6212,1502210
658,1772,1470980,6212,1503210
658,1772,1471630,6212,1503860
658,1772,1471950,6212,1504180
658,1772,1471950,6212,1504180
658,1772,1471950,6212,1505180
658,1772,1472950,6212,1506180
658,1772,1473950,6212,1507180
658,1772,1474760,6212,1507990
658,1772,1474760,6212,1507990
659,1780,1475760,6212,1508990
659,1780,1476410,6212,1509640
659,1780,1476960,6212,1510190
659,1780,1476960,6212,1511190
659,1780,1477960,6212,1512190
659,1780,1477960,6212,1512190
659,1780,1477960,6212,1512190
660,1788,1478960,6212,1513190
660,1788,1478960,6212,1513190
660,1788,1479430,6212,1513660
660,1788,1479430,6212,1514660
660,1788,1479750,6212,1514980
660,1788,1479750,6212,1515450
660,1788,1479750,6212,1516450
660,1788,1480220,6212,1516920
660,1788,1480690,6212,1517390
660,1788,1480690,6212,1517860
660,1788,1481500,6212,1518670
660,1788,1482500,6212,1519670
660,1788,1483500,6212,1520670
660,1788,1483500,6212,1520670
660,1788,1484500,6212,1521670
660,1788,1485500,6212,1522670
660,1788,1485500,6212,1523220
661,1796,1486500,6212,1524220
661,1796,1487500,6212,1525220
661,1796,1487500,6212,1525680
661,1796,1487500,6212,1525680
661,1796,1487500,6212,1525680
662,1804,1488500,6212,1526680
662,1804,1489500,6212,1527680
662,1804,1489500,6212,1528490
662,1804,1489500,6212,1528960
662,1804,1490500,6212,1529960
662,1804,1490870,6212,1530330
662,1804,1491870,6212,1531330
662,1804,1491870,6212,1531330
663,1812,1492870,6212,1532330
663,1812,1493340,6212,1532800
663,1812,1493930,6212,1533390
664,1820,1494930,6212,1534390
664,1820,1495740,6212,1535200
664,1820,1495740,6212,1535200
664,1820,1496740,6212,1536200
664,1820,1496960,6212,1536420
664,1820,1496960,6212,1537420
664,1820,1496960,6212,1537650
664,1820,1497430,6212,1538120
664,1820,1497430,6212,1539120
664,1820,1497750,6212,1539440
664,1820,1497750,6212,1540440
664,1820,1498750,6212,1541440
664,1820,1499750,6212,1542440
664,1820,1499750,6212,1542440
664,1820,1500750,6212,1543440
664,1820,1501750,6212,1544440
664,1820,1502560,6212,1545250
664,1820,1502610,6212,1545300
664,1820,1503610,6212,1546300
664,1820,1503930,6212,1546620
664,1820,1503930,6212,1547620
664,1820,1504930,6212,1548620
665,1828,1505930,6212,1549620
665,1828,1506930,6212,1550620
665,1828,1506930,6212,1551620
666,1836,1507930,6212,1552620
666,1836,1507930,6212,1552620
666,1836,1508930,6212,1553620
666,1836,1509930,6212,1554620
666,1836,1510400,6212,1555090
666,1836,1510620,6212,1555310
666,1836,1512620,6212,1557310
666,1836,1512620,6212,1557310
666,1836,1513620,6212,1558310
666,1836,1514620,6212,1559310
666,1836,1514620,6212,1560120
666,1836,1515620,6212,1561120
666,1836,1515620,6212,1561120
666,1836,1515620,6212,1561440
666,1836,1515620,6212,1562440
666,1836,1515620,6212,1563250
666,1836,1515620,6212,1563250
666,1836,1515620,6212,1563250
666,1836,1516090,6212,1563720
666,1836,1516560,6212,1564190
666,1836,1516560,6212,1564190
666,1836,1517560,6212,1565190
666,1836,1518560,6212,1566190
666,1836,1519370,6212,1567000
666,1836,1519370,6212,1567810
666,1836,1520370,6212,1568810
667,1844,1521370,6212,1569810
667,1844,1522370,6212,1570810
668,1852,1523370,6212,1571810
668,1852,1524370,6212,1572810
668,1852,1524830,6212,1573270
668,1852,1525830,6212,1574270
668,1852,1525830,6212,1574740
668,1852,1526300,6212,1575210
668,1852,1527300,6212,1576210
668,1852,1528110,6212,1577020
669,1860,1529110,6212,1578020
669,1860,1529110,6212,1578020
669,1860,1529920,6212,1578830
669,1860,1530920,6212,1579830
669,1860,1531920,6212,1580830
669,1860,1532730,6212,1581640
669,1860,1533730,6212,1582640
669,1860,1534380,6212,1583290
669,1860,1535380,6212,1584290
669,1860,1535380,6212,1584880
669,1860,1536380,6212,1585880
669,1860,1537190,6212,1586690
669,1860,1538190,6212,1587690
669,1860,1538190,6212,1587690
669,1860,1538190,6212,1587690
669,1860,1538190,6212,1587690
669,1860,1538190,6212,1588160
669,1860,1538740,6212,1588710
669,1860,1539330,6212,1589300
669,1860,1539330,6212,1590300
669,1860,1539330,6212,1590300
669,1860,1539330,6212,1590300
669,1860,1539800,6212,1590770
669,1860,1540610,6212,1591580
669,1860,1541610,6212,1592580
669,1860,1542610,6212,1593580
669,1860,1542840,6212,1593810
670,1868,1543840,6212,1594810
670,1868,1543840,6212,1594810
670,1868,1544000,6212,1594970
670,1868,1544000,6212,1595440
670,1868,1544220,6212,1595660
670,1868,1545220,6212,1596660
670,1868,1545220,6212,1597470
670,1868,1546030,6212,1598280
670,1868,1547030,6212,1599280
670,1868,1547030,6212,1599930
670,1868,1547030,6212,1599930
670,1868,1548030,6212,1600930
670,1868,1548030,6212,1600930
670,1868,1549030,6212,1601930
671,1876,1550030,6212,1602930
671,1876,1551030,6212,1603930
671,1876,1551030,6212,1603930
671,1876,1552030,6212,1604930
671,1876,1553030,6212,1605930
671,1876,1553030,6212,1605930
671,1876,1554030,6212,1606930
671,1876,1555030,6212,1607930
671,1876,1555030,6212,1608250
671,1876,1556030,6212,1609250
671,1876,1556840,6212,1610060
671,1876,1556840,6212,1610870
671,1876,1557300,6212,1611330
672,1884,1561300,6212,1615330
672,1884,1562300,6212,1616330
672,1884,1562300,6212,1616330
672,1884,1562950,6212,1616980
672,1884,1563950,6212,1617980
672,1884,1563950,6212,1617980
672,1884,1563950,6212,1617980
672,1884,1564500,6212,1618530
672,1884,1565500,6212,1619530
672,1884,1565500,6212,1619530
672,1884,1566150,6212,1620180
672,1884,1567150,6212,1621180
672,1884,1567630,6212,1621660
672,1884,1568630,6212,1622660
672,1884,1569630,6212,1623660
672,1884,1570100,6212,1624130
673,1892,1571100,6212,1625130
674,1900,1572100,6212,1626130
674,1900,1572570,6212,1626600
674,1900,1572790,6212,1626820
674,1900,1573600,6212,1627630
674,1900,1573600,6212,1628630
674,1900,1574070,6212,1629100
674,1900,1574540,6212,1629570
674,1900,1575540,6212,1630570
674,1900,1575540,6212,1630570
674,1900,1575860,6212,1630890
674,1900,1576670,6212,1631700
674,1900,1576830,6212,1631860
674,1900,1577640,6212,1632670
674,1900,1578640,6212,1633670
675,1908,1579100,6212,1634130
675,1908,1579100,6212,1634130
675,1908,1579100,6212,1635130
675,1908,1579100,6212,1635780
675,1908,1580100,6212,1636780
675,1908,1580910,6212,1637590
675,1908,1581910,6212,1638590
675,1908,1581910,6212,1638590
675,1908,1582910,6212,1639590
675,1908,1582910,6212,1639590
675,1908,1582910,6212,1639590
675,1908,1583910,6212,1640590
675,1908,1583910,6212,1641240
676,1916,1584910,6212,1642240
677,1924,1585910,6212,1643240
677,1924,1586910,6212,1644240
677,1924,1587910,6212,1645240
677,1924,1588910,6212,1646240
677,1924,1588910,6212,1646240
677,1924,1588910,6212,1646710
677,1924,1589910,6212,1647710
678,1932,1597910,6212,1655710
678,1932,1598910,6212,1656710
678,1932,1598910,6212,1656710
678,1932,1598910,6212,1656710
678,1932,1599230,6212,1657030
678,1932,1599230,6212,1658030
678,1932,1599230,6212,1658030
678,1932,1600230,6212,1659030
678,1932,1600230,6212,1659030
679,1940,1601230,6212,1660030
679,1940,1602230,6212,1661030
679,1940,1602550,6212,1661350
679,1940,1602660,6212,1661460
679,1940,1603660,6212,1662460
679,1940,1603980,6212,1662780
679,1940,1604980,6212,1663780
679,1940,1605450,6212,1664250
679,1940,1605450,6212,1665060
679,1940,1605450,6212,1665060
679,1940,1606450,6212,1666060
679,1940,1606450,6212,1667060
679,1940,1606450,6212,1667060
679,1940,1607450,6212,1668060
680,1948,1608450,6212,1669060
680,1948,1609450,6212,1670060
680,1948,1609670,6212,1670280
680,1948,1610670,6212,1671280
680,1948,1611480,6212,1672090
680,1948,1611950,6212,1672560
680,1948,1612420,6212,1673030
680,1948,1613420,6212,1674030
680,1948,1613420,6212,1675030
680,1948,1614070,6212,1675680
680,1948,1614070,6212,1676680
680,1948,1615070,6212,1677680
680,1948,1615880,6212,1678490
680,1948,1616880,6212,1679490
680,1948,1617200,6212,1679810
680,1948,1617520,6212,1680130
680,1948,1618520,6212,1681130
681,1956,1619520,6212,1682130
681,1956,1620520,6212,1683130
682,1964,1621520,6212,1684130
682,1964,1622170,6212,1684780
682,1964,1622640,6212,1685250
682,1964,1623640,6212,1686250
682,1964,1624640,6212,1687250
682,1964,1625450,6212,1688060
682,1964,1626450,6212,1689060
682,1964,1627450,6212,1690060
682,1964,1628260,6212,1690870
682,1964,1628720,6212,1691330
682,1964,1629720,6212,1692330
682,1964,1630720,6212,1693330
682,1964,1631190,6212,1693800
682,1964,1632190,6212,1694800
682,1964,1633000,6212,1695610
682,1964,1633810,6212,1696420
682,1964,1633810,6212,1697420
682,1964,1633810,6212,1697420
682,1964,1634810,6212,1698420
682,1964,1634810,6212,1699230
682,1964,1635810,6212,1700230
682,1964,1635810,6212,1700230
682,1964,1635810,6212,1701230
682,1964,1636810,6212,1702230
682,1964,1637810,6212,1703230
682,1964,1638280,6212,1703700
682,1964,1639280,6212,1704700
682,1964,1640090,6212,1705510
683,1972,1640740,6212,1706160
683,1972,1641210,6212,1706630
683,1972,1641530,6212,1706950
683,1972,1642530,6212,1707950
683,1972,1643530,6212,1708950
683,1972,1644530,6212,1709950
683,1972,1644530,6212,1709950
683,1972,1644530,6212,1710420
683,1972,1644530,6212,1710420
683,1972,1644530,6212,1711420
683,1972,1645530,6212,1712420
683,1972,1646340,6212,1713230
683,1972,1646340,6212,1714230
683,1972,1647340,6212,1715230
684,1980,1648340,6212,1716230
684,1980,1648810,6212,1716700
684,1980,1649810,6212,1717700
684,1980,1649810,6212,1718020
684,1980,1649810,6212,1719020
684,1980,1650810,6212,1720020
684,1980,1650810,6212,1720020
684,1980,1651280,6212,1720490
684,1980,1652090,6212,1721300
684,1980,1652090,6212,1721300
684,1980,1653090,6212,1722300
685,1988,1653560,6212,1722770
685,1988,1653790,6212,1723000
685,1988,1654260,6212,1723470
685,1988,1654260,6212,1723470
685,1988,1654260,6212,1724470
685,1988,1654720,6212,1724930
685,1988,1655190,6212,1725400
685,1988,1655190,6212,1726400
685,1988,1655650,6212,1726860
685,1988,1655650,6212,1727670
685,1988,1655650,6212,1727670
685,1988,1656650,6212,1728670
685,1988,1657650,6212,1729670
685,1988,1658650,6212,1730670
685,1988,1658650,6212,1731670
685,1988,1659650,6212,1732670
685,1988,1659650,6212,1732670
685,1988,1659650,6212,1732670
685,1988,1660120,6212,1733140
685,1988,1660120,6212,1733140
685,1988,1660930,6212,1733950
686,1996,1661930,6212,1734950
686,1996,1662930,6212,1735950
686,1996,1663740,6212,1736760
686,1996,1664210,6212,1737230
686,1996,1665020,6212,1738040
686,1996,1666020,6212,1739040
686,1996,1667020,6212,1740040
686,1996,1667670,6212,1740690
687,2004,1668670,6212,1741690
687,2004,1668670,6212,1741690
687,2004,1668670,6212,1742690
687,2004,1669670,6212,1743690
687,2004,1670670,6212,1744690
687,2004,1670990,6212,1745010
687,2004,1671310,6212,1745330
687,2004,1672310,6212,1746330
687,2004,1672310,6212,1747330
687,2004,1673310,6212,1748330
687,2004,1674310,6212,1749330
687,2004,1674310,6212,1750140
687,2004,1674310,6212,1750140
687,2004,1674310,6212,1750610
687,2004,1674310,6212,1751610
687,2004,1674310,6212,1752610
687,2004,1674630,6212,1752930
687,2004,1674630,6212,1753930
687,2004,1675100,6212,1754400
688,2012,1675910,6212,1755210
688,2012,1676230,6212,1755530
688,2012,1676230,6212,1755530
688,2012,1676230,6212,1755530
688,2012,1676230,6212,1755530
689,2020,1677230,6212,1756530
689,2020,1678230,6212,1757530
689,2020,1678230,6212,1758340
689,2020,1678230,6212,1758340
689,2020,1678230,6212,1759150
689,2020,1678230,6212,1759150
689,2020,1678700,6212,1759620
689,2020,1678700,6212,1759620
689,2020,1679700,6212,1760620
689,2020,1680700,6212,1761620
689,2020,1680700,6212,1761620
689,2020,1681510,6212,1762430
689,2020,1681980,6212,1762900
689,2020,1681980,6212,1763900
689,2020,1682570,6212,1764490
689,2020,1682890,6212,1764810
689,2020,1682890,6212,1764810
689,2020,1683890,6212,1765810
690,2028,1684890,6212,1766810
690,2028,1685890,6212,1767810
690,2028,1686890,6212,1768810
690,2028,1687440,6212,1769360
690,2028,1687440,6212,1769360
690,2028,1687440,6212,1770360
690,2028,1688440,6212,1771360
690,2028,1688440,6212,1771360
690,2028,1688440,6212,1771360
690,2028,1688990,6212,1771910
690,2028,1689990,6212,1772910
690,2028,1690990,6212,1773910
691,2036,1691990,6212,1774910
691,2036,1692210,6212,1775130
691,2036,1692210,6212,1775590
691,2036,1693210,6212,1776590
691,2036,1693210,6212,1777180
691,2036,1693210,6212,1778180
691,2036,1693210,6212,1779180
691,2036,1694210,6212,1780180
691,2036,1694210,6212,1781180
691,2036,1695210,6212,1782180
691,2036,1695210,6212,1782500
691,2036,1695210,6212,1782500
691,2036,1695800,6212,1783090
691,2036,1695800,6212,1783090
691,2036,1695800,6212,1783090
691,2036,1695800,6212,1783090
691,2036,1696270,6212,1783560
691,2036,1696270,6212,1784560
691,2036,1697080,6212,1785370
691,2036,1697080,6212,1785370
691,2036,1697400,6212,1785690
691,2036,1698400,6212,1786690
692,2044,1699400,6212,1787690
692,2044,1700400,6212,1788690
692,2044,1701400,6212,1789690
692,2044,1702210,6212,1790500
692,2044,1703210,6212,1791500
692,2044,1704210,6212,1792500
692,2044,1704210,6212,1793500
692,2044,1705210,6212,1794500
692,2044,1706210,6212,1795500
693,2052,1706760,6212,1796050
693,2052,1707570,6212,1796860
693,2052,1707570,6212,1796860
693,2052,1707570,6212,1797860
693,2052,1707570,6212,1797860
693,2052,1708570,6212,1798860
693,2052,1709570,6212,1799860
693,2052,1710220,6212,1800510
693,2052,1710220,6212,1800510
693,2052,1711220,6212,1801510
693,2052,1711220,6212,1802510
693,2052,1711220,6212,1802510
693,2052,1711220,6212,1803320
693,2052,1711220,6212,1803320
693,2052,1712220,6212,1804320
694,2060,1712540,6212,1804640
694,2060,1712540,6212,1805640
694,2060,1713540,6212,1806640
695,2068,1721540,6212,1814640
695,2068,1722540,6212,1815640
695,2068,1722540,6212,1816290
695,2068,1722540,6212,1817290
695,2068,1722540,6212,1817290
695,2068,1723540,6212,1818290
695,2068,1723540,6212,1819290
695,2068,1724540,6212,1820290
695,2068,1724540,6212,1821290
695,2068,1724540,6212,1821290
695,2068,1725350,6212,1822100
695,2068,1726350,6212,1823100
695,2068,1727350,6212,1824100
695,2068,1728350,6212,1825100
695,2068,1728700,6212,1825450
695,2068,1729170,6212,1825920
695,2068,1730170,6212,1826920
695,2068,1730490,6212,1827240
695,2068,1731140,6212,1827890
695,2068,1731140,6212,1828210
695,2068,1731140,6212,1829210
695,2068,1732140,6212,1830210
695,2068,1732510,6212,1830580
695,2068,1732980,6212,1831050
696,2076,1733980,6212,1832050
696,2076,1734570,6212,1832640
696,2076,1735380,6212,1833450
696,2076,1735380,6212,1833450
696,2076,1736380,6212,1834450
696,2076,1737380,6212,1835450
696,2076,1738380,6212,1836450
696,2076,1739190,6212,1837260
696,2076,1740190,6212,1838260
696,2076,1741190,6212,1839260
697,2084,1742190,6212,1840260
697,2084,1742840,6212,1840910
697,2084,1742840,6212,1841910
697,2084,1742840,6212,1842910
697,2084,1743840,6212,1843910
697,2084,1743840,6212,1844380
697,2084,1744840,6212,1845380
697,2084,1745840,6212,1846380
697,2084,1745840,6212,1847380
697,2084,1745840,6212,1847380
697,2084,1746840,6212,1848380
697,2084,1747650,6212,1849190
697,2084,1748650,6212,1850190
698,2092,1749460,6212,1851000
698,2092,1749460,6212,1851810
698,2092,1749460,6212,1851810
698,2092,1750460,6212,1852810
699,2100,1751460,6212,1853810
699,2100,1751460,6212,1854460
699,2100,1752460,6212,1855460
699,2100,1752460,6212,1856270
699,2100,1752460,6212,1856740
699,2100,1752780,6212,1857060
699,2100,1752780,6212,1857290
699,2100,1752780,6212,1858290
699,2100,1753780,6212,1859290
699,2100,1754590,6212,1860100
699,2100,1755590,6212,1861100
699,2100,1756400,6212,1861910
699,2100,1756400,6212,1861910
699,2100,1757400,6212,1862910
700,2108,1758050,6212,1863560
700,2108,1758050,6212,1863560
700,2108,1758050,6212,1863560
700,2108,1758050,6212,1864030
700,2108,1758510,6212,1864490
700,2108,1758510,6212,1864810
700,2108,1758510,6212,1865810
700,2108,1758510,6212,1866620
700,2108,1759510,6212,1867620
700,2108,1759980,6212,1868090
700,2108,1760980,6212,1869090
700,2108,1760980,6212,1869740
700,2108,1761980,6212,1870740
700,2108,1762980,6212,1871740
700,2108,1763980,6212,1872740
700,2108,1764790,6212,1873550
701,2116,1765600,6212,1874360
701,2116,1766600,6212,1875360
701,2116,1767600,6212,1876360
701,2116,1767930,6212,1876690
701,2116,1768930,6212,1877690
701,2116,1769930,6212,1878690
701,2116,1770930,6212,1879690
701,2116,1770930,6212,1879690
701,2116,1771930,6212,1880690
701,2116,1772930,6212,1881690
701,2116,1773740,6212,1882500
701,2116,1774740,6212,1883500
701,2116,1775740,6212,1884500
701,2116,1775900,6212,1884660
701,2116,1775900,6212,1885660
701,2116,1776710,6212,1886470
701,2116,1776710,6212,1887470
701,2116,1776710,6212,1887470
701,2116,1777710,6212,1888470
701,2116,1777710,6212,1889470
701,2116,1778710,6212,1890470
701,2116,1778710,6212,1891470
701,2116,1778710,6212,1891470
701,2116,1778710,6212,1891790
701,2116,1779030,6212,1892110
702,2124,1780030,6212,1893110
702,2124,1780030,6212,1893110
702,2124,1780030,6212,1893110
702,2124,1780250,6212,1893330
702,2124,1780250,6212,1893920
702,2124,1781250,6212,1894920
702,2124,1782250,6212,1895920
702,2124,1783060,6212,1896730
702,2124,1783060,6212,1897380
702,2124,1783710,6212,1898030
702,2124,1784520,6212,1898840
702,2124,1784520,6212,1898840
702,2124,1785520,6212,1899840
702,2124,1786520,6212,1900840
703,2132,1786990,6212,1901310
703,2132,1787800,6212,1902120
703,2132,1787800,6212,1902120
703,2132,1788030,6212,1902350
703,2132,1789030,6212,1903350
703,2132,1789030,6212,1903350
703,2132,1789840,6212,1904160
703,2132,1790840,6212,1905160
703,2132,1791320,6212,1905640
703,2132,1791780,6212,1906100
703,2132,1791780,6212,1906910
703,2132,1792590,6212,1907720
703,2132,1793400,6212,1908530
704,2140,1794400,6212,1909530
704,2140,1794400,6212,1910530
705,2148,1795400,6212,1911530
705,2148,1796400,6212,1912530
705,2148,1797400,6212,1913530
705,2148,1797400,6212,1914530
705,2148,1797560,6212,1914690
705,2148,1798370,6212,1915500
705,2148,1799370,6212,1916500
705,2148,1799370,6212,1916960
705,2148,1800370,6212,1917960
705,2148,1801370,6212,1918960
705,2148,1801370,6212,1919960
705,2148,1801960,6212,1920550
706,2156,1802960,6212,1921550
706,2156,1803770,6212,1922360
706,2156,1804770,6212,1923360
706,2156,1804770,6212,1923590
706,2156,1804770,6212,1923590
706,2156,1805090,6212,1923910
706,2156,1805900,6212,1924720
706,2156,1806900,6212,1925720
706,2156,1807220,6212,1926040
706,2156,1807590,6212,1926410
706,2156,1807910,6212,1926730
706,2156,1807910,6212,1926730
706,2156,1807910,6212,1926730
706,2156,1808380,6212,1927200
706,2156,1808380,6212,1927200
706,2156,1809380,6212,1928200
706,2156,1810380,6212,1929200
706,2156,1811380,6212,1930200
707,2164,1811850,6212,1930670
707,2164,1812850,6212,1931670
707,2164,1813320,6212,1932140
707,2164,1814320,6212,1933140
707,2164,1815320,6212,1934140
707,2164,1815790,6212,1934610
707,2164,1815790,6212,1935610
707,2164,1815790,6212,1936610
707,2164,1816790,6212,1937610
707,2164,1816790,6212,1938610
707,2164,1816790,6212,1938610
707,2164,1816790,6212,1938610
707,2164,1817790,6212,1939610
707,2164,1817790,6212,1940260
708,2172,1818790,6212,1941260
708,2172,1819790,6212,1942260
708,2172,1820790,6212,1943260
708,2172,1820790,6212,1943260
708,2172,1820790,6212,1943260
708,2172,1820790,6212,1943260
708,2172,1821600,6212,1944070
708,2172,1822060,6212,1944530
708,2172,1822870,6212,1945340
708,2172,1823870,6212,1946340
708,2172,1824870,6212,1947340
708,2172,1825460,6212,1947930
708,2172,1825930,6212,1948400
708,2172,1825930,6212,1948400
708,2172,1826390,6212,1948860
708,2172,1827200,6212,1949670
709,2180,1828200,6212,1950670
709,2180,1828200,6212,1951140
709,2180,1829010,6212,1951950
709,2180,1830010,6212,1952950
709,2180,1831010,6212,1953950
709,2180,1832010,6212,1954950
709,2180,1832480,6212,1955420
709,2180,1833480,6212,1956420
709,2180,1834480,6212,1957420
709,2180,1835130,6212,1958070
710,2188,1836130,6212,1959070
710,2188,1837130,6212,1960070
710,2188,1837590,6212,1960530
710,2188,1838590,6212,1961530
710,2188,1839060,6212,1962000
710,2188,1839290,6212,1962230
710,2188,1839940,6212,1962880
710,2188,1839940,6212,1963880
710,2188,1840940,6212,1964880
710,2188,1841590,6212,1965530
710,2188,1841590,6212,1966340
710,2188,1841590,6212,1967340
711,2196,1849590,6212,1975340
711,2196,1850400,6212,1976150
712,2204,1851050,6212,1976800
712,2204,1851050,6212,1977800
712,2204,1851050,6212,1978800
712,2204,1851860,6212,1979610
712,2204,1851860,6212,1979840
712,2204,1852860,6212,1980840
