ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_92c5-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-used_nodes,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_92c5-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-used_gpus,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_92c5-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-used_gpu_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_92c5-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-total_gpus,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_92c5-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-arrived_gpu_milli
700,2108,1761620,6212,1761620
700,2108,1762430,6212,1762430
700,2108,1762900,6212,1762900
700,2108,1763900,6212,1763900
700,2108,1764490,6212,1764490
700,2108,1764810,6212,1764810
700,2108,1764810,6212,1764810
700,2108,1765810,6212,1765810
700,2108,1766810,6212,1766810
700,2108,1767810,6212,1767810
700,2108,1768810,6212,1768810
700,2108,1769360,6212,1769360
700,2108,1769360,6212,1769360
700,2108,1770360,6212,1770360
701,2116,1771360,6212,1771360
701,2116,1771360,6212,1771360
701,2116,1771360,6212,1771360
701,2116,1771910,6212,1771910
701,2116,1772910,6212,1772910
701,2116,1773910,6212,1773910
701,2116,1774910,6212,1774910
701,2116,1775130,6212,1775130
701,2116,1775590,6212,1775590
701,2116,1776590,6212,1776590
701,2116,1777180,6212,1777180
701,2116,1778180,6212,1778180
701,2116,1779180,6212,1779180
701,2116,1780180,6212,1780180
702,2124,1781180,6212,1781180
702,2124,1782180,6212,1782180
702,2124,1782500,6212,1782500
702,2124,1782500,6212,1782500
702,2124,1783090,6212,1783090
702,2124,1783090,6212,1783090
702,2124,1783090,6212,1783090
702,2124,1783090,6212,1783090
702,2124,1783560,6212,1783560
702,2124,1784560,6212,1784560
703,2132,1785370,6212,1785370
703,2132,1785370,6212,1785370
703,2132,1785690,6212,1785690
703,2132,1786690,6212,1786690
703,2132,1787690,6212,1787690
703,2132,1788690,6212,1788690
703,2132,1789690,6212,1789690
703,2132,1790500,6212,1790500
703,2132,1791500,6212,1791500
704,2140,1792500,6212,1792500
704,2140,1793500,6212,1793500
704,2140,1794500,6212,1794500
704,2140,1795500,6212,1795500
704,2140,1796050,6212,1796050
704,2140,1796860,6212,1796860
704,2140,1796860,6212,1796860
704,2140,1797860,6212,1797860
704,2140,1797860,6212,1797860
704,2140,1798860,6212,1798860
704,2140,1799860,6212,1799860
704,2140,1800510,6212,1800510
704,2140,1800510,6212,1800510
704,2140,1801510,6212,1801510
705,2148,1802510,6212,1802510
705,2148,1802510,6212,1802510
705,2148,1803320,6212,1803320
705,2148,1803320,6212,1803320
705,2148,1804320,6212,1804320
705,2148,1804640,6212,1804640
705,2148,1805640,6212,1805640
705,2148,1806640,6212,1806640
706,2156,1814640,6212,1814640
706,2156,1815640,6212,1815640
706,2156,1816290,6212,1816290
706,2156,1817290,6212,1817290
706,2156,1817290,6212,1817290
706,2156,1818290,6212,1818290
706,2156,1819290,6212,1819290
707,2164,1820290,6212,1820290
707,2164,1821290,6212,1821290
707,2164,1821290,6212,1821290
707,2164,1822100,6212,1822100
707,2164,1823100,6212,1823100
707,2164,1824100,6212,1824100
707,2164,1825100,6212,1825100
707,2164,1825450,6212,1825450
708,2172,1825920,6212,1825920
708,2172,1826920,6212,1826920
708,2172,1827240,6212,1827240
708,2172,1827890,6212,1827890
708,2172,1828210,6212,1828210
708,2172,1829210,6212,1829210
708,2172,1830210,6212,1830210
708,2172,1830580,6212,1830580
708,2172,1831050,6212,1831050
709,2180,1832050,6212,1832050
709,2180,1832640,6212,1832640
709,2180,1833450,6212,1833450
709,2180,1833450,6212,1833450
709,2180,1834450,6212,1834450
709,2180,1835450,6212,1835450
709,2180,1836450,6212,1836450
709,2180,1837260,6212,1837260
709,2180,1838260,6212,1838260
709,2180,1839260,6212,1839260
709,2180,1840260,6212,1840260
709,2180,1840910,6212,1840910
709,2180,1841910,6212,1841910
710,2188,1842910,6212,1842910
710,2188,1843910,6212,1843910
710,2188,1844380,6212,1844380
710,2188,1845380,6212,1845380
710,2188,1846380,6212,1846380
710,2188,1847380,6212,1847380
710,2188,1847380,6212,1847380
710,2188,1848380,6212,1848380
710,2188,1849190,6212,1849190
710,2188,1850190,6212,1850190
711,2196,1851000,6212,1851000
711,2196,1851810,6212,1851810
711,2196,1851810,6212,1851810
711,2196,1852810,6212,1852810
712,2204,1853810,6212,1853810
712,2204,1854460,6212,1854460
712,2204,1855460,6212,1855460
712,2204,1856270,6212,1856270
712,2204,1856740,6212,1856740
712,2204,1857060,6212,1857060
712,2204,1857290,6212,1857290
712,2204,1858290,6212,1858290
712,2204,1859290,6212,1859290
712,2204,1860100,6212,1860100
712,2204,1861100,6212,1861100
712,2204,1861910,6212,1861910
712,2204,1861910,6212,1861910
712,2204,1862910,6212,1862910
712,2204,1863560,6212,1863560
712,2204,1863560,6212,1863560
712,2204,1863560,6212,1863560
712,2204,1864030,6212,1864030
712,2204,1864490,6212,1864490
712,2204,1864810,6212,1864810
712,2204,1865810,6212,1865810
713,2212,1866620,6212,1866620
713,2212,1867620,6212,1867620
713,2212,1868090,6212,1868090
714,2220,1869090,6212,1869090
714,2220,1869740,6212,1869740
714,2220,1870740,6212,1870740
714,2220,1871740,6212,1871740
714,2220,1872740,6212,1872740
714,2220,1873550,6212,1873550
714,2220,1874360,6212,1874360
714,2220,1875360,6212,1875360
714,2220,1876360,6212,1876360
714,2220,1876690,6212,1876690
714,2220,1877690,6212,1877690
714,2220,1878690,6212,1878690
715,2228,1879690,6212,1879690
715,2228,1879690,6212,1879690
715,2228,1880690,6212,1880690
715,2228,1881690,6212,1881690
715,2228,1882500,6212,1882500
715,2228,1883500,6212,1883500
715,2228,1884500,6212,1884500
715,2228,1884660,6212,1884660
715,2228,1885660,6212,1885660
715,2228,1886470,6212,1886470
715,2228,1887470,6212,1887470
715,2228,1887470,6212,1887470
716,2236,1888470,6212,1888470
716,2236,1889470,6212,1889470
716,2236,1890470,6212,1890470
716,2236,1891470,6212,1891470
716,2236,1891470,6212,1891470
716,2236,1891790,6212,1891790
716,2236,1892110,6212,1892110
716,2236,1893110,6212,1893110
716,2236,1893110,6212,1893110
716,2236,1893110,6212,1893110
716,2236,1893330,6212,1893330
716,2236,1893920,6212,1893920
716,2236,1894920,6212,1894920
716,2236,1895920,6212,1895920
717,2244,1896730,6212,1896730
717,2244,1897380,6212,1897380
717,2244,1898030,6212,1898030
717,2244,1898840,6212,1898840
717,2244,1898840,6212,1898840
717,2244,1899840,6212,1899840
718,2252,1900840,6212,1900840
718,2252,1901310,6212,1901310
718,2252,1902120,6212,1902120
718,2252,1902120,6212,1902120
718,2252,1902350,6212,1902350
718,2252,1903350,6212,1903350
718,2252,1903350,6212,1903350
718,2252,1904160,6212,1904160
718,2252,1905160,6212,1905160
718,2252,1905640,6212,1905640
718,2252,1906100,6212,1906100
718,2252,1906910,6212,1906910
719,2260,1907720,6212,1907720
719,2260,1908530,6212,1908530
719,2260,1909530,6212,1909530
719,2260,1910530,6212,1910530
719,2260,1911530,6212,1911530
719,2260,1912530,6212,1912530
719,2260,1913530,6212,1913530
720,2268,1914530,6212,1914530
720,2268,1914690,6212,1914690
720,2268,1915500,6212,1915500
720,2268,1916500,6212,1916500
720,2268,1916960,6212,1916960
720,2268,1917960,6212,1917960
720,2268,1918960,6212,1918960
720,2268,1919960,6212,1919960
720,2268,1920550,6212,1920550
720,2268,1921550,6212,1921550
720,2268,1922360,6212,1922360
720,2268,1923360,6212,1923360
720,2268,1923590,6212,1923590
720,2268,1923590,6212,1923590
720,2268,1923910,6212,1923910
720,2268,1924720,6212,1924720
720,2268,1925720,6212,1925720
720,2268,1926040,6212,1926040
720,2268,1926410,6212,1926410
720,2268,1926730,6212,1926730
720,2268,1926730,6212,1926730
720,2268,1926730,6212,1926730
720,2268,1927200,6212,1927200
720,2268,1927200,6212,1927200
721,2276,1928200,6212,1928200
721,2276,1929200,6212,1929200
721,2276,1930200,6212,1930200
721,2276,1930670,6212,1930670
721,2276,1931670,6212,1931670
722,2284,1932140,6212,1932140
722,2284,1933140,6212,1933140
722,2284,1934140,6212,1934140
722,2284,1934610,6212,1934610
722,2284,1935610,6212,1935610
722,2284,1936610,6212,1936610
723,2292,1937610,6212,1937610
723,2292,1938610,6212,1938610
723,2292,1938610,6212,1938610
723,2292,1938610,6212,1938610
723,2292,1939610,6212,1939610
723,2292,1940260,6212,1940260
723,2292,1941260,6212,1941260
723,2292,1942260,6212,1942260
723,2292,1943260,6212,1943260
723,2292,1943260,6212,1943260
723,2292,1943260,6212,1943260
723,2292,1943260,6212,1943260
723,2292,1944070,6212,1944070
723,2292,1944530,6212,1944530
723,2292,1945340,6212,1945340
723,2292,1946340,6212,1946340
723,2292,1947340,6212,1947340
723,2292,1947930,6212,1947930
723,2292,1948400,6212,1948400
723,2292,1948400,6212,1948400
723,2292,1948860,6212,1948860
723,2292,1949670,6212,1949670
724,2300,1950670,6212,1950670
724,2300,1951140,6212,1951140
725,2308,1951950,6212,1951950
725,2308,1952950,6212,1952950
725,2308,1953950,6212,1953950
725,2308,1954950,6212,1954950
725,2308,1955420,6212,1955420
725,2308,1956420,6212,1956420
725,2308,1957420,6212,1957420
725,2308,1958070,6212,1958070
725,2308,1959070,6212,1959070
725,2308,1960070,6212,1960070
725,2308,1960530,6212,1960530
726,2316,1961530,6212,1961530
726,2316,1962000,6212,1962000
726,2316,1962230,6212,1962230
726,2316,1962880,6212,1962880
726,2316,1963880,6212,1963880
726,2316,1964880,6212,1964880
726,2316,1965530,6212,1965530
726,2316,1966340,6212,1966340
726,2316,1967340,6212,1967340
727,2324,1975340,6212,1975340
727,2324,1976150,6212,1976150
728,2332,1976800,6212,1976800
728,2332,1977800,6212,1977800
728,2332,1978800,6212,1978800
728,2332,1979610,6212,1979610
728,2332,1979840,6212,1979840
728,2332,1980840,6212,1980840
728,2332,1981650,6212,1981650
729,2340,1989650,6212,1989650
729,2340,1990650,6212,1990650
729,2340,1991460,6212,1991460
730,2348,1992460,6212,1992460
730,2348,1992930,6212,1992930
730,2348,1993740,6212,1993740
730,2348,1994550,6212,1994550
730,2348,1995200,6212,1995200
730,2348,1996200,6212,1996200
730,2348,1997200,6212,1997200
730,2348,1998200,6212,1998200
730,2348,1998430,6212,1998430
730,2348,1999430,6212,1999430
730,2348,2000430,6212,2000430
730,2348,2000890,6212,2000890
730,2348,2001360,6212,2001360
730,2348,2002360,6212,2002360
731,2356,2003360,6212,2003360
731,2356,2003630,6212,2003630
731,2356,2003630,6212,2003630
731,2356,2004630,6212,2004630
731,2356,2004740,6212,2004740
731,2356,2004740,6212,2004740
731,2356,2005740,6212,2005740
731,2356,2006740,6212,2006740
731,2356,2007740,6212,2007740
732,2364,2008210,6212,2008210
732,2364,2009210,6212,2009210
732,2364,2010020,6212,2010020
732,2364,2011020,6212,2011020
732,2364,2011830,6212,2011830
732,2364,2012640,6212,2012640
732,2364,2013640,6212,2013640
732,2364,2014640,6212,2014640
732,2364,2014960,6212,2014960
732,2364,2014960,6212,2014960
733,2372,2015960,6212,2015960
733,2372,2016430,6212,2016430
733,2372,2017430,6212,2017430
733,2372,2018430,6212,2018430
733,2372,2019240,6212,2019240
733,2372,2019240,6212,2019240
733,2372,2020240,6212,2020240
733,2372,2021240,6212,2021240
733,2372,2021240,6212,2021240
733,2372,2022240,6212,2022240
733,2372,2023240,6212,2023240
733,2372,2024240,6212,2024240
733,2372,2024240,6212,2024240
733,2372,2025050,6212,2025050
734,2380,2026050,6212,2026050
734,2380,2027050,6212,2027050
734,2380,2028050,6212,2028050
734,2380,2029050,6212,2029050
734,2380,2029700,6212,2029700
734,2380,2030700,6212,2030700
734,2380,2031700,6212,2031700
734,2380,2032700,6212,2032700
734,2380,2033700,6212,2033700
734,2380,2033700,6212,2033700
734,2380,2034510,6212,2034510
735,2388,2035100,6212,2035100
736,2396,2036100,6212,2036100
736,2396,2037100,6212,2037100
736,2396,2038100,6212,2038100
736,2396,2038650,6212,2038650
736,2396,2039650,6212,2039650
736,2396,2040650,6212,2040650
736,2396,2041650,6212,2041650
736,2396,2041650,6212,2041650
736,2396,2042460,6212,2042460
736,2396,2043270,6212,2043270
736,2396,2043740,6212,2043740
736,2396,2044740,6212,2044740
737,2404,2045740,6212,2045740
737,2404,2046210,6212,2046210
737,2404,2046670,6212,2046670
737,2404,2047480,6212,2047480
737,2404,2047950,6212,2047950
737,2404,2048420,6212,2048420
737,2404,2049420,6212,2049420
737,2404,2049890,6212,2049890
737,2404,2050890,6212,2050890
738,2412,2051360,6212,2051360
738,2412,2051360,6212,2051360
738,2412,2052360,6212,2052360
738,2412,2052360,6212,2052360
738,2412,2053360,6212,2053360
738,2412,2054360,6212,2054360
738,2412,2055170,6212,2055170
738,2412,2056170,6212,2056170
738,2412,2056650,6212,2056650
738,2412,2057120,6212,2057120
738,2412,2057120,6212,2057120
739,2420,2058120,6212,2058120
739,2420,2058120,6212,2058120
739,2420,2062120,6212,2062120
739,2420,2062120,6212,2062120
739,2420,2062580,6212,2062580
739,2420,2063580,6212,2063580
739,2420,2064580,6212,2064580
739,2420,2065050,6212,2065050
739,2420,2065700,6212,2065700
739,2420,2066700,6212,2066700
739,2420,2067700,6212,2067700
739,2420,2068170,6212,2068170
739,2420,2068980,6212,2068980
739,2420,2068980,6212,2068980
739,2420,2069790,6212,2069790
739,2420,2069790,6212,2069790
739,2420,2070260,6212,2070260
740,2428,2071070,6212,2071070
740,2428,2072070,6212,2072070
740,2428,2072880,6212,2072880
740,2428,2073350,6212,2073350
740,2428,2073820,6212,2073820
740,2428,2074820,6212,2074820
740,2428,2075820,6212,2075820
740,2428,2076820,6212,2076820
740,2428,2077290,6212,2077290
740,2428,2077290,6212,2077290
740,2428,2077610,6212,2077610
740,2428,2078080,6212,2078080
740,2428,2078550,6212,2078550
740,2428,2079360,6212,2079360
740,2428,2079820,6212,2079820
740,2428,2080630,6212,2080630
740,2428,2081180,6212,2081180
740,2428,2082180,6212,2082180
741,2436,2083180,6212,2083180
741,2436,2084180,6212,2084180
741,2436,2085180,6212,2085180
742,2444,2085990,6212,2085990
742,2444,2085990,6212,2085990
742,2444,2086100,6212,2086100
742,2444,2086570,6212,2086570
742,2444,2087570,6212,2087570
742,2444,2088570,6212,2088570
742,2444,2089220,6212,2089220
742,2444,2090220,6212,2090220
742,2444,2090220,6212,2090220
742,2444,2090220,6212,2090220
742,2444,2090330,6212,2090330
742,2444,2091140,6212,2091140
742,2444,2091360,6212,2091360
742,2444,2092360,6212,2092360
742,2444,2092360,6212,2092360
742,2444,2092830,6212,2092830
742,2444,2093300,6212,2093300
742,2444,2094300,6212,2094300
743,2452,2095300,6212,2095300
743,2452,2096300,6212,2096300
743,2452,2097300,6212,2097300
743,2452,2098300,6212,2098300
743,2452,2099110,6212,2099110
743,2452,2100110,6212,2100110
743,2452,2101110,6212,2101110
743,2452,2101270,6212,2101270
743,2452,2101740,6212,2101740
743,2452,2102740,6212,2102740
743,2452,2102740,6212,2102740
743,2452,2103740,6212,2103740
743,2452,2104390,6212,2104390
743,2452,2105200,6212,2105200
744,2460,2106200,6212,2106200
744,2460,2107200,6212,2107200
744,2460,2108200,6212,2108200
744,2460,2109200,6212,2109200
744,2460,2110200,6212,2110200
745,2468,2111010,6212,2111010
745,2468,2111480,6212,2111480
745,2468,2112130,6212,2112130
745,2468,2112680,6212,2112680
745,2468,2112910,6212,2112910
745,2468,2113910,6212,2113910
745,2468,2114910,6212,2114910
746,2476,2122910,6212,2122910
746,2476,2123720,6212,2123720
746,2476,2124720,6212,2124720
747,2484,2125720,6212,2125720
747,2484,2125720,6212,2125720
747,2484,2126720,6212,2126720
747,2484,2127720,6212,2127720
747,2484,2128720,6212,2128720
747,2484,2129190,6212,2129190
747,2484,2130190,6212,2130190
747,2484,2130510,6212,2130510
747,2484,2131510,6212,2131510
747,2484,2132510,6212,2132510
747,2484,2132980,6212,2132980
747,2484,2133980,6212,2133980
748,2492,2134980,6212,2134980
748,2492,2135790,6212,2135790
748,2492,2136790,6212,2136790
748,2492,2137790,6212,2137790
748,2492,2138260,6212,2138260
748,2492,2138260,6212,2138260
748,2492,2138850,6212,2138850
748,2492,2139850,6212,2139850
748,2492,2140320,6212,2140320
748,2492,2140320,6212,2140320
748,2492,2141320,6212,2141320
749,2500,2141910,6212,2141910
749,2500,2142560,6212,2142560
749,2500,2143370,6212,2143370
749,2500,2143530,6212,2143530
749,2500,2144180,6212,2144180
749,2500,2144180,6212,2144180
749,2500,2144410,6212,2144410
749,2500,2145410,6212,2145410
749,2500,2145410,6212,2145410
749,2500,2146410,6212,2146410
749,2500,2146880,6212,2146880
749,2500,2147880,6212,2147880
749,2500,2148880,6212,2148880
749,2500,2149350,6212,2149350
749,2500,2149670,6212,2149670
749,2500,2149900,6212,2149900
749,2500,2149900,6212,2149900
749,2500,2150370,6212,2150370
749,2500,2150370,6212,2150370
750,2508,2151370,6212,2151370
750,2508,2151530,6212,2151530
750,2508,2152530,6212,2152530
750,2508,2152690,6212,2152690
750,2508,2153340,6212,2153340
750,2508,2154340,6212,2154340
750,2508,2154340,6212,2154340
750,2508,2155150,6212,2155150
750,2508,2156150,6212,2156150
750,2508,2157150,6212,2157150
750,2508,2157620,6212,2157620
751,2516,2158430,6212,2158430
751,2516,2159430,6212,2159430
751,2516,2160240,6212,2160240
751,2516,2161240,6212,2161240
752,2524,2162240,6212,2162240
752,2524,2163240,6212,2163240
752,2524,2164240,6212,2164240
752,2524,2164560,6212,2164560
752,2524,2165560,6212,2165560
752,2524,2166030,6212,2166030
752,2524,2166840,6212,2166840
752,2524,2167060,6212,2167060
752,2524,2168060,6212,2168060
752,2524,2168060,6212,2168060
752,2524,2169060,6212,2169060
752,2524,2169290,6212,2169290
752,2524,2169290,6212,2169290
752,2524,2170290,6212,2170290
752,2524,2170760,6212,2170760
752,2524,2170760,6212,2170760
752,2524,2171570,6212,2171570
752,2524,2172570,6212,2172570
752,2524,2173220,6212,2173220
752,2524,2173270,6212,2173270
753,2532,2174270,6212,2174270
753,2532,2175080,6212,2175080
753,2532,2175550,6212,2175550
754,2540,2176200,6212,2176200
754,2540,2176200,6212,2176200
754,2540,2177200,6212,2177200
754,2540,2177200,6212,2177200
754,2540,2178200,6212,2178200
754,2540,2179200,6212,2179200
754,2540,2179670,6212,2179670
754,2540,2180670,6212,2180670
754,2540,2181480,6212,2181480
754,2540,2182480,6212,2182480
754,2540,2183290,6212,2183290
754,2540,2184290,6212,2184290
755,2548,2185290,6212,2185290
755,2548,2185760,6212,2185760
755,2548,2186080,6212,2186080
755,2548,2187080,6212,2187080
755,2548,2187890,6212,2187890
755,2548,2188890,6212,2188890
755,2548,2189890,6212,2189890
755,2548,2190890,6212,2190890
755,2548,2190890,6212,2190890
755,2548,2191360,6212,2191360
755,2548,2192360,6212,2192360
756,2556,2193360,6212,2193360
756,2556,2193830,6212,2193830
756,2556,2194050,6212,2194050
756,2556,2194280,6212,2194280
756,2556,2195280,6212,2195280
756,2556,2195870,6212,2195870
756,2556,2196680,6212,2196680
756,2556,2197680,6212,2197680
756,2556,2197910,6212,2197910
756,2556,2198910,6212,2198910
756,2556,2199910,6212,2199910
756,2556,2200910,6212,2200910
756,2556,2201910,6212,2201910
756,2556,2202910,6212,2202910
756,2556,2202910,6212,2202910
757,2564,2203720,6212,2203720
757,2564,2204530,6212,2204530
757,2564,2205530,6212,2205530
757,2564,2205530,6212,2205530
758,2572,2206530,6212,2206530
758,2572,2206530,6212,2206530
758,2572,2207530,6212,2207530
758,2572,2207530,6212,2207530
758,2572,2208180,6212,2208180
758,2572,2208180,6212,2208180
758,2572,2209180,6212,2209180
758,2572,2209990,6212,2209990
758,2572,2210990,6212,2210990
758,2572,2211990,6212,2211990
758,2572,2212210,6212,2212210
758,2572,2213210,6212,2213210
758,2572,2214210,6212,2214210
758,2572,2215210,6212,2215210
759,2580,2216210,6212,2216210
759,2580,2216210,6212,2216210
759,2580,2216680,6212,2216680
759,2580,2217680,6212,2217680
759,2580,2218150,6212,2218150
759,2580,2218960,6212,2218960
759,2580,2219960,6212,2219960
759,2580,2220960,6212,2220960
759,2580,2221550,6212,2221550
759,2580,2222550,6212,2222550
759,2580,2223550,6212,2223550
760,2588,2224550,6212,2224550
760,2588,2225550,6212,2225550
760,2588,2226550,6212,2226550
760,2588,2226550,6212,2226550
760,2588,2227360,6212,2227360
760,2588,2228360,6212,2228360
760,2588,2228360,6212,2228360
760,2588,2229360,6212,2229360
760,2588,2230360,6212,2230360
760,2588,2230830,6212,2230830
761,2596,2231380,6212,2231380
762,2604,2232380,6212,2232380
762,2604,2233380,6212,2233380
762,2604,2234380,6212,2234380
762,2604,2234850,6212,2234850
762,2604,2235850,6212,2235850
762,2604,2236850,6212,2236850
762,2604,2237500,6212,2237500
762,2604,2237970,6212,2237970
762,2604,2237970,6212,2237970
762,2604,2238970,6212,2238970
762,2604,2239970,6212,2239970
763,2612,2240970,6212,2240970
763,2612,2241780,6212,2241780
763,2612,2242100,6212,2242100
763,2612,2242910,6212,2242910
763,2612,2242910,6212,2242910
763,2612,2243230,6212,2243230
763,2612,2244230,6212,2244230
763,2612,2245230,6212,2245230
763,2612,2245550,6212,2245550
763,2612,2245780,6212,2245780
763,2612,2246010,6212,2246010
763,2612,2246820,6212,2246820
763,2612,2247630,6212,2247630
763,2612,2248630,6212,2248630
763,2612,2248950,6212,2248950
763,2612,2249760,6212,2249760
763,2612,2250760,6212,2250760
764,2620,2251220,6212,2251220
764,2620,2252220,6212,2252220
764,2620,2252220,6212,2252220
764,2620,2253220,6212,2253220
764,2620,2254030,6212,2254030
764,2620,2254190,6212,2254190
764,2620,2255190,6212,2255190
764,2620,2255410,6212,2255410
764,2620,2256410,6212,2256410
764,2620,2256410,6212,2256410
764,2620,2257410,6212,2257410
764,2620,2258060,6212,2258060
765,2628,2259060,6212,2259060
765,2628,2259060,6212,2259060
765,2628,2260060,6212,2260060
765,2628,2261060,6212,2261060
765,2628,2262060,6212,2262060
765,2628,2262060,6212,2262060
765,2628,2262710,6212,2262710
765,2628,2263180,6212,2263180
765,2628,2264180,6212,2264180
765,2628,2265180,6212,2265180
765,2628,2265650,6212,2265650
765,2628,2266110,6212,2266110
765,2628,2266580,6212,2266580
765,2628,2267580,6212,2267580
766,2636,2268580,6212,2268580
766,2636,2269580,6212,2269580
766,2636,2270580,6212,2270580
766,2636,2270580,6212,2270580
766,2636,2271580,6212,2271580
766,2636,2271800,6212,2271800
766,2636,2271800,6212,2271800
767,2644,2272120,6212,2272120
767,2644,2273120,6212,2273120
767,2644,2273120,6212,2273120
767,2644,2273670,6212,2273670
767,2644,2274670,6212,2274670
767,2644,2275140,6212,2275140
767,2644,2276140,6212,2276140
767,2644,2277140,6212,2277140
768,2652,2278140,6212,2278140
768,2652,2278610,6212,2278610
768,2652,2279610,6212,2279610
768,2652,2279930,6212,2279930
768,2652,2280930,6212,2280930
768,2652,2280930,6212,2280930
768,2652,2281930,6212,2281930
768,2652,2282090,6212,2282090
768,2652,2282560,6212,2282560
768,2652,2283560,6212,2283560
768,2652,2283560,6212,2283560
768,2652,2283560,6212,2283560
768,2652,2284030,6212,2284030
768,2652,2285030,6212,2285030
768,2652,2285680,6212,2285680
768,2652,2286680,6212,2286680
768,2652,2287150,6212,2287150
768,2652,2287960,6212,2287960
769,2660,2288960,6212,2288960
769,2660,2289770,6212,2289770
769,2660,2290580,6212,2290580
769,2660,2291580,6212,2291580
769,2660,2292580,6212,2292580
769,2660,2293050,6212,2293050
769,2660,2294050,6212,2294050
769,2660,2295050,6212,2295050
769,2660,2295370,6212,2295370
769,2660,2295370,6212,2295370
770,2668,2296020,6212,2296020
770,2668,2296830,6212,2296830
770,2668,2297150,6212,2297150
770,2668,2298150,6212,2298150
770,2668,2299150,6212,2299150
771,2676,2300150,6212,2300150
771,2676,2301150,6212,2301150
771,2676,2301470,6212,2301470
771,2676,2302470,6212,2302470
771,2676,2302470,6212,2302470
771,2676,2303470,6212,2303470
771,2676,2303470,6212,2303470
771,2676,2304470,6212,2304470
771,2676,2305470,6212,2305470
771,2676,2306280,6212,2306280
771,2676,2307280,6212,2307280
771,2676,2308280,6212,2308280
771,2676,2308280,6212,2308280
771,2676,2308600,6212,2308600
771,2676,2309410,6212,2309410
772,2684,2310410,6212,2310410
772,2684,2311410,6212,2311410
772,2684,2312410,6212,2312410
772,2684,2313220,6212,2313220
772,2684,2313220,6212,2313220
772,2684,2314220,6212,2314220
772,2684,2314700,6212,2314700
772,2684,2315700,6212,2315700
772,2684,2316700,6212,2316700
772,2684,2317510,6212,2317510
773,2692,2318320,6212,2318320
773,2692,2319320,6212,2319320
774,2700,2320320,6212,2320320
774,2700,2321320,6212,2321320
774,2700,2322320,6212,2322320
774,2700,2323320,6212,2323320
774,2700,2324130,6212,2324130
774,2700,2324130,6212,2324130
774,2700,2325130,6212,2325130
774,2700,2326130,6212,2326130
774,2700,2326940,6212,2326940
774,2700,2327940,6212,2327940
774,2700,2328410,6212,2328410
774,2700,2328410,6212,2328410
774,2700,2329410,6212,2329410
774,2700,2329880,6212,2329880
775,2708,2330880,6212,2330880
775,2708,2331470,6212,2331470
775,2708,2331470,6212,2331470
775,2708,2332280,6212,2332280
775,2708,2333090,6212,2333090
775,2708,2333090,6212,2333090
775,2708,2334090,6212,2334090
775,2708,2334560,6212,2334560
775,2708,2334670,6212,2334670
775,2708,2335260,6212,2335260
775,2708,2336260,6212,2336260
775,2708,2337260,6212,2337260
775,2708,2337260,6212,2337260
775,2708,2338260,6212,2338260
776,2716,2338910,6212,2338910
776,2716,2339720,6212,2339720
776,2716,2340720,6212,2340720
776,2716,2341720,6212,2341720
776,2716,2342720,6212,2342720
776,2716,2343720,6212,2343720
776,2716,2344720,6212,2344720
776,2716,2345190,6212,2345190
776,2716,2345840,6212,2345840
777,2724,2349840,6212,2349840
777,2724,2349840,6212,2349840
777,2724,2350070,6212,2350070
777,2724,2350540,6212,2350540
778,2732,2351540,6212,2351540
778,2732,2352540,6212,2352540
778,2732,2352700,6212,2352700
778,2732,2353510,6212,2353510
778,2732,2354510,6212,2354510
778,2732,2354980,6212,2354980
778,2732,2355790,6212,2355790
778,2732,2356790,6212,2356790
778,2732,2356790,6212,2356790
778,2732,2357790,6212,2357790
778,2732,2358790,6212,2358790
778,2732,2359250,6212,2359250
778,2732,2360250,6212,2360250
778,2732,2360710,6212,2360710
778,2732,2361710,6212,2361710
778,2732,2361710,6212,2361710
779,2740,2362710,6212,2362710
780,2748,2363520,6212,2363520
780,2748,2363520,6212,2363520
780,2748,2364520,6212,2364520
780,2748,2365520,6212,2365520
780,2748,2366520,6212,2366520
780,2748,2367520,6212,2367520
780,2748,2368520,6212,2368520
780,2748,2368520,6212,2368520
780,2748,2369520,6212,2369520
780,2748,2369520,6212,2369520
780,2748,2369520,6212,2369520
780,2748,2370330,6212,2370330
780,2748,2370800,6212,2370800
780,2748,2371610,6212,2371610
780,2748,2372610,6212,2372610
780,2748,2372840,6212,2372840
780,2748,2373310,6212,2373310
780,2748,2373310,6212,2373310
780,2748,2373780,6212,2373780
781,2756,2374780,6212,2374780
781,2756,2375780,6212,2375780
781,2756,2376590,6212,2376590
781,2756,2377590,6212,2377590
781,2756,2378590,6212,2378590
781,2756,2379590,6212,2379590
781,2756,2380590,6212,2380590
781,2756,2380590,6212,2380590
781,2756,2380910,6212,2380910
781,2756,2381380,6212,2381380
781,2756,2381850,6212,2381850
