ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_92c5-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-origin_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_92c5-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-origin_ratio,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_92c5-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-origin_q124,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_92c5-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-bellman_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_92c5-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-bellman_ratio
662905.78,35.09,21.49,467276.64,24.73
662769.8,35.1,21.5,467276.05,24.75
662633.83,35.11,21.51,467276.05,24.76
662497.85,35.12,21.53,467277.41,24.77
662361.87,35.13,21.54,467441.99,24.8
662065.44,35.13,21.53,467203.36,24.79
660977.62,35.22,21.62,467202.91,24.89
661273.64,35.24,21.64,467202.91,24.9
661142.9,35.24,21.64,467207.0,24.9
661028.56,35.25,21.65,467137.39,24.91
659940.74,35.34,21.75,467136.94,25.02
659883.05,35.36,21.76,467380.95,25.04
658795.23,35.45,21.86,467380.5,25.15
658659.26,35.47,21.87,467380.63,25.17
658523.28,35.48,21.88,467380.05,25.18
658907.94,35.5,21.91,467375.96,25.18
658771.96,35.52,21.92,467681.82,25.21
661408.07,35.66,22.06,470840.77,25.38
661272.09,35.67,22.07,470822.95,25.4
660959.99,35.66,22.06,470822.95,25.4
661256.01,35.69,22.09,471042.17,25.42
660884.02,35.68,22.08,470867.67,25.42
660936.72,35.69,22.1,470838.18,25.43
660833.19,35.71,22.11,470722.14,25.44
661756.7,35.78,22.18,472239.34,25.53
662044.57,35.8,22.2,473569.64,25.61
662097.27,35.82,22.22,473917.44,25.64
661861.37,35.83,22.23,473577.11,25.64
661725.4,35.84,22.24,473577.25,25.65
661156.51,35.83,22.23,472683.05,25.61
661209.21,35.85,22.25,472683.01,25.63
661073.23,35.86,22.26,472682.43,25.64
661263.68,35.88,22.28,472682.02,25.65
661454.13,35.9,22.31,472713.85,25.66
661318.16,35.92,22.32,472713.85,25.67
660523.15,35.89,22.3,471918.84,25.64
660387.18,35.91,22.31,472049.76,25.67
660251.2,35.92,22.32,471926.75,25.67
659877.35,35.91,22.31,471447.12,25.65
659741.37,35.92,22.32,471576.86,25.67
659649.05,35.93,22.34,471732.86,25.7
659701.75,35.95,22.35,471733.86,25.71
659701.75,35.95,22.35,471733.86,25.71
659405.32,35.94,22.34,471707.67,25.71
659108.89,35.93,22.33,471701.03,25.72
659352.93,35.96,22.36,471808.08,25.73
659141.67,35.95,22.35,471762.86,25.73
658962.04,35.96,22.36,471469.21,25.73
658760.78,35.95,22.36,471617.64,25.74
658624.8,35.97,22.37,471617.2,25.75
658488.82,35.98,22.38,471617.19,25.77
658488.82,35.98,22.38,471750.78,25.77
658352.84,35.99,22.39,471796.43,25.79
658216.87,36.0,22.4,471792.66,25.81
658080.89,36.01,22.42,471750.78,25.82
657944.91,36.03,22.43,472050.89,25.85
657997.61,36.05,22.45,472014.35,25.86
657961.56,36.06,22.47,471926.33,25.87
657725.66,36.07,22.47,471714.25,25.87
658102.66,36.1,22.5,472574.85,25.92
658155.36,36.12,22.52,472959.4,25.95
658208.07,36.13,22.54,472959.4,25.96
658072.09,36.15,22.55,472958.95,25.98
658072.09,36.15,22.55,472958.95,25.98
657936.11,36.16,22.56,472958.95,25.99
657621.74,36.15,22.55,472568.14,25.98
657674.44,36.17,22.57,472568.14,25.99
657970.46,36.2,22.6,472568.14,26.0
657834.48,36.21,22.61,472638.05,26.02
657611.02,36.2,22.61,472638.05,26.02
657663.73,36.22,22.62,472638.05,26.03
657716.43,36.24,22.64,472638.05,26.04
657557.75,36.24,22.64,472484.65,26.04
657421.77,36.25,22.65,472585.87,26.06
657612.22,36.27,22.67,472585.87,26.07
657405.79,36.26,22.67,473198.84,26.1
657790.46,36.29,22.69,473256.07,26.11
657654.48,36.3,22.71,473213.13,26.12
657550.93,36.3,22.71,472542.93,26.09
657603.63,36.32,22.73,474214.62,26.19
657489.28,36.34,22.74,474863.75,26.24
657912.15,36.38,22.78,474802.88,26.25
658208.17,36.41,22.81,474802.43,26.26
658072.2,36.42,22.82,474801.98,26.28
657700.2,36.41,22.81,474801.98,26.28
657564.22,36.42,22.82,474801.98,26.3
657564.22,36.42,22.82,474801.98,26.3
657428.24,36.43,22.83,474959.28,26.32
656340.42,36.53,22.94,474958.83,26.44
655623.97,36.51,22.92,474242.37,26.41
655631.83,36.52,22.92,474243.93,26.41
655936.0,36.54,22.94,474264.15,26.42
655565.85,36.53,22.93,474245.93,26.43
655429.87,36.54,22.95,474139.72,26.44
655236.3,36.54,22.94,473747.36,26.42
655100.32,36.55,22.95,473696.28,26.43
655100.32,36.55,22.95,473741.92,26.43
655153.02,36.57,22.97,473747.34,26.44
655153.02,36.57,22.97,473747.34,26.44
655038.68,36.58,22.99,473862.26,26.46
655091.38,36.6,23.01,473854.84,26.48
655797.79,36.66,23.07,474739.92,26.54
655661.81,36.68,23.08,474739.48,26.56
655525.84,36.69,23.09,474739.47,26.57
655525.84,36.69,23.09,474739.47,26.57
655389.86,36.7,23.1,474739.47,26.59
655774.52,36.73,23.13,474877.35,26.6
655462.42,36.72,23.12,474829.19,26.6
655326.44,36.73,23.14,474846.32,26.62
655190.47,36.75,23.15,474837.8,26.63
655054.49,36.76,23.16,474831.37,26.65
654918.51,36.77,23.18,475025.59,26.67
655303.17,36.8,23.2,474935.87,26.67
655355.88,36.82,23.22,476133.56,26.75
655219.9,36.83,23.24,475937.16,26.76
654907.8,36.83,23.23,475732.93,26.75
654771.82,36.84,23.24,475732.48,26.77
654824.52,36.86,23.26,475910.7,26.79
654877.23,36.88,23.28,475910.66,26.8
654877.23,36.88,23.28,475910.66,26.8
654741.25,36.89,23.29,475910.66,26.82
654741.25,36.89,23.29,475865.02,26.81
654605.27,36.91,23.31,475865.02,26.83
654469.29,36.92,23.32,475939.9,26.85
654521.99,36.94,23.34,475939.49,26.86
654386.02,36.95,23.35,476008.61,26.88
654386.02,36.95,23.35,476060.75,26.88
654172.5,36.94,23.35,476056.97,26.89
654058.16,36.96,23.36,476086.09,26.9
654442.82,36.99,23.39,476086.09,26.91
654724.05,37.02,23.43,476600.41,26.95
654588.07,37.04,23.44,476600.1,26.97
654452.09,37.05,23.45,476600.1,26.98
654267.21,37.05,23.45,476605.13,26.99
654131.23,37.06,23.46,476793.39,27.01
653995.25,37.07,23.48,476806.31,27.03
653859.28,37.09,23.49,476750.92,27.04
654224.88,37.12,23.52,476745.89,27.05
653763.3,37.1,23.5,476759.57,27.06
653648.95,37.12,23.52,477393.91,27.11
653953.13,37.14,23.55,477498.32,27.12
653953.13,37.14,23.55,477498.32,27.12
654259.46,37.18,23.58,477386.74,27.13
654312.16,37.2,23.6,477472.33,27.15
654176.19,37.22,23.62,477472.47,27.16
654040.21,37.23,23.63,477471.88,27.18
653744.45,37.22,23.62,477268.21,27.17
653744.45,37.22,23.62,477268.21,27.17
653169.64,37.21,23.61,476580.76,27.15
653222.34,37.23,23.63,476580.76,27.16
652862.19,37.22,23.62,477535.4,27.22
653166.36,37.24,23.65,477621.57,27.23
653356.82,37.27,23.67,477621.12,27.24
653220.84,37.28,23.68,477680.5,27.26
652850.69,37.27,23.67,477623.97,27.27
652714.71,37.28,23.69,477674.78,27.29
652714.71,37.28,23.69,477665.26,27.29
652714.71,37.28,23.69,477665.26,27.29
652578.73,37.3,23.7,477561.88,27.29
652578.73,37.3,23.7,477561.88,27.29
652464.39,37.31,23.71,478251.35,27.35
651864.47,37.3,23.7,477582.79,27.33
651864.47,37.3,23.7,477582.79,27.33
651864.47,37.3,23.7,477577.87,27.33
652170.8,37.34,23.74,477457.69,27.34
652034.82,37.35,23.75,477457.83,27.35
652087.53,37.37,23.77,477457.83,27.36
651951.55,37.39,23.79,477457.24,27.38
651815.57,37.4,23.8,477498.45,27.4
652111.59,37.43,23.83,477498.45,27.41
652164.29,37.45,23.85,477534.94,27.42
651164.29,37.41,23.81,476534.94,27.38
651028.32,37.42,23.83,476540.7,27.39
650428.39,37.41,23.81,475964.6,27.38
650269.72,37.41,23.81,475811.46,27.37
650133.74,37.42,23.82,475780.52,27.38
649997.76,37.43,23.84,476208.21,27.43
649961.71,37.45,23.86,475929.44,27.42
649961.71,37.45,23.86,475929.44,27.42
649825.73,37.47,23.87,475928.99,27.44
649629.3,37.46,23.86,475899.53,27.44
649405.84,37.45,23.86,475974.28,27.45
649458.54,37.47,23.88,475924.77,27.46
649222.64,37.48,23.89,475759.82,27.47
649275.34,37.5,23.91,475733.13,27.48
649139.37,37.52,23.92,475733.13,27.5
649139.37,37.52,23.92,475733.13,27.5
649435.39,37.54,23.95,475727.55,27.5
649435.39,37.54,23.95,475727.55,27.5
649488.09,37.57,23.97,477421.16,27.61
649488.09,37.57,23.97,477421.16,27.61
649352.11,37.58,23.98,477429.28,27.63
649352.11,37.58,23.98,477429.28,27.63
649404.81,37.6,24.0,477429.28,27.64
649268.84,37.61,24.02,477421.25,27.66
649132.86,37.63,24.03,477421.17,27.67
648760.86,37.62,24.02,477040.7,27.66
648624.88,37.63,24.03,477041.53,27.68
648488.91,37.64,24.05,477239.59,27.7
648488.91,37.64,24.05,477239.59,27.7
648352.93,37.66,24.06,477040.69,27.71
648352.93,37.66,24.06,477040.69,27.71
648216.95,37.67,24.07,477040.48,27.72
648080.97,37.69,24.09,477040.24,27.74
647945.0,37.7,24.1,477047.67,27.76
648135.45,37.73,24.13,477047.67,27.77
648188.15,37.75,24.15,477047.67,27.78
648052.17,37.76,24.16,477076.09,27.8
648052.17,37.76,24.16,477076.09,27.8
648348.19,37.79,24.19,477076.09,27.81
648400.89,37.81,24.21,477076.09,27.82
648264.92,37.82,24.23,477055.56,27.83
648264.92,37.82,24.23,477055.56,27.83
648270.2,37.82,24.23,477056.72,27.83
648134.22,37.84,24.24,477346.08,27.87
648186.93,37.86,24.26,477346.08,27.88
648061.77,37.87,24.28,477231.46,27.89
647914.97,37.89,24.29,477041.4,27.9
647778.99,37.9,24.3,477041.53,27.91
647643.02,37.92,24.32,477040.95,27.93
647695.72,37.94,24.34,477040.95,27.94
646607.9,38.05,24.45,477040.5,28.07
646471.92,38.07,24.47,477043.99,28.09
646335.95,38.08,24.48,477074.82,28.11
646199.97,38.09,24.5,477052.04,28.12
646252.67,38.12,24.52,478908.18,28.25
646116.69,38.13,24.53,478971.32,28.27
645991.53,38.15,24.55,479149.26,28.29
646044.23,38.17,24.57,479149.22,28.31
646044.23,38.17,24.57,479149.22,28.31
646044.23,38.17,24.57,479149.22,28.31
646325.34,38.2,24.6,479148.81,28.32
646327.98,38.2,24.6,479160.51,28.32
645327.98,38.16,24.56,478160.51,28.27
645217.98,38.16,24.56,478050.51,28.27
645071.19,38.17,24.57,477797.88,28.27
644935.21,38.18,24.59,477797.43,28.29
644799.24,38.2,24.6,477797.43,28.3
644799.24,38.2,24.6,477797.43,28.3
644851.94,38.22,24.62,477798.59,28.32
645095.97,38.25,24.65,477797.43,28.33
644960.0,38.26,24.66,477802.34,28.35
645150.45,38.29,24.69,477802.34,28.36
645014.47,38.3,24.71,477808.33,28.37
644878.49,38.32,24.72,477813.0,28.39
644742.52,38.33,24.73,477879.5,28.41
644606.54,38.35,24.75,477834.78,28.43
644470.56,38.36,24.76,477797.43,28.44
644334.58,38.38,24.78,477797.43,28.46
644387.29,38.4,24.8,478699.52,28.52
644251.31,38.41,24.82,478699.52,28.54
644115.33,38.43,24.83,478699.52,28.56
644305.78,38.45,24.86,479097.12,28.59
644305.78,38.45,24.86,479097.12,28.59
644169.81,38.47,24.87,479097.12,28.61
644450.92,38.5,24.9,480306.27,28.69
644314.94,38.51,24.92,480381.74,28.71
644178.96,38.53,24.93,480366.54,28.73
644369.41,38.55,24.96,480367.67,28.74
644422.11,38.58,24.98,480366.53,28.76
644286.14,38.59,24.99,480343.6,28.77
644288.78,38.59,24.99,480355.29,28.77
644152.8,38.61,25.01,480317.95,28.79
644016.82,38.62,25.02,480317.5,28.8
643644.83,38.61,25.01,479898.28,28.79
643835.28,38.64,25.04,479906.98,28.8
643887.98,38.66,25.06,479916.83,28.81
643752.0,38.67,25.08,479916.83,28.83
644048.02,38.7,25.1,480014.26,28.84
644048.02,38.7,25.1,480014.26,28.84
644238.48,38.73,25.13,479942.33,28.85
644102.5,38.74,25.15,479972.41,28.87
644108.96,38.74,25.15,479975.02,28.87
643972.99,38.76,25.16,479971.66,28.89
644025.69,38.78,25.18,480141.41,28.91
644078.39,38.8,25.21,481516.3,29.01
643781.96,38.79,25.2,481295.55,29.0
643645.98,38.81,25.21,481268.83,29.02
643698.69,38.83,25.23,481268.79,29.03
643584.34,38.85,25.25,481380.96,29.06
643584.34,38.85,25.25,481380.96,29.06
643895.96,38.89,25.29,481989.07,29.11
643759.98,38.9,25.31,481988.62,29.13
643624.0,38.92,25.32,481988.62,29.15
643262.0,38.91,25.31,482229.15,29.17
643126.02,38.92,25.33,482353.82,29.19
642520.82,38.91,25.31,481633.54,29.17
642801.93,38.94,25.34,481633.13,29.18
642992.38,38.97,25.37,481641.93,29.19
642695.96,38.96,25.36,481236.56,29.17
642559.98,38.97,25.38,481136.78,29.18
642559.98,38.97,25.38,481140.02,29.18
642559.98,38.97,25.38,481094.46,29.18
642424.0,38.99,25.39,481069.56,29.2
642288.02,39.0,25.41,481421.62,29.23
642195.7,39.02,25.42,481150.56,29.24
642016.07,39.03,25.44,481069.56,29.25
642016.07,39.03,25.44,480983.89,29.24
642312.09,39.06,25.47,480994.97,29.25
642015.66,39.05,25.46,480604.88,29.23
642206.11,39.08,25.48,480591.79,29.25
642070.14,39.1,25.5,480591.34,29.26
641934.16,39.11,25.51,480591.34,29.28
641562.16,39.1,25.5,480584.55,29.29
640474.34,39.22,25.63,480584.1,29.43
640474.34,39.22,25.63,480725.53,29.44
640338.36,39.24,25.64,480772.91,29.46
640202.39,39.26,25.66,480732.07,29.48
639905.96,39.25,25.65,480613.84,29.48
639769.98,39.26,25.66,480612.29,29.49
639822.68,39.28,25.69,481662.73,29.57
639686.7,39.3,25.7,482093.75,29.62
639686.7,39.3,25.7,482093.75,29.62
639686.7,39.3,25.7,482093.75,29.62
639686.7,39.3,25.7,482139.39,29.62
639877.02,39.34,25.74,482160.76,29.64
639877.02,39.34,25.74,482292.25,29.65
639741.04,39.35,25.75,482292.38,29.67
639278.77,39.35,25.75,481834.99,29.66
639574.79,39.38,25.78,482047.8,29.68
639574.79,39.38,25.78,482002.16,29.68
639574.79,39.38,25.78,481994.95,29.68
639627.49,39.4,25.8,482720.08,29.73
639627.49,39.4,25.8,482720.08,29.73
639491.52,39.42,25.82,482719.5,29.75
639355.54,39.43,25.83,482719.5,29.77
638983.54,39.42,25.82,482255.06,29.75
638847.56,39.44,25.84,482274.42,29.77
638711.59,39.45,25.85,482261.38,29.79
638575.61,39.47,25.87,482255.06,29.81
638329.18,39.46,25.86,482269.41,29.81
638381.88,39.48,25.88,482269.37,29.83
638381.88,39.48,25.88,482322.05,29.83
638245.9,39.5,25.9,482469.74,29.86
638109.93,39.51,25.92,482322.05,29.87
637973.95,39.53,25.93,482322.05,29.89
637837.97,39.55,25.95,482322.08,29.9
637701.99,39.56,25.97,482322.12,29.92
637998.02,39.59,26.0,482321.71,29.93
638050.72,39.62,26.02,482321.71,29.95
638050.72,39.62,26.02,482320.7,29.95
638103.42,39.64,26.04,482333.96,29.96
637967.44,39.66,26.06,482333.89,29.98
637967.44,39.66,26.06,482333.89,29.98
637831.46,39.67,26.07,482333.89,30.0
637884.17,39.69,26.1,482323.62,30.01
637748.19,39.71,26.11,482435.18,30.04
637612.21,39.73,26.13,482394.85,30.06
637476.23,39.74,26.15,482323.62,30.07
637340.26,39.76,26.16,482323.75,30.09
637392.96,39.78,26.19,482320.78,30.1
637445.66,39.81,26.21,482320.77,30.12
637498.36,39.83,26.23,483583.92,30.21
637362.38,39.85,26.25,483583.33,30.23
637362.38,39.85,26.25,483583.33,30.23
637362.38,39.85,26.25,483583.33,30.23
637226.41,39.86,26.27,483662.27,30.26
637226.41,39.86,26.27,483662.27,30.26
637090.43,39.88,26.28,483658.22,30.28
636884.0,39.87,26.27,483330.01,30.26
636748.02,39.89,26.29,483420.19,30.28
636992.06,39.92,26.32,483419.74,30.29
637182.51,39.95,26.35,483420.29,30.31
637246.38,39.98,26.38,484487.28,30.39
636884.38,39.96,26.37,484611.25,30.41
636937.08,39.99,26.39,484611.1,30.43
637465.28,40.05,26.45,484379.05,30.43
637329.3,40.06,26.47,484379.05,30.45
637193.33,40.08,26.48,484379.05,30.47
637057.35,40.1,26.5,484379.69,30.49
636857.51,40.09,26.49,484277.29,30.49
636910.22,40.11,26.52,484276.88,30.5
636703.79,40.11,26.51,484052.12,30.49
636567.81,40.12,26.53,484051.54,30.51
636567.81,40.12,26.53,484051.54,30.51
636567.81,40.12,26.53,484051.54,30.51
636431.83,40.14,26.54,484051.49,30.53
636431.83,40.14,26.54,484051.49,30.53
636484.53,40.16,26.57,484163.05,30.55
636348.56,40.18,26.58,484271.61,30.58
636212.58,40.2,26.6,484249.27,30.6
635892.58,40.19,26.59,483929.27,30.58
635756.6,40.2,26.6,483843.04,30.6
635620.62,40.22,26.62,483843.17,30.62
635484.65,40.24,26.64,483842.59,30.63
635348.67,40.25,26.65,483842.59,30.65
635212.69,40.27,26.67,483886.4,30.68
635076.71,40.29,26.69,483843.03,30.69
635129.42,40.31,26.71,484081.52,30.72
634993.44,40.33,26.73,484483.81,30.77
635046.14,40.35,26.75,485006.69,30.82
634887.46,40.35,26.75,484885.28,30.81
635000.65,40.38,26.78,484844.62,30.83
635296.67,40.41,26.81,485492.9,30.88
635160.69,40.43,26.83,485492.9,30.9
634775.55,40.43,26.83,485130.83,30.9
634639.57,40.44,26.85,485130.83,30.92
634503.6,40.46,26.86,485130.83,30.94
634131.6,40.45,26.85,485320.66,30.96
634419.47,40.48,26.88,485322.55,30.97
634283.49,40.5,26.9,485323.63,30.99
634147.51,40.52,26.92,485322.55,31.01
634011.53,40.53,26.93,485322.96,31.03
633715.11,40.52,26.92,484921.68,31.01
633579.13,40.54,26.94,485036.73,31.03
633215.28,40.53,26.93,485034.4,31.04
633215.28,40.53,26.93,485034.4,31.04
633215.28,40.53,26.93,485034.4,31.04
633079.3,40.55,26.95,484918.93,31.06
632943.33,40.56,26.96,484918.48,31.08
633239.35,40.59,27.0,484918.48,31.09
633103.37,40.61,27.01,484918.48,31.11
633156.07,40.64,27.04,484918.48,31.12
633156.07,40.64,27.04,484918.48,31.12
633020.09,40.65,27.06,484979.88,31.15
632884.12,40.67,27.07,484962.01,31.16
632748.14,40.69,27.09,485030.51,31.19
632938.59,40.72,27.12,485113.58,31.21
632978.51,40.75,27.15,486117.45,31.29
632978.51,40.75,27.15,486117.45,31.29
633325.66,40.79,27.2,485822.18,31.29
632530.66,40.77,27.17,485001.56,31.26
632394.68,40.79,27.19,485001.69,31.28
632258.7,40.8,27.21,485001.11,31.3
632122.73,40.82,27.22,485153.71,31.33
632122.73,40.82,27.22,485153.71,31.33
631986.75,40.84,27.24,485206.97,31.35
631883.22,40.86,27.26,485192.71,31.37
632073.67,40.89,27.29,485151.2,31.38
632073.67,40.89,27.29,485151.2,31.38
632264.13,40.92,27.32,485109.64,31.39
632316.83,40.94,27.35,486817.64,31.52
632369.53,40.97,27.37,487118.04,31.56
632222.73,40.99,27.39,487029.16,31.57
632222.73,40.99,27.39,487030.59,31.57
631932.72,40.97,27.38,486689.31,31.56
631818.76,40.99,27.4,486873.45,31.59
631639.13,41.01,27.41,486586.59,31.59
631639.13,41.01,27.41,486586.59,31.59
631829.59,41.04,27.44,486586.14,31.6
631693.61,41.06,27.46,486506.46,31.62
631698.89,41.06,27.46,486536.32,31.62
631698.89,41.06,27.46,486536.32,31.62
631562.92,41.07,27.48,486534.11,31.64
631753.37,41.1,27.51,486534.11,31.66
631617.39,41.12,27.52,487857.97,31.76
631524.68,41.14,27.55,487996.36,31.79
632661.94,41.24,27.65,488168.94,31.82
632289.95,41.23,27.63,487611.73,31.8
631949.93,41.22,27.62,486893.61,31.76
631589.39,41.22,27.63,486943.85,31.78
630941.95,41.21,27.61,486003.02,31.74
631237.97,41.24,27.64,486003.02,31.75
631237.97,41.24,27.64,486003.02,31.75
630865.97,41.23,27.63,486017.56,31.76
630729.99,41.25,27.65,486017.11,31.78
630594.02,41.26,27.67,486017.11,31.8
630784.47,41.29,27.7,486002.57,31.82
630837.17,41.32,27.72,486836.52,31.89
630837.17,41.32,27.72,486836.52,31.89
630837.17,41.32,27.72,486836.52,31.89
630701.19,41.34,27.74,486837.26,31.91
630565.22,41.36,27.76,486836.59,31.93
629848.76,41.34,27.74,486074.2,31.9
629848.76,41.34,27.74,486074.2,31.9
628760.94,41.48,27.89,486074.2,32.07
628624.96,41.5,27.9,486132.73,32.09
628488.99,41.52,27.92,486299.96,32.13
628488.99,41.52,27.92,486299.96,32.13
628488.99,41.52,27.92,486299.96,32.13
628488.99,41.52,27.92,486299.96,32.13
628363.83,41.54,27.94,486177.16,32.14
628227.85,41.56,27.96,486176.71,32.16
628227.85,41.56,27.96,486176.71,32.16
628523.87,41.59,27.99,485899.42,32.15
628227.44,41.58,27.98,485845.86,32.16
628091.46,41.6,28.0,485845.86,32.18
627944.67,41.62,28.02,485742.84,32.19
627997.37,41.64,28.04,485797.43,32.21
627725.29,41.64,28.04,485625.48,32.21
626637.48,41.79,28.19,485625.03,32.38
626501.5,41.8,28.21,485628.52,32.4
626501.5,41.8,28.21,485800.25,32.42
626365.52,41.82,28.23,485830.65,32.44
626732.98,41.86,28.26,487471.35,32.56
626597.0,41.88,28.28,487442.36,32.58
626649.7,41.91,28.31,487442.32,32.6
626513.72,41.93,28.33,487690.54,32.64
626377.75,41.94,28.35,487563.58,32.65
626241.77,41.96,28.37,487437.42,32.66
626105.79,41.98,28.38,487436.97,32.68
626105.79,41.98,28.38,487312.66,32.68
625969.81,42.0,28.4,487312.66,32.7
625833.84,42.02,28.42,487312.66,32.72
625697.86,42.04,28.44,487729.7,32.77
625825.72,42.08,28.48,487859.37,32.8
625825.72,42.08,28.48,487992.31,32.81
625878.43,42.1,28.51,487991.9,32.83
625931.13,42.13,28.53,487991.9,32.85
625795.15,42.15,28.55,487991.45,32.87
627123.37,42.27,28.67,489444.74,32.99
627419.4,42.3,28.7,489458.0,33.0
627283.42,42.32,28.72,489458.0,33.02
626911.42,42.31,28.71,489457.79,33.03
626775.44,42.33,28.73,489495.42,33.06
626572.26,42.32,28.72,489218.67,33.04
626436.28,42.34,28.74,489188.36,33.06
626626.73,42.37,28.77,489175.31,33.08
626490.76,42.39,28.79,489167.99,33.1
626543.46,42.42,28.82,489167.99,33.12
626407.48,42.44,28.84,489431.08,33.16
626703.5,42.47,28.87,490539.45,33.24
626578.34,42.49,28.89,490360.4,33.25
626431.55,42.51,28.91,490276.36,33.27
626135.84,42.5,28.9,490025.47,33.26
625999.86,42.52,28.92,490025.02,33.28
625627.86,42.51,28.91,489861.46,33.28
625923.88,42.54,28.94,490177.61,33.31
625787.9,42.56,28.96,490177.61,33.34
625651.93,42.58,28.98,490200.18,33.36
625515.95,42.6,29.0,490179.81,33.38
625379.97,42.62,29.02,490182.56,33.41
625243.99,42.64,29.04,490184.87,33.43
625243.99,42.64,29.04,490184.87,33.43
625118.83,42.66,29.06,490332.58,33.46
624972.04,42.68,29.08,490177.61,33.47
624979.97,42.68,29.08,490178.78,33.47
624843.99,42.7,29.1,490178.33,33.5
624471.99,42.69,29.09,490188.08,33.51
624336.01,42.71,29.11,490188.08,33.53
624200.04,42.73,29.13,490232.21,33.56
624252.74,42.75,29.16,490232.17,33.58
624548.76,42.79,29.19,490231.76,33.59
624412.78,42.81,29.21,490193.47,33.61
624412.78,42.81,29.21,490193.47,33.61
624116.35,42.8,29.2,489886.01,33.59
623819.92,42.79,29.19,489927.67,33.6
623683.95,42.81,29.21,489921.83,33.63
623736.65,42.83,29.24,489921.83,33.64
623622.3,42.86,29.26,490603.65,33.71
623422.47,42.85,29.25,490236.22,33.69
623923.88,42.91,29.31,490349.4,33.73
623551.89,42.9,29.3,490367.32,33.74
623415.91,42.92,29.32,490366.87,33.76
622620.9,42.9,29.3,489571.87,33.73
622462.23,42.89,29.29,489418.47,33.72
622326.25,42.91,29.31,489418.46,33.75
622190.27,42.93,29.33,489432.53,33.77
622054.29,42.95,29.35,489418.86,33.79
621918.32,42.97,29.37,489418.47,33.82
621782.34,42.99,29.39,489536.92,33.85
621646.36,43.01,29.41,489453.34,33.86
621699.06,43.04,29.44,489435.99,33.88
621411.98,43.03,29.43,489300.22,33.88
621708.0,43.06,29.47,489299.66,33.89
621572.02,43.08,29.49,489264.78,33.91
621436.04,43.1,29.51,489264.92,33.94
621300.06,43.12,29.53,489264.33,33.96
621164.09,43.14,29.55,489264.33,33.98
621164.09,43.14,29.55,489264.33,33.98
621023.63,43.14,29.54,489489.21,34.0
620887.65,43.16,29.56,489638.19,34.04
620751.67,43.18,29.59,489712.44,34.07
620703.0,43.21,29.61,490374.62,34.14
620943.66,43.26,29.66,490089.14,34.14
621328.33,43.29,29.7,489973.32,34.14
620897.69,43.28,29.68,490665.78,34.2
621193.71,43.32,29.72,490759.74,34.22
620593.79,43.3,29.71,490159.81,34.2
620457.81,43.32,29.73,490159.36,34.23
620148.78,43.32,29.72,489497.97,34.19
620012.8,43.34,29.74,489497.97,34.22
620389.22,43.37,29.78,490954.68,34.32
620389.22,43.37,29.78,491000.33,34.33
620253.24,43.39,29.8,491013.01,34.35
620117.27,43.42,29.82,491000.94,34.38
619981.29,43.44,29.84,491000.33,34.4
619845.31,43.46,29.86,491089.89,34.43
619492.37,43.45,29.85,490689.08,34.41
619773.48,43.48,29.89,490688.63,34.43
619637.5,43.5,29.91,490639.7,34.45
619690.2,43.53,29.94,490639.7,34.47
619880.66,43.57,29.97,490648.5,34.48
619744.68,43.59,29.99,490607.88,34.51
619527.43,43.58,29.98,490392.05,34.5
619527.43,43.58,29.98,490392.05,34.5
619527.43,43.58,29.98,490346.4,34.49
619527.43,43.58,29.98,490397.61,34.5
619391.45,43.6,30.0,490397.16,34.52
619391.45,43.6,30.0,490397.16,34.52
619391.45,43.6,30.0,490388.57,34.52
619255.47,43.62,30.02,490388.57,34.54
619119.49,43.64,30.04,490391.26,34.57
618575.58,43.73,30.13,490397.05,34.67
618439.61,43.75,30.15,490400.01,34.69
618735.63,43.78,30.19,490393.79,34.7
618788.33,43.81,30.22,490391.56,34.72
618652.35,43.83,30.24,490385.92,34.75
618516.38,43.86,30.26,490389.07,34.77
618391.21,43.88,30.28,490624.65,34.81
618244.42,43.9,30.3,490385.92,34.82
618108.44,43.92,30.32,490385.47,34.84
618108.44,43.92,30.32,490396.05,34.85
618108.44,43.92,30.32,490396.05,34.85
617972.47,43.94,30.34,490396.05,34.87
617836.49,43.96,30.37,490400.05,34.9
617889.19,43.99,30.39,490399.7,34.92
617889.19,43.99,30.39,490399.7,34.92
617753.21,44.01,30.42,490396.76,34.94
617617.24,44.04,30.44,490398.84,34.97
617669.94,44.07,30.47,491981.02,35.1
617669.94,44.07,30.47,491981.02,35.1
617533.96,44.09,30.49,491982.07,35.12
617586.66,44.12,30.52,492464.3,35.18
617290.23,44.11,30.51,491785.57,35.14
617154.25,44.13,30.53,491914.5,35.17
617018.28,44.15,30.55,491781.39,35.19
617070.98,44.18,30.58,491781.35,35.21
