ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_92c5-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-origin_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_92c5-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-origin_ratio,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_92c5-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-origin_q124,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_92c5-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-bellman_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_92c5-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-bellman_ratio
825597.97,21.87,8.27,361421.95,9.57
825597.97,21.87,8.27,361421.95,9.57
825963.58,21.88,8.28,361377.98,9.57
825963.58,21.88,8.28,361377.98,9.57
826016.28,21.88,8.29,362702.91,9.61
826016.28,21.88,8.29,362702.91,9.61
825857.6,21.88,8.28,362544.23,9.61
825721.63,21.88,8.28,362543.77,9.61
825378.93,21.88,8.28,362185.41,9.6
825666.8,21.89,8.29,362935.54,9.62
825530.82,21.89,8.29,363021.81,9.63
825234.39,21.88,8.28,362605.4,9.62
825098.42,21.88,8.29,362734.77,9.62
824873.18,21.88,8.28,362510.01,9.62
824925.88,21.89,8.29,362509.97,9.62
824920.86,21.89,8.29,362647.05,9.62
825776.77,21.92,8.32,363870.04,9.66
825381.97,21.92,8.32,363294.33,9.65
825434.67,21.92,8.32,363293.92,9.65
825298.69,21.92,8.33,363293.47,9.65
825162.72,21.93,8.33,363293.47,9.65
825215.42,21.93,8.34,363293.47,9.66
825268.12,21.94,8.34,363293.47,9.66
825320.82,21.95,8.35,363348.67,9.66
825184.84,21.95,8.35,363536.58,9.67
825428.88,21.96,8.36,363585.98,9.67
825292.9,21.96,8.36,363479.36,9.67
825156.93,21.96,8.36,363410.39,9.67
824955.66,21.96,8.36,363940.14,9.69
825697.36,21.98,8.39,365521.34,9.73
825697.36,21.98,8.39,365447.27,9.73
825706.88,21.98,8.39,365529.57,9.73
825759.58,21.99,8.39,365940.38,9.74
825609.96,21.99,8.39,365346.86,9.73
825800.41,22.0,8.4,365632.16,9.74
826096.43,22.01,8.41,365631.71,9.74
825726.43,22.0,8.41,365261.71,9.73
825779.13,22.01,8.41,365261.71,9.74
825482.7,22.0,8.41,365266.71,9.74
825346.72,22.01,8.41,365266.26,9.74
825399.43,22.01,8.41,365266.26,9.74
825263.45,22.01,8.42,365266.26,9.74
825316.15,22.02,8.42,365279.52,9.75
825180.17,22.02,8.42,365279.52,9.75
825232.87,22.03,8.43,365269.24,9.75
825009.42,22.02,8.43,365266.26,9.75
824873.44,22.03,8.43,365279.23,9.75
825258.1,22.04,8.44,365744.37,9.77
825122.12,22.04,8.44,365849.72,9.77
825122.12,22.04,8.44,365849.72,9.77
825122.12,22.04,8.44,365849.72,9.77
824937.24,22.04,8.44,365390.57,9.76
824989.94,22.04,8.45,365384.59,9.76
824694.18,22.04,8.44,366585.64,9.8
824558.21,22.04,8.44,366556.87,9.8
824422.23,22.04,8.45,366505.37,9.8
824718.25,22.05,8.46,366826.26,9.81
824718.25,22.05,8.46,366826.26,9.81
824582.27,22.06,8.46,366788.2,9.81
824210.28,22.05,8.45,366393.22,9.8
824074.3,22.05,8.45,366392.77,9.8
823938.32,22.05,8.46,366392.77,9.81
824234.34,22.06,8.47,366392.32,9.81
824098.36,22.07,8.47,366392.32,9.81
823726.37,22.06,8.46,366392.32,9.81
823590.39,22.06,8.46,366409.44,9.81
823780.84,22.07,8.47,366459.14,9.82
824076.86,22.08,8.48,366460.27,9.82
823780.43,22.08,8.48,366409.44,9.82
823644.46,22.08,8.48,366396.97,9.82
823508.48,22.08,8.48,366392.32,9.82
823349.8,22.08,8.48,366239.44,9.82
823213.82,22.08,8.48,366404.77,9.83
823077.84,22.08,8.48,366239.44,9.83
822941.87,22.08,8.49,366238.99,9.83
822994.57,22.09,8.49,366671.36,9.84
823275.68,22.1,8.5,366379.17,9.84
823139.7,22.1,8.5,366394.25,9.84
823003.72,22.1,8.51,366446.71,9.84
823003.72,22.1,8.51,366446.71,9.84
822867.75,22.11,8.51,366423.25,9.84
822731.77,22.11,8.51,366519.9,9.85
822359.77,22.1,8.5,366521.25,9.85
822412.47,22.11,8.51,367622.16,9.88
822808.42,22.12,8.52,368005.59,9.89
822787.67,22.13,8.53,367809.82,9.89
822787.67,22.13,8.53,367809.82,9.89
822827.59,22.13,8.54,367975.03,9.9
823018.04,22.14,8.54,367974.58,9.9
823070.75,22.15,8.55,367974.58,9.9
822934.77,22.15,8.55,367974.14,9.9
822987.47,22.16,8.56,367974.14,9.91
822851.49,22.16,8.56,367974.14,9.91
822593.89,22.15,8.56,367899.29,9.91
823146.04,22.17,8.58,368593.34,9.93
823146.04,22.17,8.58,368593.34,9.93
823010.06,22.18,8.58,369096.86,9.95
822874.08,22.18,8.58,368932.29,9.94
822926.78,22.19,8.59,368960.32,9.95
822652.79,22.18,8.58,368665.08,9.94
822549.26,22.18,8.59,368477.76,9.94
822601.96,22.19,8.59,368485.3,9.94
822897.98,22.2,8.6,368698.21,9.95
822525.98,22.19,8.6,368452.03,9.94
822822.0,22.2,8.61,368449.73,9.94
822822.0,22.2,8.61,368449.73,9.94
824381.62,22.25,8.65,370298.09,10.0
824009.63,22.25,8.65,371097.67,10.02
823873.65,22.25,8.65,371097.22,10.02
824169.67,22.26,8.66,371575.36,10.04
824033.69,22.26,8.66,371575.36,10.04
823661.69,22.25,8.66,371565.02,10.04
823661.69,22.25,8.66,371565.02,10.04
823942.8,22.26,8.67,371564.57,10.04
823806.83,22.27,8.67,371571.56,10.04
823670.85,22.27,8.67,371566.19,10.05
823534.87,22.27,8.67,371564.57,10.05
823398.89,22.27,8.68,372008.72,10.06
823102.46,22.27,8.67,371681.48,10.06
823049.8,22.27,8.67,371560.31,10.05
823049.8,22.27,8.67,371560.31,10.05
823353.97,22.28,8.69,371560.31,10.06
823544.42,22.29,8.69,371576.84,10.06
823325.13,22.29,8.69,371253.87,10.05
823377.84,22.3,8.7,371238.0,10.05
823430.54,22.3,8.71,371237.34,10.06
823430.54,22.3,8.71,371274.19,10.06
823294.56,22.31,8.71,371274.19,10.06
823347.26,22.31,8.72,371918.48,10.08
823211.28,22.32,8.72,371918.48,10.08
823075.31,22.32,8.72,371918.81,10.08
823128.01,22.32,8.73,372447.96,10.1
823372.04,22.33,8.74,372979.1,10.12
823236.07,22.34,8.74,372978.78,10.12
823100.09,22.34,8.74,372978.77,10.12
823152.79,22.35,8.75,372978.73,10.13
823016.81,22.35,8.75,373140.23,10.13
822880.84,22.35,8.75,372981.0,10.13
822744.86,22.35,8.76,372978.73,10.13
822797.56,22.36,8.76,372978.32,10.14
822661.58,22.36,8.76,372978.32,10.14
822301.43,22.35,8.76,373259.82,10.15
822165.46,22.36,8.76,373259.85,10.15
822218.16,22.36,8.77,373259.85,10.15
822270.86,22.37,8.77,373259.85,10.15
822134.88,22.37,8.77,373259.82,10.16
822134.88,22.37,8.77,373259.82,10.16
822134.88,22.37,8.77,373305.46,10.16
821998.9,22.37,8.78,373305.46,10.16
821862.93,22.38,8.78,373324.78,10.16
821726.95,22.38,8.78,373312.8,10.17
822022.97,22.39,8.79,373335.63,10.17
821886.99,22.39,8.8,373328.3,10.17
821751.02,22.4,8.8,373328.3,10.17
821641.02,22.39,8.8,373218.3,10.17
821505.04,22.4,8.8,373217.85,10.17
821369.06,22.4,8.8,373217.85,10.18
821233.08,22.4,8.8,373400.23,10.18
821097.11,22.4,8.8,373404.31,10.19
820961.13,22.4,8.81,373382.91,10.19
820589.13,22.4,8.8,373360.32,10.19
820474.79,22.4,8.8,373368.38,10.19
820527.49,22.41,8.81,373368.29,10.2
820187.47,22.4,8.8,372710.91,10.18
820483.5,22.41,8.81,373860.57,10.21
820121.5,22.4,8.81,373245.69,10.2
819825.07,22.4,8.8,373227.34,10.2
819825.07,22.4,8.8,373227.34,10.2
819825.07,22.4,8.8,373227.34,10.2
819666.39,22.39,8.8,373107.36,10.19
819666.39,22.39,8.8,373061.71,10.19
820070.2,22.41,8.81,373665.95,10.21
820122.9,22.42,8.82,374219.49,10.23
819986.93,22.42,8.82,374219.51,10.23
819850.95,22.42,8.82,374219.04,10.23
819850.95,22.42,8.82,374219.04,10.23
819714.97,22.43,8.83,374437.83,10.24
820010.99,22.44,8.84,374437.38,10.24
819875.01,22.44,8.84,374408.07,10.25
819503.02,22.43,8.83,374408.07,10.25
819503.02,22.43,8.83,374460.21,10.25
819503.02,22.43,8.83,374450.69,10.25
819367.04,22.43,8.84,374373.24,10.25
819663.06,22.44,8.85,374443.93,10.25
819663.06,22.44,8.85,374443.93,10.25
819463.22,22.44,8.84,374095.83,10.24
819453.18,22.45,8.85,374298.22,10.25
819453.18,22.45,8.85,374298.22,10.25
819505.88,22.45,8.86,374252.14,10.25
818808.48,22.44,8.84,373474.77,10.24
818585.02,22.44,8.84,373450.16,10.24
818881.05,22.45,8.85,373450.16,10.24
818745.07,22.45,8.85,373450.3,10.24
818745.07,22.45,8.85,373450.3,10.24
818609.09,22.45,8.85,373449.71,10.24
818890.2,22.46,8.87,374008.43,10.26
818890.2,22.46,8.87,374008.43,10.26
818890.2,22.46,8.87,374008.43,10.26
818518.2,22.46,8.86,373788.42,10.25
818382.23,22.46,8.86,373880.72,10.26
818382.23,22.46,8.86,373927.05,10.26
818246.25,22.46,8.86,373870.73,10.26
818298.95,22.47,8.87,373695.04,10.26
818351.65,22.47,8.88,373619.78,10.26
818351.65,22.47,8.88,373573.45,10.26
818215.67,22.48,8.88,373561.42,10.26
818053.69,22.48,8.88,373618.72,10.27
818349.71,22.49,8.89,375303.79,10.31
818213.73,22.49,8.89,375567.76,10.32
818121.4,22.49,8.9,375360.83,10.32
817749.41,22.49,8.89,374927.21,10.31
817749.41,22.49,8.89,374973.68,10.31
817467.74,22.48,8.88,374724.47,10.31
817467.74,22.48,8.88,374678.0,10.3
817467.74,22.48,8.88,374727.14,10.31
817520.44,22.49,8.89,374727.1,10.31
817808.31,22.5,8.9,374728.61,10.31
817666.29,22.5,8.9,374726.69,10.31
817486.66,22.5,8.9,374645.7,10.31
817486.66,22.5,8.9,374610.75,10.31
817250.76,22.5,8.9,374239.04,10.3
817114.78,22.5,8.9,374238.59,10.3
816956.1,22.5,8.9,374124.32,10.3
816820.12,22.5,8.9,374124.32,10.3
816822.77,22.5,8.9,374164.45,10.31
817126.94,22.51,8.91,374164.45,10.31
817317.39,22.52,8.92,374195.47,10.31
817181.41,22.52,8.92,374195.47,10.31
816821.26,22.51,8.92,374171.29,10.31
816873.97,22.52,8.92,374164.45,10.32
816926.67,22.53,8.93,374883.19,10.34
816926.67,22.53,8.93,374883.19,10.34
816790.69,22.53,8.93,374898.56,10.34
816654.71,22.53,8.93,374886.65,10.34
816518.74,22.54,8.94,375156.49,10.35
816382.76,22.54,8.94,374996.99,10.35
816246.78,22.54,8.94,374883.19,10.35
816110.8,22.54,8.94,374882.75,10.35
816406.82,22.55,8.96,374991.09,10.36
816459.53,22.56,8.96,375529.02,10.38
816323.55,22.56,8.96,375529.02,10.38
816187.57,22.57,8.97,375535.84,10.38
816051.59,22.57,8.97,375533.28,10.39
816051.59,22.57,8.97,375533.28,10.39
815755.16,22.56,8.96,375722.28,10.39
815596.49,22.56,8.96,375568.88,10.39
815460.51,22.56,8.96,375564.8,10.39
815324.53,22.56,8.97,375564.68,10.39
815324.53,22.56,8.97,375564.68,10.39
815514.98,22.57,8.97,375564.23,10.4
815514.98,22.57,8.97,375564.23,10.4
815379.01,22.57,8.98,375711.9,10.4
815007.01,22.57,8.97,375298.72,10.39
814871.03,22.57,8.97,375150.99,10.39
814735.05,22.57,8.97,375150.54,10.39
814787.75,22.58,8.98,375150.54,10.4
814651.78,22.58,8.98,375150.54,10.4
814842.23,22.59,8.99,375182.37,10.4
813754.41,22.61,9.01,375181.92,10.42
813618.43,22.61,9.02,375282.53,10.43
813482.46,22.62,9.02,375330.7,10.43
813482.46,22.62,9.02,375330.7,10.43
813346.48,22.62,9.02,375297.38,10.44
813346.48,22.62,9.02,375297.38,10.44
813297.8,22.62,9.03,375937.79,10.46
813001.38,22.62,9.02,375907.75,10.46
812866.04,22.62,9.02,375327.47,10.44
812866.04,22.62,9.02,375327.47,10.44
812642.12,22.62,9.02,375151.88,10.44
812642.12,22.62,9.02,375151.88,10.44
812506.14,22.62,9.02,375152.01,10.45
812370.16,22.62,9.03,375151.43,10.45
812234.18,22.63,9.03,375151.43,10.45
812234.18,22.63,9.03,375151.43,10.45
812234.18,22.63,9.03,375151.43,10.45
812235.51,22.63,9.03,375152.54,10.45
812099.53,22.63,9.03,375161.83,10.45
812099.53,22.63,9.03,375161.83,10.45
812099.53,22.63,9.03,375161.83,10.45
812152.23,22.64,9.04,375166.68,10.46
812016.25,22.64,9.04,375322.1,10.46
811719.82,22.63,9.03,375315.46,10.46
811772.53,22.64,9.04,375438.67,10.47
812157.19,22.65,9.05,375334.36,10.47
812209.89,22.66,9.06,375315.46,10.47
812073.91,22.66,9.06,375424.04,10.48
811981.59,22.66,9.07,375439.36,10.48
811669.49,22.66,9.06,376552.52,10.51
811489.86,22.66,9.06,376263.91,10.51
811785.88,22.67,9.07,376509.35,10.52
811785.88,22.67,9.07,376509.35,10.52
811675.88,22.67,9.07,376399.35,10.51
811539.9,22.67,9.07,376398.91,10.52
811592.6,22.68,9.08,376398.46,10.52
811645.3,22.68,9.09,376398.46,10.52
811889.34,22.7,9.1,376399.85,10.52
811753.36,22.7,9.1,376399.84,10.52
811753.36,22.7,9.1,376399.84,10.52
811617.38,22.7,9.1,376419.56,10.53
811670.09,22.71,9.11,376418.16,10.53
811670.09,22.71,9.11,376418.16,10.53
811534.11,22.71,9.11,376418.08,10.53
810446.29,22.73,9.13,376418.08,10.56
810310.31,22.73,9.13,376408.57,10.56
810363.01,22.74,9.14,376408.57,10.56
810227.04,22.74,9.14,376760.94,10.58
810227.04,22.74,9.14,376760.94,10.58
810227.04,22.74,9.14,376760.94,10.58
810417.49,22.75,9.15,377494.1,10.6
810258.81,22.75,9.15,377340.22,10.59
809886.81,22.74,9.14,377038.07,10.59
809794.49,22.74,9.15,376756.57,10.58
809984.94,22.75,9.16,377152.63,10.59
809805.31,22.76,9.16,377071.64,10.6
809805.31,22.76,9.16,377071.64,10.6
809669.33,22.76,9.16,377071.19,10.6
809965.35,22.77,9.17,377571.85,10.61
809668.92,22.76,9.16,377878.94,10.62
809532.95,22.77,9.17,377878.94,10.63
809396.97,22.77,9.17,377893.17,10.63
809260.99,22.77,9.17,377879.29,10.63
809125.01,22.77,9.18,377879.17,10.64
808828.58,22.77,9.17,377426.37,10.62
808692.61,22.77,9.17,377572.91,10.63
808883.06,22.78,9.18,377572.46,10.63
808935.76,22.79,9.19,377572.46,10.64
808799.78,22.79,9.19,377463.91,10.64
808437.79,22.78,9.18,377241.41,10.63
808437.79,22.78,9.18,377193.36,10.63
808301.81,22.78,9.19,377155.13,10.63
808251.81,22.78,9.18,377105.13,10.63
808115.83,22.78,9.19,377104.68,10.63
807979.85,22.79,9.19,377104.68,10.64
808275.87,22.8,9.2,377104.68,10.64
808139.9,22.8,9.2,377140.96,10.64
808003.92,22.8,9.21,377112.54,10.64
807867.94,22.81,9.21,377104.68,10.65
807577.93,22.8,9.2,376764.31,10.64
807441.95,22.8,9.21,376983.97,10.65
807316.79,22.81,9.21,376816.4,10.64
806944.79,22.8,9.2,376840.1,10.65
807240.81,22.81,9.21,376832.46,10.65
807094.02,22.81,9.21,376780.37,10.65
806958.04,22.81,9.22,376779.92,10.65
807010.74,22.82,9.22,376763.86,10.65
806874.77,22.82,9.23,376763.86,10.66
806502.77,22.82,9.22,376763.86,10.66
806366.79,22.82,9.22,376806.91,10.66
806144.97,22.81,9.22,376651.79,10.66
806008.99,22.82,9.22,376665.23,10.66
805873.01,22.82,9.22,376615.55,10.66
805737.04,22.82,9.22,377069.52,10.68
805440.61,22.82,9.22,377124.25,10.68
805440.61,22.82,9.22,377172.85,10.68
805387.94,22.82,9.22,376913.22,10.68
805168.65,22.82,9.22,376712.07,10.68
805032.68,22.82,9.23,376711.86,10.68
804896.7,22.83,9.23,376711.62,10.68
804760.72,22.83,9.23,376716.31,10.69
804624.74,22.83,9.23,376742.79,10.69
804488.77,22.83,9.24,377303.36,10.71
804541.47,22.84,9.24,377381.64,10.71
804427.12,22.84,9.25,377477.16,10.72
804313.17,22.85,9.25,376896.98,10.71
804514.43,22.86,9.26,376863.66,10.71
804334.8,22.86,9.26,376756.58,10.71
804646.49,22.87,9.27,378199.8,10.75
804942.51,22.88,9.28,378199.36,10.75
804675.56,22.88,9.28,377834.91,10.74
804539.59,22.88,9.28,377834.46,10.74
804592.29,22.89,9.29,377834.46,10.75
804456.31,22.89,9.29,377834.46,10.75
804320.33,22.89,9.29,377847.14,10.75
804373.03,22.9,9.3,377847.14,10.76
804237.06,22.9,9.3,377834.68,10.76
803865.06,22.89,9.3,377873.93,10.76
803591.06,22.89,9.29,377655.46,10.76
803455.08,22.89,9.29,377655.25,10.76
803461.69,22.89,9.29,377688.79,10.76
803461.69,22.89,9.29,377640.19,10.76
803325.71,22.89,9.3,377801.48,10.77
803621.73,22.9,9.31,377769.15,10.77
803485.76,22.91,9.31,377612.91,10.77
803349.78,22.91,9.31,377607.86,10.77
803213.8,22.91,9.31,377607.86,10.77
802841.8,22.91,9.31,377600.93,10.77
802705.83,22.91,9.31,377600.93,10.78
802569.85,22.91,9.31,377600.93,10.78
802433.87,22.91,9.32,377600.93,10.78
802297.89,22.92,9.32,377600.93,10.79
802161.92,22.92,9.32,377723.99,10.79
802025.94,22.92,9.32,377674.55,10.79
802078.64,22.93,9.33,377674.55,10.8
802382.81,22.94,9.34,378311.09,10.82
802573.26,22.95,9.35,378931.12,10.84
802437.29,22.95,9.35,378857.51,10.84
802301.31,22.95,9.36,378857.06,10.84
802301.31,22.95,9.36,378908.78,10.84
802142.63,22.95,9.35,378754.58,10.84
801846.2,22.94,9.35,378072.18,10.82
801846.2,22.94,9.35,378035.4,10.82
801710.22,22.95,9.35,378035.4,10.82
801574.25,22.95,9.35,378068.63,10.82
801302.92,22.94,9.35,378481.53,10.84
801166.94,22.95,9.35,378462.85,10.84
801219.64,22.95,9.36,378540.66,10.84
801515.66,22.97,9.37,378540.21,10.85
801379.68,22.97,9.37,378541.46,10.85
801570.14,22.98,9.38,378541.46,10.85
801622.84,22.99,9.39,378541.46,10.85
801250.84,22.98,9.38,378541.46,10.86
801114.86,22.98,9.38,378635.2,10.86
800908.43,22.98,9.38,378691.53,10.86
800961.13,22.98,9.38,378641.56,10.86
801257.15,22.99,9.4,378635.2,10.87
801309.86,23.0,9.4,379274.94,10.89
801362.56,23.01,9.41,379482.92,10.9
801415.26,23.01,9.42,379818.58,10.91
801279.28,23.02,9.42,379888.16,10.91
801279.28,23.02,9.42,379933.8,10.91
801469.73,23.03,9.43,379933.35,10.92
801333.76,23.03,9.43,379754.24,10.91
801197.78,23.03,9.44,379753.79,10.92
801250.48,23.04,9.44,379753.79,10.92
801114.5,23.04,9.44,379753.79,10.92
800978.53,23.05,9.45,379753.79,10.93
800842.55,23.05,9.45,379760.36,10.93
800706.57,23.05,9.45,379754.31,10.93
800570.59,23.05,9.46,379947.92,10.94
800347.13,23.05,9.45,380094.67,10.95
800211.16,23.05,9.45,379950.31,10.95
800507.18,23.06,9.47,379950.31,10.95
800371.2,23.07,9.47,379900.55,10.95
800235.22,23.07,9.47,379900.56,10.95
800287.93,23.08,9.48,379900.56,10.95
800151.95,23.08,9.48,379900.1,10.96
799779.95,23.07,9.47,379912.31,10.96
799643.97,23.07,9.48,380244.47,10.97
799508.0,23.08,9.48,380325.41,10.98
799560.7,23.08,9.49,380322.32,10.98
800741.23,23.12,9.53,381562.2,11.02
801045.4,23.14,9.54,381553.07,11.02
801098.1,23.14,9.55,382858.38,11.06
801150.8,23.15,9.55,383247.19,11.07
800854.37,23.14,9.55,382626.07,11.06
800493.83,23.14,9.54,382676.32,11.06
800546.53,23.15,9.55,382676.27,11.06
800599.23,23.15,9.56,382675.87,11.07
800651.93,23.16,9.56,382675.87,11.07
800515.95,23.16,9.57,382676.0,11.07
800145.8,23.16,9.56,382705.35,11.08
800009.83,23.16,9.56,382704.76,11.08
800062.53,23.17,9.57,382704.76,11.08
800358.55,23.18,9.58,382727.6,11.08
800411.25,23.18,9.59,382742.82,11.09
800463.95,23.19,9.59,382746.62,11.09
800327.98,23.19,9.6,382746.62,11.09
800169.3,23.19,9.59,382593.22,11.09
799600.41,23.18,9.58,381685.01,11.07
799228.41,23.17,9.58,382825.6,11.1
799281.11,23.18,9.58,383005.73,11.11
799145.13,23.18,9.58,383005.73,11.11
799335.58,23.19,9.59,382937.8,11.11
799526.04,23.2,9.6,382905.7,11.11
799578.74,23.21,9.61,384195.33,11.15
799581.38,23.21,9.61,384207.03,11.15
799445.4,23.21,9.61,384242.06,11.16
799309.43,23.22,9.62,384207.03,11.16
799173.45,23.22,9.62,384374.35,11.17
799037.47,23.22,9.62,384207.03,11.17
799090.17,23.23,9.63,383699.19,11.15
798883.74,23.22,9.63,383118.85,11.14
798747.77,23.23,9.63,383118.4,11.14
798611.79,23.23,9.63,383118.4,11.14
798475.81,23.23,9.63,383151.25,11.15
798339.83,23.23,9.64,383121.1,11.15
798392.54,23.24,9.64,383070.51,11.15
798072.54,23.23,9.64,382750.51,11.14
797936.56,23.24,9.64,382747.81,11.15
798010.89,23.24,9.65,384194.81,11.19
797874.92,23.25,9.65,384385.6,11.2
797916.8,23.25,9.66,384135.95,11.2
797780.82,23.26,9.66,384002.15,11.19
797822.71,23.26,9.67,384068.17,11.2
797875.41,23.27,9.67,384068.13,11.2
797739.43,23.27,9.68,384011.15,11.2
797603.45,23.28,9.68,384011.28,11.21
797467.48,23.28,9.68,384010.7,11.21
797331.5,23.28,9.68,384042.04,11.21
797635.67,23.29,9.7,384045.1,11.22
797265.52,23.29,9.69,384043.28,11.22
797318.22,23.29,9.7,384041.63,11.22
797614.25,23.31,9.71,384041.63,11.22
797252.25,23.3,9.7,384154.73,11.23
797252.25,23.3,9.7,384195.84,11.23
796955.82,23.29,9.69,384070.03,11.22
797251.84,23.3,9.71,383989.75,11.22
797115.86,23.31,9.71,383987.8,11.23
796979.88,23.31,9.71,383962.46,11.23
796607.89,23.3,9.7,383929.65,11.23
796471.91,23.3,9.71,384048.36,11.24
796335.93,23.31,9.71,383998.49,11.24
796335.93,23.31,9.71,383998.49,11.24
796388.63,23.31,9.72,384802.58,11.26
796252.66,23.32,9.72,384729.68,11.27
796706.22,23.33,9.73,384502.76,11.26
796280.33,23.32,9.73,385073.67,11.28
796567.83,23.34,9.74,385128.55,11.28
796431.85,23.34,9.74,385128.69,11.29
796295.87,23.34,9.74,385128.1,11.29
796159.9,23.34,9.75,385292.09,11.3
796023.92,23.35,9.75,385299.96,11.3
796023.92,23.35,9.75,385254.31,11.3
796319.94,23.36,9.76,385253.86,11.3
796372.64,23.37,9.77,385253.86,11.3
796236.66,23.37,9.77,385098.04,11.3
796289.37,23.38,9.78,385098.04,11.3
796153.39,23.38,9.78,385211.45,11.31
796563.38,23.4,9.8,385763.95,11.33
796427.4,23.4,9.8,385763.5,11.33
796480.11,23.41,9.81,385776.77,11.34
796344.13,23.41,9.81,385776.77,11.34
796396.83,23.42,9.82,385766.49,11.34
796260.85,23.42,9.82,385804.73,11.35
796124.88,23.42,9.83,385822.23,11.35
796315.33,23.43,9.84,385821.51,11.35
796317.97,23.43,9.84,385875.82,11.36
796370.67,23.44,9.84,385873.78,11.36
796423.37,23.45,9.85,387734.38,11.42
796423.37,23.45,9.85,387734.38,11.42
796173.5,23.44,9.84,387639.09,11.41
795967.07,23.44,9.84,387193.22,11.4
795967.07,23.44,9.84,387193.22,11.4
795831.09,23.44,9.84,387147.89,11.4
795831.09,23.44,9.84,387147.89,11.4
795695.11,23.44,9.85,387458.52,11.42
795602.79,23.45,9.85,387231.6,11.41
795423.16,23.45,9.85,387137.48,11.41
795051.16,23.44,9.84,386853.86,11.41
795103.86,23.45,9.85,386853.82,11.41
795557.43,23.46,9.87,386853.41,11.41
795087.88,23.45,9.86,386862.31,11.41
794951.91,23.46,9.86,386861.86,11.42
794269.96,23.44,9.85,386179.92,11.4
794322.66,23.45,9.85,386179.91,11.4
794375.36,23.46,9.86,386171.56,11.4
794239.38,23.46,9.86,386171.56,11.41
794292.09,23.47,9.87,386171.01,11.41
794588.11,23.48,9.88,386171.01,11.41
794448.11,23.48,9.88,386031.01,11.41
794500.81,23.48,9.89,387227.69,11.45
794553.51,23.49,9.89,387632.81,11.46
794417.53,23.49,9.9,387654.54,11.46
794281.56,23.5,9.9,387638.39,11.47
793919.56,23.49,9.89,387176.49,11.46
793783.58,23.49,9.9,387170.91,11.46
793647.6,23.5,9.9,387633.67,11.48
794032.26,23.51,9.91,387633.22,11.48
794442.26,23.53,9.93,387852.41,11.49
794120.23,23.52,9.92,387854.51,11.49
793984.25,23.53,9.93,387854.3,11.49
793848.27,23.53,9.93,387854.06,11.5
793712.29,23.53,9.93,388212.72,11.51
793576.32,23.53,9.94,388242.62,11.51
793629.02,23.54,9.94,388240.52,11.52
793681.72,23.55,9.95,388240.52,11.52
793734.42,23.56,9.96,388250.86,11.52
793598.44,23.56,9.96,388258.34,11.53
793598.44,23.56,9.96,388258.34,11.53
793629.09,23.57,9.97,388128.07,11.53
793925.11,23.58,9.98,388117.73,11.53
793243.17,23.57,9.97,387435.79,11.51
793295.87,23.57,9.98,387435.79,11.51
793022.76,23.57,9.97,388095.23,11.53
792886.78,23.57,9.97,388094.79,11.54
792939.48,23.58,9.98,388474.77,11.55
792939.48,23.58,9.98,388474.77,11.55
792939.48,23.58,9.98,388474.77,11.55
792939.48,23.58,9.98,388474.77,11.55
793324.14,23.59,9.99,388688.38,11.56
793330.75,23.59,9.99,388697.55,11.56
793194.77,23.59,10.0,388697.54,11.56
793091.22,23.59,10.0,389153.49,11.58
793387.24,23.61,10.01,389153.04,11.58
793439.94,23.61,10.01,389153.04,11.58
793796.37,23.63,10.03,389711.85,11.6
793660.39,23.63,10.04,390027.18,11.61
793660.39,23.63,10.04,389987.54,11.61
793666.99,23.63,10.04,390055.42,11.61
793857.45,23.64,10.05,390055.42,11.62
793570.36,23.64,10.04,389722.83,11.61
793434.38,23.64,10.04,389662.61,11.61
793062.38,23.63,10.03,389686.31,11.61
792958.86,23.64,10.04,389618.9,11.61
794518.47,23.69,10.09,391431.2,11.67
794382.5,23.69,10.1,391431.36,11.67
794382.5,23.69,10.1,391431.36,11.67
794246.52,23.7,10.1,391430.89,11.68
794110.54,23.7,10.1,391430.89,11.68
794406.56,23.71,10.11,391421.64,11.68
794110.13,23.7,10.11,391665.24,11.69
793748.14,23.7,10.1,391556.73,11.69
794044.16,23.71,10.11,391552.07,11.69
793908.18,23.71,10.11,391733.85,11.7
793113.18,23.7,10.1,390909.27,11.68
792977.2,23.7,10.1,390890.56,11.68
792841.22,23.7,10.1,390802.18,11.68
792748.9,23.71,10.11,390823.94,11.69
792960.98,23.72,10.12,392589.55,11.74
793308.4,23.73,10.13,391821.24,11.72
793128.78,23.73,10.14,391724.8,11.72
792992.8,23.74,10.14,391724.35,11.73
793249.68,23.75,10.15,392339.11,11.75
793113.71,23.75,10.15,392339.11,11.75
792977.73,23.75,10.16,392715.33,11.76
792841.75,23.76,10.16,392536.87,11.76
792705.77,23.76,10.16,392608.43,11.77
793159.34,23.77,10.18,392607.98,11.77
