ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_672c-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_milli,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_672c-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_ratio,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_672c-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_q124,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_672c-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_milli,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_672c-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_ratio
733132.56,17.23,4.17,371404.21,8.73
732978.16,17.23,4.17,371672.64,8.74
732823.76,17.23,4.17,371568.26,8.74
732688.67,17.24,4.17,371348.99,8.74
732688.67,17.24,4.17,371348.99,8.74
732527.83,17.24,4.17,371613.89,8.74
732976.82,17.25,4.18,371385.72,8.74
732810.54,17.25,4.18,371908.72,8.75
732507.77,17.24,4.18,371538.9,8.75
732543.4,17.25,4.18,371565.68,8.75
732389.0,17.25,4.18,371351.7,8.74
732423.34,17.25,4.19,371586.2,8.75
732268.94,17.25,4.19,371476.84,8.75
732133.84,17.25,4.19,371318.84,8.75
731973.01,17.25,4.19,371361.81,8.75
732261.69,17.26,4.2,371906.5,8.77
732261.69,17.26,4.2,371906.5,8.77
732261.69,17.26,4.2,371906.5,8.77
732095.41,17.26,4.2,371804.96,8.77
732131.04,17.27,4.2,371831.74,8.77
731758.25,17.26,4.2,371492.7,8.76
732130.74,17.27,4.21,371324.26,8.76
731976.34,17.27,4.21,371516.98,8.77
731821.94,17.27,4.21,371397.2,8.76
731875.57,17.28,4.21,371325.98,8.76
731714.74,17.28,4.21,371224.26,8.76
731748.08,17.28,4.22,371909.98,8.78
731581.81,17.28,4.22,371981.55,8.79
731806.17,17.29,4.22,372044.79,8.79
731840.5,17.29,4.23,371924.36,8.79
731874.83,17.3,4.23,371807.26,8.79
731720.44,17.3,4.23,371956.3,8.79
731585.34,17.3,4.23,371859.31,8.79
731424.51,17.3,4.23,371741.67,8.79
731106.22,17.29,4.23,371423.2,8.79
730950.83,17.29,4.23,371386.04,8.79
730784.55,17.29,4.23,371891.3,8.8
730820.18,17.3,4.23,371907.86,8.8
731101.63,17.31,4.24,371754.97,8.8
730056.47,17.31,4.25,371421.99,8.81
730229.43,17.32,4.26,371629.74,8.82
730075.03,17.32,4.26,371438.51,8.81
730128.66,17.33,4.26,371364.69,8.81
729967.83,17.33,4.26,371887.09,8.83
729812.44,17.33,4.26,371926.03,8.83
729646.17,17.33,4.26,372190.24,8.84
729647.44,17.33,4.26,372191.53,8.84
729683.07,17.33,4.27,372234.75,8.84
729717.4,17.34,4.27,372121.3,8.84
729341.56,17.33,4.27,371703.85,8.83
729119.96,17.33,4.26,371503.38,8.83
728922.6,17.32,4.26,371334.87,8.82
728956.93,17.33,4.26,371213.98,8.82
728802.54,17.33,4.26,371377.9,8.83
729194.33,17.34,4.27,371262.25,8.83
729033.49,17.34,4.27,371166.61,8.83
728924.98,17.34,4.27,371699.67,8.84
728769.6,17.34,4.27,371552.0,8.84
729039.16,17.34,4.28,372061.62,8.85
728673.32,17.34,4.27,371939.49,8.85
728897.68,17.35,4.28,372002.73,8.85
727852.53,17.35,4.29,371669.75,8.86
727698.13,17.35,4.29,371429.69,8.86
727698.13,17.35,4.29,371429.69,8.86
727543.73,17.36,4.29,371636.59,8.87
727578.06,17.36,4.29,371528.05,8.86
727442.96,17.36,4.3,371438.55,8.86
727442.96,17.36,4.3,371387.34,8.86
727609.49,17.37,4.3,371806.27,8.87
727454.1,17.37,4.3,371651.03,8.87
727476.55,17.37,4.31,371962.59,8.88
727948.03,17.38,4.32,372003.1,8.88
727793.63,17.38,4.32,371784.72,8.88
727639.23,17.39,4.32,372105.98,8.89
727484.83,17.39,4.32,371765.75,8.88
727538.46,17.39,4.33,371741.91,8.89
727538.46,17.39,4.33,371709.6,8.88
727377.63,17.39,4.33,372386.9,8.9
727410.98,17.39,4.33,372262.34,8.9
727244.7,17.4,4.33,372259.4,8.9
727280.33,17.4,4.34,372302.62,8.91
727125.93,17.4,4.34,372132.07,8.91
726080.78,17.41,4.34,371799.09,8.91
725926.38,17.41,4.34,371712.21,8.91
725640.54,17.4,4.34,371476.05,8.91
725486.14,17.4,4.34,371507.7,8.91
725351.04,17.41,4.34,371462.78,8.91
725190.21,17.41,4.34,371800.69,8.92
725233.95,17.41,4.35,371462.11,8.92
725057.28,17.41,4.35,371545.98,8.92
725092.91,17.41,4.35,371493.09,8.92
724938.51,17.42,4.35,371364.33,8.92
724784.11,17.42,4.35,371544.38,8.93
724486.76,17.41,4.35,371398.16,8.93
723441.6,17.42,4.35,371080.82,8.93
723475.94,17.42,4.36,370978.05,8.93
722430.78,17.43,4.37,370645.07,8.94
722295.68,17.43,4.37,370518.88,8.94
721868.12,17.44,4.37,370329.32,8.95
721871.93,17.44,4.37,370335.26,8.95
721711.09,17.44,4.37,370298.95,8.95
721555.71,17.44,4.37,370586.11,8.96
721578.16,17.44,4.38,370597.57,8.96
721443.06,17.44,4.38,370544.71,8.96
721470.96,17.45,4.38,370747.69,8.97
721315.57,17.45,4.38,370727.74,8.97
721338.03,17.45,4.39,370781.96,8.97
721562.39,17.46,4.4,370845.21,8.97
721407.99,17.46,4.4,370711.73,8.97
721253.6,17.46,4.4,370887.77,8.98
721099.2,17.46,4.4,370777.68,8.98
721152.83,17.47,4.4,370703.25,8.98
720925.58,17.46,4.4,370630.06,8.98
720764.75,17.46,4.4,370533.03,8.98
720767.29,17.46,4.4,370585.22,8.98
720695.54,17.47,4.4,371176.56,9.0
720731.17,17.47,4.41,371170.02,9.0
720481.26,17.47,4.41,370798.91,8.99
720326.86,17.47,4.41,370618.25,8.99
720769.09,17.48,4.42,370864.78,9.0
720614.69,17.48,4.42,370733.26,8.99
720479.59,17.48,4.42,370587.6,8.99
720318.76,17.48,4.42,371032.64,9.01
719273.6,17.49,4.43,370699.65,9.02
719118.21,17.49,4.43,370661.82,9.02
718951.94,17.49,4.43,370672.19,9.02
718987.57,17.5,4.43,370698.97,9.02
718987.57,17.5,4.43,370732.82,9.02
718988.84,17.5,4.43,370734.12,9.02
719023.17,17.5,4.44,370618.54,9.02
718868.77,17.5,4.44,370497.64,9.02
718392.15,17.49,4.43,370084.94,9.01
718237.75,17.49,4.43,370256.38,9.02
718237.75,17.49,4.43,370222.51,9.02
718102.65,17.5,4.43,370150.5,9.02
718130.55,17.5,4.44,370069.91,9.02
718627.4,17.51,4.45,370847.34,9.04
718424.5,17.51,4.45,371029.93,9.04
717808.89,17.5,4.44,370305.25,9.03
718351.14,17.52,4.45,370263.97,9.03
717884.52,17.51,4.44,370429.92,9.03
717730.12,17.51,4.44,370285.73,9.03
717575.72,17.51,4.44,370108.87,9.03
717421.33,17.51,4.44,370247.86,9.04
717286.23,17.51,4.44,370146.69,9.04
717314.13,17.51,4.45,370071.65,9.04
717158.74,17.51,4.45,370344.31,9.04
717158.74,17.51,4.45,370344.31,9.04
717519.35,17.52,4.46,370586.51,9.05
717554.98,17.53,4.46,370590.79,9.05
717589.32,17.53,4.47,370476.23,9.05
717399.13,17.53,4.47,370425.35,9.05
717433.47,17.53,4.47,370330.44,9.05
717279.07,17.53,4.47,370489.67,9.06
717143.97,17.54,4.47,370385.85,9.06
717427.2,17.54,4.48,370290.79,9.06
717460.55,17.55,4.48,371045.11,9.08
717163.84,17.54,4.48,370724.37,9.07
716997.57,17.54,4.48,370693.94,9.07
716997.57,17.54,4.48,370916.91,9.08
717033.2,17.55,4.48,370867.38,9.08
717033.2,17.55,4.48,370867.38,9.08
716878.8,17.55,4.48,370726.45,9.08
717051.75,17.56,4.49,370951.56,9.08
716006.6,17.56,4.5,370618.58,9.09
715852.2,17.57,4.5,370509.49,9.09
715625.49,17.56,4.5,370236.91,9.09
715328.14,17.56,4.49,370096.58,9.08
715628.88,17.56,4.5,370523.59,9.09
715795.41,17.57,4.51,370381.8,9.09
715518.84,17.57,4.5,371204.48,9.11
715518.84,17.57,4.5,371204.48,9.11
715522.64,17.57,4.5,371247.14,9.11
715388.41,17.57,4.5,370633.13,9.1
715498.78,17.57,4.51,370798.79,9.11
714994.35,17.56,4.5,370331.04,9.1
714995.62,17.56,4.5,370332.71,9.1
715467.1,17.58,4.51,370373.22,9.1
715501.43,17.58,4.52,370159.35,9.1
715347.03,17.58,4.52,370390.63,9.1
714971.19,17.57,4.51,370245.56,9.1
715252.63,17.58,4.52,370128.79,9.1
715252.63,17.58,4.52,370154.34,9.1
715025.39,17.58,4.51,370468.3,9.11
715079.02,17.58,4.52,370278.05,9.11
714918.19,17.58,4.52,370105.27,9.1
713873.03,17.59,4.53,369772.29,9.11
714145.26,17.6,4.54,370705.83,9.14
714167.72,17.61,4.54,370918.5,9.14
714203.35,17.61,4.55,370961.72,9.15
714237.68,17.62,4.55,370848.27,9.15
714237.68,17.62,4.55,370848.27,9.15
714083.28,17.62,4.55,370708.8,9.15
713928.89,17.62,4.55,370914.26,9.15
713982.52,17.62,4.56,370796.39,9.15
713821.69,17.62,4.56,370742.75,9.15
713676.69,17.62,4.56,371217.01,9.17
712631.53,17.63,4.57,370884.03,9.18
712454.87,17.63,4.57,370612.73,9.17
712490.5,17.64,4.57,370655.95,9.18
712122.88,17.63,4.57,370238.44,9.17
712404.32,17.64,4.57,370097.74,9.16
712249.92,17.64,4.58,369993.6,9.16
711874.08,17.63,4.57,370209.57,9.17
712155.53,17.64,4.58,370103.22,9.17
711110.37,17.65,4.59,369770.24,9.18
711110.37,17.65,4.59,369860.44,9.18
710734.53,17.64,4.58,369717.33,9.18
710737.07,17.64,4.58,369737.13,9.18
710983.16,17.65,4.59,370283.6,9.19
709983.16,17.63,4.57,369283.6,9.17
710258.17,17.64,4.58,369067.12,9.17
710113.17,17.64,4.58,368807.98,9.16
709993.92,17.64,4.58,369675.48,9.19
710029.55,17.65,4.58,369622.59,9.19
710063.89,17.65,4.59,369498.67,9.19
709909.49,17.65,4.59,369679.4,9.19
709755.09,17.65,4.59,369561.36,9.19
709500.64,17.65,4.58,369265.14,9.19
708455.48,17.66,4.59,368932.16,9.2
708159.55,17.66,4.59,369079.92,9.2
708192.9,17.66,4.6,369110.49,9.21
708462.46,17.67,4.61,369375.4,9.21
708498.09,17.68,4.61,369305.4,9.21
708189.3,17.68,4.61,369200.85,9.22
708045.33,17.68,4.61,369207.34,9.22
708045.33,17.68,4.61,369191.03,9.22
707890.93,17.68,4.61,369457.74,9.23
707890.93,17.68,4.61,369457.74,9.23
707890.93,17.68,4.61,369475.75,9.23
707944.56,17.68,4.62,369224.18,9.22
708219.57,17.69,4.63,369169.27,9.22
708064.19,17.69,4.63,369730.61,9.24
707905.45,17.69,4.62,369572.35,9.23
708157.56,17.7,4.63,369743.61,9.24
708193.19,17.7,4.64,369786.83,9.24
708038.79,17.7,4.64,369630.05,9.24
707884.39,17.7,4.64,369753.55,9.25
707729.99,17.7,4.64,369617.4,9.25
707783.63,17.71,4.64,369534.22,9.25
707622.79,17.71,4.64,369661.43,9.25
707509.35,17.71,4.65,369559.61,9.25
707509.35,17.71,4.65,369559.61,9.25
707133.5,17.7,4.64,369388.08,9.25
707114.02,17.71,4.64,369617.92,9.26
707149.65,17.71,4.65,369732.56,9.26
706995.25,17.71,4.65,369560.09,9.26
707029.59,17.72,4.65,369483.48,9.26
707319.25,17.73,4.66,369690.27,9.26
707184.15,17.73,4.66,369556.72,9.26
706139.0,17.74,4.67,369223.74,9.27
706305.52,17.74,4.68,369044.94,9.27
706160.52,17.74,4.68,370059.51,9.3
706009.78,17.74,4.68,369939.58,9.3
705633.71,17.74,4.67,369561.96,9.29
705669.34,17.74,4.68,369540.44,9.29
705514.94,17.74,4.68,369371.5,9.29
705360.54,17.74,4.68,369602.81,9.3
705363.08,17.74,4.68,369603.98,9.3
704993.08,17.74,4.67,369233.98,9.29
705027.41,17.74,4.68,369018.2,9.29
705310.69,17.75,4.69,369234.41,9.29
705149.86,17.75,4.69,369084.77,9.29
705183.2,17.76,4.69,368925.35,9.29
705016.93,17.76,4.69,369658.67,9.31
705488.4,17.77,4.71,369701.0,9.31
704890.11,17.77,4.71,369432.25,9.31
704890.11,17.77,4.71,369432.25,9.31
704890.11,17.77,4.71,369432.25,9.31
704918.01,17.78,4.71,369766.19,9.32
704762.62,17.78,4.71,369734.09,9.33
704766.63,17.78,4.71,369714.64,9.33
704789.08,17.78,4.72,369935.68,9.33
705013.45,17.79,4.73,369998.93,9.34
705013.45,17.79,4.73,369975.09,9.34
703968.29,17.8,4.74,369657.75,9.35
702968.29,17.78,4.72,368657.75,9.32
702813.89,17.78,4.72,368505.71,9.32
702816.43,17.78,4.72,368534.15,9.32
703080.41,17.79,4.72,368647.96,9.33
702926.01,17.79,4.73,368532.33,9.33
702790.91,17.79,4.73,368453.88,9.33
702630.08,17.79,4.73,368871.14,9.34
702472.62,17.79,4.72,368712.22,9.34
702317.23,17.79,4.72,368457.06,9.33
702339.69,17.79,4.73,368824.07,9.34
702564.05,17.8,4.74,368887.31,9.35
702409.65,17.8,4.74,368668.0,9.34
702255.25,17.8,4.74,368851.88,9.35
702100.85,17.8,4.74,368741.21,9.35
701965.76,17.81,4.74,368632.58,9.35
701993.66,17.81,4.75,368573.31,9.35
701776.3,17.81,4.74,368379.8,9.35
701400.45,17.8,4.73,368187.68,9.34
701245.07,17.8,4.73,368628.97,9.36
701267.52,17.8,4.74,368660.37,9.36
701303.15,17.81,4.74,368622.66,9.36
701148.75,17.81,4.74,368469.91,9.36
700994.36,17.81,4.74,368639.38,9.37
700839.96,17.81,4.75,368526.25,9.36
700704.86,17.81,4.75,368417.95,9.36
700404.39,17.8,4.74,368155.71,9.36
702005.16,17.85,4.78,370810.27,9.43
701717.98,17.84,4.78,370086.61,9.41
701753.61,17.85,4.78,370223.61,9.42
701599.21,17.85,4.78,370096.06,9.41
701403.13,17.85,4.78,369674.6,9.41
701437.46,17.85,4.79,369570.82,9.4
701283.06,17.85,4.79,369460.42,9.4
701336.69,17.86,4.79,369595.17,9.41
701336.69,17.86,4.79,369584.84,9.41
701364.59,17.86,4.8,369514.57,9.41
701209.2,17.86,4.8,369462.7,9.41
701231.66,17.86,4.8,369977.47,9.43
701267.29,17.87,4.81,369970.93,9.43
701112.89,17.87,4.81,369824.62,9.43
701147.23,17.88,4.81,369767.77,9.43
700935.35,17.87,4.81,369557.44,9.42
700740.74,17.87,4.8,369344.7,9.42
700967.53,17.88,4.81,369545.24,9.42
700967.53,17.88,4.81,369648.51,9.43
701021.17,17.88,4.82,369466.1,9.42
700860.34,17.88,4.82,369450.96,9.43
699815.18,17.89,4.83,369117.98,9.44
700040.98,17.9,4.84,370115.97,9.46
699874.7,17.9,4.84,369995.98,9.46
699910.34,17.91,4.84,369974.46,9.46
699755.94,17.91,4.84,369805.52,9.46
699601.54,17.91,4.84,370069.21,9.47
699774.49,17.91,4.85,369929.92,9.47
699774.49,17.91,4.85,369928.59,9.47
699639.4,17.92,4.85,369762.79,9.47
699478.56,17.92,4.85,370475.7,9.49
699858.61,17.93,4.86,370731.52,9.5
699894.24,17.93,4.87,370774.74,9.5
699964.92,17.94,4.87,370704.95,9.5
699810.52,17.94,4.87,370471.27,9.5
699656.12,17.94,4.87,370843.44,9.51
699501.72,17.94,4.87,370508.1,9.5
699213.34,17.93,4.87,370323.26,9.5
699078.25,17.93,4.87,370865.57,9.51
698855.75,17.93,4.86,370648.58,9.51
699151.54,17.94,4.87,370500.45,9.51
699115.29,17.94,4.88,370360.37,9.51
698070.14,17.95,4.89,370027.39,9.52
698105.77,17.96,4.89,370031.67,9.52
697825.01,17.96,4.89,370079.4,9.52
697666.28,17.95,4.89,369920.47,9.52
697511.88,17.95,4.89,369754.54,9.52
697511.88,17.95,4.89,369752.96,9.52
697572.04,17.95,4.89,369948.69,9.52
697572.04,17.95,4.89,369948.69,9.52
697417.64,17.96,4.89,369896.13,9.52
697590.6,17.96,4.9,370087.96,9.53
697644.23,17.97,4.9,369908.22,9.53
697919.24,17.98,4.91,369896.47,9.53
697763.85,17.98,4.91,370772.27,9.55
697597.58,17.98,4.91,370686.81,9.55
697633.21,17.98,4.92,370713.59,9.56
697478.81,17.98,4.92,370496.35,9.55
697651.77,17.99,4.93,370749.05,9.56
697686.1,18.0,4.93,370616.16,9.56
697551.0,18.0,4.93,370547.42,9.56
697390.17,18.0,4.93,370430.5,9.56
697653.16,18.01,4.94,371370.47,9.59
697675.62,18.01,4.95,371468.71,9.59
697675.62,18.01,4.95,371468.71,9.59
697899.98,18.02,4.96,371531.96,9.59
697745.58,18.02,4.96,371312.65,9.59
697779.91,18.03,4.96,371474.5,9.6
697625.51,18.03,4.96,371369.5,9.6
697679.15,18.03,4.97,371308.43,9.6
697518.31,18.03,4.97,371669.5,9.61
697362.93,18.03,4.97,371436.08,9.61
697173.08,18.03,4.97,371267.01,9.6
697006.8,18.03,4.97,371531.4,9.61
697423.62,18.04,4.98,371509.3,9.61
697269.22,18.04,4.98,371350.68,9.61
697114.83,18.05,4.98,371566.54,9.62
696960.43,18.05,4.98,371424.12,9.62
696825.33,18.05,4.98,371313.97,9.62
696664.5,18.05,4.98,371635.19,9.63
696697.84,18.05,4.99,371723.4,9.63
696531.57,18.05,4.99,371699.4,9.63
696567.2,18.06,4.99,371715.96,9.64
696412.8,18.06,4.99,371537.75,9.63
696447.13,18.06,5.0,371489.7,9.64
696194.45,18.06,4.99,371217.1,9.63
696040.05,18.06,4.99,371346.91,9.63
695904.95,18.06,5.0,371201.24,9.63
695744.12,18.06,5.0,371504.45,9.64
695392.19,18.05,4.99,371195.0,9.64
695564.16,18.06,5.0,371169.95,9.64
695266.8,18.06,4.99,370773.13,9.63
695270.74,18.06,4.99,370832.98,9.63
695104.47,18.06,4.99,370968.37,9.64
695104.47,18.06,4.99,370989.19,9.64
694985.7,18.06,5.0,371050.19,9.64
694986.97,18.06,5.0,371051.46,9.64
694832.57,18.06,5.0,370871.25,9.64
694866.91,18.07,5.0,370772.73,9.64
694731.81,18.07,5.0,370883.17,9.65
695006.82,18.08,5.01,370829.7,9.65
695013.16,18.08,5.01,370830.81,9.65
694013.16,18.06,4.99,369830.81,9.62
693857.78,18.06,4.99,370263.26,9.64
693691.5,18.06,4.99,370213.04,9.64
693915.86,18.07,5.0,370276.28,9.64
693761.46,18.07,5.0,370050.3,9.64
693795.8,18.07,5.01,370007.85,9.64
693419.96,18.07,5.0,369701.73,9.63
693683.94,18.07,5.01,369880.9,9.64
693683.94,18.07,5.01,369880.9,9.64
693548.84,18.08,5.01,369692.28,9.64
693550.11,18.08,5.01,369693.79,9.64
693389.28,18.08,5.01,369670.19,9.64
693233.89,18.08,5.01,370376.76,9.66
693256.34,18.08,5.02,370531.11,9.66
693727.82,18.1,5.03,370573.44,9.67
693573.42,18.1,5.03,370433.63,9.67
693573.42,18.1,5.03,370433.63,9.67
693419.02,18.1,5.03,370742.53,9.68
693043.18,18.09,5.03,370496.25,9.67
692888.78,18.09,5.03,370365.02,9.67
692784.86,18.09,5.03,371975.86,9.71
693246.99,18.11,5.04,371483.56,9.7
693759.72,18.12,5.06,371708.87,9.71
694231.19,18.14,5.07,371749.38,9.71
694030.17,18.13,5.07,371657.62,9.71
694061.64,18.14,5.07,371726.88,9.71
693685.8,18.13,5.06,371555.89,9.71
693912.59,18.14,5.07,371771.88,9.72
693758.19,18.14,5.07,371620.8,9.72
693603.79,18.14,5.07,371510.38,9.72
693468.69,18.14,5.08,371458.14,9.72
692423.54,18.15,5.09,371125.16,9.73
692423.54,18.15,5.09,371121.29,9.73
692262.71,18.15,5.09,371684.16,9.75
692117.71,18.15,5.09,371565.58,9.74
692153.34,18.16,5.09,371492.14,9.75
692153.34,18.16,5.09,371492.14,9.75
692437.96,18.17,5.1,371790.56,9.75
692719.4,18.18,5.11,371686.13,9.75
692410.6,18.18,5.11,371862.44,9.76
692275.51,18.18,5.12,371715.91,9.76
692303.41,18.18,5.12,371623.78,9.76
692148.02,18.18,5.12,372085.4,9.78
692170.47,18.19,5.12,372309.72,9.78
691794.63,18.18,5.12,371910.6,9.77
691830.26,18.19,5.12,371904.06,9.78
691830.26,18.19,5.12,371904.06,9.78
691830.26,18.19,5.12,371904.06,9.78
691539.07,18.18,5.12,371680.3,9.77
691573.41,18.19,5.12,371566.32,9.77
691607.74,18.19,5.13,371481.66,9.77
691453.34,18.19,5.13,371647.53,9.78
691318.24,18.19,5.13,371555.21,9.78
691157.41,18.19,5.13,371997.25,9.79
691190.75,18.2,5.13,371973.2,9.79
691024.48,18.2,5.13,371881.2,9.79
691060.11,18.2,5.14,371874.66,9.8
691060.11,18.2,5.14,371874.66,9.8
690905.71,18.21,5.14,371694.0,9.79
690751.31,18.21,5.14,371897.08,9.8
690785.65,18.21,5.15,371785.6,9.8
690839.28,18.22,5.15,371712.98,9.8
690678.45,18.22,5.15,372032.53,9.81
689678.45,18.19,5.13,371032.53,9.79
688633.29,18.21,5.14,370699.55,9.8
688477.9,18.21,5.14,370348.74,9.79
688638.98,18.21,5.15,370917.02,9.81
688863.34,18.22,5.16,370980.26,9.81
688897.67,18.23,5.16,370859.83,9.81
688743.28,18.23,5.16,370711.83,9.81
688588.88,18.23,5.17,370720.97,9.81
688453.78,18.23,5.17,370818.36,9.82
688481.68,18.24,5.17,370681.79,9.82
688326.29,18.24,5.17,370639.98,9.82
688326.29,18.24,5.17,370634.47,9.82
688348.75,18.24,5.18,371329.58,9.84
688384.38,18.25,5.18,371346.14,9.84
688177.02,18.24,5.18,371126.01,9.84
687888.65,18.24,5.17,370774.2,9.83
687732.59,18.23,5.17,370618.74,9.83
687905.54,18.24,5.18,370437.08,9.82
687751.14,18.24,5.18,370636.83,9.83
687596.75,18.24,5.18,370500.06,9.83
687461.65,18.24,5.18,370397.92,9.83
687736.66,18.25,5.19,371198.91,9.85
686691.5,18.26,5.2,370865.93,9.86
686546.51,18.27,5.2,370498.15,9.86
686546.51,18.27,5.2,370498.15,9.86
686427.74,18.27,5.21,370310.02,9.86
686276.51,18.27,5.21,370493.86,9.86
686310.84,18.28,5.21,370719.61,9.87
686156.45,18.28,5.21,370631.85,9.87
686156.45,18.28,5.21,370645.95,9.87
686156.45,18.28,5.21,370645.95,9.87
686210.08,18.28,5.22,370538.37,9.87
685962.73,18.28,5.21,370293.83,9.87
685801.89,18.28,5.21,370730.85,9.88
685801.89,18.28,5.21,370730.85,9.88
686064.88,18.29,5.22,370359.74,9.87
685898.61,18.29,5.22,370925.45,9.89
684853.45,18.3,5.24,370592.47,9.9
684889.08,18.31,5.24,370635.69,9.91
684734.69,18.31,5.24,370402.01,9.9
684356.05,18.3,5.23,370066.25,9.9
684201.65,18.3,5.24,370081.24,9.9
684483.09,18.31,5.25,370379.39,9.91
684348.0,18.31,5.25,370286.96,9.91
684351.8,18.31,5.25,370329.62,9.91
684190.97,18.31,5.25,370050.2,9.9
683828.5,18.3,5.24,369742.74,9.9
683683.5,18.31,5.24,370273.32,9.91
683601.0,18.31,5.24,370188.93,9.91
683636.63,18.31,5.25,370139.4,9.92
683670.96,18.32,5.25,370035.37,9.91
683516.56,18.32,5.25,370244.14,9.92
683362.16,18.32,5.26,370136.64,9.92
683554.42,18.33,5.26,370031.02,9.92
683393.59,18.33,5.26,370531.11,9.94
683280.14,18.33,5.27,370272.29,9.93
683075.04,18.33,5.27,370365.82,9.94
683299.4,18.34,5.28,370429.07,9.94
683098.38,18.34,5.27,370201.25,9.94
683132.72,18.34,5.28,369956.57,9.93
682978.32,18.34,5.28,370158.23,9.94
682978.32,18.34,5.28,370158.23,9.94
682978.32,18.34,5.28,370158.23,9.94
682978.32,18.34,5.28,370253.29,9.94
682769.12,18.34,5.27,370053.42,9.94
682614.72,18.34,5.27,369862.08,9.94
682479.62,18.34,5.27,369967.71,9.94
682318.79,18.34,5.28,369865.75,9.94
682670.02,18.35,5.29,369771.83,9.94
682503.74,18.35,5.29,370595.85,9.96
682539.38,18.36,5.29,370639.07,9.97
682573.71,18.36,5.3,370525.62,9.97
682573.71,18.36,5.3,370525.62,9.97
682419.31,18.36,5.3,370386.15,9.97
682071.62,18.36,5.29,370000.02,9.96
682074.16,18.36,5.29,370060.44,9.96
682108.49,18.36,5.3,370257.08,9.97
681973.39,18.36,5.3,370114.16,9.97
681812.56,18.36,5.3,370479.29,9.98
681845.91,18.37,5.3,370547.98,9.98
681679.63,18.37,5.3,370449.33,9.98
681715.26,18.37,5.31,370411.62,9.98
680670.11,18.39,5.32,370078.64,10.0
681042.6,18.4,5.33,370273.51,10.0
680888.2,18.4,5.33,370112.18,10.0
680889.47,18.4,5.33,370117.8,10.0
680735.07,18.4,5.33,369900.16,10.0
680599.97,18.4,5.34,370968.88,10.03
680459.92,18.4,5.34,370912.72,10.03
680459.92,18.4,5.34,370942.15,10.03
680765.9,18.41,5.35,370836.06,10.03
680765.9,18.41,5.35,370836.06,10.03
681109.42,18.42,5.36,371456.58,10.05
680480.59,18.41,5.35,370708.41,10.03
680516.22,18.42,5.35,370690.19,10.03
680550.55,18.42,5.36,370561.49,10.03
680396.15,18.42,5.36,370728.16,10.04
680677.6,18.43,5.37,370620.13,10.04
680542.5,18.43,5.37,370523.54,10.04
680381.67,18.43,5.37,371448.81,10.06
680309.91,18.44,5.37,371078.08,10.06
680505.43,18.45,5.38,371445.43,10.07
681067.95,18.46,5.4,371489.93,10.07
681103.58,18.47,5.4,371516.71,10.07
680949.18,18.47,5.41,371299.47,10.07
681213.16,18.48,5.42,371584.27,10.08
681058.76,18.48,5.42,371262.65,10.07
681058.76,18.48,5.42,371262.65,10.07
680923.67,18.48,5.42,371288.91,10.08
680762.83,18.48,5.42,372027.98,10.1
681472.79,18.51,5.44,372606.95,10.12
681035.9,18.5,5.43,372413.53,10.12
681317.35,18.51,5.44,372671.19,10.12
681162.95,18.51,5.44,372524.04,10.12
681008.55,18.51,5.45,372389.67,10.12
680873.45,18.51,5.45,372354.39,10.12
680873.45,18.51,5.45,372354.39,10.12
680712.62,18.51,5.45,372570.07,10.13
679667.47,18.52,5.46,372237.09,10.15
679512.08,18.52,5.46,372196.57,10.15
679136.24,18.52,5.45,371953.11,10.14
679297.32,18.52,5.46,372386.41,10.15
679768.79,18.54,5.48,372428.74,10.16
679803.12,18.54,5.48,372308.95,10.16
679494.32,18.55,5.48,372383.92,10.16
679359.23,18.55,5.48,372286.21,10.16
679198.39,18.55,5.48,372163.35,10.16
679231.74,18.55,5.49,372803.19,10.18
679065.46,18.55,5.49,372724.59,10.18
679068.0,18.55,5.49,372725.76,10.18
679292.36,18.56,5.5,372789.01,10.19
679296.3,18.56,5.5,372790.09,10.19
679141.91,18.57,5.5,372638.05,10.19
678766.06,18.56,5.49,372405.47,10.18
678800.4,18.56,5.5,372289.08,10.18
678503.04,18.56,5.49,371994.8,10.17
678348.64,18.56,5.49,372173.42,10.18
678213.55,18.56,5.49,372058.17,10.18
677932.53,18.55,5.49,371760.89,10.17
677960.43,18.56,5.49,371653.35,10.17
677960.43,18.56,5.49,371653.35,10.17
678132.4,18.56,5.5,372451.34,10.2
678293.48,18.57,5.51,372682.99,10.2
678293.48,18.57,5.51,372682.99,10.2
678329.11,18.58,5.51,372664.77,10.21
678329.11,18.58,5.51,372664.77,10.21
678174.71,18.58,5.52,372492.53,10.2
678456.15,18.59,5.53,372705.67,10.21
678158.8,18.58,5.52,372509.19,10.21
678193.13,18.59,5.52,372382.6,10.21
