ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_672c-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_milli,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_672c-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_ratio,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_672c-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_q124,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_672c-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_milli,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_672c-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_ratio
875787.93,14.22,1.16,442314.15,7.18
875269.88,14.21,1.15,441801.98,7.17
875573.86,14.22,1.16,441540.7,7.17
875859.52,14.23,1.16,441305.24,7.17
876493.96,14.24,1.17,441368.56,7.17
876172.3,14.24,1.17,441180.17,7.17
875463.03,14.23,1.17,440426.78,7.16
874753.76,14.22,1.16,439661.76,7.15
874900.74,14.22,1.16,439756.28,7.15
875186.4,14.23,1.17,439532.44,7.15
876368.89,14.25,1.19,440361.96,7.16
876657.52,14.26,1.19,440382.48,7.16
876498.79,14.25,1.19,440223.75,7.16
876408.1,14.25,1.19,440022.34,7.16
876712.07,14.26,1.2,439761.06,7.15
876866.35,14.26,1.2,440550.9,7.17
876328.77,14.26,1.19,440013.32,7.16
875809.5,14.25,1.19,439449.93,7.15
878276.04,14.29,1.23,439772.88,7.16
878185.35,14.29,1.23,439571.47,7.15
877863.69,14.29,1.23,439383.09,7.15
877783.0,14.29,1.23,439191.68,7.15
878985.4,14.31,1.25,439244.16,7.15
879271.06,14.32,1.26,439008.7,7.15
878753.02,14.31,1.25,438496.52,7.14
879023.83,14.32,1.26,438202.09,7.14
879327.8,14.33,1.26,437940.81,7.14
879613.46,14.33,1.27,437716.97,7.13
879459.04,14.33,1.27,437562.55,7.13
880263.44,14.35,1.28,437845.7,7.14
880549.1,14.35,1.29,437621.86,7.13
881353.5,14.37,1.3,437905.0,7.14
880732.82,14.36,1.3,437173.59,7.13
881018.48,14.37,1.3,436949.76,7.13
880499.21,14.36,1.3,436374.74,7.12
881075.61,14.37,1.31,436385.88,7.12
881361.29,14.38,1.31,436620.4,7.12
881646.95,14.39,1.32,436384.94,7.12
881932.61,14.39,1.33,436161.1,7.12
881841.93,14.39,1.33,435959.69,7.12
882127.59,14.4,1.33,435735.85,7.11
882413.25,14.41,1.34,435500.39,7.11
882698.91,14.41,1.35,435264.93,7.11
882651.33,14.41,1.35,435217.35,7.11
881942.07,14.4,1.34,434463.96,7.1
880896.91,14.41,1.34,434130.98,7.1
880359.33,14.4,1.33,433593.4,7.09
880645.0,14.41,1.34,433357.94,7.09
880125.73,14.4,1.33,432782.92,7.08
879416.46,14.39,1.33,432017.91,7.07
878897.2,14.38,1.32,431442.89,7.06
879182.86,14.39,1.33,431219.05,7.06
879182.86,14.39,1.33,431219.05,7.06
879337.13,14.4,1.33,432008.89,7.07
879337.13,14.4,1.33,432008.89,7.07
880539.53,14.42,1.35,432061.36,7.07
880825.19,14.42,1.36,431837.52,7.07
881459.64,14.44,1.37,431900.84,7.07
881613.91,14.44,1.38,432690.68,7.09
883053.85,14.47,1.4,433899.94,7.11
882534.58,14.46,1.4,433336.54,7.1
882820.24,14.47,1.4,433101.08,7.1
884022.64,14.49,1.43,433153.55,7.1
884308.3,14.5,1.43,432929.72,7.1
884579.12,14.5,1.44,432635.28,7.09
884864.78,14.51,1.45,432399.82,7.09
884244.09,14.5,1.44,431668.41,7.08
883724.83,14.5,1.43,431093.39,7.07
884010.49,14.5,1.44,430857.93,7.07
884306.08,14.51,1.44,431102.45,7.07
883786.81,14.5,1.44,430527.43,7.06
882741.65,14.5,1.44,430194.45,7.07
882222.39,14.5,1.43,429631.06,7.06
882511.02,14.5,1.44,429651.58,7.06
882665.29,14.51,1.44,430441.41,7.08
881956.02,14.5,1.43,429688.02,7.06
883158.43,14.52,1.46,429740.49,7.07
883067.74,14.52,1.46,429539.09,7.06
883353.4,14.53,1.46,429315.25,7.06
883639.06,14.53,1.47,429091.41,7.06
883621.06,14.54,1.47,429029.41,7.06
883906.72,14.54,1.48,428805.57,7.05
883888.71,14.54,1.48,428743.57,7.05
884465.11,14.55,1.49,428754.71,7.06
883755.84,14.55,1.48,428001.32,7.04
883236.58,14.54,1.47,427426.3,7.04
882527.31,14.53,1.47,426661.28,7.02
882812.97,14.54,1.47,426425.82,7.02
883116.94,14.54,1.48,426164.54,7.02
883026.26,14.54,1.48,426096.74,7.02
882508.21,14.54,1.47,425584.57,7.01
884084.6,14.56,1.5,426595.71,7.03
884370.27,14.57,1.51,426371.87,7.02
884655.93,14.58,1.51,426136.41,7.02
884334.26,14.58,1.51,425948.03,7.02
885110.81,14.59,1.53,426067.2,7.02
884687.21,14.59,1.52,425078.35,7.01
885263.6,14.6,1.54,425089.49,7.01
884554.34,14.59,1.53,424336.1,7.0
883845.07,14.58,1.52,423571.08,6.99
883689.68,14.58,1.52,423418.33,6.99
882995.26,14.57,1.51,422723.91,6.98
882828.99,14.57,1.51,422688.28,6.98
883132.96,14.58,1.51,422427.0,6.97
882613.69,14.57,1.51,421863.6,6.97
881568.54,14.57,1.51,421530.62,6.97
881818.38,14.58,1.52,421872.59,6.97
881299.12,14.57,1.51,421309.2,6.97
880779.85,14.57,1.5,420734.18,6.96
882356.24,14.59,1.53,421745.33,6.97
882990.69,14.6,1.54,421808.65,6.98
883276.35,14.61,1.55,421573.18,6.97
884080.75,14.63,1.56,421856.33,6.98
884235.02,14.63,1.57,422646.17,6.99
885811.42,14.66,1.59,423657.31,7.01
885292.15,14.65,1.59,423082.3,7.0
885201.46,14.65,1.59,422880.89,7.0
884682.2,14.64,1.58,422305.87,6.99
885884.6,14.67,1.6,422358.35,6.99
886170.26,14.67,1.61,422134.51,6.99
885650.99,14.67,1.6,421571.11,6.98
885936.65,14.67,1.61,421335.65,6.98
887119.14,14.69,1.63,422165.17,6.99
887119.14,14.69,1.63,422165.17,6.99
887567.7,14.7,1.64,422840.4,7.0
887871.67,14.71,1.64,422579.13,7.0
887334.1,14.7,1.64,422041.55,6.99
887304.83,14.7,1.64,421956.53,6.99
887214.14,14.7,1.64,421888.73,6.99
887499.81,14.71,1.64,421653.27,6.99
886980.54,14.7,1.64,421089.88,6.98
887251.35,14.71,1.64,420795.44,6.98
887555.33,14.72,1.65,420534.16,6.97
887296.06,14.71,1.65,420230.77,6.97
887930.5,14.73,1.66,420294.09,6.97
887309.82,14.72,1.65,419562.68,6.96
888340.39,14.74,1.67,420223.84,6.97
887340.39,14.72,1.66,419223.84,6.96
888522.88,14.74,1.68,420053.36,6.97
888808.54,14.75,1.68,419829.52,6.97
888653.15,14.75,1.68,419676.76,6.97
888486.87,14.75,1.68,419641.13,6.97
888772.53,14.76,1.69,419417.29,6.96
889058.2,14.76,1.7,419193.46,6.96
889362.17,14.77,1.71,418932.18,6.96
889647.83,14.78,1.71,418696.72,6.96
888920.25,14.77,1.7,417969.14,6.94
889205.91,14.78,1.71,417745.3,6.94
889840.36,14.79,1.72,417808.62,6.94
889131.09,14.78,1.71,417043.6,6.93
888972.36,14.78,1.71,416884.87,6.93
888808.07,14.77,1.71,416856.08,6.93
889005.15,14.78,1.72,416465.02,6.92
888846.41,14.78,1.71,416306.29,6.92
888137.15,14.77,1.7,415552.9,6.91
888713.54,14.78,1.72,415564.04,6.91
888999.2,14.79,1.72,415340.2,6.91
889153.48,14.79,1.73,416130.04,6.92
889787.92,14.8,1.74,416193.36,6.92
889697.24,14.8,1.74,416125.56,6.92
890899.64,14.83,1.76,416178.03,6.93
892476.03,14.85,1.79,417189.18,6.94
893915.97,14.88,1.82,418398.43,6.96
894201.63,14.89,1.82,418174.6,6.96
894859.99,14.9,1.83,418324.33,6.96
894341.94,14.89,1.83,417812.16,6.96
893804.37,14.89,1.82,417274.58,6.95
894438.81,14.9,1.83,417337.9,6.95
895621.29,14.92,1.85,418167.42,6.96
894576.14,14.92,1.86,417834.44,6.97
894730.41,14.92,1.86,418624.28,6.98
895306.8,14.94,1.87,418635.42,6.98
895306.8,14.94,1.87,418635.42,6.98
895284.84,14.94,1.87,418556.83,6.98
894765.57,14.93,1.87,417993.43,6.98
894071.15,14.92,1.86,417299.01,6.96
893533.57,14.91,1.85,416761.44,6.96
894735.97,14.94,1.87,416813.91,6.96
895394.34,14.95,1.89,416963.65,6.96
895970.73,14.96,1.9,416974.79,6.96
896688.26,14.97,1.91,417320.72,6.97
897322.71,14.99,1.92,417384.04,6.97
897608.37,14.99,1.93,417160.2,6.97
898790.85,15.01,1.95,417989.72,6.98
899425.29,15.03,1.96,418053.04,6.98
899710.95,15.03,1.97,417817.57,6.98
899192.91,15.03,1.96,417305.4,6.97
899478.57,15.03,1.97,417081.56,6.97
899764.23,15.04,1.98,416857.72,6.97
899244.96,15.03,1.97,416282.7,6.96
899222.99,15.03,1.97,416204.11,6.96
899222.99,15.03,1.97,416204.11,6.96
899999.54,15.05,1.98,416323.28,6.96
900153.82,15.05,1.99,417113.12,6.98
901356.22,15.08,2.01,417165.6,6.98
900836.95,15.07,2.01,416590.58,6.97
901122.61,15.08,2.01,416366.74,6.97
901757.05,15.09,2.02,416430.06,6.97
901766.9,15.09,2.03,416532.03,6.97
901766.9,15.09,2.03,416532.03,6.97
902052.56,15.1,2.03,416296.57,6.97
902249.08,15.1,2.04,416441.08,6.97
902553.05,15.11,2.05,416179.81,6.97
902838.71,15.12,2.05,415955.97,6.96
903643.11,15.13,2.07,416239.11,6.97
903123.84,15.13,2.06,415664.1,6.96
902586.27,15.12,2.05,415126.52,6.95
902427.54,15.12,2.05,414967.79,6.95
901718.27,15.11,2.04,414214.39,6.94
901009.0,15.1,2.03,413449.38,6.93
901009.0,15.1,2.03,413449.38,6.93
902585.4,15.12,2.06,414460.52,6.94
903389.8,15.14,2.07,414743.67,6.95
903389.8,15.14,2.07,414743.67,6.95
902871.75,15.13,2.07,414231.49,6.94
901636.57,15.13,2.07,413607.55,6.94
901481.18,15.13,2.07,413528.74,6.94
901314.9,15.13,2.07,413419.16,6.94
900605.64,15.12,2.06,412654.15,6.93
900597.72,15.12,2.06,412646.54,6.93
900079.67,15.12,2.05,412134.37,6.92
900833.1,15.13,2.07,412764.28,6.93
900987.38,15.14,2.07,413554.12,6.95
902539.78,15.17,2.1,413956.59,6.96
902020.51,15.16,2.09,413381.58,6.95
902174.79,15.16,2.1,414171.42,6.96
902465.95,15.17,2.11,414071.42,6.96
904668.35,15.21,2.14,415123.89,6.98
904512.96,15.21,2.14,415060.93,6.98
904346.68,15.21,2.14,414935.51,6.98
904191.3,15.21,2.14,414872.55,6.98
904025.02,15.21,2.14,414747.13,6.98
904331.21,15.21,2.15,414957.88,6.98
905074.2,15.23,2.16,415089.04,6.98
904556.16,15.22,2.16,414576.86,6.98
904548.24,15.22,2.16,414569.25,6.98
905331.36,15.24,2.17,414837.71,6.98
905698.85,15.25,2.18,415398.11,6.99
905543.47,15.25,2.18,415319.3,6.99
905025.42,15.24,2.18,414807.13,6.98
904859.14,15.24,2.17,414697.55,6.98
904703.76,15.24,2.17,414618.75,6.98
904973.32,15.25,2.18,414875.77,6.99
904817.94,15.25,2.18,414745.78,6.99
904799.93,15.25,2.18,414683.78,6.99
904633.66,15.25,2.18,414625.39,6.99
904478.27,15.25,2.18,414546.58,6.99
904311.99,15.25,2.18,414437.0,6.99
903792.73,15.24,2.17,413861.99,6.98
903416.88,15.23,2.17,413555.39,6.97
902898.84,15.23,2.16,413043.21,6.97
902743.45,15.23,2.16,412980.25,6.97
902224.18,15.22,2.16,412416.85,6.96
902057.91,15.22,2.16,412291.44,6.96
901348.64,15.21,2.15,411526.42,6.94
900639.38,15.2,2.14,410761.4,6.93
900483.99,15.2,2.14,410608.65,6.93
900887.72,15.21,2.14,410765.41,6.93
900721.45,15.21,2.14,410729.78,6.93
900560.62,15.21,2.14,410432.89,6.93
900560.62,15.21,2.14,410432.89,6.93
900560.62,15.21,2.14,410432.89,6.93
900560.62,15.21,2.14,410432.89,6.93
900041.35,15.2,2.14,409857.87,6.92
899985.57,15.2,2.14,409905.99,6.92
900712.18,15.21,2.15,411213.63,6.95
900904.43,15.22,2.16,411092.74,6.94
900756.15,15.22,2.15,410804.44,6.94
900595.32,15.22,2.15,410639.36,6.94
900975.37,15.23,2.16,411697.18,6.96
900826.3,15.23,2.16,411364.11,6.95
900826.3,15.23,2.16,411364.11,6.95
900670.92,15.23,2.16,411285.31,6.95
900277.87,15.22,2.16,410906.76,6.95
899568.61,15.21,2.15,410153.36,6.94
899402.33,15.21,2.15,410043.79,6.93
899246.94,15.21,2.15,409964.98,6.93
899246.94,15.21,2.15,409964.98,6.93
898201.79,15.21,2.15,409632.0,6.94
898362.87,15.22,2.15,409846.01,6.94
897844.82,15.21,2.15,409333.83,6.93
897689.43,15.21,2.15,409182.69,6.93
897493.34,15.21,2.14,408774.32,6.93
896850.02,15.21,2.14,407616.63,6.91
896312.44,15.2,2.14,407079.05,6.9
896146.17,15.2,2.14,407041.81,6.9
896146.17,15.2,2.14,407041.81,6.9
895101.01,15.2,2.14,406708.83,6.91
895101.01,15.2,2.14,406708.83,6.91
895407.2,15.21,2.15,406919.58,6.91
896150.19,15.23,2.16,407208.76,6.92
896150.19,15.23,2.16,407208.76,6.92
896511.66,15.23,2.17,407570.22,6.93
896511.66,15.23,2.17,407570.22,6.93
896889.15,15.24,2.18,407982.61,6.93
896733.76,15.24,2.18,407831.47,6.93
896567.49,15.24,2.18,407794.23,6.93
896759.75,15.24,2.18,407673.34,6.93
896598.91,15.24,2.18,407508.26,6.93
896598.91,15.24,2.18,407508.26,6.93
896409.65,15.24,2.18,407263.24,6.93
896353.85,15.24,2.18,407827.23,6.94
895747.76,15.24,2.17,407008.86,6.92
895800.16,15.24,2.17,406900.12,6.92
895373.27,15.23,2.17,406508.14,6.92
895075.92,15.23,2.16,406214.56,6.91
895068.0,15.23,2.17,406206.95,6.91
895090.46,15.23,2.17,406321.27,6.92
895513.67,15.24,2.18,405822.38,6.91
896665.05,15.26,2.2,407381.19,6.93
896665.05,15.26,2.2,407381.19,6.93
896509.66,15.26,2.2,407302.39,6.93
896343.39,15.26,2.2,407192.81,6.93
896644.13,15.27,2.2,407067.83,6.93
896504.09,15.27,2.2,406945.03,6.93
896754.86,15.28,2.21,407969.77,6.95
896754.86,15.28,2.21,407969.77,6.95
896605.8,15.28,2.21,407631.59,6.94
896450.41,15.28,2.21,407552.79,6.94
896756.6,15.28,2.22,407763.54,6.95
898379.95,15.31,2.24,408846.4,6.97
898213.68,15.31,2.24,408736.83,6.97
898519.87,15.32,2.25,408947.58,6.97
900143.22,15.34,2.28,410030.44,6.99
899987.83,15.34,2.28,409951.64,6.99
899821.56,15.34,2.28,409842.06,6.99
899821.56,15.34,2.28,409842.06,6.99
899821.56,15.34,2.28,409842.06,6.99
899666.17,15.34,2.28,409697.16,6.99
899344.51,15.34,2.28,409515.02,6.99
899178.23,15.34,2.28,409477.78,6.99
899043.14,15.34,2.28,409294.07,6.98
898903.09,15.34,2.28,409189.47,6.98
898903.09,15.34,2.28,409189.47,6.98
898772.44,15.34,2.28,409360.31,6.99
898560.64,15.34,2.28,409036.56,6.98
898560.64,15.34,2.28,409036.56,6.98
898151.79,15.34,2.27,408395.1,6.97
897741.55,15.33,2.27,407753.64,6.96
897332.61,15.33,2.26,407112.18,6.95
897177.22,15.33,2.26,406967.28,6.95
897177.22,15.33,2.26,406967.28,6.95
897446.79,15.33,2.27,407365.88,6.96
897291.4,15.33,2.27,407220.98,6.96
897291.4,15.33,2.27,407220.98,6.96
897313.86,15.34,2.27,407369.06,6.96
897278.84,15.34,2.27,406631.18,6.95
896986.25,15.33,2.27,406366.21,6.95
897796.47,15.35,2.29,407733.22,6.97
897788.55,15.35,2.29,407725.62,6.97
897372.46,15.35,2.28,407097.24,6.96
898155.59,15.36,2.3,407365.69,6.97
897779.75,15.36,2.29,406989.85,6.96
897644.65,15.36,2.29,406874.79,6.96
897235.8,15.35,2.29,406233.33,6.95
896914.14,15.35,2.29,406051.19,6.95
896308.05,15.35,2.28,405232.81,6.94
895701.96,15.34,2.27,404414.44,6.93
895541.13,15.34,2.27,404272.32,6.92
895427.68,15.34,2.27,404401.89,6.93
895408.2,15.34,2.28,404272.67,6.93
895252.81,15.34,2.28,404127.77,6.92
895464.28,15.35,2.28,404339.23,6.93
895625.36,15.35,2.29,404623.32,6.93
895926.1,15.36,2.29,404498.33,6.93
895948.56,15.36,2.29,404516.99,6.93
895787.73,15.36,2.29,404946.35,6.94
895787.73,15.36,2.29,404946.35,6.94
895674.28,15.36,2.29,404862.52,6.94
895527.7,15.36,2.29,404698.23,6.94
895368.97,15.36,2.29,404539.5,6.94
898725.64,15.41,2.35,407381.81,6.99
898725.64,15.41,2.35,407381.81,6.99
898748.1,15.42,2.35,407400.47,6.99
898613.0,15.42,2.35,407273.86,6.99
898888.01,15.42,2.36,407126.39,6.99
898832.21,15.43,2.36,407264.25,6.99
898660.51,15.42,2.36,407489.25,6.99
898250.73,15.42,2.36,406847.79,6.98
897834.64,15.41,2.35,406219.42,6.97
897679.25,15.41,2.35,406161.03,6.97
897520.52,15.41,2.35,406002.5,6.97
897354.25,15.41,2.35,405878.74,6.97
897056.89,15.41,2.34,405587.42,6.97
896358.89,15.4,2.33,404845.41,6.95
896358.89,15.4,2.33,404845.41,6.95
896203.5,15.4,2.33,404787.03,6.96
896225.96,15.4,2.34,404827.18,6.96
896506.41,15.41,2.34,404881.25,6.96
896340.14,15.41,2.34,405080.88,6.96
896184.75,15.41,2.34,404954.85,6.96
895808.91,15.4,2.34,404579.02,6.96
895808.91,15.4,2.34,404579.02,6.96
895831.36,15.4,2.34,404708.22,6.96
895415.28,15.4,2.33,404079.84,6.95
894999.19,15.39,2.33,403451.47,6.94
894843.8,15.39,2.33,403305.37,6.94
894677.53,15.39,2.33,403269.33,6.94
894522.14,15.39,2.33,403122.81,6.94
894791.71,15.4,2.34,403523.02,6.94
894636.32,15.4,2.34,403376.93,6.94
894636.32,15.4,2.34,403376.93,6.94
894470.04,15.4,2.34,403340.88,6.94
894314.66,15.4,2.34,403282.5,6.94
894337.11,15.4,2.34,403322.65,6.95
893829.11,15.4,2.33,402770.64,6.94
893673.72,15.4,2.33,402712.26,6.94
893507.44,15.4,2.33,402588.5,6.94
893131.6,15.39,2.33,402212.66,6.93
892976.21,15.39,2.33,402138.13,6.93
892809.94,15.39,2.33,402030.52,6.93
892654.55,15.39,2.33,401972.14,6.93
892924.12,15.4,2.33,402214.98,6.94
892768.73,15.4,2.33,402071.36,6.93
892768.73,15.4,2.33,402071.36,6.93
892392.89,15.39,2.33,401764.76,6.93
892439.15,15.39,2.33,402354.92,6.94
892280.42,15.39,2.33,402200.53,6.94
892114.14,15.39,2.33,402162.01,6.94
892147.49,15.39,2.33,402206.41,6.94
891981.21,15.39,2.33,402143.78,6.94
891825.82,15.39,2.33,402069.24,6.94
891659.55,15.39,2.33,401961.64,6.94
891504.16,15.39,2.33,401818.02,6.94
891337.89,15.39,2.33,401779.49,6.94
891182.5,15.39,2.33,401704.96,6.94
891016.22,15.39,2.33,401597.35,6.94
890860.84,15.39,2.33,401538.97,6.94
891130.4,15.4,2.33,401781.81,6.94
891130.4,15.4,2.33,401781.81,6.94
891130.4,15.4,2.33,401781.81,6.94
890975.01,15.4,2.33,401723.43,6.94
891136.09,15.4,2.34,401881.3,6.95
891136.09,15.4,2.34,401881.3,6.95
890980.71,15.4,2.34,401736.4,6.94
891003.16,15.4,2.34,401884.48,6.95
890847.77,15.4,2.34,401809.94,6.95
890847.77,15.4,2.34,401809.94,6.95
889802.62,15.41,2.34,401476.96,6.95
889636.34,15.41,2.34,401369.36,6.95
889270.5,15.4,2.34,401072.75,6.95
889115.11,15.4,2.34,400946.73,6.95
889384.68,15.41,2.34,401257.21,6.95
889384.68,15.41,2.34,401257.21,6.95
889229.29,15.41,2.34,401182.14,6.95
889063.02,15.41,2.34,401075.07,6.95
888907.63,15.41,2.34,401000.53,6.95
888531.79,15.4,2.34,400693.93,6.95
888244.31,15.4,2.33,400406.45,6.94
888078.03,15.4,2.33,400298.85,6.94
888111.38,15.4,2.34,400343.25,6.94
888133.83,15.4,2.34,400444.53,6.95
888133.83,15.4,2.34,400444.53,6.95
888133.83,15.4,2.34,400444.53,6.95
887978.44,15.4,2.34,400415.07,6.95
887812.17,15.4,2.34,400262.38,6.94
887845.51,15.41,2.34,400306.78,6.95
888115.08,15.41,2.35,400578.27,6.95
887959.69,15.41,2.35,400431.75,6.95
887793.42,15.41,2.35,400396.12,6.95
887638.03,15.41,2.35,400337.74,6.95
887471.75,15.41,2.35,400213.98,6.95
887316.37,15.41,2.35,400067.47,6.95
887150.09,15.41,2.35,400031.84,6.95
887150.09,15.41,2.35,400031.84,6.95
886784.25,15.41,2.34,399787.42,6.95
886628.86,15.41,2.34,399729.03,6.95
886651.32,15.41,2.34,399769.18,6.95
886495.93,15.41,2.34,399710.8,6.95
886329.65,15.41,2.34,399587.04,6.95
886174.27,15.41,2.34,399512.5,6.95
886007.99,15.41,2.34,399404.9,6.95
885852.6,15.41,2.34,399329.82,6.95
885686.33,15.41,2.34,399222.76,6.95
885966.78,15.41,2.35,399291.77,6.95
885800.51,15.41,2.35,399407.22,6.95
885424.67,15.41,2.34,399100.62,6.95
885269.28,15.41,2.34,398955.92,6.94
885103.0,15.41,2.34,398918.47,6.94
884805.65,15.4,2.34,398666.85,6.94
884650.26,15.4,2.34,398523.23,6.94
884483.99,15.4,2.34,398484.7,6.94
884483.99,15.4,2.34,398484.7,6.94
884655.95,15.41,2.34,398497.63,6.94
884678.41,15.41,2.35,398737.07,6.95
884678.41,15.41,2.35,398737.07,6.95
884060.82,15.41,2.35,398482.66,6.95
883905.43,15.41,2.35,398408.12,6.95
883905.43,15.41,2.35,398408.12,6.95
883698.07,15.41,2.34,398276.98,6.94
883744.34,15.41,2.35,398867.13,6.96
883578.06,15.41,2.35,398759.53,6.95
883422.67,15.41,2.35,398701.15,6.95
883583.75,15.41,2.35,398859.02,6.96
883428.36,15.41,2.35,398800.63,6.96
883697.93,15.42,2.36,399043.48,6.96
883542.54,15.42,2.36,398898.58,6.96
883542.54,15.42,2.36,398898.58,6.96
883376.27,15.42,2.36,398861.33,6.96
883000.43,15.41,2.35,398554.73,6.96
882845.04,15.41,2.35,398480.19,6.96
882678.76,15.41,2.35,398372.59,6.96
882904.56,15.42,2.36,398240.69,6.96
882927.02,15.42,2.36,398752.62,6.97
882771.63,15.42,2.36,398694.24,6.97
882474.28,15.42,2.35,398442.61,6.96
882308.0,15.42,2.35,398318.85,6.96
881262.85,15.42,2.36,397985.87,6.96
881107.46,15.42,2.36,397841.17,6.96
880941.18,15.42,2.36,397803.73,6.96
881221.64,15.43,2.36,397857.8,6.97
881055.36,15.43,2.36,397988.19,6.97
880899.98,15.43,2.36,397929.8,6.97
880733.7,15.43,2.36,397806.04,6.97
880357.86,15.42,2.36,397499.44,6.96
880638.31,15.43,2.36,397568.46,6.96
880262.47,15.42,2.36,397355.07,6.96
880284.93,15.42,2.36,397561.15,6.97
880284.93,15.42,2.36,397561.15,6.97
880129.54,15.42,2.36,397486.61,6.97
880151.99,15.43,2.36,397564.33,6.97
879996.61,15.43,2.36,397418.23,6.97
879830.33,15.43,2.36,397382.19,6.97
879671.6,15.42,2.36,397228.34,6.97
879671.6,15.42,2.36,397228.34,6.97
879516.21,15.42,2.36,397081.83,6.96
879538.67,15.43,2.36,397231.52,6.97
879197.48,15.42,2.36,396867.77,6.96
879042.09,15.42,2.36,396792.69,6.96
878875.82,15.42,2.36,396685.62,6.96
878720.43,15.42,2.36,396627.24,6.96
878742.89,15.42,2.36,396667.39,6.96
878587.5,15.42,2.36,396592.85,6.96
878587.5,15.42,2.36,396592.85,6.96
878421.22,15.42,2.36,396485.25,6.96
878454.57,15.43,2.36,396529.64,6.96
878724.13,15.43,2.37,396801.13,6.97
878348.29,15.43,2.36,396546.95,6.97
878192.9,15.43,2.36,396402.05,6.96
877575.31,15.43,2.36,396147.64,6.96
877409.04,15.43,2.36,396110.4,6.96
877253.65,15.43,2.36,395963.88,6.96
877614.26,15.43,2.37,396468.79,6.97
877458.87,15.43,2.37,396394.25,6.97
877458.87,15.43,2.37,396394.25,6.97
877481.33,15.44,2.37,396450.55,6.97
877325.94,15.44,2.37,396305.65,6.97
877325.94,15.44,2.37,396305.65,6.97
877159.67,15.44,2.37,396268.41,6.97
877004.28,15.44,2.37,396210.03,6.97
