ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_829a-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_nodes,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_829a-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpus,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_829a-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpu_milli,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_829a-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-total_gpus,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_829a-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-arrived_gpu_milli
1021,5041,1507990,6212,1507990
1021,5041,1507990,6212,1507990
1021,5041,1508990,6212,1508990
1021,5041,1509640,6212,1509640
1021,5041,1510190,6212,1510190
1021,5041,1511190,6212,1511190
1021,5041,1512190,6212,1512190
1021,5041,1512190,6212,1512190
1021,5041,1512190,6212,1512190
1022,5049,1513190,6212,1513190
1023,5057,1513190,6212,1513190
1023,5057,1513660,6212,1513660
1023,5057,1514660,6212,1514660
1024,5065,1514980,6212,1514980
1024,5065,1515450,6212,1515450
1024,5065,1516450,6212,1516450
1025,5066,1516920,6212,1516920
1025,5066,1517390,6212,1517390
1025,5066,1517860,6212,1517860
1026,5074,1518670,6212,1518670
1027,5082,1519670,6212,1519670
1028,5090,1520670,6212,1520670
1028,5090,1520670,6212,1520670
1028,5090,1521670,6212,1521670
1028,5090,1522670,6212,1522670
1028,5090,1523220,6212,1523220
1029,5091,1524220,6212,1524220
1029,5091,1525220,6212,1525220
1030,5093,1525680,6212,1525680
1030,5093,1525680,6212,1525680
1031,5101,1525680,6212,1525680
1031,5101,1526680,6212,1526680
1031,5101,1527680,6212,1527680
1032,5103,1528490,6212,1528490
1032,5103,1528960,6212,1528960
1032,5103,1529960,6212,1529960
1032,5103,1530330,6212,1530330
1032,5103,1531330,6212,1531330
1032,5103,1531330,6212,1531330
1033,5111,1532330,6212,1532330
1033,5111,1532800,6212,1532800
1033,5111,1533390,6212,1533390
1033,5111,1534390,6212,1534390
1033,5111,1535200,6212,1535200
1034,5113,1535200,6212,1535200
1034,5113,1536200,6212,1536200
1034,5113,1536420,6212,1536420
1035,5115,1537420,6212,1537420
1035,5115,1537650,6212,1537650
1035,5115,1538120,6212,1538120
1036,5117,1539120,6212,1539120
1036,5117,1539440,6212,1539440
1036,5117,1540440,6212,1540440
1036,5117,1541440,6212,1541440
1036,5117,1542440,6212,1542440
1036,5117,1542440,6212,1542440
1036,5117,1543440,6212,1543440
1036,5117,1544440,6212,1544440
1036,5117,1545250,6212,1545250
1036,5117,1545300,6212,1545300
1036,5117,1546300,6212,1546300
1036,5117,1546620,6212,1546620
1036,5117,1547620,6212,1547620
1036,5117,1548620,6212,1548620
1036,5117,1549620,6212,1549620
1036,5117,1550620,6212,1550620
1036,5117,1551620,6212,1551620
1036,5117,1552620,6212,1552620
1036,5117,1552620,6212,1552620
1036,5117,1553620,6212,1553620
1036,5117,1554620,6212,1554620
1037,5125,1555090,6212,1555090
1037,5125,1555310,6212,1555310
1037,5125,1557310,6212,1557310
1037,5125,1557310,6212,1557310
1037,5125,1558310,6212,1558310
1038,5133,1559310,6212,1559310
1039,5135,1560120,6212,1560120
1040,5143,1561120,6212,1561120
1040,5143,1561120,6212,1561120
1040,5143,1561440,6212,1561440
1040,5143,1562440,6212,1562440
1040,5143,1563250,6212,1563250
1041,5151,1563250,6212,1563250
1041,5151,1563250,6212,1563250
1041,5151,1563720,6212,1563720
1041,5151,1564190,6212,1564190
1041,5151,1564190,6212,1564190
1041,5151,1565190,6212,1565190
1042,5159,1566190,6212,1566190
1043,5167,1567000,6212,1567000
1043,5167,1567810,6212,1567810
1043,5167,1568810,6212,1568810
1043,5167,1569810,6212,1569810
1043,5167,1570810,6212,1570810
1043,5167,1571810,6212,1571810
1043,5167,1572810,6212,1572810
1043,5167,1573270,6212,1573270
1043,5167,1574270,6212,1574270
1043,5167,1574740,6212,1574740
1043,5167,1575210,6212,1575210
1043,5167,1576210,6212,1576210
1044,5175,1577020,6212,1577020
1044,5175,1578020,6212,1578020
1044,5175,1578020,6212,1578020
1044,5175,1578830,6212,1578830
1044,5175,1579830,6212,1579830
1044,5175,1580830,6212,1580830
1044,5175,1581640,6212,1581640
1044,5175,1582640,6212,1582640
1044,5175,1583290,6212,1583290
1044,5175,1584290,6212,1584290
1044,5175,1584880,6212,1584880
1044,5175,1585880,6212,1585880
1044,5175,1586690,6212,1586690
1044,5175,1587690,6212,1587690
1044,5175,1587690,6212,1587690
1045,5183,1587690,6212,1587690
1045,5183,1587690,6212,1587690
1045,5183,1588160,6212,1588160
1045,5183,1588710,6212,1588710
1046,5191,1589300,6212,1589300
1047,5193,1590300,6212,1590300
1047,5193,1590300,6212,1590300
1047,5193,1590300,6212,1590300
1047,5193,1590770,6212,1590770
1047,5193,1591580,6212,1591580
1047,5193,1592580,6212,1592580
1047,5193,1593580,6212,1593580
1047,5193,1593810,6212,1593810
1047,5193,1594810,6212,1594810
1048,5201,1594810,6212,1594810
1048,5201,1594970,6212,1594970
1048,5201,1595440,6212,1595440
1048,5201,1595660,6212,1595660
1048,5201,1596660,6212,1596660
1048,5201,1597470,6212,1597470
1048,5201,1598280,6212,1598280
1048,5201,1599280,6212,1599280
1048,5201,1599930,6212,1599930
1049,5209,1599930,6212,1599930
1050,5211,1600930,6212,1600930
1051,5219,1600930,6212,1600930
1051,5219,1601930,6212,1601930
1051,5219,1602930,6212,1602930
1051,5219,1603930,6212,1603930
1051,5219,1603930,6212,1603930
1051,5219,1604930,6212,1604930
1051,5219,1605930,6212,1605930
1051,5219,1605930,6212,1605930
1052,5227,1606930,6212,1606930
1053,5228,1607930,6212,1607930
1053,5228,1608250,6212,1608250
1054,5236,1609250,6212,1609250
1054,5236,1610060,6212,1610060
1054,5236,1610870,6212,1610870
1055,5244,1611330,6212,1611330
1055,5244,1615330,6212,1615330
1055,5244,1616330,6212,1616330
1055,5244,1616330,6212,1616330
1056,5252,1616980,6212,1616980
1057,5254,1617980,6212,1617980
1057,5254,1617980,6212,1617980
1057,5254,1617980,6212,1617980
1057,5254,1618530,6212,1618530
1057,5254,1619530,6212,1619530
1057,5254,1619530,6212,1619530
1057,5254,1620180,6212,1620180
1058,5262,1621180,6212,1621180
1058,5262,1621660,6212,1621660
1058,5262,1622660,6212,1622660
1058,5262,1623660,6212,1623660
1059,5270,1624130,6212,1624130
1059,5270,1625130,6212,1625130
1059,5270,1626130,6212,1626130
1059,5270,1626600,6212,1626600
1059,5270,1626820,6212,1626820
1060,5272,1627630,6212,1627630
1060,5272,1628630,6212,1628630
1060,5272,1629100,6212,1629100
1060,5272,1629570,6212,1629570
1060,5272,1630570,6212,1630570
1060,5272,1630570,6212,1630570
1060,5272,1630890,6212,1630890
1061,5276,1631700,6212,1631700
1062,5284,1631860,6212,1631860
1063,5292,1632670,6212,1632670
1063,5292,1633670,6212,1633670
1063,5292,1634130,6212,1634130
1063,5292,1634130,6212,1634130
1064,5294,1635130,6212,1635130
1065,5296,1635780,6212,1635780
1066,5304,1636780,6212,1636780
1066,5304,1637590,6212,1637590
1066,5304,1638590,6212,1638590
1066,5304,1638590,6212,1638590
1066,5304,1639590,6212,1639590
1066,5304,1639590,6212,1639590
1066,5304,1639590,6212,1639590
1066,5304,1640590,6212,1640590
1066,5304,1641240,6212,1641240
1066,5304,1642240,6212,1642240
1067,5308,1643240,6212,1643240
1067,5308,1644240,6212,1644240
1067,5308,1645240,6212,1645240
1067,5308,1646240,6212,1646240
1067,5308,1646240,6212,1646240
1067,5308,1646710,6212,1646710
1067,5308,1647710,6212,1647710
1068,5316,1655710,6212,1655710
1068,5316,1656710,6212,1656710
1068,5316,1656710,6212,1656710
1068,5316,1656710,6212,1656710
1068,5316,1657030,6212,1657030
1069,5318,1658030,6212,1658030
1069,5318,1658030,6212,1658030
1070,5326,1659030,6212,1659030
1070,5326,1659030,6212,1659030
1070,5326,1660030,6212,1660030
1070,5326,1661030,6212,1661030
1071,5327,1661350,6212,1661350
1071,5327,1661460,6212,1661460
1071,5327,1662460,6212,1662460
1072,5335,1662780,6212,1662780
1072,5335,1663780,6212,1663780
1072,5335,1664250,6212,1664250
1072,5335,1665060,6212,1665060
1072,5335,1665060,6212,1665060
1072,5335,1666060,6212,1666060
1072,5335,1667060,6212,1667060
1072,5335,1667060,6212,1667060
1072,5335,1668060,6212,1668060
1073,5343,1669060,6212,1669060
1073,5343,1670060,6212,1670060
1073,5343,1670280,6212,1670280
1073,5343,1671280,6212,1671280
1073,5343,1672090,6212,1672090
1073,5343,1672560,6212,1672560
1073,5343,1673030,6212,1673030
1073,5343,1674030,6212,1674030
1073,5343,1675030,6212,1675030
1073,5343,1675680,6212,1675680
1073,5343,1676680,6212,1676680
1074,5351,1677680,6212,1677680
1074,5351,1678490,6212,1678490
1074,5351,1679490,6212,1679490
1074,5351,1679810,6212,1679810
1074,5351,1680130,6212,1680130
1074,5351,1681130,6212,1681130
1074,5351,1682130,6212,1682130
1074,5351,1683130,6212,1683130
1074,5351,1684130,6212,1684130
1075,5359,1684780,6212,1684780
1075,5359,1685250,6212,1685250
1075,5359,1686250,6212,1686250
1075,5359,1687250,6212,1687250
1075,5359,1688060,6212,1688060
1075,5359,1689060,6212,1689060
1075,5359,1690060,6212,1690060
1076,5361,1690870,6212,1690870
1076,5361,1691330,6212,1691330
1076,5361,1692330,6212,1692330
1076,5361,1693330,6212,1693330
1076,5361,1693800,6212,1693800
1076,5361,1694800,6212,1694800
1077,5369,1695610,6212,1695610
1077,5369,1696420,6212,1696420
1077,5369,1697420,6212,1697420
1077,5369,1697420,6212,1697420
1077,5369,1698420,6212,1698420
1077,5369,1699230,6212,1699230
1077,5369,1700230,6212,1700230
1078,5377,1700230,6212,1700230
1079,5379,1701230,6212,1701230
1079,5379,1702230,6212,1702230
1080,5387,1703230,6212,1703230
1080,5387,1703700,6212,1703700
1080,5387,1704700,6212,1704700
1080,5387,1705510,6212,1705510
1080,5387,1706160,6212,1706160
1080,5387,1706630,6212,1706630
1080,5387,1706950,6212,1706950
1080,5387,1707950,6212,1707950
1080,5387,1708950,6212,1708950
1080,5387,1709950,6212,1709950
1080,5387,1709950,6212,1709950
1080,5387,1710420,6212,1710420
1080,5387,1710420,6212,1710420
1081,5389,1711420,6212,1711420
1081,5389,1712420,6212,1712420
1081,5389,1713230,6212,1713230
1081,5389,1714230,6212,1714230
1081,5389,1715230,6212,1715230
1081,5389,1716230,6212,1716230
1081,5389,1716700,6212,1716700
1082,5397,1717700,6212,1717700
1082,5397,1718020,6212,1718020
1082,5397,1719020,6212,1719020
1082,5397,1720020,6212,1720020
1082,5397,1720020,6212,1720020
1082,5397,1720490,6212,1720490
1082,5397,1721300,6212,1721300
1083,5405,1721300,6212,1721300
1083,5405,1722300,6212,1722300
1083,5405,1722770,6212,1722770
1083,5405,1723000,6212,1723000
1083,5405,1723470,6212,1723470
1083,5405,1723470,6212,1723470
1083,5405,1724470,6212,1724470
1083,5405,1724930,6212,1724930
1083,5405,1725400,6212,1725400
1083,5405,1726400,6212,1726400
1083,5405,1726860,6212,1726860
1083,5405,1727670,6212,1727670
1083,5405,1727670,6212,1727670
1084,5413,1728670,6212,1728670
1085,5421,1729670,6212,1729670
1085,5421,1730670,6212,1730670
1085,5421,1731670,6212,1731670
1085,5421,1732670,6212,1732670
1085,5421,1732670,6212,1732670
1086,5429,1732670,6212,1732670
1086,5429,1733140,6212,1733140
1086,5429,1733140,6212,1733140
1086,5429,1733950,6212,1733950
1086,5429,1734950,6212,1734950
1086,5429,1735950,6212,1735950
1086,5429,1736760,6212,1736760
1086,5429,1737230,6212,1737230
1086,5429,1738040,6212,1738040
1086,5429,1739040,6212,1739040
1086,5429,1740040,6212,1740040
1087,5437,1740690,6212,1740690
1087,5437,1741690,6212,1741690
1087,5437,1741690,6212,1741690
1088,5439,1742690,6212,1742690
1088,5439,1743690,6212,1743690
1088,5439,1744690,6212,1744690
1089,5447,1745010,6212,1745010
1089,5447,1745330,6212,1745330
1089,5447,1746330,6212,1746330
1089,5447,1747330,6212,1747330
1089,5447,1748330,6212,1748330
1089,5447,1749330,6212,1749330
1089,5447,1750140,6212,1750140
1089,5447,1750140,6212,1750140
1089,5447,1750610,6212,1750610
1089,5447,1751610,6212,1751610
1089,5447,1752610,6212,1752610
1089,5447,1752930,6212,1752930
1089,5447,1753930,6212,1753930
1090,5455,1754400,6212,1754400
1090,5455,1755210,6212,1755210
1090,5455,1755530,6212,1755530
1091,5463,1755530,6212,1755530
1091,5463,1755530,6212,1755530
1092,5465,1755530,6212,1755530
1092,5465,1756530,6212,1756530
1092,5465,1757530,6212,1757530
1092,5465,1758340,6212,1758340
1092,5465,1758340,6212,1758340
1092,5465,1759150,6212,1759150
1092,5465,1759150,6212,1759150
1092,5465,1759620,6212,1759620
1092,5465,1759620,6212,1759620
1092,5465,1760620,6212,1760620
1092,5465,1761620,6212,1761620
1093,5467,1761620,6212,1761620
1093,5467,1762430,6212,1762430
1094,5475,1762900,6212,1762900
1094,5475,1763900,6212,1763900
1094,5475,1764490,6212,1764490
1094,5475,1764810,6212,1764810
1094,5475,1764810,6212,1764810
1094,5475,1765810,6212,1765810
1094,5475,1766810,6212,1766810
1094,5475,1767810,6212,1767810
1094,5475,1768810,6212,1768810
1094,5475,1769360,6212,1769360
1094,5475,1769360,6212,1769360
1094,5475,1770360,6212,1770360
1094,5475,1771360,6212,1771360
1094,5475,1771360,6212,1771360
1094,5475,1771360,6212,1771360
1095,5476,1771910,6212,1771910
1095,5476,1772910,6212,1772910
1095,5476,1773910,6212,1773910
1095,5476,1774910,6212,1774910
1095,5476,1775130,6212,1775130
1095,5476,1775590,6212,1775590
1096,5478,1776590,6212,1776590
1096,5478,1777180,6212,1777180
1096,5478,1778180,6212,1778180
1097,5480,1779180,6212,1779180
1097,5480,1780180,6212,1780180
1097,5480,1781180,6212,1781180
1097,5480,1782180,6212,1782180
1097,5480,1782500,6212,1782500
1097,5480,1782500,6212,1782500
1097,5480,1783090,6212,1783090
1097,5480,1783090,6212,1783090
1097,5480,1783090,6212,1783090
1097,5480,1783090,6212,1783090
1097,5480,1783560,6212,1783560
1098,5482,1784560,6212,1784560
1098,5482,1785370,6212,1785370
1098,5482,1785370,6212,1785370
1098,5482,1785690,6212,1785690
1098,5482,1786690,6212,1786690
1098,5482,1787690,6212,1787690
1098,5482,1788690,6212,1788690
1098,5482,1789690,6212,1789690
1099,5484,1790500,6212,1790500
1099,5484,1791500,6212,1791500
1099,5484,1792500,6212,1792500
1099,5484,1793500,6212,1793500
1099,5484,1794500,6212,1794500
1099,5484,1795500,6212,1795500
1099,5484,1796050,6212,1796050
1100,5486,1796860,6212,1796860
1100,5486,1796860,6212,1796860
1100,5486,1797860,6212,1797860
1100,5486,1797860,6212,1797860
1100,5486,1798860,6212,1798860
1100,5486,1799860,6212,1799860
1100,5486,1800510,6212,1800510
1100,5486,1800510,6212,1800510
1100,5486,1801510,6212,1801510
1100,5486,1802510,6212,1802510
1100,5486,1802510,6212,1802510
1101,5488,1803320,6212,1803320
1101,5488,1803320,6212,1803320
1101,5488,1804320,6212,1804320
1101,5488,1804640,6212,1804640
1101,5488,1805640,6212,1805640
1101,5488,1806640,6212,1806640
1102,5496,1814640,6212,1814640
1102,5496,1815640,6212,1815640
1102,5496,1816290,6212,1816290
1102,5496,1817290,6212,1817290
1102,5496,1817290,6212,1817290
1102,5496,1818290,6212,1818290
1102,5496,1819290,6212,1819290
1102,5496,1820290,6212,1820290
1102,5496,1821290,6212,1821290
1102,5496,1821290,6212,1821290
1102,5496,1822100,6212,1822100
1102,5496,1823100,6212,1823100
1103,5504,1824100,6212,1824100
1103,5504,1825100,6212,1825100
1103,5504,1825450,6212,1825450
1103,5504,1825920,6212,1825920
1104,5512,1826920,6212,1826920
1104,5512,1827240,6212,1827240
1104,5512,1827890,6212,1827890
1104,5512,1828210,6212,1828210
1104,5512,1829210,6212,1829210
1104,5512,1830210,6212,1830210
1104,5512,1830580,6212,1830580
1104,5512,1831050,6212,1831050
1104,5512,1832050,6212,1832050
1104,5512,1832640,6212,1832640
1104,5512,1833450,6212,1833450
1104,5512,1833450,6212,1833450
1104,5512,1834450,6212,1834450
1104,5512,1835450,6212,1835450
1104,5512,1836450,6212,1836450
1104,5512,1837260,6212,1837260
1104,5512,1838260,6212,1838260
1104,5512,1839260,6212,1839260
1104,5512,1840260,6212,1840260
1104,5512,1840910,6212,1840910
1104,5512,1841910,6212,1841910
1105,5514,1842910,6212,1842910
1105,5514,1843910,6212,1843910
1105,5514,1844380,6212,1844380
1105,5514,1845380,6212,1845380
1105,5514,1846380,6212,1846380
1105,5514,1847380,6212,1847380
1105,5514,1847380,6212,1847380
1105,5514,1848380,6212,1848380
1105,5514,1849190,6212,1849190
1105,5514,1850190,6212,1850190
1105,5514,1851000,6212,1851000
1105,5514,1851810,6212,1851810
1105,5514,1851810,6212,1851810
1105,5514,1852810,6212,1852810
1105,5514,1853810,6212,1853810
1106,5516,1854460,6212,1854460
1106,5516,1855460,6212,1855460
1106,5516,1856270,6212,1856270
1106,5516,1856740,6212,1856740
1107,5520,1857060,6212,1857060
1107,5520,1857290,6212,1857290
1107,5520,1858290,6212,1858290
1107,5520,1859290,6212,1859290
1107,5520,1860100,6212,1860100
1107,5520,1861100,6212,1861100
1107,5520,1861910,6212,1861910
1107,5520,1861910,6212,1861910
1107,5520,1862910,6212,1862910
1108,5528,1863560,6212,1863560
1109,5536,1863560,6212,1863560
1109,5536,1863560,6212,1863560
1109,5536,1864030,6212,1864030
1109,5536,1864490,6212,1864490
1109,5536,1864810,6212,1864810
1109,5536,1865810,6212,1865810
1110,5538,1866620,6212,1866620
1110,5538,1867620,6212,1867620
1110,5538,1868090,6212,1868090
1110,5538,1869090,6212,1869090
1111,5540,1869740,6212,1869740
1111,5540,1870740,6212,1870740
1111,5540,1871740,6212,1871740
1111,5540,1872740,6212,1872740
1111,5540,1873550,6212,1873550
1111,5540,1874360,6212,1874360
1112,5548,1875360,6212,1875360
1112,5548,1876360,6212,1876360
1112,5548,1876690,6212,1876690
1112,5548,1877690,6212,1877690
1112,5548,1878690,6212,1878690
1112,5548,1879690,6212,1879690
1112,5548,1879690,6212,1879690
1112,5548,1880690,6212,1880690
1112,5548,1881690,6212,1881690
1113,5556,1882500,6212,1882500
1113,5556,1883500,6212,1883500
1113,5556,1884500,6212,1884500
1113,5556,1884660,6212,1884660
1113,5556,1885660,6212,1885660
1113,5556,1886470,6212,1886470
1113,5556,1887470,6212,1887470
1113,5556,1887470,6212,1887470
1113,5556,1888470,6212,1888470
1113,5556,1889470,6212,1889470
1113,5556,1890470,6212,1890470
1113,5556,1891470,6212,1891470
1113,5556,1891470,6212,1891470
1113,5556,1891790,6212,1891790
1113,5556,1892110,6212,1892110
1113,5556,1893110,6212,1893110
1113,5556,1893110,6212,1893110
1113,5556,1893110,6212,1893110
1113,5556,1893330,6212,1893330
1113,5556,1893920,6212,1893920
1113,5556,1894920,6212,1894920
1114,5564,1895920,6212,1895920
1114,5564,1896730,6212,1896730
1114,5564,1897380,6212,1897380
1114,5564,1898030,6212,1898030
1114,5564,1898840,6212,1898840
1114,5564,1898840,6212,1898840
1115,5572,1899840,6212,1899840
1115,5572,1900840,6212,1900840
1115,5572,1901310,6212,1901310
1115,5572,1902120,6212,1902120
1115,5572,1902120,6212,1902120
1115,5572,1902350,6212,1902350
1115,5572,1903350,6212,1903350
1115,5572,1903350,6212,1903350
1116,5580,1904160,6212,1904160
1116,5580,1905160,6212,1905160
1117,5588,1905640,6212,1905640
1117,5588,1906100,6212,1906100
1117,5588,1906910,6212,1906910
1117,5588,1907720,6212,1907720
1117,5588,1908530,6212,1908530
1117,5588,1909530,6212,1909530
1117,5588,1910530,6212,1910530
1117,5588,1911530,6212,1911530
1117,5588,1912530,6212,1912530
1117,5588,1913530,6212,1913530
1117,5588,1914530,6212,1914530
1117,5588,1914690,6212,1914690
1117,5588,1915500,6212,1915500
1117,5588,1916500,6212,1916500
1117,5588,1916960,6212,1916960
1117,5588,1917960,6212,1917960
1118,5596,1918960,6212,1918960
1118,5596,1919960,6212,1919960
1118,5596,1920550,6212,1920550
1119,5604,1921550,6212,1921550
1119,5604,1922360,6212,1922360
1119,5604,1923360,6212,1923360
1119,5604,1923590,6212,1923590
1119,5604,1923590,6212,1923590
1119,5604,1923910,6212,1923910
1119,5604,1924720,6212,1924720
1119,5604,1925720,6212,1925720
1119,5604,1926040,6212,1926040
1119,5604,1926410,6212,1926410
1119,5604,1926730,6212,1926730
1119,5604,1926730,6212,1926730
1119,5604,1926730,6212,1926730
1119,5604,1927200,6212,1927200
1119,5604,1927200,6212,1927200
1119,5604,1928200,6212,1928200
1119,5604,1929200,6212,1929200
1119,5604,1930200,6212,1930200
1119,5604,1930670,6212,1930670
1120,5612,1931670,6212,1931670
1120,5612,1932140,6212,1932140
1121,5620,1933140,6212,1933140
1122,5622,1934140,6212,1934140
1122,5622,1934610,6212,1934610
1123,5624,1935610,6212,1935610
1123,5624,1936610,6212,1936610
1123,5624,1937610,6212,1937610
1123,5624,1938610,6212,1938610
1123,5624,1938610,6212,1938610
1123,5624,1938610,6212,1938610
1123,5624,1939610,6212,1939610
1123,5624,1940260,6212,1940260
1123,5624,1941260,6212,1941260
1123,5624,1942260,6212,1942260
1123,5624,1943260,6212,1943260
1123,5624,1943260,6212,1943260
1123,5624,1943260,6212,1943260
1123,5624,1943260,6212,1943260
1123,5624,1944070,6212,1944070
1124,5632,1944530,6212,1944530
1124,5632,1945340,6212,1945340
1125,5640,1946340,6212,1946340
1126,5648,1947340,6212,1947340
1126,5648,1947930,6212,1947930
1126,5648,1948400,6212,1948400
1126,5648,1948400,6212,1948400
1126,5648,1948860,6212,1948860
1126,5648,1949670,6212,1949670
1127,5650,1950670,6212,1950670
1127,5650,1951140,6212,1951140
1127,5650,1951950,6212,1951950
1127,5650,1952950,6212,1952950
1127,5650,1953950,6212,1953950
1128,5658,1954950,6212,1954950
1128,5658,1955420,6212,1955420
1128,5658,1956420,6212,1956420
1128,5658,1957420,6212,1957420
1128,5658,1958070,6212,1958070
1128,5658,1959070,6212,1959070
1129,5666,1960070,6212,1960070
1129,5666,1960530,6212,1960530
1130,5674,1961530,6212,1961530
1130,5674,1962000,6212,1962000
1130,5674,1962230,6212,1962230
1130,5674,1962880,6212,1962880
1130,5674,1963880,6212,1963880
1130,5674,1964880,6212,1964880
1131,5682,1965530,6212,1965530
1131,5682,1966340,6212,1966340
1131,5682,1967340,6212,1967340
1132,5690,1975340,6212,1975340
1132,5690,1976150,6212,1976150
1132,5690,1976800,6212,1976800
1132,5690,1977800,6212,1977800
1132,5690,1978800,6212,1978800
1132,5690,1979610,6212,1979610
1132,5690,1979840,6212,1979840
1132,5690,1980840,6212,1980840
1132,5690,1981650,6212,1981650
1133,5698,1989650,6212,1989650
1133,5698,1990650,6212,1990650
1133,5698,1991460,6212,1991460
1133,5698,1992460,6212,1992460
1134,5706,1992930,6212,1992930
1134,5706,1993740,6212,1993740
1134,5706,1994550,6212,1994550
1134,5706,1995200,6212,1995200
1134,5706,1996200,6212,1996200
1134,5706,1997200,6212,1997200
1134,5706,1998200,6212,1998200
1134,5706,1998430,6212,1998430
1134,5706,1999430,6212,1999430
1134,5706,2000430,6212,2000430
1134,5706,2000890,6212,2000890
1134,5706,2001360,6212,2001360
1134,5706,2002360,6212,2002360
1134,5706,2003360,6212,2003360
1134,5706,2003630,6212,2003630
1134,5706,2003630,6212,2003630
1134,5706,2004630,6212,2004630
1134,5706,2004740,6212,2004740
1134,5706,2004740,6212,2004740
1134,5706,2005740,6212,2005740
1134,5706,2006740,6212,2006740
1134,5706,2007740,6212,2007740
1134,5706,2008210,6212,2008210
1135,5710,2009210,6212,2009210
1136,5714,2010020,6212,2010020
1136,5714,2011020,6212,2011020
1136,5714,2011830,6212,2011830
1136,5714,2012640,6212,2012640
1136,5714,2013640,6212,2013640
1136,5714,2014640,6212,2014640
1136,5714,2014960,6212,2014960
1137,5722,2014960,6212,2014960
1137,5722,2015960,6212,2015960
1137,5722,2016430,6212,2016430
1137,5722,2017430,6212,2017430
1137,5722,2018430,6212,2018430
1137,5722,2019240,6212,2019240
1137,5722,2019240,6212,2019240
1138,5724,2020240,6212,2020240
1138,5724,2021240,6212,2021240
1138,5724,2021240,6212,2021240
1138,5724,2022240,6212,2022240
1139,5726,2023240,6212,2023240
1139,5726,2024240,6212,2024240
1139,5726,2024240,6212,2024240
1139,5726,2025050,6212,2025050
1140,5728,2026050,6212,2026050
1141,5736,2027050,6212,2027050
1141,5736,2028050,6212,2028050
1141,5736,2029050,6212,2029050
1141,5736,2029700,6212,2029700
1141,5736,2030700,6212,2030700
1141,5736,2031700,6212,2031700
1141,5736,2032700,6212,2032700
1141,5736,2033700,6212,2033700
1141,5736,2033700,6212,2033700
1141,5736,2034510,6212,2034510
1141,5736,2035100,6212,2035100
1141,5736,2036100,6212,2036100
1141,5736,2037100,6212,2037100
1141,5736,2038100,6212,2038100
1142,5744,2038650,6212,2038650
1142,5744,2039650,6212,2039650
1142,5744,2040650,6212,2040650
1142,5744,2041650,6212,2041650
1142,5744,2041650,6212,2041650
1143,5752,2042460,6212,2042460
1143,5752,2043270,6212,2043270
1144,5760,2043740,6212,2043740
1144,5760,2044740,6212,2044740
1144,5760,2045740,6212,2045740
1144,5760,2046210,6212,2046210
1144,5760,2046670,6212,2046670
1144,5760,2047480,6212,2047480
1144,5760,2047950,6212,2047950
1144,5760,2048420,6212,2048420
1144,5760,2049420,6212,2049420
1144,5760,2049890,6212,2049890
1144,5760,2050890,6212,2050890
1144,5760,2051360,6212,2051360
1144,5760,2051360,6212,2051360
1144,5760,2052360,6212,2052360
1144,5760,2052360,6212,2052360
1144,5760,2053360,6212,2053360
1144,5760,2054360,6212,2054360
1144,5760,2055170,6212,2055170
1144,5760,2056170,6212,2056170
1144,5760,2056650,6212,2056650
1145,5762,2057120,6212,2057120
1145,5762,2057120,6212,2057120
1145,5762,2058120,6212,2058120
1145,5762,2058120,6212,2058120
1145,5762,2062120,6212,2062120
1145,5762,2062120,6212,2062120
1145,5762,2062580,6212,2062580
1145,5762,2063580,6212,2063580
1145,5762,2064580,6212,2064580
1145,5762,2065050,6212,2065050
1145,5762,2065700,6212,2065700
1145,5762,2066700,6212,2066700
1145,5762,2067700,6212,2067700
1145,5762,2068170,6212,2068170
1145,5762,2068980,6212,2068980
1145,5762,2068980,6212,2068980
1145,5762,2069790,6212,2069790
1145,5762,2069790,6212,2069790
1145,5762,2070260,6212,2070260
1145,5762,2071070,6212,2071070
1145,5762,2072070,6212,2072070
1145,5762,2072880,6212,2072880
1145,5762,2073350,6212,2073350
1145,5762,2073820,6212,2073820
1145,5762,2074820,6212,2074820
1145,5762,2075820,6212,2075820
1145,5762,2076820,6212,2076820
1146,5770,2077290,6212,2077290
1147,5778,2077290,6212,2077290
1147,5778,2077610,6212,2077610
1147,5778,2078080,6212,2078080
1147,5778,2078550,6212,2078550
1147,5778,2079360,6212,2079360
1147,5778,2079820,6212,2079820
1147,5778,2080630,6212,2080630
1147,5778,2081180,6212,2081180
1147,5778,2082180,6212,2082180
1147,5778,2083180,6212,2083180
1147,5778,2084180,6212,2084180
1147,5778,2085180,6212,2085180
1147,5778,2085990,6212,2085990
1147,5778,2085990,6212,2085990
1147,5778,2086100,6212,2086100
1147,5778,2086570,6212,2086570
