ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_829a-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_milli,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_829a-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_ratio,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_829a-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_q124,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_829a-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_milli,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_829a-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_ratio
2204453.28,35.49,0.31,189613.52,3.05
2204233.34,35.49,0.31,189659.73,3.05
2203988.5,35.49,0.31,189610.59,3.05
2203625.31,35.49,0.32,188904.46,3.04
2203282.38,35.49,0.32,188906.44,3.04
2203128.01,35.49,0.32,188914.05,3.04
2203317.27,35.5,0.32,188970.97,3.04
2203304.51,35.5,0.33,188972.08,3.04
2203247.81,35.51,0.33,189069.43,3.05
2203504.2,35.51,0.33,189073.08,3.05
2203447.5,35.51,0.34,189170.43,3.05
2203202.66,35.52,0.34,189121.65,3.05
2203691.89,35.53,0.35,189415.33,3.05
2204042.23,35.53,0.36,189361.43,3.05
2204042.23,35.53,0.36,189340.91,3.05
2203699.31,35.54,0.36,189326.88,3.05
2204049.65,35.54,0.36,189272.97,3.05
2204247.1,35.55,0.37,189225.64,3.05
2203865.32,35.55,0.37,189069.8,3.05
2203620.48,35.55,0.37,189021.02,3.05
2203620.48,35.55,0.37,189013.26,3.05
2203731.56,35.56,0.37,189017.8,3.05
2203731.56,35.56,0.37,188975.14,3.05
2203565.18,35.56,0.38,188982.75,3.05
2203864.15,35.56,0.38,188936.47,3.05
2203876.54,35.56,0.38,188930.79,3.05
2203533.62,35.56,0.38,188931.75,3.05
2203288.78,35.56,0.38,188882.97,3.05
2203134.41,35.57,0.38,188890.58,3.05
2202889.57,35.57,0.38,188841.72,3.05
2203220.91,35.57,0.39,188795.57,3.05
2202877.98,35.58,0.39,188797.55,3.05
2202877.98,35.58,0.39,188755.01,3.05
2203067.24,35.58,0.4,188811.92,3.05
2202822.4,35.58,0.4,188818.71,3.05
2202479.48,35.58,0.4,188822.45,3.05
2202136.55,35.58,0.4,188824.43,3.05
2201793.62,35.58,0.4,188826.41,3.05
2201548.79,35.59,0.4,188777.63,3.05
2201659.86,35.59,0.4,188782.17,3.05
2201686.71,35.59,0.4,188790.82,3.05
2201441.87,35.59,0.4,188741.67,3.05
2201441.87,35.59,0.4,188699.13,3.05
2201197.03,35.59,0.4,188650.27,3.05
2201412.55,35.6,0.41,188653.76,3.05
2201057.62,35.6,0.41,188642.09,3.05
2201057.62,35.6,0.41,188639.7,3.05
2201539.65,35.61,0.42,188707.02,3.05
2201294.81,35.61,0.42,188658.15,3.05
2201140.44,35.61,0.42,188665.77,3.05
2202349.52,35.63,0.44,189772.09,3.07
2202610.12,35.64,0.45,189725.06,3.07
2202582.11,35.64,0.45,189551.47,3.07
2202337.27,35.65,0.45,189502.32,3.07
2202092.44,35.65,0.45,189453.46,3.07
2202374.01,35.65,0.46,189442.27,3.07
2202129.17,35.66,0.46,189393.41,3.07
2201884.34,35.66,0.46,189344.26,3.07
2201541.41,35.66,0.46,189341.75,3.07
2201387.03,35.66,0.46,189349.37,3.07
2201044.11,35.66,0.46,189347.61,3.07
2200799.27,35.66,0.46,189298.75,3.07
2201080.84,35.67,0.47,189324.16,3.07
2200737.92,35.67,0.47,189324.08,3.07
2200493.08,35.67,0.47,189275.22,3.07
2200117.11,35.67,0.47,189279.43,3.07
2199735.34,35.67,0.47,189253.27,3.07
2199762.18,35.67,0.47,189261.91,3.07
2199517.34,35.67,0.47,189213.05,3.07
2199174.42,35.67,0.47,189216.79,3.07
2199535.42,35.68,0.48,189373.84,3.07
2199478.72,35.68,0.48,189471.19,3.07
2199135.8,35.68,0.48,189473.17,3.07
2198890.96,35.69,0.48,189424.03,3.07
2198834.26,35.69,0.48,189521.38,3.08
2198846.65,35.69,0.48,189515.71,3.08
2198818.64,35.7,0.49,189342.11,3.07
2198573.8,35.7,0.49,189293.33,3.07
2198403.9,35.7,0.49,188859.77,3.07
2196951.65,35.7,0.49,188863.65,3.07
2196964.04,35.7,0.49,188857.97,3.07
2196907.34,35.7,0.49,189461.84,3.08
2196919.73,35.7,0.49,189456.16,3.08
2196765.36,35.71,0.5,189463.77,3.08
2196520.52,35.71,0.5,189414.91,3.08
2196177.59,35.71,0.5,189395.04,3.08
2196177.59,35.71,0.5,189352.38,3.08
2196023.22,35.71,0.5,189359.99,3.08
2195762.25,35.71,0.5,190391.32,3.1
2195517.41,35.71,0.5,190342.31,3.1
2195134.86,35.71,0.5,190293.4,3.1
2194758.89,35.71,0.5,190297.61,3.1
2194746.13,35.72,0.5,190298.72,3.1
2194591.76,35.72,0.51,190306.33,3.1
2194346.92,35.72,0.51,190257.23,3.1
2194004.0,35.72,0.51,190255.77,3.1
2194493.23,35.73,0.52,190549.45,3.1
2194708.75,35.74,0.52,190552.94,3.1
2194721.14,35.74,0.52,190547.26,3.1
2194544.65,35.74,0.53,190639.72,3.1
2194390.27,35.74,0.53,190647.33,3.11
2194437.01,35.74,0.53,190644.9,3.11
2194380.31,35.75,0.53,190742.26,3.11
2194380.31,35.75,0.53,190699.72,3.11
2194392.7,35.75,0.53,190689.02,3.11
2194010.92,35.75,0.53,190660.8,3.11
2193668.0,35.75,0.54,190659.34,3.11
2193325.07,35.75,0.54,190663.08,3.11
2193170.69,35.75,0.54,190670.69,3.11
2192827.77,35.75,0.54,190669.23,3.11
2192918.58,35.76,0.54,190963.73,3.11
2192673.74,35.76,0.54,190914.58,3.11
2192428.9,35.76,0.54,190900.51,3.11
2192274.53,35.76,0.55,190908.12,3.11
2191931.6,35.76,0.55,190911.86,3.11
2191686.77,35.76,0.55,190974.65,3.12
2191343.84,35.76,0.55,190972.9,3.12
2191343.84,35.76,0.55,190930.35,3.12
2191343.84,35.76,0.55,190909.84,3.12
2191343.84,35.76,0.55,190866.5,3.11
2191343.84,35.76,0.55,190822.25,3.11
2191315.83,35.77,0.55,190648.66,3.11
2191070.99,35.77,0.55,190599.65,3.11
2190728.07,35.77,0.55,190603.39,3.11
2190558.16,35.77,0.55,190169.84,3.11
2190558.16,35.77,0.55,190124.98,3.1
2190570.55,35.77,0.55,190119.3,3.1
2190325.72,35.77,0.55,190070.52,3.1
2190338.11,35.78,0.55,190064.84,3.1
2191222.98,35.79,0.57,190976.56,3.12
2191235.37,35.79,0.57,190970.88,3.12
2191222.61,35.79,0.57,190971.98,3.12
2191041.39,35.8,0.58,190950.41,3.12
2191041.39,35.8,0.58,190930.53,3.12
2190698.46,35.8,0.58,190934.27,3.12
2190684.78,35.8,0.58,190753.3,3.12
2190795.86,35.81,0.59,190757.55,3.12
2190551.02,35.81,0.59,190764.34,3.12
2190306.18,35.81,0.59,190715.24,3.12
2190112.96,35.81,0.59,190526.96,3.12
2190084.95,35.82,0.59,190353.37,3.11
2189840.12,35.82,0.59,190304.22,3.11
2189852.51,35.82,0.59,190293.78,3.11
2189839.75,35.82,0.6,190294.89,3.11
2189594.91,35.82,0.6,190246.11,3.11
2189607.3,35.82,0.6,190240.43,3.11
2189594.54,35.83,0.6,190262.64,3.11
2189783.8,35.83,0.61,190319.56,3.11
2189538.96,35.84,0.61,190302.98,3.11
2189369.06,35.84,0.61,189869.42,3.11
2189214.69,35.84,0.61,189877.03,3.11
2188969.85,35.84,0.61,189827.88,3.11
2188913.15,35.85,0.61,190007.63,3.11
2188885.14,35.85,0.62,189834.03,3.11
2188996.22,35.86,0.62,189838.57,3.11
2188653.29,35.86,0.62,189839.53,3.11
2188310.36,35.86,0.62,189837.77,3.11
2188253.66,35.86,0.63,189935.13,3.11
2187910.73,35.86,0.63,189921.1,3.11
2188126.25,35.87,0.63,189924.59,3.11
2188206.03,35.87,0.64,189919.93,3.11
2187851.1,35.87,0.64,189921.91,3.11
2187606.26,35.87,0.64,189873.13,3.11
2187725.9,35.88,0.64,189872.3,3.11
2187382.97,35.88,0.64,189873.26,3.11
2187326.27,35.88,0.65,189869.0,3.11
2187081.44,35.88,0.65,189820.14,3.11
2186738.51,35.88,0.65,189806.11,3.11
2187020.08,35.89,0.65,189794.91,3.11
2186677.16,35.89,0.65,189780.88,3.11
2186892.67,35.89,0.66,189779.11,3.11
2186647.84,35.9,0.66,189785.89,3.12
2186826.11,35.9,0.66,189152.2,3.11
2186826.11,35.9,0.66,189131.68,3.1
2186581.28,35.9,0.66,189082.82,3.1
2186608.12,35.9,0.66,189091.47,3.1
2186363.28,35.91,0.66,189042.32,3.1
2186020.36,35.91,0.66,189046.06,3.11
2185850.45,35.91,0.67,188612.51,3.1
2185605.61,35.91,0.67,188619.29,3.1
2185618.0,35.91,0.67,188608.8,3.1
2185373.17,35.91,0.67,188615.58,3.1
2185453.96,35.92,0.67,188668.67,3.1
2185299.58,35.92,0.67,188676.28,3.1
2185054.74,35.92,0.67,188672.64,3.1
2185134.52,35.93,0.68,188681.93,3.1
2185134.52,35.93,0.68,188639.27,3.1
2185134.52,35.93,0.68,188595.02,3.1
2185423.95,35.93,0.68,188596.43,3.1
2185705.53,35.94,0.69,188621.84,3.1
2185921.04,35.94,0.7,188625.33,3.1
2185864.34,35.95,0.7,188722.69,3.1
2185619.51,35.95,0.7,188673.55,3.1
2185562.8,35.95,0.7,188770.9,3.11
2186447.68,35.97,0.71,189682.62,3.12
2186460.07,35.97,0.71,189656.92,3.12
2186117.14,35.97,0.72,189660.66,3.12
2186060.44,35.97,0.72,189877.73,3.12
2186060.44,35.97,0.72,189857.21,3.12
2186060.44,35.97,0.72,189836.69,3.12
2185894.06,35.97,0.72,189844.31,3.12
2186175.64,35.98,0.73,189869.72,3.12
2185820.32,35.98,0.73,189857.88,3.13
2185575.48,35.98,0.73,189966.01,3.13
2185330.65,35.98,0.73,189916.91,3.13
2185410.42,35.99,0.73,189926.2,3.13
2185116.93,35.99,0.73,189319.25,3.12
2184922.93,35.99,0.73,189265.92,3.12
2184922.93,35.99,0.73,189223.38,3.12
2184678.09,35.99,0.73,189174.24,3.12
2184433.25,36.0,0.73,189170.6,3.12
2184188.42,36.0,0.73,189121.73,3.12
2184131.72,36.0,0.74,189219.09,3.12
2184392.31,36.01,0.74,189172.06,3.12
2184503.38,36.01,0.75,189176.31,3.12
2184258.55,36.01,0.75,189172.59,3.12
2184447.81,36.02,0.75,189229.5,3.12
2184202.97,36.02,0.75,189180.72,3.12
2183958.13,36.02,0.75,189187.51,3.12
2184319.14,36.03,0.76,189344.55,3.12
2183976.21,36.03,0.76,189346.53,3.12
2183821.84,36.04,0.76,189354.15,3.12
2183645.35,36.04,0.77,189446.6,3.13
2183290.42,36.04,0.77,189447.56,3.13
2183302.81,36.04,0.77,189437.06,3.13
2182933.04,36.04,0.77,189413.13,3.13
2183044.11,36.04,0.77,189417.67,3.13
2182701.18,36.04,0.77,189415.92,3.13
2183062.19,36.05,0.78,189572.96,3.13
2183250.63,36.06,0.79,189566.65,3.13
2182907.71,36.06,0.79,189568.63,3.13
2182753.33,36.06,0.79,189576.24,3.13
2182696.63,36.06,0.79,189673.6,3.13
2182894.08,36.07,0.8,189659.72,3.13
2182837.38,36.07,0.8,189757.08,3.14
2182800.74,36.08,0.8,189762.21,3.14
2183077.78,36.08,0.81,189750.16,3.14
2183077.78,36.08,0.81,189732.55,3.14
2183077.78,36.08,0.81,189689.89,3.14
2183104.62,36.08,0.81,189698.54,3.14
2182859.79,36.08,0.81,189649.39,3.14
2182705.41,36.09,0.81,189657.0,3.14
2181205.15,36.09,0.81,189665.07,3.14
2181414.24,36.1,0.82,189771.4,3.14
2181169.4,36.1,0.82,189722.25,3.14
2180804.54,36.1,0.82,189666.51,3.14
2180449.61,36.1,0.82,189664.0,3.14
2180106.68,36.1,0.82,189662.86,3.14
2180595.91,36.11,0.83,189956.54,3.15
2180252.98,36.11,0.83,189949.45,3.15
2179910.05,36.11,0.84,189943.23,3.15
2180021.13,36.11,0.84,189947.77,3.15
2179678.2,36.11,0.84,189949.75,3.15
2179433.36,36.12,0.84,189900.97,3.15
2179376.66,36.12,0.84,189998.33,3.15
2179131.83,36.12,0.84,189949.34,3.15
2179321.09,36.13,0.85,190006.26,3.15
2179076.25,36.13,0.85,189957.4,3.15
2178721.32,36.13,0.85,189959.38,3.15
2178476.48,36.13,0.85,189966.17,3.15
2178133.55,36.13,0.85,189969.91,3.15
2177790.63,36.13,0.85,189968.15,3.15
2178140.97,36.14,0.86,189914.24,3.15
2177765.0,36.14,0.86,189917.43,3.15
2177765.0,36.14,0.86,189917.15,3.15
2177520.16,36.14,0.86,189928.75,3.15
2177275.32,36.14,0.86,189935.54,3.15
2176905.55,36.14,0.86,189920.29,3.15
2177187.13,36.15,0.87,189873.43,3.15
2177032.75,36.15,0.87,189881.04,3.15
2176976.05,36.16,0.87,189978.4,3.16
2177055.83,36.16,0.88,189973.74,3.16
2177416.83,36.17,0.88,190130.78,3.16
2177416.83,36.17,0.88,190127.54,3.16
2177679.42,36.18,0.89,190102.71,3.16
2177868.68,36.18,0.89,190159.63,3.16
2178134.15,36.19,0.9,189645.02,3.15
2177889.31,36.19,0.9,189596.16,3.15
2177701.9,36.19,0.9,189606.0,3.15
2177457.06,36.19,0.9,189612.79,3.15
2177400.36,36.2,0.91,189710.15,3.15
2177400.36,36.2,0.91,189667.48,3.15
2177589.62,36.2,0.91,190084.33,3.16
2177246.69,36.2,0.91,190083.19,3.16
2177001.85,36.21,0.91,190034.05,3.16
2176847.48,36.21,0.91,190041.66,3.16
2176602.64,36.21,0.91,189992.56,3.16
2176357.8,36.21,0.91,190055.3,3.16
2176847.04,36.22,0.93,190348.98,3.17
2176465.26,36.22,0.93,190325.76,3.17
2176310.89,36.23,0.93,190333.37,3.17
2176066.05,36.23,0.93,190284.23,3.17
2176255.31,36.23,0.93,190341.14,3.17
2176267.7,36.23,0.93,190335.46,3.17
2176113.32,36.24,0.94,190343.08,3.17
2175958.95,36.24,0.94,190350.69,3.17
2175958.95,36.24,0.94,190327.89,3.17
2175714.11,36.24,0.94,190334.67,3.17
2175469.27,36.24,0.94,190285.89,3.17
2175820.52,36.25,0.95,190318.56,3.17
2175116.34,36.25,0.95,190976.41,3.18
2175116.34,36.25,0.95,191162.75,3.19
2174961.97,36.25,0.95,191170.36,3.19
2174988.81,36.25,0.95,191179.01,3.19
2174645.88,36.25,0.95,191179.96,3.19
2174302.96,36.25,0.95,191180.92,3.19
2174246.26,36.26,0.95,191278.28,3.19
2173876.48,36.26,0.95,191250.06,3.19
2173631.65,36.26,0.95,191200.92,3.19
2173261.87,36.26,0.95,191179.98,3.19
2173091.97,36.26,0.96,190746.43,3.18
2173373.54,36.27,0.96,190771.84,3.18
2173316.84,36.27,0.96,190869.2,3.19
2172947.07,36.27,0.96,190884.7,3.19
2172702.23,36.27,0.96,190835.83,3.19
2172702.23,36.27,0.96,190792.5,3.19
2172457.39,36.27,0.96,190743.72,3.18
2172776.46,36.28,0.97,190884.88,3.19
2172802.27,36.28,0.97,191553.88,3.2
2172459.34,36.29,0.97,191551.46,3.2
2171722.64,36.28,0.98,191562.16,3.2
2171985.22,36.29,0.98,191539.09,3.2
2172174.48,36.3,0.99,191596.0,3.2
2171929.64,36.3,0.99,191547.14,3.2
2171872.94,36.3,0.99,191644.5,3.2
2171628.11,36.3,0.99,191595.35,3.2
2171383.27,36.31,0.99,191546.25,3.2
2171138.43,36.31,0.99,191542.76,3.2
2171081.73,36.31,0.99,191640.12,3.21
2171081.73,36.31,0.99,191622.31,3.2
2170927.36,36.31,0.99,191629.92,3.21
2170473.63,36.31,0.99,191664.27,3.21
2170689.15,36.32,1.0,191667.76,3.21
2170346.22,36.32,1.0,191668.72,3.21
2170346.22,36.32,1.0,191626.06,3.21
2170346.22,36.32,1.0,191583.52,3.21
2170535.48,36.32,1.0,191820.08,3.21
2170381.1,36.33,1.0,191827.7,3.21
2170381.1,36.33,1.0,191908.3,3.21
2170022.82,36.33,1.0,191227.58,3.2
2170285.4,36.33,1.01,191246.38,3.2
2170040.57,36.33,1.01,191197.6,3.2
2169697.64,36.33,1.01,191201.34,3.2
2169354.71,36.33,1.01,191205.08,3.2
2169354.71,36.33,1.01,191184.57,3.2
2169636.29,36.34,1.02,191137.7,3.2
2169825.54,36.35,1.02,191194.62,3.2
2169797.54,36.35,1.03,190995.45,3.2
2169809.93,36.35,1.03,190989.77,3.2
2169889.7,36.36,1.03,190999.06,3.2
2169735.33,36.36,1.03,191006.67,3.2
2166803.99,36.36,1.04,190962.86,3.2
2166461.06,36.36,1.04,190961.73,3.2
2166216.23,36.36,1.04,190912.95,3.2
2165873.3,36.36,1.04,190911.81,3.21
2165953.08,36.37,1.04,191220.95,3.21
2165610.15,36.37,1.04,191206.92,3.21
2165799.41,36.37,1.05,191623.76,3.22
2165417.63,36.37,1.05,191467.93,3.22
2165074.7,36.37,1.05,191469.91,3.22
2164829.87,36.38,1.05,191420.77,3.22
2164801.86,36.38,1.05,191221.6,3.21
2164557.02,36.38,1.05,191172.45,3.21
2164846.45,36.39,1.06,191173.86,3.21
2164503.53,36.39,1.06,191172.73,3.21
2164160.6,36.39,1.06,191173.69,3.21
2163993.83,36.39,1.06,191164.51,3.21
2163839.46,36.39,1.07,191150.28,3.22
2163950.54,36.4,1.07,191154.82,3.22
2163607.61,36.4,1.07,191148.6,3.22
2163225.83,36.4,1.07,191122.95,3.22
2162981.0,36.4,1.07,191129.74,3.22
2162638.07,36.4,1.07,191127.32,3.22
2162664.91,36.4,1.07,191135.96,3.22
2162835.0,36.41,1.08,192088.15,3.23
2162913.03,36.41,1.08,192094.92,3.23
2163232.09,36.42,1.09,192236.08,3.24
2163244.48,36.42,1.09,192230.41,3.24
2162901.56,36.42,1.09,192232.39,3.24
2162558.63,36.42,1.09,192236.13,3.24
2162404.26,36.43,1.1,192243.74,3.24
2162515.33,36.43,1.1,192247.99,3.24
2162172.4,36.43,1.1,192246.52,3.24
2161927.57,36.43,1.1,192772.84,3.25
2161584.64,36.43,1.1,192776.58,3.25
2161414.73,36.44,1.1,192343.02,3.24
2161071.81,36.44,1.11,192341.26,3.24
2158140.47,36.44,1.11,192297.46,3.25
2157986.1,36.44,1.11,192305.07,3.25
2157741.26,36.44,1.11,192256.29,3.25
2157911.34,36.45,1.11,192658.87,3.25
2157666.5,36.45,1.11,192609.77,3.25
2157235.49,36.45,1.11,192339.66,3.25
2157724.73,36.46,1.13,192633.34,3.25
2157479.89,36.46,1.13,192666.95,3.26
2157325.51,36.46,1.13,192674.57,3.26
2157405.29,36.47,1.13,192683.85,3.26
2157049.97,36.47,1.13,192675.36,3.26
2156805.13,36.47,1.13,192626.5,3.26
2156560.3,36.47,1.13,192567.21,3.26
2156315.46,36.47,1.13,192563.85,3.26
2155972.53,36.47,1.13,192563.77,3.26
2155609.34,36.47,1.13,192525.99,3.26
2155364.5,36.48,1.13,192837.05,3.26
2155119.67,36.48,1.13,192833.41,3.26
2155308.93,36.48,1.14,192890.33,3.27
2155064.09,36.49,1.14,192999.41,3.27
2155064.09,36.49,1.14,192999.36,3.27
2154819.25,36.49,1.14,192992.88,3.27
2154831.64,36.49,1.14,192987.2,3.27
2154586.8,36.49,1.14,192938.1,3.27
2154205.03,36.49,1.14,193341.68,3.28
2154205.03,36.49,1.14,193298.35,3.27
2153445.05,36.48,1.13,192613.51,3.26
2153734.48,36.49,1.14,192614.92,3.26
2153489.65,36.49,1.14,192857.31,3.27
2153113.68,36.49,1.14,192857.12,3.27
2154322.76,36.51,1.16,193963.45,3.29
2154322.76,36.51,1.16,193920.91,3.29
2154442.4,36.52,1.17,193945.6,3.29
2154066.44,36.52,1.17,193933.8,3.29
2154009.74,36.52,1.17,193928.63,3.29
2154009.74,36.52,1.17,193884.38,3.29
2153633.77,36.52,1.17,193884.1,3.29
2153904.57,36.53,1.18,193908.15,3.29
2153561.64,36.53,1.18,193905.64,3.29
2153504.94,36.53,1.18,193900.47,3.29
2153260.1,36.53,1.18,193896.75,3.29
2153349.3,36.54,1.18,194355.02,3.3
2153179.39,36.54,1.19,193921.46,3.29
2152998.17,36.54,1.19,193901.61,3.29
2153077.95,36.55,1.19,193910.89,3.29
2152833.11,36.55,1.19,193861.75,3.29
2153184.36,36.56,1.2,193894.41,3.29
2152841.43,36.56,1.2,193892.66,3.29
2152596.59,36.56,1.2,193843.51,3.29
2152241.28,36.56,1.2,193833.69,3.29
2151491.13,36.55,1.19,193176.34,3.28
2151575.36,36.56,1.2,193205.88,3.28
2151764.62,36.56,1.2,193623.55,3.29
2151519.78,36.57,1.2,193733.64,3.29
2151274.94,36.57,1.2,193684.78,3.29
2150905.17,36.57,1.2,193720.15,3.29
2151114.26,36.58,1.21,193826.47,3.3
2151296.74,36.58,1.22,193826.93,3.3
2150865.73,36.58,1.22,193556.82,3.29
2150711.35,36.58,1.22,193564.43,3.29
2150541.45,36.59,1.22,193130.87,3.29
2150171.68,36.59,1.22,193136.45,3.29
2149816.74,36.59,1.22,193137.4,3.29
2149788.74,36.59,1.23,192963.81,3.28
2149732.04,36.6,1.23,193332.32,3.29
2149159.13,36.59,1.23,192827.82,3.28
2148914.29,36.59,1.23,192812.89,3.28
2149013.28,36.6,1.23,193072.78,3.29
2148768.45,36.6,1.23,193106.39,3.29
2148768.45,36.6,1.23,193088.7,3.29
2148768.45,36.6,1.23,193046.16,3.29
2148398.67,36.6,1.23,193021.53,3.29
2148425.52,36.6,1.23,193030.17,3.29
2148082.59,36.6,1.23,193032.15,3.29
2148082.59,36.6,1.23,192989.49,3.29
2147912.69,36.6,1.24,192555.94,3.28
2147569.76,36.6,1.24,192559.68,3.28
2147921.01,36.61,1.24,192513.11,3.28
2147578.08,36.61,1.24,192509.13,3.28
2147423.71,36.61,1.25,192516.74,3.28
2147367.0,36.62,1.25,192614.1,3.28
2147367.0,36.62,1.25,192608.3,3.28
2147122.17,36.62,1.25,192604.94,3.28
2147313.05,36.62,1.26,192630.75,3.29
2146931.27,36.62,1.26,192648.83,3.29
2146686.44,36.63,1.26,192645.11,3.29
2146686.44,36.63,1.26,192601.5,3.29
2146901.95,36.63,1.26,192589.08,3.29
2146657.12,36.63,1.26,192585.72,3.29
2146314.19,36.63,1.26,192581.74,3.29
2146314.19,36.63,1.26,192537.49,3.29
2146069.35,36.64,1.26,193031.82,3.3
2145824.51,36.64,1.26,192982.96,3.3
2145767.81,36.64,1.26,193343.67,3.3
2145522.98,36.65,1.26,193284.38,3.3
2145522.98,36.65,1.26,193241.72,3.3
2145180.05,36.65,1.27,193240.26,3.3
2144935.21,36.65,1.27,193236.9,3.3
2144690.37,36.65,1.27,193188.04,3.3
2145179.61,36.66,1.28,193481.72,3.31
2144836.68,36.66,1.28,193481.64,3.31
2144591.84,36.66,1.28,193493.24,3.31
2144106.05,36.66,1.27,192877.85,3.3
2143951.68,36.66,1.28,192885.46,3.3
2143706.84,36.66,1.28,192836.6,3.3
2143706.84,36.66,1.28,192816.08,3.3
2143733.69,36.67,1.28,192824.73,3.3
2143488.85,36.67,1.28,192836.32,3.3
2143840.1,36.67,1.29,192868.99,3.3
2143457.55,36.67,1.29,192797.76,3.3
2143212.71,36.68,1.29,192804.55,3.3
2143036.22,36.68,1.29,192897.01,3.3
2143116.0,36.68,1.29,192906.29,3.3
2143116.0,36.68,1.29,192883.49,3.3
2142871.16,36.69,1.29,192834.63,3.3
2142626.32,36.69,1.29,192846.23,3.3
2142976.66,36.7,1.3,192792.32,3.3
2142789.25,36.7,1.3,192802.17,3.3
2142446.32,36.7,1.3,192805.91,3.3
2142201.48,36.7,1.3,192802.39,3.3
2141907.99,36.7,1.31,192328.0,3.3
2141532.02,36.7,1.31,192324.01,3.3
2141475.32,36.71,1.31,192319.75,3.3
2141475.32,36.71,1.31,192296.07,3.3
2141230.48,36.71,1.31,192246.92,3.3
2140985.65,36.71,1.31,192198.06,3.3
2140642.72,36.71,1.31,192184.03,3.3
2140831.98,36.72,1.32,192601.94,3.3
2141041.06,36.73,1.33,192708.27,3.31
2140698.14,36.73,1.33,192709.23,3.31
2140698.14,36.73,1.33,192706.16,3.31
2140453.3,36.73,1.33,192712.95,3.31
2140396.6,36.73,1.33,192810.31,3.31
2140747.84,36.74,1.34,192842.97,3.31
2140404.92,36.74,1.34,192846.71,3.31
2140049.99,36.74,1.34,192847.67,3.31
2139707.06,36.74,1.34,192848.63,3.31
2139462.22,36.74,1.34,192855.42,3.31
2139651.48,36.75,1.34,192850.71,3.31
2139406.64,36.75,1.34,192801.85,3.31
2139161.81,36.76,1.34,192752.71,3.31
2138796.94,36.76,1.34,192699.46,3.31
2138552.1,36.76,1.34,193214.1,3.32
2138359.93,36.76,1.35,193753.54,3.33
2138017.0,36.76,1.35,193757.28,3.33
2137674.08,36.76,1.35,193759.26,3.33
2137429.24,36.76,1.35,193769.45,3.33
2137780.49,36.77,1.35,193802.12,3.33
2137780.49,36.77,1.35,193756.64,3.33
2137410.71,36.77,1.35,193733.05,3.33
2137256.34,36.77,1.36,193740.66,3.33
2136886.57,36.77,1.36,193715.01,3.33
2136641.73,36.77,1.36,194157.39,3.34
2136475.66,36.77,1.36,194104.72,3.34
2136132.73,36.77,1.36,194108.46,3.34
2136159.58,36.77,1.36,194117.11,3.34
2135914.74,36.78,1.36,194123.89,3.34
2135858.04,36.78,1.36,194296.95,3.35
2135937.81,36.79,1.37,194292.29,3.35
2135937.81,36.79,1.37,194249.63,3.35
2136236.79,36.79,1.37,194778.41,3.35
2136452.31,36.8,1.38,194776.63,3.35
2135933.69,36.79,1.37,194247.52,3.35
2136122.95,36.8,1.38,194304.44,3.35
2135878.11,36.8,1.38,194300.72,3.35
2135708.21,36.8,1.38,193867.16,3.34
2135897.47,36.81,1.39,193924.08,3.34
2136064.7,36.82,1.39,194074.38,3.34
2135721.77,36.82,1.39,194076.36,3.35
2135378.85,36.82,1.39,194070.14,3.35
2135035.92,36.82,1.39,194072.12,3.35
2135321.17,36.82,1.4,194115.16,3.35
2135321.17,36.82,1.4,194114.79,3.35
2134966.24,36.82,1.4,194112.37,3.35
2132034.9,36.82,1.4,194068.57,3.35
2131691.98,36.82,1.4,194066.06,3.35
2131635.28,36.83,1.41,194163.41,3.35
2131635.28,36.83,1.41,194198.38,3.36
2131292.35,36.83,1.41,194178.71,3.36
2130922.58,36.83,1.41,194158.47,3.36
2131281.56,36.84,1.42,194767.11,3.37
2131244.92,36.84,1.42,194772.24,3.37
2130902.0,36.84,1.42,194774.23,3.37
2130532.22,36.84,1.42,194752.31,3.37
2130287.39,36.84,1.42,194748.96,3.37
2130367.16,36.85,1.42,194758.24,3.37
2130185.94,36.85,1.43,194741.38,3.37
2129941.1,36.85,1.43,194748.16,3.37
2130020.88,36.86,1.43,194739.06,3.37
2130131.95,36.86,1.44,194743.6,3.37
2130131.95,36.86,1.44,194855.8,3.37
2130075.25,36.87,1.44,195035.89,3.38
2130186.33,36.87,1.44,195040.14,3.38
2130270.56,36.88,1.45,195017.28,3.38
2130459.82,36.88,1.45,195074.2,3.38
2130540.61,36.89,1.46,195065.72,3.38
2130386.23,36.89,1.46,195073.33,3.38
2130043.3,36.89,1.46,195075.31,3.38
2130238.56,36.9,1.47,194532.79,3.37
2129993.72,36.9,1.47,194539.58,3.37
2129839.35,36.9,1.47,194547.19,3.37
2129950.42,36.91,1.47,194551.73,3.37
2129705.59,36.91,1.47,194502.95,3.37
