ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_829a-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_milli,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_829a-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_ratio,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_829a-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_q124,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_829a-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_milli,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_829a-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_ratio
1314787.67,54.3,17.73,568502.26,23.48
1314976.35,54.31,17.74,568776.48,23.49
1314976.35,54.31,17.74,568776.48,23.49
1315060.58,54.33,17.76,569912.02,23.54
1314690.8,54.33,17.77,569872.66,23.55
1314775.03,54.35,17.78,569872.73,23.56
1314775.03,54.35,17.78,569872.73,23.56
1314414.97,54.34,17.78,569722.21,23.55
1314195.12,54.34,17.77,569511.16,23.55
1313792.31,54.35,17.78,569287.66,23.55
1313792.31,54.35,17.78,569309.67,23.55
1313490.42,54.36,17.79,570848.39,23.62
1313120.65,54.36,17.79,571903.46,23.68
1313120.65,54.36,17.79,571903.46,23.68
1313120.65,54.36,17.79,571903.46,23.68
1312750.88,54.37,17.8,571870.72,23.68
1312521.34,54.37,17.8,571919.01,23.69
1312521.34,54.37,17.8,571919.01,23.69
1312521.34,54.37,17.8,571919.01,23.69
1312127.34,54.36,17.79,571388.8,23.67
1311757.57,54.37,17.8,571425.88,23.68
1312086.1,54.41,17.84,573574.9,23.78
1312086.1,54.41,17.84,573574.9,23.78
1312170.33,54.42,17.85,573611.03,23.79
1311819.36,54.42,17.85,573234.96,23.78
1311819.36,54.42,17.85,573284.28,23.78
1311638.14,54.43,17.86,573468.43,23.8
1311062.42,54.42,17.85,573390.48,23.8
1311146.65,54.43,17.87,573545.44,23.81
1311146.65,54.43,17.87,573501.43,23.81
1311146.65,54.43,17.87,573501.43,23.81
1311146.65,54.43,17.87,573481.72,23.81
1310775.49,54.43,17.86,573516.41,23.82
1310405.72,54.44,17.87,573501.81,23.82
1310405.72,54.44,17.87,573503.07,23.82
1310405.72,54.44,17.87,573384.61,23.82
1310224.5,54.45,17.88,573369.11,23.83
1309807.34,54.45,17.88,573321.02,23.83
1309404.53,54.45,17.88,573297.34,23.84
1309404.53,54.45,17.88,573297.34,23.84
1309151.54,54.45,17.89,572908.94,23.83
1308781.77,54.46,17.89,572810.59,23.83
1308411.99,54.47,17.9,572858.38,23.85
1308411.99,54.47,17.9,572847.86,23.85
1308207.14,54.47,17.9,577678.42,24.05
1308207.14,54.47,17.9,577678.42,24.05
1307829.75,54.47,17.91,578748.02,24.11
1308280.45,54.49,17.93,580166.58,24.17
1307863.05,54.5,17.93,579785.52,24.16
1307493.28,54.51,17.94,579777.61,24.17
1307123.5,54.51,17.95,579806.77,24.18
1307123.5,54.51,17.95,580048.84,24.19
1306753.73,54.52,17.95,579911.93,24.2
1306383.96,54.53,17.96,579934.68,24.21
1306138.36,54.53,17.96,579906.8,24.21
1306138.36,54.53,17.96,579906.8,24.21
1306138.36,54.53,17.96,579935.58,24.21
1305768.58,54.53,17.97,580155.08,24.23
1305587.36,54.54,17.98,580067.36,24.23
1305587.36,54.54,17.98,580093.87,24.23
1305217.59,54.55,17.99,580070.57,24.24
1305310.39,54.57,18.0,580586.86,24.27
1304940.61,54.57,18.01,580563.55,24.28
1304570.84,54.58,18.01,580555.96,24.29
1304570.84,54.58,18.01,580555.96,24.29
1304570.84,54.58,18.01,580555.96,24.29
1304570.84,54.58,18.01,580533.95,24.29
1304201.07,54.59,18.02,580522.04,24.3
1304201.07,54.59,18.02,580522.04,24.3
1303831.29,54.59,18.03,580374.57,24.3
1303282.88,54.59,18.03,579961.17,24.29
1303282.88,54.59,18.03,579961.17,24.29
1302913.1,54.6,18.04,580081.66,24.31
1302913.1,54.6,18.04,580081.66,24.31
1302888.73,54.62,18.05,580054.62,24.32
1303159.53,54.63,18.07,580081.67,24.32
1303159.53,54.63,18.07,580081.67,24.32
1302789.75,54.64,18.07,580039.19,24.33
1302435.21,54.65,18.08,581560.22,24.4
1302283.25,54.64,18.08,581412.84,24.4
1301913.47,54.65,18.09,581395.0,24.41
1301913.47,54.65,18.09,581395.0,24.41
1301943.93,54.65,18.09,583950.89,24.51
1301943.93,54.65,18.09,583950.89,24.51
1302028.16,54.67,18.1,583884.04,24.52
1301658.39,54.68,18.11,583708.88,24.52
1301658.39,54.68,18.11,583708.88,24.52
1302599.53,54.74,18.17,586230.68,24.63
1302229.76,54.75,18.18,586207.54,24.64
1302175.96,54.75,18.19,586728.24,24.67
1302175.96,54.75,18.19,586728.24,24.67
1301994.74,54.76,18.2,586708.55,24.68
1301994.74,54.76,18.2,586708.55,24.68
1301994.74,54.76,18.2,586708.55,24.68
1301624.97,54.77,18.2,586554.39,24.68
1301784.55,54.79,18.22,586788.53,24.7
1301414.78,54.79,18.23,586704.5,24.7
1301045.01,54.8,18.24,586823.44,24.72
1300835.49,54.8,18.23,586657.86,24.71
1300919.72,54.81,18.25,587400.49,24.75
1300919.72,54.81,18.25,587400.49,24.75
1300979.48,54.83,18.26,587601.57,24.76
1300979.48,54.83,18.26,587629.37,24.76
1300849.65,54.84,18.28,589316.75,24.85
1300479.87,54.85,18.28,590031.94,24.89
1300479.87,54.85,18.28,590021.99,24.89
1300479.87,54.85,18.28,590021.99,24.89
1300440.27,54.86,18.3,589985.36,24.89
1300259.05,54.87,18.31,589964.34,24.9
1299889.28,54.88,18.32,589886.78,24.91
1299547.91,54.88,18.31,589515.65,24.89
1299209.93,54.89,18.32,589706.37,24.91
1298840.15,54.9,18.33,589695.61,24.92
1298746.41,54.89,18.33,589754.85,24.93
1298746.41,54.89,18.33,589654.98,24.92
1298746.41,54.89,18.33,589654.98,24.92
1298376.63,54.9,18.34,589668.9,24.93
1298376.63,54.9,18.34,589668.9,24.93
1298195.41,54.91,18.35,589647.62,24.94
1298195.41,54.91,18.35,589647.62,24.94
1298195.41,54.91,18.35,589647.62,24.94
1298014.19,54.92,18.36,589629.06,24.95
1297676.21,54.93,18.37,589544.85,24.96
1297381.6,54.93,18.36,589334.79,24.95
1296978.25,54.93,18.37,589461.27,24.97
1296608.48,54.94,18.38,589596.44,24.98
1296608.48,54.94,18.38,589596.44,24.98
1296608.48,54.94,18.38,589596.44,24.98
1296261.55,54.95,18.38,591028.43,25.05
1296261.55,54.95,18.38,591028.43,25.05
1296450.22,54.97,18.4,591641.14,25.08
1296501.41,54.98,18.41,592625.64,25.13
1296320.19,54.99,18.42,592583.99,25.14
1296138.97,55.0,18.44,592742.38,25.15
1295980.6,55.01,18.45,593930.39,25.21
1295520.35,55.01,18.45,594090.65,25.23
1295933.38,55.03,18.47,595566.16,25.29
1295713.52,55.03,18.46,595356.02,25.28
1295479.53,55.04,18.47,598040.6,25.41
1295530.71,55.05,18.49,598029.28,25.41
1295530.71,55.05,18.49,598051.29,25.41
1295160.94,55.06,18.5,598889.69,25.46
1295160.94,55.06,18.5,598889.69,25.46
1295121.34,55.07,18.51,599452.31,25.49
1294823.11,55.07,18.5,599169.32,25.48
1294823.11,55.07,18.5,599169.32,25.48
1295259.97,55.11,18.55,599601.64,25.51
1295267.59,55.11,18.55,601319.59,25.59
1294897.81,55.12,18.55,601819.25,25.62
1294716.59,55.13,18.56,601776.43,25.62
1294716.59,55.13,18.56,601776.43,25.62
1296817.78,55.24,18.68,603918.16,25.73
1296817.78,55.24,18.68,603898.69,25.73
1296817.78,55.24,18.68,603898.69,25.73
1296817.78,55.24,18.68,603898.69,25.73
1296448.01,55.25,18.69,604444.42,25.76
1296078.24,55.26,18.69,604401.09,25.77
1295783.62,55.25,18.69,604112.81,25.76
1295602.4,55.27,18.7,605477.51,25.83
1295363.26,55.26,18.7,605869.93,25.85
1294993.48,55.27,18.7,606001.48,25.86
1294623.71,55.28,18.71,605984.52,25.87
1294623.71,55.28,18.71,605984.52,25.87
1294707.94,55.29,18.73,605962.7,25.88
1294338.17,55.3,18.73,605780.04,25.88
1293968.39,55.31,18.74,605763.46,25.89
1293673.78,55.3,18.74,605454.37,25.88
1293304.01,55.31,18.74,606031.93,25.92
1293304.01,55.31,18.74,606031.93,25.92
1293557.25,55.35,18.78,606499.32,25.95
1293154.43,55.35,18.79,606457.32,25.96
1292751.62,55.36,18.79,606552.18,25.97
1292751.62,55.36,18.79,606551.91,25.97
1292381.85,55.37,18.8,606592.13,25.99
1292012.08,55.38,18.81,606818.17,26.01
1292096.3,55.39,18.82,606812.46,26.01
1291693.49,55.4,18.83,606849.63,26.03
1291693.49,55.4,18.83,606849.63,26.03
1291512.27,55.41,18.84,606196.41,26.01
1291142.5,55.42,18.85,606178.02,26.02
1291142.5,55.42,18.85,606178.02,26.02
1291142.5,55.42,18.85,606156.02,26.02
1291142.5,55.42,18.85,606156.02,26.02
1291142.5,55.42,18.85,606156.02,26.02
1292185.48,55.48,18.92,604987.55,25.98
1292342.92,55.49,18.93,605421.0,26.0
1291973.15,55.5,18.94,605397.9,26.01
1291973.15,55.5,18.94,605405.86,26.01
1291973.15,55.5,18.94,605405.86,26.01
1291973.15,55.5,18.94,605385.33,26.01
1291603.37,55.51,18.95,605305.0,26.01
1291209.37,55.5,18.94,605015.66,26.01
1291028.15,55.52,18.95,604817.85,26.01
1290658.38,55.52,18.96,604794.08,26.02
1290445.93,55.53,18.97,606091.22,26.08
1290445.93,55.53,18.97,606091.22,26.08
1290076.15,55.54,18.98,606890.45,26.13
1290076.15,55.54,18.98,606890.45,26.13
1289706.38,55.55,18.99,606926.42,26.14
1289652.43,55.57,19.01,606897.84,26.15
1289652.43,55.57,19.01,606886.25,26.15
1289652.43,55.57,19.01,606886.25,26.15
1289096.65,55.57,19.01,605566.86,26.11
1289096.65,55.57,19.01,605566.86,26.11
1289096.65,55.57,19.01,605516.34,26.1
1289246.88,55.58,19.02,606228.54,26.13
1289246.88,55.58,19.02,606228.54,26.13
1288877.11,55.59,19.02,604899.56,26.09
1288877.11,55.59,19.02,605476.14,26.11
1288507.33,55.59,19.03,605528.88,26.13
1288434.69,55.61,19.04,605810.47,26.15
1288064.92,55.61,19.05,605779.82,26.16
1288064.92,55.61,19.05,605779.82,26.16
1288458.57,55.66,19.09,605824.89,26.17
1288088.79,55.66,19.1,606426.9,26.21
1289477.5,55.72,19.16,610012.99,26.36
1289477.5,55.72,19.16,610012.99,26.36
1289130.57,55.73,19.17,610114.65,26.38
1289130.57,55.73,19.17,610114.65,26.38
1288949.35,55.74,19.18,610111.84,26.39
1288949.35,55.74,19.18,610111.84,26.39
1288579.58,55.75,19.19,611280.09,26.45
1288365.32,55.76,19.2,611900.21,26.48
1289240.0,55.83,19.26,611956.46,26.5
1289240.0,55.83,19.26,611956.46,26.5
1289095.57,55.84,19.28,614715.07,26.63
1288718.18,55.85,19.29,614168.94,26.62
1288906.86,55.87,19.31,614414.17,26.63
1288906.86,55.87,19.31,614414.17,26.63
1288725.64,55.88,19.32,614403.19,26.64
1288355.86,55.89,19.33,614373.8,26.65
1288355.86,55.89,19.33,614373.8,26.65
1287986.09,55.9,19.33,614400.15,26.66
1287986.09,55.9,19.33,614400.15,26.66
1287616.32,55.9,19.34,614378.03,26.67
1287246.55,55.91,19.35,614430.7,26.69
1286951.93,55.91,19.34,614180.33,26.68
1284020.6,55.97,19.41,614136.52,26.77
1284104.83,55.99,19.43,614117.42,26.78
1283892.72,55.98,19.42,614026.87,26.78
1283489.91,55.99,19.43,614200.58,26.79
1283489.91,55.99,19.43,614200.58,26.79
1283120.14,56.0,19.44,614398.75,26.81
1283120.14,56.0,19.44,614398.75,26.81
1282750.37,56.01,19.45,614431.54,26.83
1282750.37,56.01,19.45,614431.54,26.83
1282536.78,56.01,19.45,614612.11,26.84
1282536.78,56.01,19.45,614612.11,26.84
1282536.78,56.01,19.45,614627.22,26.84
1282167.01,56.02,19.46,614601.44,26.85
1282251.24,56.03,19.47,615593.12,26.9
1282335.47,56.05,19.49,615554.31,26.9
1282419.7,56.06,19.5,615823.16,26.92
1282658.99,56.09,19.53,615061.59,26.9
1282304.45,56.1,19.54,616055.37,26.95
1281934.67,56.11,19.55,616182.13,26.97
1282010.34,56.12,19.56,616247.99,26.98
1281841.77,56.14,19.58,615850.97,26.97
1281471.99,56.14,19.58,615820.16,26.98
1281069.18,56.15,19.59,615798.15,26.99
1280699.41,56.16,19.6,615646.12,27.0
1280518.19,56.17,19.61,616053.43,27.02
1280148.42,56.18,19.62,615936.63,27.03
1280108.81,56.19,19.64,615869.33,27.04
1279580.37,56.19,19.63,615732.96,27.04
1279580.37,56.19,19.63,615732.96,27.04
1279202.98,56.2,19.64,615505.69,27.04
1279202.98,56.2,19.64,615505.69,27.04
1279202.98,56.2,19.64,615505.69,27.04
1279919.05,56.24,19.68,616493.67,27.09
1279549.28,56.25,19.69,616485.03,27.1
1279179.5,56.26,19.7,616504.45,27.11
1278998.28,56.27,19.71,616305.71,27.11
1278998.28,56.27,19.71,616305.71,27.11
1278779.44,56.27,19.71,617412.36,27.17
1278968.11,56.28,19.72,617543.86,27.18
1278968.11,56.28,19.72,617543.86,27.18
1279238.91,56.3,19.74,617498.3,27.18
1278869.14,56.31,19.75,617482.67,27.19
1279131.72,56.33,19.77,617497.56,27.19
1279131.72,56.33,19.77,617497.56,27.19
1278769.57,56.33,19.78,617889.92,27.22
1278769.57,56.33,19.78,617894.03,27.22
1278399.79,56.34,19.78,617894.05,27.23
1278399.79,56.34,19.78,617894.05,27.23
1278399.79,56.34,19.78,617894.05,27.23
1278030.02,56.35,19.79,617788.28,27.24
1277864.03,56.36,19.81,617429.12,27.23
1277494.26,56.37,19.81,617405.98,27.24
1277124.48,56.38,19.82,617380.05,27.26
1276870.32,56.38,19.82,617131.57,27.25
1276689.1,56.39,19.83,617701.16,27.28
1276507.88,56.4,19.84,617674.85,27.29
1276978.72,56.45,19.89,619880.01,27.4
1276978.72,56.45,19.89,619832.15,27.4
1276978.72,56.45,19.89,619832.15,27.4
1277062.95,56.46,19.91,620750.27,27.45
1276881.73,56.48,19.92,621308.1,27.48
1276965.96,56.49,19.93,621243.8,27.48
1276596.19,56.5,19.94,621754.51,27.52
1276677.63,56.51,19.95,621793.96,27.52
1276496.41,56.52,19.97,621859.52,27.54
1276496.41,56.52,19.97,621859.52,27.54
1276606.0,56.53,19.98,621923.11,27.54
1276606.0,56.53,19.98,621923.11,27.54
1276606.0,56.53,19.98,621923.11,27.54
1276444.1,56.53,19.97,621895.49,27.54
1276632.77,56.55,19.99,621718.25,27.54
1276263.0,56.56,20.0,621690.31,27.55
1276064.33,56.55,19.99,621469.69,27.54
1275898.34,56.57,20.01,621010.15,27.53
1275622.27,56.58,20.02,622569.4,27.61
1275267.73,56.59,20.03,623570.4,27.67
1274873.73,56.58,20.02,623851.24,27.69
1274873.73,56.58,20.02,623851.24,27.69
1274873.73,56.58,20.02,623851.24,27.69
1274873.73,56.58,20.02,623851.24,27.69
1274873.73,56.58,20.02,623851.24,27.69
1274503.95,56.59,20.03,623832.5,27.7
1274503.95,56.59,20.03,623832.5,27.7
1274134.18,56.6,20.04,625133.17,27.77
1274134.18,56.6,20.04,625133.17,27.77
1274226.98,56.62,20.06,625548.66,27.79
1274226.98,56.62,20.06,625548.66,27.79
1274226.98,56.62,20.06,625548.66,27.79
1274497.77,56.63,20.07,626547.1,27.84
1274128.0,56.64,20.08,626714.32,27.86
1274668.91,56.67,20.11,628667.52,27.95
1274487.69,56.68,20.12,628918.28,27.97
1274487.69,56.68,20.12,629468.87,27.99
1274140.77,56.69,20.13,629532.15,28.01
1274140.77,56.69,20.13,629532.15,28.01
1273970.93,56.71,20.15,630999.87,28.09
1273632.39,56.72,20.16,630965.97,28.1
1273122.87,56.72,20.16,629976.15,28.07
1273122.87,56.72,20.16,629958.75,28.07
1272753.09,56.73,20.17,629927.77,28.08
1272941.77,56.74,20.19,629956.17,28.08
1272547.77,56.74,20.18,630398.35,28.11
1273235.17,56.79,20.24,630475.0,28.12
1272865.4,56.8,20.25,630429.04,28.13
1272495.62,56.81,20.25,630694.45,28.16
1272199.95,56.82,20.27,632246.12,28.24
1272388.62,56.84,20.28,632138.68,28.24
1272177.49,56.85,20.29,631905.16,28.24
1271410.97,56.84,20.29,631135.77,28.22
1271495.2,56.86,20.3,631159.7,28.22
1271125.42,56.87,20.31,631586.13,28.26
1270944.2,56.88,20.32,631714.93,28.27
1270285.6,56.87,20.31,631111.69,28.26
1270285.6,56.87,20.31,631166.92,28.26
1269915.82,56.88,20.32,630846.37,28.26
1269915.82,56.88,20.32,630813.83,28.25
1269546.05,56.89,20.33,630803.43,28.27
1269546.05,56.89,20.33,630803.43,28.27
1269546.05,56.89,20.33,630803.43,28.27
1269176.28,56.9,20.34,630817.13,28.28
1269191.51,56.9,20.34,630757.78,28.28
1269033.58,56.9,20.34,630574.34,28.27
1268843.57,56.91,20.36,631242.37,28.31
1268548.44,56.91,20.35,631284.8,28.32
1268178.67,56.92,20.36,631233.04,28.33
1267808.9,56.93,20.37,631660.28,28.36
1267808.9,56.93,20.37,631660.28,28.36
1267563.3,56.92,20.37,631437.1,28.36
1267193.52,56.93,20.38,631416.24,28.37
1266823.75,56.94,20.39,631378.14,28.38
1266420.94,56.95,20.39,631756.6,28.41
1266420.94,56.95,20.39,631756.6,28.41
1266436.29,56.97,20.41,631870.55,28.42
1266142.79,56.98,20.42,631896.26,28.44
1267558.0,57.05,20.5,632414.53,28.47
1267558.0,57.05,20.5,632385.57,28.46
1267558.0,57.05,20.5,632385.57,28.46
1267558.0,57.05,20.5,632385.57,28.46
1267188.23,57.06,20.51,632367.87,28.48
1266818.45,57.07,20.52,632544.24,28.5
1267007.13,57.09,20.53,632544.61,28.5
1267007.13,57.09,20.53,632544.61,28.5
1266637.35,57.1,20.54,632658.17,28.52
1266637.35,57.1,20.54,632658.17,28.52
1266637.35,57.1,20.54,632658.17,28.52
1266253.35,57.09,20.54,633517.77,28.56
1266253.35,57.09,20.54,633517.77,28.56
1265883.58,57.1,20.55,633645.48,28.58
1266005.88,57.12,20.56,633546.76,28.58
1265636.11,57.13,20.57,633533.75,28.6
1265636.11,57.13,20.57,633517.05,28.6
1265636.11,57.13,20.57,633495.04,28.59
1265636.11,57.13,20.57,633495.04,28.59
1265636.11,57.13,20.57,633465.83,28.59
1265601.79,57.15,20.6,633525.39,28.61
1265232.02,57.16,20.61,633540.72,28.62
1266422.29,57.21,20.66,637054.71,28.78
1266422.29,57.21,20.66,637054.71,28.78
1266052.52,57.22,20.67,636969.2,28.79
1266741.29,57.28,20.73,638891.6,28.89
1266567.68,57.29,20.74,638432.98,28.88
1266197.91,57.3,20.75,638415.22,28.89
1265890.61,57.32,20.76,639124.1,28.94
1265974.83,57.33,20.78,640050.75,28.99
1265974.83,57.33,20.78,640050.75,28.99
1266100.51,57.36,20.81,643590.84,29.16
1265730.74,57.37,20.82,643570.83,29.17
1265360.96,57.38,20.83,643220.16,29.17
1265590.73,57.4,20.84,642759.09,29.15
1265220.95,57.41,20.85,642995.8,29.17
1264851.18,57.41,20.86,643005.53,29.19
1264851.18,57.41,20.86,643005.53,29.19
1264851.18,57.41,20.86,643022.99,29.19
1264481.41,57.42,20.87,642984.91,29.2
1264265.16,57.42,20.86,642799.55,29.19
1264453.83,57.44,20.88,643111.88,29.21
1264453.83,57.44,20.88,643111.88,29.21
1264084.06,57.45,20.89,643017.4,29.22
1263565.49,57.44,20.89,642955.3,29.23
1263195.72,57.45,20.9,643130.41,29.25
1263195.72,57.45,20.9,643194.03,29.25
1263195.72,57.45,20.9,643194.03,29.25
1263195.72,57.45,20.9,643198.05,29.25
1263014.5,57.47,20.91,643233.34,29.27
1266396.75,57.62,21.06,648598.38,29.51
1266396.75,57.62,21.06,648598.38,29.51
1266396.75,57.62,21.06,648571.27,29.51
1266042.48,57.62,21.07,647969.3,29.49
1266042.48,57.62,21.07,647969.3,29.49
1265672.71,57.63,21.08,647918.55,29.5
1265756.94,57.65,21.1,647886.15,29.51
1266670.0,57.72,21.16,650214.98,29.63
1266300.22,57.73,21.17,650189.13,29.64
1266300.22,57.73,21.17,650189.13,29.64
1265930.45,57.74,21.18,650027.43,29.65
1265930.45,57.74,21.18,650027.43,29.65
1265930.45,57.74,21.18,650027.43,29.65
1265527.64,57.75,21.19,649998.38,29.66
1265157.87,57.75,21.2,650136.41,29.68
1265157.87,57.75,21.2,650136.41,29.68
1264976.65,57.77,21.21,650137.03,29.69
1264976.65,57.77,21.21,650137.03,29.69
1264976.65,57.77,21.21,650112.71,29.69
1265060.88,57.78,21.23,651772.11,29.77
1264879.66,57.8,21.24,651741.64,29.78
1264517.5,57.81,21.25,652763.52,29.84
1264517.5,57.81,21.25,652763.52,29.84
1265250.21,57.84,21.29,653179.76,29.86
1264880.44,57.85,21.3,653130.53,29.87
1264699.22,57.86,21.31,653110.39,29.88
1264699.22,57.86,21.31,653110.39,29.88
1264138.99,57.86,21.31,652331.86,29.86
1264138.99,57.86,21.31,652331.86,29.86
1263580.96,57.87,21.31,652000.9,29.86
1263580.96,57.87,21.31,652000.9,29.86
1263580.96,57.87,21.31,652000.9,29.86
1264339.15,57.93,21.37,651901.52,29.87
1264339.15,57.93,21.37,651901.52,29.87
1264339.15,57.93,21.37,651901.52,29.87
1264157.93,57.94,21.39,651784.94,29.87
1266333.95,58.07,21.51,656017.01,30.08
1266024.07,58.08,21.53,655110.89,30.05
1265842.85,58.09,21.54,655383.42,30.08
1265842.85,58.09,21.54,655357.94,30.08
1265842.85,58.09,21.54,655357.94,30.08
1265903.39,58.11,21.56,656524.52,30.14
1265965.86,58.11,21.56,655940.22,30.11
1265596.09,58.12,21.57,655758.4,30.12
1265486.3,58.12,21.57,655651.62,30.11
1265486.3,58.12,21.57,655651.62,30.11
1265083.49,58.13,21.58,655735.13,30.13
1264728.95,58.14,21.59,656102.92,30.16
1264791.41,58.14,21.59,656339.52,30.17
1264610.19,58.15,21.6,656313.98,30.18
1264625.55,58.17,21.62,658809.78,30.3
1264255.78,58.18,21.63,658775.66,30.32
1264183.13,58.19,21.65,659488.11,30.36
1263813.36,58.2,21.66,660100.72,30.4
1263443.59,58.21,21.67,660166.39,30.42
1263073.81,58.22,21.67,660237.05,30.43
1262671.0,58.23,21.68,660987.79,30.48
1262301.23,58.24,21.69,660966.17,30.5
1261931.45,58.25,21.7,660916.78,30.51
1261754.49,58.27,21.72,662171.94,30.58
1261447.19,58.28,21.73,662368.33,30.6
1261122.04,58.29,21.74,662925.54,30.64
1261122.04,58.29,21.74,662925.54,30.64
1261122.04,58.29,21.74,662903.27,30.64
1260845.97,58.3,21.76,663081.65,30.66
1260898.9,58.32,21.77,663916.3,30.71
1260898.9,58.32,21.77,663916.3,30.71
1260898.9,58.32,21.77,663916.3,30.71
1261452.34,58.36,21.82,664136.26,30.73
1261271.12,58.38,21.83,664165.43,30.74
1261271.12,58.38,21.83,664165.43,30.74
1261271.12,58.38,21.83,664215.24,30.74
1261271.12,58.38,21.83,664215.24,30.74
1260901.34,58.39,21.84,664303.14,30.76
1261000.8,58.41,21.86,665436.29,30.82
1260961.2,58.42,21.87,665997.9,30.86
1260779.98,58.43,21.89,666232.95,30.88
1260779.98,58.43,21.89,666232.95,30.88
1261014.44,58.46,21.91,667561.79,30.95
1261014.44,58.46,21.91,667539.79,30.95
1260997.68,58.48,21.93,669501.33,31.05
1260627.91,58.49,21.94,669748.63,31.07
1260627.91,58.49,21.94,669782.34,31.07
1260627.91,58.49,21.94,669782.34,31.07
1260446.69,58.5,21.95,669040.94,31.05
1260265.47,58.51,21.97,669397.85,31.08
1259967.24,58.51,21.96,669112.57,31.07
1259597.47,58.52,21.97,669112.58,31.08
1259416.25,58.53,21.98,669892.76,31.13
1259416.25,58.53,21.98,669892.76,31.13
1259416.25,58.53,21.98,669892.76,31.13
1259046.48,58.54,21.99,669800.91,31.14
1258684.32,58.55,22.0,669687.56,31.15
1258684.32,58.55,22.0,669687.56,31.15
1258777.12,58.57,22.02,669791.57,31.16
1258777.12,58.57,22.02,669791.57,31.16
1258777.12,58.57,22.02,669791.57,31.16
1258830.05,58.59,22.04,670837.3,31.22
1258790.44,58.6,22.05,670920.21,31.23
1258495.83,58.6,22.05,670640.34,31.23
1258093.01,58.6,22.06,670495.99,31.23
1258093.01,58.6,22.06,670495.99,31.23
1258155.48,58.61,22.06,672566.62,31.33
1258467.18,58.65,22.1,671778.69,31.31
1258097.4,58.66,22.11,671826.52,31.32
1257727.63,58.67,22.12,672424.49,31.37
1257695.62,58.7,22.15,672373.23,31.38
1257695.62,58.7,22.15,672373.23,31.38
1257787.47,58.71,22.17,672299.16,31.38
1257976.14,58.73,22.18,672365.71,31.39
1257903.5,58.74,22.2,673051.56,31.43
1258512.33,58.8,22.26,673396.67,31.46
1258512.33,58.8,22.26,673396.67,31.46
1258512.33,58.8,22.26,673396.67,31.46
1258512.33,58.8,22.26,673396.67,31.46
1258512.33,58.8,22.26,673383.45,31.46
1258142.55,58.81,22.27,673546.36,31.48
1258142.55,58.81,22.27,673546.36,31.48
1258331.23,58.83,22.28,673169.6,31.47
1257934.87,58.84,22.29,673742.11,31.51
1257753.65,58.85,22.31,674017.47,31.54
1257350.83,58.86,22.32,674371.2,31.57
1257350.83,58.86,22.32,674783.95,31.59
1257350.83,58.86,22.32,674446.76,31.57
1257350.83,58.86,22.32,674424.75,31.57
1256988.67,58.87,22.33,674050.38,31.57
1257051.14,58.87,22.33,674077.55,31.57
1256681.37,58.88,22.34,674136.13,31.59
1256681.37,58.88,22.34,674136.13,31.59
1256681.37,58.88,22.34,674136.13,31.59
1256681.37,58.88,22.34,674147.46,31.59
1256772.7,58.89,22.35,674274.41,31.59
1256591.48,58.9,22.36,674254.52,31.61
1256591.48,58.9,22.36,674254.52,31.61
1256221.71,58.91,22.37,674233.02,31.62
1255851.93,58.92,22.38,674200.51,31.63
1255501.89,58.92,22.38,674175.67,31.64
1255501.89,58.92,22.38,674175.67,31.64
1255170.19,58.93,22.39,673987.75,31.64
1254800.42,58.94,22.4,674077.65,31.66
1254625.9,58.94,22.4,674411.82,31.68
1254625.9,58.94,22.4,674411.82,31.68
1254625.9,58.94,22.4,674387.49,31.68
1254256.13,58.95,22.41,675329.97,31.74
1254256.13,58.95,22.41,675329.97,31.74
1254287.43,58.98,22.44,676393.48,31.81
1254287.43,58.98,22.44,676393.48,31.81
1253917.66,58.99,22.45,676376.66,31.82
1254772.02,59.04,22.5,676923.15,31.85
1254711.99,59.06,22.52,676108.75,31.83
1254711.99,59.06,22.52,676137.15,31.83
1254530.77,59.08,22.54,676049.86,31.84
1254530.77,59.08,22.54,676049.86,31.84
1254530.77,59.08,22.54,676660.04,31.86
1254195.8,59.09,22.55,677082.02,31.9
1253760.65,59.09,22.55,677076.77,31.91
1253390.88,59.1,22.56,677364.62,31.94
1253390.88,59.1,22.56,677364.62,31.94
1252988.06,59.11,22.57,677843.71,31.98
1252618.29,59.12,22.58,677822.48,31.99
1252618.29,59.12,22.58,677822.48,31.99
1252437.07,59.14,22.6,677821.33,32.0
1252255.85,59.15,22.61,677809.63,32.02
1252255.85,59.15,22.61,677809.63,32.02
1252255.85,59.15,22.61,677809.63,32.02
1252255.85,59.15,22.61,677809.63,32.02
1251948.54,59.16,22.62,677819.11,32.03
1253292.39,59.23,22.69,682252.33,32.24
1253253.28,59.25,22.71,682122.75,32.25
