ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_683b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_nodes,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_683b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_683b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_gpu_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_683b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-total_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_683b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-arrived_gpu_milli
636,1596,1347210,6212,1361300
636,1596,1348210,6212,1362300
636,1596,1349020,6212,1363110
637,1604,1357020,6212,1371110
637,1604,1358020,6212,1372110
637,1604,1358490,6212,1372580
637,1604,1359490,6212,1373580
637,1604,1359950,6212,1374040
637,1604,1360760,6212,1374850
637,1604,1361760,6212,1375850
637,1604,1362230,6212,1376320
637,1604,1363230,6212,1377320
637,1604,1363820,6212,1377910
638,1612,1364470,6212,1378560
638,1612,1365470,6212,1379560
638,1612,1366470,6212,1380560
638,1612,1366940,6212,1381030
639,1620,1370940,6212,1385030
639,1620,1371940,6212,1386030
639,1620,1372940,6212,1387030
640,1628,1380940,6212,1395030
640,1628,1381940,6212,1396030
640,1628,1382940,6212,1397030
640,1628,1383590,6212,1397680
640,1628,1383590,6212,1398330
640,1628,1384400,6212,1399140
640,1628,1385400,6212,1400140
641,1636,1386400,6212,1401140
641,1636,1386400,6212,1401140
642,1644,1387400,6212,1402140
642,1644,1387400,6212,1402140
642,1644,1388210,6212,1402950
642,1644,1388210,6212,1402950
642,1644,1389210,6212,1403950
642,1644,1390020,6212,1404760
642,1644,1391020,6212,1405760
642,1644,1391570,6212,1406310
642,1644,1391570,6212,1406780
642,1644,1392570,6212,1407780
642,1644,1392800,6212,1408010
642,1644,1393800,6212,1409010
642,1644,1394800,6212,1410010
643,1652,1395610,6212,1410820
643,1652,1396420,6212,1411630
643,1652,1397420,6212,1412630
643,1652,1398070,6212,1413280
643,1652,1399070,6212,1414280
644,1660,1407070,6212,1422280
644,1660,1407880,6212,1423090
644,1660,1408350,6212,1423560
644,1660,1408670,6212,1423880
644,1660,1409670,6212,1424880
644,1660,1409990,6212,1425200
644,1660,1409990,6212,1425200
644,1660,1410990,6212,1426200
644,1660,1411990,6212,1427200
644,1660,1411990,6212,1427200
644,1660,1412800,6212,1428010
644,1660,1413260,6212,1428470
644,1660,1414260,6212,1429470
644,1660,1414720,6212,1429930
644,1660,1415530,6212,1430740
644,1660,1416000,6212,1431210
644,1660,1417000,6212,1432210
645,1668,1418000,6212,1433210
645,1668,1418470,6212,1433680
645,1668,1419470,6212,1434680
645,1668,1420470,6212,1435680
645,1668,1421470,6212,1436680
645,1668,1421790,6212,1437000
645,1668,1422790,6212,1438000
646,1676,1423790,6212,1439000
646,1676,1423790,6212,1440000
646,1676,1424790,6212,1441000
646,1676,1425600,6212,1441810
646,1676,1426410,6212,1442620
646,1676,1426870,6212,1443080
646,1676,1427030,6212,1443240
646,1676,1428030,6212,1444240
646,1676,1429030,6212,1445240
646,1676,1429140,6212,1445350
646,1676,1429140,6212,1445350
646,1676,1429950,6212,1446160
646,1676,1430760,6212,1446970
646,1676,1431760,6212,1447970
646,1676,1431760,6212,1447970
647,1684,1432760,6212,1448970
647,1684,1432990,6212,1449200
647,1684,1433800,6212,1450010
647,1684,1434800,6212,1451010
647,1684,1435610,6212,1451820
647,1684,1436610,6212,1452820
647,1684,1436610,6212,1452820
647,1684,1437420,6212,1453630
647,1684,1438420,6212,1454630
647,1684,1439420,6212,1455630
648,1692,1440420,6212,1456630
648,1692,1441230,6212,1457440
648,1692,1441230,6212,1458250
648,1692,1441230,6212,1458250
648,1692,1441700,6212,1458720
648,1692,1442700,6212,1459720
648,1692,1442700,6212,1459720
648,1692,1442700,6212,1460720
648,1692,1443700,6212,1461720
649,1700,1444170,6212,1462190
649,1700,1445170,6212,1463190
649,1700,1446170,6212,1464190
649,1700,1446170,6212,1464190
649,1700,1446980,6212,1465000
649,1700,1446980,6212,1466000
649,1700,1446980,6212,1466810
649,1700,1447980,6212,1467810
649,1700,1448450,6212,1468280
649,1700,1449450,6212,1469280
649,1700,1450450,6212,1470280
649,1700,1451450,6212,1471280
649,1700,1452450,6212,1472280
650,1708,1453450,6212,1473280
650,1708,1453920,6212,1473750
650,1708,1454920,6212,1474750
650,1708,1455920,6212,1475750
650,1708,1455920,6212,1475750
650,1708,1455920,6212,1476750
650,1708,1455920,6212,1476750
650,1708,1455920,6212,1476750
650,1708,1456390,6212,1477220
651,1716,1457390,6212,1478220
651,1716,1458390,6212,1479220
651,1716,1459390,6212,1480220
651,1716,1460390,6212,1481220
651,1716,1460550,6212,1481380
651,1716,1461140,6212,1481970
651,1716,1462140,6212,1482970
651,1716,1462460,6212,1483290
651,1716,1462930,6212,1483760
651,1716,1462930,6212,1483760
652,1724,1463930,6212,1484760
652,1724,1464740,6212,1485570
652,1724,1464740,6212,1485570
652,1724,1465550,6212,1486380
652,1724,1466020,6212,1486850
652,1724,1467020,6212,1487850
652,1724,1467480,6212,1488310
652,1724,1467480,6212,1488310
652,1724,1468480,6212,1489310
652,1724,1469480,6212,1490310
652,1724,1470290,6212,1491120
652,1724,1470760,6212,1491590
652,1724,1471760,6212,1492590
653,1732,1472760,6212,1493590
653,1732,1473760,6212,1494590
653,1732,1473760,6212,1494590
653,1732,1474760,6212,1495590
653,1732,1475760,6212,1496590
653,1732,1476570,6212,1497400
653,1732,1477570,6212,1498400
653,1732,1478120,6212,1498950
653,1732,1478590,6212,1499420
653,1732,1479060,6212,1499890
653,1732,1479060,6212,1499890
653,1732,1479380,6212,1500210
653,1732,1479380,6212,1500210
654,1740,1480380,6212,1501210
654,1740,1481380,6212,1502210
654,1740,1482380,6212,1503210
654,1740,1483030,6212,1503860
654,1740,1483350,6212,1504180
654,1740,1483350,6212,1504180
654,1740,1484350,6212,1505180
655,1748,1485350,6212,1506180
655,1748,1486350,6212,1507180
655,1748,1487160,6212,1507990
655,1748,1487160,6212,1507990
655,1748,1488160,6212,1508990
655,1748,1488810,6212,1509640
655,1748,1489360,6212,1510190
655,1748,1490360,6212,1511190
655,1748,1490360,6212,1512190
655,1748,1490360,6212,1512190
655,1748,1490360,6212,1512190
656,1756,1491360,6212,1513190
656,1756,1491360,6212,1513190
656,1756,1491830,6212,1513660
656,1756,1492830,6212,1514660
656,1756,1493150,6212,1514980
656,1756,1493620,6212,1515450
656,1756,1494620,6212,1516450
656,1756,1495090,6212,1516920
656,1756,1495560,6212,1517390
656,1756,1496030,6212,1517860
656,1756,1496840,6212,1518670
657,1764,1497840,6212,1519670
657,1764,1498840,6212,1520670
657,1764,1498840,6212,1520670
657,1764,1499840,6212,1521670
657,1764,1500840,6212,1522670
657,1764,1501390,6212,1523220
657,1764,1502390,6212,1524220
657,1764,1503390,6212,1525220
657,1764,1503850,6212,1525680
657,1764,1503850,6212,1525680
657,1764,1503850,6212,1525680
657,1764,1504850,6212,1526680
657,1764,1504850,6212,1527680
657,1764,1505660,6212,1528490
657,1764,1506130,6212,1528960
658,1772,1507130,6212,1529960
658,1772,1507500,6212,1530330
659,1780,1508500,6212,1531330
659,1780,1508500,6212,1531330
659,1780,1509500,6212,1532330
659,1780,1509970,6212,1532800
659,1780,1510560,6212,1533390
659,1780,1511560,6212,1534390
659,1780,1512370,6212,1535200
659,1780,1512370,6212,1535200
659,1780,1513370,6212,1536200
659,1780,1513590,6212,1536420
659,1780,1514590,6212,1537420
659,1780,1514820,6212,1537650
659,1780,1514820,6212,1538120
659,1780,1515820,6212,1539120
659,1780,1516140,6212,1539440
659,1780,1517140,6212,1540440
659,1780,1517140,6212,1541440
659,1780,1518140,6212,1542440
659,1780,1518140,6212,1542440
659,1780,1519140,6212,1543440
659,1780,1520140,6212,1544440
659,1780,1520950,6212,1545250
659,1780,1521000,6212,1545300
660,1788,1522000,6212,1546300
660,1788,1522320,6212,1546620
660,1788,1523320,6212,1547620
660,1788,1524320,6212,1548620
660,1788,1525320,6212,1549620
660,1788,1526320,6212,1550620
660,1788,1527320,6212,1551620
660,1788,1528320,6212,1552620
660,1788,1528320,6212,1552620
660,1788,1529320,6212,1553620
661,1796,1530320,6212,1554620
661,1796,1530790,6212,1555090
661,1796,1531010,6212,1555310
661,1796,1533010,6212,1557310
661,1796,1533010,6212,1557310
661,1796,1534010,6212,1558310
661,1796,1535010,6212,1559310
661,1796,1535010,6212,1560120
661,1796,1536010,6212,1561120
661,1796,1536010,6212,1561120
662,1804,1536330,6212,1561440
662,1804,1537330,6212,1562440
662,1804,1538140,6212,1563250
662,1804,1538140,6212,1563250
662,1804,1538140,6212,1563250
662,1804,1538610,6212,1563720
662,1804,1539080,6212,1564190
662,1804,1539080,6212,1564190
662,1804,1540080,6212,1565190
662,1804,1541080,6212,1566190
662,1804,1541890,6212,1567000
662,1804,1542700,6212,1567810
662,1804,1543700,6212,1568810
662,1804,1544700,6212,1569810
663,1812,1545700,6212,1570810
664,1820,1546700,6212,1571810
664,1820,1547700,6212,1572810
664,1820,1548160,6212,1573270
664,1820,1549160,6212,1574270
664,1820,1549630,6212,1574740
664,1820,1550100,6212,1575210
665,1828,1551100,6212,1576210
665,1828,1551910,6212,1577020
665,1828,1552910,6212,1578020
665,1828,1552910,6212,1578020
665,1828,1553720,6212,1578830
665,1828,1554720,6212,1579830
665,1828,1555720,6212,1580830
665,1828,1556530,6212,1581640
665,1828,1557530,6212,1582640
665,1828,1558180,6212,1583290
665,1828,1559180,6212,1584290
665,1828,1559770,6212,1584880
665,1828,1560770,6212,1585880
665,1828,1561580,6212,1586690
666,1836,1562580,6212,1587690
666,1836,1562580,6212,1587690
666,1836,1562580,6212,1587690
666,1836,1562580,6212,1587690
666,1836,1563050,6212,1588160
666,1836,1563600,6212,1588710
666,1836,1564190,6212,1589300
666,1836,1565190,6212,1590300
666,1836,1565190,6212,1590300
666,1836,1565190,6212,1590300
666,1836,1565660,6212,1590770
666,1836,1566470,6212,1591580
666,1836,1567470,6212,1592580
666,1836,1568470,6212,1593580
666,1836,1568700,6212,1593810
666,1836,1569700,6212,1594810
666,1836,1569700,6212,1594810
666,1836,1569860,6212,1594970
666,1836,1570330,6212,1595440
666,1836,1570550,6212,1595660
666,1836,1571550,6212,1596660
666,1836,1572360,6212,1597470
666,1836,1573170,6212,1598280
667,1844,1574170,6212,1599280
667,1844,1574820,6212,1599930
667,1844,1574820,6212,1599930
667,1844,1575820,6212,1600930
667,1844,1575820,6212,1600930
668,1852,1576820,6212,1601930
668,1852,1577820,6212,1602930
668,1852,1578820,6212,1603930
668,1852,1578820,6212,1603930
668,1852,1579820,6212,1604930
668,1852,1580820,6212,1605930
668,1852,1580820,6212,1605930
668,1852,1581820,6212,1606930
668,1852,1582820,6212,1607930
668,1852,1583140,6212,1608250
668,1852,1584140,6212,1609250
668,1852,1584950,6212,1610060
668,1852,1585760,6212,1610870
668,1852,1586220,6212,1611330
669,1860,1590220,6212,1615330
669,1860,1591220,6212,1616330
669,1860,1591220,6212,1616330
669,1860,1591870,6212,1616980
669,1860,1592870,6212,1617980
669,1860,1592870,6212,1617980
669,1860,1592870,6212,1617980
669,1860,1592870,6212,1618530
669,1860,1593870,6212,1619530
669,1860,1593870,6212,1619530
670,1868,1594520,6212,1620180
670,1868,1595520,6212,1621180
670,1868,1596000,6212,1621660
670,1868,1597000,6212,1622660
670,1868,1598000,6212,1623660
670,1868,1598470,6212,1624130
670,1868,1599470,6212,1625130
670,1868,1600470,6212,1626130
671,1876,1600940,6212,1626600
671,1876,1600940,6212,1626820
671,1876,1601750,6212,1627630
672,1884,1602750,6212,1628630
672,1884,1602750,6212,1629100
672,1884,1603220,6212,1629570
672,1884,1604220,6212,1630570
672,1884,1604220,6212,1630570
672,1884,1604540,6212,1630890
672,1884,1605350,6212,1631700
672,1884,1605510,6212,1631860
672,1884,1606320,6212,1632670
672,1884,1607320,6212,1633670
672,1884,1607780,6212,1634130
672,1884,1607780,6212,1634130
672,1884,1608780,6212,1635130
672,1884,1609430,6212,1635780
672,1884,1610430,6212,1636780
672,1884,1611240,6212,1637590
672,1884,1612240,6212,1638590
672,1884,1612240,6212,1638590
672,1884,1613240,6212,1639590
672,1884,1613240,6212,1639590
672,1884,1613240,6212,1639590
673,1892,1614240,6212,1640590
674,1900,1614890,6212,1641240
674,1900,1615890,6212,1642240
674,1900,1616890,6212,1643240
674,1900,1617890,6212,1644240
674,1900,1618890,6212,1645240
674,1900,1619890,6212,1646240
674,1900,1619890,6212,1646240
674,1900,1620360,6212,1646710
675,1908,1621360,6212,1647710
676,1916,1629360,6212,1655710
676,1916,1630360,6212,1656710
676,1916,1630360,6212,1656710
676,1916,1630360,6212,1656710
676,1916,1630680,6212,1657030
676,1916,1631680,6212,1658030
676,1916,1631680,6212,1658030
676,1916,1632680,6212,1659030
676,1916,1632680,6212,1659030
676,1916,1633680,6212,1660030
676,1916,1634680,6212,1661030
676,1916,1635000,6212,1661350
676,1916,1635110,6212,1661460
676,1916,1636110,6212,1662460
676,1916,1636430,6212,1662780
676,1916,1637430,6212,1663780
676,1916,1637900,6212,1664250
676,1916,1638710,6212,1665060
676,1916,1638710,6212,1665060
677,1924,1639710,6212,1666060
677,1924,1640710,6212,1667060
677,1924,1640710,6212,1667060
677,1924,1641710,6212,1668060
677,1924,1642710,6212,1669060
677,1924,1643710,6212,1670060
677,1924,1643930,6212,1670280
677,1924,1644930,6212,1671280
677,1924,1645740,6212,1672090
677,1924,1646210,6212,1672560
677,1924,1646680,6212,1673030
677,1924,1647680,6212,1674030
678,1932,1648680,6212,1675030
678,1932,1649330,6212,1675680
678,1932,1650330,6212,1676680
678,1932,1651330,6212,1677680
678,1932,1652140,6212,1678490
678,1932,1653140,6212,1679490
678,1932,1653460,6212,1679810
678,1932,1653780,6212,1680130
678,1932,1654780,6212,1681130
679,1940,1655780,6212,1682130
679,1940,1656780,6212,1683130
679,1940,1657780,6212,1684130
679,1940,1658430,6212,1684780
679,1940,1658900,6212,1685250
679,1940,1659900,6212,1686250
679,1940,1660900,6212,1687250
679,1940,1661710,6212,1688060
679,1940,1662710,6212,1689060
680,1948,1663710,6212,1690060
680,1948,1663710,6212,1690870
680,1948,1664170,6212,1691330
680,1948,1665170,6212,1692330
680,1948,1666170,6212,1693330
680,1948,1666640,6212,1693800
680,1948,1667640,6212,1694800
680,1948,1668450,6212,1695610
680,1948,1669260,6212,1696420
680,1948,1670260,6212,1697420
680,1948,1670260,6212,1697420
681,1956,1671260,6212,1698420
681,1956,1672070,6212,1699230
681,1956,1673070,6212,1700230
681,1956,1673070,6212,1700230
681,1956,1674070,6212,1701230
681,1956,1675070,6212,1702230
681,1956,1676070,6212,1703230
681,1956,1676540,6212,1703700
681,1956,1677540,6212,1704700
682,1964,1678350,6212,1705510
682,1964,1679000,6212,1706160
682,1964,1679470,6212,1706630
682,1964,1679790,6212,1706950
682,1964,1680790,6212,1707950
682,1964,1681790,6212,1708950
682,1964,1682790,6212,1709950
682,1964,1682790,6212,1709950
682,1964,1683260,6212,1710420
682,1964,1683260,6212,1710420
683,1972,1684260,6212,1711420
683,1972,1685260,6212,1712420
683,1972,1686070,6212,1713230
683,1972,1687070,6212,1714230
683,1972,1688070,6212,1715230
683,1972,1689070,6212,1716230
683,1972,1689540,6212,1716700
683,1972,1690540,6212,1717700
683,1972,1690860,6212,1718020
683,1972,1691860,6212,1719020
684,1980,1692860,6212,1720020
684,1980,1692860,6212,1720020
684,1980,1693330,6212,1720490
684,1980,1694140,6212,1721300
684,1980,1694140,6212,1721300
684,1980,1695140,6212,1722300
684,1980,1695140,6212,1722770
684,1980,1695370,6212,1723000
684,1980,1695840,6212,1723470
684,1980,1695840,6212,1723470
684,1980,1696840,6212,1724470
684,1980,1697300,6212,1724930
685,1988,1697770,6212,1725400
685,1988,1698770,6212,1726400
685,1988,1699230,6212,1726860
685,1988,1700040,6212,1727670
685,1988,1700040,6212,1727670
685,1988,1701040,6212,1728670
685,1988,1702040,6212,1729670
685,1988,1703040,6212,1730670
685,1988,1704040,6212,1731670
685,1988,1705040,6212,1732670
685,1988,1705040,6212,1732670
685,1988,1705040,6212,1732670
686,1996,1705510,6212,1733140
686,1996,1705510,6212,1733140
686,1996,1706320,6212,1733950
686,1996,1707320,6212,1734950
686,1996,1708320,6212,1735950
686,1996,1709130,6212,1736760
686,1996,1709600,6212,1737230
686,1996,1709600,6212,1738040
687,2004,1710600,6212,1739040
687,2004,1711600,6212,1740040
687,2004,1712250,6212,1740690
687,2004,1713250,6212,1741690
687,2004,1713250,6212,1741690
687,2004,1714250,6212,1742690
687,2004,1715250,6212,1743690
687,2004,1716250,6212,1744690
687,2004,1716570,6212,1745010
687,2004,1716890,6212,1745330
687,2004,1717890,6212,1746330
687,2004,1718890,6212,1747330
687,2004,1719890,6212,1748330
688,2012,1720890,6212,1749330
688,2012,1721700,6212,1750140
688,2012,1721700,6212,1750140
688,2012,1722170,6212,1750610
688,2012,1723170,6212,1751610
688,2012,1724170,6212,1752610
688,2012,1724490,6212,1752930
688,2012,1725490,6212,1753930
688,2012,1725960,6212,1754400
688,2012,1726770,6212,1755210
688,2012,1727090,6212,1755530
688,2012,1727090,6212,1755530
688,2012,1727090,6212,1755530
688,2012,1727090,6212,1755530
689,2020,1728090,6212,1756530
689,2020,1729090,6212,1757530
689,2020,1729900,6212,1758340
689,2020,1729900,6212,1758340
689,2020,1730710,6212,1759150
689,2020,1730710,6212,1759150
689,2020,1731180,6212,1759620
689,2020,1731180,6212,1759620
689,2020,1732180,6212,1760620
689,2020,1733180,6212,1761620
689,2020,1733180,6212,1761620
689,2020,1733990,6212,1762430
689,2020,1734460,6212,1762900
690,2028,1735460,6212,1763900
690,2028,1736050,6212,1764490
690,2028,1736050,6212,1764810
690,2028,1736050,6212,1764810
690,2028,1737050,6212,1765810
690,2028,1738050,6212,1766810
690,2028,1739050,6212,1767810
690,2028,1740050,6212,1768810
690,2028,1740600,6212,1769360
690,2028,1740600,6212,1769360
690,2028,1741600,6212,1770360
691,2036,1742600,6212,1771360
691,2036,1742600,6212,1771360
691,2036,1742600,6212,1771360
691,2036,1743150,6212,1771910
691,2036,1743150,6212,1772910
691,2036,1744150,6212,1773910
691,2036,1745150,6212,1774910
691,2036,1745370,6212,1775130
691,2036,1745830,6212,1775590
691,2036,1746830,6212,1776590
691,2036,1747420,6212,1777180
691,2036,1748420,6212,1778180
692,2044,1749420,6212,1779180
693,2052,1750420,6212,1780180
693,2052,1751420,6212,1781180
693,2052,1752420,6212,1782180
693,2052,1752420,6212,1782500
693,2052,1752420,6212,1782500
693,2052,1752420,6212,1783090
693,2052,1752420,6212,1783090
693,2052,1752420,6212,1783090
693,2052,1752420,6212,1783090
693,2052,1752890,6212,1783560
693,2052,1753890,6212,1784560
693,2052,1754700,6212,1785370
693,2052,1754700,6212,1785370
693,2052,1755020,6212,1785690
693,2052,1756020,6212,1786690
693,2052,1757020,6212,1787690
693,2052,1758020,6212,1788690
693,2052,1759020,6212,1789690
693,2052,1759830,6212,1790500
693,2052,1760830,6212,1791500
693,2052,1761830,6212,1792500
693,2052,1762830,6212,1793500
693,2052,1762830,6212,1794500
693,2052,1763830,6212,1795500
694,2060,1764380,6212,1796050
694,2060,1765190,6212,1796860
694,2060,1765190,6212,1796860
694,2060,1766190,6212,1797860
694,2060,1766190,6212,1797860
694,2060,1767190,6212,1798860
694,2060,1768190,6212,1799860
694,2060,1768840,6212,1800510
694,2060,1768840,6212,1800510
694,2060,1769840,6212,1801510
694,2060,1770840,6212,1802510
694,2060,1770840,6212,1802510
695,2068,1771650,6212,1803320
695,2068,1771650,6212,1803320
695,2068,1772650,6212,1804320
695,2068,1772970,6212,1804640
695,2068,1772970,6212,1805640
695,2068,1773970,6212,1806640
696,2076,1781970,6212,1814640
696,2076,1782970,6212,1815640
696,2076,1783620,6212,1816290
696,2076,1784620,6212,1817290
696,2076,1784620,6212,1817290
696,2076,1785620,6212,1818290
697,2084,1786620,6212,1819290
697,2084,1787620,6212,1820290
697,2084,1788620,6212,1821290
697,2084,1788620,6212,1821290
697,2084,1789430,6212,1822100
697,2084,1790430,6212,1823100
697,2084,1791430,6212,1824100
697,2084,1792430,6212,1825100
697,2084,1792780,6212,1825450
697,2084,1793250,6212,1825920
697,2084,1794250,6212,1826920
697,2084,1794570,6212,1827240
698,2092,1795220,6212,1827890
698,2092,1795540,6212,1828210
698,2092,1796540,6212,1829210
698,2092,1797540,6212,1830210
698,2092,1797910,6212,1830580
698,2092,1798380,6212,1831050
698,2092,1799380,6212,1832050
698,2092,1799970,6212,1832640
698,2092,1800780,6212,1833450
698,2092,1800780,6212,1833450
698,2092,1801780,6212,1834450
699,2100,1802780,6212,1835450
699,2100,1803780,6212,1836450
699,2100,1804590,6212,1837260
699,2100,1805590,6212,1838260
699,2100,1806590,6212,1839260
699,2100,1807590,6212,1840260
699,2100,1808240,6212,1840910
699,2100,1809240,6212,1841910
700,2108,1810240,6212,1842910
700,2108,1811240,6212,1843910
700,2108,1811710,6212,1844380
700,2108,1812710,6212,1845380
700,2108,1813710,6212,1846380
700,2108,1814710,6212,1847380
700,2108,1814710,6212,1847380
700,2108,1815710,6212,1848380
700,2108,1816520,6212,1849190
701,2116,1817520,6212,1850190
701,2116,1818330,6212,1851000
701,2116,1819140,6212,1851810
701,2116,1819140,6212,1851810
701,2116,1820140,6212,1852810
701,2116,1821140,6212,1853810
701,2116,1821790,6212,1854460
701,2116,1822790,6212,1855460
701,2116,1823600,6212,1856270
701,2116,1824070,6212,1856740
701,2116,1824390,6212,1857060
702,2124,1824620,6212,1857290
702,2124,1825620,6212,1858290
702,2124,1826620,6212,1859290
702,2124,1827430,6212,1860100
702,2124,1827430,6212,1861100
702,2124,1828240,6212,1861910
702,2124,1828240,6212,1861910
702,2124,1829240,6212,1862910
702,2124,1829890,6212,1863560
702,2124,1829890,6212,1863560
702,2124,1829890,6212,1863560
702,2124,1830360,6212,1864030
702,2124,1830820,6212,1864490
702,2124,1831140,6212,1864810
702,2124,1832140,6212,1865810
703,2132,1832950,6212,1866620
703,2132,1833950,6212,1867620
703,2132,1834420,6212,1868090
703,2132,1835420,6212,1869090
703,2132,1836070,6212,1869740
703,2132,1837070,6212,1870740
703,2132,1838070,6212,1871740
703,2132,1839070,6212,1872740
704,2140,1839880,6212,1873550
704,2140,1839880,6212,1874360
704,2140,1840880,6212,1875360
704,2140,1841880,6212,1876360
704,2140,1842210,6212,1876690
704,2140,1843210,6212,1877690
704,2140,1844210,6212,1878690
704,2140,1845210,6212,1879690
704,2140,1845210,6212,1879690
704,2140,1846210,6212,1880690
704,2140,1847210,6212,1881690
705,2148,1848020,6212,1882500
705,2148,1849020,6212,1883500
705,2148,1850020,6212,1884500
705,2148,1850180,6212,1884660
705,2148,1851180,6212,1885660
705,2148,1851990,6212,1886470
705,2148,1852990,6212,1887470
705,2148,1852990,6212,1887470
705,2148,1853990,6212,1888470
705,2148,1854990,6212,1889470
705,2148,1854990,6212,1890470
706,2156,1855990,6212,1891470
706,2156,1855990,6212,1891470
706,2156,1856310,6212,1891790
706,2156,1856630,6212,1892110
706,2156,1857630,6212,1893110
706,2156,1857630,6212,1893110
706,2156,1857630,6212,1893110
706,2156,1857850,6212,1893330
706,2156,1858440,6212,1893920
706,2156,1859440,6212,1894920
706,2156,1860440,6212,1895920
706,2156,1861250,6212,1896730
706,2156,1861900,6212,1897380
707,2164,1862550,6212,1898030
707,2164,1863360,6212,1898840
707,2164,1863360,6212,1898840
707,2164,1864360,6212,1899840
707,2164,1865360,6212,1900840
707,2164,1865830,6212,1901310
707,2164,1866640,6212,1902120
707,2164,1866640,6212,1902120
707,2164,1866870,6212,1902350
707,2164,1867870,6212,1903350
707,2164,1867870,6212,1903350
707,2164,1868680,6212,1904160
708,2172,1869680,6212,1905160
708,2172,1870160,6212,1905640
708,2172,1870620,6212,1906100
708,2172,1871430,6212,1906910
708,2172,1871430,6212,1907720
708,2172,1872240,6212,1908530
708,2172,1873240,6212,1909530
708,2172,1874240,6212,1910530
708,2172,1875240,6212,1911530
708,2172,1876240,6212,1912530
709,2180,1877240,6212,1913530
709,2180,1878240,6212,1914530
709,2180,1878400,6212,1914690
709,2180,1879210,6212,1915500
709,2180,1880210,6212,1916500
709,2180,1880670,6212,1916960
709,2180,1881670,6212,1917960
709,2180,1882670,6212,1918960
709,2180,1883670,6212,1919960
709,2180,1884260,6212,1920550
710,2188,1885260,6212,1921550
710,2188,1886070,6212,1922360
710,2188,1887070,6212,1923360
710,2188,1887300,6212,1923590
710,2188,1887300,6212,1923590
710,2188,1887300,6212,1923910
710,2188,1888110,6212,1924720
710,2188,1889110,6212,1925720
710,2188,1889430,6212,1926040
710,2188,1889800,6212,1926410
710,2188,1890120,6212,1926730
710,2188,1890120,6212,1926730
710,2188,1890120,6212,1926730
711,2196,1890590,6212,1927200
711,2196,1890590,6212,1927200
711,2196,1891590,6212,1928200
711,2196,1892590,6212,1929200
711,2196,1893590,6212,1930200
711,2196,1894060,6212,1930670
711,2196,1894060,6212,1931670
711,2196,1894530,6212,1932140
711,2196,1895530,6212,1933140
711,2196,1896530,6212,1934140
711,2196,1897000,6212,1934610
712,2204,1898000,6212,1935610
712,2204,1899000,6212,1936610
712,2204,1900000,6212,1937610
712,2204,1900000,6212,1938610
712,2204,1900000,6212,1938610
712,2204,1900000,6212,1938610
712,2204,1901000,6212,1939610
712,2204,1901650,6212,1940260
712,2204,1902650,6212,1941260
712,2204,1903650,6212,1942260
712,2204,1904650,6212,1943260
712,2204,1904650,6212,1943260
712,2204,1904650,6212,1943260
712,2204,1904650,6212,1943260
712,2204,1905460,6212,1944070
712,2204,1905920,6212,1944530
713,2212,1906730,6212,1945340
713,2212,1907730,6212,1946340
713,2212,1908730,6212,1947340
713,2212,1909320,6212,1947930
713,2212,1909320,6212,1948400
713,2212,1909320,6212,1948400
713,2212,1909320,6212,1948860
713,2212,1910130,6212,1949670
713,2212,1910130,6212,1950670
713,2212,1910130,6212,1951140
713,2212,1910940,6212,1951950
713,2212,1911940,6212,1952950
713,2212,1912940,6212,1953950
714,2220,1913940,6212,1954950
714,2220,1914410,6212,1955420
714,2220,1915410,6212,1956420
714,2220,1916410,6212,1957420
714,2220,1917060,6212,1958070
714,2220,1918060,6212,1959070
714,2220,1918060,6212,1960070
714,2220,1918520,6212,1960530
714,2220,1919520,6212,1961530
714,2220,1919990,6212,1962000
714,2220,1920220,6212,1962230
714,2220,1920870,6212,1962880
715,2228,1921870,6212,1963880
715,2228,1922870,6212,1964880
715,2228,1923520,6212,1965530
715,2228,1924330,6212,1966340
715,2228,1925330,6212,1967340
716,2236,1933330,6212,1975340
716,2236,1934140,6212,1976150
716,2236,1934790,6212,1976800
716,2236,1935790,6212,1977800
717,2244,1936790,6212,1978800
717,2244,1937600,6212,1979610
717,2244,1937830,6212,1979840
717,2244,1938830,6212,1980840
717,2244,1939640,6212,1981650
718,2252,1947640,6212,1989650
718,2252,1948640,6212,1990650
718,2252,1949450,6212,1991460
718,2252,1950450,6212,1992460
718,2252,1950920,6212,1992930
719,2260,1951730,6212,1993740
719,2260,1952540,6212,1994550
719,2260,1953190,6212,1995200
720,2268,1954190,6212,1996200
720,2268,1954190,6212,1997200
720,2268,1955190,6212,1998200
720,2268,1955420,6212,1998430
720,2268,1956420,6212,1999430
720,2268,1956420,6212,2000430
