ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_683b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_nodes,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_683b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_683b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_gpu_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_683b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-total_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_683b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-arrived_gpu_milli
939,4020,3576500,6212,3727620
939,4020,3576500,6212,3727620
939,4020,3577500,6212,3728620
939,4020,3577500,6212,3728620
939,4020,3577660,6212,3728780
939,4020,3577890,6212,3729010
940,4028,3578890,6212,3730010
940,4028,3579890,6212,3731010
940,4028,3580700,6212,3731820
940,4028,3581160,6212,3732280
940,4028,3582160,6212,3733280
940,4028,3582970,6212,3734090
940,4028,3583970,6212,3735090
940,4028,3583970,6212,3735090
941,4036,3584440,6212,3735560
941,4036,3585440,6212,3736560
941,4036,3586250,6212,3737370
941,4036,3586250,6212,3738370
941,4036,3587250,6212,3739370
941,4036,3587250,6212,3739370
941,4036,3588060,6212,3740180
941,4036,3588870,6212,3740990
941,4036,3589340,6212,3741460
941,4036,3589660,6212,3741780
941,4036,3589890,6212,3742010
941,4036,3590890,6212,3743010
941,4036,3591890,6212,3744010
942,4044,3592890,6212,3745010
942,4044,3593700,6212,3745820
942,4044,3594700,6212,3746820
942,4044,3595700,6212,3747820
942,4044,3596510,6212,3748630
942,4044,3597510,6212,3749630
942,4044,3598160,6212,3750280
942,4044,3598160,6212,3750280
942,4044,3599160,6212,3751280
942,4044,3600160,6212,3752280
943,4052,3601160,6212,3753280
943,4052,3601810,6212,3753930
943,4052,3602810,6212,3754930
943,4052,3603620,6212,3755740
943,4052,3604620,6212,3756740
943,4052,3605620,6212,3757740
943,4052,3606620,6212,3758740
943,4052,3606620,6212,3759740
943,4052,3607620,6212,3760740
944,4060,3608090,6212,3761210
944,4060,3608090,6212,3761530
944,4060,3608410,6212,3761850
944,4060,3608880,6212,3762320
944,4060,3609690,6212,3763130
944,4060,3610690,6212,3764130
944,4060,3611500,6212,3764940
944,4060,3611500,6212,3764940
944,4060,3611970,6212,3765410
944,4060,3612300,6212,3765740
944,4060,3612300,6212,3765740
944,4060,3612520,6212,3765960
944,4060,3613520,6212,3766960
944,4060,3614170,6212,3767610
944,4060,3614170,6212,3767610
944,4060,3614640,6212,3768080
944,4060,3615640,6212,3769080
944,4060,3615640,6212,3769080
944,4060,3615640,6212,3769080
945,4068,3616640,6212,3770080
946,4076,3617640,6212,3771080
946,4076,3617750,6212,3771190
946,4076,3618560,6212,3772000
946,4076,3618560,6212,3772810
946,4076,3619560,6212,3773810
946,4076,3620560,6212,3774810
946,4076,3624560,6212,3778810
947,4084,3625370,6212,3779620
947,4084,3625840,6212,3780090
947,4084,3626310,6212,3780560
947,4084,3626630,6212,3780880
947,4084,3626850,6212,3781100
947,4084,3627850,6212,3782100
947,4084,3627850,6212,3782100
947,4084,3628850,6212,3783100
947,4084,3629850,6212,3784100
947,4084,3630850,6212,3785100
947,4084,3631320,6212,3785570
947,4084,3632320,6212,3786570
947,4084,3632320,6212,3787570
947,4084,3633320,6212,3788570
947,4084,3633320,6212,3788570
947,4084,3633320,6212,3788570
947,4084,3634320,6212,3789570
947,4084,3634320,6212,3789570
947,4084,3635320,6212,3790570
947,4084,3636130,6212,3791380
947,4084,3636130,6212,3791380
947,4084,3637130,6212,3792380
947,4084,3638130,6212,3793380
947,4084,3639130,6212,3794380
947,4084,3639130,6212,3794380
947,4084,3639940,6212,3795190
948,4092,3640750,6212,3796000
948,4092,3641750,6212,3797000
948,4092,3641750,6212,3797000
948,4092,3642750,6212,3798000
948,4092,3643750,6212,3799000
948,4092,3644750,6212,3800000
948,4092,3645750,6212,3801000
948,4092,3646750,6212,3802000
948,4092,3647560,6212,3802810
949,4100,3648560,6212,3803810
949,4100,3649020,6212,3804270
949,4100,3649340,6212,3804590
949,4100,3650340,6212,3805590
949,4100,3650340,6212,3805590
949,4100,3651340,6212,3806590
949,4100,3651340,6212,3807590
949,4100,3651340,6212,3807590
949,4100,3651560,6212,3807810
949,4100,3652560,6212,3808810
949,4100,3652560,6212,3808810
949,4100,3653560,6212,3809810
949,4100,3654030,6212,3810280
949,4100,3654840,6212,3811090
949,4100,3654840,6212,3811090
949,4100,3655840,6212,3812090
949,4100,3656310,6212,3812560
949,4100,3656470,6212,3812720
950,4108,3657470,6212,3813720
950,4108,3658280,6212,3814530
950,4108,3658930,6212,3815180
950,4108,3659400,6212,3815650
950,4108,3659400,6212,3815650
950,4108,3660400,6212,3816650
950,4108,3661400,6212,3817650
950,4108,3662400,6212,3818650
950,4108,3663400,6212,3819650
950,4108,3664050,6212,3820300
951,4116,3665050,6212,3821300
951,4116,3666050,6212,3822300
951,4116,3666280,6212,3822530
951,4116,3666280,6212,3822530
951,4116,3666930,6212,3823180
951,4116,3667930,6212,3824180
951,4116,3668930,6212,3825180
951,4116,3669930,6212,3826180
951,4116,3670930,6212,3827180
951,4116,3671930,6212,3828180
952,4124,3672740,6212,3828990
952,4124,3673740,6212,3829990
952,4124,3674740,6212,3830990
952,4124,3675740,6212,3831990
952,4124,3676740,6212,3832990
952,4124,3676740,6212,3832990
952,4124,3676740,6212,3832990
952,4124,3677740,6212,3833990
952,4124,3677740,6212,3833990
953,4132,3678740,6212,3834990
953,4132,3679550,6212,3835800
953,4132,3680360,6212,3836610
953,4132,3680360,6212,3836610
953,4132,3680360,6212,3836610
953,4132,3681360,6212,3837610
953,4132,3681910,6212,3838160
953,4132,3682910,6212,3839160
953,4132,3683230,6212,3839480
953,4132,3684230,6212,3840480
953,4132,3685230,6212,3841480
953,4132,3685230,6212,3842130
953,4132,3685230,6212,3842130
954,4140,3686230,6212,3843130
954,4140,3687230,6212,3844130
954,4140,3688230,6212,3845130
954,4140,3688700,6212,3845600
954,4140,3689700,6212,3846600
954,4140,3690510,6212,3847410
954,4140,3691510,6212,3848410
954,4140,3692510,6212,3849410
954,4140,3692510,6212,3849410
955,4148,3693510,6212,3850410
955,4148,3694160,6212,3851060
955,4148,3695160,6212,3852060
955,4148,3696160,6212,3853060
955,4148,3697160,6212,3854060
955,4148,3697160,6212,3854710
955,4148,3698160,6212,3855710
955,4148,3699160,6212,3856710
955,4148,3699160,6212,3856710
955,4148,3699480,6212,3857030
955,4148,3700130,6212,3857680
955,4148,3700450,6212,3858000
955,4148,3700450,6212,3858000
956,4156,3701450,6212,3859000
956,4156,3702450,6212,3860000
956,4156,3702450,6212,3860000
956,4156,3703100,6212,3860650
956,4156,3703100,6212,3860650
956,4156,3703100,6212,3860650
956,4156,3703100,6212,3860650
956,4156,3704100,6212,3861650
956,4156,3704570,6212,3862120
956,4156,3704570,6212,3863120
956,4156,3705120,6212,3863670
956,4156,3705590,6212,3864140
956,4156,3706590,6212,3865140
956,4156,3706590,6212,3866140
956,4156,3706590,6212,3866140
957,4164,3707590,6212,3867140
957,4164,3708590,6212,3868140
957,4164,3708700,6212,3868250
957,4164,3709700,6212,3869250
957,4164,3710350,6212,3869900
957,4164,3711160,6212,3870710
957,4164,3711390,6212,3870940
957,4164,3712390,6212,3871940
957,4164,3713200,6212,3872750
957,4164,3714200,6212,3873750
957,4164,3714660,6212,3874210
957,4164,3714660,6212,3874210
957,4164,3715660,6212,3875210
958,4172,3716660,6212,3876210
958,4172,3717660,6212,3877210
958,4172,3718660,6212,3878210
958,4172,3719660,6212,3879210
958,4172,3719660,6212,3879210
958,4172,3720660,6212,3880210
958,4172,3721660,6212,3881210
958,4172,3721820,6212,3881370
958,4172,3722820,6212,3882370
959,4180,3723820,6212,3883370
959,4180,3727820,6212,3887370
959,4180,3728820,6212,3888370
959,4180,3729820,6212,3889370
959,4180,3730820,6212,3890370
960,4188,3731820,6212,3891370
960,4188,3732820,6212,3892370
960,4188,3733630,6212,3893180
960,4188,3733630,6212,3893180
960,4188,3733950,6212,3893500
960,4188,3734110,6212,3893660
960,4188,3734580,6212,3894130
960,4188,3735390,6212,3894940
960,4188,3735390,6212,3895410
960,4188,3735620,6212,3895640
960,4188,3736090,6212,3896110
960,4188,3737090,6212,3897110
960,4188,3737090,6212,3897110
960,4188,3737410,6212,3897430
961,4196,3738410,6212,3898430
961,4196,3738730,6212,3898750
961,4196,3739730,6212,3899750
961,4196,3739730,6212,3900220
961,4196,3739960,6212,3900450
961,4196,3740960,6212,3901450
961,4196,3740960,6212,3901450
961,4196,3741770,6212,3902260
961,4196,3742090,6212,3902580
961,4196,3743090,6212,3903580
961,4196,3743090,6212,3903580
961,4196,3743090,6212,3903580
961,4196,3743090,6212,3904580
961,4196,3743090,6212,3904580
961,4196,3744090,6212,3905580
961,4196,3745090,6212,3906580
962,4204,3746090,6212,3907580
962,4204,3747090,6212,3908580
962,4204,3747410,6212,3908900
962,4204,3748220,6212,3909710
962,4204,3749220,6212,3910710
962,4204,3750220,6212,3911710
962,4204,3750690,6212,3912180
962,4204,3751690,6212,3913180
962,4204,3752690,6212,3914180
963,4212,3753690,6212,3915180
963,4212,3754690,6212,3916180
963,4212,3755690,6212,3917180
963,4212,3756690,6212,3918180
963,4212,3757500,6212,3918990
963,4212,3758310,6212,3919800
963,4212,3759310,6212,3920800
963,4212,3760310,6212,3921800
964,4220,3761310,6212,3922800
964,4220,3761780,6212,3923270
964,4220,3762780,6212,3924270
964,4220,3762780,6212,3924270
964,4220,3763240,6212,3924730
964,4220,3764240,6212,3925730
964,4220,3765240,6212,3926730
965,4228,3766240,6212,3927730
965,4228,3766240,6212,3927730
965,4228,3766890,6212,3928380
965,4228,3767890,6212,3929380
965,4228,3768700,6212,3930190
965,4228,3769700,6212,3931190
965,4228,3770170,6212,3931660
965,4228,3771170,6212,3932660
965,4228,3771980,6212,3933470
965,4228,3771980,6212,3934470
965,4228,3772980,6212,3935470
965,4228,3773250,6212,3935740
966,4236,3773720,6212,3936210
966,4236,3774530,6212,3937020
966,4236,3774530,6212,3937020
966,4236,3775530,6212,3938020
966,4236,3776530,6212,3939020
966,4236,3776530,6212,3939020
966,4236,3777000,6212,3939490
966,4236,3778000,6212,3940490
966,4236,3779000,6212,3941490
967,4244,3780000,6212,3942490
967,4244,3780470,6212,3942960
967,4244,3781470,6212,3943960
967,4244,3781940,6212,3944430
967,4244,3781940,6212,3944900
967,4244,3782940,6212,3945900
967,4244,3783940,6212,3946900
967,4244,3784940,6212,3947900
967,4244,3785260,6212,3948220
967,4244,3785310,6212,3948270
967,4244,3785770,6212,3948730
967,4244,3786420,6212,3949380
968,4252,3786890,6212,3949850
968,4252,3787480,6212,3950440
968,4252,3787850,6212,3950810
968,4252,3788850,6212,3951810
968,4252,3789850,6212,3952810
968,4252,3790310,6212,3953270
968,4252,3790780,6212,3953740
968,4252,3791240,6212,3954200
968,4252,3791240,6212,3955200
968,4252,3791830,6212,3955790
968,4252,3791830,6212,3956260
968,4252,3792300,6212,3956730
968,4252,3792300,6212,3956730
968,4252,3793300,6212,3957730
968,4252,3793650,6212,3958080
969,4260,3794460,6212,3958890
969,4260,3794510,6212,3958940
969,4260,3795510,6212,3959940
969,4260,3796510,6212,3960940
969,4260,3797510,6212,3961940
969,4260,3799510,6212,3963940
969,4260,3799980,6212,3964410
969,4260,3800980,6212,3965410
970,4268,3801790,6212,3966220
970,4268,3802600,6212,3967030
970,4268,3803410,6212,3967840
970,4268,3804220,6212,3968650
970,4268,3805220,6212,3969650
970,4268,3805220,6212,3969650
970,4268,3806030,6212,3970460
970,4268,3806030,6212,3970460
970,4268,3807030,6212,3971460
970,4268,3807680,6212,3972110
970,4268,3807910,6212,3972340
971,4276,3808910,6212,3973340
971,4276,3808910,6212,3973340
971,4276,3809130,6212,3973560
971,4276,3809940,6212,3974370
971,4276,3810940,6212,3975370
971,4276,3811940,6212,3976370
971,4276,3812750,6212,3977180
971,4276,3813750,6212,3978180
971,4276,3814220,6212,3978650
971,4276,3815220,6212,3979650
972,4284,3815810,6212,3980240
972,4284,3815810,6212,3980240
972,4284,3816810,6212,3981240
972,4284,3817620,6212,3982050
972,4284,3817620,6212,3982510
972,4284,3818620,6212,3983510
972,4284,3819430,6212,3984320
972,4284,3821430,6212,3986320
972,4284,3822430,6212,3987320
973,4292,3823430,6212,3988320
973,4292,3823430,6212,3988320
973,4292,3824430,6212,3989320
973,4292,3825430,6212,3990320
973,4292,3825430,6212,3991320
973,4292,3826430,6212,3992320
973,4292,3827430,6212,3993320
973,4292,3827750,6212,3993640
973,4292,3828220,6212,3994110
973,4292,3829220,6212,3995110
973,4292,3830030,6212,3995920
973,4292,3830030,6212,3995920
974,4300,3830840,6212,3996730
974,4300,3831310,6212,3997200
974,4300,3831780,6212,3997670
974,4300,3832010,6212,3997900
974,4300,3832480,6212,3998370
974,4300,3832480,6212,3998370
974,4300,3833480,6212,3999370
975,4308,3841480,6212,4007370
975,4308,3841480,6212,4008020
975,4308,3842480,6212,4009020
975,4308,3842480,6212,4009020
975,4308,3843290,6212,4009830
976,4316,3844290,6212,4010830
976,4316,3844450,6212,4010990
976,4316,3845260,6212,4011800
976,4316,3846070,6212,4012610
976,4316,3846070,6212,4013080
976,4316,3846540,6212,4013550
976,4316,3846540,6212,4014360
976,4316,3847350,6212,4015170
976,4316,3847350,6212,4016170
976,4316,3848350,6212,4017170
976,4316,3848670,6212,4017490
976,4316,3849670,6212,4018490
976,4316,3850670,6212,4019490
976,4316,3851140,6212,4019960
976,4316,3852140,6212,4020960
976,4316,3852140,6212,4021770
977,4324,3853140,6212,4022770
977,4324,3854140,6212,4023770
977,4324,3855140,6212,4024770
977,4324,3856140,6212,4025770
977,4324,3856690,6212,4026320
978,4332,3857690,6212,4027320
978,4332,3857690,6212,4027320
978,4332,3858020,6212,4027650
978,4332,3859020,6212,4028650
978,4332,3859020,6212,4028650
978,4332,3859340,6212,4028970
978,4332,3859340,6212,4028970
979,4340,3859810,6212,4029440
979,4340,3860270,6212,4029900
979,4340,3861270,6212,4030900
979,4340,3862270,6212,4031900
979,4340,3862500,6212,4032130
979,4340,3863500,6212,4033130
979,4340,3864500,6212,4034130
979,4340,3864970,6212,4034600
979,4340,3865970,6212,4035600
979,4340,3866970,6212,4036600
979,4340,3867290,6212,4036920
979,4340,3868290,6212,4037920
980,4348,3869290,6212,4038920
980,4348,3870290,6212,4039920
980,4348,3871290,6212,4040920
980,4348,3871290,6212,4040920
980,4348,3872290,6212,4041920
980,4348,3873290,6212,4042920
981,4356,3874290,6212,4043920
981,4356,3875290,6212,4044920
981,4356,3876290,6212,4045920
981,4356,3877290,6212,4046920
981,4356,3877290,6212,4046920
981,4356,3878290,6212,4047920
981,4356,3878290,6212,4048380
981,4356,3878290,6212,4049030
981,4356,3879290,6212,4050030
981,4356,3880100,6212,4050840
982,4364,3880570,6212,4051310
982,4364,3881570,6212,4052310
982,4364,3882030,6212,4052770
982,4364,3882030,6212,4053240
982,4364,3882030,6212,4053240
982,4364,3882500,6212,4053710
982,4364,3883500,6212,4054710
982,4364,3884500,6212,4055710
982,4364,3888500,6212,4059710
982,4364,3889500,6212,4060710
982,4364,3890500,6212,4061710
982,4364,3891500,6212,4062710
982,4364,3892500,6212,4063710
982,4364,3892500,6212,4063710
982,4364,3892610,6212,4063820
982,4364,3893610,6212,4064820
982,4364,3894610,6212,4065820
983,4372,3895080,6212,4066290
983,4372,3895240,6212,4066450
983,4372,3895700,6212,4066910
983,4372,3895700,6212,4066910
983,4372,3896700,6212,4067910
983,4372,3896860,6212,4068070
983,4372,3897860,6212,4069070
983,4372,3897860,6212,4070070
983,4372,3897860,6212,4071070
983,4372,3898860,6212,4072070
983,4372,3899860,6212,4073070
983,4372,3900860,6212,4074070
983,4372,3901670,6212,4074880
983,4372,3902480,6212,4075690
984,4380,3903480,6212,4076690
984,4380,3903480,6212,4076690
984,4380,3904290,6212,4077500
984,4380,3904290,6212,4077970
984,4380,3904520,6212,4078200
984,4380,3905520,6212,4079200
984,4380,3906330,6212,4080010
984,4380,3907330,6212,4081010
984,4380,3908330,6212,4082010
984,4380,3908650,6212,4082330
984,4380,3909650,6212,4083330
984,4380,3910300,6212,4083980
984,4380,3910300,6212,4083980
985,4388,3911300,6212,4084980
985,4388,3912300,6212,4085980
985,4388,3913300,6212,4086980
985,4388,3913300,6212,4086980
985,4388,3914110,6212,4087790
985,4388,3915110,6212,4088790
985,4388,3915760,6212,4089440
985,4388,3916760,6212,4090440
985,4388,3917410,6212,4091090
985,4388,3917410,6212,4091320
986,4396,3918410,6212,4092320
986,4396,3918880,6212,4092790
986,4396,3918880,6212,4092790
986,4396,3919880,6212,4093790
986,4396,3920880,6212,4094790
986,4396,3921880,6212,4095790
986,4396,3922250,6212,4096160
986,4396,3923250,6212,4097160
986,4396,3924250,6212,4098160
987,4404,3925250,6212,4099160
987,4404,3926250,6212,4100160
987,4404,3926470,6212,4100380
987,4404,3927470,6212,4101380
987,4404,3927470,6212,4101380
987,4404,3928470,6212,4102380
987,4404,3928470,6212,4102380
987,4404,3929060,6212,4102970
987,4404,3930060,6212,4103970
987,4404,3931060,6212,4104970
987,4404,3932060,6212,4105970
987,4404,3933060,6212,4106970
988,4412,3934060,6212,4107970
988,4412,3935060,6212,4108970
988,4412,3935060,6212,4108970
988,4412,3936060,6212,4109970
988,4412,3937060,6212,4110970
988,4412,3938060,6212,4111970
988,4412,3939060,6212,4112970
988,4412,3940060,6212,4113970
988,4412,3941060,6212,4114970
989,4420,3942060,6212,4115970
989,4420,3942530,6212,4116440
989,4420,3943530,6212,4117440
989,4420,3944180,6212,4118090
989,4420,3944770,6212,4118680
989,4420,3945240,6212,4119150
989,4420,3946240,6212,4120150
989,4420,3947050,6212,4120960
990,4428,3948050,6212,4121960
990,4428,3949050,6212,4122960
990,4428,3950050,6212,4123960
990,4428,3950860,6212,4124770
990,4428,3951860,6212,4125770
990,4428,3951860,6212,4125770
990,4428,3952860,6212,4126770
990,4428,3952860,6212,4134770
990,4428,3953860,6212,4135770
990,4428,3953860,6212,4135770
990,4428,3954860,6212,4136770
990,4428,3955860,6212,4137770
990,4428,3956130,6212,4138040
991,4436,3957130,6212,4139040
991,4436,3957130,6212,4139040
991,4436,3957130,6212,4139040
991,4436,3958130,6212,4140040
991,4436,3958130,6212,4140040
991,4436,3959130,6212,4141040
991,4436,3960130,6212,4142040
991,4436,3960130,6212,4143040
991,4436,3961130,6212,4144040
991,4436,3962130,6212,4145040
991,4436,3963130,6212,4146040
991,4436,3964130,6212,4147040
992,4444,3965130,6212,4148040
992,4444,3965460,6212,4148370
992,4444,3966460,6212,4149370
992,4444,3967460,6212,4150370
992,4444,3968460,6212,4151370
992,4444,3968460,6212,4152180
992,4444,3969460,6212,4153180
992,4444,3969930,6212,4153650
992,4444,3969930,6212,4153650
993,4452,3970930,6212,4154650
993,4452,3971930,6212,4155650
993,4452,3971930,6212,4155650
993,4452,3972400,6212,4156120
993,4452,3972870,6212,4156590
993,4452,3972870,6212,4156590
993,4452,3973340,6212,4157060
993,4452,3974150,6212,4157870
993,4452,3974620,6212,4158340
993,4452,3975090,6212,4158810
993,4452,3976090,6212,4159810
993,4452,3976900,6212,4160620
993,4452,3976900,6212,4160620
994,4460,3977370,6212,4161090
994,4460,3978370,6212,4162090
994,4460,3978690,6212,4162410
994,4460,3979690,6212,4163410
994,4460,3980160,6212,4163880
994,4460,3981160,6212,4164880
994,4460,3981630,6212,4165350
994,4460,3982630,6212,4166350
994,4460,3983100,6212,4166820
994,4460,3983330,6212,4167050
995,4468,3984330,6212,4168050
995,4468,3984330,6212,4168050
995,4468,3985330,6212,4169050
995,4468,3986330,6212,4170050
995,4468,3987330,6212,4171050
995,4468,3987330,6212,4171640
995,4468,3988330,6212,4172640
995,4468,3988650,6212,4172960
995,4468,3989460,6212,4173770
995,4468,3989460,6212,4174770
995,4468,3989930,6212,4175240
995,4468,3990930,6212,4176240
995,4468,3991930,6212,4177240
995,4468,3991930,6212,4177240
996,4476,3992400,6212,4177710
996,4476,3992870,6212,4178180
996,4476,3992870,6212,4178180
996,4476,3993680,6212,4178990
996,4476,3994490,6212,4179800
996,4476,3994960,6212,4180270
996,4476,3994960,6212,4180270
996,4476,3995960,6212,4181270
996,4476,3995960,6212,4181270
996,4476,3996430,6212,4181740
996,4476,3997430,6212,4182740
996,4476,3997430,6212,4182740
996,4476,3997430,6212,4182740
996,4476,3998240,6212,4183550
996,4476,3998890,6212,4184200
997,4484,3999890,6212,4185200
997,4484,4000890,6212,4186200
997,4484,4001360,6212,4186670
997,4484,4002360,6212,4187670
997,4484,4003360,6212,4188670
997,4484,4003360,6212,4188670
997,4484,4003830,6212,4189140
998,4492,4004640,6212,4189950
998,4492,4005640,6212,4190950
998,4492,4005640,6212,4190950
998,4492,4006640,6212,4191950
998,4492,4007640,6212,4192950
998,4492,4008640,6212,4193950
998,4492,4008640,6212,4193950
998,4492,4009640,6212,4194950
998,4492,4010640,6212,4195950
998,4492,4010960,6212,4196270
999,4500,4011960,6212,4197270
999,4500,4011960,6212,4197270
999,4500,4012960,6212,4198270
999,4500,4013770,6212,4199080
999,4500,4013770,6212,4199080
999,4500,4014770,6212,4200080
999,4500,4014770,6212,4200540
999,4500,4015770,6212,4201540
999,4500,4015770,6212,4202540
999,4500,4016770,6212,4203540
999,4500,4016770,6212,4203540
999,4500,4016770,6212,4203540
1000,4508,4017770,6212,4204540
1000,4508,4018420,6212,4205190
1000,4508,4019420,6212,4206190
1000,4508,4019420,6212,4207190
1000,4508,4019890,6212,4207660
1000,4508,4020890,6212,4208660
1000,4508,4021700,6212,4209470
1000,4508,4022350,6212,4210120
1000,4508,4022570,6212,4210340
1000,4508,4023570,6212,4211340
1000,4508,4024570,6212,4212340
1000,4508,4024570,6212,4213340
1000,4508,4024730,6212,4213500
1000,4508,4025730,6212,4214500
1001,4516,4026380,6212,4215150
1001,4516,4026380,6212,4215150
1001,4516,4027190,6212,4215960
1001,4516,4027660,6212,4216430
1001,4516,4028660,6212,4217430
1001,4516,4029660,6212,4218430
1001,4516,4030660,6212,4219430
1001,4516,4031660,6212,4220430
1001,4516,4031980,6212,4220750
1001,4516,4032980,6212,4221750
1001,4516,4033790,6212,4222560
1002,4524,4034790,6212,4223560
1002,4524,4035790,6212,4224560
1002,4524,4036790,6212,4225560
1002,4524,4037260,6212,4226030
1002,4524,4038260,6212,4227030
1002,4524,4039260,6212,4228030
1002,4524,4039480,6212,4228250
1002,4524,4039950,6212,4228720
1003,4532,4040420,6212,4229190
1003,4532,4040880,6212,4229650
1003,4532,4040880,6212,4229650
1003,4532,4041880,6212,4230650
1003,4532,4042880,6212,4231650
1003,4532,4042880,6212,4231650
1003,4532,4043430,6212,4232200
1003,4532,4044080,6212,4232850
1003,4532,4044890,6212,4233660
1003,4532,4045890,6212,4234660
1003,4532,4046350,6212,4235120
1004,4540,4047350,6212,4236120
1004,4540,4048350,6212,4237120
1004,4540,4048510,6212,4237280
1004,4540,4048510,6212,4237280
1004,4540,4049320,6212,4238090
1004,4540,4050320,6212,4239090
1004,4540,4050780,6212,4239550
1004,4540,4051590,6212,4240360
1004,4540,4052590,6212,4241360
1004,4540,4053590,6212,4242360
1004,4540,4054400,6212,4243170
1005,4548,4055400,6212,4244170
1005,4548,4055400,6212,4244490
1005,4548,4056400,6212,4245490
1005,4548,4057400,6212,4246490
1005,4548,4058050,6212,4247140
1005,4548,4059050,6212,4248140
1005,4548,4059050,6212,4249140
1005,4548,4060050,6212,4250140
1005,4548,4060050,6212,4250460
1005,4548,4060520,6212,4250930
1005,4548,4061330,6212,4251740
1006,4556,4062140,6212,4252550
1006,4556,4062950,6212,4253360
1006,4556,4063760,6212,4254170
1006,4556,4063760,6212,4254170
1006,4556,4063990,6212,4254400
1006,4556,4064990,6212,4255400
1006,4556,4065460,6212,4255870
1006,4556,4065460,6212,4255870
1006,4556,4066460,6212,4256870
1006,4556,4067460,6212,4257870
1006,4556,4068110,6212,4258520
1006,4556,4068430,6212,4258840
1006,4556,4069240,6212,4259650
1007,4564,4070240,6212,4260650
1007,4564,4070240,6212,4260650
1007,4564,4071240,6212,4261650
1007,4564,4072050,6212,4262460
1007,4564,4073050,6212,4263460
1007,4564,4073050,6212,4264460
1007,4564,4073050,6212,4264460
1007,4564,4074050,6212,4265460
1007,4564,4075050,6212,4266460
1007,4564,4076050,6212,4267460
1007,4564,4077050,6212,4268460
1007,4564,4077370,6212,4268780
1008,4572,4078180,6212,4269590
1008,4572,4078500,6212,4269910
1008,4572,4078500,6212,4270910
1008,4572,4079500,6212,4271910
1008,4572,4080310,6212,4272720
1008,4572,4080780,6212,4273190
1008,4572,4081780,6212,4274190
1008,4572,4082780,6212,4275190
1008,4572,4083100,6212,4275510
1008,4572,4084100,6212,4276510
1008,4572,4084570,6212,4276980
1009,4580,4085570,6212,4277980
1009,4580,4086570,6212,4278980
1009,4580,4087570,6212,4279980
1009,4580,4087570,6212,4279980
1009,4580,4088570,6212,4280980
1009,4580,4089570,6212,4281980
1009,4580,4090040,6212,4282450
1009,4580,4091040,6212,4283450
1010,4588,4091690,6212,4284100
1010,4588,4092500,6212,4284910
1010,4588,4093500,6212,4285910
1010,4588,4093500,6212,4285910
1010,4588,4093500,6212,4285910
1010,4588,4094500,6212,4286910
1010,4588,4095310,6212,4287720
1010,4588,4096120,6212,4288530
1010,4588,4096440,6212,4288850
1010,4588,4097440,6212,4289850
1010,4588,4097440,6212,4289850
1010,4588,4097900,6212,4290310
1010,4588,4097900,6212,4290310
1010,4588,4098900,6212,4291310
1010,4588,4099370,6212,4291780
1011,4596,4100180,6212,4292590
1011,4596,4101180,6212,4293590
1011,4596,4101990,6212,4294400
1011,4596,4102990,6212,4295400
1011,4596,4103990,6212,4296400
1011,4596,4103990,6212,4296400
1011,4596,4104990,6212,4297400
1011,4596,4105990,6212,4298400
1011,4596,4105990,6212,4298400
1011,4596,4106990,6212,4299400
1012,4604,4107990,6212,4300400
1012,4604,4108990,6212,4301400
1012,4604,4108990,6212,4301400
1012,4604,4108990,6212,4301400
1012,4604,4109990,6212,4302400
1012,4604,4110990,6212,4303400
1012,4604,4110990,6212,4303400
1012,4604,4111990,6212,4304400
1012,4604,4111990,6212,4305050
1012,4604,4112990,6212,4306050
1012,4604,4113990,6212,4307050
1012,4604,4114990,6212,4308050
1012,4604,4115990,6212,4309050
1012,4604,4115990,6212,4309050
1013,4612,4116990,6212,4310050
1013,4612,4117990,6212,4311050
1013,4612,4118990,6212,4312050
1013,4612,4119800,6212,4312860
1013,4612,4119800,6212,4312860
1013,4612,4120800,6212,4313860
1013,4612,4121610,6212,4314670
1013,4612,4122610,6212,4315670
1013,4612,4123610,6212,4316670
1014,4620,4124610,6212,4317670
1014,4620,4125610,6212,4318670
1014,4620,4125930,6212,4318990
1014,4620,4125930,6212,4319990
1014,4620,4126740,6212,4320800
1014,4620,4127740,6212,4321800
1014,4620,4128740,6212,4322800
1014,4620,4129740,6212,4323800
1014,4620,4130740,6212,4324800
1014,4620,4131740,6212,4325800
1015,4628,4132740,6212,4326800
1015,4628,4133060,6212,4327120
1016,4636,4141060,6212,4335120
1016,4636,4141530,6212,4335590
1017,4644,4141750,6212,4335810
1017,4644,4142750,6212,4336810
1018,4652,4150750,6212,4344810
1018,4652,4151750,6212,4345810
1019,4660,4159750,6212,4353810
1019,4660,4160750,6212,4354810
