ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e32b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_nodes,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e32b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e32b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_gpu_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e32b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-total_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e32b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-arrived_gpu_milli
682,1964,1728440,6212,1728440
683,1972,1729440,6212,1729440
683,1972,1729600,6212,1729600
683,1972,1730410,6212,1730410
683,1972,1731410,6212,1731410
683,1972,1732410,6212,1732410
683,1972,1733410,6212,1733410
683,1972,1734220,6212,1734220
683,1972,1734220,6212,1734220
683,1972,1735220,6212,1735220
683,1972,1736220,6212,1736220
683,1972,1736220,6212,1736220
683,1972,1736220,6212,1736220
683,1972,1737220,6212,1737220
684,1980,1737680,6212,1737680
684,1980,1738490,6212,1738490
684,1980,1739490,6212,1739490
684,1980,1740490,6212,1740490
684,1980,1740810,6212,1740810
684,1980,1741130,6212,1741130
684,1980,1742130,6212,1742130
684,1980,1743130,6212,1743130
684,1980,1743130,6212,1743130
684,1980,1743500,6212,1743500
684,1980,1744310,6212,1744310
685,1988,1748310,6212,1748310
685,1988,1748960,6212,1748960
685,1988,1749960,6212,1749960
685,1988,1750550,6212,1750550
685,1988,1751550,6212,1751550
685,1988,1752550,6212,1752550
686,1996,1753550,6212,1753550
686,1996,1754360,6212,1754360
686,1996,1755170,6212,1755170
686,1996,1755640,6212,1755640
686,1996,1756640,6212,1756640
686,1996,1757450,6212,1757450
686,1996,1758450,6212,1758450
686,1996,1758920,6212,1758920
686,1996,1759570,6212,1759570
687,2004,1760570,6212,1760570
687,2004,1761570,6212,1761570
687,2004,1763570,6212,1763570
687,2004,1764380,6212,1764380
687,2004,1765380,6212,1765380
687,2004,1766380,6212,1766380
687,2004,1766700,6212,1766700
687,2004,1767700,6212,1767700
687,2004,1767700,6212,1767700
688,2012,1768700,6212,1768700
688,2012,1768700,6212,1768700
688,2012,1769170,6212,1769170
688,2012,1770170,6212,1770170
688,2012,1770170,6212,1770170
688,2012,1770820,6212,1770820
688,2012,1771630,6212,1771630
689,2020,1772630,6212,1772630
689,2020,1773630,6212,1773630
689,2020,1774630,6212,1774630
689,2020,1775440,6212,1775440
689,2020,1775440,6212,1775440
689,2020,1776250,6212,1776250
689,2020,1777250,6212,1777250
689,2020,1778060,6212,1778060
690,2028,1786060,6212,1786060
690,2028,1787060,6212,1787060
690,2028,1788060,6212,1788060
690,2028,1789060,6212,1789060
690,2028,1789060,6212,1789060
691,2036,1790060,6212,1790060
691,2036,1791060,6212,1791060
691,2036,1792060,6212,1792060
691,2036,1792220,6212,1792220
691,2036,1792690,6212,1792690
691,2036,1793690,6212,1793690
691,2036,1794500,6212,1794500
691,2036,1795500,6212,1795500
691,2036,1795970,6212,1795970
692,2044,1796970,6212,1796970
692,2044,1797440,6212,1797440
692,2044,1798440,6212,1798440
692,2044,1798440,6212,1798440
692,2044,1798910,6212,1798910
692,2044,1799910,6212,1799910
692,2044,1800910,6212,1800910
692,2044,1801720,6212,1801720
692,2044,1802720,6212,1802720
692,2044,1802720,6212,1802720
692,2044,1803720,6212,1803720
693,2052,1804720,6212,1804720
693,2052,1805530,6212,1805530
693,2052,1806340,6212,1806340
693,2052,1806660,6212,1806660
693,2052,1806660,6212,1806660
693,2052,1807470,6212,1807470
693,2052,1808470,6212,1808470
694,2060,1816470,6212,1816470
694,2060,1817280,6212,1817280
694,2060,1818090,6212,1818090
694,2060,1818310,6212,1818310
694,2060,1819310,6212,1819310
695,2068,1820310,6212,1820310
695,2068,1821310,6212,1821310
695,2068,1822120,6212,1822120
695,2068,1822930,6212,1822930
695,2068,1823930,6212,1823930
695,2068,1823930,6212,1823930
695,2068,1824740,6212,1824740
695,2068,1825740,6212,1825740
695,2068,1826740,6212,1826740
696,2076,1827550,6212,1827550
696,2076,1828550,6212,1828550
696,2076,1828550,6212,1828550
696,2076,1829550,6212,1829550
696,2076,1830140,6212,1830140
696,2076,1830950,6212,1830950
696,2076,1831950,6212,1831950
696,2076,1832950,6212,1832950
696,2076,1833950,6212,1833950
696,2076,1833950,6212,1833950
697,2084,1834950,6212,1834950
697,2084,1835760,6212,1835760
697,2084,1836230,6212,1836230
697,2084,1837040,6212,1837040
697,2084,1837040,6212,1837040
697,2084,1838040,6212,1838040
697,2084,1839040,6212,1839040
698,2092,1840040,6212,1840040
698,2092,1840360,6212,1840360
698,2092,1841360,6212,1841360
698,2092,1841820,6212,1841820
698,2092,1842280,6212,1842280
698,2092,1843280,6212,1843280
698,2092,1844280,6212,1844280
698,2092,1844830,6212,1844830
698,2092,1845830,6212,1845830
698,2092,1846830,6212,1846830
698,2092,1847830,6212,1847830
699,2100,1848830,6212,1848830
699,2100,1849830,6212,1849830
699,2100,1850640,6212,1850640
699,2100,1850960,6212,1850960
699,2100,1851420,6212,1851420
699,2100,1852420,6212,1852420
699,2100,1852650,6212,1852650
699,2100,1853460,6212,1853460
699,2100,1854460,6212,1854460
699,2100,1854780,6212,1854780
699,2100,1855780,6212,1855780
700,2108,1856780,6212,1856780
700,2108,1857590,6212,1857590
700,2108,1857910,6212,1857910
700,2108,1858720,6212,1858720
700,2108,1862720,6212,1862720
700,2108,1863310,6212,1863310
701,2116,1864310,6212,1864310
701,2116,1865120,6212,1865120
701,2116,1865280,6212,1865280
701,2116,1866280,6212,1866280
701,2116,1866830,6212,1866830
701,2116,1867640,6212,1867640
701,2116,1867640,6212,1867640
701,2116,1868450,6212,1868450
701,2116,1869450,6212,1869450
701,2116,1870450,6212,1870450
702,2124,1871260,6212,1871260
702,2124,1872260,6212,1872260
702,2124,1872260,6212,1872260
702,2124,1873260,6212,1873260
702,2124,1874260,6212,1874260
702,2124,1875260,6212,1875260
702,2124,1876260,6212,1876260
702,2124,1877260,6212,1877260
702,2124,1878260,6212,1878260
702,2124,1878260,6212,1878260
702,2124,1878580,6212,1878580
703,2132,1879050,6212,1879050
703,2132,1880050,6212,1880050
703,2132,1881050,6212,1881050
703,2132,1881860,6212,1881860
703,2132,1882090,6212,1882090
703,2132,1882560,6212,1882560
704,2140,1890560,6212,1890560
704,2140,1891560,6212,1891560
704,2140,1891610,6212,1891610
705,2148,1895610,6212,1895610
705,2148,1896610,6212,1896610
705,2148,1897610,6212,1897610
705,2148,1898160,6212,1898160
705,2148,1899160,6212,1899160
705,2148,1900160,6212,1900160
705,2148,1900320,6212,1900320
705,2148,1901320,6212,1901320
705,2148,1902130,6212,1902130
705,2148,1902940,6212,1902940
706,2156,1906940,6212,1906940
706,2156,1907750,6212,1907750
706,2156,1908220,6212,1908220
706,2156,1908870,6212,1908870
706,2156,1908870,6212,1908870
706,2156,1909870,6212,1909870
707,2164,1910680,6212,1910680
707,2164,1911490,6212,1911490
707,2164,1911960,6212,1911960
707,2164,1912960,6212,1912960
707,2164,1913610,6212,1913610
707,2164,1914420,6212,1914420
707,2164,1915230,6212,1915230
707,2164,1916230,6212,1916230
707,2164,1917230,6212,1917230
708,2172,1918230,6212,1918230
708,2172,1918460,6212,1918460
708,2172,1919270,6212,1919270
708,2172,1920270,6212,1920270
708,2172,1921270,6212,1921270
708,2172,1921730,6212,1921730
708,2172,1922730,6212,1922730
708,2172,1923200,6212,1923200
708,2172,1924010,6212,1924010
708,2172,1925010,6212,1925010
709,2180,1926010,6212,1926010
709,2180,1926660,6212,1926660
709,2180,1927130,6212,1927130
709,2180,1928130,6212,1928130
709,2180,1928940,6212,1928940
709,2180,1929940,6212,1929940
709,2180,1930940,6212,1930940
709,2180,1931940,6212,1931940
710,2188,1932940,6212,1932940
710,2188,1933530,6212,1933530
710,2188,1933850,6212,1933850
710,2188,1934850,6212,1934850
710,2188,1935850,6212,1935850
710,2188,1936850,6212,1936850
710,2188,1937850,6212,1937850
710,2188,1938850,6212,1938850
711,2196,1946850,6212,1946850
711,2196,1947850,6212,1947850
712,2204,1948850,6212,1948850
712,2204,1949850,6212,1949850
712,2204,1950080,6212,1950080
712,2204,1950670,6212,1950670
712,2204,1950670,6212,1950670
712,2204,1950670,6212,1950670
712,2204,1950900,6212,1950900
712,2204,1951900,6212,1951900
712,2204,1952360,6212,1952360
712,2204,1953010,6212,1953010
712,2204,1954010,6212,1954010
712,2204,1954480,6212,1954480
712,2204,1955290,6212,1955290
713,2212,1955940,6212,1955940
713,2212,1956100,6212,1956100
713,2212,1958100,6212,1958100
713,2212,1959100,6212,1959100
713,2212,1959910,6212,1959910
713,2212,1959910,6212,1959910
713,2212,1960910,6212,1960910
713,2212,1960910,6212,1960910
713,2212,1961140,6212,1961140
713,2212,1961140,6212,1961140
713,2212,1962140,6212,1962140
713,2212,1963140,6212,1963140
714,2220,1964140,6212,1964140
715,2228,1964790,6212,1964790
715,2228,1965790,6212,1965790
715,2228,1966600,6212,1966600
715,2228,1967410,6212,1967410
715,2228,1968410,6212,1968410
715,2228,1968410,6212,1968410
715,2228,1969410,6212,1969410
715,2228,1969730,6212,1969730
715,2228,1970540,6212,1970540
715,2228,1971540,6212,1971540
715,2228,1972090,6212,1972090
715,2228,1972900,6212,1972900
715,2228,1973900,6212,1973900
715,2228,1974900,6212,1974900
715,2228,1975360,6212,1975360
715,2228,1975830,6212,1975830
715,2228,1976150,6212,1976150
715,2228,1978150,6212,1978150
715,2228,1978470,6212,1978470
716,2236,1979470,6212,1979470
716,2236,1980470,6212,1980470
716,2236,1981280,6212,1981280
716,2236,1982090,6212,1982090
716,2236,1983090,6212,1983090
716,2236,1983410,6212,1983410
716,2236,1984410,6212,1984410
716,2236,1985220,6212,1985220
716,2236,1985220,6212,1985220
716,2236,1986220,6212,1986220
717,2244,1986540,6212,1986540
717,2244,1987350,6212,1987350
717,2244,1988350,6212,1988350
717,2244,1989350,6212,1989350
717,2244,1989350,6212,1989350
717,2244,1989350,6212,1989350
717,2244,1990350,6212,1990350
717,2244,1991160,6212,1991160
717,2244,1992160,6212,1992160
717,2244,1993160,6212,1993160
717,2244,1993380,6212,1993380
717,2244,1993380,6212,1993380
718,2252,1994190,6212,1994190
718,2252,1994190,6212,1994190
718,2252,1995190,6212,1995190
718,2252,1996190,6212,1996190
719,2260,2004190,6212,2004190
719,2260,2005190,6212,2005190
720,2268,2013190,6212,2013190
720,2268,2014000,6212,2014000
720,2268,2015000,6212,2015000
720,2268,2015460,6212,2015460
720,2268,2015680,6212,2015680
720,2268,2015680,6212,2015680
721,2276,2016680,6212,2016680
721,2276,2017330,6212,2017330
721,2276,2018330,6212,2018330
721,2276,2019330,6212,2019330
721,2276,2020330,6212,2020330
721,2276,2020330,6212,2020330
721,2276,2021330,6212,2021330
721,2276,2022140,6212,2022140
721,2276,2023140,6212,2023140
722,2284,2027140,6212,2027140
722,2284,2028140,6212,2028140
722,2284,2029140,6212,2029140
722,2284,2030140,6212,2030140
722,2284,2031140,6212,2031140
722,2284,2031250,6212,2031250
722,2284,2031250,6212,2031250
722,2284,2032060,6212,2032060
722,2284,2032060,6212,2032060
723,2292,2033060,6212,2033060
723,2292,2034060,6212,2034060
723,2292,2034530,6212,2034530
723,2292,2034530,6212,2034530
723,2292,2035180,6212,2035180
723,2292,2035990,6212,2035990
723,2292,2036640,6212,2036640
723,2292,2037640,6212,2037640
723,2292,2038640,6212,2038640
723,2292,2038640,6212,2038640
723,2292,2038800,6212,2038800
724,2300,2039800,6212,2039800
724,2300,2040270,6212,2040270
724,2300,2041270,6212,2041270
724,2300,2041270,6212,2041270
724,2300,2041270,6212,2041270
724,2300,2041270,6212,2041270
724,2300,2042080,6212,2042080
724,2300,2043080,6212,2043080
724,2300,2043890,6212,2043890
724,2300,2044890,6212,2044890
724,2300,2045210,6212,2045210
724,2300,2045210,6212,2045210
724,2300,2046210,6212,2046210
724,2300,2046210,6212,2046210
724,2300,2047210,6212,2047210
725,2308,2048210,6212,2048210
725,2308,2049210,6212,2049210
725,2308,2050210,6212,2050210
726,2316,2058210,6212,2058210
726,2316,2059210,6212,2059210
726,2316,2060210,6212,2060210
726,2316,2061210,6212,2061210
726,2316,2062210,6212,2062210
727,2324,2063020,6212,2063020
727,2324,2063020,6212,2063020
727,2324,2064020,6212,2064020
727,2324,2065020,6212,2065020
727,2324,2066020,6212,2066020
727,2324,2066340,6212,2066340
727,2324,2066660,6212,2066660
727,2324,2067120,6212,2067120
727,2324,2068120,6212,2068120
727,2324,2068580,6212,2068580
727,2324,2069390,6212,2069390
728,2332,2070390,6212,2070390
728,2332,2071390,6212,2071390
728,2332,2072390,6212,2072390
728,2332,2073200,6212,2073200
728,2332,2074200,6212,2074200
728,2332,2075200,6212,2075200
728,2332,2076200,6212,2076200
728,2332,2077200,6212,2077200
728,2332,2077520,6212,2077520
728,2332,2077520,6212,2077520
729,2340,2078520,6212,2078520
729,2340,2079520,6212,2079520
729,2340,2080520,6212,2080520
729,2340,2081520,6212,2081520
729,2340,2082520,6212,2082520
729,2340,2083520,6212,2083520
729,2340,2084520,6212,2084520
729,2340,2084990,6212,2084990
730,2348,2085210,6212,2085210
730,2348,2086020,6212,2086020
730,2348,2086490,6212,2086490
730,2348,2086960,6212,2086960
730,2348,2087770,6212,2087770
730,2348,2088090,6212,2088090
730,2348,2089090,6212,2089090
730,2348,2089900,6212,2089900
730,2348,2090550,6212,2090550
730,2348,2091550,6212,2091550
731,2356,2092550,6212,2092550
731,2356,2093550,6212,2093550
731,2356,2094550,6212,2094550
731,2356,2096550,6212,2096550
731,2356,2097550,6212,2097550
731,2356,2098360,6212,2098360
731,2356,2099360,6212,2099360
731,2356,2099360,6212,2099360
732,2364,2100360,6212,2100360
732,2364,2100820,6212,2100820
732,2364,2101820,6212,2101820
732,2364,2102820,6212,2102820
732,2364,2103820,6212,2103820
732,2364,2104820,6212,2104820
732,2364,2105290,6212,2105290
733,2372,2109290,6212,2109290
733,2372,2110100,6212,2110100
733,2372,2111100,6212,2111100
733,2372,2112100,6212,2112100
733,2372,2112420,6212,2112420
733,2372,2113420,6212,2113420
733,2372,2113880,6212,2113880
733,2372,2113880,6212,2113880
734,2380,2114690,6212,2114690
734,2380,2115500,6212,2115500
734,2380,2116500,6212,2116500
734,2380,2116500,6212,2116500
734,2380,2117310,6212,2117310
734,2380,2118120,6212,2118120
734,2380,2119120,6212,2119120
734,2380,2120120,6212,2120120
734,2380,2120120,6212,2120120
734,2380,2121120,6212,2121120
735,2388,2129120,6212,2129120
736,2396,2130120,6212,2130120
736,2396,2130340,6212,2130340
736,2396,2130450,6212,2130450
736,2396,2131450,6212,2131450
736,2396,2132450,6212,2132450
736,2396,2133260,6212,2133260
736,2396,2133730,6212,2133730
736,2396,2134730,6212,2134730
736,2396,2135730,6212,2135730
736,2396,2136730,6212,2136730
737,2404,2137730,6212,2137730
738,2412,2145730,6212,2145730
738,2412,2146730,6212,2146730
738,2412,2146730,6212,2146730
738,2412,2147730,6212,2147730
738,2412,2148730,6212,2148730
738,2412,2149730,6212,2149730
738,2412,2150540,6212,2150540
738,2412,2151540,6212,2151540
738,2412,2151540,6212,2151540
738,2412,2152540,6212,2152540
738,2412,2153350,6212,2153350
739,2420,2154350,6212,2154350
739,2420,2155350,6212,2155350
739,2420,2156160,6212,2156160
739,2420,2156630,6212,2156630
739,2420,2157630,6212,2157630
739,2420,2158630,6212,2158630
739,2420,2159630,6212,2159630
739,2420,2160630,6212,2160630
739,2420,2160630,6212,2160630
740,2428,2161630,6212,2161630
740,2428,2162630,6212,2162630
740,2428,2163630,6212,2163630
740,2428,2164000,6212,2164000
740,2428,2165000,6212,2165000
740,2428,2166000,6212,2166000
740,2428,2167000,6212,2167000
740,2428,2167220,6212,2167220
740,2428,2168220,6212,2168220
740,2428,2169220,6212,2169220
741,2436,2170220,6212,2170220
741,2436,2170680,6212,2170680
741,2436,2171680,6212,2171680
741,2436,2172490,6212,2172490
741,2436,2172710,6212,2172710
741,2436,2173710,6212,2173710
741,2436,2174180,6212,2174180
741,2436,2174990,6212,2174990
741,2436,2175540,6212,2175540
741,2436,2176540,6212,2176540
741,2436,2176540,6212,2176540
742,2444,2177350,6212,2177350
742,2444,2177350,6212,2177350
742,2444,2178350,6212,2178350
742,2444,2178670,6212,2178670
742,2444,2179480,6212,2179480
742,2444,2179950,6212,2179950
742,2444,2180950,6212,2180950
742,2444,2181950,6212,2181950
742,2444,2181950,6212,2181950
742,2444,2182950,6212,2182950
742,2444,2183950,6212,2183950
742,2444,2184420,6212,2184420
743,2452,2185230,6212,2185230
743,2452,2186230,6212,2186230
743,2452,2186550,6212,2186550
743,2452,2187360,6212,2187360
743,2452,2188360,6212,2188360
743,2452,2189360,6212,2189360
743,2452,2189360,6212,2189360
743,2452,2190360,6212,2190360
743,2452,2190680,6212,2190680
743,2452,2191680,6212,2191680
744,2460,2192680,6212,2192680
744,2460,2193680,6212,2193680
744,2460,2194680,6212,2194680
744,2460,2195490,6212,2195490
744,2460,2196490,6212,2196490
744,2460,2196490,6212,2196490
745,2468,2197490,6212,2197490
745,2468,2197960,6212,2197960
745,2468,2198430,6212,2198430
745,2468,2199430,6212,2199430
745,2468,2199900,6212,2199900
745,2468,2200900,6212,2200900
745,2468,2201900,6212,2201900
745,2468,2202370,6212,2202370
745,2468,2202690,6212,2202690
745,2468,2203160,6212,2203160
746,2476,2203390,6212,2203390
746,2476,2204200,6212,2204200
747,2484,2204670,6212,2204670
747,2484,2205670,6212,2205670
747,2484,2206670,6212,2206670
747,2484,2207480,6212,2207480
747,2484,2208480,6212,2208480
747,2484,2209290,6212,2209290
747,2484,2210290,6212,2210290
747,2484,2211290,6212,2211290
747,2484,2211750,6212,2211750
747,2484,2212220,6212,2212220
747,2484,2212540,6212,2212540
747,2484,2213350,6212,2213350
747,2484,2213350,6212,2213350
747,2484,2213350,6212,2213350
747,2484,2214160,6212,2214160
747,2484,2215160,6212,2215160
747,2484,2216160,6212,2216160
747,2484,2216160,6212,2216160
747,2484,2216810,6212,2216810
747,2484,2217810,6212,2217810
747,2484,2218810,6212,2218810
748,2492,2219810,6212,2219810
748,2492,2219810,6212,2219810
748,2492,2219810,6212,2219810
748,2492,2219810,6212,2219810
748,2492,2220810,6212,2220810
748,2492,2221810,6212,2221810
748,2492,2222620,6212,2222620
748,2492,2223620,6212,2223620
748,2492,2223940,6212,2223940
748,2492,2224940,6212,2224940
748,2492,2225940,6212,2225940
749,2500,2226940,6212,2226940
749,2500,2227940,6212,2227940
749,2500,2228750,6212,2228750
749,2500,2228980,6212,2228980
749,2500,2229980,6212,2229980
749,2500,2230980,6212,2230980
749,2500,2231790,6212,2231790
749,2500,2232790,6212,2232790
749,2500,2233260,6212,2233260
749,2500,2234070,6212,2234070
750,2508,2242070,6212,2242070
751,2516,2242300,6212,2242300
751,2516,2243300,6212,2243300
751,2516,2243570,6212,2243570
751,2516,2244570,6212,2244570
751,2516,2245570,6212,2245570
751,2516,2246040,6212,2246040
751,2516,2246040,6212,2246040
751,2516,2246360,6212,2246360
751,2516,2246680,6212,2246680
751,2516,2246910,6212,2246910
751,2516,2247910,6212,2247910
751,2516,2247910,6212,2247910
751,2516,2248380,6212,2248380
751,2516,2248380,6212,2248380
752,2524,2248970,6212,2248970
752,2524,2249970,6212,2249970
752,2524,2253970,6212,2253970
752,2524,2254780,6212,2254780
752,2524,2255780,6212,2255780
752,2524,2256000,6212,2256000
753,2532,2256650,6212,2256650
753,2532,2257650,6212,2257650
753,2532,2258460,6212,2258460
753,2532,2258920,6212,2258920
753,2532,2259080,6212,2259080
753,2532,2259890,6212,2259890
753,2532,2260360,6212,2260360
753,2532,2260680,6212,2260680
753,2532,2261150,6212,2261150
753,2532,2261960,6212,2261960
753,2532,2262550,6212,2262550
753,2532,2262780,6212,2262780
754,2540,2263590,6212,2263590
754,2540,2264060,6212,2264060
754,2540,2265060,6212,2265060
754,2540,2266060,6212,2266060
754,2540,2266870,6212,2266870
754,2540,2267870,6212,2267870
754,2540,2268680,6212,2268680
754,2540,2268680,6212,2268680
754,2540,2269490,6212,2269490
754,2540,2270490,6212,2270490
755,2548,2271490,6212,2271490
755,2548,2271860,6212,2271860
755,2548,2272860,6212,2272860
755,2548,2272860,6212,2272860
755,2548,2273670,6212,2273670
755,2548,2274140,6212,2274140
755,2548,2274250,6212,2274250
755,2548,2275250,6212,2275250
755,2548,2276250,6212,2276250
755,2548,2277250,6212,2277250
755,2548,2278250,6212,2278250
755,2548,2278250,6212,2278250
756,2556,2279250,6212,2279250
756,2556,2279480,6212,2279480
756,2556,2279700,6212,2279700
756,2556,2280510,6212,2280510
756,2556,2281510,6212,2281510
756,2556,2282510,6212,2282510
756,2556,2283510,6212,2283510
756,2556,2283510,6212,2283510
756,2556,2284510,6212,2284510
756,2556,2285510,6212,2285510
757,2564,2286510,6212,2286510
757,2564,2287510,6212,2287510
757,2564,2288510,6212,2288510
757,2564,2288510,6212,2288510
757,2564,2288510,6212,2288510
757,2564,2289510,6212,2289510
757,2564,2289510,6212,2289510
757,2564,2289730,6212,2289730
758,2572,2290200,6212,2290200
758,2572,2291200,6212,2291200
758,2572,2292200,6212,2292200
758,2572,2293200,6212,2293200
758,2572,2294010,6212,2294010
758,2572,2295010,6212,2295010
758,2572,2296010,6212,2296010
758,2572,2296470,6212,2296470
758,2572,2296930,6212,2296930
759,2580,2297930,6212,2297930
759,2580,2298740,6212,2298740
759,2580,2299740,6212,2299740
759,2580,2300740,6212,2300740
759,2580,2301550,6212,2301550
759,2580,2302360,6212,2302360
759,2580,2303360,6212,2303360
759,2580,2303360,6212,2303360
759,2580,2304360,6212,2304360
759,2580,2304830,6212,2304830
759,2580,2305290,6212,2305290
760,2588,2305760,6212,2305760
760,2588,2305760,6212,2305760
760,2588,2306570,6212,2306570
760,2588,2307570,6212,2307570
760,2588,2308380,6212,2308380
760,2588,2308850,6212,2308850
760,2588,2309850,6212,2309850
760,2588,2310850,6212,2310850
760,2588,2311660,6212,2311660
760,2588,2312470,6212,2312470
761,2596,2312940,6212,2312940
761,2596,2313260,6212,2313260
761,2596,2314070,6212,2314070
761,2596,2314540,6212,2314540
761,2596,2315540,6212,2315540
761,2596,2316010,6212,2316010
761,2596,2316010,6212,2316010
761,2596,2317010,6212,2317010
761,2596,2317480,6212,2317480
761,2596,2318480,6212,2318480
761,2596,2318950,6212,2318950
762,2604,2319950,6212,2319950
762,2604,2320420,6212,2320420
762,2604,2321420,6212,2321420
762,2604,2322420,6212,2322420
762,2604,2323420,6212,2323420
762,2604,2323420,6212,2323420
762,2604,2323580,6212,2323580
762,2604,2323900,6212,2323900
762,2604,2324710,6212,2324710
762,2604,2325180,6212,2325180
762,2604,2325180,6212,2325180
763,2612,2326180,6212,2326180
763,2612,2327180,6212,2327180
763,2612,2328180,6212,2328180
763,2612,2328650,6212,2328650
763,2612,2329650,6212,2329650
763,2612,2330120,6212,2330120
763,2612,2331120,6212,2331120
763,2612,2332120,6212,2332120
763,2612,2333120,6212,2333120
763,2612,2333930,6212,2333930
763,2612,2333930,6212,2333930
764,2620,2334930,6212,2334930
764,2620,2335930,6212,2335930
764,2620,2336930,6212,2336930
764,2620,2337740,6212,2337740
764,2620,2338330,6212,2338330
764,2620,2339330,6212,2339330
764,2620,2340330,6212,2340330
764,2620,2341140,6212,2341140
764,2620,2341140,6212,2341140
765,2628,2342140,6212,2342140
765,2628,2343140,6212,2343140
765,2628,2343460,6212,2343460
765,2628,2343460,6212,2343460
765,2628,2344270,6212,2344270
765,2628,2344270,6212,2344270
765,2628,2345080,6212,2345080
765,2628,2345400,6212,2345400
765,2628,2346400,6212,2346400
765,2628,2347050,6212,2347050
765,2628,2348050,6212,2348050
765,2628,2348520,6212,2348520
765,2628,2348520,6212,2348520
766,2636,2349520,6212,2349520
766,2636,2349680,6212,2349680
766,2636,2350680,6212,2350680
766,2636,2351150,6212,2351150
766,2636,2351960,6212,2351960
766,2636,2351960,6212,2351960
766,2636,2352960,6212,2352960
766,2636,2353960,6212,2353960
766,2636,2354960,6212,2354960
766,2636,2355960,6212,2355960
767,2644,2356770,6212,2356770
767,2644,2357230,6212,2357230
767,2644,2358230,6212,2358230
767,2644,2359040,6212,2359040
767,2644,2359040,6212,2359040
767,2644,2359040,6212,2359040
767,2644,2359360,6212,2359360
767,2644,2360360,6212,2360360
767,2644,2361360,6212,2361360
767,2644,2362360,6212,2362360
767,2644,2362360,6212,2362360
767,2644,2363360,6212,2363360
767,2644,2364360,6212,2364360
768,2652,2365360,6212,2365360
768,2652,2366360,6212,2366360
768,2652,2366820,6212,2366820
769,2660,2370820,6212,2370820
769,2660,2371290,6212,2371290
769,2660,2372290,6212,2372290
769,2660,2373290,6212,2373290
770,2668,2381290,6212,2381290
770,2668,2382290,6212,2382290
770,2668,2382290,6212,2382290
770,2668,2383290,6212,2383290
771,2676,2384290,6212,2384290
771,2676,2385290,6212,2385290
771,2676,2386290,6212,2386290
771,2676,2387290,6212,2387290
771,2676,2387760,6212,2387760
771,2676,2388760,6212,2388760
771,2676,2389570,6212,2389570
771,2676,2390570,6212,2390570
772,2684,2391570,6212,2391570
772,2684,2392570,6212,2392570
772,2684,2393380,6212,2393380
772,2684,2394380,6212,2394380
772,2684,2395380,6212,2395380
772,2684,2396380,6212,2396380
772,2684,2396850,6212,2396850
772,2684,2397660,6212,2397660
773,2692,2405660,6212,2405660
774,2700,2406660,6212,2406660
774,2700,2407310,6212,2407310
774,2700,2407310,6212,2407310
774,2700,2408120,6212,2408120
774,2700,2409120,6212,2409120
774,2700,2409590,6212,2409590
774,2700,2409590,6212,2409590
774,2700,2410590,6212,2410590
774,2700,2411400,6212,2411400
775,2708,2413400,6212,2413400
775,2708,2414210,6212,2414210
775,2708,2415210,6212,2415210
775,2708,2416020,6212,2416020
775,2708,2416830,6212,2416830
775,2708,2417300,6212,2417300
775,2708,2418300,6212,2418300
775,2708,2419300,6212,2419300
775,2708,2419300,6212,2419300
775,2708,2419300,6212,2419300
775,2708,2420110,6212,2420110
776,2716,2421110,6212,2421110
776,2716,2421110,6212,2421110
776,2716,2421580,6212,2421580
776,2716,2422580,6212,2422580
776,2716,2422580,6212,2422580
776,2716,2422900,6212,2422900
776,2716,2423900,6212,2423900
776,2716,2424370,6212,2424370
776,2716,2424370,6212,2424370
776,2716,2425370,6212,2425370
776,2716,2426370,6212,2426370
776,2716,2427370,6212,2427370
776,2716,2428180,6212,2428180
777,2724,2429180,6212,2429180
777,2724,2429770,6212,2429770
777,2724,2430580,6212,2430580
777,2724,2431580,6212,2431580
777,2724,2432390,6212,2432390
777,2724,2432860,6212,2432860
777,2724,2432860,6212,2432860
777,2724,2433860,6212,2433860
777,2724,2434860,6212,2434860
777,2724,2435860,6212,2435860
777,2724,2436860,6212,2436860
778,2732,2437670,6212,2437670
778,2732,2438670,6212,2438670
778,2732,2439480,6212,2439480
778,2732,2439950,6212,2439950
778,2732,2440420,6212,2440420
778,2732,2441420,6212,2441420
778,2732,2441420,6212,2441420
778,2732,2442230,6212,2442230
778,2732,2442700,6212,2442700
778,2732,2443700,6212,2443700
779,2740,2445700,6212,2445700
779,2740,2446510,6212,2446510
779,2740,2446830,6212,2446830
779,2740,2447830,6212,2447830
779,2740,2448830,6212,2448830
779,2740,2449830,6212,2449830
779,2740,2450640,6212,2450640
779,2740,2451640,6212,2451640
779,2740,2451640,6212,2451640
