ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e32b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e32b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_ratio,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e32b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_q124,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e32b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e32b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_ratio
870575.11,14.02,0.67,344694.92,5.55
869962.52,14.01,0.67,343969.33,5.54
871170.26,14.03,0.68,344822.79,5.55
871483.37,14.04,0.69,344609.88,5.55
870970.31,14.03,0.69,344051.75,5.54
871127.0,14.03,0.69,344899.49,5.56
870703.12,14.03,0.69,344362.6,5.55
871534.73,14.04,0.7,344668.05,5.55
871847.85,14.05,0.71,344467.01,5.55
875253.96,14.11,0.76,347396.69,5.6
876864.02,14.13,0.79,348435.65,5.62
876852.46,14.13,0.79,348379.16,5.61
878101.9,14.15,0.81,348461.11,5.62
877588.84,14.15,0.8,347891.11,5.61
877920.65,14.16,0.81,347676.96,5.61
877732.98,14.15,0.81,347272.47,5.6
881139.1,14.21,0.87,350202.15,5.65
882749.15,14.23,0.89,351241.11,5.66
882772.82,14.24,0.89,351020.7,5.66
882241.06,14.23,0.89,350463.81,5.65
881628.48,14.22,0.88,349738.22,5.64
881015.89,14.21,0.87,349012.63,5.63
880933.31,14.21,0.87,348817.04,5.63
880850.72,14.21,0.87,348621.45,5.63
880238.13,14.21,0.86,348032.24,5.62
880848.19,14.22,0.88,348071.2,5.62
881189.87,14.22,0.88,348913.78,5.63
881502.98,14.23,0.89,348712.74,5.63
881816.1,14.24,0.9,348499.83,5.63
882129.21,14.25,0.9,348298.79,5.62
882739.27,14.26,0.91,348337.75,5.63
882130.43,14.25,0.91,347699.89,5.62
881617.38,14.24,0.9,347129.9,5.61
881915.33,14.25,0.91,346856.75,5.6
881321.45,14.25,0.91,346712.88,5.61
881619.4,14.26,0.91,346439.73,5.6
883089.2,14.28,0.94,347720.3,5.62
883920.81,14.3,0.95,348025.75,5.63
884752.43,14.31,0.97,348331.21,5.64
884669.84,14.31,0.97,348135.62,5.63
884967.79,14.32,0.98,347862.48,5.63
884819.9,14.32,0.97,347714.58,5.63
885481.77,14.33,0.99,347799.36,5.63
885794.89,14.34,0.99,347586.45,5.63
885182.3,14.33,0.99,346860.86,5.62
885182.3,14.33,0.99,346860.86,5.62
884669.24,14.32,0.98,346302.73,5.61
884982.36,14.33,0.99,346089.82,5.6
884899.77,14.33,0.99,345894.23,5.6
886851.25,14.36,1.02,346868.37,5.62
887461.31,14.37,1.03,346907.33,5.62
887759.26,14.38,1.04,346634.19,5.62
888369.32,14.39,1.05,346673.15,5.62
888667.27,14.4,1.06,346400.0,5.61
888519.38,14.4,1.06,346252.11,5.61
889727.11,14.42,1.08,347105.57,5.63
889214.05,14.41,1.07,346535.57,5.62
888088.96,14.41,1.07,346251.34,5.62
887401.07,14.4,1.06,345563.44,5.61
887714.18,14.41,1.07,345362.4,5.61
888545.79,14.43,1.08,345667.86,5.61
888858.91,14.43,1.09,345466.82,5.61
888347.1,14.43,1.08,344961.0,5.6
887644.04,14.42,1.08,344212.87,5.59
887130.98,14.41,1.07,343654.74,5.58
887444.1,14.42,1.08,343453.7,5.58
887444.1,14.42,1.08,343453.7,5.58
888913.9,14.45,1.1,344734.27,5.6
888416.0,14.44,1.1,344236.38,5.6
888729.12,14.45,1.1,344035.34,5.59
888717.56,14.45,1.1,343978.85,5.59
888029.67,14.44,1.1,343290.95,5.58
888186.35,14.44,1.1,344138.69,5.6
888014.8,14.44,1.1,343922.19,5.59
887831.74,14.44,1.1,343682.19,5.59
887749.15,14.44,1.1,343486.61,5.59
888411.03,14.45,1.11,343571.38,5.59
887343.55,14.45,1.11,343353.6,5.59
887953.61,14.47,1.12,343392.57,5.59
888563.67,14.48,1.14,343431.53,5.6
889813.1,14.5,1.16,343513.47,5.6
890117.93,14.51,1.16,343545.21,5.6
890431.04,14.51,1.17,343332.3,5.6
889917.99,14.51,1.16,342762.3,5.59
890125.53,14.51,1.17,342919.27,5.59
890438.65,14.52,1.18,342718.23,5.59
889844.76,14.52,1.18,342574.35,5.59
890454.82,14.53,1.19,342613.31,5.59
889941.76,14.53,1.18,342043.32,5.58
890254.88,14.53,1.19,341842.28,5.58
890067.2,14.53,1.19,341437.78,5.57
891274.94,14.55,1.21,342291.24,5.59
891606.76,14.56,1.22,342051.96,5.59
892438.37,14.57,1.23,342357.41,5.59
892438.37,14.57,1.23,342357.41,5.59
893238.33,14.59,1.24,342491.99,5.59
893226.78,14.59,1.24,342435.5,5.59
893539.89,14.6,1.25,342222.59,5.59
893853.01,14.6,1.26,342021.55,5.59
894684.62,14.62,1.27,342327.0,5.59
895516.24,14.63,1.29,342632.46,5.6
895516.24,14.63,1.29,342632.46,5.6
895829.35,14.64,1.3,342419.55,5.6
895126.3,14.63,1.29,341659.55,5.58
895146.39,14.63,1.29,341773.93,5.59
895756.45,14.64,1.3,341812.89,5.59
895914.47,14.65,1.3,341919.86,5.59
895914.47,14.65,1.3,341919.86,5.59
895402.65,14.64,1.3,341414.05,5.58
895320.07,14.64,1.3,341218.46,5.58
896151.68,14.66,1.31,341523.91,5.59
895638.62,14.65,1.31,340965.78,5.58
895936.58,14.66,1.31,340692.64,5.57
895423.52,14.65,1.31,340122.64,5.56
894720.46,14.64,1.3,339362.64,5.55
894188.7,14.63,1.29,338830.88,5.55
895396.44,14.65,1.31,339684.34,5.56
895143.38,14.65,1.31,339386.21,5.56
895475.19,14.66,1.32,339146.93,5.55
895631.88,14.66,1.32,339994.67,5.57
897881.31,14.7,1.36,341076.61,5.58
899089.04,14.72,1.38,341930.07,5.6
899402.16,14.73,1.39,341729.03,5.6
900871.96,14.76,1.41,343009.6,5.62
900618.9,14.75,1.41,342699.6,5.61
899915.84,14.74,1.4,341951.47,5.6
899915.84,14.74,1.4,341951.47,5.6
899227.95,14.73,1.39,341263.58,5.59
899541.07,14.74,1.4,341062.54,5.59
900151.12,14.75,1.41,341101.5,5.59
900464.24,14.76,1.42,340900.46,5.59
900762.19,14.77,1.43,340627.32,5.59
900918.88,14.77,1.43,341475.05,5.6
900387.12,14.77,1.42,340943.29,5.59
901234.22,14.78,1.44,340622.91,5.59
902127.19,14.8,1.46,341515.88,5.6
902789.06,14.81,1.47,341600.65,5.6
903102.18,14.82,1.48,341387.74,5.6
903415.29,14.83,1.48,341186.7,5.6
903415.29,14.83,1.48,341186.7,5.6
904025.35,14.84,1.5,341225.67,5.6
904338.47,14.85,1.5,341012.76,5.6
905948.52,14.87,1.53,342051.72,5.62
909354.64,14.93,1.59,344981.4,5.66
909562.19,14.93,1.59,345138.37,5.67
909049.13,14.93,1.58,344568.37,5.66
909880.74,14.94,1.6,344873.82,5.66
910193.86,14.95,1.61,344660.91,5.66
910803.92,14.96,1.62,344699.88,5.66
911117.03,14.97,1.63,344498.84,5.66
910820.09,14.97,1.63,344364.08,5.66
911133.21,14.98,1.63,344151.17,5.66
911743.26,14.99,1.65,344190.13,5.66
911149.38,14.99,1.65,343850.54,5.66
911066.79,14.99,1.65,343654.95,5.65
910984.21,14.99,1.65,343459.36,5.65
912454.01,15.02,1.67,344739.93,5.67
915860.13,15.07,1.73,347669.6,5.72
914792.65,15.07,1.73,347461.87,5.73
914089.59,15.06,1.72,346701.87,5.71
914402.71,15.07,1.73,346500.83,5.71
915012.77,15.09,1.74,346539.79,5.71
914309.71,15.08,1.73,345779.79,5.7
914622.82,15.08,1.74,345578.75,5.7
914198.94,15.08,1.74,345041.87,5.69
914512.06,15.09,1.74,344828.96,5.69
914843.88,15.09,1.75,344589.68,5.69
914685.17,15.09,1.75,344430.97,5.68
914447.28,15.09,1.75,344193.08,5.68
913744.22,15.08,1.74,343444.95,5.67
914042.17,15.09,1.74,343171.81,5.66
914373.99,15.1,1.75,342932.53,5.66
914984.05,15.11,1.76,342971.49,5.66
915315.86,15.12,1.77,342732.21,5.66
915628.98,15.12,1.78,342531.17,5.66
915942.1,15.13,1.79,342330.13,5.66
919348.21,15.19,1.84,345259.81,5.7
919661.33,15.2,1.85,345058.77,5.7
918958.27,15.19,1.84,344298.77,5.69
918445.21,15.18,1.84,343740.64,5.68
918743.17,15.19,1.84,343467.5,5.68
919056.28,15.2,1.85,343266.46,5.68
918973.7,15.19,1.85,343207.25,5.67
919805.31,15.21,1.87,343512.71,5.68
920118.43,15.22,1.87,343311.67,5.68
919050.95,15.22,1.88,343093.89,5.68
919661.01,15.23,1.89,343132.85,5.68
918957.95,15.22,1.88,342384.72,5.67
919271.07,15.23,1.89,342171.81,5.67
919349.51,15.23,1.89,342205.32,5.67
918837.7,15.23,1.88,341699.5,5.66
919150.81,15.23,1.89,341486.59,5.66
919150.81,15.23,1.89,341486.59,5.66
919463.93,15.24,1.9,341273.68,5.66
919463.93,15.24,1.9,341273.68,5.66
919777.05,15.25,1.91,341060.77,5.65
920090.16,15.26,1.91,340859.73,5.65
919387.1,15.25,1.9,340099.74,5.64
919700.22,15.26,1.91,339898.7,5.64
920041.89,15.26,1.92,340741.27,5.65
920355.01,15.27,1.93,340540.23,5.65
920668.12,15.28,1.93,340327.32,5.65
920155.07,15.27,1.93,339769.2,5.64
920155.07,15.27,1.93,339769.2,5.64
920486.88,15.28,1.94,339529.92,5.64
921096.94,15.29,1.95,339568.88,5.64
921410.06,15.3,1.96,339355.97,5.63
921327.47,15.3,1.96,339296.76,5.63
921327.47,15.3,1.96,339296.76,5.63
921937.53,15.31,1.97,339335.72,5.64
920870.06,15.31,1.97,339117.94,5.64
922339.86,15.34,2.0,340398.51,5.66
922671.67,15.35,2.01,340184.37,5.66
922158.62,15.34,2.0,339614.37,5.65
925564.73,15.4,2.06,342544.05,5.7
925939.88,15.41,2.06,342810.81,5.7
926549.94,15.42,2.08,342849.77,5.71
926863.05,15.43,2.08,342648.73,5.7
927176.17,15.43,2.09,342435.82,5.7
927489.28,15.44,2.1,342234.78,5.7
927330.58,15.44,2.1,342076.08,5.7
926627.52,15.43,2.09,341316.08,5.68
926439.85,15.43,2.09,341128.4,5.68
927049.91,15.44,2.1,341167.36,5.68
925982.43,15.45,2.1,340949.59,5.69
926295.55,15.45,2.11,340748.55,5.68
929701.66,15.51,2.17,343678.23,5.73
930014.78,15.52,2.17,343477.19,5.73
929501.72,15.51,2.17,342919.06,5.72
928969.96,15.5,2.16,342387.3,5.71
932376.08,15.56,2.22,345316.98,5.76
932707.89,15.57,2.23,345102.83,5.76
932020.0,15.56,2.22,344414.94,5.75
932020.0,15.56,2.22,344414.94,5.75
931766.94,15.56,2.21,344104.94,5.75
931618.47,15.56,2.21,344073.52,5.75
931470.0,15.56,2.21,343970.18,5.75
930748.24,15.55,2.21,343248.42,5.73
933812.68,15.6,2.26,345335.53,5.77
933664.21,15.6,2.26,345288.31,5.77
932942.45,15.59,2.25,344566.55,5.76
932793.98,15.59,2.25,344479.01,5.76
932090.92,15.58,2.24,343719.01,5.75
931942.45,15.58,2.24,343687.59,5.75
931793.98,15.58,2.24,343584.25,5.75
931646.09,15.58,2.24,343436.36,5.74
931497.62,15.58,2.24,343404.94,5.74
931497.62,15.58,2.24,343404.94,5.74
931415.03,15.58,2.24,343209.35,5.74
931415.03,15.58,2.24,343209.35,5.74
930901.97,15.57,2.23,342639.35,5.73
930901.97,15.57,2.23,342639.35,5.73
931277.12,15.58,2.24,342968.89,5.74
931194.54,15.58,2.24,342773.3,5.74
930491.48,15.57,2.23,342013.3,5.72
930491.48,15.57,2.23,342013.3,5.72
930304.07,15.57,2.23,341912.6,5.72
929791.01,15.56,2.22,341342.6,5.71
929087.95,15.55,2.21,340594.47,5.7
929266.35,15.56,2.21,340495.97,5.7
929139.11,15.56,2.22,341241.62,5.71
928526.52,15.55,2.21,340516.03,5.7
929117.99,15.56,2.22,340754.62,5.71
929117.99,15.56,2.22,340754.62,5.71
928969.52,15.56,2.22,340707.4,5.71
929254.88,15.57,2.23,340982.97,5.71
929280.86,15.57,2.23,341100.0,5.71
929383.19,15.57,2.23,341242.53,5.72
929234.72,15.57,2.23,341165.82,5.72
929520.08,15.58,2.23,341470.88,5.72
929371.61,15.58,2.23,341351.16,5.72
928858.55,15.57,2.23,340793.03,5.71
928710.08,15.57,2.23,340777.99,5.71
928710.08,15.57,2.23,340777.99,5.71
928736.07,15.57,2.23,340895.04,5.72
928587.6,15.57,2.23,340863.62,5.72
927884.54,15.56,2.22,340115.49,5.7
927736.07,15.56,2.22,340012.15,5.7
927736.07,15.56,2.22,340022.92,5.7
928053.27,15.57,2.23,339892.46,5.7
929350.29,15.59,2.25,342765.3,5.75
929097.24,15.59,2.24,342467.17,5.75
928029.76,15.59,2.25,342249.39,5.75
927779.94,15.59,2.24,341979.25,5.75
927631.47,15.59,2.24,341947.83,5.75
927833.86,15.59,2.25,341465.75,5.74
927685.39,15.59,2.25,341362.41,5.74
927285.57,15.59,2.24,340942.26,5.73
926772.51,15.58,2.24,340372.26,5.72
926624.04,15.58,2.24,340340.84,5.72
927263.55,15.59,2.25,340780.18,5.73
926874.71,15.59,2.24,340362.32,5.72
926361.65,15.58,2.24,339792.32,5.71
926540.05,15.59,2.24,339969.15,5.72
925836.99,15.58,2.23,339209.15,5.71
925764.41,15.58,2.23,339023.56,5.7
925615.94,15.58,2.23,338992.14,5.7
926092.25,15.59,2.24,339181.26,5.71
926270.65,15.59,2.25,339358.08,5.71
926122.18,15.59,2.25,339238.36,5.71
926407.54,15.6,2.25,339661.22,5.72
926219.87,15.59,2.25,339256.73,5.71
926398.27,15.6,2.26,339158.23,5.71
926102.06,15.6,2.25,338866.06,5.71
926102.06,15.6,2.25,338866.06,5.71
925728.22,15.59,2.25,338488.15,5.7
925579.75,15.59,2.25,338368.51,5.7
925533.0,15.59,2.25,338949.96,5.71
925471.52,15.59,2.25,338751.37,5.71
925649.91,15.6,2.25,338652.87,5.71
925501.44,15.6,2.25,338533.23,5.71
925442.94,15.6,2.26,339100.47,5.72
924739.88,15.59,2.25,338352.34,5.7
924584.36,15.59,2.24,338211.94,5.7
924369.05,15.59,2.24,337873.25,5.7
924220.58,15.59,2.24,337753.53,5.7
924072.11,15.59,2.24,337738.49,5.7
924072.11,15.59,2.24,337738.49,5.7
923923.64,15.59,2.24,337619.47,5.7
923775.17,15.59,2.24,337603.73,5.7
923465.11,15.58,2.24,337289.82,5.69
923316.64,15.58,2.24,337170.1,5.69
922784.89,15.58,2.23,336638.34,5.68
922636.41,15.58,2.23,336623.3,5.68
922793.1,15.58,2.24,337471.04,5.7
922699.59,15.58,2.24,337421.33,5.7
924479.02,15.61,2.27,338033.28,5.71
924330.55,15.61,2.27,337986.06,5.71
923142.78,15.61,2.27,337551.64,5.71
923321.18,15.62,2.27,337785.78,5.71
923499.58,15.62,2.28,337687.28,5.71
923372.33,15.62,2.28,337592.57,5.71
923666.75,15.63,2.29,338501.17,5.73
923845.15,15.64,2.29,338402.68,5.73
923696.68,15.64,2.29,338440.66,5.73
923275.98,15.63,2.29,337894.89,5.72
922977.22,15.63,2.28,337605.66,5.72
922828.75,15.63,2.28,337486.02,5.71
922828.75,15.63,2.28,337486.02,5.71
922782.0,15.63,2.28,338067.47,5.73
922720.51,15.63,2.29,337868.88,5.72
922572.04,15.63,2.29,337749.16,5.72
922058.98,15.62,2.28,337191.03,5.71
921337.22,15.61,2.27,336444.14,5.7
920824.17,15.61,2.26,335874.14,5.69
921109.53,15.61,2.27,336296.02,5.7
920596.47,15.61,2.26,335737.89,5.69
920448.0,15.61,2.26,335690.68,5.69
920299.53,15.61,2.26,335603.13,5.69
920151.06,15.61,2.26,335555.92,5.69
920002.58,15.61,2.26,335468.37,5.69
919854.11,15.61,2.26,335421.16,5.69
919705.64,15.61,2.26,335333.62,5.69
919002.58,15.6,2.25,334573.62,5.68
918854.11,15.6,2.25,334542.2,5.68
918647.24,15.6,2.25,334346.79,5.68
918498.77,15.6,2.25,334243.45,5.68
918498.77,15.6,2.25,334243.45,5.68
918498.77,15.6,2.25,334243.45,5.68
918498.77,15.6,2.25,334243.45,5.68
918489.8,15.6,2.25,334268.94,5.68
917976.74,15.59,2.25,333698.94,5.67
919391.83,15.62,2.27,334603.13,5.68
918878.77,15.61,2.27,334033.13,5.68
918762.14,15.61,2.27,334078.88,5.68
918040.38,15.6,2.26,333331.99,5.67
918777.94,15.62,2.27,333492.27,5.67
918414.11,15.61,2.27,333125.35,5.66
918414.11,15.61,2.27,333125.35,5.66
918402.55,15.61,2.27,333068.86,5.66
918254.08,15.61,2.27,332943.51,5.66
917972.52,15.61,2.27,332617.01,5.66
917571.29,15.61,2.26,331979.15,5.65
917422.82,15.61,2.26,331868.28,5.65
917798.15,15.61,2.27,332601.08,5.66
917655.88,15.61,2.27,332294.92,5.65
917646.91,15.62,2.27,332320.4,5.66
916955.35,15.61,2.26,331583.91,5.64
916263.8,15.6,2.25,330847.42,5.63
915666.12,15.59,2.25,330032.92,5.62
916487.33,15.61,2.26,330343.23,5.63
916487.33,15.61,2.26,330343.23,5.63
916338.86,15.61,2.26,330230.82,5.62
916190.38,15.61,2.26,330215.08,5.63
915788.68,15.6,2.26,329577.22,5.62
915566.48,15.6,2.26,329441.35,5.61
915407.78,15.6,2.25,329282.45,5.61
915291.15,15.6,2.25,329328.2,5.61
916028.7,15.61,2.27,329488.48,5.62
915028.7,15.6,2.26,328488.48,5.6
914805.34,15.6,2.25,328268.01,5.6
914805.34,15.6,2.25,328317.85,5.6
915180.49,15.6,2.26,328584.61,5.6
915032.02,15.6,2.26,328700.67,5.6
914340.47,15.59,2.25,327964.17,5.59
914192.0,15.59,2.25,327851.76,5.59
914183.02,15.6,2.25,327877.25,5.59
914307.05,15.6,2.26,327968.75,5.6
913713.17,15.6,2.26,327629.16,5.59
914534.37,15.62,2.27,327939.47,5.6
914385.9,15.62,2.27,327923.73,5.6
914701.09,15.62,2.28,328177.38,5.61
914513.42,15.62,2.28,327772.88,5.6
914830.62,15.63,2.29,328016.59,5.6
915594.16,15.64,2.3,328340.14,5.61
915585.18,15.65,2.3,328365.62,5.61
916406.39,15.66,2.32,328675.93,5.62
916289.76,15.66,2.32,328721.68,5.62
915992.89,15.66,2.32,328421.67,5.61
917515.63,15.69,2.35,329305.6,5.63
917114.4,15.68,2.34,328667.74,5.62
917411.1,15.69,2.35,328914.71,5.63
917262.62,15.69,2.35,328802.85,5.62
917302.86,15.69,2.35,328971.72,5.63
917688.23,15.7,2.36,329394.14,5.64
917373.18,15.7,2.35,329063.73,5.63
916574.34,15.69,2.34,328235.87,5.62
916574.34,15.69,2.34,328235.87,5.62
916168.23,15.68,2.34,327829.75,5.61
916346.63,15.69,2.34,327868.7,5.61
916631.99,15.69,2.35,328304.51,5.62
916231.61,15.69,2.34,327666.65,5.61
916231.61,15.69,2.34,327666.65,5.61
916083.14,15.69,2.34,327640.11,5.61
915934.67,15.69,2.34,327538.5,5.61
915786.2,15.69,2.34,327426.64,5.61
915637.72,15.69,2.34,327410.35,5.61
915637.72,15.69,2.34,327410.35,5.61
915489.25,15.69,2.35,327297.24,5.61
915115.42,15.68,2.34,327074.25,5.61
914966.95,15.68,2.34,327059.21,5.61
915007.18,15.69,2.34,327099.33,5.61
915007.18,15.69,2.34,327099.33,5.61
914858.71,15.69,2.34,327072.8,5.61
914898.94,15.69,2.35,327156.33,5.61
914898.94,15.69,2.35,327156.33,5.61
914750.47,15.69,2.35,327043.22,5.61
914602.0,15.69,2.35,327028.19,5.61
914453.53,15.69,2.35,327001.65,5.61
914305.06,15.69,2.35,326900.04,5.61
914590.42,15.7,2.35,326987.33,5.61
914441.95,15.7,2.35,327135.0,5.62
914068.12,15.69,2.35,326831.89,5.61
913919.65,15.69,2.35,326834.58,5.61
913919.65,15.69,2.35,326834.58,5.61
913622.78,15.69,2.34,326544.68,5.61
913474.31,15.69,2.34,326413.85,5.61
913325.84,15.69,2.34,326387.31,5.61
913177.36,15.69,2.34,326285.7,5.61
912771.25,15.68,2.34,325879.58,5.6
912811.48,15.69,2.34,325919.71,5.6
913096.84,15.69,2.35,326006.99,5.6
912948.37,15.69,2.35,326224.87,5.61
912574.54,15.69,2.34,325851.56,5.6
912426.07,15.69,2.34,325779.11,5.6
912277.6,15.69,2.34,325723.41,5.6
912129.13,15.69,2.34,325610.48,5.6
911980.65,15.69,2.34,325595.27,5.6
911832.18,15.69,2.34,325482.34,5.6
912117.54,15.69,2.35,325900.44,5.61
911753.71,15.69,2.35,325537.12,5.6
911605.24,15.69,2.35,325424.01,5.6
911456.77,15.69,2.35,325408.98,5.6
911050.65,15.69,2.34,325002.86,5.6
910902.18,15.69,2.34,324889.75,5.59
911187.54,15.69,2.35,325308.03,5.6
911187.54,15.69,2.35,325308.03,5.6
911039.07,15.69,2.35,325195.61,5.6
910890.6,15.69,2.35,325179.88,5.6
910890.6,15.69,2.35,325179.88,5.6
910930.83,15.69,2.35,325260.0,5.6
910782.36,15.69,2.35,325236.88,5.6
910822.6,15.7,2.35,325317.0,5.61
910862.83,15.7,2.36,325435.44,5.61
910714.36,15.7,2.36,325322.33,5.61
910565.89,15.7,2.36,325307.29,5.61
910417.41,15.7,2.36,325194.18,5.61
910268.94,15.7,2.36,325179.15,5.61
910309.18,15.7,2.36,325259.26,5.61
910160.71,15.7,2.36,325214.35,5.61
910339.1,15.71,2.37,325432.73,5.62
910190.63,15.71,2.37,325389.6,5.62
910042.16,15.71,2.37,325278.02,5.61
909893.69,15.71,2.37,325261.45,5.62
910162.92,15.72,2.37,325155.11,5.61
910014.45,15.72,2.37,325549.29,5.62
909865.98,15.72,2.37,325436.18,5.62
909569.11,15.71,2.37,325144.5,5.62
909195.28,15.71,2.36,324771.18,5.61
909046.81,15.71,2.36,324756.15,5.61
908898.34,15.71,2.36,324643.04,5.61
908898.34,15.71,2.36,324643.04,5.61
908601.47,15.7,2.36,324369.65,5.61
908641.7,15.71,2.36,324539.76,5.61
908641.7,15.71,2.36,324539.76,5.61
908493.23,15.71,2.36,324513.22,5.61
908671.63,15.71,2.37,324691.78,5.61
908711.86,15.71,2.37,324771.89,5.62
908752.09,15.72,2.37,324890.33,5.62
907684.62,15.72,2.38,324672.56,5.62
907536.15,15.72,2.38,324559.63,5.62
907387.68,15.72,2.38,324544.41,5.62
907387.68,15.72,2.38,324544.41,5.62
907427.91,15.72,2.38,324624.52,5.62
907206.49,15.72,2.38,324407.51,5.62
907438.59,15.73,2.38,324761.83,5.63
907290.12,15.73,2.38,324735.29,5.63
907141.65,15.73,2.38,324633.68,5.63
907427.01,15.73,2.39,324720.97,5.63
907278.54,15.73,2.39,324938.85,5.63
907278.54,15.73,2.39,324938.85,5.63
906904.7,15.73,2.38,324565.54,5.63
906756.23,15.73,2.38,324522.88,5.63
906607.76,15.73,2.38,324437.39,5.63
906647.99,15.73,2.39,324517.51,5.63
906933.35,15.74,2.39,324802.53,5.64
906973.59,15.74,2.4,324882.64,5.64
906599.76,15.73,2.39,324632.98,5.63
906451.29,15.73,2.39,324588.07,5.63
906163.58,15.73,2.39,324302.08,5.63
906163.58,15.73,2.39,324302.08,5.63
906203.81,15.73,2.39,324382.19,5.63
906055.34,15.73,2.39,324337.28,5.63
905906.87,15.73,2.39,324225.42,5.63
905906.87,15.73,2.39,324225.42,5.63
906176.1,15.74,2.4,324625.12,5.64
906216.34,15.74,2.4,324705.24,5.64
906067.87,15.74,2.4,324682.23,5.64
905919.39,15.74,2.4,324569.12,5.64
905770.92,15.74,2.4,324554.08,5.64
905622.45,15.74,2.4,324511.42,5.64
905473.98,15.74,2.4,324425.94,5.64
905514.21,15.75,2.4,324506.05,5.64
905554.45,15.75,2.41,324624.49,5.65
905405.98,15.75,2.41,324511.56,5.64
905257.5,15.75,2.41,324496.35,5.65
905109.03,15.75,2.41,324469.81,5.65
904960.56,15.75,2.41,324368.2,5.65
905000.79,15.75,2.41,324448.32,5.65
905286.15,15.76,2.41,324733.34,5.65
905137.68,15.76,2.42,324690.68,5.65
904989.21,15.76,2.42,324605.19,5.65
904989.21,15.76,2.42,324605.19,5.65
904989.21,15.76,2.42,324605.19,5.65
905029.45,15.76,2.42,324685.31,5.65
904920.88,15.76,2.42,324604.76,5.65
904961.11,15.76,2.42,324723.2,5.66
904812.64,15.76,2.42,324696.67,5.66
904852.87,15.77,2.42,324758.41,5.66
904704.4,15.77,2.42,324645.99,5.66
904744.63,15.77,2.43,324815.41,5.66
904784.87,15.77,2.43,324895.52,5.66
904488.0,15.77,2.42,324645.35,5.66
904339.52,15.77,2.42,324623.17,5.66
904191.05,15.77,2.42,324511.31,5.66
904231.29,15.77,2.43,324680.17,5.66
904500.52,15.78,2.43,324573.83,5.66
904500.52,15.78,2.43,324573.83,5.66
904352.05,15.78,2.43,324968.01,5.67
904203.58,15.78,2.43,324854.9,5.67
904055.1,15.78,2.43,324839.87,5.67
903758.16,15.78,2.43,324711.72,5.67
903758.16,15.78,2.43,324711.72,5.67
903394.33,15.77,2.43,324471.8,5.67
903245.86,15.77,2.43,324429.14,5.67
903245.86,15.77,2.43,324429.14,5.67
903097.39,15.77,2.43,324343.65,5.66
902948.92,15.77,2.43,324230.72,5.66
902948.92,15.77,2.43,324230.72,5.66
902800.45,15.77,2.43,324215.51,5.66
902800.45,15.77,2.43,324215.51,5.66
902509.87,15.77,2.43,323893.65,5.66
902361.4,15.77,2.43,323781.79,5.66
902361.4,15.77,2.43,323781.79,5.66
902212.93,15.77,2.43,323765.51,5.66
901145.46,15.77,2.43,323557.77,5.66
900996.99,15.77,2.43,323444.66,5.66
901175.38,15.78,2.43,323750.14,5.67
901026.91,15.78,2.43,323723.6,5.67
900878.44,15.78,2.44,323621.99,5.67
900918.67,15.78,2.44,323702.11,5.67
900770.2,15.78,2.44,323679.0,5.67
901055.56,15.79,2.44,323766.28,5.67
900907.09,15.79,2.44,323913.96,5.68
900758.62,15.79,2.44,323800.85,5.68
900610.15,15.79,2.45,323785.81,5.68
900650.38,15.79,2.45,323865.93,5.68
900501.91,15.79,2.45,323842.92,5.68
900501.91,15.79,2.45,323842.92,5.68
900353.44,15.79,2.45,323800.03,5.68
900204.97,15.79,2.45,323714.77,5.68
900245.2,15.79,2.45,323794.89,5.68
900096.73,15.8,2.45,323749.98,5.68
900136.96,15.8,2.45,323830.09,5.68
900177.2,15.8,2.46,323948.53,5.69
900355.6,15.81,2.46,323987.48,5.69
900207.12,15.81,2.46,324100.56,5.69
900247.36,15.81,2.47,323990.3,5.69
900098.89,15.81,2.47,324157.56,5.69
899735.05,15.8,2.46,323864.45,5.69
899735.05,15.8,2.46,323864.45,5.69
899586.58,15.8,2.46,323821.55,5.69
899855.82,15.81,2.47,324152.29,5.7
899855.82,15.81,2.47,324152.29,5.7
899855.82,15.81,2.47,324152.29,5.7
899896.05,15.81,2.47,324232.4,5.7
900181.41,15.82,2.48,324517.42,5.7
900032.94,15.82,2.48,324474.76,5.7
900073.17,15.82,2.48,324552.63,5.71
899699.34,15.82,2.47,324302.96,5.7
899699.34,15.82,2.47,324302.96,5.7
899550.87,15.82,2.47,324260.3,5.7
899591.1,15.82,2.48,324338.16,5.7
899876.46,15.83,2.48,324425.45,5.71
899502.63,15.82,2.48,324225.96,5.7
899214.93,15.82,2.47,323939.97,5.7
898927.22,15.81,2.47,323653.98,5.69
