ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e32b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e32b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_ratio,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e32b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_q124,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e32b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e32b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_ratio
814030.25,17.42,4.07,338407.65,7.24
813881.78,17.42,4.07,338320.6,7.24
813733.31,17.42,4.08,338259.06,7.24
813911.71,17.43,4.08,339297.45,7.26
814317.36,17.44,4.09,339319.68,7.27
814168.89,17.44,4.09,339204.72,7.26
813795.06,17.43,4.09,339330.38,7.27
813646.59,17.43,4.09,339245.75,7.27
813686.82,17.43,4.09,339189.11,7.27
813538.35,17.43,4.09,339128.54,7.27
813389.88,17.44,4.09,339450.39,7.28
813241.41,17.44,4.09,339144.27,7.27
813281.64,17.44,4.1,339514.78,7.28
813253.46,17.44,4.1,339522.31,7.28
813104.99,17.44,4.1,339405.85,7.28
813374.22,17.45,4.11,339515.7,7.28
813659.58,17.46,4.12,339440.38,7.28
813511.11,17.46,4.12,339356.85,7.28
813551.34,17.46,4.12,339878.19,7.3
813402.87,17.46,4.12,339992.69,7.3
813254.4,17.46,4.12,340141.46,7.3
813226.22,17.47,4.12,340148.99,7.31
813077.75,17.47,4.13,340013.91,7.31
812929.28,17.47,4.13,340123.19,7.31
812780.81,17.47,4.13,340036.09,7.31
812836.24,17.47,4.13,340066.33,7.31
812462.41,17.46,4.12,339899.46,7.31
812313.94,17.47,4.12,339833.21,7.31
812165.46,17.47,4.12,339959.48,7.31
812450.83,17.47,4.13,340055.12,7.31
812491.06,17.48,4.13,340280.33,7.32
812462.88,17.48,4.14,340263.35,7.32
812314.41,17.48,4.14,340152.78,7.32
812165.94,17.48,4.14,340519.52,7.33
812398.04,17.49,4.15,340195.96,7.32
812249.57,17.49,4.15,340113.83,7.32
812249.57,17.49,4.15,340113.83,7.32
812122.33,17.49,4.15,340933.49,7.34
811928.26,17.49,4.14,340730.07,7.34
811928.26,17.49,4.14,340768.34,7.34
811554.43,17.48,4.14,340522.51,7.33
811257.56,17.48,4.13,340168.26,7.33
811631.01,17.49,4.14,340341.66,7.33
811602.83,17.49,4.15,340356.62,7.34
811454.36,17.49,4.15,340273.17,7.33
810792.16,17.48,4.14,339638.84,7.32
810643.69,17.48,4.14,339564.73,7.32
810495.22,17.48,4.14,339727.47,7.33
810346.75,17.48,4.14,339542.48,7.33
810198.28,17.48,4.14,339990.44,7.34
810249.13,17.49,4.14,339828.18,7.33
810523.87,17.5,4.15,340028.77,7.34
810495.69,17.5,4.15,340036.3,7.34
810495.69,17.5,4.15,340036.3,7.34
810123.16,17.49,4.15,339747.08,7.34
810123.16,17.49,4.15,339742.07,7.34
810163.39,17.5,4.15,339670.5,7.34
810163.39,17.5,4.15,339668.71,7.34
810014.92,17.5,4.15,339717.05,7.34
810014.92,17.5,4.15,339685.63,7.34
809866.45,17.5,4.15,339592.88,7.34
810241.6,17.51,4.16,339541.76,7.34
810093.13,17.51,4.16,339790.13,7.34
809944.66,17.51,4.16,339882.45,7.35
809796.19,17.51,4.16,340037.41,7.35
809796.19,17.51,4.16,340143.45,7.35
809956.71,17.51,4.17,340181.27,7.36
809769.3,17.51,4.17,340149.66,7.36
810054.66,17.52,4.18,340059.52,7.35
809906.19,17.52,4.18,339980.08,7.35
809931.28,17.52,4.18,340007.85,7.36
809971.51,17.52,4.18,340119.68,7.36
810011.74,17.53,4.19,340049.11,7.36
810051.97,17.53,4.19,339999.85,7.36
810054.57,17.53,4.19,340011.33,7.36
809906.1,17.53,4.19,340857.73,7.38
809757.63,17.53,4.19,340817.11,7.38
809383.79,17.53,4.18,340743.33,7.38
809383.79,17.53,4.18,340724.23,7.38
809544.32,17.53,4.19,340762.05,7.38
809722.72,17.54,4.2,340649.82,7.38
810008.08,17.55,4.21,340597.73,7.38
809859.61,17.55,4.21,340671.68,7.38
809859.61,17.55,4.21,340663.28,7.38
809485.78,17.54,4.2,340574.76,7.38
809337.31,17.54,4.2,341305.91,7.4
809274.51,17.55,4.2,341336.01,7.4
809582.97,17.56,4.21,341598.69,7.41
809554.79,17.56,4.22,341624.25,7.41
809406.32,17.56,4.22,341530.2,7.41
809691.68,17.57,4.22,341464.06,7.41
809691.68,17.57,4.22,341423.08,7.41
809025.03,17.56,4.21,340922.45,7.4
808876.56,17.56,4.21,341085.23,7.4
808717.86,17.56,4.21,340927.62,7.4
808344.02,17.55,4.21,340811.19,7.4
808522.42,17.56,4.21,340732.96,7.4
808522.42,17.56,4.21,340782.57,7.4
808562.66,17.56,4.22,341395.88,7.41
808858.63,17.57,4.22,341616.35,7.42
809080.12,17.57,4.23,342166.33,7.43
809051.94,17.58,4.23,342191.89,7.43
808903.47,17.58,4.23,342108.77,7.43
808943.7,17.58,4.24,342159.62,7.44
808795.23,17.58,4.24,342094.27,7.44
808835.46,17.59,4.24,342031.02,7.44
808875.7,17.59,4.25,341987.19,7.44
808727.23,17.59,4.25,342603.4,7.45
808767.46,17.6,4.25,342695.55,7.46
808739.28,17.6,4.26,342679.65,7.46
808743.17,17.6,4.26,342697.77,7.46
808921.57,17.6,4.26,342772.86,7.46
808961.8,17.61,4.27,342685.08,7.46
809002.03,17.61,4.27,342620.18,7.46
809180.43,17.62,4.28,342557.24,7.46
809031.96,17.62,4.28,343263.21,7.48
809072.19,17.62,4.28,343469.16,7.48
808705.28,17.62,4.27,343059.05,7.47
808556.81,17.62,4.27,343148.93,7.48
808528.63,17.62,4.28,343163.89,7.48
808380.16,17.62,4.28,343069.11,7.48
808231.69,17.62,4.28,343151.92,7.48
808083.21,17.62,4.28,343089.37,7.48
807876.34,17.62,4.28,343035.71,7.48
807916.58,17.62,4.28,342943.27,7.48
806849.1,17.63,4.29,342725.49,7.49
806529.1,17.63,4.28,342405.49,7.48
806380.63,17.63,4.28,342727.95,7.49
806242.77,17.63,4.28,342592.4,7.49
806083.69,17.63,4.28,342528.39,7.49
806088.87,17.63,4.28,342529.75,7.49
806088.87,17.63,4.28,342529.75,7.49
805882.0,17.62,4.28,342328.91,7.49
805853.83,17.63,4.28,342304.27,7.49
806139.19,17.63,4.29,342209.32,7.49
805765.36,17.63,4.29,342397.97,7.49
805616.88,17.63,4.29,342253.41,7.49
805468.41,17.63,4.29,342172.18,7.49
805319.94,17.63,4.29,343199.81,7.51
805323.83,17.63,4.29,343201.16,7.51
805196.59,17.63,4.29,342556.86,7.5
805734.87,17.65,4.3,342705.97,7.51
805734.87,17.65,4.3,342713.78,7.51
805367.16,17.64,4.3,342686.0,7.51
805772.82,17.65,4.31,342709.34,7.51
805624.35,17.65,4.31,342566.41,7.51
805664.58,17.66,4.31,342712.4,7.51
805516.11,17.66,4.31,342583.36,7.51
805367.64,17.66,4.31,342527.26,7.51
805227.64,17.66,4.31,342387.26,7.51
805079.17,17.66,4.31,342901.94,7.52
804941.31,17.66,4.31,342703.54,7.52
804970.93,17.66,4.32,342985.02,7.52
804697.87,17.66,4.31,342710.1,7.52
804858.39,17.66,4.32,342747.91,7.52
804858.39,17.66,4.32,342747.91,7.52
804709.92,17.66,4.32,342652.88,7.52
804381.17,17.66,4.31,342307.18,7.51
804232.7,17.66,4.31,342224.65,7.51
804084.23,17.66,4.31,342320.36,7.52
803935.76,17.66,4.32,342222.83,7.52
803787.29,17.66,4.32,342509.66,7.53
803788.59,17.66,4.32,342510.99,7.53
803828.82,17.66,4.32,342564.65,7.53
803680.35,17.66,4.32,342488.57,7.53
803652.17,17.67,4.32,342487.28,7.53
803692.4,17.67,4.33,342412.79,7.53
803543.93,17.67,4.33,342348.83,7.53
803395.46,17.67,4.33,342341.04,7.53
803246.99,17.67,4.33,342506.16,7.54
803479.09,17.68,4.34,342324.17,7.53
802411.62,17.69,4.34,342106.39,7.54
802263.15,17.69,4.35,342077.07,7.54
802289.13,17.69,4.35,342280.88,7.55
802140.66,17.69,4.35,342825.89,7.56
802112.48,17.69,4.35,342818.63,7.56
802112.48,17.69,4.35,342818.63,7.56
802290.88,17.7,4.36,342703.6,7.56
802290.88,17.7,4.36,342741.87,7.56
802522.98,17.71,4.36,342920.82,7.57
802374.51,17.71,4.36,342789.92,7.57
802374.51,17.71,4.36,342789.92,7.57
802226.04,17.71,4.37,342702.92,7.56
802511.4,17.72,4.37,343466.49,7.58
803690.44,17.74,4.4,345603.79,7.63
803690.44,17.74,4.4,345603.79,7.63
804096.09,17.75,4.41,345627.13,7.63
803958.84,17.75,4.41,345149.73,7.62
802891.36,17.76,4.42,344931.95,7.63
802742.89,17.76,4.42,344834.54,7.63
802594.42,17.76,4.42,344773.98,7.63
802634.65,17.77,4.42,344887.04,7.63
802247.43,17.76,4.42,344476.43,7.63
802098.96,17.76,4.42,344409.92,7.63
801950.49,17.76,4.42,344324.57,7.63
801990.72,17.77,4.42,345017.94,7.64
802169.12,17.77,4.43,345305.15,7.65
801101.64,17.78,4.44,345087.37,7.66
801262.17,17.79,4.44,345125.19,7.66
801302.4,17.79,4.45,345045.93,7.66
801302.4,17.79,4.45,344992.03,7.66
801153.93,17.79,4.45,344896.59,7.66
801005.46,17.79,4.45,344992.62,7.66
801045.69,17.8,4.45,344931.24,7.66
800671.86,17.79,4.45,344625.63,7.66
800381.29,17.78,4.44,344388.56,7.65
800232.82,17.79,4.44,344315.15,7.65
800084.34,17.79,4.44,344909.28,7.67
800084.34,17.79,4.44,344970.47,7.67
800369.7,17.79,4.45,345216.52,7.67
800341.53,17.8,4.45,345224.05,7.68
800404.48,17.8,4.46,345311.6,7.68
800689.84,17.81,4.46,345211.33,7.68
800730.07,17.81,4.47,345172.3,7.68
800356.24,17.8,4.46,345315.51,7.68
800023.35,17.8,4.46,345014.45,7.68
799874.87,17.8,4.46,344904.27,7.68
800160.24,17.81,4.46,344842.07,7.67
800160.24,17.81,4.46,345818.96,7.7
800032.99,17.81,4.47,345826.84,7.7
801145.53,17.83,4.49,346880.81,7.72
800669.54,17.83,4.48,346170.25,7.71
799602.06,17.83,4.49,345952.48,7.72
799602.06,17.83,4.49,345952.48,7.72
799573.88,17.84,4.49,345978.04,7.72
799415.18,17.83,4.49,345836.87,7.72
798937.93,17.83,4.48,345611.84,7.71
798789.46,17.83,4.48,345517.79,7.71
798640.99,17.83,4.48,345443.68,7.71
798492.52,17.83,4.49,345555.49,7.72
798532.75,17.83,4.49,345464.91,7.72
798532.75,17.83,4.49,345464.91,7.72
798384.28,17.83,4.49,345407.36,7.72
798235.81,17.83,4.49,345386.39,7.72
798238.54,17.83,4.49,345387.5,7.72
798241.13,17.83,4.49,345388.6,7.72
798092.66,17.84,4.49,345558.12,7.72
798506.5,17.85,4.5,345552.79,7.72
798546.73,17.85,4.51,345462.84,7.72
798398.26,17.85,4.51,345581.79,7.73
798249.79,17.85,4.51,345479.99,7.73
797955.51,17.85,4.5,345230.67,7.72
797730.8,17.84,4.5,345157.33,7.72
797582.33,17.84,4.5,345281.53,7.72
797433.86,17.84,4.5,345216.88,7.72
797433.86,17.84,4.5,345204.94,7.72
797789.37,17.85,4.51,345883.55,7.74
797829.6,17.86,4.51,346145.71,7.75
797356.01,17.86,4.52,346098.97,7.75
797534.41,17.87,4.53,346020.09,7.75
797385.94,17.87,4.53,345963.27,7.75
796921.95,17.86,4.52,345528.83,7.74
796773.48,17.86,4.52,345950.94,7.76
796625.01,17.86,4.52,345812.18,7.75
796596.83,17.87,4.52,345798.9,7.76
796637.07,17.87,4.53,345717.34,7.76
796677.3,17.88,4.53,345675.3,7.76
796962.66,17.88,4.54,345801.17,7.76
796814.19,17.88,4.54,345722.93,7.76
796854.42,17.89,4.55,345688.78,7.76
796705.95,17.89,4.55,345625.98,7.76
796332.12,17.88,4.54,346345.43,7.78
796510.52,17.89,4.55,346457.52,7.78
796482.34,17.89,4.55,346444.25,7.78
796333.87,17.89,4.55,346329.97,7.78
796036.93,17.89,4.55,346417.07,7.79
796077.16,17.9,4.56,346339.12,7.79
795928.69,17.9,4.56,346278.92,7.79
795780.22,17.9,4.56,346578.44,7.8
795483.35,17.89,4.55,346374.21,7.79
795334.87,17.9,4.55,346219.77,7.79
795334.87,17.9,4.55,346219.77,7.79
795306.7,17.9,4.56,346234.73,7.79
795311.88,17.9,4.56,346258.59,7.79
795597.24,17.91,4.56,346165.42,7.79
795448.77,17.91,4.56,346310.15,7.8
795448.77,17.91,4.56,346992.12,7.81
795669.63,17.92,4.57,346580.1,7.8
795795.91,17.92,4.58,348878.89,7.86
795767.73,17.93,4.58,348871.64,7.86
795670.69,17.93,4.58,348039.49,7.84
796314.41,17.95,4.6,348088.59,7.84
796354.64,17.95,4.61,348013.45,7.84
796354.64,17.95,4.61,347968.86,7.84
796394.87,17.95,4.61,347914.38,7.84
796246.4,17.95,4.61,348010.32,7.85
796286.63,17.96,4.62,347942.5,7.85
795219.16,17.97,4.62,347724.72,7.86
795070.69,17.97,4.62,347654.35,7.86
794922.22,17.97,4.63,348278.92,7.87
794773.75,17.97,4.63,348126.05,7.87
794773.75,17.97,4.63,348126.64,7.87
794745.57,17.97,4.63,348141.6,7.87
794597.1,17.97,4.63,347999.09,7.87
794448.63,17.97,4.63,348084.22,7.88
794289.92,17.97,4.63,347935.6,7.87
794575.28,17.98,4.64,347840.33,7.87
794426.81,17.98,4.64,349298.88,7.91
794488.27,17.99,4.64,348699.1,7.89
794778.85,18.0,4.65,348833.41,7.9
794797.57,18.0,4.65,349010.24,7.9
794769.39,18.0,4.66,349025.2,7.91
795054.75,18.01,4.67,348936.18,7.9
794906.28,18.01,4.67,348875.62,7.9
794907.57,18.01,4.67,348883.17,7.9
794533.74,18.0,4.66,349174.01,7.91
794385.27,18.0,4.66,348935.51,7.91
794236.8,18.01,4.66,348869.05,7.91
794277.03,18.01,4.67,348840.79,7.91
794128.56,18.01,4.67,349229.96,7.92
794128.56,18.01,4.67,349229.96,7.92
793980.09,18.01,4.67,349042.47,7.92
793951.91,18.01,4.67,349050.0,7.92
793992.15,18.02,4.68,348978.42,7.92
794032.38,18.02,4.68,348905.59,7.92
793712.38,18.02,4.67,348585.59,7.91
793712.38,18.02,4.67,348585.59,7.91
793752.61,18.02,4.68,348679.33,7.92
793604.14,18.02,4.68,348614.6,7.92
792536.66,18.03,4.69,348396.82,7.93
792576.9,18.03,4.69,348350.94,7.93
792617.13,18.04,4.7,348316.23,7.93
792399.83,18.03,4.69,348147.54,7.92
792251.35,18.04,4.69,349056.58,7.95
792223.18,18.04,4.7,349046.13,7.95
792074.71,18.04,4.7,348929.91,7.95
792114.94,18.04,4.7,349056.92,7.95
792155.17,18.05,4.7,348978.87,7.95
792006.7,18.05,4.71,348889.63,7.95
792006.7,18.05,4.71,348889.63,7.95
792046.93,18.05,4.71,349395.78,7.96
791898.46,18.05,4.71,349157.82,7.96
791749.99,18.05,4.71,349407.54,7.97
791910.52,18.06,4.72,349445.35,7.97
791762.04,18.06,4.72,349282.83,7.97
791762.04,18.06,4.72,349238.65,7.97
791613.57,18.06,4.72,349374.29,7.97
791845.68,18.07,4.73,349262.67,7.97
791885.91,18.08,4.73,349202.56,7.97
791737.44,18.08,4.73,349770.84,7.99
791599.58,18.08,4.73,349725.32,7.99
791440.5,18.08,4.73,349802.41,7.99
791444.38,18.08,4.73,349861.47,7.99
791416.21,18.08,4.74,349860.18,7.99
791456.44,18.09,4.74,349785.69,7.99
791741.8,18.09,4.75,349729.7,7.99
791782.03,18.1,4.75,349859.82,8.0
791782.03,18.1,4.75,350221.16,8.01
791665.4,18.1,4.76,350215.79,8.01
792618.85,18.13,4.78,352292.72,8.06
792590.67,18.13,4.79,352318.29,8.06
792300.1,18.12,4.78,352129.72,8.05
791968.16,18.12,4.78,351390.69,8.04
792261.7,18.13,4.79,351266.28,8.04
791899.69,18.12,4.78,351408.85,8.04
791751.22,18.12,4.78,351286.19,8.04
791602.74,18.12,4.78,351208.91,8.04
791871.98,18.13,4.79,351432.78,8.05
791723.51,18.13,4.79,351354.11,8.05
791575.03,18.13,4.79,351305.61,8.05
791426.56,18.13,4.79,351656.04,8.06
791398.39,18.14,4.79,351681.61,8.06
791249.91,18.14,4.8,351548.2,8.06
791290.15,18.14,4.8,351516.31,8.06
791002.44,18.14,4.79,351217.61,8.05
791295.99,18.15,4.8,351329.11,8.06
791147.52,18.15,4.8,351196.97,8.06
790925.18,18.14,4.8,350972.8,8.05
790965.41,18.15,4.8,350967.82,8.05
790816.94,18.15,4.8,350944.27,8.05
790496.94,18.14,4.8,350624.27,8.05
790348.47,18.14,4.8,351416.47,8.07
790320.29,18.15,4.8,351415.18,8.07
790360.52,18.15,4.81,351340.69,8.07
790135.81,18.15,4.8,351054.19,8.06
790176.04,18.15,4.81,350993.09,8.06
789624.99,18.16,4.81,351570.47,8.08
789814.26,18.16,4.82,351590.49,8.08
789786.08,18.17,4.82,351589.2,8.09
789826.32,18.17,4.83,351514.71,8.09
789667.61,18.17,4.82,351356.62,8.08
789519.14,18.17,4.82,351292.66,8.08
789788.37,18.18,4.83,351364.0,8.09
789828.61,18.18,4.84,351308.49,8.09
789831.2,18.18,4.84,351310.23,8.09
789871.43,18.18,4.84,351261.77,8.09
789722.96,18.19,4.84,352128.8,8.11
789574.49,18.19,4.84,352132.21,8.11
789735.02,18.19,4.85,352170.03,8.11
789586.54,18.19,4.85,352082.35,8.11
789587.84,18.19,4.85,352096.87,8.11
789439.37,18.2,4.85,352007.0,8.11
789290.9,18.2,4.85,352101.66,8.12
789142.43,18.2,4.85,352030.06,8.12
788993.96,18.2,4.85,351961.89,8.12
788845.49,18.2,4.85,352267.65,8.13
788697.01,18.2,4.86,352099.27,8.12
788697.01,18.2,4.86,352126.41,8.13
788400.14,18.19,4.85,351837.72,8.12
788805.8,18.2,4.86,351861.06,8.12
788657.33,18.21,4.86,351718.13,8.12
788508.86,18.21,4.86,351856.72,8.12
788549.09,18.21,4.87,351792.2,8.12
788347.29,18.21,4.86,351672.79,8.12
787973.45,18.2,4.86,351594.3,8.12
786905.98,18.21,4.87,351376.52,8.13
786757.51,18.21,4.87,351658.33,8.14
786707.51,18.21,4.87,351608.33,8.14
786233.92,18.22,4.87,351550.06,8.14
786085.45,18.22,4.87,351425.88,8.14
785936.97,18.22,4.87,351239.08,8.14
786206.21,18.23,4.88,351844.32,8.16
786057.74,18.23,4.88,351786.07,8.16
785057.74,18.21,4.86,350786.07,8.14
784900.33,18.2,4.86,350627.17,8.13
784751.86,18.2,4.86,350561.65,8.13
784792.09,18.21,4.87,350839.82,8.14
784832.32,18.21,4.87,350890.26,8.14
784358.73,18.22,4.88,350843.52,8.15
784398.96,18.22,4.88,350769.92,8.15
784684.32,18.23,4.89,350720.03,8.15
784862.72,18.24,4.9,351488.49,8.17
784862.72,18.24,4.9,351488.49,8.17
784714.25,18.24,4.9,351574.02,8.17
784874.78,18.25,4.9,351611.84,8.17
784915.01,18.25,4.91,351532.58,8.17
784541.18,18.24,4.9,351133.31,8.17
784392.71,18.25,4.9,351037.87,8.17
784571.11,18.25,4.91,351158.97,8.17
784611.34,18.26,4.91,351083.03,8.17
784651.57,18.26,4.92,351034.47,8.17
784503.1,18.26,4.92,352008.22,8.19
784354.63,18.26,4.92,351930.55,8.19
784326.45,18.27,4.92,351945.51,8.2
784126.05,18.26,4.92,351806.89,8.19
784166.29,18.27,4.92,351734.72,8.19
784017.81,18.27,4.92,351652.2,8.19
783869.34,18.27,4.93,351880.42,8.2
784162.89,18.28,4.93,351691.44,8.2
784014.42,18.28,4.94,352224.26,8.21
783642.4,18.27,4.93,351927.2,8.21
783693.25,18.28,4.93,351664.48,8.2
783534.16,18.28,4.93,352022.45,8.21
783505.98,18.28,4.94,352048.02,8.21
783684.38,18.29,4.94,351930.93,8.21
783969.74,18.3,4.95,352095.1,8.22
783821.27,18.3,4.95,352003.29,8.22
783861.5,18.3,4.96,351906.03,8.22
783713.03,18.3,4.96,351850.84,8.22
783575.18,18.3,4.96,352876.2,8.24
783536.69,18.31,4.96,352874.67,8.24
783508.51,18.31,4.97,352889.63,8.25
783740.61,18.32,4.97,352753.28,8.24
783452.91,18.31,4.97,352424.07,8.24
783304.44,18.31,4.97,352564.86,8.24
783155.97,18.31,4.97,352485.17,8.24
783007.5,18.32,4.97,352388.41,8.24
782859.02,18.32,4.97,352969.57,8.26
782753.39,18.32,4.97,352878.06,8.26
781685.91,18.33,4.98,352660.28,8.27
781524.03,18.33,4.98,352519.91,8.27
781495.86,18.33,4.99,352534.87,8.27
781347.38,18.33,4.99,352451.42,8.27
781140.51,18.33,4.98,352318.0,8.27
781372.62,18.34,4.99,352405.88,8.27
781373.91,18.34,4.99,352407.79,8.27
781376.51,18.34,4.99,352423.45,8.27
781169.64,18.33,4.99,352324.68,8.27
781021.17,18.33,4.99,352240.41,8.27
781314.71,18.34,5.0,352146.9,8.27
781493.11,18.35,5.01,352822.85,8.28
781344.64,18.35,5.01,352715.8,8.28
781015.46,18.34,5.0,352260.47,8.27
781012.85,18.35,5.0,353081.0,8.29
781311.55,18.36,5.01,353084.33,8.3
781154.14,18.35,5.01,352925.43,8.29
780857.2,18.36,5.01,352937.09,8.3
780708.73,18.36,5.01,352928.98,8.3
780748.96,18.36,5.02,352823.93,8.3
780748.96,18.36,5.02,352823.93,8.3
780600.49,18.36,5.02,352745.95,8.3
780605.78,18.36,5.02,352811.38,8.3
780402.64,18.36,5.02,352590.57,8.29
780406.53,18.36,5.02,352591.84,8.29
780258.06,18.36,5.02,353136.3,8.31
780109.58,18.36,5.02,353023.15,8.31
780081.41,18.36,5.02,353040.73,8.31
780380.1,18.37,5.03,353044.06,8.31
780231.63,18.37,5.03,352949.2,8.31
780271.86,18.38,5.04,352906.25,8.31
780312.09,18.38,5.04,353028.7,8.32
780163.62,18.38,5.04,352928.32,8.32
780164.92,18.38,5.04,352935.87,8.32
780016.45,18.39,5.04,352873.21,8.32
779696.45,18.38,5.04,352553.21,8.31
779736.68,18.38,5.04,353379.8,8.33
779588.21,18.38,5.04,353380.63,8.33
779857.44,18.39,5.05,353252.31,8.33
779897.67,18.4,5.05,353379.62,8.34
779749.2,18.4,5.06,353279.3,8.34
779600.73,18.4,5.06,353210.06,8.34
779894.28,18.41,5.06,353583.69,8.35
779522.26,18.4,5.06,353222.96,8.34
779229.25,18.4,5.05,352920.28,8.33
778932.31,18.4,5.05,353522.48,8.35
778644.61,18.39,5.05,353187.94,8.34
778616.43,18.4,5.05,353177.48,8.34
778467.96,18.4,5.05,353062.93,8.34
778508.19,18.4,5.06,353172.22,8.35
778548.42,18.41,5.06,353107.3,8.35
778399.95,18.41,5.06,353043.48,8.35
778103.08,18.4,5.06,352787.54,8.34
777954.61,18.4,5.06,353011.58,8.35
777994.84,18.41,5.06,353212.13,8.36
778021.86,18.41,5.06,353262.0,8.36
777873.39,18.41,5.06,353261.88,8.36
778368.83,18.42,5.08,353287.48,8.36
778409.06,18.43,5.08,353341.11,8.36
778260.59,18.43,5.08,353229.77,8.36
778112.12,18.43,5.08,353141.88,8.36
778112.12,18.43,5.08,353180.16,8.36
778112.12,18.43,5.08,353251.27,8.37
777963.65,18.43,5.08,353221.73,8.37
778003.88,18.43,5.09,353492.95,8.37
777855.41,18.43,5.09,353607.69,8.38
777706.94,18.43,5.09,353838.33,8.39
777489.64,18.43,5.09,353623.9,8.38
777492.23,18.43,5.09,353625.6,8.38
777652.76,18.44,5.09,353663.42,8.39
777652.76,18.44,5.09,353653.4,8.38
777504.29,18.44,5.09,353565.72,8.38
777355.82,18.44,5.1,353475.84,8.38
776288.34,18.45,5.11,353258.07,8.4
776139.87,18.45,5.11,353387.81,8.4
775072.39,18.46,5.12,353170.04,8.41
775112.63,18.46,5.12,353083.85,8.41
774964.15,18.46,5.12,352998.04,8.41
774657.84,18.46,5.12,352912.31,8.41
774440.54,18.46,5.11,352649.95,8.4
775309.12,18.48,5.13,354561.0,8.45
775280.95,18.48,5.14,354531.86,8.45
775459.34,18.49,5.14,354438.71,8.45
774981.71,18.48,5.14,353516.06,8.43
774833.24,18.48,5.14,353921.63,8.44
774684.77,18.48,5.14,353485.98,8.43
774684.77,18.48,5.14,353485.98,8.43
774536.3,18.48,5.14,353880.99,8.44
774037.11,18.47,5.13,353422.91,8.44
773909.86,18.48,5.13,353953.14,8.45
773436.27,18.48,5.14,354557.26,8.47
773809.18,18.5,5.15,354495.27,8.47
773692.55,18.5,5.15,354045.3,8.46
773024.6,18.49,5.14,353466.65,8.45
772929.96,18.49,5.14,353324.4,8.45
772825.15,18.49,5.14,353219.58,8.45
772825.15,18.49,5.14,353219.58,8.45
772881.43,18.49,5.15,353559.16,8.46
772881.43,18.49,5.15,353610.13,8.46
772853.25,18.49,5.15,353625.08,8.46
772704.78,18.49,5.15,353496.16,8.46
772990.14,18.5,5.16,353641.91,8.47
772990.14,18.5,5.16,353620.53,8.46
773168.54,18.51,5.17,353520.25,8.46
773107.05,18.51,5.17,353328.4,8.46
773285.45,18.52,5.18,353244.2,8.46
773136.98,18.52,5.18,354289.73,8.49
773031.34,18.52,5.18,354353.24,8.49
773031.34,18.52,5.18,354353.24,8.49
772872.64,18.52,5.18,354190.94,8.49
772844.46,18.52,5.18,354205.9,8.49
773129.82,18.53,5.19,354116.88,8.49
772981.35,18.53,5.19,354314.94,8.5
772981.35,18.53,5.19,354314.94,8.5
772981.35,18.53,5.19,354314.94,8.5
772981.35,18.53,5.19,354333.33,8.5
772978.75,18.54,5.19,354201.15,8.49
772830.28,18.54,5.19,354154.64,8.5
772870.51,18.54,5.2,353924.83,8.49
772743.27,18.54,5.2,355072.87,8.52
772472.38,18.54,5.2,355077.89,8.52
772472.38,18.54,5.2,355128.18,8.52
772392.65,18.54,5.2,354629.39,8.51
772392.65,18.54,5.2,354629.39,8.51
772251.67,18.54,5.2,354634.68,8.52
772223.5,18.55,5.2,354586.69,8.52
772075.03,18.55,5.2,354682.82,8.52
771926.55,18.55,5.2,354582.32,8.52
770859.08,18.56,5.21,354364.55,8.53
770710.61,18.56,5.22,355218.9,8.55
770593.98,18.56,5.22,354464.17,8.54
771560.24,18.59,5.24,355991.68,8.58
771116.72,18.58,5.24,355199.13,8.56
771277.25,18.59,5.25,355236.94,8.56
771277.25,18.59,5.25,355236.94,8.56
771128.78,18.59,5.25,355149.27,8.56
770980.31,18.59,5.25,355059.39,8.56
770831.84,18.59,5.25,355151.53,8.57
771206.98,18.6,5.26,355079.4,8.57
771019.57,18.6,5.26,355212.8,8.57
770632.94,18.59,5.25,354769.36,8.56
770484.47,18.59,5.25,354586.31,8.56
770778.02,18.6,5.26,355340.01,8.58
770818.25,18.61,5.26,355657.06,8.59
770790.07,18.61,5.27,355649.8,8.59
770641.6,18.61,5.27,355529.5,8.59
770493.13,18.61,5.27,355813.65,8.6
770533.36,18.62,5.27,355607.76,8.59
770384.89,18.62,5.27,355488.58,8.59
770236.42,18.62,5.28,356044.21,8.61
770098.56,18.62,5.28,355682.91,8.6
769939.48,18.62,5.28,355627.98,8.6
769643.27,18.62,5.27,355166.55,8.59
769707.41,18.62,5.27,355451.52,8.6
769679.23,18.62,5.28,355438.14,8.6
769530.76,18.62,5.28,355343.67,8.6
769382.29,18.62,5.28,355477.29,8.6
769233.82,18.62,5.28,355395.73,8.6
