ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6358-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-used_nodes,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6358-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-used_gpus,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6358-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-used_gpu_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6358-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-total_gpus,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6358-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-arrived_gpu_milli
234,1148,977700,6212,977700
234,1148,978350,6212,978350
234,1148,978670,6212,978670
234,1148,979480,6212,979480
234,1148,979800,6212,979800
234,1148,980390,6212,980390
234,1148,981200,6212,981200
234,1148,981670,6212,981670
234,1148,982140,6212,982140
234,1148,982950,6212,982950
235,1150,983420,6212,983420
235,1150,983740,6212,983740
236,1152,984550,6212,984550
236,1152,985360,6212,985360
236,1152,985830,6212,985830
236,1152,986300,6212,986300
237,1160,987110,6212,987110
237,1160,987570,6212,987570
237,1160,988040,6212,988040
237,1160,988630,6212,988630
237,1160,989220,6212,989220
237,1160,990030,6212,990030
237,1160,990030,6212,990030
237,1160,990840,6212,990840
237,1160,990840,6212,990840
237,1160,991650,6212,991650
237,1160,992120,6212,992120
237,1160,992120,6212,992120
237,1160,992930,6212,992930
237,1160,992930,6212,992930
238,1168,993740,6212,993740
238,1168,994060,6212,994060
238,1168,994290,6212,994290
238,1168,995100,6212,995100
238,1168,995910,6212,995910
238,1168,996070,6212,996070
238,1168,996530,6212,996530
238,1168,997000,6212,997000
238,1168,997000,6212,997000
238,1168,997320,6212,997320
238,1168,998130,6212,998130
238,1168,998780,6212,998780
238,1168,999250,6212,999250
238,1168,999620,6212,999620
238,1168,1000430,6212,1000430
238,1168,1000750,6212,1000750
238,1168,1000750,6212,1000750
239,1176,1001560,6212,1001560
239,1176,1002370,6212,1002370
239,1176,1003020,6212,1003020
239,1176,1003340,6212,1003340
239,1176,1003340,6212,1003340
239,1176,1003890,6212,1003890
239,1176,1004360,6212,1004360
239,1176,1004680,6212,1004680
239,1176,1004680,6212,1004680
239,1176,1005140,6212,1005140
239,1176,1005140,6212,1005140
239,1176,1005610,6212,1005610
239,1176,1006200,6212,1006200
239,1176,1006520,6212,1006520
239,1176,1006630,6212,1006630
240,1178,1007100,6212,1007100
240,1178,1007100,6212,1007100
240,1178,1007580,6212,1007580
240,1178,1007580,6212,1007580
240,1178,1007740,6212,1007740
240,1178,1008200,6212,1008200
240,1178,1008660,6212,1008660
240,1178,1009470,6212,1009470
240,1178,1009790,6212,1009790
240,1178,1009790,6212,1009790
241,1186,1010260,6212,1010260
241,1186,1010730,6212,1010730
241,1186,1011050,6212,1011050
241,1186,1011600,6212,1011600
241,1186,1012070,6212,1012070
241,1186,1012720,6212,1012720
241,1186,1013530,6212,1013530
241,1186,1014000,6212,1014000
241,1186,1014550,6212,1014550
241,1186,1014780,6212,1014780
241,1186,1015590,6212,1015590
241,1186,1016240,6212,1016240
242,1188,1017050,6212,1017050
242,1188,1017860,6212,1017860
243,1196,1018670,6212,1018670
243,1196,1019320,6212,1019320
243,1196,1019790,6212,1019790
243,1196,1020600,6212,1020600
243,1196,1021070,6212,1021070
243,1196,1021530,6212,1021530
243,1196,1022000,6212,1022000
243,1196,1022000,6212,1022000
243,1196,1022810,6212,1022810
243,1196,1023620,6212,1023620
243,1196,1024090,6212,1024090
244,1198,1024740,6212,1024740
244,1198,1025550,6212,1025550
245,1206,1026360,6212,1026360
245,1206,1026830,6212,1026830
245,1206,1027060,6212,1027060
245,1206,1027530,6212,1027530
245,1206,1028340,6212,1028340
245,1206,1028660,6212,1028660
245,1206,1028980,6212,1028980
245,1206,1029790,6212,1029790
245,1206,1029790,6212,1029790
245,1206,1030380,6212,1030380
245,1206,1030700,6212,1030700
245,1206,1031510,6212,1031510
245,1206,1032320,6212,1032320
245,1206,1033130,6212,1033130
245,1206,1033290,6212,1033290
245,1206,1033760,6212,1033760
246,1214,1034230,6212,1034230
246,1214,1035040,6212,1035040
246,1214,1035510,6212,1035510
246,1214,1035830,6212,1035830
246,1214,1036050,6212,1036050
246,1214,1036520,6212,1036520
246,1214,1037330,6212,1037330
246,1214,1038140,6212,1038140
246,1214,1038950,6212,1038950
246,1214,1039760,6212,1039760
246,1214,1040080,6212,1040080
246,1214,1040400,6212,1040400
246,1214,1040870,6212,1040870
246,1214,1041680,6212,1041680
246,1214,1042330,6212,1042330
246,1214,1042330,6212,1042330
247,1222,1042980,6212,1042980
247,1222,1043210,6212,1043210
248,1224,1044020,6212,1044020
248,1224,1044490,6212,1044490
248,1224,1044860,6212,1044860
248,1224,1045670,6212,1045670
248,1224,1046480,6212,1046480
248,1224,1046480,6212,1046480
248,1224,1046950,6212,1046950
248,1224,1047180,6212,1047180
248,1224,1047650,6212,1047650
248,1224,1048460,6212,1048460
248,1224,1049270,6212,1049270
248,1224,1049490,6212,1049490
248,1224,1049950,6212,1049950
248,1224,1049950,6212,1049950
248,1224,1050420,6212,1050420
248,1224,1050420,6212,1050420
249,1232,1051070,6212,1051070
249,1232,1051880,6212,1051880
249,1232,1052350,6212,1052350
249,1232,1052940,6212,1052940
249,1232,1053160,6212,1053160
249,1232,1053970,6212,1053970
249,1232,1054620,6212,1054620
249,1232,1055210,6212,1055210
249,1232,1055440,6212,1055440
249,1232,1055910,6212,1055910
249,1232,1056720,6212,1056720
249,1232,1057370,6212,1057370
250,1240,1057840,6212,1057840
250,1240,1058310,6212,1058310
250,1240,1058470,6212,1058470
250,1240,1059280,6212,1059280
250,1240,1060090,6212,1060090
250,1240,1060900,6212,1060900
250,1240,1061710,6212,1061710
250,1240,1062520,6212,1062520
250,1240,1063330,6212,1063330
250,1240,1063800,6212,1063800
250,1240,1064270,6212,1064270
250,1240,1064590,6212,1064590
251,1242,1065400,6212,1065400
251,1242,1066210,6212,1066210
251,1242,1066210,6212,1066210
251,1242,1066530,6212,1066530
252,1244,1067340,6212,1067340
252,1244,1067340,6212,1067340
252,1244,1067560,6212,1067560
252,1244,1067880,6212,1067880
253,1246,1068340,6212,1068340
253,1246,1068810,6212,1068810
253,1246,1068810,6212,1068810
253,1246,1069620,6212,1069620
253,1246,1070430,6212,1070430
254,1254,1071080,6212,1071080
254,1254,1071080,6212,1071080
254,1254,1071890,6212,1071890
254,1254,1071890,6212,1071890
254,1254,1072360,6212,1072360
254,1254,1073170,6212,1073170
254,1254,1073980,6212,1073980
254,1254,1074210,6212,1074210
254,1254,1074680,6212,1074680
254,1254,1074680,6212,1074680
254,1254,1075150,6212,1075150
254,1254,1075610,6212,1075610
254,1254,1076420,6212,1076420
254,1254,1077230,6212,1077230
255,1256,1078040,6212,1078040
255,1256,1078510,6212,1078510
256,1258,1079100,6212,1079100
256,1258,1079420,6212,1079420
256,1258,1079790,6212,1079790
256,1258,1080600,6212,1080600
257,1260,1080920,6212,1080920
257,1260,1081510,6212,1081510
257,1260,1081830,6212,1081830
257,1260,1082290,6212,1082290
258,1268,1082610,6212,1082610
258,1268,1083080,6212,1083080
258,1268,1083550,6212,1083550
258,1268,1083870,6212,1083870
258,1268,1084680,6212,1084680
258,1268,1085330,6212,1085330
258,1268,1086140,6212,1086140
258,1268,1086950,6212,1086950
258,1268,1087600,6212,1087600
258,1268,1088070,6212,1088070
259,1270,1088720,6212,1088720
259,1270,1089040,6212,1089040
259,1270,1089690,6212,1089690
259,1270,1090160,6212,1090160
260,1272,1090970,6212,1090970
260,1272,1091130,6212,1091130
260,1272,1091600,6212,1091600
261,1274,1092410,6212,1092410
261,1274,1092410,6212,1092410
261,1274,1092880,6212,1092880
262,1282,1093350,6212,1093350
262,1282,1093820,6212,1093820
262,1282,1094630,6212,1094630
262,1282,1095440,6212,1095440
262,1282,1095440,6212,1095440
262,1282,1095910,6212,1095910
262,1282,1096380,6212,1096380
262,1282,1097030,6212,1097030
262,1282,1097350,6212,1097350
262,1282,1097820,6212,1097820
262,1282,1098290,6212,1098290
262,1282,1098760,6212,1098760
262,1282,1099080,6212,1099080
262,1282,1099080,6212,1099080
262,1282,1099890,6212,1099890
263,1290,1100700,6212,1100700
263,1290,1101510,6212,1101510
263,1290,1101740,6212,1101740
263,1290,1102210,6212,1102210
263,1290,1103020,6212,1103020
263,1290,1103830,6212,1103830
263,1290,1104640,6212,1104640
263,1290,1104960,6212,1104960
263,1290,1104960,6212,1104960
263,1290,1104960,6212,1104960
263,1290,1105420,6212,1105420
263,1290,1105580,6212,1105580
263,1290,1106050,6212,1106050
263,1290,1106050,6212,1106050
263,1290,1106700,6212,1106700
263,1290,1107020,6212,1107020
263,1290,1107340,6212,1107340
263,1290,1107810,6212,1107810
263,1290,1108130,6212,1108130
264,1298,1108940,6212,1108940
264,1298,1109750,6212,1109750
264,1298,1110220,6212,1110220
264,1298,1110690,6212,1110690
264,1298,1111500,6212,1111500
264,1298,1112310,6212,1112310
264,1298,1112770,6212,1112770
264,1298,1113420,6212,1113420
264,1298,1113420,6212,1113420
264,1298,1114230,6212,1114230
264,1298,1115040,6212,1115040
264,1298,1115040,6212,1115040
265,1300,1115850,6212,1115850
265,1300,1116660,6212,1116660
266,1308,1117470,6212,1117470
266,1308,1118280,6212,1118280
266,1308,1118510,6212,1118510
266,1308,1119320,6212,1119320
266,1308,1119320,6212,1119320
266,1308,1119320,6212,1119320
266,1308,1119790,6212,1119790
266,1308,1120260,6212,1120260
266,1308,1120730,6212,1120730
266,1308,1121540,6212,1121540
266,1308,1122350,6212,1122350
266,1308,1123160,6212,1123160
266,1308,1123630,6212,1123630
267,1316,1124440,6212,1124440
267,1316,1124910,6212,1124910
267,1316,1125720,6212,1125720
267,1316,1126530,6212,1126530
267,1316,1126760,6212,1126760
267,1316,1127570,6212,1127570
267,1316,1127900,6212,1127900
267,1316,1128130,6212,1128130
267,1316,1128450,6212,1128450
267,1316,1128820,6212,1128820
267,1316,1129290,6212,1129290
267,1316,1129760,6212,1129760
267,1316,1129990,6212,1129990
267,1316,1130460,6212,1130460
268,1320,1131110,6212,1131110
268,1320,1131430,6212,1131430
269,1328,1131750,6212,1131750
269,1328,1132560,6212,1132560
269,1328,1132560,6212,1132560
269,1328,1133370,6212,1133370
269,1328,1134020,6212,1134020
269,1328,1134020,6212,1134020
269,1328,1134020,6212,1134020
269,1328,1134250,6212,1134250
269,1328,1134720,6212,1134720
269,1328,1135530,6212,1135530
269,1328,1136340,6212,1136340
269,1328,1136990,6212,1136990
269,1328,1137640,6212,1137640
270,1336,1138190,6212,1138190
270,1336,1139000,6212,1139000
270,1336,1139810,6212,1139810
270,1336,1140620,6212,1140620
270,1336,1140620,6212,1140620
270,1336,1140620,6212,1140620
270,1336,1141170,6212,1141170
270,1336,1141400,6212,1141400
270,1336,1142210,6212,1142210
270,1336,1142440,6212,1142440
270,1336,1143250,6212,1143250
270,1336,1143250,6212,1143250
270,1336,1143840,6212,1143840
271,1344,1144650,6212,1144650
271,1344,1145460,6212,1145460
271,1344,1145930,6212,1145930
271,1344,1146090,6212,1146090
271,1344,1146560,6212,1146560
271,1344,1147210,6212,1147210
271,1344,1147680,6212,1147680
271,1344,1148150,6212,1148150
271,1344,1148480,6212,1148480
271,1344,1148800,6212,1148800
271,1344,1149270,6212,1149270
271,1344,1150080,6212,1150080
271,1344,1150240,6212,1150240
271,1344,1150240,6212,1150240
271,1344,1151050,6212,1151050
271,1344,1151520,6212,1151520
271,1344,1151840,6212,1151840
271,1344,1152070,6212,1152070
272,1352,1152880,6212,1152880
272,1352,1153530,6212,1153530
272,1352,1153530,6212,1153530
272,1352,1153900,6212,1153900
272,1352,1153900,6212,1153900
272,1352,1154370,6212,1154370
272,1352,1154600,6212,1154600
272,1352,1155410,6212,1155410
272,1352,1156220,6212,1156220
272,1352,1156570,6212,1156570
272,1352,1157040,6212,1157040
272,1352,1157360,6212,1157360
272,1352,1157680,6212,1157680
272,1352,1158490,6212,1158490
273,1354,1159300,6212,1159300
273,1354,1160110,6212,1160110
273,1354,1160340,6212,1160340
273,1354,1160570,6212,1160570
274,1362,1161380,6212,1161380
274,1362,1161380,6212,1161380
274,1362,1162190,6212,1162190
274,1362,1162660,6212,1162660
274,1362,1162980,6212,1162980
274,1362,1163450,6212,1163450
274,1362,1163910,6212,1163910
274,1362,1164720,6212,1164720
274,1362,1165180,6212,1165180
274,1362,1165500,6212,1165500
274,1362,1165500,6212,1165500
274,1362,1165500,6212,1165500
274,1362,1165970,6212,1165970
274,1362,1165970,6212,1165970
274,1362,1166780,6212,1166780
274,1362,1166780,6212,1166780
274,1362,1167250,6212,1167250
275,1370,1168060,6212,1168060
275,1370,1168870,6212,1168870
275,1370,1169340,6212,1169340
275,1370,1169810,6212,1169810
275,1370,1170620,6212,1170620
275,1370,1171080,6212,1171080
275,1370,1171540,6212,1171540
275,1370,1171860,6212,1171860
275,1370,1172330,6212,1172330
275,1370,1172800,6212,1172800
275,1370,1172800,6212,1172800
275,1370,1173610,6212,1173610
275,1370,1173660,6212,1173660
275,1370,1174120,6212,1174120
276,1378,1174710,6212,1174710
276,1378,1175520,6212,1175520
276,1378,1175520,6212,1175520
276,1378,1175520,6212,1175520
276,1378,1176330,6212,1176330
276,1378,1177140,6212,1177140
276,1378,1177370,6212,1177370
276,1378,1177480,6212,1177480
276,1378,1177850,6212,1177850
276,1378,1178660,6212,1178660
276,1378,1178980,6212,1178980
276,1378,1178980,6212,1178980
276,1378,1179450,6212,1179450
276,1378,1179820,6212,1179820
276,1378,1180370,6212,1180370
276,1378,1180370,6212,1180370
277,1382,1180840,6212,1180840
277,1382,1180840,6212,1180840
277,1382,1181310,6212,1181310
278,1390,1182120,6212,1182120
278,1390,1182590,6212,1182590
278,1390,1183400,6212,1183400
278,1390,1183400,6212,1183400
278,1390,1184210,6212,1184210
278,1390,1184860,6212,1184860
278,1390,1185510,6212,1185510
278,1390,1185830,6212,1185830
278,1390,1186380,6212,1186380
278,1390,1186610,6212,1186610
278,1390,1186840,6212,1186840
278,1390,1187210,6212,1187210
278,1390,1187210,6212,1187210
278,1390,1187680,6212,1187680
278,1390,1188490,6212,1188490
279,1398,1188960,6212,1188960
279,1398,1189280,6212,1189280
279,1398,1190090,6212,1190090
279,1398,1190090,6212,1190090
279,1398,1190560,6212,1190560
279,1398,1190880,6212,1190880
279,1398,1191350,6212,1191350
279,1398,1191820,6212,1191820
279,1398,1191820,6212,1191820
279,1398,1191980,6212,1191980
279,1398,1192450,6212,1192450
279,1398,1193260,6212,1193260
279,1398,1193730,6212,1193730
279,1398,1193950,6212,1193950
279,1398,1194760,6212,1194760
279,1398,1194760,6212,1194760
279,1398,1195310,6212,1195310
280,1400,1196120,6212,1196120
280,1400,1196710,6212,1196710
281,1402,1197520,6212,1197520
281,1402,1197990,6212,1197990
281,1402,1198460,6212,1198460
282,1404,1199270,6212,1199270
282,1404,1199270,6212,1199270
282,1404,1200080,6212,1200080
282,1404,1200550,6212,1200550
283,1412,1201360,6212,1201360
283,1412,1201830,6212,1201830
283,1412,1202150,6212,1202150
283,1412,1202470,6212,1202470
283,1412,1203060,6212,1203060
283,1412,1203530,6212,1203530
283,1412,1203990,6212,1203990
283,1412,1204100,6212,1204100
283,1412,1204570,6212,1204570
283,1412,1204940,6212,1204940
283,1412,1205590,6212,1205590
283,1412,1205590,6212,1205590
283,1412,1206060,6212,1206060
283,1412,1206380,6212,1206380
284,1420,1206700,6212,1206700
284,1420,1207510,6212,1207510
284,1420,1207730,6212,1207730
284,1420,1208050,6212,1208050
284,1420,1208520,6212,1208520
284,1420,1208990,6212,1208990
284,1420,1208990,6212,1208990
284,1420,1209800,6212,1209800
284,1420,1210270,6212,1210270
284,1420,1210740,6212,1210740
284,1420,1211290,6212,1211290
284,1420,1211760,6212,1211760
284,1420,1212230,6212,1212230
284,1420,1213040,6212,1213040
284,1420,1213200,6212,1213200
284,1420,1214010,6212,1214010
284,1420,1214010,6212,1214010
285,1422,1214480,6212,1214480
285,1422,1215290,6212,1215290
285,1422,1215290,6212,1215290
285,1422,1215290,6212,1215290
285,1422,1215610,6212,1215610
285,1422,1216070,6212,1216070
285,1422,1216880,6212,1216880
286,1424,1217690,6212,1217690
286,1424,1218340,6212,1218340
286,1424,1218990,6212,1218990
286,1424,1219800,6212,1219800
286,1424,1219800,6212,1219800
286,1424,1219960,6212,1219960
287,1432,1220430,6212,1220430
287,1432,1221240,6212,1221240
287,1432,1221560,6212,1221560
287,1432,1222040,6212,1222040
287,1432,1222040,6212,1222040
287,1432,1222410,6212,1222410
287,1432,1222410,6212,1222410
287,1432,1222780,6212,1222780
287,1432,1223010,6212,1223010
287,1432,1223820,6212,1223820
287,1432,1223820,6212,1223820
287,1432,1224630,6212,1224630
287,1432,1224950,6212,1224950
287,1432,1225420,6212,1225420
287,1432,1225890,6212,1225890
287,1432,1226700,6212,1226700
287,1432,1227510,6212,1227510
288,1440,1228320,6212,1228320
288,1440,1228790,6212,1228790
288,1440,1229600,6212,1229600
288,1440,1230070,6212,1230070
288,1440,1230880,6212,1230880
288,1440,1231690,6212,1231690
288,1440,1232500,6212,1232500
288,1440,1232970,6212,1232970
288,1440,1233200,6212,1233200
288,1440,1233850,6212,1233850
289,1448,1234660,6212,1234660
289,1448,1235120,6212,1235120
289,1448,1235590,6212,1235590
289,1448,1236400,6212,1236400
289,1448,1236870,6212,1236870
289,1448,1236870,6212,1236870
289,1448,1237330,6212,1237330
289,1448,1237650,6212,1237650
289,1448,1238120,6212,1238120
289,1448,1238580,6212,1238580
289,1448,1239050,6212,1239050
289,1448,1239520,6212,1239520
289,1448,1240330,6212,1240330
289,1448,1240330,6212,1240330
289,1448,1241140,6212,1241140
290,1456,1241950,6212,1241950
290,1456,1241950,6212,1241950
290,1456,1242420,6212,1242420
290,1456,1243230,6212,1243230
290,1456,1243880,6212,1243880
290,1456,1244690,6212,1244690
290,1456,1244690,6212,1244690
290,1456,1244690,6212,1244690
290,1456,1245500,6212,1245500
290,1456,1245730,6212,1245730
290,1456,1246200,6212,1246200
290,1456,1246670,6212,1246670
290,1456,1247220,6212,1247220
291,1458,1248030,6212,1248030
291,1458,1248510,6212,1248510
291,1458,1248970,6212,1248970
292,1460,1249780,6212,1249780
292,1460,1250010,6212,1250010
292,1460,1250480,6212,1250480
292,1460,1251130,6212,1251130
293,1468,1251600,6212,1251600
293,1468,1252410,6212,1252410
293,1468,1253060,6212,1253060
293,1468,1253870,6212,1253870
293,1468,1254190,6212,1254190
293,1468,1254510,6212,1254510
293,1468,1254510,6212,1254510
293,1468,1254980,6212,1254980
293,1468,1255300,6212,1255300
293,1468,1255770,6212,1255770
293,1468,1256420,6212,1256420
293,1468,1257230,6212,1257230
293,1468,1258040,6212,1258040
294,1470,1258850,6212,1258850
294,1470,1259320,6212,1259320
294,1470,1259640,6212,1259640
294,1470,1259870,6212,1259870
295,1478,1260680,6212,1260680
295,1478,1261490,6212,1261490
295,1478,1261960,6212,1261960
295,1478,1262430,6212,1262430
295,1478,1263240,6212,1263240
295,1478,1264050,6212,1264050
295,1478,1264280,6212,1264280
295,1478,1265090,6212,1265090
295,1478,1265740,6212,1265740
295,1478,1266210,6212,1266210
295,1478,1267020,6212,1267020
296,1486,1267490,6212,1267490
296,1486,1268300,6212,1268300
296,1486,1268770,6212,1268770
296,1486,1269090,6212,1269090
296,1486,1269090,6212,1269090
296,1486,1269560,6212,1269560
296,1486,1269880,6212,1269880
296,1486,1270690,6212,1270690
296,1486,1271010,6212,1271010
296,1486,1271480,6212,1271480
296,1486,1272290,6212,1272290
296,1486,1272940,6212,1272940
296,1486,1273170,6212,1273170
296,1486,1273980,6212,1273980
297,1494,1274450,6212,1274450
297,1494,1275260,6212,1275260
297,1494,1276070,6212,1276070
297,1494,1276880,6212,1276880
297,1494,1277200,6212,1277200
297,1494,1278010,6212,1278010
297,1494,1278230,6212,1278230
297,1494,1278550,6212,1278550
297,1494,1278920,6212,1278920
297,1494,1279390,6212,1279390
297,1494,1279390,6212,1279390
297,1494,1280200,6212,1280200
297,1494,1280520,6212,1280520
298,1498,1281330,6212,1281330
298,1498,1281490,6212,1281490
298,1498,1281960,6212,1281960
298,1498,1282430,6212,1282430
298,1498,1283240,6212,1283240
298,1498,1283710,6212,1283710
298,1498,1284180,6212,1284180
298,1498,1284340,6212,1284340
299,1500,1285150,6212,1285150
300,1502,1285800,6212,1285800
300,1502,1286390,6212,1286390
300,1502,1286740,6212,1286740
300,1502,1287550,6212,1287550
301,1504,1288100,6212,1288100
302,1506,1288910,6212,1288910
302,1506,1289380,6212,1289380
302,1506,1289380,6212,1289380
302,1506,1289970,6212,1289970
302,1506,1289970,6212,1289970
302,1506,1290440,6212,1290440
303,1514,1290910,6212,1290910
303,1514,1291230,6212,1291230
303,1514,1291700,6212,1291700
303,1514,1292510,6212,1292510
303,1514,1293320,6212,1293320
303,1514,1293320,6212,1293320
303,1514,1293640,6212,1293640
303,1514,1294110,6212,1294110
303,1514,1294110,6212,1294110
303,1514,1294760,6212,1294760
303,1514,1295230,6212,1295230
303,1514,1295550,6212,1295550
303,1514,1295870,6212,1295870
303,1514,1296340,6212,1296340
303,1514,1296810,6212,1296810
304,1516,1297140,6212,1297140
304,1516,1297580,6212,1297580
304,1516,1298390,6212,1298390
305,1524,1299200,6212,1299200
305,1524,1299670,6212,1299670
305,1524,1299990,6212,1299990
305,1524,1300540,6212,1300540
305,1524,1301010,6212,1301010
305,1524,1301170,6212,1301170
305,1524,1301170,6212,1301170
305,1524,1301640,6212,1301640
305,1524,1301960,6212,1301960
305,1524,1302550,6212,1302550
305,1524,1303360,6212,1303360
305,1524,1303360,6212,1303360
305,1524,1303590,6212,1303590
305,1524,1303820,6212,1303820
305,1524,1304140,6212,1304140
305,1524,1304370,6212,1304370
305,1524,1304840,6212,1304840
305,1524,1304840,6212,1304840
305,1524,1305650,6212,1305650
306,1526,1305970,6212,1305970
306,1526,1306440,6212,1306440
306,1526,1307250,6212,1307250
307,1534,1308060,6212,1308060
307,1534,1308650,6212,1308650
307,1534,1309460,6212,1309460
307,1534,1310270,6212,1310270
307,1534,1310740,6212,1310740
307,1534,1311210,6212,1311210
307,1534,1311530,6212,1311530
307,1534,1311760,6212,1311760
307,1534,1312350,6212,1312350
307,1534,1312820,6212,1312820
307,1534,1313050,6212,1313050
307,1534,1313860,6212,1313860
308,1542,1314670,6212,1314670
308,1542,1315480,6212,1315480
308,1542,1316290,6212,1316290
308,1542,1316290,6212,1316290
308,1542,1317100,6212,1317100
308,1542,1317910,6212,1317910
308,1542,1318230,6212,1318230
308,1542,1318230,6212,1318230
308,1542,1318700,6212,1318700
308,1542,1319510,6212,1319510
308,1542,1320320,6212,1320320
308,1542,1320480,6212,1320480
308,1542,1320950,6212,1320950
309,1544,1321420,6212,1321420
310,1546,1322230,6212,1322230
310,1546,1322880,6212,1322880
310,1546,1323200,6212,1323200
310,1546,1323750,6212,1323750
310,1546,1323750,6212,1323750
311,1548,1324560,6212,1324560
311,1548,1324910,6212,1324910
311,1548,1325380,6212,1325380
311,1548,1325850,6212,1325850
312,1556,1326660,6212,1326660
312,1556,1326980,6212,1326980
312,1556,1327450,6212,1327450
312,1556,1327920,6212,1327920
312,1556,1328240,6212,1328240
312,1556,1328710,6212,1328710
312,1556,1329180,6212,1329180
312,1556,1329650,6212,1329650
312,1556,1330120,6212,1330120
312,1556,1330930,6212,1330930
312,1556,1330930,6212,1330930
312,1556,1331740,6212,1331740
312,1556,1332210,6212,1332210
313,1564,1332680,6212,1332680
313,1564,1333150,6212,1333150
313,1564,1333370,6212,1333370
313,1564,1334180,6212,1334180
313,1564,1334500,6212,1334500
313,1564,1334730,6212,1334730
314,1566,1335540,6212,1335540
314,1566,1335590,6212,1335590
314,1566,1336060,6212,1336060
314,1566,1336530,6212,1336530
314,1566,1337000,6212,1337000
314,1566,1337000,6212,1337000
314,1566,1337810,6212,1337810
314,1566,1337810,6212,1337810
314,1566,1338620,6212,1338620
314,1566,1338620,6212,1338620
314,1566,1339090,6212,1339090
314,1566,1339740,6212,1339740
315,1568,1340220,6212,1340220
315,1568,1340680,6212,1340680
315,1568,1341150,6212,1341150
316,1576,1341960,6212,1341960
316,1576,1342610,6212,1342610
316,1576,1342930,6212,1342930
316,1576,1343740,6212,1343740
316,1576,1344210,6212,1344210
316,1576,1345020,6212,1345020
316,1576,1345340,6212,1345340
316,1576,1345810,6212,1345810
316,1576,1346620,6212,1346620
316,1576,1346850,6212,1346850
316,1576,1347320,6212,1347320
316,1576,1347790,6212,1347790
316,1576,1348260,6212,1348260
316,1576,1348720,6212,1348720
316,1576,1349190,6212,1349190
316,1576,1350000,6212,1350000
316,1576,1350230,6212,1350230
316,1576,1350550,6212,1350550
317,1584,1350870,6212,1350870
317,1584,1351680,6212,1351680
317,1584,1352490,6212,1352490
317,1584,1353140,6212,1353140
317,1584,1353610,6212,1353610
317,1584,1353930,6212,1353930
317,1584,1354580,6212,1354580
317,1584,1355390,6212,1355390
317,1584,1356200,6212,1356200
317,1584,1357010,6212,1357010
317,1584,1357010,6212,1357010
318,1586,1357480,6212,1357480
318,1586,1357950,6212,1357950
318,1586,1358270,6212,1358270
318,1586,1358740,6212,1358740
318,1586,1359210,6212,1359210
319,1594,1359440,6212,1359440
319,1594,1359670,6212,1359670
319,1594,1359670,6212,1359670
319,1594,1359670,6212,1359670
319,1594,1359670,6212,1359670
319,1594,1360140,6212,1360140
319,1594,1360950,6212,1360950
319,1594,1361420,6212,1361420
319,1594,1361890,6212,1361890
319,1594,1361890,6212,1361890
319,1594,1362540,6212,1362540
319,1594,1363350,6212,1363350
319,1594,1363350,6212,1363350
319,1594,1363820,6212,1363820
319,1594,1364630,6212,1364630
319,1594,1364630,6212,1364630
319,1594,1365440,6212,1365440
320,1602,1366250,6212,1366250
320,1602,1366570,6212,1366570
320,1602,1366940,6212,1366940
320,1602,1367490,6212,1367490
320,1602,1367490,6212,1367490
320,1602,1367490,6212,1367490
320,1602,1367950,6212,1367950
320,1602,1368420,6212,1368420
320,1602,1368890,6212,1368890
320,1602,1369700,6212,1369700
320,1602,1370170,6212,1370170
320,1602,1370170,6212,1370170
320,1602,1370390,6212,1370390
320,1602,1371200,6212,1371200
320,1602,1371750,6212,1371750
320,1602,1372220,6212,1372220
320,1602,1372690,6212,1372690
320,1602,1373010,6212,1373010
321,1604,1373480,6212,1373480
321,1604,1374290,6212,1374290
321,1604,1374290,6212,1374290
322,1612,1375100,6212,1375100
322,1612,1375910,6212,1375910
322,1612,1375910,6212,1375910
322,1612,1376720,6212,1376720
322,1612,1376950,6212,1376950
322,1612,1377420,6212,1377420
322,1612,1377880,6212,1377880
322,1612,1378350,6212,1378350
322,1612,1379160,6212,1379160
322,1612,1379810,6212,1379810
322,1612,1380130,6212,1380130
322,1612,1380940,6212,1380940
322,1612,1380940,6212,1380940
322,1612,1381410,6212,1381410
322,1612,1381880,6212,1381880
323,1614,1382690,6212,1382690
323,1614,1383160,6212,1383160
323,1614,1383630,6212,1383630
323,1614,1383630,6212,1383630
323,1614,1383630,6212,1383630
324,1622,1384280,6212,1384280
324,1622,1385090,6212,1385090
324,1622,1385090,6212,1385090
324,1622,1385560,6212,1385560
324,1622,1385880,6212,1385880
324,1622,1385880,6212,1385880
324,1622,1386430,6212,1386430
324,1622,1386750,6212,1386750
324,1622,1387560,6212,1387560
324,1622,1388370,6212,1388370
324,1622,1389180,6212,1389180
