ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a0cd-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-used_nodes,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a0cd-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-used_gpus,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a0cd-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-used_gpu_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a0cd-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-total_gpus,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a0cd-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-arrived_gpu_milli
966,4236,3891370,6212,3891370
966,4236,3892370,6212,3892370
966,4236,3893180,6212,3893180
966,4236,3893180,6212,3893180
966,4236,3893500,6212,3893500
966,4236,3893660,6212,3893660
966,4236,3894130,6212,3894130
966,4236,3894940,6212,3894940
966,4236,3895410,6212,3895410
966,4236,3895640,6212,3895640
966,4236,3896110,6212,3896110
966,4236,3897110,6212,3897110
966,4236,3897110,6212,3897110
966,4236,3897430,6212,3897430
967,4244,3898430,6212,3898430
967,4244,3898750,6212,3898750
967,4244,3899750,6212,3899750
967,4244,3900220,6212,3900220
967,4244,3900450,6212,3900450
967,4244,3901450,6212,3901450
967,4244,3901450,6212,3901450
967,4244,3902260,6212,3902260
967,4244,3902580,6212,3902580
967,4244,3903580,6212,3903580
967,4244,3903580,6212,3903580
967,4244,3903580,6212,3903580
967,4244,3904580,6212,3904580
967,4244,3904580,6212,3904580
968,4252,3905580,6212,3905580
968,4252,3906580,6212,3906580
968,4252,3907580,6212,3907580
968,4252,3908580,6212,3908580
968,4252,3908900,6212,3908900
968,4252,3909710,6212,3909710
968,4252,3910710,6212,3910710
968,4252,3911710,6212,3911710
968,4252,3912180,6212,3912180
969,4260,3913180,6212,3913180
969,4260,3914180,6212,3914180
969,4260,3915180,6212,3915180
969,4260,3916180,6212,3916180
969,4260,3917180,6212,3917180
969,4260,3918180,6212,3918180
969,4260,3918990,6212,3918990
969,4260,3919800,6212,3919800
970,4268,3920800,6212,3920800
970,4268,3921800,6212,3921800
970,4268,3922800,6212,3922800
970,4268,3923270,6212,3923270
970,4268,3924270,6212,3924270
970,4268,3924270,6212,3924270
970,4268,3924730,6212,3924730
970,4268,3925730,6212,3925730
970,4268,3926730,6212,3926730
971,4276,3927730,6212,3927730
971,4276,3927730,6212,3927730
971,4276,3928380,6212,3928380
971,4276,3929380,6212,3929380
971,4276,3930190,6212,3930190
971,4276,3931190,6212,3931190
971,4276,3931660,6212,3931660
971,4276,3932660,6212,3932660
971,4276,3933470,6212,3933470
971,4276,3934470,6212,3934470
972,4284,3935470,6212,3935470
972,4284,3935740,6212,3935740
972,4284,3936210,6212,3936210
972,4284,3937020,6212,3937020
972,4284,3937020,6212,3937020
972,4284,3938020,6212,3938020
972,4284,3939020,6212,3939020
972,4284,3939020,6212,3939020
972,4284,3939490,6212,3939490
972,4284,3940490,6212,3940490
972,4284,3941490,6212,3941490
972,4284,3942490,6212,3942490
972,4284,3942960,6212,3942960
973,4292,3943960,6212,3943960
973,4292,3944430,6212,3944430
973,4292,3944900,6212,3944900
973,4292,3945900,6212,3945900
973,4292,3946900,6212,3946900
973,4292,3947900,6212,3947900
973,4292,3948220,6212,3948220
973,4292,3948270,6212,3948270
973,4292,3948730,6212,3948730
973,4292,3949380,6212,3949380
973,4292,3949850,6212,3949850
974,4300,3950440,6212,3950440
974,4300,3950810,6212,3950810
974,4300,3951810,6212,3951810
974,4300,3952810,6212,3952810
974,4300,3953270,6212,3953270
974,4300,3953740,6212,3953740
974,4300,3954200,6212,3954200
974,4300,3955200,6212,3955200
974,4300,3955790,6212,3955790
974,4300,3956260,6212,3956260
974,4300,3956730,6212,3956730
974,4300,3956730,6212,3956730
975,4308,3957730,6212,3957730
975,4308,3958080,6212,3958080
975,4308,3958890,6212,3958890
975,4308,3958940,6212,3958940
975,4308,3959940,6212,3959940
975,4308,3960940,6212,3960940
975,4308,3961940,6212,3961940
975,4308,3963940,6212,3963940
975,4308,3964410,6212,3964410
976,4316,3965410,6212,3965410
976,4316,3966220,6212,3966220
976,4316,3967030,6212,3967030
976,4316,3967840,6212,3967840
976,4316,3968650,6212,3968650
976,4316,3969650,6212,3969650
976,4316,3969650,6212,3969650
976,4316,3970460,6212,3970460
976,4316,3970460,6212,3970460
976,4316,3971460,6212,3971460
977,4324,3972110,6212,3972110
977,4324,3972340,6212,3972340
977,4324,3973340,6212,3973340
977,4324,3973340,6212,3973340
977,4324,3973560,6212,3973560
977,4324,3974370,6212,3974370
977,4324,3975370,6212,3975370
977,4324,3976370,6212,3976370
977,4324,3977180,6212,3977180
977,4324,3978180,6212,3978180
977,4324,3978650,6212,3978650
978,4332,3979650,6212,3979650
978,4332,3980240,6212,3980240
978,4332,3980240,6212,3980240
978,4332,3981240,6212,3981240
978,4332,3982050,6212,3982050
978,4332,3982510,6212,3982510
978,4332,3983510,6212,3983510
978,4332,3984320,6212,3984320
978,4332,3986320,6212,3986320
979,4340,3987320,6212,3987320
979,4340,3988320,6212,3988320
979,4340,3988320,6212,3988320
979,4340,3989320,6212,3989320
979,4340,3990320,6212,3990320
979,4340,3991320,6212,3991320
979,4340,3992320,6212,3992320
979,4340,3993320,6212,3993320
979,4340,3993640,6212,3993640
979,4340,3994110,6212,3994110
980,4348,3995110,6212,3995110
980,4348,3995920,6212,3995920
980,4348,3995920,6212,3995920
980,4348,3996730,6212,3996730
980,4348,3997200,6212,3997200
980,4348,3997670,6212,3997670
980,4348,3997900,6212,3997900
980,4348,3998370,6212,3998370
980,4348,3998370,6212,3998370
980,4348,3999370,6212,3999370
981,4356,4007370,6212,4007370
981,4356,4008020,6212,4008020
981,4356,4009020,6212,4009020
981,4356,4009020,6212,4009020
982,4364,4009830,6212,4009830
982,4364,4010830,6212,4010830
982,4364,4010990,6212,4010990
982,4364,4011800,6212,4011800
982,4364,4012610,6212,4012610
982,4364,4013080,6212,4013080
982,4364,4013550,6212,4013550
982,4364,4014360,6212,4014360
982,4364,4015170,6212,4015170
982,4364,4016170,6212,4016170
983,4372,4017170,6212,4017170
983,4372,4017490,6212,4017490
983,4372,4018490,6212,4018490
983,4372,4019490,6212,4019490
983,4372,4019960,6212,4019960
983,4372,4020960,6212,4020960
983,4372,4021770,6212,4021770
983,4372,4022770,6212,4022770
983,4372,4023770,6212,4023770
983,4372,4024770,6212,4024770
984,4380,4025770,6212,4025770
984,4380,4026320,6212,4026320
984,4380,4027320,6212,4027320
984,4380,4027320,6212,4027320
984,4380,4027650,6212,4027650
984,4380,4028650,6212,4028650
984,4380,4028650,6212,4028650
984,4380,4028970,6212,4028970
984,4380,4028970,6212,4028970
984,4380,4029440,6212,4029440
984,4380,4029900,6212,4029900
984,4380,4030900,6212,4030900
984,4380,4031900,6212,4031900
984,4380,4032130,6212,4032130
985,4388,4033130,6212,4033130
985,4388,4034130,6212,4034130
985,4388,4034600,6212,4034600
985,4388,4035600,6212,4035600
985,4388,4036600,6212,4036600
985,4388,4036920,6212,4036920
985,4388,4037920,6212,4037920
985,4388,4038920,6212,4038920
985,4388,4039920,6212,4039920
986,4396,4040920,6212,4040920
986,4396,4040920,6212,4040920
986,4396,4041920,6212,4041920
986,4396,4042920,6212,4042920
986,4396,4043920,6212,4043920
986,4396,4044920,6212,4044920
986,4396,4045920,6212,4045920
987,4404,4046920,6212,4046920
987,4404,4046920,6212,4046920
987,4404,4047920,6212,4047920
987,4404,4048380,6212,4048380
987,4404,4049030,6212,4049030
987,4404,4050030,6212,4050030
987,4404,4050840,6212,4050840
987,4404,4051310,6212,4051310
987,4404,4052310,6212,4052310
987,4404,4052770,6212,4052770
987,4404,4053240,6212,4053240
987,4404,4053240,6212,4053240
988,4412,4053710,6212,4053710
988,4412,4054710,6212,4054710
988,4412,4055710,6212,4055710
988,4412,4059710,6212,4059710
988,4412,4060710,6212,4060710
989,4420,4061710,6212,4061710
989,4420,4062710,6212,4062710
989,4420,4063710,6212,4063710
989,4420,4063710,6212,4063710
989,4420,4063820,6212,4063820
989,4420,4064820,6212,4064820
989,4420,4065820,6212,4065820
989,4420,4066290,6212,4066290
989,4420,4066450,6212,4066450
989,4420,4066910,6212,4066910
989,4420,4066910,6212,4066910
989,4420,4067910,6212,4067910
989,4420,4068070,6212,4068070
989,4420,4069070,6212,4069070
989,4420,4070070,6212,4070070
990,4428,4071070,6212,4071070
990,4428,4072070,6212,4072070
990,4428,4073070,6212,4073070
990,4428,4074070,6212,4074070
990,4428,4074880,6212,4074880
990,4428,4075690,6212,4075690
990,4428,4076690,6212,4076690
990,4428,4076690,6212,4076690
990,4428,4077500,6212,4077500
990,4428,4077970,6212,4077970
990,4428,4078200,6212,4078200
991,4436,4079200,6212,4079200
991,4436,4080010,6212,4080010
991,4436,4081010,6212,4081010
991,4436,4082010,6212,4082010
991,4436,4082330,6212,4082330
991,4436,4083330,6212,4083330
991,4436,4083980,6212,4083980
991,4436,4083980,6212,4083980
991,4436,4084980,6212,4084980
991,4436,4085980,6212,4085980
992,4444,4086980,6212,4086980
992,4444,4086980,6212,4086980
992,4444,4087790,6212,4087790
992,4444,4088790,6212,4088790
992,4444,4089440,6212,4089440
992,4444,4090440,6212,4090440
992,4444,4091090,6212,4091090
992,4444,4091320,6212,4091320
992,4444,4092320,6212,4092320
992,4444,4092790,6212,4092790
992,4444,4092790,6212,4092790
992,4444,4093790,6212,4093790
993,4452,4094790,6212,4094790
993,4452,4095790,6212,4095790
993,4452,4096160,6212,4096160
993,4452,4097160,6212,4097160
993,4452,4098160,6212,4098160
993,4452,4099160,6212,4099160
993,4452,4100160,6212,4100160
993,4452,4100380,6212,4100380
993,4452,4101380,6212,4101380
993,4452,4101380,6212,4101380
994,4460,4102380,6212,4102380
994,4460,4102380,6212,4102380
994,4460,4102970,6212,4102970
994,4460,4103970,6212,4103970
994,4460,4104970,6212,4104970
994,4460,4105970,6212,4105970
994,4460,4106970,6212,4106970
994,4460,4107970,6212,4107970
994,4460,4108970,6212,4108970
994,4460,4108970,6212,4108970
994,4460,4109970,6212,4109970
995,4468,4110970,6212,4110970
995,4468,4111970,6212,4111970
995,4468,4112970,6212,4112970
995,4468,4113970,6212,4113970
995,4468,4114970,6212,4114970
995,4468,4115970,6212,4115970
995,4468,4116440,6212,4116440
995,4468,4117440,6212,4117440
995,4468,4118090,6212,4118090
996,4476,4118680,6212,4118680
996,4476,4119150,6212,4119150
996,4476,4120150,6212,4120150
996,4476,4120960,6212,4120960
996,4476,4121960,6212,4121960
996,4476,4122960,6212,4122960
996,4476,4123960,6212,4123960
996,4476,4124770,6212,4124770
997,4484,4125770,6212,4125770
997,4484,4125770,6212,4125770
997,4484,4126770,6212,4126770
998,4492,4134770,6212,4134770
998,4492,4135770,6212,4135770
998,4492,4135770,6212,4135770
998,4492,4136770,6212,4136770
998,4492,4137770,6212,4137770
998,4492,4138040,6212,4138040
998,4492,4139040,6212,4139040
998,4492,4139040,6212,4139040
998,4492,4139040,6212,4139040
998,4492,4140040,6212,4140040
998,4492,4140040,6212,4140040
998,4492,4141040,6212,4141040
999,4500,4142040,6212,4142040
999,4500,4143040,6212,4143040
999,4500,4144040,6212,4144040
999,4500,4145040,6212,4145040
999,4500,4146040,6212,4146040
999,4500,4147040,6212,4147040
999,4500,4148040,6212,4148040
999,4500,4148370,6212,4148370
1000,4508,4149370,6212,4149370
1000,4508,4150370,6212,4150370
1000,4508,4151370,6212,4151370
1000,4508,4152180,6212,4152180
1000,4508,4153180,6212,4153180
1000,4508,4153650,6212,4153650
1000,4508,4153650,6212,4153650
1000,4508,4154650,6212,4154650
1000,4508,4155650,6212,4155650
1000,4508,4155650,6212,4155650
1000,4508,4156120,6212,4156120
1000,4508,4156590,6212,4156590
1000,4508,4156590,6212,4156590
1001,4516,4157060,6212,4157060
1001,4516,4157870,6212,4157870
1001,4516,4158340,6212,4158340
1001,4516,4158810,6212,4158810
1001,4516,4159810,6212,4159810
1001,4516,4160620,6212,4160620
1001,4516,4160620,6212,4160620
1001,4516,4161090,6212,4161090
1001,4516,4162090,6212,4162090
1001,4516,4162410,6212,4162410
1001,4516,4163410,6212,4163410
1001,4516,4163880,6212,4163880
1002,4524,4164880,6212,4164880
1002,4524,4165350,6212,4165350
1002,4524,4166350,6212,4166350
1002,4524,4166820,6212,4166820
1002,4524,4167050,6212,4167050
1002,4524,4168050,6212,4168050
1002,4524,4168050,6212,4168050
1002,4524,4169050,6212,4169050
1002,4524,4170050,6212,4170050
1002,4524,4171050,6212,4171050
1003,4532,4171640,6212,4171640
1003,4532,4172640,6212,4172640
1003,4532,4172960,6212,4172960
1003,4532,4173770,6212,4173770
1003,4532,4174770,6212,4174770
1003,4532,4175240,6212,4175240
1003,4532,4176240,6212,4176240
1003,4532,4177240,6212,4177240
1003,4532,4177240,6212,4177240
1003,4532,4177710,6212,4177710
1003,4532,4178180,6212,4178180
1003,4532,4178180,6212,4178180
1004,4540,4178990,6212,4178990
1004,4540,4179800,6212,4179800
1004,4540,4180270,6212,4180270
1004,4540,4180270,6212,4180270
1004,4540,4181270,6212,4181270
1004,4540,4181270,6212,4181270
1004,4540,4181740,6212,4181740
1004,4540,4182740,6212,4182740
1004,4540,4182740,6212,4182740
1004,4540,4182740,6212,4182740
1004,4540,4183550,6212,4183550
1004,4540,4184200,6212,4184200
1004,4540,4185200,6212,4185200
1005,4548,4186200,6212,4186200
1005,4548,4186670,6212,4186670
1005,4548,4187670,6212,4187670
1005,4548,4188670,6212,4188670
1005,4548,4188670,6212,4188670
1005,4548,4189140,6212,4189140
1005,4548,4189950,6212,4189950
1005,4548,4190950,6212,4190950
1005,4548,4190950,6212,4190950
1005,4548,4191950,6212,4191950
1005,4548,4192950,6212,4192950
1006,4556,4193950,6212,4193950
1006,4556,4193950,6212,4193950
1006,4556,4194950,6212,4194950
1006,4556,4195950,6212,4195950
1006,4556,4196270,6212,4196270
1006,4556,4197270,6212,4197270
1006,4556,4197270,6212,4197270
1006,4556,4198270,6212,4198270
1006,4556,4199080,6212,4199080
1006,4556,4199080,6212,4199080
1006,4556,4200080,6212,4200080
1006,4556,4200540,6212,4200540
1006,4556,4201540,6212,4201540
1007,4564,4202540,6212,4202540
1007,4564,4203540,6212,4203540
1007,4564,4203540,6212,4203540
1007,4564,4203540,6212,4203540
1007,4564,4204540,6212,4204540
1007,4564,4205190,6212,4205190
1007,4564,4206190,6212,4206190
1007,4564,4207190,6212,4207190
1007,4564,4207660,6212,4207660
1007,4564,4208660,6212,4208660
1008,4572,4209470,6212,4209470
1008,4572,4210120,6212,4210120
1008,4572,4210340,6212,4210340
1008,4572,4211340,6212,4211340
1008,4572,4212340,6212,4212340
1008,4572,4213340,6212,4213340
1008,4572,4213500,6212,4213500
1008,4572,4214500,6212,4214500
1008,4572,4215150,6212,4215150
1008,4572,4215150,6212,4215150
1008,4572,4215960,6212,4215960
1009,4580,4216430,6212,4216430
1009,4580,4217430,6212,4217430
1009,4580,4218430,6212,4218430
1009,4580,4219430,6212,4219430
1009,4580,4220430,6212,4220430
1009,4580,4220750,6212,4220750
1009,4580,4221750,6212,4221750
1009,4580,4222560,6212,4222560
1009,4580,4223560,6212,4223560
1010,4588,4224560,6212,4224560
1010,4588,4225560,6212,4225560
1010,4588,4226030,6212,4226030
1010,4588,4227030,6212,4227030
1010,4588,4228030,6212,4228030
1010,4588,4228250,6212,4228250
1010,4588,4228720,6212,4228720
1010,4588,4229190,6212,4229190
1010,4588,4229650,6212,4229650
1010,4588,4229650,6212,4229650
1011,4596,4230650,6212,4230650
1011,4596,4231650,6212,4231650
1011,4596,4231650,6212,4231650
1011,4596,4232200,6212,4232200
1011,4596,4232850,6212,4232850
1011,4596,4233660,6212,4233660
1011,4596,4234660,6212,4234660
1011,4596,4235120,6212,4235120
1011,4596,4236120,6212,4236120
1011,4596,4237120,6212,4237120
1011,4596,4237280,6212,4237280
1011,4596,4237280,6212,4237280
1012,4604,4238090,6212,4238090
1012,4604,4239090,6212,4239090
1012,4604,4239550,6212,4239550
1012,4604,4240360,6212,4240360
1012,4604,4241360,6212,4241360
1012,4604,4242360,6212,4242360
1012,4604,4243170,6212,4243170
1012,4604,4244170,6212,4244170
1012,4604,4244490,6212,4244490
1013,4612,4245490,6212,4245490
1013,4612,4246490,6212,4246490
1013,4612,4247140,6212,4247140
1013,4612,4248140,6212,4248140
1013,4612,4249140,6212,4249140
1013,4612,4250140,6212,4250140
1013,4612,4250460,6212,4250460
1013,4612,4250930,6212,4250930
1013,4612,4251740,6212,4251740
1014,4620,4252550,6212,4252550
1014,4620,4253360,6212,4253360
1014,4620,4254170,6212,4254170
1014,4620,4254170,6212,4254170
1014,4620,4254400,6212,4254400
1014,4620,4255400,6212,4255400
1014,4620,4255870,6212,4255870
1014,4620,4255870,6212,4255870
1014,4620,4256870,6212,4256870
1014,4620,4257870,6212,4257870
1014,4620,4258520,6212,4258520
1014,4620,4258840,6212,4258840
1015,4628,4259650,6212,4259650
1015,4628,4260650,6212,4260650
1015,4628,4260650,6212,4260650
1015,4628,4261650,6212,4261650
1015,4628,4262460,6212,4262460
1015,4628,4263460,6212,4263460
1015,4628,4264460,6212,4264460
1015,4628,4264460,6212,4264460
1015,4628,4265460,6212,4265460
1015,4628,4266460,6212,4266460
1016,4636,4267460,6212,4267460
1016,4636,4268460,6212,4268460
1016,4636,4268780,6212,4268780
1016,4636,4269590,6212,4269590
1016,4636,4269910,6212,4269910
1016,4636,4270910,6212,4270910
1016,4636,4271910,6212,4271910
1016,4636,4272720,6212,4272720
1016,4636,4273190,6212,4273190
1017,4644,4274190,6212,4274190
1017,4644,4275190,6212,4275190
1017,4644,4275510,6212,4275510
1017,4644,4276510,6212,4276510
1017,4644,4276980,6212,4276980
1017,4644,4277980,6212,4277980
1017,4644,4278980,6212,4278980
1017,4644,4279980,6212,4279980
1017,4644,4279980,6212,4279980
1017,4644,4280980,6212,4280980
1018,4652,4281980,6212,4281980
1018,4652,4282450,6212,4282450
1018,4652,4283450,6212,4283450
1018,4652,4284100,6212,4284100
1018,4652,4284910,6212,4284910
1018,4652,4285910,6212,4285910
1018,4652,4285910,6212,4285910
1018,4652,4285910,6212,4285910
1018,4652,4286910,6212,4286910
1018,4652,4287720,6212,4287720
1018,4652,4288530,6212,4288530
1018,4652,4288850,6212,4288850
1019,4660,4289850,6212,4289850
1019,4660,4289850,6212,4289850
1019,4660,4290310,6212,4290310
1019,4660,4290310,6212,4290310
1019,4660,4291310,6212,4291310
1019,4660,4291780,6212,4291780
1019,4660,4292590,6212,4292590
1019,4660,4293590,6212,4293590
1019,4660,4294400,6212,4294400
1019,4660,4295400,6212,4295400
1019,4660,4296400,6212,4296400
1019,4660,4296400,6212,4296400
1020,4668,4297400,6212,4297400
1020,4668,4298400,6212,4298400
1020,4668,4298400,6212,4298400
1020,4668,4299400,6212,4299400
1020,4668,4300400,6212,4300400
1020,4668,4301400,6212,4301400
1020,4668,4301400,6212,4301400
1020,4668,4301400,6212,4301400
1020,4668,4302400,6212,4302400
1020,4668,4303400,6212,4303400
1020,4668,4303400,6212,4303400
1021,4676,4304400,6212,4304400
1021,4676,4305050,6212,4305050
1021,4676,4306050,6212,4306050
1021,4676,4307050,6212,4307050
1021,4676,4308050,6212,4308050
1021,4676,4309050,6212,4309050
1021,4676,4309050,6212,4309050
1021,4676,4310050,6212,4310050
1021,4676,4311050,6212,4311050
1022,4684,4312050,6212,4312050
1022,4684,4312860,6212,4312860
1022,4684,4312860,6212,4312860
1022,4684,4313860,6212,4313860
1022,4684,4314670,6212,4314670
1022,4684,4315670,6212,4315670
1022,4684,4316670,6212,4316670
1022,4684,4317670,6212,4317670
1022,4684,4318670,6212,4318670
1022,4684,4318990,6212,4318990
1022,4684,4319990,6212,4319990
1023,4692,4320800,6212,4320800
1023,4692,4321800,6212,4321800
1023,4692,4322800,6212,4322800
1023,4692,4323800,6212,4323800
1023,4692,4324800,6212,4324800
1023,4692,4325800,6212,4325800
1023,4692,4326800,6212,4326800
1023,4692,4327120,6212,4327120
1024,4700,4335120,6212,4335120
1024,4700,4335590,6212,4335590
1024,4700,4335810,6212,4335810
1025,4708,4336810,6212,4336810
1026,4716,4344810,6212,4344810
1026,4716,4345810,6212,4345810
1027,4724,4353810,6212,4353810
1027,4724,4354810,6212,4354810
1027,4724,4355810,6212,4355810
1027,4724,4356130,6212,4356130
1027,4724,4357130,6212,4357130
1027,4724,4357130,6212,4357130
1027,4724,4358130,6212,4358130
1027,4724,4358600,6212,4358600
1028,4732,4359070,6212,4359070
1028,4732,4359540,6212,4359540
1028,4732,4360350,6212,4360350
1028,4732,4361350,6212,4361350
1028,4732,4362350,6212,4362350
1028,4732,4362830,6212,4362830
1028,4732,4363640,6212,4363640
1028,4732,4364640,6212,4364640
1028,4732,4365640,6212,4365640
1029,4740,4366640,6212,4366640
1029,4740,4367450,6212,4367450
1029,4740,4368450,6212,4368450
1029,4740,4369100,6212,4369100
1029,4740,4369750,6212,4369750
1029,4740,4370750,6212,4370750
1029,4740,4371750,6212,4371750
1029,4740,4372750,6212,4372750
1030,4748,4373750,6212,4373750
1030,4748,4374220,6212,4374220
1030,4748,4375220,6212,4375220
1030,4748,4376220,6212,4376220
1030,4748,4377030,6212,4377030
1030,4748,4377030,6212,4377030
1030,4748,4377350,6212,4377350
1030,4748,4377670,6212,4377670
1030,4748,4378260,6212,4378260
1030,4748,4378480,6212,4378480
1030,4748,4379480,6212,4379480
1030,4748,4379710,6212,4379710
1030,4748,4380710,6212,4380710
1030,4748,4381710,6212,4381710
1030,4748,4381710,6212,4381710
1031,4756,4382710,6212,4382710
1031,4756,4383710,6212,4383710
1031,4756,4384710,6212,4384710
1031,4756,4385710,6212,4385710
1031,4756,4386520,6212,4386520
1031,4756,4387520,6212,4387520
1031,4756,4388520,6212,4388520
1031,4756,4388850,6212,4388850
1032,4764,4389660,6212,4389660
1032,4764,4390470,6212,4390470
1032,4764,4391470,6212,4391470
1032,4764,4391470,6212,4391470
1032,4764,4392470,6212,4392470
1032,4764,4392940,6212,4392940
1032,4764,4393750,6212,4393750
1032,4764,4394220,6212,4394220
1032,4764,4395220,6212,4395220
1032,4764,4395540,6212,4395540
1032,4764,4396350,6212,4396350
1033,4772,4397160,6212,4397160
1033,4772,4397320,6212,4397320
1033,4772,4398320,6212,4398320
1033,4772,4398970,6212,4398970
1033,4772,4399200,6212,4399200
1033,4772,4399520,6212,4399520
1033,4772,4400520,6212,4400520
1033,4772,4400750,6212,4400750
1033,4772,4401560,6212,4401560
1033,4772,4402560,6212,4402560
1033,4772,4403560,6212,4403560
1034,4780,4404030,6212,4404030
1034,4780,4405030,6212,4405030
1034,4780,4405500,6212,4405500
1034,4780,4406500,6212,4406500
1034,4780,4406500,6212,4406500
1034,4780,4407500,6212,4407500
1035,4788,4415500,6212,4415500
1035,4788,4416500,6212,4416500
1035,4788,4416500,6212,4416500
1035,4788,4416960,6212,4416960
1035,4788,4417430,6212,4417430
1035,4788,4418430,6212,4418430
1035,4788,4418650,6212,4418650
1035,4788,4419650,6212,4419650
1035,4788,4419650,6212,4419650
1036,4796,4420460,6212,4420460
1036,4796,4420460,6212,4420460
1036,4796,4421460,6212,4421460
1036,4796,4422270,6212,4422270
1036,4796,4423270,6212,4423270
1036,4796,4424270,6212,4424270
1036,4796,4425270,6212,4425270
1036,4796,4425270,6212,4425270
1036,4796,4426270,6212,4426270
1036,4796,4426590,6212,4426590
1036,4796,4427060,6212,4427060
1037,4804,4428060,6212,4428060
1037,4804,4429060,6212,4429060
1037,4804,4430060,6212,4430060
1037,4804,4431060,6212,4431060
1037,4804,4431380,6212,4431380
1037,4804,4432190,6212,4432190
1037,4804,4433190,6212,4433190
1037,4804,4433660,6212,4433660
1037,4804,4434660,6212,4434660
1038,4812,4435470,6212,4435470
1038,4812,4436280,6212,4436280
1038,4812,4436280,6212,4436280
1038,4812,4437280,6212,4437280
1038,4812,4437280,6212,4437280
1038,4812,4438280,6212,4438280
1038,4812,4439280,6212,4439280
1038,4812,4440090,6212,4440090
1038,4812,4441090,6212,4441090
1038,4812,4441090,6212,4441090
1038,4812,4441310,6212,4441310
1038,4812,4442310,6212,4442310
1038,4812,4442630,6212,4442630
1039,4820,4443630,6212,4443630
1039,4820,4444630,6212,4444630
1039,4820,4445630,6212,4445630
1039,4820,4445950,6212,4445950
1039,4820,4446950,6212,4446950
1039,4820,4447950,6212,4447950
1039,4820,4448950,6212,4448950
1039,4820,4449320,6212,4449320
1039,4820,4449910,6212,4449910
1040,4828,4450910,6212,4450910
1040,4828,4451370,6212,4451370
1040,4828,4451370,6212,4451370
1040,4828,4452370,6212,4452370
1040,4828,4453180,6212,4453180
1040,4828,4454180,6212,4454180
1040,4828,4455180,6212,4455180
1040,4828,4455500,6212,4455500
1040,4828,4455500,6212,4455500
1040,4828,4456500,6212,4456500
1040,4828,4457310,6212,4457310
1040,4828,4457770,6212,4457770
1040,4828,4458230,6212,4458230
1041,4836,4458880,6212,4458880
1041,4836,4459880,6212,4459880
1041,4836,4460350,6212,4460350
1041,4836,4461350,6212,4461350
1041,4836,4461350,6212,4461350
1041,4836,4461350,6212,4461350
1041,4836,4462350,6212,4462350
1041,4836,4462350,6212,4462350
1041,4836,4463350,6212,4463350
1041,4836,4464350,6212,4464350
1041,4836,4464350,6212,4464350
1041,4836,4464350,6212,4464350
1042,4844,4465350,6212,4465350
1042,4844,4466350,6212,4466350
1042,4844,4467160,6212,4467160
1042,4844,4468160,6212,4468160
1042,4844,4469160,6212,4469160
1042,4844,4469630,6212,4469630
1042,4844,4470440,6212,4470440
1042,4844,4471440,6212,4471440
1042,4844,4472440,6212,4472440
1042,4844,4473440,6212,4473440
1042,4844,4473600,6212,4473600
1043,4852,4474600,6212,4474600
1043,4852,4475600,6212,4475600
1043,4852,4476600,6212,4476600
1043,4852,4476600,6212,4476600
1043,4852,4477600,6212,4477600
1043,4852,4477820,6212,4477820
1043,4852,4478140,6212,4478140
1043,4852,4478950,6212,4478950
1043,4852,4479950,6212,4479950
1043,4852,4480760,6212,4480760
1044,4860,4481760,6212,4481760
1044,4860,4481760,6212,4481760
1044,4860,4482230,6212,4482230
1044,4860,4482230,6212,4482230
1044,4860,4483040,6212,4483040
1044,4860,4483040,6212,4483040
1044,4860,4484040,6212,4484040
1044,4860,4484040,6212,4484040
1044,4860,4484850,6212,4484850
1044,4860,4485850,6212,4485850
1044,4860,4486850,6212,4486850
1044,4860,4487320,6212,4487320
1044,4860,4488320,6212,4488320
1045,4868,4489320,6212,4489320
1045,4868,4489320,6212,4489320
1045,4868,4490320,6212,4490320
1045,4868,4490320,6212,4490320
1045,4868,4491320,6212,4491320
1045,4868,4492320,6212,4492320
1045,4868,4493320,6212,4493320
1045,4868,4493970,6212,4493970
1045,4868,4494780,6212,4494780
1046,4876,4495780,6212,4495780
1046,4876,4495780,6212,4495780
1046,4876,4496250,6212,4496250
1046,4876,4497060,6212,4497060
1046,4876,4498060,6212,4498060
1046,4876,4498060,6212,4498060
1046,4876,4498060,6212,4498060
1046,4876,4499060,6212,4499060
1046,4876,4499870,6212,4499870
1046,4876,4500870,6212,4500870
1046,4876,4501870,6212,4501870
1046,4876,4502870,6212,4502870
1047,4884,4503870,6212,4503870
1047,4884,4504680,6212,4504680
1048,4892,4512680,6212,4512680
1048,4892,4513680,6212,4513680
1048,4892,4514680,6212,4514680
1048,4892,4515680,6212,4515680
1048,4892,4516490,6212,4516490
1048,4892,4517490,6212,4517490
1048,4892,4518490,6212,4518490
