ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a0cd-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-used_nodes,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a0cd-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-used_gpus,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a0cd-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-used_gpu_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a0cd-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-total_gpus,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a0cd-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-arrived_gpu_milli
677,1924,1709950,6212,1709950
677,1924,1709950,6212,1709950
677,1924,1710420,6212,1710420
677,1924,1710420,6212,1710420
677,1924,1711420,6212,1711420
677,1924,1712420,6212,1712420
677,1924,1713230,6212,1713230
677,1924,1714230,6212,1714230
677,1924,1715230,6212,1715230
677,1924,1716230,6212,1716230
677,1924,1716700,6212,1716700
678,1932,1717700,6212,1717700
678,1932,1718020,6212,1718020
678,1932,1719020,6212,1719020
678,1932,1720020,6212,1720020
678,1932,1720020,6212,1720020
678,1932,1720490,6212,1720490
678,1932,1721300,6212,1721300
678,1932,1721300,6212,1721300
678,1932,1722300,6212,1722300
678,1932,1722770,6212,1722770
678,1932,1723000,6212,1723000
678,1932,1723470,6212,1723470
678,1932,1723470,6212,1723470
678,1932,1724470,6212,1724470
678,1932,1724930,6212,1724930
679,1940,1725400,6212,1725400
679,1940,1726400,6212,1726400
679,1940,1726860,6212,1726860
679,1940,1727670,6212,1727670
679,1940,1727670,6212,1727670
679,1940,1728670,6212,1728670
679,1940,1729670,6212,1729670
679,1940,1730670,6212,1730670
679,1940,1731670,6212,1731670
679,1940,1732670,6212,1732670
679,1940,1732670,6212,1732670
679,1940,1732670,6212,1732670
680,1948,1733140,6212,1733140
680,1948,1733140,6212,1733140
680,1948,1733950,6212,1733950
680,1948,1734950,6212,1734950
680,1948,1735950,6212,1735950
680,1948,1736760,6212,1736760
680,1948,1737230,6212,1737230
680,1948,1738040,6212,1738040
680,1948,1739040,6212,1739040
680,1948,1740040,6212,1740040
681,1956,1740690,6212,1740690
681,1956,1741690,6212,1741690
681,1956,1741690,6212,1741690
681,1956,1742690,6212,1742690
681,1956,1743690,6212,1743690
681,1956,1744690,6212,1744690
681,1956,1745010,6212,1745010
681,1956,1745330,6212,1745330
681,1956,1746330,6212,1746330
681,1956,1747330,6212,1747330
682,1964,1748330,6212,1748330
682,1964,1749330,6212,1749330
682,1964,1750140,6212,1750140
682,1964,1750140,6212,1750140
682,1964,1750610,6212,1750610
682,1964,1751610,6212,1751610
682,1964,1752610,6212,1752610
682,1964,1752930,6212,1752930
682,1964,1753930,6212,1753930
682,1964,1754400,6212,1754400
682,1964,1755210,6212,1755210
682,1964,1755530,6212,1755530
682,1964,1755530,6212,1755530
682,1964,1755530,6212,1755530
682,1964,1755530,6212,1755530
683,1972,1756530,6212,1756530
683,1972,1757530,6212,1757530
683,1972,1758340,6212,1758340
683,1972,1758340,6212,1758340
683,1972,1759150,6212,1759150
683,1972,1759150,6212,1759150
683,1972,1759620,6212,1759620
683,1972,1759620,6212,1759620
683,1972,1760620,6212,1760620
683,1972,1761620,6212,1761620
683,1972,1761620,6212,1761620
683,1972,1762430,6212,1762430
683,1972,1762900,6212,1762900
684,1980,1763900,6212,1763900
684,1980,1764490,6212,1764490
684,1980,1764810,6212,1764810
684,1980,1764810,6212,1764810
684,1980,1765810,6212,1765810
684,1980,1766810,6212,1766810
684,1980,1767810,6212,1767810
684,1980,1768810,6212,1768810
684,1980,1769360,6212,1769360
684,1980,1769360,6212,1769360
684,1980,1770360,6212,1770360
685,1988,1771360,6212,1771360
685,1988,1771360,6212,1771360
685,1988,1771360,6212,1771360
685,1988,1771910,6212,1771910
685,1988,1772910,6212,1772910
685,1988,1773910,6212,1773910
685,1988,1774910,6212,1774910
685,1988,1775130,6212,1775130
685,1988,1775590,6212,1775590
685,1988,1776590,6212,1776590
685,1988,1777180,6212,1777180
686,1996,1778180,6212,1778180
686,1996,1779180,6212,1779180
686,1996,1780180,6212,1780180
686,1996,1781180,6212,1781180
686,1996,1782180,6212,1782180
686,1996,1782500,6212,1782500
686,1996,1782500,6212,1782500
686,1996,1783090,6212,1783090
686,1996,1783090,6212,1783090
686,1996,1783090,6212,1783090
686,1996,1783090,6212,1783090
686,1996,1783560,6212,1783560
686,1996,1784560,6212,1784560
686,1996,1785370,6212,1785370
686,1996,1785370,6212,1785370
686,1996,1785690,6212,1785690
687,2004,1786690,6212,1786690
687,2004,1787690,6212,1787690
687,2004,1788690,6212,1788690
687,2004,1789690,6212,1789690
687,2004,1790500,6212,1790500
687,2004,1791500,6212,1791500
687,2004,1792500,6212,1792500
687,2004,1793500,6212,1793500
688,2012,1794500,6212,1794500
688,2012,1795500,6212,1795500
688,2012,1796050,6212,1796050
688,2012,1796860,6212,1796860
688,2012,1796860,6212,1796860
688,2012,1797860,6212,1797860
688,2012,1797860,6212,1797860
688,2012,1798860,6212,1798860
688,2012,1799860,6212,1799860
688,2012,1800510,6212,1800510
688,2012,1800510,6212,1800510
689,2020,1801510,6212,1801510
689,2020,1802510,6212,1802510
689,2020,1802510,6212,1802510
689,2020,1803320,6212,1803320
689,2020,1803320,6212,1803320
689,2020,1804320,6212,1804320
689,2020,1804640,6212,1804640
689,2020,1805640,6212,1805640
689,2020,1806640,6212,1806640
690,2028,1814640,6212,1814640
690,2028,1815640,6212,1815640
690,2028,1816290,6212,1816290
691,2036,1817290,6212,1817290
691,2036,1817290,6212,1817290
691,2036,1818290,6212,1818290
691,2036,1819290,6212,1819290
691,2036,1820290,6212,1820290
691,2036,1821290,6212,1821290
691,2036,1821290,6212,1821290
691,2036,1822100,6212,1822100
691,2036,1823100,6212,1823100
691,2036,1824100,6212,1824100
692,2044,1825100,6212,1825100
692,2044,1825450,6212,1825450
692,2044,1825920,6212,1825920
692,2044,1826920,6212,1826920
692,2044,1827240,6212,1827240
692,2044,1827890,6212,1827890
692,2044,1828210,6212,1828210
692,2044,1829210,6212,1829210
692,2044,1830210,6212,1830210
692,2044,1830580,6212,1830580
692,2044,1831050,6212,1831050
693,2052,1832050,6212,1832050
693,2052,1832640,6212,1832640
693,2052,1833450,6212,1833450
693,2052,1833450,6212,1833450
693,2052,1834450,6212,1834450
693,2052,1835450,6212,1835450
693,2052,1836450,6212,1836450
693,2052,1837260,6212,1837260
693,2052,1838260,6212,1838260
693,2052,1839260,6212,1839260
694,2060,1840260,6212,1840260
694,2060,1840910,6212,1840910
694,2060,1841910,6212,1841910
694,2060,1842910,6212,1842910
694,2060,1843910,6212,1843910
694,2060,1844380,6212,1844380
694,2060,1845380,6212,1845380
694,2060,1846380,6212,1846380
695,2068,1847380,6212,1847380
695,2068,1847380,6212,1847380
695,2068,1848380,6212,1848380
695,2068,1849190,6212,1849190
695,2068,1850190,6212,1850190
695,2068,1851000,6212,1851000
695,2068,1851810,6212,1851810
695,2068,1851810,6212,1851810
695,2068,1852810,6212,1852810
695,2068,1853810,6212,1853810
696,2076,1854460,6212,1854460
696,2076,1855460,6212,1855460
696,2076,1856270,6212,1856270
696,2076,1856740,6212,1856740
696,2076,1857060,6212,1857060
696,2076,1857290,6212,1857290
696,2076,1858290,6212,1858290
696,2076,1859290,6212,1859290
696,2076,1860100,6212,1860100
696,2076,1861100,6212,1861100
696,2076,1861910,6212,1861910
696,2076,1861910,6212,1861910
697,2084,1862910,6212,1862910
697,2084,1863560,6212,1863560
697,2084,1863560,6212,1863560
697,2084,1863560,6212,1863560
697,2084,1864030,6212,1864030
697,2084,1864490,6212,1864490
697,2084,1864810,6212,1864810
697,2084,1865810,6212,1865810
697,2084,1866620,6212,1866620
697,2084,1867620,6212,1867620
697,2084,1868090,6212,1868090
697,2084,1869090,6212,1869090
698,2092,1869740,6212,1869740
698,2092,1870740,6212,1870740
698,2092,1871740,6212,1871740
698,2092,1872740,6212,1872740
698,2092,1873550,6212,1873550
698,2092,1874360,6212,1874360
698,2092,1875360,6212,1875360
698,2092,1876360,6212,1876360
698,2092,1876690,6212,1876690
699,2100,1877690,6212,1877690
699,2100,1878690,6212,1878690
699,2100,1879690,6212,1879690
699,2100,1879690,6212,1879690
699,2100,1880690,6212,1880690
699,2100,1881690,6212,1881690
699,2100,1882500,6212,1882500
699,2100,1883500,6212,1883500
700,2108,1884500,6212,1884500
700,2108,1884660,6212,1884660
700,2108,1885660,6212,1885660
700,2108,1886470,6212,1886470
700,2108,1887470,6212,1887470
700,2108,1887470,6212,1887470
700,2108,1888470,6212,1888470
700,2108,1889470,6212,1889470
700,2108,1890470,6212,1890470
700,2108,1891470,6212,1891470
700,2108,1891470,6212,1891470
700,2108,1891790,6212,1891790
700,2108,1892110,6212,1892110
700,2108,1893110,6212,1893110
700,2108,1893110,6212,1893110
700,2108,1893110,6212,1893110
700,2108,1893330,6212,1893330
701,2116,1893920,6212,1893920
701,2116,1894920,6212,1894920
701,2116,1895920,6212,1895920
701,2116,1896730,6212,1896730
701,2116,1897380,6212,1897380
701,2116,1898030,6212,1898030
701,2116,1898840,6212,1898840
701,2116,1898840,6212,1898840
701,2116,1899840,6212,1899840
702,2124,1900840,6212,1900840
702,2124,1901310,6212,1901310
702,2124,1902120,6212,1902120
702,2124,1902120,6212,1902120
702,2124,1902350,6212,1902350
702,2124,1903350,6212,1903350
702,2124,1903350,6212,1903350
702,2124,1904160,6212,1904160
702,2124,1905160,6212,1905160
702,2124,1905640,6212,1905640
702,2124,1906100,6212,1906100
702,2124,1906910,6212,1906910
703,2132,1907720,6212,1907720
703,2132,1908530,6212,1908530
703,2132,1909530,6212,1909530
703,2132,1910530,6212,1910530
703,2132,1911530,6212,1911530
703,2132,1912530,6212,1912530
703,2132,1913530,6212,1913530
703,2132,1914530,6212,1914530
703,2132,1914690,6212,1914690
704,2140,1915500,6212,1915500
704,2140,1916500,6212,1916500
704,2140,1916960,6212,1916960
704,2140,1917960,6212,1917960
704,2140,1918960,6212,1918960
704,2140,1919960,6212,1919960
704,2140,1920550,6212,1920550
704,2140,1921550,6212,1921550
704,2140,1922360,6212,1922360
705,2148,1923360,6212,1923360
705,2148,1923590,6212,1923590
705,2148,1923590,6212,1923590
705,2148,1923910,6212,1923910
705,2148,1924720,6212,1924720
705,2148,1925720,6212,1925720
705,2148,1926040,6212,1926040
705,2148,1926410,6212,1926410
705,2148,1926730,6212,1926730
705,2148,1926730,6212,1926730
705,2148,1926730,6212,1926730
705,2148,1927200,6212,1927200
705,2148,1927200,6212,1927200
705,2148,1928200,6212,1928200
705,2148,1929200,6212,1929200
705,2148,1930200,6212,1930200
705,2148,1930670,6212,1930670
706,2156,1931670,6212,1931670
706,2156,1932140,6212,1932140
706,2156,1933140,6212,1933140
706,2156,1934140,6212,1934140
706,2156,1934610,6212,1934610
706,2156,1935610,6212,1935610
706,2156,1936610,6212,1936610
706,2156,1937610,6212,1937610
706,2156,1938610,6212,1938610
706,2156,1938610,6212,1938610
706,2156,1938610,6212,1938610
707,2164,1939610,6212,1939610
707,2164,1940260,6212,1940260
707,2164,1941260,6212,1941260
707,2164,1942260,6212,1942260
707,2164,1943260,6212,1943260
707,2164,1943260,6212,1943260
707,2164,1943260,6212,1943260
707,2164,1943260,6212,1943260
707,2164,1944070,6212,1944070
707,2164,1944530,6212,1944530
707,2164,1945340,6212,1945340
708,2172,1946340,6212,1946340
708,2172,1947340,6212,1947340
708,2172,1947930,6212,1947930
708,2172,1948400,6212,1948400
708,2172,1948400,6212,1948400
708,2172,1948860,6212,1948860
708,2172,1949670,6212,1949670
708,2172,1950670,6212,1950670
708,2172,1951140,6212,1951140
708,2172,1951950,6212,1951950
708,2172,1952950,6212,1952950
709,2180,1953950,6212,1953950
709,2180,1954950,6212,1954950
709,2180,1955420,6212,1955420
709,2180,1956420,6212,1956420
709,2180,1957420,6212,1957420
709,2180,1958070,6212,1958070
709,2180,1959070,6212,1959070
709,2180,1960070,6212,1960070
709,2180,1960530,6212,1960530
710,2188,1961530,6212,1961530
710,2188,1962000,6212,1962000
710,2188,1962230,6212,1962230
710,2188,1962880,6212,1962880
710,2188,1963880,6212,1963880
710,2188,1964880,6212,1964880
710,2188,1965530,6212,1965530
710,2188,1966340,6212,1966340
710,2188,1967340,6212,1967340
711,2196,1975340,6212,1975340
711,2196,1976150,6212,1976150
712,2204,1976800,6212,1976800
712,2204,1977800,6212,1977800
712,2204,1978800,6212,1978800
712,2204,1979610,6212,1979610
712,2204,1979840,6212,1979840
712,2204,1980840,6212,1980840
712,2204,1981650,6212,1981650
713,2212,1989650,6212,1989650
713,2212,1990650,6212,1990650
713,2212,1991460,6212,1991460
714,2220,1992460,6212,1992460
714,2220,1992930,6212,1992930
714,2220,1993740,6212,1993740
714,2220,1994550,6212,1994550
714,2220,1995200,6212,1995200
714,2220,1996200,6212,1996200
714,2220,1997200,6212,1997200
714,2220,1998200,6212,1998200
714,2220,1998430,6212,1998430
715,2228,1999430,6212,1999430
715,2228,2000430,6212,2000430
715,2228,2000890,6212,2000890
715,2228,2001360,6212,2001360
715,2228,2002360,6212,2002360
715,2228,2003360,6212,2003360
715,2228,2003630,6212,2003630
715,2228,2003630,6212,2003630
715,2228,2004630,6212,2004630
715,2228,2004740,6212,2004740
715,2228,2004740,6212,2004740
715,2228,2005740,6212,2005740
715,2228,2006740,6212,2006740
716,2236,2007740,6212,2007740
716,2236,2008210,6212,2008210
716,2236,2009210,6212,2009210
716,2236,2010020,6212,2010020
716,2236,2011020,6212,2011020
716,2236,2011830,6212,2011830
716,2236,2012640,6212,2012640
716,2236,2013640,6212,2013640
716,2236,2014640,6212,2014640
716,2236,2014960,6212,2014960
716,2236,2014960,6212,2014960
717,2244,2015960,6212,2015960
717,2244,2016430,6212,2016430
717,2244,2017430,6212,2017430
717,2244,2018430,6212,2018430
717,2244,2019240,6212,2019240
717,2244,2019240,6212,2019240
717,2244,2020240,6212,2020240
717,2244,2021240,6212,2021240
717,2244,2021240,6212,2021240
717,2244,2022240,6212,2022240
718,2252,2023240,6212,2023240
718,2252,2024240,6212,2024240
718,2252,2024240,6212,2024240
718,2252,2025050,6212,2025050
718,2252,2026050,6212,2026050
718,2252,2027050,6212,2027050
718,2252,2028050,6212,2028050
718,2252,2029050,6212,2029050
718,2252,2029700,6212,2029700
719,2260,2030700,6212,2030700
719,2260,2031700,6212,2031700
719,2260,2032700,6212,2032700
719,2260,2033700,6212,2033700
719,2260,2033700,6212,2033700
719,2260,2034510,6212,2034510
719,2260,2035100,6212,2035100
719,2260,2036100,6212,2036100
719,2260,2037100,6212,2037100
720,2268,2038100,6212,2038100
720,2268,2038650,6212,2038650
720,2268,2039650,6212,2039650
720,2268,2040650,6212,2040650
720,2268,2041650,6212,2041650
720,2268,2041650,6212,2041650
720,2268,2042460,6212,2042460
720,2268,2043270,6212,2043270
720,2268,2043740,6212,2043740
721,2276,2044740,6212,2044740
721,2276,2045740,6212,2045740
721,2276,2046210,6212,2046210
721,2276,2046670,6212,2046670
721,2276,2047480,6212,2047480
721,2276,2047950,6212,2047950
721,2276,2048420,6212,2048420
721,2276,2049420,6212,2049420
721,2276,2049890,6212,2049890
722,2284,2050890,6212,2050890
722,2284,2051360,6212,2051360
722,2284,2051360,6212,2051360
722,2284,2052360,6212,2052360
722,2284,2052360,6212,2052360
722,2284,2053360,6212,2053360
722,2284,2054360,6212,2054360
722,2284,2055170,6212,2055170
722,2284,2056170,6212,2056170
722,2284,2056650,6212,2056650
722,2284,2057120,6212,2057120
722,2284,2057120,6212,2057120
723,2292,2058120,6212,2058120
723,2292,2058120,6212,2058120
723,2292,2062120,6212,2062120
723,2292,2062120,6212,2062120
723,2292,2062580,6212,2062580
723,2292,2063580,6212,2063580
723,2292,2064580,6212,2064580
723,2292,2065050,6212,2065050
724,2300,2065700,6212,2065700
724,2300,2066700,6212,2066700
724,2300,2067700,6212,2067700
724,2300,2068170,6212,2068170
724,2300,2068980,6212,2068980
724,2300,2068980,6212,2068980
724,2300,2069790,6212,2069790
724,2300,2069790,6212,2069790
724,2300,2070260,6212,2070260
724,2300,2071070,6212,2071070
724,2300,2072070,6212,2072070
725,2308,2072880,6212,2072880
725,2308,2073350,6212,2073350
725,2308,2073820,6212,2073820
725,2308,2074820,6212,2074820
725,2308,2075820,6212,2075820
725,2308,2076820,6212,2076820
725,2308,2077290,6212,2077290
725,2308,2077290,6212,2077290
725,2308,2077610,6212,2077610
725,2308,2078080,6212,2078080
725,2308,2078550,6212,2078550
725,2308,2079360,6212,2079360
725,2308,2079820,6212,2079820
726,2316,2080630,6212,2080630
726,2316,2081180,6212,2081180
726,2316,2082180,6212,2082180
726,2316,2083180,6212,2083180
726,2316,2084180,6212,2084180
726,2316,2085180,6212,2085180
726,2316,2085990,6212,2085990
726,2316,2085990,6212,2085990
726,2316,2086100,6212,2086100
726,2316,2086570,6212,2086570
727,2324,2087570,6212,2087570
727,2324,2088570,6212,2088570
727,2324,2089220,6212,2089220
727,2324,2090220,6212,2090220
727,2324,2090220,6212,2090220
727,2324,2090220,6212,2090220
727,2324,2090330,6212,2090330
727,2324,2091140,6212,2091140
727,2324,2091360,6212,2091360
727,2324,2092360,6212,2092360
727,2324,2092360,6212,2092360
727,2324,2092830,6212,2092830
727,2324,2093300,6212,2093300
727,2324,2094300,6212,2094300
728,2332,2095300,6212,2095300
728,2332,2096300,6212,2096300
728,2332,2097300,6212,2097300
728,2332,2098300,6212,2098300
728,2332,2099110,6212,2099110
728,2332,2100110,6212,2100110
728,2332,2101110,6212,2101110
728,2332,2101270,6212,2101270
728,2332,2101740,6212,2101740
729,2340,2102740,6212,2102740
729,2340,2102740,6212,2102740
729,2340,2103740,6212,2103740
729,2340,2104390,6212,2104390
729,2340,2105200,6212,2105200
729,2340,2106200,6212,2106200
729,2340,2107200,6212,2107200
729,2340,2108200,6212,2108200
729,2340,2109200,6212,2109200
730,2348,2110200,6212,2110200
730,2348,2111010,6212,2111010
730,2348,2111480,6212,2111480
730,2348,2112130,6212,2112130
730,2348,2112680,6212,2112680
730,2348,2112910,6212,2112910
730,2348,2113910,6212,2113910
730,2348,2114910,6212,2114910
731,2356,2122910,6212,2122910
731,2356,2123720,6212,2123720
731,2356,2124720,6212,2124720
732,2364,2125720,6212,2125720
732,2364,2125720,6212,2125720
732,2364,2126720,6212,2126720
732,2364,2127720,6212,2127720
732,2364,2128720,6212,2128720
732,2364,2129190,6212,2129190
732,2364,2130190,6212,2130190
732,2364,2130510,6212,2130510
732,2364,2131510,6212,2131510
732,2364,2132510,6212,2132510
733,2372,2132980,6212,2132980
733,2372,2133980,6212,2133980
733,2372,2134980,6212,2134980
733,2372,2135790,6212,2135790
733,2372,2136790,6212,2136790
733,2372,2137790,6212,2137790
733,2372,2138260,6212,2138260
733,2372,2138260,6212,2138260
733,2372,2138850,6212,2138850
733,2372,2139850,6212,2139850
734,2380,2140320,6212,2140320
734,2380,2140320,6212,2140320
734,2380,2141320,6212,2141320
734,2380,2141910,6212,2141910
734,2380,2142560,6212,2142560
734,2380,2143370,6212,2143370
734,2380,2143530,6212,2143530
734,2380,2144180,6212,2144180
734,2380,2144180,6212,2144180
734,2380,2144410,6212,2144410
734,2380,2145410,6212,2145410
734,2380,2145410,6212,2145410
734,2380,2146410,6212,2146410
734,2380,2146880,6212,2146880
735,2388,2147880,6212,2147880
735,2388,2148880,6212,2148880
735,2388,2149350,6212,2149350
735,2388,2149670,6212,2149670
735,2388,2149900,6212,2149900
735,2388,2149900,6212,2149900
735,2388,2150370,6212,2150370
735,2388,2150370,6212,2150370
735,2388,2151370,6212,2151370
735,2388,2151530,6212,2151530
735,2388,2152530,6212,2152530
735,2388,2152690,6212,2152690
735,2388,2153340,6212,2153340
735,2388,2154340,6212,2154340
735,2388,2154340,6212,2154340
735,2388,2155150,6212,2155150
736,2396,2156150,6212,2156150
736,2396,2157150,6212,2157150
736,2396,2157620,6212,2157620
736,2396,2158430,6212,2158430
736,2396,2159430,6212,2159430
736,2396,2160240,6212,2160240
736,2396,2161240,6212,2161240
736,2396,2162240,6212,2162240
737,2404,2163240,6212,2163240
737,2404,2164240,6212,2164240
737,2404,2164560,6212,2164560
737,2404,2165560,6212,2165560
737,2404,2166030,6212,2166030
737,2404,2166840,6212,2166840
737,2404,2167060,6212,2167060
737,2404,2168060,6212,2168060
737,2404,2168060,6212,2168060
737,2404,2169060,6212,2169060
737,2404,2169290,6212,2169290
737,2404,2169290,6212,2169290
737,2404,2170290,6212,2170290
737,2404,2170760,6212,2170760
737,2404,2170760,6212,2170760
738,2412,2171570,6212,2171570
738,2412,2172570,6212,2172570
738,2412,2173220,6212,2173220
738,2412,2173270,6212,2173270
738,2412,2174270,6212,2174270
738,2412,2175080,6212,2175080
738,2412,2175550,6212,2175550
738,2412,2176200,6212,2176200
738,2412,2176200,6212,2176200
738,2412,2177200,6212,2177200
738,2412,2177200,6212,2177200
738,2412,2178200,6212,2178200
739,2420,2179200,6212,2179200
739,2420,2179670,6212,2179670
739,2420,2180670,6212,2180670
739,2420,2181480,6212,2181480
739,2420,2182480,6212,2182480
739,2420,2183290,6212,2183290
739,2420,2184290,6212,2184290
739,2420,2185290,6212,2185290
739,2420,2185760,6212,2185760
739,2420,2186080,6212,2186080
740,2428,2187080,6212,2187080
740,2428,2187890,6212,2187890
740,2428,2188890,6212,2188890
740,2428,2189890,6212,2189890
740,2428,2190890,6212,2190890
740,2428,2190890,6212,2190890
740,2428,2191360,6212,2191360
740,2428,2192360,6212,2192360
741,2436,2193360,6212,2193360
741,2436,2193830,6212,2193830
741,2436,2194050,6212,2194050
741,2436,2194280,6212,2194280
741,2436,2195280,6212,2195280
741,2436,2195870,6212,2195870
741,2436,2196680,6212,2196680
741,2436,2197680,6212,2197680
741,2436,2197910,6212,2197910
741,2436,2198910,6212,2198910
741,2436,2199910,6212,2199910
741,2436,2200910,6212,2200910
742,2444,2201910,6212,2201910
742,2444,2202910,6212,2202910
742,2444,2202910,6212,2202910
742,2444,2203720,6212,2203720
742,2444,2204530,6212,2204530
742,2444,2205530,6212,2205530
742,2444,2205530,6212,2205530
742,2444,2206530,6212,2206530
742,2444,2206530,6212,2206530
742,2444,2207530,6212,2207530
742,2444,2207530,6212,2207530
742,2444,2208180,6212,2208180
742,2444,2208180,6212,2208180
743,2452,2209180,6212,2209180
743,2452,2209990,6212,2209990
743,2452,2210990,6212,2210990
743,2452,2211990,6212,2211990
743,2452,2212210,6212,2212210
743,2452,2213210,6212,2213210
743,2452,2214210,6212,2214210
743,2452,2215210,6212,2215210
744,2460,2216210,6212,2216210
744,2460,2216210,6212,2216210
744,2460,2216680,6212,2216680
744,2460,2217680,6212,2217680
744,2460,2218150,6212,2218150
744,2460,2218960,6212,2218960
744,2460,2219960,6212,2219960
744,2460,2220960,6212,2220960
744,2460,2221550,6212,2221550
744,2460,2222550,6212,2222550
745,2468,2223550,6212,2223550
745,2468,2224550,6212,2224550
745,2468,2225550,6212,2225550
745,2468,2226550,6212,2226550
745,2468,2226550,6212,2226550
745,2468,2227360,6212,2227360
745,2468,2228360,6212,2228360
745,2468,2228360,6212,2228360
745,2468,2229360,6212,2229360
746,2476,2230360,6212,2230360
746,2476,2230830,6212,2230830
746,2476,2231380,6212,2231380
746,2476,2232380,6212,2232380
746,2476,2233380,6212,2233380
746,2476,2234380,6212,2234380
746,2476,2234850,6212,2234850
746,2476,2235850,6212,2235850
747,2484,2236850,6212,2236850
747,2484,2237500,6212,2237500
747,2484,2237970,6212,2237970
747,2484,2237970,6212,2237970
747,2484,2238970,6212,2238970
747,2484,2239970,6212,2239970
747,2484,2240970,6212,2240970
747,2484,2241780,6212,2241780
747,2484,2242100,6212,2242100
747,2484,2242910,6212,2242910
747,2484,2242910,6212,2242910
747,2484,2243230,6212,2243230
747,2484,2244230,6212,2244230
748,2492,2245230,6212,2245230
748,2492,2245550,6212,2245550
748,2492,2245780,6212,2245780
748,2492,2246010,6212,2246010
748,2492,2246820,6212,2246820
748,2492,2247630,6212,2247630
748,2492,2248630,6212,2248630
748,2492,2248950,6212,2248950
748,2492,2249760,6212,2249760
748,2492,2250760,6212,2250760
748,2492,2251220,6212,2251220
749,2500,2252220,6212,2252220
749,2500,2252220,6212,2252220
749,2500,2253220,6212,2253220
749,2500,2254030,6212,2254030
749,2500,2254190,6212,2254190
749,2500,2255190,6212,2255190
749,2500,2255410,6212,2255410
749,2500,2256410,6212,2256410
749,2500,2256410,6212,2256410
749,2500,2257410,6212,2257410
749,2500,2258060,6212,2258060
749,2500,2259060,6212,2259060
749,2500,2259060,6212,2259060
750,2508,2260060,6212,2260060
750,2508,2261060,6212,2261060
750,2508,2262060,6212,2262060
750,2508,2262060,6212,2262060
750,2508,2262710,6212,2262710
750,2508,2263180,6212,2263180
750,2508,2264180,6212,2264180
750,2508,2265180,6212,2265180
750,2508,2265650,6212,2265650
751,2516,2266110,6212,2266110
751,2516,2266580,6212,2266580
751,2516,2267580,6212,2267580
751,2516,2268580,6212,2268580
751,2516,2269580,6212,2269580
751,2516,2270580,6212,2270580
751,2516,2270580,6212,2270580
751,2516,2271580,6212,2271580
751,2516,2271800,6212,2271800
751,2516,2271800,6212,2271800
752,2524,2272120,6212,2272120
752,2524,2273120,6212,2273120
752,2524,2273120,6212,2273120
752,2524,2273670,6212,2273670
752,2524,2274670,6212,2274670
752,2524,2275140,6212,2275140
752,2524,2276140,6212,2276140
752,2524,2277140,6212,2277140
752,2524,2278140,6212,2278140
752,2524,2278610,6212,2278610
753,2532,2279610,6212,2279610
753,2532,2279930,6212,2279930
753,2532,2280930,6212,2280930
753,2532,2280930,6212,2280930
753,2532,2281930,6212,2281930
753,2532,2282090,6212,2282090
753,2532,2282560,6212,2282560
753,2532,2283560,6212,2283560
753,2532,2283560,6212,2283560
753,2532,2283560,6212,2283560
753,2532,2284030,6212,2284030
753,2532,2285030,6212,2285030
753,2532,2285680,6212,2285680
754,2540,2286680,6212,2286680
754,2540,2287150,6212,2287150
754,2540,2287960,6212,2287960
754,2540,2288960,6212,2288960
754,2540,2289770,6212,2289770
754,2540,2290580,6212,2290580
754,2540,2291580,6212,2291580
754,2540,2292580,6212,2292580
754,2540,2293050,6212,2293050
755,2548,2294050,6212,2294050
755,2548,2295050,6212,2295050
755,2548,2295370,6212,2295370
755,2548,2295370,6212,2295370
755,2548,2296020,6212,2296020
755,2548,2296830,6212,2296830
755,2548,2297150,6212,2297150
755,2548,2298150,6212,2298150
755,2548,2299150,6212,2299150
755,2548,2300150,6212,2300150
755,2548,2301150,6212,2301150
755,2548,2301470,6212,2301470
756,2556,2302470,6212,2302470
756,2556,2302470,6212,2302470
756,2556,2303470,6212,2303470
756,2556,2303470,6212,2303470
756,2556,2304470,6212,2304470
756,2556,2305470,6212,2305470
756,2556,2306280,6212,2306280
756,2556,2307280,6212,2307280
756,2556,2308280,6212,2308280
756,2556,2308280,6212,2308280
756,2556,2308600,6212,2308600
756,2556,2309410,6212,2309410
757,2564,2310410,6212,2310410
757,2564,2311410,6212,2311410
757,2564,2312410,6212,2312410
757,2564,2313220,6212,2313220
757,2564,2313220,6212,2313220
757,2564,2314220,6212,2314220
757,2564,2314700,6212,2314700
757,2564,2315700,6212,2315700
757,2564,2316700,6212,2316700
757,2564,2317510,6212,2317510
758,2572,2318320,6212,2318320
758,2572,2319320,6212,2319320
758,2572,2320320,6212,2320320
758,2572,2321320,6212,2321320
758,2572,2322320,6212,2322320
758,2572,2323320,6212,2323320
758,2572,2324130,6212,2324130
