ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9072-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_nodes,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9072-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpus,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9072-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpu_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9072-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-total_gpus,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9072-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-arrived_gpu_milli
1188,6079,2383180,6212,2383180
1188,6079,2383990,6212,2383990
1188,6079,2384800,6212,2384800
1188,6079,2385020,6212,2385020
1188,6079,2385830,6212,2385830
1188,6079,2386640,6212,2386640
1188,6079,2386960,6212,2386960
1188,6079,2387960,6212,2387960
1189,6087,2388960,6212,2388960
1189,6087,2389190,6212,2389190
1189,6087,2389660,6212,2389660
1189,6087,2390120,6212,2390120
1189,6087,2391120,6212,2391120
1189,6087,2391580,6212,2391580
1189,6087,2392040,6212,2392040
1189,6087,2393040,6212,2393040
1189,6087,2393630,6212,2393630
1189,6087,2394440,6212,2394440
1189,6087,2395250,6212,2395250
1189,6087,2395710,6212,2395710
1189,6087,2395710,6212,2395710
1189,6087,2396710,6212,2396710
1189,6087,2397520,6212,2397520
1189,6087,2397840,6212,2397840
1189,6087,2398490,6212,2398490
1189,6087,2398810,6212,2398810
1189,6087,2399810,6212,2399810
1189,6087,2400280,6212,2400280
1189,6087,2401280,6212,2401280
1189,6087,2401930,6212,2401930
1189,6087,2402520,6212,2402520
1189,6087,2402990,6212,2402990
1189,6087,2403640,6212,2403640
1189,6087,2404110,6212,2404110
1189,6087,2405110,6212,2405110
1189,6087,2405580,6212,2405580
1189,6087,2405580,6212,2405580
1189,6087,2406390,6212,2406390
1189,6087,2407200,6212,2407200
1189,6087,2407570,6212,2407570
1189,6087,2408160,6212,2408160
1189,6087,2408710,6212,2408710
1189,6087,2409520,6212,2409520
1189,6087,2410330,6212,2410330
1189,6087,2411330,6212,2411330
1189,6087,2411330,6212,2411330
1189,6087,2411330,6212,2411330
1189,6087,2411800,6212,2411800
1189,6087,2411800,6212,2411800
1189,6087,2412800,6212,2412800
1189,6087,2413800,6212,2413800
1189,6087,2414800,6212,2414800
1189,6087,2415350,6212,2415350
1189,6087,2416350,6212,2416350
1189,6087,2417350,6212,2417350
1189,6087,2418160,6212,2418160
1189,6087,2418160,6212,2418160
1189,6087,2418480,6212,2418480
1189,6087,2418950,6212,2418950
1189,6087,2419410,6212,2419410
1189,6087,2419960,6212,2419960
1189,6087,2420280,6212,2420280
1189,6087,2420600,6212,2420600
1189,6087,2421600,6212,2421600
1189,6087,2422600,6212,2422600
1189,6087,2423410,6212,2423410
1189,6087,2424060,6212,2424060
1189,6087,2425060,6212,2425060
1189,6087,2425060,6212,2425060
1189,6087,2425530,6212,2425530
1189,6087,2425760,6212,2425760
1189,6087,2426080,6212,2426080
1189,6087,2427080,6212,2427080
1189,6087,2427550,6212,2427550
1189,6087,2428200,6212,2428200
1189,6087,2429010,6212,2429010
1190,6089,2429010,6212,2429010
1190,6089,2429010,6212,2429010
1190,6089,2429330,6212,2429330
1190,6089,2429980,6212,2429980
1190,6089,2430630,6212,2430630
1190,6089,2431630,6212,2431630
1190,6089,2432440,6212,2432440
1190,6089,2432760,6212,2432760
1190,6089,2433230,6212,2433230
1190,6089,2434230,6212,2434230
1190,6089,2434230,6212,2434230
1190,6089,2434880,6212,2434880
1190,6089,2435350,6212,2435350
1190,6089,2435670,6212,2435670
1190,6089,2435670,6212,2435670
1190,6089,2436670,6212,2436670
1190,6089,2437140,6212,2437140
1190,6089,2437950,6212,2437950
1190,6089,2438270,6212,2438270
1190,6089,2438270,6212,2438270
1190,6089,2438740,6212,2438740
1190,6089,2438740,6212,2438740
1190,6089,2439060,6212,2439060
1190,6089,2440060,6212,2440060
1190,6089,2441060,6212,2441060
1190,6089,2441530,6212,2441530
1190,6089,2442340,6212,2442340
1190,6089,2442810,6212,2442810
1190,6089,2442970,6212,2442970
1190,6089,2443970,6212,2443970
1190,6089,2444290,6212,2444290
1190,6089,2444610,6212,2444610
1190,6089,2444610,6212,2444610
1190,6089,2445420,6212,2445420
1190,6089,2445740,6212,2445740
1190,6089,2446210,6212,2446210
1190,6089,2447210,6212,2447210
1190,6089,2447860,6212,2447860
1190,6089,2448860,6212,2448860
1190,6089,2448860,6212,2448860
1190,6089,2449860,6212,2449860
1190,6089,2449860,6212,2449860
1190,6089,2450860,6212,2450860
1190,6089,2451080,6212,2451080
1190,6089,2451550,6212,2451550
1190,6089,2452100,6212,2452100
1190,6089,2452750,6212,2452750
1190,6089,2453750,6212,2453750
1190,6089,2454560,6212,2454560
1190,6089,2455030,6212,2455030
1190,6089,2455840,6212,2455840
1190,6089,2456840,6212,2456840
1190,6089,2457840,6212,2457840
1190,6089,2458430,6212,2458430
1190,6089,2458750,6212,2458750
1190,6089,2458750,6212,2458750
1190,6089,2459560,6212,2459560
1190,6089,2459910,6212,2459910
1190,6089,2460910,6212,2460910
1190,6089,2461720,6212,2461720
1190,6089,2462720,6212,2462720
1190,6089,2463720,6212,2463720
1190,6089,2464530,6212,2464530
1191,6091,2464850,6212,2464850
1191,6091,2464850,6212,2464850
1191,6091,2464850,6212,2464850
1191,6091,2465500,6212,2465500
1192,6093,2465970,6212,2465970
1192,6093,2466780,6212,2466780
1192,6093,2467250,6212,2467250
1192,6093,2467250,6212,2467250
1192,6093,2468060,6212,2468060
1192,6093,2468710,6212,2468710
1192,6093,2469520,6212,2469520
1192,6093,2469990,6212,2469990
1192,6093,2469990,6212,2469990
1192,6093,2470990,6212,2470990
1192,6093,2470990,6212,2470990
1192,6093,2471990,6212,2471990
1192,6093,2472800,6212,2472800
1192,6093,2473270,6212,2473270
1192,6093,2473740,6212,2473740
1192,6093,2474740,6212,2474740
1192,6093,2475290,6212,2475290
1192,6093,2476100,6212,2476100
1192,6093,2476100,6212,2476100
1192,6093,2476910,6212,2476910
1192,6093,2477380,6212,2477380
1192,6093,2477380,6212,2477380
1192,6093,2477850,6212,2477850
1192,6093,2478850,6212,2478850
1192,6093,2479170,6212,2479170
1192,6093,2479980,6212,2479980
1192,6093,2480980,6212,2480980
1192,6093,2481450,6212,2481450
1193,6101,2482260,6212,2482260
1193,6101,2483260,6212,2483260
1193,6101,2483260,6212,2483260
1193,6101,2483420,6212,2483420
1193,6101,2483580,6212,2483580
1193,6101,2484050,6212,2484050
1193,6101,2484860,6212,2484860
1193,6101,2485330,6212,2485330
1193,6101,2485800,6212,2485800
1193,6101,2486610,6212,2486610
1193,6101,2487610,6212,2487610
1193,6101,2488610,6212,2488610
1193,6101,2489610,6212,2489610
1193,6101,2490420,6212,2490420
1193,6101,2491420,6212,2491420
1193,6101,2492420,6212,2492420
1193,6101,2493230,6212,2493230
1193,6101,2494230,6212,2494230
1193,6101,2494230,6212,2494230
1193,6101,2495230,6212,2495230
1193,6101,2495880,6212,2495880
1193,6101,2496530,6212,2496530
1193,6101,2496750,6212,2496750
1193,6101,2496750,6212,2496750
1193,6101,2497560,6212,2497560
1193,6101,2498370,6212,2498370
1193,6101,2499370,6212,2499370
1193,6101,2499920,6212,2499920
1193,6101,2500240,6212,2500240
1193,6101,2501050,6212,2501050
1193,6101,2502050,6212,2502050
1193,6101,2503050,6212,2503050
1194,6109,2503050,6212,2503050
1194,6109,2503050,6212,2503050
1194,6109,2503050,6212,2503050
1194,6109,2504050,6212,2504050
1194,6109,2504520,6212,2504520
1194,6109,2504520,6212,2504520
1194,6109,2505330,6212,2505330
1194,6109,2505330,6212,2505330
1194,6109,2505330,6212,2505330
1194,6109,2505920,6212,2505920
1194,6109,2506920,6212,2506920
1194,6109,2507510,6212,2507510
1194,6109,2507980,6212,2507980
1194,6109,2508440,6212,2508440
1194,6109,2508760,6212,2508760
1194,6109,2509080,6212,2509080
1194,6109,2510080,6212,2510080
1194,6109,2510080,6212,2510080
1194,6109,2510080,6212,2510080
1194,6109,2510550,6212,2510550
1194,6109,2511550,6212,2511550
1194,6109,2512360,6212,2512360
1194,6109,2512360,6212,2512360
1194,6109,2512830,6212,2512830
1194,6109,2512830,6212,2512830
1194,6109,2512830,6212,2512830
1194,6109,2513640,6212,2513640
1194,6109,2514640,6212,2514640
1194,6109,2515230,6212,2515230
1194,6109,2515230,6212,2515230
1194,6109,2516230,6212,2516230
1194,6109,2516700,6212,2516700
1194,6109,2516700,6212,2516700
1194,6109,2516700,6212,2516700
1194,6109,2517510,6212,2517510
1195,6111,2518320,6212,2518320
1195,6111,2518970,6212,2518970
1195,6111,2519410,6212,2519410
1195,6111,2520220,6212,2520220
1195,6111,2520770,6212,2520770
1195,6111,2520770,6212,2520770
1195,6111,2520770,6212,2520770
1195,6111,2521240,6212,2521240
1195,6111,2522240,6212,2522240
1195,6111,2522560,6212,2522560
1195,6111,2523560,6212,2523560
1195,6111,2524210,6212,2524210
1195,6111,2525210,6212,2525210
1195,6111,2525440,6212,2525440
1195,6111,2525900,6212,2525900
1195,6111,2526370,6212,2526370
1195,6111,2527020,6212,2527020
1195,6111,2528020,6212,2528020
1195,6111,2528480,6212,2528480
1195,6111,2528950,6212,2528950
1195,6111,2529320,6212,2529320
1195,6111,2529780,6212,2529780
1195,6111,2530100,6212,2530100
1195,6111,2530570,6212,2530570
1195,6111,2531040,6212,2531040
1195,6111,2531850,6212,2531850
1195,6111,2532500,6212,2532500
1195,6111,2533500,6212,2533500
1195,6111,2534090,6212,2534090
1195,6111,2534560,6212,2534560
1195,6111,2534560,6212,2534560
1195,6111,2535030,6212,2535030
1195,6111,2535400,6212,2535400
1195,6111,2535870,6212,2535870
1195,6111,2536680,6212,2536680
1195,6111,2536680,6212,2536680
1195,6111,2537680,6212,2537680
1195,6111,2537910,6212,2537910
1195,6111,2538910,6212,2538910
1195,6111,2539380,6212,2539380
1195,6111,2539850,6212,2539850
1195,6111,2540850,6212,2540850
1195,6111,2541660,6212,2541660
1195,6111,2542130,6212,2542130
1195,6111,2542130,6212,2542130
1195,6111,2542940,6212,2542940
1195,6111,2543260,6212,2543260
1195,6111,2544260,6212,2544260
1196,6119,2544910,6212,2544910
1196,6119,2544910,6212,2544910
1196,6119,2545720,6212,2545720
1196,6119,2545720,6212,2545720
1196,6119,2545720,6212,2545720
1196,6119,2546040,6212,2546040
1196,6119,2546360,6212,2546360
1196,6119,2546360,6212,2546360
1196,6119,2547170,6212,2547170
1196,6119,2547980,6212,2547980
1196,6119,2548200,6212,2548200
1196,6119,2549010,6212,2549010
1196,6119,2549820,6212,2549820
1196,6119,2550290,6212,2550290
1196,6119,2551100,6212,2551100
1196,6119,2551330,6212,2551330
1196,6119,2552140,6212,2552140
1196,6119,2553140,6212,2553140
1196,6119,2553190,6212,2553190
1196,6119,2553660,6212,2553660
1196,6119,2553980,6212,2553980
1196,6119,2554980,6212,2554980
1196,6119,2555790,6212,2555790
1196,6119,2556020,6212,2556020
1196,6119,2556830,6212,2556830
1196,6119,2557830,6212,2557830
1196,6119,2558830,6212,2558830
1196,6119,2559300,6212,2559300
1196,6119,2560110,6212,2560110
1196,6119,2560580,6212,2560580
1196,6119,2560900,6212,2560900
1196,6119,2561900,6212,2561900
1196,6119,2562710,6212,2562710
1196,6119,2563180,6212,2563180
1196,6119,2563180,6212,2563180
1196,6119,2564180,6212,2564180
1196,6119,2564180,6212,2564180
1196,6119,2564990,6212,2564990
1196,6119,2565450,6212,2565450
1196,6119,2565450,6212,2565450
1196,6119,2565450,6212,2565450
1196,6119,2565610,6212,2565610
1196,6119,2566420,6212,2566420
1196,6119,2567420,6212,2567420
1196,6119,2568070,6212,2568070
1196,6119,2568720,6212,2568720
1196,6119,2569530,6212,2569530
1196,6119,2570000,6212,2570000
1196,6119,2570000,6212,2570000
1196,6119,2570810,6212,2570810
1197,6127,2570810,6212,2570810
1197,6127,2571040,6212,2571040
1197,6127,2571850,6212,2571850
1197,6127,2572850,6212,2572850
1197,6127,2573660,6212,2573660
1197,6127,2574310,6212,2574310
1197,6127,2574310,6212,2574310
1197,6127,2574630,6212,2574630
1197,6127,2575440,6212,2575440
1197,6127,2575440,6212,2575440
1197,6127,2576090,6212,2576090
1197,6127,2577090,6212,2577090
1197,6127,2577900,6212,2577900
1197,6127,2578220,6212,2578220
1197,6127,2579220,6212,2579220
1197,6127,2580220,6212,2580220
1197,6127,2580690,6212,2580690
1197,6127,2581690,6212,2581690
1198,6135,2582690,6212,2582690
1198,6135,2583500,6212,2583500
1198,6135,2584310,6212,2584310
1198,6135,2585310,6212,2585310
1198,6135,2585860,6212,2585860
1198,6135,2585860,6212,2585860
1198,6135,2586860,6212,2586860
1198,6135,2587180,6212,2587180
1198,6135,2587830,6212,2587830
1198,6135,2588300,6212,2588300
1198,6135,2589110,6212,2589110
1198,6135,2590110,6212,2590110
1198,6135,2590430,6212,2590430
1198,6135,2591080,6212,2591080
1198,6135,2591890,6212,2591890
1198,6135,2592890,6212,2592890
1198,6135,2593360,6212,2593360
1198,6135,2594170,6212,2594170
1198,6135,2594820,6212,2594820
1198,6135,2595050,6212,2595050
1199,6143,2596050,6212,2596050
1199,6143,2597050,6212,2597050
1199,6143,2598050,6212,2598050
1199,6143,2598280,6212,2598280
1199,6143,2598870,6212,2598870
1199,6143,2599680,6212,2599680
1199,6143,2600490,6212,2600490
1199,6143,2600960,6212,2600960
1199,6143,2601430,6212,2601430
1199,6143,2602240,6212,2602240
1199,6143,2602710,6212,2602710
1199,6143,2603180,6212,2603180
1199,6143,2603180,6212,2603180
1199,6143,2603730,6212,2603730
1199,6143,2604540,6212,2604540
1199,6143,2605540,6212,2605540
1199,6143,2605540,6212,2605540
1199,6143,2606350,6212,2606350
1199,6143,2607160,6212,2607160
1199,6143,2607630,6212,2607630
1199,6143,2607630,6212,2607630
1199,6143,2608440,6212,2608440
1199,6143,2609440,6212,2609440
1199,6143,2609440,6212,2609440
1199,6143,2609910,6212,2609910
1199,6143,2610910,6212,2610910
1199,6143,2611380,6212,2611380
1199,6143,2612190,6212,2612190
1199,6143,2612840,6212,2612840
1199,6143,2613300,6212,2613300
1199,6143,2613760,6212,2613760
1199,6143,2614570,6212,2614570
1199,6143,2615380,6212,2615380
1199,6143,2616190,6212,2616190
1199,6143,2616190,6212,2616190
1199,6143,2616350,6212,2616350
1199,6143,2617160,6212,2617160
1199,6143,2617480,6212,2617480
1199,6143,2619480,6212,2619480
1199,6143,2619700,6212,2619700
1199,6143,2620700,6212,2620700
1199,6143,2621170,6212,2621170
1199,6143,2621980,6212,2621980
1199,6143,2621980,6212,2621980
1199,6143,2622300,6212,2622300
1199,6143,2622620,6212,2622620
1199,6143,2623090,6212,2623090
1199,6143,2623090,6212,2623090
1199,6143,2623560,6212,2623560
1199,6143,2624560,6212,2624560
1199,6143,2624780,6212,2624780
1199,6143,2625780,6212,2625780
1199,6143,2626240,6212,2626240
1199,6143,2626350,6212,2626350
1199,6143,2626810,6212,2626810
1199,6143,2627040,6212,2627040
1199,6143,2627510,6212,2627510
1199,6143,2627510,6212,2627510
1199,6143,2627990,6212,2627990
1199,6143,2628800,6212,2628800
1199,6143,2629610,6212,2629610
1199,6143,2630420,6212,2630420
1199,6143,2630740,6212,2630740
1199,6143,2631200,6212,2631200
1199,6143,2631520,6212,2631520
1199,6143,2631990,6212,2631990
1199,6143,2632800,6212,2632800
1199,6143,2633800,6212,2633800
1199,6143,2634610,6212,2634610
1199,6143,2635420,6212,2635420
1199,6143,2636230,6212,2636230
1199,6143,2636230,6212,2636230
1199,6143,2637040,6212,2637040
1199,6143,2637040,6212,2637040
1199,6143,2637510,6212,2637510
1199,6143,2637510,6212,2637510
1199,6143,2638320,6212,2638320
1199,6143,2639130,6212,2639130
1199,6143,2639940,6212,2639940
1199,6143,2639940,6212,2639940
1199,6143,2640750,6212,2640750
1199,6143,2641070,6212,2641070
1199,6143,2642070,6212,2642070
1199,6143,2642070,6212,2642070
1199,6143,2642880,6212,2642880
1199,6143,2643880,6212,2643880
1199,6143,2644350,6212,2644350
1199,6143,2644820,6212,2644820
1199,6143,2645280,6212,2645280
1199,6143,2645600,6212,2645600
1199,6143,2646600,6212,2646600
1199,6143,2647600,6212,2647600
1199,6143,2647600,6212,2647600
1199,6143,2647920,6212,2647920
1199,6143,2648570,6212,2648570
1199,6143,2648570,6212,2648570
1199,6143,2649220,6212,2649220
1199,6143,2650030,6212,2650030
1199,6143,2650840,6212,2650840
1199,6143,2650840,6212,2650840
1199,6143,2651310,6212,2651310
1199,6143,2651780,6212,2651780
1199,6143,2652780,6212,2652780
1199,6143,2653240,6212,2653240
1199,6143,2654240,6212,2654240
1199,6143,2654560,6212,2654560
1199,6143,2655560,6212,2655560
1199,6143,2656370,6212,2656370
1199,6143,2656840,6212,2656840
1199,6143,2657840,6212,2657840
1199,6143,2658840,6212,2658840
1199,6143,2658840,6212,2658840
1199,6143,2658840,6212,2658840
1199,6143,2659650,6212,2659650
1199,6143,2660120,6212,2660120
1200,6145,2661120,6212,2661120
1200,6145,2661340,6212,2661340
1200,6145,2662150,6212,2662150
1200,6145,2663150,6212,2663150
1200,6145,2663610,6212,2663610
1201,6147,2664610,6212,2664610
1201,6147,2664830,6212,2664830
1201,6147,2665640,6212,2665640
1201,6147,2666110,6212,2666110
1201,6147,2667110,6212,2667110
1201,6147,2668110,6212,2668110
1201,6147,2669110,6212,2669110
1201,6147,2670110,6212,2670110
1201,6147,2670920,6212,2670920
1201,6147,2671390,6212,2671390
1201,6147,2672390,6212,2672390
1201,6147,2672860,6212,2672860
1201,6147,2673860,6212,2673860
1201,6147,2674670,6212,2674670
1201,6147,2675140,6212,2675140
1201,6147,2675950,6212,2675950
1201,6147,2676950,6212,2676950
1201,6147,2677950,6212,2677950
1201,6147,2678540,6212,2678540
1201,6147,2679540,6212,2679540
1201,6147,2680350,6212,2680350
1201,6147,2680820,6212,2680820
1201,6147,2681820,6212,2681820
1201,6147,2682280,6212,2682280
1201,6147,2682510,6212,2682510
1201,6147,2682980,6212,2682980
1201,6147,2683450,6212,2683450
1201,6147,2683910,6212,2683910
1201,6147,2683910,6212,2683910
1201,6147,2684230,6212,2684230
1201,6147,2685040,6212,2685040
1201,6147,2686040,6212,2686040
1201,6147,2686510,6212,2686510
1201,6147,2687510,6212,2687510
1201,6147,2687510,6212,2687510
1201,6147,2687980,6212,2687980
1201,6147,2688450,6212,2688450
1201,6147,2689260,6212,2689260
1201,6147,2690260,6212,2690260
1201,6147,2690730,6212,2690730
1201,6147,2691730,6212,2691730
1201,6147,2692540,6212,2692540
1201,6147,2693350,6212,2693350
1201,6147,2694000,6212,2694000
1201,6147,2694460,6212,2694460
1201,6147,2694780,6212,2694780
1201,6147,2695590,6212,2695590
1201,6147,2695590,6212,2695590
1201,6147,2696050,6212,2696050
1201,6147,2696860,6212,2696860
1201,6147,2697670,6212,2697670
1201,6147,2697900,6212,2697900
1202,6155,2698900,6212,2698900
1202,6155,2699900,6212,2699900
1202,6155,2700710,6212,2700710
1202,6155,2700710,6212,2700710
1202,6155,2701710,6212,2701710
1202,6155,2702150,6212,2702150
1202,6155,2702380,6212,2702380
1202,6155,2703190,6212,2703190
1202,6155,2704000,6212,2704000
1202,6155,2704470,6212,2704470
1202,6155,2705280,6212,2705280
1202,6155,2706280,6212,2706280
1202,6155,2706740,6212,2706740
1202,6155,2707210,6212,2707210
1202,6155,2707210,6212,2707210
1202,6155,2708020,6212,2708020
1203,6163,2716020,6212,2716020
1203,6163,2716490,6212,2716490
1203,6163,2717490,6212,2717490
1203,6163,2718490,6212,2718490
1203,6163,2718960,6212,2718960
1203,6163,2719430,6212,2719430
1203,6163,2720080,6212,2720080
1203,6163,2720890,6212,2720890
1203,6163,2721480,6212,2721480
1203,6163,2722290,6212,2722290
1203,6163,2723100,6212,2723100
1203,6163,2723910,6212,2723910
1203,6163,2724460,6212,2724460
1203,6163,2724680,6212,2724680
1203,6163,2725680,6212,2725680
1203,6163,2726680,6212,2726680
1203,6163,2727000,6212,2727000
1203,6163,2727000,6212,2727000
1203,6163,2727000,6212,2727000
1203,6163,2727810,6212,2727810
1203,6163,2728810,6212,2728810
1203,6163,2729460,6212,2729460
1203,6163,2729930,6212,2729930
1203,6163,2730740,6212,2730740
1203,6163,2731210,6212,2731210
1203,6163,2731530,6212,2731530
1203,6163,2732530,6212,2732530
1203,6163,2732530,6212,2732530
1203,6163,2733000,6212,2733000
1203,6163,2733810,6212,2733810
1203,6163,2733810,6212,2733810
1203,6163,2734620,6212,2734620
1203,6163,2735620,6212,2735620
1203,6163,2736430,6212,2736430
1203,6163,2737080,6212,2737080
1203,6163,2738080,6212,2738080
1203,6163,2738300,6212,2738300
1203,6163,2738950,6212,2738950
1203,6163,2739760,6212,2739760
1203,6163,2740760,6212,2740760
1203,6163,2740980,6212,2740980
1203,6163,2741790,6212,2741790
1203,6163,2742260,6212,2742260
1203,6163,2742490,6212,2742490
1203,6163,2743490,6212,2743490
1203,6163,2744300,6212,2744300
1203,6163,2744950,6212,2744950
1203,6163,2745950,6212,2745950
1203,6163,2746420,6212,2746420
1203,6163,2746890,6212,2746890
1203,6163,2747890,6212,2747890
1203,6163,2748360,6212,2748360
1203,6163,2748820,6212,2748820
1203,6163,2749630,6212,2749630
1203,6163,2749790,6212,2749790
1204,6171,2750600,6212,2750600
1204,6171,2751410,6212,2751410
1204,6171,2751880,6212,2751880
1204,6171,2752350,6212,2752350
1204,6171,2752350,6212,2752350
1204,6171,2752670,6212,2752670
1204,6171,2753480,6212,2753480
1204,6171,2754480,6212,2754480
1204,6171,2755290,6212,2755290
1204,6171,2756290,6212,2756290
1204,6171,2756940,6212,2756940
1204,6171,2757410,6212,2757410
1204,6171,2757730,6212,2757730
1204,6171,2757730,6212,2757730
1204,6171,2758540,6212,2758540
1204,6171,2759540,6212,2759540
1204,6171,2760350,6212,2760350
1204,6171,2760940,6212,2760940
1204,6171,2761410,6212,2761410
1204,6171,2762220,6212,2762220
1204,6171,2763030,6212,2763030
1204,6171,2763350,6212,2763350
1204,6171,2763350,6212,2763350
1204,6171,2763900,6212,2763900
1204,6171,2764900,6212,2764900
1204,6171,2765550,6212,2765550
1204,6171,2766360,6212,2766360
1204,6171,2766360,6212,2766360
1204,6171,2767360,6212,2767360
1204,6171,2767520,6212,2767520
1204,6171,2767990,6212,2767990
1204,6171,2768150,6212,2768150
1204,6171,2768960,6212,2768960
1205,6179,2769960,6212,2769960
1205,6179,2770960,6212,2770960
1205,6179,2770960,6212,2770960
1205,6179,2771960,6212,2771960
1205,6179,2771960,6212,2771960
1205,6179,2771960,6212,2771960
1205,6179,2772770,6212,2772770
1205,6179,2773770,6212,2773770
1205,6179,2774240,6212,2774240
1205,6179,2774240,6212,2774240
1205,6179,2774560,6212,2774560
1205,6179,2775370,6212,2775370
1205,6179,2775370,6212,2775370
1205,6179,2776370,6212,2776370
1205,6179,2777180,6212,2777180
1205,6179,2778180,6212,2778180
1205,6179,2778340,6212,2778340
1205,6179,2779340,6212,2779340
1205,6179,2779810,6212,2779810
1205,6179,2779810,6212,2779810
1205,6179,2780620,6212,2780620
1205,6179,2781620,6212,2781620
1205,6179,2782430,6212,2782430
1205,6179,2783430,6212,2783430
1205,6179,2784430,6212,2784430
1205,6179,2785430,6212,2785430
1205,6179,2786430,6212,2786430
1205,6179,2787430,6212,2787430
1205,6179,2788240,6212,2788240
1205,6179,2788240,6212,2788240
1205,6179,2788560,6212,2788560
1205,6179,2789560,6212,2789560
1205,6179,2790030,6212,2790030
1205,6179,2791030,6212,2791030
1205,6179,2791840,6212,2791840
1205,6179,2791840,6212,2791840
1205,6179,2792160,6212,2792160
1205,6179,2792970,6212,2792970
1205,6179,2793780,6212,2793780
1205,6179,2794100,6212,2794100
1205,6179,2794330,6212,2794330
1205,6179,2795140,6212,2795140
1205,6179,2795610,6212,2795610
1205,6179,2795610,6212,2795610
1205,6179,2796080,6212,2796080
1205,6179,2797080,6212,2797080
1205,6179,2797890,6212,2797890
1205,6179,2797890,6212,2797890
1205,6179,2798540,6212,2798540
1205,6179,2799350,6212,2799350
1205,6179,2800160,6212,2800160
1205,6179,2801160,6212,2801160
1205,6179,2801160,6212,2801160
1205,6179,2802160,6212,2802160
1205,6179,2802480,6212,2802480
1205,6179,2803480,6212,2803480
1205,6179,2804130,6212,2804130
1205,6179,2804480,6212,2804480
1205,6179,2805290,6212,2805290
1205,6179,2805760,6212,2805760
1205,6179,2805990,6212,2805990
1205,6179,2806540,6212,2806540
1205,6179,2807540,6212,2807540
1205,6179,2808350,6212,2808350
1205,6179,2808940,6212,2808940
1205,6179,2809940,6212,2809940
1205,6179,2810750,6212,2810750
1205,6179,2812750,6212,2812750
1205,6179,2813210,6212,2813210
1205,6179,2813210,6212,2813210
1205,6179,2814210,6212,2814210
1205,6179,2814680,6212,2814680
1205,6179,2815000,6212,2815000
1205,6179,2815000,6212,2815000
1205,6179,2816000,6212,2816000
1205,6179,2817000,6212,2817000
1205,6179,2817810,6212,2817810
1205,6179,2818620,6212,2818620
1205,6179,2819620,6212,2819620
1205,6179,2820430,6212,2820430
1205,6179,2820900,6212,2820900
1205,6179,2821710,6212,2821710
1205,6179,2821710,6212,2821710
1205,6179,2822520,6212,2822520
1205,6179,2823520,6212,2823520
1205,6179,2824520,6212,2824520
1205,6179,2824990,6212,2824990
1205,6179,2825800,6212,2825800
1205,6179,2826030,6212,2826030
1205,6179,2827030,6212,2827030
1205,6179,2827840,6212,2827840
1205,6179,2827840,6212,2827840
1205,6179,2828840,6212,2828840
1205,6179,2829840,6212,2829840
1205,6179,2829840,6212,2829840
1205,6179,2830000,6212,2830000
1205,6179,2831000,6212,2831000
1205,6179,2831470,6212,2831470
1205,6179,2831790,6212,2831790
1205,6179,2832790,6212,2832790
1205,6179,2833110,6212,2833110
1205,6179,2833700,6212,2833700
1205,6179,2833700,6212,2833700
1205,6179,2834350,6212,2834350
1205,6179,2834820,6212,2834820
1205,6179,2835820,6212,2835820
1205,6179,2836290,6212,2836290
1205,6179,2836290,6212,2836290
1205,6179,2836760,6212,2836760
1205,6179,2837570,6212,2837570
1205,6179,2837570,6212,2837570
1205,6179,2838380,6212,2838380
1205,6179,2838930,6212,2838930
1205,6179,2838930,6212,2838930
1205,6179,2839580,6212,2839580
1205,6179,2839900,6212,2839900
1205,6179,2840710,6212,2840710
1205,6179,2841180,6212,2841180
1205,6179,2841410,6212,2841410
1205,6179,2842220,6212,2842220
1205,6179,2842700,6212,2842700
1205,6179,2843510,6212,2843510
1205,6179,2844320,6212,2844320
1205,6179,2845130,6212,2845130
1205,6179,2845600,6212,2845600
1205,6179,2846410,6212,2846410
1205,6179,2847060,6212,2847060
1205,6179,2847290,6212,2847290
1205,6179,2848290,6212,2848290
1205,6179,2848760,6212,2848760
1205,6179,2849230,6212,2849230
1205,6179,2850230,6212,2850230
1205,6179,2850460,6212,2850460
1205,6179,2850460,6212,2850460
1205,6179,2851460,6212,2851460
1205,6179,2852270,6212,2852270
1206,6181,2852270,6212,2852270
1206,6181,2853080,6212,2853080
1206,6181,2853550,6212,2853550
1206,6181,2854360,6212,2854360
1206,6181,2854520,6212,2854520
1206,6181,2854990,6212,2854990
1206,6181,2855800,6212,2855800
1206,6181,2856020,6212,2856020
1206,6181,2856480,6212,2856480
1206,6181,2857480,6212,2857480
1206,6181,2858130,6212,2858130
1206,6181,2858940,6212,2858940
