ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9072-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9072-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_ratio,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9072-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_q124,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9072-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9072-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_ratio
1075276.5,24.86,11.24,343629.12,7.95
1074978.98,24.86,11.24,343484.32,7.94
1075150.79,24.87,11.25,343484.32,7.94
1075202.72,24.87,11.25,343517.02,7.95
1075524.36,24.88,11.26,343553.58,7.95
1075745.68,24.89,11.27,343543.52,7.95
1075917.49,24.9,11.28,343543.26,7.95
1075781.29,24.9,11.28,343543.26,7.95
1075645.08,24.9,11.28,343859.91,7.96
1075697.02,24.91,11.29,344474.14,7.98
1075560.81,24.91,11.29,344469.37,7.98
1075788.88,24.92,11.3,344912.63,7.99
1076077.92,24.93,11.31,344764.15,7.99
1076240.64,24.93,11.31,344797.76,7.99
1076104.43,24.93,11.31,344982.84,7.99
1076276.25,24.94,11.32,344982.84,7.99
1076497.57,24.95,11.33,344978.19,8.0
1076669.38,24.96,11.34,345342.89,8.0
1076890.7,24.96,11.34,345986.83,8.02
1076754.49,24.97,11.35,346188.09,8.03
1076661.63,24.97,11.35,346682.88,8.04
1076713.56,24.98,11.36,346682.88,8.04
1076765.49,24.98,11.36,346678.69,8.04
1076629.28,24.99,11.37,346664.06,8.05
1076681.22,24.99,11.37,346663.68,8.05
1076733.15,25.0,11.38,346597.37,8.05
1076785.08,25.0,11.38,346615.89,8.05
1079739.29,25.07,11.45,351786.19,8.17
1080365.68,25.09,11.47,352226.81,8.18
1080229.48,25.09,11.47,352226.81,8.18
1080450.8,25.1,11.48,352226.54,8.18
1080718.93,25.11,11.49,352235.15,8.18
1079629.28,25.13,11.51,352234.89,8.2
1079629.28,25.13,11.51,352234.63,8.2
1079629.28,25.13,11.51,352317.88,8.2
1079493.08,25.13,11.51,352319.05,8.2
1079664.89,25.14,11.52,352321.32,8.2
1079716.82,25.15,11.53,352321.32,8.21
1079938.14,25.15,11.53,352338.9,8.21
1079655.32,25.15,11.53,352091.3,8.2
1079519.11,25.15,11.53,352091.04,8.2
1079571.05,25.16,11.54,352163.16,8.21
1079839.17,25.17,11.55,352163.53,8.21
1079702.97,25.17,11.55,352163.53,8.21
1079645.11,25.17,11.55,352054.69,8.21
1079913.24,25.18,11.56,352125.63,8.21
1079625.72,25.17,11.55,351623.2,8.2
1079634.31,25.18,11.56,351409.27,8.2
1079686.24,25.18,11.56,351316.0,8.19
1079738.17,25.19,11.57,351309.78,8.2
1079790.11,25.2,11.58,351303.34,8.2
1079515.77,25.19,11.57,351121.63,8.19
1079246.85,25.19,11.57,351119.21,8.2
1079468.17,25.2,11.58,351754.79,8.21
1079113.32,25.2,11.58,351495.23,8.21
1078738.99,25.19,11.57,351758.17,8.21
1078960.31,25.2,11.58,351758.17,8.22
1079229.75,25.21,11.59,352120.93,8.22
1079093.54,25.21,11.59,351784.7,8.22
1079145.47,25.22,11.6,351784.48,8.22
1079014.17,25.22,11.6,351893.86,8.22
1079185.98,25.23,11.61,352609.92,8.24
1078885.2,25.22,11.6,352305.5,8.24
1078607.18,25.22,11.6,352732.05,8.25
1078659.12,25.22,11.6,352733.51,8.25
1078587.23,25.22,11.6,352437.08,8.24
1078451.03,25.23,11.61,352482.4,8.24
1078314.82,25.23,11.61,352964.88,8.26
1080199.0,25.27,11.65,354016.23,8.28
1080250.93,25.28,11.66,354016.23,8.28
1080302.86,25.28,11.66,354016.23,8.29
1080354.79,25.29,11.67,354016.23,8.29
1080067.27,25.29,11.67,354147.74,8.29
1080119.2,25.29,11.67,354147.74,8.29
1080171.13,25.3,11.68,354147.74,8.29
1080392.45,25.31,11.69,354179.51,8.3
1080444.39,25.31,11.69,354250.64,8.3
1080308.18,25.32,11.7,354250.64,8.3
1080360.11,25.32,11.7,354078.03,8.3
1080223.91,25.32,11.7,354047.67,8.3
1080087.7,25.33,11.71,354047.67,8.3
1080139.63,25.33,11.71,354066.09,8.3
1080407.76,25.34,11.72,354508.33,8.32
1080192.12,25.34,11.72,354356.52,8.31
1080460.25,25.35,11.73,354329.97,8.31
1080728.37,25.35,11.73,354960.94,8.33
1080619.21,25.35,11.73,354962.49,8.33
1080483.0,25.36,11.74,354924.38,8.33
1080584.48,25.36,11.74,354756.78,8.33
1080812.54,25.37,11.75,354723.74,8.33
1080812.54,25.37,11.75,354723.74,8.33
1080812.54,25.37,11.75,354723.64,8.33
1081134.19,25.38,11.76,354725.31,8.33
1081355.51,25.39,11.77,354713.46,8.33
1081077.49,25.38,11.76,354294.52,8.32
1081077.49,25.38,11.76,354452.8,8.32
1081129.42,25.39,11.77,354452.8,8.32
1081116.35,25.39,11.77,354453.25,8.32
1081384.48,25.4,11.78,355270.92,8.34
1081106.46,25.39,11.77,355186.51,8.34
1080956.88,25.39,11.77,355147.96,8.34
1080820.67,25.4,11.78,355147.41,8.34
1080820.67,25.4,11.78,355199.41,8.35
1081451.65,25.41,11.79,355293.49,8.35
1081679.71,25.42,11.8,355665.6,8.36
1081530.13,25.42,11.8,355665.6,8.36
1081393.92,25.42,11.8,355758.52,8.36
1081393.92,25.42,11.8,355742.01,8.36
1081257.72,25.42,11.8,355742.01,8.36
1081121.51,25.43,11.81,355742.01,8.37
1081293.32,25.44,11.81,355741.64,8.37
1081232.45,25.44,11.82,356719.43,8.39
1081284.38,25.44,11.82,356790.55,8.4
1081153.08,25.45,11.83,356373.57,8.39
1081324.89,25.45,11.83,357697.34,8.42
1080950.56,25.45,11.83,357273.29,8.41
1080814.35,25.45,11.83,357135.68,8.41
1080814.35,25.45,11.83,357262.68,8.41
1080814.35,25.45,11.83,357593.9,8.42
1081082.48,25.46,11.84,357605.08,8.42
1081134.41,25.47,11.85,357586.01,8.42
1081186.34,25.47,11.85,357600.08,8.42
1081800.0,25.49,11.87,357713.87,8.43
1081603.61,25.49,11.87,357705.75,8.43
1081655.54,25.49,11.87,357686.17,8.43
1081655.54,25.49,11.87,357684.15,8.43
1081707.47,25.5,11.88,357684.15,8.43
1081975.6,25.51,11.89,357689.14,8.43
1081787.59,25.51,11.89,357478.16,8.43
1081651.38,25.51,11.89,357500.07,8.43
1081703.31,25.51,11.89,357750.25,8.44
1081567.11,25.52,11.9,357748.65,8.44
1081619.04,25.52,11.9,357741.58,8.44
1081840.36,25.53,11.91,357741.32,8.44
1081704.16,25.53,11.91,357741.32,8.44
1081704.16,25.53,11.91,357741.32,8.44
1081756.09,25.54,11.92,357987.53,8.45
1082024.22,25.55,11.93,357987.53,8.45
1081827.82,25.55,11.93,358001.97,8.45
1081691.62,25.55,11.93,357990.65,8.46
1081691.62,25.55,11.93,357990.65,8.46
1081743.55,25.56,11.94,358009.98,8.46
1081795.48,25.56,11.94,358319.8,8.47
1082022.95,25.57,11.95,359638.61,8.5
1082074.88,25.57,11.95,359651.04,8.5
1082074.88,25.57,11.95,359730.91,8.5
1082246.69,25.58,11.96,359750.86,8.5
1082298.63,25.59,11.97,359750.86,8.51
1082162.42,25.59,11.97,359750.86,8.51
1081864.89,25.59,11.97,359644.95,8.51
1081728.69,25.59,11.97,359644.4,8.51
1082050.33,25.6,11.98,360162.37,8.52
1082102.26,25.61,11.98,360162.37,8.52
1081966.06,25.61,11.99,360195.24,8.53
1082544.47,25.63,12.01,359827.61,8.52
1082408.27,25.63,12.01,359830.4,8.52
1082645.91,25.64,12.02,360137.28,8.53
1082697.84,25.64,12.02,360137.28,8.53
1082561.63,25.65,12.03,360133.37,8.53
1082782.95,25.66,12.03,360664.59,8.55
1082834.89,25.66,12.04,360739.94,8.55
1082638.49,25.66,12.04,360738.52,8.55
1082502.29,25.66,12.04,360740.96,8.55
1082554.22,25.67,12.05,360744.57,8.55
1082606.15,25.67,12.05,360743.67,8.56
1082662.99,25.68,12.06,361545.75,8.58
1082895.73,25.69,12.07,362003.89,8.59
1083163.86,25.7,12.08,361951.34,8.59
1083027.66,25.7,12.08,361979.81,8.59
1082891.45,25.7,12.08,361938.33,8.59
1082755.24,25.71,12.09,362013.18,8.59
1082983.31,25.71,12.09,362021.39,8.6
1082736.1,25.71,12.09,361726.37,8.59
1082788.03,25.72,12.1,361726.37,8.59
1083016.1,25.73,12.11,361740.8,8.59
1082879.89,25.73,12.11,361740.42,8.59
1082743.69,25.73,12.11,361740.05,8.6
1082790.72,25.74,12.12,362151.4,8.61
1082654.51,25.74,12.12,362151.02,8.61
1082518.31,25.74,12.12,362066.3,8.61
1082382.1,25.75,12.13,362087.28,8.61
1082382.1,25.75,12.13,362087.28,8.61
1082650.23,25.75,12.13,362112.42,8.61
1082650.23,25.75,12.13,362112.42,8.61
1082919.67,25.76,12.14,362852.9,8.63
1082971.6,25.77,12.15,362858.69,8.63
1082835.4,25.77,12.15,362858.69,8.64
1082541.12,25.77,12.15,362637.97,8.63
1082712.93,25.78,12.16,362630.46,8.63
1082764.87,25.78,12.16,362630.46,8.63
1082816.8,25.79,12.17,362630.46,8.64
1082680.59,25.79,12.17,362832.81,8.64
1082481.5,25.79,12.17,362786.38,8.64
1082702.82,25.8,12.18,362846.76,8.65
1082865.54,25.8,12.18,362865.48,8.65
1083193.13,25.81,12.19,362876.6,8.65
1083056.92,25.81,12.19,362876.6,8.65
1083108.85,25.82,12.2,362873.44,8.65
1083738.98,25.84,12.22,363350.17,8.66
1083790.91,25.84,12.22,363383.53,8.67
1083962.72,25.85,12.23,363887.12,8.68
1084284.36,25.86,12.24,363883.19,8.68
1084148.16,25.86,12.24,363883.19,8.68
1084011.95,25.87,12.25,363883.19,8.68
1084280.08,25.88,12.26,363883.19,8.68
1084043.36,25.88,12.25,363865.33,8.69
1084311.49,25.88,12.26,363865.33,8.69
1084532.81,25.89,12.27,363872.94,8.69
1084584.74,25.9,12.28,363934.61,8.69
1084806.06,25.91,12.29,363934.61,8.69
1084806.06,25.91,12.29,363958.91,8.69
1084858.0,25.91,12.29,363942.87,8.69
1084721.79,25.92,12.3,363939.87,8.7
1084479.97,25.91,12.29,363948.44,8.7
1084479.97,25.91,12.29,363471.64,8.69
1084343.76,25.92,12.3,363608.28,8.69
1084395.7,25.92,12.3,363653.46,8.69
1084259.49,25.93,12.3,363621.83,8.69
1084123.29,25.93,12.31,363741.83,8.7
1084344.61,25.94,12.32,363793.23,8.7
1084208.4,25.94,12.32,363800.43,8.7
1084072.2,25.94,12.32,364004.93,8.71
1083890.02,25.94,12.32,363889.54,8.71
1084061.83,25.95,12.33,363899.77,8.71
1084113.76,25.96,12.33,363980.77,8.71
1083964.18,25.95,12.33,363803.37,8.71
1083827.97,25.96,12.34,363802.64,8.71
1083827.97,25.96,12.34,363723.44,8.71
1083879.9,25.96,12.34,363936.18,8.72
1084148.03,25.97,12.35,364439.08,8.73
1084475.62,25.98,12.36,364440.32,8.73
1084527.55,25.99,12.37,364558.84,8.74
1084527.55,25.99,12.37,364712.1,8.74
1084699.36,26.0,12.37,364712.1,8.74
1084521.35,25.99,12.37,364575.54,8.74
1084521.35,25.99,12.37,364575.54,8.74
1084573.28,26.0,12.38,364567.0,8.74
1084437.07,26.0,12.38,364593.0,8.74
1084658.39,26.01,12.39,364662.8,8.74
1084710.33,26.02,12.4,364662.8,8.75
1084930.6,26.02,12.4,364648.37,8.75
1084794.4,26.03,12.41,364632.08,8.75
1085015.72,26.04,12.42,364663.85,8.75
1084879.51,26.04,12.42,364485.96,8.75
1085147.64,26.05,12.43,364485.7,8.75
1085310.36,26.05,12.43,364585.87,8.75
1085174.16,26.06,12.43,364709.01,8.76
1085495.8,26.06,12.44,364709.01,8.76
1085717.12,26.07,12.45,364747.47,8.76
1085888.93,26.08,12.46,364747.47,8.76
1085752.73,26.08,12.46,364747.47,8.76
1085455.2,26.08,12.46,364522.13,8.76
1085507.13,26.09,12.47,364522.13,8.76
1085370.93,26.09,12.47,364502.52,8.76
1085234.72,26.09,12.47,365088.56,8.78
1085456.04,26.1,12.48,365906.49,8.8
1085627.85,26.11,12.49,366224.14,8.81
1085431.46,26.11,12.49,365987.89,8.8
1085133.93,26.1,12.48,366012.86,8.8
1085185.87,26.11,12.49,366061.21,8.81
1085453.99,26.12,12.5,366061.21,8.81
1085505.93,26.12,12.5,366181.71,8.81
1085505.93,26.12,12.5,366212.85,8.81
1085557.86,26.13,12.51,366326.2,8.82
1085557.86,26.13,12.51,366833.76,8.83
1085361.47,26.13,12.51,366672.46,8.83
1085413.4,26.13,12.51,366657.91,8.83
1085235.72,26.14,12.52,366282.95,8.82
1085457.04,26.15,12.52,366359.38,8.82
1085678.36,26.15,12.53,366359.12,8.83
1085542.15,26.16,12.54,366358.77,8.83
1085254.63,26.15,12.53,366223.67,8.83
1085426.44,26.16,12.54,366223.67,8.83
1085388.9,26.17,12.55,367021.29,8.85
1085091.38,26.16,12.54,366704.19,8.84
1085319.45,26.17,12.55,366673.76,8.84
1085371.38,26.18,12.56,366673.76,8.84
1085235.17,26.18,12.56,365731.08,8.82
1085107.96,26.18,12.56,365672.46,8.82
1085376.09,26.19,12.57,366745.81,8.85
1085547.9,26.19,12.57,366853.44,8.85
1085599.83,26.2,12.58,366612.15,8.85
1085463.63,26.2,12.58,367091.36,8.86
1085684.95,26.21,12.59,367091.36,8.86
1085548.74,26.21,12.59,367091.36,8.86
1085720.55,26.22,12.6,367146.32,8.87
1085426.28,26.22,12.6,366844.22,8.86
1085254.08,26.22,12.6,366902.56,8.86
1085581.67,26.23,12.61,366905.98,8.86
1085581.67,26.23,12.61,366824.62,8.86
1085445.46,26.23,12.61,366830.53,8.86
1085497.39,26.24,12.62,366822.92,8.87
1085669.2,26.24,12.62,366913.22,8.87
1085841.01,26.25,12.63,367224.8,8.88
1086062.33,26.26,12.64,367217.89,8.88
1086114.27,26.27,12.65,367218.9,8.88
1085978.06,26.27,12.65,367281.05,8.88
1085978.06,26.27,12.65,367281.05,8.88
1085841.86,26.27,12.65,367623.78,8.9
1085841.86,26.27,12.65,367873.5,8.9
1085893.79,26.28,12.66,367873.5,8.9
1086115.11,26.29,12.67,369262.07,8.94
1086336.43,26.3,12.68,369295.17,8.94
1086336.43,26.3,12.68,369332.0,8.94
1086042.16,26.29,12.67,369191.52,8.94
1086094.09,26.3,12.68,369168.85,8.94
1086146.02,26.31,12.69,369182.38,8.94
1088092.08,26.36,12.74,369282.77,8.94
1088413.72,26.37,12.74,369659.91,8.95
1088277.52,26.37,12.75,369559.34,8.95
1088449.33,26.38,12.76,370635.8,8.98
1088501.26,26.38,12.76,370268.13,8.97
1088715.89,26.39,12.77,370259.41,8.98
1088767.82,26.4,12.78,370511.94,8.98
1088631.61,26.4,12.78,370511.57,8.99
1088852.93,26.41,12.79,369875.99,8.97
1088716.73,26.41,12.79,370022.31,8.98
1088517.63,26.41,12.79,369794.95,8.97
1088517.63,26.41,12.79,369793.28,8.97
1088569.57,26.42,12.8,369659.81,8.97
1088621.5,26.42,12.8,369611.36,8.97
1088673.43,26.43,12.81,369608.72,8.97
1088875.29,26.43,12.81,369661.33,8.97
1089096.61,26.44,12.82,370004.0,8.98
1088799.09,26.44,12.82,369746.09,8.98
1088662.88,26.44,12.82,369745.61,8.98
1088365.36,26.44,12.82,369600.56,8.98
1088365.36,26.44,12.82,369600.56,8.98
1088365.36,26.44,12.82,369629.54,8.98
1088586.68,26.45,12.83,370424.23,9.0
1088926.4,26.46,12.84,370355.89,9.0
1089248.05,26.47,12.85,370360.16,9.0
1089111.84,26.47,12.85,370359.78,9.0
1089298.36,26.48,12.86,370643.7,9.01
1089298.36,26.48,12.86,370390.3,9.0
1089298.36,26.48,12.86,370636.42,9.01
1089553.41,26.49,12.87,370669.67,9.01
1089822.85,26.5,12.88,370669.67,9.01
1089697.95,26.5,12.88,370058.3,9.0
1089561.74,26.5,12.88,370058.3,9.0
1089613.68,26.51,12.89,370024.13,9.0
1089665.61,26.52,12.89,370024.13,9.0
1089886.93,26.52,12.9,370041.98,9.01
1089586.15,26.52,12.9,369812.03,9.0
1089814.22,26.53,12.91,369812.03,9.0
1089814.22,26.53,12.91,369701.78,9.0
1094611.9,26.65,13.03,371295.91,9.04
1095225.56,26.67,13.05,371409.7,9.04
1095446.88,26.68,13.05,371364.38,9.04
1095768.53,26.68,13.06,371364.38,9.04
1095768.53,26.68,13.06,371182.09,9.04
1095768.53,26.68,13.06,371334.48,9.04
1095632.32,26.69,13.07,371334.48,9.05
1095632.32,26.69,13.07,371334.22,9.05
1095684.25,26.69,13.07,371469.96,9.05
1095905.57,26.7,13.08,372110.07,9.07
1095905.57,26.7,13.08,372012.48,9.06
1095785.69,26.7,13.08,371875.62,9.06
1095785.69,26.7,13.08,372073.92,9.07
1095837.63,26.71,13.09,372076.56,9.07
1095701.42,26.71,13.09,372076.56,9.07
1095922.74,26.72,13.1,372541.25,9.08
1095786.54,26.72,13.1,372545.94,9.09
1095691.69,26.72,13.1,372683.83,9.09
1095555.49,26.72,13.1,372683.83,9.09
1095555.49,26.72,13.1,372670.03,9.09
1095776.81,26.73,13.11,372670.55,9.09
1095640.6,26.74,13.12,372662.7,9.09
1095895.66,26.75,13.13,373286.49,9.11
1096258.84,26.76,13.14,376632.35,9.19
1096310.77,26.76,13.14,376635.94,9.19
1096174.56,26.77,13.15,376510.32,9.19
1096038.36,26.77,13.15,376544.86,9.2
1095897.25,26.77,13.15,376989.38,9.21
1095897.25,26.77,13.15,377234.23,9.22
1096118.57,26.78,13.16,377496.69,9.22
1096339.89,26.79,13.17,378033.09,9.24
1096561.21,26.8,13.18,378032.83,9.24
1097842.31,26.83,13.21,380429.89,9.3
1097706.1,26.83,13.21,380299.47,9.3
1097758.04,26.84,13.22,380299.1,9.3
1097621.83,26.84,13.22,380559.44,9.31
1097673.76,26.85,13.23,380559.44,9.31
1097845.57,26.86,13.24,380589.85,9.31
1097897.51,26.86,13.24,380786.09,9.32
1097761.3,26.87,13.25,380706.51,9.32
1097761.3,26.87,13.25,380767.51,9.32
1097813.23,26.87,13.25,380778.1,9.32
1097677.03,26.88,13.26,380753.91,9.32
1097728.96,26.88,13.26,380702.5,9.32
1097780.89,26.89,13.27,380744.6,9.33
1097832.82,26.9,13.28,380744.6,9.33
1097884.76,26.9,13.28,380744.6,9.33
1097685.66,26.9,13.28,380512.28,9.33
1097905.94,26.91,13.29,380494.01,9.33
1098134.01,26.92,13.3,380618.89,9.33
1097836.48,26.91,13.29,380456.69,9.33
1098104.61,26.92,13.3,380831.14,9.34
1098156.54,26.93,13.31,380831.14,9.34
1098156.54,26.93,13.31,383091.83,9.39
1098020.34,26.93,13.31,382582.72,9.38
1098072.27,26.94,13.32,382415.86,9.38
1098009.91,26.94,13.32,382404.69,9.38
1098231.23,26.95,13.33,383136.79,9.4
1098283.16,26.96,13.33,383136.79,9.4
1098504.48,26.96,13.34,383501.74,9.41
1098725.8,26.97,13.35,383803.34,9.42
1098946.08,26.98,13.36,383905.75,9.43
1098809.87,26.98,13.36,383607.04,9.42
1098861.81,26.99,13.37,383610.72,9.42
1098913.74,27.0,13.38,383610.72,9.42
1098913.74,27.0,13.38,383517.15,9.42
1098965.67,27.0,13.38,383658.38,9.43
1099186.99,27.01,13.39,383672.81,9.43
1099407.27,27.02,13.4,384390.23,9.45
1099628.59,27.03,13.41,384389.97,9.45
1099791.31,27.04,13.42,384390.41,9.45
1099655.1,27.04,13.42,384153.99,9.45
1099707.03,27.05,13.43,384225.12,9.45
1099707.03,27.05,13.43,384221.59,9.45
1099570.83,27.05,13.43,384221.74,9.45
1099892.47,27.06,13.44,384255.84,9.45
1100113.79,27.07,13.45,384620.05,9.46
1100381.92,27.08,13.46,384685.83,9.47
1100094.4,27.07,13.45,384447.65,9.46
1099982.7,27.08,13.46,384285.3,9.46
1100154.51,27.08,13.46,384965.71,9.48
1099996.37,27.08,13.46,384727.17,9.47
1099874.87,27.09,13.46,386711.42,9.52
1099926.8,27.09,13.47,389642.53,9.6
1099795.5,27.1,13.48,389724.35,9.6
1099501.23,27.09,13.47,389566.22,9.6
1099501.23,27.09,13.47,389586.55,9.6
1099501.23,27.09,13.47,389771.73,9.6
1099365.02,27.09,13.47,389771.73,9.61
1099536.83,27.1,13.48,389771.73,9.61
1099400.63,27.11,13.49,389681.0,9.61
1099621.95,27.12,13.49,389728.06,9.61
1099433.64,27.11,13.49,389925.68,9.62
1099237.25,27.11,13.49,390123.35,9.62
1099558.89,27.12,13.5,390306.05,9.63
1099422.69,27.12,13.5,390637.41,9.64
1099286.48,27.13,13.51,390570.63,9.64
1098934.65,27.12,13.5,390039.83,9.63
1098776.51,27.12,13.5,389902.05,9.62
1099004.58,27.13,13.51,390009.95,9.63
1098707.05,27.13,13.51,389686.84,9.62
1099028.7,27.14,13.52,389873.51,9.63
1099559.61,27.15,13.53,391681.17,9.67
1099731.42,27.16,13.54,391681.17,9.67
1099731.42,27.16,13.54,391599.23,9.67
1099595.21,27.16,13.54,391576.97,9.67
1099317.2,27.16,13.54,391281.09,9.67
1099531.77,27.17,13.55,391561.46,9.67
1099694.49,27.17,13.55,391775.16,9.68
1099558.29,27.18,13.56,391774.78,9.68
1099610.22,27.18,13.56,391810.27,9.69
1099610.22,27.18,13.56,391768.18,9.68
1099474.01,27.19,13.57,391844.64,9.69
1099695.33,27.19,13.57,391882.26,9.69
1099916.66,27.2,13.58,391941.36,9.69
1099724.31,27.2,13.58,391506.06,9.68
1099426.78,27.2,13.58,391188.34,9.68
1099628.0,27.21,13.59,391486.91,9.69
1099832.46,27.22,13.59,391579.98,9.69
1100060.53,27.22,13.6,392576.04,9.72
1100060.53,27.22,13.6,392546.96,9.71
1099998.17,27.22,13.6,392909.17,9.72
1100050.1,27.23,13.61,392904.88,9.73
1100271.42,27.24,13.62,393062.06,9.73
1100323.35,27.25,13.63,393083.22,9.73
1100323.35,27.25,13.63,393665.38,9.75
1100375.28,27.25,13.63,393775.14,9.75
1100239.08,27.26,13.64,393774.49,9.75
1100291.01,27.26,13.64,393798.62,9.76
1100154.81,27.27,13.65,393798.62,9.76
1100206.74,27.27,13.65,393798.62,9.76
1100434.8,27.28,13.66,393754.8,9.76
1100606.62,27.29,13.67,394300.46,9.78
1100658.55,27.3,13.68,394351.63,9.78
1100538.67,27.3,13.67,394230.99,9.78
1100538.67,27.3,13.67,394368.64,9.78
1100793.73,27.31,13.68,394699.57,9.79
1100845.66,27.31,13.69,394699.57,9.79
1101073.72,27.32,13.7,395079.49,9.8
1101125.66,27.33,13.71,395079.97,9.81
1100989.45,27.33,13.71,395088.45,9.81
1101210.77,27.34,13.72,395087.16,9.81
1100913.25,27.34,13.72,394768.64,9.8
1100913.25,27.34,13.72,394709.84,9.8
1101134.57,27.34,13.72,394709.84,9.8
1100998.36,27.35,13.73,394872.1,9.81
1101219.68,27.36,13.74,394783.28,9.81
1101430.96,27.37,13.75,396433.17,9.85
1101699.09,27.38,13.75,396723.95,9.86
1101562.88,27.38,13.76,396711.3,9.86
1101817.94,27.39,13.77,398180.24,9.9
1102145.53,27.4,13.78,398536.46,9.91
1102365.81,27.41,13.79,398518.63,9.91
1102417.74,27.41,13.79,398518.63,9.91
1102469.67,27.42,13.8,398589.76,9.91
1102333.47,27.42,13.8,399001.35,9.93
1102197.26,27.43,13.81,399002.7,9.93
1102369.07,27.44,13.82,399019.51,9.93
1102590.39,27.45,13.83,399002.24,9.93
1103365.22,27.47,13.85,399324.66,9.94
1103229.02,27.47,13.85,399300.53,9.94
1103280.95,27.48,13.86,399290.53,9.94
1103549.08,27.49,13.87,399727.75,9.96
1103601.01,27.49,13.87,399913.64,9.96
1103404.62,27.49,13.87,399843.6,9.96
1103268.41,27.5,13.88,399630.29,9.96
1102880.18,27.49,13.87,399140.65,9.95
1102743.98,27.5,13.87,398949.87,9.95
1102924.49,27.5,13.88,398958.87,9.95
1102976.42,27.51,13.89,398970.31,9.95
1103298.07,27.52,13.9,399110.04,9.95
1103615.74,27.53,13.91,399160.45,9.96
1103870.8,27.54,13.92,399554.13,9.97
1104098.86,27.55,13.93,399924.9,9.98
1104098.86,27.55,13.93,400136.24,9.98
1104150.79,27.55,13.93,400112.86,9.98
1104014.59,27.56,13.94,400082.85,9.99
1103742.18,27.56,13.94,400089.27,9.99
1103444.65,27.56,13.94,399767.2,9.98
1103616.46,27.57,13.95,400036.03,9.99
1103663.49,27.57,13.95,399585.65,9.98
1103527.29,27.58,13.96,400193.69,10.0
1103391.08,27.58,13.96,400565.68,10.01
1103093.56,27.58,13.96,400253.83,10.01
1103354.35,27.59,13.97,400505.55,10.01
1103568.92,27.6,13.98,400971.81,10.03
1103620.85,27.6,13.98,400964.29,10.03
1103942.5,27.61,13.99,403057.78,10.08
1104163.82,27.62,14.0,403093.59,10.08
1104431.95,27.63,14.01,403120.03,10.09
1104195.23,27.63,14.01,402828.04,10.08
1104059.02,27.63,14.01,402743.31,10.08
1104327.15,27.64,14.02,403435.88,10.1
1104379.08,27.65,14.03,403649.35,10.11
1104004.75,27.64,14.02,403628.25,10.11
1104056.68,27.65,14.03,403540.82,10.11
1104278.0,27.66,14.04,403576.62,10.11
1104278.0,27.66,14.04,403560.55,10.11
1104334.84,27.67,14.05,403521.52,10.11
1104556.16,27.68,14.06,403528.42,10.11
1104729.51,27.68,14.06,405715.66,10.17
1104492.2,27.68,14.06,405657.95,10.17
1104355.99,27.68,14.06,405680.54,10.17
1104407.93,27.69,14.07,405651.08,10.17
1105273.48,27.71,14.09,406367.72,10.19
1105595.12,27.72,14.1,406395.53,10.19
1105595.12,27.72,14.1,406053.99,10.18
1105816.44,27.73,14.11,406053.99,10.18
1106036.72,27.74,14.12,406050.4,10.18
1105900.52,27.74,14.12,406238.04,10.19
1105952.45,27.75,14.13,406233.19,10.19
1106173.77,27.76,14.14,406236.37,10.19
1106037.56,27.76,14.14,406892.84,10.21
1106305.69,27.77,14.15,406915.13,10.21
1106357.62,27.78,14.16,406681.5,10.21
1106221.42,27.78,14.16,407067.01,10.22
1106476.47,27.79,14.17,407500.63,10.24
1106476.47,27.79,14.17,407500.63,10.24
1106697.8,27.8,14.18,407503.43,10.24
1106919.12,27.81,14.19,407800.0,10.25
1106782.91,27.81,14.19,407937.87,10.25
1106396.55,27.81,14.19,407409.65,10.24
1106664.67,27.82,14.2,407409.27,10.24
1106528.47,27.82,14.2,407401.75,10.24
1106392.26,27.83,14.2,407401.38,10.25
1106142.3,27.82,14.2,406848.38,10.23
1106194.24,27.83,14.21,406843.43,10.24
1105649.42,27.85,14.23,407842.46,10.27
1105701.35,27.85,14.23,407811.14,10.27
1105922.67,27.86,14.24,407811.14,10.27
1106094.48,27.87,14.25,407811.14,10.28
1106146.41,27.88,14.26,407811.14,10.28
1106401.47,27.89,14.27,407485.82,10.27
1106453.4,27.89,14.27,408030.94,10.29
1106721.53,27.9,14.28,408087.51,10.29
1106773.46,27.91,14.29,408079.82,10.29
1106637.26,27.91,14.29,408078.23,10.29
1106809.07,27.92,14.3,408119.54,10.3
1106514.79,27.92,14.3,407748.51,10.29
1109848.13,28.0,14.38,407819.54,10.29
1109848.13,28.0,14.38,407620.44,10.29
1109900.07,28.01,14.39,407677.67,10.29
1109763.86,28.02,14.4,407679.94,10.29
1109815.79,28.02,14.4,407679.94,10.29
