ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9072-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9072-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_ratio,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9072-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_q124,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9072-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9072-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_ratio
1281440.44,67.28,53.66,1088557.31,57.15
1281142.91,67.28,53.66,1088370.11,57.16
1281194.85,67.31,53.69,1088806.78,57.2
1281246.78,67.34,53.72,1088929.07,57.23
1281246.78,67.34,53.72,1088908.42,57.23
1280949.25,67.34,53.72,1088683.08,57.24
1280677.55,67.34,53.72,1088459.91,57.23
1282752.67,67.48,53.86,1088813.52,57.28
1283015.37,67.52,53.89,1088977.05,57.3
1282865.78,67.52,53.9,1089087.85,57.32
1282994.09,67.55,53.93,1088539.55,57.32
1282797.7,67.56,53.94,1088470.24,57.33
1282739.84,67.57,53.95,1088487.94,57.33
1282739.84,67.57,53.95,1088104.97,57.31
1282590.26,67.57,53.95,1088525.41,57.35
1282353.34,67.58,53.96,1087792.08,57.32
1282405.27,67.61,53.99,1087816.86,57.35
1282392.2,67.62,54.0,1087978.95,57.37
1282444.13,67.65,54.03,1088369.85,57.41
1282615.94,67.68,54.06,1088348.68,57.43
1282615.94,67.68,54.06,1088296.0,57.43
1282479.74,67.71,54.09,1088612.44,57.47
1282347.4,67.74,54.12,1087181.57,57.43
1282235.54,67.74,54.12,1087080.97,57.43
1282287.48,67.77,54.15,1087360.22,57.47
1282339.41,67.8,54.18,1087825.47,57.52
1282410.95,67.83,54.21,1087530.36,57.52
1282408.68,67.87,54.25,1087521.58,57.55
1283491.87,67.94,54.32,1088099.27,57.6
1282947.05,68.06,54.44,1089192.02,57.78
1282947.05,68.06,54.44,1089149.72,57.78
1282947.05,68.06,54.44,1089099.08,57.77
1283096.85,68.1,54.48,1089263.08,57.81
1283495.64,68.16,54.54,1089133.16,57.84
1283495.64,68.16,54.54,1088821.72,57.82
1283547.57,68.19,54.57,1089614.98,57.89
1283411.36,68.22,54.6,1089954.91,57.94
1284092.27,68.28,54.66,1090942.06,58.01
1285174.31,68.37,54.75,1093238.95,58.16
1285174.31,68.37,54.75,1093216.84,58.16
1285402.37,68.4,54.78,1092895.26,58.16
1285846.06,68.43,54.81,1093507.88,58.19
1285548.54,68.43,54.81,1092841.97,58.17
1285769.86,68.46,54.84,1094090.16,58.25
1285472.33,68.46,54.84,1094986.3,58.31
1285341.03,68.49,54.87,1094877.13,58.34
1285046.75,68.49,54.87,1094574.96,58.34
1285086.22,68.49,54.87,1096703.52,58.45
1284791.95,68.49,54.87,1096409.96,58.45
1285646.69,68.55,54.93,1096497.03,58.46
1285868.01,68.58,54.96,1096497.03,58.48
1285936.61,68.59,54.97,1096465.42,58.48
1285662.76,68.59,54.97,1096209.1,58.48
1285397.09,68.59,54.97,1098045.33,58.59
1285449.02,68.62,55.0,1098674.8,58.65
1285463.86,68.63,55.01,1098731.86,58.66
1285327.65,68.66,55.03,1098712.41,58.69
1285499.46,68.69,55.07,1099352.13,58.74
1285551.39,68.72,55.1,1099736.16,58.79
1285290.13,68.72,55.1,1099345.31,58.78
1285153.93,68.75,55.13,1099309.92,58.81
1284906.71,68.75,55.13,1099157.4,58.81
1284958.65,68.78,55.16,1100058.12,58.89
1284848.59,68.79,55.17,1099335.19,58.86
1284880.78,68.82,55.2,1099262.83,58.88
1285243.31,68.88,55.26,1099158.9,58.91
1286736.63,68.98,55.36,1100402.12,58.99
1286736.63,68.98,55.36,1100376.42,58.99
1287145.32,69.02,55.4,1101037.91,59.04
1287197.25,69.06,55.44,1100975.02,59.07
1287249.18,69.09,55.47,1101724.89,59.13
1287112.98,69.12,55.5,1101831.07,59.17
1286976.77,69.15,55.53,1102297.38,59.23
1287028.71,69.18,55.56,1102500.09,59.26
1286779.87,69.18,55.56,1102220.56,59.26
1286638.76,69.21,55.59,1102850.28,59.32
1286690.69,69.24,55.62,1102852.51,59.35
1286722.89,69.28,55.66,1102946.19,59.38
1286547.66,69.28,55.65,1102769.31,59.38
1286525.28,69.28,55.66,1102924.36,59.39
1286581.91,69.32,55.7,1104423.15,59.5
1286699.88,69.35,55.73,1104112.66,59.51
1286699.88,69.35,55.73,1104109.1,59.51
1286699.88,69.35,55.73,1104163.07,59.51
1286563.67,69.38,55.76,1104089.09,59.54
1286615.6,69.42,55.8,1104160.04,59.57
1286667.54,69.45,55.83,1103837.84,59.58
1286398.61,69.46,55.84,1103674.62,59.6
1286220.36,69.46,55.84,1103446.45,59.59
1286157.68,69.5,55.88,1102146.39,59.55
1286021.47,69.53,55.91,1102125.52,59.59
1285719.16,69.55,55.93,1101032.97,59.56
1285421.64,69.55,55.93,1100592.77,59.55
1285285.43,69.58,55.96,1100592.77,59.58
1285122.75,69.6,55.98,1100336.05,59.59
1285720.25,69.64,56.02,1100255.2,59.6
1285720.25,69.64,56.02,1099997.37,59.58
1285988.38,69.67,56.05,1100172.86,59.6
1285988.38,69.67,56.05,1100263.73,59.61
1286388.9,69.71,56.09,1101555.0,59.69
1286440.83,69.74,56.12,1102332.02,59.76
1286440.83,69.74,56.12,1102350.31,59.76
1286304.63,69.77,56.15,1103491.13,59.86
1286905.26,69.84,56.22,1103441.9,59.89
1286952.29,69.88,56.26,1103598.52,59.92
1286780.09,69.89,56.26,1103352.87,59.92
1286482.56,69.89,56.27,1103320.93,59.94
1286482.56,69.89,56.27,1103320.93,59.94
1286534.49,69.92,56.3,1103320.8,59.96
1286398.29,69.95,56.33,1103246.88,59.99
1286262.08,69.98,56.36,1103318.48,60.03
1286125.88,70.01,56.39,1103300.82,60.06
1285989.67,70.04,56.42,1103618.1,60.11
1286008.11,70.08,56.45,1103024.97,60.1
1286229.43,70.11,56.48,1103512.32,60.15
1286309.54,70.13,56.51,1104255.75,60.2
1286012.01,70.13,56.51,1103815.74,60.19
1286063.94,70.16,56.54,1104196.51,60.24
1285890.55,70.17,56.55,1104106.82,60.25
1285942.48,70.2,56.58,1104044.09,60.27
1285648.21,70.2,56.58,1103557.75,60.26
1285916.34,70.23,56.61,1105318.96,60.37
1285797.56,70.23,56.61,1105232.59,60.37
1285560.25,70.23,56.61,1104849.71,60.36
1285622.11,70.27,56.65,1104629.29,60.38
1285622.11,70.27,56.65,1104629.29,60.38
1285485.91,70.3,56.68,1104699.02,60.41
1285707.23,70.33,56.71,1104748.38,60.43
1285882.14,70.34,56.72,1104898.58,60.44
1285745.94,70.37,56.75,1106387.05,60.55
1285609.73,70.4,56.78,1106186.72,60.58
1285665.53,70.44,56.82,1107184.34,60.66
1285418.32,70.44,56.82,1106847.02,60.66
1285282.12,70.47,56.85,1106839.34,60.69
1285145.91,70.5,56.88,1106786.76,60.72
1284812.12,70.51,56.89,1106785.94,60.74
1284864.05,70.54,56.92,1107423.75,60.8
1284566.52,70.55,56.93,1107166.48,60.8
1284566.52,70.55,56.93,1107139.77,60.8
1284640.04,70.55,56.93,1108663.34,60.89
1284490.46,70.55,56.93,1108475.16,60.89
1284711.78,70.59,56.96,1108753.44,60.92
1284563.53,70.59,56.97,1108567.4,60.92
1284316.32,70.59,56.97,1108432.5,60.93
1284571.38,70.63,57.01,1108970.92,60.97
1284891.11,70.66,57.04,1110127.62,61.05
1284910.84,70.66,57.04,1110112.04,61.05
1285132.16,70.69,57.07,1111024.3,61.12
1285184.1,70.73,57.11,1112125.54,61.2
1285259.73,70.77,57.15,1112056.99,61.23
1285123.53,70.8,57.18,1112190.84,61.27
1285123.53,70.8,57.18,1112190.84,61.27
1285175.46,70.84,57.22,1112582.08,61.32
1285227.39,70.87,57.25,1114141.78,61.44
1285077.75,70.9,57.28,1114634.87,61.5
1285077.75,70.9,57.28,1114618.74,61.5
1284692.21,70.91,57.29,1114121.81,61.5
1284495.82,70.92,57.3,1114119.48,61.51
1284359.61,70.95,57.33,1115044.29,61.6
1284688.72,71.01,57.39,1115160.08,61.64
1284484.05,71.02,57.4,1114928.13,61.64
1284531.08,71.05,57.43,1114665.64,61.65
1284583.01,71.08,57.46,1114654.12,61.68
1284404.76,71.08,57.46,1114505.59,61.68
1284315.25,71.11,57.49,1115060.9,61.74
1284017.72,71.11,57.49,1114653.69,61.73
1284194.43,71.15,57.53,1115059.78,61.78
1284292.98,71.19,57.57,1114529.61,61.78
1284156.77,71.22,57.6,1114685.84,61.82
1284348.32,71.25,57.63,1116186.74,61.92
1283916.23,71.25,57.63,1115840.97,61.92
1283973.06,71.29,57.67,1117120.4,62.02
1283836.86,71.32,57.7,1117373.1,62.07
1283888.79,71.35,57.73,1117445.09,62.1
1283940.72,71.39,57.77,1119040.34,62.22
1283992.65,71.42,57.8,1119263.31,62.26
1283678.32,71.43,57.81,1118211.75,62.22
1283542.12,71.46,57.84,1119241.33,62.31
1283797.17,71.5,57.88,1119223.78,62.33
1283725.29,71.5,57.88,1119647.41,62.36
1283777.22,71.54,57.92,1119976.86,62.41
1283777.22,71.54,57.92,1119950.79,62.41
1283777.22,71.54,57.92,1120343.57,62.43
1283829.15,71.57,57.95,1120745.22,62.48
1283688.05,71.61,57.99,1121956.24,62.58
1283739.98,71.64,58.02,1122022.72,62.62
1283737.71,71.68,58.06,1123758.84,62.75
1283541.32,71.69,58.07,1123712.88,62.76
1283549.91,71.72,58.1,1124579.28,62.84
1283549.91,71.72,58.1,1124579.28,62.84
1283628.37,71.73,58.11,1124506.86,62.84
1283680.3,71.77,58.15,1124506.86,62.87
1283782.75,71.8,58.18,1125333.96,62.93
1283646.54,71.83,58.21,1126377.63,63.03
1283510.34,71.86,58.24,1126315.13,63.06
1283682.15,71.9,58.28,1127038.87,63.12
1283384.62,71.9,58.28,1126813.53,63.13
1283235.04,71.9,58.28,1126316.38,63.11
1283235.04,71.9,58.28,1126424.57,63.12
1283286.97,71.94,58.32,1126632.3,63.16
1282941.68,71.96,58.34,1126027.9,63.16
1283196.74,72.0,58.38,1126807.52,63.22
1283196.74,72.0,58.38,1126781.89,63.22
1283424.79,72.04,58.42,1127143.82,63.26
1283692.92,72.06,58.44,1128180.43,63.33
1283692.92,72.06,58.44,1128138.1,63.33
1283556.71,72.1,58.48,1128488.23,63.39
1283588.91,72.13,58.51,1130611.02,63.53
1283905.13,72.19,58.57,1132244.35,63.66
1283768.93,72.22,58.6,1132175.96,63.69
1283471.4,72.22,58.6,1132175.96,63.71
1283637.37,72.27,58.65,1133697.91,63.83
1283501.17,72.31,58.69,1133835.66,63.88
1283553.1,72.34,58.72,1133739.49,63.9
1283255.57,72.35,58.73,1133285.09,63.89
1283307.5,72.38,58.76,1133285.09,63.92
1282969.66,72.39,58.77,1133071.86,63.93
1282878.45,72.4,58.78,1133096.13,63.94
1282842.63,72.4,58.78,1133004.69,63.95
1282745.89,72.44,58.82,1133065.4,63.98
1282967.21,72.47,58.85,1133065.4,64.0
1283019.14,72.51,58.88,1133217.43,64.04
1282983.32,72.51,58.89,1133808.15,64.08
1283246.55,72.54,58.92,1133753.85,64.09
1283246.55,72.54,58.92,1133726.15,64.09
1283110.79,72.55,58.93,1133914.64,64.11
1282974.59,72.58,58.96,1135517.94,64.24
1282838.38,72.62,59.0,1135334.24,64.27
1282838.38,72.62,59.0,1135334.24,64.27
1282711.98,72.65,59.03,1135177.29,64.29
1282575.78,72.68,59.06,1136792.34,64.42
1282261.44,72.69,59.07,1136370.41,64.42
1282313.37,72.73,59.11,1136980.32,64.48
1282313.37,72.73,59.11,1136808.7,64.47
1282177.17,72.76,59.14,1136775.69,64.51
1283461.16,72.83,59.21,1138889.7,64.63
1283245.31,72.84,59.22,1138620.95,64.63
1283417.12,72.88,59.26,1138670.93,64.66
1283469.06,72.91,59.29,1138688.24,64.69
1283332.85,72.95,59.33,1139435.77,64.77
1283384.78,72.98,59.36,1139426.08,64.8
1283046.94,72.99,59.37,1139288.52,64.81
1282536.4,73.0,59.38,1138718.52,64.81
1282378.26,72.99,59.37,1138564.92,64.81
1282550.07,73.03,59.41,1139031.59,64.86
1282431.63,73.03,59.41,1139489.63,64.89
1282431.63,73.03,59.41,1139454.38,64.89
1282310.13,73.06,59.44,1139417.53,64.92
1282120.83,73.07,59.45,1140810.25,65.02
1282000.95,73.07,59.45,1140685.96,65.01
1282052.89,73.11,59.49,1140633.18,65.04
1282052.89,73.11,59.49,1140608.43,65.04
1282074.64,73.14,59.52,1140531.01,65.07
1282121.67,73.18,59.56,1140226.05,65.08
1282173.6,73.21,59.59,1140263.03,65.11
1282025.36,73.22,59.6,1140221.08,65.12
1282230.79,73.26,59.64,1140058.59,65.14
1282230.79,73.26,59.64,1140162.29,65.15
1282094.58,73.3,59.68,1140197.11,65.19
1282266.39,73.34,59.72,1140197.11,65.21
1282266.39,73.34,59.72,1140010.7,65.2
1282047.09,73.36,59.74,1139636.65,65.21
1281910.88,73.39,59.77,1141549.34,65.36
1281853.42,73.4,59.78,1141902.0,65.38
1282464.01,73.43,59.81,1144157.51,65.51
1282291.05,73.46,59.84,1143774.77,65.53
1281993.52,73.47,59.85,1143312.43,65.52
1281867.12,73.5,59.88,1143212.11,65.55
1282198.69,73.53,59.91,1143576.2,65.58
1283167.14,73.62,60.0,1143846.55,65.63
1283167.14,73.62,60.0,1144004.83,65.64
1283030.94,73.66,60.03,1144546.68,65.71
1283082.87,73.69,60.07,1144808.97,65.75
1283786.59,73.75,60.13,1147691.14,65.93
1283529.1,73.77,60.15,1147237.04,65.94
1283195.3,73.78,60.16,1147183.78,65.96
1284296.94,73.89,60.27,1148225.59,66.06
1285305.71,73.99,60.37,1148168.17,66.09
1285642.06,74.02,60.4,1147481.4,66.06
1285505.85,74.05,60.43,1147462.23,66.1
1285244.59,74.05,60.43,1147149.25,66.09
1285038.94,74.05,60.43,1146429.41,66.06
1285038.94,74.05,60.43,1146429.41,66.06
1284744.67,74.05,60.43,1146090.38,66.06
1284944.6,74.09,60.47,1147792.47,66.18
1285006.86,74.11,60.49,1147639.38,66.19
1284864.78,74.14,60.52,1147496.96,66.21
1284916.71,74.18,60.56,1148450.16,66.3
1284916.71,74.18,60.56,1148215.83,66.29
1284906.66,74.21,60.59,1147317.04,66.26
1284906.66,74.21,60.59,1147296.42,66.26
1284743.98,74.22,60.6,1147026.05,66.27
1285417.12,74.28,60.66,1147311.25,66.3
1285493.82,74.32,60.7,1146748.31,66.3
1285493.82,74.32,60.7,1146777.74,66.3
1285215.8,74.32,60.7,1146500.42,66.3
1285508.69,74.35,60.73,1147878.55,66.39
1285508.69,74.35,60.73,1147910.77,66.39
1285224.42,74.35,60.73,1147501.53,66.38
1284947.6,74.35,60.73,1147236.01,66.38
1284663.33,74.35,60.73,1146924.68,66.38
1284855.49,74.39,60.77,1147073.54,66.41
1284525.41,74.39,60.77,1146733.73,66.41
1284389.2,74.42,60.8,1147311.63,66.48
1284127.94,74.42,60.8,1147111.66,66.48
1284031.42,74.45,60.83,1146746.1,66.49
1283756.88,74.46,60.84,1146318.04,66.49
1283808.81,74.5,60.87,1146491.66,66.53
1283808.81,74.5,60.87,1146491.66,66.53
1283679.52,74.52,60.9,1145776.2,66.52
1283548.22,74.56,60.94,1147897.65,66.68
1283376.01,74.57,60.95,1147813.97,66.69
1283209.42,74.57,60.95,1147526.34,66.69
1283031.67,74.6,60.98,1146977.74,66.69
1282895.47,74.63,61.01,1148645.74,66.82
1282597.94,74.64,61.02,1148179.25,66.81
1282439.8,74.63,61.01,1148024.25,66.81
1282303.6,74.67,61.05,1148073.21,66.85
1282303.6,74.67,61.05,1148073.21,66.85
1282524.92,74.7,61.08,1148672.73,66.91
1282846.56,74.73,61.11,1148728.88,66.92
1282898.49,74.77,61.15,1148728.88,66.95
1283614.63,74.85,61.23,1148260.15,66.95
1283475.71,74.88,61.26,1147339.58,66.94
1283413.03,74.92,61.3,1149317.72,67.09
1283428.2,74.96,61.34,1149130.58,67.12
1283596.28,75.01,61.39,1148343.18,67.11
1283298.75,75.02,61.4,1147864.97,67.1
1283162.55,75.05,61.43,1148805.18,67.19
1283382.82,75.09,61.47,1149813.18,67.28
1283093.0,75.11,61.49,1149398.68,67.28
1283044.76,75.14,61.52,1149171.79,67.3
1282848.36,75.15,61.53,1148591.5,67.29
1282712.16,75.19,61.57,1149300.52,67.37
1282626.73,75.22,61.6,1149470.58,67.41
1282626.73,75.22,61.6,1149538.29,67.41
1282427.63,75.22,61.6,1148738.18,67.38
1282291.43,75.26,61.64,1148590.51,67.41
1282463.24,75.3,61.68,1149443.36,67.49
1283446.98,75.39,61.77,1150854.21,67.6
1283498.91,75.43,61.81,1151280.39,67.66
1283720.23,75.46,61.84,1151304.58,67.68
1284490.75,75.53,61.91,1151503.27,67.71
1284537.78,75.57,61.95,1151762.34,67.76
1284406.47,75.61,61.99,1152651.71,67.85
1284108.95,75.61,61.99,1152896.15,67.88
1283936.74,75.62,62.0,1152679.0,67.89
1284158.06,75.65,62.03,1152650.76,67.91
1284021.86,75.69,62.07,1154001.99,68.03
1283770.61,75.7,62.08,1153572.38,68.02
1283473.09,75.7,62.08,1153063.65,68.01
1284408.05,75.78,62.16,1153845.83,68.07
1284271.85,75.81,62.19,1154978.05,68.18
1284135.64,75.85,62.23,1155162.2,68.23
1284135.64,75.85,62.23,1155669.36,68.26
1283963.55,75.88,62.26,1155284.9,68.28
1283758.15,75.91,62.29,1154889.31,68.29
1284487.54,75.97,62.35,1155876.78,68.37
1284304.99,76.0,62.38,1155545.86,68.38
1284352.02,76.04,62.42,1157571.07,68.53
1284252.57,76.08,62.46,1157419.87,68.56
1284360.28,76.12,62.5,1158882.34,68.68
1284412.21,76.16,62.54,1159223.91,68.74
1284436.54,76.17,62.55,1159144.06,68.74
1284436.54,76.17,62.55,1159146.07,68.74
1284492.29,76.21,62.59,1160428.44,68.85
1284356.08,76.25,62.63,1160761.71,68.91
1284219.88,76.29,62.66,1160753.76,68.95
1284148.0,76.29,62.67,1160228.81,68.93
1284409.54,76.34,62.72,1160299.1,68.96
1284143.06,76.33,62.71,1160287.04,68.97
1284411.19,76.37,62.74,1160633.84,69.01
1284253.05,76.36,62.74,1160416.5,69.0
1284307.93,76.4,62.78,1160949.23,69.06
1284171.72,76.44,62.82,1161150.45,69.12
1284233.46,76.48,62.86,1160788.42,69.13
1283907.89,76.49,62.87,1160362.9,69.13
1283762.25,76.49,62.87,1160282.04,69.13
1283762.25,76.49,62.87,1160035.16,69.12
1283565.86,76.5,62.88,1159805.68,69.12
1283429.65,76.54,62.92,1159835.46,69.17
1283257.38,76.54,62.92,1159607.52,69.16
1283185.5,76.54,62.92,1159434.67,69.16
1283185.5,76.54,62.92,1159460.01,69.16
1283029.56,76.58,62.96,1158903.82,69.17
1282935.92,76.6,62.97,1158711.74,69.18
1282786.33,76.6,62.98,1158467.63,69.18
1282786.33,76.6,62.98,1158470.16,69.18
1282650.13,76.64,63.02,1158594.06,69.23
1282513.92,76.68,63.06,1158559.25,69.27
1282267.78,76.7,63.08,1158714.59,69.31
1282180.26,76.71,63.09,1158983.93,69.34
1281482.66,76.71,63.09,1158795.99,69.37
1281235.45,76.72,63.1,1158625.06,69.38
1281085.08,76.89,63.27,1160175.89,69.64
1281207.3,76.95,63.33,1160257.87,69.68
1281619.96,76.99,63.37,1160827.62,69.74
1281461.82,76.99,63.37,1160670.49,69.74
1281177.55,77.0,63.38,1160401.05,69.74
1280920.46,77.0,63.38,1160163.98,69.74
1280918.19,77.04,63.42,1160172.68,69.78
1280651.71,77.04,63.42,1160005.86,69.78
1280534.46,77.05,63.43,1159789.01,69.79
1280151.14,77.06,63.43,1159243.59,69.78
1280374.31,77.09,63.47,1159654.14,69.82
1280096.29,77.09,63.47,1159360.13,69.82
1280276.21,77.1,63.48,1159955.63,69.85
1280144.91,77.14,63.52,1160059.7,69.9
1279810.04,77.15,63.53,1161766.76,70.03
1279673.84,77.19,63.57,1162222.11,70.1
1279868.98,77.23,63.6,1163884.25,70.23
1279749.11,77.23,63.6,1163875.48,70.23
1279749.11,77.23,63.6,1163918.27,70.24
1279749.11,77.23,63.6,1163941.71,70.24
1279686.75,77.23,63.61,1164171.76,70.26
1279550.54,77.27,63.65,1165181.54,70.36
1279602.47,77.31,63.69,1165179.49,70.4
1279828.69,77.35,63.73,1166532.29,70.5
1279692.49,77.39,63.76,1166851.39,70.56
1279394.96,77.39,63.77,1166316.82,70.55
1279446.9,77.43,63.81,1166904.59,70.62
1279531.25,77.44,63.82,1166846.72,70.62
1279531.25,77.44,63.82,1166846.72,70.62
1279465.52,77.45,63.83,1166619.2,70.62
1279686.84,77.48,63.86,1167053.13,70.66
1279436.11,77.49,63.87,1168326.31,70.76
1279037.99,77.52,63.9,1167937.03,70.78
1278740.46,77.52,63.9,1167579.24,70.78
1278604.26,77.56,63.94,1168470.36,70.88
1279141.22,77.63,64.01,1167960.93,70.88
1279362.54,77.66,64.04,1168720.07,70.95
1279362.54,77.66,64.04,1168739.23,70.95
1279156.23,77.67,64.05,1168762.81,70.97
1278822.43,77.68,64.06,1168387.14,70.97
1278524.9,77.68,64.06,1168122.67,70.97
1278375.32,77.69,64.07,1167547.99,70.95
1278427.25,77.73,64.11,1167547.99,70.99
1278479.18,77.77,64.15,1167547.99,71.02
1278284.33,77.79,64.17,1167056.31,71.02
1278505.65,77.82,64.2,1167538.18,71.07
1278369.44,77.86,64.24,1167454.87,71.11
1278562.09,77.9,64.28,1168263.15,71.18
1278790.16,77.93,64.31,1168517.88,71.21
1278528.89,77.93,64.31,1168151.65,71.2
1278580.83,77.97,64.35,1168151.65,71.24
1278580.83,77.97,64.35,1168151.65,71.24
1278632.76,78.02,64.39,1168595.55,71.3
1278699.4,78.06,64.44,1168393.49,71.32
1278967.52,78.09,64.47,1168749.49,71.36
1278795.32,78.1,64.48,1168414.86,71.36
1279058.55,78.13,64.51,1170406.24,71.5
1278771.02,78.14,64.52,1170218.6,71.5
1278822.95,78.18,64.56,1170562.57,71.56
1278584.41,78.18,64.56,1169487.96,71.51
1278448.21,78.22,64.6,1170029.82,71.59
1278435.13,78.23,64.61,1169587.51,71.57
1278457.91,78.25,64.63,1170119.34,71.62
1278146.65,78.25,64.63,1169913.49,71.63
1278338.34,78.26,64.64,1170007.22,71.63
1278202.13,78.3,64.68,1171266.11,71.75
1278202.13,78.3,64.68,1171266.11,71.75
1278099.46,78.35,64.72,1170619.35,71.76
1278271.27,78.39,64.77,1171609.55,71.85
1278271.27,78.39,64.77,1171609.55,71.85
1278323.2,78.43,64.81,1172052.95,71.91
1278086.49,78.45,64.83,1171595.8,71.92
1278138.42,78.5,64.88,1171935.26,71.97
1278138.42,78.5,64.88,1171935.26,71.97
1278208.67,78.54,64.92,1171581.6,71.99
1277963.73,78.57,64.95,1171720.78,72.04
1278015.66,78.61,64.99,1172313.98,72.11
1278171.27,78.64,65.02,1172260.38,72.12
1278223.21,78.68,65.06,1172463.41,72.17
1277925.68,78.69,65.07,1172238.07,72.18
1277750.44,78.69,65.07,1172448.9,72.2
1277948.87,78.75,65.13,1172394.72,72.24
1277972.68,78.79,65.17,1172380.74,72.28
1277675.15,78.79,65.17,1172501.02,72.31
1277727.09,78.84,65.22,1174507.4,72.47
1277585.98,78.88,65.25,1174267.09,72.5
1277449.77,78.92,65.3,1174191.38,72.54
1277621.59,78.96,65.34,1174270.45,72.57
1277406.42,78.96,65.34,1174058.76,72.57
1277270.21,79.0,65.38,1173789.67,72.6
1277070.38,79.03,65.41,1172509.15,72.56
1277333.6,79.06,65.44,1173115.89,72.61
1277175.46,79.06,65.44,1172992.39,72.61
1277039.26,79.1,65.48,1173907.53,72.72
1276802.54,79.13,65.51,1173659.18,72.74
1276552.74,79.14,65.52,1173390.81,72.74
1276535.56,79.15,65.53,1173226.73,72.75
1276587.5,79.2,65.58,1173420.61,72.8
1276687.03,79.25,65.63,1173170.08,72.83
1276719.23,79.29,65.67,1173477.96,72.88
1276583.03,79.33,65.71,1173903.97,72.95
1276395.01,79.33,65.71,1173829.04,72.96
1276236.87,79.33,65.71,1174295.33,73.0
1275969.35,79.34,65.72,1174046.13,73.0
1276021.28,79.38,65.76,1174037.61,73.04
1276193.09,79.42,65.8,1174743.39,73.11
1276240.41,79.44,65.82,1174620.66,73.12
1276292.34,79.49,65.87,1175114.07,73.19
1276592.34,79.56,65.94,1174986.61,73.22
1276769.05,79.6,65.98,1175844.11,73.31
1277212.54,79.65,66.03,1175751.14,73.32
1276957.1,79.67,66.05,1175312.72,73.32
1276820.9,79.71,66.09,1175238.52,73.37
1276624.51,79.72,66.1,1174985.74,73.37
1276492.64,79.73,66.11,1174894.0,73.39
1276599.36,79.79,66.17,1175067.31,73.44
1276865.71,79.86,66.24,1174906.85,73.48
1276909.04,79.86,66.24,1176683.45,73.59
1276772.84,79.9,66.28,1176863.77,73.65
1276567.67,79.9,66.28,1176516.32,73.64
1276490.31,79.91,66.29,1176321.04,73.64
1276647.87,79.95,66.33,1176948.14,73.71
1276585.51,79.96,66.34,1176910.03,73.71
1276307.5,79.96,66.33,1176320.86,73.69
1276171.29,80.0,66.38,1176783.06,73.77
1276223.22,80.04,66.42,1177019.27,73.82
1276223.22,80.04,66.42,1176845.36,73.81
1276275.15,80.08,66.46,1176845.36,73.85
1276275.15,80.08,66.46,1176889.4,73.85
1276275.15,80.08,66.46,1176906.5,73.85
1276070.19,80.1,66.47,1176563.94,73.85
1275795.85,80.11,66.49,1177726.88,73.95
1275723.97,80.11,66.49,1177672.28,73.96
1275775.9,80.16,66.54,1177672.28,73.99
1275775.9,80.16,66.54,1177672.28,73.99
1275827.84,80.2,66.58,1177705.68,74.03
1275691.63,80.24,66.62,1177951.38,74.09
1275317.3,80.25,66.63,1177412.02,74.09
1275223.72,80.26,66.64,1177352.88,74.1
1274936.2,80.26,66.64,1176975.54,74.1
1274799.99,80.3,66.68,1177321.04,74.16
1274658.88,80.35,66.73,1177410.02,74.22
1274891.85,80.38,66.76,1179211.71,74.35
1274594.32,80.39,66.77,1178774.35,74.35
1275250.58,80.45,66.83,1178851.93,74.37
1275114.38,80.5,66.88,1178912.95,74.42
1275114.38,80.5,66.88,1178912.95,74.42
1274978.17,80.54,66.92,1179961.92,74.54
1275030.1,80.58,66.96,1180115.28,74.59
1274893.9,80.63,67.01,1180105.21,74.63
1274945.83,80.67,67.05,1180342.49,74.68
1274945.83,80.67,67.05,1180350.15,74.69
1274929.05,80.72,67.1,1181188.15,74.79
1275100.86,80.76,67.14,1181105.81,74.81
1275322.18,80.8,67.18,1181124.52,74.83
1275212.12,80.81,67.19,1180931.6,74.84
1274900.86,80.81,67.19,1180110.31,74.81
1274900.86,80.81,67.19,1180088.21,74.8
1274826.21,80.82,67.2,1179928.26,74.8
1274690.0,80.86,67.24,1180156.71,74.87
1274392.47,80.87,67.25,1179834.85,74.87
1274261.17,80.91,67.29,1179290.51,74.88
1274313.1,80.96,67.34,1181003.38,75.03
1274334.85,81.0,67.38,1180514.7,75.04
1274067.06,81.0,67.38,1180343.77,75.04
1273917.48,81.01,67.39,1180575.52,75.07
1273969.41,81.05,67.43,1181295.48,75.16
1273969.41,81.05,67.43,1181303.1,75.16
1274224.47,81.1,67.48,1181243.78,75.18
1273991.64,81.1,67.48,1181112.44,75.18
1274212.96,81.13,67.51,1181044.76,75.2
1274217.86,81.14,67.51,1181012.84,75.2
