ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ac30-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_nodes,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ac30-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ac30-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpu_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ac30-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-total_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ac30-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-arrived_gpu_milli
1212,6210,3791380,6212,3809810
1212,6210,3791850,6212,3810280
1212,6210,3792660,6212,3811090
1212,6210,3792660,6212,3811090
1212,6210,3793660,6212,3812090
1212,6210,3794130,6212,3812560
1212,6210,3794290,6212,3812720
1212,6210,3795290,6212,3813720
1212,6210,3796100,6212,3814530
1212,6210,3796750,6212,3815180
1212,6210,3797220,6212,3815650
1212,6210,3797220,6212,3815650
1212,6210,3798220,6212,3816650
1212,6210,3799220,6212,3817650
1212,6210,3800220,6212,3818650
1212,6210,3801220,6212,3819650
1212,6210,3801870,6212,3820300
1212,6210,3802870,6212,3821300
1212,6210,3803870,6212,3822300
1212,6210,3804100,6212,3822530
1212,6210,3804100,6212,3822530
1212,6210,3804750,6212,3823180
1212,6210,3805750,6212,3824180
1212,6210,3806750,6212,3825180
1212,6210,3807750,6212,3826180
1212,6210,3808750,6212,3827180
1212,6210,3809750,6212,3828180
1212,6210,3810560,6212,3828990
1212,6210,3811560,6212,3829990
1212,6210,3812560,6212,3830990
1212,6210,3813560,6212,3831990
1212,6210,3814560,6212,3832990
1212,6210,3814560,6212,3832990
1212,6210,3814560,6212,3832990
1212,6210,3815560,6212,3833990
1212,6210,3815560,6212,3833990
1212,6210,3816560,6212,3834990
1212,6210,3817370,6212,3835800
1212,6210,3818180,6212,3836610
1212,6210,3818180,6212,3836610
1212,6210,3818180,6212,3836610
1212,6210,3819180,6212,3837610
1212,6210,3819730,6212,3838160
1212,6210,3820730,6212,3839160
1212,6210,3821050,6212,3839480
1212,6210,3822050,6212,3840480
1212,6210,3823050,6212,3841480
1212,6210,3823700,6212,3842130
1212,6210,3823700,6212,3842130
1212,6210,3824700,6212,3843130
1212,6210,3825700,6212,3844130
1212,6210,3826700,6212,3845130
1212,6210,3827170,6212,3845600
1212,6210,3828170,6212,3846600
1212,6210,3828980,6212,3847410
1212,6210,3829980,6212,3848410
1212,6210,3830980,6212,3849410
1212,6210,3830980,6212,3849410
1212,6210,3831980,6212,3850410
1212,6210,3832630,6212,3851060
1212,6210,3833630,6212,3852060
1212,6210,3834630,6212,3853060
1212,6210,3835630,6212,3854060
1212,6210,3836280,6212,3854710
1212,6210,3837280,6212,3855710
1212,6210,3838280,6212,3856710
1212,6210,3838280,6212,3856710
1212,6210,3838600,6212,3857030
1212,6210,3839250,6212,3857680
1212,6210,3839570,6212,3858000
1212,6210,3839570,6212,3858000
1212,6210,3840570,6212,3859000
1212,6210,3841570,6212,3860000
1212,6210,3841570,6212,3860000
1212,6210,3842220,6212,3860650
1212,6210,3842220,6212,3860650
1212,6210,3842220,6212,3860650
1212,6210,3842220,6212,3860650
1212,6210,3843220,6212,3861650
1212,6210,3843690,6212,3862120
1212,6210,3844690,6212,3863120
1212,6210,3845240,6212,3863670
1212,6210,3845710,6212,3864140
1212,6210,3846710,6212,3865140
1212,6210,3846710,6212,3866140
1212,6210,3846710,6212,3866140
1212,6210,3847710,6212,3867140
1212,6210,3848710,6212,3868140
1212,6210,3848820,6212,3868250
1212,6210,3849820,6212,3869250
1212,6210,3850470,6212,3869900
1212,6210,3851280,6212,3870710
1212,6210,3851510,6212,3870940
1212,6210,3852510,6212,3871940
1212,6210,3853320,6212,3872750
1212,6210,3854320,6212,3873750
1212,6210,3854780,6212,3874210
1212,6210,3854780,6212,3874210
1212,6210,3855780,6212,3875210
1212,6210,3856780,6212,3876210
1212,6210,3857780,6212,3877210
1212,6210,3858780,6212,3878210
1212,6210,3859780,6212,3879210
1212,6210,3859780,6212,3879210
1212,6210,3860780,6212,3880210
1212,6210,3861780,6212,3881210
1212,6210,3861940,6212,3881370
1212,6210,3862940,6212,3882370
1212,6210,3863940,6212,3883370
1212,6210,3867940,6212,3887370
1212,6210,3868940,6212,3888370
1212,6210,3869940,6212,3889370
1212,6210,3870940,6212,3890370
1212,6210,3871940,6212,3891370
1212,6210,3872940,6212,3892370
1212,6210,3873750,6212,3893180
1212,6210,3873750,6212,3893180
1212,6210,3874070,6212,3893500
1212,6210,3874230,6212,3893660
1212,6210,3874700,6212,3894130
1212,6210,3875510,6212,3894940
1212,6210,3875980,6212,3895410
1212,6210,3876210,6212,3895640
1212,6210,3876680,6212,3896110
1212,6210,3877680,6212,3897110
1212,6210,3877680,6212,3897110
1212,6210,3878000,6212,3897430
1212,6210,3879000,6212,3898430
1212,6210,3879320,6212,3898750
1212,6210,3880320,6212,3899750
1212,6210,3880790,6212,3900220
1212,6210,3881020,6212,3900450
1212,6210,3882020,6212,3901450
1212,6210,3882020,6212,3901450
1212,6210,3882830,6212,3902260
1212,6210,3883150,6212,3902580
1212,6210,3884150,6212,3903580
1212,6210,3884150,6212,3903580
1212,6210,3884150,6212,3903580
1212,6210,3884150,6212,3904580
1212,6210,3884150,6212,3904580
1212,6210,3885150,6212,3905580
1212,6210,3886150,6212,3906580
1212,6210,3887150,6212,3907580
1212,6210,3888150,6212,3908580
1212,6210,3888470,6212,3908900
1212,6210,3889280,6212,3909710
1212,6210,3890280,6212,3910710
1212,6210,3891280,6212,3911710
1212,6210,3891750,6212,3912180
1212,6210,3892750,6212,3913180
1212,6210,3893750,6212,3914180
1212,6210,3894750,6212,3915180
1212,6210,3895750,6212,3916180
1212,6210,3896750,6212,3917180
1212,6210,3897750,6212,3918180
1212,6210,3898560,6212,3918990
1212,6210,3899370,6212,3919800
1212,6210,3900370,6212,3920800
1212,6210,3901370,6212,3921800
1212,6210,3902370,6212,3922800
1212,6210,3902840,6212,3923270
1212,6210,3903840,6212,3924270
1212,6210,3903840,6212,3924270
1212,6210,3904300,6212,3924730
1212,6210,3905300,6212,3925730
1212,6210,3906300,6212,3926730
1212,6210,3907300,6212,3927730
1212,6210,3907300,6212,3927730
1212,6210,3907950,6212,3928380
1212,6210,3908950,6212,3929380
1212,6210,3909760,6212,3930190
1212,6210,3910760,6212,3931190
1212,6210,3911230,6212,3931660
1212,6210,3912230,6212,3932660
1212,6210,3913040,6212,3933470
1212,6210,3913040,6212,3934470
1212,6210,3914040,6212,3935470
1212,6210,3914310,6212,3935740
1212,6210,3914780,6212,3936210
1212,6210,3915590,6212,3937020
1212,6210,3915590,6212,3937020
1212,6210,3916590,6212,3938020
1212,6210,3917590,6212,3939020
1212,6210,3917590,6212,3939020
1212,6210,3918060,6212,3939490
1212,6210,3919060,6212,3940490
1212,6210,3920060,6212,3941490
1212,6210,3921060,6212,3942490
1212,6210,3921530,6212,3942960
1212,6210,3922530,6212,3943960
1212,6210,3923000,6212,3944430
1212,6210,3923470,6212,3944900
1212,6210,3924470,6212,3945900
1212,6210,3925470,6212,3946900
1212,6210,3926470,6212,3947900
1212,6210,3926790,6212,3948220
1212,6210,3926840,6212,3948270
1212,6210,3927300,6212,3948730
1212,6210,3927950,6212,3949380
1212,6210,3928420,6212,3949850
1212,6210,3929010,6212,3950440
1212,6210,3929380,6212,3950810
1212,6210,3930380,6212,3951810
1212,6210,3931380,6212,3952810
1212,6210,3931840,6212,3953270
1212,6210,3932310,6212,3953740
1212,6210,3932770,6212,3954200
1212,6210,3932770,6212,3955200
1212,6210,3933360,6212,3955790
1212,6210,3933830,6212,3956260
1212,6210,3934300,6212,3956730
1212,6210,3934300,6212,3956730
1212,6210,3935300,6212,3957730
1212,6210,3935650,6212,3958080
1212,6210,3936460,6212,3958890
1212,6210,3936510,6212,3958940
1212,6210,3937510,6212,3959940
1212,6210,3938510,6212,3960940
1212,6210,3939510,6212,3961940
1212,6210,3941510,6212,3963940
1212,6210,3941980,6212,3964410
1212,6210,3942980,6212,3965410
1212,6210,3943790,6212,3966220
1212,6210,3944600,6212,3967030
1212,6210,3945410,6212,3967840
1212,6210,3946220,6212,3968650
1212,6210,3947220,6212,3969650
1212,6210,3947220,6212,3969650
1212,6210,3948030,6212,3970460
1212,6210,3948030,6212,3970460
1212,6210,3949030,6212,3971460
1212,6210,3949680,6212,3972110
1212,6210,3949910,6212,3972340
1212,6210,3950910,6212,3973340
1212,6210,3950910,6212,3973340
1212,6210,3951130,6212,3973560
1212,6210,3951940,6212,3974370
1212,6210,3952940,6212,3975370
1212,6210,3953940,6212,3976370
1212,6210,3954750,6212,3977180
1212,6210,3955750,6212,3978180
1212,6210,3956220,6212,3978650
1212,6210,3957220,6212,3979650
1212,6210,3957810,6212,3980240
1212,6210,3957810,6212,3980240
1212,6210,3958810,6212,3981240
1212,6210,3959620,6212,3982050
1212,6210,3960080,6212,3982510
1212,6210,3961080,6212,3983510
1212,6210,3961890,6212,3984320
1212,6210,3963890,6212,3986320
1212,6210,3964890,6212,3987320
1212,6210,3965890,6212,3988320
1212,6210,3965890,6212,3988320
1212,6210,3966890,6212,3989320
1212,6210,3967890,6212,3990320
1212,6210,3967890,6212,3991320
1212,6210,3968890,6212,3992320
1212,6210,3969890,6212,3993320
1212,6210,3970210,6212,3993640
1212,6210,3970680,6212,3994110
1212,6210,3971680,6212,3995110
1212,6210,3972490,6212,3995920
1212,6210,3972490,6212,3995920
1212,6210,3973300,6212,3996730
1212,6210,3973770,6212,3997200
1212,6210,3974240,6212,3997670
1212,6210,3974470,6212,3997900
1212,6210,3974940,6212,3998370
1212,6210,3974940,6212,3998370
1212,6210,3975940,6212,3999370
1212,6210,3975940,6212,4007370
1212,6210,3976590,6212,4008020
1212,6210,3977590,6212,4009020
1212,6210,3977590,6212,4009020
1212,6210,3978400,6212,4009830
1212,6210,3979400,6212,4010830
1212,6210,3979560,6212,4010990
1212,6210,3980370,6212,4011800
1212,6210,3981180,6212,4012610
1212,6210,3981650,6212,4013080
1212,6210,3982120,6212,4013550
1212,6210,3982120,6212,4014360
1212,6210,3982930,6212,4015170
1212,6210,3982930,6212,4016170
1212,6210,3983930,6212,4017170
1212,6210,3984250,6212,4017490
1212,6210,3985250,6212,4018490
1212,6210,3986250,6212,4019490
1212,6210,3986720,6212,4019960
1212,6210,3987720,6212,4020960
1212,6210,3988530,6212,4021770
1212,6210,3989530,6212,4022770
1212,6210,3990530,6212,4023770
1212,6210,3991530,6212,4024770
1212,6210,3992530,6212,4025770
1212,6210,3993080,6212,4026320
1212,6210,3994080,6212,4027320
1212,6210,3994080,6212,4027320
1212,6210,3994410,6212,4027650
1212,6210,3995410,6212,4028650
1212,6210,3995410,6212,4028650
1212,6210,3995730,6212,4028970
1212,6210,3995730,6212,4028970
1212,6210,3996200,6212,4029440
1212,6210,3996660,6212,4029900
1212,6210,3997660,6212,4030900
1212,6210,3998660,6212,4031900
1212,6210,3998890,6212,4032130
1212,6210,3999890,6212,4033130
1212,6210,4000890,6212,4034130
1212,6210,4001360,6212,4034600
1212,6210,4002360,6212,4035600
1212,6210,4003360,6212,4036600
1212,6210,4003680,6212,4036920
1212,6210,4004680,6212,4037920
1212,6210,4005680,6212,4038920
1212,6210,4006680,6212,4039920
1212,6210,4007680,6212,4040920
1212,6210,4007680,6212,4040920
1212,6210,4008680,6212,4041920
1212,6210,4009680,6212,4042920
1212,6210,4010680,6212,4043920
1212,6210,4011680,6212,4044920
1212,6210,4012680,6212,4045920
1212,6210,4013680,6212,4046920
1212,6210,4013680,6212,4046920
1212,6210,4014680,6212,4047920
1212,6210,4015140,6212,4048380
1212,6210,4015790,6212,4049030
1212,6210,4016790,6212,4050030
1212,6210,4017600,6212,4050840
1212,6210,4018070,6212,4051310
1212,6210,4019070,6212,4052310
1212,6210,4019530,6212,4052770
1212,6210,4020000,6212,4053240
1212,6210,4020000,6212,4053240
1212,6210,4020470,6212,4053710
1212,6210,4021470,6212,4054710
1212,6210,4022470,6212,4055710
1212,6210,4026470,6212,4059710
1212,6210,4027470,6212,4060710
1212,6210,4028470,6212,4061710
1212,6210,4029470,6212,4062710
1212,6210,4030470,6212,4063710
1212,6210,4030470,6212,4063710
1212,6210,4030580,6212,4063820
1212,6210,4031580,6212,4064820
1212,6210,4032580,6212,4065820
1212,6210,4033050,6212,4066290
1212,6210,4033210,6212,4066450
1212,6210,4033670,6212,4066910
1212,6210,4033670,6212,4066910
1212,6210,4034670,6212,4067910
1212,6210,4034830,6212,4068070
1212,6210,4035830,6212,4069070
1212,6210,4036830,6212,4070070
1212,6210,4036830,6212,4071070
1212,6210,4037830,6212,4072070
1212,6210,4038830,6212,4073070
1212,6210,4039830,6212,4074070
1212,6210,4040640,6212,4074880
1212,6210,4041450,6212,4075690
1212,6210,4042450,6212,4076690
1212,6210,4042450,6212,4076690
1212,6210,4043260,6212,4077500
1212,6210,4043730,6212,4077970
1212,6210,4043960,6212,4078200
1212,6210,4044960,6212,4079200
1212,6210,4045770,6212,4080010
1212,6210,4046770,6212,4081010
1212,6210,4047770,6212,4082010
1212,6210,4048090,6212,4082330
1212,6210,4049090,6212,4083330
1212,6210,4049740,6212,4083980
1212,6210,4049740,6212,4083980
1212,6210,4050740,6212,4084980
1212,6210,4051740,6212,4085980
1212,6210,4052740,6212,4086980
1212,6210,4052740,6212,4086980
1212,6210,4053550,6212,4087790
1212,6210,4054550,6212,4088790
1212,6210,4055200,6212,4089440
1212,6210,4056200,6212,4090440
1212,6210,4056850,6212,4091090
1212,6210,4057080,6212,4091320
1212,6210,4058080,6212,4092320
1212,6210,4058550,6212,4092790
1212,6210,4058550,6212,4092790
1212,6210,4059550,6212,4093790
1212,6210,4060550,6212,4094790
1212,6210,4061550,6212,4095790
1212,6210,4061920,6212,4096160
1212,6210,4062920,6212,4097160
1212,6210,4063920,6212,4098160
1212,6210,4064920,6212,4099160
1212,6210,4065920,6212,4100160
1212,6210,4066140,6212,4100380
1212,6210,4067140,6212,4101380
1212,6210,4067140,6212,4101380
1212,6210,4068140,6212,4102380
1212,6210,4068140,6212,4102380
1212,6210,4068730,6212,4102970
1212,6210,4069730,6212,4103970
1212,6210,4070730,6212,4104970
1212,6210,4071730,6212,4105970
1212,6210,4072730,6212,4106970
1212,6210,4073730,6212,4107970
1212,6210,4074730,6212,4108970
1212,6210,4074730,6212,4108970
1212,6210,4075730,6212,4109970
1212,6210,4076730,6212,4110970
1212,6210,4077730,6212,4111970
1212,6210,4078730,6212,4112970
1212,6210,4079730,6212,4113970
1212,6210,4080730,6212,4114970
1212,6210,4081730,6212,4115970
1212,6210,4082200,6212,4116440
1212,6210,4083200,6212,4117440
1212,6210,4083850,6212,4118090
1212,6210,4084440,6212,4118680
1212,6210,4084910,6212,4119150
1212,6210,4085910,6212,4120150
1212,6210,4086720,6212,4120960
1212,6210,4087720,6212,4121960
1212,6210,4088720,6212,4122960
1212,6210,4089720,6212,4123960
1212,6210,4090530,6212,4124770
1212,6210,4091530,6212,4125770
1212,6210,4091530,6212,4125770
1212,6210,4092530,6212,4126770
1212,6210,4092530,6212,4134770
1212,6210,4093530,6212,4135770
1212,6210,4093530,6212,4135770
1212,6210,4094530,6212,4136770
1212,6210,4095530,6212,4137770
1212,6210,4095800,6212,4138040
1212,6210,4096800,6212,4139040
1212,6210,4096800,6212,4139040
1212,6210,4096800,6212,4139040
1212,6210,4097800,6212,4140040
1212,6210,4097800,6212,4140040
1212,6210,4098800,6212,4141040
1212,6210,4099800,6212,4142040
1212,6210,4100800,6212,4143040
1212,6210,4101800,6212,4144040
1212,6210,4102800,6212,4145040
1212,6210,4103800,6212,4146040
1212,6210,4104800,6212,4147040
1212,6210,4105800,6212,4148040
1212,6210,4106130,6212,4148370
1212,6210,4107130,6212,4149370
1212,6210,4108130,6212,4150370
1212,6210,4109130,6212,4151370
1212,6210,4109940,6212,4152180
1212,6210,4110940,6212,4153180
1212,6210,4111410,6212,4153650
1212,6210,4111410,6212,4153650
1212,6210,4112410,6212,4154650
1212,6210,4113410,6212,4155650
1212,6210,4113410,6212,4155650
1212,6210,4113880,6212,4156120
1212,6210,4114350,6212,4156590
1212,6210,4114350,6212,4156590
1212,6210,4114820,6212,4157060
1212,6210,4115630,6212,4157870
1212,6210,4116100,6212,4158340
1212,6210,4116570,6212,4158810
1212,6210,4117570,6212,4159810
1212,6210,4118380,6212,4160620
1212,6210,4118380,6212,4160620
1212,6210,4118850,6212,4161090
1212,6210,4119850,6212,4162090
1212,6210,4120170,6212,4162410
1212,6210,4121170,6212,4163410
1212,6210,4121640,6212,4163880
1212,6210,4122640,6212,4164880
1212,6210,4123110,6212,4165350
1212,6210,4124110,6212,4166350
1212,6210,4124580,6212,4166820
1212,6210,4124810,6212,4167050
1212,6210,4125810,6212,4168050
1212,6210,4125810,6212,4168050
1212,6210,4126810,6212,4169050
1212,6210,4127810,6212,4170050
1212,6210,4128810,6212,4171050
1212,6210,4129400,6212,4171640
1212,6210,4130400,6212,4172640
1212,6210,4130720,6212,4172960
1212,6210,4131530,6212,4173770
1212,6210,4132530,6212,4174770
1212,6210,4133000,6212,4175240
1212,6210,4134000,6212,4176240
1212,6210,4135000,6212,4177240
1212,6210,4135000,6212,4177240
1212,6210,4135470,6212,4177710
1212,6210,4135940,6212,4178180
1212,6210,4135940,6212,4178180
1212,6210,4136750,6212,4178990
1212,6210,4137560,6212,4179800
1212,6210,4138030,6212,4180270
1212,6210,4138030,6212,4180270
1212,6210,4139030,6212,4181270
1212,6210,4139030,6212,4181270
1212,6210,4139500,6212,4181740
1212,6210,4140500,6212,4182740
1212,6210,4140500,6212,4182740
1212,6210,4140500,6212,4182740
1212,6210,4141310,6212,4183550
1212,6210,4141960,6212,4184200
1212,6210,4142960,6212,4185200
1212,6210,4143960,6212,4186200
1212,6210,4144430,6212,4186670
1212,6210,4145430,6212,4187670
1212,6210,4146430,6212,4188670
1212,6210,4146430,6212,4188670
1212,6210,4146900,6212,4189140
1212,6210,4147710,6212,4189950
1212,6210,4148710,6212,4190950
1212,6210,4148710,6212,4190950
1212,6210,4149710,6212,4191950
1212,6210,4150710,6212,4192950
1212,6210,4151710,6212,4193950
1212,6210,4151710,6212,4193950
1212,6210,4152710,6212,4194950
1212,6210,4153710,6212,4195950
1212,6210,4154030,6212,4196270
1212,6210,4155030,6212,4197270
1212,6210,4155030,6212,4197270
1212,6210,4156030,6212,4198270
1212,6210,4156840,6212,4199080
1212,6210,4156840,6212,4199080
1212,6210,4157840,6212,4200080
1212,6210,4158300,6212,4200540
1212,6210,4159300,6212,4201540
1212,6210,4160300,6212,4202540
1212,6210,4161300,6212,4203540
1212,6210,4161300,6212,4203540
1212,6210,4161300,6212,4203540
1212,6210,4162300,6212,4204540
1212,6210,4162950,6212,4205190
1212,6210,4163950,6212,4206190
1212,6210,4164950,6212,4207190
1212,6210,4165420,6212,4207660
1212,6210,4166420,6212,4208660
1212,6210,4167230,6212,4209470
1212,6210,4167880,6212,4210120
1212,6210,4168100,6212,4210340
1212,6210,4169100,6212,4211340
1212,6210,4170100,6212,4212340
1212,6210,4170100,6212,4213340
1212,6210,4170260,6212,4213500
1212,6210,4171260,6212,4214500
1212,6210,4171910,6212,4215150
1212,6210,4171910,6212,4215150
1212,6210,4172720,6212,4215960
1212,6210,4173190,6212,4216430
1212,6210,4174190,6212,4217430
1212,6210,4175190,6212,4218430
1212,6210,4176190,6212,4219430
1212,6210,4177190,6212,4220430
1212,6210,4177510,6212,4220750
1212,6210,4178510,6212,4221750
1212,6210,4179320,6212,4222560
1212,6210,4180320,6212,4223560
1212,6210,4181320,6212,4224560
1212,6210,4182320,6212,4225560
1212,6210,4182790,6212,4226030
1212,6210,4183790,6212,4227030
1212,6210,4184790,6212,4228030
1212,6210,4185010,6212,4228250
1212,6210,4185480,6212,4228720
1212,6210,4185950,6212,4229190
1212,6210,4186410,6212,4229650
1212,6210,4186410,6212,4229650
1212,6210,4187410,6212,4230650
1212,6210,4188410,6212,4231650
1212,6210,4188410,6212,4231650
1212,6210,4188960,6212,4232200
1212,6210,4189610,6212,4232850
1212,6210,4190420,6212,4233660
1212,6210,4191420,6212,4234660
1212,6210,4191880,6212,4235120
1212,6210,4192880,6212,4236120
1212,6210,4193880,6212,4237120
1212,6210,4194040,6212,4237280
1212,6210,4194040,6212,4237280
1212,6210,4194850,6212,4238090
1212,6210,4195850,6212,4239090
1212,6210,4196310,6212,4239550
1212,6210,4197120,6212,4240360
1212,6210,4198120,6212,4241360
1212,6210,4199120,6212,4242360
1212,6210,4199930,6212,4243170
1212,6210,4200930,6212,4244170
1212,6210,4201250,6212,4244490
1212,6210,4202250,6212,4245490
1212,6210,4203250,6212,4246490
1212,6210,4203900,6212,4247140
1212,6210,4204900,6212,4248140
1212,6210,4205900,6212,4249140
1212,6210,4206900,6212,4250140
1212,6210,4207220,6212,4250460
1212,6210,4207690,6212,4250930
1212,6210,4208500,6212,4251740
1212,6210,4209310,6212,4252550
1212,6210,4210120,6212,4253360
1212,6210,4210930,6212,4254170
1212,6210,4210930,6212,4254170
1212,6210,4211160,6212,4254400
1212,6210,4212160,6212,4255400
1212,6210,4212630,6212,4255870
1212,6210,4212630,6212,4255870
1212,6210,4213630,6212,4256870
1212,6210,4214630,6212,4257870
1212,6210,4215280,6212,4258520
1212,6210,4215600,6212,4258840
1212,6210,4216410,6212,4259650
1212,6210,4217410,6212,4260650
1212,6210,4217410,6212,4260650
1212,6210,4218410,6212,4261650
1212,6210,4219220,6212,4262460
1212,6210,4220220,6212,4263460
1212,6210,4220220,6212,4264460
1212,6210,4220220,6212,4264460
1212,6210,4221220,6212,4265460
1212,6210,4222220,6212,4266460
1212,6210,4223220,6212,4267460
1212,6210,4224220,6212,4268460
1212,6210,4224540,6212,4268780
1212,6210,4225350,6212,4269590
1212,6210,4225670,6212,4269910
1212,6210,4225670,6212,4270910
1212,6210,4226670,6212,4271910
1212,6210,4227480,6212,4272720
1212,6210,4227950,6212,4273190
1212,6210,4228950,6212,4274190
1212,6210,4229950,6212,4275190
1212,6210,4230270,6212,4275510
1212,6210,4231270,6212,4276510
1212,6210,4231740,6212,4276980
1212,6210,4232740,6212,4277980
1212,6210,4233740,6212,4278980
1212,6210,4234740,6212,4279980
1212,6210,4234740,6212,4279980
1212,6210,4235740,6212,4280980
1212,6210,4236740,6212,4281980
1212,6210,4237210,6212,4282450
1212,6210,4238210,6212,4283450
1212,6210,4238860,6212,4284100
1212,6210,4239670,6212,4284910
1212,6210,4240670,6212,4285910
1212,6210,4240670,6212,4285910
1212,6210,4240670,6212,4285910
1212,6210,4241670,6212,4286910
1212,6210,4242480,6212,4287720
1212,6210,4243290,6212,4288530
1212,6210,4243610,6212,4288850
1212,6210,4244610,6212,4289850
1212,6210,4244610,6212,4289850
1212,6210,4245070,6212,4290310
1212,6210,4245070,6212,4290310
1212,6210,4246070,6212,4291310
1212,6210,4246540,6212,4291780
1212,6210,4247350,6212,4292590
1212,6210,4248350,6212,4293590
1212,6210,4249160,6212,4294400
1212,6210,4250160,6212,4295400
1212,6210,4251160,6212,4296400
1212,6210,4251160,6212,4296400
1212,6210,4252160,6212,4297400
1212,6210,4253160,6212,4298400
1212,6210,4253160,6212,4298400
1212,6210,4254160,6212,4299400
1212,6210,4255160,6212,4300400
1212,6210,4256160,6212,4301400
1212,6210,4256160,6212,4301400
1212,6210,4256160,6212,4301400
1212,6210,4257160,6212,4302400
1212,6210,4258160,6212,4303400
1212,6210,4258160,6212,4303400
1212,6210,4259160,6212,4304400
1212,6210,4259160,6212,4305050
1212,6210,4260160,6212,4306050
1212,6210,4261160,6212,4307050
1212,6210,4262160,6212,4308050
1212,6210,4263160,6212,4309050
1212,6210,4263160,6212,4309050
1212,6210,4264160,6212,4310050
1212,6210,4265160,6212,4311050
1212,6210,4266160,6212,4312050
1212,6210,4266970,6212,4312860
1212,6210,4266970,6212,4312860
1212,6210,4267970,6212,4313860
1212,6210,4268780,6212,4314670
1212,6210,4269780,6212,4315670
1212,6210,4270780,6212,4316670
1212,6210,4271780,6212,4317670
1212,6210,4272780,6212,4318670
1212,6210,4273100,6212,4318990
1212,6210,4274100,6212,4319990
1212,6210,4274910,6212,4320800
1212,6210,4275910,6212,4321800
1212,6210,4276910,6212,4322800
1212,6210,4277910,6212,4323800
1212,6210,4278910,6212,4324800
1212,6210,4279910,6212,4325800
1212,6210,4280910,6212,4326800
1212,6210,4281230,6212,4327120
1212,6210,4281230,6212,4335120
1212,6210,4281700,6212,4335590
1212,6210,4281920,6212,4335810
1212,6210,4282920,6212,4336810
1212,6210,4282920,6212,4344810
1212,6210,4283920,6212,4345810
1212,6210,4283920,6212,4353810
1212,6210,4284920,6212,4354810
1212,6210,4284920,6212,4355810
1212,6210,4285240,6212,4356130
1212,6210,4286240,6212,4357130
1212,6210,4286240,6212,4357130
1212,6210,4287240,6212,4358130
1212,6210,4287710,6212,4358600
1212,6210,4288180,6212,4359070
1212,6210,4288650,6212,4359540
1212,6210,4289460,6212,4360350
1212,6210,4290460,6212,4361350
1212,6210,4291460,6212,4362350
1212,6210,4291940,6212,4362830
1212,6210,4292750,6212,4363640
1212,6210,4293750,6212,4364640
1212,6210,4294750,6212,4365640
1212,6210,4295750,6212,4366640
1212,6210,4296560,6212,4367450
1212,6210,4297560,6212,4368450
1212,6210,4298210,6212,4369100
1212,6210,4298860,6212,4369750
1212,6210,4299860,6212,4370750
1212,6210,4300860,6212,4371750
1212,6210,4301860,6212,4372750
1212,6210,4302860,6212,4373750
1212,6210,4303330,6212,4374220
1212,6210,4304330,6212,4375220
1212,6210,4305330,6212,4376220
1212,6210,4306140,6212,4377030
1212,6210,4306140,6212,4377030
1212,6210,4306460,6212,4377350
1212,6210,4306780,6212,4377670
1212,6210,4307370,6212,4378260
1212,6210,4307590,6212,4378480
1212,6210,4308590,6212,4379480
1212,6210,4308820,6212,4379710
1212,6210,4309820,6212,4380710
1212,6210,4310820,6212,4381710
1212,6210,4310820,6212,4381710
1212,6210,4311820,6212,4382710
1212,6210,4312820,6212,4383710
1212,6210,4313820,6212,4384710
1212,6210,4314820,6212,4385710
1212,6210,4315630,6212,4386520
1212,6210,4316630,6212,4387520
1212,6210,4317630,6212,4388520
1212,6210,4317960,6212,4388850
1212,6210,4317960,6212,4389660
1212,6210,4318770,6212,4390470
1212,6210,4319770,6212,4391470
1212,6210,4319770,6212,4391470
1212,6210,4320770,6212,4392470
1212,6210,4321240,6212,4392940
1212,6210,4322050,6212,4393750
1212,6210,4322520,6212,4394220
1212,6210,4322520,6212,4395220
1212,6210,4322840,6212,4395540
1212,6210,4323650,6212,4396350
1212,6210,4323650,6212,4397160
1212,6210,4323810,6212,4397320
1212,6210,4324810,6212,4398320
1212,6210,4325460,6212,4398970
1212,6210,4325690,6212,4399200
1212,6210,4326010,6212,4399520
1212,6210,4326010,6212,4400520
1212,6210,4326240,6212,4400750
1212,6210,4327050,6212,4401560
1212,6210,4328050,6212,4402560
1212,6210,4329050,6212,4403560
1212,6210,4329520,6212,4404030
1212,6210,4330520,6212,4405030
1212,6210,4330990,6212,4405500
1212,6210,4331990,6212,4406500
1212,6210,4331990,6212,4406500
1212,6210,4332990,6212,4407500
1212,6210,4332990,6212,4415500
1212,6210,4333990,6212,4416500
1212,6210,4333990,6212,4416500
1212,6210,4334450,6212,4416960
1212,6210,4334920,6212,4417430
1212,6210,4335920,6212,4418430
